"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","PS","[M-H]-","M-Serine","GlyceroPC_NLCH3&H2O","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","RT_min","RT_max","Comment","RT at Max Intensity","PS","[M-H]-","M-Serine","GlyceroPC_NLCH3&H2O","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","RT_min","RT_max","Comment","Number of Scans","PS","[M-H]-","M-Serine","GlyceroPC_NLCH3&H2O","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","RT_min","RT_max","Comment","Max Intensity","PS","[M-H]-","M-Serine","GlyceroPC_NLCH3&H2O","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","RT_min","RT_max","Comment","Average m/z","PS","[M-H]-","M-Serine","GlyceroPC_NLCH3&H2O","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","PS","[M-H]-","M-Serine","GlyceroPC_NLCH3&H2O","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","RT_min","RT_max","Comment"
"","PS(39:4)-H",1,0,0,0,0,0,"4.46556363636364","4.76556363636364","532","","PS(39:4)-H",4.639425,0,0,0,0,0,"4.46556363636364","4.76556363636364","532","","PS(39:4)-H",1,0,0,0,0,0,"4.46556363636364","4.76556363636364","532","","PS(39:4)-H",2056.898,0,0,0,0,0,"4.46556363636364","4.76556363636364","532","","PS(39:4)-H",824.5461,0,0,0,0,0,"4.46556363636364","4.76556363636364","532","","PS(39:4)-H","824.5448","737.51278","224.06881","152.99586","96.96964","78.95852","4.46556363636364","4.76556363636364","532"
"","PS(39:5)-H",0,0,0,0,0,0,"5.82562272727273","6.12562272727273","1568","","PS(39:5)-H",0,0,0,0,0,0,"5.82562272727273","6.12562272727273","1568","","PS(39:5)-H",0,0,0,0,0,0,"5.82562272727273","6.12562272727273","1568","","PS(39:5)-H",0,0,0,0,0,0,"5.82562272727273","6.12562272727273","1568","","PS(39:5)-H",0,0,0,0,0,0,"5.82562272727273","6.12562272727273","1568","","PS(39:5)-H","822.5292","735.49718","224.06881","152.99586","96.96964","78.95852","5.82562272727273","6.12562272727273","1568"
"","PS(39:5)-H",0,0,0,0,0,0,"4.00810151515151","4.30810151515151","3225","","PS(39:5)-H",0,0,0,0,0,0,"4.00810151515151","4.30810151515151","3225","","PS(39:5)-H",0,0,0,0,0,0,"4.00810151515151","4.30810151515151","3225","","PS(39:5)-H",0,0,0,0,0,0,"4.00810151515151","4.30810151515151","3225","","PS(39:5)-H",0,0,0,0,0,0,"4.00810151515151","4.30810151515151","3225","","PS(39:5)-H","822.5292","735.49718","224.06881","152.99586","96.96964","78.95852","4.00810151515151","4.30810151515151","3225"
"","PS(39:6)-H",0,0,0,0,0,0,"5.43825606060606","5.73825606060606","894","","PS(39:6)-H",0,0,0,0,0,0,"5.43825606060606","5.73825606060606","894","","PS(39:6)-H",0,0,0,0,0,0,"5.43825606060606","5.73825606060606","894","","PS(39:6)-H",0,0,0,0,0,0,"5.43825606060606","5.73825606060606","894","","PS(39:6)-H",0,0,0,0,0,0,"5.43825606060606","5.73825606060606","894","","PS(39:6)-H","820.5135","733.48148","224.06881","152.99586","96.96964","78.95852","5.43825606060606","5.73825606060606","894"
"","PS(40:3)-H",0,0,0,0,0,0,"6.66241060606061","6.96241060606061","1154","","PS(40:3)-H",0,0,0,0,0,0,"6.66241060606061","6.96241060606061","1154","","PS(40:3)-H",0,0,0,0,0,0,"6.66241060606061","6.96241060606061","1154","","PS(40:3)-H",0,0,0,0,0,0,"6.66241060606061","6.96241060606061","1154","","PS(40:3)-H",0,0,0,0,0,0,"6.66241060606061","6.96241060606061","1154","","PS(40:3)-H","840.5761","753.54408","224.06881","152.99586","96.96964","78.95852","6.66241060606061","6.96241060606061","1154"
"","PS(40:3)-H",0,0,0,0,0,0,"6.46923181818182","6.76923181818182","4152","","PS(40:3)-H",0,0,0,0,0,0,"6.46923181818182","6.76923181818182","4152","","PS(40:3)-H",0,0,0,0,0,0,"6.46923181818182","6.76923181818182","4152","","PS(40:3)-H",0,0,0,0,0,0,"6.46923181818182","6.76923181818182","4152","","PS(40:3)-H",0,0,0,0,0,0,"6.46923181818182","6.76923181818182","4152","","PS(40:3)-H","840.5761","753.54408","224.06881","152.99586","96.96964","78.95852","6.46923181818182","6.76923181818182","4152"
"","PS(40:4)-H",0,0,0,0,0,0,"5.54417878787879","5.84417878787879","1271","","PS(40:4)-H",0,0,0,0,0,0,"5.54417878787879","5.84417878787879","1271","","PS(40:4)-H",0,0,0,0,0,0,"5.54417878787879","5.84417878787879","1271","","PS(40:4)-H",0,0,0,0,0,0,"5.54417878787879","5.84417878787879","1271","","PS(40:4)-H",0,0,0,0,0,0,"5.54417878787879","5.84417878787879","1271","","PS(40:4)-H","838.5604","751.52838","224.06881","152.99586","96.96964","78.95852","5.54417878787879","5.84417878787879","1271"
"","PS(40:4)-H",0,0,0,0,0,0,"5.8542696969697","6.1542696969697","1649","","PS(40:4)-H",0,0,0,0,0,0,"5.8542696969697","6.1542696969697","1649","","PS(40:4)-H",0,0,0,0,0,0,"5.8542696969697","6.1542696969697","1649","","PS(40:4)-H",0,0,0,0,0,0,"5.8542696969697","6.1542696969697","1649","","PS(40:4)-H",0,0,0,0,0,0,"5.8542696969697","6.1542696969697","1649","","PS(40:4)-H","838.5604","751.52838","224.06881","152.99586","96.96964","78.95852","5.8542696969697","6.1542696969697","1649"
"","PS(40:4)-H",0,0,0,0,0,0,"5.57073636363636","5.87073636363636","3957","","PS(40:4)-H",0,0,0,0,0,0,"5.57073636363636","5.87073636363636","3957","","PS(40:4)-H",0,0,0,0,0,0,"5.57073636363636","5.87073636363636","3957","","PS(40:4)-H",0,0,0,0,0,0,"5.57073636363636","5.87073636363636","3957","","PS(40:4)-H",0,0,0,0,0,0,"5.57073636363636","5.87073636363636","3957","","PS(40:4)-H","838.5604","751.52838","224.06881","152.99586","96.96964","78.95852","5.57073636363636","5.87073636363636","3957"
"","PS(40:5)-H",0,0,0,0,0,0,"5.10081363636364","5.40081363636364","845","","PS(40:5)-H",0,0,0,0,0,0,"5.10081363636364","5.40081363636364","845","","PS(40:5)-H",0,0,0,0,0,0,"5.10081363636364","5.40081363636364","845","","PS(40:5)-H",0,0,0,0,0,0,"5.10081363636364","5.40081363636364","845","","PS(40:5)-H",0,0,0,0,0,0,"5.10081363636364","5.40081363636364","845","","PS(40:5)-H","836.5448","749.51278","224.06881","152.99586","96.96964","78.95852","5.10081363636364","5.40081363636364","845"
"","PS(41:0)-H",0,0,0,0,0,0,"9.23479090909091","9.53479090909091","1578","","PS(41:0)-H",0,0,0,0,0,0,"9.23479090909091","9.53479090909091","1578","","PS(41:0)-H",0,0,0,0,0,0,"9.23479090909091","9.53479090909091","1578","","PS(41:0)-H",0,0,0,0,0,0,"9.23479090909091","9.53479090909091","1578","","PS(41:0)-H",0,0,0,0,0,0,"9.23479090909091","9.53479090909091","1578","","PS(41:0)-H","860.6387","773.60668","224.06881","152.99586","96.96964","78.95852","9.23479090909091","9.53479090909091","1578"
"","PS(41:1)-H",0,0,0,0,0,0,"8.41369393939394","8.71369393939394","887","","PS(41:1)-H",8.571105,0,0,0,0,0,"8.41369393939394","8.71369393939394","887","","PS(41:1)-H",1,0,0,0,0,0,"8.41369393939394","8.71369393939394","887","","PS(41:1)-H",835.9459,0,0,0,0,0,"8.41369393939394","8.71369393939394","887","","PS(41:1)-H",858.6224,0,0,0,0,0,"8.41369393939394","8.71369393939394","887","","PS(41:1)-H","858.623","771.59098","224.06881","152.99586","96.96964","78.95852","8.41369393939394","8.71369393939394","887"
"","PS(41:2)-H",1,0,1,0,0,0,"7.69890909090909","7.99890909090909","268","","PS(41:2)-H",7.804709,0,7.804709,0,0,0,"7.69890909090909","7.99890909090909","268","","PS(41:2)-H",2,0,2,0,0,0,"7.69890909090909","7.99890909090909","268","","PS(41:2)-H",17286.01,0,5156.738,0,0,0,"7.69890909090909","7.99890909090909","268","","PS(41:2)-H",856.60815,0,224.0694,0,0,0,"7.69890909090909","7.99890909090909","268","","PS(41:2)-H","856.6074","769.57538","224.06881","152.99586","96.96964","78.95852","7.69890909090909","7.99890909090909","268"
"","PS(41:2)-H",0,0,0,0,0,0,"8.06595","8.36595","1366","","PS(41:2)-H",0,0,0,0,0,0,"8.06595","8.36595","1366","","PS(41:2)-H",0,0,0,0,0,0,"8.06595","8.36595","1366","","PS(41:2)-H",0,0,0,0,0,0,"8.06595","8.36595","1366","","PS(41:2)-H",0,0,0,0,0,0,"8.06595","8.36595","1366","","PS(41:2)-H","856.6074","769.57538","224.06881","152.99586","96.96964","78.95852","8.06595","8.36595","1366"
"","PS(41:3)-H",1,0,1,0,0,0,"7.22732575757576","7.52732575757576","201","","PS(41:3)-H",7.329489,0,7.329489,7.329489,0,0,"7.22732575757576","7.52732575757576","201","","PS(41:3)-H",2,0,2,1,0,0,"7.22732575757576","7.52732575757576","201","","PS(41:3)-H",22382.48,0,9478.396,623.132,0,0,"7.22732575757576","7.52732575757576","201","","PS(41:3)-H",854.5932,0,224.06935,152.996,0,0,"7.22732575757576","7.52732575757576","201","","PS(41:3)-H","854.5918","767.55978","224.06881","152.99586","96.96964","78.95852","7.22732575757576","7.52732575757576","201"
"","PS(41:3)-H",0,0,0,0,0,0,"6.65343181818182","6.95343181818182","796","","PS(41:3)-H",0,0,0,0,0,0,"6.65343181818182","6.95343181818182","796","","PS(41:3)-H",0,0,0,0,0,0,"6.65343181818182","6.95343181818182","796","","PS(41:3)-H",0,0,0,0,0,0,"6.65343181818182","6.95343181818182","796","","PS(41:3)-H",0,0,0,0,0,0,"6.65343181818182","6.95343181818182","796","","PS(41:3)-H","854.5918","767.55978","224.06881","152.99586","96.96964","78.95852","6.65343181818182","6.95343181818182","796"
"","PS(41:3)-H",0,0,0,0,0,0,"6.87396060606061","7.17396060606061","934","","PS(41:3)-H",0,0,0,0,0,0,"6.87396060606061","7.17396060606061","934","","PS(41:3)-H",0,0,0,0,0,0,"6.87396060606061","7.17396060606061","934","","PS(41:3)-H",0,0,0,0,0,0,"6.87396060606061","7.17396060606061","934","","PS(41:3)-H",0,0,0,0,0,0,"6.87396060606061","7.17396060606061","934","","PS(41:3)-H","854.5918","767.55978","224.06881","152.99586","96.96964","78.95852","6.87396060606061","7.17396060606061","934"
"","PS(41:4)-H",1,0,1,0,0,0,"6.09909090909091","6.39909090909091","174","","PS(41:4)-H",6.198611,0,6.329809,0,0,0,"6.09909090909091","6.39909090909091","174","","PS(41:4)-H",2,0,2,0,0,0,"6.09909090909091","6.39909090909091","174","","PS(41:4)-H",8505.653,0,2177.24,0,0,0,"6.09909090909091","6.39909090909091","174","","PS(41:4)-H",852.5768,0,224.06935,0,0,0,"6.09909090909091","6.39909090909091","174","","PS(41:4)-H","852.5761","765.54408","224.06881","152.99586","96.96964","78.95852","6.09909090909091","6.39909090909091","174"
"","PS(41:4)-H",1,0,1,0,0,0,"6.45892424242424","6.75892424242424","486","","PS(41:4)-H",6.587777,0,6.587777,0,0,0,"6.45892424242424","6.75892424242424","486","","PS(41:4)-H",2,0,2,0,0,0,"6.45892424242424","6.75892424242424","486","","PS(41:4)-H",4801.402,0,1261.045,0,0,0,"6.45892424242424","6.75892424242424","486","","PS(41:4)-H",852.57795,0,224.06935,0,0,0,"6.45892424242424","6.75892424242424","486","","PS(41:4)-H","852.5761","765.54408","224.06881","152.99586","96.96964","78.95852","6.45892424242424","6.75892424242424","486"
"","PS(41:4)-H",1,0,1,0,0,0,"6.28235606060606","6.58235606060606","2898","","PS(41:4)-H",6.329809,0,6.329809,0,0,0,"6.28235606060606","6.58235606060606","2898","","PS(41:4)-H",2,0,1,0,0,0,"6.28235606060606","6.58235606060606","2898","","PS(41:4)-H",6228.914,0,2177.24,0,0,0,"6.28235606060606","6.58235606060606","2898","","PS(41:4)-H",852.57605,0,224.0694,0,0,0,"6.28235606060606","6.58235606060606","2898","","PS(41:4)-H","852.5761","765.54408","224.06881","152.99586","96.96964","78.95852","6.28235606060606","6.58235606060606","2898"
"","PS(41:5)-H",1,0,1,0,0,0,"5.72840454545454","6.02840454545454","60","","PS(41:5)-H",5.923332,0,5.923332,5.809507,0,0,"5.72840454545454","6.02840454545454","60","","PS(41:5)-H",2,0,2,1,0,0,"5.72840454545454","6.02840454545454","60","","PS(41:5)-H",21058.96,0,8242.153,732.8118,0,0,"5.72840454545454","6.02840454545454","60","","PS(41:5)-H",850.56155,0,224.0694,152.9959,0,0,"5.72840454545454","6.02840454545454","60","","PS(41:5)-H","850.5605","763.52848","224.06881","152.99586","96.96964","78.95852","5.72840454545454","6.02840454545454","60"
"","PS(41:5)-H",1,0,1,0,0,0,"5.18166212121212","5.48166212121212","148","","PS(41:5)-H",5.350597,0,5.350597,0,0,0,"5.18166212121212","5.48166212121212","148","","PS(41:5)-H",1,0,1,0,0,0,"5.18166212121212","5.48166212121212","148","","PS(41:5)-H",10471.17,0,4302.547,0,0,0,"5.18166212121212","5.48166212121212","148","","PS(41:5)-H",850.5618,0,224.0697,0,0,0,"5.18166212121212","5.48166212121212","148","","PS(41:5)-H","850.5605","763.52848","224.06881","152.99586","96.96964","78.95852","5.18166212121212","5.48166212121212","148"
"","PS(41:6)-H",0,0,0,0,0,0,"4.2777696969697","4.5777696969697","701","","PS(41:6)-H",0,0,0,0,0,0,"4.2777696969697","4.5777696969697","701","","PS(41:6)-H",0,0,0,0,0,0,"4.2777696969697","4.5777696969697","701","","PS(41:6)-H",0,0,0,0,0,0,"4.2777696969697","4.5777696969697","701","","PS(41:6)-H",0,0,0,0,0,0,"4.2777696969697","4.5777696969697","701","","PS(41:6)-H","848.5448","761.51278","224.06881","152.99586","96.96964","78.95852","4.2777696969697","4.5777696969697","701"
"","PS(41:6)-H",0,0,0,0,0,0,"4.56622575757576","4.86622575757576","877","","PS(41:6)-H",0,0,0,0,0,0,"4.56622575757576","4.86622575757576","877","","PS(41:6)-H",0,0,0,0,0,0,"4.56622575757576","4.86622575757576","877","","PS(41:6)-H",0,0,0,0,0,0,"4.56622575757576","4.86622575757576","877","","PS(41:6)-H",0,0,0,0,0,0,"4.56622575757576","4.86622575757576","877","","PS(41:6)-H","848.5448","761.51278","224.06881","152.99586","96.96964","78.95852","4.56622575757576","4.86622575757576","877"
"","PS(41:6)-H",0,0,0,0,0,0,"4.99178181818182","5.29178181818182","1859","","PS(41:6)-H",0,0,0,0,0,0,"4.99178181818182","5.29178181818182","1859","","PS(41:6)-H",0,0,0,0,0,0,"4.99178181818182","5.29178181818182","1859","","PS(41:6)-H",0,0,0,0,0,0,"4.99178181818182","5.29178181818182","1859","","PS(41:6)-H",0,0,0,0,0,0,"4.99178181818182","5.29178181818182","1859","","PS(41:6)-H","848.5448","761.51278","224.06881","152.99586","96.96964","78.95852","4.99178181818182","5.29178181818182","1859"
"","PS(43:3)-H",1,0,0,0,0,0,"8.03054696969697","8.33054696969697","840","","PS(43:3)-H",8.199356,0,8.199356,0,0,0,"8.03054696969697","8.33054696969697","840","","PS(43:3)-H",1,0,1,0,0,0,"8.03054696969697","8.33054696969697","840","","PS(43:3)-H",4179.361,0,910.0051,0,0,0,"8.03054696969697","8.33054696969697","840","","PS(43:3)-H",882.6236,0,224.0694,0,0,0,"8.03054696969697","8.33054696969697","840","","PS(43:3)-H","882.6231","795.59108","224.06881","152.99586","96.96964","78.95852","8.03054696969697","8.33054696969697","840"
"","PS(43:4)-H",0,0,0,0,0,0,"7.2613106060606","7.5613106060606","1181","","PS(43:4)-H",0,0,0,0,0,0,"7.2613106060606","7.5613106060606","1181","","PS(43:4)-H",0,0,0,0,0,0,"7.2613106060606","7.5613106060606","1181","","PS(43:4)-H",0,0,0,0,0,0,"7.2613106060606","7.5613106060606","1181","","PS(43:4)-H",0,0,0,0,0,0,"7.2613106060606","7.5613106060606","1181","","PS(43:4)-H","880.6074","793.57538","224.06881","152.99586","96.96964","78.95852","7.2613106060606","7.5613106060606","1181"
"","PS(43:4)-H",0,0,0,0,0,0,"7.67180151515151","7.97180151515151","1530","","PS(43:4)-H",0,0,0,0,0,0,"7.67180151515151","7.97180151515151","1530","","PS(43:4)-H",0,0,0,0,0,0,"7.67180151515151","7.97180151515151","1530","","PS(43:4)-H",0,0,0,0,0,0,"7.67180151515151","7.97180151515151","1530","","PS(43:4)-H",0,0,0,0,0,0,"7.67180151515151","7.97180151515151","1530","","PS(43:4)-H","880.6074","793.57538","224.06881","152.99586","96.96964","78.95852","7.67180151515151","7.97180151515151","1530"
"","PS(43:5)-H",1,0,1,0,0,0,"6.8943","7.1943","602","","PS(43:5)-H",7.041442,0,7.041442,0,0,0,"6.8943","7.1943","602","","PS(43:5)-H",1,0,1,0,0,0,"6.8943","7.1943","602","","PS(43:5)-H",9265.967,0,4901.568,0,0,0,"6.8943","7.1943","602","","PS(43:5)-H",878.593,0,224.0695,0,0,0,"6.8943","7.1943","602","","PS(43:5)-H","878.5918","791.55978","224.06881","152.99586","96.96964","78.95852","6.8943","7.1943","602"
"","PS(43:6)-H",1,0,0,0,0,0,"5.81506363636364","6.11506363636364","341","","PS(43:6)-H",5.928539,0,5.928539,0,0,0,"5.81506363636364","6.11506363636364","341","","PS(43:6)-H",1,0,1,0,0,0,"5.81506363636364","6.11506363636364","341","","PS(43:6)-H",2194.259,0,676.2417,0,0,0,"5.81506363636364","6.11506363636364","341","","PS(43:6)-H",876.5767,0,224.0695,0,0,0,"5.81506363636364","6.11506363636364","341","","PS(43:6)-H","876.5761","789.54408","224.06881","152.99586","96.96964","78.95852","5.81506363636364","6.11506363636364","341"
"","PS(43:6)-H",0,0,0,0,0,0,"5.49182878787879","5.79182878787879","797","","PS(43:6)-H",0,0,0,0,0,0,"5.49182878787879","5.79182878787879","797","","PS(43:6)-H",0,0,0,0,0,0,"5.49182878787879","5.79182878787879","797","","PS(43:6)-H",0,0,0,0,0,0,"5.49182878787879","5.79182878787879","797","","PS(43:6)-H",0,0,0,0,0,0,"5.49182878787879","5.79182878787879","797","","PS(43:6)-H","876.5761","789.54408","224.06881","152.99586","96.96964","78.95852","5.49182878787879","5.79182878787879","797"
"","PS(43:6)-H",0,0,0,0,0,0,"5.23679545454545","5.53679545454545","1477","","PS(43:6)-H",0,0,0,0,0,0,"5.23679545454545","5.53679545454545","1477","","PS(43:6)-H",0,0,0,0,0,0,"5.23679545454545","5.53679545454545","1477","","PS(43:6)-H",0,0,0,0,0,0,"5.23679545454545","5.53679545454545","1477","","PS(43:6)-H",0,0,0,0,0,0,"5.23679545454545","5.53679545454545","1477","","PS(43:6)-H","876.5761","789.54408","224.06881","152.99586","96.96964","78.95852","5.23679545454545","5.53679545454545","1477"
"","PS(43:6)-H",0,0,0,0,0,0,"5.96100757575757","6.26100757575757","2718","","PS(43:6)-H",0,0,0,0,0,0,"5.96100757575757","6.26100757575757","2718","","PS(43:6)-H",0,0,0,0,0,0,"5.96100757575757","6.26100757575757","2718","","PS(43:6)-H",0,0,0,0,0,0,"5.96100757575757","6.26100757575757","2718","","PS(43:6)-H",0,0,0,0,0,0,"5.96100757575757","6.26100757575757","2718","","PS(43:6)-H","876.5761","789.54408","224.06881","152.99586","96.96964","78.95852","5.96100757575757","6.26100757575757","2718"
"","PS(46:4)-H",0,0,0,0,0,0,"9.50528636363636","9.80528636363636","970","","PS(46:4)-H",0,0,0,0,0,0,"9.50528636363636","9.80528636363636","970","","PS(46:4)-H",0,0,0,0,0,0,"9.50528636363636","9.80528636363636","970","","PS(46:4)-H",0,0,0,0,0,0,"9.50528636363636","9.80528636363636","970","","PS(46:4)-H",0,0,0,0,0,0,"9.50528636363636","9.80528636363636","970","","PS(46:4)-H","922.6543","835.62228","224.06881","152.99586","96.96964","78.95852","9.50528636363636","9.80528636363636","970"
