"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","Plasmenyl-PE","[M+H]+","MH-PC","head","RT_min","RT_max","Comment","RT at Max Intensity","Plasmenyl-PE","[M+H]+","MH-PC","head","RT_min","RT_max","Comment","Number of Scans","Plasmenyl-PE","[M+H]+","MH-PC","head","RT_min","RT_max","Comment","Max Intensity","Plasmenyl-PE","[M+H]+","MH-PC","head","RT_min","RT_max","Comment","Average m/z","Plasmenyl-PE","[M+H]+","MH-PC","head","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","Plasmenyl-PE","[M+H]+","MH-PC","head","RT_min","RT_max","Comment"
"","Plasmenyl-PE(36:3)+H",0,0,0,"12.2246125","12.5246125","7327","","Plasmenyl-PE(36:3)+H",0,0,0,"12.2246125","12.5246125","7327","","Plasmenyl-PE(36:3)+H",0,0,0,"12.2246125","12.5246125","7327","","Plasmenyl-PE(36:3)+H",0,0,0,"12.2246125","12.5246125","7327","","Plasmenyl-PE(36:3)+H",0,0,0,"12.2246125","12.5246125","7327","","Plasmenyl-PE(36:3)+H","726.54326","627.5710876","142.02639","12.2246125","12.5246125","7327"
"","Plasmenyl-PE(36:3)+H",0,0,0,"12.8074090909091","13.1074090909091","10619","","Plasmenyl-PE(36:3)+H",0,0,0,"12.8074090909091","13.1074090909091","10619","","Plasmenyl-PE(36:3)+H",0,0,0,"12.8074090909091","13.1074090909091","10619","","Plasmenyl-PE(36:3)+H",0,0,0,"12.8074090909091","13.1074090909091","10619","","Plasmenyl-PE(36:3)+H",0,0,0,"12.8074090909091","13.1074090909091","10619","","Plasmenyl-PE(36:3)+H","726.54326","627.5710876","142.02639","12.8074090909091","13.1074090909091","10619"
"","Plasmenyl-PE(36:4)+H",1,0,1,"6.99227361111111","7.29227361111111","226","","Plasmenyl-PE(36:4)+H",7.174496,0,7.174496,"6.99227361111111","7.29227361111111","226","","Plasmenyl-PE(36:4)+H",1,0,1,"6.99227361111111","7.29227361111111","226","","Plasmenyl-PE(36:4)+H",51251.31,0,1644.985,"6.99227361111111","7.29227361111111","226","","Plasmenyl-PE(36:4)+H",724.5291,0,142.0267,"6.99227361111111","7.29227361111111","226","","Plasmenyl-PE(36:4)+H","724.52756","625.5553876","142.02639","6.99227361111111","7.29227361111111","226"
"","Plasmenyl-PE(36:4)+H",0,0,0,"12.2653696969697","12.5653696969697","6254","","Plasmenyl-PE(36:4)+H",0,0,0,"12.2653696969697","12.5653696969697","6254","","Plasmenyl-PE(36:4)+H",0,0,0,"12.2653696969697","12.5653696969697","6254","","Plasmenyl-PE(36:4)+H",0,0,0,"12.2653696969697","12.5653696969697","6254","","Plasmenyl-PE(36:4)+H",0,0,0,"12.2653696969697","12.5653696969697","6254","","Plasmenyl-PE(36:4)+H","724.52756","625.5553876","142.02639","12.2653696969697","12.5653696969697","6254"
"","Plasmenyl-PE(36:4)+H",0,0,0,"11.657762962963","11.957762962963","8537","","Plasmenyl-PE(36:4)+H",0,0,0,"11.657762962963","11.957762962963","8537","","Plasmenyl-PE(36:4)+H",0,0,0,"11.657762962963","11.957762962963","8537","","Plasmenyl-PE(36:4)+H",0,0,0,"11.657762962963","11.957762962963","8537","","Plasmenyl-PE(36:4)+H",0,0,0,"11.657762962963","11.957762962963","8537","","Plasmenyl-PE(36:4)+H","724.52756","625.5553876","142.02639","11.657762962963","11.957762962963","8537"
"","Plasmenyl-PE(36:4)+H",0,0,0,"11.6612866666667","11.9612866666667","18139","","Plasmenyl-PE(36:4)+H",0,0,0,"11.6612866666667","11.9612866666667","18139","","Plasmenyl-PE(36:4)+H",0,0,0,"11.6612866666667","11.9612866666667","18139","","Plasmenyl-PE(36:4)+H",0,0,0,"11.6612866666667","11.9612866666667","18139","","Plasmenyl-PE(36:4)+H",0,0,0,"11.6612866666667","11.9612866666667","18139","","Plasmenyl-PE(36:4)+H","724.52756","625.5553876","142.02639","11.6612866666667","11.9612866666667","18139"
"","Plasmenyl-PE(36:5)+H",0,0,0,"6.15764722222222","6.45764722222222","1770","","Plasmenyl-PE(36:5)+H",0,0,0,"6.15764722222222","6.45764722222222","1770","","Plasmenyl-PE(36:5)+H",0,0,0,"6.15764722222222","6.45764722222222","1770","","Plasmenyl-PE(36:5)+H",0,0,0,"6.15764722222222","6.45764722222222","1770","","Plasmenyl-PE(36:5)+H",0,0,0,"6.15764722222222","6.45764722222222","1770","","Plasmenyl-PE(36:5)+H","722.51196","623.5397876","142.02639","6.15764722222222","6.45764722222222","1770"
"","Plasmenyl-PE(36:5)+H",0,0,0,"12.0553930555556","12.3553930555556","3060","","Plasmenyl-PE(36:5)+H",0,0,0,"12.0553930555556","12.3553930555556","3060","","Plasmenyl-PE(36:5)+H",0,0,0,"12.0553930555556","12.3553930555556","3060","","Plasmenyl-PE(36:5)+H",0,0,0,"12.0553930555556","12.3553930555556","3060","","Plasmenyl-PE(36:5)+H",0,0,0,"12.0553930555556","12.3553930555556","3060","","Plasmenyl-PE(36:5)+H","722.51196","623.5397876","142.02639","12.0553930555556","12.3553930555556","3060"
"","Plasmenyl-PE(36:5)+H",0,0,0,"11.3723305555556","11.6723305555556","3531","","Plasmenyl-PE(36:5)+H",0,0,0,"11.3723305555556","11.6723305555556","3531","","Plasmenyl-PE(36:5)+H",0,0,0,"11.3723305555556","11.6723305555556","3531","","Plasmenyl-PE(36:5)+H",0,0,0,"11.3723305555556","11.6723305555556","3531","","Plasmenyl-PE(36:5)+H",0,0,0,"11.3723305555556","11.6723305555556","3531","","Plasmenyl-PE(36:5)+H","722.51196","623.5397876","142.02639","11.3723305555556","11.6723305555556","3531"
"","Plasmenyl-PE(36:5)+H",0,0,0,"11.7137986111111","12.0137986111111","7491","","Plasmenyl-PE(36:5)+H",0,0,0,"11.7137986111111","12.0137986111111","7491","","Plasmenyl-PE(36:5)+H",0,0,0,"11.7137986111111","12.0137986111111","7491","","Plasmenyl-PE(36:5)+H",0,0,0,"11.7137986111111","12.0137986111111","7491","","Plasmenyl-PE(36:5)+H",0,0,0,"11.7137986111111","12.0137986111111","7491","","Plasmenyl-PE(36:5)+H","722.51196","623.5397876","142.02639","11.7137986111111","12.0137986111111","7491"
"","Plasmenyl-PE(36:5)+H",0,0,0,"12.7044666666667","13.0044666666667","17615","","Plasmenyl-PE(36:5)+H",0,0,0,"12.7044666666667","13.0044666666667","17615","","Plasmenyl-PE(36:5)+H",0,0,0,"12.7044666666667","13.0044666666667","17615","","Plasmenyl-PE(36:5)+H",0,0,0,"12.7044666666667","13.0044666666667","17615","","Plasmenyl-PE(36:5)+H",0,0,0,"12.7044666666667","13.0044666666667","17615","","Plasmenyl-PE(36:5)+H","722.51196","623.5397876","142.02639","12.7044666666667","13.0044666666667","17615"
"","Plasmenyl-PE(37:0)+H",1,0,0,"7.97837916666667","8.27837916666667","130","","Plasmenyl-PE(37:0)+H",8.12022,0,0,"7.97837916666667","8.27837916666667","130","","Plasmenyl-PE(37:0)+H",2,0,0,"7.97837916666667","8.27837916666667","130","","Plasmenyl-PE(37:0)+H",2061740,0,0,"7.97837916666667","8.27837916666667","130","","Plasmenyl-PE(37:0)+H",746.6059,0,0,"7.97837916666667","8.27837916666667","130","","Plasmenyl-PE(37:0)+H","746.60586","647.6336876","142.02639","7.97837916666667","8.27837916666667","130"
"","Plasmenyl-PE(37:0)+H",1,0,0,"8.86561944444444","9.16561944444444","2012","","Plasmenyl-PE(37:0)+H",8.923824,0,0,"8.86561944444444","9.16561944444444","2012","","Plasmenyl-PE(37:0)+H",1,0,0,"8.86561944444444","9.16561944444444","2012","","Plasmenyl-PE(37:0)+H",5078.562,0,0,"8.86561944444444","9.16561944444444","2012","","Plasmenyl-PE(37:0)+H",746.6073,0,0,"8.86561944444444","9.16561944444444","2012","","Plasmenyl-PE(37:0)+H","746.60586","647.6336876","142.02639","8.86561944444444","9.16561944444444","2012"
"","Plasmenyl-PE(37:1)+H",1,0,0,"7.08499861111111","7.38499861111111","107","","Plasmenyl-PE(37:1)+H",7.230513,0,0,"7.08499861111111","7.38499861111111","107","","Plasmenyl-PE(37:1)+H",2,0,0,"7.08499861111111","7.38499861111111","107","","Plasmenyl-PE(37:1)+H",3348612,0,0,"7.08499861111111","7.38499861111111","107","","Plasmenyl-PE(37:1)+H",744.5904,0,0,"7.08499861111111","7.38499861111111","107","","Plasmenyl-PE(37:1)+H","744.59026","645.6180876","142.02639","7.08499861111111","7.38499861111111","107"
"","Plasmenyl-PE(37:1)+H",1,0,1,"7.82195138888889","8.12195138888889","162","","Plasmenyl-PE(37:1)+H",8.027212,0,8.027212,"7.82195138888889","8.12195138888889","162","","Plasmenyl-PE(37:1)+H",4,0,2,"7.82195138888889","8.12195138888889","162","","Plasmenyl-PE(37:1)+H",877574.1,0,4066.147,"7.82195138888889","8.12195138888889","162","","Plasmenyl-PE(37:1)+H",744.590575,0,142.0265,"7.82195138888889","8.12195138888889","162","","Plasmenyl-PE(37:1)+H","744.59026","645.6180876","142.02639","7.82195138888889","8.12195138888889","162"
"","Plasmenyl-PE(37:2)+H",1,0,1,"6.89165555555555","7.19165555555555","82","","Plasmenyl-PE(37:2)+H",7.097293,0,6.923258,"6.89165555555555","7.19165555555555","82","","Plasmenyl-PE(37:2)+H",3,0,1,"6.89165555555555","7.19165555555555","82","","Plasmenyl-PE(37:2)+H",2427263,0,1105.821,"6.89165555555555","7.19165555555555","82","","Plasmenyl-PE(37:2)+H",742.575,0,142.0266,"6.89165555555555","7.19165555555555","82","","Plasmenyl-PE(37:2)+H","742.57456","643.6023876","142.02639","6.89165555555555","7.19165555555555","82"
"","Plasmenyl-PE(37:2)+H",0,0,0,"8.96104285714286","9.26104285714286","12399","","Plasmenyl-PE(37:2)+H",0,0,0,"8.96104285714286","9.26104285714286","12399","","Plasmenyl-PE(37:2)+H",0,0,0,"8.96104285714286","9.26104285714286","12399","","Plasmenyl-PE(37:2)+H",0,0,0,"8.96104285714286","9.26104285714286","12399","","Plasmenyl-PE(37:2)+H",0,0,0,"8.96104285714286","9.26104285714286","12399","","Plasmenyl-PE(37:2)+H","742.57456","643.6023876","142.02639","8.96104285714286","9.26104285714286","12399"
"","Plasmenyl-PE(37:2)+H",0,0,0,"6.2410625","6.5410625","12734","","Plasmenyl-PE(37:2)+H",0,0,0,"6.2410625","6.5410625","12734","","Plasmenyl-PE(37:2)+H",0,0,0,"6.2410625","6.5410625","12734","","Plasmenyl-PE(37:2)+H",0,0,0,"6.2410625","6.5410625","12734","","Plasmenyl-PE(37:2)+H",0,0,0,"6.2410625","6.5410625","12734","","Plasmenyl-PE(37:2)+H","742.57456","643.6023876","142.02639","6.2410625","6.5410625","12734"
"","Plasmenyl-PE(37:2)+H",0,0,0,"7.9415","8.2415","18334","","Plasmenyl-PE(37:2)+H",0,0,0,"7.9415","8.2415","18334","","Plasmenyl-PE(37:2)+H",0,0,0,"7.9415","8.2415","18334","","Plasmenyl-PE(37:2)+H",0,0,0,"7.9415","8.2415","18334","","Plasmenyl-PE(37:2)+H",0,0,0,"7.9415","8.2415","18334","","Plasmenyl-PE(37:2)+H","742.57456","643.6023876","142.02639","7.9415","8.2415","18334"
"","Plasmenyl-PE(37:3)+H",0,0,0,"6.02765","6.32765","1493","","Plasmenyl-PE(37:3)+H",0,0,0,"6.02765","6.32765","1493","","Plasmenyl-PE(37:3)+H",0,0,0,"6.02765","6.32765","1493","","Plasmenyl-PE(37:3)+H",0,0,0,"6.02765","6.32765","1493","","Plasmenyl-PE(37:3)+H",0,0,0,"6.02765","6.32765","1493","","Plasmenyl-PE(37:3)+H","740.55896","641.5867876","142.02639","6.02765","6.32765","1493"
"","Plasmenyl-PE(37:3)+H",0,0,0,"5.64040416666667","5.94040416666667","1878","","Plasmenyl-PE(37:3)+H",0,0,0,"5.64040416666667","5.94040416666667","1878","","Plasmenyl-PE(37:3)+H",0,0,0,"5.64040416666667","5.94040416666667","1878","","Plasmenyl-PE(37:3)+H",0,0,0,"5.64040416666667","5.94040416666667","1878","","Plasmenyl-PE(37:3)+H",0,0,0,"5.64040416666667","5.94040416666667","1878","","Plasmenyl-PE(37:3)+H","740.55896","641.5867876","142.02639","5.64040416666667","5.94040416666667","1878"
"","Plasmenyl-PE(37:3)+H",0,0,0,"7.75862638888889","8.05862638888889","2330","","Plasmenyl-PE(37:3)+H",0,0,0,"7.75862638888889","8.05862638888889","2330","","Plasmenyl-PE(37:3)+H",0,0,0,"7.75862638888889","8.05862638888889","2330","","Plasmenyl-PE(37:3)+H",0,0,0,"7.75862638888889","8.05862638888889","2330","","Plasmenyl-PE(37:3)+H",0,0,0,"7.75862638888889","8.05862638888889","2330","","Plasmenyl-PE(37:3)+H","740.55896","641.5867876","142.02639","7.75862638888889","8.05862638888889","2330"
"","Plasmenyl-PE(37:3)+H",0,0,0,"5.46380909090909","5.76380909090909","13630","","Plasmenyl-PE(37:3)+H",0,0,0,"5.46380909090909","5.76380909090909","13630","","Plasmenyl-PE(37:3)+H",0,0,0,"5.46380909090909","5.76380909090909","13630","","Plasmenyl-PE(37:3)+H",0,0,0,"5.46380909090909","5.76380909090909","13630","","Plasmenyl-PE(37:3)+H",0,0,0,"5.46380909090909","5.76380909090909","13630","","Plasmenyl-PE(37:3)+H","740.55896","641.5867876","142.02639","5.46380909090909","5.76380909090909","13630"
"","Plasmenyl-PE(37:3)+H",0,0,0,"6.83640833333333","7.13640833333333","16161","","Plasmenyl-PE(37:3)+H",0,0,0,"6.83640833333333","7.13640833333333","16161","","Plasmenyl-PE(37:3)+H",0,0,0,"6.83640833333333","7.13640833333333","16161","","Plasmenyl-PE(37:3)+H",0,0,0,"6.83640833333333","7.13640833333333","16161","","Plasmenyl-PE(37:3)+H",0,0,0,"6.83640833333333","7.13640833333333","16161","","Plasmenyl-PE(37:3)+H","740.55896","641.5867876","142.02639","6.83640833333333","7.13640833333333","16161"
"","Plasmenyl-PE(38:1)+H",0,0,0,"7.68438194444444","7.98438194444444","1523","","Plasmenyl-PE(38:1)+H",0,0,0,"7.68438194444444","7.98438194444444","1523","","Plasmenyl-PE(38:1)+H",0,0,0,"7.68438194444444","7.98438194444444","1523","","Plasmenyl-PE(38:1)+H",0,0,0,"7.68438194444444","7.98438194444444","1523","","Plasmenyl-PE(38:1)+H",0,0,0,"7.68438194444444","7.98438194444444","1523","","Plasmenyl-PE(38:1)+H","758.60586","659.6336876","142.02639","7.68438194444444","7.98438194444444","1523"
"","Plasmenyl-PE(38:1)+H",0,0,0,"8.17757222222222","8.47757222222222","1725","","Plasmenyl-PE(38:1)+H",0,0,0,"8.17757222222222","8.47757222222222","1725","","Plasmenyl-PE(38:1)+H",0,0,0,"8.17757222222222","8.47757222222222","1725","","Plasmenyl-PE(38:1)+H",0,0,0,"8.17757222222222","8.47757222222222","1725","","Plasmenyl-PE(38:1)+H",0,0,0,"8.17757222222222","8.47757222222222","1725","","Plasmenyl-PE(38:1)+H","758.60586","659.6336876","142.02639","8.17757222222222","8.47757222222222","1725"
"","Plasmenyl-PE(38:1)+H",0,0,0,"10.1578666666667","10.4578666666667","4902","","Plasmenyl-PE(38:1)+H",0,0,0,"10.1578666666667","10.4578666666667","4902","","Plasmenyl-PE(38:1)+H",0,0,0,"10.1578666666667","10.4578666666667","4902","","Plasmenyl-PE(38:1)+H",0,0,0,"10.1578666666667","10.4578666666667","4902","","Plasmenyl-PE(38:1)+H",0,0,0,"10.1578666666667","10.4578666666667","4902","","Plasmenyl-PE(38:1)+H","758.60586","659.6336876","142.02639","10.1578666666667","10.4578666666667","4902"
"","Plasmenyl-PE(38:1)+H",0,0,0,"8.19072638888889","8.49072638888889","12721","","Plasmenyl-PE(38:1)+H",0,0,0,"8.19072638888889","8.49072638888889","12721","","Plasmenyl-PE(38:1)+H",0,0,0,"8.19072638888889","8.49072638888889","12721","","Plasmenyl-PE(38:1)+H",0,0,0,"8.19072638888889","8.49072638888889","12721","","Plasmenyl-PE(38:1)+H",0,0,0,"8.19072638888889","8.49072638888889","12721","","Plasmenyl-PE(38:1)+H","758.60586","659.6336876","142.02639","8.19072638888889","8.49072638888889","12721"
"","Plasmenyl-PE(38:1)+H",0,0,0,"9.53611515151515","9.83611515151515","19054","","Plasmenyl-PE(38:1)+H",0,0,0,"9.53611515151515","9.83611515151515","19054","","Plasmenyl-PE(38:1)+H",0,0,0,"9.53611515151515","9.83611515151515","19054","","Plasmenyl-PE(38:1)+H",0,0,0,"9.53611515151515","9.83611515151515","19054","","Plasmenyl-PE(38:1)+H",0,0,0,"9.53611515151515","9.83611515151515","19054","","Plasmenyl-PE(38:1)+H","758.60586","659.6336876","142.02639","9.53611515151515","9.83611515151515","19054"
"","Plasmenyl-PE(38:2)+H",0,0,0,"7.25920555555556","7.55920555555556","867","","Plasmenyl-PE(38:2)+H",0,0,0,"7.25920555555556","7.55920555555556","867","","Plasmenyl-PE(38:2)+H",0,0,0,"7.25920555555556","7.55920555555556","867","","Plasmenyl-PE(38:2)+H",0,0,0,"7.25920555555556","7.55920555555556","867","","Plasmenyl-PE(38:2)+H",0,0,0,"7.25920555555556","7.55920555555556","867","","Plasmenyl-PE(38:2)+H","756.59016","657.6179876","142.02639","7.25920555555556","7.55920555555556","867"
"","Plasmenyl-PE(38:2)+H",0,0,0,"7.47061527777778","7.77061527777778","995","","Plasmenyl-PE(38:2)+H",0,0,0,"7.47061527777778","7.77061527777778","995","","Plasmenyl-PE(38:2)+H",0,0,0,"7.47061527777778","7.77061527777778","995","","Plasmenyl-PE(38:2)+H",0,0,0,"7.47061527777778","7.77061527777778","995","","Plasmenyl-PE(38:2)+H",0,0,0,"7.47061527777778","7.77061527777778","995","","Plasmenyl-PE(38:2)+H","756.59016","657.6179876","142.02639","7.47061527777778","7.77061527777778","995"
"","Plasmenyl-PE(38:2)+H",0,0,0,"9.40040694444444","9.70040694444444","2016","","Plasmenyl-PE(38:2)+H",0,0,0,"9.40040694444444","9.70040694444444","2016","","Plasmenyl-PE(38:2)+H",0,0,0,"9.40040694444444","9.70040694444444","2016","","Plasmenyl-PE(38:2)+H",0,0,0,"9.40040694444444","9.70040694444444","2016","","Plasmenyl-PE(38:2)+H",0,0,0,"9.40040694444444","9.70040694444444","2016","","Plasmenyl-PE(38:2)+H","756.59016","657.6179876","142.02639","9.40040694444444","9.70040694444444","2016"
"","Plasmenyl-PE(38:2)+H",0,0,0,"6.79742638888889","7.09742638888889","3696","","Plasmenyl-PE(38:2)+H",0,0,0,"6.79742638888889","7.09742638888889","3696","","Plasmenyl-PE(38:2)+H",0,0,0,"6.79742638888889","7.09742638888889","3696","","Plasmenyl-PE(38:2)+H",0,0,0,"6.79742638888889","7.09742638888889","3696","","Plasmenyl-PE(38:2)+H",0,0,0,"6.79742638888889","7.09742638888889","3696","","Plasmenyl-PE(38:2)+H","756.59016","657.6179876","142.02639","6.79742638888889","7.09742638888889","3696"
"","Plasmenyl-PE(38:2)+H",0,0,0,"7.67833166666667","7.97833166666667","4652","","Plasmenyl-PE(38:2)+H",0,0,0,"7.67833166666667","7.97833166666667","4652","","Plasmenyl-PE(38:2)+H",0,0,0,"7.67833166666667","7.97833166666667","4652","","Plasmenyl-PE(38:2)+H",0,0,0,"7.67833166666667","7.97833166666667","4652","","Plasmenyl-PE(38:2)+H",0,0,0,"7.67833166666667","7.97833166666667","4652","","Plasmenyl-PE(38:2)+H","756.59016","657.6179876","142.02639","7.67833166666667","7.97833166666667","4652"
"","Plasmenyl-PE(38:2)+H",0,0,0,"9.17981527777778","9.47981527777778","14648","","Plasmenyl-PE(38:2)+H",0,0,0,"9.17981527777778","9.47981527777778","14648","","Plasmenyl-PE(38:2)+H",0,0,0,"9.17981527777778","9.47981527777778","14648","","Plasmenyl-PE(38:2)+H",0,0,0,"9.17981527777778","9.47981527777778","14648","","Plasmenyl-PE(38:2)+H",0,0,0,"9.17981527777778","9.47981527777778","14648","","Plasmenyl-PE(38:2)+H","756.59016","657.6179876","142.02639","9.17981527777778","9.47981527777778","14648"
"","Plasmenyl-PE(38:3)+H",0,0,0,"8.33139583333333","8.63139583333333","1154","","Plasmenyl-PE(38:3)+H",0,0,0,"8.33139583333333","8.63139583333333","1154","","Plasmenyl-PE(38:3)+H",0,0,0,"8.33139583333333","8.63139583333333","1154","","Plasmenyl-PE(38:3)+H",0,0,0,"8.33139583333333","8.63139583333333","1154","","Plasmenyl-PE(38:3)+H",0,0,0,"8.33139583333333","8.63139583333333","1154","","Plasmenyl-PE(38:3)+H","754.57456","655.6023876","142.02639","8.33139583333333","8.63139583333333","1154"
"","Plasmenyl-PE(38:3)+H",0,0,0,"8.61771805555556","8.91771805555556","1393","","Plasmenyl-PE(38:3)+H",0,0,0,"8.61771805555556","8.91771805555556","1393","","Plasmenyl-PE(38:3)+H",0,0,0,"8.61771805555556","8.91771805555556","1393","","Plasmenyl-PE(38:3)+H",0,0,0,"8.61771805555556","8.91771805555556","1393","","Plasmenyl-PE(38:3)+H",0,0,0,"8.61771805555556","8.91771805555556","1393","","Plasmenyl-PE(38:3)+H","754.57456","655.6023876","142.02639","8.61771805555556","8.91771805555556","1393"
"","Plasmenyl-PE(38:3)+H",1,0,0,"6.26818194444444","6.56818194444444","1497","","Plasmenyl-PE(38:3)+H",6.429213,0,0,"6.26818194444444","6.56818194444444","1497","","Plasmenyl-PE(38:3)+H",2,0,0,"6.26818194444444","6.56818194444444","1497","","Plasmenyl-PE(38:3)+H",112130.4,0,0,"6.26818194444444","6.56818194444444","1497","","Plasmenyl-PE(38:3)+H",754.57455,0,0,"6.26818194444444","6.56818194444444","1497","","Plasmenyl-PE(38:3)+H","754.57456","655.6023876","142.02639","6.26818194444444","6.56818194444444","1497"
"","Plasmenyl-PE(38:3)+H",1,0,0,"6.05889861111111","6.35889861111111","3467","","Plasmenyl-PE(38:3)+H",6.297675,0,0,"6.05889861111111","6.35889861111111","3467","","Plasmenyl-PE(38:3)+H",1,0,0,"6.05889861111111","6.35889861111111","3467","","Plasmenyl-PE(38:3)+H",5796.112,0,0,"6.05889861111111","6.35889861111111","3467","","Plasmenyl-PE(38:3)+H",754.574,0,0,"6.05889861111111","6.35889861111111","3467","","Plasmenyl-PE(38:3)+H","754.57456","655.6023876","142.02639","6.05889861111111","6.35889861111111","3467"
"","Plasmenyl-PE(38:3)+H",0,0,0,"6.57930416666667","6.87930416666667","11614","","Plasmenyl-PE(38:3)+H",0,0,0,"6.57930416666667","6.87930416666667","11614","","Plasmenyl-PE(38:3)+H",0,0,0,"6.57930416666667","6.87930416666667","11614","","Plasmenyl-PE(38:3)+H",0,0,0,"6.57930416666667","6.87930416666667","11614","","Plasmenyl-PE(38:3)+H",0,0,0,"6.57930416666667","6.87930416666667","11614","","Plasmenyl-PE(38:3)+H","754.57456","655.6023876","142.02639","6.57930416666667","6.87930416666667","11614"
"","Plasmenyl-PE(38:3)+H",0,0,0,"8.95635454545455","9.25635454545455","12277","","Plasmenyl-PE(38:3)+H",0,0,0,"8.95635454545455","9.25635454545455","12277","","Plasmenyl-PE(38:3)+H",0,0,0,"8.95635454545455","9.25635454545455","12277","","Plasmenyl-PE(38:3)+H",0,0,0,"8.95635454545455","9.25635454545455","12277","","Plasmenyl-PE(38:3)+H",0,0,0,"8.95635454545455","9.25635454545455","12277","","Plasmenyl-PE(38:3)+H","754.57456","655.6023876","142.02639","8.95635454545455","9.25635454545455","12277"
"","Plasmenyl-PE(38:4)+H",1,0,0,"8.14505972222222","8.44505972222222","180","","Plasmenyl-PE(38:4)+H",8.366587,0,8.366587,"8.14505972222222","8.44505972222222","180","","Plasmenyl-PE(38:4)+H",2,0,2,"8.14505972222222","8.44505972222222","180","","Plasmenyl-PE(38:4)+H",37478.58,0,978.3755,"8.14505972222222","8.44505972222222","180","","Plasmenyl-PE(38:4)+H",752.55995,0,142.02655,"8.14505972222222","8.44505972222222","180","","Plasmenyl-PE(38:4)+H","752.55886","653.5866876","142.02639","8.14505972222222","8.44505972222222","180"
"","Plasmenyl-PE(38:4)+H",0,0,0,"7.48613888888889","7.78613888888889","2237","","Plasmenyl-PE(38:4)+H",0,0,0,"7.48613888888889","7.78613888888889","2237","","Plasmenyl-PE(38:4)+H",0,0,0,"7.48613888888889","7.78613888888889","2237","","Plasmenyl-PE(38:4)+H",0,0,0,"7.48613888888889","7.78613888888889","2237","","Plasmenyl-PE(38:4)+H",0,0,0,"7.48613888888889","7.78613888888889","2237","","Plasmenyl-PE(38:4)+H","752.55886","653.5866876","142.02639","7.48613888888889","7.78613888888889","2237"
"","Plasmenyl-PE(38:4)+H",0,0,0,"5.83084027777778","6.13084027777778","2778","","Plasmenyl-PE(38:4)+H",0,0,0,"5.83084027777778","6.13084027777778","2778","","Plasmenyl-PE(38:4)+H",0,0,0,"5.83084027777778","6.13084027777778","2778","","Plasmenyl-PE(38:4)+H",0,0,0,"5.83084027777778","6.13084027777778","2778","","Plasmenyl-PE(38:4)+H",0,0,0,"5.83084027777778","6.13084027777778","2778","","Plasmenyl-PE(38:4)+H","752.55886","653.5866876","142.02639","5.83084027777778","6.13084027777778","2778"
"","Plasmenyl-PE(38:4)+H",0,0,0,"5.39954305555556","5.69954305555556","5763","","Plasmenyl-PE(38:4)+H",0,0,0,"5.39954305555556","5.69954305555556","5763","","Plasmenyl-PE(38:4)+H",0,0,0,"5.39954305555556","5.69954305555556","5763","","Plasmenyl-PE(38:4)+H",0,0,0,"5.39954305555556","5.69954305555556","5763","","Plasmenyl-PE(38:4)+H",0,0,0,"5.39954305555556","5.69954305555556","5763","","Plasmenyl-PE(38:4)+H","752.55886","653.5866876","142.02639","5.39954305555556","5.69954305555556","5763"
"","Plasmenyl-PE(38:4)+H",0,0,0,"7.82195138888889","8.12195138888889","15123","","Plasmenyl-PE(38:4)+H",0,0,0,"7.82195138888889","8.12195138888889","15123","","Plasmenyl-PE(38:4)+H",0,0,0,"7.82195138888889","8.12195138888889","15123","","Plasmenyl-PE(38:4)+H",0,0,0,"7.82195138888889","8.12195138888889","15123","","Plasmenyl-PE(38:4)+H",0,0,0,"7.82195138888889","8.12195138888889","15123","","Plasmenyl-PE(38:4)+H","752.55886","653.5866876","142.02639","7.82195138888889","8.12195138888889","15123"
"","Plasmenyl-PE(38:5)+H",1,0,0,"7.4216375","7.7216375","992","","Plasmenyl-PE(38:5)+H",7.561864,0,0,"7.4216375","7.7216375","992","","Plasmenyl-PE(38:5)+H",1,0,0,"7.4216375","7.7216375","992","","Plasmenyl-PE(38:5)+H",8105.505,0,0,"7.4216375","7.7216375","992","","Plasmenyl-PE(38:5)+H",750.5433,0,0,"7.4216375","7.7216375","992","","Plasmenyl-PE(38:5)+H","750.54326","651.5710876","142.02639","7.4216375","7.7216375","992"
"","Plasmenyl-PE(38:6)+H",1,0,0,"6.63066388888889","6.93066388888889","468","","Plasmenyl-PE(38:6)+H",6.801341,0,0,"6.63066388888889","6.93066388888889","468","","Plasmenyl-PE(38:6)+H",1,0,0,"6.63066388888889","6.93066388888889","468","","Plasmenyl-PE(38:6)+H",28570.03,0,0,"6.63066388888889","6.93066388888889","468","","Plasmenyl-PE(38:6)+H",748.5284,0,0,"6.63066388888889","6.93066388888889","468","","Plasmenyl-PE(38:6)+H","748.52756","649.5553876","142.02639","6.63066388888889","6.93066388888889","468"
