"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","Plasmanyl-PC","[M+H]+","MH-PC","PC_Head","RT_min","RT_max","Comment","RT at Max Intensity","Plasmanyl-PC","[M+H]+","MH-PC","PC_Head","RT_min","RT_max","Comment","Number of Scans","Plasmanyl-PC","[M+H]+","MH-PC","PC_Head","RT_min","RT_max","Comment","Max Intensity","Plasmanyl-PC","[M+H]+","MH-PC","PC_Head","RT_min","RT_max","Comment","Average m/z","Plasmanyl-PC","[M+H]+","MH-PC","PC_Head","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","Plasmanyl-PC","[M+H]+","MH-PC","PC_Head","RT_min","RT_max","Comment"
"","Plasmanyl-PC(34:4)+H",0,0,0,"5.64040416666667","5.94040416666667","1878","","Plasmanyl-PC(34:4)+H",0,0,0,"5.64040416666667","5.94040416666667","1878","","Plasmanyl-PC(34:4)+H",0,0,0,"5.64040416666667","5.94040416666667","1878","","Plasmanyl-PC(34:4)+H",0,0,0,"5.64040416666667","5.94040416666667","1878","","Plasmanyl-PC(34:4)+H",0,0,0,"5.64040416666667","5.94040416666667","1878","","Plasmanyl-PC(34:4)+H","740.5588576","557.4928176","184.07332","5.64040416666667","5.94040416666667","1878"
"","Plasmanyl-PC(34:4)+H",0,0,0,"7.75862638888889","8.05862638888889","2330","","Plasmanyl-PC(34:4)+H",0,0,0,"7.75862638888889","8.05862638888889","2330","","Plasmanyl-PC(34:4)+H",0,0,0,"7.75862638888889","8.05862638888889","2330","","Plasmanyl-PC(34:4)+H",0,0,0,"7.75862638888889","8.05862638888889","2330","","Plasmanyl-PC(34:4)+H",0,0,0,"7.75862638888889","8.05862638888889","2330","","Plasmanyl-PC(34:4)+H","740.5588576","557.4928176","184.07332","7.75862638888889","8.05862638888889","2330"
"","Plasmanyl-PC(34:4)+H",0,0,0,"5.46380909090909","5.76380909090909","13630","","Plasmanyl-PC(34:4)+H",0,0,0,"5.46380909090909","5.76380909090909","13630","","Plasmanyl-PC(34:4)+H",0,0,0,"5.46380909090909","5.76380909090909","13630","","Plasmanyl-PC(34:4)+H",0,0,0,"5.46380909090909","5.76380909090909","13630","","Plasmanyl-PC(34:4)+H",0,0,0,"5.46380909090909","5.76380909090909","13630","","Plasmanyl-PC(34:4)+H","740.5588576","557.4928176","184.07332","5.46380909090909","5.76380909090909","13630"
"","Plasmanyl-PC(34:4)+H",0,0,0,"6.83640833333333","7.13640833333333","16161","","Plasmanyl-PC(34:4)+H",0,0,0,"6.83640833333333","7.13640833333333","16161","","Plasmanyl-PC(34:4)+H",0,0,0,"6.83640833333333","7.13640833333333","16161","","Plasmanyl-PC(34:4)+H",0,0,0,"6.83640833333333","7.13640833333333","16161","","Plasmanyl-PC(34:4)+H",0,0,0,"6.83640833333333","7.13640833333333","16161","","Plasmanyl-PC(34:4)+H","740.5588576","557.4928176","184.07332","6.83640833333333","7.13640833333333","16161"
"","Plasmanyl-PC(34:5)+H",0,0,0,"4.93735833333333","5.23735833333333","1651","","Plasmanyl-PC(34:5)+H",0,0,0,"4.93735833333333","5.23735833333333","1651","","Plasmanyl-PC(34:5)+H",0,0,0,"4.93735833333333","5.23735833333333","1651","","Plasmanyl-PC(34:5)+H",0,0,0,"4.93735833333333","5.23735833333333","1651","","Plasmanyl-PC(34:5)+H",0,0,0,"4.93735833333333","5.23735833333333","1651","","Plasmanyl-PC(34:5)+H","738.5432576","555.4772176","184.07332","4.93735833333333","5.23735833333333","1651"
"","Plasmanyl-PC(34:5)+H",0,0,0,"7.59453888888889","7.89453888888889","2035","","Plasmanyl-PC(34:5)+H",0,0,0,"7.59453888888889","7.89453888888889","2035","","Plasmanyl-PC(34:5)+H",0,0,0,"7.59453888888889","7.89453888888889","2035","","Plasmanyl-PC(34:5)+H",0,0,0,"7.59453888888889","7.89453888888889","2035","","Plasmanyl-PC(34:5)+H",0,0,0,"7.59453888888889","7.89453888888889","2035","","Plasmanyl-PC(34:5)+H","738.5432576","555.4772176","184.07332","7.59453888888889","7.89453888888889","2035"
"","Plasmanyl-PC(34:5)+H",0,0,0,"7.39589444444444","7.69589444444444","2275","","Plasmanyl-PC(34:5)+H",0,0,0,"7.39589444444444","7.69589444444444","2275","","Plasmanyl-PC(34:5)+H",0,0,0,"7.39589444444444","7.69589444444444","2275","","Plasmanyl-PC(34:5)+H",0,0,0,"7.39589444444444","7.69589444444444","2275","","Plasmanyl-PC(34:5)+H",0,0,0,"7.39589444444444","7.69589444444444","2275","","Plasmanyl-PC(34:5)+H","738.5432576","555.4772176","184.07332","7.39589444444444","7.69589444444444","2275"
"","Plasmanyl-PC(34:5)+H",0,0,0,"5.24906527777778","5.54906527777778","5979","","Plasmanyl-PC(34:5)+H",0,0,0,"5.24906527777778","5.54906527777778","5979","","Plasmanyl-PC(34:5)+H",0,0,0,"5.24906527777778","5.54906527777778","5979","","Plasmanyl-PC(34:5)+H",0,0,0,"5.24906527777778","5.54906527777778","5979","","Plasmanyl-PC(34:5)+H",0,0,0,"5.24906527777778","5.54906527777778","5979","","Plasmanyl-PC(34:5)+H","738.5432576","555.4772176","184.07332","5.24906527777778","5.54906527777778","5979"
"","Plasmanyl-PC(34:5)+H",0,0,0,"5.24924861111111","5.54924861111111","13416","","Plasmanyl-PC(34:5)+H",0,0,0,"5.24924861111111","5.54924861111111","13416","","Plasmanyl-PC(34:5)+H",0,0,0,"5.24924861111111","5.54924861111111","13416","","Plasmanyl-PC(34:5)+H",0,0,0,"5.24924861111111","5.54924861111111","13416","","Plasmanyl-PC(34:5)+H",0,0,0,"5.24924861111111","5.54924861111111","13416","","Plasmanyl-PC(34:5)+H","738.5432576","555.4772176","184.07332","5.24924861111111","5.54924861111111","13416"
"","Plasmanyl-PC(35:0)+H",0,0,0,"9.5857","9.8857","18129","","Plasmanyl-PC(35:0)+H",0,0,0,"9.5857","9.8857","18129","","Plasmanyl-PC(35:0)+H",0,0,0,"9.5857","9.8857","18129","","Plasmanyl-PC(35:0)+H",0,0,0,"9.5857","9.8857","18129","","Plasmanyl-PC(35:0)+H",0,0,0,"9.5857","9.8857","18129","","Plasmanyl-PC(35:0)+H","762.6371576","579.5711176","184.07332","9.5857","9.8857","18129"
"","Plasmanyl-PC(35:2)+H",0,0,0,"7.68438194444444","7.98438194444444","1523","","Plasmanyl-PC(35:2)+H",0,0,0,"7.68438194444444","7.98438194444444","1523","","Plasmanyl-PC(35:2)+H",0,0,0,"7.68438194444444","7.98438194444444","1523","","Plasmanyl-PC(35:2)+H",0,0,0,"7.68438194444444","7.98438194444444","1523","","Plasmanyl-PC(35:2)+H",0,0,0,"7.68438194444444","7.98438194444444","1523","","Plasmanyl-PC(35:2)+H","758.6058576","575.5398176","184.07332","7.68438194444444","7.98438194444444","1523"
"","Plasmanyl-PC(35:2)+H",0,0,0,"8.17757222222222","8.47757222222222","1725","","Plasmanyl-PC(35:2)+H",0,0,0,"8.17757222222222","8.47757222222222","1725","","Plasmanyl-PC(35:2)+H",0,0,0,"8.17757222222222","8.47757222222222","1725","","Plasmanyl-PC(35:2)+H",0,0,0,"8.17757222222222","8.47757222222222","1725","","Plasmanyl-PC(35:2)+H",0,0,0,"8.17757222222222","8.47757222222222","1725","","Plasmanyl-PC(35:2)+H","758.6058576","575.5398176","184.07332","8.17757222222222","8.47757222222222","1725"
"","Plasmanyl-PC(35:2)+H",0,0,0,"10.1578666666667","10.4578666666667","4902","","Plasmanyl-PC(35:2)+H",0,0,0,"10.1578666666667","10.4578666666667","4902","","Plasmanyl-PC(35:2)+H",0,0,0,"10.1578666666667","10.4578666666667","4902","","Plasmanyl-PC(35:2)+H",0,0,0,"10.1578666666667","10.4578666666667","4902","","Plasmanyl-PC(35:2)+H",0,0,0,"10.1578666666667","10.4578666666667","4902","","Plasmanyl-PC(35:2)+H","758.6058576","575.5398176","184.07332","10.1578666666667","10.4578666666667","4902"
"","Plasmanyl-PC(35:2)+H",0,0,0,"8.19072638888889","8.49072638888889","12721","","Plasmanyl-PC(35:2)+H",0,0,0,"8.19072638888889","8.49072638888889","12721","","Plasmanyl-PC(35:2)+H",0,0,0,"8.19072638888889","8.49072638888889","12721","","Plasmanyl-PC(35:2)+H",0,0,0,"8.19072638888889","8.49072638888889","12721","","Plasmanyl-PC(35:2)+H",0,0,0,"8.19072638888889","8.49072638888889","12721","","Plasmanyl-PC(35:2)+H","758.6058576","575.5398176","184.07332","8.19072638888889","8.49072638888889","12721"
"","Plasmanyl-PC(35:2)+H",0,0,0,"9.53611515151515","9.83611515151515","19054","","Plasmanyl-PC(35:2)+H",0,0,0,"9.53611515151515","9.83611515151515","19054","","Plasmanyl-PC(35:2)+H",0,0,0,"9.53611515151515","9.83611515151515","19054","","Plasmanyl-PC(35:2)+H",0,0,0,"9.53611515151515","9.83611515151515","19054","","Plasmanyl-PC(35:2)+H",0,0,0,"9.53611515151515","9.83611515151515","19054","","Plasmanyl-PC(35:2)+H","758.6058576","575.5398176","184.07332","9.53611515151515","9.83611515151515","19054"
"","Plasmanyl-PC(35:3)+H",0,0,0,"7.25920555555556","7.55920555555556","867","","Plasmanyl-PC(35:3)+H",0,0,0,"7.25920555555556","7.55920555555556","867","","Plasmanyl-PC(35:3)+H",0,0,0,"7.25920555555556","7.55920555555556","867","","Plasmanyl-PC(35:3)+H",0,0,0,"7.25920555555556","7.55920555555556","867","","Plasmanyl-PC(35:3)+H",0,0,0,"7.25920555555556","7.55920555555556","867","","Plasmanyl-PC(35:3)+H","756.5902576","573.5242176","184.07332","7.25920555555556","7.55920555555556","867"
"","Plasmanyl-PC(35:3)+H",0,0,0,"7.47061527777778","7.77061527777778","995","","Plasmanyl-PC(35:3)+H",0,0,0,"7.47061527777778","7.77061527777778","995","","Plasmanyl-PC(35:3)+H",0,0,0,"7.47061527777778","7.77061527777778","995","","Plasmanyl-PC(35:3)+H",0,0,0,"7.47061527777778","7.77061527777778","995","","Plasmanyl-PC(35:3)+H",0,0,0,"7.47061527777778","7.77061527777778","995","","Plasmanyl-PC(35:3)+H","756.5902576","573.5242176","184.07332","7.47061527777778","7.77061527777778","995"
"","Plasmanyl-PC(35:3)+H",0,0,0,"9.40040694444444","9.70040694444444","2016","","Plasmanyl-PC(35:3)+H",0,0,0,"9.40040694444444","9.70040694444444","2016","","Plasmanyl-PC(35:3)+H",0,0,0,"9.40040694444444","9.70040694444444","2016","","Plasmanyl-PC(35:3)+H",0,0,0,"9.40040694444444","9.70040694444444","2016","","Plasmanyl-PC(35:3)+H",0,0,0,"9.40040694444444","9.70040694444444","2016","","Plasmanyl-PC(35:3)+H","756.5902576","573.5242176","184.07332","9.40040694444444","9.70040694444444","2016"
"","Plasmanyl-PC(35:3)+H",0,0,0,"6.79742638888889","7.09742638888889","3696","","Plasmanyl-PC(35:3)+H",0,0,0,"6.79742638888889","7.09742638888889","3696","","Plasmanyl-PC(35:3)+H",0,0,0,"6.79742638888889","7.09742638888889","3696","","Plasmanyl-PC(35:3)+H",0,0,0,"6.79742638888889","7.09742638888889","3696","","Plasmanyl-PC(35:3)+H",0,0,0,"6.79742638888889","7.09742638888889","3696","","Plasmanyl-PC(35:3)+H","756.5902576","573.5242176","184.07332","6.79742638888889","7.09742638888889","3696"
"","Plasmanyl-PC(35:3)+H",0,0,0,"7.67833166666667","7.97833166666667","4652","","Plasmanyl-PC(35:3)+H",0,0,0,"7.67833166666667","7.97833166666667","4652","","Plasmanyl-PC(35:3)+H",0,0,0,"7.67833166666667","7.97833166666667","4652","","Plasmanyl-PC(35:3)+H",0,0,0,"7.67833166666667","7.97833166666667","4652","","Plasmanyl-PC(35:3)+H",0,0,0,"7.67833166666667","7.97833166666667","4652","","Plasmanyl-PC(35:3)+H","756.5902576","573.5242176","184.07332","7.67833166666667","7.97833166666667","4652"
"","Plasmanyl-PC(35:3)+H",0,0,0,"9.17981527777778","9.47981527777778","14648","","Plasmanyl-PC(35:3)+H",0,0,0,"9.17981527777778","9.47981527777778","14648","","Plasmanyl-PC(35:3)+H",0,0,0,"9.17981527777778","9.47981527777778","14648","","Plasmanyl-PC(35:3)+H",0,0,0,"9.17981527777778","9.47981527777778","14648","","Plasmanyl-PC(35:3)+H",0,0,0,"9.17981527777778","9.47981527777778","14648","","Plasmanyl-PC(35:3)+H","756.5902576","573.5242176","184.07332","9.17981527777778","9.47981527777778","14648"
"","Plasmanyl-PC(36:0)+H",0,0,0,"9.9983611111111","10.2983611111111","2333","","Plasmanyl-PC(36:0)+H",0,0,0,"9.9983611111111","10.2983611111111","2333","","Plasmanyl-PC(36:0)+H",0,0,0,"9.9983611111111","10.2983611111111","2333","","Plasmanyl-PC(36:0)+H",0,0,0,"9.9983611111111","10.2983611111111","2333","","Plasmanyl-PC(36:0)+H",0,0,0,"9.9983611111111","10.2983611111111","2333","","Plasmanyl-PC(36:0)+H","776.6527576","593.5867176","184.07332","9.9983611111111","10.2983611111111","2333"
"","Plasmanyl-PC(36:1)+H",0,0,0,"9.8780430555556","10.1780430555556","8416","","Plasmanyl-PC(36:1)+H",0,0,0,"9.8780430555556","10.1780430555556","8416","","Plasmanyl-PC(36:1)+H",0,0,0,"9.8780430555556","10.1780430555556","8416","","Plasmanyl-PC(36:1)+H",0,0,0,"9.8780430555556","10.1780430555556","8416","","Plasmanyl-PC(36:1)+H",0,0,0,"9.8780430555556","10.1780430555556","8416","","Plasmanyl-PC(36:1)+H","774.6371576","591.5711176","184.07332","9.8780430555556","10.1780430555556","8416"
"","Plasmanyl-PC(36:1)+H",0,0,0,"9.08602222222222","9.38602222222222","9105","","Plasmanyl-PC(36:1)+H",0,0,0,"9.08602222222222","9.38602222222222","9105","","Plasmanyl-PC(36:1)+H",0,0,0,"9.08602222222222","9.38602222222222","9105","","Plasmanyl-PC(36:1)+H",0,0,0,"9.08602222222222","9.38602222222222","9105","","Plasmanyl-PC(36:1)+H",0,0,0,"9.08602222222222","9.38602222222222","9105","","Plasmanyl-PC(36:1)+H","774.6371576","591.5711176","184.07332","9.08602222222222","9.38602222222222","9105"
"","Plasmanyl-PC(36:1)+H",0,0,0,"8.60703888888889","8.90703888888889","16335","","Plasmanyl-PC(36:1)+H",0,0,0,"8.60703888888889","8.90703888888889","16335","","Plasmanyl-PC(36:1)+H",0,0,0,"8.60703888888889","8.90703888888889","16335","","Plasmanyl-PC(36:1)+H",0,0,0,"8.60703888888889","8.90703888888889","16335","","Plasmanyl-PC(36:1)+H",0,0,0,"8.60703888888889","8.90703888888889","16335","","Plasmanyl-PC(36:1)+H","774.6371576","591.5711176","184.07332","8.60703888888889","8.90703888888889","16335"
"","Plasmanyl-PC(36:2)+H",1,1,1,"8.2390125","8.5390125","203","","Plasmanyl-PC(36:2)+H",8.402451,8.402451,8.402451,"8.2390125","8.5390125","203","","Plasmanyl-PC(36:2)+H",1,1,1,"8.2390125","8.5390125","203","","Plasmanyl-PC(36:2)+H",1431221,11450.56,12032410,"8.2390125","8.5390125","203","","Plasmanyl-PC(36:2)+H",772.6232,589.557,184.0737,"8.2390125","8.5390125","203","","Plasmanyl-PC(36:2)+H","772.6214576","589.5554176","184.07332","8.2390125","8.5390125","203"
"","Plasmanyl-PC(36:2)+H",1,0,1,"8.91349027777778","9.21349027777778","837","","Plasmanyl-PC(36:2)+H",9.050057,0,9.050057,"8.91349027777778","9.21349027777778","837","","Plasmanyl-PC(36:2)+H",1,0,1,"8.91349027777778","9.21349027777778","837","","Plasmanyl-PC(36:2)+H",228254.6,0,1662145,"8.91349027777778","9.21349027777778","837","","Plasmanyl-PC(36:2)+H",772.6237,0,184.0739,"8.91349027777778","9.21349027777778","837","","Plasmanyl-PC(36:2)+H","772.6214576","589.5554176","184.07332","8.91349027777778","9.21349027777778","837"
"","Plasmanyl-PC(36:3)+H",1,1,1,"7.12425","7.42425","174","","Plasmanyl-PC(36:3)+H",7.265408,7.265408,7.265408,"7.12425","7.42425","174","","Plasmanyl-PC(36:3)+H",1,1,1,"7.12425","7.42425","174","","Plasmanyl-PC(36:3)+H",1512065,9411.657,14802940,"7.12425","7.42425","174","","Plasmanyl-PC(36:3)+H",770.6057,587.5403,184.0733,"7.12425","7.42425","174","","Plasmanyl-PC(36:3)+H","770.6058576","587.5398176","184.07332","7.12425","7.42425","174"
"","Plasmanyl-PC(36:3)+H",1,0,1,"8.04894027777778","8.34894027777778","213","","Plasmanyl-PC(36:3)+H",8.274826,0,8.274826,"8.04894027777778","8.34894027777778","213","","Plasmanyl-PC(36:3)+H",1,0,1,"8.04894027777778","8.34894027777778","213","","Plasmanyl-PC(36:3)+H",503513.8,0,3977707,"8.04894027777778","8.34894027777778","213","","Plasmanyl-PC(36:3)+H",770.6063,0,184.0735,"8.04894027777778","8.34894027777778","213","","Plasmanyl-PC(36:3)+H","770.6058576","587.5398176","184.07332","8.04894027777778","8.34894027777778","213"
"","Plasmanyl-PC(36:3)+H",1,1,1,"7.39550694444444","7.69550694444444","356","","Plasmanyl-PC(36:3)+H",7.546336,7.546336,7.546336,"7.39550694444444","7.69550694444444","356","","Plasmanyl-PC(36:3)+H",1,1,1,"7.39550694444444","7.69550694444444","356","","Plasmanyl-PC(36:3)+H",802398.3,5609.828,6390902,"7.39550694444444","7.69550694444444","356","","Plasmanyl-PC(36:3)+H",770.6066,587.5394,184.0735,"7.39550694444444","7.69550694444444","356","","Plasmanyl-PC(36:3)+H","770.6058576","587.5398176","184.07332","7.39550694444444","7.69550694444444","356"
"","Plasmanyl-PC(36:3)+H",0,0,0,"9.02175277777778","9.32175277777778","2983","","Plasmanyl-PC(36:3)+H",0,0,0,"9.02175277777778","9.32175277777778","2983","","Plasmanyl-PC(36:3)+H",0,0,0,"9.02175277777778","9.32175277777778","2983","","Plasmanyl-PC(36:3)+H",0,0,0,"9.02175277777778","9.32175277777778","2983","","Plasmanyl-PC(36:3)+H",0,0,0,"9.02175277777778","9.32175277777778","2983","","Plasmanyl-PC(36:3)+H","770.6058576","587.5398176","184.07332","9.02175277777778","9.32175277777778","2983"
"","Plasmanyl-PC(36:4)+H",1,1,1,"6.89165555555555","7.19165555555555","61","","Plasmanyl-PC(36:4)+H",7.004563,7.004563,7.004563,"6.89165555555555","7.19165555555555","61","","Plasmanyl-PC(36:4)+H",2,2,2,"6.89165555555555","7.19165555555555","61","","Plasmanyl-PC(36:4)+H",4144052,25381.86,53689460,"6.89165555555555","7.19165555555555","61","","Plasmanyl-PC(36:4)+H",768.58975,585.524,184.07315,"6.89165555555555","7.19165555555555","61","","Plasmanyl-PC(36:4)+H","768.5901576","585.5241176","184.07332","6.89165555555555","7.19165555555555","61"
"","Plasmanyl-PC(36:4)+H",0,0,0,"8.87606333333333","9.17606333333333","13488","","Plasmanyl-PC(36:4)+H",0,0,0,"8.87606333333333","9.17606333333333","13488","","Plasmanyl-PC(36:4)+H",0,0,0,"8.87606333333333","9.17606333333333","13488","","Plasmanyl-PC(36:4)+H",0,0,0,"8.87606333333333","9.17606333333333","13488","","Plasmanyl-PC(36:4)+H",0,0,0,"8.87606333333333","9.17606333333333","13488","","Plasmanyl-PC(36:4)+H","768.5901576","585.5241176","184.07332","8.87606333333333","9.17606333333333","13488"
"","Plasmanyl-PC(36:5)+H",1,0,1,"6.66681805555556","6.96681805555556","87","","Plasmanyl-PC(36:5)+H",6.881677,0,6.881677,"6.66681805555556","6.96681805555556","87","","Plasmanyl-PC(36:5)+H",3,0,3,"6.66681805555556","6.96681805555556","87","","Plasmanyl-PC(36:5)+H",2451683,0,25854880,"6.66681805555556","6.96681805555556","87","","Plasmanyl-PC(36:5)+H",766.575033333333,0,184.073433333333,"6.66681805555556","6.96681805555556","87","","Plasmanyl-PC(36:5)+H","766.5745576","583.5085176","184.07332","6.66681805555556","6.96681805555556","87"
"","Plasmanyl-PC(36:5)+H",1,0,1,"6.05374027777778","6.35374027777778","399","","Plasmanyl-PC(36:5)+H",6.158453,6.287297,6.158453,"6.05374027777778","6.35374027777778","399","","Plasmanyl-PC(36:5)+H",2,1,2,"6.05374027777778","6.35374027777778","399","","Plasmanyl-PC(36:5)+H",285138,883.1979,2477990,"6.05374027777778","6.35374027777778","399","","Plasmanyl-PC(36:5)+H",766.5757,583.5096,184.07365,"6.05374027777778","6.35374027777778","399","","Plasmanyl-PC(36:5)+H","766.5745576","583.5085176","184.07332","6.05374027777778","6.35374027777778","399"
"","Plasmanyl-PC(36:5)+H",0,0,0,"5.28510972222222","5.58510972222222","13648","","Plasmanyl-PC(36:5)+H",0,0,0,"5.28510972222222","5.58510972222222","13648","","Plasmanyl-PC(36:5)+H",0,0,0,"5.28510972222222","5.58510972222222","13648","","Plasmanyl-PC(36:5)+H",0,0,0,"5.28510972222222","5.58510972222222","13648","","Plasmanyl-PC(36:5)+H",0,0,0,"5.28510972222222","5.58510972222222","13648","","Plasmanyl-PC(36:5)+H","766.5745576","583.5085176","184.07332","5.28510972222222","5.58510972222222","13648"
"","Plasmanyl-PC(36:5)+H",0,0,0,"11.3031597222222","11.6031597222222","17410","","Plasmanyl-PC(36:5)+H",0,0,11.58103,"11.3031597222222","11.6031597222222","17410","","Plasmanyl-PC(36:5)+H",0,0,1,"11.3031597222222","11.6031597222222","17410","","Plasmanyl-PC(36:5)+H",0,0,890.3802,"11.3031597222222","11.6031597222222","17410","","Plasmanyl-PC(36:5)+H",0,0,184.0737,"11.3031597222222","11.6031597222222","17410","","Plasmanyl-PC(36:5)+H","766.5745576","583.5085176","184.07332","11.3031597222222","11.6031597222222","17410"
"","Plasmanyl-PC(36:5)+H",0,0,0,"10.5030472222222","10.8030472222222","17446","","Plasmanyl-PC(36:5)+H",0,0,0,"10.5030472222222","10.8030472222222","17446","","Plasmanyl-PC(36:5)+H",0,0,0,"10.5030472222222","10.8030472222222","17446","","Plasmanyl-PC(36:5)+H",0,0,0,"10.5030472222222","10.8030472222222","17446","","Plasmanyl-PC(36:5)+H",0,0,0,"10.5030472222222","10.8030472222222","17446","","Plasmanyl-PC(36:5)+H","766.5745576","583.5085176","184.07332","10.5030472222222","10.8030472222222","17446"
"","Plasmanyl-PC(36:5)+H",0,0,0,"12.8151722222222","13.1151722222222","18465","","Plasmanyl-PC(36:5)+H",0,0,0,"12.8151722222222","13.1151722222222","18465","","Plasmanyl-PC(36:5)+H",0,0,0,"12.8151722222222","13.1151722222222","18465","","Plasmanyl-PC(36:5)+H",0,0,0,"12.8151722222222","13.1151722222222","18465","","Plasmanyl-PC(36:5)+H",0,0,0,"12.8151722222222","13.1151722222222","18465","","Plasmanyl-PC(36:5)+H","766.5745576","583.5085176","184.07332","12.8151722222222","13.1151722222222","18465"
"","Plasmanyl-PC(36:5)+H",0,0,1,"12.4692893939394","12.7692893939394","18860","","Plasmanyl-PC(36:5)+H",0,0,12.70129,"12.4692893939394","12.7692893939394","18860","","Plasmanyl-PC(36:5)+H",0,0,1,"12.4692893939394","12.7692893939394","18860","","Plasmanyl-PC(36:5)+H",0,0,1692.588,"12.4692893939394","12.7692893939394","18860","","Plasmanyl-PC(36:5)+H",0,0,184.0738,"12.4692893939394","12.7692893939394","18860","","Plasmanyl-PC(36:5)+H","766.5745576","583.5085176","184.07332","12.4692893939394","12.7692893939394","18860"
"","Plasmanyl-PC(36:6)+H",1,0,1,"5.83603333333333","6.13603333333333","564","","Plasmanyl-PC(36:6)+H",5.974607,0,5.974607,"5.83603333333333","6.13603333333333","564","","Plasmanyl-PC(36:6)+H",1,0,1,"5.83603333333333","6.13603333333333","564","","Plasmanyl-PC(36:6)+H",344404.4,0,2993826,"5.83603333333333","6.13603333333333","564","","Plasmanyl-PC(36:6)+H",764.5602,0,184.0737,"5.83603333333333","6.13603333333333","564","","Plasmanyl-PC(36:6)+H","764.5589576","581.4929176","184.07332","5.83603333333333","6.13603333333333","564"
"","Plasmanyl-PC(36:6)+H",0,0,0,"5.05845303030303","5.35845303030303","16699","","Plasmanyl-PC(36:6)+H",0,0,0,"5.05845303030303","5.35845303030303","16699","","Plasmanyl-PC(36:6)+H",0,0,0,"5.05845303030303","5.35845303030303","16699","","Plasmanyl-PC(36:6)+H",0,0,0,"5.05845303030303","5.35845303030303","16699","","Plasmanyl-PC(36:6)+H",0,0,0,"5.05845303030303","5.35845303030303","16699","","Plasmanyl-PC(36:6)+H","764.5589576","581.4929176","184.07332","5.05845303030303","5.35845303030303","16699"
"","Plasmanyl-PC(36:6)+H",0,0,0,"5.29772222222222","5.59772222222222","16701","","Plasmanyl-PC(36:6)+H",0,0,0,"5.29772222222222","5.59772222222222","16701","","Plasmanyl-PC(36:6)+H",0,0,0,"5.29772222222222","5.59772222222222","16701","","Plasmanyl-PC(36:6)+H",0,0,0,"5.29772222222222","5.59772222222222","16701","","Plasmanyl-PC(36:6)+H",0,0,0,"5.29772222222222","5.59772222222222","16701","","Plasmanyl-PC(36:6)+H","764.5589576","581.4929176","184.07332","5.29772222222222","5.59772222222222","16701"
"","Plasmanyl-PC(36:6)+H",0,0,0,"4.87572638888889","5.17572638888889","17292","","Plasmanyl-PC(36:6)+H",0,0,0,"4.87572638888889","5.17572638888889","17292","","Plasmanyl-PC(36:6)+H",0,0,0,"4.87572638888889","5.17572638888889","17292","","Plasmanyl-PC(36:6)+H",0,0,0,"4.87572638888889","5.17572638888889","17292","","Plasmanyl-PC(36:6)+H",0,0,0,"4.87572638888889","5.17572638888889","17292","","Plasmanyl-PC(36:6)+H","764.5589576","581.4929176","184.07332","4.87572638888889","5.17572638888889","17292"
"","Plasmanyl-PC(37:3)+H",0,0,0,"7.95994583333333","8.25994583333333","2327","","Plasmanyl-PC(37:3)+H",0,0,0,"7.95994583333333","8.25994583333333","2327","","Plasmanyl-PC(37:3)+H",0,0,0,"7.95994583333333","8.25994583333333","2327","","Plasmanyl-PC(37:3)+H",0,0,0,"7.95994583333333","8.25994583333333","2327","","Plasmanyl-PC(37:3)+H",0,0,0,"7.95994583333333","8.25994583333333","2327","","Plasmanyl-PC(37:3)+H","784.6215576","601.5555176","184.07332","7.95994583333333","8.25994583333333","2327"
"","Plasmanyl-PC(37:3)+H",0,0,0,"10.3386090909091","10.6386090909091","4339","","Plasmanyl-PC(37:3)+H",0,0,0,"10.3386090909091","10.6386090909091","4339","","Plasmanyl-PC(37:3)+H",0,0,0,"10.3386090909091","10.6386090909091","4339","","Plasmanyl-PC(37:3)+H",0,0,0,"10.3386090909091","10.6386090909091","4339","","Plasmanyl-PC(37:3)+H",0,0,0,"10.3386090909091","10.6386090909091","4339","","Plasmanyl-PC(37:3)+H","784.6215576","601.5555176","184.07332","10.3386090909091","10.6386090909091","4339"
"","Plasmanyl-PC(37:3)+H",0,0,0,"8.59374027777778","8.89374027777778","6778","","Plasmanyl-PC(37:3)+H",0,0,0,"8.59374027777778","8.89374027777778","6778","","Plasmanyl-PC(37:3)+H",0,0,0,"8.59374027777778","8.89374027777778","6778","","Plasmanyl-PC(37:3)+H",0,0,0,"8.59374027777778","8.89374027777778","6778","","Plasmanyl-PC(37:3)+H",0,0,0,"8.59374027777778","8.89374027777778","6778","","Plasmanyl-PC(37:3)+H","784.6215576","601.5555176","184.07332","8.59374027777778","8.89374027777778","6778"
"","Plasmanyl-PC(37:3)+H",0,0,0,"7.76123055555556","8.06123055555556","15249","","Plasmanyl-PC(37:3)+H",0,0,0,"7.76123055555556","8.06123055555556","15249","","Plasmanyl-PC(37:3)+H",0,0,0,"7.76123055555556","8.06123055555556","15249","","Plasmanyl-PC(37:3)+H",0,0,0,"7.76123055555556","8.06123055555556","15249","","Plasmanyl-PC(37:3)+H",0,0,0,"7.76123055555556","8.06123055555556","15249","","Plasmanyl-PC(37:3)+H","784.6215576","601.5555176","184.07332","7.76123055555556","8.06123055555556","15249"
