"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","Plasmanyl-PC","[M+H]+","MH-PC","PC_Head","RT_min","RT_max","Comment","RT at Max Intensity","Plasmanyl-PC","[M+H]+","MH-PC","PC_Head","RT_min","RT_max","Comment","Number of Scans","Plasmanyl-PC","[M+H]+","MH-PC","PC_Head","RT_min","RT_max","Comment","Max Intensity","Plasmanyl-PC","[M+H]+","MH-PC","PC_Head","RT_min","RT_max","Comment","Average m/z","Plasmanyl-PC","[M+H]+","MH-PC","PC_Head","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","Plasmanyl-PC","[M+H]+","MH-PC","PC_Head","RT_min","RT_max","Comment"
"","Plasmanyl-PC(37:3)+H",0,0,0,"8.59113472222222","8.89113472222222","17449","","Plasmanyl-PC(37:3)+H",0,0,0,"8.59113472222222","8.89113472222222","17449","","Plasmanyl-PC(37:3)+H",0,0,0,"8.59113472222222","8.89113472222222","17449","","Plasmanyl-PC(37:3)+H",0,0,0,"8.59113472222222","8.89113472222222","17449","","Plasmanyl-PC(37:3)+H",0,0,0,"8.59113472222222","8.89113472222222","17449","","Plasmanyl-PC(37:3)+H","784.6215576","601.5555176","184.07332","8.59113472222222","8.89113472222222","17449"
"","Plasmanyl-PC(38:2)+H",0,0,0,"9.30004444444444","9.60004444444444","9144","","Plasmanyl-PC(38:2)+H",0,0,0,"9.30004444444444","9.60004444444444","9144","","Plasmanyl-PC(38:2)+H",0,0,0,"9.30004444444444","9.60004444444444","9144","","Plasmanyl-PC(38:2)+H",0,0,0,"9.30004444444444","9.60004444444444","9144","","Plasmanyl-PC(38:2)+H",0,0,0,"9.30004444444444","9.60004444444444","9144","","Plasmanyl-PC(38:2)+H","800.6527576","617.5867176","184.07332","9.30004444444444","9.60004444444444","9144"
"","Plasmanyl-PC(38:2)+H",0,0,0,"9.8981277777778","10.1981277777778","14517","","Plasmanyl-PC(38:2)+H",0,0,0,"9.8981277777778","10.1981277777778","14517","","Plasmanyl-PC(38:2)+H",0,0,0,"9.8981277777778","10.1981277777778","14517","","Plasmanyl-PC(38:2)+H",0,0,0,"9.8981277777778","10.1981277777778","14517","","Plasmanyl-PC(38:2)+H",0,0,0,"9.8981277777778","10.1981277777778","14517","","Plasmanyl-PC(38:2)+H","800.6527576","617.5867176","184.07332","9.8981277777778","10.1981277777778","14517"
"","Plasmanyl-PC(38:3)+H",1,1,1,"8.51124583333333","8.81124583333333","490","","Plasmanyl-PC(38:3)+H",8.681438,8.681438,8.681438,"8.51124583333333","8.81124583333333","490","","Plasmanyl-PC(38:3)+H",2,1,2,"8.51124583333333","8.81124583333333","490","","Plasmanyl-PC(38:3)+H",592113.3,4127.36,4559305,"8.51124583333333","8.81124583333333","490","","Plasmanyl-PC(38:3)+H",798.63795,615.5729,184.07355,"8.51124583333333","8.81124583333333","490","","Plasmanyl-PC(38:3)+H","798.6371576","615.5711176","184.07332","8.51124583333333","8.81124583333333","490"
"","Plasmanyl-PC(38:3)+H",0,0,0,"9.08602222222222","9.38602222222222","2295","","Plasmanyl-PC(38:3)+H",0,0,0,"9.08602222222222","9.38602222222222","2295","","Plasmanyl-PC(38:3)+H",0,0,0,"9.08602222222222","9.38602222222222","2295","","Plasmanyl-PC(38:3)+H",0,0,0,"9.08602222222222","9.38602222222222","2295","","Plasmanyl-PC(38:3)+H",0,0,0,"9.08602222222222","9.38602222222222","2295","","Plasmanyl-PC(38:3)+H","798.6371576","615.5711176","184.07332","9.08602222222222","9.38602222222222","2295"
"","Plasmanyl-PC(38:4)+H",1,1,1,"8.0459625","8.3459625","96","","Plasmanyl-PC(38:4)+H",8.172438,8.172438,8.172438,"8.0459625","8.3459625","96","","Plasmanyl-PC(38:4)+H",2,2,2,"8.0459625","8.3459625","96","","Plasmanyl-PC(38:4)+H",2817405,15273.69,33681310,"8.0459625","8.3459625","96","","Plasmanyl-PC(38:4)+H",796.6213,613.55605,184.0733,"8.0459625","8.3459625","96","","Plasmanyl-PC(38:4)+H","796.6214576","613.5554176","184.07332","8.0459625","8.3459625","96"
"","Plasmanyl-PC(38:4)+H",1,1,1,"7.71667083333333","8.01667083333333","250","","Plasmanyl-PC(38:4)+H",7.836845,7.836845,7.836845,"7.71667083333333","8.01667083333333","250","","Plasmanyl-PC(38:4)+H",2,2,2,"7.71667083333333","8.01667083333333","250","","Plasmanyl-PC(38:4)+H",875588.2,5177.882,7936750,"7.71667083333333","8.01667083333333","250","","Plasmanyl-PC(38:4)+H",796.62095,613.556,184.0735,"7.71667083333333","8.01667083333333","250","","Plasmanyl-PC(38:4)+H","796.6214576","613.5554176","184.07332","7.71667083333333","8.01667083333333","250"
"","Plasmanyl-PC(38:4)+H",1,1,1,"7.43683472222222","7.73683472222222","9096","","Plasmanyl-PC(38:4)+H",7.58709,7.58709,7.58709,"7.43683472222222","7.73683472222222","9096","","Plasmanyl-PC(38:4)+H",1,1,1,"7.43683472222222","7.73683472222222","9096","","Plasmanyl-PC(38:4)+H",578576.3,4079.293,5304493,"7.43683472222222","7.73683472222222","9096","","Plasmanyl-PC(38:4)+H",796.6222,613.5563,184.0735,"7.43683472222222","7.73683472222222","9096","","Plasmanyl-PC(38:4)+H","796.6214576","613.5554176","184.07332","7.43683472222222","7.73683472222222","9096"
"","Plasmanyl-PC(38:4)+H",0,0,0,"9.16933055555555","9.46933055555555","12837","","Plasmanyl-PC(38:4)+H",0,0,0,"9.16933055555555","9.46933055555555","12837","","Plasmanyl-PC(38:4)+H",0,0,0,"9.16933055555555","9.46933055555555","12837","","Plasmanyl-PC(38:4)+H",0,0,0,"9.16933055555555","9.46933055555555","12837","","Plasmanyl-PC(38:4)+H",0,0,0,"9.16933055555555","9.46933055555555","12837","","Plasmanyl-PC(38:4)+H","796.6214576","613.5554176","184.07332","9.16933055555555","9.46933055555555","12837"
"","Plasmanyl-PC(38:5)+H",1,1,1,"6.92280138888889","7.22280138888889","66","","Plasmanyl-PC(38:5)+H",7.040406,7.040406,7.040406,"6.92280138888889","7.22280138888889","66","","Plasmanyl-PC(38:5)+H",2,2,2,"6.92280138888889","7.22280138888889","66","","Plasmanyl-PC(38:5)+H",3015261,14806.57,40413590,"6.92280138888889","7.22280138888889","66","","Plasmanyl-PC(38:5)+H",794.60575,611.53845,184.07325,"6.92280138888889","7.22280138888889","66","","Plasmanyl-PC(38:5)+H","794.6058576","611.5398176","184.07332","6.92280138888889","7.22280138888889","66"
"","Plasmanyl-PC(38:5)+H",1,0,1,"7.84343888888889","8.14343888888889","163","","Plasmanyl-PC(38:5)+H",8.053236,0,8.053236,"7.84343888888889","8.14343888888889","163","","Plasmanyl-PC(38:5)+H",2,0,2,"7.84343888888889","8.14343888888889","163","","Plasmanyl-PC(38:5)+H",1154727,0,10001080,"7.84343888888889","8.14343888888889","163","","Plasmanyl-PC(38:5)+H",794.60645,0,184.0735,"7.84343888888889","8.14343888888889","163","","Plasmanyl-PC(38:5)+H","794.6058576","611.5398176","184.07332","7.84343888888889","8.14343888888889","163"
"","Plasmanyl-PC(38:5)+H",1,1,1,"7.49951805555555","7.79951805555555","430","","Plasmanyl-PC(38:5)+H",7.642763,7.642763,7.642763,"7.49951805555555","7.79951805555555","430","","Plasmanyl-PC(38:5)+H",1,1,1,"7.49951805555555","7.79951805555555","430","","Plasmanyl-PC(38:5)+H",654394.4,1200.61,5823134,"7.49951805555555","7.79951805555555","430","","Plasmanyl-PC(38:5)+H",794.6068,611.5414,184.0736,"7.49951805555555","7.79951805555555","430","","Plasmanyl-PC(38:5)+H","794.6058576","611.5398176","184.07332","7.49951805555555","7.79951805555555","430"
"","Plasmanyl-PC(38:5)+H",0,0,0,"8.23639861111111","8.53639861111111","1196","","Plasmanyl-PC(38:5)+H",0,0,0,"8.23639861111111","8.53639861111111","1196","","Plasmanyl-PC(38:5)+H",0,0,0,"8.23639861111111","8.53639861111111","1196","","Plasmanyl-PC(38:5)+H",0,0,0,"8.23639861111111","8.53639861111111","1196","","Plasmanyl-PC(38:5)+H",0,0,0,"8.23639861111111","8.53639861111111","1196","","Plasmanyl-PC(38:5)+H","794.6058576","611.5398176","184.07332","8.23639861111111","8.53639861111111","1196"
"","Plasmanyl-PC(38:6)+H",1,1,1,"6.73797361111111","7.03797361111111","186","","Plasmanyl-PC(38:6)+H",6.912878,6.912878,6.912878,"6.73797361111111","7.03797361111111","186","","Plasmanyl-PC(38:6)+H",2,1,2,"6.73797361111111","7.03797361111111","186","","Plasmanyl-PC(38:6)+H",1591671,1253.547,16657230,"6.73797361111111","7.03797361111111","186","","Plasmanyl-PC(38:6)+H",792.59095,609.5239,184.07345,"6.73797361111111","7.03797361111111","186","","Plasmanyl-PC(38:6)+H","792.5901576","609.5241176","184.07332","6.73797361111111","7.03797361111111","186"
"","Plasmanyl-PC(38:6)+H",1,1,1,"6.52925277777778","6.82925277777778","269","","Plasmanyl-PC(38:6)+H",6.658233,6.658233,6.658233,"6.52925277777778","6.82925277777778","269","","Plasmanyl-PC(38:6)+H",2,1,2,"6.52925277777778","6.82925277777778","269","","Plasmanyl-PC(38:6)+H",794700.2,5690.432,7229446,"6.52925277777778","6.82925277777778","269","","Plasmanyl-PC(38:6)+H",792.59135,609.5258,184.0736,"6.52925277777778","6.82925277777778","269","","Plasmanyl-PC(38:6)+H","792.5901576","609.5241176","184.07332","6.52925277777778","6.82925277777778","269"
"","Plasmanyl-PC(38:6)+H",0,0,0,"7.11096666666667","7.41096666666667","554","","Plasmanyl-PC(38:6)+H",0,0,0,"7.11096666666667","7.41096666666667","554","","Plasmanyl-PC(38:6)+H",0,0,0,"7.11096666666667","7.41096666666667","554","","Plasmanyl-PC(38:6)+H",0,0,0,"7.11096666666667","7.41096666666667","554","","Plasmanyl-PC(38:6)+H",0,0,0,"7.11096666666667","7.41096666666667","554","","Plasmanyl-PC(38:6)+H","792.5901576","609.5241176","184.07332","7.11096666666667","7.41096666666667","554"
"","Plasmanyl-PC(38:6)+H",1,1,1,"6.09123194444444","6.39123194444444","581","","Plasmanyl-PC(38:6)+H",6.230666,6.230666,6.230666,"6.09123194444444","6.39123194444444","581","","Plasmanyl-PC(38:6)+H",2,1,2,"6.09123194444444","6.39123194444444","581","","Plasmanyl-PC(38:6)+H",315156,1245.014,2967659,"6.09123194444444","6.39123194444444","581","","Plasmanyl-PC(38:6)+H",792.59115,609.5247,184.07365,"6.09123194444444","6.39123194444444","581","","Plasmanyl-PC(38:6)+H","792.5901576","609.5241176","184.07332","6.09123194444444","6.39123194444444","581"
"","Plasmanyl-PC(38:6)+H",0,0,0,"8.05190138888889","8.35190138888889","1790","","Plasmanyl-PC(38:6)+H",0,0,0,"8.05190138888889","8.35190138888889","1790","","Plasmanyl-PC(38:6)+H",0,0,0,"8.05190138888889","8.35190138888889","1790","","Plasmanyl-PC(38:6)+H",0,0,0,"8.05190138888889","8.35190138888889","1790","","Plasmanyl-PC(38:6)+H",0,0,0,"8.05190138888889","8.35190138888889","1790","","Plasmanyl-PC(38:6)+H","792.5901576","609.5241176","184.07332","8.05190138888889","8.35190138888889","1790"
"","Plasmanyl-PC(38:7)+H",1,0,1,"6.30967083333333","6.60967083333333","372","","Plasmanyl-PC(38:7)+H",6.418835,0,6.418835,"6.30967083333333","6.60967083333333","372","","Plasmanyl-PC(38:7)+H",2,0,2,"6.30967083333333","6.60967083333333","372","","Plasmanyl-PC(38:7)+H",348629.4,0,3355849,"6.30967083333333","6.60967083333333","372","","Plasmanyl-PC(38:7)+H",790.57595,0,184.07365,"6.30967083333333","6.60967083333333","372","","Plasmanyl-PC(38:7)+H","790.5745576","607.5085176","184.07332","6.30967083333333","6.60967083333333","372"
"","Plasmanyl-PC(38:7)+H",0,0,0,"6.89165555555555","7.19165555555555","747","","Plasmanyl-PC(38:7)+H",0,0,0,"6.89165555555555","7.19165555555555","747","","Plasmanyl-PC(38:7)+H",0,0,0,"6.89165555555555","7.19165555555555","747","","Plasmanyl-PC(38:7)+H",0,0,0,"6.89165555555555","7.19165555555555","747","","Plasmanyl-PC(38:7)+H",0,0,0,"6.89165555555555","7.19165555555555","747","","Plasmanyl-PC(38:7)+H","790.5745576","607.5085176","184.07332","6.89165555555555","7.19165555555555","747"
"","Plasmanyl-PC(38:7)+H",1,0,1,"5.81141805555556","6.11141805555556","1336","","Plasmanyl-PC(38:7)+H",6.076796,0,6.076796,"5.81141805555556","6.11141805555556","1336","","Plasmanyl-PC(38:7)+H",1,0,1,"5.81141805555556","6.11141805555556","1336","","Plasmanyl-PC(38:7)+H",68303.12,0,603482.4,"5.81141805555556","6.11141805555556","1336","","Plasmanyl-PC(38:7)+H",790.5758,0,184.0737,"5.81141805555556","6.11141805555556","1336","","Plasmanyl-PC(38:7)+H","790.5745576","607.5085176","184.07332","5.81141805555556","6.11141805555556","1336"
"","Plasmanyl-PC(38:7)+H",0,0,0,"5.06378055555556","5.36378055555556","2837","","Plasmanyl-PC(38:7)+H",0,0,0,"5.06378055555556","5.36378055555556","2837","","Plasmanyl-PC(38:7)+H",0,0,0,"5.06378055555556","5.36378055555556","2837","","Plasmanyl-PC(38:7)+H",0,0,0,"5.06378055555556","5.36378055555556","2837","","Plasmanyl-PC(38:7)+H",0,0,0,"5.06378055555556","5.36378055555556","2837","","Plasmanyl-PC(38:7)+H","790.5745576","607.5085176","184.07332","5.06378055555556","5.36378055555556","2837"
"","Plasmanyl-PC(38:7)+H",1,0,1,"6.45377833333333","6.75377833333333","9272","","Plasmanyl-PC(38:7)+H",6.535892,0,6.535892,"6.45377833333333","6.75377833333333","9272","","Plasmanyl-PC(38:7)+H",1,0,1,"6.45377833333333","6.75377833333333","9272","","Plasmanyl-PC(38:7)+H",122534.9,0,1000895,"6.45377833333333","6.75377833333333","9272","","Plasmanyl-PC(38:7)+H",790.5761,0,184.0737,"6.45377833333333","6.75377833333333","9272","","Plasmanyl-PC(38:7)+H","790.5745576","607.5085176","184.07332","6.45377833333333","6.75377833333333","9272"
"","Plasmanyl-PC(38:7)+H",0,0,0,"5.38858611111111","5.68858611111111","9934","","Plasmanyl-PC(38:7)+H",0,0,0,"5.38858611111111","5.68858611111111","9934","","Plasmanyl-PC(38:7)+H",0,0,0,"5.38858611111111","5.68858611111111","9934","","Plasmanyl-PC(38:7)+H",0,0,0,"5.38858611111111","5.68858611111111","9934","","Plasmanyl-PC(38:7)+H",0,0,0,"5.38858611111111","5.68858611111111","9934","","Plasmanyl-PC(38:7)+H","790.5745576","607.5085176","184.07332","5.38858611111111","5.68858611111111","9934"
"","Plasmanyl-PC(38:7)+H",0,0,0,"7.16677361111111","7.46677361111111","12792","","Plasmanyl-PC(38:7)+H",0,0,0,"7.16677361111111","7.46677361111111","12792","","Plasmanyl-PC(38:7)+H",0,0,0,"7.16677361111111","7.46677361111111","12792","","Plasmanyl-PC(38:7)+H",0,0,0,"7.16677361111111","7.46677361111111","12792","","Plasmanyl-PC(38:7)+H",0,0,0,"7.16677361111111","7.46677361111111","12792","","Plasmanyl-PC(38:7)+H","790.5745576","607.5085176","184.07332","7.16677361111111","7.46677361111111","12792"
"","Plasmanyl-PC(39:3)+H",0,0,0,"11.1325893939394","11.4325893939394","2410","","Plasmanyl-PC(39:3)+H",0,0,0,"11.1325893939394","11.4325893939394","2410","","Plasmanyl-PC(39:3)+H",0,0,0,"11.1325893939394","11.4325893939394","2410","","Plasmanyl-PC(39:3)+H",0,0,0,"11.1325893939394","11.4325893939394","2410","","Plasmanyl-PC(39:3)+H",0,0,0,"11.1325893939394","11.4325893939394","2410","","Plasmanyl-PC(39:3)+H","812.6528576","629.5868176","184.07332","11.1325893939394","11.4325893939394","2410"
"","Plasmanyl-PC(40:1)+H",0,0,0,"10.4422966666667","10.7422966666667","14591","","Plasmanyl-PC(40:1)+H",0,0,0,"10.4422966666667","10.7422966666667","14591","","Plasmanyl-PC(40:1)+H",0,0,0,"10.4422966666667","10.7422966666667","14591","","Plasmanyl-PC(40:1)+H",0,0,0,"10.4422966666667","10.7422966666667","14591","","Plasmanyl-PC(40:1)+H",0,0,0,"10.4422966666667","10.7422966666667","14591","","Plasmanyl-PC(40:1)+H","830.6997576","647.6337176","184.07332","10.4422966666667","10.7422966666667","14591"
"","Plasmanyl-PC(40:2)+H",1,0,1,"10.24105","10.54105","1867","","Plasmanyl-PC(40:2)+H",10.43641,0,10.43641,"10.24105","10.54105","1867","","Plasmanyl-PC(40:2)+H",1,0,1,"10.24105","10.54105","1867","","Plasmanyl-PC(40:2)+H",56058.73,0,543065.3,"10.24105","10.54105","1867","","Plasmanyl-PC(40:2)+H",828.6855,0,184.0738,"10.24105","10.54105","1867","","Plasmanyl-PC(40:2)+H","828.6841576","645.6181176","184.07332","10.24105","10.54105","1867"
"","Plasmanyl-PC(40:2)+H",0,0,0,"9.21344166666667","9.51344166666667","9453","","Plasmanyl-PC(40:2)+H",0,0,0,"9.21344166666667","9.51344166666667","9453","","Plasmanyl-PC(40:2)+H",0,0,0,"9.21344166666667","9.51344166666667","9453","","Plasmanyl-PC(40:2)+H",0,0,0,"9.21344166666667","9.51344166666667","9453","","Plasmanyl-PC(40:2)+H",0,0,0,"9.21344166666667","9.51344166666667","9453","","Plasmanyl-PC(40:2)+H","828.6841576","645.6181176","184.07332","9.21344166666667","9.51344166666667","9453"
"","Plasmanyl-PC(40:2)+H",0,0,0,"10.6849651515152","10.9849651515152","14812","","Plasmanyl-PC(40:2)+H",0,0,0,"10.6849651515152","10.9849651515152","14812","","Plasmanyl-PC(40:2)+H",0,0,0,"10.6849651515152","10.9849651515152","14812","","Plasmanyl-PC(40:2)+H",0,0,0,"10.6849651515152","10.9849651515152","14812","","Plasmanyl-PC(40:2)+H",0,0,0,"10.6849651515152","10.9849651515152","14812","","Plasmanyl-PC(40:2)+H","828.6841576","645.6181176","184.07332","10.6849651515152","10.9849651515152","14812"
"","Plasmanyl-PC(40:3)+H",1,0,1,"9.51529583333333","9.81529583333333","1216","","Plasmanyl-PC(40:3)+H",9.685922,0,9.685922,"9.51529583333333","9.81529583333333","1216","","Plasmanyl-PC(40:3)+H",1,0,1,"9.51529583333333","9.81529583333333","1216","","Plasmanyl-PC(40:3)+H",124897.3,0,1023459,"9.51529583333333","9.81529583333333","1216","","Plasmanyl-PC(40:3)+H",826.6697,0,184.0737,"9.51529583333333","9.81529583333333","1216","","Plasmanyl-PC(40:3)+H","826.6684576","643.6024176","184.07332","9.51529583333333","9.81529583333333","1216"
"","Plasmanyl-PC(40:3)+H",0,0,0,"10.06605","10.36605","12973","","Plasmanyl-PC(40:3)+H",0,0,0,"10.06605","10.36605","12973","","Plasmanyl-PC(40:3)+H",0,0,0,"10.06605","10.36605","12973","","Plasmanyl-PC(40:3)+H",0,0,0,"10.06605","10.36605","12973","","Plasmanyl-PC(40:3)+H",0,0,0,"10.06605","10.36605","12973","","Plasmanyl-PC(40:3)+H","826.6684576","643.6024176","184.07332","10.06605","10.36605","12973"
"","Plasmanyl-PC(40:4)+H",1,1,1,"9.09670833333333","9.39670833333333","339","","Plasmanyl-PC(40:4)+H",9.319959,9.319959,9.319959,"9.09670833333333","9.39670833333333","339","","Plasmanyl-PC(40:4)+H",1,1,1,"9.09670833333333","9.39670833333333","339","","Plasmanyl-PC(40:4)+H",259944.7,1059.198,2145590,"9.09670833333333","9.39670833333333","339","","Plasmanyl-PC(40:4)+H",824.6534,641.5884,184.0735,"9.09670833333333","9.39670833333333","339","","Plasmanyl-PC(40:4)+H","824.6527576","641.5867176","184.07332","9.09670833333333","9.39670833333333","339"
"","Plasmanyl-PC(40:4)+H",1,1,1,"8.81057361111111","9.11057361111111","768","","Plasmanyl-PC(40:4)+H",8.94541,8.94541,8.94541,"8.81057361111111","9.11057361111111","768","","Plasmanyl-PC(40:4)+H",1,1,1,"8.81057361111111","9.11057361111111","768","","Plasmanyl-PC(40:4)+H",249278.2,1222.855,2064223,"8.81057361111111","9.11057361111111","768","","Plasmanyl-PC(40:4)+H",824.6548,641.5889,184.0738,"8.81057361111111","9.11057361111111","768","","Plasmanyl-PC(40:4)+H","824.6527576","641.5867176","184.07332","8.81057361111111","9.11057361111111","768"
"","Plasmanyl-PC(40:4)+H",0,0,0,"8.32856666666667","8.62856666666667","969","","Plasmanyl-PC(40:4)+H",0,0,0,"8.32856666666667","8.62856666666667","969","","Plasmanyl-PC(40:4)+H",0,0,0,"8.32856666666667","8.62856666666667","969","","Plasmanyl-PC(40:4)+H",0,0,0,"8.32856666666667","8.62856666666667","969","","Plasmanyl-PC(40:4)+H",0,0,0,"8.32856666666667","8.62856666666667","969","","Plasmanyl-PC(40:4)+H","824.6527576","641.5867176","184.07332","8.32856666666667","8.62856666666667","969"
"","Plasmanyl-PC(40:5)+H",1,1,1,"8.01593055555555","8.31593055555555","251","","Plasmanyl-PC(40:5)+H",8.156729,8.156729,8.156729,"8.01593055555555","8.31593055555555","251","","Plasmanyl-PC(40:5)+H",2,1,2,"8.01593055555555","8.31593055555555","251","","Plasmanyl-PC(40:5)+H",944215.7,5567.077,9060968,"8.01593055555555","8.31593055555555","251","","Plasmanyl-PC(40:5)+H",822.63715,639.5726,184.0734,"8.01593055555555","8.31593055555555","251","","Plasmanyl-PC(40:5)+H","822.6371576","639.5711176","184.07332","8.01593055555555","8.31593055555555","251"
"","Plasmanyl-PC(40:5)+H",1,0,1,"8.62032777777778","8.92032777777778","1008","","Plasmanyl-PC(40:5)+H",8.795382,0,8.795382,"8.62032777777778","8.92032777777778","1008","","Plasmanyl-PC(40:5)+H",2,0,2,"8.62032777777778","8.92032777777778","1008","","Plasmanyl-PC(40:5)+H",163920.4,0,1292393,"8.62032777777778","8.92032777777778","1008","","Plasmanyl-PC(40:5)+H",822.63785,0,184.07355,"8.62032777777778","8.92032777777778","1008","","Plasmanyl-PC(40:5)+H","822.6371576","639.5711176","184.07332","8.62032777777778","8.92032777777778","1008"
"","Plasmanyl-PC(40:5)+H",0,0,0,"7.52684027777778","7.82684027777778","2692","","Plasmanyl-PC(40:5)+H",0,0,0,"7.52684027777778","7.82684027777778","2692","","Plasmanyl-PC(40:5)+H",0,0,0,"7.52684027777778","7.82684027777778","2692","","Plasmanyl-PC(40:5)+H",0,0,0,"7.52684027777778","7.82684027777778","2692","","Plasmanyl-PC(40:5)+H",0,0,0,"7.52684027777778","7.82684027777778","2692","","Plasmanyl-PC(40:5)+H","822.6371576","639.5711176","184.07332","7.52684027777778","7.82684027777778","2692"
"","Plasmanyl-PC(40:5)+H",1,0,1,"8.44821111111111","8.74821111111111","15912","","Plasmanyl-PC(40:5)+H",8.635628,0,8.635628,"8.44821111111111","8.74821111111111","15912","","Plasmanyl-PC(40:5)+H",1,0,1,"8.44821111111111","8.74821111111111","15912","","Plasmanyl-PC(40:5)+H",139926.9,0,1173138,"8.44821111111111","8.74821111111111","15912","","Plasmanyl-PC(40:5)+H",822.6382,0,184.0736,"8.44821111111111","8.74821111111111","15912","","Plasmanyl-PC(40:5)+H","822.6371576","639.5711176","184.07332","8.44821111111111","8.74821111111111","15912"
"","Plasmanyl-PC(40:6)+H",1,1,1,"7.04958888888889","7.34958888888889","350","","Plasmanyl-PC(40:6)+H",7.240901,7.240901,7.240901,"7.04958888888889","7.34958888888889","350","","Plasmanyl-PC(40:6)+H",2,2,2,"7.04958888888889","7.34958888888889","350","","Plasmanyl-PC(40:6)+H",573556.3,3934.413,5458812,"7.04958888888889","7.34958888888889","350","","Plasmanyl-PC(40:6)+H",820.62215,637.55675,184.07355,"7.04958888888889","7.34958888888889","350","","Plasmanyl-PC(40:6)+H","820.6214576","637.5554176","184.07332","7.04958888888889","7.34958888888889","350"
"","Plasmanyl-PC(40:6)+H",1,1,1,"7.70598472222222","8.00598472222222","362","","Plasmanyl-PC(40:6)+H",7.831657,7.831657,7.831657,"7.70598472222222","8.00598472222222","362","","Plasmanyl-PC(40:6)+H",2,1,2,"7.70598472222222","8.00598472222222","362","","Plasmanyl-PC(40:6)+H",529630.8,4065.624,4983184,"7.70598472222222","8.00598472222222","362","","Plasmanyl-PC(40:6)+H",820.6222,637.556,184.0735,"7.70598472222222","8.00598472222222","362","","Plasmanyl-PC(40:6)+H","820.6214576","637.5554176","184.07332","7.70598472222222","8.00598472222222","362"
"","Plasmanyl-PC(40:6)+H",0,0,0,"8.26246805555556","8.56246805555556","1580","","Plasmanyl-PC(40:6)+H",0,0,0,"8.26246805555556","8.56246805555556","1580","","Plasmanyl-PC(40:6)+H",0,0,0,"8.26246805555556","8.56246805555556","1580","","Plasmanyl-PC(40:6)+H",0,0,0,"8.26246805555556","8.56246805555556","1580","","Plasmanyl-PC(40:6)+H",0,0,0,"8.26246805555556","8.56246805555556","1580","","Plasmanyl-PC(40:6)+H","820.6214576","637.5554176","184.07332","8.26246805555556","8.56246805555556","1580"
"","Plasmanyl-PC(40:6)+H",0,0,0,"8.92593611111111","9.22593611111111","12247","","Plasmanyl-PC(40:6)+H",0,0,0,"8.92593611111111","9.22593611111111","12247","","Plasmanyl-PC(40:6)+H",0,0,0,"8.92593611111111","9.22593611111111","12247","","Plasmanyl-PC(40:6)+H",0,0,0,"8.92593611111111","9.22593611111111","12247","","Plasmanyl-PC(40:6)+H",0,0,0,"8.92593611111111","9.22593611111111","12247","","Plasmanyl-PC(40:6)+H","820.6214576","637.5554176","184.07332","8.92593611111111","9.22593611111111","12247"
"","Plasmanyl-PC(40:6)+H",0,0,0,"8.62192291666666","8.92192291666666","14391","","Plasmanyl-PC(40:6)+H",0,0,0,"8.62192291666666","8.92192291666666","14391","","Plasmanyl-PC(40:6)+H",0,0,0,"8.62192291666666","8.92192291666666","14391","","Plasmanyl-PC(40:6)+H",0,0,0,"8.62192291666666","8.92192291666666","14391","","Plasmanyl-PC(40:6)+H",0,0,0,"8.62192291666666","8.92192291666666","14391","","Plasmanyl-PC(40:6)+H","820.6214576","637.5554176","184.07332","8.62192291666666","8.92192291666666","14391"
"","Plasmanyl-PC(40:7)+H",1,1,1,"6.58227083333333","6.88227083333333","285","","Plasmanyl-PC(40:7)+H",6.698848,6.698848,6.698848,"6.58227083333333","6.88227083333333","285","","Plasmanyl-PC(40:7)+H",2,1,2,"6.58227083333333","6.88227083333333","285","","Plasmanyl-PC(40:7)+H",543304.9,2761.178,5260954,"6.58227083333333","6.88227083333333","285","","Plasmanyl-PC(40:7)+H",818.60665,635.5417,184.0736,"6.58227083333333","6.88227083333333","285","","Plasmanyl-PC(40:7)+H","818.6058576","635.5398176","184.07332","6.58227083333333","6.88227083333333","285"
"","Plasmanyl-PC(40:7)+H",1,1,1,"7.49127777777778","7.79127777777778","655","","Plasmanyl-PC(40:7)+H",7.65314,7.65314,7.65314,"7.49127777777778","7.79127777777778","655","","Plasmanyl-PC(40:7)+H",1,1,1,"7.49127777777778","7.79127777777778","655","","Plasmanyl-PC(40:7)+H",374542.8,1404.808,3291629,"7.49127777777778","7.79127777777778","655","","Plasmanyl-PC(40:7)+H",818.6066,635.5386,184.0735,"7.49127777777778","7.79127777777778","655","","Plasmanyl-PC(40:7)+H","818.6058576","635.5398176","184.07332","7.49127777777778","7.79127777777778","655"
"","Plasmanyl-PC(40:7)+H",1,1,1,"8.0459625","8.3459625","729","","Plasmanyl-PC(40:7)+H",8.223536,8.223536,8.223536,"8.0459625","8.3459625","729","","Plasmanyl-PC(40:7)+H",1,1,1,"8.0459625","8.3459625","729","","Plasmanyl-PC(40:7)+H",424407.5,141653.7,16502.41,"8.0459625","8.3459625","729","","Plasmanyl-PC(40:7)+H",818.6049,635.5386,184.0738,"8.0459625","8.3459625","729","","Plasmanyl-PC(40:7)+H","818.6058576","635.5398176","184.07332","8.0459625","8.3459625","729"
