"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","PA","[M+H]+","NL_Head","RT_min","RT_max","Comment","RT at Max Intensity","PA","[M+H]+","NL_Head","RT_min","RT_max","Comment","Number of Scans","PA","[M+H]+","NL_Head","RT_min","RT_max","Comment","Max Intensity","PA","[M+H]+","NL_Head","RT_min","RT_max","Comment","Average m/z","PA","[M+H]+","NL_Head","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","PA","[M+H]+","NL_Head","RT_min","RT_max","Comment"
"","PA(35:0)+H",0,0,"8.1107875","8.4107875","15207","","PA(35:0)+H",0,0,"8.1107875","8.4107875","15207","","PA(35:0)+H",0,0,"8.1107875","8.4107875","15207","","PA(35:0)+H",0,0,"8.1107875","8.4107875","15207","","PA(35:0)+H",0,0,"8.1107875","8.4107875","15207","","PA(35:0)+H","691.5273","593.55039","8.1107875","8.4107875","15207"
"","PA(35:4)+H",0,0,"3.20071388888889","3.50071388888889","8534","","PA(35:4)+H",0,0,"3.20071388888889","3.50071388888889","8534","","PA(35:4)+H",0,0,"3.20071388888889","3.50071388888889","8534","","PA(35:4)+H",0,0,"3.20071388888889","3.50071388888889","8534","","PA(35:4)+H",0,0,"3.20071388888889","3.50071388888889","8534","","PA(35:4)+H","683.4647","585.48779","3.20071388888889","3.50071388888889","8534"
"","PA(36:0)+H",0,0,"11.0434472222222","11.3434472222222","6077","","PA(36:0)+H",0,0,"11.0434472222222","11.3434472222222","6077","","PA(36:0)+H",0,0,"11.0434472222222","11.3434472222222","6077","","PA(36:0)+H",0,0,"11.0434472222222","11.3434472222222","6077","","PA(36:0)+H",0,0,"11.0434472222222","11.3434472222222","6077","","PA(36:0)+H","705.5429","607.56599","11.0434472222222","11.3434472222222","6077"
"","PA(37:0)+H",0,0,"9.66535277777778","9.96535277777778","6641","","PA(37:0)+H",0,0,"9.66535277777778","9.96535277777778","6641","","PA(37:0)+H",0,0,"9.66535277777778","9.96535277777778","6641","","PA(37:0)+H",0,0,"9.66535277777778","9.96535277777778","6641","","PA(37:0)+H",0,0,"9.66535277777778","9.96535277777778","6641","","PA(37:0)+H","719.5586","621.58169","9.66535277777778","9.96535277777778","6641"
"","PA(37:0)+H",0,0,"11.8500125","12.1500125","9999","","PA(37:0)+H",0,0,"11.8500125","12.1500125","9999","","PA(37:0)+H",0,0,"11.8500125","12.1500125","9999","","PA(37:0)+H",0,0,"11.8500125","12.1500125","9999","","PA(37:0)+H",0,0,"11.8500125","12.1500125","9999","","PA(37:0)+H","719.5586","621.58169","11.8500125","12.1500125","9999"
"","PA(37:0)+H",0,0,"9.29737083333333","9.59737083333333","12307","","PA(37:0)+H",0,0,"9.29737083333333","9.59737083333333","12307","","PA(37:0)+H",0,0,"9.29737083333333","9.59737083333333","12307","","PA(37:0)+H",0,0,"9.29737083333333","9.59737083333333","12307","","PA(37:0)+H",0,0,"9.29737083333333","9.59737083333333","12307","","PA(37:0)+H","719.5586","621.58169","9.29737083333333","9.59737083333333","12307"
"","PA(37:0)+H",0,0,"11.8585819444444","12.1585819444444","13335","","PA(37:0)+H",0,0,"11.8585819444444","12.1585819444444","13335","","PA(37:0)+H",0,0,"11.8585819444444","12.1585819444444","13335","","PA(37:0)+H",0,0,"11.8585819444444","12.1585819444444","13335","","PA(37:0)+H",0,0,"11.8585819444444","12.1585819444444","13335","","PA(37:0)+H","719.5586","621.58169","11.8585819444444","12.1585819444444","13335"
"","PA(37:4)+H",0,0,"4.49487916666667","4.79487916666667","8972","","PA(37:4)+H",0,0,"4.49487916666667","4.79487916666667","8972","","PA(37:4)+H",0,0,"4.49487916666667","4.79487916666667","8972","","PA(37:4)+H",0,0,"4.49487916666667","4.79487916666667","8972","","PA(37:4)+H",0,0,"4.49487916666667","4.79487916666667","8972","","PA(37:4)+H","711.496","613.51909","4.49487916666667","4.79487916666667","8972"
"","PA(38:0)+H",0,0,"11.85265","12.15265","4803","","PA(38:0)+H",0,0,"11.85265","12.15265","4803","","PA(38:0)+H",0,0,"11.85265","12.15265","4803","","PA(38:0)+H",0,0,"11.85265","12.15265","4803","","PA(38:0)+H",0,0,"11.85265","12.15265","4803","","PA(38:0)+H","733.5742","635.59729","11.85265","12.15265","4803"
"","PA(38:1)+H",0,0,"11.1076555555556","11.4076555555556","7671","","PA(38:1)+H",0,0,"11.1076555555556","11.4076555555556","7671","","PA(38:1)+H",0,0,"11.1076555555556","11.4076555555556","7671","","PA(38:1)+H",0,0,"11.1076555555556","11.4076555555556","7671","","PA(38:1)+H",0,0,"11.1076555555556","11.4076555555556","7671","","PA(38:1)+H","731.5586","633.58169","11.1076555555556","11.4076555555556","7671"
"","PA(38:1)+H",0,0,"1.978","2.278","14993","","PA(38:1)+H",0,0,"1.978","2.278","14993","","PA(38:1)+H",0,0,"1.978","2.278","14993","","PA(38:1)+H",0,0,"1.978","2.278","14993","","PA(38:1)+H",0,0,"1.978","2.278","14993","","PA(38:1)+H","731.5586","633.58169","1.978","2.278","14993"
"","PA(38:4)+H",0,0,"4.10845909090909","4.40845909090909","19195","","PA(38:4)+H",0,0,"4.10845909090909","4.40845909090909","19195","","PA(38:4)+H",0,0,"4.10845909090909","4.40845909090909","19195","","PA(38:4)+H",0,0,"4.10845909090909","4.40845909090909","19195","","PA(38:4)+H",0,0,"4.10845909090909","4.40845909090909","19195","","PA(38:4)+H","725.5116","627.53469","4.10845909090909","4.40845909090909","19195"
"","PA(39:1)+H",0,0,"2.07204583333333","2.37204583333333","10650","","PA(39:1)+H",0,0,"2.07204583333333","2.37204583333333","10650","","PA(39:1)+H",0,0,"2.07204583333333","2.37204583333333","10650","","PA(39:1)+H",0,0,"2.07204583333333","2.37204583333333","10650","","PA(39:1)+H",0,0,"2.07204583333333","2.37204583333333","10650","","PA(39:1)+H","745.5743","647.59739","2.07204583333333","2.37204583333333","10650"
"","PA(39:2)+H",0,0,"8.23116805555555","8.53116805555555","15736","","PA(39:2)+H",0,0,"8.23116805555555","8.53116805555555","15736","","PA(39:2)+H",0,0,"8.23116805555555","8.53116805555555","15736","","PA(39:2)+H",0,0,"8.23116805555555","8.53116805555555","15736","","PA(39:2)+H",0,0,"8.23116805555555","8.53116805555555","15736","","PA(39:2)+H","743.5586","645.58169","8.23116805555555","8.53116805555555","15736"
"","PA(39:2)+H",0,0,"9.26803333333333","9.56803333333333","18304","","PA(39:2)+H",0,0,"9.26803333333333","9.56803333333333","18304","","PA(39:2)+H",0,0,"9.26803333333333","9.56803333333333","18304","","PA(39:2)+H",0,0,"9.26803333333333","9.56803333333333","18304","","PA(39:2)+H",0,0,"9.26803333333333","9.56803333333333","18304","","PA(39:2)+H","743.5586","645.58169","9.26803333333333","9.56803333333333","18304"
"","PA(39:4)+H",0,0,"5.71002361111111","6.01002361111111","358","","PA(39:4)+H",0,0,"5.71002361111111","6.01002361111111","358","","PA(39:4)+H",0,0,"5.71002361111111","6.01002361111111","358","","PA(39:4)+H",0,0,"5.71002361111111","6.01002361111111","358","","PA(39:4)+H",0,0,"5.71002361111111","6.01002361111111","358","","PA(39:4)+H","739.5273","641.55039","5.71002361111111","6.01002361111111","358"
"","PA(40:0)+H",0,0,"12.5812291666667","12.8812291666667","4100","","PA(40:0)+H",0,0,"12.5812291666667","12.8812291666667","4100","","PA(40:0)+H",0,0,"12.5812291666667","12.8812291666667","4100","","PA(40:0)+H",0,0,"12.5812291666667","12.8812291666667","4100","","PA(40:0)+H",0,0,"12.5812291666667","12.8812291666667","4100","","PA(40:0)+H","761.6055","663.62859","12.5812291666667","12.8812291666667","4100"
"","PA(40:1)+H",0,0,"11.8773597222222","12.1773597222222","4216","","PA(40:1)+H",0,0,"11.8773597222222","12.1773597222222","4216","","PA(40:1)+H",0,0,"11.8773597222222","12.1773597222222","4216","","PA(40:1)+H",0,0,"11.8773597222222","12.1773597222222","4216","","PA(40:1)+H",0,0,"11.8773597222222","12.1773597222222","4216","","PA(40:1)+H","759.5899","661.61299","11.8773597222222","12.1773597222222","4216"
"","PA(40:2)+H",0,0,"11.2052194444444","11.5052194444444","5081","","PA(40:2)+H",0,0,"11.2052194444444","11.5052194444444","5081","","PA(40:2)+H",0,0,"11.2052194444444","11.5052194444444","5081","","PA(40:2)+H",0,0,"11.2052194444444","11.5052194444444","5081","","PA(40:2)+H",0,0,"11.2052194444444","11.5052194444444","5081","","PA(40:2)+H","757.5743","659.59739","11.2052194444444","11.5052194444444","5081"
"","PA(42:1)+H",0,0,"12.5862263888889","12.8862263888889","2975","","PA(42:1)+H",0,0,"12.5862263888889","12.8862263888889","2975","","PA(42:1)+H",0,0,"12.5862263888889","12.8862263888889","2975","","PA(42:1)+H",0,0,"12.5862263888889","12.8862263888889","2975","","PA(42:1)+H",0,0,"12.5862263888889","12.8862263888889","2975","","PA(42:1)+H","787.6212","689.64429","12.5862263888889","12.8862263888889","2975"
"","PA(42:2)+H",0,0,"11.9665222222222","12.2665222222222","3510","","PA(42:2)+H",0,0,"11.9665222222222","12.2665222222222","3510","","PA(42:2)+H",0,0,"11.9665222222222","12.2665222222222","3510","","PA(42:2)+H",0,0,"11.9665222222222","12.2665222222222","3510","","PA(42:2)+H",0,0,"11.9665222222222","12.2665222222222","3510","","PA(42:2)+H","785.6056","687.62869","11.9665222222222","12.2665222222222","3510"
"","PA(42:6)+H",0,0,"6.414625","6.714625","3530","","PA(42:6)+H",0,0,"6.414625","6.714625","3530","","PA(42:6)+H",0,0,"6.414625","6.714625","3530","","PA(42:6)+H",0,0,"6.414625","6.714625","3530","","PA(42:6)+H",0,0,"6.414625","6.714625","3530","","PA(42:6)+H","777.5429","679.56599","6.414625","6.714625","3530"
"","PA(42:9)+H",0,0,"9.17845909090909","9.47845909090909","11728","","PA(42:9)+H",0,0,"9.17845909090909","9.47845909090909","11728","","PA(42:9)+H",0,0,"9.17845909090909","9.47845909090909","11728","","PA(42:9)+H",0,0,"9.17845909090909","9.47845909090909","11728","","PA(42:9)+H",0,0,"9.17845909090909","9.47845909090909","11728","","PA(42:9)+H","771.496","673.51909","9.17845909090909","9.47845909090909","11728"
"","PA(43:0)+H",0,0,"13.5672416666667","13.8672416666667","11334","","PA(43:0)+H",0,0,"13.5672416666667","13.8672416666667","11334","","PA(43:0)+H",0,0,"13.5672416666667","13.8672416666667","11334","","PA(43:0)+H",0,0,"13.5672416666667","13.8672416666667","11334","","PA(43:0)+H",0,0,"13.5672416666667","13.8672416666667","11334","","PA(43:0)+H","803.6525","705.67559","13.5672416666667","13.8672416666667","11334"
"","PA(43:3)+H",0,0,"5.36304722222222","5.66304722222222","13844","","PA(43:3)+H",0,0,"5.36304722222222","5.66304722222222","13844","","PA(43:3)+H",0,0,"5.36304722222222","5.66304722222222","13844","","PA(43:3)+H",0,0,"5.36304722222222","5.66304722222222","13844","","PA(43:3)+H",0,0,"5.36304722222222","5.66304722222222","13844","","PA(43:3)+H","797.6056","699.62869","5.36304722222222","5.66304722222222","13844"
"","PA(44:1)+H",0,0,"13.2440986111111","13.5440986111111","2408","","PA(44:1)+H",0,0,"13.2440986111111","13.5440986111111","2408","","PA(44:1)+H",0,0,"13.2440986111111","13.5440986111111","2408","","PA(44:1)+H",0,0,"13.2440986111111","13.5440986111111","2408","","PA(44:1)+H",0,0,"13.2440986111111","13.5440986111111","2408","","PA(44:1)+H","815.6525","717.67559","13.2440986111111","13.5440986111111","2408"
"","PA(44:2)+H",0,0,"12.6584708333333","12.9584708333333","2622","","PA(44:2)+H",0,0,"12.6584708333333","12.9584708333333","2622","","PA(44:2)+H",0,0,"12.6584708333333","12.9584708333333","2622","","PA(44:2)+H",0,0,"12.6584708333333","12.9584708333333","2622","","PA(44:2)+H",0,0,"12.6584708333333","12.9584708333333","2622","","PA(44:2)+H","813.6368","715.65989","12.6584708333333","12.9584708333333","2622"
"","PA(44:3)+H",0,0,"12.0062194444444","12.3062194444444","4054","","PA(44:3)+H",0,0,"12.0062194444444","12.3062194444444","4054","","PA(44:3)+H",0,0,"12.0062194444444","12.3062194444444","4054","","PA(44:3)+H",0,0,"12.0062194444444","12.3062194444444","4054","","PA(44:3)+H",0,0,"12.0062194444444","12.3062194444444","4054","","PA(44:3)+H","811.6212","713.64429","12.0062194444444","12.3062194444444","4054"
"","PA(44:6)+H",0,0,"7.58012777777778","7.88012777777778","12828","","PA(44:6)+H",0,0,"7.58012777777778","7.88012777777778","12828","","PA(44:6)+H",0,0,"7.58012777777778","7.88012777777778","12828","","PA(44:6)+H",0,0,"7.58012777777778","7.88012777777778","12828","","PA(44:6)+H",0,0,"7.58012777777778","7.88012777777778","12828","","PA(44:6)+H","805.5743","707.59739","7.58012777777778","7.88012777777778","12828"
"","PA(44:7)+H",0,0,"7.23601666666667","7.53601666666667","15198","","PA(44:7)+H",0,0,"7.23601666666667","7.53601666666667","15198","","PA(44:7)+H",0,0,"7.23601666666667","7.53601666666667","15198","","PA(44:7)+H",0,0,"7.23601666666667","7.53601666666667","15198","","PA(44:7)+H",0,0,"7.23601666666667","7.53601666666667","15198","","PA(44:7)+H","803.5586","705.58169","7.23601666666667","7.53601666666667","15198"
"","PA(44:7)+H",0,0,"6.71725","7.01725","15234","","PA(44:7)+H",0,0,"6.71725","7.01725","15234","","PA(44:7)+H",0,0,"6.71725","7.01725","15234","","PA(44:7)+H",0,0,"6.71725","7.01725","15234","","PA(44:7)+H",0,0,"6.71725","7.01725","15234","","PA(44:7)+H","803.5586","705.58169","6.71725","7.01725","15234"
"","PA(44:8)+H",0,0,"5.5199875","5.8199875","5694","","PA(44:8)+H",0,0,"5.5199875","5.8199875","5694","","PA(44:8)+H",0,0,"5.5199875","5.8199875","5694","","PA(44:8)+H",0,0,"5.5199875","5.8199875","5694","","PA(44:8)+H",0,0,"5.5199875","5.8199875","5694","","PA(44:8)+H","801.5429","703.56599","5.5199875","5.8199875","5694"
"","PA(44:8)+H",0,0,"6.19163055555556","6.49163055555556","9321","","PA(44:8)+H",0,0,"6.19163055555556","6.49163055555556","9321","","PA(44:8)+H",0,0,"6.19163055555556","6.49163055555556","9321","","PA(44:8)+H",0,0,"6.19163055555556","6.49163055555556","9321","","PA(44:8)+H",0,0,"6.19163055555556","6.49163055555556","9321","","PA(44:8)+H","801.5429","703.56599","6.19163055555556","6.49163055555556","9321"
"","PA(44:9)+H",0,0,"5.37886212121212","5.67886212121212","10322","","PA(44:9)+H",0,0,"5.37886212121212","5.67886212121212","10322","","PA(44:9)+H",0,0,"5.37886212121212","5.67886212121212","10322","","PA(44:9)+H",0,0,"5.37886212121212","5.67886212121212","10322","","PA(44:9)+H",0,0,"5.37886212121212","5.67886212121212","10322","","PA(44:9)+H","799.5273","701.55039","5.37886212121212","5.67886212121212","10322"
"","PA(45:0)+H",0,0,"8.27132638888889","8.57132638888889","17727","","PA(45:0)+H",0,0,"8.27132638888889","8.57132638888889","17727","","PA(45:0)+H",0,0,"8.27132638888889","8.57132638888889","17727","","PA(45:0)+H",0,0,"8.27132638888889","8.57132638888889","17727","","PA(45:0)+H",0,0,"8.27132638888889","8.57132638888889","17727","","PA(45:0)+H","831.6838","733.70689","8.27132638888889","8.57132638888889","17727"
"","PA(46:1)+H",0,0,"13.8282680555556","14.1282680555556","16596","","PA(46:1)+H",0,0,"13.8282680555556","14.1282680555556","16596","","PA(46:1)+H",0,0,"13.8282680555556","14.1282680555556","16596","","PA(46:1)+H",0,0,"13.8282680555556","14.1282680555556","16596","","PA(46:1)+H",0,0,"13.8282680555556","14.1282680555556","16596","","PA(46:1)+H","843.6838","745.70689","13.8282680555556","14.1282680555556","16596"
"","PA(46:2)+H",0,0,"13.2815291666667","13.5815291666667","2072","","PA(46:2)+H",0,0,"13.2815291666667","13.5815291666667","2072","","PA(46:2)+H",0,0,"13.2815291666667","13.5815291666667","2072","","PA(46:2)+H",0,0,"13.2815291666667","13.5815291666667","2072","","PA(46:2)+H",0,0,"13.2815291666667","13.5815291666667","2072","","PA(46:2)+H","841.6681","743.69119","13.2815291666667","13.5815291666667","2072"
"","PA(46:3)+H",0,0,"12.6835222222222","12.9835222222222","1944","","PA(46:3)+H",0,0,"12.6835222222222","12.9835222222222","1944","","PA(46:3)+H",0,0,"12.6835222222222","12.9835222222222","1944","","PA(46:3)+H",0,0,"12.6835222222222","12.9835222222222","1944","","PA(46:3)+H",0,0,"12.6835222222222","12.9835222222222","1944","","PA(46:3)+H","839.6525","741.67559","12.6835222222222","12.9835222222222","1944"
"","PA(46:4)+H",0,0,"12.1038722222222","12.4038722222222","2763","","PA(46:4)+H",0,0,"12.1038722222222","12.4038722222222","2763","","PA(46:4)+H",0,0,"12.1038722222222","12.4038722222222","2763","","PA(46:4)+H",0,0,"12.1038722222222","12.4038722222222","2763","","PA(46:4)+H",0,0,"12.1038722222222","12.4038722222222","2763","","PA(46:4)+H","837.6368","739.65989","12.1038722222222","12.4038722222222","2763"
"","PA(46:4)+H",0,0,"12.4755893939394","12.7755893939394","12069","","PA(46:4)+H",0,0,"12.4755893939394","12.7755893939394","12069","","PA(46:4)+H",0,0,"12.4755893939394","12.7755893939394","12069","","PA(46:4)+H",0,0,"12.4755893939394","12.7755893939394","12069","","PA(46:4)+H",0,0,"12.4755893939394","12.7755893939394","12069","","PA(46:4)+H","837.6368","739.65989","12.4755893939394","12.7755893939394","12069"
"","PA(46:5)+H",0,0,"11.5389708333333","11.8389708333333","6880","","PA(46:5)+H",0,0,"11.5389708333333","11.8389708333333","6880","","PA(46:5)+H",0,0,"11.5389708333333","11.8389708333333","6880","","PA(46:5)+H",0,0,"11.5389708333333","11.8389708333333","6880","","PA(46:5)+H",0,0,"11.5389708333333","11.8389708333333","6880","","PA(46:5)+H","835.6212","737.64429","11.5389708333333","11.8389708333333","6880"
"","PA(47:0)+H",0,0,"14.6692833333333","14.9692833333333","12042","","PA(47:0)+H",0,0,"14.6692833333333","14.9692833333333","12042","","PA(47:0)+H",0,0,"14.6692833333333","14.9692833333333","12042","","PA(47:0)+H",0,0,"14.6692833333333","14.9692833333333","12042","","PA(47:0)+H",0,0,"14.6692833333333","14.9692833333333","12042","","PA(47:0)+H","859.7151","761.73819","14.6692833333333","14.9692833333333","12042"
"","PA(47:1)+H",0,0,"14.1496847222222","14.4496847222222","4409","","PA(47:1)+H",0,0,"14.1496847222222","14.4496847222222","4409","","PA(47:1)+H",0,0,"14.1496847222222","14.4496847222222","4409","","PA(47:1)+H",0,0,"14.1496847222222","14.4496847222222","4409","","PA(47:1)+H",0,0,"14.1496847222222","14.4496847222222","4409","","PA(47:1)+H","857.6995","759.72259","14.1496847222222","14.4496847222222","4409"
"","PA(47:2)+H",0,0,"13.6513791666667","13.9513791666667","18419","","PA(47:2)+H",0,0,"13.6513791666667","13.9513791666667","18419","","PA(47:2)+H",0,0,"13.6513791666667","13.9513791666667","18419","","PA(47:2)+H",0,0,"13.6513791666667","13.9513791666667","18419","","PA(47:2)+H",0,0,"13.6513791666667","13.9513791666667","18419","","PA(47:2)+H","855.6838","757.70689","13.6513791666667","13.9513791666667","18419"
"","PA(47:3)+H",0,0,"13.0707791666667","13.3707791666667","8408","","PA(47:3)+H",0,0,"13.0707791666667","13.3707791666667","8408","","PA(47:3)+H",0,0,"13.0707791666667","13.3707791666667","8408","","PA(47:3)+H",0,0,"13.0707791666667","13.3707791666667","8408","","PA(47:3)+H",0,0,"13.0707791666667","13.3707791666667","8408","","PA(47:3)+H","853.6682","755.69129","13.0707791666667","13.3707791666667","8408"
"","PA(48:0)+H",0,0,"14.918625","15.218625","4155","","PA(48:0)+H",0,0,"14.918625","15.218625","4155","","PA(48:0)+H",0,0,"14.918625","15.218625","4155","","PA(48:0)+H",0,0,"14.918625","15.218625","4155","","PA(48:0)+H",0,0,"14.918625","15.218625","4155","","PA(48:0)+H","873.7307","775.75379","14.918625","15.218625","4155"
"","PA(48:1)+H",0,0,"14.4251138888889","14.7251138888889","2684","","PA(48:1)+H",0,0,"14.4251138888889","14.7251138888889","2684","","PA(48:1)+H",0,0,"14.4251138888889","14.7251138888889","2684","","PA(48:1)+H",0,0,"14.4251138888889","14.7251138888889","2684","","PA(48:1)+H",0,0,"14.4251138888889","14.7251138888889","2684","","PA(48:1)+H","871.7151","773.73819","14.4251138888889","14.7251138888889","2684"
"","PA(48:2)+H",0,0,"13.8415402777778","14.1415402777778","1860","","PA(48:2)+H",0,0,"13.8415402777778","14.1415402777778","1860","","PA(48:2)+H",0,0,"13.8415402777778","14.1415402777778","1860","","PA(48:2)+H",0,0,"13.8415402777778","14.1415402777778","1860","","PA(48:2)+H",0,0,"13.8415402777778","14.1415402777778","1860","","PA(48:2)+H","869.6994","771.72249","13.8415402777778","14.1415402777778","1860"
"","PA(48:2)+H",0,0,"0.419768181818182","0.719768181818182","12481","","PA(48:2)+H",0,0,"0.419768181818182","0.719768181818182","12481","","PA(48:2)+H",0,0,"0.419768181818182","0.719768181818182","12481","","PA(48:2)+H",0,0,"0.419768181818182","0.719768181818182","12481","","PA(48:2)+H",0,0,"0.419768181818182","0.719768181818182","12481","","PA(48:2)+H","869.6994","771.72249","0.419768181818182","0.719768181818182","12481"
"","PA(48:2)+H",0,0,"13.9612472222222","14.2612472222222","15200","","PA(48:2)+H",0,0,"13.9612472222222","14.2612472222222","15200","","PA(48:2)+H",0,0,"13.9612472222222","14.2612472222222","15200","","PA(48:2)+H",0,0,"13.9612472222222","14.2612472222222","15200","","PA(48:2)+H",0,0,"13.9612472222222","14.2612472222222","15200","","PA(48:2)+H","869.6994","771.72249","13.9612472222222","14.2612472222222","15200"
"","PA(48:3)+H",0,0,"13.3318611111111","13.6318611111111","1446","","PA(48:3)+H",0,0,"13.3318611111111","13.6318611111111","1446","","PA(48:3)+H",0,0,"13.3318611111111","13.6318611111111","1446","","PA(48:3)+H",0,0,"13.3318611111111","13.6318611111111","1446","","PA(48:3)+H",0,0,"13.3318611111111","13.6318611111111","1446","","PA(48:3)+H","867.6838","769.70689","13.3318611111111","13.6318611111111","1446"
"","PA(48:3)+H",0,0,"13.4939787878788","13.7939787878788","17855","","PA(48:3)+H",0,0,"13.4939787878788","13.7939787878788","17855","","PA(48:3)+H",0,0,"13.4939787878788","13.7939787878788","17855","","PA(48:3)+H",0,0,"13.4939787878788","13.7939787878788","17855","","PA(48:3)+H",0,0,"13.4939787878788","13.7939787878788","17855","","PA(48:3)+H","867.6838","769.70689","13.4939787878788","13.7939787878788","17855"
"","PA(48:4)+H",0,0,"12.7874333333333","13.0874333333333","1901","","PA(48:4)+H",0,0,"12.7874333333333","13.0874333333333","1901","","PA(48:4)+H",0,0,"12.7874333333333","13.0874333333333","1901","","PA(48:4)+H",0,0,"12.7874333333333","13.0874333333333","1901","","PA(48:4)+H",0,0,"12.7874333333333","13.0874333333333","1901","","PA(48:4)+H","865.6681","767.69119","12.7874333333333","13.0874333333333","1901"
