"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","Plasmanyl-PS","[M+H]+","MH-PC","RT_min","RT_max","Comment","RT at Max Intensity","Plasmanyl-PS","[M+H]+","MH-PC","RT_min","RT_max","Comment","Number of Scans","Plasmanyl-PS","[M+H]+","MH-PC","RT_min","RT_max","Comment","Max Intensity","Plasmanyl-PS","[M+H]+","MH-PC","RT_min","RT_max","Comment","Average m/z","Plasmanyl-PS","[M+H]+","MH-PC","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","Plasmanyl-PS","[M+H]+","MH-PC","RT_min","RT_max","Comment"
"","Plasmanyl-PS(38:2)+H",0,0,"4.12052916666667","4.42052916666667","3104","","Plasmanyl-PS(38:2)+H",0,0,"4.12052916666667","4.42052916666667","3104","","Plasmanyl-PS(38:2)+H",0,0,"4.12052916666667","4.42052916666667","3104","","Plasmanyl-PS(38:2)+H",0,0,"4.12052916666667","4.42052916666667","3104","","Plasmanyl-PS(38:2)+H",0,0,"4.12052916666667","4.42052916666667","3104","","Plasmanyl-PS(38:2)+H","802.59572","617.58677","4.12052916666667","4.42052916666667","3104"
"","Plasmanyl-PS(38:2)+H",0,0,"4.40779305555556","4.70779305555556","4948","","Plasmanyl-PS(38:2)+H",0,0,"4.40779305555556","4.70779305555556","4948","","Plasmanyl-PS(38:2)+H",0,0,"4.40779305555556","4.70779305555556","4948","","Plasmanyl-PS(38:2)+H",0,0,"4.40779305555556","4.70779305555556","4948","","Plasmanyl-PS(38:2)+H",0,0,"4.40779305555556","4.70779305555556","4948","","Plasmanyl-PS(38:2)+H","802.59572","617.58677","4.40779305555556","4.70779305555556","4948"
"","Plasmanyl-PS(38:2)+H",0,0,"4.12585277777778","4.42585277777778","12860","","Plasmanyl-PS(38:2)+H",0,0,"4.12585277777778","4.42585277777778","12860","","Plasmanyl-PS(38:2)+H",0,0,"4.12585277777778","4.42585277777778","12860","","Plasmanyl-PS(38:2)+H",0,0,"4.12585277777778","4.42585277777778","12860","","Plasmanyl-PS(38:2)+H",0,0,"4.12585277777778","4.42585277777778","12860","","Plasmanyl-PS(38:2)+H","802.59572","617.58677","4.12585277777778","4.42585277777778","12860"
"","Plasmanyl-PS(38:3)+H",0,0,"5.43967777777778","5.73967777777778","3279","","Plasmanyl-PS(38:3)+H",0,0,"5.43967777777778","5.73967777777778","3279","","Plasmanyl-PS(38:3)+H",0,0,"5.43967777777778","5.73967777777778","3279","","Plasmanyl-PS(38:3)+H",0,0,"5.43967777777778","5.73967777777778","3279","","Plasmanyl-PS(38:3)+H",0,0,"5.43967777777778","5.73967777777778","3279","","Plasmanyl-PS(38:3)+H","800.58012","615.57117","5.43967777777778","5.73967777777778","3279"
"","Plasmanyl-PS(38:3)+H",0,0,"3.63204027777778","3.93204027777778","7037","","Plasmanyl-PS(38:3)+H",0,0,"3.63204027777778","3.93204027777778","7037","","Plasmanyl-PS(38:3)+H",0,0,"3.63204027777778","3.93204027777778","7037","","Plasmanyl-PS(38:3)+H",0,0,"3.63204027777778","3.93204027777778","7037","","Plasmanyl-PS(38:3)+H",0,0,"3.63204027777778","3.93204027777778","7037","","Plasmanyl-PS(38:3)+H","800.58012","615.57117","3.63204027777778","3.93204027777778","7037"
"","Plasmanyl-PS(38:3)+H",0,0,"4.10396527777778","4.40396527777778","7410","","Plasmanyl-PS(38:3)+H",0,0,"4.10396527777778","4.40396527777778","7410","","Plasmanyl-PS(38:3)+H",0,0,"4.10396527777778","4.40396527777778","7410","","Plasmanyl-PS(38:3)+H",0,0,"4.10396527777778","4.40396527777778","7410","","Plasmanyl-PS(38:3)+H",0,0,"4.10396527777778","4.40396527777778","7410","","Plasmanyl-PS(38:3)+H","800.58012","615.57117","4.10396527777778","4.40396527777778","7410"
"","Plasmanyl-PS(38:3)+H",0,0,"3.32310972222222","3.62310972222222","14702","","Plasmanyl-PS(38:3)+H",0,0,"3.32310972222222","3.62310972222222","14702","","Plasmanyl-PS(38:3)+H",0,0,"3.32310972222222","3.62310972222222","14702","","Plasmanyl-PS(38:3)+H",0,0,"3.32310972222222","3.62310972222222","14702","","Plasmanyl-PS(38:3)+H",0,0,"3.32310972222222","3.62310972222222","14702","","Plasmanyl-PS(38:3)+H","800.58012","615.57117","3.32310972222222","3.62310972222222","14702"
"","Plasmanyl-PS(38:3)+H",0,0,"5.83374444444444","6.13374444444444","18887","","Plasmanyl-PS(38:3)+H",0,0,"5.83374444444444","6.13374444444444","18887","","Plasmanyl-PS(38:3)+H",0,0,"5.83374444444444","6.13374444444444","18887","","Plasmanyl-PS(38:3)+H",0,0,"5.83374444444444","6.13374444444444","18887","","Plasmanyl-PS(38:3)+H",0,0,"5.83374444444444","6.13374444444444","18887","","Plasmanyl-PS(38:3)+H","800.58012","615.57117","5.83374444444444","6.13374444444444","18887"
"","Plasmanyl-PS(38:4)+H",1,0,"4.89671944444444","5.19671944444444","424","","Plasmanyl-PS(38:4)+H",5.006868,0,"4.89671944444444","5.19671944444444","424","","Plasmanyl-PS(38:4)+H",2,0,"4.89671944444444","5.19671944444444","424","","Plasmanyl-PS(38:4)+H",355770,0,"4.89671944444444","5.19671944444444","424","","Plasmanyl-PS(38:4)+H",798.566,0,"4.89671944444444","5.19671944444444","424","","Plasmanyl-PS(38:4)+H","798.56442","613.55547","4.89671944444444","5.19671944444444","424"
"","Plasmanyl-PS(38:4)+H",0,0,"3.84327222222222","4.14327222222222","3759","","Plasmanyl-PS(38:4)+H",0,0,"3.84327222222222","4.14327222222222","3759","","Plasmanyl-PS(38:4)+H",0,0,"3.84327222222222","4.14327222222222","3759","","Plasmanyl-PS(38:4)+H",0,0,"3.84327222222222","4.14327222222222","3759","","Plasmanyl-PS(38:4)+H",0,0,"3.84327222222222","4.14327222222222","3759","","Plasmanyl-PS(38:4)+H","798.56442","613.55547","3.84327222222222","4.14327222222222","3759"
"","Plasmanyl-PS(38:4)+H",0,0,"3.42625277777778","3.72625277777778","4937","","Plasmanyl-PS(38:4)+H",0,0,"3.42625277777778","3.72625277777778","4937","","Plasmanyl-PS(38:4)+H",0,0,"3.42625277777778","3.72625277777778","4937","","Plasmanyl-PS(38:4)+H",0,0,"3.42625277777778","3.72625277777778","4937","","Plasmanyl-PS(38:4)+H",0,0,"3.42625277777778","3.72625277777778","4937","","Plasmanyl-PS(38:4)+H","798.56442","613.55547","3.42625277777778","3.72625277777778","4937"
"","Plasmanyl-PS(38:4)+H",0,0,"3.09943333333333","3.39943333333333","5420","","Plasmanyl-PS(38:4)+H",0,0,"3.09943333333333","3.39943333333333","5420","","Plasmanyl-PS(38:4)+H",0,0,"3.09943333333333","3.39943333333333","5420","","Plasmanyl-PS(38:4)+H",0,0,"3.09943333333333","3.39943333333333","5420","","Plasmanyl-PS(38:4)+H",0,0,"3.09943333333333","3.39943333333333","5420","","Plasmanyl-PS(38:4)+H","798.56442","613.55547","3.09943333333333","3.39943333333333","5420"
"","Plasmanyl-PS(38:4)+H",0,0,"4.28418333333333","4.58418333333333","5760","","Plasmanyl-PS(38:4)+H",0,0,"4.28418333333333","4.58418333333333","5760","","Plasmanyl-PS(38:4)+H",0,0,"4.28418333333333","4.58418333333333","5760","","Plasmanyl-PS(38:4)+H",0,0,"4.28418333333333","4.58418333333333","5760","","Plasmanyl-PS(38:4)+H",0,0,"4.28418333333333","4.58418333333333","5760","","Plasmanyl-PS(38:4)+H","798.56442","613.55547","4.28418333333333","4.58418333333333","5760"
"","Plasmanyl-PS(38:5)+H",0,0,"2.63831944444444","2.93831944444444","6882","","Plasmanyl-PS(38:5)+H",0,0,"2.63831944444444","2.93831944444444","6882","","Plasmanyl-PS(38:5)+H",0,0,"2.63831944444444","2.93831944444444","6882","","Plasmanyl-PS(38:5)+H",0,0,"2.63831944444444","2.93831944444444","6882","","Plasmanyl-PS(38:5)+H",0,0,"2.63831944444444","2.93831944444444","6882","","Plasmanyl-PS(38:5)+H","796.54882","611.53987","2.63831944444444","2.93831944444444","6882"
"","Plasmanyl-PS(38:5)+H",0,0,"5.08153636363636","5.38153636363636","9347","","Plasmanyl-PS(38:5)+H",0,0,"5.08153636363636","5.38153636363636","9347","","Plasmanyl-PS(38:5)+H",0,0,"5.08153636363636","5.38153636363636","9347","","Plasmanyl-PS(38:5)+H",0,0,"5.08153636363636","5.38153636363636","9347","","Plasmanyl-PS(38:5)+H",0,0,"5.08153636363636","5.38153636363636","9347","","Plasmanyl-PS(38:5)+H","796.54882","611.53987","5.08153636363636","5.38153636363636","9347"
"","Plasmanyl-PS(39:0)+H",0,0,"9.18499722222222","9.48499722222222","1759","","Plasmanyl-PS(39:0)+H",0,0,"9.18499722222222","9.48499722222222","1759","","Plasmanyl-PS(39:0)+H",0,0,"9.18499722222222","9.48499722222222","1759","","Plasmanyl-PS(39:0)+H",0,0,"9.18499722222222","9.48499722222222","1759","","Plasmanyl-PS(39:0)+H",0,0,"9.18499722222222","9.48499722222222","1759","","Plasmanyl-PS(39:0)+H","820.64272","635.63377","9.18499722222222","9.48499722222222","1759"
"","Plasmanyl-PS(40:0)+H",0,0,"9.19317878787879","9.49317878787879","3095","","Plasmanyl-PS(40:0)+H",0,0,"9.19317878787879","9.49317878787879","3095","","Plasmanyl-PS(40:0)+H",0,0,"9.19317878787879","9.49317878787879","3095","","Plasmanyl-PS(40:0)+H",0,0,"9.19317878787879","9.49317878787879","3095","","Plasmanyl-PS(40:0)+H",0,0,"9.19317878787879","9.49317878787879","3095","","Plasmanyl-PS(40:0)+H","834.65832","649.64937","9.19317878787879","9.49317878787879","3095"
"","Plasmanyl-PS(40:0)+H",0,0,"9.20111527777778","9.50111527777778","17195","","Plasmanyl-PS(40:0)+H",0,0,"9.20111527777778","9.50111527777778","17195","","Plasmanyl-PS(40:0)+H",0,0,"9.20111527777778","9.50111527777778","17195","","Plasmanyl-PS(40:0)+H",0,0,"9.20111527777778","9.50111527777778","17195","","Plasmanyl-PS(40:0)+H",0,0,"9.20111527777778","9.50111527777778","17195","","Plasmanyl-PS(40:0)+H","834.65832","649.64937","9.20111527777778","9.50111527777778","17195"
"","Plasmanyl-PS(40:3)+H",1,0,"7.28486944444444","7.58486944444444","996","","Plasmanyl-PS(40:3)+H",7.465267,0,"7.28486944444444","7.58486944444444","996","","Plasmanyl-PS(40:3)+H",1,0,"7.28486944444444","7.58486944444444","996","","Plasmanyl-PS(40:3)+H",170996.9,0,"7.28486944444444","7.58486944444444","996","","Plasmanyl-PS(40:3)+H",828.6122,0,"7.28486944444444","7.58486944444444","996","","Plasmanyl-PS(40:3)+H","828.61142","643.60247","7.28486944444444","7.58486944444444","996"
"","Plasmanyl-PS(40:3)+H",0,0,"4.95514305555556","5.25514305555556","2824","","Plasmanyl-PS(40:3)+H",0,0,"4.95514305555556","5.25514305555556","2824","","Plasmanyl-PS(40:3)+H",0,0,"4.95514305555556","5.25514305555556","2824","","Plasmanyl-PS(40:3)+H",0,0,"4.95514305555556","5.25514305555556","2824","","Plasmanyl-PS(40:3)+H",0,0,"4.95514305555556","5.25514305555556","2824","","Plasmanyl-PS(40:3)+H","828.61142","643.60247","4.95514305555556","5.25514305555556","2824"
"","Plasmanyl-PS(40:3)+H",0,0,"5.44522424242424","5.74522424242424","10621","","Plasmanyl-PS(40:3)+H",0,0,"5.44522424242424","5.74522424242424","10621","","Plasmanyl-PS(40:3)+H",0,0,"5.44522424242424","5.74522424242424","10621","","Plasmanyl-PS(40:3)+H",0,0,"5.44522424242424","5.74522424242424","10621","","Plasmanyl-PS(40:3)+H",0,0,"5.44522424242424","5.74522424242424","10621","","Plasmanyl-PS(40:3)+H","828.61142","643.60247","5.44522424242424","5.74522424242424","10621"
"","Plasmanyl-PS(40:3)+H",0,0,"5.47937222222222","5.77937222222222","17520","","Plasmanyl-PS(40:3)+H",0,0,"5.47937222222222","5.77937222222222","17520","","Plasmanyl-PS(40:3)+H",0,0,"5.47937222222222","5.77937222222222","17520","","Plasmanyl-PS(40:3)+H",0,0,"5.47937222222222","5.77937222222222","17520","","Plasmanyl-PS(40:3)+H",0,0,"5.47937222222222","5.77937222222222","17520","","Plasmanyl-PS(40:3)+H","828.61142","643.60247","5.47937222222222","5.77937222222222","17520"
"","Plasmanyl-PS(40:4)+H",0,0,"4.8403375","5.1403375","2200","","Plasmanyl-PS(40:4)+H",0,0,"4.8403375","5.1403375","2200","","Plasmanyl-PS(40:4)+H",0,0,"4.8403375","5.1403375","2200","","Plasmanyl-PS(40:4)+H",0,0,"4.8403375","5.1403375","2200","","Plasmanyl-PS(40:4)+H",0,0,"4.8403375","5.1403375","2200","","Plasmanyl-PS(40:4)+H","826.59572","641.58677","4.8403375","5.1403375","2200"
"","Plasmanyl-PS(40:4)+H",0,0,"6.15288888888889","6.45288888888889","2392","","Plasmanyl-PS(40:4)+H",0,0,"6.15288888888889","6.45288888888889","2392","","Plasmanyl-PS(40:4)+H",0,0,"6.15288888888889","6.45288888888889","2392","","Plasmanyl-PS(40:4)+H",0,0,"6.15288888888889","6.45288888888889","2392","","Plasmanyl-PS(40:4)+H",0,0,"6.15288888888889","6.45288888888889","2392","","Plasmanyl-PS(40:4)+H","826.59572","641.58677","6.15288888888889","6.45288888888889","2392"
"","Plasmanyl-PS(40:4)+H",0,0,"5.60048055555555","5.90048055555555","2976","","Plasmanyl-PS(40:4)+H",0,0,"5.60048055555555","5.90048055555555","2976","","Plasmanyl-PS(40:4)+H",0,0,"5.60048055555555","5.90048055555555","2976","","Plasmanyl-PS(40:4)+H",0,0,"5.60048055555555","5.90048055555555","2976","","Plasmanyl-PS(40:4)+H",0,0,"5.60048055555555","5.90048055555555","2976","","Plasmanyl-PS(40:4)+H","826.59572","641.58677","5.60048055555555","5.90048055555555","2976"
"","Plasmanyl-PS(40:4)+H",0,0,"4.33299444444444","4.63299444444444","6897","","Plasmanyl-PS(40:4)+H",0,0,"4.33299444444444","4.63299444444444","6897","","Plasmanyl-PS(40:4)+H",0,0,"4.33299444444444","4.63299444444444","6897","","Plasmanyl-PS(40:4)+H",0,0,"4.33299444444444","4.63299444444444","6897","","Plasmanyl-PS(40:4)+H",0,0,"4.33299444444444","4.63299444444444","6897","","Plasmanyl-PS(40:4)+H","826.59572","641.58677","4.33299444444444","4.63299444444444","6897"
"","Plasmanyl-PS(40:4)+H",0,0,"5.07220555555556","5.37220555555556","14305","","Plasmanyl-PS(40:4)+H",0,0,"5.07220555555556","5.37220555555556","14305","","Plasmanyl-PS(40:4)+H",0,0,"5.07220555555556","5.37220555555556","14305","","Plasmanyl-PS(40:4)+H",0,0,"5.07220555555556","5.37220555555556","14305","","Plasmanyl-PS(40:4)+H",0,0,"5.07220555555556","5.37220555555556","14305","","Plasmanyl-PS(40:4)+H","826.59572","641.58677","5.07220555555556","5.37220555555556","14305"
"","Plasmanyl-PS(40:5)+H",0,0,"4.9516","5.2516","2033","","Plasmanyl-PS(40:5)+H",0,0,"4.9516","5.2516","2033","","Plasmanyl-PS(40:5)+H",0,0,"4.9516","5.2516","2033","","Plasmanyl-PS(40:5)+H",0,0,"4.9516","5.2516","2033","","Plasmanyl-PS(40:5)+H",0,0,"4.9516","5.2516","2033","","Plasmanyl-PS(40:5)+H","824.58012","639.57117","4.9516","5.2516","2033"
"","Plasmanyl-PS(40:5)+H",0,0,"5.38813472222222","5.68813472222222","3456","","Plasmanyl-PS(40:5)+H",0,0,"5.38813472222222","5.68813472222222","3456","","Plasmanyl-PS(40:5)+H",0,0,"5.38813472222222","5.68813472222222","3456","","Plasmanyl-PS(40:5)+H",0,0,"5.38813472222222","5.68813472222222","3456","","Plasmanyl-PS(40:5)+H",0,0,"5.38813472222222","5.68813472222222","3456","","Plasmanyl-PS(40:5)+H","824.58012","639.57117","5.38813472222222","5.68813472222222","3456"
"","Plasmanyl-PS(40:5)+H",0,0,"4.10132083333333","4.40132083333333","6007","","Plasmanyl-PS(40:5)+H",0,0,"4.10132083333333","4.40132083333333","6007","","Plasmanyl-PS(40:5)+H",0,0,"4.10132083333333","4.40132083333333","6007","","Plasmanyl-PS(40:5)+H",0,0,"4.10132083333333","4.40132083333333","6007","","Plasmanyl-PS(40:5)+H",0,0,"4.10132083333333","4.40132083333333","6007","","Plasmanyl-PS(40:5)+H","824.58012","639.57117","4.10132083333333","4.40132083333333","6007"
"","Plasmanyl-PS(40:5)+H",0,0,"3.35120555555556","3.65120555555556","14000","","Plasmanyl-PS(40:5)+H",0,0,"3.35120555555556","3.65120555555556","14000","","Plasmanyl-PS(40:5)+H",0,0,"3.35120555555556","3.65120555555556","14000","","Plasmanyl-PS(40:5)+H",0,0,"3.35120555555556","3.65120555555556","14000","","Plasmanyl-PS(40:5)+H",0,0,"3.35120555555556","3.65120555555556","14000","","Plasmanyl-PS(40:5)+H","824.58012","639.57117","3.35120555555556","3.65120555555556","14000"
"","Plasmanyl-PS(40:5)+H",0,0,"3.88472638888889","4.18472638888889","18235","","Plasmanyl-PS(40:5)+H",0,0,"3.88472638888889","4.18472638888889","18235","","Plasmanyl-PS(40:5)+H",0,0,"3.88472638888889","4.18472638888889","18235","","Plasmanyl-PS(40:5)+H",0,0,"3.88472638888889","4.18472638888889","18235","","Plasmanyl-PS(40:5)+H",0,0,"3.88472638888889","4.18472638888889","18235","","Plasmanyl-PS(40:5)+H","824.58012","639.57117","3.88472638888889","4.18472638888889","18235"
"","Plasmanyl-PS(40:6)+H",0,0,"4.53785277777778","4.83785277777778","4463","","Plasmanyl-PS(40:6)+H",0,0,"4.53785277777778","4.83785277777778","4463","","Plasmanyl-PS(40:6)+H",0,0,"4.53785277777778","4.83785277777778","4463","","Plasmanyl-PS(40:6)+H",0,0,"4.53785277777778","4.83785277777778","4463","","Plasmanyl-PS(40:6)+H",0,0,"4.53785277777778","4.83785277777778","4463","","Plasmanyl-PS(40:6)+H","822.56442","637.55547","4.53785277777778","4.83785277777778","4463"
"","Plasmanyl-PS(40:6)+H",0,0,"4.877425","5.177425","5501","","Plasmanyl-PS(40:6)+H",0,0,"4.877425","5.177425","5501","","Plasmanyl-PS(40:6)+H",0,0,"4.877425","5.177425","5501","","Plasmanyl-PS(40:6)+H",0,0,"4.877425","5.177425","5501","","Plasmanyl-PS(40:6)+H",0,0,"4.877425","5.177425","5501","","Plasmanyl-PS(40:6)+H","822.56442","637.55547","4.877425","5.177425","5501"
"","Plasmanyl-PS(40:6)+H",0,0,"3.08639027777778","3.38639027777778","6937","","Plasmanyl-PS(40:6)+H",0,0,"3.08639027777778","3.38639027777778","6937","","Plasmanyl-PS(40:6)+H",0,0,"3.08639027777778","3.38639027777778","6937","","Plasmanyl-PS(40:6)+H",0,0,"3.08639027777778","3.38639027777778","6937","","Plasmanyl-PS(40:6)+H",0,0,"3.08639027777778","3.38639027777778","6937","","Plasmanyl-PS(40:6)+H","822.56442","637.55547","3.08639027777778","3.38639027777778","6937"
"","Plasmanyl-PS(40:6)+H",0,0,"3.66438472222222","3.96438472222222","7119","","Plasmanyl-PS(40:6)+H",0,0,"3.66438472222222","3.96438472222222","7119","","Plasmanyl-PS(40:6)+H",0,0,"3.66438472222222","3.96438472222222","7119","","Plasmanyl-PS(40:6)+H",0,0,"3.66438472222222","3.96438472222222","7119","","Plasmanyl-PS(40:6)+H",0,0,"3.66438472222222","3.96438472222222","7119","","Plasmanyl-PS(40:6)+H","822.56442","637.55547","3.66438472222222","3.96438472222222","7119"
"","Plasmanyl-PS(40:6)+H",0,0,"5.19026666666667","5.49026666666667","8412","","Plasmanyl-PS(40:6)+H",0,0,"5.19026666666667","5.49026666666667","8412","","Plasmanyl-PS(40:6)+H",0,0,"5.19026666666667","5.49026666666667","8412","","Plasmanyl-PS(40:6)+H",0,0,"5.19026666666667","5.49026666666667","8412","","Plasmanyl-PS(40:6)+H",0,0,"5.19026666666667","5.49026666666667","8412","","Plasmanyl-PS(40:6)+H","822.56442","637.55547","5.19026666666667","5.49026666666667","8412"
"","Plasmanyl-PS(40:6)+H",0,0,"3.69199166666667","3.99199166666667","13592","","Plasmanyl-PS(40:6)+H",0,0,"3.69199166666667","3.99199166666667","13592","","Plasmanyl-PS(40:6)+H",0,0,"3.69199166666667","3.99199166666667","13592","","Plasmanyl-PS(40:6)+H",0,0,"3.69199166666667","3.99199166666667","13592","","Plasmanyl-PS(40:6)+H",0,0,"3.69199166666667","3.99199166666667","13592","","Plasmanyl-PS(40:6)+H","822.56442","637.55547","3.69199166666667","3.99199166666667","13592"
"","Plasmanyl-PS(40:6)+H",0,0,"5.19859027777778","5.49859027777778","13803","","Plasmanyl-PS(40:6)+H",0,0,"5.19859027777778","5.49859027777778","13803","","Plasmanyl-PS(40:6)+H",0,0,"5.19859027777778","5.49859027777778","13803","","Plasmanyl-PS(40:6)+H",0,0,"5.19859027777778","5.49859027777778","13803","","Plasmanyl-PS(40:6)+H",0,0,"5.19859027777778","5.49859027777778","13803","","Plasmanyl-PS(40:6)+H","822.56442","637.55547","5.19859027777778","5.49859027777778","13803"
"","Plasmanyl-PS(40:6)+H",0,0,"4.92135972222222","5.22135972222222","15390","","Plasmanyl-PS(40:6)+H",0,0,"4.92135972222222","5.22135972222222","15390","","Plasmanyl-PS(40:6)+H",0,0,"4.92135972222222","5.22135972222222","15390","","Plasmanyl-PS(40:6)+H",0,0,"4.92135972222222","5.22135972222222","15390","","Plasmanyl-PS(40:6)+H",0,0,"4.92135972222222","5.22135972222222","15390","","Plasmanyl-PS(40:6)+H","822.56442","637.55547","4.92135972222222","5.22135972222222","15390"
"","Plasmanyl-PS(40:6)+H",0,0,"3.31961805555556","3.61961805555556","16893","","Plasmanyl-PS(40:6)+H",0,0,"3.31961805555556","3.61961805555556","16893","","Plasmanyl-PS(40:6)+H",0,0,"3.31961805555556","3.61961805555556","16893","","Plasmanyl-PS(40:6)+H",0,0,"3.31961805555556","3.61961805555556","16893","","Plasmanyl-PS(40:6)+H",0,0,"3.31961805555556","3.61961805555556","16893","","Plasmanyl-PS(40:6)+H","822.56442","637.55547","3.31961805555556","3.61961805555556","16893"
"","Plasmanyl-PS(42:0)+H",0,0,"11.0358569444444","11.3358569444444","7546","","Plasmanyl-PS(42:0)+H",0,0,"11.0358569444444","11.3358569444444","7546","","Plasmanyl-PS(42:0)+H",0,0,"11.0358569444444","11.3358569444444","7546","","Plasmanyl-PS(42:0)+H",0,0,"11.0358569444444","11.3358569444444","7546","","Plasmanyl-PS(42:0)+H",0,0,"11.0358569444444","11.3358569444444","7546","","Plasmanyl-PS(42:0)+H","862.68962","677.68067","11.0358569444444","11.3358569444444","7546"
"","Plasmanyl-PS(42:0)+H",0,0,"11.3090888888889","11.6090888888889","7568","","Plasmanyl-PS(42:0)+H",0,0,"11.3090888888889","11.6090888888889","7568","","Plasmanyl-PS(42:0)+H",0,0,"11.3090888888889","11.6090888888889","7568","","Plasmanyl-PS(42:0)+H",0,0,"11.3090888888889","11.6090888888889","7568","","Plasmanyl-PS(42:0)+H",0,0,"11.3090888888889","11.6090888888889","7568","","Plasmanyl-PS(42:0)+H","862.68962","677.68067","11.3090888888889","11.6090888888889","7568"
"","Plasmanyl-PS(42:0)+H",0,0,"11.1348569444444","11.4348569444444","16897","","Plasmanyl-PS(42:0)+H",0,0,"11.1348569444444","11.4348569444444","16897","","Plasmanyl-PS(42:0)+H",0,0,"11.1348569444444","11.4348569444444","16897","","Plasmanyl-PS(42:0)+H",0,0,"11.1348569444444","11.4348569444444","16897","","Plasmanyl-PS(42:0)+H",0,0,"11.1348569444444","11.4348569444444","16897","","Plasmanyl-PS(42:0)+H","862.68962","677.68067","11.1348569444444","11.4348569444444","16897"
"","Plasmanyl-PS(42:1)+H",0,0,"9.9108183333333","10.2108183333333","15403","","Plasmanyl-PS(42:1)+H",0,0,"9.9108183333333","10.2108183333333","15403","","Plasmanyl-PS(42:1)+H",0,0,"9.9108183333333","10.2108183333333","15403","","Plasmanyl-PS(42:1)+H",0,0,"9.9108183333333","10.2108183333333","15403","","Plasmanyl-PS(42:1)+H",0,0,"9.9108183333333","10.2108183333333","15403","","Plasmanyl-PS(42:1)+H","860.67402","675.66507","9.9108183333333","10.2108183333333","15403"
"","Plasmanyl-PS(42:3)+H",0,0,"8.39007638888889","8.69007638888889","1144","","Plasmanyl-PS(42:3)+H",0,0,"8.39007638888889","8.69007638888889","1144","","Plasmanyl-PS(42:3)+H",0,0,"8.39007638888889","8.69007638888889","1144","","Plasmanyl-PS(42:3)+H",0,0,"8.39007638888889","8.69007638888889","1144","","Plasmanyl-PS(42:3)+H",0,0,"8.39007638888889","8.69007638888889","1144","","Plasmanyl-PS(42:3)+H","856.64272","671.63377","8.39007638888889","8.69007638888889","1144"
"","Plasmanyl-PS(42:4)+H",0,0,"7.37157222222222","7.67157222222222","2030","","Plasmanyl-PS(42:4)+H",0,0,"7.37157222222222","7.67157222222222","2030","","Plasmanyl-PS(42:4)+H",0,0,"7.37157222222222","7.67157222222222","2030","","Plasmanyl-PS(42:4)+H",0,0,"7.37157222222222","7.67157222222222","2030","","Plasmanyl-PS(42:4)+H",0,0,"7.37157222222222","7.67157222222222","2030","","Plasmanyl-PS(42:4)+H","854.62702","669.61807","7.37157222222222","7.67157222222222","2030"
"","Plasmanyl-PS(42:4)+H",0,0,"5.00195","5.30195","7165","","Plasmanyl-PS(42:4)+H",0,0,"5.00195","5.30195","7165","","Plasmanyl-PS(42:4)+H",0,0,"5.00195","5.30195","7165","","Plasmanyl-PS(42:4)+H",0,0,"5.00195","5.30195","7165","","Plasmanyl-PS(42:4)+H",0,0,"5.00195","5.30195","7165","","Plasmanyl-PS(42:4)+H","854.62702","669.61807","5.00195","5.30195","7165"
"","Plasmanyl-PS(42:5)+H",0,0,"4.85873611111111","5.15873611111111","14708","","Plasmanyl-PS(42:5)+H",0,0,"4.85873611111111","5.15873611111111","14708","","Plasmanyl-PS(42:5)+H",0,0,"4.85873611111111","5.15873611111111","14708","","Plasmanyl-PS(42:5)+H",0,0,"4.85873611111111","5.15873611111111","14708","","Plasmanyl-PS(42:5)+H",0,0,"4.85873611111111","5.15873611111111","14708","","Plasmanyl-PS(42:5)+H","852.61142","667.60247","4.85873611111111","5.15873611111111","14708"
"","Plasmanyl-PS(42:6)+H",0,0,"5.00715277777778","5.30715277777778","3523","","Plasmanyl-PS(42:6)+H",0,0,"5.00715277777778","5.30715277777778","3523","","Plasmanyl-PS(42:6)+H",0,0,"5.00715277777778","5.30715277777778","3523","","Plasmanyl-PS(42:6)+H",0,0,"5.00715277777778","5.30715277777778","3523","","Plasmanyl-PS(42:6)+H",0,0,"5.00715277777778","5.30715277777778","3523","","Plasmanyl-PS(42:6)+H","850.59572","665.58677","5.00715277777778","5.30715277777778","3523"
"","Plasmanyl-PS(42:6)+H",0,0,"4.11489305555556","4.41489305555556","7684","","Plasmanyl-PS(42:6)+H",0,0,"4.11489305555556","4.41489305555556","7684","","Plasmanyl-PS(42:6)+H",0,0,"4.11489305555556","4.41489305555556","7684","","Plasmanyl-PS(42:6)+H",0,0,"4.11489305555556","4.41489305555556","7684","","Plasmanyl-PS(42:6)+H",0,0,"4.11489305555556","4.41489305555556","7684","","Plasmanyl-PS(42:6)+H","850.59572","665.58677","4.11489305555556","4.41489305555556","7684"
"","Plasmanyl-PS(42:6)+H",0,0,"4.72343472222222","5.02343472222222","12291","","Plasmanyl-PS(42:6)+H",0,0,"4.72343472222222","5.02343472222222","12291","","Plasmanyl-PS(42:6)+H",0,0,"4.72343472222222","5.02343472222222","12291","","Plasmanyl-PS(42:6)+H",0,0,"4.72343472222222","5.02343472222222","12291","","Plasmanyl-PS(42:6)+H",0,0,"4.72343472222222","5.02343472222222","12291","","Plasmanyl-PS(42:6)+H","850.59572","665.58677","4.72343472222222","5.02343472222222","12291"
