"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","Plasmenyl-PS","[M+H]+","MH-head","RT_min","RT_max","Comment","RT at Max Intensity","Plasmenyl-PS","[M+H]+","MH-head","RT_min","RT_max","Comment","Number of Scans","Plasmenyl-PS","[M+H]+","MH-head","RT_min","RT_max","Comment","Max Intensity","Plasmenyl-PS","[M+H]+","MH-head","RT_min","RT_max","Comment","Average m/z","Plasmenyl-PS","[M+H]+","MH-head","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","Plasmenyl-PS","[M+H]+","MH-head","RT_min","RT_max","Comment"
"","Plasmenyl-PS(36:1)+H",0,0,"5.33678333333333","5.63678333333333","17206","","Plasmenyl-PS(36:1)+H",0,0,"5.33678333333333","5.63678333333333","17206","","Plasmenyl-PS(36:1)+H",0,0,"5.33678333333333","5.63678333333333","17206","","Plasmenyl-PS(36:1)+H",0,0,"5.33678333333333","5.63678333333333","17206","","Plasmenyl-PS(36:1)+H",0,0,"5.33678333333333","5.63678333333333","17206","","Plasmenyl-PS(36:1)+H","774.56443","589.55548","5.33678333333333","5.63678333333333","17206"
"","Plasmenyl-PS(36:2)+H",0,0,"4.90192222222222","5.20192222222222","778","","Plasmenyl-PS(36:2)+H",0,0,"4.90192222222222","5.20192222222222","778","","Plasmenyl-PS(36:2)+H",0,0,"4.90192222222222","5.20192222222222","778","","Plasmenyl-PS(36:2)+H",0,0,"4.90192222222222","5.20192222222222","778","","Plasmenyl-PS(36:2)+H",0,0,"4.90192222222222","5.20192222222222","778","","Plasmenyl-PS(36:2)+H","772.54873","587.53978","4.90192222222222","5.20192222222222","778"
"","Plasmenyl-PS(36:2)+H",0,0,"4.55881212121212","4.85881212121212","5700","","Plasmenyl-PS(36:2)+H",0,0,"4.55881212121212","4.85881212121212","5700","","Plasmenyl-PS(36:2)+H",0,0,"4.55881212121212","4.85881212121212","5700","","Plasmenyl-PS(36:2)+H",0,0,"4.55881212121212","4.85881212121212","5700","","Plasmenyl-PS(36:2)+H",0,0,"4.55881212121212","4.85881212121212","5700","","Plasmenyl-PS(36:2)+H","772.54873","587.53978","4.55881212121212","4.85881212121212","5700"
"","Plasmenyl-PS(36:2)+H",0,0,"4.11522916666667","4.41522916666667","8914","","Plasmenyl-PS(36:2)+H",0,0,"4.11522916666667","4.41522916666667","8914","","Plasmenyl-PS(36:2)+H",0,0,"4.11522916666667","4.41522916666667","8914","","Plasmenyl-PS(36:2)+H",0,0,"4.11522916666667","4.41522916666667","8914","","Plasmenyl-PS(36:2)+H",0,0,"4.11522916666667","4.41522916666667","8914","","Plasmenyl-PS(36:2)+H","772.54873","587.53978","4.11522916666667","4.41522916666667","8914"
"","Plasmenyl-PS(36:2)+H",0,0,"2.99686363636364","3.29686363636364","11064","","Plasmenyl-PS(36:2)+H",0,0,"2.99686363636364","3.29686363636364","11064","","Plasmenyl-PS(36:2)+H",0,0,"2.99686363636364","3.29686363636364","11064","","Plasmenyl-PS(36:2)+H",0,0,"2.99686363636364","3.29686363636364","11064","","Plasmenyl-PS(36:2)+H",0,0,"2.99686363636364","3.29686363636364","11064","","Plasmenyl-PS(36:2)+H","772.54873","587.53978","2.99686363636364","3.29686363636364","11064"
"","Plasmenyl-PS(36:2)+H",0,0,"4.55763333333333","4.85763333333333","13213","","Plasmenyl-PS(36:2)+H",0,0,"4.55763333333333","4.85763333333333","13213","","Plasmenyl-PS(36:2)+H",0,0,"4.55763333333333","4.85763333333333","13213","","Plasmenyl-PS(36:2)+H",0,0,"4.55763333333333","4.85763333333333","13213","","Plasmenyl-PS(36:2)+H",0,0,"4.55763333333333","4.85763333333333","13213","","Plasmenyl-PS(36:2)+H","772.54873","587.53978","4.55763333333333","4.85763333333333","13213"
"","Plasmenyl-PS(36:3)+H",0,0,"4.99114722222222","5.29114722222222","13206","","Plasmenyl-PS(36:3)+H",0,0,"4.99114722222222","5.29114722222222","13206","","Plasmenyl-PS(36:3)+H",0,0,"4.99114722222222","5.29114722222222","13206","","Plasmenyl-PS(36:3)+H",0,0,"4.99114722222222","5.29114722222222","13206","","Plasmenyl-PS(36:3)+H",0,0,"4.99114722222222","5.29114722222222","13206","","Plasmenyl-PS(36:3)+H","770.53313","585.52418","4.99114722222222","5.29114722222222","13206"
"","Plasmenyl-PS(37:1)+H",0,0,"5.73617916666667","6.03617916666667","9611","","Plasmenyl-PS(37:1)+H",0,0,"5.73617916666667","6.03617916666667","9611","","Plasmenyl-PS(37:1)+H",0,0,"5.73617916666667","6.03617916666667","9611","","Plasmenyl-PS(37:1)+H",0,0,"5.73617916666667","6.03617916666667","9611","","Plasmenyl-PS(37:1)+H",0,0,"5.73617916666667","6.03617916666667","9611","","Plasmenyl-PS(37:1)+H","788.58013","603.57118","5.73617916666667","6.03617916666667","9611"
"","Plasmenyl-PS(38:0)+H",0,0,"7.25400972222222","7.55400972222222","2607","","Plasmenyl-PS(38:0)+H",0,0,"7.25400972222222","7.55400972222222","2607","","Plasmenyl-PS(38:0)+H",0,0,"7.25400972222222","7.55400972222222","2607","","Plasmenyl-PS(38:0)+H",0,0,"7.25400972222222","7.55400972222222","2607","","Plasmenyl-PS(38:0)+H",0,0,"7.25400972222222","7.55400972222222","2607","","Plasmenyl-PS(38:0)+H","804.61133","619.60238","7.25400972222222","7.55400972222222","2607"
"","Plasmenyl-PS(38:0)+H",0,0,"7.95514305555555","8.25514305555555","18411","","Plasmenyl-PS(38:0)+H",0,0,"7.95514305555555","8.25514305555555","18411","","Plasmenyl-PS(38:0)+H",0,0,"7.95514305555555","8.25514305555555","18411","","Plasmenyl-PS(38:0)+H",0,0,"7.95514305555555","8.25514305555555","18411","","Plasmenyl-PS(38:0)+H",0,0,"7.95514305555555","8.25514305555555","18411","","Plasmenyl-PS(38:0)+H","804.61133","619.60238","7.95514305555555","8.25514305555555","18411"
"","Plasmenyl-PS(38:1)+H",0,0,"6.33237361111111","6.63237361111111","1954","","Plasmenyl-PS(38:1)+H",0,0,"6.33237361111111","6.63237361111111","1954","","Plasmenyl-PS(38:1)+H",0,0,"6.33237361111111","6.63237361111111","1954","","Plasmenyl-PS(38:1)+H",0,0,"6.33237361111111","6.63237361111111","1954","","Plasmenyl-PS(38:1)+H",0,0,"6.33237361111111","6.63237361111111","1954","","Plasmenyl-PS(38:1)+H","802.59573","617.58678","6.33237361111111","6.63237361111111","1954"
"","Plasmenyl-PS(38:1)+H",0,0,"4.12052916666667","4.42052916666667","3104","","Plasmenyl-PS(38:1)+H",0,0,"4.12052916666667","4.42052916666667","3104","","Plasmenyl-PS(38:1)+H",0,0,"4.12052916666667","4.42052916666667","3104","","Plasmenyl-PS(38:1)+H",0,0,"4.12052916666667","4.42052916666667","3104","","Plasmenyl-PS(38:1)+H",0,0,"4.12052916666667","4.42052916666667","3104","","Plasmenyl-PS(38:1)+H","802.59573","617.58678","4.12052916666667","4.42052916666667","3104"
"","Plasmenyl-PS(38:1)+H",0,0,"4.40779305555556","4.70779305555556","4948","","Plasmenyl-PS(38:1)+H",0,0,"4.40779305555556","4.70779305555556","4948","","Plasmenyl-PS(38:1)+H",0,0,"4.40779305555556","4.70779305555556","4948","","Plasmenyl-PS(38:1)+H",0,0,"4.40779305555556","4.70779305555556","4948","","Plasmenyl-PS(38:1)+H",0,0,"4.40779305555556","4.70779305555556","4948","","Plasmenyl-PS(38:1)+H","802.59573","617.58678","4.40779305555556","4.70779305555556","4948"
"","Plasmenyl-PS(38:1)+H",0,0,"4.12585277777778","4.42585277777778","12860","","Plasmenyl-PS(38:1)+H",0,0,"4.12585277777778","4.42585277777778","12860","","Plasmenyl-PS(38:1)+H",0,0,"4.12585277777778","4.42585277777778","12860","","Plasmenyl-PS(38:1)+H",0,0,"4.12585277777778","4.42585277777778","12860","","Plasmenyl-PS(38:1)+H",0,0,"4.12585277777778","4.42585277777778","12860","","Plasmenyl-PS(38:1)+H","802.59573","617.58678","4.12585277777778","4.42585277777778","12860"
"","Plasmenyl-PS(38:2)+H",0,0,"5.43967777777778","5.73967777777778","3279","","Plasmenyl-PS(38:2)+H",0,0,"5.43967777777778","5.73967777777778","3279","","Plasmenyl-PS(38:2)+H",0,0,"5.43967777777778","5.73967777777778","3279","","Plasmenyl-PS(38:2)+H",0,0,"5.43967777777778","5.73967777777778","3279","","Plasmenyl-PS(38:2)+H",0,0,"5.43967777777778","5.73967777777778","3279","","Plasmenyl-PS(38:2)+H","800.58003","615.57108","5.43967777777778","5.73967777777778","3279"
"","Plasmenyl-PS(38:2)+H",0,0,"3.63204027777778","3.93204027777778","7037","","Plasmenyl-PS(38:2)+H",0,0,"3.63204027777778","3.93204027777778","7037","","Plasmenyl-PS(38:2)+H",0,0,"3.63204027777778","3.93204027777778","7037","","Plasmenyl-PS(38:2)+H",0,0,"3.63204027777778","3.93204027777778","7037","","Plasmenyl-PS(38:2)+H",0,0,"3.63204027777778","3.93204027777778","7037","","Plasmenyl-PS(38:2)+H","800.58003","615.57108","3.63204027777778","3.93204027777778","7037"
"","Plasmenyl-PS(38:2)+H",0,0,"4.10396527777778","4.40396527777778","7410","","Plasmenyl-PS(38:2)+H",0,0,"4.10396527777778","4.40396527777778","7410","","Plasmenyl-PS(38:2)+H",0,0,"4.10396527777778","4.40396527777778","7410","","Plasmenyl-PS(38:2)+H",0,0,"4.10396527777778","4.40396527777778","7410","","Plasmenyl-PS(38:2)+H",0,0,"4.10396527777778","4.40396527777778","7410","","Plasmenyl-PS(38:2)+H","800.58003","615.57108","4.10396527777778","4.40396527777778","7410"
"","Plasmenyl-PS(38:2)+H",0,0,"3.32310972222222","3.62310972222222","14702","","Plasmenyl-PS(38:2)+H",0,0,"3.32310972222222","3.62310972222222","14702","","Plasmenyl-PS(38:2)+H",0,0,"3.32310972222222","3.62310972222222","14702","","Plasmenyl-PS(38:2)+H",0,0,"3.32310972222222","3.62310972222222","14702","","Plasmenyl-PS(38:2)+H",0,0,"3.32310972222222","3.62310972222222","14702","","Plasmenyl-PS(38:2)+H","800.58003","615.57108","3.32310972222222","3.62310972222222","14702"
"","Plasmenyl-PS(38:2)+H",0,0,"5.83374444444444","6.13374444444444","18887","","Plasmenyl-PS(38:2)+H",0,0,"5.83374444444444","6.13374444444444","18887","","Plasmenyl-PS(38:2)+H",0,0,"5.83374444444444","6.13374444444444","18887","","Plasmenyl-PS(38:2)+H",0,0,"5.83374444444444","6.13374444444444","18887","","Plasmenyl-PS(38:2)+H",0,0,"5.83374444444444","6.13374444444444","18887","","Plasmenyl-PS(38:2)+H","800.58003","615.57108","5.83374444444444","6.13374444444444","18887"
"","Plasmenyl-PS(38:3)+H",1,0,"4.89671944444444","5.19671944444444","424","","Plasmenyl-PS(38:3)+H",5.006868,0,"4.89671944444444","5.19671944444444","424","","Plasmenyl-PS(38:3)+H",2,0,"4.89671944444444","5.19671944444444","424","","Plasmenyl-PS(38:3)+H",355770,0,"4.89671944444444","5.19671944444444","424","","Plasmenyl-PS(38:3)+H",798.566,0,"4.89671944444444","5.19671944444444","424","","Plasmenyl-PS(38:3)+H","798.56443","613.55548","4.89671944444444","5.19671944444444","424"
"","Plasmenyl-PS(38:3)+H",0,0,"3.84327222222222","4.14327222222222","3759","","Plasmenyl-PS(38:3)+H",0,0,"3.84327222222222","4.14327222222222","3759","","Plasmenyl-PS(38:3)+H",0,0,"3.84327222222222","4.14327222222222","3759","","Plasmenyl-PS(38:3)+H",0,0,"3.84327222222222","4.14327222222222","3759","","Plasmenyl-PS(38:3)+H",0,0,"3.84327222222222","4.14327222222222","3759","","Plasmenyl-PS(38:3)+H","798.56443","613.55548","3.84327222222222","4.14327222222222","3759"
"","Plasmenyl-PS(38:3)+H",0,0,"3.42625277777778","3.72625277777778","4937","","Plasmenyl-PS(38:3)+H",0,0,"3.42625277777778","3.72625277777778","4937","","Plasmenyl-PS(38:3)+H",0,0,"3.42625277777778","3.72625277777778","4937","","Plasmenyl-PS(38:3)+H",0,0,"3.42625277777778","3.72625277777778","4937","","Plasmenyl-PS(38:3)+H",0,0,"3.42625277777778","3.72625277777778","4937","","Plasmenyl-PS(38:3)+H","798.56443","613.55548","3.42625277777778","3.72625277777778","4937"
"","Plasmenyl-PS(38:3)+H",0,0,"3.09943333333333","3.39943333333333","5420","","Plasmenyl-PS(38:3)+H",0,0,"3.09943333333333","3.39943333333333","5420","","Plasmenyl-PS(38:3)+H",0,0,"3.09943333333333","3.39943333333333","5420","","Plasmenyl-PS(38:3)+H",0,0,"3.09943333333333","3.39943333333333","5420","","Plasmenyl-PS(38:3)+H",0,0,"3.09943333333333","3.39943333333333","5420","","Plasmenyl-PS(38:3)+H","798.56443","613.55548","3.09943333333333","3.39943333333333","5420"
"","Plasmenyl-PS(38:3)+H",0,0,"4.28418333333333","4.58418333333333","5760","","Plasmenyl-PS(38:3)+H",0,0,"4.28418333333333","4.58418333333333","5760","","Plasmenyl-PS(38:3)+H",0,0,"4.28418333333333","4.58418333333333","5760","","Plasmenyl-PS(38:3)+H",0,0,"4.28418333333333","4.58418333333333","5760","","Plasmenyl-PS(38:3)+H",0,0,"4.28418333333333","4.58418333333333","5760","","Plasmenyl-PS(38:3)+H","798.56443","613.55548","4.28418333333333","4.58418333333333","5760"
"","Plasmenyl-PS(38:4)+H",0,0,"2.63831944444444","2.93831944444444","6882","","Plasmenyl-PS(38:4)+H",0,0,"2.63831944444444","2.93831944444444","6882","","Plasmenyl-PS(38:4)+H",0,0,"2.63831944444444","2.93831944444444","6882","","Plasmenyl-PS(38:4)+H",0,0,"2.63831944444444","2.93831944444444","6882","","Plasmenyl-PS(38:4)+H",0,0,"2.63831944444444","2.93831944444444","6882","","Plasmenyl-PS(38:4)+H","796.54873","611.53978","2.63831944444444","2.93831944444444","6882"
"","Plasmenyl-PS(38:4)+H",0,0,"5.08153636363636","5.38153636363636","9347","","Plasmenyl-PS(38:4)+H",0,0,"5.08153636363636","5.38153636363636","9347","","Plasmenyl-PS(38:4)+H",0,0,"5.08153636363636","5.38153636363636","9347","","Plasmenyl-PS(38:4)+H",0,0,"5.08153636363636","5.38153636363636","9347","","Plasmenyl-PS(38:4)+H",0,0,"5.08153636363636","5.38153636363636","9347","","Plasmenyl-PS(38:4)+H","796.54873","611.53978","5.08153636363636","5.38153636363636","9347"
"","Plasmenyl-PS(40:2)+H",1,0,"7.28486944444444","7.58486944444444","996","","Plasmenyl-PS(40:2)+H",7.465267,0,"7.28486944444444","7.58486944444444","996","","Plasmenyl-PS(40:2)+H",1,0,"7.28486944444444","7.58486944444444","996","","Plasmenyl-PS(40:2)+H",170996.9,0,"7.28486944444444","7.58486944444444","996","","Plasmenyl-PS(40:2)+H",828.6122,0,"7.28486944444444","7.58486944444444","996","","Plasmenyl-PS(40:2)+H","828.61143","643.60248","7.28486944444444","7.58486944444444","996"
"","Plasmenyl-PS(40:2)+H",0,0,"4.95514305555556","5.25514305555556","2824","","Plasmenyl-PS(40:2)+H",0,0,"4.95514305555556","5.25514305555556","2824","","Plasmenyl-PS(40:2)+H",0,0,"4.95514305555556","5.25514305555556","2824","","Plasmenyl-PS(40:2)+H",0,0,"4.95514305555556","5.25514305555556","2824","","Plasmenyl-PS(40:2)+H",0,0,"4.95514305555556","5.25514305555556","2824","","Plasmenyl-PS(40:2)+H","828.61143","643.60248","4.95514305555556","5.25514305555556","2824"
"","Plasmenyl-PS(40:2)+H",0,0,"5.44522424242424","5.74522424242424","10621","","Plasmenyl-PS(40:2)+H",0,0,"5.44522424242424","5.74522424242424","10621","","Plasmenyl-PS(40:2)+H",0,0,"5.44522424242424","5.74522424242424","10621","","Plasmenyl-PS(40:2)+H",0,0,"5.44522424242424","5.74522424242424","10621","","Plasmenyl-PS(40:2)+H",0,0,"5.44522424242424","5.74522424242424","10621","","Plasmenyl-PS(40:2)+H","828.61143","643.60248","5.44522424242424","5.74522424242424","10621"
"","Plasmenyl-PS(40:2)+H",0,0,"5.47937222222222","5.77937222222222","17520","","Plasmenyl-PS(40:2)+H",0,0,"5.47937222222222","5.77937222222222","17520","","Plasmenyl-PS(40:2)+H",0,0,"5.47937222222222","5.77937222222222","17520","","Plasmenyl-PS(40:2)+H",0,0,"5.47937222222222","5.77937222222222","17520","","Plasmenyl-PS(40:2)+H",0,0,"5.47937222222222","5.77937222222222","17520","","Plasmenyl-PS(40:2)+H","828.61143","643.60248","5.47937222222222","5.77937222222222","17520"
"","Plasmenyl-PS(40:3)+H",0,0,"4.8403375","5.1403375","2200","","Plasmenyl-PS(40:3)+H",0,0,"4.8403375","5.1403375","2200","","Plasmenyl-PS(40:3)+H",0,0,"4.8403375","5.1403375","2200","","Plasmenyl-PS(40:3)+H",0,0,"4.8403375","5.1403375","2200","","Plasmenyl-PS(40:3)+H",0,0,"4.8403375","5.1403375","2200","","Plasmenyl-PS(40:3)+H","826.59573","641.58678","4.8403375","5.1403375","2200"
"","Plasmenyl-PS(40:3)+H",0,0,"6.15288888888889","6.45288888888889","2392","","Plasmenyl-PS(40:3)+H",0,0,"6.15288888888889","6.45288888888889","2392","","Plasmenyl-PS(40:3)+H",0,0,"6.15288888888889","6.45288888888889","2392","","Plasmenyl-PS(40:3)+H",0,0,"6.15288888888889","6.45288888888889","2392","","Plasmenyl-PS(40:3)+H",0,0,"6.15288888888889","6.45288888888889","2392","","Plasmenyl-PS(40:3)+H","826.59573","641.58678","6.15288888888889","6.45288888888889","2392"
"","Plasmenyl-PS(40:3)+H",0,0,"5.60048055555555","5.90048055555555","2976","","Plasmenyl-PS(40:3)+H",0,0,"5.60048055555555","5.90048055555555","2976","","Plasmenyl-PS(40:3)+H",0,0,"5.60048055555555","5.90048055555555","2976","","Plasmenyl-PS(40:3)+H",0,0,"5.60048055555555","5.90048055555555","2976","","Plasmenyl-PS(40:3)+H",0,0,"5.60048055555555","5.90048055555555","2976","","Plasmenyl-PS(40:3)+H","826.59573","641.58678","5.60048055555555","5.90048055555555","2976"
"","Plasmenyl-PS(40:3)+H",0,0,"4.33299444444444","4.63299444444444","6897","","Plasmenyl-PS(40:3)+H",0,0,"4.33299444444444","4.63299444444444","6897","","Plasmenyl-PS(40:3)+H",0,0,"4.33299444444444","4.63299444444444","6897","","Plasmenyl-PS(40:3)+H",0,0,"4.33299444444444","4.63299444444444","6897","","Plasmenyl-PS(40:3)+H",0,0,"4.33299444444444","4.63299444444444","6897","","Plasmenyl-PS(40:3)+H","826.59573","641.58678","4.33299444444444","4.63299444444444","6897"
"","Plasmenyl-PS(40:3)+H",0,0,"5.07220555555556","5.37220555555556","14305","","Plasmenyl-PS(40:3)+H",0,0,"5.07220555555556","5.37220555555556","14305","","Plasmenyl-PS(40:3)+H",0,0,"5.07220555555556","5.37220555555556","14305","","Plasmenyl-PS(40:3)+H",0,0,"5.07220555555556","5.37220555555556","14305","","Plasmenyl-PS(40:3)+H",0,0,"5.07220555555556","5.37220555555556","14305","","Plasmenyl-PS(40:3)+H","826.59573","641.58678","5.07220555555556","5.37220555555556","14305"
"","Plasmenyl-PS(40:4)+H",0,0,"4.9516","5.2516","2033","","Plasmenyl-PS(40:4)+H",0,0,"4.9516","5.2516","2033","","Plasmenyl-PS(40:4)+H",0,0,"4.9516","5.2516","2033","","Plasmenyl-PS(40:4)+H",0,0,"4.9516","5.2516","2033","","Plasmenyl-PS(40:4)+H",0,0,"4.9516","5.2516","2033","","Plasmenyl-PS(40:4)+H","824.58003","639.57108","4.9516","5.2516","2033"
"","Plasmenyl-PS(40:4)+H",0,0,"5.38813472222222","5.68813472222222","3456","","Plasmenyl-PS(40:4)+H",0,0,"5.38813472222222","5.68813472222222","3456","","Plasmenyl-PS(40:4)+H",0,0,"5.38813472222222","5.68813472222222","3456","","Plasmenyl-PS(40:4)+H",0,0,"5.38813472222222","5.68813472222222","3456","","Plasmenyl-PS(40:4)+H",0,0,"5.38813472222222","5.68813472222222","3456","","Plasmenyl-PS(40:4)+H","824.58003","639.57108","5.38813472222222","5.68813472222222","3456"
"","Plasmenyl-PS(40:4)+H",0,0,"4.10132083333333","4.40132083333333","6007","","Plasmenyl-PS(40:4)+H",0,0,"4.10132083333333","4.40132083333333","6007","","Plasmenyl-PS(40:4)+H",0,0,"4.10132083333333","4.40132083333333","6007","","Plasmenyl-PS(40:4)+H",0,0,"4.10132083333333","4.40132083333333","6007","","Plasmenyl-PS(40:4)+H",0,0,"4.10132083333333","4.40132083333333","6007","","Plasmenyl-PS(40:4)+H","824.58003","639.57108","4.10132083333333","4.40132083333333","6007"
"","Plasmenyl-PS(40:4)+H",0,0,"3.35120555555556","3.65120555555556","14000","","Plasmenyl-PS(40:4)+H",0,0,"3.35120555555556","3.65120555555556","14000","","Plasmenyl-PS(40:4)+H",0,0,"3.35120555555556","3.65120555555556","14000","","Plasmenyl-PS(40:4)+H",0,0,"3.35120555555556","3.65120555555556","14000","","Plasmenyl-PS(40:4)+H",0,0,"3.35120555555556","3.65120555555556","14000","","Plasmenyl-PS(40:4)+H","824.58003","639.57108","3.35120555555556","3.65120555555556","14000"
"","Plasmenyl-PS(40:4)+H",0,0,"3.88472638888889","4.18472638888889","18235","","Plasmenyl-PS(40:4)+H",0,0,"3.88472638888889","4.18472638888889","18235","","Plasmenyl-PS(40:4)+H",0,0,"3.88472638888889","4.18472638888889","18235","","Plasmenyl-PS(40:4)+H",0,0,"3.88472638888889","4.18472638888889","18235","","Plasmenyl-PS(40:4)+H",0,0,"3.88472638888889","4.18472638888889","18235","","Plasmenyl-PS(40:4)+H","824.58003","639.57108","3.88472638888889","4.18472638888889","18235"
"","Plasmenyl-PS(40:5)+H",0,0,"4.53785277777778","4.83785277777778","4463","","Plasmenyl-PS(40:5)+H",0,0,"4.53785277777778","4.83785277777778","4463","","Plasmenyl-PS(40:5)+H",0,0,"4.53785277777778","4.83785277777778","4463","","Plasmenyl-PS(40:5)+H",0,0,"4.53785277777778","4.83785277777778","4463","","Plasmenyl-PS(40:5)+H",0,0,"4.53785277777778","4.83785277777778","4463","","Plasmenyl-PS(40:5)+H","822.56443","637.55548","4.53785277777778","4.83785277777778","4463"
"","Plasmenyl-PS(40:5)+H",0,0,"4.877425","5.177425","5501","","Plasmenyl-PS(40:5)+H",0,0,"4.877425","5.177425","5501","","Plasmenyl-PS(40:5)+H",0,0,"4.877425","5.177425","5501","","Plasmenyl-PS(40:5)+H",0,0,"4.877425","5.177425","5501","","Plasmenyl-PS(40:5)+H",0,0,"4.877425","5.177425","5501","","Plasmenyl-PS(40:5)+H","822.56443","637.55548","4.877425","5.177425","5501"
"","Plasmenyl-PS(40:5)+H",0,0,"3.08639027777778","3.38639027777778","6937","","Plasmenyl-PS(40:5)+H",0,0,"3.08639027777778","3.38639027777778","6937","","Plasmenyl-PS(40:5)+H",0,0,"3.08639027777778","3.38639027777778","6937","","Plasmenyl-PS(40:5)+H",0,0,"3.08639027777778","3.38639027777778","6937","","Plasmenyl-PS(40:5)+H",0,0,"3.08639027777778","3.38639027777778","6937","","Plasmenyl-PS(40:5)+H","822.56443","637.55548","3.08639027777778","3.38639027777778","6937"
"","Plasmenyl-PS(40:5)+H",0,0,"3.66438472222222","3.96438472222222","7119","","Plasmenyl-PS(40:5)+H",0,0,"3.66438472222222","3.96438472222222","7119","","Plasmenyl-PS(40:5)+H",0,0,"3.66438472222222","3.96438472222222","7119","","Plasmenyl-PS(40:5)+H",0,0,"3.66438472222222","3.96438472222222","7119","","Plasmenyl-PS(40:5)+H",0,0,"3.66438472222222","3.96438472222222","7119","","Plasmenyl-PS(40:5)+H","822.56443","637.55548","3.66438472222222","3.96438472222222","7119"
"","Plasmenyl-PS(40:5)+H",0,0,"5.19026666666667","5.49026666666667","8412","","Plasmenyl-PS(40:5)+H",0,0,"5.19026666666667","5.49026666666667","8412","","Plasmenyl-PS(40:5)+H",0,0,"5.19026666666667","5.49026666666667","8412","","Plasmenyl-PS(40:5)+H",0,0,"5.19026666666667","5.49026666666667","8412","","Plasmenyl-PS(40:5)+H",0,0,"5.19026666666667","5.49026666666667","8412","","Plasmenyl-PS(40:5)+H","822.56443","637.55548","5.19026666666667","5.49026666666667","8412"
"","Plasmenyl-PS(40:5)+H",0,0,"3.69199166666667","3.99199166666667","13592","","Plasmenyl-PS(40:5)+H",0,0,"3.69199166666667","3.99199166666667","13592","","Plasmenyl-PS(40:5)+H",0,0,"3.69199166666667","3.99199166666667","13592","","Plasmenyl-PS(40:5)+H",0,0,"3.69199166666667","3.99199166666667","13592","","Plasmenyl-PS(40:5)+H",0,0,"3.69199166666667","3.99199166666667","13592","","Plasmenyl-PS(40:5)+H","822.56443","637.55548","3.69199166666667","3.99199166666667","13592"
"","Plasmenyl-PS(40:5)+H",0,0,"5.19859027777778","5.49859027777778","13803","","Plasmenyl-PS(40:5)+H",0,0,"5.19859027777778","5.49859027777778","13803","","Plasmenyl-PS(40:5)+H",0,0,"5.19859027777778","5.49859027777778","13803","","Plasmenyl-PS(40:5)+H",0,0,"5.19859027777778","5.49859027777778","13803","","Plasmenyl-PS(40:5)+H",0,0,"5.19859027777778","5.49859027777778","13803","","Plasmenyl-PS(40:5)+H","822.56443","637.55548","5.19859027777778","5.49859027777778","13803"
"","Plasmenyl-PS(40:5)+H",0,0,"4.92135972222222","5.22135972222222","15390","","Plasmenyl-PS(40:5)+H",0,0,"4.92135972222222","5.22135972222222","15390","","Plasmenyl-PS(40:5)+H",0,0,"4.92135972222222","5.22135972222222","15390","","Plasmenyl-PS(40:5)+H",0,0,"4.92135972222222","5.22135972222222","15390","","Plasmenyl-PS(40:5)+H",0,0,"4.92135972222222","5.22135972222222","15390","","Plasmenyl-PS(40:5)+H","822.56443","637.55548","4.92135972222222","5.22135972222222","15390"
"","Plasmenyl-PS(40:5)+H",0,0,"3.31961805555556","3.61961805555556","16893","","Plasmenyl-PS(40:5)+H",0,0,"3.31961805555556","3.61961805555556","16893","","Plasmenyl-PS(40:5)+H",0,0,"3.31961805555556","3.61961805555556","16893","","Plasmenyl-PS(40:5)+H",0,0,"3.31961805555556","3.61961805555556","16893","","Plasmenyl-PS(40:5)+H",0,0,"3.31961805555556","3.61961805555556","16893","","Plasmenyl-PS(40:5)+H","822.56443","637.55548","3.31961805555556","3.61961805555556","16893"
"","Plasmenyl-PS(40:6)+H",0,0,"4.90192222222222","5.20192222222222","2988","","Plasmenyl-PS(40:6)+H",0,0,"4.90192222222222","5.20192222222222","2988","","Plasmenyl-PS(40:6)+H",0,0,"4.90192222222222","5.20192222222222","2988","","Plasmenyl-PS(40:6)+H",0,0,"4.90192222222222","5.20192222222222","2988","","Plasmenyl-PS(40:6)+H",0,0,"4.90192222222222","5.20192222222222","2988","","Plasmenyl-PS(40:6)+H","820.54873","635.53978","4.90192222222222","5.20192222222222","2988"
"","Plasmenyl-PS(40:6)+H",0,0,"3.85658484848485","4.15658484848485","13925","","Plasmenyl-PS(40:6)+H",0,0,"3.85658484848485","4.15658484848485","13925","","Plasmenyl-PS(40:6)+H",0,0,"3.85658484848485","4.15658484848485","13925","","Plasmenyl-PS(40:6)+H",0,0,"3.85658484848485","4.15658484848485","13925","","Plasmenyl-PS(40:6)+H",0,0,"3.85658484848485","4.15658484848485","13925","","Plasmenyl-PS(40:6)+H","820.54873","635.53978","3.85658484848485","4.15658484848485","13925"
"","Plasmenyl-PS(42:0)+H",0,0,"9.9108183333333","10.2108183333333","15403","","Plasmenyl-PS(42:0)+H",0,0,"9.9108183333333","10.2108183333333","15403","","Plasmenyl-PS(42:0)+H",0,0,"9.9108183333333","10.2108183333333","15403","","Plasmenyl-PS(42:0)+H",0,0,"9.9108183333333","10.2108183333333","15403","","Plasmenyl-PS(42:0)+H",0,0,"9.9108183333333","10.2108183333333","15403","","Plasmenyl-PS(42:0)+H","860.67393","675.66498","9.9108183333333","10.2108183333333","15403"
