"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","SM","[M+H]+","MH-PC","MH-N(CH3)3","Mprev-C2H4O4P","Mprev-H2O","PC Head","CH2CHN(CH3)3","RT_min","RT_max","Comment","RT at Max Intensity","SM","[M+H]+","MH-PC","MH-N(CH3)3","Mprev-C2H4O4P","Mprev-H2O","PC Head","CH2CHN(CH3)3","RT_min","RT_max","Comment","Number of Scans","SM","[M+H]+","MH-PC","MH-N(CH3)3","Mprev-C2H4O4P","Mprev-H2O","PC Head","CH2CHN(CH3)3","RT_min","RT_max","Comment","Max Intensity","SM","[M+H]+","MH-PC","MH-N(CH3)3","Mprev-C2H4O4P","Mprev-H2O","PC Head","CH2CHN(CH3)3","RT_min","RT_max","Comment","Average m/z","SM","[M+H]+","MH-PC","MH-N(CH3)3","Mprev-C2H4O4P","Mprev-H2O","PC Head","CH2CHN(CH3)3","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","SM","[M+H]+","MH-PC","MH-N(CH3)3","Mprev-C2H4O4P","Mprev-H2O","PC Head","CH2CHN(CH3)3","RT_min","RT_max","Comment"
"","SM(33:1)+H",1,1,0,1,1,1,1,"5.27238055555555","5.57238055555555","136","","SM(33:1)+H",5.399017,5.399017,0,5.399017,5.399017,5.399017,5.399017,"5.27238055555555","5.57238055555555","136","","SM(33:1)+H",3,2,0,2,2,3,3,"5.27238055555555","5.57238055555555","136","","SM(33:1)+H",725645.1,4697.971,0,4697.971,10777.96,19943690,166718.2,"5.27238055555555","5.57238055555555","136","","SM(33:1)+H",689.560833333333,506.49445,0,506.49445,488.4837,184.0737,86.0966266666667,"5.27238055555555","5.57238055555555","136","","SM(33:1)+H","689.55927","506.49323","630.48573","506.49315","488.48257","184.07332","86.09648","5.27238055555555","5.57238055555555","136"
"","SM(33:1)+H",1,0,0,0,1,1,1,"5.01430606060606","5.31430606060606","483","","SM(33:1)+H",5.146398,0,0,0,5.146398,5.146398,5.146398,"5.01430606060606","5.31430606060606","483","","SM(33:1)+H",2,0,0,0,1,2,2,"5.01430606060606","5.31430606060606","483","","SM(33:1)+H",121263.2,0,0,0,1206.331,2743860,15883.48,"5.01430606060606","5.31430606060606","483","","SM(33:1)+H",689.5612,0,0,0,488.4843,184.07385,86.09668,"5.01430606060606","5.31430606060606","483","","SM(33:1)+H","689.55927","506.49323","630.48573","506.49315","488.48257","184.07332","86.09648","5.01430606060606","5.31430606060606","483"
"","SM(33:1)+H",1,0,0,0,1,1,1,"5.02984305555556","5.32984305555556","12660","","SM(33:1)+H",5.146398,0,0,0,5.146398,5.146398,5.146398,"5.02984305555556","5.32984305555556","12660","","SM(33:1)+H",2,0,0,0,1,2,2,"5.02984305555556","5.32984305555556","12660","","SM(33:1)+H",121263.2,0,0,0,1206.331,2743860,15883.48,"5.02984305555556","5.32984305555556","12660","","SM(33:1)+H",689.5612,0,0,0,488.4843,184.07385,86.09668,"5.02984305555556","5.32984305555556","12660","","SM(33:1)+H","689.55927","506.49323","630.48573","506.49315","488.48257","184.07332","86.09648","5.02984305555556","5.32984305555556","12660"
"","SM(33:2)+H",1,0,0,0,0,1,1,"4.06225606060606","4.36225606060606","2175","","SM(33:2)+H",4.237036,0,0,0,0,4.237036,4.237036,"4.06225606060606","4.36225606060606","2175","","SM(33:2)+H",1,0,0,0,0,1,1,"4.06225606060606","4.36225606060606","2175","","SM(33:2)+H",17327.66,0,0,0,0,409419.8,2751.76,"4.06225606060606","4.36225606060606","2175","","SM(33:2)+H",687.5446,0,0,0,0,184.0736,86.09654,"4.06225606060606","4.36225606060606","2175","","SM(33:2)+H","687.54357","504.47753","628.47003","504.47745","486.46687","184.07332","86.09648","4.06225606060606","4.36225606060606","2175"
"","SM(33:2)+H",0,0,0,0,0,0,0,"13.6275888888889","13.9275888888889","4683","","SM(33:2)+H",0,0,0,0,0,0,0,"13.6275888888889","13.9275888888889","4683","","SM(33:2)+H",0,0,0,0,0,0,0,"13.6275888888889","13.9275888888889","4683","","SM(33:2)+H",0,0,0,0,0,0,0,"13.6275888888889","13.9275888888889","4683","","SM(33:2)+H",0,0,0,0,0,0,0,"13.6275888888889","13.9275888888889","4683","","SM(33:2)+H","687.54357","504.47753","628.47003","504.47745","486.46687","184.07332","86.09648","13.6275888888889","13.9275888888889","4683"
"","SM(33:2)+H",0,0,0,0,0,0,0,"4.75365138888889","5.05365138888889","5003","","SM(33:2)+H",0,0,0,0,0,0,0,"4.75365138888889","5.05365138888889","5003","","SM(33:2)+H",0,0,0,0,0,0,0,"4.75365138888889","5.05365138888889","5003","","SM(33:2)+H",0,0,0,0,0,0,0,"4.75365138888889","5.05365138888889","5003","","SM(33:2)+H",0,0,0,0,0,0,0,"4.75365138888889","5.05365138888889","5003","","SM(33:2)+H","687.54357","504.47753","628.47003","504.47745","486.46687","184.07332","86.09648","4.75365138888889","5.05365138888889","5003"
"","SM(33:2)+H",0,0,0,0,0,0,0,"4.62353333333333","4.92353333333333","11709","","SM(33:2)+H",0,0,0,0,0,0,0,"4.62353333333333","4.92353333333333","11709","","SM(33:2)+H",0,0,0,0,0,0,0,"4.62353333333333","4.92353333333333","11709","","SM(33:2)+H",0,0,0,0,0,0,0,"4.62353333333333","4.92353333333333","11709","","SM(33:2)+H",0,0,0,0,0,0,0,"4.62353333333333","4.92353333333333","11709","","SM(33:2)+H","687.54357","504.47753","628.47003","504.47745","486.46687","184.07332","86.09648","4.62353333333333","4.92353333333333","11709"
"","SM(33:2)+H",1,0,0,0,0,1,1,"4.06957638888889","4.36957638888889","12757","","SM(33:2)+H",4.237036,0,0,0,0,4.237036,4.237036,"4.06957638888889","4.36957638888889","12757","","SM(33:2)+H",1,0,0,0,0,1,1,"4.06957638888889","4.36957638888889","12757","","SM(33:2)+H",17327.66,0,0,0,0,409419.8,2751.76,"4.06957638888889","4.36957638888889","12757","","SM(33:2)+H",687.5446,0,0,0,0,184.0736,86.09654,"4.06957638888889","4.36957638888889","12757","","SM(33:2)+H","687.54357","504.47753","628.47003","504.47745","486.46687","184.07332","86.09648","4.06957638888889","4.36957638888889","12757"
"","SM(33:2)+H",0,0,0,0,0,0,0,"4.88031527777778","5.18031527777778","13079","","SM(33:2)+H",0,0,0,0,0,0,0,"4.88031527777778","5.18031527777778","13079","","SM(33:2)+H",0,0,0,0,0,0,0,"4.88031527777778","5.18031527777778","13079","","SM(33:2)+H",0,0,0,0,0,0,0,"4.88031527777778","5.18031527777778","13079","","SM(33:2)+H",0,0,0,0,0,0,0,"4.88031527777778","5.18031527777778","13079","","SM(33:2)+H","687.54357","504.47753","628.47003","504.47745","486.46687","184.07332","86.09648","4.88031527777778","5.18031527777778","13079"
"","SM(33:5)+H",0,0,0,0,0,0,0,"2.05606818181818","2.35606818181818","7329","","SM(33:5)+H",0,0,0,0,0,0,0,"2.05606818181818","2.35606818181818","7329","","SM(33:5)+H",0,0,0,0,0,0,0,"2.05606818181818","2.35606818181818","7329","","SM(33:5)+H",0,0,0,0,0,0,0,"2.05606818181818","2.35606818181818","7329","","SM(33:5)+H",0,0,0,0,0,0,0,"2.05606818181818","2.35606818181818","7329","","SM(33:5)+H","681.49667","498.43063","622.42313","498.43055","480.41997","184.07332","86.09648","2.05606818181818","2.35606818181818","7329"
"","SM(34:0)+H",1,1,0,1,0,1,1,"6.44598611111111","6.74598611111111","195","","SM(34:0)+H",6.592217,6.592217,0,6.592217,0,6.592217,6.592217,"6.44598611111111","6.74598611111111","195","","SM(34:0)+H",2,2,0,2,0,2,2,"6.44598611111111","6.74598611111111","195","","SM(34:0)+H",677649.3,10207.82,0,10207.82,0,14689820,128726.2,"6.44598611111111","6.74598611111111","195","","SM(34:0)+H",705.5914,522.52535,0,522.52535,0,184.0735,86.09653,"6.44598611111111","6.74598611111111","195","","SM(34:0)+H","705.59047","522.52443","646.51693","522.52435","504.51377","184.07332","86.09648","6.44598611111111","6.74598611111111","195"
"","SM(34:1)+H",1,1,0,1,1,1,1,"5.93972638888889","6.23972638888889","12","","SM(34:1)+H",6.086508,6.086508,0,6.086508,6.086508,6.086508,6.086508,"5.93972638888889","6.23972638888889","12","","SM(34:1)+H",3,2,0,2,3,3,3,"5.93972638888889","6.23972638888889","12","","SM(34:1)+H",10788060,45559.75,0,45559.75,168524.1,344858500,3328110,"5.93972638888889","6.23972638888889","12","","SM(34:1)+H",703.5752,520.50885,0,520.50885,502.498633333333,184.0733,86.0964533333333,"5.93972638888889","6.23972638888889","12","","SM(34:1)+H","703.57487","520.50883","644.50133","520.50875","502.49817","184.07332","86.09648","5.93972638888889","6.23972638888889","12"
"","SM(34:1)+H",1,1,0,0,1,1,1,"5.73618055555555","6.03618055555555","12648","","SM(34:1)+H",5.959077,5.838773,0,0,5.838773,5.959077,5.959077,"5.73618055555555","6.03618055555555","12648","","SM(34:1)+H",2,1,0,0,2,2,2,"5.73618055555555","6.03618055555555","12648","","SM(34:1)+H",232404.4,4527.745,0,0,1227.409,5799747,40294.09,"5.73618055555555","6.03618055555555","12648","","SM(34:1)+H",703.5765,520.5114,0,0,502.49915,184.07375,86.096625,"5.73618055555555","6.03618055555555","12648","","SM(34:1)+H","703.57487","520.50883","644.50133","520.50875","502.49817","184.07332","86.09648","5.73618055555555","6.03618055555555","12648"
"","SM(34:2)+H",1,1,0,1,1,1,1,"4.88641666666667","5.18641666666667","70","","SM(34:2)+H",5.058272,5.058272,0,5.058272,5.058272,5.058272,5.058272,"4.88641666666667","5.18641666666667","70","","SM(34:2)+H",2,2,0,2,2,2,2,"4.88641666666667","5.18641666666667","70","","SM(34:2)+H",1655628,9491.274,0,9491.274,20435.75,53454610,508438.8,"4.88641666666667","5.18641666666667","70","","SM(34:2)+H",701.5598,518.4933,0,518.4933,500.4832,184.07335,86.096465,"4.88641666666667","5.18641666666667","70","","SM(34:2)+H","701.55917","518.49313","642.48563","518.49305","500.48247","184.07332","86.09648","4.88641666666667","5.18641666666667","70"
"","SM(34:3)+H",0,0,0,0,0,0,0,"5.07163472222222","5.37163472222222","3450","","SM(34:3)+H",0,0,0,0,0,0,0,"5.07163472222222","5.37163472222222","3450","","SM(34:3)+H",0,0,0,0,0,0,0,"5.07163472222222","5.37163472222222","3450","","SM(34:3)+H",0,0,0,0,0,0,0,"5.07163472222222","5.37163472222222","3450","","SM(34:3)+H",0,0,0,0,0,0,0,"5.07163472222222","5.37163472222222","3450","","SM(34:3)+H","699.54357","516.47753","640.47003","516.47745","498.46687","184.07332","86.09648","5.07163472222222","5.37163472222222","3450"
"","SM(34:3)+H",0,0,0,0,0,0,0,"3.65976111111111","3.95976111111111","4798","","SM(34:3)+H",0,0,0,0,0,0,0,"3.65976111111111","3.95976111111111","4798","","SM(34:3)+H",0,0,0,0,0,0,0,"3.65976111111111","3.95976111111111","4798","","SM(34:3)+H",0,0,0,0,0,0,0,"3.65976111111111","3.95976111111111","4798","","SM(34:3)+H",0,0,0,0,0,0,0,"3.65976111111111","3.95976111111111","4798","","SM(34:3)+H","699.54357","516.47753","640.47003","516.47745","498.46687","184.07332","86.09648","3.65976111111111","3.95976111111111","4798"
"","SM(34:3)+H",0,0,0,0,0,0,0,"4.08605606060606","4.38605606060606","13411","","SM(34:3)+H",0,0,0,0,0,0,0,"4.08605606060606","4.38605606060606","13411","","SM(34:3)+H",0,0,0,0,0,0,0,"4.08605606060606","4.38605606060606","13411","","SM(34:3)+H",0,0,0,0,0,0,0,"4.08605606060606","4.38605606060606","13411","","SM(34:3)+H",0,0,0,0,0,0,0,"4.08605606060606","4.38605606060606","13411","","SM(34:3)+H","699.54357","516.47753","640.47003","516.47745","498.46687","184.07332","86.09648","4.08605606060606","4.38605606060606","13411"
"","SM(34:4)+H",1,1,1,1,0,0,1,"4.54380694444444","4.84380694444444","901","","SM(34:4)+H",4.719749,4.719749,4.719749,4.719749,0,0,4.719749,"4.54380694444444","4.84380694444444","901","","SM(34:4)+H",1,1,1,1,0,0,1,"4.54380694444444","4.84380694444444","901","","SM(34:4)+H",320255.5,239922.4,373206.3,239922.4,0,0,70145.22,"4.54380694444444","4.84380694444444","901","","SM(34:4)+H",697.527,514.4608,638.4535,514.4608,0,0,86.09663,"4.54380694444444","4.84380694444444","901","","SM(34:4)+H","697.52787","514.46183","638.45433","514.46175","496.45117","184.07332","86.09648","4.54380694444444","4.84380694444444","901"
"","SM(34:4)+H",0,0,0,0,0,0,0,"4.89931944444445","5.19931944444445","3502","","SM(34:4)+H",0,0,0,0,0,0,0,"4.89931944444445","5.19931944444445","3502","","SM(34:4)+H",0,0,0,0,0,0,0,"4.89931944444445","5.19931944444445","3502","","SM(34:4)+H",0,0,0,0,0,0,0,"4.89931944444445","5.19931944444445","3502","","SM(34:4)+H",0,0,0,0,0,0,0,"4.89931944444445","5.19931944444445","3502","","SM(34:4)+H","697.52787","514.46183","638.45433","514.46175","496.45117","184.07332","86.09648","4.89931944444445","5.19931944444445","3502"
"","SM(34:4)+H",1,1,1,1,0,0,1,"4.65375166666667","4.95375166666667","16608","","SM(34:4)+H",4.719749,4.719749,4.719749,4.719749,0,0,4.719749,"4.65375166666667","4.95375166666667","16608","","SM(34:4)+H",1,1,1,1,0,0,1,"4.65375166666667","4.95375166666667","16608","","SM(34:4)+H",320255.5,239922.4,373206.3,239922.4,0,0,70145.22,"4.65375166666667","4.95375166666667","16608","","SM(34:4)+H",697.527,514.4608,638.4535,514.4608,0,0,86.09663,"4.65375166666667","4.95375166666667","16608","","SM(34:4)+H","697.52787","514.46183","638.45433","514.46175","496.45117","184.07332","86.09648","4.65375166666667","4.95375166666667","16608"
"","SM(34:5)+H",0,0,0,0,0,0,0,"3.33896060606061","3.63896060606061","11163","","SM(34:5)+H",0,0,0,0,0,0,0,"3.33896060606061","3.63896060606061","11163","","SM(34:5)+H",0,0,0,0,0,0,0,"3.33896060606061","3.63896060606061","11163","","SM(34:5)+H",0,0,0,0,0,0,0,"3.33896060606061","3.63896060606061","11163","","SM(34:5)+H",0,0,0,0,0,0,0,"3.33896060606061","3.63896060606061","11163","","SM(34:5)+H","695.51227","512.44623","636.43873","512.44615","494.43557","184.07332","86.09648","3.33896060606061","3.63896060606061","11163"
"","SM(35:0)+H",0,0,0,0,0,0,0,"7.06220555555556","7.36220555555556","1327","","SM(35:0)+H",0,0,0,0,0,0,0,"7.06220555555556","7.36220555555556","1327","","SM(35:0)+H",0,0,0,0,0,0,0,"7.06220555555556","7.36220555555556","1327","","SM(35:0)+H",0,0,0,0,0,0,0,"7.06220555555556","7.36220555555556","1327","","SM(35:0)+H",0,0,0,0,0,0,0,"7.06220555555556","7.36220555555556","1327","","SM(35:0)+H","719.60617","536.54013","660.53263","536.54005","518.52947","184.07332","86.09648","7.06220555555556","7.36220555555556","1327"
"","SM(35:0)+H",0,0,0,0,0,0,0,"6.82861805555556","7.12861805555556","9351","","SM(35:0)+H",0,0,0,0,0,0,0,"6.82861805555556","7.12861805555556","9351","","SM(35:0)+H",0,0,0,0,0,0,0,"6.82861805555556","7.12861805555556","9351","","SM(35:0)+H",0,0,0,0,0,0,0,"6.82861805555556","7.12861805555556","9351","","SM(35:0)+H",0,0,0,0,0,0,0,"6.82861805555556","7.12861805555556","9351","","SM(35:0)+H","719.60617","536.54013","660.53263","536.54005","518.52947","184.07332","86.09648","6.82861805555556","7.12861805555556","9351"
"","SM(35:1)+H",1,1,0,1,1,1,1,"6.58988888888889","6.88988888888889","182","","SM(35:1)+H",6.755314,6.755314,0,6.755314,6.755314,6.755314,6.755314,"6.58988888888889","6.88988888888889","182","","SM(35:1)+H",1,1,0,1,1,1,1,"6.58988888888889","6.88988888888889","182","","SM(35:1)+H",562927.7,3303.346,0,3303.346,7978.34,16254030,142737.5,"6.58988888888889","6.88988888888889","182","","SM(35:1)+H",717.591,534.5261,0,534.5261,516.5145,184.0733,86.09647,"6.58988888888889","6.88988888888889","182","","SM(35:1)+H","717.59057","534.52453","658.51703","534.52445","516.51387","184.07332","86.09648","6.58988888888889","6.88988888888889","182"
"","SM(35:1)+H",1,0,0,0,0,1,1,"6.33020694444444","6.63020694444444","680","","SM(35:1)+H",6.510095,0,0,0,0,6.510095,6.510095,"6.33020694444444","6.63020694444444","680","","SM(35:1)+H",1,0,0,0,0,1,1,"6.33020694444444","6.63020694444444","680","","SM(35:1)+H",99962.16,0,0,0,0,2137034,15467.47,"6.33020694444444","6.63020694444444","680","","SM(35:1)+H",717.5919,0,0,0,0,184.0737,86.0966,"6.33020694444444","6.63020694444444","680","","SM(35:1)+H","717.59057","534.52453","658.51703","534.52445","516.51387","184.07332","86.09648","6.33020694444444","6.63020694444444","680"
"","SM(35:1)+H",0,0,0,0,0,0,0,"2.77375555555556","3.07375555555556","7225","","SM(35:1)+H",0,0,0,0,0,0,0,"2.77375555555556","3.07375555555556","7225","","SM(35:1)+H",0,0,0,0,0,0,0,"2.77375555555556","3.07375555555556","7225","","SM(35:1)+H",0,0,0,0,0,0,0,"2.77375555555556","3.07375555555556","7225","","SM(35:1)+H",0,0,0,0,0,0,0,"2.77375555555556","3.07375555555556","7225","","SM(35:1)+H","717.59057","534.52453","658.51703","534.52445","516.51387","184.07332","86.09648","2.77375555555556","3.07375555555556","7225"
"","SM(35:2)+H",1,0,0,0,1,1,1,"5.46108888888889","5.76108888888889","821","","SM(35:2)+H",5.608754,0,0,0,5.608754,5.608754,5.608754,"5.46108888888889","5.76108888888889","821","","SM(35:2)+H",1,0,0,0,1,1,1,"5.46108888888889","5.76108888888889","821","","SM(35:2)+H",81003.22,0,0,0,1095.667,1811700,12721.23,"5.46108888888889","5.76108888888889","821","","SM(35:2)+H",715.576,0,0,0,514.4996,184.0736,86.0966,"5.46108888888889","5.76108888888889","821","","SM(35:2)+H","715.57487","532.50883","656.50133","532.50875","514.49817","184.07332","86.09648","5.46108888888889","5.76108888888889","821"
"","SM(35:2)+H",0,0,0,0,0,0,0,"5.21067222222222","5.51067222222222","5955","","SM(35:2)+H",0,0,0,0,0,0,0,"5.21067222222222","5.51067222222222","5955","","SM(35:2)+H",0,0,0,0,0,0,0,"5.21067222222222","5.51067222222222","5955","","SM(35:2)+H",0,0,0,0,0,0,0,"5.21067222222222","5.51067222222222","5955","","SM(35:2)+H",0,0,0,0,0,0,0,"5.21067222222222","5.51067222222222","5955","","SM(35:2)+H","715.57487","532.50883","656.50133","532.50875","514.49817","184.07332","86.09648","5.21067222222222","5.51067222222222","5955"
"","SM(35:4)+H",1,1,1,1,0,0,1,"5.27499722222222","5.57499722222222","1054","","SM(35:4)+H",5.440719,5.440719,5.440719,5.440719,0,0,5.440719,"5.27499722222222","5.57499722222222","1054","","SM(35:4)+H",1,1,1,1,0,0,1,"5.27499722222222","5.57499722222222","1054","","SM(35:4)+H",285813.1,177378.9,312948.1,177378.9,0,0,67698.52,"5.27499722222222","5.57499722222222","1054","","SM(35:4)+H",711.5425,528.4762,652.4687,528.4762,0,0,86.09658,"5.27499722222222","5.57499722222222","1054","","SM(35:4)+H","711.54357","528.47753","652.47003","528.47745","510.46687","184.07332","86.09648","5.27499722222222","5.57499722222222","1054"
"","SM(35:4)+H",0,0,0,0,0,0,0,"13.1840027777778","13.4840027777778","2916","","SM(35:4)+H",0,0,0,0,0,0,0,"13.1840027777778","13.4840027777778","2916","","SM(35:4)+H",0,0,0,0,0,0,0,"13.1840027777778","13.4840027777778","2916","","SM(35:4)+H",0,0,0,0,0,0,0,"13.1840027777778","13.4840027777778","2916","","SM(35:4)+H",0,0,0,0,0,0,0,"13.1840027777778","13.4840027777778","2916","","SM(35:4)+H","711.54357","528.47753","652.47003","528.47745","510.46687","184.07332","86.09648","13.1840027777778","13.4840027777778","2916"
"","SM(35:4)+H",0,0,0,0,0,0,0,"5.01803055555556","5.31803055555556","5552","","SM(35:4)+H",0,0,0,0,0,0,0,"5.01803055555556","5.31803055555556","5552","","SM(35:4)+H",0,0,0,0,0,0,0,"5.01803055555556","5.31803055555556","5552","","SM(35:4)+H",0,0,0,0,0,0,0,"5.01803055555556","5.31803055555556","5552","","SM(35:4)+H",0,0,0,0,0,0,0,"5.01803055555556","5.31803055555556","5552","","SM(35:4)+H","711.54357","528.47753","652.47003","528.47745","510.46687","184.07332","86.09648","5.01803055555556","5.31803055555556","5552"
"","SM(35:4)+H",0,0,0,0,0,0,0,"5.0303375","5.3303375","17344","","SM(35:4)+H",0,0,0,0,0,0,0,"5.0303375","5.3303375","17344","","SM(35:4)+H",0,0,0,0,0,0,0,"5.0303375","5.3303375","17344","","SM(35:4)+H",0,0,0,0,0,0,0,"5.0303375","5.3303375","17344","","SM(35:4)+H",0,0,0,0,0,0,0,"5.0303375","5.3303375","17344","","SM(35:4)+H","711.54357","528.47753","652.47003","528.47745","510.46687","184.07332","86.09648","5.0303375","5.3303375","17344"
"","SM(36:0)+H",1,1,0,1,0,1,1,"7.68953194444445","7.98953194444445","335","","SM(36:0)+H",7.800446,7.800446,0,7.800446,0,7.800446,7.800446,"7.68953194444445","7.98953194444445","335","","SM(36:0)+H",2,1,0,1,0,2,2,"7.68953194444445","7.98953194444445","335","","SM(36:0)+H",203374.1,2743.233,0,2743.233,0,3940309,26269.3,"7.68953194444445","7.98953194444445","335","","SM(36:0)+H",733.62255,550.5563,0,550.5563,0,184.0735,86.09654,"7.68953194444445","7.98953194444445","335","","SM(36:0)+H","733.62177","550.55573","674.54823","550.55565","532.54507","184.07332","86.09648","7.68953194444445","7.98953194444445","335"
"","SM(36:0)+H",0,0,0,0,0,0,0,"10.6323954545455","10.9323954545455","12310","","SM(36:0)+H",0,0,0,0,0,0,0,"10.6323954545455","10.9323954545455","12310","","SM(36:0)+H",0,0,0,0,0,0,0,"10.6323954545455","10.9323954545455","12310","","SM(36:0)+H",0,0,0,0,0,0,0,"10.6323954545455","10.9323954545455","12310","","SM(36:0)+H",0,0,0,0,0,0,0,"10.6323954545455","10.9323954545455","12310","","SM(36:0)+H","733.62177","550.55573","674.54823","550.55565","532.54507","184.07332","86.09648","10.6323954545455","10.9323954545455","12310"
"","SM(36:1)+H",1,1,0,1,1,1,1,"7.21446388888889","7.51446388888889","58","","SM(36:1)+H",7.414088,7.414088,0,7.414088,7.414088,7.414088,7.414088,"7.21446388888889","7.51446388888889","58","","SM(36:1)+H",2,2,0,2,2,2,2,"7.21446388888889","7.51446388888889","58","","SM(36:1)+H",2402857,11806.94,0,11806.94,26671.35,68944780,615572.6,"7.21446388888889","7.51446388888889","58","","SM(36:1)+H",731.6062,548.54065,0,548.54065,530.53015,184.0732,86.09642,"7.21446388888889","7.51446388888889","58","","SM(36:1)+H","731.60617","548.54013","672.53263","548.54005","530.52947","184.07332","86.09648","7.21446388888889","7.51446388888889","58"
"","SM(36:1)+H",1,1,0,1,1,1,1,"7.02082361111111","7.32082361111111","865","","SM(36:1)+H",7.295663,7.295663,0,7.295663,7.295663,7.295663,7.295663,"7.02082361111111","7.32082361111111","865","","SM(36:1)+H",1,1,0,1,1,1,1,"7.02082361111111","7.32082361111111","865","","SM(36:1)+H",533940.9,3613.975,0,3613.975,8962.251,15388650,138544.3,"7.02082361111111","7.32082361111111","865","","SM(36:1)+H",731.6066,548.5405,0,548.5405,530.5306,184.0733,86.09647,"7.02082361111111","7.32082361111111","865","","SM(36:1)+H","731.60617","548.54013","672.53263","548.54005","530.52947","184.07332","86.09648","7.02082361111111","7.32082361111111","865"
"","SM(36:1)+H",1,1,0,1,1,1,1,"7.02064722222222","7.32064722222222","12668","","SM(36:1)+H",7.295663,7.295663,0,7.295663,7.295663,7.295663,7.295663,"7.02064722222222","7.32064722222222","12668","","SM(36:1)+H",1,1,0,1,1,1,1,"7.02064722222222","7.32064722222222","12668","","SM(36:1)+H",533940.9,3613.975,0,3613.975,8962.251,15388650,138544.3,"7.02064722222222","7.32064722222222","12668","","SM(36:1)+H",731.6066,548.5405,0,548.5405,530.5306,184.0733,86.09647,"7.02064722222222","7.32064722222222","12668","","SM(36:1)+H","731.60617","548.54013","672.53263","548.54005","530.52947","184.07332","86.09648","7.02064722222222","7.32064722222222","12668"
"","SM(36:2)+H",1,1,0,1,1,1,1,"6.09383333333333","6.39383333333333","103","","SM(36:2)+H",6.317717,6.317717,0,6.317717,6.317717,6.317717,6.317717,"6.09383333333333","6.39383333333333","103","","SM(36:2)+H",2,2,0,2,2,2,2,"6.09383333333333","6.39383333333333","103","","SM(36:2)+H",597468.9,4678.73,0,4678.73,10135.76,18381230,166298.2,"6.09383333333333","6.39383333333333","103","","SM(36:2)+H",729.5911,546.52505,0,546.52505,528.51455,184.07335,86.09648,"6.09383333333333","6.39383333333333","103","","SM(36:2)+H","729.59047","546.52443","670.51693","546.52435","528.51377","184.07332","86.09648","6.09383333333333","6.39383333333333","103"
"","SM(36:2)+H",1,0,0,0,0,1,1,"6.47870277777778","6.77870277777778","1406","","SM(36:2)+H",6.576635,0,0,0,0,6.576635,6.576635,"6.47870277777778","6.77870277777778","1406","","SM(36:2)+H",1,0,0,0,0,1,1,"6.47870277777778","6.77870277777778","1406","","SM(36:2)+H",27171.55,0,0,0,0,758097.9,4638.892,"6.47870277777778","6.77870277777778","1406","","SM(36:2)+H",729.5922,0,0,0,0,184.0737,86.09663,"6.47870277777778","6.77870277777778","1406","","SM(36:2)+H","729.59047","546.52443","670.51693","546.52435","528.51377","184.07332","86.09648","6.47870277777778","6.77870277777778","1406"
"","SM(36:2)+H",1,0,0,0,0,1,1,"6.48216666666667","6.78216666666667","17144","","SM(36:2)+H",6.576635,0,0,0,0,6.576635,6.576635,"6.48216666666667","6.78216666666667","17144","","SM(36:2)+H",1,0,0,0,0,1,1,"6.48216666666667","6.78216666666667","17144","","SM(36:2)+H",27171.55,0,0,0,0,758097.9,4638.892,"6.48216666666667","6.78216666666667","17144","","SM(36:2)+H",729.5922,0,0,0,0,184.0737,86.09663,"6.48216666666667","6.78216666666667","17144","","SM(36:2)+H","729.59047","546.52443","670.51693","546.52435","528.51377","184.07332","86.09648","6.48216666666667","6.78216666666667","17144"
"","SM(36:3)+H",1,0,0,0,1,1,1,"4.99308333333333","5.29308333333333","236","","SM(36:3)+H",5.205146,5.048461,0,5.048461,5.205146,5.205146,5.048461,"4.99308333333333","5.29308333333333","236","","SM(36:3)+H",2,1,0,1,2,2,2,"4.99308333333333","5.29308333333333","236","","SM(36:3)+H",266358.2,850.4307,0,850.4307,4179.652,7595603,68666.68,"4.99308333333333","5.29308333333333","236","","SM(36:3)+H",727.57655,544.5096,0,544.5096,526.49965,184.0737,86.096625,"4.99308333333333","5.29308333333333","236","","SM(36:3)+H","727.57487","544.50883","668.50133","544.50875","526.49817","184.07332","86.09648","4.99308333333333","5.29308333333333","236"
"","SM(36:3)+H",1,0,0,0,1,1,1,"5.00114722222222","5.30114722222222","12645","","SM(36:3)+H",5.205146,5.048461,0,5.048461,5.205146,5.205146,5.048461,"5.00114722222222","5.30114722222222","12645","","SM(36:3)+H",2,1,0,1,2,2,2,"5.00114722222222","5.30114722222222","12645","","SM(36:3)+H",266358.2,850.4307,0,850.4307,4179.652,7595603,68666.68,"5.00114722222222","5.30114722222222","12645","","SM(36:3)+H",727.57655,544.5096,0,544.5096,526.49965,184.0737,86.096625,"5.00114722222222","5.30114722222222","12645","","SM(36:3)+H","727.57487","544.50883","668.50133","544.50875","526.49817","184.07332","86.09648","5.00114722222222","5.30114722222222","12645"
