"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","Plasmenyl-PC","[M+H]+","MH-PC","PC_Head","RT_min","RT_max","Comment","RT at Max Intensity","Plasmenyl-PC","[M+H]+","MH-PC","PC_Head","RT_min","RT_max","Comment","Number of Scans","Plasmenyl-PC","[M+H]+","MH-PC","PC_Head","RT_min","RT_max","Comment","Max Intensity","Plasmenyl-PC","[M+H]+","MH-PC","PC_Head","RT_min","RT_max","Comment","Average m/z","Plasmenyl-PC","[M+H]+","MH-PC","PC_Head","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","Plasmenyl-PC","[M+H]+","MH-PC","PC_Head","RT_min","RT_max","Comment"
"","Plasmenyl-PC(34:2)+H",0,0,0,"6.2410625","6.5410625","12734","","Plasmenyl-PC(34:2)+H",0,0,0,"6.2410625","6.5410625","12734","","Plasmenyl-PC(34:2)+H",0,0,0,"6.2410625","6.5410625","12734","","Plasmenyl-PC(34:2)+H",0,0,0,"6.2410625","6.5410625","12734","","Plasmenyl-PC(34:2)+H",0,0,0,"6.2410625","6.5410625","12734","","Plasmenyl-PC(34:2)+H","742.5744976","559.5084576","184.07332","6.2410625","6.5410625","12734"
"","Plasmenyl-PC(34:2)+H",0,0,0,"7.9415","8.2415","18334","","Plasmenyl-PC(34:2)+H",0,0,0,"7.9415","8.2415","18334","","Plasmenyl-PC(34:2)+H",0,0,0,"7.9415","8.2415","18334","","Plasmenyl-PC(34:2)+H",0,0,0,"7.9415","8.2415","18334","","Plasmenyl-PC(34:2)+H",0,0,0,"7.9415","8.2415","18334","","Plasmenyl-PC(34:2)+H","742.5744976","559.5084576","184.07332","7.9415","8.2415","18334"
"","Plasmenyl-PC(34:3)+H",0,0,0,"6.02765","6.32765","1493","","Plasmenyl-PC(34:3)+H",0,0,0,"6.02765","6.32765","1493","","Plasmenyl-PC(34:3)+H",0,0,0,"6.02765","6.32765","1493","","Plasmenyl-PC(34:3)+H",0,0,0,"6.02765","6.32765","1493","","Plasmenyl-PC(34:3)+H",0,0,0,"6.02765","6.32765","1493","","Plasmenyl-PC(34:3)+H","740.5588976","557.4928576","184.07332","6.02765","6.32765","1493"
"","Plasmenyl-PC(34:3)+H",0,0,0,"5.64040416666667","5.94040416666667","1878","","Plasmenyl-PC(34:3)+H",0,0,0,"5.64040416666667","5.94040416666667","1878","","Plasmenyl-PC(34:3)+H",0,0,0,"5.64040416666667","5.94040416666667","1878","","Plasmenyl-PC(34:3)+H",0,0,0,"5.64040416666667","5.94040416666667","1878","","Plasmenyl-PC(34:3)+H",0,0,0,"5.64040416666667","5.94040416666667","1878","","Plasmenyl-PC(34:3)+H","740.5588976","557.4928576","184.07332","5.64040416666667","5.94040416666667","1878"
"","Plasmenyl-PC(34:3)+H",0,0,0,"7.75862638888889","8.05862638888889","2330","","Plasmenyl-PC(34:3)+H",0,0,0,"7.75862638888889","8.05862638888889","2330","","Plasmenyl-PC(34:3)+H",0,0,0,"7.75862638888889","8.05862638888889","2330","","Plasmenyl-PC(34:3)+H",0,0,0,"7.75862638888889","8.05862638888889","2330","","Plasmenyl-PC(34:3)+H",0,0,0,"7.75862638888889","8.05862638888889","2330","","Plasmenyl-PC(34:3)+H","740.5588976","557.4928576","184.07332","7.75862638888889","8.05862638888889","2330"
"","Plasmenyl-PC(34:3)+H",0,0,0,"5.46380909090909","5.76380909090909","13630","","Plasmenyl-PC(34:3)+H",0,0,0,"5.46380909090909","5.76380909090909","13630","","Plasmenyl-PC(34:3)+H",0,0,0,"5.46380909090909","5.76380909090909","13630","","Plasmenyl-PC(34:3)+H",0,0,0,"5.46380909090909","5.76380909090909","13630","","Plasmenyl-PC(34:3)+H",0,0,0,"5.46380909090909","5.76380909090909","13630","","Plasmenyl-PC(34:3)+H","740.5588976","557.4928576","184.07332","5.46380909090909","5.76380909090909","13630"
"","Plasmenyl-PC(34:3)+H",0,0,0,"6.83640833333333","7.13640833333333","16161","","Plasmenyl-PC(34:3)+H",0,0,0,"6.83640833333333","7.13640833333333","16161","","Plasmenyl-PC(34:3)+H",0,0,0,"6.83640833333333","7.13640833333333","16161","","Plasmenyl-PC(34:3)+H",0,0,0,"6.83640833333333","7.13640833333333","16161","","Plasmenyl-PC(34:3)+H",0,0,0,"6.83640833333333","7.13640833333333","16161","","Plasmenyl-PC(34:3)+H","740.5588976","557.4928576","184.07332","6.83640833333333","7.13640833333333","16161"
"","Plasmenyl-PC(34:4)+H",0,0,0,"4.93735833333333","5.23735833333333","1651","","Plasmenyl-PC(34:4)+H",0,0,0,"4.93735833333333","5.23735833333333","1651","","Plasmenyl-PC(34:4)+H",0,0,0,"4.93735833333333","5.23735833333333","1651","","Plasmenyl-PC(34:4)+H",0,0,0,"4.93735833333333","5.23735833333333","1651","","Plasmenyl-PC(34:4)+H",0,0,0,"4.93735833333333","5.23735833333333","1651","","Plasmenyl-PC(34:4)+H","738.5431976","555.4771576","184.07332","4.93735833333333","5.23735833333333","1651"
"","Plasmenyl-PC(34:4)+H",0,0,0,"7.59453888888889","7.89453888888889","2035","","Plasmenyl-PC(34:4)+H",0,0,0,"7.59453888888889","7.89453888888889","2035","","Plasmenyl-PC(34:4)+H",0,0,0,"7.59453888888889","7.89453888888889","2035","","Plasmenyl-PC(34:4)+H",0,0,0,"7.59453888888889","7.89453888888889","2035","","Plasmenyl-PC(34:4)+H",0,0,0,"7.59453888888889","7.89453888888889","2035","","Plasmenyl-PC(34:4)+H","738.5431976","555.4771576","184.07332","7.59453888888889","7.89453888888889","2035"
"","Plasmenyl-PC(34:4)+H",0,0,0,"7.39589444444444","7.69589444444444","2275","","Plasmenyl-PC(34:4)+H",0,0,0,"7.39589444444444","7.69589444444444","2275","","Plasmenyl-PC(34:4)+H",0,0,0,"7.39589444444444","7.69589444444444","2275","","Plasmenyl-PC(34:4)+H",0,0,0,"7.39589444444444","7.69589444444444","2275","","Plasmenyl-PC(34:4)+H",0,0,0,"7.39589444444444","7.69589444444444","2275","","Plasmenyl-PC(34:4)+H","738.5431976","555.4771576","184.07332","7.39589444444444","7.69589444444444","2275"
"","Plasmenyl-PC(34:4)+H",0,0,0,"5.24906527777778","5.54906527777778","5979","","Plasmenyl-PC(34:4)+H",0,0,0,"5.24906527777778","5.54906527777778","5979","","Plasmenyl-PC(34:4)+H",0,0,0,"5.24906527777778","5.54906527777778","5979","","Plasmenyl-PC(34:4)+H",0,0,0,"5.24906527777778","5.54906527777778","5979","","Plasmenyl-PC(34:4)+H",0,0,0,"5.24906527777778","5.54906527777778","5979","","Plasmenyl-PC(34:4)+H","738.5431976","555.4771576","184.07332","5.24906527777778","5.54906527777778","5979"
"","Plasmenyl-PC(34:4)+H",0,0,0,"5.24924861111111","5.54924861111111","13416","","Plasmenyl-PC(34:4)+H",0,0,0,"5.24924861111111","5.54924861111111","13416","","Plasmenyl-PC(34:4)+H",0,0,0,"5.24924861111111","5.54924861111111","13416","","Plasmenyl-PC(34:4)+H",0,0,0,"5.24924861111111","5.54924861111111","13416","","Plasmenyl-PC(34:4)+H",0,0,0,"5.24924861111111","5.54924861111111","13416","","Plasmenyl-PC(34:4)+H","738.5431976","555.4771576","184.07332","5.24924861111111","5.54924861111111","13416"
"","Plasmenyl-PC(35:1)+H",0,0,0,"7.68438194444444","7.98438194444444","1523","","Plasmenyl-PC(35:1)+H",0,0,0,"7.68438194444444","7.98438194444444","1523","","Plasmenyl-PC(35:1)+H",0,0,0,"7.68438194444444","7.98438194444444","1523","","Plasmenyl-PC(35:1)+H",0,0,0,"7.68438194444444","7.98438194444444","1523","","Plasmenyl-PC(35:1)+H",0,0,0,"7.68438194444444","7.98438194444444","1523","","Plasmenyl-PC(35:1)+H","758.6058976","575.5398576","184.07332","7.68438194444444","7.98438194444444","1523"
"","Plasmenyl-PC(35:1)+H",0,0,0,"8.17757222222222","8.47757222222222","1725","","Plasmenyl-PC(35:1)+H",0,0,0,"8.17757222222222","8.47757222222222","1725","","Plasmenyl-PC(35:1)+H",0,0,0,"8.17757222222222","8.47757222222222","1725","","Plasmenyl-PC(35:1)+H",0,0,0,"8.17757222222222","8.47757222222222","1725","","Plasmenyl-PC(35:1)+H",0,0,0,"8.17757222222222","8.47757222222222","1725","","Plasmenyl-PC(35:1)+H","758.6058976","575.5398576","184.07332","8.17757222222222","8.47757222222222","1725"
"","Plasmenyl-PC(35:1)+H",0,0,0,"10.1578666666667","10.4578666666667","4902","","Plasmenyl-PC(35:1)+H",0,0,0,"10.1578666666667","10.4578666666667","4902","","Plasmenyl-PC(35:1)+H",0,0,0,"10.1578666666667","10.4578666666667","4902","","Plasmenyl-PC(35:1)+H",0,0,0,"10.1578666666667","10.4578666666667","4902","","Plasmenyl-PC(35:1)+H",0,0,0,"10.1578666666667","10.4578666666667","4902","","Plasmenyl-PC(35:1)+H","758.6058976","575.5398576","184.07332","10.1578666666667","10.4578666666667","4902"
"","Plasmenyl-PC(35:1)+H",0,0,0,"8.19072638888889","8.49072638888889","12721","","Plasmenyl-PC(35:1)+H",0,0,0,"8.19072638888889","8.49072638888889","12721","","Plasmenyl-PC(35:1)+H",0,0,0,"8.19072638888889","8.49072638888889","12721","","Plasmenyl-PC(35:1)+H",0,0,0,"8.19072638888889","8.49072638888889","12721","","Plasmenyl-PC(35:1)+H",0,0,0,"8.19072638888889","8.49072638888889","12721","","Plasmenyl-PC(35:1)+H","758.6058976","575.5398576","184.07332","8.19072638888889","8.49072638888889","12721"
"","Plasmenyl-PC(35:1)+H",0,0,0,"9.53611515151515","9.83611515151515","19054","","Plasmenyl-PC(35:1)+H",0,0,0,"9.53611515151515","9.83611515151515","19054","","Plasmenyl-PC(35:1)+H",0,0,0,"9.53611515151515","9.83611515151515","19054","","Plasmenyl-PC(35:1)+H",0,0,0,"9.53611515151515","9.83611515151515","19054","","Plasmenyl-PC(35:1)+H",0,0,0,"9.53611515151515","9.83611515151515","19054","","Plasmenyl-PC(35:1)+H","758.6058976","575.5398576","184.07332","9.53611515151515","9.83611515151515","19054"
"","Plasmenyl-PC(35:2)+H",0,0,0,"7.25920555555556","7.55920555555556","867","","Plasmenyl-PC(35:2)+H",0,0,0,"7.25920555555556","7.55920555555556","867","","Plasmenyl-PC(35:2)+H",0,0,0,"7.25920555555556","7.55920555555556","867","","Plasmenyl-PC(35:2)+H",0,0,0,"7.25920555555556","7.55920555555556","867","","Plasmenyl-PC(35:2)+H",0,0,0,"7.25920555555556","7.55920555555556","867","","Plasmenyl-PC(35:2)+H","756.5901976","573.5241576","184.07332","7.25920555555556","7.55920555555556","867"
"","Plasmenyl-PC(35:2)+H",0,0,0,"7.47061527777778","7.77061527777778","995","","Plasmenyl-PC(35:2)+H",0,0,0,"7.47061527777778","7.77061527777778","995","","Plasmenyl-PC(35:2)+H",0,0,0,"7.47061527777778","7.77061527777778","995","","Plasmenyl-PC(35:2)+H",0,0,0,"7.47061527777778","7.77061527777778","995","","Plasmenyl-PC(35:2)+H",0,0,0,"7.47061527777778","7.77061527777778","995","","Plasmenyl-PC(35:2)+H","756.5901976","573.5241576","184.07332","7.47061527777778","7.77061527777778","995"
"","Plasmenyl-PC(35:2)+H",0,0,0,"9.40040694444444","9.70040694444444","2016","","Plasmenyl-PC(35:2)+H",0,0,0,"9.40040694444444","9.70040694444444","2016","","Plasmenyl-PC(35:2)+H",0,0,0,"9.40040694444444","9.70040694444444","2016","","Plasmenyl-PC(35:2)+H",0,0,0,"9.40040694444444","9.70040694444444","2016","","Plasmenyl-PC(35:2)+H",0,0,0,"9.40040694444444","9.70040694444444","2016","","Plasmenyl-PC(35:2)+H","756.5901976","573.5241576","184.07332","9.40040694444444","9.70040694444444","2016"
"","Plasmenyl-PC(35:2)+H",0,0,0,"6.79742638888889","7.09742638888889","3696","","Plasmenyl-PC(35:2)+H",0,0,0,"6.79742638888889","7.09742638888889","3696","","Plasmenyl-PC(35:2)+H",0,0,0,"6.79742638888889","7.09742638888889","3696","","Plasmenyl-PC(35:2)+H",0,0,0,"6.79742638888889","7.09742638888889","3696","","Plasmenyl-PC(35:2)+H",0,0,0,"6.79742638888889","7.09742638888889","3696","","Plasmenyl-PC(35:2)+H","756.5901976","573.5241576","184.07332","6.79742638888889","7.09742638888889","3696"
"","Plasmenyl-PC(35:2)+H",0,0,0,"7.67833166666667","7.97833166666667","4652","","Plasmenyl-PC(35:2)+H",0,0,0,"7.67833166666667","7.97833166666667","4652","","Plasmenyl-PC(35:2)+H",0,0,0,"7.67833166666667","7.97833166666667","4652","","Plasmenyl-PC(35:2)+H",0,0,0,"7.67833166666667","7.97833166666667","4652","","Plasmenyl-PC(35:2)+H",0,0,0,"7.67833166666667","7.97833166666667","4652","","Plasmenyl-PC(35:2)+H","756.5901976","573.5241576","184.07332","7.67833166666667","7.97833166666667","4652"
"","Plasmenyl-PC(35:2)+H",0,0,0,"9.17981527777778","9.47981527777778","14648","","Plasmenyl-PC(35:2)+H",0,0,0,"9.17981527777778","9.47981527777778","14648","","Plasmenyl-PC(35:2)+H",0,0,0,"9.17981527777778","9.47981527777778","14648","","Plasmenyl-PC(35:2)+H",0,0,0,"9.17981527777778","9.47981527777778","14648","","Plasmenyl-PC(35:2)+H",0,0,0,"9.17981527777778","9.47981527777778","14648","","Plasmenyl-PC(35:2)+H","756.5901976","573.5241576","184.07332","9.17981527777778","9.47981527777778","14648"
"","Plasmenyl-PC(35:3)+H",0,0,0,"8.33139583333333","8.63139583333333","1154","","Plasmenyl-PC(35:3)+H",0,0,0,"8.33139583333333","8.63139583333333","1154","","Plasmenyl-PC(35:3)+H",0,0,0,"8.33139583333333","8.63139583333333","1154","","Plasmenyl-PC(35:3)+H",0,0,0,"8.33139583333333","8.63139583333333","1154","","Plasmenyl-PC(35:3)+H",0,0,0,"8.33139583333333","8.63139583333333","1154","","Plasmenyl-PC(35:3)+H","754.5745976","571.5085576","184.07332","8.33139583333333","8.63139583333333","1154"
"","Plasmenyl-PC(35:3)+H",0,0,0,"8.61771805555556","8.91771805555556","1393","","Plasmenyl-PC(35:3)+H",0,0,0,"8.61771805555556","8.91771805555556","1393","","Plasmenyl-PC(35:3)+H",0,0,0,"8.61771805555556","8.91771805555556","1393","","Plasmenyl-PC(35:3)+H",0,0,0,"8.61771805555556","8.91771805555556","1393","","Plasmenyl-PC(35:3)+H",0,0,0,"8.61771805555556","8.91771805555556","1393","","Plasmenyl-PC(35:3)+H","754.5745976","571.5085576","184.07332","8.61771805555556","8.91771805555556","1393"
"","Plasmenyl-PC(35:3)+H",1,0,1,"6.26818194444444","6.56818194444444","1497","","Plasmenyl-PC(35:3)+H",6.429213,0,6.429213,"6.26818194444444","6.56818194444444","1497","","Plasmenyl-PC(35:3)+H",2,0,2,"6.26818194444444","6.56818194444444","1497","","Plasmenyl-PC(35:3)+H",112130.4,0,933612.6,"6.26818194444444","6.56818194444444","1497","","Plasmenyl-PC(35:3)+H",754.57455,0,184.07365,"6.26818194444444","6.56818194444444","1497","","Plasmenyl-PC(35:3)+H","754.5745976","571.5085576","184.07332","6.26818194444444","6.56818194444444","1497"
"","Plasmenyl-PC(35:3)+H",1,0,1,"6.05889861111111","6.35889861111111","3467","","Plasmenyl-PC(35:3)+H",6.297675,0,6.297675,"6.05889861111111","6.35889861111111","3467","","Plasmenyl-PC(35:3)+H",1,0,1,"6.05889861111111","6.35889861111111","3467","","Plasmenyl-PC(35:3)+H",5796.112,0,88196.62,"6.05889861111111","6.35889861111111","3467","","Plasmenyl-PC(35:3)+H",754.574,0,184.0737,"6.05889861111111","6.35889861111111","3467","","Plasmenyl-PC(35:3)+H","754.5745976","571.5085576","184.07332","6.05889861111111","6.35889861111111","3467"
"","Plasmenyl-PC(35:3)+H",0,0,0,"6.57930416666667","6.87930416666667","11614","","Plasmenyl-PC(35:3)+H",0,0,0,"6.57930416666667","6.87930416666667","11614","","Plasmenyl-PC(35:3)+H",0,0,0,"6.57930416666667","6.87930416666667","11614","","Plasmenyl-PC(35:3)+H",0,0,0,"6.57930416666667","6.87930416666667","11614","","Plasmenyl-PC(35:3)+H",0,0,0,"6.57930416666667","6.87930416666667","11614","","Plasmenyl-PC(35:3)+H","754.5745976","571.5085576","184.07332","6.57930416666667","6.87930416666667","11614"
"","Plasmenyl-PC(35:3)+H",0,0,0,"8.95635454545455","9.25635454545455","12277","","Plasmenyl-PC(35:3)+H",0,0,0,"8.95635454545455","9.25635454545455","12277","","Plasmenyl-PC(35:3)+H",0,0,0,"8.95635454545455","9.25635454545455","12277","","Plasmenyl-PC(35:3)+H",0,0,0,"8.95635454545455","9.25635454545455","12277","","Plasmenyl-PC(35:3)+H",0,0,0,"8.95635454545455","9.25635454545455","12277","","Plasmenyl-PC(35:3)+H","754.5745976","571.5085576","184.07332","8.95635454545455","9.25635454545455","12277"
"","Plasmenyl-PC(36:0)+H",0,0,0,"9.8780430555556","10.1780430555556","8416","","Plasmenyl-PC(36:0)+H",0,0,0,"9.8780430555556","10.1780430555556","8416","","Plasmenyl-PC(36:0)+H",0,0,0,"9.8780430555556","10.1780430555556","8416","","Plasmenyl-PC(36:0)+H",0,0,0,"9.8780430555556","10.1780430555556","8416","","Plasmenyl-PC(36:0)+H",0,0,0,"9.8780430555556","10.1780430555556","8416","","Plasmenyl-PC(36:0)+H","774.6370976","591.5710576","184.07332","9.8780430555556","10.1780430555556","8416"
"","Plasmenyl-PC(36:0)+H",0,0,0,"9.08602222222222","9.38602222222222","9105","","Plasmenyl-PC(36:0)+H",0,0,0,"9.08602222222222","9.38602222222222","9105","","Plasmenyl-PC(36:0)+H",0,0,0,"9.08602222222222","9.38602222222222","9105","","Plasmenyl-PC(36:0)+H",0,0,0,"9.08602222222222","9.38602222222222","9105","","Plasmenyl-PC(36:0)+H",0,0,0,"9.08602222222222","9.38602222222222","9105","","Plasmenyl-PC(36:0)+H","774.6370976","591.5710576","184.07332","9.08602222222222","9.38602222222222","9105"
"","Plasmenyl-PC(36:0)+H",0,0,0,"8.60703888888889","8.90703888888889","16335","","Plasmenyl-PC(36:0)+H",0,0,0,"8.60703888888889","8.90703888888889","16335","","Plasmenyl-PC(36:0)+H",0,0,0,"8.60703888888889","8.90703888888889","16335","","Plasmenyl-PC(36:0)+H",0,0,0,"8.60703888888889","8.90703888888889","16335","","Plasmenyl-PC(36:0)+H",0,0,0,"8.60703888888889","8.90703888888889","16335","","Plasmenyl-PC(36:0)+H","774.6370976","591.5710576","184.07332","8.60703888888889","8.90703888888889","16335"
"","Plasmenyl-PC(36:0)+H",0,0,0,"8.60443194444444","8.90443194444444","19152","","Plasmenyl-PC(36:0)+H",0,0,0,"8.60443194444444","8.90443194444444","19152","","Plasmenyl-PC(36:0)+H",0,0,0,"8.60443194444444","8.90443194444444","19152","","Plasmenyl-PC(36:0)+H",0,0,0,"8.60443194444444","8.90443194444444","19152","","Plasmenyl-PC(36:0)+H",0,0,0,"8.60443194444444","8.90443194444444","19152","","Plasmenyl-PC(36:0)+H","774.6370976","591.5710576","184.07332","8.60443194444444","8.90443194444444","19152"
"","Plasmenyl-PC(36:1)+H",1,1,1,"8.2390125","8.5390125","203","","Plasmenyl-PC(36:1)+H",8.402451,8.402451,8.402451,"8.2390125","8.5390125","203","","Plasmenyl-PC(36:1)+H",1,1,1,"8.2390125","8.5390125","203","","Plasmenyl-PC(36:1)+H",1431221,11450.56,12032410,"8.2390125","8.5390125","203","","Plasmenyl-PC(36:1)+H",772.6232,589.557,184.0737,"8.2390125","8.5390125","203","","Plasmenyl-PC(36:1)+H","772.6214976","589.5554576","184.07332","8.2390125","8.5390125","203"
"","Plasmenyl-PC(36:1)+H",1,0,1,"8.91349027777778","9.21349027777778","837","","Plasmenyl-PC(36:1)+H",9.050057,0,9.050057,"8.91349027777778","9.21349027777778","837","","Plasmenyl-PC(36:1)+H",1,0,1,"8.91349027777778","9.21349027777778","837","","Plasmenyl-PC(36:1)+H",228254.6,0,1662145,"8.91349027777778","9.21349027777778","837","","Plasmenyl-PC(36:1)+H",772.6237,0,184.0739,"8.91349027777778","9.21349027777778","837","","Plasmenyl-PC(36:1)+H","772.6214976","589.5554576","184.07332","8.91349027777778","9.21349027777778","837"
"","Plasmenyl-PC(36:2)+H",1,1,1,"7.12425","7.42425","174","","Plasmenyl-PC(36:2)+H",7.265408,7.265408,7.265408,"7.12425","7.42425","174","","Plasmenyl-PC(36:2)+H",1,1,1,"7.12425","7.42425","174","","Plasmenyl-PC(36:2)+H",1512065,9411.657,14802940,"7.12425","7.42425","174","","Plasmenyl-PC(36:2)+H",770.6057,587.5403,184.0733,"7.12425","7.42425","174","","Plasmenyl-PC(36:2)+H","770.6057976","587.5397576","184.07332","7.12425","7.42425","174"
"","Plasmenyl-PC(36:2)+H",1,0,1,"8.04894027777778","8.34894027777778","213","","Plasmenyl-PC(36:2)+H",8.274826,0,8.274826,"8.04894027777778","8.34894027777778","213","","Plasmenyl-PC(36:2)+H",1,0,1,"8.04894027777778","8.34894027777778","213","","Plasmenyl-PC(36:2)+H",503513.8,0,3977707,"8.04894027777778","8.34894027777778","213","","Plasmenyl-PC(36:2)+H",770.6063,0,184.0735,"8.04894027777778","8.34894027777778","213","","Plasmenyl-PC(36:2)+H","770.6057976","587.5397576","184.07332","8.04894027777778","8.34894027777778","213"
"","Plasmenyl-PC(36:2)+H",1,1,1,"7.39550694444444","7.69550694444444","356","","Plasmenyl-PC(36:2)+H",7.546336,7.546336,7.546336,"7.39550694444444","7.69550694444444","356","","Plasmenyl-PC(36:2)+H",1,1,1,"7.39550694444444","7.69550694444444","356","","Plasmenyl-PC(36:2)+H",802398.3,5609.828,6390902,"7.39550694444444","7.69550694444444","356","","Plasmenyl-PC(36:2)+H",770.6066,587.5394,184.0735,"7.39550694444444","7.69550694444444","356","","Plasmenyl-PC(36:2)+H","770.6057976","587.5397576","184.07332","7.39550694444444","7.69550694444444","356"
"","Plasmenyl-PC(36:2)+H",0,0,0,"9.02175277777778","9.32175277777778","2983","","Plasmenyl-PC(36:2)+H",0,0,0,"9.02175277777778","9.32175277777778","2983","","Plasmenyl-PC(36:2)+H",0,0,0,"9.02175277777778","9.32175277777778","2983","","Plasmenyl-PC(36:2)+H",0,0,0,"9.02175277777778","9.32175277777778","2983","","Plasmenyl-PC(36:2)+H",0,0,0,"9.02175277777778","9.32175277777778","2983","","Plasmenyl-PC(36:2)+H","770.6057976","587.5397576","184.07332","9.02175277777778","9.32175277777778","2983"
"","Plasmenyl-PC(36:3)+H",1,1,1,"6.89165555555555","7.19165555555555","61","","Plasmenyl-PC(36:3)+H",7.004563,7.004563,7.004563,"6.89165555555555","7.19165555555555","61","","Plasmenyl-PC(36:3)+H",2,2,2,"6.89165555555555","7.19165555555555","61","","Plasmenyl-PC(36:3)+H",4144052,25381.86,53689460,"6.89165555555555","7.19165555555555","61","","Plasmenyl-PC(36:3)+H",768.58975,585.524,184.07315,"6.89165555555555","7.19165555555555","61","","Plasmenyl-PC(36:3)+H","768.5901976","585.5241576","184.07332","6.89165555555555","7.19165555555555","61"
"","Plasmenyl-PC(36:3)+H",0,0,0,"8.87606333333333","9.17606333333333","13488","","Plasmenyl-PC(36:3)+H",0,0,0,"8.87606333333333","9.17606333333333","13488","","Plasmenyl-PC(36:3)+H",0,0,0,"8.87606333333333","9.17606333333333","13488","","Plasmenyl-PC(36:3)+H",0,0,0,"8.87606333333333","9.17606333333333","13488","","Plasmenyl-PC(36:3)+H",0,0,0,"8.87606333333333","9.17606333333333","13488","","Plasmenyl-PC(36:3)+H","768.5901976","585.5241576","184.07332","8.87606333333333","9.17606333333333","13488"
"","Plasmenyl-PC(36:4)+H",1,0,1,"6.66681805555556","6.96681805555556","87","","Plasmenyl-PC(36:4)+H",6.881677,0,6.881677,"6.66681805555556","6.96681805555556","87","","Plasmenyl-PC(36:4)+H",3,0,3,"6.66681805555556","6.96681805555556","87","","Plasmenyl-PC(36:4)+H",2451683,0,25854880,"6.66681805555556","6.96681805555556","87","","Plasmenyl-PC(36:4)+H",766.575033333333,0,184.073433333333,"6.66681805555556","6.96681805555556","87","","Plasmenyl-PC(36:4)+H","766.5744976","583.5084576","184.07332","6.66681805555556","6.96681805555556","87"
"","Plasmenyl-PC(36:4)+H",1,0,1,"6.05374027777778","6.35374027777778","399","","Plasmenyl-PC(36:4)+H",6.158453,6.287297,6.158453,"6.05374027777778","6.35374027777778","399","","Plasmenyl-PC(36:4)+H",2,1,2,"6.05374027777778","6.35374027777778","399","","Plasmenyl-PC(36:4)+H",285138,883.1979,2477990,"6.05374027777778","6.35374027777778","399","","Plasmenyl-PC(36:4)+H",766.5757,583.5096,184.07365,"6.05374027777778","6.35374027777778","399","","Plasmenyl-PC(36:4)+H","766.5744976","583.5084576","184.07332","6.05374027777778","6.35374027777778","399"
"","Plasmenyl-PC(36:4)+H",0,0,0,"5.28510972222222","5.58510972222222","13648","","Plasmenyl-PC(36:4)+H",0,0,0,"5.28510972222222","5.58510972222222","13648","","Plasmenyl-PC(36:4)+H",0,0,0,"5.28510972222222","5.58510972222222","13648","","Plasmenyl-PC(36:4)+H",0,0,0,"5.28510972222222","5.58510972222222","13648","","Plasmenyl-PC(36:4)+H",0,0,0,"5.28510972222222","5.58510972222222","13648","","Plasmenyl-PC(36:4)+H","766.5744976","583.5084576","184.07332","5.28510972222222","5.58510972222222","13648"
"","Plasmenyl-PC(36:4)+H",0,0,0,"11.3031597222222","11.6031597222222","17410","","Plasmenyl-PC(36:4)+H",0,0,11.58103,"11.3031597222222","11.6031597222222","17410","","Plasmenyl-PC(36:4)+H",0,0,1,"11.3031597222222","11.6031597222222","17410","","Plasmenyl-PC(36:4)+H",0,0,890.3802,"11.3031597222222","11.6031597222222","17410","","Plasmenyl-PC(36:4)+H",0,0,184.0737,"11.3031597222222","11.6031597222222","17410","","Plasmenyl-PC(36:4)+H","766.5744976","583.5084576","184.07332","11.3031597222222","11.6031597222222","17410"
"","Plasmenyl-PC(36:4)+H",0,0,0,"10.5030472222222","10.8030472222222","17446","","Plasmenyl-PC(36:4)+H",0,0,0,"10.5030472222222","10.8030472222222","17446","","Plasmenyl-PC(36:4)+H",0,0,0,"10.5030472222222","10.8030472222222","17446","","Plasmenyl-PC(36:4)+H",0,0,0,"10.5030472222222","10.8030472222222","17446","","Plasmenyl-PC(36:4)+H",0,0,0,"10.5030472222222","10.8030472222222","17446","","Plasmenyl-PC(36:4)+H","766.5744976","583.5084576","184.07332","10.5030472222222","10.8030472222222","17446"
"","Plasmenyl-PC(36:5)+H",1,0,1,"5.83603333333333","6.13603333333333","564","","Plasmenyl-PC(36:5)+H",5.974607,0,5.974607,"5.83603333333333","6.13603333333333","564","","Plasmenyl-PC(36:5)+H",1,0,1,"5.83603333333333","6.13603333333333","564","","Plasmenyl-PC(36:5)+H",344404.4,0,2993826,"5.83603333333333","6.13603333333333","564","","Plasmenyl-PC(36:5)+H",764.5602,0,184.0737,"5.83603333333333","6.13603333333333","564","","Plasmenyl-PC(36:5)+H","764.5588976","581.4928576","184.07332","5.83603333333333","6.13603333333333","564"
"","Plasmenyl-PC(36:5)+H",0,0,0,"5.05845303030303","5.35845303030303","16699","","Plasmenyl-PC(36:5)+H",0,0,0,"5.05845303030303","5.35845303030303","16699","","Plasmenyl-PC(36:5)+H",0,0,0,"5.05845303030303","5.35845303030303","16699","","Plasmenyl-PC(36:5)+H",0,0,0,"5.05845303030303","5.35845303030303","16699","","Plasmenyl-PC(36:5)+H",0,0,0,"5.05845303030303","5.35845303030303","16699","","Plasmenyl-PC(36:5)+H","764.5588976","581.4928576","184.07332","5.05845303030303","5.35845303030303","16699"
