"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","PE","[M+H]+","NL_head","head","RT_min","RT_max","Comment","RT at Max Intensity","PE","[M+H]+","NL_head","head","RT_min","RT_max","Comment","Number of Scans","PE","[M+H]+","NL_head","head","RT_min","RT_max","Comment","Max Intensity","PE","[M+H]+","NL_head","head","RT_min","RT_max","Comment","Average m/z","PE","[M+H]+","NL_head","head","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","PE","[M+H]+","NL_head","head","RT_min","RT_max","Comment"
"","PE(35:1)+H",1,0,0,"6.50722222222222","6.80722222222222","17141","","PE(35:1)+H",6.566255,0,0,"6.50722222222222","6.80722222222222","17141","","PE(35:1)+H",2,0,0,"6.50722222222222","6.80722222222222","17141","","PE(35:1)+H",130463.9,0,0,"6.50722222222222","6.80722222222222","17141","","PE(35:1)+H",732.55515,0,0,"6.50722222222222","6.80722222222222","17141","","PE(35:1)+H","732.55388","591.53477","142.02639","6.50722222222222","6.80722222222222","17141"
"","PE(35:2)+H",1,0,0,"5.11436666666667","5.41436666666667","115","","PE(35:2)+H",5.306864,0,0,"5.11436666666667","5.41436666666667","115","","PE(35:2)+H",1,0,0,"5.11436666666667","5.41436666666667","115","","PE(35:2)+H",2756709,0,0,"5.11436666666667","5.41436666666667","115","","PE(35:2)+H",730.5391,0,0,"5.11436666666667","5.41436666666667","115","","PE(35:2)+H","730.53818","589.51907","142.02639","5.11436666666667","5.41436666666667","115"
"","PE(35:2)+H",0,0,0,"7.26953472222222","7.56953472222222","14318","","PE(35:2)+H",0,0,0,"7.26953472222222","7.56953472222222","14318","","PE(35:2)+H",0,0,0,"7.26953472222222","7.56953472222222","14318","","PE(35:2)+H",0,0,0,"7.26953472222222","7.56953472222222","14318","","PE(35:2)+H",0,0,0,"7.26953472222222","7.56953472222222","14318","","PE(35:2)+H","730.53818","589.51907","142.02639","7.26953472222222","7.56953472222222","14318"
"","PE(35:2)+H",0,0,0,"7.06696388888889","7.36696388888889","14438","","PE(35:2)+H",0,0,0,"7.06696388888889","7.36696388888889","14438","","PE(35:2)+H",0,0,0,"7.06696388888889","7.36696388888889","14438","","PE(35:2)+H",0,0,0,"7.06696388888889","7.36696388888889","14438","","PE(35:2)+H",0,0,0,"7.06696388888889","7.36696388888889","14438","","PE(35:2)+H","730.53818","589.51907","142.02639","7.06696388888889","7.36696388888889","14438"
"","PE(35:3)+H",0,0,0,"6.03330138888889","6.33330138888889","1803","","PE(35:3)+H",0,0,0,"6.03330138888889","6.33330138888889","1803","","PE(35:3)+H",0,0,0,"6.03330138888889","6.33330138888889","1803","","PE(35:3)+H",0,0,0,"6.03330138888889","6.33330138888889","1803","","PE(35:3)+H",0,0,0,"6.03330138888889","6.33330138888889","1803","","PE(35:3)+H","728.52258","587.50347","142.02639","6.03330138888889","6.33330138888889","1803"
"","PE(35:3)+H",0,0,0,"4.89671944444444","5.19671944444444","2343","","PE(35:3)+H",0,0,0,"4.89671944444444","5.19671944444444","2343","","PE(35:3)+H",0,0,0,"4.89671944444444","5.19671944444444","2343","","PE(35:3)+H",0,0,0,"4.89671944444444","5.19671944444444","2343","","PE(35:3)+H",0,0,0,"4.89671944444444","5.19671944444444","2343","","PE(35:3)+H","728.52258","587.50347","142.02639","4.89671944444444","5.19671944444444","2343"
"","PE(35:3)+H",0,0,0,"4.13304027777778","4.43304027777778","2406","","PE(35:3)+H",0,0,0,"4.13304027777778","4.43304027777778","2406","","PE(35:3)+H",0,0,0,"4.13304027777778","4.43304027777778","2406","","PE(35:3)+H",0,0,0,"4.13304027777778","4.43304027777778","2406","","PE(35:3)+H",0,0,0,"4.13304027777778","4.43304027777778","2406","","PE(35:3)+H","728.52258","587.50347","142.02639","4.13304027777778","4.43304027777778","2406"
"","PE(35:3)+H",0,0,0,"5.25916060606061","5.55916060606061","10785","","PE(35:3)+H",0,0,0,"5.25916060606061","5.55916060606061","10785","","PE(35:3)+H",0,0,0,"5.25916060606061","5.55916060606061","10785","","PE(35:3)+H",0,0,0,"5.25916060606061","5.55916060606061","10785","","PE(35:3)+H",0,0,0,"5.25916060606061","5.55916060606061","10785","","PE(35:3)+H","728.52258","587.50347","142.02639","5.25916060606061","5.55916060606061","10785"
"","PE(35:3)+H",0,0,0,"4.37494090909091","4.67494090909091","13143","","PE(35:3)+H",0,0,0,"4.37494090909091","4.67494090909091","13143","","PE(35:3)+H",0,0,0,"4.37494090909091","4.67494090909091","13143","","PE(35:3)+H",0,0,0,"4.37494090909091","4.67494090909091","13143","","PE(35:3)+H",0,0,0,"4.37494090909091","4.67494090909091","13143","","PE(35:3)+H","728.52258","587.50347","142.02639","4.37494090909091","4.67494090909091","13143"
"","PE(35:3)+H",0,0,0,"4.71662407407407","5.01662407407407","13552","","PE(35:3)+H",0,0,0,"4.71662407407407","5.01662407407407","13552","","PE(35:3)+H",0,0,0,"4.71662407407407","5.01662407407407","13552","","PE(35:3)+H",0,0,0,"4.71662407407407","5.01662407407407","13552","","PE(35:3)+H",0,0,0,"4.71662407407407","5.01662407407407","13552","","PE(35:3)+H","728.52258","587.50347","142.02639","4.71662407407407","5.01662407407407","13552"
"","PE(35:3)+H",0,0,0,"5.27255757575758","5.57255757575758","14056","","PE(35:3)+H",0,0,0,"5.27255757575758","5.57255757575758","14056","","PE(35:3)+H",0,0,0,"5.27255757575758","5.57255757575758","14056","","PE(35:3)+H",0,0,0,"5.27255757575758","5.57255757575758","14056","","PE(35:3)+H",0,0,0,"5.27255757575758","5.57255757575758","14056","","PE(35:3)+H","728.52258","587.50347","142.02639","5.27255757575758","5.57255757575758","14056"
"","PE(35:4)+H",0,0,0,"4.90713472222222","5.20713472222222","2088","","PE(35:4)+H",0,0,0,"4.90713472222222","5.20713472222222","2088","","PE(35:4)+H",0,0,0,"4.90713472222222","5.20713472222222","2088","","PE(35:4)+H",0,0,0,"4.90713472222222","5.20713472222222","2088","","PE(35:4)+H",0,0,0,"4.90713472222222","5.20713472222222","2088","","PE(35:4)+H","726.50688","585.48777","142.02639","4.90713472222222","5.20713472222222","2088"
"","PE(35:6)+H",0,0,0,"0.4679","0.7679","14734","","PE(35:6)+H",0,0,0,"0.4679","0.7679","14734","","PE(35:6)+H",0,0,0,"0.4679","0.7679","14734","","PE(35:6)+H",0,0,0,"0.4679","0.7679","14734","","PE(35:6)+H",0,0,0,"0.4679","0.7679","14734","","PE(35:6)+H","722.47558","581.45647","142.02639","0.4679","0.7679","14734"
"","PE(36:0)+H",1,0,0,"7.62339444444445","7.92339444444445","674","","PE(36:0)+H",7.805631,0,0,"7.62339444444445","7.92339444444445","674","","PE(36:0)+H",1,0,0,"7.62339444444445","7.92339444444445","674","","PE(36:0)+H",335252.6,0,0,"7.62339444444445","7.92339444444445","674","","PE(36:0)+H",748.5861,0,0,"7.62339444444445","7.92339444444445","674","","PE(36:0)+H","748.58508","607.56597","142.02639","7.62339444444445","7.92339444444445","674"
"","PE(36:0)+H",0,0,0,"7.81935138888889","8.11935138888889","686","","PE(36:0)+H",0,0,0,"7.81935138888889","8.11935138888889","686","","PE(36:0)+H",0,0,0,"7.81935138888889","8.11935138888889","686","","PE(36:0)+H",0,0,0,"7.81935138888889","8.11935138888889","686","","PE(36:0)+H",0,0,0,"7.81935138888889","8.11935138888889","686","","PE(36:0)+H","748.58508","607.56597","142.02639","7.81935138888889","8.11935138888889","686"
"","PE(36:0)+H",0,0,0,"9.65409166666667","9.95409166666667","4105","","PE(36:0)+H",0,0,0,"9.65409166666667","9.95409166666667","4105","","PE(36:0)+H",0,0,0,"9.65409166666667","9.95409166666667","4105","","PE(36:0)+H",0,0,0,"9.65409166666667","9.95409166666667","4105","","PE(36:0)+H",0,0,0,"9.65409166666667","9.95409166666667","4105","","PE(36:0)+H","748.58508","607.56597","142.02639","9.65409166666667","9.95409166666667","4105"
"","PE(36:0)+H",0,0,0,"8.09175","8.39175","11689","","PE(36:0)+H",0,0,0,"8.09175","8.39175","11689","","PE(36:0)+H",0,0,0,"8.09175","8.39175","11689","","PE(36:0)+H",0,0,0,"8.09175","8.39175","11689","","PE(36:0)+H",0,0,0,"8.09175","8.39175","11689","","PE(36:0)+H","748.58508","607.56597","142.02639","8.09175","8.39175","11689"
"","PE(36:1)+H",1,0,0,"6.74571388888889","7.04571388888889","181","","PE(36:1)+H",6.918066,0,0,"6.74571388888889","7.04571388888889","181","","PE(36:1)+H",1,0,0,"6.74571388888889","7.04571388888889","181","","PE(36:1)+H",1807902,0,0,"6.74571388888889","7.04571388888889","181","","PE(36:1)+H",746.5698,0,0,"6.74571388888889","7.04571388888889","181","","PE(36:1)+H","746.56948","605.55037","142.02639","6.74571388888889","7.04571388888889","181"
"","PE(36:1)+H",1,1,0,"8.71344583333333","9.01344583333333","707","","PE(36:1)+H",8.923824,8.923824,0,"8.71344583333333","9.01344583333333","707","","PE(36:1)+H",1,1,0,"8.71344583333333","9.01344583333333","707","","PE(36:1)+H",3548.037,648582.6,0,"8.71344583333333","9.01344583333333","707","","PE(36:1)+H",746.5717,605.552,0,"8.71344583333333","9.01344583333333","707","","PE(36:1)+H","746.56948","605.55037","142.02639","8.71344583333333","9.01344583333333","707"
"","PE(36:1)+H",0,0,0,"7.43429861111111","7.73429861111111","871","","PE(36:1)+H",0,0,0,"7.43429861111111","7.73429861111111","871","","PE(36:1)+H",0,0,0,"7.43429861111111","7.73429861111111","871","","PE(36:1)+H",0,0,0,"7.43429861111111","7.73429861111111","871","","PE(36:1)+H",0,0,0,"7.43429861111111","7.73429861111111","871","","PE(36:1)+H","746.56948","605.55037","142.02639","7.43429861111111","7.73429861111111","871"
"","PE(36:1)+H",0,0,0,"12.741253030303","13.041253030303","3250","","PE(36:1)+H",0,0,0,"12.741253030303","13.041253030303","3250","","PE(36:1)+H",0,0,0,"12.741253030303","13.041253030303","3250","","PE(36:1)+H",0,0,0,"12.741253030303","13.041253030303","3250","","PE(36:1)+H",0,0,0,"12.741253030303","13.041253030303","3250","","PE(36:1)+H","746.56948","605.55037","142.02639","12.741253030303","13.041253030303","3250"
"","PE(36:2)+H",1,0,0,"5.77137638888889","6.07137638888889","145","","PE(36:2)+H",5.927817,0,0,"5.77137638888889","6.07137638888889","145","","PE(36:2)+H",2,0,0,"5.77137638888889","6.07137638888889","145","","PE(36:2)+H",1879190,0,0,"5.77137638888889","6.07137638888889","145","","PE(36:2)+H",744.5545,0,0,"5.77137638888889","6.07137638888889","145","","PE(36:2)+H","744.55378","603.53467","142.02639","5.77137638888889","6.07137638888889","145"
"","PE(36:2)+H",1,1,1,"7.85418888888889","8.15418888888889","206","","PE(36:2)+H",8.027212,8.027212,8.027212,"7.85418888888889","8.15418888888889","206","","PE(36:2)+H",2,4,2,"7.85418888888889","8.15418888888889","206","","PE(36:2)+H",38583.23,5534278,4066.147,"7.85418888888889","8.15418888888889","206","","PE(36:2)+H",744.55535,603.5352,142.0265,"7.85418888888889","8.15418888888889","206","","PE(36:2)+H","744.55378","603.53467","142.02639","7.85418888888889","8.15418888888889","206"
"","PE(36:2)+H",0,0,0,"12.8203347222222","13.1203347222222","1675","","PE(36:2)+H",0,0,0,"12.8203347222222","13.1203347222222","1675","","PE(36:2)+H",0,0,0,"12.8203347222222","13.1203347222222","1675","","PE(36:2)+H",0,0,0,"12.8203347222222","13.1203347222222","1675","","PE(36:2)+H",0,0,0,"12.8203347222222","13.1203347222222","1675","","PE(36:2)+H","744.55378","603.53467","142.02639","12.8203347222222","13.1203347222222","1675"
"","PE(36:2)+H",0,0,0,"5.5644375","5.8644375","1727","","PE(36:2)+H",0,0,0,"5.5644375","5.8644375","1727","","PE(36:2)+H",0,0,0,"5.5644375","5.8644375","1727","","PE(36:2)+H",0,0,0,"5.5644375","5.8644375","1727","","PE(36:2)+H",0,0,0,"5.5644375","5.8644375","1727","","PE(36:2)+H","744.55378","603.53467","142.02639","5.5644375","5.8644375","1727"
"","PE(36:2)+H",0,1,0,"7.68141111111111","7.98141111111111","12683","","PE(36:2)+H",0,7.892835,0,"7.68141111111111","7.98141111111111","12683","","PE(36:2)+H",0,2,0,"7.68141111111111","7.98141111111111","12683","","PE(36:2)+H",0,737444.4,0,"7.68141111111111","7.98141111111111","12683","","PE(36:2)+H",0,603.5353,0,"7.68141111111111","7.98141111111111","12683","","PE(36:2)+H","744.55378","603.53467","142.02639","7.68141111111111","7.98141111111111","12683"
"","PE(36:3)+H",1,1,1,"6.76129722222222","7.06129722222222","513","","PE(36:3)+H",6.923258,6.923258,6.923258,"6.76129722222222","7.06129722222222","513","","PE(36:3)+H",1,2,1,"6.76129722222222","7.06129722222222","513","","PE(36:3)+H",17079.83,2181175,1105.821,"6.76129722222222","7.06129722222222","513","","PE(36:3)+H",742.5391,601.51955,142.0266,"6.76129722222222","7.06129722222222","513","","PE(36:3)+H","742.53818","601.51907","142.02639","6.76129722222222","7.06129722222222","513"
"","PE(36:3)+H",1,0,0,"4.94340138888889","5.24340138888889","567","","PE(36:3)+H",5.043269,0,0,"4.94340138888889","5.24340138888889","567","","PE(36:3)+H",2,0,0,"4.94340138888889","5.24340138888889","567","","PE(36:3)+H",156091.8,0,0,"4.94340138888889","5.24340138888889","567","","PE(36:3)+H",742.53995,0,0,"4.94340138888889","5.24340138888889","567","","PE(36:3)+H","742.53818","601.51907","142.02639","4.94340138888889","5.24340138888889","567"
"","PE(36:3)+H",1,1,0,"8.64927361111111","8.94927361111111","1069","","PE(36:3)+H",8.820799,8.820799,0,"8.64927361111111","8.94927361111111","1069","","PE(36:3)+H",1,1,0,"8.64927361111111","8.94927361111111","1069","","PE(36:3)+H",232992.8,112151.9,0,"8.64927361111111","8.94927361111111","1069","","PE(36:3)+H",742.5367,601.5176,0,"8.64927361111111","8.94927361111111","1069","","PE(36:3)+H","742.53818","601.51907","142.02639","8.64927361111111","8.94927361111111","1069"
"","PE(36:3)+H",0,0,0,"12.2701305555556","12.5701305555556","1469","","PE(36:3)+H",0,0,0,"12.2701305555556","12.5701305555556","1469","","PE(36:3)+H",0,0,0,"12.2701305555556","12.5701305555556","1469","","PE(36:3)+H",0,0,0,"12.2701305555556","12.5701305555556","1469","","PE(36:3)+H",0,0,0,"12.2701305555556","12.5701305555556","1469","","PE(36:3)+H","742.53818","601.51907","142.02639","12.2701305555556","12.5701305555556","1469"
"","PE(36:3)+H",0,0,0,"11.6326597222222","11.9326597222222","2244","","PE(36:3)+H",0,0,0,"11.6326597222222","11.9326597222222","2244","","PE(36:3)+H",0,0,0,"11.6326597222222","11.9326597222222","2244","","PE(36:3)+H",0,0,0,"11.6326597222222","11.9326597222222","2244","","PE(36:3)+H",0,0,0,"11.6326597222222","11.9326597222222","2244","","PE(36:3)+H","742.53818","601.51907","142.02639","11.6326597222222","11.9326597222222","2244"
"","PE(36:3)+H",0,0,0,"12.8643333333333","13.1643333333333","5705","","PE(36:3)+H",0,0,0,"12.8643333333333","13.1643333333333","5705","","PE(36:3)+H",0,0,0,"12.8643333333333","13.1643333333333","5705","","PE(36:3)+H",0,0,0,"12.8643333333333","13.1643333333333","5705","","PE(36:3)+H",0,0,0,"12.8643333333333","13.1643333333333","5705","","PE(36:3)+H","742.53818","601.51907","142.02639","12.8643333333333","13.1643333333333","5705"
"","PE(36:3)+H",0,1,0,"6.94883888888889","7.24883888888889","9128","","PE(36:3)+H",0,6.985158,0,"6.94883888888889","7.24883888888889","9128","","PE(36:3)+H",0,2,0,"6.94883888888889","7.24883888888889","9128","","PE(36:3)+H",0,492118.9,0,"6.94883888888889","7.24883888888889","9128","","PE(36:3)+H",0,601.51935,0,"6.94883888888889","7.24883888888889","9128","","PE(36:3)+H","742.53818","601.51907","142.02639","6.94883888888889","7.24883888888889","9128"
"","PE(36:3)+H",0,0,0,"4.72582222222222","5.02582222222222","10292","","PE(36:3)+H",0,0,0,"4.72582222222222","5.02582222222222","10292","","PE(36:3)+H",0,0,0,"4.72582222222222","5.02582222222222","10292","","PE(36:3)+H",0,0,0,"4.72582222222222","5.02582222222222","10292","","PE(36:3)+H",0,0,0,"4.72582222222222","5.02582222222222","10292","","PE(36:3)+H","742.53818","601.51907","142.02639","4.72582222222222","5.02582222222222","10292"
"","PE(36:3)+H",0,0,0,"5.97769583333333","6.27769583333333","11722","","PE(36:3)+H",0,0,0,"5.97769583333333","6.27769583333333","11722","","PE(36:3)+H",0,0,0,"5.97769583333333","6.27769583333333","11722","","PE(36:3)+H",0,0,0,"5.97769583333333","6.27769583333333","11722","","PE(36:3)+H",0,0,0,"5.97769583333333","6.27769583333333","11722","","PE(36:3)+H","742.53818","601.51907","142.02639","5.97769583333333","6.27769583333333","11722"
"","PE(36:4)+H",1,1,0,"6.49417777777778","6.79417777777778","510","","PE(36:4)+H",6.663421,6.663421,0,"6.49417777777778","6.79417777777778","510","","PE(36:4)+H",1,1,0,"6.49417777777778","6.79417777777778","510","","PE(36:4)+H",15678.96,1564707,0,"6.49417777777778","6.79417777777778","510","","PE(36:4)+H",740.5244,599.5046,0,"6.49417777777778","6.79417777777778","510","","PE(36:4)+H","740.52248","599.50337","142.02639","6.49417777777778","6.79417777777778","510"
"","PE(36:4)+H",0,0,0,"12.0553930555556","12.3553930555556","751","","PE(36:4)+H",0,0,0,"12.0553930555556","12.3553930555556","751","","PE(36:4)+H",0,0,0,"12.0553930555556","12.3553930555556","751","","PE(36:4)+H",0,0,0,"12.0553930555556","12.3553930555556","751","","PE(36:4)+H",0,0,0,"12.0553930555556","12.3553930555556","751","","PE(36:4)+H","740.52248","599.50337","142.02639","12.0553930555556","12.3553930555556","751"
"","PE(36:4)+H",0,0,0,"11.3749777777778","11.6749777777778","956","","PE(36:4)+H",0,0,0,"11.3749777777778","11.6749777777778","956","","PE(36:4)+H",0,0,0,"11.3749777777778","11.6749777777778","956","","PE(36:4)+H",0,0,0,"11.3749777777778","11.6749777777778","956","","PE(36:4)+H",0,0,0,"11.3749777777778","11.6749777777778","956","","PE(36:4)+H","740.52248","599.50337","142.02639","11.3749777777778","11.6749777777778","956"
"","PE(36:4)+H",0,0,0,"11.7085983333333","12.0085983333333","2502","","PE(36:4)+H",0,0,0,"11.7085983333333","12.0085983333333","2502","","PE(36:4)+H",0,0,0,"11.7085983333333","12.0085983333333","2502","","PE(36:4)+H",0,0,0,"11.7085983333333","12.0085983333333","2502","","PE(36:4)+H",0,0,0,"11.7085983333333","12.0085983333333","2502","","PE(36:4)+H","740.52248","599.50337","142.02639","11.7085983333333","12.0085983333333","2502"
"","PE(36:4)+H",0,0,0,"11.0355611111111","11.3355611111111","4469","","PE(36:4)+H",0,0,0,"11.0355611111111","11.3355611111111","4469","","PE(36:4)+H",0,0,0,"11.0355611111111","11.3355611111111","4469","","PE(36:4)+H",0,0,0,"11.0355611111111","11.3355611111111","4469","","PE(36:4)+H",0,0,0,"11.0355611111111","11.3355611111111","4469","","PE(36:4)+H","740.52248","599.50337","142.02639","11.0355611111111","11.3355611111111","4469"
"","PE(36:4)+H",0,0,0,"12.3847166666667","12.6847166666667","4897","","PE(36:4)+H",0,0,0,"12.3847166666667","12.6847166666667","4897","","PE(36:4)+H",0,0,0,"12.3847166666667","12.6847166666667","4897","","PE(36:4)+H",0,0,0,"12.3847166666667","12.6847166666667","4897","","PE(36:4)+H",0,0,0,"12.3847166666667","12.6847166666667","4897","","PE(36:4)+H","740.52248","599.50337","142.02639","12.3847166666667","12.6847166666667","4897"
"","PE(36:4)+H",0,0,0,"4.5260625","4.8260625","6352","","PE(36:4)+H",0,0,0,"4.5260625","4.8260625","6352","","PE(36:4)+H",0,0,0,"4.5260625","4.8260625","6352","","PE(36:4)+H",0,0,0,"4.5260625","4.8260625","6352","","PE(36:4)+H",0,0,0,"4.5260625","4.8260625","6352","","PE(36:4)+H","740.52248","599.50337","142.02639","4.5260625","4.8260625","6352"
"","PE(36:4)+H",0,0,0,"3.94111111111111","4.24111111111111","6526","","PE(36:4)+H",0,0,0,"3.94111111111111","4.24111111111111","6526","","PE(36:4)+H",0,0,0,"3.94111111111111","4.24111111111111","6526","","PE(36:4)+H",0,0,0,"3.94111111111111","4.24111111111111","6526","","PE(36:4)+H",0,0,0,"3.94111111111111","4.24111111111111","6526","","PE(36:4)+H","740.52248","599.50337","142.02639","3.94111111111111","4.24111111111111","6526"
"","PE(36:4)+H",0,0,0,"12.6628075757576","12.9628075757576","9404","","PE(36:4)+H",0,0,0,"12.6628075757576","12.9628075757576","9404","","PE(36:4)+H",0,0,0,"12.6628075757576","12.9628075757576","9404","","PE(36:4)+H",0,0,0,"12.6628075757576","12.9628075757576","9404","","PE(36:4)+H",0,0,0,"12.6628075757576","12.9628075757576","9404","","PE(36:4)+H","740.52248","599.50337","142.02639","12.6628075757576","12.9628075757576","9404"
"","PE(36:5)+H",0,0,0,"4.89671944444444","5.19671944444444","1361","","PE(36:5)+H",0,0,0,"4.89671944444444","5.19671944444444","1361","","PE(36:5)+H",0,0,0,"4.89671944444444","5.19671944444444","1361","","PE(36:5)+H",0,0,0,"4.89671944444444","5.19671944444444","1361","","PE(36:5)+H",0,0,0,"4.89671944444444","5.19671944444444","1361","","PE(36:5)+H","738.50688","597.48777","142.02639","4.89671944444444","5.19671944444444","1361"
"","PE(36:5)+H",0,0,0,"5.64302916666667","5.94302916666667","2966","","PE(36:5)+H",0,0,0,"5.64302916666667","5.94302916666667","2966","","PE(36:5)+H",0,0,0,"5.64302916666667","5.94302916666667","2966","","PE(36:5)+H",0,0,0,"5.64302916666667","5.94302916666667","2966","","PE(36:5)+H",0,0,0,"5.64302916666667","5.94302916666667","2966","","PE(36:5)+H","738.50688","597.48777","142.02639","5.64302916666667","5.94302916666667","2966"
"","PE(36:5)+H",0,0,0,"11.5508597222222","11.8508597222222","4621","","PE(36:5)+H",0,0,0,"11.5508597222222","11.8508597222222","4621","","PE(36:5)+H",0,0,0,"11.5508597222222","11.8508597222222","4621","","PE(36:5)+H",0,0,0,"11.5508597222222","11.8508597222222","4621","","PE(36:5)+H",0,0,0,"11.5508597222222","11.8508597222222","4621","","PE(36:5)+H","738.50688","597.48777","142.02639","11.5508597222222","11.8508597222222","4621"
"","PE(36:5)+H",0,0,0,"10.8503902777778","11.1503902777778","6163","","PE(36:5)+H",0,0,0,"10.8503902777778","11.1503902777778","6163","","PE(36:5)+H",0,0,0,"10.8503902777778","11.1503902777778","6163","","PE(36:5)+H",0,0,0,"10.8503902777778","11.1503902777778","6163","","PE(36:5)+H",0,0,0,"10.8503902777778","11.1503902777778","6163","","PE(36:5)+H","738.50688","597.48777","142.02639","10.8503902777778","11.1503902777778","6163"
"","PE(36:5)+H",0,0,0,"5.32869444444445","5.62869444444445","7251","","PE(36:5)+H",0,0,0,"5.32869444444445","5.62869444444445","7251","","PE(36:5)+H",0,0,0,"5.32869444444445","5.62869444444445","7251","","PE(36:5)+H",0,0,0,"5.32869444444445","5.62869444444445","7251","","PE(36:5)+H",0,0,0,"5.32869444444445","5.62869444444445","7251","","PE(36:5)+H","738.50688","597.48777","142.02639","5.32869444444445","5.62869444444445","7251"
"","PE(36:6)+H",0,0,0,"4.87367878787879","5.17367878787879","5064","","PE(36:6)+H",0,0,0,"4.87367878787879","5.17367878787879","5064","","PE(36:6)+H",0,0,0,"4.87367878787879","5.17367878787879","5064","","PE(36:6)+H",0,0,0,"4.87367878787879","5.17367878787879","5064","","PE(36:6)+H",0,0,0,"4.87367878787879","5.17367878787879","5064","","PE(36:6)+H","736.49118","595.47207","142.02639","4.87367878787879","5.17367878787879","5064"
"","PE(37:0)+H",1,0,0,"8.38228472222222","8.68228472222222","37","","PE(37:0)+H",8.523543,0,0,"8.38228472222222","8.68228472222222","37","","PE(37:0)+H",2,0,0,"8.38228472222222","8.68228472222222","37","","PE(37:0)+H",13663840,0,0,"8.38228472222222","8.68228472222222","37","","PE(37:0)+H",762.60045,0,0,"8.38228472222222","8.68228472222222","37","","PE(37:0)+H","762.60078","621.58167","142.02639","8.38228472222222","8.68228472222222","37"
"","PE(37:0)+H",0,0,0,"15.5764597222222","15.8764597222222","14861","","PE(37:0)+H",0,0,0,"15.5764597222222","15.8764597222222","14861","","PE(37:0)+H",0,0,0,"15.5764597222222","15.8764597222222","14861","","PE(37:0)+H",0,0,0,"15.5764597222222","15.8764597222222","14861","","PE(37:0)+H",0,0,0,"15.5764597222222","15.8764597222222","14861","","PE(37:0)+H","762.60078","621.58167","142.02639","15.5764597222222","15.8764597222222","14861"
"","PE(37:1)+H",1,0,0,"7.32078888888889","7.62078888888889","5","","PE(37:1)+H",7.474944,0,0,"7.32078888888889","7.62078888888889","5","","PE(37:1)+H",3,0,0,"7.32078888888889","7.62078888888889","5","","PE(37:1)+H",52416060,0,0,"7.32078888888889","7.62078888888889","5","","PE(37:1)+H",760.584733333333,0,0,"7.32078888888889","7.62078888888889","5","","PE(37:1)+H","760.58518","619.56607","142.02639","7.32078888888889","7.62078888888889","5"
"","PE(37:1)+H",0,0,0,"11.3210166666667","11.6210166666667","10004","","PE(37:1)+H",0,0,0,"11.3210166666667","11.6210166666667","10004","","PE(37:1)+H",0,0,0,"11.3210166666667","11.6210166666667","10004","","PE(37:1)+H",0,0,0,"11.3210166666667","11.6210166666667","10004","","PE(37:1)+H",0,0,0,"11.3210166666667","11.6210166666667","10004","","PE(37:1)+H","760.58518","619.56607","142.02639","11.3210166666667","11.6210166666667","10004"
"","PE(37:1)+H",0,0,0,"15.3130347222222","15.6130347222222","15516","","PE(37:1)+H",0,0,0,"15.3130347222222","15.6130347222222","15516","","PE(37:1)+H",0,0,0,"15.3130347222222","15.6130347222222","15516","","PE(37:1)+H",0,0,0,"15.3130347222222","15.6130347222222","15516","","PE(37:1)+H",0,0,0,"15.3130347222222","15.6130347222222","15516","","PE(37:1)+H","760.58518","619.56607","142.02639","15.3130347222222","15.6130347222222","15516"
"","PE(37:1)+H",0,0,0,"15.033275","15.333275","16771","","PE(37:1)+H",0,0,0,"15.033275","15.333275","16771","","PE(37:1)+H",0,0,0,"15.033275","15.333275","16771","","PE(37:1)+H",0,0,0,"15.033275","15.333275","16771","","PE(37:1)+H",0,0,0,"15.033275","15.333275","16771","","PE(37:1)+H","760.58518","619.56607","142.02639","15.033275","15.333275","16771"
"","PE(37:2)+H",1,0,0,"6.39557777777778","6.69557777777778","1","","PE(37:2)+H",6.530702,0,0,"6.39557777777778","6.69557777777778","1","","PE(37:2)+H",3,0,0,"6.39557777777778","6.69557777777778","1","","PE(37:2)+H",76887860,0,0,"6.39557777777778","6.69557777777778","1","","PE(37:2)+H",758.5694,0,0,"6.39557777777778","6.69557777777778","1","","PE(37:2)+H","758.56948","617.55037","142.02639","6.39557777777778","6.69557777777778","1"
"","PE(37:2)+H",0,0,0,"12.7955347222222","13.0955347222222","4884","","PE(37:2)+H",0,0,0,"12.7955347222222","13.0955347222222","4884","","PE(37:2)+H",0,0,0,"12.7955347222222","13.0955347222222","4884","","PE(37:2)+H",0,0,0,"12.7955347222222","13.0955347222222","4884","","PE(37:2)+H",0,0,0,"12.7955347222222","13.0955347222222","4884","","PE(37:2)+H","758.56948","617.55037","142.02639","12.7955347222222","13.0955347222222","4884"
"","PE(37:2)+H",1,0,0,"6.14551666666667","6.44551666666667","11258","","PE(37:2)+H",6.40851,0,0,"6.14551666666667","6.44551666666667","11258","","PE(37:2)+H",2,0,0,"6.14551666666667","6.44551666666667","11258","","PE(37:2)+H",2120362,0,0,"6.14551666666667","6.44551666666667","11258","","PE(37:2)+H",758.57015,0,0,"6.14551666666667","6.44551666666667","11258","","PE(37:2)+H","758.56948","617.55037","142.02639","6.14551666666667","6.44551666666667","11258"
