OxPE,[M+Na]+,PreCursor -43,PreCursor -141,M+Na-43-SN1-H acyl loss,M+Na-43-SN2-H acyl loss,phosphoethanolamine+Na
OxPE(18:1(OO)_5:0(CHO))+Na,632.3170878,589.2748878,491.2979935,275.0292678,473.2276778,164.00888
OxPE(18:1(OO)_6:0(CHO))+Na,646.3327378,603.2905378,505.3136435,289.0449178,473.2276778,164.00888
OxPE(18:1(OO)_7:0(CHO))+Na,660.3483878,617.3061878,519.3292935,303.0605678,473.2276778,164.00888
OxPE(18:1(OO)_8:0(CHO))+Na,674.3640378,631.3218378,533.3449435,317.0762178,473.2276778,164.00888
OxPE(18:1(OO)_9:0(CHO))+Na,688.3796878,645.3374878,547.3605935,331.0918678,473.2276778,164.00888
OxPE(18:1(OO)_10:0(CHO))+Na,702.3953378,659.3531378,561.3762435,345.1075178,473.2276778,164.00888
OxPE(18:1(OO)_11:0(CHO))+Na,716.4109878,673.3687878,575.3918935,359.1231678,473.2276778,164.00888
OxPE(18:1(OO)_12:0(CHO))+Na,730.4266378,687.3844378,589.4075435,373.1388178,473.2276778,164.00888
OxPE(18:1(OO)_13:0(CHO))+Na,744.4422878,701.4000878,603.4231935,387.1544678,473.2276778,164.00888
OxPE(18:1(OO)_14:0(CHO))+Na,758.4579378,715.4157378,617.4388435,401.1701178,473.2276778,164.00888
OxPE(18:1(OO)_15:0(CHO))+Na,772.4735878,729.4313878,631.4544935,415.1857678,473.2276778,164.00888
OxPE(18:1(OO)_6:1(CHO))+Na,644.3170978,601.2748978,503.2980035,287.0292778,473.2276778,164.00888
OxPE(18:1(OO)_7:1(CHO))+Na,658.3327478,615.2905478,517.3136535,301.0449278,473.2276778,164.00888
OxPE(18:1(OO)_8:1(CHO))+Na,672.3483978,629.3061978,531.3293035,315.0605778,473.2276778,164.00888
OxPE(18:1(OO)_9:1(CHO))+Na,686.3640478,643.3218478,545.3449535,329.0762278,473.2276778,164.00888
OxPE(18:1(OO)_9:2(CHO))+Na,684.3483978,641.3061978,543.3293035,327.0605778,473.2276778,164.00888
OxPE(18:1(OO)_10:1(CHO))+Na,700.3796978,657.3374978,559.3606035,343.0918778,473.2276778,164.00888
OxPE(18:1(OO)_10:2(CHO))+Na,698.3640478,655.3218478,557.3449535,341.0762278,473.2276778,164.00888
OxPE(18:1(OO)_11:1(CHO))+Na,714.3953478,671.3531478,573.3762535,357.1075278,473.2276778,164.00888
OxPE(18:1(OO)_11:2(CHO))+Na,712.3796978,669.3374978,571.3606035,355.0918778,473.2276778,164.00888
OxPE(18:1(OO)_12:1(CHO))+Na,728.4109978,685.3687978,587.3919035,371.1231778,473.2276778,164.00888
OxPE(18:1(OO)_12:2(CHO))+Na,726.3953478,683.3531478,585.3762535,369.1075278,473.2276778,164.00888
OxPE(18:1(OO)_12:3(CHO))+Na,724.3796978,681.3374978,583.3606035,367.0918778,473.2276778,164.00888
OxPE(18:1(OO)_13:1(CHO))+Na,742.4266478,699.3844478,601.4075535,385.1388278,473.2276778,164.00888
OxPE(18:1(OO)_13:2(CHO))+Na,740.4109978,697.3687978,599.3919035,383.1231778,473.2276778,164.00888
OxPE(18:1(OO)_13:3(CHO))+Na,738.3953478,695.3531478,597.3762535,381.1075278,473.2276778,164.00888
OxPE(18:1(OO)_14:1(CHO))+Na,756.4422978,713.4000978,615.4232035,399.1544778,473.2276778,164.00888
OxPE(18:1(OO)_14:2(CHO))+Na,754.4266478,711.3844478,613.4075535,397.1388278,473.2276778,164.00888
OxPE(18:1(OO)_14:3(CHO))+Na,752.4109978,709.3687978,611.3919035,395.1231778,473.2276778,164.00888
OxPE(18:1(OO)_15:1(CHO))+Na,770.4579478,727.4157478,629.4388535,413.1701278,473.2276778,164.00888
OxPE(18:1(OO)_15:2(CHO))+Na,768.4422978,725.4000978,627.4232035,411.1544778,473.2276778,164.00888
OxPE(18:1(OO)_15:3(CHO))+Na,766.4266478,723.3844478,625.4075535,409.1388278,473.2276778,164.00888
OxPE(18:1(OO)_15:4(CHO))+Na,764.4109978,721.3687978,623.3919035,407.1231778,473.2276778,164.00888
OxPE(18:1(OO)_16:1(CHO))+Na,784.4735978,741.4313978,643.4545035,427.1857778,473.2276778,164.00888
OxPE(18:1(OO)_16:2(CHO))+Na,782.4579478,739.4157478,641.4388535,425.1701278,473.2276778,164.00888
OxPE(18:1(OO)_16:3(CHO))+Na,780.4422978,737.4000978,639.4232035,423.1544778,473.2276778,164.00888
OxPE(18:1(OO)_16:4(CHO))+Na,778.4266478,735.3844478,637.4075535,421.1388278,473.2276778,164.00888
OxPE(18:1(OO)_17:4(CHO))+Na,792.4422978,749.4000978,651.4232035,435.1544778,473.2276778,164.00888
OxPE(18:1(OO)_18:4(CHO))+Na,806.4579478,763.4157478,665.4388535,449.1701278,473.2276778,164.00888
OxPE(18:1(OO)_18:5(CHO))+Na,804.4422978,761.4000978,663.4232035,447.1544778,473.2276778,164.00888
OxPE(18:1(OO)_19:4(CHO))+Na,820.4735978,777.4313978,679.4545035,463.1857778,473.2276778,164.00888
OxPE(18:1(OO)_19:5(CHO))+Na,818.4579478,775.4157478,677.4388535,461.1701278,473.2276778,164.00888
OxPE(18:1(OO)_3:0(COOH))+Na,620.2807078,577.2385078,479.2616135,262.9928878,473.2276778,164.00888
OxPE(18:1(OO)_4:0(COOH))+Na,634.2963578,591.2541578,493.2772635,277.0085378,473.2276778,164.00888
OxPE(18:1(OO)_5:0(COOH))+Na,648.3120078,605.2698078,507.2929135,291.0241878,473.2276778,164.00888
OxPE(18:1(OO)_6:0(COOH))+Na,662.3276578,619.2854578,521.3085635,305.0398378,473.2276778,164.00888
OxPE(18:1(OO)_7:0(COOH))+Na,676.3433078,633.3011078,535.3242135,319.0554878,473.2276778,164.00888
OxPE(18:1(OO)_8:0(COOH))+Na,690.3589578,647.3167578,549.3398635,333.0711378,473.2276778,164.00888
OxPE(18:1(OO)_9:0(COOH))+Na,704.3746078,661.3324078,563.3555135,347.0867878,473.2276778,164.00888
OxPE(18:1(OO)_10:0(COOH))+Na,718.3902578,675.3480578,577.3711635,361.1024378,473.2276778,164.00888
OxPE(18:1(OO)_11:0(COOH))+Na,732.4059078,689.3637078,591.3868135,375.1180878,473.2276778,164.00888
OxPE(18:1(OO)_12:0(COOH))+Na,746.4215578,703.3793578,605.4024635,389.1337378,473.2276778,164.00888
OxPE(18:1(OO)_13:0(COOH))+Na,760.4372078,717.3950078,619.4181135,403.1493878,473.2276778,164.00888
OxPE(18:1(OO)_14:0(COOH))+Na,774.4528578,731.4106578,633.4337635,417.1650378,473.2276778,164.00888
OxPE(18:1(OO)_15:0(COOH))+Na,788.4685078,745.4263078,647.4494135,431.1806878,473.2276778,164.00888
OxPE(18:1(OO)_6:1(COOH))+Na,660.3120178,617.2698178,519.2929235,303.0241978,473.2276778,164.00888
OxPE(18:1(OO)_7:1(COOH))+Na,674.3276678,631.2854678,533.3085735,317.0398478,473.2276778,164.00888
OxPE(18:1(OO)_8:1(COOH))+Na,688.3433178,645.3011178,547.3242235,331.0554978,473.2276778,164.00888
OxPE(18:1(OO)_9:1(COOH))+Na,702.3589678,659.3167678,561.3398735,345.0711478,473.2276778,164.00888
OxPE(18:1(OO)_9:2(COOH))+Na,700.3433178,657.3011178,559.3242235,343.0554978,473.2276778,164.00888
OxPE(18:1(OO)_10:1(COOH))+Na,716.3746178,673.3324178,575.3555235,359.0867978,473.2276778,164.00888
OxPE(18:1(OO)_10:2(COOH))+Na,714.3589678,671.3167678,573.3398735,357.0711478,473.2276778,164.00888
OxPE(18:1(OO)_11:1(COOH))+Na,730.3902678,687.3480678,589.3711735,373.1024478,473.2276778,164.00888
OxPE(18:1(OO)_11:2(COOH))+Na,728.3746178,685.3324178,587.3555235,371.0867978,473.2276778,164.00888
OxPE(18:1(OO)_12:1(COOH))+Na,744.4059178,701.3637178,603.3868235,387.1180978,473.2276778,164.00888
OxPE(18:1(OO)_12:2(COOH))+Na,742.3902678,699.3480678,601.3711735,385.1024478,473.2276778,164.00888
OxPE(18:1(OO)_12:3(COOH))+Na,740.3746178,697.3324178,599.3555235,383.0867978,473.2276778,164.00888
OxPE(18:1(OO)_13:1(COOH))+Na,758.4215678,715.3793678,617.4024735,401.1337478,473.2276778,164.00888
OxPE(18:1(OO)_13:2(COOH))+Na,756.4059178,713.3637178,615.3868235,399.1180978,473.2276778,164.00888
OxPE(18:1(OO)_13:3(COOH))+Na,754.3902678,711.3480678,613.3711735,397.1024478,473.2276778,164.00888
OxPE(18:1(OO)_14:1(COOH))+Na,772.4372178,729.3950178,631.4181235,415.1493978,473.2276778,164.00888
OxPE(18:1(OO)_14:2(COOH))+Na,770.4215678,727.3793678,629.4024735,413.1337478,473.2276778,164.00888
OxPE(18:1(OO)_14:3(COOH))+Na,768.4059178,725.3637178,627.3868235,411.1180978,473.2276778,164.00888
OxPE(18:1(OO)_15:1(COOH))+Na,786.4528678,743.4106678,645.4337735,429.1650478,473.2276778,164.00888
OxPE(18:1(OO)_15:2(COOH))+Na,784.4372178,741.3950178,643.4181235,427.1493978,473.2276778,164.00888
OxPE(18:1(OO)_15:3(COOH))+Na,782.4215678,739.3793678,641.4024735,425.1337478,473.2276778,164.00888
OxPE(18:1(OO)_15:4(COOH))+Na,780.4059178,737.3637178,639.3868235,423.1180978,473.2276778,164.00888
OxPE(18:1(OO)_16:1(COOH))+Na,800.4685178,757.4263178,659.4494235,443.1806978,473.2276778,164.00888
OxPE(18:1(OO)_16:2(COOH))+Na,798.4528678,755.4106678,657.4337735,441.1650478,473.2276778,164.00888
OxPE(18:1(OO)_16:3(COOH))+Na,796.4372178,753.3950178,655.4181235,439.1493978,473.2276778,164.00888
OxPE(18:1(OO)_16:4(COOH))+Na,794.4215678,751.3793678,653.4024735,437.1337478,473.2276778,164.00888
OxPE(18:1(OO)_17:4(COOH))+Na,808.4372178,765.3950178,667.4181235,451.1493978,473.2276778,164.00888
OxPE(18:1(OO)_18:4(COOH))+Na,822.4528678,779.4106678,681.4337735,465.1650478,473.2276778,164.00888
OxPE(18:1(OO)_18:5(COOH))+Na,820.4372178,777.3950178,679.4181235,463.1493978,473.2276778,164.00888
OxPE(18:1(OO)_19:4(COOH))+Na,836.4685178,793.4263178,695.4494235,479.1806978,473.2276778,164.00888
OxPE(18:1(OO)_19:5(COOH))+Na,834.4528678,791.4106678,693.4337735,477.1650478,473.2276778,164.00888
OxPE(18:1(OO)_3:0(CHO))+Na,604.2857878,561.2435878,463.2666935,246.9979678,473.2276778,164.00888
OxPE(18:1(OO)_4:0(CHO))+Na,618.3014378,575.2592378,477.2823435,261.0136178,473.2276778,164.00888
OxPE(18:3(OO)_18:3(OO))+Na,822.4528978,779.4106978,681.4338035,469.1963778,469.1963778,164.00888
OxPE(18:3(OO)_18:4(OO))+Na,820.4371978,777.3949978,679.4181035,467.1806778,469.1963778,164.00888
OxPE(18:3(OO)_20:1(OO))+Na,854.5154978,811.4732978,713.4964035,501.2589778,469.1963778,164.00888
OxPE(18:3(OO)_20:2(OO))+Na,852.4997978,809.4575978,711.4807035,499.2432778,469.1963778,164.00888
OxPE(18:3(OO)_20:3(OO))+Na,850.4841978,807.4419978,709.4651035,497.2276778,469.1963778,164.00888
OxPE(18:3(OO)_20:5(OO))+Na,846.4528978,803.4106978,705.4338035,493.1963778,469.1963778,164.00888
OxPE(18:3(OO)_22:1(OO))+Na,882.5467978,839.5045978,741.5277035,529.2902778,469.1963778,164.00888
OxPE(18:3(OO)_22:2(OO))+Na,880.5310978,837.4888978,739.5120035,527.2745778,469.1963778,164.00888
OxPE(18:3(OO)_22:3(OO))+Na,878.5154978,835.4732978,737.4964035,525.2589778,469.1963778,164.00888
OxPE(18:3(OO)_22:4(OO))+Na,876.4997978,833.4575978,735.4807035,523.2432778,469.1963778,164.00888
OxPE(18:3(OO)_22:5(OO))+Na,874.4841978,831.4419978,733.4651035,521.2276778,469.1963778,164.00888
OxPE(18:3(OO)_22:6(OO))+Na,872.4684978,829.4262978,731.4494035,519.2119778,469.1963778,164.00888
OxPE(18:3(OO)_24:1(OO))+Na,910.5780978,867.5358978,769.5590035,557.3215778,469.1963778,164.00888
OxPE(18:3(OO)_14:1(OOO))+Na,786.4165178,743.3743178,645.3974235,433.1599978,469.1963778,164.00888
OxPE(18:3(OO)_15:1(OOO))+Na,800.4321178,757.3899178,659.4130235,447.1755978,469.1963778,164.00888
OxPE(18:3(OO)_16:1(OOO))+Na,814.4478178,771.4056178,673.4287235,461.1912978,469.1963778,164.00888
OxPE(18:3(OO)_17:1(OOO))+Na,828.4634178,785.4212178,687.4443235,475.2068978,469.1963778,164.00888
OxPE(18:3(OO)_17:2(OOO))+Na,826.4478178,783.4056178,685.4287235,473.1912978,469.1963778,164.00888
OxPE(18:3(OO)_18:1(OOO))+Na,842.4791178,799.4369178,701.4600235,489.2225978,469.1963778,164.00888
OxPE(18:3(OO)_18:2(OOO))+Na,840.4634178,797.4212178,699.4443235,487.2068978,469.1963778,164.00888
OxPE(18:3(OO)_18:3(OOO))+Na,838.4478178,795.4056178,697.4287235,485.1912978,469.1963778,164.00888
OxPE(18:3(OO)_18:4(OOO))+Na,836.4321178,793.3899178,695.4130235,483.1755978,469.1963778,164.00888
OxPE(18:3(OO)_20:1(OOO))+Na,870.5104178,827.4682178,729.4913235,517.2538978,469.1963778,164.00888
OxPE(18:3(OO)_20:2(OOO))+Na,868.4947178,825.4525178,727.4756235,515.2381978,469.1963778,164.00888
OxPE(18:3(OO)_20:3(OOO))+Na,866.4791178,823.4369178,725.4600235,513.2225978,469.1963778,164.00888
OxPE(18:3(OO)_20:4(OOO))+Na,864.4634178,821.4212178,723.4443235,511.2068978,469.1963778,164.00888
OxPE(18:3(OO)_20:5(OOO))+Na,862.4478178,819.4056178,721.4287235,509.1912978,469.1963778,164.00888
OxPE(18:3(OO)_22:1(OOO))+Na,898.5417178,855.4995178,757.5226235,545.2851978,469.1963778,164.00888
OxPE(18:3(OO)_22:2(OOO))+Na,896.5260178,853.4838178,755.5069235,543.2694978,469.1963778,164.00888
OxPE(18:3(OO)_22:3(OOO))+Na,894.5104178,851.4682178,753.4913235,541.2538978,469.1963778,164.00888
OxPE(18:3(OO)_22:4(OOO))+Na,892.4947178,849.4525178,751.4756235,539.2381978,469.1963778,164.00888
OxPE(18:3(OO)_22:5(OOO))+Na,890.4791178,847.4369178,749.4600235,537.2225978,469.1963778,164.00888
OxPE(18:3(OO)_22:6(OOO))+Na,888.4634178,845.4212178,747.4443235,535.2068978,469.1963778,164.00888
OxPE(18:3(OO)_24:1(OOO))+Na,926.5730178,883.5308178,785.5539235,573.3164978,469.1963778,164.00888
OxPE(18:3(OO)_14:1(OOOO))+Na,802.4114378,759.3692378,661.3923435,449.1549178,469.1963778,164.00888
OxPE(18:3(OO)_15:1(OOOO))+Na,816.4270378,773.3848378,675.4079435,463.1705178,469.1963778,164.00888
OxPE(18:3(OO)_16:1(OOOO))+Na,830.4427378,787.4005378,689.4236435,477.1862178,469.1963778,164.00888
OxPE(18:3(OO)_17:1(OOOO))+Na,844.4583378,801.4161378,703.4392435,491.2018178,469.1963778,164.00888
OxPE(18:3(OO)_17:2(OOOO))+Na,842.4427378,799.4005378,701.4236435,489.1862178,469.1963778,164.00888
OxPE(18:3(OO)_18:1(OOOO))+Na,858.4740378,815.4318378,717.4549435,505.2175178,469.1963778,164.00888
OxPE(18:3(OO)_18:2(OOOO))+Na,856.4583378,813.4161378,715.4392435,503.2018178,469.1963778,164.00888
OxPE(18:3(OO)_18:3(OOOO))+Na,854.4427378,811.4005378,713.4236435,501.1862178,469.1963778,164.00888
OxPE(18:3(OO)_18:4(OOOO))+Na,852.4270378,809.3848378,711.4079435,499.1705178,469.1963778,164.00888
OxPE(18:3(OO)_20:1(OOOO))+Na,886.5053378,843.4631378,745.4862435,533.2488178,469.1963778,164.00888
OxPE(18:3(OO)_20:2(OOOO))+Na,884.4896378,841.4474378,743.4705435,531.2331178,469.1963778,164.00888
OxPE(18:3(OO)_20:3(OOOO))+Na,882.4740378,839.4318378,741.4549435,529.2175178,469.1963778,164.00888
OxPE(18:3(OO)_20:4(OOOO))+Na,880.4583378,837.4161378,739.4392435,527.2018178,469.1963778,164.00888
OxPE(18:3(OO)_20:5(OOOO))+Na,878.4427378,835.4005378,737.4236435,525.1862178,469.1963778,164.00888
OxPE(18:3(OO)_22:1(OOOO))+Na,914.5366378,871.4944378,773.5175435,561.2801178,469.1963778,164.00888
OxPE(18:3(OO)_22:2(OOOO))+Na,912.5209378,869.4787378,771.5018435,559.2644178,469.1963778,164.00888
OxPE(18:3(OO)_22:3(OOOO))+Na,910.5053378,867.4631378,769.4862435,557.2488178,469.1963778,164.00888
OxPE(18:3(OO)_22:4(OOOO))+Na,908.4896378,865.4474378,767.4705435,555.2331178,469.1963778,164.00888
OxPE(18:3(OO)_22:5(OOOO))+Na,906.4740378,863.4318378,765.4549435,553.2175178,469.1963778,164.00888
OxPE(18:3(OO)_22:6(OOOO))+Na,904.4583378,861.4161378,763.4392435,551.2018178,469.1963778,164.00888
OxPE(18:3(OO)_24:1(OOOO))+Na,942.5679378,899.5257378,801.5488435,589.3114178,469.1963778,164.00888
OxPE(18:3(OO)_14:1(Ke))+Na,752.4110178,709.3688178,611.3919235,399.1544978,469.1963778,164.00888
OxPE(18:3(OO)_15:1(Ke))+Na,766.4266178,723.3844178,625.4075235,413.1700978,469.1963778,164.00888
OxPE(18:3(OO)_16:1(Ke))+Na,780.4423178,737.4001178,639.4232235,427.1857978,469.1963778,164.00888
OxPE(18:3(OO)_17:1(Ke))+Na,794.4579178,751.4157178,653.4388235,441.2013978,469.1963778,164.00888
OxPE(18:3(OO)_17:2(Ke))+Na,792.4423178,749.4001178,651.4232235,439.1857978,469.1963778,164.00888
OxPE(18:3(OO)_18:1(Ke))+Na,808.4736178,765.4314178,667.4545235,455.2170978,469.1963778,164.00888
OxPE(18:3(OO)_18:2(Ke))+Na,806.4579178,763.4157178,665.4388235,453.2013978,469.1963778,164.00888
OxPE(18:3(OO)_18:3(Ke))+Na,804.4423178,761.4001178,663.4232235,451.1857978,469.1963778,164.00888
OxPE(18:3(OO)_18:4(Ke))+Na,802.4266178,759.3844178,661.4075235,449.1700978,469.1963778,164.00888
OxPE(18:3(OO)_20:1(Ke))+Na,836.5049178,793.4627178,695.4858235,483.2483978,469.1963778,164.00888
OxPE(18:3(OO)_20:2(Ke))+Na,834.4892178,791.4470178,693.4701235,481.2326978,469.1963778,164.00888
OxPE(18:3(OO)_20:3(Ke))+Na,832.4736178,789.4314178,691.4545235,479.2170978,469.1963778,164.00888
OxPE(18:3(OO)_20:5(Ke))+Na,828.4423178,785.4001178,687.4232235,475.1857978,469.1963778,164.00888
OxPE(18:3(OO)_22:1(Ke))+Na,864.5362178,821.4940178,723.5171235,511.2796978,469.1963778,164.00888
OxPE(18:3(OO)_22:2(Ke))+Na,862.5205178,819.4783178,721.5014235,509.2639978,469.1963778,164.00888
OxPE(18:3(OO)_22:3(Ke))+Na,860.5049178,817.4627178,719.4858235,507.2483978,469.1963778,164.00888
OxPE(18:3(OO)_22:4(Ke))+Na,858.4892178,815.4470178,717.4701235,505.2326978,469.1963778,164.00888
OxPE(18:3(OO)_22:5(Ke))+Na,856.4736178,813.4314178,715.4545235,503.2170978,469.1963778,164.00888
OxPE(18:3(OO)_22:6(Ke))+Na,854.4579178,811.4157178,713.4388235,501.2013978,469.1963778,164.00888
OxPE(18:3(OO)_24:1(Ke))+Na,892.5675178,849.5253178,751.5484235,539.3109978,469.1963778,164.00888
"OxPE(18:3(OO)_14:1(Ke,OH))+Na",768.4059378,725.3637378,627.3868435,415.1494178,469.1963778,164.00888
"OxPE(18:3(OO)_15:1(Ke,OH))+Na",782.4215378,739.3793378,641.4024435,429.1650178,469.1963778,164.00888
"OxPE(18:3(OO)_16:1(Ke,OH))+Na",796.4372378,753.3950378,655.4181435,443.1807178,469.1963778,164.00888
"OxPE(18:3(OO)_17:1(Ke,OH))+Na",810.4528378,767.4106378,669.4337435,457.1963178,469.1963778,164.00888
"OxPE(18:3(OO)_17:2(Ke,OH))+Na",808.4372378,765.3950378,667.4181435,455.1807178,469.1963778,164.00888
"OxPE(18:3(OO)_18:1(Ke,OH))+Na",824.4685378,781.4263378,683.4494435,471.2120178,469.1963778,164.00888
"OxPE(18:3(OO)_18:2(Ke,OH))+Na",822.4528378,779.4106378,681.4337435,469.1963178,469.1963778,164.00888
"OxPE(18:3(OO)_18:3(Ke,OH))+Na",820.4372378,777.3950378,679.4181435,467.1807178,469.1963778,164.00888
"OxPE(18:3(OO)_18:4(Ke,OH))+Na",818.4215378,775.3793378,677.4024435,465.1650178,469.1963778,164.00888
"OxPE(18:3(OO)_20:1(Ke,OH))+Na",852.4998378,809.4576378,711.4807435,499.2433178,469.1963778,164.00888
"OxPE(18:3(OO)_20:2(Ke,OH))+Na",850.4841378,807.4419378,709.4650435,497.2276178,469.1963778,164.00888
"OxPE(18:3(OO)_20:3(Ke,OH))+Na",848.4685378,805.4263378,707.4494435,495.2120178,469.1963778,164.00888
"OxPE(18:3(OO)_20:4(Ke,OH))+Na",846.4528378,803.4106378,705.4337435,493.1963178,469.1963778,164.00888
"OxPE(18:3(OO)_20:5(Ke,OH))+Na",844.4372378,801.3950378,703.4181435,491.1807178,469.1963778,164.00888
"OxPE(18:3(OO)_22:1(Ke,OH))+Na",880.5311378,837.4889378,739.5120435,527.2746178,469.1963778,164.00888
"OxPE(18:3(OO)_22:2(Ke,OH))+Na",878.5154378,835.4732378,737.4963435,525.2589178,469.1963778,164.00888
"OxPE(18:3(OO)_22:3(Ke,OH))+Na",876.4998378,833.4576378,735.4807435,523.2433178,469.1963778,164.00888
"OxPE(18:3(OO)_22:4(Ke,OH))+Na",874.4841378,831.4419378,733.4650435,521.2276178,469.1963778,164.00888
"OxPE(18:3(OO)_22:5(Ke,OH))+Na",872.4685378,829.4263378,731.4494435,519.2120178,469.1963778,164.00888
"OxPE(18:3(OO)_22:6(Ke,OH))+Na",870.4528378,827.4106378,729.4337435,517.1963178,469.1963778,164.00888
"OxPE(18:3(OO)_24:1(Ke,OH))+Na",908.5624378,865.5202378,767.5433435,555.3059178,469.1963778,164.00888
OxPE(18:3(OO)_5:0(CHO))+Na,628.2857878,585.2435878,487.2666935,275.0292678,469.1963778,164.00888
OxPE(18:3(OO)_6:0(CHO))+Na,642.3014378,599.2592378,501.2823435,289.0449178,469.1963778,164.00888
OxPE(18:3(OO)_7:0(CHO))+Na,656.3170878,613.2748878,515.2979935,303.0605678,469.1963778,164.00888
OxPE(18:3(OO)_8:0(CHO))+Na,670.3327378,627.2905378,529.3136435,317.0762178,469.1963778,164.00888
OxPE(18:3(OO)_9:0(CHO))+Na,684.3483878,641.3061878,543.3292935,331.0918678,469.1963778,164.00888
OxPE(18:3(OO)_10:0(CHO))+Na,698.3640378,655.3218378,557.3449435,345.1075178,469.1963778,164.00888
OxPE(18:3(OO)_11:0(CHO))+Na,712.3796878,669.3374878,571.3605935,359.1231678,469.1963778,164.00888
OxPE(18:3(OO)_12:0(CHO))+Na,726.3953378,683.3531378,585.3762435,373.1388178,469.1963778,164.00888
OxPE(18:3(OO)_13:0(CHO))+Na,740.4109878,697.3687878,599.3918935,387.1544678,469.1963778,164.00888
OxPE(18:3(OO)_14:0(CHO))+Na,754.4266378,711.3844378,613.4075435,401.1701178,469.1963778,164.00888
OxPE(18:3(OO)_15:0(CHO))+Na,768.4422878,725.4000878,627.4231935,415.1857678,469.1963778,164.00888
OxPE(18:3(OO)_6:1(CHO))+Na,640.2857978,597.2435978,499.2667035,287.0292778,469.1963778,164.00888
OxPE(18:3(OO)_7:1(CHO))+Na,654.3014478,611.2592478,513.2823535,301.0449278,469.1963778,164.00888
OxPE(18:3(OO)_8:1(CHO))+Na,668.3170978,625.2748978,527.2980035,315.0605778,469.1963778,164.00888
OxPE(18:3(OO)_9:1(CHO))+Na,682.3327478,639.2905478,541.3136535,329.0762278,469.1963778,164.00888
OxPE(18:3(OO)_9:2(CHO))+Na,680.3170978,637.2748978,539.2980035,327.0605778,469.1963778,164.00888
OxPE(18:3(OO)_10:1(CHO))+Na,696.3483978,653.3061978,555.3293035,343.0918778,469.1963778,164.00888
OxPE(18:3(OO)_10:2(CHO))+Na,694.3327478,651.2905478,553.3136535,341.0762278,469.1963778,164.00888
OxPE(18:3(OO)_11:1(CHO))+Na,710.3640478,667.3218478,569.3449535,357.1075278,469.1963778,164.00888
OxPE(18:3(OO)_11:2(CHO))+Na,708.3483978,665.3061978,567.3293035,355.0918778,469.1963778,164.00888
OxPE(18:3(OO)_12:1(CHO))+Na,724.3796978,681.3374978,583.3606035,371.1231778,469.1963778,164.00888
OxPE(18:3(OO)_12:2(CHO))+Na,722.3640478,679.3218478,581.3449535,369.1075278,469.1963778,164.00888
OxPE(18:3(OO)_12:3(CHO))+Na,720.3483978,677.3061978,579.3293035,367.0918778,469.1963778,164.00888
OxPE(18:3(OO)_13:1(CHO))+Na,738.3953478,695.3531478,597.3762535,385.1388278,469.1963778,164.00888
OxPE(18:3(OO)_13:2(CHO))+Na,736.3796978,693.3374978,595.3606035,383.1231778,469.1963778,164.00888
OxPE(18:3(OO)_13:3(CHO))+Na,734.3640478,691.3218478,593.3449535,381.1075278,469.1963778,164.00888
OxPE(18:3(OO)_14:1(CHO))+Na,752.4109978,709.3687978,611.3919035,399.1544778,469.1963778,164.00888
OxPE(18:3(OO)_14:2(CHO))+Na,750.3953478,707.3531478,609.3762535,397.1388278,469.1963778,164.00888
OxPE(18:3(OO)_14:3(CHO))+Na,748.3796978,705.3374978,607.3606035,395.1231778,469.1963778,164.00888
OxPE(18:3(OO)_15:1(CHO))+Na,766.4266478,723.3844478,625.4075535,413.1701278,469.1963778,164.00888
OxPE(18:3(OO)_15:2(CHO))+Na,764.4109978,721.3687978,623.3919035,411.1544778,469.1963778,164.00888
OxPE(18:3(OO)_15:3(CHO))+Na,762.3953478,719.3531478,621.3762535,409.1388278,469.1963778,164.00888
OxPE(18:3(OO)_15:4(CHO))+Na,760.3796978,717.3374978,619.3606035,407.1231778,469.1963778,164.00888
OxPE(18:3(OO)_16:1(CHO))+Na,780.4422978,737.4000978,639.4232035,427.1857778,469.1963778,164.00888
OxPE(18:3(OO)_16:2(CHO))+Na,778.4266478,735.3844478,637.4075535,425.1701278,469.1963778,164.00888
OxPE(18:3(OO)_16:3(CHO))+Na,776.4109978,733.3687978,635.3919035,423.1544778,469.1963778,164.00888
OxPE(18:3(OO)_16:4(CHO))+Na,774.3953478,731.3531478,633.3762535,421.1388278,469.1963778,164.00888
OxPE(18:3(OO)_17:4(CHO))+Na,788.4109978,745.3687978,647.3919035,435.1544778,469.1963778,164.00888
OxPE(18:3(OO)_18:4(CHO))+Na,802.4266478,759.3844478,661.4075535,449.1701278,469.1963778,164.00888
OxPE(18:3(OO)_18:5(CHO))+Na,800.4109978,757.3687978,659.3919035,447.1544778,469.1963778,164.00888
OxPE(18:3(OO)_19:4(CHO))+Na,816.4422978,773.4000978,675.4232035,463.1857778,469.1963778,164.00888
OxPE(18:3(OO)_19:5(CHO))+Na,814.4266478,771.3844478,673.4075535,461.1701278,469.1963778,164.00888
OxPE(18:3(OO)_3:0(COOH))+Na,616.2494078,573.2072078,475.2303135,262.9928878,469.1963778,164.00888
OxPE(18:3(OO)_4:0(COOH))+Na,630.2650578,587.2228578,489.2459635,277.0085378,469.1963778,164.00888
OxPE(18:3(OO)_5:0(COOH))+Na,644.2807078,601.2385078,503.2616135,291.0241878,469.1963778,164.00888
OxPE(18:3(OO)_6:0(COOH))+Na,658.2963578,615.2541578,517.2772635,305.0398378,469.1963778,164.00888
