OxPE,[M+Na]+,PreCursor -43,PreCursor -141,M+Na-43-SN1-H acyl loss,M+Na-43-SN2-H acyl loss,phosphoethanolamine+Na
OxPE(15:0_24:1(Ke))+Na,824.5776478,781.5354478,683.5585535,539.3109978,401.2065078,164.00888
"OxPE(15:0_14:1(Ke,OH))+Na",700.4160678,657.3738678,559.3969735,415.1494178,401.2065078,164.00888
"OxPE(15:0_15:1(Ke,OH))+Na",714.4316678,671.3894678,573.4125735,429.1650178,401.2065078,164.00888
"OxPE(15:0_16:1(Ke,OH))+Na",728.4473678,685.4051678,587.4282735,443.1807178,401.2065078,164.00888
"OxPE(15:0_17:1(Ke,OH))+Na",742.4629678,699.4207678,601.4438735,457.1963178,401.2065078,164.00888
"OxPE(15:0_17:2(Ke,OH))+Na",740.4473678,697.4051678,599.4282735,455.1807178,401.2065078,164.00888
"OxPE(15:0_18:1(Ke,OH))+Na",756.4786678,713.4364678,615.4595735,471.2120178,401.2065078,164.00888
"OxPE(15:0_18:2(Ke,OH))+Na",754.4629678,711.4207678,613.4438735,469.1963178,401.2065078,164.00888
"OxPE(15:0_18:3(Ke,OH))+Na",752.4473678,709.4051678,611.4282735,467.1807178,401.2065078,164.00888
"OxPE(15:0_18:4(Ke,OH))+Na",750.4316678,707.3894678,609.4125735,465.1650178,401.2065078,164.00888
"OxPE(15:0_20:1(Ke,OH))+Na",784.5099678,741.4677678,643.4908735,499.2433178,401.2065078,164.00888
"OxPE(15:0_20:2(Ke,OH))+Na",782.4942678,739.4520678,641.4751735,497.2276178,401.2065078,164.00888
"OxPE(15:0_20:3(Ke,OH))+Na",780.4786678,737.4364678,639.4595735,495.2120178,401.2065078,164.00888
"OxPE(15:0_20:4(Ke,OH))+Na",778.4629678,735.4207678,637.4438735,493.1963178,401.2065078,164.00888
"OxPE(15:0_20:5(Ke,OH))+Na",776.4473678,733.4051678,635.4282735,491.1807178,401.2065078,164.00888
"OxPE(15:0_22:1(Ke,OH))+Na",812.5412678,769.4990678,671.5221735,527.2746178,401.2065078,164.00888
"OxPE(15:0_22:2(Ke,OH))+Na",810.5255678,767.4833678,669.5064735,525.2589178,401.2065078,164.00888
"OxPE(15:0_22:3(Ke,OH))+Na",808.5099678,765.4677678,667.4908735,523.2433178,401.2065078,164.00888
"OxPE(15:0_22:4(Ke,OH))+Na",806.4942678,763.4520678,665.4751735,521.2276178,401.2065078,164.00888
"OxPE(15:0_22:5(Ke,OH))+Na",804.4786678,761.4364678,663.4595735,519.2120178,401.2065078,164.00888
"OxPE(15:0_22:6(Ke,OH))+Na",802.4629678,759.4207678,661.4438735,517.1963178,401.2065078,164.00888
"OxPE(15:0_24:1(Ke,OH))+Na",840.5725678,797.5303678,699.5534735,555.3059178,401.2065078,164.00888
OxPE(16:1_14:1(OH))+Na,698.4368078,655.3946078,557.4177135,401.1701578,413.2065078,164.00888
OxPE(16:1_15:1(OH))+Na,712.4524078,669.4102078,571.4333135,415.1857578,413.2065078,164.00888
OxPE(16:1_16:1(OH))+Na,726.4681078,683.4259078,585.4490135,429.2014578,413.2065078,164.00888
OxPE(16:1_17:1(OH))+Na,740.4837078,697.4415078,599.4646135,443.2170578,413.2065078,164.00888
OxPE(16:1_17:2(OH))+Na,738.4681078,695.4259078,597.4490135,441.2014578,413.2065078,164.00888
OxPE(16:1_18:1(OH))+Na,754.4994078,711.4572078,613.4803135,457.2327578,413.2065078,164.00888
OxPE(16:1_18:3(OH))+Na,750.4681078,707.4259078,609.4490135,453.2014578,413.2065078,164.00888
OxPE(16:1_18:4(OH))+Na,748.4524078,705.4102078,607.4333135,451.1857578,413.2065078,164.00888
OxPE(16:1_20:1(OH))+Na,782.5307078,739.4885078,641.5116135,485.2640578,413.2065078,164.00888
OxPE(16:1_20:2(OH))+Na,780.5150078,737.4728078,639.4959135,483.2483578,413.2065078,164.00888
OxPE(16:1_20:3(OH))+Na,778.4994078,735.4572078,637.4803135,481.2327578,413.2065078,164.00888
OxPE(16:1_20:5(OH))+Na,774.4681078,731.4259078,633.4490135,477.2014578,413.2065078,164.00888
OxPE(16:1_22:1(OH))+Na,810.5620078,767.5198078,669.5429135,513.2953578,413.2065078,164.00888
OxPE(16:1_22:2(OH))+Na,808.5463078,765.5041078,667.5272135,511.2796578,413.2065078,164.00888
OxPE(16:1_22:3(OH))+Na,806.5307078,763.4885078,665.5116135,509.2640578,413.2065078,164.00888
OxPE(16:1_22:4(OH))+Na,804.5150078,761.4728078,663.4959135,507.2483578,413.2065078,164.00888
OxPE(16:1_22:5(OH))+Na,802.4994078,759.4572078,661.4803135,505.2327578,413.2065078,164.00888
OxPE(16:1_22:6(OH))+Na,800.4837078,757.4415078,659.4646135,503.2170578,413.2065078,164.00888
OxPE(16:1_24:1(OH))+Na,838.5933078,795.5511078,697.5742135,541.3266578,413.2065078,164.00888
OxPE(16:1_14:1(OO))+Na,714.4317278,671.3895278,573.4126335,417.1650778,413.2065078,164.00888
OxPE(16:1_15:1(OO))+Na,728.4473278,685.4051278,587.4282335,431.1806778,413.2065078,164.00888
OxPE(16:1_16:1(OO))+Na,742.4630278,699.4208278,601.4439335,445.1963778,413.2065078,164.00888
OxPE(16:1_17:1(OO))+Na,756.4786278,713.4364278,615.4595335,459.2119778,413.2065078,164.00888
OxPE(16:1_17:2(OO))+Na,754.4630278,711.4208278,613.4439335,457.1963778,413.2065078,164.00888
OxPE(16:1_18:1(OO))+Na,770.4943278,727.4521278,629.4752335,473.2276778,413.2065078,164.00888
OxPE(16:1_18:3(OO))+Na,766.4630278,723.4208278,625.4439335,469.1963778,413.2065078,164.00888
OxPE(16:1_18:4(OO))+Na,764.4473278,721.4051278,623.4282335,467.1806778,413.2065078,164.00888
OxPE(16:1_20:1(OO))+Na,798.5256278,755.4834278,657.5065335,501.2589778,413.2065078,164.00888
OxPE(16:1_20:2(OO))+Na,796.5099278,753.4677278,655.4908335,499.2432778,413.2065078,164.00888
OxPE(16:1_20:3(OO))+Na,794.4943278,751.4521278,653.4752335,497.2276778,413.2065078,164.00888
OxPE(16:1_20:5(OO))+Na,790.4630278,747.4208278,649.4439335,493.1963778,413.2065078,164.00888
OxPE(16:1_22:1(OO))+Na,826.5569278,783.5147278,685.5378335,529.2902778,413.2065078,164.00888
OxPE(16:1_22:2(OO))+Na,824.5412278,781.4990278,683.5221335,527.2745778,413.2065078,164.00888
OxPE(16:1_22:3(OO))+Na,822.5256278,779.4834278,681.5065335,525.2589778,413.2065078,164.00888
OxPE(16:1_22:4(OO))+Na,820.5099278,777.4677278,679.4908335,523.2432778,413.2065078,164.00888
OxPE(16:1_22:5(OO))+Na,818.4943278,775.4521278,677.4752335,521.2276778,413.2065078,164.00888
OxPE(16:1_22:6(OO))+Na,816.4786278,773.4364278,675.4595335,519.2119778,413.2065078,164.00888
OxPE(16:1_24:1(OO))+Na,854.5882278,811.5460278,713.5691335,557.3215778,413.2065078,164.00888
OxPE(16:1_14:1(OOO))+Na,730.4266478,687.3844478,589.4075535,433.1599978,413.2065078,164.00888
OxPE(16:1_15:1(OOO))+Na,744.4422478,701.4000478,603.4231535,447.1755978,413.2065078,164.00888
OxPE(16:1_16:1(OOO))+Na,758.4579478,715.4157478,617.4388535,461.1912978,413.2065078,164.00888
OxPE(16:1_17:1(OOO))+Na,772.4735478,729.4313478,631.4544535,475.2068978,413.2065078,164.00888
OxPE(16:1_17:2(OOO))+Na,770.4579478,727.4157478,629.4388535,473.1912978,413.2065078,164.00888
OxPE(16:1_18:1(OOO))+Na,786.4892478,743.4470478,645.4701535,489.2225978,413.2065078,164.00888
OxPE(16:1_18:2(OOO))+Na,784.4735478,741.4313478,643.4544535,487.2068978,413.2065078,164.00888
OxPE(16:1_18:3(OOO))+Na,782.4579478,739.4157478,641.4388535,485.1912978,413.2065078,164.00888
OxPE(16:1_18:4(OOO))+Na,780.4422478,737.4000478,639.4231535,483.1755978,413.2065078,164.00888
OxPE(16:1_20:1(OOO))+Na,814.5205478,771.4783478,673.5014535,517.2538978,413.2065078,164.00888
OxPE(16:1_20:2(OOO))+Na,812.5048478,769.4626478,671.4857535,515.2381978,413.2065078,164.00888
OxPE(16:1_20:3(OOO))+Na,810.4892478,767.4470478,669.4701535,513.2225978,413.2065078,164.00888
OxPE(16:1_20:4(OOO))+Na,808.4735478,765.4313478,667.4544535,511.2068978,413.2065078,164.00888
OxPE(16:1_20:5(OOO))+Na,806.4579478,763.4157478,665.4388535,509.1912978,413.2065078,164.00888
OxPE(16:1_22:1(OOO))+Na,842.5518478,799.5096478,701.5327535,545.2851978,413.2065078,164.00888
OxPE(16:1_22:2(OOO))+Na,840.5361478,797.4939478,699.5170535,543.2694978,413.2065078,164.00888
OxPE(16:1_22:3(OOO))+Na,838.5205478,795.4783478,697.5014535,541.2538978,413.2065078,164.00888
OxPE(16:1_22:4(OOO))+Na,836.5048478,793.4626478,695.4857535,539.2381978,413.2065078,164.00888
OxPE(16:1_22:5(OOO))+Na,834.4892478,791.4470478,693.4701535,537.2225978,413.2065078,164.00888
OxPE(16:1_22:6(OOO))+Na,832.4735478,789.4313478,691.4544535,535.2068978,413.2065078,164.00888
OxPE(16:1_24:1(OOO))+Na,870.5831478,827.5409478,729.5640535,573.3164978,413.2065078,164.00888
OxPE(16:1_14:1(OOOO))+Na,746.4215678,703.3793678,605.4024735,449.1549178,413.2065078,164.00888
OxPE(16:1_15:1(OOOO))+Na,760.4371678,717.3949678,619.4180735,463.1705178,413.2065078,164.00888
OxPE(16:1_16:1(OOOO))+Na,774.4528678,731.4106678,633.4337735,477.1862178,413.2065078,164.00888
OxPE(16:1_17:1(OOOO))+Na,788.4684678,745.4262678,647.4493735,491.2018178,413.2065078,164.00888
OxPE(16:1_17:2(OOOO))+Na,786.4528678,743.4106678,645.4337735,489.1862178,413.2065078,164.00888
OxPE(16:1_18:1(OOOO))+Na,802.4841678,759.4419678,661.4650735,505.2175178,413.2065078,164.00888
OxPE(16:1_18:2(OOOO))+Na,800.4684678,757.4262678,659.4493735,503.2018178,413.2065078,164.00888
OxPE(16:1_18:3(OOOO))+Na,798.4528678,755.4106678,657.4337735,501.1862178,413.2065078,164.00888
OxPE(16:1_18:4(OOOO))+Na,796.4371678,753.3949678,655.4180735,499.1705178,413.2065078,164.00888
OxPE(16:1_20:1(OOOO))+Na,830.5154678,787.4732678,689.4963735,533.2488178,413.2065078,164.00888
OxPE(16:1_20:2(OOOO))+Na,828.4997678,785.4575678,687.4806735,531.2331178,413.2065078,164.00888
OxPE(16:1_20:3(OOOO))+Na,826.4841678,783.4419678,685.4650735,529.2175178,413.2065078,164.00888
OxPE(16:1_20:4(OOOO))+Na,824.4684678,781.4262678,683.4493735,527.2018178,413.2065078,164.00888
OxPE(16:1_20:5(OOOO))+Na,822.4528678,779.4106678,681.4337735,525.1862178,413.2065078,164.00888
OxPE(16:1_22:1(OOOO))+Na,858.5467678,815.5045678,717.5276735,561.2801178,413.2065078,164.00888
OxPE(16:1_22:2(OOOO))+Na,856.5310678,813.4888678,715.5119735,559.2644178,413.2065078,164.00888
OxPE(16:1_22:3(OOOO))+Na,854.5154678,811.4732678,713.4963735,557.2488178,413.2065078,164.00888
OxPE(16:1_22:4(OOOO))+Na,852.4997678,809.4575678,711.4806735,555.2331178,413.2065078,164.00888
OxPE(16:1_22:5(OOOO))+Na,850.4841678,807.4419678,709.4650735,553.2175178,413.2065078,164.00888
OxPE(16:1_22:6(OOOO))+Na,848.4684678,805.4262678,707.4493735,551.2018178,413.2065078,164.00888
OxPE(16:1_24:1(OOOO))+Na,886.5780678,843.5358678,745.5589735,589.3114178,413.2065078,164.00888
OxPE(16:1_14:1(Ke))+Na,696.4211478,653.3789478,555.4020535,399.1544978,413.2065078,164.00888
OxPE(16:1_15:1(Ke))+Na,710.4367478,667.3945478,569.4176535,413.1700978,413.2065078,164.00888
OxPE(16:1_16:1(Ke))+Na,724.4524478,681.4102478,583.4333535,427.1857978,413.2065078,164.00888
OxPE(16:1_17:1(Ke))+Na,738.4680478,695.4258478,597.4489535,441.2013978,413.2065078,164.00888
OxPE(16:1_17:2(Ke))+Na,736.4524478,693.4102478,595.4333535,439.1857978,413.2065078,164.00888
OxPE(16:1_18:1(Ke))+Na,752.4837478,709.4415478,611.4646535,455.2170978,413.2065078,164.00888
OxPE(16:1_18:2(Ke))+Na,750.4680478,707.4258478,609.4489535,453.2013978,413.2065078,164.00888
OxPE(16:1_18:3(Ke))+Na,748.4524478,705.4102478,607.4333535,451.1857978,413.2065078,164.00888
OxPE(16:1_18:4(Ke))+Na,746.4367478,703.3945478,605.4176535,449.1700978,413.2065078,164.00888
OxPE(16:1_20:1(Ke))+Na,780.5150478,737.4728478,639.4959535,483.2483978,413.2065078,164.00888
OxPE(16:1_20:2(Ke))+Na,778.4993478,735.4571478,637.4802535,481.2326978,413.2065078,164.00888
OxPE(16:1_20:3(Ke))+Na,776.4837478,733.4415478,635.4646535,479.2170978,413.2065078,164.00888
OxPE(16:1_20:5(Ke))+Na,772.4524478,729.4102478,631.4333535,475.1857978,413.2065078,164.00888
OxPE(16:1_22:1(Ke))+Na,808.5463478,765.5041478,667.5272535,511.2796978,413.2065078,164.00888
OxPE(16:1_22:2(Ke))+Na,806.5306478,763.4884478,665.5115535,509.2639978,413.2065078,164.00888
OxPE(16:1_22:3(Ke))+Na,804.5150478,761.4728478,663.4959535,507.2483978,413.2065078,164.00888
OxPE(16:1_22:4(Ke))+Na,802.4993478,759.4571478,661.4802535,505.2326978,413.2065078,164.00888
OxPE(16:1_22:5(Ke))+Na,800.4837478,757.4415478,659.4646535,503.2170978,413.2065078,164.00888
OxPE(16:1_22:6(Ke))+Na,798.4680478,755.4258478,657.4489535,501.2013978,413.2065078,164.00888
OxPE(16:1_24:1(Ke))+Na,836.5776478,793.5354478,695.5585535,539.3109978,413.2065078,164.00888
"OxPE(16:1_14:1(Ke,OH))+Na",712.4160678,669.3738678,571.3969735,415.1494178,413.2065078,164.00888
"OxPE(16:1_15:1(Ke,OH))+Na",726.4316678,683.3894678,585.4125735,429.1650178,413.2065078,164.00888
"OxPE(16:1_16:1(Ke,OH))+Na",740.4473678,697.4051678,599.4282735,443.1807178,413.2065078,164.00888
"OxPE(16:1_17:1(Ke,OH))+Na",754.4629678,711.4207678,613.4438735,457.1963178,413.2065078,164.00888
"OxPE(16:1_17:2(Ke,OH))+Na",752.4473678,709.4051678,611.4282735,455.1807178,413.2065078,164.00888
"OxPE(16:1_18:1(Ke,OH))+Na",768.4786678,725.4364678,627.4595735,471.2120178,413.2065078,164.00888
"OxPE(16:1_18:2(Ke,OH))+Na",766.4629678,723.4207678,625.4438735,469.1963178,413.2065078,164.00888
"OxPE(16:1_18:3(Ke,OH))+Na",764.4473678,721.4051678,623.4282735,467.1807178,413.2065078,164.00888
"OxPE(16:1_18:4(Ke,OH))+Na",762.4316678,719.3894678,621.4125735,465.1650178,413.2065078,164.00888
"OxPE(16:1_20:1(Ke,OH))+Na",796.5099678,753.4677678,655.4908735,499.2433178,413.2065078,164.00888
"OxPE(16:1_20:2(Ke,OH))+Na",794.4942678,751.4520678,653.4751735,497.2276178,413.2065078,164.00888
"OxPE(16:1_20:3(Ke,OH))+Na",792.4786678,749.4364678,651.4595735,495.2120178,413.2065078,164.00888
"OxPE(16:1_20:4(Ke,OH))+Na",790.4629678,747.4207678,649.4438735,493.1963178,413.2065078,164.00888
"OxPE(16:1_20:5(Ke,OH))+Na",788.4473678,745.4051678,647.4282735,491.1807178,413.2065078,164.00888
"OxPE(16:1_22:1(Ke,OH))+Na",824.5412678,781.4990678,683.5221735,527.2746178,413.2065078,164.00888
"OxPE(16:1_22:2(Ke,OH))+Na",822.5255678,779.4833678,681.5064735,525.2589178,413.2065078,164.00888
"OxPE(16:1_22:3(Ke,OH))+Na",820.5099678,777.4677678,679.4908735,523.2433178,413.2065078,164.00888
"OxPE(16:1_22:4(Ke,OH))+Na",818.4942678,775.4520678,677.4751735,521.2276178,413.2065078,164.00888
"OxPE(16:1_22:5(Ke,OH))+Na",816.4786678,773.4364678,675.4595735,519.2120178,413.2065078,164.00888
"OxPE(16:1_22:6(Ke,OH))+Na",814.4629678,771.4207678,673.4438735,517.1963178,413.2065078,164.00888
"OxPE(16:1_24:1(Ke,OH))+Na",852.5725678,809.5303678,711.5534735,555.3059178,413.2065078,164.00888
OxPE(16:0_14:1(OH))+Na,700.4524578,657.4102578,559.4333635,401.1701578,415.2221578,164.00888
OxPE(16:0_15:1(OH))+Na,714.4680578,671.4258578,573.4489635,415.1857578,415.2221578,164.00888
OxPE(16:0_16:1(OH))+Na,728.4837578,685.4415578,587.4646635,429.2014578,415.2221578,164.00888
OxPE(16:0_17:1(OH))+Na,742.4993578,699.4571578,601.4802635,443.2170578,415.2221578,164.00888
OxPE(16:0_17:2(OH))+Na,740.4837578,697.4415578,599.4646635,441.2014578,415.2221578,164.00888
OxPE(16:0_18:1(OH))+Na,756.5150578,713.4728578,615.4959635,457.2327578,415.2221578,164.00888
OxPE(16:0_18:3(OH))+Na,752.4837578,709.4415578,611.4646635,453.2014578,415.2221578,164.00888
OxPE(16:0_18:4(OH))+Na,750.4680578,707.4258578,609.4489635,451.1857578,415.2221578,164.00888
OxPE(16:0_20:1(OH))+Na,784.5463578,741.5041578,643.5272635,485.2640578,415.2221578,164.00888
OxPE(16:0_20:2(OH))+Na,782.5306578,739.4884578,641.5115635,483.2483578,415.2221578,164.00888
OxPE(16:0_20:3(OH))+Na,780.5150578,737.4728578,639.4959635,481.2327578,415.2221578,164.00888
OxPE(16:0_20:5(OH))+Na,776.4837578,733.4415578,635.4646635,477.2014578,415.2221578,164.00888
OxPE(16:0_22:1(OH))+Na,812.5776578,769.5354578,671.5585635,513.2953578,415.2221578,164.00888
OxPE(16:0_22:2(OH))+Na,810.5619578,767.5197578,669.5428635,511.2796578,415.2221578,164.00888
OxPE(16:0_22:3(OH))+Na,808.5463578,765.5041578,667.5272635,509.2640578,415.2221578,164.00888
OxPE(16:0_22:4(OH))+Na,806.5306578,763.4884578,665.5115635,507.2483578,415.2221578,164.00888
OxPE(16:0_22:5(OH))+Na,804.5150578,761.4728578,663.4959635,505.2327578,415.2221578,164.00888
OxPE(16:0_22:6(OH))+Na,802.4993578,759.4571578,661.4802635,503.2170578,415.2221578,164.00888
OxPE(16:0_24:1(OH))+Na,840.6089578,797.5667578,699.5898635,541.3266578,415.2221578,164.00888
OxPE(16:0_14:1(OO))+Na,716.4473778,673.4051778,575.4282835,417.1650778,415.2221578,164.00888
OxPE(16:0_15:1(OO))+Na,730.4629778,687.4207778,589.4438835,431.1806778,415.2221578,164.00888
OxPE(16:0_16:1(OO))+Na,744.4786778,701.4364778,603.4595835,445.1963778,415.2221578,164.00888
OxPE(16:0_17:1(OO))+Na,758.4942778,715.4520778,617.4751835,459.2119778,415.2221578,164.00888
OxPE(16:0_17:2(OO))+Na,756.4786778,713.4364778,615.4595835,457.1963778,415.2221578,164.00888
OxPE(16:0_18:1(OO))+Na,772.5099778,729.4677778,631.4908835,473.2276778,415.2221578,164.00888
OxPE(16:0_18:3(OO))+Na,768.4786778,725.4364778,627.4595835,469.1963778,415.2221578,164.00888
OxPE(16:0_18:4(OO))+Na,766.4629778,723.4207778,625.4438835,467.1806778,415.2221578,164.00888
OxPE(16:0_20:1(OO))+Na,800.5412778,757.4990778,659.5221835,501.2589778,415.2221578,164.00888
OxPE(16:0_20:2(OO))+Na,798.5255778,755.4833778,657.5064835,499.2432778,415.2221578,164.00888
OxPE(16:0_20:3(OO))+Na,796.5099778,753.4677778,655.4908835,497.2276778,415.2221578,164.00888
OxPE(16:0_20:5(OO))+Na,792.4786778,749.4364778,651.4595835,493.1963778,415.2221578,164.00888
OxPE(16:0_22:1(OO))+Na,828.5725778,785.5303778,687.5534835,529.2902778,415.2221578,164.00888
OxPE(16:0_22:2(OO))+Na,826.5568778,783.5146778,685.5377835,527.2745778,415.2221578,164.00888
OxPE(16:0_22:3(OO))+Na,824.5412778,781.4990778,683.5221835,525.2589778,415.2221578,164.00888
OxPE(16:0_22:4(OO))+Na,822.5255778,779.4833778,681.5064835,523.2432778,415.2221578,164.00888
OxPE(16:0_22:5(OO))+Na,820.5099778,777.4677778,679.4908835,521.2276778,415.2221578,164.00888
OxPE(16:0_22:6(OO))+Na,818.4942778,775.4520778,677.4751835,519.2119778,415.2221578,164.00888
OxPE(16:0_24:1(OO))+Na,856.6038778,813.5616778,715.5847835,557.3215778,415.2221578,164.00888
OxPE(16:0_14:1(OOO))+Na,732.4422978,689.4000978,591.4232035,433.1599978,415.2221578,164.00888
OxPE(16:0_15:1(OOO))+Na,746.4578978,703.4156978,605.4388035,447.1755978,415.2221578,164.00888
OxPE(16:0_16:1(OOO))+Na,760.4735978,717.4313978,619.4545035,461.1912978,415.2221578,164.00888
OxPE(16:0_17:1(OOO))+Na,774.4891978,731.4469978,633.4701035,475.2068978,415.2221578,164.00888
OxPE(16:0_17:2(OOO))+Na,772.4735978,729.4313978,631.4545035,473.1912978,415.2221578,164.00888
OxPE(16:0_18:1(OOO))+Na,788.5048978,745.4626978,647.4858035,489.2225978,415.2221578,164.00888
OxPE(16:0_18:2(OOO))+Na,786.4891978,743.4469978,645.4701035,487.2068978,415.2221578,164.00888
OxPE(16:0_18:3(OOO))+Na,784.4735978,741.4313978,643.4545035,485.1912978,415.2221578,164.00888
OxPE(16:0_18:4(OOO))+Na,782.4578978,739.4156978,641.4388035,483.1755978,415.2221578,164.00888
OxPE(16:0_20:1(OOO))+Na,816.5361978,773.4939978,675.5171035,517.2538978,415.2221578,164.00888
OxPE(16:0_20:2(OOO))+Na,814.5204978,771.4782978,673.5014035,515.2381978,415.2221578,164.00888
OxPE(16:0_20:3(OOO))+Na,812.5048978,769.4626978,671.4858035,513.2225978,415.2221578,164.00888
OxPE(16:0_20:4(OOO))+Na,810.4891978,767.4469978,669.4701035,511.2068978,415.2221578,164.00888
OxPE(16:0_20:5(OOO))+Na,808.4735978,765.4313978,667.4545035,509.1912978,415.2221578,164.00888
OxPE(16:0_22:1(OOO))+Na,844.5674978,801.5252978,703.5484035,545.2851978,415.2221578,164.00888
OxPE(16:0_22:2(OOO))+Na,842.5517978,799.5095978,701.5327035,543.2694978,415.2221578,164.00888
OxPE(16:0_22:3(OOO))+Na,840.5361978,797.4939978,699.5171035,541.2538978,415.2221578,164.00888
OxPE(16:0_22:4(OOO))+Na,838.5204978,795.4782978,697.5014035,539.2381978,415.2221578,164.00888
OxPE(16:0_22:5(OOO))+Na,836.5048978,793.4626978,695.4858035,537.2225978,415.2221578,164.00888
OxPE(16:0_22:6(OOO))+Na,834.4891978,791.4469978,693.4701035,535.2068978,415.2221578,164.00888
OxPE(16:0_24:1(OOO))+Na,872.5987978,829.5565978,731.5797035,573.3164978,415.2221578,164.00888
OxPE(16:0_14:1(OOOO))+Na,748.4372178,705.3950178,607.4181235,449.1549178,415.2221578,164.00888
OxPE(16:0_15:1(OOOO))+Na,762.4528178,719.4106178,621.4337235,463.1705178,415.2221578,164.00888
OxPE(16:0_16:1(OOOO))+Na,776.4685178,733.4263178,635.4494235,477.1862178,415.2221578,164.00888
OxPE(16:0_17:1(OOOO))+Na,790.4841178,747.4419178,649.4650235,491.2018178,415.2221578,164.00888
OxPE(16:0_17:2(OOOO))+Na,788.4685178,745.4263178,647.4494235,489.1862178,415.2221578,164.00888
OxPE(16:0_18:1(OOOO))+Na,804.4998178,761.4576178,663.4807235,505.2175178,415.2221578,164.00888
OxPE(16:0_18:2(OOOO))+Na,802.4841178,759.4419178,661.4650235,503.2018178,415.2221578,164.00888
OxPE(16:0_18:3(OOOO))+Na,800.4685178,757.4263178,659.4494235,501.1862178,415.2221578,164.00888
OxPE(16:0_18:4(OOOO))+Na,798.4528178,755.4106178,657.4337235,499.1705178,415.2221578,164.00888
OxPE(16:0_20:1(OOOO))+Na,832.5311178,789.4889178,691.5120235,533.2488178,415.2221578,164.00888
OxPE(16:0_20:2(OOOO))+Na,830.5154178,787.4732178,689.4963235,531.2331178,415.2221578,164.00888
OxPE(16:0_20:3(OOOO))+Na,828.4998178,785.4576178,687.4807235,529.2175178,415.2221578,164.00888
OxPE(16:0_20:4(OOOO))+Na,826.4841178,783.4419178,685.4650235,527.2018178,415.2221578,164.00888
OxPE(16:0_20:5(OOOO))+Na,824.4685178,781.4263178,683.4494235,525.1862178,415.2221578,164.00888
OxPE(16:0_22:1(OOOO))+Na,860.5624178,817.5202178,719.5433235,561.2801178,415.2221578,164.00888
OxPE(16:0_22:2(OOOO))+Na,858.5467178,815.5045178,717.5276235,559.2644178,415.2221578,164.00888
OxPE(16:0_22:3(OOOO))+Na,856.5311178,813.4889178,715.5120235,557.2488178,415.2221578,164.00888
OxPE(16:0_22:4(OOOO))+Na,854.5154178,811.4732178,713.4963235,555.2331178,415.2221578,164.00888
OxPE(16:0_22:5(OOOO))+Na,852.4998178,809.4576178,711.4807235,553.2175178,415.2221578,164.00888
OxPE(16:0_22:6(OOOO))+Na,850.4841178,807.4419178,709.4650235,551.2018178,415.2221578,164.00888
OxPE(16:0_24:1(OOOO))+Na,888.5937178,845.5515178,747.5746235,589.3114178,415.2221578,164.00888
OxPE(16:0_14:1(Ke))+Na,698.4367978,655.3945978,557.4177035,399.1544978,415.2221578,164.00888
OxPE(16:0_15:1(Ke))+Na,712.4523978,669.4101978,571.4333035,413.1700978,415.2221578,164.00888
OxPE(16:0_16:1(Ke))+Na,726.4680978,683.4258978,585.4490035,427.1857978,415.2221578,164.00888
OxPE(16:0_17:1(Ke))+Na,740.4836978,697.4414978,599.4646035,441.2013978,415.2221578,164.00888
OxPE(16:0_17:2(Ke))+Na,738.4680978,695.4258978,597.4490035,439.1857978,415.2221578,164.00888
OxPE(16:0_18:1(Ke))+Na,754.4993978,711.4571978,613.4803035,455.2170978,415.2221578,164.00888
OxPE(16:0_18:2(Ke))+Na,752.4836978,709.4414978,611.4646035,453.2013978,415.2221578,164.00888
OxPE(16:0_18:3(Ke))+Na,750.4680978,707.4258978,609.4490035,451.1857978,415.2221578,164.00888
OxPE(16:0_18:4(Ke))+Na,748.4523978,705.4101978,607.4333035,449.1700978,415.2221578,164.00888
OxPE(16:0_20:1(Ke))+Na,782.5306978,739.4884978,641.5116035,483.2483978,415.2221578,164.00888
OxPE(16:0_20:2(Ke))+Na,780.5149978,737.4727978,639.4959035,481.2326978,415.2221578,164.00888
OxPE(16:0_20:3(Ke))+Na,778.4993978,735.4571978,637.4803035,479.2170978,415.2221578,164.00888
OxPE(16:0_20:5(Ke))+Na,774.4680978,731.4258978,633.4490035,475.1857978,415.2221578,164.00888
OxPE(16:0_22:1(Ke))+Na,810.5619978,767.5197978,669.5429035,511.2796978,415.2221578,164.00888
OxPE(16:0_22:2(Ke))+Na,808.5462978,765.5040978,667.5272035,509.2639978,415.2221578,164.00888
OxPE(16:0_22:3(Ke))+Na,806.5306978,763.4884978,665.5116035,507.2483978,415.2221578,164.00888
OxPE(16:0_22:4(Ke))+Na,804.5149978,761.4727978,663.4959035,505.2326978,415.2221578,164.00888
OxPE(16:0_22:5(Ke))+Na,802.4993978,759.4571978,661.4803035,503.2170978,415.2221578,164.00888
OxPE(16:0_22:6(Ke))+Na,800.4836978,757.4414978,659.4646035,501.2013978,415.2221578,164.00888
OxPE(16:0_24:1(Ke))+Na,838.5932978,795.5510978,697.5742035,539.3109978,415.2221578,164.00888
"OxPE(16:0_14:1(Ke,OH))+Na",714.4317178,671.3895178,573.4126235,415.1494178,415.2221578,164.00888
"OxPE(16:0_15:1(Ke,OH))+Na",728.4473178,685.4051178,587.4282235,429.1650178,415.2221578,164.00888
"OxPE(16:0_16:1(Ke,OH))+Na",742.4630178,699.4208178,601.4439235,443.1807178,415.2221578,164.00888
