HexCer-NS,[M+H]+,[M-C6H10O5+H]+,[M-Hex-H2O+H]+,[M-Hex-2H2O+H]+,[Sph-H2O+H]+,[Sph-2H2O+H]+,[FAA+H]+,[Sph-CH4O2+H]+
HexCer-NS(d19:3/22:0)+H,794.651,632.5981,614.5876,596.577,292.2635,274.2529,340.3574,262.2529
HexCer-NS(d19:3/22:1)+H,792.6353,630.5825,612.572,594.5613,292.2635,274.2529,338.3417,262.2529
HexCer-NS(d19:3/22:2)+H,790.6197,628.5668,610.5563,592.5457,292.2635,274.2529,336.3261,262.2529
HexCer-NS(d19:3/23:0)+H,808.6666,646.6138,628.6032,610.5927,292.2635,274.2529,354.373,262.2529
HexCer-NS(d19:3/23:1)+H,806.651,644.5981,626.5876,608.577,292.2635,274.2529,352.3574,262.2529
HexCer-NS(d19:3/24:0)+H,822.6823,660.6295,642.6189,624.6083,292.2635,274.2529,368.3887,262.2529
HexCer-NS(d19:3/24:1)+H,820.6666,658.6138,640.6032,622.5927,292.2635,274.2529,366.373,262.2529
HexCer-NS(d19:3/24:2)+H,818.651,656.5981,638.5876,620.577,292.2635,274.2529,364.3574,262.2529
HexCer-NS(d19:3/25:0)+H,836.6979,674.6451,656.6345,638.624,292.2635,274.2529,382.4044,262.2529
HexCer-NS(d19:3/25:1)+H,834.6823,672.6295,654.6189,636.6083,292.2635,274.2529,380.3887,262.2529
HexCer-NS(d19:3/26:0)+H,850.7136,688.6608,670.6502,652.6396,292.2635,274.2529,396.42,262.2529
HexCer-NS(d19:3/26:1)+H,848.6979,686.6451,668.6345,650.624,292.2635,274.2529,394.4044,262.2529
HexCer-NS(d19:3/26:2)+H,846.6823,684.6295,666.6189,648.6083,292.2635,274.2529,392.3887,262.2529
HexCer-NS(d19:3/27:0)+H,864.7292,702.6764,684.6658,666.6553,292.2635,274.2529,410.4356,262.2529
HexCer-NS(d19:3/27:1)+H,862.7136,700.6608,682.6502,664.6396,292.2635,274.2529,408.42,262.2529
HexCer-NS(d19:3/28:0)+H,878.7449,716.6921,698.6815,680.6709,292.2635,274.2529,424.4513,262.2529
HexCer-NS(d19:3/28:1)+H,876.7292,714.6764,696.6658,678.6553,292.2635,274.2529,422.4356,262.2529
HexCer-NS(d19:3/28:2)+H,874.7136,712.6608,694.6502,676.6396,292.2635,274.2529,420.42,262.2529
HexCer-NS(d19:3/29:0)+H,892.7606,730.7077,712.6971,694.6866,292.2635,274.2529,438.4669,262.2529
HexCer-NS(d19:3/29:1)+H,890.7449,728.6921,710.6815,692.6709,292.2635,274.2529,436.4513,262.2529
HexCer-NS(d19:3/30:0)+H,906.7762,744.7234,726.7128,708.7022,292.2635,274.2529,452.4826,262.2529
HexCer-NS(d19:3/30:1)+H,904.7606,742.7077,724.6971,706.6866,292.2635,274.2529,450.4669,262.2529
HexCer-NS(d19:3/30:2)+H,902.7449,740.6921,722.6815,704.6709,292.2635,274.2529,448.4513,262.2529
HexCer-NS(d19:3/31:0)+H,920.7919,758.739,740.7285,722.7179,292.2635,274.2529,466.4983,262.2529
HexCer-NS(d19:3/31:1)+H,918.7762,756.7234,738.7128,720.7022,292.2635,274.2529,464.4826,262.2529
HexCer-NS(d19:3/32:0)+H,934.8075,772.7546,754.7441,736.7335,292.2635,274.2529,480.5139,262.2529
HexCer-NS(d19:3/32:1)+H,932.7919,770.739,752.7285,734.7179,292.2635,274.2529,478.4983,262.2529
HexCer-NS(d19:3/32:2)+H,930.7762,768.7234,750.7128,732.7022,292.2635,274.2529,476.4826,262.2529
HexCer-NS(d19:3/33:0)+H,948.8231,786.7703,768.7598,750.7491,292.2635,274.2529,494.5295,262.2529
HexCer-NS(d19:3/33:1)+H,946.8075,784.7546,766.7441,748.7335,292.2635,274.2529,492.5139,262.2529
HexCer-NS(d19:3/34:0)+H,962.8388,800.7859,782.7754,764.7648,292.2635,274.2529,508.5452,262.2529
HexCer-NS(d19:3/34:1)+H,960.8231,798.7703,780.7598,762.7491,292.2635,274.2529,506.5295,262.2529
HexCer-NS(d19:3/34:2)+H,958.8075,796.7546,778.7441,760.7335,292.2635,274.2529,504.5139,262.2529
HexCer-NS(d19:3/35:0)+H,976.8544,814.8016,796.791,778.7805,292.2635,274.2529,522.5609,262.2529
HexCer-NS(d19:3/35:1)+H,974.8388,812.7859,794.7754,776.7648,292.2635,274.2529,520.5452,262.2529
HexCer-NS(d19:3/36:0)+H,990.8701,828.8173,810.8067,792.7961,292.2635,274.2529,536.5765,262.2529
HexCer-NS(d19:3/36:1)+H,988.8544,826.8016,808.791,790.7805,292.2635,274.2529,534.5609,262.2529
HexCer-NS(d19:3/36:2)+H,986.8388,824.7859,806.7754,788.7648,292.2635,274.2529,532.5452,262.2529
HexCer-NS(d19:3/38:0)+H,1018.901,856.8486,838.838,820.8274,292.2635,274.2529,564.6078,262.2529
HexCer-NS(d19:3/38:1)+H,1016.886,854.8329,836.8223,818.8118,292.2635,274.2529,562.5922,262.2529
HexCer-NS(d19:3/38:2)+H,1014.87,852.8173,834.8067,816.7961,292.2635,274.2529,560.5765,262.2529
HexCer-NS(d19:3/40:0)+H,1046.933,884.8799,866.8693,848.8587,292.2635,274.2529,592.6391,262.2529
HexCer-NS(d19:3/40:1)+H,1044.917,882.8642,864.8536,846.8431,292.2635,274.2529,590.6235,262.2529
HexCer-NS(d19:3/40:2)+H,1042.901,880.8486,862.838,844.8274,292.2635,274.2529,588.6078,262.2529
HexCer-NS(d19:3/42:0)+H,1074.964,912.9111,894.9006,876.89,292.2635,274.2529,620.6704,262.2529
HexCer-NS(d19:3/42:1)+H,1072.948,910.8955,892.8849,874.8744,292.2635,274.2529,618.6547,262.2529
HexCer-NS(d19:3/42:2)+H,1070.933,908.8799,890.8693,872.8587,292.2635,274.2529,616.6391,262.2529
HexCer-NS(d20:1/12:0)+H,672.5414,510.4886,492.478,474.4675,310.3105,292.2999,200.2009,280.2999
HexCer-NS(d20:1/12:1)+H,670.5258,508.473,490.4624,472.4518,310.3105,292.2999,198.1853,280.2999
HexCer-NS(d20:1/13:0)+H,686.5571,524.5043,506.4937,488.4831,310.3105,292.2999,214.2166,280.2999
HexCer-NS(d20:1/13:1)+H,684.5414,522.4886,504.478,486.4675,310.3105,292.2999,212.2009,280.2999
HexCer-NS(d20:1/14:0)+H,700.5728,538.5199,520.5093,502.4988,310.3105,292.2999,228.2322,280.2999
HexCer-NS(d20:1/14:1)+H,698.5571,536.5043,518.4937,500.4831,310.3105,292.2999,226.2166,280.2999
HexCer-NS(d20:1/15:0)+H,714.5884,552.5356,534.525,516.5144,310.3105,292.2999,242.2478,280.2999
HexCer-NS(d20:1/15:1)+H,712.5728,550.5199,532.5093,514.4988,310.3105,292.2999,240.2322,280.2999
HexCer-NS(d20:1/16:0)+H,728.6041,566.5512,548.5406,530.5301,310.3105,292.2999,256.2635,280.2999
HexCer-NS(d20:1/16:1)+H,726.5884,564.5356,546.525,528.5144,310.3105,292.2999,254.2478,280.2999
HexCer-NS(d20:1/16:2)+H,724.5728,562.5199,544.5093,526.4988,310.3105,292.2999,252.2322,280.2999
HexCer-NS(d20:1/17:0)+H,742.6197,580.5668,562.5563,544.5457,310.3105,292.2999,270.2791,280.2999
HexCer-NS(d20:1/18:0)+H,756.6353,594.5825,576.572,558.5613,310.3105,292.2999,284.2948,280.2999
HexCer-NS(d20:1/18:1)+H,754.6197,592.5668,574.5563,556.5457,310.3105,292.2999,282.2791,280.2999
HexCer-NS(d20:1/18:2)+H,752.6041,590.5512,572.5406,554.5301,310.3105,292.2999,280.2635,280.2999
HexCer-NS(d20:1/19:0)+H,770.651,608.5981,590.5876,572.577,310.3105,292.2999,298.3105,280.2999
HexCer-NS(d20:1/19:1)+H,768.6353,606.5825,588.572,570.5613,310.3105,292.2999,296.2948,280.2999
HexCer-NS(d20:1/20:0)+H,784.6666,622.6138,604.6032,586.5927,310.3105,292.2999,312.3261,280.2999
HexCer-NS(d20:1/20:1)+H,782.651,620.5981,602.5876,584.577,310.3105,292.2999,310.3105,280.2999
HexCer-NS(d20:1/20:2)+H,780.6353,618.5825,600.572,582.5613,310.3105,292.2999,308.2948,280.2999
HexCer-NS(d20:1/21:0)+H,798.6823,636.6295,618.6189,600.6083,310.3105,292.2999,326.3417,280.2999
HexCer-NS(d20:1/21:1)+H,796.6666,634.6138,616.6032,598.5927,310.3105,292.2999,324.3261,280.2999
HexCer-NS(d20:1/22:0)+H,812.6979,650.6451,632.6345,614.624,310.3105,292.2999,340.3574,280.2999
HexCer-NS(d20:1/22:1)+H,810.6823,648.6295,630.6189,612.6083,310.3105,292.2999,338.3417,280.2999
HexCer-NS(d20:1/22:2)+H,808.6666,646.6138,628.6032,610.5927,310.3105,292.2999,336.3261,280.2999
HexCer-NS(d20:1/23:0)+H,826.7136,664.6608,646.6502,628.6396,310.3105,292.2999,354.373,280.2999
HexCer-NS(d20:1/23:1)+H,824.6979,662.6451,644.6345,626.624,310.3105,292.2999,352.3574,280.2999
HexCer-NS(d20:1/24:0)+H,840.7292,678.6764,660.6658,642.6553,310.3105,292.2999,368.3887,280.2999
HexCer-NS(d20:1/24:1)+H,838.7136,676.6608,658.6502,640.6396,310.3105,292.2999,366.373,280.2999
HexCer-NS(d20:1/24:2)+H,836.6979,674.6451,656.6345,638.624,310.3105,292.2999,364.3574,280.2999
HexCer-NS(d20:1/25:0)+H,854.7449,692.6921,674.6815,656.6709,310.3105,292.2999,382.4044,280.2999
HexCer-NS(d20:1/25:1)+H,852.7292,690.6764,672.6658,654.6553,310.3105,292.2999,380.3887,280.2999
HexCer-NS(d20:1/26:0)+H,868.7606,706.7077,688.6971,670.6866,310.3105,292.2999,396.42,280.2999
HexCer-NS(d20:1/26:1)+H,866.7449,704.6921,686.6815,668.6709,310.3105,292.2999,394.4044,280.2999
HexCer-NS(d20:1/26:2)+H,864.7292,702.6764,684.6658,666.6553,310.3105,292.2999,392.3887,280.2999
HexCer-NS(d20:1/27:0)+H,882.7762,720.7234,702.7128,684.7022,310.3105,292.2999,410.4356,280.2999
HexCer-NS(d20:1/27:1)+H,880.7606,718.7077,700.6971,682.6866,310.3105,292.2999,408.42,280.2999
HexCer-NS(d20:1/28:0)+H,896.7919,734.739,716.7285,698.7179,310.3105,292.2999,424.4513,280.2999
HexCer-NS(d20:1/28:1)+H,894.7762,732.7234,714.7128,696.7022,310.3105,292.2999,422.4356,280.2999
HexCer-NS(d20:1/28:2)+H,892.7606,730.7077,712.6971,694.6866,310.3105,292.2999,420.42,280.2999
HexCer-NS(d20:1/29:0)+H,910.8075,748.7546,730.7441,712.7335,310.3105,292.2999,438.4669,280.2999
HexCer-NS(d20:1/29:1)+H,908.7919,746.739,728.7285,710.7179,310.3105,292.2999,436.4513,280.2999
HexCer-NS(d20:1/30:0)+H,924.8231,762.7703,744.7598,726.7491,310.3105,292.2999,452.4826,280.2999
HexCer-NS(d20:1/30:1)+H,922.8075,760.7546,742.7441,724.7335,310.3105,292.2999,450.4669,280.2999
HexCer-NS(d20:1/30:2)+H,920.7919,758.739,740.7285,722.7179,310.3105,292.2999,448.4513,280.2999
HexCer-NS(d20:1/31:0)+H,938.8388,776.7859,758.7754,740.7648,310.3105,292.2999,466.4983,280.2999
HexCer-NS(d20:1/31:1)+H,936.8231,774.7703,756.7598,738.7491,310.3105,292.2999,464.4826,280.2999
HexCer-NS(d20:1/32:0)+H,952.8544,790.8016,772.791,754.7805,310.3105,292.2999,480.5139,280.2999
HexCer-NS(d20:1/32:1)+H,950.8388,788.7859,770.7754,752.7648,310.3105,292.2999,478.4983,280.2999
HexCer-NS(d20:1/32:2)+H,948.8231,786.7703,768.7598,750.7491,310.3105,292.2999,476.4826,280.2999
HexCer-NS(d20:1/33:0)+H,966.8701,804.8173,786.8067,768.7961,310.3105,292.2999,494.5295,280.2999
HexCer-NS(d20:1/33:1)+H,964.8544,802.8016,784.791,766.7805,310.3105,292.2999,492.5139,280.2999
HexCer-NS(d20:1/34:0)+H,980.8857,818.8329,800.8223,782.8118,310.3105,292.2999,508.5452,280.2999
HexCer-NS(d20:1/34:1)+H,978.8701,816.8173,798.8067,780.7961,310.3105,292.2999,506.5295,280.2999
HexCer-NS(d20:1/34:2)+H,976.8544,814.8016,796.791,778.7805,310.3105,292.2999,504.5139,280.2999
HexCer-NS(d20:1/35:0)+H,994.9014,832.8486,814.838,796.8274,310.3105,292.2999,522.5609,280.2999
HexCer-NS(d20:1/35:1)+H,992.8857,830.8329,812.8223,794.8118,310.3105,292.2999,520.5452,280.2999
HexCer-NS(d20:1/36:0)+H,1008.917,846.8642,828.8536,810.8431,310.3105,292.2999,536.5765,280.2999
HexCer-NS(d20:1/36:1)+H,1006.901,844.8486,826.838,808.8274,310.3105,292.2999,534.5609,280.2999
HexCer-NS(d20:1/36:2)+H,1004.886,842.8329,824.8223,806.8118,310.3105,292.2999,532.5452,280.2999
HexCer-NS(d20:1/38:0)+H,1036.948,874.8955,856.8849,838.8744,310.3105,292.2999,564.6078,280.2999
HexCer-NS(d20:1/38:1)+H,1034.933,872.8799,854.8693,836.8587,310.3105,292.2999,562.5922,280.2999
HexCer-NS(d20:1/38:2)+H,1032.917,870.8642,852.8536,834.8431,310.3105,292.2999,560.5765,280.2999
HexCer-NS(d20:1/40:0)+H,1064.98,902.9268,884.9163,866.9056,310.3105,292.2999,592.6391,280.2999
HexCer-NS(d20:1/40:1)+H,1062.964,900.9111,882.9006,864.89,310.3105,292.2999,590.6235,280.2999
HexCer-NS(d20:1/40:2)+H,1060.948,898.8955,880.8849,862.8744,310.3105,292.2999,588.6078,280.2999
HexCer-NS(d20:1/42:0)+H,1093.011,930.9581,912.9475,894.937,310.3105,292.2999,620.6704,280.2999
HexCer-NS(d20:1/42:1)+H,1090.995,928.9424,910.9319,892.9213,310.3105,292.2999,618.6547,280.2999
HexCer-NS(d20:1/42:2)+H,1088.98,926.9268,908.9163,890.9056,310.3105,292.2999,616.6391,280.2999
HexCer-NS(d20:2/12:0)+H,670.5258,508.473,490.4624,472.4518,308.2948,290.2842,200.2009,278.2842
HexCer-NS(d20:2/12:1)+H,668.5101,506.4573,488.4467,470.4362,308.2948,290.2842,198.1853,278.2842
HexCer-NS(d20:2/13:0)+H,684.5414,522.4886,504.478,486.4675,308.2948,290.2842,214.2166,278.2842
HexCer-NS(d20:2/13:1)+H,682.5258,520.473,502.4624,484.4518,308.2948,290.2842,212.2009,278.2842
HexCer-NS(d20:2/14:0)+H,698.5571,536.5043,518.4937,500.4831,308.2948,290.2842,228.2322,278.2842
HexCer-NS(d20:2/14:1)+H,696.5414,534.4886,516.478,498.4675,308.2948,290.2842,226.2166,278.2842
HexCer-NS(d20:2/15:0)+H,712.5728,550.5199,532.5093,514.4988,308.2948,290.2842,242.2478,278.2842
HexCer-NS(d20:2/15:1)+H,710.5571,548.5043,530.4937,512.4831,308.2948,290.2842,240.2322,278.2842
HexCer-NS(d20:2/16:0)+H,726.5884,564.5356,546.525,528.5144,308.2948,290.2842,256.2635,278.2842
HexCer-NS(d20:2/16:1)+H,724.5728,562.5199,544.5093,526.4988,308.2948,290.2842,254.2478,278.2842
HexCer-NS(d20:2/16:2)+H,722.5571,560.5043,542.4937,524.4831,308.2948,290.2842,252.2322,278.2842
HexCer-NS(d20:2/17:0)+H,740.6041,578.5512,560.5406,542.5301,308.2948,290.2842,270.2791,278.2842
HexCer-NS(d20:2/18:0)+H,754.6197,592.5668,574.5563,556.5457,308.2948,290.2842,284.2948,278.2842
HexCer-NS(d20:2/18:1)+H,752.6041,590.5512,572.5406,554.5301,308.2948,290.2842,282.2791,278.2842
HexCer-NS(d20:2/18:2)+H,750.5884,588.5356,570.525,552.5144,308.2948,290.2842,280.2635,278.2842
HexCer-NS(d20:2/19:0)+H,768.6353,606.5825,588.572,570.5613,308.2948,290.2842,298.3105,278.2842
HexCer-NS(d20:2/19:1)+H,766.6197,604.5668,586.5563,568.5457,308.2948,290.2842,296.2948,278.2842
HexCer-NS(d20:2/20:0)+H,782.651,620.5981,602.5876,584.577,308.2948,290.2842,312.3261,278.2842
HexCer-NS(d20:2/20:1)+H,780.6353,618.5825,600.572,582.5613,308.2948,290.2842,310.3105,278.2842
HexCer-NS(d20:2/20:2)+H,778.6197,616.5668,598.5563,580.5457,308.2948,290.2842,308.2948,278.2842
HexCer-NS(d20:2/21:0)+H,796.6666,634.6138,616.6032,598.5927,308.2948,290.2842,326.3417,278.2842
HexCer-NS(d20:2/21:1)+H,794.651,632.5981,614.5876,596.577,308.2948,290.2842,324.3261,278.2842
HexCer-NS(d20:2/22:0)+H,810.6823,648.6295,630.6189,612.6083,308.2948,290.2842,340.3574,278.2842
HexCer-NS(d20:2/22:1)+H,808.6666,646.6138,628.6032,610.5927,308.2948,290.2842,338.3417,278.2842
HexCer-NS(d20:2/22:2)+H,806.651,644.5981,626.5876,608.577,308.2948,290.2842,336.3261,278.2842
HexCer-NS(d20:2/23:0)+H,824.6979,662.6451,644.6345,626.624,308.2948,290.2842,354.373,278.2842
HexCer-NS(d20:2/23:1)+H,822.6823,660.6295,642.6189,624.6083,308.2948,290.2842,352.3574,278.2842
HexCer-NS(d20:2/24:0)+H,838.7136,676.6608,658.6502,640.6396,308.2948,290.2842,368.3887,278.2842
HexCer-NS(d20:2/24:1)+H,836.6979,674.6451,656.6345,638.624,308.2948,290.2842,366.373,278.2842
HexCer-NS(d20:2/24:2)+H,834.6823,672.6295,654.6189,636.6083,308.2948,290.2842,364.3574,278.2842
HexCer-NS(d20:2/25:0)+H,852.7292,690.6764,672.6658,654.6553,308.2948,290.2842,382.4044,278.2842
HexCer-NS(d20:2/25:1)+H,850.7136,688.6608,670.6502,652.6396,308.2948,290.2842,380.3887,278.2842
HexCer-NS(d20:2/26:0)+H,866.7449,704.6921,686.6815,668.6709,308.2948,290.2842,396.42,278.2842
HexCer-NS(d20:2/26:1)+H,864.7292,702.6764,684.6658,666.6553,308.2948,290.2842,394.4044,278.2842
HexCer-NS(d20:2/26:2)+H,862.7136,700.6608,682.6502,664.6396,308.2948,290.2842,392.3887,278.2842
HexCer-NS(d20:2/27:0)+H,880.7606,718.7077,700.6971,682.6866,308.2948,290.2842,410.4356,278.2842
HexCer-NS(d20:2/27:1)+H,878.7449,716.6921,698.6815,680.6709,308.2948,290.2842,408.42,278.2842
HexCer-NS(d20:2/28:0)+H,894.7762,732.7234,714.7128,696.7022,308.2948,290.2842,424.4513,278.2842
HexCer-NS(d20:2/28:1)+H,892.7606,730.7077,712.6971,694.6866,308.2948,290.2842,422.4356,278.2842
HexCer-NS(d20:2/28:2)+H,890.7449,728.6921,710.6815,692.6709,308.2948,290.2842,420.42,278.2842
HexCer-NS(d20:2/29:0)+H,908.7919,746.739,728.7285,710.7179,308.2948,290.2842,438.4669,278.2842
HexCer-NS(d20:2/29:1)+H,906.7762,744.7234,726.7128,708.7022,308.2948,290.2842,436.4513,278.2842
HexCer-NS(d20:2/30:0)+H,922.8075,760.7546,742.7441,724.7335,308.2948,290.2842,452.4826,278.2842
HexCer-NS(d20:2/30:1)+H,920.7919,758.739,740.7285,722.7179,308.2948,290.2842,450.4669,278.2842
HexCer-NS(d20:2/30:2)+H,918.7762,756.7234,738.7128,720.7022,308.2948,290.2842,448.4513,278.2842
HexCer-NS(d20:2/31:0)+H,936.8231,774.7703,756.7598,738.7491,308.2948,290.2842,466.4983,278.2842
HexCer-NS(d20:2/31:1)+H,934.8075,772.7546,754.7441,736.7335,308.2948,290.2842,464.4826,278.2842
HexCer-NS(d20:2/32:0)+H,950.8388,788.7859,770.7754,752.7648,308.2948,290.2842,480.5139,278.2842
HexCer-NS(d20:2/32:1)+H,948.8231,786.7703,768.7598,750.7491,308.2948,290.2842,478.4983,278.2842
HexCer-NS(d20:2/32:2)+H,946.8075,784.7546,766.7441,748.7335,308.2948,290.2842,476.4826,278.2842
HexCer-NS(d20:2/33:0)+H,964.8544,802.8016,784.791,766.7805,308.2948,290.2842,494.5295,278.2842
HexCer-NS(d20:2/33:1)+H,962.8388,800.7859,782.7754,764.7648,308.2948,290.2842,492.5139,278.2842
HexCer-NS(d20:2/34:0)+H,978.8701,816.8173,798.8067,780.7961,308.2948,290.2842,508.5452,278.2842
HexCer-NS(d20:2/34:1)+H,976.8544,814.8016,796.791,778.7805,308.2948,290.2842,506.5295,278.2842
HexCer-NS(d20:2/34:2)+H,974.8388,812.7859,794.7754,776.7648,308.2948,290.2842,504.5139,278.2842
HexCer-NS(d20:2/35:0)+H,992.8857,830.8329,812.8223,794.8118,308.2948,290.2842,522.5609,278.2842
HexCer-NS(d20:2/35:1)+H,990.8701,828.8173,810.8067,792.7961,308.2948,290.2842,520.5452,278.2842
HexCer-NS(d20:2/36:0)+H,1006.901,844.8486,826.838,808.8274,308.2948,290.2842,536.5765,278.2842
HexCer-NS(d20:2/36:1)+H,1004.886,842.8329,824.8223,806.8118,308.2948,290.2842,534.5609,278.2842
HexCer-NS(d20:2/36:2)+H,1002.87,840.8173,822.8067,804.7961,308.2948,290.2842,532.5452,278.2842
HexCer-NS(d20:2/38:0)+H,1034.933,872.8799,854.8693,836.8587,308.2948,290.2842,564.6078,278.2842
HexCer-NS(d20:2/38:1)+H,1032.917,870.8642,852.8536,834.8431,308.2948,290.2842,562.5922,278.2842
HexCer-NS(d20:2/38:2)+H,1030.901,868.8486,850.838,832.8274,308.2948,290.2842,560.5765,278.2842
HexCer-NS(d20:2/40:0)+H,1062.964,900.9111,882.9006,864.89,308.2948,290.2842,592.6391,278.2842
HexCer-NS(d20:2/40:1)+H,1060.948,898.8955,880.8849,862.8744,308.2948,290.2842,590.6235,278.2842
HexCer-NS(d20:2/40:2)+H,1058.933,896.8799,878.8693,860.8587,308.2948,290.2842,588.6078,278.2842
HexCer-NS(d20:2/42:0)+H,1090.995,928.9424,910.9319,892.9213,308.2948,290.2842,620.6704,278.2842
HexCer-NS(d20:2/42:1)+H,1088.98,926.9268,908.9163,890.9056,308.2948,290.2842,618.6547,278.2842
HexCer-NS(d20:2/42:2)+H,1086.964,924.9111,906.9006,888.89,308.2948,290.2842,616.6391,278.2842
HexCer-NS(d20:3/12:0)+H,668.5101,506.4573,488.4467,470.4362,306.2791,288.2686,200.2009,276.2686
HexCer-NS(d20:3/12:1)+H,666.4945,504.4417,486.4311,468.4205,306.2791,288.2686,198.1853,276.2686
HexCer-NS(d20:3/13:0)+H,682.5258,520.473,502.4624,484.4518,306.2791,288.2686,214.2166,276.2686
HexCer-NS(d20:3/13:1)+H,680.5101,518.4573,500.4467,482.4362,306.2791,288.2686,212.2009,276.2686
HexCer-NS(d20:3/14:0)+H,696.5414,534.4886,516.478,498.4675,306.2791,288.2686,228.2322,276.2686
HexCer-NS(d20:3/14:1)+H,694.5258,532.473,514.4624,496.4518,306.2791,288.2686,226.2166,276.2686
HexCer-NS(d20:3/15:0)+H,710.5571,548.5043,530.4937,512.4831,306.2791,288.2686,242.2478,276.2686
HexCer-NS(d20:3/15:1)+H,708.5414,546.4886,528.478,510.4675,306.2791,288.2686,240.2322,276.2686
HexCer-NS(d20:3/16:0)+H,724.5728,562.5199,544.5093,526.4988,306.2791,288.2686,256.2635,276.2686
HexCer-NS(d20:3/16:1)+H,722.5571,560.5043,542.4937,524.4831,306.2791,288.2686,254.2478,276.2686
HexCer-NS(d20:3/16:2)+H,720.5414,558.4886,540.478,522.4675,306.2791,288.2686,252.2322,276.2686
HexCer-NS(d20:3/17:0)+H,738.5884,576.5356,558.525,540.5144,306.2791,288.2686,270.2791,276.2686
HexCer-NS(d20:3/18:0)+H,752.6041,590.5512,572.5406,554.5301,306.2791,288.2686,284.2948,276.2686
HexCer-NS(d20:3/18:1)+H,750.5884,588.5356,570.525,552.5144,306.2791,288.2686,282.2791,276.2686
HexCer-NS(d20:3/18:2)+H,748.5728,586.5199,568.5093,550.4988,306.2791,288.2686,280.2635,276.2686
HexCer-NS(d20:3/19:0)+H,766.6197,604.5668,586.5563,568.5457,306.2791,288.2686,298.3105,276.2686
HexCer-NS(d20:3/19:1)+H,764.6041,602.5512,584.5406,566.5301,306.2791,288.2686,296.2948,276.2686
HexCer-NS(d20:3/20:0)+H,780.6353,618.5825,600.572,582.5613,306.2791,288.2686,312.3261,276.2686
HexCer-NS(d20:3/20:1)+H,778.6197,616.5668,598.5563,580.5457,306.2791,288.2686,310.3105,276.2686
HexCer-NS(d20:3/20:2)+H,776.6041,614.5512,596.5406,578.5301,306.2791,288.2686,308.2948,276.2686
HexCer-NS(d20:3/21:0)+H,794.651,632.5981,614.5876,596.577,306.2791,288.2686,326.3417,276.2686
HexCer-NS(d20:3/21:1)+H,792.6353,630.5825,612.572,594.5613,306.2791,288.2686,324.3261,276.2686
HexCer-NS(d20:3/22:0)+H,808.6666,646.6138,628.6032,610.5927,306.2791,288.2686,340.3574,276.2686
HexCer-NS(d20:3/22:1)+H,806.651,644.5981,626.5876,608.577,306.2791,288.2686,338.3417,276.2686
HexCer-NS(d20:3/22:2)+H,804.6353,642.5825,624.572,606.5613,306.2791,288.2686,336.3261,276.2686
HexCer-NS(d20:3/23:0)+H,822.6823,660.6295,642.6189,624.6083,306.2791,288.2686,354.373,276.2686
HexCer-NS(d20:3/23:1)+H,820.6666,658.6138,640.6032,622.5927,306.2791,288.2686,352.3574,276.2686
HexCer-NS(d20:3/24:0)+H,836.6979,674.6451,656.6345,638.624,306.2791,288.2686,368.3887,276.2686
HexCer-NS(d20:3/24:1)+H,834.6823,672.6295,654.6189,636.6083,306.2791,288.2686,366.373,276.2686
HexCer-NS(d20:3/24:2)+H,832.6666,670.6138,652.6032,634.5927,306.2791,288.2686,364.3574,276.2686
HexCer-NS(d20:3/25:0)+H,850.7136,688.6608,670.6502,652.6396,306.2791,288.2686,382.4044,276.2686
HexCer-NS(d20:3/25:1)+H,848.6979,686.6451,668.6345,650.624,306.2791,288.2686,380.3887,276.2686
HexCer-NS(d20:3/26:0)+H,864.7292,702.6764,684.6658,666.6553,306.2791,288.2686,396.42,276.2686
HexCer-NS(d20:3/26:1)+H,862.7136,700.6608,682.6502,664.6396,306.2791,288.2686,394.4044,276.2686
HexCer-NS(d20:3/26:2)+H,860.6979,698.6451,680.6345,662.624,306.2791,288.2686,392.3887,276.2686
HexCer-NS(d20:3/27:0)+H,878.7449,716.6921,698.6815,680.6709,306.2791,288.2686,410.4356,276.2686
HexCer-NS(d20:3/27:1)+H,876.7292,714.6764,696.6658,678.6553,306.2791,288.2686,408.42,276.2686
HexCer-NS(d20:3/28:0)+H,892.7606,730.7077,712.6971,694.6866,306.2791,288.2686,424.4513,276.2686
HexCer-NS(d20:3/28:1)+H,890.7449,728.6921,710.6815,692.6709,306.2791,288.2686,422.4356,276.2686
HexCer-NS(d20:3/28:2)+H,888.7292,726.6764,708.6658,690.6553,306.2791,288.2686,420.42,276.2686
HexCer-NS(d20:3/29:0)+H,906.7762,744.7234,726.7128,708.7022,306.2791,288.2686,438.4669,276.2686
HexCer-NS(d20:3/29:1)+H,904.7606,742.7077,724.6971,706.6866,306.2791,288.2686,436.4513,276.2686
HexCer-NS(d20:3/30:0)+H,920.7919,758.739,740.7285,722.7179,306.2791,288.2686,452.4826,276.2686
HexCer-NS(d20:3/30:1)+H,918.7762,756.7234,738.7128,720.7022,306.2791,288.2686,450.4669,276.2686
HexCer-NS(d20:3/30:2)+H,916.7606,754.7077,736.6971,718.6866,306.2791,288.2686,448.4513,276.2686
HexCer-NS(d20:3/31:0)+H,934.8075,772.7546,754.7441,736.7335,306.2791,288.2686,466.4983,276.2686
HexCer-NS(d20:3/31:1)+H,932.7919,770.739,752.7285,734.7179,306.2791,288.2686,464.4826,276.2686
HexCer-NS(d20:3/32:0)+H,948.8231,786.7703,768.7598,750.7491,306.2791,288.2686,480.5139,276.2686
