CL,[M-2H]2-,Prec-SN1_monolyso2-,Prec-SN1+SN2_dilyso2-,Prec-SN3_monolyso2-,Prec-SN3+SN4_dilyso2-,SN1+C3H6PO4,SN2+C3H6PO4,SN3+C3H6PO4,SN4+C3H6PO4,SN1_FA,SN2_FA,SN3_FA,SN4_FA
CL(18:3_20:0_18:3_20:0)-2H,753.5257933,623.4194033,476.2733633,623.4194033,476.2733633,413.20972,447.28792,413.20972,447.28792,277.21717,311.29537,277.21717,311.29537
CL(18:3_20:0_18:3_22:0)-2H,767.5414433,637.4350533,490.2890133,637.4350533,476.2733733,413.20972,447.28792,413.20972,475.3192,277.21717,311.29537,277.21717,339.32665
CL(18:3_20:0_20:1_20:0)-2H,769.5570934,639.4507034,492.3046634,623.4194234,476.2733834,413.20972,447.28792,445.27228,447.28792,277.21717,311.29537,309.27973,311.29537
CL(18:3_20:0_20:1_20:1)-2H,768.5492684,638.4428784,491.2968384,622.4115984,476.2733784,413.20972,447.28792,445.27228,445.27228,277.21717,311.29537,309.27973,309.27973
CL(18:3_20:0_20:1_20:2)-2H,767.5414433,637.4350533,490.2890133,621.4037733,476.2733733,413.20972,447.28792,445.27228,443.25664,277.21717,311.29537,309.27973,307.26409
CL(18:3_20:0_20:1_20:3)-2H,766.5336183,636.4272283,489.2811883,620.3959483,476.2733683,413.20972,447.28792,445.27228,441.241,277.21717,311.29537,309.27973,305.24845
CL(18:3_20:0_20:1_20:4)-2H,765.5257933,635.4194033,488.2733633,619.3881233,476.2733633,413.20972,447.28792,445.27228,439.22536,277.21717,311.29537,309.27973,303.23281
CL(18:3_20:0_20:1_22:0)-2H,783.5727435,653.4663535,506.3203135,637.4350735,476.2733935,413.20972,447.28792,445.27228,475.3192,277.21717,311.29537,309.27973,339.32665
CL(18:3_20:0_20:1_22:5)-2H,778.5336183,648.4272283,501.2811883,632.3959483,476.2733683,413.20972,447.28792,445.27228,465.241,277.21717,311.29537,309.27973,329.24845
CL(18:3_20:0_20:1_22:6)-2H,777.5257933,647.4194033,500.2733633,631.3881233,476.2733633,413.20972,447.28792,445.27228,463.22536,277.21717,311.29537,309.27973,327.23281
CL(18:3_20:0_20:2_20:0)-2H,768.5492684,638.4428784,491.2968384,623.4194184,476.2733784,413.20972,447.28792,443.25664,447.28792,277.21717,311.29537,307.26409,311.29537
CL(18:3_20:0_20:2_20:2)-2H,766.5336183,636.4272283,489.2811883,621.4037683,476.2733683,413.20972,447.28792,443.25664,443.25664,277.21717,311.29537,307.26409,307.26409
CL(18:3_20:0_20:2_20:3)-2H,765.5257933,635.4194033,488.2733633,620.3959433,476.2733633,413.20972,447.28792,443.25664,441.241,277.21717,311.29537,307.26409,305.24845
CL(18:3_20:0_20:2_20:4)-2H,764.5179682,634.4115782,487.2655382,619.3881182,476.2733582,413.20972,447.28792,443.25664,439.22536,277.21717,311.29537,307.26409,303.23281
CL(18:3_20:0_20:2_22:0)-2H,782.5649184,652.4585284,505.3124884,637.4350684,476.2733884,413.20972,447.28792,443.25664,475.3192,277.21717,311.29537,307.26409,339.32665
CL(18:3_20:0_20:2_22:5)-2H,777.5257933,647.4194033,500.2733633,632.3959433,476.2733633,413.20972,447.28792,443.25664,465.241,277.21717,311.29537,307.26409,329.24845
CL(18:3_20:0_20:2_22:6)-2H,776.5179682,646.4115782,499.2655382,631.3881182,476.2733582,413.20972,447.28792,443.25664,463.22536,277.21717,311.29537,307.26409,327.23281
CL(18:3_20:0_20:3_20:0)-2H,767.5414433,637.4350533,490.2890133,623.4194133,476.2733733,413.20972,447.28792,441.241,447.28792,277.21717,311.29537,305.24845,311.29537
CL(18:3_20:0_20:3_20:3)-2H,764.5179682,634.4115782,487.2655382,620.3959382,476.2733582,413.20972,447.28792,441.241,441.241,277.21717,311.29537,305.24845,305.24845
CL(18:3_20:0_20:3_20:4)-2H,763.5101432,633.4037532,486.2577132,619.3881132,476.2733532,413.20972,447.28792,441.241,439.22536,277.21717,311.29537,305.24845,303.23281
CL(18:3_20:0_20:3_22:0)-2H,781.5570934,651.4507034,504.3046634,637.4350634,476.2733834,413.20972,447.28792,441.241,475.3192,277.21717,311.29537,305.24845,339.32665
CL(18:3_20:0_20:3_22:5)-2H,776.5179682,646.4115782,499.2655382,632.3959382,476.2733582,413.20972,447.28792,441.241,465.241,277.21717,311.29537,305.24845,329.24845
CL(18:3_20:0_20:3_22:6)-2H,775.5101432,645.4037532,498.2577132,631.3881132,476.2733532,413.20972,447.28792,441.241,463.22536,277.21717,311.29537,305.24845,327.23281
CL(18:3_20:0_20:4_20:0)-2H,766.5336183,636.4272283,489.2811883,623.4194083,476.2733683,413.20972,447.28792,439.22536,447.28792,277.21717,311.29537,303.23281,311.29537
CL(18:3_20:0_20:4_20:4)-2H,762.5023182,632.3959282,485.2498882,619.3881082,476.2733482,413.20972,447.28792,439.22536,439.22536,277.21717,311.29537,303.23281,303.23281
CL(18:3_20:0_20:4_22:0)-2H,780.5492684,650.4428784,503.2968384,637.4350584,476.2733784,413.20972,447.28792,439.22536,475.3192,277.21717,311.29537,303.23281,339.32665
CL(18:3_20:0_20:4_22:5)-2H,775.5101432,645.4037532,498.2577132,632.3959332,476.2733532,413.20972,447.28792,439.22536,465.241,277.21717,311.29537,303.23281,329.24845
CL(18:3_20:0_20:4_22:6)-2H,774.5023182,644.3959282,497.2498882,631.3881082,476.2733482,413.20972,447.28792,439.22536,463.22536,277.21717,311.29537,303.23281,327.23281
CL(18:3_20:0_22:5_20:0)-2H,779.5414433,649.4350533,502.2890133,623.4194133,476.2733733,413.20972,447.28792,465.241,447.28792,277.21717,311.29537,329.24845,311.29537
CL(18:3_20:0_22:5_22:0)-2H,793.5570934,663.4507034,516.3046634,637.4350634,476.2733834,413.20972,447.28792,465.241,475.3192,277.21717,311.29537,329.24845,339.32665
CL(18:3_20:0_22:5_22:5)-2H,788.5179682,658.4115782,511.2655382,632.3959382,476.2733582,413.20972,447.28792,465.241,465.241,277.21717,311.29537,329.24845,329.24845
CL(18:3_20:0_22:5_22:6)-2H,787.5101432,657.4037532,510.2577132,631.3881132,476.2733532,413.20972,447.28792,465.241,463.22536,277.21717,311.29537,329.24845,327.23281
CL(18:3_20:0_22:6_20:0)-2H,778.5336183,648.4272283,501.2811883,623.4194083,476.2733683,413.20972,447.28792,463.22536,447.28792,277.21717,311.29537,327.23281,311.29537
CL(18:3_20:0_22:6_22:0)-2H,792.5492684,662.4428784,515.2968384,637.4350584,476.2733784,413.20972,447.28792,463.22536,475.3192,277.21717,311.29537,327.23281,339.32665
CL(18:3_20:0_22:6_22:6)-2H,786.5023182,656.3959282,509.2498882,631.3881082,476.2733482,413.20972,447.28792,463.22536,463.22536,277.21717,311.29537,327.23281,327.23281
CL(18:3_20:1_20:1_20:1)-2H,767.5414433,637.4350533,491.2968333,621.4037733,475.2655533,413.20972,445.27228,445.27228,445.27228,277.21717,309.27973,309.27973,309.27973
CL(18:3_20:1_20:1_20:2)-2H,766.5336183,636.4272283,490.2890083,620.3959483,475.2655483,413.20972,445.27228,445.27228,443.25664,277.21717,309.27973,309.27973,307.26409
CL(18:3_20:1_20:1_20:3)-2H,765.5257933,635.4194033,489.2811833,619.3881233,475.2655433,413.20972,445.27228,445.27228,441.241,277.21717,309.27973,309.27973,305.24845
CL(18:3_20:1_20:1_20:4)-2H,764.5179682,634.4115782,488.2733582,618.3802982,475.2655382,413.20972,445.27228,445.27228,439.22536,277.21717,309.27973,309.27973,303.23281
CL(18:3_20:1_20:1_22:0)-2H,782.5649184,652.4585284,506.3203084,636.4272484,475.2655684,413.20972,445.27228,445.27228,475.3192,277.21717,309.27973,309.27973,339.32665
CL(18:3_20:1_20:1_22:5)-2H,777.5257933,647.4194033,501.2811833,631.3881233,475.2655433,413.20972,445.27228,445.27228,465.241,277.21717,309.27973,309.27973,329.24845
CL(18:3_20:1_20:1_22:6)-2H,776.5179682,646.4115782,500.2733582,630.3802982,475.2655382,413.20972,445.27228,445.27228,463.22536,277.21717,309.27973,309.27973,327.23281
CL(18:3_20:1_20:2_20:2)-2H,765.5257933,635.4194033,489.2811833,620.3959433,475.2655433,413.20972,445.27228,443.25664,443.25664,277.21717,309.27973,307.26409,307.26409
CL(18:3_20:1_20:2_20:3)-2H,764.5179682,634.4115782,488.2733582,619.3881182,475.2655382,413.20972,445.27228,443.25664,441.241,277.21717,309.27973,307.26409,305.24845
CL(18:3_20:1_20:2_20:4)-2H,763.5101432,633.4037532,487.2655332,618.3802932,475.2655332,413.20972,445.27228,443.25664,439.22536,277.21717,309.27973,307.26409,303.23281
CL(18:3_20:1_20:2_22:0)-2H,781.5570934,651.4507034,505.3124834,636.4272434,475.2655634,413.20972,445.27228,443.25664,475.3192,277.21717,309.27973,307.26409,339.32665
CL(18:3_20:1_20:2_22:5)-2H,776.5179682,646.4115782,500.2733582,631.3881182,475.2655382,413.20972,445.27228,443.25664,465.241,277.21717,309.27973,307.26409,329.24845
CL(18:3_20:1_20:2_22:6)-2H,775.5101432,645.4037532,499.2655332,630.3802932,475.2655332,413.20972,445.27228,443.25664,463.22536,277.21717,309.27973,307.26409,327.23281
CL(18:3_20:1_20:3_20:3)-2H,763.5101432,633.4037532,487.2655332,619.3881132,475.2655332,413.20972,445.27228,441.241,441.241,277.21717,309.27973,305.24845,305.24845
CL(18:3_20:1_20:3_20:4)-2H,762.5023182,632.3959282,486.2577082,618.3802882,475.2655282,413.20972,445.27228,441.241,439.22536,277.21717,309.27973,305.24845,303.23281
CL(18:3_20:1_20:3_22:0)-2H,780.5492684,650.4428784,504.3046584,636.4272384,475.2655584,413.20972,445.27228,441.241,475.3192,277.21717,309.27973,305.24845,339.32665
CL(18:3_20:1_20:3_22:5)-2H,775.5101432,645.4037532,499.2655332,631.3881132,475.2655332,413.20972,445.27228,441.241,465.241,277.21717,309.27973,305.24845,329.24845
CL(18:3_20:1_20:3_22:6)-2H,774.5023182,644.3959282,498.2577082,630.3802882,475.2655282,413.20972,445.27228,441.241,463.22536,277.21717,309.27973,305.24845,327.23281
CL(18:3_20:1_20:4_20:4)-2H,761.4944931,631.3881031,485.2498831,618.3802831,475.2655231,413.20972,445.27228,439.22536,439.22536,277.21717,309.27973,303.23281,303.23281
CL(18:3_20:1_20:4_22:0)-2H,779.5414433,649.4350533,503.2968333,636.4272333,475.2655533,413.20972,445.27228,439.22536,475.3192,277.21717,309.27973,303.23281,339.32665
CL(18:3_20:1_20:4_22:5)-2H,774.5023182,644.3959282,498.2577082,631.3881082,475.2655282,413.20972,445.27228,439.22536,465.241,277.21717,309.27973,303.23281,329.24845
CL(18:3_20:1_20:4_22:6)-2H,773.4944931,643.3881031,497.2498831,630.3802831,475.2655231,413.20972,445.27228,439.22536,463.22536,277.21717,309.27973,303.23281,327.23281
CL(18:3_20:1_22:5_22:0)-2H,792.5492684,662.4428784,516.3046584,636.4272384,475.2655584,413.20972,445.27228,465.241,475.3192,277.21717,309.27973,329.24845,339.32665
CL(18:3_20:1_22:5_22:5)-2H,787.5101432,657.4037532,511.2655332,631.3881132,475.2655332,413.20972,445.27228,465.241,465.241,277.21717,309.27973,329.24845,329.24845
CL(18:3_20:1_22:5_22:6)-2H,786.5023182,656.3959282,510.2577082,630.3802882,475.2655282,413.20972,445.27228,465.241,463.22536,277.21717,309.27973,329.24845,327.23281
CL(18:3_20:1_22:6_22:0)-2H,791.5414433,661.4350533,515.2968333,636.4272333,475.2655533,413.20972,445.27228,463.22536,475.3192,277.21717,309.27973,327.23281,339.32665
CL(18:3_20:1_22:6_22:6)-2H,785.4944931,655.3881031,509.2498831,630.3802831,475.2655231,413.20972,445.27228,463.22536,463.22536,277.21717,309.27973,327.23281,327.23281
CL(18:3_20:2_20:2_20:2)-2H,764.5179682,634.4115782,489.2811782,619.3881182,474.2577182,413.20972,443.25664,443.25664,443.25664,277.21717,307.26409,307.26409,307.26409
CL(18:3_20:2_20:2_20:3)-2H,763.5101432,633.4037532,488.2733532,618.3802932,474.2577132,413.20972,443.25664,443.25664,441.241,277.21717,307.26409,307.26409,305.24845
CL(18:3_20:2_20:2_20:4)-2H,762.5023182,632.3959282,487.2655282,617.3724682,474.2577082,413.20972,443.25664,443.25664,439.22536,277.21717,307.26409,307.26409,303.23281
CL(18:3_20:2_20:2_22:0)-2H,780.5492684,650.4428784,505.3124784,635.4194184,474.2577384,413.20972,443.25664,443.25664,475.3192,277.21717,307.26409,307.26409,339.32665
CL(18:3_20:2_20:2_22:5)-2H,775.5101432,645.4037532,500.2733532,630.3802932,474.2577132,413.20972,443.25664,443.25664,465.241,277.21717,307.26409,307.26409,329.24845
CL(18:3_20:2_20:2_22:6)-2H,774.5023182,644.3959282,499.2655282,629.3724682,474.2577082,413.20972,443.25664,443.25664,463.22536,277.21717,307.26409,307.26409,327.23281
CL(18:3_20:2_20:3_20:3)-2H,762.5023182,632.3959282,487.2655282,618.3802882,474.2577082,413.20972,443.25664,441.241,441.241,277.21717,307.26409,305.24845,305.24845
CL(18:3_20:2_20:3_20:4)-2H,761.4944931,631.3881031,486.2577031,617.3724631,474.2577031,413.20972,443.25664,441.241,439.22536,277.21717,307.26409,305.24845,303.23281
CL(18:3_20:2_20:3_22:0)-2H,779.5414433,649.4350533,504.3046533,635.4194133,474.2577333,413.20972,443.25664,441.241,475.3192,277.21717,307.26409,305.24845,339.32665
CL(18:3_20:2_20:3_22:5)-2H,774.5023182,644.3959282,499.2655282,630.3802882,474.2577082,413.20972,443.25664,441.241,465.241,277.21717,307.26409,305.24845,329.24845
CL(18:3_20:2_20:3_22:6)-2H,773.4944931,643.3881031,498.2577031,629.3724631,474.2577031,413.20972,443.25664,441.241,463.22536,277.21717,307.26409,305.24845,327.23281
CL(18:3_20:2_20:4_20:4)-2H,760.4866681,630.3802781,485.2498781,617.3724581,474.2576981,413.20972,443.25664,439.22536,439.22536,277.21717,307.26409,303.23281,303.23281
CL(18:3_20:2_20:4_22:0)-2H,778.5336183,648.4272283,503.2968283,635.4194083,474.2577283,413.20972,443.25664,439.22536,475.3192,277.21717,307.26409,303.23281,339.32665
CL(18:3_20:2_20:4_22:5)-2H,773.4944931,643.3881031,498.2577031,630.3802831,474.2577031,413.20972,443.25664,439.22536,465.241,277.21717,307.26409,303.23281,329.24845
CL(18:3_20:2_20:4_22:6)-2H,772.4866681,642.3802781,497.2498781,629.3724581,474.2576981,413.20972,443.25664,439.22536,463.22536,277.21717,307.26409,303.23281,327.23281
CL(18:3_20:2_22:5_22:0)-2H,791.5414433,661.4350533,516.3046533,635.4194133,474.2577333,413.20972,443.25664,465.241,475.3192,277.21717,307.26409,329.24845,339.32665
CL(18:3_20:2_22:5_22:5)-2H,786.5023182,656.3959282,511.2655282,630.3802882,474.2577082,413.20972,443.25664,465.241,465.241,277.21717,307.26409,329.24845,329.24845
CL(18:3_20:2_22:5_22:6)-2H,785.4944931,655.3881031,510.2577031,629.3724631,474.2577031,413.20972,443.25664,465.241,463.22536,277.21717,307.26409,329.24845,327.23281
CL(18:3_20:2_22:6_22:0)-2H,790.5336183,660.4272283,515.2968283,635.4194083,474.2577283,413.20972,443.25664,463.22536,475.3192,277.21717,307.26409,327.23281,339.32665
CL(18:3_20:2_22:6_22:6)-2H,784.4866681,654.3802781,509.2498781,629.3724581,474.2576981,413.20972,443.25664,463.22536,463.22536,277.21717,307.26409,327.23281,327.23281
CL(18:3_20:3_20:3_20:3)-2H,761.4944931,631.3881031,487.2655231,617.3724631,473.2498831,413.20972,441.241,441.241,441.241,277.21717,305.24845,305.24845,305.24845
CL(18:3_20:3_20:3_20:4)-2H,760.4866681,630.3802781,486.2576981,616.3646381,473.2498781,413.20972,441.241,441.241,439.22536,277.21717,305.24845,305.24845,303.23281
CL(18:3_20:3_20:3_22:0)-2H,778.5336183,648.4272283,504.3046483,634.4115883,473.2499083,413.20972,441.241,441.241,475.3192,277.21717,305.24845,305.24845,339.32665
CL(18:3_20:3_20:3_22:5)-2H,773.4944931,643.3881031,499.2655231,629.3724631,473.2498831,413.20972,441.241,441.241,465.241,277.21717,305.24845,305.24845,329.24845
CL(18:3_20:3_20:3_22:6)-2H,772.4866681,642.3802781,498.2576981,628.3646381,473.2498781,413.20972,441.241,441.241,463.22536,277.21717,305.24845,305.24845,327.23281
CL(18:3_20:3_20:4_20:4)-2H,759.4788431,629.3724531,485.2498731,616.3646331,473.2498731,413.20972,441.241,439.22536,439.22536,277.21717,305.24845,303.23281,303.23281
CL(18:3_20:3_20:4_22:0)-2H,777.5257933,647.4194033,503.2968233,634.4115833,473.2499033,413.20972,441.241,439.22536,475.3192,277.21717,305.24845,303.23281,339.32665
CL(18:3_20:3_20:4_22:5)-2H,772.4866681,642.3802781,498.2576981,629.3724581,473.2498781,413.20972,441.241,439.22536,465.241,277.21717,305.24845,303.23281,329.24845
CL(18:3_20:3_20:4_22:6)-2H,771.4788431,641.3724531,497.2498731,628.3646331,473.2498731,413.20972,441.241,439.22536,463.22536,277.21717,305.24845,303.23281,327.23281
CL(18:3_20:3_22:5_22:0)-2H,790.5336183,660.4272283,516.3046483,634.4115883,473.2499083,413.20972,441.241,465.241,475.3192,277.21717,305.24845,329.24845,339.32665
CL(18:3_20:3_22:5_22:5)-2H,785.4944931,655.3881031,511.2655231,629.3724631,473.2498831,413.20972,441.241,465.241,465.241,277.21717,305.24845,329.24845,329.24845
CL(18:3_20:3_22:5_22:6)-2H,784.4866681,654.3802781,510.2576981,628.3646381,473.2498781,413.20972,441.241,465.241,463.22536,277.21717,305.24845,329.24845,327.23281
CL(18:3_20:3_22:6_22:0)-2H,789.5257933,659.4194033,515.2968233,634.4115833,473.2499033,413.20972,441.241,463.22536,475.3192,277.21717,305.24845,327.23281,339.32665
CL(18:3_20:3_22:6_22:6)-2H,783.4788431,653.3724531,509.2498731,628.3646331,473.2498731,413.20972,441.241,463.22536,463.22536,277.21717,305.24845,327.23281,327.23281
CL(18:3_20:4_20:4_20:4)-2H,758.471018,628.364628,485.249868,615.356808,472.242048,413.20972,439.22536,439.22536,439.22536,277.21717,303.23281,303.23281,303.23281
CL(18:3_20:4_20:4_22:0)-2H,776.5179682,646.4115782,503.2968182,633.4037582,472.2420782,413.20972,439.22536,439.22536,475.3192,277.21717,303.23281,303.23281,339.32665
CL(18:3_20:4_20:4_22:5)-2H,771.4788431,641.3724531,498.2576931,628.3646331,472.2420531,413.20972,439.22536,439.22536,465.241,277.21717,303.23281,303.23281,329.24845
CL(18:3_20:4_20:4_22:6)-2H,770.471018,640.364628,497.249868,627.356808,472.242048,413.20972,439.22536,439.22536,463.22536,277.21717,303.23281,303.23281,327.23281
CL(18:3_20:4_22:5_22:0)-2H,789.5257933,659.4194033,516.3046433,633.4037633,472.2420833,413.20972,439.22536,465.241,475.3192,277.21717,303.23281,329.24845,339.32665
CL(18:3_20:4_22:5_22:5)-2H,784.4866681,654.3802781,511.2655181,628.3646381,472.2420581,413.20972,439.22536,465.241,465.241,277.21717,303.23281,329.24845,329.24845
CL(18:3_20:4_22:5_22:6)-2H,783.4788431,653.3724531,510.2576931,627.3568131,472.2420531,413.20972,439.22536,465.241,463.22536,277.21717,303.23281,329.24845,327.23281
CL(18:3_20:4_22:6_22:0)-2H,788.5179682,658.4115782,515.2968182,633.4037582,472.2420782,413.20972,439.22536,463.22536,475.3192,277.21717,303.23281,327.23281,339.32665
CL(18:3_20:4_22:6_22:6)-2H,782.471018,652.364628,509.249868,627.356808,472.242048,413.20972,439.22536,463.22536,463.22536,277.21717,303.23281,327.23281,327.23281
CL(18:3_22:0_18:3_18:3)-2H,750.5023182,620.3959282,459.2342482,620.3959282,490.2889882,413.20972,475.3192,413.20972,413.20972,277.21717,339.32665,277.21717,277.21717
CL(18:3_22:0_18:3_22:0)-2H,781.5570934,651.4507034,490.2890234,651.4507034,490.2890234,413.20972,475.3192,413.20972,475.3192,277.21717,339.32665,277.21717,339.32665
CL(18:3_22:0_20:1_22:0)-2H,797.5883935,667.4820035,506.3203235,651.4507235,490.2890435,413.20972,475.3192,445.27228,475.3192,277.21717,339.32665,309.27973,339.32665
CL(18:3_22:0_20:2_22:0)-2H,796.5805685,666.4741785,505.3124985,651.4507185,490.2890385,413.20972,475.3192,443.25664,475.3192,277.21717,339.32665,307.26409,339.32665
CL(18:3_22:0_20:3_22:0)-2H,795.5727435,665.4663535,504.3046735,651.4507135,490.2890335,413.20972,475.3192,441.241,475.3192,277.21717,339.32665,305.24845,339.32665
CL(18:3_22:0_20:4_22:0)-2H,794.5649184,664.4585284,503.2968484,651.4507084,490.2890284,413.20972,475.3192,439.22536,475.3192,277.21717,339.32665,303.23281,339.32665
CL(18:3_22:0_22:5_22:0)-2H,807.5727435,677.4663535,516.3046735,651.4507135,490.2890335,413.20972,475.3192,465.241,475.3192,277.21717,339.32665,329.24845,339.32665
CL(18:3_22:0_22:5_22:5)-2H,802.5336183,672.4272283,511.2655483,646.4115883,490.2890083,413.20972,475.3192,465.241,465.241,277.21717,339.32665,329.24845,329.24845
CL(18:3_22:0_22:5_22:6)-2H,801.5257933,671.4194033,510.2577233,645.4037633,490.2890033,413.20972,475.3192,465.241,463.22536,277.21717,339.32665,329.24845,327.23281
CL(18:3_22:0_22:6_22:0)-2H,806.5649184,676.4585284,515.2968484,651.4507084,490.2890284,413.20972,475.3192,463.22536,475.3192,277.21717,339.32665,327.23281,339.32665
CL(18:3_22:0_22:6_22:6)-2H,800.5179682,670.4115782,509.2498982,645.4037582,490.2889982,413.20972,475.3192,463.22536,463.22536,277.21717,339.32665,327.23281,327.23281
CL(18:3_22:5_22:5_22:5)-2H,797.4944931,667.3881031,511.2655231,641.3724631,485.2498831,413.20972,465.241,465.241,465.241,277.21717,329.24845,329.24845,329.24845
CL(18:3_22:5_22:5_22:6)-2H,796.4866681,666.3802781,510.2576981,640.3646381,485.2498781,413.20972,465.241,465.241,463.22536,277.21717,329.24845,329.24845,327.23281
CL(18:3_22:5_22:6_22:6)-2H,795.4788431,665.3724531,509.2498731,640.3646331,485.2498731,413.20972,465.241,463.22536,463.22536,277.21717,329.24845,327.23281,327.23281
CL(18:3_22:6_22:6_22:6)-2H,794.471018,664.364628,509.249868,639.356808,484.242048,413.20972,463.22536,463.22536,463.22536,277.21717,327.23281,327.23281,327.23281
CL(20:0_16:1_22:0_20:0)-2H,772.5805685,625.4350785,507.3281385,611.4194385,464.2733985,447.28792,389.20972,475.3192,447.28792,311.29537,253.21717,339.32665,311.29537
CL(20:0_16:1_22:0_22:0)-2H,786.5962186,639.4507286,521.3437886,625.4350886,464.2734086,447.28792,389.20972,475.3192,475.3192,311.29537,253.21717,339.32665,339.32665
CL(20:0_18:1_22:0_20:0)-2H,786.5962186,639.4507286,507.3281486,625.4350886,478.2890486,447.28792,417.241,475.3192,447.28792,311.29537,281.24845,339.32665,311.29537
CL(20:0_18:1_22:0_22:0)-2H,800.6118686,653.4663786,521.3437986,639.4507386,478.2890586,447.28792,417.241,475.3192,475.3192,311.29537,281.24845,339.32665,339.32665
CL(20:0_18:2_22:0_20:0)-2H,785.5883935,638.4429035,507.3281435,624.4272635,477.2812235,447.28792,415.22536,475.3192,447.28792,311.29537,279.23281,339.32665,311.29537
CL(20:0_18:2_22:0_22:0)-2H,799.6040436,652.4585536,521.3437936,638.4429136,477.2812336,447.28792,415.22536,475.3192,475.3192,311.29537,279.23281,339.32665,339.32665
CL(20:0_18:3_22:0_20:0)-2H,784.5805685,637.4350785,507.3281385,623.4194385,476.2733985,447.28792,413.20972,475.3192,447.28792,311.29537,277.21717,339.32665,311.29537
CL(20:0_18:3_22:0_22:0)-2H,798.5962186,651.4507286,521.3437886,637.4350886,476.2734086,447.28792,413.20972,475.3192,475.3192,311.29537,277.21717,339.32665,339.32665
CL(20:0_20:0_16:1_20:0)-2H,758.5649184,611.4194284,464.2733884,640.4585284,493.3124884,447.28792,447.28792,389.20972,447.28792,311.29537,311.29537,253.21717,311.29537
CL(20:0_20:0_18:1_20:0)-2H,772.5805685,625.4350785,478.2890385,640.4585385,493.3124985,447.28792,447.28792,417.241,447.28792,311.29537,311.29537,281.24845,311.29537
CL(20:0_20:0_18:2_20:0)-2H,771.5727435,624.4272535,477.2812135,640.4585335,493.3124935,447.28792,447.28792,415.22536,447.28792,311.29537,311.29537,279.23281,311.29537
CL(20:0_20:0_18:3_20:0)-2H,770.5649184,623.4194284,476.2733884,640.4585284,493.3124884,447.28792,447.28792,413.20972,447.28792,311.29537,311.29537,277.21717,311.29537
CL(20:0_20:0_20:0_20:0)-2H,787.6040436,640.4585536,493.3125136,640.4585536,493.3125136,447.28792,447.28792,447.28792,447.28792,311.29537,311.29537,311.29537,311.29537
CL(20:0_20:0_20:0_20:1)-2H,786.5962186,639.4507286,492.3046886,639.4507286,493.3125086,447.28792,447.28792,447.28792,445.27228,311.29537,311.29537,311.29537,309.27973
CL(20:0_20:0_20:0_20:2)-2H,785.5883935,638.4429035,491.2968635,638.4429035,493.3125035,447.28792,447.28792,447.28792,443.25664,311.29537,311.29537,311.29537,307.26409
CL(20:0_20:0_20:0_20:3)-2H,784.5805685,637.4350785,490.2890385,637.4350785,493.3124985,447.28792,447.28792,447.28792,441.241,311.29537,311.29537,311.29537,305.24845
CL(20:0_20:0_20:0_20:4)-2H,783.5727435,636.4272535,489.2812135,636.4272535,493.3124935,447.28792,447.28792,447.28792,439.22536,311.29537,311.29537,311.29537,303.23281
CL(20:0_20:0_20:0_22:0)-2H,801.6196936,654.4742036,507.3281636,654.4742036,493.3125236,447.28792,447.28792,447.28792,475.3192,311.29537,311.29537,311.29537,339.32665
CL(20:0_20:0_20:0_22:5)-2H,796.5805685,649.4350785,502.2890385,649.4350785,493.3124985,447.28792,447.28792,447.28792,465.241,311.29537,311.29537,311.29537,329.24845
CL(20:0_20:0_20:0_22:6)-2H,795.5727435,648.4272535,501.2812135,648.4272535,493.3124935,447.28792,447.28792,447.28792,463.22536,311.29537,311.29537,311.29537,327.23281
CL(20:0_20:0_20:1_20:1)-2H,785.5883935,638.4429035,491.2968635,639.4507235,493.3125035,447.28792,447.28792,445.27228,445.27228,311.29537,311.29537,309.27973,309.27973
CL(20:0_20:0_20:1_20:2)-2H,784.5805685,637.4350785,490.2890385,638.4428985,493.3124985,447.28792,447.28792,445.27228,443.25664,311.29537,311.29537,309.27973,307.26409
CL(20:0_20:0_20:1_20:3)-2H,783.5727435,636.4272535,489.2812135,637.4350735,493.3124935,447.28792,447.28792,445.27228,441.241,311.29537,311.29537,309.27973,305.24845
CL(20:0_20:0_20:1_20:4)-2H,782.5649184,635.4194284,488.2733884,636.4272484,493.3124884,447.28792,447.28792,445.27228,439.22536,311.29537,311.29537,309.27973,303.23281
CL(20:0_20:0_20:1_22:0)-2H,800.6118686,653.4663786,506.3203386,654.4741986,493.3125186,447.28792,447.28792,445.27228,475.3192,311.29537,311.29537,309.27973,339.32665
CL(20:0_20:0_20:1_22:5)-2H,795.5727435,648.4272535,501.2812135,649.4350735,493.3124935,447.28792,447.28792,445.27228,465.241,311.29537,311.29537,309.27973,329.24845
CL(20:0_20:0_20:1_22:6)-2H,794.5649184,647.4194284,500.2733884,648.4272484,493.3124884,447.28792,447.28792,445.27228,463.22536,311.29537,311.29537,309.27973,327.23281
CL(20:0_20:0_20:2_20:2)-2H,783.5727435,636.4272535,489.2812135,638.4428935,493.3124935,447.28792,447.28792,443.25664,443.25664,311.29537,311.29537,307.26409,307.26409
CL(20:0_20:0_20:2_20:3)-2H,782.5649184,635.4194284,488.2733884,637.4350684,493.3124884,447.28792,447.28792,443.25664,441.241,311.29537,311.29537,307.26409,305.24845
CL(20:0_20:0_20:2_20:4)-2H,781.5570934,634.4116034,487.2655634,636.4272434,493.3124834,447.28792,447.28792,443.25664,439.22536,311.29537,311.29537,307.26409,303.23281
