CL,[M-2H]2-,Prec-SN1_monolyso2-,Prec-SN1+SN2_dilyso2-,Prec-SN3_monolyso2-,Prec-SN3+SN4_dilyso2-,SN1+C3H6PO4,SN2+C3H6PO4,SN3+C3H6PO4,SN4+C3H6PO4,SN1_FA,SN2_FA,SN3_FA,SN4_FA
CL(14:0_18:1_18:3_18:3)-2H,696.455368,591.356798,459.234218,566.348978,436.242038,363.19408,417.241,413.20972,413.20972,227.20153,281.24845,277.21717,277.21717
CL(14:0_18:1_18:3_20:0)-2H,713.4944931,608.3959231,476.2733431,583.3881031,436.2420631,363.19408,417.241,413.20972,447.28792,227.20153,281.24845,277.21717,311.29537
CL(14:0_18:1_18:3_20:1)-2H,712.4866681,607.3880981,475.2655181,582.3802781,436.2420581,363.19408,417.241,413.20972,445.27228,227.20153,281.24845,277.21717,309.27973
CL(14:0_18:1_18:3_20:2)-2H,711.4788431,606.3802731,474.2576931,581.3724531,436.2420531,363.19408,417.241,413.20972,443.25664,227.20153,281.24845,277.21717,307.26409
CL(14:0_18:1_18:3_20:3)-2H,710.471018,605.372448,473.249868,580.364628,436.242048,363.19408,417.241,413.20972,441.241,227.20153,281.24845,277.21717,305.24845
CL(14:0_18:1_18:3_20:4)-2H,709.463193,604.364623,472.242043,579.356803,436.242043,363.19408,417.241,413.20972,439.22536,227.20153,281.24845,277.21717,303.23281
CL(14:0_18:1_18:3_22:0)-2H,727.5101432,622.4115732,490.2889932,597.4037532,436.2420732,363.19408,417.241,413.20972,475.3192,227.20153,281.24845,277.21717,339.32665
CL(14:0_18:1_18:3_22:5)-2H,722.471018,617.372448,485.249868,592.364628,436.242048,363.19408,417.241,413.20972,465.241,227.20153,281.24845,277.21717,329.24845
CL(14:0_18:1_18:3_22:6)-2H,721.463193,616.364623,484.242043,591.356803,436.242043,363.19408,417.241,413.20972,463.22536,227.20153,281.24845,277.21717,327.23281
CL(14:0_18:1_20:0_20:0)-2H,730.5336183,625.4350483,493.3124683,583.3881283,436.2420883,363.19408,417.241,447.28792,447.28792,227.20153,281.24845,311.29537,311.29537
CL(14:0_18:1_20:0_20:1)-2H,729.5257933,624.4272233,492.3046433,582.3803033,436.2420833,363.19408,417.241,447.28792,445.27228,227.20153,281.24845,311.29537,309.27973
CL(14:0_18:1_20:0_20:2)-2H,728.5179682,623.4193982,491.2968182,581.3724782,436.2420782,363.19408,417.241,447.28792,443.25664,227.20153,281.24845,311.29537,307.26409
CL(14:0_18:1_20:0_20:3)-2H,727.5101432,622.4115732,490.2889932,580.3646532,436.2420732,363.19408,417.241,447.28792,441.241,227.20153,281.24845,311.29537,305.24845
CL(14:0_18:1_20:0_20:4)-2H,726.5023182,621.4037482,489.2811682,579.3568282,436.2420682,363.19408,417.241,447.28792,439.22536,227.20153,281.24845,311.29537,303.23281
CL(14:0_18:1_20:0_22:0)-2H,744.5492684,639.4506984,507.3281184,597.4037784,436.2420984,363.19408,417.241,447.28792,475.3192,227.20153,281.24845,311.29537,339.32665
CL(14:0_18:1_20:0_22:5)-2H,739.5101432,634.4115732,502.2889932,592.3646532,436.2420732,363.19408,417.241,447.28792,465.241,227.20153,281.24845,311.29537,329.24845
CL(14:0_18:1_20:0_22:6)-2H,738.5023182,633.4037482,501.2811682,591.3568282,436.2420682,363.19408,417.241,447.28792,463.22536,227.20153,281.24845,311.29537,327.23281
CL(14:0_18:1_20:1_20:1)-2H,728.5179682,623.4193982,491.2968182,582.3802982,436.2420782,363.19408,417.241,445.27228,445.27228,227.20153,281.24845,309.27973,309.27973
CL(14:0_18:1_20:1_20:2)-2H,727.5101432,622.4115732,490.2889932,581.3724732,436.2420732,363.19408,417.241,445.27228,443.25664,227.20153,281.24845,309.27973,307.26409
CL(14:0_18:1_20:1_20:3)-2H,726.5023182,621.4037482,489.2811682,580.3646482,436.2420682,363.19408,417.241,445.27228,441.241,227.20153,281.24845,309.27973,305.24845
CL(14:0_18:1_20:1_20:4)-2H,725.4944931,620.3959231,488.2733431,579.3568231,436.2420631,363.19408,417.241,445.27228,439.22536,227.20153,281.24845,309.27973,303.23281
CL(14:0_18:1_20:1_22:0)-2H,743.5414433,638.4428733,506.3202933,597.4037733,436.2420933,363.19408,417.241,445.27228,475.3192,227.20153,281.24845,309.27973,339.32665
CL(14:0_18:1_20:1_22:5)-2H,738.5023182,633.4037482,501.2811682,592.3646482,436.2420682,363.19408,417.241,445.27228,465.241,227.20153,281.24845,309.27973,329.24845
CL(14:0_18:1_20:1_22:6)-2H,737.4944931,632.3959231,500.2733431,591.3568231,436.2420631,363.19408,417.241,445.27228,463.22536,227.20153,281.24845,309.27973,327.23281
CL(14:0_18:1_20:2_20:2)-2H,726.5023182,621.4037482,489.2811682,581.3724682,436.2420682,363.19408,417.241,443.25664,443.25664,227.20153,281.24845,307.26409,307.26409
CL(14:0_18:1_20:2_20:3)-2H,725.4944931,620.3959231,488.2733431,580.3646431,436.2420631,363.19408,417.241,443.25664,441.241,227.20153,281.24845,307.26409,305.24845
CL(14:0_18:1_20:2_20:4)-2H,724.4866681,619.3880981,487.2655181,579.3568181,436.2420581,363.19408,417.241,443.25664,439.22536,227.20153,281.24845,307.26409,303.23281
CL(14:0_18:1_20:2_22:0)-2H,742.5336183,637.4350483,505.3124683,597.4037683,436.2420883,363.19408,417.241,443.25664,475.3192,227.20153,281.24845,307.26409,339.32665
CL(14:0_18:1_20:2_22:5)-2H,737.4944931,632.3959231,500.2733431,592.3646431,436.2420631,363.19408,417.241,443.25664,465.241,227.20153,281.24845,307.26409,329.24845
CL(14:0_18:1_20:2_22:6)-2H,736.4866681,631.3880981,499.2655181,591.3568181,436.2420581,363.19408,417.241,443.25664,463.22536,227.20153,281.24845,307.26409,327.23281
CL(14:0_18:1_20:3_20:3)-2H,724.4866681,619.3880981,487.2655181,580.3646381,436.2420581,363.19408,417.241,441.241,441.241,227.20153,281.24845,305.24845,305.24845
CL(14:0_18:1_20:3_20:4)-2H,723.4788431,618.3802731,486.2576931,579.3568131,436.2420531,363.19408,417.241,441.241,439.22536,227.20153,281.24845,305.24845,303.23281
CL(14:0_18:1_20:3_22:0)-2H,741.5257933,636.4272233,504.3046433,597.4037633,436.2420833,363.19408,417.241,441.241,475.3192,227.20153,281.24845,305.24845,339.32665
CL(14:0_18:1_20:3_22:5)-2H,736.4866681,631.3880981,499.2655181,592.3646381,436.2420581,363.19408,417.241,441.241,465.241,227.20153,281.24845,305.24845,329.24845
CL(14:0_18:1_20:3_22:6)-2H,735.4788431,630.3802731,498.2576931,591.3568131,436.2420531,363.19408,417.241,441.241,463.22536,227.20153,281.24845,305.24845,327.23281
CL(14:0_18:1_20:4_20:4)-2H,722.471018,617.372448,485.249868,579.356808,436.242048,363.19408,417.241,439.22536,439.22536,227.20153,281.24845,303.23281,303.23281
CL(14:0_18:1_20:4_22:0)-2H,740.5179682,635.4193982,503.2968182,597.4037582,436.2420782,363.19408,417.241,439.22536,475.3192,227.20153,281.24845,303.23281,339.32665
CL(14:0_18:1_20:4_22:5)-2H,735.4788431,630.3802731,498.2576931,592.3646331,436.2420531,363.19408,417.241,439.22536,465.241,227.20153,281.24845,303.23281,329.24845
CL(14:0_18:1_20:4_22:6)-2H,734.471018,629.372448,497.249868,591.356808,436.242048,363.19408,417.241,439.22536,463.22536,227.20153,281.24845,303.23281,327.23281
CL(14:0_18:1_22:0_22:0)-2H,758.5649184,653.4663484,521.3437684,597.4037884,436.2421084,363.19408,417.241,475.3192,475.3192,227.20153,281.24845,339.32665,339.32665
CL(14:0_18:1_22:0_22:5)-2H,753.5257933,648.4272233,516.3046433,592.3646633,436.2420833,363.19408,417.241,475.3192,465.241,227.20153,281.24845,339.32665,329.24845
CL(14:0_18:1_22:0_22:6)-2H,752.5179682,647.4193982,515.2968182,591.3568382,436.2420782,363.19408,417.241,475.3192,463.22536,227.20153,281.24845,339.32665,327.23281
CL(14:0_18:1_22:5_22:5)-2H,748.4866681,643.3880981,511.2655181,592.3646381,436.2420581,363.19408,417.241,465.241,465.241,227.20153,281.24845,329.24845,329.24845
CL(14:0_18:1_22:5_22:6)-2H,747.4788431,642.3802731,510.2576931,591.3568131,436.2420531,363.19408,417.241,465.241,463.22536,227.20153,281.24845,329.24845,327.23281
CL(14:0_18:1_22:6_22:6)-2H,746.471018,641.372448,509.249868,591.356808,436.242048,363.19408,417.241,463.22536,463.22536,227.20153,281.24845,327.23281,327.23281
CL(14:0_18:2_18:2_18:2)-2H,697.463193,592.364623,461.249863,566.348983,435.234223,363.19408,415.22536,415.22536,415.22536,227.20153,279.23281,279.23281,279.23281
CL(14:0_18:2_18:2_18:3)-2H,696.455368,591.356798,460.242038,565.341158,435.234218,363.19408,415.22536,415.22536,413.20972,227.20153,279.23281,279.23281,277.21717
CL(14:0_18:2_18:2_20:0)-2H,713.4944931,608.3959231,477.2811631,582.3802831,435.2342431,363.19408,415.22536,415.22536,447.28792,227.20153,279.23281,279.23281,311.29537
CL(14:0_18:2_18:2_20:1)-2H,712.4866681,607.3880981,476.2733381,581.3724581,435.2342381,363.19408,415.22536,415.22536,445.27228,227.20153,279.23281,279.23281,309.27973
CL(14:0_18:2_18:2_20:2)-2H,711.4788431,606.3802731,475.2655131,580.3646331,435.2342331,363.19408,415.22536,415.22536,443.25664,227.20153,279.23281,279.23281,307.26409
CL(14:0_18:2_18:2_20:3)-2H,710.471018,605.372448,474.257688,579.356808,435.234228,363.19408,415.22536,415.22536,441.241,227.20153,279.23281,279.23281,305.24845
CL(14:0_18:2_18:2_20:4)-2H,709.463193,604.364623,473.249863,578.348983,435.234223,363.19408,415.22536,415.22536,439.22536,227.20153,279.23281,279.23281,303.23281
CL(14:0_18:2_18:2_22:0)-2H,727.5101432,622.4115732,491.2968132,596.3959332,435.2342532,363.19408,415.22536,415.22536,475.3192,227.20153,279.23281,279.23281,339.32665
CL(14:0_18:2_18:2_22:5)-2H,722.471018,617.372448,486.257688,591.356808,435.234228,363.19408,415.22536,415.22536,465.241,227.20153,279.23281,279.23281,329.24845
CL(14:0_18:2_18:2_22:6)-2H,721.463193,616.364623,485.249863,590.348983,435.234223,363.19408,415.22536,415.22536,463.22536,227.20153,279.23281,279.23281,327.23281
CL(14:0_18:2_18:3_18:3)-2H,695.4475429,590.3489729,459.2342129,565.3411529,435.2342129,363.19408,415.22536,413.20972,413.20972,227.20153,279.23281,277.21717,277.21717
CL(14:0_18:2_18:3_20:0)-2H,712.4866681,607.3880981,476.2733381,582.3802781,435.2342381,363.19408,415.22536,413.20972,447.28792,227.20153,279.23281,277.21717,311.29537
CL(14:0_18:2_18:3_20:1)-2H,711.4788431,606.3802731,475.2655131,581.3724531,435.2342331,363.19408,415.22536,413.20972,445.27228,227.20153,279.23281,277.21717,309.27973
CL(14:0_18:2_18:3_20:2)-2H,710.471018,605.372448,474.257688,580.364628,435.234228,363.19408,415.22536,413.20972,443.25664,227.20153,279.23281,277.21717,307.26409
CL(14:0_18:2_18:3_20:3)-2H,709.463193,604.364623,473.249863,579.356803,435.234223,363.19408,415.22536,413.20972,441.241,227.20153,279.23281,277.21717,305.24845
CL(14:0_18:2_18:3_20:4)-2H,708.455368,603.356798,472.242038,578.348978,435.234218,363.19408,415.22536,413.20972,439.22536,227.20153,279.23281,277.21717,303.23281
CL(14:0_18:2_18:3_22:0)-2H,726.5023182,621.4037482,490.2889882,596.3959282,435.2342482,363.19408,415.22536,413.20972,475.3192,227.20153,279.23281,277.21717,339.32665
CL(14:0_18:2_18:3_22:5)-2H,721.463193,616.364623,485.249863,591.356803,435.234223,363.19408,415.22536,413.20972,465.241,227.20153,279.23281,277.21717,329.24845
CL(14:0_18:2_18:3_22:6)-2H,720.455368,615.356798,484.242038,590.348978,435.234218,363.19408,415.22536,413.20972,463.22536,227.20153,279.23281,277.21717,327.23281
CL(14:0_18:2_20:0_20:0)-2H,729.5257933,624.4272233,493.3124633,582.3803033,435.2342633,363.19408,415.22536,447.28792,447.28792,227.20153,279.23281,311.29537,311.29537
CL(14:0_18:2_20:0_20:1)-2H,728.5179682,623.4193982,492.3046382,581.3724782,435.2342582,363.19408,415.22536,447.28792,445.27228,227.20153,279.23281,311.29537,309.27973
CL(14:0_18:2_20:0_20:2)-2H,727.5101432,622.4115732,491.2968132,580.3646532,435.2342532,363.19408,415.22536,447.28792,443.25664,227.20153,279.23281,311.29537,307.26409
CL(14:0_18:2_20:0_20:3)-2H,726.5023182,621.4037482,490.2889882,579.3568282,435.2342482,363.19408,415.22536,447.28792,441.241,227.20153,279.23281,311.29537,305.24845
CL(14:0_18:2_20:0_20:4)-2H,725.4944931,620.3959231,489.2811631,578.3490031,435.2342431,363.19408,415.22536,447.28792,439.22536,227.20153,279.23281,311.29537,303.23281
CL(14:0_18:2_20:0_22:0)-2H,743.5414433,638.4428733,507.3281133,596.3959533,435.2342733,363.19408,415.22536,447.28792,475.3192,227.20153,279.23281,311.29537,339.32665
CL(14:0_18:2_20:0_22:5)-2H,738.5023182,633.4037482,502.2889882,591.3568282,435.2342482,363.19408,415.22536,447.28792,465.241,227.20153,279.23281,311.29537,329.24845
CL(14:0_18:2_20:0_22:6)-2H,737.4944931,632.3959231,501.2811631,590.3490031,435.2342431,363.19408,415.22536,447.28792,463.22536,227.20153,279.23281,311.29537,327.23281
CL(14:0_18:2_20:1_20:1)-2H,727.5101432,622.4115732,491.2968132,581.3724732,435.2342532,363.19408,415.22536,445.27228,445.27228,227.20153,279.23281,309.27973,309.27973
CL(14:0_18:2_20:1_20:2)-2H,726.5023182,621.4037482,490.2889882,580.3646482,435.2342482,363.19408,415.22536,445.27228,443.25664,227.20153,279.23281,309.27973,307.26409
CL(14:0_18:2_20:1_20:3)-2H,725.4944931,620.3959231,489.2811631,579.3568231,435.2342431,363.19408,415.22536,445.27228,441.241,227.20153,279.23281,309.27973,305.24845
CL(14:0_18:2_20:1_20:4)-2H,724.4866681,619.3880981,488.2733381,578.3489981,435.2342381,363.19408,415.22536,445.27228,439.22536,227.20153,279.23281,309.27973,303.23281
CL(14:0_18:2_20:1_22:0)-2H,742.5336183,637.4350483,506.3202883,596.3959483,435.2342683,363.19408,415.22536,445.27228,475.3192,227.20153,279.23281,309.27973,339.32665
CL(14:0_18:2_20:1_22:5)-2H,737.4944931,632.3959231,501.2811631,591.3568231,435.2342431,363.19408,415.22536,445.27228,465.241,227.20153,279.23281,309.27973,329.24845
CL(14:0_18:2_20:1_22:6)-2H,736.4866681,631.3880981,500.2733381,590.3489981,435.2342381,363.19408,415.22536,445.27228,463.22536,227.20153,279.23281,309.27973,327.23281
CL(14:0_18:2_20:2_20:2)-2H,725.4944931,620.3959231,489.2811631,580.3646431,435.2342431,363.19408,415.22536,443.25664,443.25664,227.20153,279.23281,307.26409,307.26409
CL(14:0_18:2_20:2_20:3)-2H,724.4866681,619.3880981,488.2733381,579.3568181,435.2342381,363.19408,415.22536,443.25664,441.241,227.20153,279.23281,307.26409,305.24845
CL(14:0_18:2_20:2_20:4)-2H,723.4788431,618.3802731,487.2655131,578.3489931,435.2342331,363.19408,415.22536,443.25664,439.22536,227.20153,279.23281,307.26409,303.23281
CL(14:0_18:2_20:2_22:0)-2H,741.5257933,636.4272233,505.3124633,596.3959433,435.2342633,363.19408,415.22536,443.25664,475.3192,227.20153,279.23281,307.26409,339.32665
CL(14:0_18:2_20:2_22:5)-2H,736.4866681,631.3880981,500.2733381,591.3568181,435.2342381,363.19408,415.22536,443.25664,465.241,227.20153,279.23281,307.26409,329.24845
CL(14:0_18:2_20:2_22:6)-2H,735.4788431,630.3802731,499.2655131,590.3489931,435.2342331,363.19408,415.22536,443.25664,463.22536,227.20153,279.23281,307.26409,327.23281
CL(14:0_18:2_20:3_20:3)-2H,723.4788431,618.3802731,487.2655131,579.3568131,435.2342331,363.19408,415.22536,441.241,441.241,227.20153,279.23281,305.24845,305.24845
CL(14:0_18:2_20:3_20:4)-2H,722.471018,617.372448,486.257688,578.348988,435.234228,363.19408,415.22536,441.241,439.22536,227.20153,279.23281,305.24845,303.23281
CL(14:0_18:2_20:3_22:0)-2H,740.5179682,635.4193982,504.3046382,596.3959382,435.2342582,363.19408,415.22536,441.241,475.3192,227.20153,279.23281,305.24845,339.32665
CL(14:0_18:2_20:3_22:5)-2H,735.4788431,630.3802731,499.2655131,591.3568131,435.2342331,363.19408,415.22536,441.241,465.241,227.20153,279.23281,305.24845,329.24845
CL(14:0_18:2_20:3_22:6)-2H,734.471018,629.372448,498.257688,590.348988,435.234228,363.19408,415.22536,441.241,463.22536,227.20153,279.23281,305.24845,327.23281
CL(14:0_18:2_20:4_20:4)-2H,721.463193,616.364623,485.249863,578.348983,435.234223,363.19408,415.22536,439.22536,439.22536,227.20153,279.23281,303.23281,303.23281
CL(14:0_18:2_20:4_22:0)-2H,739.5101432,634.4115732,503.2968132,596.3959332,435.2342532,363.19408,415.22536,439.22536,475.3192,227.20153,279.23281,303.23281,339.32665
CL(14:0_18:2_20:4_22:5)-2H,734.471018,629.372448,498.257688,591.356808,435.234228,363.19408,415.22536,439.22536,465.241,227.20153,279.23281,303.23281,329.24845
CL(14:0_18:2_20:4_22:6)-2H,733.463193,628.364623,497.249863,590.348983,435.234223,363.19408,415.22536,439.22536,463.22536,227.20153,279.23281,303.23281,327.23281
CL(14:0_18:2_22:0_22:0)-2H,757.5570934,652.4585234,521.3437634,596.3959634,435.2342834,363.19408,415.22536,475.3192,475.3192,227.20153,279.23281,339.32665,339.32665
CL(14:0_18:2_22:0_22:5)-2H,752.5179682,647.4193982,516.3046382,591.3568382,435.2342582,363.19408,415.22536,475.3192,465.241,227.20153,279.23281,339.32665,329.24845
CL(14:0_18:2_22:0_22:6)-2H,751.5101432,646.4115732,515.2968132,590.3490132,435.2342532,363.19408,415.22536,475.3192,463.22536,227.20153,279.23281,339.32665,327.23281
CL(14:0_18:2_22:5_22:5)-2H,747.4788431,642.3802731,511.2655131,591.3568131,435.2342331,363.19408,415.22536,465.241,465.241,227.20153,279.23281,329.24845,329.24845
CL(14:0_18:2_22:5_22:6)-2H,746.471018,641.372448,510.257688,590.348988,435.234228,363.19408,415.22536,465.241,463.22536,227.20153,279.23281,329.24845,327.23281
CL(14:0_18:2_22:6_22:6)-2H,745.463193,640.364623,509.249863,590.348983,435.234223,363.19408,415.22536,463.22536,463.22536,227.20153,279.23281,327.23281,327.23281
CL(14:0_18:3_18:3_18:3)-2H,694.4397179,589.3411479,459.2342079,564.3333279,434.2263879,363.19408,413.20972,413.20972,413.20972,227.20153,277.21717,277.21717,277.21717
CL(14:0_18:3_18:3_20:0)-2H,711.4788431,606.3802731,476.2733331,581.3724531,434.2264131,363.19408,413.20972,413.20972,447.28792,227.20153,277.21717,277.21717,311.29537
CL(14:0_18:3_18:3_20:1)-2H,710.471018,605.372448,475.265508,580.364628,434.226408,363.19408,413.20972,413.20972,445.27228,227.20153,277.21717,277.21717,309.27973
CL(14:0_18:3_18:3_20:2)-2H,709.463193,604.364623,474.257683,579.356803,434.226403,363.19408,413.20972,413.20972,443.25664,227.20153,277.21717,277.21717,307.26409
CL(14:0_18:3_18:3_20:3)-2H,708.455368,603.356798,473.249858,578.348978,434.226398,363.19408,413.20972,413.20972,441.241,227.20153,277.21717,277.21717,305.24845
CL(14:0_18:3_18:3_20:4)-2H,707.4475429,602.3489729,472.2420329,577.3411529,434.2263929,363.19408,413.20972,413.20972,439.22536,227.20153,277.21717,277.21717,303.23281
CL(14:0_18:3_18:3_22:0)-2H,725.4944931,620.3959231,490.2889831,595.3881031,434.2264231,363.19408,413.20972,413.20972,475.3192,227.20153,277.21717,277.21717,339.32665
CL(14:0_18:3_18:3_22:5)-2H,720.455368,615.356798,485.249858,590.348978,434.226398,363.19408,413.20972,413.20972,465.241,227.20153,277.21717,277.21717,329.24845
CL(14:0_18:3_18:3_22:6)-2H,719.4475429,614.3489729,484.2420329,589.3411529,434.2263929,363.19408,413.20972,413.20972,463.22536,227.20153,277.21717,277.21717,327.23281
CL(14:0_18:3_20:0_20:0)-2H,728.5179682,623.4193982,493.3124582,581.3724782,434.2264382,363.19408,413.20972,447.28792,447.28792,227.20153,277.21717,311.29537,311.29537
CL(14:0_18:3_20:0_20:1)-2H,727.5101432,622.4115732,492.3046332,580.3646532,434.2264332,363.19408,413.20972,447.28792,445.27228,227.20153,277.21717,311.29537,309.27973
CL(14:0_18:3_20:0_20:2)-2H,726.5023182,621.4037482,491.2968082,579.3568282,434.2264282,363.19408,413.20972,447.28792,443.25664,227.20153,277.21717,311.29537,307.26409
CL(14:0_18:3_20:0_20:3)-2H,725.4944931,620.3959231,490.2889831,578.3490031,434.2264231,363.19408,413.20972,447.28792,441.241,227.20153,277.21717,311.29537,305.24845
CL(14:0_18:3_20:0_20:4)-2H,724.4866681,619.3880981,489.2811581,577.3411781,434.2264181,363.19408,413.20972,447.28792,439.22536,227.20153,277.21717,311.29537,303.23281
CL(14:0_18:3_20:0_22:0)-2H,742.5336183,637.4350483,507.3281083,595.3881283,434.2264483,363.19408,413.20972,447.28792,475.3192,227.20153,277.21717,311.29537,339.32665
CL(14:0_18:3_20:0_22:5)-2H,737.4944931,632.3959231,502.2889831,590.3490031,434.2264231,363.19408,413.20972,447.28792,465.241,227.20153,277.21717,311.29537,329.24845
CL(14:0_18:3_20:0_22:6)-2H,736.4866681,631.3880981,501.2811581,589.3411781,434.2264181,363.19408,413.20972,447.28792,463.22536,227.20153,277.21717,311.29537,327.23281
CL(14:0_18:3_20:1_20:1)-2H,726.5023182,621.4037482,491.2968082,580.3646482,434.2264282,363.19408,413.20972,445.27228,445.27228,227.20153,277.21717,309.27973,309.27973
CL(14:0_18:3_20:1_20:2)-2H,725.4944931,620.3959231,490.2889831,579.3568231,434.2264231,363.19408,413.20972,445.27228,443.25664,227.20153,277.21717,309.27973,307.26409
CL(14:0_18:3_20:1_20:3)-2H,724.4866681,619.3880981,489.2811581,578.3489981,434.2264181,363.19408,413.20972,445.27228,441.241,227.20153,277.21717,309.27973,305.24845
CL(14:0_18:3_20:1_20:4)-2H,723.4788431,618.3802731,488.2733331,577.3411731,434.2264131,363.19408,413.20972,445.27228,439.22536,227.20153,277.21717,309.27973,303.23281
CL(14:0_18:3_20:1_22:0)-2H,741.5257933,636.4272233,506.3202833,595.3881233,434.2264433,363.19408,413.20972,445.27228,475.3192,227.20153,277.21717,309.27973,339.32665
CL(14:0_18:3_20:1_22:5)-2H,736.4866681,631.3880981,501.2811581,590.3489981,434.2264181,363.19408,413.20972,445.27228,465.241,227.20153,277.21717,309.27973,329.24845
CL(14:0_18:3_20:1_22:6)-2H,735.4788431,630.3802731,500.2733331,589.3411731,434.2264131,363.19408,413.20972,445.27228,463.22536,227.20153,277.21717,309.27973,327.23281
CL(14:0_18:3_20:2_20:2)-2H,724.4866681,619.3880981,489.2811581,579.3568181,434.2264181,363.19408,413.20972,443.25664,443.25664,227.20153,277.21717,307.26409,307.26409
CL(14:0_18:3_20:2_20:3)-2H,723.4788431,618.3802731,488.2733331,578.3489931,434.2264131,363.19408,413.20972,443.25664,441.241,227.20153,277.21717,307.26409,305.24845
CL(14:0_18:3_20:2_20:4)-2H,722.471018,617.372448,487.265508,577.341168,434.226408,363.19408,413.20972,443.25664,439.22536,227.20153,277.21717,307.26409,303.23281
CL(14:0_18:3_20:2_22:0)-2H,740.5179682,635.4193982,505.3124582,595.3881182,434.2264382,363.19408,413.20972,443.25664,475.3192,227.20153,277.21717,307.26409,339.32665
CL(14:0_18:3_20:2_22:5)-2H,735.4788431,630.3802731,500.2733331,590.3489931,434.2264131,363.19408,413.20972,443.25664,465.241,227.20153,277.21717,307.26409,329.24845
CL(14:0_18:3_20:2_22:6)-2H,734.471018,629.372448,499.265508,589.341168,434.226408,363.19408,413.20972,443.25664,463.22536,227.20153,277.21717,307.26409,327.23281
CL(14:0_18:3_20:3_20:3)-2H,722.471018,617.372448,487.265508,578.348988,434.226408,363.19408,413.20972,441.241,441.241,227.20153,277.21717,305.24845,305.24845
CL(14:0_18:3_20:3_20:4)-2H,721.463193,616.364623,486.257683,577.341163,434.226403,363.19408,413.20972,441.241,439.22536,227.20153,277.21717,305.24845,303.23281
CL(14:0_18:3_20:3_22:0)-2H,739.5101432,634.4115732,504.3046332,595.3881132,434.2264332,363.19408,413.20972,441.241,475.3192,227.20153,277.21717,305.24845,339.32665
CL(14:0_18:3_20:3_22:5)-2H,734.471018,629.372448,499.265508,590.348988,434.226408,363.19408,413.20972,441.241,465.241,227.20153,277.21717,305.24845,329.24845
CL(14:0_18:3_20:3_22:6)-2H,733.463193,628.364623,498.257683,589.341163,434.226403,363.19408,413.20972,441.241,463.22536,227.20153,277.21717,305.24845,327.23281
CL(14:0_18:3_20:4_20:4)-2H,720.455368,615.356798,485.249858,577.341158,434.226398,363.19408,413.20972,439.22536,439.22536,227.20153,277.21717,303.23281,303.23281
CL(14:0_18:3_20:4_22:0)-2H,738.5023182,633.4037482,503.2968082,595.3881082,434.2264282,363.19408,413.20972,439.22536,475.3192,227.20153,277.21717,303.23281,339.32665
CL(14:0_18:3_20:4_22:5)-2H,733.463193,628.364623,498.257683,590.348983,434.226403,363.19408,413.20972,439.22536,465.241,227.20153,277.21717,303.23281,329.24845
CL(14:0_18:3_20:4_22:6)-2H,732.455368,627.356798,497.249858,589.341158,434.226398,363.19408,413.20972,439.22536,463.22536,227.20153,277.21717,303.23281,327.23281
CL(14:0_18:3_22:0_22:0)-2H,756.5492684,651.4506984,521.3437584,595.3881384,434.2264584,363.19408,413.20972,475.3192,475.3192,227.20153,277.21717,339.32665,339.32665
CL(14:0_18:3_22:0_22:5)-2H,751.5101432,646.4115732,516.3046332,590.3490132,434.2264332,363.19408,413.20972,475.3192,465.241,227.20153,277.21717,339.32665,329.24845
CL(14:0_18:3_22:0_22:6)-2H,750.5023182,645.4037482,515.2968082,589.3411882,434.2264282,363.19408,413.20972,475.3192,463.22536,227.20153,277.21717,339.32665,327.23281
CL(14:0_18:3_22:5_22:5)-2H,746.471018,641.372448,511.265508,590.348988,434.226408,363.19408,413.20972,465.241,465.241,227.20153,277.21717,329.24845,329.24845
CL(14:0_18:3_22:5_22:6)-2H,745.463193,640.364623,510.257683,589.341163,434.226403,363.19408,413.20972,465.241,463.22536,227.20153,277.21717,329.24845,327.23281
CL(14:0_18:3_22:6_22:6)-2H,744.455368,639.356798,509.249858,589.341158,434.226398,363.19408,413.20972,463.22536,463.22536,227.20153,277.21717,327.23281,327.23281
CL(14:0_20:0_20:0_20:0)-2H,745.5570934,640.4585234,493.3124834,598.4116034,451.2655634,363.19408,447.28792,447.28792,447.28792,227.20153,311.29537,311.29537,311.29537
CL(14:0_20:0_20:0_20:1)-2H,744.5492684,639.4506984,492.3046584,597.4037784,451.2655584,363.19408,447.28792,447.28792,445.27228,227.20153,311.29537,311.29537,309.27973
CL(14:0_20:0_20:0_20:2)-2H,743.5414433,638.4428733,491.2968333,596.3959533,451.2655533,363.19408,447.28792,447.28792,443.25664,227.20153,311.29537,311.29537,307.26409
CL(14:0_20:0_20:0_20:3)-2H,742.5336183,637.4350483,490.2890083,595.3881283,451.2655483,363.19408,447.28792,447.28792,441.241,227.20153,311.29537,311.29537,305.24845
CL(14:0_20:0_20:0_20:4)-2H,741.5257933,636.4272233,489.2811833,594.3803033,451.2655433,363.19408,447.28792,447.28792,439.22536,227.20153,311.29537,311.29537,303.23281
CL(14:0_20:0_20:0_22:0)-2H,759.5727435,654.4741735,507.3281335,612.4272535,451.2655735,363.19408,447.28792,447.28792,475.3192,227.20153,311.29537,311.29537,339.32665
CL(14:0_20:0_20:0_22:5)-2H,754.5336183,649.4350483,502.2890083,607.3881283,451.2655483,363.19408,447.28792,447.28792,465.241,227.20153,311.29537,311.29537,329.24845
