DGDG,[M+HCO2]-,T1_RCOO-,T2_RCOO-,M-FA1-FA2-H,M-FA1-FA2+H2O-H,M-FA1-FA2+2H2O-H
DGDG(17:1_18:5)+HCO2,967.5635,267.23295,273.18559,379.1246,397.1351,415.1457
DGDG(17:2_18:5)+HCO2,965.5479,265.21735,273.18559,379.1246,397.1351,415.1457
DGDG(18:0_18:5)+HCO2,983.5948,283.26425,273.18559,379.1246,397.1351,415.1457
DGDG(18:1_18:5)+HCO2,981.5792,281.24865,273.18559,379.1246,397.1351,415.1457
DGDG(18:2_18:5)+HCO2,979.5635,279.23295,273.18559,379.1246,397.1351,415.1457
DGDG(18:3_18:5)+HCO2,977.5479,277.21735,273.18559,379.1246,397.1351,415.1457
DGDG(18:4_18:5)+HCO2,975.5322,275.20165,273.18559,379.1246,397.1351,415.1457
DGDG(19:0_18:5)+HCO2,997.6105,297.27995,273.18559,379.1246,397.1351,415.1457
DGDG(20:0_18:5)+HCO2,1011.6261,311.29555,273.18559,379.1246,397.1351,415.1457
DGDG(20:1_18:5)+HCO2,1009.6105,309.27995,273.18559,379.1246,397.1351,415.1457
DGDG(20:2_18:5)+HCO2,1007.5948,307.26425,273.18559,379.1246,397.1351,415.1457
DGDG(20:3_18:5)+HCO2,1005.5792,305.24865,273.18559,379.1246,397.1351,415.1457
DGDG(20:4_18:5)+HCO2,1003.5635,303.23295,273.18559,379.1246,397.1351,415.1457
DGDG(20:5_18:5)+HCO2,1001.5479,301.21735,273.18559,379.1246,397.1351,415.1457
DGDG(21:0_18:5)+HCO2,1025.6418,325.31125,273.18559,379.1246,397.1351,415.1457
DGDG(22:0_18:5)+HCO2,1039.6574,339.32685,273.18559,379.1246,397.1351,415.1457
DGDG(22:1_18:5)+HCO2,1037.6418,337.31125,273.18559,379.1246,397.1351,415.1457
DGDG(22:2_18:5)+HCO2,1035.6261,335.29555,273.18559,379.1246,397.1351,415.1457
DGDG(22:3_18:5)+HCO2,1033.6105,333.27995,273.18559,379.1246,397.1351,415.1457
DGDG(22:4_18:5)+HCO2,1031.5948,331.26425,273.18559,379.1246,397.1351,415.1457
DGDG(22:5_18:5)+HCO2,1029.5792,329.24865,273.18559,379.1246,397.1351,415.1457
DGDG(22:6_18:5)+HCO2,1027.5635,327.23295,273.18559,379.1246,397.1351,415.1457
DGDG(23:0_18:5)+HCO2,1053.6731,353.34255,273.18559,379.1246,397.1351,415.1457
DGDG(24:0_18:5)+HCO2,1067.6887,367.35815,273.18559,379.1246,397.1351,415.1457
DGDG(24:1_18:5)+HCO2,1065.6731,365.34255,273.18559,379.1246,397.1351,415.1457
DGDG(25:0_18:5)+HCO2,1081.7044,381.37385,273.18559,379.1246,397.1351,415.1457
DGDG(26:0_18:5)+HCO2,1095.72,395.38945,273.18559,379.1246,397.1351,415.1457
DGDG(8:0_18:5)+HCO2,843.4383,143.10775,273.18559,379.1246,397.1351,415.1457
DGDG(18:5_18:5)+HCO2,973.51614,273.18559,273.18559,379.1246,397.1351,415.1457
