PEG,[M+?]+,fragment 1,fragment 2
PEG(n=13_Na+_CH2=18_DBE=2_(2=O)),889.549,89.0602,133.0859
PEG(n=14_H+_CH2=18_DBE=6_(1=O)),889.551,89.0602,133.0859
PEG(n=18_Na+_CH2=4_DBE=0_(1-NH3)),889.558,89.0602,133.0859
PEG(n=16_Na+_CH2=11_DBE=5_(2-NH3)),889.560,89.0602,133.0859
PEG(n=13_H+_CH2=17_DBE=2_(4-OH)),889.572,89.0602,133.0859
PEG(n=14_H+_CH2=15_DBE=2_(3-OH)),889.573,89.0602,133.0859
PEG(n=18_Na+_CH2=4_DBE=0_(2-NH3)),889.582,89.0602,133.0859
PEG(n=18_H+_CH2=6_DBE=3_(2-NH3)),889.584,89.0602,133.0859
PEG(n=13_Na+_CH2=19_DBE=2_(1=O)),889.585,89.0602,133.0859
PEG(n=14_H+_CH2=19_DBE=6_),889.587,89.0602,133.0859
PEG(n=15_Na+_CH2=14_DBE=4_(2-NH3)),889.597,89.0602,133.0859
PEG(n=13_H+_CH2=18_DBE=1_(3-OH)),889.609,89.0602,133.0859
PEG(n=14_H+_CH2=19_DBE=6_(1-NH3)),889.611,89.0602,133.0859
PEG(n=17_H+_CH2=9_DBE=2_(2-NH3)),889.620,89.0602,133.0859
PEG(n=14_Na+_CH2=17_DBE=3_(2-NH3)),889.633,89.0602,133.0859
PEG(n=14_H+_CH2=19_DBE=6_(2-NH3)),889.635,89.0602,133.0859
PEG(n=13_H+_CH2=19_DBE=0_(2-OH)),889.645,89.0602,133.0859
PEG(n=15_H+_CH2=15_DBE=0_(1-NH3)),889.669,89.0602,133.0859
PEG(n=15_H+_CH2=15_DBE=0_(2-NH3)),889.693,89.0602,133.0859
PEG(n=19_NH4+_CH2=0_DBE=5_(2=O)),890.423,89.0602,133.0859
PEG(n=16_NH4+_CH2=7_DBE=6_(4-OH)),890.459,89.0602,133.0859
PEG(n=18_NH4+_CH2=0_DBE=1_(4-OH)),890.481,89.0602,133.0859
PEG(n=15_NH4+_CH2=10_DBE=5_(4-OH)),890.495,89.0602,133.0859
PEG(n=19_NH4+_CH2=2_DBE=5_),890.496,89.0602,133.0859
PEG(n=17_NH4+_CH2=3_DBE=0_(4-OH)),890.517,89.0602,133.0859
PEG(n=19_NH4+_CH2=2_DBE=5_(1-NH3)),890.519,89.0602,133.0859
PEG(n=14_NH4+_CH2=13_DBE=4_(4-OH)),890.531,89.0602,133.0859
PEG(n=15_NH4+_CH2=11_DBE=4_(3-OH)),890.532,89.0602,133.0859
PEG(n=19_NH4+_CH2=2_DBE=5_(2-NH3)),890.543,89.0602,133.0859
PEG(n=13_NH4+_CH2=19_DBE=6_(2=O)),890.546,89.0602,133.0859
PEG(n=18_NH4+_CH2=5_DBE=4_(1-NH3)),890.556,89.0602,133.0859
PEG(n=13_NH4+_CH2=16_DBE=3_(4-OH)),890.568,89.0602,133.0859
PEG(n=18_NH4+_CH2=5_DBE=4_(2-NH3)),890.579,89.0602,133.0859
PEG(n=17_NH4+_CH2=8_DBE=3_(1-NH3)),890.592,89.0602,133.0859
PEG(n=12_NH4+_CH2=19_DBE=2_(4-OH)),890.604,89.0602,133.0859
PEG(n=17_NH4+_CH2=8_DBE=3_(2-NH3)),890.616,89.0602,133.0859
PEG(n=16_NH4+_CH2=11_DBE=2_(1-NH3)),890.628,89.0602,133.0859
PEG(n=13_NH4+_CH2=18_DBE=1_(2-OH)),890.641,89.0602,133.0859
PEG(n=16_NH4+_CH2=11_DBE=2_(2-NH3)),890.652,89.0602,133.0859
PEG(n=15_NH4+_CH2=14_DBE=1_(1-NH3)),890.665,89.0602,133.0859
PEG(n=13_NH4+_CH2=19_DBE=0_(1-OH)),890.677,89.0602,133.0859
PEG(n=15_NH4+_CH2=14_DBE=1_(2-NH3)),890.688,89.0602,133.0859
PEG(n=14_NH4+_CH2=17_DBE=0_(1-NH3)),890.701,89.0602,133.0859
PEG(n=14_NH4+_CH2=17_DBE=0_(2-NH3)),890.725,89.0602,133.0859
PEG(n=18_Na+_CH2=3_DBE=6_(2=O)),891.383,89.0602,133.0859
PEG(n=18_Na+_CH2=0_DBE=3_(4-OH)),891.405,89.0602,133.0859
PEG(n=18_H+_CH2=2_DBE=6_(4-OH)),891.407,89.0602,133.0859
PEG(n=17_Na+_CH2=6_DBE=5_(2=O)),891.419,89.0602,133.0859
PEG(n=17_Na+_CH2=3_DBE=2_(4-OH)),891.441,89.0602,133.0859
PEG(n=17_H+_CH2=5_DBE=5_(4-OH)),891.443,89.0602,133.0859
PEG(n=14_Na+_CH2=13_DBE=6_(4-OH)),891.455,89.0602,133.0859
PEG(n=15_Na+_CH2=11_DBE=6_(3-OH)),891.456,89.0602,133.0859
PEG(n=16_Na+_CH2=6_DBE=1_(4-OH)),891.477,89.0602,133.0859
PEG(n=16_H+_CH2=8_DBE=4_(4-OH)),891.479,89.0602,133.0859
PEG(n=19_H+_CH2=2_DBE=3_(1=O)),891.480,89.0602,133.0859
PEG(n=13_Na+_CH2=16_DBE=5_(4-OH)),891.492,89.0602,133.0859
PEG(n=15_H+_CH2=14_DBE=6_(2=O)),891.494,89.0602,133.0859
PEG(n=18_Na+_CH2=5_DBE=6_(2-NH3)),891.503,89.0602,133.0859
PEG(n=15_Na+_CH2=9_DBE=0_(4-OH)),891.513,89.0602,133.0859
PEG(n=16_Na+_CH2=7_DBE=0_(3-OH)),891.514,89.0602,133.0859
PEG(n=15_H+_CH2=11_DBE=3_(4-OH)),891.516,89.0602,133.0859
PEG(n=20_H+_CH2=0_DBE=4_(2-NH3)),891.527,89.0602,133.0859
PEG(n=12_Na+_CH2=19_DBE=4_(4-OH)),891.528,89.0602,133.0859
PEG(n=14_H+_CH2=17_DBE=5_(2=O)),891.530,89.0602,133.0859
PEG(n=19_Na+_CH2=1_DBE=0_(1-NH3)),891.538,89.0602,133.0859
PEG(n=17_Na+_CH2=8_DBE=5_(2-NH3)),891.540,89.0602,133.0859
PEG(n=14_H+_CH2=14_DBE=2_(4-OH)),891.552,89.0602,133.0859
PEG(n=19_Na+_CH2=1_DBE=0_(2-NH3)),891.561,89.0602,133.0859
PEG(n=19_H+_CH2=3_DBE=3_(2-NH3)),891.564,89.0602,133.0859
PEG(n=13_Na+_CH2=18_DBE=1_(2=O)),891.565,89.0602,133.0859
PEG(n=14_H+_CH2=18_DBE=5_(1=O)),891.567,89.0602,133.0859
PEG(n=16_Na+_CH2=11_DBE=4_(2-NH3)),891.576,89.0602,133.0859
PEG(n=13_H+_CH2=17_DBE=1_(4-OH)),891.588,89.0602,133.0859
PEG(n=15_Na+_CH2=14_DBE=3_(1-NH3)),891.589,89.0602,133.0859
PEG(n=15_H+_CH2=16_DBE=6_(1-NH3)),891.591,89.0602,133.0859
PEG(n=18_H+_CH2=6_DBE=2_(2-NH3)),891.600,89.0602,133.0859
PEG(n=13_Na+_CH2=19_DBE=1_(1=O)),891.601,89.0602,133.0859
PEG(n=14_H+_CH2=19_DBE=5_),891.603,89.0602,133.0859
PEG(n=15_Na+_CH2=14_DBE=3_(2-NH3)),891.612,89.0602,133.0859
PEG(n=15_H+_CH2=16_DBE=6_(2-NH3)),891.614,89.0602,133.0859
PEG(n=13_H+_CH2=18_DBE=0_(3-OH)),891.625,89.0602,133.0859
PEG(n=14_H+_CH2=19_DBE=5_(1-NH3)),891.627,89.0602,133.0859
PEG(n=17_H+_CH2=9_DBE=1_(2-NH3)),891.636,89.0602,133.0859
PEG(n=14_Na+_CH2=17_DBE=2_(2-NH3)),891.649,89.0602,133.0859
PEG(n=14_H+_CH2=19_DBE=5_(2-NH3)),891.651,89.0602,133.0859
PEG(n=17_NH4+_CH2=4_DBE=6_(4-OH)),892.438,89.0602,133.0859
PEG(n=16_NH4+_CH2=7_DBE=5_(4-OH)),892.475,89.0602,133.0859
PEG(n=18_NH4+_CH2=0_DBE=0_(4-OH)),892.496,89.0602,133.0859
PEG(n=15_NH4+_CH2=10_DBE=4_(4-OH)),892.511,89.0602,133.0859
PEG(n=14_NH4+_CH2=16_DBE=6_(2=O)),892.526,89.0602,133.0859
PEG(n=19_NH4+_CH2=2_DBE=4_(1-NH3)),892.535,89.0602,133.0859
PEG(n=14_NH4+_CH2=13_DBE=3_(4-OH)),892.547,89.0602,133.0859
PEG(n=18_NH4+_CH2=5_DBE=3_),892.548,89.0602,133.0859
PEG(n=19_NH4+_CH2=2_DBE=4_(2-NH3)),892.559,89.0602,133.0859
PEG(n=13_NH4+_CH2=19_DBE=5_(2=O)),892.562,89.0602,133.0859
PEG(n=18_NH4+_CH2=5_DBE=3_(1-NH3)),892.571,89.0602,133.0859
PEG(n=13_NH4+_CH2=16_DBE=2_(4-OH)),892.583,89.0602,133.0859
PEG(n=14_NH4+_CH2=14_DBE=2_(3-OH)),892.584,89.0602,133.0859
PEG(n=18_NH4+_CH2=5_DBE=3_(2-NH3)),892.595,89.0602,133.0859
PEG(n=14_NH4+_CH2=18_DBE=6_),892.598,89.0602,133.0859
PEG(n=17_NH4+_CH2=8_DBE=2_(1-NH3)),892.608,89.0602,133.0859
PEG(n=12_NH4+_CH2=19_DBE=1_(4-OH)),892.620,89.0602,133.0859
PEG(n=14_NH4+_CH2=18_DBE=6_(1-NH3)),892.622,89.0602,133.0859
PEG(n=17_NH4+_CH2=8_DBE=2_(2-NH3)),892.631,89.0602,133.0859
PEG(n=16_NH4+_CH2=11_DBE=1_(1-NH3)),892.644,89.0602,133.0859
PEG(n=14_NH4+_CH2=18_DBE=6_(2-NH3)),892.646,89.0602,133.0859
PEG(n=13_NH4+_CH2=18_DBE=0_(2-OH)),892.656,89.0602,133.0859
PEG(n=16_NH4+_CH2=11_DBE=1_(2-NH3)),892.668,89.0602,133.0859
PEG(n=15_NH4+_CH2=14_DBE=0_(1-NH3)),892.680,89.0602,133.0859
PEG(n=15_NH4+_CH2=14_DBE=0_(2-NH3)),892.704,89.0602,133.0859
PEG(n=19_Na+_CH2=0_DBE=6_(2=O)),893.362,89.0602,133.0859
PEG(n=18_Na+_CH2=3_DBE=5_(2=O)),893.399,89.0602,133.0859
PEG(n=18_Na+_CH2=0_DBE=2_(4-OH)),893.420,89.0602,133.0859
PEG(n=18_H+_CH2=2_DBE=5_(4-OH)),893.422,89.0602,133.0859
PEG(n=15_Na+_CH2=10_DBE=6_(4-OH)),893.435,89.0602,133.0859
PEG(n=17_Na+_CH2=3_DBE=1_(4-OH)),893.457,89.0602,133.0859
PEG(n=17_H+_CH2=5_DBE=4_(4-OH)),893.459,89.0602,133.0859
PEG(n=14_Na+_CH2=13_DBE=5_(4-OH)),893.471,89.0602,133.0859
PEG(n=18_Na+_CH2=5_DBE=5_),893.472,89.0602,133.0859
PEG(n=16_H+_CH2=11_DBE=6_(2=O)),893.473,89.0602,133.0859
PEG(n=19_Na+_CH2=2_DBE=6_(2-NH3)),893.483,89.0602,133.0859
PEG(n=16_Na+_CH2=6_DBE=0_(4-OH)),893.493,89.0602,133.0859
PEG(n=16_H+_CH2=8_DBE=3_(4-OH)),893.495,89.0602,133.0859
PEG(n=13_Na+_CH2=16_DBE=4_(4-OH)),893.507,89.0602,133.0859
PEG(n=14_Na+_CH2=14_DBE=4_(3-OH)),893.508,89.0602,133.0859
PEG(n=15_H+_CH2=14_DBE=5_(2=O)),893.510,89.0602,133.0859
PEG(n=18_Na+_CH2=5_DBE=5_(2-NH3)),893.519,89.0602,133.0859
PEG(n=15_H+_CH2=11_DBE=2_(4-OH)),893.531,89.0602,133.0859
PEG(n=18_H+_CH2=5_DBE=1_(1=O)),893.532,89.0602,133.0859
PEG(n=20_H+_CH2=0_DBE=3_(2-NH3)),893.543,89.0602,133.0859
PEG(n=12_Na+_CH2=19_DBE=3_(4-OH)),893.544,89.0602,133.0859
PEG(n=13_H+_CH2=19_DBE=6_(3-OH)),893.546,89.0602,133.0859
PEG(n=17_Na+_CH2=8_DBE=4_(2-NH3)),893.555,89.0602,133.0859
PEG(n=14_H+_CH2=14_DBE=1_(4-OH)),893.568,89.0602,133.0859
PEG(n=16_H+_CH2=13_DBE=6_(1-NH3)),893.570,89.0602,133.0859
PEG(n=19_H+_CH2=3_DBE=2_(2-NH3)),893.579,89.0602,133.0859
PEG(n=13_Na+_CH2=18_DBE=0_(2=O)),893.580,89.0602,133.0859
PEG(n=14_H+_CH2=18_DBE=4_(1=O)),893.582,89.0602,133.0859
PEG(n=15_H+_CH2=16_DBE=5_),893.583,89.0602,133.0859
PEG(n=16_Na+_CH2=11_DBE=3_(2-NH3)),893.592,89.0602,133.0859
PEG(n=16_H+_CH2=13_DBE=6_(2-NH3)),893.594,89.0602,133.0859
PEG(n=13_H+_CH2=17_DBE=0_(4-OH)),893.604,89.0602,133.0859
PEG(n=15_H+_CH2=16_DBE=5_(1-NH3)),893.606,89.0602,133.0859
PEG(n=18_H+_CH2=6_DBE=1_(2-NH3)),893.616,89.0602,133.0859
PEG(n=13_Na+_CH2=19_DBE=0_(1=O)),893.617,89.0602,133.0859
PEG(n=14_H+_CH2=19_DBE=4_),893.619,89.0602,133.0859
PEG(n=15_Na+_CH2=14_DBE=2_(2-NH3)),893.628,89.0602,133.0859
PEG(n=15_H+_CH2=16_DBE=5_(2-NH3)),893.630,89.0602,133.0859
PEG(n=14_Na+_CH2=17_DBE=1_(1-NH3)),893.641,89.0602,133.0859
PEG(n=14_H+_CH2=19_DBE=4_(1-NH3)),893.643,89.0602,133.0859
PEG(n=17_H+_CH2=9_DBE=0_(2-NH3)),893.652,89.0602,133.0859
PEG(n=14_Na+_CH2=17_DBE=1_(2-NH3)),893.664,89.0602,133.0859
PEG(n=14_H+_CH2=19_DBE=4_(2-NH3)),893.666,89.0602,133.0859
PEG(n=18_NH4+_CH2=1_DBE=6_(4-OH)),894.418,89.0602,133.0859
PEG(n=17_NH4+_CH2=4_DBE=5_(4-OH)),894.454,89.0602,133.0859
PEG(n=16_NH4+_CH2=7_DBE=4_(4-OH)),894.490,89.0602,133.0859
PEG(n=19_NH4+_CH2=1_DBE=3_(1=O)),894.491,89.0602,133.0859
PEG(n=15_NH4+_CH2=13_DBE=6_(2=O)),894.505,89.0602,133.0859
PEG(n=15_NH4+_CH2=10_DBE=3_(4-OH)),894.527,89.0602,133.0859
PEG(n=14_NH4+_CH2=16_DBE=5_(2=O)),894.541,89.0602,133.0859
PEG(n=19_NH4+_CH2=2_DBE=3_(1-NH3)),894.551,89.0602,133.0859
PEG(n=14_NH4+_CH2=13_DBE=2_(4-OH)),894.563,89.0602,133.0859
PEG(n=19_NH4+_CH2=2_DBE=3_(2-NH3)),894.575,89.0602,133.0859
PEG(n=13_NH4+_CH2=19_DBE=4_(2=O)),894.578,89.0602,133.0859
PEG(n=18_NH4+_CH2=5_DBE=2_(1-NH3)),894.587,89.0602,133.0859
PEG(n=13_NH4+_CH2=16_DBE=1_(4-OH)),894.599,89.0602,133.0859
PEG(n=17_NH4+_CH2=8_DBE=1_),894.600,89.0602,133.0859
PEG(n=15_NH4+_CH2=15_DBE=6_(1-NH3)),894.602,89.0602,133.0859
PEG(n=18_NH4+_CH2=5_DBE=2_(2-NH3)),894.611,89.0602,133.0859
PEG(n=14_NH4+_CH2=18_DBE=5_),894.614,89.0602,133.0859
PEG(n=17_NH4+_CH2=8_DBE=1_(1-NH3)),894.623,89.0602,133.0859
PEG(n=15_NH4+_CH2=15_DBE=6_(2-NH3)),894.625,89.0602,133.0859
PEG(n=12_NH4+_CH2=19_DBE=0_(4-OH)),894.635,89.0602,133.0859
PEG(n=13_NH4+_CH2=17_DBE=0_(3-OH)),894.636,89.0602,133.0859
PEG(n=14_NH4+_CH2=18_DBE=5_(1-NH3)),894.638,89.0602,133.0859
PEG(n=17_NH4+_CH2=8_DBE=1_(2-NH3)),894.647,89.0602,133.0859
PEG(n=16_NH4+_CH2=11_DBE=0_(1-NH3)),894.660,89.0602,133.0859
PEG(n=14_NH4+_CH2=18_DBE=5_(2-NH3)),894.662,89.0602,133.0859
PEG(n=16_NH4+_CH2=11_DBE=0_(2-NH3)),894.683,89.0602,133.0859
PEG(n=19_Na+_CH2=0_DBE=5_(2=O)),895.378,89.0602,133.0859
PEG(n=16_Na+_CH2=7_DBE=6_(4-OH)),895.414,89.0602,133.0859
PEG(n=19_Na+_CH2=1_DBE=5_(1=O)),895.415,89.0602,133.0859
PEG(n=18_Na+_CH2=0_DBE=1_(4-OH)),895.436,89.0602,133.0859
PEG(n=18_H+_CH2=2_DBE=4_(4-OH)),895.438,89.0602,133.0859
PEG(n=15_Na+_CH2=10_DBE=5_(4-OH)),895.451,89.0602,133.0859
PEG(n=17_H+_CH2=8_DBE=6_(2=O)),895.453,89.0602,133.0859
PEG(n=17_Na+_CH2=3_DBE=0_(4-OH)),895.472,89.0602,133.0859
PEG(n=17_H+_CH2=5_DBE=3_(4-OH)),895.474,89.0602,133.0859
PEG(n=19_H+_CH2=1_DBE=1_(2=O)),895.475,89.0602,133.0859
PEG(n=14_Na+_CH2=13_DBE=4_(4-OH)),895.487,89.0602,133.0859
PEG(n=16_H+_CH2=11_DBE=5_(2=O)),895.489,89.0602,133.0859
PEG(n=19_Na+_CH2=2_DBE=5_(2-NH3)),895.499,89.0602,133.0859
PEG(n=13_Na+_CH2=19_DBE=6_(2=O)),895.502,89.0602,133.0859
PEG(n=16_H+_CH2=8_DBE=2_(4-OH)),895.511,89.0602,133.0859
PEG(n=13_Na+_CH2=16_DBE=3_(4-OH)),895.523,89.0602,133.0859
PEG(n=17_Na+_CH2=8_DBE=3_),895.524,89.0602,133.0859
PEG(n=13_H+_CH2=18_DBE=6_(4-OH)),895.525,89.0602,133.0859
PEG(n=17_H+_CH2=10_DBE=6_),895.526,89.0602,133.0859
PEG(n=18_Na+_CH2=5_DBE=4_(2-NH3)),895.535,89.0602,133.0859
PEG(n=15_H+_CH2=11_DBE=1_(4-OH)),895.547,89.0602,133.0859
PEG(n=17_H+_CH2=10_DBE=6_(1-NH3)),895.549,89.0602,133.0859
PEG(n=20_H+_CH2=0_DBE=2_(2-NH3)),895.559,89.0602,133.0859
PEG(n=13_Na+_CH2=17_DBE=2_(3-OH)),895.560,89.0602,133.0859
PEG(n=13_H+_CH2=19_DBE=5_(3-OH)),895.562,89.0602,133.0859
PEG(n=17_Na+_CH2=8_DBE=3_(2-NH3)),895.571,89.0602,133.0859
PEG(n=17_H+_CH2=10_DBE=6_(2-NH3)),895.573,89.0602,133.0859
PEG(n=14_H+_CH2=14_DBE=0_(4-OH)),895.583,89.0602,133.0859
PEG(n=17_H+_CH2=8_DBE=0_(1-OH)),895.584,89.0602,133.0859
PEG(n=16_H+_CH2=13_DBE=5_(1-NH3)),895.586,89.0602,133.0859
PEG(n=19_H+_CH2=3_DBE=1_(2-NH3)),895.595,89.0602,133.0859
PEG(n=13_Na+_CH2=18_DBE=1_(2-OH)),895.596,89.0602,133.0859
PEG(n=14_H+_CH2=18_DBE=3_(1=O)),895.598,89.0602,133.0859
PEG(n=16_Na+_CH2=11_DBE=2_(2-NH3)),895.607,89.0602,133.0859
PEG(n=16_H+_CH2=13_DBE=5_(2-NH3)),895.610,89.0602,133.0859
PEG(n=15_Na+_CH2=14_DBE=1_(1-NH3)),895.620,89.0602,133.0859
PEG(n=15_H+_CH2=16_DBE=4_(1-NH3)),895.622,89.0602,133.0859
PEG(n=18_H+_CH2=6_DBE=0_(2-NH3)),895.631,89.0602,133.0859
PEG(n=13_Na+_CH2=19_DBE=0_(1-OH)),895.632,89.0602,133.0859
PEG(n=14_H+_CH2=19_DBE=3_),895.635,89.0602,133.0859
PEG(n=15_Na+_CH2=14_DBE=1_(2-NH3)),895.644,89.0602,133.0859
PEG(n=15_H+_CH2=16_DBE=4_(2-NH3)),895.646,89.0602,133.0859
PEG(n=14_Na+_CH2=17_DBE=0_(1-NH3)),895.656,89.0602,133.0859
PEG(n=14_H+_CH2=19_DBE=3_(1-NH3)),895.658,89.0602,133.0859
PEG(n=14_Na+_CH2=17_DBE=0_(2-NH3)),895.680,89.0602,133.0859
PEG(n=14_H+_CH2=19_DBE=3_(2-NH3)),895.682,89.0602,133.0859
PEG(n=18_NH4+_CH2=1_DBE=5_(4-OH)),896.433,89.0602,133.0859
PEG(n=17_NH4+_CH2=4_DBE=4_(4-OH)),896.470,89.0602,133.0859
PEG(n=16_NH4+_CH2=10_DBE=6_(2=O)),896.484,89.0602,133.0859
PEG(n=16_NH4+_CH2=7_DBE=3_(4-OH)),896.506,89.0602,133.0859
PEG(n=15_NH4+_CH2=13_DBE=5_(2=O)),896.521,89.0602,133.0859
PEG(n=15_NH4+_CH2=10_DBE=2_(4-OH)),896.542,89.0602,133.0859
PEG(n=18_NH4+_CH2=4_DBE=1_(1=O)),896.543,89.0602,133.0859
PEG(n=13_NH4+_CH2=18_DBE=6_(3-OH)),896.557,89.0602,133.0859
PEG(n=19_NH4+_CH2=2_DBE=2_(1-NH3)),896.566,89.0602,133.0859
PEG(n=14_NH4+_CH2=13_DBE=1_(4-OH)),896.579,89.0602,133.0859
PEG(n=19_NH4+_CH2=2_DBE=2_(2-NH3)),896.590,89.0602,133.0859
PEG(n=13_NH4+_CH2=19_DBE=3_(2=O)),896.593,89.0602,133.0859
PEG(n=15_NH4+_CH2=15_DBE=5_),896.594,89.0602,133.0859
PEG(n=18_NH4+_CH2=5_DBE=1_(1-NH3)),896.603,89.0602,133.0859
PEG(n=13_NH4+_CH2=16_DBE=0_(4-OH)),896.615,89.0602,133.0859
PEG(n=15_NH4+_CH2=15_DBE=5_(1-NH3)),896.617,89.0602,133.0859
PEG(n=18_NH4+_CH2=5_DBE=1_(2-NH3)),896.627,89.0602,133.0859
PEG(n=14_NH4+_CH2=18_DBE=4_),896.630,89.0602,133.0859
PEG(n=17_NH4+_CH2=8_DBE=0_(1-NH3)),896.639,89.0602,133.0859
PEG(n=15_NH4+_CH2=15_DBE=5_(2-NH3)),896.641,89.0602,133.0859
PEG(n=14_NH4+_CH2=18_DBE=4_(1-NH3)),896.654,89.0602,133.0859
PEG(n=17_NH4+_CH2=8_DBE=0_(2-NH3)),896.663,89.0602,133.0859
PEG(n=14_NH4+_CH2=18_DBE=4_(2-NH3)),896.677,89.0602,133.0859
PEG(n=17_Na+_CH2=4_DBE=6_(4-OH)),897.394,89.0602,133.0859
PEG(n=16_Na+_CH2=7_DBE=5_(4-OH)),897.430,89.0602,133.0859
PEG(n=18_H+_CH2=5_DBE=6_(2=O)),897.432,89.0602,133.0859
PEG(n=18_Na+_CH2=0_DBE=0_(4-OH)),897.452,89.0602,133.0859
PEG(n=18_H+_CH2=2_DBE=3_(4-OH)),897.454,89.0602,133.0859
PEG(n=15_Na+_CH2=10_DBE=4_(4-OH)),897.466,89.0602,133.0859
PEG(n=18_Na+_CH2=4_DBE=3_(1=O)),897.467,89.0602,133.0859
PEG(n=17_H+_CH2=8_DBE=5_(2=O)),897.469,89.0602,133.0859
PEG(n=14_Na+_CH2=16_DBE=6_(2=O)),897.481,89.0602,133.0859
PEG(n=17_H+_CH2=5_DBE=2_(4-OH)),897.490,89.0602,133.0859
PEG(n=14_Na+_CH2=13_DBE=3_(4-OH)),897.503,89.0602,133.0859
PEG(n=14_H+_CH2=15_DBE=6_(4-OH)),897.505,89.0602,133.0859
PEG(n=19_Na+_CH2=2_DBE=4_(2-NH3)),897.514,89.0602,133.0859
PEG(n=13_Na+_CH2=19_DBE=5_(2=O)),897.517,89.0602,133.0859
PEG(n=16_H+_CH2=8_DBE=1_(4-OH)),897.526,89.0602,133.0859
PEG(n=18_H+_CH2=4_DBE=1_(2-OH)),897.527,89.0602,133.0859
PEG(n=18_H+_CH2=7_DBE=6_(1-NH3)),897.529,89.0602,133.0859
PEG(n=13_Na+_CH2=16_DBE=2_(4-OH)),897.539,89.0602,133.0859
PEG(n=13_H+_CH2=18_DBE=5_(4-OH)),897.541,89.0602,133.0859
PEG(n=18_Na+_CH2=5_DBE=3_(2-NH3)),897.551,89.0602,133.0859
PEG(n=18_H+_CH2=7_DBE=6_(2-NH3)),897.553,89.0602,133.0859
PEG(n=14_Na+_CH2=18_DBE=6_),897.554,89.0602,133.0859
PEG(n=15_H+_CH2=11_DBE=0_(4-OH)),897.563,89.0602,133.0859
PEG(n=17_H+_CH2=10_DBE=5_(1-NH3)),897.565,89.0602,133.0859
PEG(n=20_H+_CH2=0_DBE=1_(2-NH3)),897.574,89.0602,133.0859
PEG(n=12_Na+_CH2=19_DBE=1_(4-OH)),897.575,89.0602,133.0859
PEG(n=16_Na+_CH2=11_DBE=1_),897.576,89.0602,133.0859
PEG(n=13_H+_CH2=19_DBE=4_(3-OH)),897.577,89.0602,133.0859
PEG(n=15_H+_CH2=15_DBE=3_(1=O)),897.578,89.0602,133.0859
PEG(n=17_Na+_CH2=8_DBE=2_(2-NH3)),897.587,89.0602,133.0859
PEG(n=17_H+_CH2=10_DBE=5_(2-NH3)),897.589,89.0602,133.0859
PEG(n=16_Na+_CH2=11_DBE=1_(1-NH3)),897.599,89.0602,133.0859
PEG(n=14_Na+_CH2=18_DBE=6_(2-NH3)),897.601,89.0602,133.0859
PEG(n=19_H+_CH2=3_DBE=0_(2-NH3)),897.611,89.0602,133.0859
PEG(n=13_Na+_CH2=18_DBE=0_(2-OH)),897.612,89.0602,133.0859
PEG(n=14_H+_CH2=18_DBE=2_(1=O)),897.614,89.0602,133.0859
PEG(n=16_Na+_CH2=11_DBE=1_(2-NH3)),897.623,89.0602,133.0859
PEG(n=16_H+_CH2=13_DBE=4_(2-NH3)),897.625,89.0602,133.0859
PEG(n=15_Na+_CH2=14_DBE=0_(1-NH3)),897.636,89.0602,133.0859
PEG(n=15_H+_CH2=16_DBE=3_(1-NH3)),897.638,89.0602,133.0859
PEG(n=14_H+_CH2=19_DBE=2_),897.650,89.0602,133.0859
PEG(n=15_Na+_CH2=14_DBE=0_(2-NH3)),897.659,89.0602,133.0859
PEG(n=15_H+_CH2=16_DBE=3_(2-NH3)),897.662,89.0602,133.0859
PEG(n=14_H+_CH2=19_DBE=2_(1-NH3)),897.674,89.0602,133.0859
PEG(n=14_H+_CH2=19_DBE=2_(2-NH3)),897.698,89.0602,133.0859
PEG(n=18_NH4+_CH2=1_DBE=4_(4-OH)),898.449,89.0602,133.0859
PEG(n=17_NH4+_CH2=7_DBE=6_(2=O)),898.464,89.0602,133.0859
PEG(n=17_NH4+_CH2=4_DBE=3_(4-OH)),898.485,89.0602,133.0859
PEG(n=19_NH4+_CH2=0_DBE=1_(2=O)),898.486,89.0602,133.0859
PEG(n=16_NH4+_CH2=10_DBE=5_(2=O)),898.500,89.0602,133.0859
PEG(n=16_NH4+_CH2=7_DBE=2_(4-OH)),898.522,89.0602,133.0859
PEG(n=13_NH4+_CH2=17_DBE=6_(4-OH)),898.536,89.0602,133.0859
PEG(n=16_NH4+_CH2=11_DBE=5_(1=O)),898.537,89.0602,133.0859
PEG(n=15_NH4+_CH2=10_DBE=1_(4-OH)),898.558,89.0602,133.0859
PEG(n=17_NH4+_CH2=9_DBE=6_(1-NH3)),898.560,89.0602,133.0859
PEG(n=13_NH4+_CH2=18_DBE=5_(3-OH)),898.573,89.0602,133.0859
PEG(n=19_NH4+_CH2=2_DBE=1_(1-NH3)),898.582,89.0602,133.0859
PEG(n=17_NH4+_CH2=9_DBE=6_(2-NH3)),898.584,89.0602,133.0859
PEG(n=14_NH4+_CH2=13_DBE=0_(4-OH)),898.594,89.0602,133.0859
PEG(n=17_NH4+_CH2=7_DBE=0_(1-OH)),898.595,89.0602,133.0859
PEG(n=19_NH4+_CH2=2_DBE=1_(2-NH3)),898.606,89.0602,133.0859
PEG(n=13_NH4+_CH2=19_DBE=2_(2=O)),898.609,89.0602,133.0859
