HBMP,[M-H]-,[M-FA3-H]-,[FA3+C3H6O4P-H]-,[FA2-H]-,[FA3-H]-,[FA1-H]-
HBMP(12:0_18:2_16:3)-H,921.6226,671.4293,385.1791,279.233,249.186,199.1704
HBMP(12:0_18:2_16:4)-H,919.607,671.4293,383.1635,279.233,247.1704,199.1704
HBMP(12:0_18:2_18:0)-H,955.7009,671.4293,419.2574,279.233,283.2643,199.1704
HBMP(12:0_18:2_18:1)-H,953.6852,671.4293,417.2417,279.233,281.2486,199.1704
HBMP(12:0_18:2_18:2)-H,951.6696,671.4293,415.2261,279.233,279.233,199.1704
HBMP(12:0_18:2_18:3)-H,949.6539,671.4293,413.2104,279.233,277.2173,199.1704
HBMP(12:0_18:2_18:4)-H,947.6382,671.4293,411.1948,279.233,275.2017,199.1704
HBMP(12:0_18:2_18:5)-H,945.6226,671.4293,409.1791,279.233,273.186,199.1704
HBMP(12:0_18:2_20:0)-H,983.7322,671.4293,447.2887,279.233,311.2956,199.1704
HBMP(12:0_18:2_20:1)-H,981.7166,671.4293,445.273,279.233,309.2799,199.1704
HBMP(12:0_18:2_20:2)-H,979.7009,671.4293,443.2574,279.233,307.2643,199.1704
HBMP(12:0_18:2_20:3)-H,977.6852,671.4293,441.2417,279.233,305.2486,199.1704
HBMP(12:0_18:2_20:4)-H,975.6696,671.4293,439.2261,279.233,303.233,199.1704
HBMP(12:0_18:2_20:5)-H,973.6539,671.4293,437.2104,279.233,301.2173,199.1704
HBMP(12:0_18:2_22:0)-H,1011.763,671.4293,475.3199,279.233,339.3269,199.1704
HBMP(12:0_18:2_22:1)-H,1009.748,671.4293,473.3043,279.233,337.3112,199.1704
HBMP(12:0_18:2_22:2)-H,1007.732,671.4293,471.2887,279.233,335.2956,199.1704
HBMP(12:0_18:2_22:3)-H,1005.717,671.4293,469.273,279.233,333.2799,199.1704
HBMP(12:0_18:2_22:4)-H,1003.701,671.4293,467.2574,279.233,331.2643,199.1704
HBMP(12:0_18:2_22:5)-H,1001.685,671.4293,465.2417,279.233,329.2486,199.1704
HBMP(12:0_18:2_22:6)-H,999.6696,671.4293,463.2261,279.233,327.233,199.1704
HBMP(12:0_18:3_12:0)-H,869.5913,669.4137,335.1635,277.2173,199.1704,199.1704
HBMP(12:0_18:3_14:0)-H,897.6226,669.4137,363.1948,277.2173,227.2017,199.1704
HBMP(12:0_18:3_14:1)-H,895.607,669.4137,361.1791,277.2173,225.186,199.1704
HBMP(12:0_18:3_16:0)-H,925.6539,669.4137,391.2261,277.2173,255.233,199.1704
HBMP(12:0_18:3_16:1)-H,923.6382,669.4137,389.2104,277.2173,253.2173,199.1704
HBMP(12:0_18:3_16:2)-H,921.6226,669.4137,387.1948,277.2173,251.2017,199.1704
HBMP(12:0_18:3_16:3)-H,919.607,669.4137,385.1791,277.2173,249.186,199.1704
HBMP(12:0_18:3_16:4)-H,917.5913,669.4137,383.1635,277.2173,247.1704,199.1704
HBMP(12:0_18:3_18:0)-H,953.6852,669.4137,419.2574,277.2173,283.2643,199.1704
HBMP(12:0_18:3_18:1)-H,951.6696,669.4137,417.2417,277.2173,281.2486,199.1704
HBMP(12:0_18:3_18:2)-H,949.6539,669.4137,415.2261,277.2173,279.233,199.1704
HBMP(12:0_18:3_18:3)-H,947.6382,669.4137,413.2104,277.2173,277.2173,199.1704
HBMP(12:0_18:3_18:4)-H,945.6226,669.4137,411.1948,277.2173,275.2017,199.1704
HBMP(12:0_18:3_18:5)-H,943.607,669.4137,409.1791,277.2173,273.186,199.1704
HBMP(12:0_18:3_20:0)-H,981.7166,669.4137,447.2887,277.2173,311.2956,199.1704
HBMP(12:0_18:3_20:1)-H,979.7009,669.4137,445.273,277.2173,309.2799,199.1704
HBMP(12:0_18:3_20:2)-H,977.6852,669.4137,443.2574,277.2173,307.2643,199.1704
HBMP(12:0_18:3_20:3)-H,975.6696,669.4137,441.2417,277.2173,305.2486,199.1704
HBMP(12:0_18:3_20:4)-H,973.6539,669.4137,439.2261,277.2173,303.233,199.1704
HBMP(12:0_18:3_20:5)-H,971.6382,669.4137,437.2104,277.2173,301.2173,199.1704
HBMP(12:0_18:3_22:0)-H,1009.748,669.4137,475.3199,277.2173,339.3269,199.1704
HBMP(12:0_18:3_22:1)-H,1007.732,669.4137,473.3043,277.2173,337.3112,199.1704
HBMP(12:0_18:3_22:2)-H,1005.717,669.4137,471.2887,277.2173,335.2956,199.1704
HBMP(12:0_18:3_22:3)-H,1003.701,669.4137,469.273,277.2173,333.2799,199.1704
HBMP(12:0_18:3_22:4)-H,1001.685,669.4137,467.2574,277.2173,331.2643,199.1704
HBMP(12:0_18:3_22:5)-H,999.6696,669.4137,465.2417,277.2173,329.2486,199.1704
HBMP(12:0_18:3_22:6)-H,997.6539,669.4137,463.2261,277.2173,327.233,199.1704
HBMP(12:0_18:4_12:0)-H,867.5757,667.398,335.1635,275.2017,199.1704,199.1704
HBMP(12:0_18:4_14:0)-H,895.607,667.398,363.1948,275.2017,227.2017,199.1704
HBMP(12:0_18:4_14:1)-H,893.5913,667.398,361.1791,275.2017,225.186,199.1704
HBMP(12:0_18:4_16:0)-H,923.6382,667.398,391.2261,275.2017,255.233,199.1704
HBMP(12:0_18:4_16:1)-H,921.6226,667.398,389.2104,275.2017,253.2173,199.1704
HBMP(12:0_18:4_16:2)-H,919.607,667.398,387.1948,275.2017,251.2017,199.1704
HBMP(12:0_18:4_16:3)-H,917.5913,667.398,385.1791,275.2017,249.186,199.1704
HBMP(12:0_18:4_16:4)-H,915.5757,667.398,383.1635,275.2017,247.1704,199.1704
HBMP(12:0_18:4_18:0)-H,951.6696,667.398,419.2574,275.2017,283.2643,199.1704
HBMP(12:0_18:4_18:1)-H,949.6539,667.398,417.2417,275.2017,281.2486,199.1704
HBMP(12:0_18:4_18:2)-H,947.6382,667.398,415.2261,275.2017,279.233,199.1704
HBMP(12:0_18:4_18:3)-H,945.6226,667.398,413.2104,275.2017,277.2173,199.1704
HBMP(12:0_18:4_18:4)-H,943.607,667.398,411.1948,275.2017,275.2017,199.1704
HBMP(12:0_18:4_18:5)-H,941.5913,667.398,409.1791,275.2017,273.186,199.1704
HBMP(12:0_18:4_20:0)-H,979.7009,667.398,447.2887,275.2017,311.2956,199.1704
HBMP(12:0_18:4_20:1)-H,977.6852,667.398,445.273,275.2017,309.2799,199.1704
HBMP(12:0_18:4_20:2)-H,975.6696,667.398,443.2574,275.2017,307.2643,199.1704
HBMP(12:0_18:4_20:3)-H,973.6539,667.398,441.2417,275.2017,305.2486,199.1704
HBMP(12:0_18:4_20:4)-H,971.6382,667.398,439.2261,275.2017,303.233,199.1704
HBMP(12:0_18:4_20:5)-H,969.6226,667.398,437.2104,275.2017,301.2173,199.1704
HBMP(12:0_18:4_22:0)-H,1007.732,667.398,475.3199,275.2017,339.3269,199.1704
HBMP(12:0_18:4_22:1)-H,1005.717,667.398,473.3043,275.2017,337.3112,199.1704
HBMP(12:0_18:4_22:2)-H,1003.701,667.398,471.2887,275.2017,335.2956,199.1704
HBMP(12:0_18:4_22:3)-H,1001.685,667.398,469.273,275.2017,333.2799,199.1704
HBMP(12:0_18:4_22:4)-H,999.6696,667.398,467.2574,275.2017,331.2643,199.1704
HBMP(12:0_18:4_22:5)-H,997.6539,667.398,465.2417,275.2017,329.2486,199.1704
HBMP(12:0_18:4_22:6)-H,995.6382,667.398,463.2261,275.2017,327.233,199.1704
HBMP(12:0_18:5_12:0)-H,865.56,665.3824,335.1635,273.186,199.1704,199.1704
HBMP(12:0_18:5_14:0)-H,893.5913,665.3824,363.1948,273.186,227.2017,199.1704
HBMP(12:0_18:5_14:1)-H,891.5757,665.3824,361.1791,273.186,225.186,199.1704
HBMP(12:0_18:5_16:0)-H,921.6226,665.3824,391.2261,273.186,255.233,199.1704
HBMP(12:0_18:5_16:1)-H,919.607,665.3824,389.2104,273.186,253.2173,199.1704
HBMP(12:0_18:5_16:2)-H,917.5913,665.3824,387.1948,273.186,251.2017,199.1704
HBMP(12:0_18:5_16:3)-H,915.5757,665.3824,385.1791,273.186,249.186,199.1704
HBMP(12:0_18:5_16:4)-H,913.56,665.3824,383.1635,273.186,247.1704,199.1704
HBMP(12:0_18:5_18:0)-H,949.6539,665.3824,419.2574,273.186,283.2643,199.1704
HBMP(12:0_18:5_18:1)-H,947.6382,665.3824,417.2417,273.186,281.2486,199.1704
HBMP(12:0_18:5_18:2)-H,945.6226,665.3824,415.2261,273.186,279.233,199.1704
HBMP(12:0_18:5_18:3)-H,943.607,665.3824,413.2104,273.186,277.2173,199.1704
HBMP(12:0_18:5_18:4)-H,941.5913,665.3824,411.1948,273.186,275.2017,199.1704
HBMP(12:0_18:5_18:5)-H,939.5757,665.3824,409.1791,273.186,273.186,199.1704
HBMP(12:0_18:5_20:0)-H,977.6852,665.3824,447.2887,273.186,311.2956,199.1704
HBMP(12:0_18:5_20:1)-H,975.6696,665.3824,445.273,273.186,309.2799,199.1704
HBMP(12:0_18:5_20:2)-H,973.6539,665.3824,443.2574,273.186,307.2643,199.1704
HBMP(12:0_18:5_20:3)-H,971.6382,665.3824,441.2417,273.186,305.2486,199.1704
HBMP(12:0_18:5_20:4)-H,969.6226,665.3824,439.2261,273.186,303.233,199.1704
HBMP(12:0_18:5_20:5)-H,967.607,665.3824,437.2104,273.186,301.2173,199.1704
HBMP(12:0_18:5_22:0)-H,1005.717,665.3824,475.3199,273.186,339.3269,199.1704
HBMP(12:0_18:5_22:1)-H,1003.701,665.3824,473.3043,273.186,337.3112,199.1704
HBMP(12:0_18:5_22:2)-H,1001.685,665.3824,471.2887,273.186,335.2956,199.1704
HBMP(12:0_18:5_22:3)-H,999.6696,665.3824,469.273,273.186,333.2799,199.1704
HBMP(12:0_18:5_22:4)-H,997.6539,665.3824,467.2574,273.186,331.2643,199.1704
HBMP(12:0_18:5_22:5)-H,995.6382,665.3824,465.2417,273.186,329.2486,199.1704
HBMP(12:0_18:5_22:6)-H,993.6226,665.3824,463.2261,273.186,327.233,199.1704
HBMP(12:0_20:0_12:0)-H,903.6696,703.4919,335.1635,311.2956,199.1704,199.1704
HBMP(12:0_20:0_14:0)-H,931.7009,703.4919,363.1948,311.2956,227.2017,199.1704
HBMP(12:0_20:0_14:1)-H,929.6852,703.4919,361.1791,311.2956,225.186,199.1704
HBMP(12:0_20:0_16:0)-H,959.7322,703.4919,391.2261,311.2956,255.233,199.1704
HBMP(12:0_20:0_16:1)-H,957.7166,703.4919,389.2104,311.2956,253.2173,199.1704
HBMP(12:0_20:0_16:2)-H,955.7009,703.4919,387.1948,311.2956,251.2017,199.1704
HBMP(12:0_20:0_16:3)-H,953.6852,703.4919,385.1791,311.2956,249.186,199.1704
HBMP(12:0_20:0_16:4)-H,951.6696,703.4919,383.1635,311.2956,247.1704,199.1704
HBMP(12:0_20:0_18:0)-H,987.7635,703.4919,419.2574,311.2956,283.2643,199.1704
HBMP(12:0_20:0_18:1)-H,985.7478,703.4919,417.2417,311.2956,281.2486,199.1704
HBMP(12:0_20:0_18:2)-H,983.7322,703.4919,415.2261,311.2956,279.233,199.1704
HBMP(12:0_20:0_18:3)-H,981.7166,703.4919,413.2104,311.2956,277.2173,199.1704
HBMP(12:0_20:0_18:4)-H,979.7009,703.4919,411.1948,311.2956,275.2017,199.1704
HBMP(12:0_20:0_18:5)-H,977.6852,703.4919,409.1791,311.2956,273.186,199.1704
HBMP(12:0_20:0_20:0)-H,1015.795,703.4919,447.2887,311.2956,311.2956,199.1704
HBMP(12:0_20:0_20:1)-H,1013.779,703.4919,445.273,311.2956,309.2799,199.1704
HBMP(12:0_20:0_20:2)-H,1011.763,703.4919,443.2574,311.2956,307.2643,199.1704
HBMP(12:0_20:0_20:3)-H,1009.748,703.4919,441.2417,311.2956,305.2486,199.1704
HBMP(12:0_20:0_20:4)-H,1007.732,703.4919,439.2261,311.2956,303.233,199.1704
HBMP(12:0_20:0_20:5)-H,1005.717,703.4919,437.2104,311.2956,301.2173,199.1704
HBMP(12:0_20:0_22:0)-H,1043.826,703.4919,475.3199,311.2956,339.3269,199.1704
HBMP(12:0_20:0_22:1)-H,1041.81,703.4919,473.3043,311.2956,337.3112,199.1704
HBMP(12:0_20:0_22:2)-H,1039.795,703.4919,471.2887,311.2956,335.2956,199.1704
HBMP(12:0_20:0_22:3)-H,1037.779,703.4919,469.273,311.2956,333.2799,199.1704
HBMP(12:0_20:0_22:4)-H,1035.763,703.4919,467.2574,311.2956,331.2643,199.1704
HBMP(12:0_20:0_22:5)-H,1033.748,703.4919,465.2417,311.2956,329.2486,199.1704
HBMP(12:0_20:0_22:6)-H,1031.732,703.4919,463.2261,311.2956,327.233,199.1704
HBMP(12:0_20:1_12:0)-H,901.6539,701.4763,335.1635,309.2799,199.1704,199.1704
HBMP(12:0_20:1_14:0)-H,929.6852,701.4763,363.1948,309.2799,227.2017,199.1704
HBMP(12:0_20:1_14:1)-H,927.6696,701.4763,361.1791,309.2799,225.186,199.1704
HBMP(12:0_20:1_16:0)-H,957.7166,701.4763,391.2261,309.2799,255.233,199.1704
HBMP(12:0_20:1_16:1)-H,955.7009,701.4763,389.2104,309.2799,253.2173,199.1704
HBMP(12:0_20:1_16:2)-H,953.6852,701.4763,387.1948,309.2799,251.2017,199.1704
HBMP(12:0_20:1_16:3)-H,951.6696,701.4763,385.1791,309.2799,249.186,199.1704
HBMP(12:0_20:1_16:4)-H,949.6539,701.4763,383.1635,309.2799,247.1704,199.1704
HBMP(12:0_20:1_18:0)-H,985.7478,701.4763,419.2574,309.2799,283.2643,199.1704
HBMP(12:0_20:1_18:1)-H,983.7322,701.4763,417.2417,309.2799,281.2486,199.1704
HBMP(12:0_20:1_18:2)-H,981.7166,701.4763,415.2261,309.2799,279.233,199.1704
HBMP(12:0_20:1_18:3)-H,979.7009,701.4763,413.2104,309.2799,277.2173,199.1704
HBMP(12:0_20:1_18:4)-H,977.6852,701.4763,411.1948,309.2799,275.2017,199.1704
HBMP(12:0_20:1_18:5)-H,975.6696,701.4763,409.1791,309.2799,273.186,199.1704
HBMP(12:0_20:1_20:0)-H,1013.779,701.4763,447.2887,309.2799,311.2956,199.1704
HBMP(12:0_20:1_20:1)-H,1011.763,701.4763,445.273,309.2799,309.2799,199.1704
HBMP(12:0_20:1_20:2)-H,1009.748,701.4763,443.2574,309.2799,307.2643,199.1704
HBMP(12:0_20:1_20:3)-H,1007.732,701.4763,441.2417,309.2799,305.2486,199.1704
HBMP(12:0_20:1_20:4)-H,1005.717,701.4763,439.2261,309.2799,303.233,199.1704
HBMP(12:0_20:1_20:5)-H,1003.701,701.4763,437.2104,309.2799,301.2173,199.1704
HBMP(12:0_20:1_22:0)-H,1041.81,701.4763,475.3199,309.2799,339.3269,199.1704
HBMP(12:0_20:1_22:1)-H,1039.795,701.4763,473.3043,309.2799,337.3112,199.1704
HBMP(12:0_20:1_22:2)-H,1037.779,701.4763,471.2887,309.2799,335.2956,199.1704
HBMP(12:0_20:1_22:3)-H,1035.763,701.4763,469.273,309.2799,333.2799,199.1704
HBMP(12:0_20:1_22:4)-H,1033.748,701.4763,467.2574,309.2799,331.2643,199.1704
HBMP(12:0_20:1_22:5)-H,1031.732,701.4763,465.2417,309.2799,329.2486,199.1704
HBMP(12:0_20:1_22:6)-H,1029.717,701.4763,463.2261,309.2799,327.233,199.1704
HBMP(12:0_20:2_12:0)-H,899.6382,699.4606,335.1635,307.2643,199.1704,199.1704
HBMP(12:0_20:2_14:0)-H,927.6696,699.4606,363.1948,307.2643,227.2017,199.1704
HBMP(12:0_20:2_14:1)-H,925.6539,699.4606,361.1791,307.2643,225.186,199.1704
HBMP(12:0_20:2_16:0)-H,955.7009,699.4606,391.2261,307.2643,255.233,199.1704
HBMP(12:0_20:2_16:1)-H,953.6852,699.4606,389.2104,307.2643,253.2173,199.1704
HBMP(12:0_20:2_16:2)-H,951.6696,699.4606,387.1948,307.2643,251.2017,199.1704
HBMP(12:0_20:2_16:3)-H,949.6539,699.4606,385.1791,307.2643,249.186,199.1704
HBMP(12:0_20:2_16:4)-H,947.6382,699.4606,383.1635,307.2643,247.1704,199.1704
HBMP(12:0_20:2_18:0)-H,983.7322,699.4606,419.2574,307.2643,283.2643,199.1704
HBMP(12:0_20:2_18:1)-H,981.7166,699.4606,417.2417,307.2643,281.2486,199.1704
HBMP(12:0_20:2_18:2)-H,979.7009,699.4606,415.2261,307.2643,279.233,199.1704
HBMP(12:0_20:2_18:3)-H,977.6852,699.4606,413.2104,307.2643,277.2173,199.1704
HBMP(12:0_20:2_18:4)-H,975.6696,699.4606,411.1948,307.2643,275.2017,199.1704
HBMP(12:0_20:2_18:5)-H,973.6539,699.4606,409.1791,307.2643,273.186,199.1704
HBMP(12:0_20:2_20:0)-H,1011.763,699.4606,447.2887,307.2643,311.2956,199.1704
HBMP(12:0_20:2_20:1)-H,1009.748,699.4606,445.273,307.2643,309.2799,199.1704
HBMP(12:0_20:2_20:2)-H,1007.732,699.4606,443.2574,307.2643,307.2643,199.1704
HBMP(12:0_20:2_20:3)-H,1005.717,699.4606,441.2417,307.2643,305.2486,199.1704
HBMP(12:0_20:2_20:4)-H,1003.701,699.4606,439.2261,307.2643,303.233,199.1704
HBMP(12:0_20:2_20:5)-H,1001.685,699.4606,437.2104,307.2643,301.2173,199.1704
HBMP(12:0_20:2_22:0)-H,1039.795,699.4606,475.3199,307.2643,339.3269,199.1704
HBMP(12:0_20:2_22:1)-H,1037.779,699.4606,473.3043,307.2643,337.3112,199.1704
HBMP(12:0_20:2_22:2)-H,1035.763,699.4606,471.2887,307.2643,335.2956,199.1704
HBMP(12:0_20:2_22:3)-H,1033.748,699.4606,469.273,307.2643,333.2799,199.1704
HBMP(12:0_20:2_22:4)-H,1031.732,699.4606,467.2574,307.2643,331.2643,199.1704
HBMP(12:0_20:2_22:5)-H,1029.717,699.4606,465.2417,307.2643,329.2486,199.1704
HBMP(12:0_20:2_22:6)-H,1027.701,699.4606,463.2261,307.2643,327.233,199.1704
HBMP(12:0_20:3_12:0)-H,897.6226,697.445,335.1635,305.2486,199.1704,199.1704
HBMP(12:0_20:3_14:0)-H,925.6539,697.445,363.1948,305.2486,227.2017,199.1704
HBMP(12:0_20:3_14:1)-H,923.6382,697.445,361.1791,305.2486,225.186,199.1704
HBMP(12:0_20:3_16:0)-H,953.6852,697.445,391.2261,305.2486,255.233,199.1704
HBMP(12:0_20:3_16:1)-H,951.6696,697.445,389.2104,305.2486,253.2173,199.1704
HBMP(12:0_20:3_16:2)-H,949.6539,697.445,387.1948,305.2486,251.2017,199.1704
HBMP(12:0_20:3_16:3)-H,947.6382,697.445,385.1791,305.2486,249.186,199.1704
HBMP(12:0_20:3_16:4)-H,945.6226,697.445,383.1635,305.2486,247.1704,199.1704
HBMP(12:0_20:3_18:0)-H,981.7166,697.445,419.2574,305.2486,283.2643,199.1704
HBMP(12:0_20:3_18:1)-H,979.7009,697.445,417.2417,305.2486,281.2486,199.1704
HBMP(12:0_20:3_18:2)-H,977.6852,697.445,415.2261,305.2486,279.233,199.1704
HBMP(12:0_20:3_18:3)-H,975.6696,697.445,413.2104,305.2486,277.2173,199.1704
HBMP(12:0_20:3_18:4)-H,973.6539,697.445,411.1948,305.2486,275.2017,199.1704
HBMP(12:0_20:3_18:5)-H,971.6382,697.445,409.1791,305.2486,273.186,199.1704
HBMP(12:0_20:3_20:0)-H,1009.748,697.445,447.2887,305.2486,311.2956,199.1704
HBMP(12:0_20:3_20:1)-H,1007.732,697.445,445.273,305.2486,309.2799,199.1704
HBMP(12:0_20:3_20:2)-H,1005.717,697.445,443.2574,305.2486,307.2643,199.1704
HBMP(12:0_20:3_20:3)-H,1003.701,697.445,441.2417,305.2486,305.2486,199.1704
HBMP(12:0_20:3_20:4)-H,1001.685,697.445,439.2261,305.2486,303.233,199.1704
HBMP(12:0_20:3_20:5)-H,999.6696,697.445,437.2104,305.2486,301.2173,199.1704
HBMP(12:0_20:3_22:0)-H,1037.779,697.445,475.3199,305.2486,339.3269,199.1704
HBMP(12:0_20:3_22:1)-H,1035.763,697.445,473.3043,305.2486,337.3112,199.1704
HBMP(12:0_20:3_22:2)-H,1033.748,697.445,471.2887,305.2486,335.2956,199.1704
HBMP(12:0_20:3_22:3)-H,1031.732,697.445,469.273,305.2486,333.2799,199.1704
HBMP(12:0_20:3_22:4)-H,1029.717,697.445,467.2574,305.2486,331.2643,199.1704
HBMP(12:0_20:3_22:5)-H,1027.701,697.445,465.2417,305.2486,329.2486,199.1704
HBMP(12:0_20:3_22:6)-H,1025.685,697.445,463.2261,305.2486,327.233,199.1704
HBMP(12:0_20:4_12:0)-H,895.607,695.4293,335.1635,303.233,199.1704,199.1704
HBMP(12:0_20:4_14:0)-H,923.6382,695.4293,363.1948,303.233,227.2017,199.1704
HBMP(12:0_20:4_14:1)-H,921.6226,695.4293,361.1791,303.233,225.186,199.1704
HBMP(12:0_20:4_16:0)-H,951.6696,695.4293,391.2261,303.233,255.233,199.1704
HBMP(12:0_20:4_16:1)-H,949.6539,695.4293,389.2104,303.233,253.2173,199.1704
HBMP(12:0_20:4_16:2)-H,947.6382,695.4293,387.1948,303.233,251.2017,199.1704
HBMP(12:0_20:4_16:3)-H,945.6226,695.4293,385.1791,303.233,249.186,199.1704
HBMP(12:0_20:4_16:4)-H,943.607,695.4293,383.1635,303.233,247.1704,199.1704
HBMP(12:0_20:4_18:0)-H,979.7009,695.4293,419.2574,303.233,283.2643,199.1704
HBMP(12:0_20:4_18:1)-H,977.6852,695.4293,417.2417,303.233,281.2486,199.1704
HBMP(12:0_20:4_18:2)-H,975.6696,695.4293,415.2261,303.233,279.233,199.1704
HBMP(12:0_20:4_18:3)-H,973.6539,695.4293,413.2104,303.233,277.2173,199.1704
HBMP(12:0_20:4_18:4)-H,971.6382,695.4293,411.1948,303.233,275.2017,199.1704
HBMP(12:0_20:4_18:5)-H,969.6226,695.4293,409.1791,303.233,273.186,199.1704
HBMP(12:0_20:4_20:0)-H,1007.732,695.4293,447.2887,303.233,311.2956,199.1704
HBMP(12:0_20:4_20:1)-H,1005.717,695.4293,445.273,303.233,309.2799,199.1704
HBMP(12:0_20:4_20:2)-H,1003.701,695.4293,443.2574,303.233,307.2643,199.1704
HBMP(12:0_20:4_20:3)-H,1001.685,695.4293,441.2417,303.233,305.2486,199.1704
HBMP(12:0_20:4_20:4)-H,999.6696,695.4293,439.2261,303.233,303.233,199.1704
HBMP(12:0_20:4_20:5)-H,997.6539,695.4293,437.2104,303.233,301.2173,199.1704
HBMP(12:0_20:4_22:0)-H,1035.763,695.4293,475.3199,303.233,339.3269,199.1704
HBMP(12:0_20:4_22:1)-H,1033.748,695.4293,473.3043,303.233,337.3112,199.1704
HBMP(12:0_20:4_22:2)-H,1031.732,695.4293,471.2887,303.233,335.2956,199.1704
HBMP(12:0_20:4_22:3)-H,1029.717,695.4293,469.273,303.233,333.2799,199.1704
HBMP(12:0_20:4_22:4)-H,1027.701,695.4293,467.2574,303.233,331.2643,199.1704
HBMP(12:0_20:4_22:5)-H,1025.685,695.4293,465.2417,303.233,329.2486,199.1704
HBMP(12:0_20:4_22:6)-H,1023.67,695.4293,463.2261,303.233,327.233,199.1704
HBMP(12:0_20:5_12:0)-H,893.5913,693.4137,335.1635,301.2173,199.1704,199.1704
HBMP(12:0_20:5_14:0)-H,921.6226,693.4137,363.1948,301.2173,227.2017,199.1704
HBMP(12:0_20:5_14:1)-H,919.607,693.4137,361.1791,301.2173,225.186,199.1704
HBMP(12:0_20:5_16:0)-H,949.6539,693.4137,391.2261,301.2173,255.233,199.1704
HBMP(12:0_20:5_16:1)-H,947.6382,693.4137,389.2104,301.2173,253.2173,199.1704
HBMP(12:0_20:5_16:2)-H,945.6226,693.4137,387.1948,301.2173,251.2017,199.1704
HBMP(12:0_20:5_16:3)-H,943.607,693.4137,385.1791,301.2173,249.186,199.1704
HBMP(12:0_20:5_16:4)-H,941.5913,693.4137,383.1635,301.2173,247.1704,199.1704
HBMP(12:0_20:5_18:0)-H,977.6852,693.4137,419.2574,301.2173,283.2643,199.1704
HBMP(12:0_20:5_18:1)-H,975.6696,693.4137,417.2417,301.2173,281.2486,199.1704
HBMP(12:0_20:5_18:2)-H,973.6539,693.4137,415.2261,301.2173,279.233,199.1704
HBMP(12:0_20:5_18:3)-H,971.6382,693.4137,413.2104,301.2173,277.2173,199.1704
HBMP(12:0_20:5_18:4)-H,969.6226,693.4137,411.1948,301.2173,275.2017,199.1704
HBMP(12:0_20:5_18:5)-H,967.607,693.4137,409.1791,301.2173,273.186,199.1704
HBMP(12:0_20:5_20:0)-H,1005.717,693.4137,447.2887,301.2173,311.2956,199.1704
HBMP(12:0_20:5_20:1)-H,1003.701,693.4137,445.273,301.2173,309.2799,199.1704
HBMP(12:0_20:5_20:2)-H,1001.685,693.4137,443.2574,301.2173,307.2643,199.1704
HBMP(12:0_20:5_20:3)-H,999.6696,693.4137,441.2417,301.2173,305.2486,199.1704
HBMP(12:0_20:5_20:4)-H,997.6539,693.4137,439.2261,301.2173,303.233,199.1704
HBMP(12:0_20:5_20:5)-H,995.6382,693.4137,437.2104,301.2173,301.2173,199.1704
HBMP(12:0_20:5_22:0)-H,1033.748,693.4137,475.3199,301.2173,339.3269,199.1704
HBMP(12:0_20:5_22:1)-H,1031.732,693.4137,473.3043,301.2173,337.3112,199.1704
HBMP(12:0_20:5_22:2)-H,1029.717,693.4137,471.2887,301.2173,335.2956,199.1704
HBMP(12:0_20:5_22:3)-H,1027.701,693.4137,469.273,301.2173,333.2799,199.1704
HBMP(12:0_20:5_22:4)-H,1025.685,693.4137,467.2574,301.2173,331.2643,199.1704
HBMP(12:0_20:5_22:5)-H,1023.67,693.4137,465.2417,301.2173,329.2486,199.1704
HBMP(12:0_20:5_22:6)-H,1021.654,693.4137,463.2261,301.2173,327.233,199.1704
HBMP(12:0_22:0_12:0)-H,931.7009,731.5233,335.1635,339.3269,199.1704,199.1704
HBMP(12:0_22:0_14:0)-H,959.7322,731.5233,363.1948,339.3269,227.2017,199.1704
HBMP(12:0_22:0_14:1)-H,957.7166,731.5233,361.1791,339.3269,225.186,199.1704
HBMP(12:0_22:0_16:0)-H,987.7635,731.5233,391.2261,339.3269,255.233,199.1704
HBMP(12:0_22:0_16:1)-H,985.7478,731.5233,389.2104,339.3269,253.2173,199.1704
HBMP(12:0_22:0_16:2)-H,983.7322,731.5233,387.1948,339.3269,251.2017,199.1704
HBMP(12:0_22:0_16:3)-H,981.7166,731.5233,385.1791,339.3269,249.186,199.1704
HBMP(12:0_22:0_16:4)-H,979.7009,731.5233,383.1635,339.3269,247.1704,199.1704
HBMP(12:0_22:0_18:0)-H,1015.795,731.5233,419.2574,339.3269,283.2643,199.1704
HBMP(12:0_22:0_18:1)-H,1013.779,731.5233,417.2417,339.3269,281.2486,199.1704
HBMP(12:0_22:0_18:2)-H,1011.763,731.5233,415.2261,339.3269,279.233,199.1704
HBMP(12:0_22:0_18:3)-H,1009.748,731.5233,413.2104,339.3269,277.2173,199.1704
HBMP(12:0_22:0_18:4)-H,1007.732,731.5233,411.1948,339.3269,275.2017,199.1704
HBMP(12:0_22:0_18:5)-H,1005.717,731.5233,409.1791,339.3269,273.186,199.1704
HBMP(12:0_22:0_20:0)-H,1043.826,731.5233,447.2887,339.3269,311.2956,199.1704
HBMP(12:0_22:0_20:1)-H,1041.81,731.5233,445.273,339.3269,309.2799,199.1704
HBMP(12:0_22:0_20:2)-H,1039.795,731.5233,443.2574,339.3269,307.2643,199.1704
HBMP(12:0_22:0_20:3)-H,1037.779,731.5233,441.2417,339.3269,305.2486,199.1704
HBMP(12:0_22:0_20:4)-H,1035.763,731.5233,439.2261,339.3269,303.233,199.1704
