CL,[M-2H+3Na]+,SN1 acyl loss,SN2 acyl loss,SN3 acyl loss,SN4 acyl loss
CL(14:0_16:1_18:0_18:2)-2H+3Na,1441.910246,1213.701446,1187.685806,1157.638886,1161.670166
CL(14:0_16:1_18:0_18:3)-2H+3Na,1439.894596,1211.685796,1185.670156,1155.623236,1161.670156
CL(14:0_16:1_18:0_20:0)-2H+3Na,1473.972846,1245.764046,1219.748406,1189.701486,1161.670206
CL(14:0_16:1_18:0_20:1)-2H+3Na,1471.957196,1243.748396,1217.732756,1187.685836,1161.670196
CL(14:0_16:1_18:0_20:2)-2H+3Na,1469.941546,1241.732746,1215.717106,1185.670186,1161.670186
CL(14:0_16:1_18:0_20:3)-2H+3Na,1467.925896,1239.717096,1213.701456,1183.654536,1161.670176
CL(14:0_16:1_18:0_20:4)-2H+3Na,1465.910246,1237.701446,1211.685806,1181.638886,1161.670166
CL(14:0_16:1_18:0_22:0)-2H+3Na,1502.004146,1273.795346,1247.779706,1217.732786,1161.670226
CL(14:0_16:1_18:0_22:5)-2H+3Na,1491.925896,1263.717096,1237.701456,1207.654536,1161.670176
CL(14:0_16:1_18:0_22:6)-2H+3Na,1489.910246,1261.701446,1235.685806,1205.638886,1161.670166
CL(14:0_16:1_18:1_18:1)-2H+3Na,1441.910246,1213.701446,1187.685806,1159.654526,1159.654526
CL(14:0_16:1_18:1_18:2)-2H+3Na,1439.894596,1211.685796,1185.670156,1157.638876,1159.654516
CL(14:0_16:1_18:1_18:3)-2H+3Na,1437.878946,1209.670146,1183.654506,1155.623226,1159.654506
CL(14:0_16:1_18:1_20:0)-2H+3Na,1471.957196,1243.748396,1217.732756,1189.701476,1159.654556
CL(14:0_16:1_18:1_20:1)-2H+3Na,1469.941546,1241.732746,1215.717106,1187.685826,1159.654546
CL(14:0_16:1_18:1_20:2)-2H+3Na,1467.925896,1239.717096,1213.701456,1185.670176,1159.654536
CL(14:0_16:1_18:1_20:3)-2H+3Na,1465.910246,1237.701446,1211.685806,1183.654526,1159.654526
CL(14:0_16:1_18:1_20:4)-2H+3Na,1463.894596,1235.685796,1209.670156,1181.638876,1159.654516
CL(14:0_16:1_18:1_22:0)-2H+3Na,1499.988496,1271.779696,1245.764056,1217.732776,1159.654576
CL(14:0_16:1_18:1_22:5)-2H+3Na,1489.910246,1261.701446,1235.685806,1207.654526,1159.654526
CL(14:0_16:1_18:1_22:6)-2H+3Na,1487.894596,1259.685796,1233.670156,1205.638876,1159.654516
CL(14:0_16:1_18:2_18:2)-2H+3Na,1437.878946,1209.670146,1183.654506,1157.638866,1157.638866
CL(14:0_16:1_18:2_18:3)-2H+3Na,1435.863296,1207.654496,1181.638856,1155.623216,1157.638856
CL(14:0_16:1_18:2_20:0)-2H+3Na,1469.941546,1241.732746,1215.717106,1189.701466,1157.638906
CL(14:0_16:1_18:2_20:1)-2H+3Na,1467.925896,1239.717096,1213.701456,1187.685816,1157.638896
CL(14:0_16:1_18:2_20:2)-2H+3Na,1465.910246,1237.701446,1211.685806,1185.670166,1157.638886
CL(14:0_16:1_18:2_20:3)-2H+3Na,1463.894596,1235.685796,1209.670156,1183.654516,1157.638876
CL(14:0_16:1_18:2_20:4)-2H+3Na,1461.878946,1233.670146,1207.654506,1181.638866,1157.638866
CL(14:0_16:1_18:2_22:0)-2H+3Na,1497.972846,1269.764046,1243.748406,1217.732766,1157.638926
CL(14:0_16:1_18:2_22:5)-2H+3Na,1487.894596,1259.685796,1233.670156,1207.654516,1157.638876
CL(14:0_16:1_18:2_22:6)-2H+3Na,1485.878946,1257.670146,1231.654506,1205.638866,1157.638866
CL(14:0_16:1_18:3_18:3)-2H+3Na,1433.847646,1205.638846,1179.623206,1155.623206,1155.623206
CL(14:0_16:1_18:3_20:0)-2H+3Na,1467.925896,1239.717096,1213.701456,1189.701456,1155.623256
CL(14:0_16:1_18:3_20:1)-2H+3Na,1465.910246,1237.701446,1211.685806,1187.685806,1155.623246
CL(14:0_16:1_18:3_20:2)-2H+3Na,1463.894596,1235.685796,1209.670156,1185.670156,1155.623236
CL(14:0_16:1_18:3_20:3)-2H+3Na,1461.878946,1233.670146,1207.654506,1183.654506,1155.623226
CL(14:0_16:1_18:3_20:4)-2H+3Na,1459.863296,1231.654496,1205.638856,1181.638856,1155.623216
CL(14:0_16:1_18:3_22:0)-2H+3Na,1495.957196,1267.748396,1241.732756,1217.732756,1155.623276
CL(14:0_16:1_18:3_22:5)-2H+3Na,1485.878946,1257.670146,1231.654506,1207.654506,1155.623226
CL(14:0_16:1_18:3_22:6)-2H+3Na,1483.863296,1255.654496,1229.638856,1205.638856,1155.623216
CL(14:0_16:1_20:0_20:0)-2H+3Na,1502.004146,1273.795346,1247.779706,1189.701506,1189.701506
CL(14:0_16:1_20:0_20:1)-2H+3Na,1499.988496,1271.779696,1245.764056,1187.685856,1189.701496
CL(14:0_16:1_20:0_20:2)-2H+3Na,1497.972846,1269.764046,1243.748406,1185.670206,1189.701486
CL(14:0_16:1_20:0_20:3)-2H+3Na,1495.957196,1267.748396,1241.732756,1183.654556,1189.701476
CL(14:0_16:1_20:0_20:4)-2H+3Na,1493.941546,1265.732746,1239.717106,1181.638906,1189.701466
CL(14:0_16:1_20:0_22:0)-2H+3Na,1530.035447,1301.826647,1275.811007,1217.732807,1189.701527
CL(14:0_16:1_20:0_22:5)-2H+3Na,1519.957196,1291.748396,1265.732756,1207.654556,1189.701476
CL(14:0_16:1_20:0_22:6)-2H+3Na,1517.941546,1289.732746,1263.717106,1205.638906,1189.701466
CL(14:0_16:1_20:1_20:1)-2H+3Na,1497.972846,1269.764046,1243.748406,1187.685846,1187.685846
CL(14:0_16:1_20:1_20:2)-2H+3Na,1495.957196,1267.748396,1241.732756,1185.670196,1187.685836
CL(14:0_16:1_20:1_20:3)-2H+3Na,1493.941546,1265.732746,1239.717106,1183.654546,1187.685826
CL(14:0_16:1_20:1_20:4)-2H+3Na,1491.925896,1263.717096,1237.701456,1181.638896,1187.685816
CL(14:0_16:1_20:1_22:0)-2H+3Na,1528.019797,1299.810997,1273.795357,1217.732797,1187.685877
CL(14:0_16:1_20:1_22:5)-2H+3Na,1517.941546,1289.732746,1263.717106,1207.654546,1187.685826
CL(14:0_16:1_20:1_22:6)-2H+3Na,1515.925896,1287.717096,1261.701456,1205.638896,1187.685816
CL(14:0_16:1_20:2_20:2)-2H+3Na,1493.941546,1265.732746,1239.717106,1185.670186,1185.670186
CL(14:0_16:1_20:2_20:3)-2H+3Na,1491.925896,1263.717096,1237.701456,1183.654536,1185.670176
CL(14:0_16:1_20:2_20:4)-2H+3Na,1489.910246,1261.701446,1235.685806,1181.638886,1185.670166
CL(14:0_16:1_20:2_22:0)-2H+3Na,1526.004146,1297.795346,1271.779706,1217.732786,1185.670226
CL(14:0_16:1_20:2_22:5)-2H+3Na,1515.925896,1287.717096,1261.701456,1207.654536,1185.670176
CL(14:0_16:1_20:2_22:6)-2H+3Na,1513.910246,1285.701446,1259.685806,1205.638886,1185.670166
CL(14:0_16:1_20:3_20:3)-2H+3Na,1489.910246,1261.701446,1235.685806,1183.654526,1183.654526
CL(14:0_16:1_20:3_20:4)-2H+3Na,1487.894596,1259.685796,1233.670156,1181.638876,1183.654516
CL(14:0_16:1_20:3_22:0)-2H+3Na,1523.988496,1295.779696,1269.764056,1217.732776,1183.654576
CL(14:0_16:1_20:3_22:5)-2H+3Na,1513.910246,1285.701446,1259.685806,1207.654526,1183.654526
CL(14:0_16:1_20:3_22:6)-2H+3Na,1511.894596,1283.685796,1257.670156,1205.638876,1183.654516
CL(14:0_16:1_20:4_20:4)-2H+3Na,1485.878946,1257.670146,1231.654506,1181.638866,1181.638866
CL(14:0_16:1_20:4_22:0)-2H+3Na,1521.972846,1293.764046,1267.748406,1217.732766,1181.638926
CL(14:0_16:1_20:4_22:5)-2H+3Na,1511.894596,1283.685796,1257.670156,1207.654516,1181.638876
CL(14:0_16:1_20:4_22:6)-2H+3Na,1509.878946,1281.670146,1255.654506,1205.638866,1181.638866
CL(14:0_16:1_22:0_22:0)-2H+3Na,1558.066747,1329.857947,1303.842307,1217.732827,1217.732827
CL(14:0_16:1_22:0_22:5)-2H+3Na,1547.988496,1319.779696,1293.764056,1207.654576,1217.732776
CL(14:0_16:1_22:0_22:6)-2H+3Na,1545.972846,1317.764046,1291.748406,1205.638926,1217.732766
CL(14:0_16:1_22:5_22:5)-2H+3Na,1537.910246,1309.701446,1283.685806,1207.654526,1207.654526
CL(14:0_16:1_22:5_22:6)-2H+3Na,1535.894596,1307.685796,1281.670156,1205.638876,1207.654516
CL(14:0_16:1_22:6_22:6)-2H+3Na,1533.878946,1305.670146,1279.654506,1205.638866,1205.638866
CL(14:0_18:0_18:0_18:0)-2H+3Na,1475.988496,1247.779696,1191.717136,1191.717136,1191.717136
CL(14:0_18:0_18:0_18:1)-2H+3Na,1473.972846,1245.764046,1189.701486,1189.701486,1191.717126
CL(14:0_18:0_18:0_18:2)-2H+3Na,1471.957196,1243.748396,1187.685836,1187.685836,1191.717116
CL(14:0_18:0_18:0_18:3)-2H+3Na,1469.941546,1241.732746,1185.670186,1185.670186,1191.717106
CL(14:0_18:0_18:0_20:0)-2H+3Na,1504.019797,1275.810997,1219.748437,1219.748437,1191.717157
CL(14:0_18:0_18:0_20:1)-2H+3Na,1502.004146,1273.795346,1217.732786,1217.732786,1191.717146
CL(14:0_18:0_18:0_20:2)-2H+3Na,1499.988496,1271.779696,1215.717136,1215.717136,1191.717136
CL(14:0_18:0_18:0_20:3)-2H+3Na,1497.972846,1269.764046,1213.701486,1213.701486,1191.717126
CL(14:0_18:0_18:0_20:4)-2H+3Na,1495.957196,1267.748396,1211.685836,1211.685836,1191.717116
CL(14:0_18:0_18:0_22:0)-2H+3Na,1532.051097,1303.842297,1247.779737,1247.779737,1191.717177
CL(14:0_18:0_18:0_22:5)-2H+3Na,1521.972846,1293.764046,1237.701486,1237.701486,1191.717126
CL(14:0_18:0_18:0_22:6)-2H+3Na,1519.957196,1291.748396,1235.685836,1235.685836,1191.717116
CL(14:0_18:0_18:1_18:1)-2H+3Na,1471.957196,1243.748396,1187.685836,1189.701476,1189.701476
CL(14:0_18:0_18:1_18:2)-2H+3Na,1469.941546,1241.732746,1185.670186,1187.685826,1189.701466
CL(14:0_18:0_18:1_18:3)-2H+3Na,1467.925896,1239.717096,1183.654536,1185.670176,1189.701456
CL(14:0_18:0_18:1_20:0)-2H+3Na,1502.004146,1273.795346,1217.732786,1219.748426,1189.701506
CL(14:0_18:0_18:1_20:1)-2H+3Na,1499.988496,1271.779696,1215.717136,1217.732776,1189.701496
CL(14:0_18:0_18:1_20:2)-2H+3Na,1497.972846,1269.764046,1213.701486,1215.717126,1189.701486
CL(14:0_18:0_18:1_20:3)-2H+3Na,1495.957196,1267.748396,1211.685836,1213.701476,1189.701476
CL(14:0_18:0_18:1_20:4)-2H+3Na,1493.941546,1265.732746,1209.670186,1211.685826,1189.701466
CL(14:0_18:0_18:1_22:0)-2H+3Na,1530.035447,1301.826647,1245.764087,1247.779727,1189.701527
CL(14:0_18:0_18:1_22:5)-2H+3Na,1519.957196,1291.748396,1235.685836,1237.701476,1189.701476
CL(14:0_18:0_18:1_22:6)-2H+3Na,1517.941546,1289.732746,1233.670186,1235.685826,1189.701466
CL(14:0_18:0_18:2_18:2)-2H+3Na,1467.925896,1239.717096,1183.654536,1187.685816,1187.685816
CL(14:0_18:0_18:2_18:3)-2H+3Na,1465.910246,1237.701446,1181.638886,1185.670166,1187.685806
CL(14:0_18:0_18:2_20:0)-2H+3Na,1499.988496,1271.779696,1215.717136,1219.748416,1187.685856
CL(14:0_18:0_18:2_20:1)-2H+3Na,1497.972846,1269.764046,1213.701486,1217.732766,1187.685846
CL(14:0_18:0_18:2_20:2)-2H+3Na,1495.957196,1267.748396,1211.685836,1215.717116,1187.685836
CL(14:0_18:0_18:2_20:3)-2H+3Na,1493.941546,1265.732746,1209.670186,1213.701466,1187.685826
CL(14:0_18:0_18:2_20:4)-2H+3Na,1491.925896,1263.717096,1207.654536,1211.685816,1187.685816
CL(14:0_18:0_18:2_22:0)-2H+3Na,1528.019797,1299.810997,1243.748437,1247.779717,1187.685877
CL(14:0_18:0_18:2_22:5)-2H+3Na,1517.941546,1289.732746,1233.670186,1237.701466,1187.685826
CL(14:0_18:0_18:2_22:6)-2H+3Na,1515.925896,1287.717096,1231.654536,1235.685816,1187.685816
CL(14:0_18:0_18:3_18:3)-2H+3Na,1463.894596,1235.685796,1179.623236,1185.670156,1185.670156
CL(14:0_18:0_18:3_20:0)-2H+3Na,1497.972846,1269.764046,1213.701486,1219.748406,1185.670206
CL(14:0_18:0_18:3_20:1)-2H+3Na,1495.957196,1267.748396,1211.685836,1217.732756,1185.670196
CL(14:0_18:0_18:3_20:2)-2H+3Na,1493.941546,1265.732746,1209.670186,1215.717106,1185.670186
CL(14:0_18:0_18:3_20:3)-2H+3Na,1491.925896,1263.717096,1207.654536,1213.701456,1185.670176
CL(14:0_18:0_18:3_20:4)-2H+3Na,1489.910246,1261.701446,1205.638886,1211.685806,1185.670166
CL(14:0_18:0_18:3_22:0)-2H+3Na,1526.004146,1297.795346,1241.732786,1247.779706,1185.670226
CL(14:0_18:0_18:3_22:5)-2H+3Na,1515.925896,1287.717096,1231.654536,1237.701456,1185.670176
CL(14:0_18:0_18:3_22:6)-2H+3Na,1513.910246,1285.701446,1229.638886,1235.685806,1185.670166
CL(14:0_18:0_20:0_20:0)-2H+3Na,1532.051097,1303.842297,1247.779737,1219.748457,1219.748457
CL(14:0_18:0_20:0_20:1)-2H+3Na,1530.035447,1301.826647,1245.764087,1217.732807,1219.748447
CL(14:0_18:0_20:0_20:2)-2H+3Na,1528.019797,1299.810997,1243.748437,1215.717157,1219.748437
CL(14:0_18:0_20:0_20:3)-2H+3Na,1526.004146,1297.795346,1241.732786,1213.701506,1219.748426
CL(14:0_18:0_20:0_20:4)-2H+3Na,1523.988496,1295.779696,1239.717136,1211.685856,1219.748416
CL(14:0_18:0_20:0_22:0)-2H+3Na,1560.082397,1331.873597,1275.811037,1247.779757,1219.748477
CL(14:0_18:0_20:0_22:5)-2H+3Na,1550.004146,1321.795346,1265.732786,1237.701506,1219.748426
CL(14:0_18:0_20:0_22:6)-2H+3Na,1547.988496,1319.779696,1263.717136,1235.685856,1219.748416
CL(14:0_18:0_20:1_20:1)-2H+3Na,1528.019797,1299.810997,1243.748437,1217.732797,1217.732797
CL(14:0_18:0_20:1_20:2)-2H+3Na,1526.004146,1297.795346,1241.732786,1215.717146,1217.732786
CL(14:0_18:0_20:1_20:3)-2H+3Na,1523.988496,1295.779696,1239.717136,1213.701496,1217.732776
CL(14:0_18:0_20:1_20:4)-2H+3Na,1521.972846,1293.764046,1237.701486,1211.685846,1217.732766
CL(14:0_18:0_20:1_22:0)-2H+3Na,1558.066747,1329.857947,1273.795387,1247.779747,1217.732827
CL(14:0_18:0_20:1_22:5)-2H+3Na,1547.988496,1319.779696,1263.717136,1237.701496,1217.732776
CL(14:0_18:0_20:1_22:6)-2H+3Na,1545.972846,1317.764046,1261.701486,1235.685846,1217.732766
CL(14:0_18:0_20:2_20:2)-2H+3Na,1523.988496,1295.779696,1239.717136,1215.717136,1215.717136
CL(14:0_18:0_20:2_20:3)-2H+3Na,1521.972846,1293.764046,1237.701486,1213.701486,1215.717126
CL(14:0_18:0_20:2_20:4)-2H+3Na,1519.957196,1291.748396,1235.685836,1211.685836,1215.717116
CL(14:0_18:0_20:2_22:0)-2H+3Na,1556.051097,1327.842297,1271.779737,1247.779737,1215.717177
CL(14:0_18:0_20:2_22:5)-2H+3Na,1545.972846,1317.764046,1261.701486,1237.701486,1215.717126
CL(14:0_18:0_20:2_22:6)-2H+3Na,1543.957196,1315.748396,1259.685836,1235.685836,1215.717116
CL(14:0_18:0_20:3_20:3)-2H+3Na,1519.957196,1291.748396,1235.685836,1213.701476,1213.701476
CL(14:0_18:0_20:3_20:4)-2H+3Na,1517.941546,1289.732746,1233.670186,1211.685826,1213.701466
CL(14:0_18:0_20:3_22:0)-2H+3Na,1554.035447,1325.826647,1269.764087,1247.779727,1213.701527
CL(14:0_18:0_20:3_22:5)-2H+3Na,1543.957196,1315.748396,1259.685836,1237.701476,1213.701476
CL(14:0_18:0_20:3_22:6)-2H+3Na,1541.941546,1313.732746,1257.670186,1235.685826,1213.701466
CL(14:0_18:0_20:4_20:4)-2H+3Na,1515.925896,1287.717096,1231.654536,1211.685816,1211.685816
CL(14:0_18:0_20:4_22:0)-2H+3Na,1552.019797,1323.810997,1267.748437,1247.779717,1211.685877
CL(14:0_18:0_20:4_22:5)-2H+3Na,1541.941546,1313.732746,1257.670186,1237.701466,1211.685826
CL(14:0_18:0_20:4_22:6)-2H+3Na,1539.925896,1311.717096,1255.654536,1235.685816,1211.685816
CL(14:0_18:0_22:0_22:0)-2H+3Na,1588.113697,1359.904897,1303.842337,1247.779777,1247.779777
CL(14:0_18:0_22:0_22:5)-2H+3Na,1578.035447,1349.826647,1293.764087,1237.701527,1247.779727
CL(14:0_18:0_22:0_22:6)-2H+3Na,1576.019797,1347.810997,1291.748437,1235.685877,1247.779717
CL(14:0_18:0_22:5_22:5)-2H+3Na,1567.957196,1339.748396,1283.685836,1237.701476,1237.701476
CL(14:0_18:0_22:5_22:6)-2H+3Na,1565.941546,1337.732746,1281.670186,1235.685826,1237.701466
CL(14:0_18:0_22:6_22:6)-2H+3Na,1563.925896,1335.717096,1279.654536,1235.685816,1235.685816
CL(14:0_18:1_18:1_18:1)-2H+3Na,1469.941546,1241.732746,1187.685826,1187.685826,1187.685826
CL(14:0_18:1_18:1_18:2)-2H+3Na,1467.925896,1239.717096,1185.670176,1185.670176,1187.685816
CL(14:0_18:1_18:1_18:3)-2H+3Na,1465.910246,1237.701446,1183.654526,1183.654526,1187.685806
CL(14:0_18:1_18:1_20:0)-2H+3Na,1499.988496,1271.779696,1217.732776,1217.732776,1187.685856
CL(14:0_18:1_18:1_20:1)-2H+3Na,1497.972846,1269.764046,1215.717126,1215.717126,1187.685846
CL(14:0_18:1_18:1_20:2)-2H+3Na,1495.957196,1267.748396,1213.701476,1213.701476,1187.685836
CL(14:0_18:1_18:1_20:3)-2H+3Na,1493.941546,1265.732746,1211.685826,1211.685826,1187.685826
CL(14:0_18:1_18:1_20:4)-2H+3Na,1491.925896,1263.717096,1209.670176,1209.670176,1187.685816
CL(14:0_18:1_18:1_22:0)-2H+3Na,1528.019797,1299.810997,1245.764077,1245.764077,1187.685877
CL(14:0_18:1_18:1_22:5)-2H+3Na,1517.941546,1289.732746,1235.685826,1235.685826,1187.685826
CL(14:0_18:1_18:1_22:6)-2H+3Na,1515.925896,1287.717096,1233.670176,1233.670176,1187.685816
CL(14:0_18:1_18:2_18:2)-2H+3Na,1465.910246,1237.701446,1183.654526,1185.670166,1185.670166
CL(14:0_18:1_18:2_18:3)-2H+3Na,1463.894596,1235.685796,1181.638876,1183.654516,1185.670156
CL(14:0_18:1_18:2_20:0)-2H+3Na,1497.972846,1269.764046,1215.717126,1217.732766,1185.670206
CL(14:0_18:1_18:2_20:1)-2H+3Na,1495.957196,1267.748396,1213.701476,1215.717116,1185.670196
CL(14:0_18:1_18:2_20:2)-2H+3Na,1493.941546,1265.732746,1211.685826,1213.701466,1185.670186
CL(14:0_18:1_18:2_20:3)-2H+3Na,1491.925896,1263.717096,1209.670176,1211.685816,1185.670176
CL(14:0_18:1_18:2_20:4)-2H+3Na,1489.910246,1261.701446,1207.654526,1209.670166,1185.670166
CL(14:0_18:1_18:2_22:0)-2H+3Na,1526.004146,1297.795346,1243.748426,1245.764066,1185.670226
CL(14:0_18:1_18:2_22:5)-2H+3Na,1515.925896,1287.717096,1233.670176,1235.685816,1185.670176
CL(14:0_18:1_18:2_22:6)-2H+3Na,1513.910246,1285.701446,1231.654526,1233.670166,1185.670166
CL(14:0_18:1_18:3_18:3)-2H+3Na,1461.878946,1233.670146,1179.623226,1183.654506,1183.654506
CL(14:0_18:1_18:3_20:0)-2H+3Na,1495.957196,1267.748396,1213.701476,1217.732756,1183.654556
CL(14:0_18:1_18:3_20:1)-2H+3Na,1493.941546,1265.732746,1211.685826,1215.717106,1183.654546
CL(14:0_18:1_18:3_20:2)-2H+3Na,1491.925896,1263.717096,1209.670176,1213.701456,1183.654536
CL(14:0_18:1_18:3_20:3)-2H+3Na,1489.910246,1261.701446,1207.654526,1211.685806,1183.654526
CL(14:0_18:1_18:3_20:4)-2H+3Na,1487.894596,1259.685796,1205.638876,1209.670156,1183.654516
CL(14:0_18:1_18:3_22:0)-2H+3Na,1523.988496,1295.779696,1241.732776,1245.764056,1183.654576
CL(14:0_18:1_18:3_22:5)-2H+3Na,1513.910246,1285.701446,1231.654526,1235.685806,1183.654526
CL(14:0_18:1_18:3_22:6)-2H+3Na,1511.894596,1283.685796,1229.638876,1233.670156,1183.654516
CL(14:0_18:1_20:0_20:0)-2H+3Na,1530.035447,1301.826647,1247.779727,1217.732807,1217.732807
CL(14:0_18:1_20:0_20:1)-2H+3Na,1528.019797,1299.810997,1245.764077,1215.717157,1217.732797
CL(14:0_18:1_20:0_20:2)-2H+3Na,1526.004146,1297.795346,1243.748426,1213.701506,1217.732786
CL(14:0_18:1_20:0_20:3)-2H+3Na,1523.988496,1295.779696,1241.732776,1211.685856,1217.732776
CL(14:0_18:1_20:0_20:4)-2H+3Na,1521.972846,1293.764046,1239.717126,1209.670206,1217.732766
CL(14:0_18:1_20:0_22:0)-2H+3Na,1558.066747,1329.857947,1275.811027,1245.764107,1217.732827
CL(14:0_18:1_20:0_22:5)-2H+3Na,1547.988496,1319.779696,1265.732776,1235.685856,1217.732776
CL(14:0_18:1_20:0_22:6)-2H+3Na,1545.972846,1317.764046,1263.717126,1233.670206,1217.732766
CL(14:0_18:1_20:1_20:1)-2H+3Na,1526.004146,1297.795346,1243.748426,1215.717146,1215.717146
CL(14:0_18:1_20:1_20:2)-2H+3Na,1523.988496,1295.779696,1241.732776,1213.701496,1215.717136
CL(14:0_18:1_20:1_20:3)-2H+3Na,1521.972846,1293.764046,1239.717126,1211.685846,1215.717126
CL(14:0_18:1_20:1_20:4)-2H+3Na,1519.957196,1291.748396,1237.701476,1209.670196,1215.717116
CL(14:0_18:1_20:1_22:0)-2H+3Na,1556.051097,1327.842297,1273.795377,1245.764097,1215.717177
CL(14:0_18:1_20:1_22:5)-2H+3Na,1545.972846,1317.764046,1263.717126,1235.685846,1215.717126
CL(14:0_18:1_20:1_22:6)-2H+3Na,1543.957196,1315.748396,1261.701476,1233.670196,1215.717116
CL(14:0_18:1_20:2_20:2)-2H+3Na,1521.972846,1293.764046,1239.717126,1213.701486,1213.701486
CL(14:0_18:1_20:2_20:3)-2H+3Na,1519.957196,1291.748396,1237.701476,1211.685836,1213.701476
CL(14:0_18:1_20:2_20:4)-2H+3Na,1517.941546,1289.732746,1235.685826,1209.670186,1213.701466
CL(14:0_18:1_20:2_22:0)-2H+3Na,1554.035447,1325.826647,1271.779727,1245.764087,1213.701527
CL(14:0_18:1_20:2_22:5)-2H+3Na,1543.957196,1315.748396,1261.701476,1235.685836,1213.701476
CL(14:0_18:1_20:2_22:6)-2H+3Na,1541.941546,1313.732746,1259.685826,1233.670186,1213.701466
CL(14:0_18:1_20:3_20:3)-2H+3Na,1517.941546,1289.732746,1235.685826,1211.685826,1211.685826
CL(14:0_18:1_20:3_20:4)-2H+3Na,1515.925896,1287.717096,1233.670176,1209.670176,1211.685816
CL(14:0_18:1_20:3_22:0)-2H+3Na,1552.019797,1323.810997,1269.764077,1245.764077,1211.685877
CL(14:0_18:1_20:3_22:5)-2H+3Na,1541.941546,1313.732746,1259.685826,1235.685826,1211.685826
CL(14:0_18:1_20:3_22:6)-2H+3Na,1539.925896,1311.717096,1257.670176,1233.670176,1211.685816
CL(14:0_18:1_20:4_20:4)-2H+3Na,1513.910246,1285.701446,1231.654526,1209.670166,1209.670166
CL(14:0_18:1_20:4_22:0)-2H+3Na,1550.004146,1321.795346,1267.748426,1245.764066,1209.670226
CL(14:0_18:1_20:4_22:5)-2H+3Na,1539.925896,1311.717096,1257.670176,1235.685816,1209.670176
CL(14:0_18:1_20:4_22:6)-2H+3Na,1537.910246,1309.701446,1255.654526,1233.670166,1209.670166
CL(14:0_18:1_22:0_22:0)-2H+3Na,1586.098047,1357.889247,1303.842327,1245.764127,1245.764127
CL(14:0_18:1_22:0_22:5)-2H+3Na,1576.019797,1347.810997,1293.764077,1235.685877,1245.764077
CL(14:0_18:1_22:0_22:6)-2H+3Na,1574.004146,1345.795346,1291.748426,1233.670226,1245.764066
CL(14:0_18:1_22:5_22:5)-2H+3Na,1565.941546,1337.732746,1283.685826,1235.685826,1235.685826
CL(14:0_18:1_22:5_22:6)-2H+3Na,1563.925896,1335.717096,1281.670176,1233.670176,1235.685816
CL(14:0_18:1_22:6_22:6)-2H+3Na,1561.910246,1333.701446,1279.654526,1233.670166,1233.670166
CL(14:0_18:2_18:2_18:2)-2H+3Na,1463.894596,1235.685796,1183.654516,1183.654516,1183.654516
CL(14:0_18:2_18:2_18:3)-2H+3Na,1461.878946,1233.670146,1181.638866,1181.638866,1183.654506
CL(14:0_18:2_18:2_20:0)-2H+3Na,1495.957196,1267.748396,1215.717116,1215.717116,1183.654556
CL(14:0_18:2_18:2_20:1)-2H+3Na,1493.941546,1265.732746,1213.701466,1213.701466,1183.654546
CL(14:0_18:2_18:2_20:2)-2H+3Na,1491.925896,1263.717096,1211.685816,1211.685816,1183.654536
CL(14:0_18:2_18:2_20:3)-2H+3Na,1489.910246,1261.701446,1209.670166,1209.670166,1183.654526
CL(14:0_18:2_18:2_20:4)-2H+3Na,1487.894596,1259.685796,1207.654516,1207.654516,1183.654516
CL(14:0_18:2_18:2_22:0)-2H+3Na,1523.988496,1295.779696,1243.748416,1243.748416,1183.654576
CL(14:0_18:2_18:2_22:5)-2H+3Na,1513.910246,1285.701446,1233.670166,1233.670166,1183.654526
CL(14:0_18:2_18:2_22:6)-2H+3Na,1511.894596,1283.685796,1231.654516,1231.654516,1183.654516
CL(14:0_18:2_18:3_18:3)-2H+3Na,1459.863296,1231.654496,1179.623216,1181.638856,1181.638856
CL(14:0_18:2_18:3_20:0)-2H+3Na,1493.941546,1265.732746,1213.701466,1215.717106,1181.638906
CL(14:0_18:2_18:3_20:1)-2H+3Na,1491.925896,1263.717096,1211.685816,1213.701456,1181.638896
CL(14:0_18:2_18:3_20:2)-2H+3Na,1489.910246,1261.701446,1209.670166,1211.685806,1181.638886
CL(14:0_18:2_18:3_20:3)-2H+3Na,1487.894596,1259.685796,1207.654516,1209.670156,1181.638876
CL(14:0_18:2_18:3_20:4)-2H+3Na,1485.878946,1257.670146,1205.638866,1207.654506,1181.638866
CL(14:0_18:2_18:3_22:0)-2H+3Na,1521.972846,1293.764046,1241.732766,1243.748406,1181.638926
CL(14:0_18:2_18:3_22:5)-2H+3Na,1511.894596,1283.685796,1231.654516,1233.670156,1181.638876
CL(14:0_18:2_18:3_22:6)-2H+3Na,1509.878946,1281.670146,1229.638866,1231.654506,1181.638866
CL(14:0_18:2_20:0_20:0)-2H+3Na,1528.019797,1299.810997,1247.779717,1215.717157,1215.717157
CL(14:0_18:2_20:0_20:1)-2H+3Na,1526.004146,1297.795346,1245.764066,1213.701506,1215.717146
CL(14:0_18:2_20:0_20:2)-2H+3Na,1523.988496,1295.779696,1243.748416,1211.685856,1215.717136
CL(14:0_18:2_20:0_20:3)-2H+3Na,1521.972846,1293.764046,1241.732766,1209.670206,1215.717126
CL(14:0_18:2_20:0_20:4)-2H+3Na,1519.957196,1291.748396,1239.717116,1207.654556,1215.717116
