Cer-NS,[M+HCO2]-,[M-H]-,[M-CO-H]-,[M-CO-3H]-,[M-CO-O-3H]-,[FA+NCCO-3H]-,[FA+NCCO-O-3H]-,[Sph-N-O-5H]-,[FA+N-H]-,[Sph-NCC-3H]-,[FA-3H]-
Cer-NS(d14:3/30:2)+HCO2,714.6036,668.5982,638.5876,636.572,620.577,488.4468,472.4518,203.1441,446.4367,177.1285,429.4102
Cer-NS(d14:3/31:0)+HCO2,732.6506,686.6451,656.6346,654.6189,638.624,506.4937,490.4988,203.1441,464.4837,177.1285,447.4572
Cer-NS(d14:3/31:1)+HCO2,730.6349,684.6295,654.6189,652.6033,636.6083,504.4781,488.4832,203.1441,462.468,177.1285,445.4415
Cer-NS(d14:3/32:0)+HCO2,746.6663,700.6608,670.6502,668.6346,652.6396,520.5094,504.5144,203.1441,478.4993,177.1285,461.4728
Cer-NS(d14:3/32:1)+HCO2,744.6506,698.6451,668.6346,666.6189,650.624,518.4937,502.4988,203.1441,476.4837,177.1285,459.4572
Cer-NS(d14:3/32:2)+HCO2,742.6349,696.6295,666.6189,664.6033,648.6083,516.4781,500.4832,203.1441,474.468,177.1285,457.4415
Cer-NS(d14:3/33:0)+HCO2,760.6819,714.6765,684.6658,682.6502,666.6553,534.525,518.5301,203.1441,492.515,177.1285,475.4884
Cer-NS(d14:3/33:1)+HCO2,758.6663,712.6608,682.6502,680.6346,664.6396,532.5094,516.5145,203.1441,490.4993,177.1285,473.4728
Cer-NS(d14:3/34:0)+HCO2,774.6976,728.6921,698.6815,696.6658,680.671,548.5406,532.5458,203.1441,506.5306,177.1285,489.5041
Cer-NS(d14:3/34:1)+HCO2,772.6819,726.6765,696.6658,694.6502,678.6553,546.525,530.5301,203.1441,504.515,177.1285,487.4884
Cer-NS(d14:3/34:2)+HCO2,770.6663,724.6608,694.6502,692.6346,676.6396,544.5094,528.5145,203.1441,502.4993,177.1285,485.4728
Cer-NS(d14:3/35:0)+HCO2,788.7132,742.7077,712.6971,710.6815,694.6866,562.5563,546.5614,203.1441,520.5463,177.1285,503.5197
Cer-NS(d14:3/35:1)+HCO2,786.6976,740.6921,710.6815,708.6658,692.671,560.5406,544.5458,203.1441,518.5306,177.1285,501.5041
Cer-NS(d14:3/36:0)+HCO2,802.7288,756.7234,726.7128,724.6971,708.7023,576.572,560.577,203.1441,534.562,177.1285,517.5354
Cer-NS(d14:3/36:1)+HCO2,800.7132,754.7077,724.6971,722.6815,706.6866,574.5563,558.5614,203.1441,532.5463,177.1285,515.5197
Cer-NS(d14:3/36:2)+HCO2,798.6976,752.6921,722.6815,720.6658,704.671,572.5406,556.5458,203.1441,530.5306,177.1285,513.5041
Cer-NS(d14:3/38:0)+HCO2,830.7601,784.7547,754.7441,752.7285,736.7335,604.6033,588.6083,203.1441,562.5933,177.1285,545.5667
Cer-NS(d14:3/38:1)+HCO2,828.7445,782.739,752.7285,750.7128,734.7179,602.5876,586.5927,203.1441,560.5776,177.1285,543.551
Cer-NS(d14:3/38:2)+HCO2,826.7288,780.7234,750.7128,748.6971,732.7023,600.572,584.577,203.1441,558.562,177.1285,541.5354
Cer-NS(d14:3/40:0)+HCO2,858.7914,812.7859,782.7754,780.7598,764.7648,632.6346,616.6396,203.1441,590.6245,177.1285,573.598
Cer-NS(d14:3/40:1)+HCO2,856.7758,810.7703,780.7598,778.7441,762.7492,630.6189,614.624,203.1441,588.6089,177.1285,571.5823
Cer-NS(d14:3/40:2)+HCO2,854.7601,808.7547,778.7441,776.7285,760.7335,628.6033,612.6083,203.1441,586.5933,177.1285,569.5667
Cer-NS(d14:3/42:0)+HCO2,886.8228,840.8173,810.8067,808.7911,792.7961,660.6659,644.671,203.1441,618.6558,177.1285,601.6293
Cer-NS(d14:3/42:1)+HCO2,884.8071,838.8016,808.7911,806.7754,790.7805,658.6502,642.6553,203.1441,616.6402,177.1285,599.6136
Cer-NS(d14:3/42:2)+HCO2,882.7914,836.7859,806.7754,804.7598,788.7648,656.6346,640.6396,203.1441,614.6245,177.1285,597.598
Cer-NS(d15:1/12:0)+HCO2,484.4002,438.3947,408.3842,406.3685,390.3736,240.1964,224.2014,221.1911,198.1863,195.1754,181.1598
Cer-NS(d15:1/12:1)+HCO2,482.3846,436.3791,406.3685,404.3528,388.3579,238.1807,222.1858,221.1911,196.1707,195.1754,179.1441
Cer-NS(d15:1/13:0)+HCO2,498.4159,452.4104,422.3998,420.3842,404.3892,254.212,238.2171,221.1911,212.202,195.1754,195.1754
Cer-NS(d15:1/13:1)+HCO2,496.4002,450.3947,420.3842,418.3685,402.3736,252.1964,236.2014,221.1911,210.1863,195.1754,193.1598
Cer-NS(d15:1/14:0)+HCO2,512.4315,466.426,436.4154,434.3998,418.4049,268.2277,252.2328,221.1911,226.2176,195.1754,209.1911
Cer-NS(d15:1/14:1)+HCO2,510.4159,464.4104,434.3998,432.3842,416.3892,266.212,250.2171,221.1911,224.202,195.1754,207.1754
Cer-NS(d15:1/15:0)+HCO2,526.4471,480.4417,450.4311,448.4154,432.4205,282.2433,266.2484,221.1911,240.2333,195.1754,223.2067
Cer-NS(d15:1/15:1)+HCO2,524.4315,478.426,448.4154,446.3998,430.4049,280.2277,264.2328,221.1911,238.2176,195.1754,221.1911
Cer-NS(d15:1/16:0)+HCO2,540.4628,494.4573,464.4467,462.4311,446.4362,296.259,280.264,221.1911,254.2489,195.1754,237.2224
Cer-NS(d15:1/16:1)+HCO2,538.4471,492.4417,462.4311,460.4154,444.4205,294.2433,278.2484,221.1911,252.2333,195.1754,235.2067
Cer-NS(d15:1/16:2)+HCO2,536.4315,490.426,460.4154,458.3998,442.4049,292.2277,276.2328,221.1911,250.2176,195.1754,233.1911
Cer-NS(d15:1/17:0)+HCO2,554.4785,508.473,478.4624,476.4467,460.4518,310.2746,294.2797,221.1911,268.2646,195.1754,251.238
Cer-NS(d15:1/18:0)+HCO2,568.4941,522.4886,492.4781,490.4624,474.4675,324.2903,308.2953,221.1911,282.2802,195.1754,265.2537
Cer-NS(d15:1/18:1)+HCO2,566.4785,520.473,490.4624,488.4467,472.4518,322.2746,306.2797,221.1911,280.2646,195.1754,263.238
Cer-NS(d15:1/18:2)+HCO2,564.4628,518.4573,488.4467,486.4311,470.4362,320.259,304.264,221.1911,278.2489,195.1754,261.2224
Cer-NS(d15:1/19:0)+HCO2,582.5098,536.5043,506.4937,504.4781,488.4832,338.3059,322.311,221.1911,296.2959,195.1754,279.2693
Cer-NS(d15:1/19:1)+HCO2,580.4941,534.4886,504.4781,502.4624,486.4675,336.2903,320.2953,221.1911,294.2802,195.1754,277.2537
Cer-NS(d15:1/20:0)+HCO2,596.5254,550.52,520.5093,518.4937,502.4988,352.3216,336.3267,221.1911,310.3116,195.1754,293.285
Cer-NS(d15:1/20:1)+HCO2,594.5098,548.5043,518.4937,516.4781,500.4832,350.3059,334.311,221.1911,308.2959,195.1754,291.2693
Cer-NS(d15:1/20:2)+HCO2,592.4941,546.4886,516.478,514.4624,498.4675,348.2903,332.2953,221.1911,306.2802,195.1754,289.2537
Cer-NS(d15:1/21:0)+HCO2,610.5411,564.5356,534.525,532.5093,516.5145,366.3372,350.3423,221.1911,324.3272,195.1754,307.3006
Cer-NS(d15:1/21:1)+HCO2,608.5254,562.52,532.5093,530.4937,514.4988,364.3216,348.3267,221.1911,322.3116,195.1754,305.285
Cer-NS(d15:1/22:0)+HCO2,624.5567,578.5512,548.5406,546.525,530.5301,380.3529,364.3579,221.1911,338.3428,195.1754,321.3163
Cer-NS(d15:1/22:1)+HCO2,622.5411,576.5356,546.525,544.5093,528.5145,378.3372,362.3423,221.1911,336.3272,195.1754,319.3006
Cer-NS(d15:1/22:2)+HCO2,620.5254,574.52,544.5093,542.4937,526.4988,376.3216,360.3267,221.1911,334.3116,195.1754,317.285
Cer-NS(d15:1/23:0)+HCO2,638.5723,592.5669,562.5563,560.5406,544.5457,394.3685,378.3736,221.1911,352.3585,195.1754,335.3319
Cer-NS(d15:1/23:1)+HCO2,636.5567,590.5512,560.5406,558.525,542.5301,392.3529,376.3579,221.1911,350.3428,195.1754,333.3163
Cer-NS(d15:1/24:0)+HCO2,652.588,606.5825,576.572,574.5563,558.5614,408.3842,392.3893,221.1911,366.3741,195.1754,349.3476
Cer-NS(d15:1/24:1)+HCO2,650.5723,604.5669,574.5563,572.5406,556.5457,406.3685,390.3736,221.1911,364.3585,195.1754,347.3319
Cer-NS(d15:1/24:2)+HCO2,648.5567,602.5512,572.5406,570.525,554.5301,404.3529,388.3579,221.1911,362.3428,195.1754,345.3163
Cer-NS(d15:1/25:0)+HCO2,666.6036,620.5982,590.5876,588.572,572.577,422.3998,406.4049,221.1911,380.3898,195.1754,363.3633
Cer-NS(d15:1/25:1)+HCO2,664.588,618.5825,588.572,586.5563,570.5614,420.3842,404.3893,221.1911,378.3741,195.1754,361.3476
Cer-NS(d15:1/26:0)+HCO2,680.6193,634.6138,604.6033,602.5876,586.5927,436.4155,420.4206,221.1911,394.4054,195.1754,377.3789
Cer-NS(d15:1/26:1)+HCO2,678.6036,632.5982,602.5876,600.572,584.577,434.3998,418.4049,221.1911,392.3898,195.1754,375.3633
Cer-NS(d15:1/26:2)+HCO2,676.588,630.5825,600.572,598.5563,582.5614,432.3842,416.3893,221.1911,390.3741,195.1754,373.3476
Cer-NS(d15:1/27:0)+HCO2,694.6349,648.6295,618.6189,616.6033,600.6083,450.4311,434.4362,221.1911,408.4211,195.1754,391.3945
Cer-NS(d15:1/27:1)+HCO2,692.6193,646.6138,616.6033,614.5876,598.5927,448.4155,432.4206,221.1911,406.4054,195.1754,389.3789
Cer-NS(d15:1/28:0)+HCO2,708.6506,662.6451,632.6346,630.6189,614.624,464.4468,448.4518,221.1911,422.4367,195.1754,405.4102
Cer-NS(d15:1/28:1)+HCO2,706.6349,660.6295,630.6189,628.6033,612.6083,462.4311,446.4362,221.1911,420.4211,195.1754,403.3945
Cer-NS(d15:1/28:2)+HCO2,704.6193,658.6138,628.6033,626.5876,610.5927,460.4155,444.4206,221.1911,418.4054,195.1754,401.3789
Cer-NS(d15:1/29:0)+HCO2,722.6663,676.6608,646.6502,644.6346,628.6396,478.4624,462.4675,221.1911,436.4524,195.1754,419.4258
Cer-NS(d15:1/29:1)+HCO2,720.6506,674.6451,644.6346,642.6189,626.624,476.4468,460.4518,221.1911,434.4367,195.1754,417.4102
Cer-NS(d15:1/30:0)+HCO2,736.6819,690.6765,660.6658,658.6502,642.6553,492.4781,476.4832,221.1911,450.468,195.1754,433.4415
Cer-NS(d15:1/30:1)+HCO2,734.6663,688.6608,658.6502,656.6346,640.6396,490.4624,474.4675,221.1911,448.4524,195.1754,431.4258
Cer-NS(d15:1/30:2)+HCO2,732.6506,686.6451,656.6346,654.6189,638.624,488.4468,472.4518,221.1911,446.4367,195.1754,429.4102
Cer-NS(d15:1/31:0)+HCO2,750.6976,704.6921,674.6815,672.6658,656.671,506.4937,490.4988,221.1911,464.4837,195.1754,447.4572
Cer-NS(d15:1/31:1)+HCO2,748.6819,702.6765,672.6658,670.6502,654.6553,504.4781,488.4832,221.1911,462.468,195.1754,445.4415
Cer-NS(d15:1/32:0)+HCO2,764.7132,718.7077,688.6971,686.6815,670.6866,520.5094,504.5144,221.1911,478.4993,195.1754,461.4728
Cer-NS(d15:1/32:1)+HCO2,762.6976,716.6921,686.6815,684.6658,668.671,518.4937,502.4988,221.1911,476.4837,195.1754,459.4572
Cer-NS(d15:1/32:2)+HCO2,760.6819,714.6765,684.6658,682.6502,666.6553,516.4781,500.4832,221.1911,474.468,195.1754,457.4415
Cer-NS(d15:1/33:0)+HCO2,778.7288,732.7234,702.7128,700.6971,684.7023,534.525,518.5301,221.1911,492.515,195.1754,475.4884
Cer-NS(d15:1/33:1)+HCO2,776.7132,730.7077,700.6971,698.6815,682.6866,532.5094,516.5145,221.1911,490.4993,195.1754,473.4728
Cer-NS(d15:1/34:0)+HCO2,792.7445,746.739,716.7285,714.7128,698.7179,548.5406,532.5458,221.1911,506.5306,195.1754,489.5041
Cer-NS(d15:1/34:1)+HCO2,790.7288,744.7234,714.7128,712.6971,696.7023,546.525,530.5301,221.1911,504.515,195.1754,487.4884
Cer-NS(d15:1/34:2)+HCO2,788.7132,742.7077,712.6971,710.6815,694.6866,544.5094,528.5145,221.1911,502.4993,195.1754,485.4728
Cer-NS(d15:1/35:0)+HCO2,806.7601,760.7547,730.7441,728.7285,712.7335,562.5563,546.5614,221.1911,520.5463,195.1754,503.5197
Cer-NS(d15:1/35:1)+HCO2,804.7445,758.739,728.7285,726.7128,710.7179,560.5406,544.5458,221.1911,518.5306,195.1754,501.5041
Cer-NS(d15:1/36:0)+HCO2,820.7758,774.7703,744.7598,742.7441,726.7492,576.572,560.577,221.1911,534.562,195.1754,517.5354
Cer-NS(d15:1/36:1)+HCO2,818.7601,772.7547,742.7441,740.7285,724.7335,574.5563,558.5614,221.1911,532.5463,195.1754,515.5197
Cer-NS(d15:1/36:2)+HCO2,816.7445,770.739,740.7285,738.7128,722.7179,572.5406,556.5458,221.1911,530.5306,195.1754,513.5041
Cer-NS(d15:1/38:0)+HCO2,848.8071,802.8016,772.7911,770.7754,754.7805,604.6033,588.6083,221.1911,562.5933,195.1754,545.5667
Cer-NS(d15:1/38:1)+HCO2,846.7914,800.7859,770.7754,768.7598,752.7648,602.5876,586.5927,221.1911,560.5776,195.1754,543.551
Cer-NS(d15:1/38:2)+HCO2,844.7758,798.7703,768.7598,766.7441,750.7492,600.572,584.577,221.1911,558.562,195.1754,541.5354
Cer-NS(d15:1/40:0)+HCO2,876.8384,830.8329,800.8224,798.8067,782.8118,632.6346,616.6396,221.1911,590.6245,195.1754,573.598
Cer-NS(d15:1/40:1)+HCO2,874.8228,828.8173,798.8067,796.7911,780.7961,630.6189,614.624,221.1911,588.6089,195.1754,571.5823
Cer-NS(d15:1/40:2)+HCO2,872.8071,826.8016,796.7911,794.7754,778.7805,628.6033,612.6083,221.1911,586.5933,195.1754,569.5667
Cer-NS(d15:1/42:0)+HCO2,904.8697,858.8643,828.8536,826.838,810.8431,660.6659,644.671,221.1911,618.6558,195.1754,601.6293
Cer-NS(d15:1/42:1)+HCO2,902.8541,856.8486,826.838,824.8224,808.8275,658.6502,642.6553,221.1911,616.6402,195.1754,599.6136
Cer-NS(d15:1/42:2)+HCO2,900.8384,854.8329,824.8224,822.8067,806.8118,656.6346,640.6396,221.1911,614.6245,195.1754,597.598
Cer-NS(d15:2/12:0)+HCO2,482.3846,436.3791,406.3685,404.3528,388.3579,240.1964,224.2014,219.1754,198.1863,193.1598,181.1598
Cer-NS(d15:2/12:1)+HCO2,480.3689,434.3634,404.3528,402.3372,386.3423,238.1807,222.1858,219.1754,196.1707,193.1598,179.1441
Cer-NS(d15:2/13:0)+HCO2,496.4002,450.3947,420.3842,418.3685,402.3736,254.212,238.2171,219.1754,212.202,193.1598,195.1754
Cer-NS(d15:2/13:1)+HCO2,494.3846,448.3791,418.3685,416.3528,400.3579,252.1964,236.2014,219.1754,210.1863,193.1598,193.1598
Cer-NS(d15:2/14:0)+HCO2,510.4159,464.4104,434.3998,432.3842,416.3892,268.2277,252.2328,219.1754,226.2176,193.1598,209.1911
Cer-NS(d15:2/14:1)+HCO2,508.4002,462.3947,432.3842,430.3685,414.3736,266.212,250.2171,219.1754,224.202,193.1598,207.1754
Cer-NS(d15:2/15:0)+HCO2,524.4315,478.426,448.4154,446.3998,430.4049,282.2433,266.2484,219.1754,240.2333,193.1598,223.2067
Cer-NS(d15:2/15:1)+HCO2,522.4158,476.4104,446.3998,444.3842,428.3892,280.2277,264.2328,219.1754,238.2176,193.1598,221.1911
Cer-NS(d15:2/16:0)+HCO2,538.4471,492.4417,462.4311,460.4154,444.4205,296.259,280.264,219.1754,254.2489,193.1598,237.2224
Cer-NS(d15:2/16:1)+HCO2,536.4315,490.426,460.4154,458.3998,442.4049,294.2433,278.2484,219.1754,252.2333,193.1598,235.2067
Cer-NS(d15:2/16:2)+HCO2,534.4158,488.4104,458.3998,456.3842,440.3892,292.2277,276.2328,219.1754,250.2176,193.1598,233.1911
Cer-NS(d15:2/17:0)+HCO2,552.4628,506.4573,476.4467,474.4311,458.4362,310.2746,294.2797,219.1754,268.2646,193.1598,251.238
Cer-NS(d15:2/18:0)+HCO2,566.4785,520.473,490.4624,488.4467,472.4518,324.2903,308.2953,219.1754,282.2802,193.1598,265.2537
Cer-NS(d15:2/18:1)+HCO2,564.4628,518.4573,488.4467,486.4311,470.4362,322.2746,306.2797,219.1754,280.2646,193.1598,263.238
Cer-NS(d15:2/18:2)+HCO2,562.4471,516.4417,486.4311,484.4154,468.4205,320.259,304.264,219.1754,278.2489,193.1598,261.2224
Cer-NS(d15:2/19:0)+HCO2,580.4941,534.4886,504.4781,502.4624,486.4675,338.3059,322.311,219.1754,296.2959,193.1598,279.2693
Cer-NS(d15:2/19:1)+HCO2,578.4785,532.473,502.4624,500.4467,484.4518,336.2903,320.2953,219.1754,294.2802,193.1598,277.2537
Cer-NS(d15:2/20:0)+HCO2,594.5098,548.5043,518.4937,516.4781,500.4832,352.3216,336.3267,219.1754,310.3116,193.1598,293.285
Cer-NS(d15:2/20:1)+HCO2,592.4941,546.4886,516.478,514.4624,498.4675,350.3059,334.311,219.1754,308.2959,193.1598,291.2693
Cer-NS(d15:2/20:2)+HCO2,590.4785,544.473,514.4624,512.4468,496.4518,348.2903,332.2953,219.1754,306.2802,193.1598,289.2537
Cer-NS(d15:2/21:0)+HCO2,608.5254,562.52,532.5093,530.4937,514.4988,366.3372,350.3423,219.1754,324.3272,193.1598,307.3006
Cer-NS(d15:2/21:1)+HCO2,606.5098,560.5043,530.4937,528.4781,512.4832,364.3216,348.3267,219.1754,322.3116,193.1598,305.285
Cer-NS(d15:2/22:0)+HCO2,622.5411,576.5356,546.525,544.5093,528.5145,380.3529,364.3579,219.1754,338.3428,193.1598,321.3163
Cer-NS(d15:2/22:1)+HCO2,620.5254,574.52,544.5093,542.4937,526.4988,378.3372,362.3423,219.1754,336.3272,193.1598,319.3006
Cer-NS(d15:2/22:2)+HCO2,618.5098,572.5043,542.4937,540.4781,524.4832,376.3216,360.3267,219.1754,334.3116,193.1598,317.285
Cer-NS(d15:2/23:0)+HCO2,636.5567,590.5512,560.5406,558.525,542.5301,394.3685,378.3736,219.1754,352.3585,193.1598,335.3319
Cer-NS(d15:2/23:1)+HCO2,634.5411,588.5356,558.525,556.5093,540.5145,392.3529,376.3579,219.1754,350.3428,193.1598,333.3163
Cer-NS(d15:2/24:0)+HCO2,650.5723,604.5669,574.5563,572.5406,556.5457,408.3842,392.3893,219.1754,366.3741,193.1598,349.3476
Cer-NS(d15:2/24:1)+HCO2,648.5567,602.5512,572.5406,570.525,554.5301,406.3685,390.3736,219.1754,364.3585,193.1598,347.3319
Cer-NS(d15:2/24:2)+HCO2,646.5411,600.5356,570.525,568.5093,552.5145,404.3529,388.3579,219.1754,362.3428,193.1598,345.3163
Cer-NS(d15:2/25:0)+HCO2,664.588,618.5825,588.572,586.5563,570.5614,422.3998,406.4049,219.1754,380.3898,193.1598,363.3633
Cer-NS(d15:2/25:1)+HCO2,662.5723,616.5669,586.5563,584.5406,568.5457,420.3842,404.3893,219.1754,378.3741,193.1598,361.3476
Cer-NS(d15:2/26:0)+HCO2,678.6036,632.5982,602.5876,600.572,584.577,436.4155,420.4206,219.1754,394.4054,193.1598,377.3789
Cer-NS(d15:2/26:1)+HCO2,676.588,630.5825,600.572,598.5563,582.5614,434.3998,418.4049,219.1754,392.3898,193.1598,375.3633
Cer-NS(d15:2/26:2)+HCO2,674.5723,628.5669,598.5563,596.5406,580.5457,432.3842,416.3893,219.1754,390.3741,193.1598,373.3476
Cer-NS(d15:2/27:0)+HCO2,692.6193,646.6138,616.6033,614.5876,598.5927,450.4311,434.4362,219.1754,408.4211,193.1598,391.3945
Cer-NS(d15:2/27:1)+HCO2,690.6036,644.5982,614.5876,612.572,596.577,448.4155,432.4206,219.1754,406.4054,193.1598,389.3789
Cer-NS(d15:2/28:0)+HCO2,706.6349,660.6295,630.6189,628.6033,612.6083,464.4468,448.4518,219.1754,422.4367,193.1598,405.4102
Cer-NS(d15:2/28:1)+HCO2,704.6193,658.6138,628.6033,626.5876,610.5927,462.4311,446.4362,219.1754,420.4211,193.1598,403.3945
Cer-NS(d15:2/28:2)+HCO2,702.6036,656.5982,626.5876,624.572,608.577,460.4155,444.4206,219.1754,418.4054,193.1598,401.3789
Cer-NS(d15:2/29:0)+HCO2,720.6506,674.6451,644.6346,642.6189,626.624,478.4624,462.4675,219.1754,436.4524,193.1598,419.4258
Cer-NS(d15:2/29:1)+HCO2,718.6349,672.6295,642.6189,640.6033,624.6083,476.4468,460.4518,219.1754,434.4367,193.1598,417.4102
Cer-NS(d15:2/30:0)+HCO2,734.6663,688.6608,658.6502,656.6346,640.6396,492.4781,476.4832,219.1754,450.468,193.1598,433.4415
Cer-NS(d15:2/30:1)+HCO2,732.6506,686.6451,656.6346,654.6189,638.624,490.4624,474.4675,219.1754,448.4524,193.1598,431.4258
Cer-NS(d15:2/30:2)+HCO2,730.6349,684.6295,654.6189,652.6033,636.6083,488.4468,472.4518,219.1754,446.4367,193.1598,429.4102
Cer-NS(d15:2/31:0)+HCO2,748.6819,702.6765,672.6658,670.6502,654.6553,506.4937,490.4988,219.1754,464.4837,193.1598,447.4572
Cer-NS(d15:2/31:1)+HCO2,746.6663,700.6608,670.6502,668.6346,652.6396,504.4781,488.4832,219.1754,462.468,193.1598,445.4415
Cer-NS(d15:2/32:0)+HCO2,762.6976,716.6921,686.6815,684.6658,668.671,520.5094,504.5144,219.1754,478.4993,193.1598,461.4728
Cer-NS(d15:2/32:1)+HCO2,760.6819,714.6765,684.6658,682.6502,666.6553,518.4937,502.4988,219.1754,476.4837,193.1598,459.4572
Cer-NS(d15:2/32:2)+HCO2,758.6663,712.6608,682.6502,680.6346,664.6396,516.4781,500.4832,219.1754,474.468,193.1598,457.4415
Cer-NS(d15:2/33:0)+HCO2,776.7132,730.7077,700.6971,698.6815,682.6866,534.525,518.5301,219.1754,492.515,193.1598,475.4884
Cer-NS(d15:2/33:1)+HCO2,774.6976,728.6921,698.6815,696.6658,680.671,532.5094,516.5145,219.1754,490.4993,193.1598,473.4728
Cer-NS(d15:2/34:0)+HCO2,790.7288,744.7234,714.7128,712.6971,696.7023,548.5406,532.5458,219.1754,506.5306,193.1598,489.5041
Cer-NS(d15:2/34:1)+HCO2,788.7132,742.7077,712.6971,710.6815,694.6866,546.525,530.5301,219.1754,504.515,193.1598,487.4884
Cer-NS(d15:2/34:2)+HCO2,786.6976,740.6921,710.6815,708.6658,692.671,544.5094,528.5145,219.1754,502.4993,193.1598,485.4728
Cer-NS(d15:2/35:0)+HCO2,804.7445,758.739,728.7285,726.7128,710.7179,562.5563,546.5614,219.1754,520.5463,193.1598,503.5197
Cer-NS(d15:2/35:1)+HCO2,802.7288,756.7234,726.7128,724.6971,708.7023,560.5406,544.5458,219.1754,518.5306,193.1598,501.5041
Cer-NS(d15:2/36:0)+HCO2,818.7601,772.7547,742.7441,740.7285,724.7335,576.572,560.577,219.1754,534.562,193.1598,517.5354
Cer-NS(d15:2/36:1)+HCO2,816.7445,770.739,740.7285,738.7128,722.7179,574.5563,558.5614,219.1754,532.5463,193.1598,515.5197
Cer-NS(d15:2/36:2)+HCO2,814.7288,768.7234,738.7128,736.6971,720.7023,572.5406,556.5458,219.1754,530.5306,193.1598,513.5041
Cer-NS(d15:2/38:0)+HCO2,846.7914,800.7859,770.7754,768.7598,752.7648,604.6033,588.6083,219.1754,562.5933,193.1598,545.5667
Cer-NS(d15:2/38:1)+HCO2,844.7758,798.7703,768.7598,766.7441,750.7492,602.5876,586.5927,219.1754,560.5776,193.1598,543.551
Cer-NS(d15:2/38:2)+HCO2,842.7601,796.7547,766.7441,764.7285,748.7335,600.572,584.577,219.1754,558.562,193.1598,541.5354
Cer-NS(d15:2/40:0)+HCO2,874.8228,828.8173,798.8067,796.7911,780.7961,632.6346,616.6396,219.1754,590.6245,193.1598,573.598
Cer-NS(d15:2/40:1)+HCO2,872.8071,826.8016,796.7911,794.7754,778.7805,630.6189,614.624,219.1754,588.6089,193.1598,571.5823
Cer-NS(d15:2/40:2)+HCO2,870.7914,824.7859,794.7754,792.7598,776.7648,628.6033,612.6083,219.1754,586.5933,193.1598,569.5667
Cer-NS(d15:2/42:0)+HCO2,902.8541,856.8486,826.838,824.8224,808.8275,660.6659,644.671,219.1754,618.6558,193.1598,601.6293
Cer-NS(d15:2/42:1)+HCO2,900.8384,854.8329,824.8224,822.8067,806.8118,658.6502,642.6553,219.1754,616.6402,193.1598,599.6136
Cer-NS(d15:2/42:2)+HCO2,898.8228,852.8173,822.8067,820.7911,804.7961,656.6346,640.6396,219.1754,614.6245,193.1598,597.598
Cer-NS(d15:3/12:0)+HCO2,480.3689,434.3634,404.3528,402.3372,386.3423,240.1964,224.2014,217.1598,198.1863,191.1441,181.1598
Cer-NS(d15:3/12:1)+HCO2,478.3532,432.3478,402.3372,400.3216,384.3266,238.1807,222.1858,217.1598,196.1707,191.1441,179.1441
Cer-NS(d15:3/13:0)+HCO2,494.3846,448.3791,418.3685,416.3528,400.3579,254.212,238.2171,217.1598,212.202,191.1441,195.1754
Cer-NS(d15:3/13:1)+HCO2,492.3689,446.3634,416.3528,414.3372,398.3423,252.1964,236.2014,217.1598,210.1863,191.1441,193.1598
Cer-NS(d15:3/14:0)+HCO2,508.4002,462.3947,432.3842,430.3685,414.3736,268.2277,252.2328,217.1598,226.2176,191.1441,209.1911
Cer-NS(d15:3/14:1)+HCO2,506.3846,460.3791,430.3685,428.3528,412.3579,266.212,250.2171,217.1598,224.202,191.1441,207.1754
Cer-NS(d15:3/15:0)+HCO2,522.4158,476.4104,446.3998,444.3842,428.3892,282.2433,266.2484,217.1598,240.2333,191.1441,223.2067
Cer-NS(d15:3/15:1)+HCO2,520.4002,474.3947,444.3842,442.3685,426.3736,280.2277,264.2328,217.1598,238.2176,191.1441,221.1911
Cer-NS(d15:3/16:0)+HCO2,536.4315,490.426,460.4154,458.3998,442.4049,296.259,280.264,217.1598,254.2489,191.1441,237.2224
Cer-NS(d15:3/16:1)+HCO2,534.4158,488.4104,458.3998,456.3842,440.3892,294.2433,278.2484,217.1598,252.2333,191.1441,235.2067
Cer-NS(d15:3/16:2)+HCO2,532.4002,486.3947,456.3842,454.3685,438.3736,292.2277,276.2328,217.1598,250.2176,191.1441,233.1911
Cer-NS(d15:3/17:0)+HCO2,550.4471,504.4417,474.4311,472.4154,456.4205,310.2746,294.2797,217.1598,268.2646,191.1441,251.238
Cer-NS(d15:3/18:0)+HCO2,564.4628,518.4573,488.4467,486.4311,470.4362,324.2903,308.2953,217.1598,282.2802,191.1441,265.2537
Cer-NS(d15:3/18:1)+HCO2,562.4471,516.4417,486.4311,484.4154,468.4205,322.2746,306.2797,217.1598,280.2646,191.1441,263.238
Cer-NS(d15:3/18:2)+HCO2,560.4315,514.426,484.4154,482.3998,466.4049,320.259,304.264,217.1598,278.2489,191.1441,261.2224
Cer-NS(d15:3/19:0)+HCO2,578.4785,532.473,502.4624,500.4467,484.4518,338.3059,322.311,217.1598,296.2959,191.1441,279.2693
Cer-NS(d15:3/19:1)+HCO2,576.4628,530.4573,500.4467,498.4311,482.4362,336.2903,320.2953,217.1598,294.2802,191.1441,277.2537
Cer-NS(d15:3/20:0)+HCO2,592.4941,546.4886,516.478,514.4624,498.4675,352.3216,336.3267,217.1598,310.3116,191.1441,293.285
Cer-NS(d15:3/20:1)+HCO2,590.4785,544.473,514.4624,512.4468,496.4518,350.3059,334.311,217.1598,308.2959,191.1441,291.2693
