Cer-EOS,[M-H]-,NL of EFA,[FAA+C2H2-H]-,[EFA-H]-,[FAA-H]-,[Sph-C2H8NO]-
Cer-EOS(d27:1/32:1-O-19:0)-H,1181.151,900.8748,518.4943,297.2799,492.4786,363.3633
Cer-EOS(d27:1/32:2-O-19:0)-H,1179.136,898.8591,516.4786,297.2799,490.463,363.3633
Cer-EOS(d27:1/33:0-O-19:0)-H,1197.183,916.9061,534.5256,297.2799,508.5099,363.3633
Cer-EOS(d27:1/33:1-O-19:0)-H,1195.167,914.8904,532.5099,297.2799,506.4943,363.3633
Cer-EOS(d27:1/34:0-O-19:0)-H,1211.198,930.9218,548.5412,297.2799,522.5256,363.3633
Cer-EOS(d27:1/34:1-O-19:0)-H,1209.183,928.9061,546.5256,297.2799,520.5099,363.3633
Cer-EOS(d27:1/34:2-O-19:0)-H,1207.167,926.8904,544.5099,297.2799,518.4943,363.3633
Cer-EOS(d27:1/35:0-O-19:0)-H,1225.214,944.9374,562.5569,297.2799,536.5412,363.3633
Cer-EOS(d27:1/35:1-O-19:0)-H,1223.198,942.9218,560.5412,297.2799,534.5256,363.3633
Cer-EOS(d27:1/36:0-O-19:0)-H,1239.23,958.9531,576.5725,297.2799,550.5569,363.3633
Cer-EOS(d27:1/36:1-O-19:0)-H,1237.214,956.9374,574.5569,297.2799,548.5412,363.3633
Cer-EOS(d27:1/36:2-O-19:0)-H,1235.198,954.9218,572.5412,297.2799,546.5256,363.3633
Cer-EOS(d27:1/38:0-O-19:0)-H,1267.261,986.9843,604.6038,297.2799,578.5881,363.3633
Cer-EOS(d27:1/38:1-O-19:0)-H,1265.245,984.9687,602.5881,297.2799,576.5725,363.3633
Cer-EOS(d27:1/38:2-O-19:0)-H,1263.23,982.9531,600.5725,297.2799,574.5569,363.3633
Cer-EOS(d27:1/40:0-O-19:0)-H,1295.292,1015.016,632.6351,297.2799,606.6194,363.3633
Cer-EOS(d27:1/40:1-O-19:0)-H,1293.277,1013,630.6194,297.2799,604.6038,363.3633
Cer-EOS(d27:1/40:2-O-19:0)-H,1291.261,1010.984,628.6038,297.2799,602.5881,363.3633
Cer-EOS(d27:1/42:0-O-19:0)-H,1323.324,1043.047,660.6664,297.2799,634.6508,363.3633
Cer-EOS(d27:1/42:1-O-19:0)-H,1321.308,1041.031,658.6508,297.2799,632.6351,363.3633
Cer-EOS(d27:1/42:2-O-19:0)-H,1319.292,1039.016,656.6351,297.2799,630.6194,363.3633
Cer-EOS(d27:1/12:0-O-19:1)-H,900.8384,622.5775,240.1969,295.2643,214.1813,363.3633
Cer-EOS(d27:1/12:1-O-19:1)-H,898.8228,620.5618,238.1813,295.2643,212.1656,363.3633
Cer-EOS(d27:1/13:0-O-19:1)-H,914.8541,636.5931,254.2126,295.2643,228.1969,363.3633
Cer-EOS(d27:1/13:1-O-19:1)-H,912.8384,634.5775,252.1969,295.2643,226.1813,363.3633
Cer-EOS(d27:1/14:0-O-19:1)-H,928.8697,650.6088,268.2282,295.2643,242.2126,363.3633
Cer-EOS(d27:1/14:1-O-19:1)-H,926.8541,648.5931,266.2126,295.2643,240.1969,363.3633
Cer-EOS(d27:1/15:0-O-19:1)-H,942.8854,664.6244,282.2439,295.2643,256.2282,363.3633
Cer-EOS(d27:1/15:1-O-19:1)-H,940.8697,662.6088,280.2282,295.2643,254.2126,363.3633
Cer-EOS(d27:1/16:0-O-19:1)-H,956.901,678.64,296.2595,295.2643,270.2439,363.3633
Cer-EOS(d27:1/16:1-O-19:1)-H,954.8854,676.6244,294.2439,295.2643,268.2282,363.3633
Cer-EOS(d27:1/16:2-O-19:1)-H,952.8697,674.6088,292.2282,295.2643,266.2126,363.3633
Cer-EOS(d27:1/17:0-O-19:1)-H,970.9167,692.6557,310.2751,295.2643,284.2595,363.3633
Cer-EOS(d27:1/18:0-O-19:1)-H,984.9323,706.6713,324.2908,295.2643,298.2751,363.3633
Cer-EOS(d27:1/18:1-O-19:1)-H,982.9167,704.6557,322.2751,295.2643,296.2595,363.3633
Cer-EOS(d27:1/18:2-O-19:1)-H,980.901,702.64,320.2595,295.2643,294.2439,363.3633
Cer-EOS(d27:1/19:0-O-19:1)-H,998.9479,720.687,338.3065,295.2643,312.2908,363.3633
Cer-EOS(d27:1/19:1-O-19:1)-H,996.9323,718.6713,336.2908,295.2643,310.2751,363.3633
Cer-EOS(d27:1/20:0-O-19:1)-H,1012.964,734.7026,352.3221,295.2643,326.3065,363.3633
Cer-EOS(d27:1/20:1-O-19:1)-H,1010.948,732.687,350.3065,295.2643,324.2908,363.3633
Cer-EOS(d27:1/20:2-O-19:1)-H,1008.932,730.6713,348.2908,295.2643,322.2751,363.3633
Cer-EOS(d27:1/21:0-O-19:1)-H,1026.979,748.7183,366.3378,295.2643,340.3221,363.3633
Cer-EOS(d27:1/21:1-O-19:1)-H,1024.964,746.7026,364.3221,295.2643,338.3065,363.3633
Cer-EOS(d27:1/22:0-O-19:1)-H,1040.995,762.7339,380.3534,295.2643,354.3378,363.3633
Cer-EOS(d27:1/22:1-O-19:1)-H,1038.979,760.7183,378.3378,295.2643,352.3221,363.3633
Cer-EOS(d27:1/22:2-O-19:1)-H,1036.964,758.7026,376.3221,295.2643,350.3065,363.3633
Cer-EOS(d27:1/23:0-O-19:1)-H,1055.011,776.7496,394.369,295.2643,368.3534,363.3633
Cer-EOS(d27:1/23:1-O-19:1)-H,1052.995,774.7339,392.3534,295.2643,366.3378,363.3633
Cer-EOS(d27:1/24:0-O-19:1)-H,1069.026,790.7653,408.3847,295.2643,382.369,363.3633
Cer-EOS(d27:1/24:1-O-19:1)-H,1067.011,788.7496,406.369,295.2643,380.3534,363.3633
Cer-EOS(d27:1/24:2-O-19:1)-H,1064.995,786.7339,404.3534,295.2643,378.3378,363.3633
Cer-EOS(d27:1/25:0-O-19:1)-H,1083.042,804.7809,422.4004,295.2643,396.3847,363.3633
Cer-EOS(d27:1/25:1-O-19:1)-H,1081.026,802.7653,420.3847,295.2643,394.369,363.3633
Cer-EOS(d27:1/26:0-O-19:1)-H,1097.057,818.7966,436.416,295.2643,410.4004,363.3633
Cer-EOS(d27:1/26:1-O-19:1)-H,1095.042,816.7809,434.4004,295.2643,408.3847,363.3633
Cer-EOS(d27:1/26:2-O-19:1)-H,1093.026,814.7653,432.3847,295.2643,406.369,363.3633
Cer-EOS(d27:1/27:0-O-19:1)-H,1111.073,832.8122,450.4317,295.2643,424.416,363.3633
Cer-EOS(d27:1/27:1-O-19:1)-H,1109.057,830.7966,448.416,295.2643,422.4004,363.3633
Cer-EOS(d27:1/28:0-O-19:1)-H,1125.089,846.8278,464.4473,295.2643,438.4317,363.3633
Cer-EOS(d27:1/28:1-O-19:1)-H,1123.073,844.8122,462.4317,295.2643,436.416,363.3633
Cer-EOS(d27:1/28:2-O-19:1)-H,1121.057,842.7966,460.416,295.2643,434.4004,363.3633
Cer-EOS(d27:1/29:0-O-19:1)-H,1139.104,860.8435,478.463,295.2643,452.4473,363.3633
Cer-EOS(d27:1/29:1-O-19:1)-H,1137.089,858.8278,476.4473,295.2643,450.4317,363.3633
Cer-EOS(d27:1/30:0-O-19:1)-H,1153.12,874.8591,492.4786,295.2643,466.463,363.3633
Cer-EOS(d27:1/30:1-O-19:1)-H,1151.104,872.8435,490.463,295.2643,464.4473,363.3633
Cer-EOS(d27:1/30:2-O-19:1)-H,1149.089,870.8278,488.4473,295.2643,462.4317,363.3633
Cer-EOS(d27:1/31:0-O-19:1)-H,1167.136,888.8748,506.4943,295.2643,480.4786,363.3633
Cer-EOS(d27:1/31:1-O-19:1)-H,1165.12,886.8591,504.4786,295.2643,478.463,363.3633
Cer-EOS(d27:1/32:0-O-19:1)-H,1181.151,902.8904,520.5099,295.2643,494.4943,363.3633
Cer-EOS(d27:1/32:1-O-19:1)-H,1179.136,900.8748,518.4943,295.2643,492.4786,363.3633
Cer-EOS(d27:1/32:2-O-19:1)-H,1177.12,898.8591,516.4786,295.2643,490.463,363.3633
Cer-EOS(d27:1/33:0-O-19:1)-H,1195.167,916.9061,534.5256,295.2643,508.5099,363.3633
Cer-EOS(d27:1/33:1-O-19:1)-H,1193.151,914.8904,532.5099,295.2643,506.4943,363.3633
Cer-EOS(d27:1/34:0-O-19:1)-H,1209.183,930.9218,548.5412,295.2643,522.5256,363.3633
Cer-EOS(d27:1/34:1-O-19:1)-H,1207.167,928.9061,546.5256,295.2643,520.5099,363.3633
Cer-EOS(d27:1/34:2-O-19:1)-H,1205.151,926.8904,544.5099,295.2643,518.4943,363.3633
Cer-EOS(d27:1/35:0-O-19:1)-H,1223.198,944.9374,562.5569,295.2643,536.5412,363.3633
Cer-EOS(d27:1/35:1-O-19:1)-H,1221.183,942.9218,560.5412,295.2643,534.5256,363.3633
Cer-EOS(d27:1/36:0-O-19:1)-H,1237.214,958.9531,576.5725,295.2643,550.5569,363.3633
Cer-EOS(d27:1/36:1-O-19:1)-H,1235.198,956.9374,574.5569,295.2643,548.5412,363.3633
Cer-EOS(d27:1/36:2-O-19:1)-H,1233.183,954.9218,572.5412,295.2643,546.5256,363.3633
Cer-EOS(d27:1/38:0-O-19:1)-H,1265.245,986.9843,604.6038,295.2643,578.5881,363.3633
Cer-EOS(d27:1/38:1-O-19:1)-H,1263.23,984.9687,602.5881,295.2643,576.5725,363.3633
Cer-EOS(d27:1/38:2-O-19:1)-H,1261.214,982.9531,600.5725,295.2643,574.5569,363.3633
Cer-EOS(d27:1/40:0-O-19:1)-H,1293.277,1015.016,632.6351,295.2643,606.6194,363.3633
Cer-EOS(d27:1/40:1-O-19:1)-H,1291.261,1013,630.6194,295.2643,604.6038,363.3633
Cer-EOS(d27:1/40:2-O-19:1)-H,1289.245,1010.984,628.6038,295.2643,602.5881,363.3633
Cer-EOS(d27:1/42:0-O-19:1)-H,1321.308,1043.047,660.6664,295.2643,634.6508,363.3633
Cer-EOS(d27:1/42:1-O-19:1)-H,1319.292,1041.031,658.6508,295.2643,632.6351,363.3633
Cer-EOS(d27:1/42:2-O-19:1)-H,1317.277,1039.016,656.6351,295.2643,630.6194,363.3633
Cer-EOS(d27:1/12:0-O-19:2)-H,898.8228,622.5775,240.1969,293.2486,214.1813,363.3633
Cer-EOS(d27:1/12:1-O-19:2)-H,896.8071,620.5618,238.1813,293.2486,212.1656,363.3633
Cer-EOS(d27:1/13:0-O-19:2)-H,912.8384,636.5931,254.2126,293.2486,228.1969,363.3633
Cer-EOS(d27:1/13:1-O-19:2)-H,910.8228,634.5775,252.1969,293.2486,226.1813,363.3633
Cer-EOS(d27:1/14:0-O-19:2)-H,926.8541,650.6088,268.2282,293.2486,242.2126,363.3633
Cer-EOS(d27:1/14:1-O-19:2)-H,924.8384,648.5931,266.2126,293.2486,240.1969,363.3633
Cer-EOS(d27:1/15:0-O-19:2)-H,940.8697,664.6244,282.2439,293.2486,256.2282,363.3633
Cer-EOS(d27:1/15:1-O-19:2)-H,938.8541,662.6088,280.2282,293.2486,254.2126,363.3633
Cer-EOS(d27:1/16:0-O-19:2)-H,954.8854,678.64,296.2595,293.2486,270.2439,363.3633
Cer-EOS(d27:1/16:1-O-19:2)-H,952.8697,676.6244,294.2439,293.2486,268.2282,363.3633
Cer-EOS(d27:1/16:2-O-19:2)-H,950.8541,674.6088,292.2282,293.2486,266.2126,363.3633
Cer-EOS(d27:1/17:0-O-19:2)-H,968.901,692.6557,310.2751,293.2486,284.2595,363.3633
Cer-EOS(d27:1/18:0-O-19:2)-H,982.9167,706.6713,324.2908,293.2486,298.2751,363.3633
Cer-EOS(d27:1/18:1-O-19:2)-H,980.901,704.6557,322.2751,293.2486,296.2595,363.3633
Cer-EOS(d27:1/18:2-O-19:2)-H,978.8854,702.64,320.2595,293.2486,294.2439,363.3633
Cer-EOS(d27:1/19:0-O-19:2)-H,996.9323,720.687,338.3065,293.2486,312.2908,363.3633
Cer-EOS(d27:1/19:1-O-19:2)-H,994.9167,718.6713,336.2908,293.2486,310.2751,363.3633
Cer-EOS(d27:1/20:0-O-19:2)-H,1010.948,734.7026,352.3221,293.2486,326.3065,363.3633
Cer-EOS(d27:1/20:1-O-19:2)-H,1008.932,732.687,350.3065,293.2486,324.2908,363.3633
Cer-EOS(d27:1/20:2-O-19:2)-H,1006.917,730.6713,348.2908,293.2486,322.2751,363.3633
Cer-EOS(d27:1/21:0-O-19:2)-H,1024.964,748.7183,366.3378,293.2486,340.3221,363.3633
Cer-EOS(d27:1/21:1-O-19:2)-H,1022.948,746.7026,364.3221,293.2486,338.3065,363.3633
Cer-EOS(d27:1/22:0-O-19:2)-H,1038.979,762.7339,380.3534,293.2486,354.3378,363.3633
Cer-EOS(d27:1/22:1-O-19:2)-H,1036.964,760.7183,378.3378,293.2486,352.3221,363.3633
Cer-EOS(d27:1/22:2-O-19:2)-H,1034.948,758.7026,376.3221,293.2486,350.3065,363.3633
Cer-EOS(d27:1/23:0-O-19:2)-H,1052.995,776.7496,394.369,293.2486,368.3534,363.3633
Cer-EOS(d27:1/23:1-O-19:2)-H,1050.979,774.7339,392.3534,293.2486,366.3378,363.3633
Cer-EOS(d27:1/24:0-O-19:2)-H,1067.011,790.7653,408.3847,293.2486,382.369,363.3633
Cer-EOS(d27:1/24:1-O-19:2)-H,1064.995,788.7496,406.369,293.2486,380.3534,363.3633
Cer-EOS(d27:1/24:2-O-19:2)-H,1062.979,786.7339,404.3534,293.2486,378.3378,363.3633
Cer-EOS(d27:1/25:0-O-19:2)-H,1081.026,804.7809,422.4004,293.2486,396.3847,363.3633
Cer-EOS(d27:1/25:1-O-19:2)-H,1079.011,802.7653,420.3847,293.2486,394.369,363.3633
Cer-EOS(d27:1/26:0-O-19:2)-H,1095.042,818.7966,436.416,293.2486,410.4004,363.3633
Cer-EOS(d27:1/26:1-O-19:2)-H,1093.026,816.7809,434.4004,293.2486,408.3847,363.3633
Cer-EOS(d27:1/26:2-O-19:2)-H,1091.011,814.7653,432.3847,293.2486,406.369,363.3633
Cer-EOS(d27:1/27:0-O-19:2)-H,1109.057,832.8122,450.4317,293.2486,424.416,363.3633
Cer-EOS(d27:1/27:1-O-19:2)-H,1107.042,830.7966,448.416,293.2486,422.4004,363.3633
Cer-EOS(d27:1/28:0-O-19:2)-H,1123.073,846.8278,464.4473,293.2486,438.4317,363.3633
Cer-EOS(d27:1/28:1-O-19:2)-H,1121.057,844.8122,462.4317,293.2486,436.416,363.3633
Cer-EOS(d27:1/28:2-O-19:2)-H,1119.042,842.7966,460.416,293.2486,434.4004,363.3633
Cer-EOS(d27:1/29:0-O-19:2)-H,1137.089,860.8435,478.463,293.2486,452.4473,363.3633
Cer-EOS(d27:1/29:1-O-19:2)-H,1135.073,858.8278,476.4473,293.2486,450.4317,363.3633
Cer-EOS(d27:1/30:0-O-19:2)-H,1151.104,874.8591,492.4786,293.2486,466.463,363.3633
Cer-EOS(d27:1/30:1-O-19:2)-H,1149.089,872.8435,490.463,293.2486,464.4473,363.3633
Cer-EOS(d27:1/30:2-O-19:2)-H,1147.073,870.8278,488.4473,293.2486,462.4317,363.3633
Cer-EOS(d27:1/31:0-O-19:2)-H,1165.12,888.8748,506.4943,293.2486,480.4786,363.3633
Cer-EOS(d27:1/31:1-O-19:2)-H,1163.104,886.8591,504.4786,293.2486,478.463,363.3633
Cer-EOS(d27:1/32:0-O-19:2)-H,1179.136,902.8904,520.5099,293.2486,494.4943,363.3633
Cer-EOS(d27:1/32:1-O-19:2)-H,1177.12,900.8748,518.4943,293.2486,492.4786,363.3633
Cer-EOS(d27:1/32:2-O-19:2)-H,1175.104,898.8591,516.4786,293.2486,490.463,363.3633
Cer-EOS(d27:1/33:0-O-19:2)-H,1193.151,916.9061,534.5256,293.2486,508.5099,363.3633
Cer-EOS(d27:1/33:1-O-19:2)-H,1191.136,914.8904,532.5099,293.2486,506.4943,363.3633
Cer-EOS(d27:1/34:0-O-19:2)-H,1207.167,930.9218,548.5412,293.2486,522.5256,363.3633
Cer-EOS(d27:1/34:1-O-19:2)-H,1205.151,928.9061,546.5256,293.2486,520.5099,363.3633
Cer-EOS(d27:1/34:2-O-19:2)-H,1203.136,926.8904,544.5099,293.2486,518.4943,363.3633
Cer-EOS(d27:1/35:0-O-19:2)-H,1221.183,944.9374,562.5569,293.2486,536.5412,363.3633
Cer-EOS(d27:1/35:1-O-19:2)-H,1219.167,942.9218,560.5412,293.2486,534.5256,363.3633
Cer-EOS(d27:1/36:0-O-19:2)-H,1235.198,958.9531,576.5725,293.2486,550.5569,363.3633
Cer-EOS(d27:1/36:1-O-19:2)-H,1233.183,956.9374,574.5569,293.2486,548.5412,363.3633
Cer-EOS(d27:1/36:2-O-19:2)-H,1231.167,954.9218,572.5412,293.2486,546.5256,363.3633
Cer-EOS(d27:1/38:0-O-19:2)-H,1263.23,986.9843,604.6038,293.2486,578.5881,363.3633
Cer-EOS(d27:1/38:1-O-19:2)-H,1261.214,984.9687,602.5881,293.2486,576.5725,363.3633
Cer-EOS(d27:1/38:2-O-19:2)-H,1259.198,982.9531,600.5725,293.2486,574.5569,363.3633
Cer-EOS(d27:1/40:0-O-19:2)-H,1291.261,1015.016,632.6351,293.2486,606.6194,363.3633
Cer-EOS(d27:1/40:1-O-19:2)-H,1289.245,1013,630.6194,293.2486,604.6038,363.3633
Cer-EOS(d27:1/40:2-O-19:2)-H,1287.23,1010.984,628.6038,293.2486,602.5881,363.3633
Cer-EOS(d27:1/42:0-O-19:2)-H,1319.292,1043.047,660.6664,293.2486,634.6508,363.3633
Cer-EOS(d27:1/42:1-O-19:2)-H,1317.277,1041.031,658.6508,293.2486,632.6351,363.3633
Cer-EOS(d27:1/42:2-O-19:2)-H,1315.261,1039.016,656.6351,293.2486,630.6194,363.3633
Cer-EOS(d27:1/12:0-O-20:0)-H,916.8697,622.5775,240.1969,311.2956,214.1813,363.3633
Cer-EOS(d27:1/12:1-O-20:0)-H,914.8541,620.5618,238.1813,311.2956,212.1656,363.3633
Cer-EOS(d27:1/13:0-O-20:0)-H,930.8854,636.5931,254.2126,311.2956,228.1969,363.3633
Cer-EOS(d27:1/13:1-O-20:0)-H,928.8697,634.5775,252.1969,311.2956,226.1813,363.3633
Cer-EOS(d27:1/14:0-O-20:0)-H,944.901,650.6088,268.2282,311.2956,242.2126,363.3633
Cer-EOS(d27:1/14:1-O-20:0)-H,942.8854,648.5931,266.2126,311.2956,240.1969,363.3633
Cer-EOS(d27:1/15:0-O-20:0)-H,958.9167,664.6244,282.2439,311.2956,256.2282,363.3633
Cer-EOS(d27:1/15:1-O-20:0)-H,956.901,662.6088,280.2282,311.2956,254.2126,363.3633
Cer-EOS(d27:1/16:0-O-20:0)-H,972.9323,678.64,296.2595,311.2956,270.2439,363.3633
Cer-EOS(d27:1/16:1-O-20:0)-H,970.9167,676.6244,294.2439,311.2956,268.2282,363.3633
Cer-EOS(d27:1/16:2-O-20:0)-H,968.901,674.6088,292.2282,311.2956,266.2126,363.3633
Cer-EOS(d27:1/17:0-O-20:0)-H,986.9479,692.6557,310.2751,311.2956,284.2595,363.3633
Cer-EOS(d27:1/18:0-O-20:0)-H,1000.964,706.6713,324.2908,311.2956,298.2751,363.3633
Cer-EOS(d27:1/18:1-O-20:0)-H,998.9479,704.6557,322.2751,311.2956,296.2595,363.3633
Cer-EOS(d27:1/18:2-O-20:0)-H,996.9323,702.64,320.2595,311.2956,294.2439,363.3633
Cer-EOS(d27:1/19:0-O-20:0)-H,1014.979,720.687,338.3065,311.2956,312.2908,363.3633
Cer-EOS(d27:1/19:1-O-20:0)-H,1012.964,718.6713,336.2908,311.2956,310.2751,363.3633
Cer-EOS(d27:1/20:0-O-20:0)-H,1028.995,734.7026,352.3221,311.2956,326.3065,363.3633
Cer-EOS(d27:1/20:1-O-20:0)-H,1026.979,732.687,350.3065,311.2956,324.2908,363.3633
Cer-EOS(d27:1/20:2-O-20:0)-H,1024.964,730.6713,348.2908,311.2956,322.2751,363.3633
Cer-EOS(d27:1/21:0-O-20:0)-H,1043.011,748.7183,366.3378,311.2956,340.3221,363.3633
Cer-EOS(d27:1/21:1-O-20:0)-H,1040.995,746.7026,364.3221,311.2956,338.3065,363.3633
Cer-EOS(d27:1/22:0-O-20:0)-H,1057.026,762.7339,380.3534,311.2956,354.3378,363.3633
Cer-EOS(d27:1/22:1-O-20:0)-H,1055.011,760.7183,378.3378,311.2956,352.3221,363.3633
Cer-EOS(d27:1/22:2-O-20:0)-H,1052.995,758.7026,376.3221,311.2956,350.3065,363.3633
Cer-EOS(d27:1/23:0-O-20:0)-H,1071.042,776.7496,394.369,311.2956,368.3534,363.3633
Cer-EOS(d27:1/23:1-O-20:0)-H,1069.026,774.7339,392.3534,311.2956,366.3378,363.3633
Cer-EOS(d27:1/24:0-O-20:0)-H,1085.057,790.7653,408.3847,311.2956,382.369,363.3633
Cer-EOS(d27:1/24:1-O-20:0)-H,1083.042,788.7496,406.369,311.2956,380.3534,363.3633
Cer-EOS(d27:1/24:2-O-20:0)-H,1081.026,786.7339,404.3534,311.2956,378.3378,363.3633
Cer-EOS(d27:1/25:0-O-20:0)-H,1099.073,804.7809,422.4004,311.2956,396.3847,363.3633
Cer-EOS(d27:1/25:1-O-20:0)-H,1097.057,802.7653,420.3847,311.2956,394.369,363.3633
Cer-EOS(d27:1/26:0-O-20:0)-H,1113.089,818.7966,436.416,311.2956,410.4004,363.3633
Cer-EOS(d27:1/26:1-O-20:0)-H,1111.073,816.7809,434.4004,311.2956,408.3847,363.3633
Cer-EOS(d27:1/26:2-O-20:0)-H,1109.057,814.7653,432.3847,311.2956,406.369,363.3633
Cer-EOS(d27:1/27:0-O-20:0)-H,1127.104,832.8122,450.4317,311.2956,424.416,363.3633
Cer-EOS(d27:1/27:1-O-20:0)-H,1125.089,830.7966,448.416,311.2956,422.4004,363.3633
Cer-EOS(d27:1/28:0-O-20:0)-H,1141.12,846.8278,464.4473,311.2956,438.4317,363.3633
Cer-EOS(d27:1/28:1-O-20:0)-H,1139.104,844.8122,462.4317,311.2956,436.416,363.3633
Cer-EOS(d27:1/28:2-O-20:0)-H,1137.089,842.7966,460.416,311.2956,434.4004,363.3633
Cer-EOS(d27:1/29:0-O-20:0)-H,1155.136,860.8435,478.463,311.2956,452.4473,363.3633
Cer-EOS(d27:1/29:1-O-20:0)-H,1153.12,858.8278,476.4473,311.2956,450.4317,363.3633
Cer-EOS(d27:1/30:0-O-20:0)-H,1169.151,874.8591,492.4786,311.2956,466.463,363.3633
Cer-EOS(d27:1/30:1-O-20:0)-H,1167.136,872.8435,490.463,311.2956,464.4473,363.3633
Cer-EOS(d27:1/30:2-O-20:0)-H,1165.12,870.8278,488.4473,311.2956,462.4317,363.3633
Cer-EOS(d27:1/31:0-O-20:0)-H,1183.167,888.8748,506.4943,311.2956,480.4786,363.3633
Cer-EOS(d27:1/31:1-O-20:0)-H,1181.151,886.8591,504.4786,311.2956,478.463,363.3633
Cer-EOS(d27:1/32:0-O-20:0)-H,1197.183,902.8904,520.5099,311.2956,494.4943,363.3633
Cer-EOS(d27:1/32:1-O-20:0)-H,1195.167,900.8748,518.4943,311.2956,492.4786,363.3633
Cer-EOS(d27:1/32:2-O-20:0)-H,1193.151,898.8591,516.4786,311.2956,490.463,363.3633
Cer-EOS(d27:1/33:0-O-20:0)-H,1211.198,916.9061,534.5256,311.2956,508.5099,363.3633
Cer-EOS(d27:1/33:1-O-20:0)-H,1209.183,914.8904,532.5099,311.2956,506.4943,363.3633
Cer-EOS(d27:1/34:0-O-20:0)-H,1225.214,930.9218,548.5412,311.2956,522.5256,363.3633
Cer-EOS(d27:1/34:1-O-20:0)-H,1223.198,928.9061,546.5256,311.2956,520.5099,363.3633
Cer-EOS(d27:1/34:2-O-20:0)-H,1221.183,926.8904,544.5099,311.2956,518.4943,363.3633
Cer-EOS(d27:1/35:0-O-20:0)-H,1239.23,944.9374,562.5569,311.2956,536.5412,363.3633
Cer-EOS(d27:1/35:1-O-20:0)-H,1237.214,942.9218,560.5412,311.2956,534.5256,363.3633
Cer-EOS(d27:1/36:0-O-20:0)-H,1253.245,958.9531,576.5725,311.2956,550.5569,363.3633
Cer-EOS(d27:1/36:1-O-20:0)-H,1251.23,956.9374,574.5569,311.2956,548.5412,363.3633
Cer-EOS(d27:1/36:2-O-20:0)-H,1249.214,954.9218,572.5412,311.2956,546.5256,363.3633
Cer-EOS(d27:1/38:0-O-20:0)-H,1281.277,986.9843,604.6038,311.2956,578.5881,363.3633
Cer-EOS(d27:1/38:1-O-20:0)-H,1279.261,984.9687,602.5881,311.2956,576.5725,363.3633
Cer-EOS(d27:1/38:2-O-20:0)-H,1277.245,982.9531,600.5725,311.2956,574.5569,363.3633
Cer-EOS(d27:1/40:0-O-20:0)-H,1309.308,1015.016,632.6351,311.2956,606.6194,363.3633
Cer-EOS(d27:1/40:1-O-20:0)-H,1307.292,1013,630.6194,311.2956,604.6038,363.3633
Cer-EOS(d27:1/40:2-O-20:0)-H,1305.277,1010.984,628.6038,311.2956,602.5881,363.3633
Cer-EOS(d27:1/42:0-O-20:0)-H,1337.339,1043.047,660.6664,311.2956,634.6508,363.3633
Cer-EOS(d27:1/42:1-O-20:0)-H,1335.324,1041.031,658.6508,311.2956,632.6351,363.3633
Cer-EOS(d27:1/42:2-O-20:0)-H,1333.308,1039.016,656.6351,311.2956,630.6194,363.3633
Cer-EOS(d27:1/12:0-O-20:1)-H,914.8541,622.5775,240.1969,309.2799,214.1813,363.3633
Cer-EOS(d27:1/12:1-O-20:1)-H,912.8384,620.5618,238.1813,309.2799,212.1656,363.3633
Cer-EOS(d27:1/13:0-O-20:1)-H,928.8697,636.5931,254.2126,309.2799,228.1969,363.3633
Cer-EOS(d27:1/13:1-O-20:1)-H,926.8541,634.5775,252.1969,309.2799,226.1813,363.3633
Cer-EOS(d27:1/14:0-O-20:1)-H,942.8854,650.6088,268.2282,309.2799,242.2126,363.3633
Cer-EOS(d27:1/14:1-O-20:1)-H,940.8697,648.5931,266.2126,309.2799,240.1969,363.3633
Cer-EOS(d27:1/15:0-O-20:1)-H,956.901,664.6244,282.2439,309.2799,256.2282,363.3633
Cer-EOS(d27:1/15:1-O-20:1)-H,954.8854,662.6088,280.2282,309.2799,254.2126,363.3633
Cer-EOS(d27:1/16:0-O-20:1)-H,970.9167,678.64,296.2595,309.2799,270.2439,363.3633
Cer-EOS(d27:1/16:1-O-20:1)-H,968.901,676.6244,294.2439,309.2799,268.2282,363.3633
Cer-EOS(d27:1/16:2-O-20:1)-H,966.8854,674.6088,292.2282,309.2799,266.2126,363.3633
Cer-EOS(d27:1/17:0-O-20:1)-H,984.9323,692.6557,310.2751,309.2799,284.2595,363.3633
Cer-EOS(d27:1/18:0-O-20:1)-H,998.9479,706.6713,324.2908,309.2799,298.2751,363.3633
Cer-EOS(d27:1/18:1-O-20:1)-H,996.9323,704.6557,322.2751,309.2799,296.2595,363.3633
Cer-EOS(d27:1/18:2-O-20:1)-H,994.9167,702.64,320.2595,309.2799,294.2439,363.3633
Cer-EOS(d27:1/19:0-O-20:1)-H,1012.964,720.687,338.3065,309.2799,312.2908,363.3633
Cer-EOS(d27:1/19:1-O-20:1)-H,1010.948,718.6713,336.2908,309.2799,310.2751,363.3633
Cer-EOS(d27:1/20:0-O-20:1)-H,1026.979,734.7026,352.3221,309.2799,326.3065,363.3633
Cer-EOS(d27:1/20:1-O-20:1)-H,1024.964,732.687,350.3065,309.2799,324.2908,363.3633
Cer-EOS(d27:1/20:2-O-20:1)-H,1022.948,730.6713,348.2908,309.2799,322.2751,363.3633
Cer-EOS(d27:1/21:0-O-20:1)-H,1040.995,748.7183,366.3378,309.2799,340.3221,363.3633
Cer-EOS(d27:1/21:1-O-20:1)-H,1038.979,746.7026,364.3221,309.2799,338.3065,363.3633
