Plasmenyl-PC,[M+HCO2]-,NL_CH3&HCO2,NL_Choline&HCO2,NL_T2Ketene&CH3&HCO3,NL_T2RCOOH&CH3&HCO3,NL_T2RCOOH_Choline_HCO3*,GlyceroPC_NLCH3&H2O,T2_RCOO-,PC_NLCH3, Glycerol-3-phosphate_NLH2O,H2PO4-,PO3-
Plasmenyl-PC(P-20:0/15:0)+HCO2,804.61246,744.59132,673.51782,520.37725,502.36669,431.2932,224.06881,241.21735,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-20:0/15:1)+HCO2,802.59676,742.57562,671.50212,520.37725,502.36669,431.2932,224.06881,239.20165,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-20:0/16:0)+HCO2,818.62806,758.60692,687.53342,520.37725,502.36669,431.2932,224.06881,255.23295,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-20:0/16:1)+HCO2,816.61246,756.59132,685.51782,520.37725,502.36669,431.2932,224.06881,253.21735,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-20:0/17:0)+HCO2,832.64376,772.62262,701.54912,520.37725,502.36669,431.2932,224.06881,269.24865,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-20:0/17:1)+HCO2,830.62806,770.60692,699.53342,520.37725,502.36669,431.2932,224.06881,267.23295,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-20:0/17:2)+HCO2,828.61246,768.59132,697.51782,520.37725,502.36669,431.2932,224.06881,265.21735,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-20:0/18:0)+HCO2,846.65936,786.63822,715.56472,520.37725,502.36669,431.2932,224.06881,283.26425,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-20:0/18:1)+HCO2,844.64376,784.62262,713.54912,520.37725,502.36669,431.2932,224.06881,281.24865,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-20:0/18:2)+HCO2,842.62806,782.60692,711.53342,520.37725,502.36669,431.2932,224.06881,279.23295,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-20:0/18:3)+HCO2,840.61246,780.59132,709.51782,520.37725,502.36669,431.2932,224.06881,277.21735,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-20:0/18:4)+HCO2,838.59676,778.57562,707.50212,520.37725,502.36669,431.2932,224.06881,275.20165,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-20:0/19:0)+HCO2,860.67506,800.65392,729.58042,520.37725,502.36669,431.2932,224.06881,297.27995,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-20:0/20:0)+HCO2,874.69066,814.66952,743.59602,520.37725,502.36669,431.2932,224.06881,311.29555,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-20:0/20:1)+HCO2,872.67506,812.65392,741.58042,520.37725,502.36669,431.2932,224.06881,309.27995,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-20:0/20:2)+HCO2,870.65936,810.63822,739.56472,520.37725,502.36669,431.2932,224.06881,307.26425,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-20:0/20:3)+HCO2,868.64376,808.62262,737.54912,520.37725,502.36669,431.2932,224.06881,305.24865,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-20:0/20:4)+HCO2,866.62806,806.60692,735.53342,520.37725,502.36669,431.2932,224.06881,303.23295,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-20:0/20:5)+HCO2,864.61246,804.59132,733.51782,520.37725,502.36669,431.2932,224.06881,301.21735,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-20:0/21:0)+HCO2,888.70636,828.68522,757.61172,520.37725,502.36669,431.2932,224.06881,325.31125,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-20:0/22:0)+HCO2,902.72196,842.70082,771.62732,520.37725,502.36669,431.2932,224.06881,339.32685,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-20:0/22:1)+HCO2,900.70636,840.68522,769.61172,520.37725,502.36669,431.2932,224.06881,337.31125,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-20:0/22:2)+HCO2,898.69066,838.66952,767.59602,520.37725,502.36669,431.2932,224.06881,335.29555,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-20:0/22:3)+HCO2,896.67506,836.65392,765.58042,520.37725,502.36669,431.2932,224.06881,333.27995,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-20:0/22:4)+HCO2,894.65936,834.63822,763.56472,520.37725,502.36669,431.2932,224.06881,331.26425,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-20:0/22:5)+HCO2,892.64376,832.62262,761.54912,520.37725,502.36669,431.2932,224.06881,329.24865,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-20:0/22:6)+HCO2,890.62806,830.60692,759.53342,520.37725,502.36669,431.2932,224.06881,327.23295,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-20:0/23:0)+HCO2,916.73766,856.71652,785.64302,520.37725,502.36669,431.2932,224.06881,353.34255,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-20:0/24:0)+HCO2,930.75326,870.73212,799.65862,520.37725,502.36669,431.2932,224.06881,367.35815,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-20:0/24:1)+HCO2,928.73766,868.71652,797.64302,520.37725,502.36669,431.2932,224.06881,365.34255,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-20:0/25:0)+HCO2,944.76896,884.74782,813.67432,520.37725,502.36669,431.2932,224.06881,381.37385,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-20:0/26:0)+HCO2,958.78456,898.76342,827.68992,520.37725,502.36669,431.2932,224.06881,395.38945,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-20:0/8:0)+HCO2,706.50286,646.48172,575.40822,520.37725,502.36669,431.2932,224.06881,143.10775,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-20:1/10:0)+HCO2,732.51856,672.49742,601.42392,518.36165,500.35109,429.2776,224.06881,171.13905,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-20:1/12:0)+HCO2,760.54986,700.52872,629.45522,518.36165,500.35109,429.2776,224.06881,199.17035,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-20:1/13:0)+HCO2,774.56556,714.54442,643.47092,518.36165,500.35109,429.2776,224.06881,213.18605,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-20:1/14:0)+HCO2,788.58116,728.56002,657.48652,518.36165,500.35109,429.2776,224.06881,227.20165,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-20:1/14:1)+HCO2,786.56556,726.54442,655.47092,518.36165,500.35109,429.2776,224.06881,225.18605,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-20:1/15:0)+HCO2,802.59686,742.57572,671.50222,518.36165,500.35109,429.2776,224.06881,241.21735,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-20:1/15:1)+HCO2,800.58116,740.56002,669.48652,518.36165,500.35109,429.2776,224.06881,239.20165,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-20:1/16:0)+HCO2,816.61246,756.59132,685.51782,518.36165,500.35109,429.2776,224.06881,255.23295,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-20:1/16:1)+HCO2,814.59686,754.57572,683.50222,518.36165,500.35109,429.2776,224.06881,253.21735,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-20:1/17:0)+HCO2,830.62816,770.60702,699.53352,518.36165,500.35109,429.2776,224.06881,269.24865,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-20:1/17:1)+HCO2,828.61246,768.59132,697.51782,518.36165,500.35109,429.2776,224.06881,267.23295,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-20:1/17:2)+HCO2,826.59686,766.57572,695.50222,518.36165,500.35109,429.2776,224.06881,265.21735,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-20:1/18:0)+HCO2,844.64376,784.62262,713.54912,518.36165,500.35109,429.2776,224.06881,283.26425,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-20:1/18:1)+HCO2,842.62816,782.60702,711.53352,518.36165,500.35109,429.2776,224.06881,281.24865,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-20:1/18:2)+HCO2,840.61246,780.59132,709.51782,518.36165,500.35109,429.2776,224.06881,279.23295,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-20:1/18:3)+HCO2,838.59686,778.57572,707.50222,518.36165,500.35109,429.2776,224.06881,277.21735,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-20:1/18:4)+HCO2,836.58116,776.56002,705.48652,518.36165,500.35109,429.2776,224.06881,275.20165,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-20:1/19:0)+HCO2,858.65946,798.63832,727.56482,518.36165,500.35109,429.2776,224.06881,297.27995,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-20:1/20:0)+HCO2,872.67506,812.65392,741.58042,518.36165,500.35109,429.2776,224.06881,311.29555,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-20:1/20:1)+HCO2,870.65946,810.63832,739.56482,518.36165,500.35109,429.2776,224.06881,309.27995,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-20:1/20:2)+HCO2,868.64376,808.62262,737.54912,518.36165,500.35109,429.2776,224.06881,307.26425,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-20:1/20:3)+HCO2,866.62816,806.60702,735.53352,518.36165,500.35109,429.2776,224.06881,305.24865,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-20:1/20:4)+HCO2,864.61246,804.59132,733.51782,518.36165,500.35109,429.2776,224.06881,303.23295,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-20:1/20:5)+HCO2,862.59686,802.57572,731.50222,518.36165,500.35109,429.2776,224.06881,301.21735,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-20:1/21:0)+HCO2,886.69076,826.66962,755.59612,518.36165,500.35109,429.2776,224.06881,325.31125,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-20:1/22:0)+HCO2,900.70636,840.68522,769.61172,518.36165,500.35109,429.2776,224.06881,339.32685,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-20:1/22:1)+HCO2,898.69076,838.66962,767.59612,518.36165,500.35109,429.2776,224.06881,337.31125,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-20:1/22:2)+HCO2,896.67506,836.65392,765.58042,518.36165,500.35109,429.2776,224.06881,335.29555,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-20:1/22:3)+HCO2,894.65946,834.63832,763.56482,518.36165,500.35109,429.2776,224.06881,333.27995,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-20:1/22:4)+HCO2,892.64376,832.62262,761.54912,518.36165,500.35109,429.2776,224.06881,331.26425,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-20:1/22:5)+HCO2,890.62816,830.60702,759.53352,518.36165,500.35109,429.2776,224.06881,329.24865,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-20:1/22:6)+HCO2,888.61246,828.59132,757.51782,518.36165,500.35109,429.2776,224.06881,327.23295,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-20:1/23:0)+HCO2,914.72206,854.70092,783.62742,518.36165,500.35109,429.2776,224.06881,353.34255,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-20:1/24:0)+HCO2,928.73766,868.71652,797.64302,518.36165,500.35109,429.2776,224.06881,367.35815,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-20:1/24:1)+HCO2,926.72206,866.70092,795.62742,518.36165,500.35109,429.2776,224.06881,365.34255,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-20:1/25:0)+HCO2,942.75336,882.73222,811.65872,518.36165,500.35109,429.2776,224.06881,381.37385,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-20:1/26:0)+HCO2,956.76896,896.74782,825.67432,518.36165,500.35109,429.2776,224.06881,395.38945,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-20:1/8:0)+HCO2,704.48726,644.46612,573.39262,518.36165,500.35109,429.2776,224.06881,143.10775,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-22:0/8:0)+HCO2,734.53416,674.51302,603.43952,548.40855,530.39799,459.3245,224.06881,143.10775,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-22:0/10:0)+HCO2,762.56546,702.54432,631.47082,548.40855,530.39799,459.3245,224.06881,171.13905,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-22:0/12:0)+HCO2,790.59676,730.57562,659.50212,548.40855,530.39799,459.3245,224.06881,199.17035,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-22:0/13:0)+HCO2,804.61246,744.59132,673.51782,548.40855,530.39799,459.3245,224.06881,213.18605,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-22:0/14:0)+HCO2,818.62806,758.60692,687.53342,548.40855,530.39799,459.3245,224.06881,227.20165,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-22:0/14:1)+HCO2,816.61246,756.59132,685.51782,548.40855,530.39799,459.3245,224.06881,225.18605,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-22:0/15:0)+HCO2,832.64376,772.62262,701.54912,548.40855,530.39799,459.3245,224.06881,241.21735,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-22:0/15:1)+HCO2,830.62806,770.60692,699.53342,548.40855,530.39799,459.3245,224.06881,239.20165,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-22:0/16:0)+HCO2,846.65936,786.63822,715.56472,548.40855,530.39799,459.3245,224.06881,255.23295,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-22:0/16:1)+HCO2,844.64376,784.62262,713.54912,548.40855,530.39799,459.3245,224.06881,253.21735,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-22:0/17:0)+HCO2,860.67506,800.65392,729.58042,548.40855,530.39799,459.3245,224.06881,269.24865,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-22:0/17:1)+HCO2,858.65936,798.63822,727.56472,548.40855,530.39799,459.3245,224.06881,267.23295,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-22:0/17:2)+HCO2,856.64376,796.62262,725.54912,548.40855,530.39799,459.3245,224.06881,265.21735,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-22:0/18:0)+HCO2,874.69066,814.66952,743.59602,548.40855,530.39799,459.3245,224.06881,283.26425,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-22:0/18:1)+HCO2,872.67506,812.65392,741.58042,548.40855,530.39799,459.3245,224.06881,281.24865,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-22:0/18:2)+HCO2,870.65936,810.63822,739.56472,548.40855,530.39799,459.3245,224.06881,279.23295,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-22:0/18:3)+HCO2,868.64376,808.62262,737.54912,548.40855,530.39799,459.3245,224.06881,277.21735,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-22:0/18:4)+HCO2,866.62806,806.60692,735.53342,548.40855,530.39799,459.3245,224.06881,275.20165,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-22:0/19:0)+HCO2,888.70636,828.68522,757.61172,548.40855,530.39799,459.3245,224.06881,297.27995,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-22:0/20:0)+HCO2,902.72196,842.70082,771.62732,548.40855,530.39799,459.3245,224.06881,311.29555,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-22:0/20:1)+HCO2,900.70636,840.68522,769.61172,548.40855,530.39799,459.3245,224.06881,309.27995,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-22:0/20:2)+HCO2,898.69066,838.66952,767.59602,548.40855,530.39799,459.3245,224.06881,307.26425,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-22:0/20:3)+HCO2,896.67506,836.65392,765.58042,548.40855,530.39799,459.3245,224.06881,305.24865,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-22:0/20:4)+HCO2,894.65936,834.63822,763.56472,548.40855,530.39799,459.3245,224.06881,303.23295,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-22:0/20:5)+HCO2,892.64376,832.62262,761.54912,548.40855,530.39799,459.3245,224.06881,301.21735,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-22:0/21:0)+HCO2,916.73766,856.71652,785.64302,548.40855,530.39799,459.3245,224.06881,325.31125,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-22:0/22:0)+HCO2,930.75326,870.73212,799.65862,548.40855,530.39799,459.3245,224.06881,339.32685,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-22:0/22:1)+HCO2,928.73766,868.71652,797.64302,548.40855,530.39799,459.3245,224.06881,337.31125,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-22:0/22:2)+HCO2,926.72196,866.70082,795.62732,548.40855,530.39799,459.3245,224.06881,335.29555,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-22:0/22:3)+HCO2,924.70636,864.68522,793.61172,548.40855,530.39799,459.3245,224.06881,333.27995,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-22:0/22:4)+HCO2,922.69066,862.66952,791.59602,548.40855,530.39799,459.3245,224.06881,331.26425,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-22:0/22:5)+HCO2,920.67506,860.65392,789.58042,548.40855,530.39799,459.3245,224.06881,329.24865,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-22:0/22:6)+HCO2,918.65936,858.63822,787.56472,548.40855,530.39799,459.3245,224.06881,327.23295,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-22:0/23:0)+HCO2,944.76896,884.74782,813.67432,548.40855,530.39799,459.3245,224.06881,353.34255,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-22:0/24:0)+HCO2,958.78456,898.76342,827.68992,548.40855,530.39799,459.3245,224.06881,367.35815,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-22:0/24:1)+HCO2,956.76896,896.74782,825.67432,548.40855,530.39799,459.3245,224.06881,365.34255,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-22:0/25:0)+HCO2,972.80026,912.77912,841.70562,548.40855,530.39799,459.3245,224.06881,381.37385,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-22:0/26:0)+HCO2,986.81586,926.79472,855.72122,548.40855,530.39799,459.3245,224.06881,395.38945,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-22:1/8:0)+HCO2,732.51856,672.49742,601.42392,546.39295,528.38239,457.3089,224.06881,143.10775,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-22:1/10:0)+HCO2,760.54986,700.52872,629.45522,546.39295,528.38239,457.3089,224.06881,171.13905,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-22:1/12:0)+HCO2,788.58116,728.56002,657.48652,546.39295,528.38239,457.3089,224.06881,199.17035,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-22:1/13:0)+HCO2,802.59686,742.57572,671.50222,546.39295,528.38239,457.3089,224.06881,213.18605,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-22:1/14:0)+HCO2,816.61246,756.59132,685.51782,546.39295,528.38239,457.3089,224.06881,227.20165,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-22:1/14:1)+HCO2,814.59686,754.57572,683.50222,546.39295,528.38239,457.3089,224.06881,225.18605,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-22:1/15:0)+HCO2,830.62816,770.60702,699.53352,546.39295,528.38239,457.3089,224.06881,241.21735,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-22:1/15:1)+HCO2,828.61246,768.59132,697.51782,546.39295,528.38239,457.3089,224.06881,239.20165,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-22:1/16:0)+HCO2,844.64376,784.62262,713.54912,546.39295,528.38239,457.3089,224.06881,255.23295,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-22:1/16:1)+HCO2,842.62816,782.60702,711.53352,546.39295,528.38239,457.3089,224.06881,253.21735,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-22:1/17:0)+HCO2,858.65946,798.63832,727.56482,546.39295,528.38239,457.3089,224.06881,269.24865,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-22:1/17:1)+HCO2,856.64376,796.62262,725.54912,546.39295,528.38239,457.3089,224.06881,267.23295,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-22:1/17:2)+HCO2,854.62816,794.60702,723.53352,546.39295,528.38239,457.3089,224.06881,265.21735,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-22:1/18:0)+HCO2,872.67506,812.65392,741.58042,546.39295,528.38239,457.3089,224.06881,283.26425,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-22:1/18:1)+HCO2,870.65946,810.63832,739.56482,546.39295,528.38239,457.3089,224.06881,281.24865,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-22:1/18:2)+HCO2,868.64376,808.62262,737.54912,546.39295,528.38239,457.3089,224.06881,279.23295,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-22:1/18:3)+HCO2,866.62816,806.60702,735.53352,546.39295,528.38239,457.3089,224.06881,277.21735,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-22:1/18:4)+HCO2,864.61246,804.59132,733.51782,546.39295,528.38239,457.3089,224.06881,275.20165,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-22:1/19:0)+HCO2,886.69076,826.66962,755.59612,546.39295,528.38239,457.3089,224.06881,297.27995,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-22:1/20:0)+HCO2,900.70636,840.68522,769.61172,546.39295,528.38239,457.3089,224.06881,311.29555,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-22:1/20:1)+HCO2,898.69076,838.66962,767.59612,546.39295,528.38239,457.3089,224.06881,309.27995,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-22:1/20:2)+HCO2,896.67506,836.65392,765.58042,546.39295,528.38239,457.3089,224.06881,307.26425,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-22:1/20:3)+HCO2,894.65946,834.63832,763.56482,546.39295,528.38239,457.3089,224.06881,305.24865,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-22:1/20:4)+HCO2,892.64376,832.62262,761.54912,546.39295,528.38239,457.3089,224.06881,303.23295,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-22:1/20:5)+HCO2,890.62816,830.60702,759.53352,546.39295,528.38239,457.3089,224.06881,301.21735,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-22:1/21:0)+HCO2,914.72206,854.70092,783.62742,546.39295,528.38239,457.3089,224.06881,325.31125,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-22:1/22:0)+HCO2,928.73766,868.71652,797.64302,546.39295,528.38239,457.3089,224.06881,339.32685,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-22:1/22:1)+HCO2,926.72206,866.70092,795.62742,546.39295,528.38239,457.3089,224.06881,337.31125,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-22:1/22:2)+HCO2,924.70636,864.68522,793.61172,546.39295,528.38239,457.3089,224.06881,335.29555,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-22:1/22:3)+HCO2,922.69076,862.66962,791.59612,546.39295,528.38239,457.3089,224.06881,333.27995,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-22:1/22:4)+HCO2,920.67506,860.65392,789.58042,546.39295,528.38239,457.3089,224.06881,331.26425,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-22:1/22:5)+HCO2,918.65946,858.63832,787.56482,546.39295,528.38239,457.3089,224.06881,329.24865,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-22:1/22:6)+HCO2,916.64376,856.62262,785.54912,546.39295,528.38239,457.3089,224.06881,327.23295,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-22:1/23:0)+HCO2,942.75336,882.73222,811.65872,546.39295,528.38239,457.3089,224.06881,353.34255,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-22:1/24:0)+HCO2,956.76896,896.74782,825.67432,546.39295,528.38239,457.3089,224.06881,367.35815,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-22:1/24:1)+HCO2,954.75336,894.73222,823.65872,546.39295,528.38239,457.3089,224.06881,365.34255,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-22:1/25:0)+HCO2,970.78466,910.76352,839.69002,546.39295,528.38239,457.3089,224.06881,381.37385,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-22:1/26:0)+HCO2,984.80026,924.77912,853.70562,546.39295,528.38239,457.3089,224.06881,395.38945,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:0/8:0)+HCO2,762.56546,702.54432,631.47082,576.43985,558.42929,487.3558,224.06881,143.10775,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:0/10:0)+HCO2,790.59676,730.57562,659.50212,576.43985,558.42929,487.3558,224.06881,171.13905,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:0/12:0)+HCO2,818.62806,758.60692,687.53342,576.43985,558.42929,487.3558,224.06881,199.17035,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:0/13:0)+HCO2,832.64376,772.62262,701.54912,576.43985,558.42929,487.3558,224.06881,213.18605,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:0/14:0)+HCO2,846.65936,786.63822,715.56472,576.43985,558.42929,487.3558,224.06881,227.20165,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:0/14:1)+HCO2,844.64376,784.62262,713.54912,576.43985,558.42929,487.3558,224.06881,225.18605,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:0/15:0)+HCO2,860.67506,800.65392,729.58042,576.43985,558.42929,487.3558,224.06881,241.21735,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:0/15:1)+HCO2,858.65936,798.63822,727.56472,576.43985,558.42929,487.3558,224.06881,239.20165,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:0/16:0)+HCO2,874.69066,814.66952,743.59602,576.43985,558.42929,487.3558,224.06881,255.23295,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:0/16:1)+HCO2,872.67506,812.65392,741.58042,576.43985,558.42929,487.3558,224.06881,253.21735,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:0/17:0)+HCO2,888.70636,828.68522,757.61172,576.43985,558.42929,487.3558,224.06881,269.24865,168.04314,152.99586,96.96964,78.95852
