Cer-ADS,[M+C2H3O2]-,[M-H]-,[M-O-H]-,[M-CO-H]-,[M-CO-O-H]-,[Sph-H]-,[Sph+C=O-3H]-,[Sph-O-H]-,[Sph+C=O-O-3H]-,[Sph-CO-H]-,[FA-3H]-,[Sph-NCCO-3H]-,[FA-CO-3H]-
Cer-ADS(d16:0/20:1)+C2H3O2,640.5516,580.5305,562.5199,548.5043,532.5093,272.2595,350.3059,254.2489,332.2953,240.2333,307.2643,211.2067,279.2693
Cer-ADS(d16:0/20:2)+C2H3O2,638.5359,578.5148,560.5043,546.4886,530.4937,272.2595,348.2903,254.2489,330.2797,240.2333,305.2486,211.2067,277.2537
Cer-ADS(d16:0/21:0)+C2H3O2,656.5829,596.5618,578.5512,564.5356,548.5406,272.2595,366.3372,254.2489,348.3267,240.2333,323.2956,211.2067,295.3006
Cer-ADS(d16:0/21:1)+C2H3O2,654.5673,594.5461,576.5356,562.5199,546.525,272.2595,364.3216,254.2489,346.311,240.2333,321.2799,211.2067,293.285
Cer-ADS(d16:0/22:0)+C2H3O2,670.5986,610.5775,592.5669,578.5512,562.5563,272.2595,380.3529,254.2489,362.3423,240.2333,337.3112,211.2067,309.3163
Cer-ADS(d16:0/22:1)+C2H3O2,668.5829,608.5618,590.5512,576.5356,560.5406,272.2595,378.3372,254.2489,360.3267,240.2333,335.2956,211.2067,307.3006
Cer-ADS(d16:0/22:2)+C2H3O2,666.5673,606.5461,588.5356,574.5199,558.525,272.2595,376.3216,254.2489,358.311,240.2333,333.2799,211.2067,305.285
Cer-ADS(d16:0/23:0)+C2H3O2,684.6142,624.5931,606.5825,592.5669,576.572,272.2595,394.3685,254.2489,376.3579,240.2333,351.3269,211.2067,323.3319
Cer-ADS(d16:0/23:1)+C2H3O2,682.5986,622.5775,604.5669,590.5512,574.5563,272.2595,392.3529,254.2489,374.3423,240.2333,349.3112,211.2067,321.3163
Cer-ADS(d16:0/24:0)+C2H3O2,698.6299,638.6088,620.5981,606.5825,590.5876,272.2595,408.3842,254.2489,390.3736,240.2333,365.3425,211.2067,337.3476
Cer-ADS(d16:0/24:1)+C2H3O2,696.6142,636.5931,618.5825,604.5669,588.572,272.2595,406.3685,254.2489,388.3579,240.2333,363.3269,211.2067,335.3319
Cer-ADS(d16:0/24:2)+C2H3O2,694.5986,634.5775,616.5669,602.5512,586.5563,272.2595,404.3529,254.2489,386.3423,240.2333,361.3112,211.2067,333.3163
Cer-ADS(d16:0/25:0)+C2H3O2,712.6455,652.6244,634.6138,620.5981,604.6033,272.2595,422.3998,254.2489,404.3893,240.2333,379.3582,211.2067,351.3633
Cer-ADS(d16:0/25:1)+C2H3O2,710.6299,650.6088,632.5981,618.5825,602.5876,272.2595,420.3842,254.2489,402.3736,240.2333,377.3425,211.2067,349.3476
Cer-ADS(d16:0/26:0)+C2H3O2,726.6612,666.64,648.6295,634.6138,618.6189,272.2595,436.4155,254.2489,418.4049,240.2333,393.3738,211.2067,365.3789
Cer-ADS(d16:0/26:1)+C2H3O2,724.6455,664.6244,646.6138,632.5981,616.6033,272.2595,434.3998,254.2489,416.3893,240.2333,391.3582,211.2067,363.3633
Cer-ADS(d16:0/26:2)+C2H3O2,722.6299,662.6088,644.5981,630.5825,614.5876,272.2595,432.3842,254.2489,414.3736,240.2333,389.3425,211.2067,361.3476
Cer-ADS(d16:0/27:0)+C2H3O2,740.6768,680.6557,662.6451,648.6295,632.6345,272.2595,450.4311,254.2489,432.4206,240.2333,407.3895,211.2067,379.3945
Cer-ADS(d16:0/27:1)+C2H3O2,738.6612,678.64,660.6295,646.6138,630.6189,272.2595,448.4155,254.2489,430.4049,240.2333,405.3738,211.2067,377.3789
Cer-ADS(d16:0/28:0)+C2H3O2,754.6924,694.6713,676.6608,662.6451,646.6502,272.2595,464.4468,254.2489,446.4362,240.2333,421.4051,211.2067,393.4102
Cer-ADS(d16:0/28:1)+C2H3O2,752.6768,692.6557,674.6451,660.6295,644.6345,272.2595,462.4311,254.2489,444.4206,240.2333,419.3895,211.2067,391.3945
Cer-ADS(d16:0/28:2)+C2H3O2,750.6612,690.64,672.6295,658.6138,642.6189,272.2595,460.4155,254.2489,442.4049,240.2333,417.3738,211.2067,389.3789
Cer-ADS(d16:0/29:0)+C2H3O2,768.7081,708.687,690.6764,676.6608,660.6658,272.2595,478.4624,254.2489,460.4518,240.2333,435.4207,211.2067,407.4258
Cer-ADS(d16:0/29:1)+C2H3O2,766.6924,706.6713,688.6608,674.6451,658.6502,272.2595,476.4468,254.2489,458.4362,240.2333,433.4051,211.2067,405.4102
Cer-ADS(d16:0/30:0)+C2H3O2,782.7238,722.7026,704.6921,690.6764,674.6815,272.2595,492.4781,254.2489,474.4675,240.2333,449.4364,211.2067,421.4415
Cer-ADS(d16:0/30:1)+C2H3O2,780.7081,720.687,702.6764,688.6608,672.6658,272.2595,490.4624,254.2489,472.4518,240.2333,447.4207,211.2067,419.4258
Cer-ADS(d16:0/30:2)+C2H3O2,778.6924,718.6713,700.6608,686.6451,670.6502,272.2595,488.4468,254.2489,470.4362,240.2333,445.4051,211.2067,417.4102
Cer-ADS(d16:0/31:0)+C2H3O2,796.7394,736.7183,718.7077,704.6921,688.6971,272.2595,506.4937,254.2489,488.4832,240.2333,463.4521,211.2067,435.4572
Cer-ADS(d16:0/31:1)+C2H3O2,794.7238,734.7026,716.6921,702.6764,686.6815,272.2595,504.4781,254.2489,486.4675,240.2333,461.4364,211.2067,433.4415
Cer-ADS(d16:0/32:0)+C2H3O2,810.7551,750.7339,732.7234,718.7077,702.7128,272.2595,520.5094,254.2489,502.4988,240.2333,477.4677,211.2067,449.4728
Cer-ADS(d16:0/32:1)+C2H3O2,808.7394,748.7183,730.7077,716.6921,700.6971,272.2595,518.4937,254.2489,500.4832,240.2333,475.4521,211.2067,447.4572
Cer-ADS(d16:0/32:2)+C2H3O2,806.7238,746.7026,728.6921,714.6764,698.6815,272.2595,516.4781,254.2489,498.4675,240.2333,473.4364,211.2067,445.4415
Cer-ADS(d16:0/33:0)+C2H3O2,824.7707,764.7496,746.739,732.7234,716.7285,272.2595,534.525,254.2489,516.5145,240.2333,491.4834,211.2067,463.4884
Cer-ADS(d16:0/33:1)+C2H3O2,822.7551,762.7339,744.7234,730.7077,714.7128,272.2595,532.5094,254.2489,514.4988,240.2333,489.4677,211.2067,461.4728
Cer-ADS(d16:0/34:0)+C2H3O2,838.7864,778.7653,760.7547,746.739,730.7441,272.2595,548.5406,254.2489,530.5301,240.2333,505.499,211.2067,477.5041
Cer-ADS(d16:0/34:1)+C2H3O2,836.7707,776.7496,758.739,744.7234,728.7285,272.2595,546.525,254.2489,528.5145,240.2333,503.4834,211.2067,475.4884
Cer-ADS(d16:0/34:2)+C2H3O2,834.7551,774.7339,756.7234,742.7077,726.7128,272.2595,544.5094,254.2489,526.4988,240.2333,501.4677,211.2067,473.4728
Cer-ADS(d16:0/35:0)+C2H3O2,852.802,792.7809,774.7703,760.7547,744.7598,272.2595,562.5563,254.2489,544.5458,240.2333,519.5146,211.2067,491.5197
Cer-ADS(d16:0/35:1)+C2H3O2,850.7864,790.7653,772.7547,758.739,742.7441,272.2595,560.5406,254.2489,542.5301,240.2333,517.499,211.2067,489.5041
Cer-ADS(d16:0/36:0)+C2H3O2,866.8177,806.7966,788.7859,774.7703,758.7754,272.2595,576.572,254.2489,558.5614,240.2333,533.5303,211.2067,505.5354
Cer-ADS(d16:0/36:1)+C2H3O2,864.802,804.7809,786.7703,772.7547,756.7598,272.2595,574.5563,254.2489,556.5458,240.2333,531.5146,211.2067,503.5197
Cer-ADS(d16:0/36:2)+C2H3O2,862.7864,802.7653,784.7547,770.739,754.7441,272.2595,572.5406,254.2489,554.5301,240.2333,529.499,211.2067,501.5041
Cer-ADS(d16:0/38:0)+C2H3O2,894.849,834.8278,816.8173,802.8016,786.8067,272.2595,604.6033,254.2489,586.5927,240.2333,561.5616,211.2067,533.5667
Cer-ADS(d16:0/38:1)+C2H3O2,892.8333,832.8122,814.8016,800.7859,784.7911,272.2595,602.5876,254.2489,584.577,240.2333,559.546,211.2067,531.551
Cer-ADS(d16:0/38:2)+C2H3O2,890.8177,830.7966,812.7859,798.7703,782.7754,272.2595,600.572,254.2489,582.5614,240.2333,557.5303,211.2067,529.5354
Cer-ADS(d16:0/40:0)+C2H3O2,922.8802,862.8591,844.8486,830.8329,814.838,272.2595,632.6346,254.2489,614.624,240.2333,589.5929,211.2067,561.598
Cer-ADS(d16:0/40:1)+C2H3O2,920.8646,860.8435,842.8329,828.8173,812.8223,272.2595,630.6189,254.2489,612.6083,240.2333,587.5773,211.2067,559.5823
Cer-ADS(d16:0/40:2)+C2H3O2,918.849,858.8278,840.8173,826.8016,810.8067,272.2595,628.6033,254.2489,610.5927,240.2333,585.5616,211.2067,557.5667
Cer-ADS(d16:0/42:0)+C2H3O2,950.9116,890.8904,872.8799,858.8642,842.8693,272.2595,660.6659,254.2489,642.6553,240.2333,617.6242,211.2067,589.6293
Cer-ADS(d16:0/42:1)+C2H3O2,948.8959,888.8748,870.8642,856.8486,840.8536,272.2595,658.6502,254.2489,640.6396,240.2333,615.6086,211.2067,587.6136
Cer-ADS(d16:0/42:2)+C2H3O2,946.8802,886.8591,868.8486,854.8329,838.838,272.2595,656.6346,254.2489,638.624,240.2333,613.5929,211.2067,585.598
Cer-ADS(d17:0/12:0)+C2H3O2,544.4577,484.4366,466.426,452.4104,436.4154,286.2751,240.1964,268.2646,222.1858,254.2489,197.1547,225.2224,169.1598
Cer-ADS(d17:0/12:1)+C2H3O2,542.4421,482.4209,464.4104,450.3947,434.3998,286.2751,238.1807,268.2646,220.1702,254.2489,195.1391,225.2224,167.1441
Cer-ADS(d17:0/13:0)+C2H3O2,558.4734,498.4522,480.4417,466.426,450.4311,286.2751,254.212,268.2646,236.2014,254.2489,211.1704,225.2224,183.1754
Cer-ADS(d17:0/13:1)+C2H3O2,556.4577,496.4366,478.426,464.4104,448.4154,286.2751,252.1964,268.2646,234.1858,254.2489,209.1547,225.2224,181.1598
Cer-ADS(d17:0/14:0)+C2H3O2,572.489,512.4679,494.4573,480.4417,464.4467,286.2751,268.2277,268.2646,250.2171,254.2489,225.186,225.2224,197.1911
Cer-ADS(d17:0/14:1)+C2H3O2,570.4734,510.4522,492.4417,478.426,462.4311,286.2751,266.212,268.2646,248.2014,254.2489,223.1704,225.2224,195.1754
Cer-ADS(d17:0/15:0)+C2H3O2,586.5047,526.4835,508.473,494.4573,478.4624,286.2751,282.2433,268.2646,264.2328,254.2489,239.2017,225.2224,211.2067
Cer-ADS(d17:0/15:1)+C2H3O2,584.489,524.4679,506.4573,492.4417,476.4467,286.2751,280.2277,268.2646,262.2171,254.2489,237.186,225.2224,209.1911
Cer-ADS(d17:0/16:0)+C2H3O2,600.5203,540.4992,522.4886,508.473,492.4781,286.2751,296.259,268.2646,278.2484,254.2489,253.2173,225.2224,225.2224
Cer-ADS(d17:0/16:1)+C2H3O2,598.5047,538.4835,520.473,506.4573,490.4624,286.2751,294.2433,268.2646,276.2328,254.2489,251.2017,225.2224,223.2067
Cer-ADS(d17:0/16:2)+C2H3O2,596.489,536.4679,518.4573,504.4417,488.4467,286.2751,292.2277,268.2646,274.2171,254.2489,249.186,225.2224,221.1911
Cer-ADS(d17:0/17:0)+C2H3O2,614.5359,554.5148,536.5043,522.4886,506.4937,286.2751,310.2746,268.2646,292.264,254.2489,267.233,225.2224,239.238
Cer-ADS(d17:0/18:0)+C2H3O2,628.5516,568.5305,550.5199,536.5043,520.5093,286.2751,324.2903,268.2646,306.2797,254.2489,281.2486,225.2224,253.2537
Cer-ADS(d17:0/18:1)+C2H3O2,626.5359,566.5148,548.5043,534.4886,518.4937,286.2751,322.2746,268.2646,304.264,254.2489,279.233,225.2224,251.238
Cer-ADS(d17:0/18:2)+C2H3O2,624.5203,564.4992,546.4886,532.473,516.478,286.2751,320.259,268.2646,302.2484,254.2489,277.2173,225.2224,249.2224
Cer-ADS(d17:0/19:0)+C2H3O2,642.5673,582.5461,564.5356,550.5199,534.525,286.2751,338.3059,268.2646,320.2953,254.2489,295.2643,225.2224,267.2693
Cer-ADS(d17:0/19:1)+C2H3O2,640.5516,580.5305,562.5199,548.5043,532.5093,286.2751,336.2903,268.2646,318.2797,254.2489,293.2486,225.2224,265.2537
Cer-ADS(d17:0/20:0)+C2H3O2,656.5829,596.5618,578.5512,564.5356,548.5406,286.2751,352.3216,268.2646,334.311,254.2489,309.2799,225.2224,281.285
Cer-ADS(d17:0/20:1)+C2H3O2,654.5673,594.5461,576.5356,562.5199,546.525,286.2751,350.3059,268.2646,332.2953,254.2489,307.2643,225.2224,279.2693
Cer-ADS(d17:0/20:2)+C2H3O2,652.5516,592.5305,574.5199,560.5043,544.5093,286.2751,348.2903,268.2646,330.2797,254.2489,305.2486,225.2224,277.2537
Cer-ADS(d17:0/21:0)+C2H3O2,670.5986,610.5775,592.5669,578.5512,562.5563,286.2751,366.3372,268.2646,348.3267,254.2489,323.2956,225.2224,295.3006
Cer-ADS(d17:0/21:1)+C2H3O2,668.5829,608.5618,590.5512,576.5356,560.5406,286.2751,364.3216,268.2646,346.311,254.2489,321.2799,225.2224,293.285
Cer-ADS(d17:0/22:0)+C2H3O2,684.6142,624.5931,606.5825,592.5669,576.572,286.2751,380.3529,268.2646,362.3423,254.2489,337.3112,225.2224,309.3163
Cer-ADS(d17:0/22:1)+C2H3O2,682.5986,622.5775,604.5669,590.5512,574.5563,286.2751,378.3372,268.2646,360.3267,254.2489,335.2956,225.2224,307.3006
Cer-ADS(d17:0/22:2)+C2H3O2,680.5829,620.5618,602.5512,588.5356,572.5406,286.2751,376.3216,268.2646,358.311,254.2489,333.2799,225.2224,305.285
Cer-ADS(d17:0/23:0)+C2H3O2,698.6299,638.6088,620.5981,606.5825,590.5876,286.2751,394.3685,268.2646,376.3579,254.2489,351.3269,225.2224,323.3319
Cer-ADS(d17:0/23:1)+C2H3O2,696.6142,636.5931,618.5825,604.5669,588.572,286.2751,392.3529,268.2646,374.3423,254.2489,349.3112,225.2224,321.3163
Cer-ADS(d17:0/24:0)+C2H3O2,712.6455,652.6244,634.6138,620.5981,604.6033,286.2751,408.3842,268.2646,390.3736,254.2489,365.3425,225.2224,337.3476
Cer-ADS(d17:0/24:1)+C2H3O2,710.6299,650.6088,632.5981,618.5825,602.5876,286.2751,406.3685,268.2646,388.3579,254.2489,363.3269,225.2224,335.3319
Cer-ADS(d17:0/24:2)+C2H3O2,708.6142,648.5931,630.5825,616.5669,600.572,286.2751,404.3529,268.2646,386.3423,254.2489,361.3112,225.2224,333.3163
Cer-ADS(d17:0/25:0)+C2H3O2,726.6612,666.64,648.6295,634.6138,618.6189,286.2751,422.3998,268.2646,404.3893,254.2489,379.3582,225.2224,351.3633
Cer-ADS(d17:0/25:1)+C2H3O2,724.6455,664.6244,646.6138,632.5981,616.6033,286.2751,420.3842,268.2646,402.3736,254.2489,377.3425,225.2224,349.3476
Cer-ADS(d17:0/26:0)+C2H3O2,740.6768,680.6557,662.6451,648.6295,632.6345,286.2751,436.4155,268.2646,418.4049,254.2489,393.3738,225.2224,365.3789
Cer-ADS(d17:0/26:1)+C2H3O2,738.6612,678.64,660.6295,646.6138,630.6189,286.2751,434.3998,268.2646,416.3893,254.2489,391.3582,225.2224,363.3633
Cer-ADS(d17:0/26:2)+C2H3O2,736.6455,676.6244,658.6138,644.5981,628.6033,286.2751,432.3842,268.2646,414.3736,254.2489,389.3425,225.2224,361.3476
Cer-ADS(d17:0/27:0)+C2H3O2,754.6924,694.6713,676.6608,662.6451,646.6502,286.2751,450.4311,268.2646,432.4206,254.2489,407.3895,225.2224,379.3945
Cer-ADS(d17:0/27:1)+C2H3O2,752.6768,692.6557,674.6451,660.6295,644.6345,286.2751,448.4155,268.2646,430.4049,254.2489,405.3738,225.2224,377.3789
Cer-ADS(d17:0/28:0)+C2H3O2,768.7081,708.687,690.6764,676.6608,660.6658,286.2751,464.4468,268.2646,446.4362,254.2489,421.4051,225.2224,393.4102
Cer-ADS(d17:0/28:1)+C2H3O2,766.6924,706.6713,688.6608,674.6451,658.6502,286.2751,462.4311,268.2646,444.4206,254.2489,419.3895,225.2224,391.3945
Cer-ADS(d17:0/28:2)+C2H3O2,764.6768,704.6557,686.6451,672.6295,656.6345,286.2751,460.4155,268.2646,442.4049,254.2489,417.3738,225.2224,389.3789
Cer-ADS(d17:0/29:0)+C2H3O2,782.7238,722.7026,704.6921,690.6764,674.6815,286.2751,478.4624,268.2646,460.4518,254.2489,435.4207,225.2224,407.4258
Cer-ADS(d17:0/29:1)+C2H3O2,780.7081,720.687,702.6764,688.6608,672.6658,286.2751,476.4468,268.2646,458.4362,254.2489,433.4051,225.2224,405.4102
Cer-ADS(d17:0/30:0)+C2H3O2,796.7394,736.7183,718.7077,704.6921,688.6971,286.2751,492.4781,268.2646,474.4675,254.2489,449.4364,225.2224,421.4415
Cer-ADS(d17:0/30:1)+C2H3O2,794.7238,734.7026,716.6921,702.6764,686.6815,286.2751,490.4624,268.2646,472.4518,254.2489,447.4207,225.2224,419.4258
Cer-ADS(d17:0/30:2)+C2H3O2,792.7081,732.687,714.6764,700.6608,684.6658,286.2751,488.4468,268.2646,470.4362,254.2489,445.4051,225.2224,417.4102
Cer-ADS(d17:0/31:0)+C2H3O2,810.7551,750.7339,732.7234,718.7077,702.7128,286.2751,506.4937,268.2646,488.4832,254.2489,463.4521,225.2224,435.4572
Cer-ADS(d17:0/31:1)+C2H3O2,808.7394,748.7183,730.7077,716.6921,700.6971,286.2751,504.4781,268.2646,486.4675,254.2489,461.4364,225.2224,433.4415
Cer-ADS(d17:0/32:0)+C2H3O2,824.7707,764.7496,746.739,732.7234,716.7285,286.2751,520.5094,268.2646,502.4988,254.2489,477.4677,225.2224,449.4728
Cer-ADS(d17:0/32:1)+C2H3O2,822.7551,762.7339,744.7234,730.7077,714.7128,286.2751,518.4937,268.2646,500.4832,254.2489,475.4521,225.2224,447.4572
Cer-ADS(d17:0/32:2)+C2H3O2,820.7394,760.7183,742.7077,728.6921,712.6971,286.2751,516.4781,268.2646,498.4675,254.2489,473.4364,225.2224,445.4415
Cer-ADS(d17:0/33:0)+C2H3O2,838.7864,778.7653,760.7547,746.739,730.7441,286.2751,534.525,268.2646,516.5145,254.2489,491.4834,225.2224,463.4884
Cer-ADS(d17:0/33:1)+C2H3O2,836.7707,776.7496,758.739,744.7234,728.7285,286.2751,532.5094,268.2646,514.4988,254.2489,489.4677,225.2224,461.4728
Cer-ADS(d17:0/34:0)+C2H3O2,852.802,792.7809,774.7703,760.7547,744.7598,286.2751,548.5406,268.2646,530.5301,254.2489,505.499,225.2224,477.5041
Cer-ADS(d17:0/34:1)+C2H3O2,850.7864,790.7653,772.7547,758.739,742.7441,286.2751,546.525,268.2646,528.5145,254.2489,503.4834,225.2224,475.4884
Cer-ADS(d17:0/34:2)+C2H3O2,848.7707,788.7496,770.739,756.7234,740.7285,286.2751,544.5094,268.2646,526.4988,254.2489,501.4677,225.2224,473.4728
Cer-ADS(d17:0/35:0)+C2H3O2,866.8177,806.7966,788.7859,774.7703,758.7754,286.2751,562.5563,268.2646,544.5458,254.2489,519.5146,225.2224,491.5197
Cer-ADS(d17:0/35:1)+C2H3O2,864.802,804.7809,786.7703,772.7547,756.7598,286.2751,560.5406,268.2646,542.5301,254.2489,517.499,225.2224,489.5041
Cer-ADS(d17:0/36:0)+C2H3O2,880.8333,820.8122,802.8016,788.7859,772.7911,286.2751,576.572,268.2646,558.5614,254.2489,533.5303,225.2224,505.5354
Cer-ADS(d17:0/36:1)+C2H3O2,878.8177,818.7966,800.7859,786.7703,770.7754,286.2751,574.5563,268.2646,556.5458,254.2489,531.5146,225.2224,503.5197
Cer-ADS(d17:0/36:2)+C2H3O2,876.802,816.7809,798.7703,784.7547,768.7598,286.2751,572.5406,268.2646,554.5301,254.2489,529.499,225.2224,501.5041
Cer-ADS(d17:0/38:0)+C2H3O2,908.8646,848.8435,830.8329,816.8173,800.8223,286.2751,604.6033,268.2646,586.5927,254.2489,561.5616,225.2224,533.5667
Cer-ADS(d17:0/38:1)+C2H3O2,906.849,846.8278,828.8173,814.8016,798.8067,286.2751,602.5876,268.2646,584.577,254.2489,559.546,225.2224,531.551
Cer-ADS(d17:0/38:2)+C2H3O2,904.8333,844.8122,826.8016,812.7859,796.7911,286.2751,600.572,268.2646,582.5614,254.2489,557.5303,225.2224,529.5354
Cer-ADS(d17:0/40:0)+C2H3O2,936.8959,876.8748,858.8642,844.8486,828.8536,286.2751,632.6346,268.2646,614.624,254.2489,589.5929,225.2224,561.598
Cer-ADS(d17:0/40:1)+C2H3O2,934.8802,874.8591,856.8486,842.8329,826.838,286.2751,630.6189,268.2646,612.6083,254.2489,587.5773,225.2224,559.5823
Cer-ADS(d17:0/40:2)+C2H3O2,932.8646,872.8435,854.8329,840.8173,824.8223,286.2751,628.6033,268.2646,610.5927,254.2489,585.5616,225.2224,557.5667
Cer-ADS(d17:0/42:0)+C2H3O2,964.9272,904.9061,886.8955,872.8799,856.8849,286.2751,660.6659,268.2646,642.6553,254.2489,617.6242,225.2224,589.6293
Cer-ADS(d17:0/42:1)+C2H3O2,962.9116,902.8904,884.8799,870.8642,854.8693,286.2751,658.6502,268.2646,640.6396,254.2489,615.6086,225.2224,587.6136
Cer-ADS(d17:0/42:2)+C2H3O2,960.8959,900.8748,882.8642,868.8486,852.8536,286.2751,656.6346,268.2646,638.624,254.2489,613.5929,225.2224,585.598
Cer-ADS(d18:0/12:0)+C2H3O2,558.4734,498.4522,480.4417,466.426,450.4311,300.2908,240.1964,282.2802,222.1858,268.2646,197.1547,239.238,169.1598
Cer-ADS(d18:0/12:1)+C2H3O2,556.4577,496.4366,478.426,464.4104,448.4154,300.2908,238.1807,282.2802,220.1702,268.2646,195.1391,239.238,167.1441
Cer-ADS(d18:0/13:0)+C2H3O2,572.489,512.4679,494.4573,480.4417,464.4467,300.2908,254.212,282.2802,236.2014,268.2646,211.1704,239.238,183.1754
Cer-ADS(d18:0/13:1)+C2H3O2,570.4734,510.4522,492.4417,478.426,462.4311,300.2908,252.1964,282.2802,234.1858,268.2646,209.1547,239.238,181.1598
Cer-ADS(d18:0/14:0)+C2H3O2,586.5047,526.4835,508.473,494.4573,478.4624,300.2908,268.2277,282.2802,250.2171,268.2646,225.186,239.238,197.1911
Cer-ADS(d18:0/14:1)+C2H3O2,584.489,524.4679,506.4573,492.4417,476.4467,300.2908,266.212,282.2802,248.2014,268.2646,223.1704,239.238,195.1754
Cer-ADS(d18:0/15:0)+C2H3O2,600.5203,540.4992,522.4886,508.473,492.4781,300.2908,282.2433,282.2802,264.2328,268.2646,239.2017,239.238,211.2067
Cer-ADS(d18:0/15:1)+C2H3O2,598.5047,538.4835,520.473,506.4573,490.4624,300.2908,280.2277,282.2802,262.2171,268.2646,237.186,239.238,209.1911
Cer-ADS(d18:0/16:0)+C2H3O2,614.5359,554.5148,536.5043,522.4886,506.4937,300.2908,296.259,282.2802,278.2484,268.2646,253.2173,239.238,225.2224
Cer-ADS(d18:0/16:1)+C2H3O2,612.5203,552.4992,534.4886,520.473,504.4781,300.2908,294.2433,282.2802,276.2328,268.2646,251.2017,239.238,223.2067
Cer-ADS(d18:0/16:2)+C2H3O2,610.5047,550.4835,532.473,518.4573,502.4624,300.2908,292.2277,282.2802,274.2171,268.2646,249.186,239.238,221.1911
Cer-ADS(d18:0/17:0)+C2H3O2,628.5516,568.5305,550.5199,536.5043,520.5093,300.2908,310.2746,282.2802,292.264,268.2646,267.233,239.238,239.238
Cer-ADS(d18:0/18:0)+C2H3O2,642.5673,582.5461,564.5356,550.5199,534.525,300.2908,324.2903,282.2802,306.2797,268.2646,281.2486,239.238,253.2537
Cer-ADS(d18:0/18:1)+C2H3O2,640.5516,580.5305,562.5199,548.5043,532.5093,300.2908,322.2746,282.2802,304.264,268.2646,279.233,239.238,251.238
Cer-ADS(d18:0/18:2)+C2H3O2,638.5359,578.5148,560.5043,546.4886,530.4937,300.2908,320.259,282.2802,302.2484,268.2646,277.2173,239.238,249.2224
Cer-ADS(d18:0/19:0)+C2H3O2,656.5829,596.5618,578.5512,564.5356,548.5406,300.2908,338.3059,282.2802,320.2953,268.2646,295.2643,239.238,267.2693
Cer-ADS(d18:0/19:1)+C2H3O2,654.5673,594.5461,576.5356,562.5199,546.525,300.2908,336.2903,282.2802,318.2797,268.2646,293.2486,239.238,265.2537
Cer-ADS(d18:0/20:0)+C2H3O2,670.5986,610.5775,592.5669,578.5512,562.5563,300.2908,352.3216,282.2802,334.311,268.2646,309.2799,239.238,281.285
Cer-ADS(d18:0/20:1)+C2H3O2,668.5829,608.5618,590.5512,576.5356,560.5406,300.2908,350.3059,282.2802,332.2953,268.2646,307.2643,239.238,279.2693
Cer-ADS(d18:0/20:2)+C2H3O2,666.5673,606.5461,588.5356,574.5199,558.525,300.2908,348.2903,282.2802,330.2797,268.2646,305.2486,239.238,277.2537
Cer-ADS(d18:0/21:0)+C2H3O2,684.6142,624.5931,606.5825,592.5669,576.572,300.2908,366.3372,282.2802,348.3267,268.2646,323.2956,239.238,295.3006
Cer-ADS(d18:0/21:1)+C2H3O2,682.5986,622.5775,604.5669,590.5512,574.5563,300.2908,364.3216,282.2802,346.311,268.2646,321.2799,239.238,293.285
Cer-ADS(d18:0/22:0)+C2H3O2,698.6299,638.6088,620.5981,606.5825,590.5876,300.2908,380.3529,282.2802,362.3423,268.2646,337.3112,239.238,309.3163
Cer-ADS(d18:0/22:1)+C2H3O2,696.6142,636.5931,618.5825,604.5669,588.572,300.2908,378.3372,282.2802,360.3267,268.2646,335.2956,239.238,307.3006
Cer-ADS(d18:0/22:2)+C2H3O2,694.5986,634.5775,616.5669,602.5512,586.5563,300.2908,376.3216,282.2802,358.311,268.2646,333.2799,239.238,305.285
Cer-ADS(d18:0/23:0)+C2H3O2,712.6455,652.6244,634.6138,620.5981,604.6033,300.2908,394.3685,282.2802,376.3579,268.2646,351.3269,239.238,323.3319
Cer-ADS(d18:0/23:1)+C2H3O2,710.6299,650.6088,632.5981,618.5825,602.5876,300.2908,392.3529,282.2802,374.3423,268.2646,349.3112,239.238,321.3163
Cer-ADS(d18:0/24:0)+C2H3O2,726.6612,666.64,648.6295,634.6138,618.6189,300.2908,408.3842,282.2802,390.3736,268.2646,365.3425,239.238,337.3476
Cer-ADS(d18:0/24:1)+C2H3O2,724.6455,664.6244,646.6138,632.5981,616.6033,300.2908,406.3685,282.2802,388.3579,268.2646,363.3269,239.238,335.3319
Cer-ADS(d18:0/24:2)+C2H3O2,722.6299,662.6088,644.5981,630.5825,614.5876,300.2908,404.3529,282.2802,386.3423,268.2646,361.3112,239.238,333.3163
Cer-ADS(d18:0/25:0)+C2H3O2,740.6768,680.6557,662.6451,648.6295,632.6345,300.2908,422.3998,282.2802,404.3893,268.2646,379.3582,239.238,351.3633
Cer-ADS(d18:0/25:1)+C2H3O2,738.6612,678.64,660.6295,646.6138,630.6189,300.2908,420.3842,282.2802,402.3736,268.2646,377.3425,239.238,349.3476
Cer-ADS(d18:0/26:0)+C2H3O2,754.6924,694.6713,676.6608,662.6451,646.6502,300.2908,436.4155,282.2802,418.4049,268.2646,393.3738,239.238,365.3789
Cer-ADS(d18:0/26:1)+C2H3O2,752.6768,692.6557,674.6451,660.6295,644.6345,300.2908,434.3998,282.2802,416.3893,268.2646,391.3582,239.238,363.3633
Cer-ADS(d18:0/26:2)+C2H3O2,750.6612,690.64,672.6295,658.6138,642.6189,300.2908,432.3842,282.2802,414.3736,268.2646,389.3425,239.238,361.3476
