MGDG,[M+NH4-CO]+,M-sn1,M-sn2,sn1,sn2,M-sn1-C6H12O6,M-sn2-C6H12O6
MGDG(7:0_6:0)+NH4-CO,454.30105,324.20173,338.21737,129.09095,115.07531,144.13834,158.15398
MGDG(7:0_7:0)+NH4-CO,468.3167,338.21738,338.21738,129.09095,129.09095,158.15399,158.15399
MGDG(7:0_8:0)+NH4-CO,482.33236,352.23304,338.2174,129.09095,143.10659,172.16965,158.15401
MGDG(7:0_9:0)+NH4-CO,496.348,366.24868,338.2174,129.09095,157.12223,186.18529,158.15401
MGDG(7:0_10:0)+NH4-CO,510.36367,380.26435,338.21743,129.09095,171.13787,200.20096,158.15404
MGDG(7:0_11:0)+NH4-CO,524.3793,394.27998,338.21742,129.09095,185.15351,214.21659,158.15403
MGDG(7:0_12:0)+NH4-CO,538.3949,408.29558,338.21738,129.09095,199.16915,228.23219,158.15399
MGDG(7:0_13:0)+NH4-CO,552.4106,422.31128,338.21744,129.09095,213.18479,242.24789,158.15405
MGDG(7:0_14:0)+NH4-CO,566.4262,436.32688,338.2174,129.09095,227.20043,256.26349,158.15401
MGDG(7:0_14:1)+NH4-CO,564.4106,434.31128,338.21744,129.09095,225.18479,254.24789,158.15405
MGDG(7:0_15:0)+NH4-CO,580.4419,450.34258,338.21746,129.09095,241.21607,270.27919,158.15407
MGDG(7:0_15:1)+NH4-CO,578.4262,448.32688,338.2174,129.09095,239.20043,268.26349,158.15401
MGDG(7:0_16:0)+NH4-CO,594.45754,464.35822,338.21746,129.09095,255.23171,284.29483,158.15407
MGDG(7:0_16:1)+NH4-CO,592.4419,462.34258,338.21746,129.09095,253.21607,282.27919,158.15407
MGDG(7:0_17:0)+NH4-CO,608.4732,478.37388,338.21748,129.09095,269.24735,298.31049,158.15409
MGDG(7:0_17:1)+NH4-CO,606.45754,476.35822,338.21746,129.09095,267.23171,296.29483,158.15407
MGDG(7:0_17:2)+NH4-CO,604.4419,474.34258,338.21746,129.09095,265.21607,294.27919,158.15407
MGDG(7:0_18:0)+NH4-CO,622.48885,492.38953,338.21749,129.09095,283.26299,312.32614,158.1541
MGDG(7:0_18:1)+NH4-CO,620.4732,490.37388,338.21748,129.09095,281.24735,310.31049,158.15409
MGDG(7:0_18:2)+NH4-CO,618.45754,488.35822,338.21746,129.09095,279.23171,308.29483,158.15407
MGDG(7:0_18:3)+NH4-CO,616.4419,486.34258,338.21746,129.09095,277.21607,306.27919,158.15407
MGDG(7:0_18:4)+NH4-CO,614.4262,484.32688,338.2174,129.09095,275.20043,304.26349,158.15401
MGDG(7:0_19:0)+NH4-CO,636.5045,506.40518,338.2175,129.09095,297.27863,326.34179,158.15411
MGDG(7:0_20:0)+NH4-CO,650.52016,520.42084,338.21752,129.09095,311.29427,340.35745,158.15413
MGDG(7:0_20:1)+NH4-CO,648.5045,518.40518,338.2175,129.09095,309.27863,338.34179,158.15411
MGDG(7:0_20:2)+NH4-CO,646.48885,516.38953,338.21749,129.09095,307.26299,336.32614,158.1541
MGDG(7:0_20:3)+NH4-CO,644.4732,514.37388,338.21748,129.09095,305.24735,334.31049,158.15409
MGDG(7:0_20:4)+NH4-CO,642.45754,512.35822,338.21746,129.09095,303.23171,332.29483,158.15407
MGDG(7:0_20:5)+NH4-CO,640.4419,510.34258,338.21746,129.09095,301.21607,330.27919,158.15407
MGDG(7:0_21:0)+NH4-CO,664.5358,534.43648,338.21752,129.09095,325.30991,354.37309,158.15413
MGDG(7:0_22:0)+NH4-CO,678.5515,548.45218,338.21758,129.09095,339.32555,368.38879,158.15419
MGDG(7:0_22:1)+NH4-CO,676.5358,546.43648,338.21752,129.09095,337.30991,366.37309,158.15413
MGDG(7:0_22:2)+NH4-CO,674.52016,544.42084,338.21752,129.09095,335.29427,364.35745,158.15413
MGDG(7:0_22:4)+NH4-CO,670.48885,540.38953,338.21749,129.09095,331.26299,360.32614,158.1541
MGDG(7:0_22:5)+NH4-CO,668.4732,538.37388,338.21748,129.09095,329.24735,358.31049,158.15409
MGDG(7:0_22:6)+NH4-CO,666.45754,536.35822,338.21746,129.09095,327.23171,356.29483,158.15407
MGDG(7:0_23:0)+NH4-CO,692.5671,562.46778,338.21754,129.09095,353.34119,382.40439,158.15415
MGDG(7:0_24:0)+NH4-CO,706.5827,576.48338,338.2175,129.09095,367.35683,396.41999,158.15411
MGDG(7:0_24:1)+NH4-CO,704.5671,574.46778,338.21754,129.09095,365.34119,394.40439,158.15415
MGDG(7:0_24:4)+NH4-CO,698.52016,568.42084,338.21752,129.09095,359.29427,388.35745,158.15413
MGDG(7:0_25:0)+NH4-CO,720.5984,590.49908,338.21756,129.09095,381.37247,410.43569,158.15417
MGDG(7:0_26:0)+NH4-CO,734.61403,604.51471,338.21755,129.09095,395.38811,424.45132,158.15416
MGDG(7:0_26:1)+NH4-CO,732.5984,602.49908,338.21756,129.09095,393.37247,422.43569,158.15417
MGDG(7:0_26:2)+NH4-CO,730.5827,600.48338,338.2175,129.09095,391.35683,420.41999,158.15411
MGDG(8:0_2:0)+NH4-CO,412.2541,268.13914,352.23298,143.10659,59.01275,88.07575,172.16959
MGDG(8:0_3:0)+NH4-CO,426.26973,282.15477,352.23297,143.10659,73.02839,102.09138,172.16958
MGDG(8:0_4:0)+NH4-CO,440.2854,296.17044,352.233,143.10659,87.04403,116.10705,172.16961
MGDG(8:0_5:0)+NH4-CO,454.30105,310.18609,352.23301,143.10659,101.05967,130.1227,172.16962
MGDG(8:0_6:0)+NH4-CO,468.3167,324.20174,352.23302,143.10659,115.07531,144.13835,172.16963
MGDG(8:0_7:0)+NH4-CO,482.33236,338.2174,352.23304,143.10659,129.09095,158.15401,172.16965
MGDG(8:0_8:0)+NH4-CO,496.348,352.23304,352.23304,143.10659,143.10659,172.16965,172.16965
MGDG(8:0_9:0)+NH4-CO,510.36367,366.24871,352.23307,143.10659,157.12223,186.18532,172.16968
MGDG(8:0_10:0)+NH4-CO,524.3793,380.26434,352.23306,143.10659,171.13787,200.20095,172.16967
MGDG(8:0_11:0)+NH4-CO,538.3949,394.27994,352.23302,143.10659,185.15351,214.21655,172.16963
MGDG(8:0_12:0)+NH4-CO,552.4106,408.29564,352.23308,143.10659,199.16915,228.23225,172.16969
MGDG(8:0_13:0)+NH4-CO,566.4262,422.31124,352.23304,143.10659,213.18479,242.24785,172.16965
MGDG(8:0_14:0)+NH4-CO,580.4419,436.32694,352.2331,143.10659,227.20043,256.26355,172.16971
MGDG(8:0_14:1)+NH4-CO,578.4262,434.31124,352.23304,143.10659,225.18479,254.24785,172.16965
MGDG(8:0_15:0)+NH4-CO,594.45754,450.34258,352.2331,143.10659,241.21607,270.27919,172.16971
MGDG(8:0_15:1)+NH4-CO,592.4419,448.32694,352.2331,143.10659,239.20043,268.26355,172.16971
MGDG(8:0_16:0)+NH4-CO,608.4732,464.35824,352.23312,143.10659,255.23171,284.29485,172.16973
MGDG(8:0_16:1)+NH4-CO,606.45754,462.34258,352.2331,143.10659,253.21607,282.27919,172.16971
MGDG(8:0_17:0)+NH4-CO,622.48885,478.37389,352.23313,143.10659,269.24735,298.3105,172.16974
MGDG(8:0_17:1)+NH4-CO,620.4732,476.35824,352.23312,143.10659,267.23171,296.29485,172.16973
MGDG(8:0_17:2)+NH4-CO,618.45754,474.34258,352.2331,143.10659,265.21607,294.27919,172.16971
MGDG(8:0_18:0)+NH4-CO,636.5045,492.38954,352.23314,143.10659,283.26299,312.32615,172.16975
MGDG(8:0_18:1)+NH4-CO,634.48885,490.37389,352.23313,143.10659,281.24735,310.3105,172.16974
MGDG(8:0_18:2)+NH4-CO,632.4732,488.35824,352.23312,143.10659,279.23171,308.29485,172.16973
MGDG(8:0_18:3)+NH4-CO,630.45754,486.34258,352.2331,143.10659,277.21607,306.27919,172.16971
MGDG(8:0_18:4)+NH4-CO,628.4419,484.32694,352.2331,143.10659,275.20043,304.26355,172.16971
MGDG(8:0_19:0)+NH4-CO,650.52016,506.4052,352.23316,143.10659,297.27863,326.34181,172.16977
MGDG(8:0_20:0)+NH4-CO,664.5358,520.42084,352.23316,143.10659,311.29427,340.35745,172.16977
MGDG(8:0_20:1)+NH4-CO,662.52016,518.4052,352.23316,143.10659,309.27863,338.34181,172.16977
MGDG(8:0_20:2)+NH4-CO,660.5045,516.38954,352.23314,143.10659,307.26299,336.32615,172.16975
MGDG(8:0_20:3)+NH4-CO,658.48885,514.37389,352.23313,143.10659,305.24735,334.3105,172.16974
MGDG(8:0_20:4)+NH4-CO,656.4732,512.35824,352.23312,143.10659,303.23171,332.29485,172.16973
MGDG(8:0_20:5)+NH4-CO,654.45754,510.34258,352.2331,143.10659,301.21607,330.27919,172.16971
MGDG(8:0_21:0)+NH4-CO,678.5515,534.43654,352.23322,143.10659,325.30991,354.37315,172.16983
MGDG(8:0_22:0)+NH4-CO,692.5671,548.45214,352.23318,143.10659,339.32555,368.38875,172.16979
MGDG(8:0_22:1)+NH4-CO,690.5515,546.43654,352.23322,143.10659,337.30991,366.37315,172.16983
MGDG(8:0_22:2)+NH4-CO,688.5358,544.42084,352.23316,143.10659,335.29427,364.35745,172.16977
MGDG(8:0_22:4)+NH4-CO,684.5045,540.38954,352.23314,143.10659,331.26299,360.32615,172.16975
MGDG(8:0_22:5)+NH4-CO,682.48885,538.37389,352.23313,143.10659,329.24735,358.3105,172.16974
MGDG(8:0_22:6)+NH4-CO,680.4732,536.35824,352.23312,143.10659,327.23171,356.29485,172.16973
MGDG(8:0_23:0)+NH4-CO,706.5827,562.46774,352.23314,143.10659,353.34119,382.40435,172.16975
MGDG(8:0_24:0)+NH4-CO,720.5984,576.48344,352.2332,143.10659,367.35683,396.42005,172.16981
MGDG(8:0_24:1)+NH4-CO,718.5827,574.46774,352.23314,143.10659,365.34119,394.40435,172.16975
MGDG(8:0_24:4)+NH4-CO,712.5358,568.42084,352.23316,143.10659,359.29427,388.35745,172.16977
MGDG(8:0_25:0)+NH4-CO,734.61403,590.49907,352.23319,143.10659,381.37247,410.43568,172.1698
MGDG(8:0_26:0)+NH4-CO,748.6297,604.51474,352.23322,143.10659,395.38811,424.45135,172.16983
MGDG(8:0_26:1)+NH4-CO,746.61403,602.49907,352.23319,143.10659,393.37247,422.43568,172.1698
MGDG(8:0_26:2)+NH4-CO,744.5984,600.48344,352.2332,143.10659,391.35683,420.42005,172.16981
MGDG(9:0_2:0)+NH4-CO,426.26973,268.13913,366.24861,157.12223,59.01275,88.07574,186.18522
MGDG(9:0_3:0)+NH4-CO,440.2854,282.1548,366.24864,157.12223,73.02839,102.09141,186.18525
MGDG(9:0_4:0)+NH4-CO,454.30105,296.17045,366.24865,157.12223,87.04403,116.10706,186.18526
MGDG(9:0_5:0)+NH4-CO,468.3167,310.1861,366.24866,157.12223,101.05967,130.12271,186.18527
MGDG(9:0_6:0)+NH4-CO,482.33236,324.20176,366.24868,157.12223,115.07531,144.13837,186.18529
MGDG(9:0_7:0)+NH4-CO,496.348,338.2174,366.24868,157.12223,129.09095,158.15401,186.18529
MGDG(9:0_8:0)+NH4-CO,510.36367,352.23307,366.24871,157.12223,143.10659,172.16968,186.18532
MGDG(9:0_9:0)+NH4-CO,524.3793,366.2487,366.2487,157.12223,157.12223,186.18531,186.18531
MGDG(9:0_10:0)+NH4-CO,538.3949,380.2643,366.24866,157.12223,171.13787,200.20091,186.18527
MGDG(9:0_11:0)+NH4-CO,552.4106,394.28,366.24872,157.12223,185.15351,214.21661,186.18533
MGDG(9:0_12:0)+NH4-CO,566.4262,408.2956,366.24868,157.12223,199.16915,228.23221,186.18529
MGDG(9:0_13:0)+NH4-CO,580.4419,422.3113,366.24874,157.12223,213.18479,242.24791,186.18535
MGDG(9:0_14:0)+NH4-CO,594.45754,436.32694,366.24874,157.12223,227.20043,256.26355,186.18535
MGDG(9:0_14:1)+NH4-CO,592.4419,434.3113,366.24874,157.12223,225.18479,254.24791,186.18535
MGDG(9:0_15:0)+NH4-CO,608.4732,450.3426,366.24876,157.12223,241.21607,270.27921,186.18537
MGDG(9:0_15:1)+NH4-CO,606.45754,448.32694,366.24874,157.12223,239.20043,268.26355,186.18535
MGDG(9:0_16:0)+NH4-CO,622.48885,464.35825,366.24877,157.12223,255.23171,284.29486,186.18538
MGDG(9:0_16:1)+NH4-CO,620.4732,462.3426,366.24876,157.12223,253.21607,282.27921,186.18537
MGDG(9:0_17:0)+NH4-CO,636.5045,478.3739,366.24878,157.12223,269.24735,298.31051,186.18539
MGDG(9:0_17:1)+NH4-CO,634.48885,476.35825,366.24877,157.12223,267.23171,296.29486,186.18538
MGDG(9:0_17:2)+NH4-CO,632.4732,474.3426,366.24876,157.12223,265.21607,294.27921,186.18537
MGDG(9:0_18:0)+NH4-CO,650.52016,492.38956,366.2488,157.12223,283.26299,312.32617,186.18541
MGDG(9:0_18:1)+NH4-CO,648.5045,490.3739,366.24878,157.12223,281.24735,310.31051,186.18539
MGDG(9:0_18:2)+NH4-CO,646.48885,488.35825,366.24877,157.12223,279.23171,308.29486,186.18538
MGDG(9:0_18:3)+NH4-CO,644.4732,486.3426,366.24876,157.12223,277.21607,306.27921,186.18537
MGDG(9:0_18:4)+NH4-CO,642.45754,484.32694,366.24874,157.12223,275.20043,304.26355,186.18535
MGDG(9:0_19:0)+NH4-CO,664.5358,506.4052,366.2488,157.12223,297.27863,326.34181,186.18541
MGDG(9:0_20:0)+NH4-CO,678.5515,520.4209,366.24886,157.12223,311.29427,340.35751,186.18547
MGDG(9:0_20:1)+NH4-CO,676.5358,518.4052,366.2488,157.12223,309.27863,338.34181,186.18541
MGDG(9:0_20:2)+NH4-CO,674.52016,516.38956,366.2488,157.12223,307.26299,336.32617,186.18541
MGDG(9:0_20:3)+NH4-CO,672.5045,514.3739,366.24878,157.12223,305.24735,334.31051,186.18539
MGDG(9:0_20:4)+NH4-CO,670.48885,512.35825,366.24877,157.12223,303.23171,332.29486,186.18538
MGDG(9:0_20:5)+NH4-CO,668.4732,510.3426,366.24876,157.12223,301.21607,330.27921,186.18537
MGDG(9:0_21:0)+NH4-CO,692.5671,534.4365,366.24882,157.12223,325.30991,354.37311,186.18543
MGDG(9:0_22:0)+NH4-CO,706.5827,548.4521,366.24878,157.12223,339.32555,368.38871,186.18539
MGDG(9:0_22:1)+NH4-CO,704.5671,546.4365,366.24882,157.12223,337.30991,366.37311,186.18543
MGDG(9:0_22:2)+NH4-CO,702.5515,544.4209,366.24886,157.12223,335.29427,364.35751,186.18547
MGDG(9:0_22:4)+NH4-CO,698.52016,540.38956,366.2488,157.12223,331.26299,360.32617,186.18541
MGDG(9:0_22:5)+NH4-CO,696.5045,538.3739,366.24878,157.12223,329.24735,358.31051,186.18539
MGDG(9:0_22:6)+NH4-CO,694.48885,536.35825,366.24877,157.12223,327.23171,356.29486,186.18538
MGDG(9:0_23:0)+NH4-CO,720.5984,562.4678,366.24884,157.12223,353.34119,382.40441,186.18545
MGDG(9:0_24:0)+NH4-CO,734.61403,576.48343,366.24883,157.12223,367.35683,396.42004,186.18544
MGDG(9:0_24:1)+NH4-CO,732.5984,574.4678,366.24884,157.12223,365.34119,394.40441,186.18545
MGDG(9:0_24:4)+NH4-CO,726.5515,568.4209,366.24886,157.12223,359.29427,388.35751,186.18547
MGDG(9:0_25:0)+NH4-CO,748.6297,590.4991,366.24886,157.12223,381.37247,410.43571,186.18547
MGDG(9:0_26:0)+NH4-CO,762.64535,604.51475,366.24887,157.12223,395.38811,424.45136,186.18548
MGDG(9:0_26:1)+NH4-CO,760.6297,602.4991,366.24886,157.12223,393.37247,422.43571,186.18547
MGDG(9:0_26:2)+NH4-CO,758.61403,600.48343,366.24883,157.12223,391.35683,420.42004,186.18544
MGDG(10:0_2:0)+NH4-CO,440.2854,268.13916,380.26428,171.13787,59.01275,88.07577,200.20089
MGDG(10:0_3:0)+NH4-CO,454.30105,282.15481,380.26429,171.13787,73.02839,102.09142,200.2009
MGDG(10:0_4:0)+NH4-CO,468.3167,296.17046,380.2643,171.13787,87.04403,116.10707,200.20091
MGDG(10:0_5:0)+NH4-CO,482.33236,310.18612,380.26432,171.13787,101.05967,130.12273,200.20093
MGDG(10:0_6:0)+NH4-CO,496.348,324.20176,380.26432,171.13787,115.07531,144.13837,200.20093
MGDG(10:0_7:0)+NH4-CO,510.36367,338.21743,380.26435,171.13787,129.09095,158.15404,200.20096
MGDG(10:0_8:0)+NH4-CO,524.3793,352.23306,380.26434,171.13787,143.10659,172.16967,200.20095
MGDG(10:0_9:0)+NH4-CO,538.3949,366.24866,380.2643,171.13787,157.12223,186.18527,200.20091
MGDG(10:0_10:0)+NH4-CO,552.4106,380.26436,380.26436,171.13787,171.13787,200.20097,200.20097
MGDG(10:0_11:0)+NH4-CO,566.4262,394.27996,380.26432,171.13787,185.15351,214.21657,200.20093
MGDG(10:0_12:0)+NH4-CO,580.4419,408.29566,380.26438,171.13787,199.16915,228.23227,200.20099
MGDG(10:0_13:0)+NH4-CO,594.45754,422.3113,380.26438,171.13787,213.18479,242.24791,200.20099
MGDG(10:0_14:0)+NH4-CO,608.4732,436.32696,380.2644,171.13787,227.20043,256.26357,200.20101
MGDG(10:0_14:1)+NH4-CO,606.45754,434.3113,380.26438,171.13787,225.18479,254.24791,200.20099
MGDG(10:0_15:0)+NH4-CO,622.48885,450.34261,380.26441,171.13787,241.21607,270.27922,200.20102
MGDG(10:0_15:1)+NH4-CO,620.4732,448.32696,380.2644,171.13787,239.20043,268.26357,200.20101
MGDG(10:0_16:0)+NH4-CO,636.5045,464.35826,380.26442,171.13787,255.23171,284.29487,200.20103
MGDG(10:0_16:1)+NH4-CO,634.48885,462.34261,380.26441,171.13787,253.21607,282.27922,200.20102
MGDG(10:0_17:0)+NH4-CO,650.52016,478.37392,380.26444,171.13787,269.24735,298.31053,200.20105
MGDG(10:0_17:1)+NH4-CO,648.5045,476.35826,380.26442,171.13787,267.23171,296.29487,200.20103
MGDG(10:0_17:2)+NH4-CO,646.48885,474.34261,380.26441,171.13787,265.21607,294.27922,200.20102
MGDG(10:0_18:0)+NH4-CO,664.5358,492.38956,380.26444,171.13787,283.26299,312.32617,200.20105
MGDG(10:0_18:1)+NH4-CO,662.52016,490.37392,380.26444,171.13787,281.24735,310.31053,200.20105
MGDG(10:0_18:2)+NH4-CO,660.5045,488.35826,380.26442,171.13787,279.23171,308.29487,200.20103
MGDG(10:0_18:3)+NH4-CO,658.48885,486.34261,380.26441,171.13787,277.21607,306.27922,200.20102
MGDG(10:0_18:4)+NH4-CO,656.4732,484.32696,380.2644,171.13787,275.20043,304.26357,200.20101
MGDG(10:0_19:0)+NH4-CO,678.5515,506.40526,380.2645,171.13787,297.27863,326.34187,200.20111
MGDG(10:0_20:0)+NH4-CO,692.5671,520.42086,380.26446,171.13787,311.29427,340.35747,200.20107
MGDG(10:0_20:1)+NH4-CO,690.5515,518.40526,380.2645,171.13787,309.27863,338.34187,200.20111
MGDG(10:0_20:2)+NH4-CO,688.5358,516.38956,380.26444,171.13787,307.26299,336.32617,200.20105
MGDG(10:0_20:3)+NH4-CO,686.52016,514.37392,380.26444,171.13787,305.24735,334.31053,200.20105
MGDG(10:0_20:4)+NH4-CO,684.5045,512.35826,380.26442,171.13787,303.23171,332.29487,200.20103
MGDG(10:0_20:5)+NH4-CO,682.48885,510.34261,380.26441,171.13787,301.21607,330.27922,200.20102
MGDG(10:0_21:0)+NH4-CO,706.5827,534.43646,380.26442,171.13787,325.30991,354.37307,200.20103
MGDG(10:0_22:0)+NH4-CO,720.5984,548.45216,380.26448,171.13787,339.32555,368.38877,200.20109
MGDG(10:0_22:1)+NH4-CO,718.5827,546.43646,380.26442,171.13787,337.30991,366.37307,200.20103
MGDG(10:0_22:2)+NH4-CO,716.5671,544.42086,380.26446,171.13787,335.29427,364.35747,200.20107
MGDG(10:0_22:4)+NH4-CO,712.5358,540.38956,380.26444,171.13787,331.26299,360.32617,200.20105
MGDG(10:0_22:5)+NH4-CO,710.52016,538.37392,380.26444,171.13787,329.24735,358.31053,200.20105
MGDG(10:0_22:6)+NH4-CO,708.5045,536.35826,380.26442,171.13787,327.23171,356.29487,200.20103
MGDG(10:0_23:0)+NH4-CO,734.61403,562.46779,380.26447,171.13787,353.34119,382.4044,200.20108
MGDG(10:0_24:0)+NH4-CO,748.6297,576.48346,380.2645,171.13787,367.35683,396.42007,200.20111
MGDG(10:0_24:1)+NH4-CO,746.61403,574.46779,380.26447,171.13787,365.34119,394.4044,200.20108
MGDG(10:0_24:4)+NH4-CO,740.5671,568.42086,380.26446,171.13787,359.29427,388.35747,200.20107
MGDG(10:0_25:0)+NH4-CO,762.64535,590.49911,380.26451,171.13787,381.37247,410.43572,200.20112
MGDG(10:0_26:0)+NH4-CO,776.661,604.51476,380.26452,171.13787,395.38811,424.45137,200.20113
MGDG(10:0_26:1)+NH4-CO,774.64535,602.49911,380.26451,171.13787,393.37247,422.43572,200.20112
MGDG(10:0_26:2)+NH4-CO,772.6297,600.48346,380.2645,171.13787,391.35683,420.42007,200.20111
MGDG(11:0_2:0)+NH4-CO,454.30105,268.13917,394.27993,185.15351,59.01275,88.07578,214.21654
MGDG(11:0_3:0)+NH4-CO,468.3167,282.15482,394.27994,185.15351,73.02839,102.09143,214.21655
MGDG(11:0_4:0)+NH4-CO,482.33236,296.17048,394.27996,185.15351,87.04403,116.10709,214.21657
MGDG(11:0_5:0)+NH4-CO,496.348,310.18612,394.27996,185.15351,101.05967,130.12273,214.21657
MGDG(11:0_6:0)+NH4-CO,510.36367,324.20179,394.27999,185.15351,115.07531,144.1384,214.2166
MGDG(11:0_7:0)+NH4-CO,524.3793,338.21742,394.27998,185.15351,129.09095,158.15403,214.21659
MGDG(11:0_8:0)+NH4-CO,538.3949,352.23302,394.27994,185.15351,143.10659,172.16963,214.21655
MGDG(11:0_9:0)+NH4-CO,552.4106,366.24872,394.28,185.15351,157.12223,186.18533,214.21661
MGDG(11:0_10:0)+NH4-CO,566.4262,380.26432,394.27996,185.15351,171.13787,200.20093,214.21657
MGDG(11:0_11:0)+NH4-CO,580.4419,394.28002,394.28002,185.15351,185.15351,214.21663,214.21663
MGDG(11:0_12:0)+NH4-CO,594.45754,408.29566,394.28002,185.15351,199.16915,228.23227,214.21663
MGDG(11:0_13:0)+NH4-CO,608.4732,422.31132,394.28004,185.15351,213.18479,242.24793,214.21665
MGDG(11:0_14:0)+NH4-CO,622.48885,436.32697,394.28005,185.15351,227.20043,256.26358,214.21666
MGDG(11:0_14:1)+NH4-CO,620.4732,434.31132,394.28004,185.15351,225.18479,254.24793,214.21665
MGDG(11:0_15:0)+NH4-CO,636.5045,450.34262,394.28006,185.15351,241.21607,270.27923,214.21667
MGDG(11:0_15:1)+NH4-CO,634.48885,448.32697,394.28005,185.15351,239.20043,268.26358,214.21666
MGDG(11:0_16:0)+NH4-CO,650.52016,464.35828,394.28008,185.15351,255.23171,284.29489,214.21669
MGDG(11:0_16:1)+NH4-CO,648.5045,462.34262,394.28006,185.15351,253.21607,282.27923,214.21667
MGDG(11:0_17:0)+NH4-CO,664.5358,478.37392,394.28008,185.15351,269.24735,298.31053,214.21669
MGDG(11:0_17:1)+NH4-CO,662.52016,476.35828,394.28008,185.15351,267.23171,296.29489,214.21669
MGDG(11:0_17:2)+NH4-CO,660.5045,474.34262,394.28006,185.15351,265.21607,294.27923,214.21667
MGDG(11:0_18:0)+NH4-CO,678.5515,492.38962,394.28014,185.15351,283.26299,312.32623,214.21675
MGDG(11:0_18:1)+NH4-CO,676.5358,490.37392,394.28008,185.15351,281.24735,310.31053,214.21669
MGDG(11:0_18:2)+NH4-CO,674.52016,488.35828,394.28008,185.15351,279.23171,308.29489,214.21669
MGDG(11:0_18:3)+NH4-CO,672.5045,486.34262,394.28006,185.15351,277.21607,306.27923,214.21667
MGDG(11:0_18:4)+NH4-CO,670.48885,484.32697,394.28005,185.15351,275.20043,304.26358,214.21666
MGDG(11:0_19:0)+NH4-CO,692.5671,506.40522,394.2801,185.15351,297.27863,326.34183,214.21671
MGDG(11:0_20:0)+NH4-CO,706.5827,520.42082,394.28006,185.15351,311.29427,340.35743,214.21667
MGDG(11:0_20:1)+NH4-CO,704.5671,518.40522,394.2801,185.15351,309.27863,338.34183,214.21671
MGDG(11:0_20:2)+NH4-CO,702.5515,516.38962,394.28014,185.15351,307.26299,336.32623,214.21675
MGDG(11:0_20:3)+NH4-CO,700.5358,514.37392,394.28008,185.15351,305.24735,334.31053,214.21669
MGDG(11:0_20:4)+NH4-CO,698.52016,512.35828,394.28008,185.15351,303.23171,332.29489,214.21669
MGDG(11:0_20:5)+NH4-CO,696.5045,510.34262,394.28006,185.15351,301.21607,330.27923,214.21667
MGDG(11:0_21:0)+NH4-CO,720.5984,534.43652,394.28012,185.15351,325.30991,354.37313,214.21673
MGDG(11:0_22:0)+NH4-CO,734.61403,548.45215,394.28011,185.15351,339.32555,368.38876,214.21672
MGDG(11:0_22:1)+NH4-CO,732.5984,546.43652,394.28012,185.15351,337.30991,366.37313,214.21673
MGDG(11:0_22:2)+NH4-CO,730.5827,544.42082,394.28006,185.15351,335.29427,364.35743,214.21667
MGDG(11:0_22:4)+NH4-CO,726.5515,540.38962,394.28014,185.15351,331.26299,360.32623,214.21675
MGDG(11:0_22:5)+NH4-CO,724.5358,538.37392,394.28008,185.15351,329.24735,358.31053,214.21669
MGDG(11:0_22:6)+NH4-CO,722.52016,536.35828,394.28008,185.15351,327.23171,356.29489,214.21669
MGDG(11:0_23:0)+NH4-CO,748.6297,562.46782,394.28014,185.15351,353.34119,382.40443,214.21675
MGDG(11:0_24:0)+NH4-CO,762.64535,576.48347,394.28015,185.15351,367.35683,396.42008,214.21676
MGDG(11:0_24:1)+NH4-CO,760.6297,574.46782,394.28014,185.15351,365.34119,394.40443,214.21675
MGDG(11:0_24:4)+NH4-CO,754.5827,568.42082,394.28006,185.15351,359.29427,388.35743,214.21667
MGDG(11:0_25:0)+NH4-CO,776.661,590.49912,394.28016,185.15351,381.37247,410.43573,214.21677
MGDG(11:0_26:0)+NH4-CO,790.67666,604.51478,394.28018,185.15351,395.38811,424.45139,214.21679
MGDG(11:0_26:1)+NH4-CO,788.661,602.49912,394.28016,185.15351,393.37247,422.43573,214.21677
MGDG(11:0_26:2)+NH4-CO,786.64535,600.48347,394.28015,185.15351,391.35683,420.42008,214.21676
MGDG(12:0_2:0)+NH4-CO,468.3167,268.13918,408.29558,199.16915,59.01275,88.07579,228.23219
MGDG(12:0_3:0)+NH4-CO,482.33236,282.15484,408.2956,199.16915,73.02839,102.09145,228.23221
MGDG(12:0_4:0)+NH4-CO,496.348,296.17048,408.2956,199.16915,87.04403,116.10709,228.23221
MGDG(12:0_5:0)+NH4-CO,510.36367,310.18615,408.29563,199.16915,101.05967,130.12276,228.23224
MGDG(12:0_6:0)+NH4-CO,524.3793,324.20178,408.29562,199.16915,115.07531,144.13839,228.23223
MGDG(12:0_7:0)+NH4-CO,538.3949,338.21738,408.29558,199.16915,129.09095,158.15399,228.23219
MGDG(12:0_8:0)+NH4-CO,552.4106,352.23308,408.29564,199.16915,143.10659,172.16969,228.23225
MGDG(12:0_9:0)+NH4-CO,566.4262,366.24868,408.2956,199.16915,157.12223,186.18529,228.23221
MGDG(12:0_10:0)+NH4-CO,580.4419,380.26438,408.29566,199.16915,171.13787,200.20099,228.23227
MGDG(12:0_11:0)+NH4-CO,594.45754,394.28002,408.29566,199.16915,185.15351,214.21663,228.23227
MGDG(12:0_12:0)+NH4-CO,608.4732,408.29568,408.29568,199.16915,199.16915,228.23229,228.23229
MGDG(12:0_13:0)+NH4-CO,622.48885,422.31133,408.29569,199.16915,213.18479,242.24794,228.2323
MGDG(12:0_14:0)+NH4-CO,636.5045,436.32698,408.2957,199.16915,227.20043,256.26359,228.23231
