Cer-EODS,[M+C2H3O2]-,[M-H]-,NL of EFA,[FAA+C2H2-H]-,[EFA-H]-,[FAA-H]-,[Sph-C2H8NO]-
Cer-EODS(d19:0/21:1-O-17:1)+C2H3O2,946.8439,886.8228,636.5931,364.3221,267.233,338.3065,253.2537
Cer-EODS(d19:0/22:0-O-17:1)+C2H3O2,962.8752,902.8541,652.6244,380.3534,267.233,354.3378,253.2537
Cer-EODS(d19:0/22:1-O-17:1)+C2H3O2,960.8596,900.8384,650.6088,378.3378,267.233,352.3221,253.2537
Cer-EODS(d19:0/22:2-O-17:1)+C2H3O2,958.8439,898.8228,648.5931,376.3221,267.233,350.3065,253.2537
Cer-EODS(d19:0/23:0-O-17:1)+C2H3O2,976.8909,916.8697,666.64,394.369,267.233,368.3534,253.2537
Cer-EODS(d19:0/23:1-O-17:1)+C2H3O2,974.8752,914.8541,664.6244,392.3534,267.233,366.3378,253.2537
Cer-EODS(d19:0/24:0-O-17:1)+C2H3O2,990.9065,930.8854,680.6557,408.3847,267.233,382.369,253.2537
Cer-EODS(d19:0/24:1-O-17:1)+C2H3O2,988.8909,928.8697,678.64,406.369,267.233,380.3534,253.2537
Cer-EODS(d19:0/24:2-O-17:1)+C2H3O2,986.8752,926.8541,676.6244,404.3534,267.233,378.3378,253.2537
Cer-EODS(d19:0/25:0-O-17:1)+C2H3O2,1004.922,944.901,694.6713,422.4004,267.233,396.3847,253.2537
Cer-EODS(d19:0/25:1-O-17:1)+C2H3O2,1002.906,942.8854,692.6557,420.3847,267.233,394.369,253.2537
Cer-EODS(d19:0/26:0-O-17:1)+C2H3O2,1018.938,958.9167,708.687,436.416,267.233,410.4004,253.2537
Cer-EODS(d19:0/26:1-O-17:1)+C2H3O2,1016.922,956.901,706.6713,434.4004,267.233,408.3847,253.2537
Cer-EODS(d19:0/26:2-O-17:1)+C2H3O2,1014.906,954.8854,704.6557,432.3847,267.233,406.369,253.2537
Cer-EODS(d19:0/27:0-O-17:1)+C2H3O2,1032.953,972.9323,722.7026,450.4317,267.233,424.416,253.2537
Cer-EODS(d19:0/27:1-O-17:1)+C2H3O2,1030.938,970.9167,720.687,448.416,267.233,422.4004,253.2537
Cer-EODS(d19:0/28:0-O-17:1)+C2H3O2,1046.969,986.9479,736.7183,464.4473,267.233,438.4317,253.2537
Cer-EODS(d19:0/28:1-O-17:1)+C2H3O2,1044.953,984.9323,734.7026,462.4317,267.233,436.416,253.2537
Cer-EODS(d19:0/28:2-O-17:1)+C2H3O2,1042.938,982.9167,732.687,460.416,267.233,434.4004,253.2537
Cer-EODS(d19:0/29:0-O-17:1)+C2H3O2,1060.985,1000.964,750.7339,478.463,267.233,452.4473,253.2537
Cer-EODS(d19:0/29:1-O-17:1)+C2H3O2,1058.969,998.9479,748.7183,476.4473,267.233,450.4317,253.2537
Cer-EODS(d19:0/30:0-O-17:1)+C2H3O2,1075,1014.979,764.7496,492.4786,267.233,466.463,253.2537
Cer-EODS(d19:0/30:1-O-17:1)+C2H3O2,1072.985,1012.964,762.7339,490.463,267.233,464.4473,253.2537
Cer-EODS(d19:0/30:2-O-17:1)+C2H3O2,1070.969,1010.948,760.7183,488.4473,267.233,462.4317,253.2537
Cer-EODS(d19:0/31:0-O-17:1)+C2H3O2,1089.016,1028.995,778.7653,506.4943,267.233,480.4786,253.2537
Cer-EODS(d19:0/31:1-O-17:1)+C2H3O2,1087,1026.979,776.7496,504.4786,267.233,478.463,253.2537
Cer-EODS(d19:0/32:0-O-17:1)+C2H3O2,1103.032,1043.011,792.7809,520.5099,267.233,494.4943,253.2537
Cer-EODS(d19:0/32:1-O-17:1)+C2H3O2,1101.016,1040.995,790.7653,518.4943,267.233,492.4786,253.2537
Cer-EODS(d19:0/32:2-O-17:1)+C2H3O2,1099,1038.979,788.7496,516.4786,267.233,490.463,253.2537
Cer-EODS(d19:0/33:0-O-17:1)+C2H3O2,1117.047,1057.026,806.7966,534.5256,267.233,508.5099,253.2537
Cer-EODS(d19:0/33:1-O-17:1)+C2H3O2,1115.032,1055.011,804.7809,532.5099,267.233,506.4943,253.2537
Cer-EODS(d19:0/34:0-O-17:1)+C2H3O2,1131.063,1071.042,820.8122,548.5412,267.233,522.5256,253.2537
Cer-EODS(d19:0/34:1-O-17:1)+C2H3O2,1129.047,1069.026,818.7966,546.5256,267.233,520.5099,253.2537
Cer-EODS(d19:0/34:2-O-17:1)+C2H3O2,1127.032,1067.011,816.7809,544.5099,267.233,518.4943,253.2537
Cer-EODS(d19:0/35:0-O-17:1)+C2H3O2,1145.079,1085.057,834.8278,562.5569,267.233,536.5412,253.2537
Cer-EODS(d19:0/35:1-O-17:1)+C2H3O2,1143.063,1083.042,832.8122,560.5412,267.233,534.5256,253.2537
Cer-EODS(d19:0/36:0-O-17:1)+C2H3O2,1159.094,1099.073,848.8435,576.5725,267.233,550.5569,253.2537
Cer-EODS(d19:0/36:1-O-17:1)+C2H3O2,1157.079,1097.057,846.8278,574.5569,267.233,548.5412,253.2537
Cer-EODS(d19:0/36:2-O-17:1)+C2H3O2,1155.063,1095.042,844.8122,572.5412,267.233,546.5256,253.2537
Cer-EODS(d19:0/38:0-O-17:1)+C2H3O2,1187.126,1127.104,876.8748,604.6038,267.233,578.5881,253.2537
Cer-EODS(d19:0/38:1-O-17:1)+C2H3O2,1185.11,1125.089,874.8591,602.5881,267.233,576.5725,253.2537
Cer-EODS(d19:0/38:2-O-17:1)+C2H3O2,1183.094,1123.073,872.8435,600.5725,267.233,574.5569,253.2537
Cer-EODS(d19:0/40:0-O-17:1)+C2H3O2,1215.157,1155.136,904.9061,632.6351,267.233,606.6194,253.2537
Cer-EODS(d19:0/40:1-O-17:1)+C2H3O2,1213.141,1153.12,902.8904,630.6194,267.233,604.6038,253.2537
Cer-EODS(d19:0/40:2-O-17:1)+C2H3O2,1211.126,1151.104,900.8748,628.6038,267.233,602.5881,253.2537
Cer-EODS(d19:0/42:0-O-17:1)+C2H3O2,1243.188,1183.167,932.9374,660.6664,267.233,634.6508,253.2537
Cer-EODS(d19:0/42:1-O-17:1)+C2H3O2,1241.172,1181.151,930.9218,658.6508,267.233,632.6351,253.2537
Cer-EODS(d19:0/42:2-O-17:1)+C2H3O2,1239.157,1179.136,928.9061,656.6351,267.233,630.6194,253.2537
Cer-EODS(d19:0/12:0-O-17:2)+C2H3O2,820.7031,760.6819,512.4679,240.1969,265.2173,214.1813,253.2537
Cer-EODS(d19:0/12:1-O-17:2)+C2H3O2,818.6874,758.6663,510.4522,238.1813,265.2173,212.1656,253.2537
Cer-EODS(d19:0/13:0-O-17:2)+C2H3O2,834.7187,774.6976,526.4835,254.2126,265.2173,228.1969,253.2537
Cer-EODS(d19:0/13:1-O-17:2)+C2H3O2,832.7031,772.6819,524.4679,252.1969,265.2173,226.1813,253.2537
Cer-EODS(d19:0/14:0-O-17:2)+C2H3O2,848.7343,788.7132,540.4992,268.2282,265.2173,242.2126,253.2537
Cer-EODS(d19:0/14:1-O-17:2)+C2H3O2,846.7187,786.6976,538.4835,266.2126,265.2173,240.1969,253.2537
Cer-EODS(d19:0/15:0-O-17:2)+C2H3O2,862.75,802.7289,554.5148,282.2439,265.2173,256.2282,253.2537
Cer-EODS(d19:0/15:1-O-17:2)+C2H3O2,860.7343,800.7132,552.4992,280.2282,265.2173,254.2126,253.2537
Cer-EODS(d19:0/16:0-O-17:2)+C2H3O2,876.7656,816.7445,568.5305,296.2595,265.2173,270.2439,253.2537
Cer-EODS(d19:0/16:1-O-17:2)+C2H3O2,874.75,814.7289,566.5148,294.2439,265.2173,268.2282,253.2537
Cer-EODS(d19:0/16:2-O-17:2)+C2H3O2,872.7343,812.7132,564.4992,292.2282,265.2173,266.2126,253.2537
Cer-EODS(d19:0/17:0-O-17:2)+C2H3O2,890.7813,830.7601,582.5461,310.2751,265.2173,284.2595,253.2537
Cer-EODS(d19:0/18:0-O-17:2)+C2H3O2,904.7969,844.7758,596.5618,324.2908,265.2173,298.2751,253.2537
Cer-EODS(d19:0/18:1-O-17:2)+C2H3O2,902.7813,842.7601,594.5461,322.2751,265.2173,296.2595,253.2537
Cer-EODS(d19:0/18:2-O-17:2)+C2H3O2,900.7656,840.7445,592.5305,320.2595,265.2173,294.2439,253.2537
Cer-EODS(d19:0/19:0-O-17:2)+C2H3O2,918.8126,858.7914,610.5775,338.3065,265.2173,312.2908,253.2537
Cer-EODS(d19:0/19:1-O-17:2)+C2H3O2,916.7969,856.7758,608.5618,336.2908,265.2173,310.2751,253.2537
Cer-EODS(d19:0/20:0-O-17:2)+C2H3O2,932.8282,872.8071,624.5931,352.3221,265.2173,326.3065,253.2537
Cer-EODS(d19:0/20:1-O-17:2)+C2H3O2,930.8126,870.7914,622.5775,350.3065,265.2173,324.2908,253.2537
Cer-EODS(d19:0/20:2-O-17:2)+C2H3O2,928.7969,868.7758,620.5618,348.2908,265.2173,322.2751,253.2537
Cer-EODS(d19:0/21:0-O-17:2)+C2H3O2,946.8439,886.8228,638.6088,366.3378,265.2173,340.3221,253.2537
Cer-EODS(d19:0/21:1-O-17:2)+C2H3O2,944.8282,884.8071,636.5931,364.3221,265.2173,338.3065,253.2537
Cer-EODS(d19:0/22:0-O-17:2)+C2H3O2,960.8596,900.8384,652.6244,380.3534,265.2173,354.3378,253.2537
Cer-EODS(d19:0/22:1-O-17:2)+C2H3O2,958.8439,898.8228,650.6088,378.3378,265.2173,352.3221,253.2537
Cer-EODS(d19:0/22:2-O-17:2)+C2H3O2,956.8282,896.8071,648.5931,376.3221,265.2173,350.3065,253.2537
Cer-EODS(d19:0/23:0-O-17:2)+C2H3O2,974.8752,914.8541,666.64,394.369,265.2173,368.3534,253.2537
Cer-EODS(d19:0/23:1-O-17:2)+C2H3O2,972.8596,912.8384,664.6244,392.3534,265.2173,366.3378,253.2537
Cer-EODS(d19:0/24:0-O-17:2)+C2H3O2,988.8909,928.8697,680.6557,408.3847,265.2173,382.369,253.2537
Cer-EODS(d19:0/24:1-O-17:2)+C2H3O2,986.8752,926.8541,678.64,406.369,265.2173,380.3534,253.2537
Cer-EODS(d19:0/24:2-O-17:2)+C2H3O2,984.8596,924.8384,676.6244,404.3534,265.2173,378.3378,253.2537
Cer-EODS(d19:0/25:0-O-17:2)+C2H3O2,1002.906,942.8854,694.6713,422.4004,265.2173,396.3847,253.2537
Cer-EODS(d19:0/25:1-O-17:2)+C2H3O2,1000.891,940.8697,692.6557,420.3847,265.2173,394.369,253.2537
Cer-EODS(d19:0/26:0-O-17:2)+C2H3O2,1016.922,956.901,708.687,436.416,265.2173,410.4004,253.2537
Cer-EODS(d19:0/26:1-O-17:2)+C2H3O2,1014.906,954.8854,706.6713,434.4004,265.2173,408.3847,253.2537
Cer-EODS(d19:0/26:2-O-17:2)+C2H3O2,1012.891,952.8697,704.6557,432.3847,265.2173,406.369,253.2537
Cer-EODS(d19:0/27:0-O-17:2)+C2H3O2,1030.938,970.9167,722.7026,450.4317,265.2173,424.416,253.2537
Cer-EODS(d19:0/27:1-O-17:2)+C2H3O2,1028.922,968.901,720.687,448.416,265.2173,422.4004,253.2537
Cer-EODS(d19:0/28:0-O-17:2)+C2H3O2,1044.953,984.9323,736.7183,464.4473,265.2173,438.4317,253.2537
Cer-EODS(d19:0/28:1-O-17:2)+C2H3O2,1042.938,982.9167,734.7026,462.4317,265.2173,436.416,253.2537
Cer-EODS(d19:0/28:2-O-17:2)+C2H3O2,1040.922,980.901,732.687,460.416,265.2173,434.4004,253.2537
Cer-EODS(d19:0/29:0-O-17:2)+C2H3O2,1058.969,998.9479,750.7339,478.463,265.2173,452.4473,253.2537
Cer-EODS(d19:0/29:1-O-17:2)+C2H3O2,1056.953,996.9323,748.7183,476.4473,265.2173,450.4317,253.2537
Cer-EODS(d19:0/30:0-O-17:2)+C2H3O2,1072.985,1012.964,764.7496,492.4786,265.2173,466.463,253.2537
Cer-EODS(d19:0/30:1-O-17:2)+C2H3O2,1070.969,1010.948,762.7339,490.463,265.2173,464.4473,253.2537
Cer-EODS(d19:0/30:2-O-17:2)+C2H3O2,1068.953,1008.932,760.7183,488.4473,265.2173,462.4317,253.2537
Cer-EODS(d19:0/31:0-O-17:2)+C2H3O2,1087,1026.979,778.7653,506.4943,265.2173,480.4786,253.2537
Cer-EODS(d19:0/31:1-O-17:2)+C2H3O2,1084.985,1024.964,776.7496,504.4786,265.2173,478.463,253.2537
Cer-EODS(d19:0/32:0-O-17:2)+C2H3O2,1101.016,1040.995,792.7809,520.5099,265.2173,494.4943,253.2537
Cer-EODS(d19:0/32:1-O-17:2)+C2H3O2,1099,1038.979,790.7653,518.4943,265.2173,492.4786,253.2537
Cer-EODS(d19:0/32:2-O-17:2)+C2H3O2,1096.985,1036.964,788.7496,516.4786,265.2173,490.463,253.2537
Cer-EODS(d19:0/33:0-O-17:2)+C2H3O2,1115.032,1055.011,806.7966,534.5256,265.2173,508.5099,253.2537
Cer-EODS(d19:0/33:1-O-17:2)+C2H3O2,1113.016,1052.995,804.7809,532.5099,265.2173,506.4943,253.2537
Cer-EODS(d19:0/34:0-O-17:2)+C2H3O2,1129.047,1069.026,820.8122,548.5412,265.2173,522.5256,253.2537
Cer-EODS(d19:0/34:1-O-17:2)+C2H3O2,1127.032,1067.011,818.7966,546.5256,265.2173,520.5099,253.2537
Cer-EODS(d19:0/34:2-O-17:2)+C2H3O2,1125.016,1064.995,816.7809,544.5099,265.2173,518.4943,253.2537
Cer-EODS(d19:0/35:0-O-17:2)+C2H3O2,1143.063,1083.042,834.8278,562.5569,265.2173,536.5412,253.2537
Cer-EODS(d19:0/35:1-O-17:2)+C2H3O2,1141.047,1081.026,832.8122,560.5412,265.2173,534.5256,253.2537
Cer-EODS(d19:0/36:0-O-17:2)+C2H3O2,1157.079,1097.057,848.8435,576.5725,265.2173,550.5569,253.2537
Cer-EODS(d19:0/36:1-O-17:2)+C2H3O2,1155.063,1095.042,846.8278,574.5569,265.2173,548.5412,253.2537
Cer-EODS(d19:0/36:2-O-17:2)+C2H3O2,1153.047,1093.026,844.8122,572.5412,265.2173,546.5256,253.2537
Cer-EODS(d19:0/38:0-O-17:2)+C2H3O2,1185.11,1125.089,876.8748,604.6038,265.2173,578.5881,253.2537
Cer-EODS(d19:0/38:1-O-17:2)+C2H3O2,1183.094,1123.073,874.8591,602.5881,265.2173,576.5725,253.2537
Cer-EODS(d19:0/38:2-O-17:2)+C2H3O2,1181.079,1121.057,872.8435,600.5725,265.2173,574.5569,253.2537
Cer-EODS(d19:0/40:0-O-17:2)+C2H3O2,1213.141,1153.12,904.9061,632.6351,265.2173,606.6194,253.2537
Cer-EODS(d19:0/40:1-O-17:2)+C2H3O2,1211.126,1151.104,902.8904,630.6194,265.2173,604.6038,253.2537
Cer-EODS(d19:0/40:2-O-17:2)+C2H3O2,1209.11,1149.089,900.8748,628.6038,265.2173,602.5881,253.2537
Cer-EODS(d19:0/42:0-O-17:2)+C2H3O2,1241.172,1181.151,932.9374,660.6664,265.2173,634.6508,253.2537
Cer-EODS(d19:0/42:1-O-17:2)+C2H3O2,1239.157,1179.136,930.9218,658.6508,265.2173,632.6351,253.2537
Cer-EODS(d19:0/42:2-O-17:2)+C2H3O2,1237.141,1177.12,928.9061,656.6351,265.2173,630.6194,253.2537
Cer-EODS(d19:0/12:0-O-18:0)+C2H3O2,838.75,778.7289,512.4679,240.1969,283.2643,214.1813,253.2537
Cer-EODS(d19:0/12:1-O-18:0)+C2H3O2,836.7343,776.7132,510.4522,238.1813,283.2643,212.1656,253.2537
Cer-EODS(d19:0/13:0-O-18:0)+C2H3O2,852.7656,792.7445,526.4835,254.2126,283.2643,228.1969,253.2537
Cer-EODS(d19:0/13:1-O-18:0)+C2H3O2,850.75,790.7289,524.4679,252.1969,283.2643,226.1813,253.2537
Cer-EODS(d19:0/14:0-O-18:0)+C2H3O2,866.7813,806.7601,540.4992,268.2282,283.2643,242.2126,253.2537
Cer-EODS(d19:0/14:1-O-18:0)+C2H3O2,864.7656,804.7445,538.4835,266.2126,283.2643,240.1969,253.2537
Cer-EODS(d19:0/15:0-O-18:0)+C2H3O2,880.7969,820.7758,554.5148,282.2439,283.2643,256.2282,253.2537
Cer-EODS(d19:0/15:1-O-18:0)+C2H3O2,878.7813,818.7601,552.4992,280.2282,283.2643,254.2126,253.2537
Cer-EODS(d19:0/16:0-O-18:0)+C2H3O2,894.8126,834.7914,568.5305,296.2595,283.2643,270.2439,253.2537
Cer-EODS(d19:0/16:1-O-18:0)+C2H3O2,892.7969,832.7758,566.5148,294.2439,283.2643,268.2282,253.2537
Cer-EODS(d19:0/16:2-O-18:0)+C2H3O2,890.7813,830.7601,564.4992,292.2282,283.2643,266.2126,253.2537
Cer-EODS(d19:0/17:0-O-18:0)+C2H3O2,908.8282,848.8071,582.5461,310.2751,283.2643,284.2595,253.2537
Cer-EODS(d19:0/18:0-O-18:0)+C2H3O2,922.8439,862.8228,596.5618,324.2908,283.2643,298.2751,253.2537
Cer-EODS(d19:0/18:1-O-18:0)+C2H3O2,920.8282,860.8071,594.5461,322.2751,283.2643,296.2595,253.2537
Cer-EODS(d19:0/18:2-O-18:0)+C2H3O2,918.8126,858.7914,592.5305,320.2595,283.2643,294.2439,253.2537
Cer-EODS(d19:0/19:0-O-18:0)+C2H3O2,936.8596,876.8384,610.5775,338.3065,283.2643,312.2908,253.2537
Cer-EODS(d19:0/19:1-O-18:0)+C2H3O2,934.8439,874.8228,608.5618,336.2908,283.2643,310.2751,253.2537
Cer-EODS(d19:0/20:0-O-18:0)+C2H3O2,950.8752,890.8541,624.5931,352.3221,283.2643,326.3065,253.2537
Cer-EODS(d19:0/20:1-O-18:0)+C2H3O2,948.8596,888.8384,622.5775,350.3065,283.2643,324.2908,253.2537
Cer-EODS(d19:0/20:2-O-18:0)+C2H3O2,946.8439,886.8228,620.5618,348.2908,283.2643,322.2751,253.2537
Cer-EODS(d19:0/21:0-O-18:0)+C2H3O2,964.8909,904.8697,638.6088,366.3378,283.2643,340.3221,253.2537
Cer-EODS(d19:0/21:1-O-18:0)+C2H3O2,962.8752,902.8541,636.5931,364.3221,283.2643,338.3065,253.2537
Cer-EODS(d19:0/22:0-O-18:0)+C2H3O2,978.9065,918.8854,652.6244,380.3534,283.2643,354.3378,253.2537
Cer-EODS(d19:0/22:1-O-18:0)+C2H3O2,976.8909,916.8697,650.6088,378.3378,283.2643,352.3221,253.2537
Cer-EODS(d19:0/22:2-O-18:0)+C2H3O2,974.8752,914.8541,648.5931,376.3221,283.2643,350.3065,253.2537
Cer-EODS(d19:0/23:0-O-18:0)+C2H3O2,992.9221,932.901,666.64,394.369,283.2643,368.3534,253.2537
Cer-EODS(d19:0/23:1-O-18:0)+C2H3O2,990.9065,930.8854,664.6244,392.3534,283.2643,366.3378,253.2537
Cer-EODS(d19:0/24:0-O-18:0)+C2H3O2,1006.938,946.9167,680.6557,408.3847,283.2643,382.369,253.2537
Cer-EODS(d19:0/24:1-O-18:0)+C2H3O2,1004.922,944.901,678.64,406.369,283.2643,380.3534,253.2537
Cer-EODS(d19:0/24:2-O-18:0)+C2H3O2,1002.906,942.8854,676.6244,404.3534,283.2643,378.3378,253.2537
Cer-EODS(d19:0/25:0-O-18:0)+C2H3O2,1020.953,960.9323,694.6713,422.4004,283.2643,396.3847,253.2537
Cer-EODS(d19:0/25:1-O-18:0)+C2H3O2,1018.938,958.9167,692.6557,420.3847,283.2643,394.369,253.2537
Cer-EODS(d19:0/26:0-O-18:0)+C2H3O2,1034.969,974.9479,708.687,436.416,283.2643,410.4004,253.2537
Cer-EODS(d19:0/26:1-O-18:0)+C2H3O2,1032.953,972.9323,706.6713,434.4004,283.2643,408.3847,253.2537
Cer-EODS(d19:0/26:2-O-18:0)+C2H3O2,1030.938,970.9167,704.6557,432.3847,283.2643,406.369,253.2537
Cer-EODS(d19:0/27:0-O-18:0)+C2H3O2,1048.985,988.9636,722.7026,450.4317,283.2643,424.416,253.2537
Cer-EODS(d19:0/27:1-O-18:0)+C2H3O2,1046.969,986.9479,720.687,448.416,283.2643,422.4004,253.2537
Cer-EODS(d19:0/28:0-O-18:0)+C2H3O2,1063,1002.979,736.7183,464.4473,283.2643,438.4317,253.2537
Cer-EODS(d19:0/28:1-O-18:0)+C2H3O2,1060.985,1000.964,734.7026,462.4317,283.2643,436.416,253.2537
Cer-EODS(d19:0/28:2-O-18:0)+C2H3O2,1058.969,998.9479,732.687,460.416,283.2643,434.4004,253.2537
Cer-EODS(d19:0/29:0-O-18:0)+C2H3O2,1077.016,1016.995,750.7339,478.463,283.2643,452.4473,253.2537
Cer-EODS(d19:0/29:1-O-18:0)+C2H3O2,1075,1014.979,748.7183,476.4473,283.2643,450.4317,253.2537
Cer-EODS(d19:0/30:0-O-18:0)+C2H3O2,1091.032,1031.011,764.7496,492.4786,283.2643,466.463,253.2537
Cer-EODS(d19:0/30:1-O-18:0)+C2H3O2,1089.016,1028.995,762.7339,490.463,283.2643,464.4473,253.2537
Cer-EODS(d19:0/30:2-O-18:0)+C2H3O2,1087,1026.979,760.7183,488.4473,283.2643,462.4317,253.2537
Cer-EODS(d19:0/31:0-O-18:0)+C2H3O2,1105.047,1045.026,778.7653,506.4943,283.2643,480.4786,253.2537
Cer-EODS(d19:0/31:1-O-18:0)+C2H3O2,1103.032,1043.011,776.7496,504.4786,283.2643,478.463,253.2537
Cer-EODS(d19:0/32:0-O-18:0)+C2H3O2,1119.063,1059.042,792.7809,520.5099,283.2643,494.4943,253.2537
Cer-EODS(d19:0/32:1-O-18:0)+C2H3O2,1117.047,1057.026,790.7653,518.4943,283.2643,492.4786,253.2537
Cer-EODS(d19:0/32:2-O-18:0)+C2H3O2,1115.032,1055.011,788.7496,516.4786,283.2643,490.463,253.2537
Cer-EODS(d19:0/33:0-O-18:0)+C2H3O2,1133.079,1073.057,806.7966,534.5256,283.2643,508.5099,253.2537
Cer-EODS(d19:0/33:1-O-18:0)+C2H3O2,1131.063,1071.042,804.7809,532.5099,283.2643,506.4943,253.2537
Cer-EODS(d19:0/34:0-O-18:0)+C2H3O2,1147.094,1087.073,820.8122,548.5412,283.2643,522.5256,253.2537
Cer-EODS(d19:0/34:1-O-18:0)+C2H3O2,1145.079,1085.057,818.7966,546.5256,283.2643,520.5099,253.2537
Cer-EODS(d19:0/34:2-O-18:0)+C2H3O2,1143.063,1083.042,816.7809,544.5099,283.2643,518.4943,253.2537
Cer-EODS(d19:0/35:0-O-18:0)+C2H3O2,1161.11,1101.089,834.8278,562.5569,283.2643,536.5412,253.2537
Cer-EODS(d19:0/35:1-O-18:0)+C2H3O2,1159.094,1099.073,832.8122,560.5412,283.2643,534.5256,253.2537
Cer-EODS(d19:0/36:0-O-18:0)+C2H3O2,1175.126,1115.104,848.8435,576.5725,283.2643,550.5569,253.2537
Cer-EODS(d19:0/36:1-O-18:0)+C2H3O2,1173.11,1113.089,846.8278,574.5569,283.2643,548.5412,253.2537
Cer-EODS(d19:0/36:2-O-18:0)+C2H3O2,1171.094,1111.073,844.8122,572.5412,283.2643,546.5256,253.2537
Cer-EODS(d19:0/38:0-O-18:0)+C2H3O2,1203.157,1143.136,876.8748,604.6038,283.2643,578.5881,253.2537
Cer-EODS(d19:0/38:1-O-18:0)+C2H3O2,1201.141,1141.12,874.8591,602.5881,283.2643,576.5725,253.2537
Cer-EODS(d19:0/38:2-O-18:0)+C2H3O2,1199.126,1139.104,872.8435,600.5725,283.2643,574.5569,253.2537
Cer-EODS(d19:0/40:0-O-18:0)+C2H3O2,1231.188,1171.167,904.9061,632.6351,283.2643,606.6194,253.2537
Cer-EODS(d19:0/40:1-O-18:0)+C2H3O2,1229.172,1169.151,902.8904,630.6194,283.2643,604.6038,253.2537
Cer-EODS(d19:0/40:2-O-18:0)+C2H3O2,1227.157,1167.136,900.8748,628.6038,283.2643,602.5881,253.2537
Cer-EODS(d19:0/42:0-O-18:0)+C2H3O2,1259.219,1199.198,932.9374,660.6664,283.2643,634.6508,253.2537
Cer-EODS(d19:0/42:1-O-18:0)+C2H3O2,1257.204,1197.183,930.9218,658.6508,283.2643,632.6351,253.2537
Cer-EODS(d19:0/42:2-O-18:0)+C2H3O2,1255.188,1195.167,928.9061,656.6351,283.2643,630.6194,253.2537
Cer-EODS(d19:0/12:0-O-18:1)+C2H3O2,836.7343,776.7132,512.4679,240.1969,281.2486,214.1813,253.2537
Cer-EODS(d19:0/12:1-O-18:1)+C2H3O2,834.7187,774.6976,510.4522,238.1813,281.2486,212.1656,253.2537
Cer-EODS(d19:0/13:0-O-18:1)+C2H3O2,850.75,790.7289,526.4835,254.2126,281.2486,228.1969,253.2537
Cer-EODS(d19:0/13:1-O-18:1)+C2H3O2,848.7343,788.7132,524.4679,252.1969,281.2486,226.1813,253.2537
Cer-EODS(d19:0/14:0-O-18:1)+C2H3O2,864.7656,804.7445,540.4992,268.2282,281.2486,242.2126,253.2537
Cer-EODS(d19:0/14:1-O-18:1)+C2H3O2,862.75,802.7289,538.4835,266.2126,281.2486,240.1969,253.2537
Cer-EODS(d19:0/15:0-O-18:1)+C2H3O2,878.7813,818.7601,554.5148,282.2439,281.2486,256.2282,253.2537
Cer-EODS(d19:0/15:1-O-18:1)+C2H3O2,876.7656,816.7445,552.4992,280.2282,281.2486,254.2126,253.2537
Cer-EODS(d19:0/16:0-O-18:1)+C2H3O2,892.7969,832.7758,568.5305,296.2595,281.2486,270.2439,253.2537
Cer-EODS(d19:0/16:1-O-18:1)+C2H3O2,890.7813,830.7601,566.5148,294.2439,281.2486,268.2282,253.2537
Cer-EODS(d19:0/16:2-O-18:1)+C2H3O2,888.7656,828.7445,564.4992,292.2282,281.2486,266.2126,253.2537
Cer-EODS(d19:0/17:0-O-18:1)+C2H3O2,906.8126,846.7914,582.5461,310.2751,281.2486,284.2595,253.2537
Cer-EODS(d19:0/18:0-O-18:1)+C2H3O2,920.8282,860.8071,596.5618,324.2908,281.2486,298.2751,253.2537
Cer-EODS(d19:0/18:1-O-18:1)+C2H3O2,918.8126,858.7914,594.5461,322.2751,281.2486,296.2595,253.2537
Cer-EODS(d19:0/18:2-O-18:1)+C2H3O2,916.7969,856.7758,592.5305,320.2595,281.2486,294.2439,253.2537
Cer-EODS(d19:0/19:0-O-18:1)+C2H3O2,934.8439,874.8228,610.5775,338.3065,281.2486,312.2908,253.2537
Cer-EODS(d19:0/19:1-O-18:1)+C2H3O2,932.8282,872.8071,608.5618,336.2908,281.2486,310.2751,253.2537
Cer-EODS(d19:0/20:0-O-18:1)+C2H3O2,948.8596,888.8384,624.5931,352.3221,281.2486,326.3065,253.2537
Cer-EODS(d19:0/20:1-O-18:1)+C2H3O2,946.8439,886.8228,622.5775,350.3065,281.2486,324.2908,253.2537
Cer-EODS(d19:0/20:2-O-18:1)+C2H3O2,944.8282,884.8071,620.5618,348.2908,281.2486,322.2751,253.2537
Cer-EODS(d19:0/21:0-O-18:1)+C2H3O2,962.8752,902.8541,638.6088,366.3378,281.2486,340.3221,253.2537
Cer-EODS(d19:0/21:1-O-18:1)+C2H3O2,960.8596,900.8384,636.5931,364.3221,281.2486,338.3065,253.2537
Cer-EODS(d19:0/22:0-O-18:1)+C2H3O2,976.8909,916.8697,652.6244,380.3534,281.2486,354.3378,253.2537
Cer-EODS(d19:0/22:1-O-18:1)+C2H3O2,974.8752,914.8541,650.6088,378.3378,281.2486,352.3221,253.2537
Cer-EODS(d19:0/22:2-O-18:1)+C2H3O2,972.8596,912.8384,648.5931,376.3221,281.2486,350.3065,253.2537
Cer-EODS(d19:0/23:0-O-18:1)+C2H3O2,990.9065,930.8854,666.64,394.369,281.2486,368.3534,253.2537
Cer-EODS(d19:0/23:1-O-18:1)+C2H3O2,988.8909,928.8697,664.6244,392.3534,281.2486,366.3378,253.2537
