TG,[M+NH4]+,NL R1COOH,NL R2COOH,NL R3COOH
TG(10:0_20:0_22:0)+NH4,880.8327504,691.6598764,551.5033764,523.4720764
TG(18:0_26:0_8:0)+NH4,880.8327504,579.5346764,467.4094764,719.6911764
TG(20:0_24:0_8:0)+NH4,880.8327504,551.5033764,495.4407764,719.6911764
TG(22:0_22:0_8:0)+NH4,880.8327504,523.4720764,523.4720764,719.6911764
TG(17:0_17:0_18:0)+NH4,880.8328504,593.5503764,593.5503764,579.5347764
TG(16:0_17:0_19:0)+NH4,880.8328504,607.5660764,593.5503764,565.5190764
TG(15:0_15:0_22:0)+NH4,880.8328504,621.5816764,621.5816764,523.4721764
TG(15:0_16:0_21:0)+NH4,880.8328504,621.5816764,607.5660764,537.4877764
TG(15:0_17:0_20:0)+NH4,880.8328504,621.5816764,593.5503764,551.5034764
TG(15:0_18:0_19:0)+NH4,880.8328504,621.5816764,579.5347764,565.5190764
TG(14:0_15:0_23:0)+NH4,880.8328504,635.5973764,621.5816764,509.4564764
TG(14:0_17:0_21:0)+NH4,880.8328504,635.5973764,593.5503764,537.4877764
TG(14:0_19:0_19:0)+NH4,880.8328504,635.5973764,565.5190764,565.5190764
TG(13:0_13:0_26:0)+NH4,880.8328504,649.6129764,649.6129764,467.4095764
TG(13:0_14:0_25:0)+NH4,880.8328504,649.6129764,635.5973764,481.4251764
TG(13:0_15:0_24:0)+NH4,880.8328504,649.6129764,621.5816764,495.4408764
TG(13:0_16:0_23:0)+NH4,880.8328504,649.6129764,607.5660764,509.4564764
TG(13:0_17:0_22:0)+NH4,880.8328504,649.6129764,593.5503764,523.4721764
TG(13:0_18:0_21:0)+NH4,880.8328504,649.6129764,579.5347764,537.4877764
TG(13:0_19:0_20:0)+NH4,880.8328504,649.6129764,565.5190764,551.5034764
TG(12:0_15:0_25:0)+NH4,880.8328504,663.6286764,621.5816764,481.4251764
TG(12:0_17:0_23:0)+NH4,880.8328504,663.6286764,593.5503764,509.4564764
TG(12:0_19:0_21:0)+NH4,880.8328504,663.6286764,565.5190764,537.4877764
TG(10:0_17:0_25:0)+NH4,880.8328504,691.6599764,593.5503764,481.4251764
TG(10:0_19:0_23:0)+NH4,880.8328504,691.6599764,565.5190764,509.4564764
TG(10:0_21:0_21:0)+NH4,880.8328504,691.6599764,537.4877764,537.4877764
TG(19:0_25:0_8:0)+NH4,880.8328504,565.5190764,481.4251764,719.6912764
TG(21:0_23:0_8:0)+NH4,880.8328504,537.4877764,509.4564764,719.6912764
TG(17:0_18:2_18:4)+NH4,882.7545504,595.4720764,585.4877764,589.5190764
TG(17:1_18:1_18:4)+NH4,882.7545504,597.4877764,583.4720764,589.5190764
TG(17:1_18:2_18:3)+NH4,882.7545504,597.4877764,585.4877764,587.5033764
TG(17:2_18:0_18:4)+NH4,882.7545504,599.5033764,581.4564764,589.5190764
TG(17:2_18:2_18:2)+NH4,882.7545504,599.5033764,585.4877764,585.4877764
TG(16:0_17:2_20:4)+NH4,882.7545504,609.4877764,599.5033764,561.4877764
TG(16:0_17:1_20:5)+NH4,882.7545504,609.4877764,597.4877764,563.5033764
TG(16:1_17:1_20:4)+NH4,882.7545504,611.5033764,597.4877764,561.4877764
TG(15:0_16:0_22:6)+NH4,882.7545504,623.5033764,609.4877764,537.4877764
TG(15:0_18:4_20:2)+NH4,882.7545504,623.5033764,589.5190764,557.4564764
TG(15:1_16:1_22:4)+NH4,882.7545504,625.5190764,611.5033764,533.4564764
TG(15:0_18:2_20:4)+NH4,882.7545504,623.5033764,585.4877764,561.4877764
TG(15:1_16:0_22:5)+NH4,882.7545504,625.5190764,609.4877764,535.4720764
TG(15:1_18:4_20:1)+NH4,882.7545504,625.5190764,589.5190764,555.4407764
TG(15:1_18:3_20:2)+NH4,882.7545504,625.5190764,587.5033764,557.4564764
TG(15:1_18:2_20:3)+NH4,882.7545504,625.5190764,585.4877764,559.4720764
TG(15:1_18:1_20:4)+NH4,882.7545504,625.5190764,583.4720764,561.4877764
TG(15:1_18:0_20:5)+NH4,882.7545504,625.5190764,581.4564764,563.5033764
TG(14:0_17:2_22:4)+NH4,882.7545504,637.5190764,599.5033764,533.4564764
TG(14:0_17:1_22:5)+NH4,882.7545504,637.5190764,597.4877764,535.4720764
TG(14:0_17:0_22:6)+NH4,882.7545504,637.5190764,595.4720764,537.4877764
TG(14:1_17:1_22:4)+NH4,882.7545504,639.5346764,597.4877764,533.4564764
TG(13:0_18:4_22:2)+NH4,882.7545504,651.5346764,589.5190764,529.4251764
TG(13:0_18:2_22:4)+NH4,882.7545504,651.5346764,585.4877764,533.4564764
TG(13:0_18:0_22:6)+NH4,882.7545504,651.5346764,581.4564764,537.4877764
TG(13:0_20:2_20:4)+NH4,882.7545504,651.5346764,557.4564764,561.4877764
TG(12:0_19:0_22:6)+NH4,882.7545504,665.5503764,567.4407764,537.4877764
TG(10:0_21:0_22:6)+NH4,882.7545504,693.5816764,539.4094764,537.4877764
TG(22:6_23:0_8:0)+NH4,882.7545504,537.4877764,511.3781764,721.6129764
TG(17:0_18:3_18:3)+NH4,882.7546504,595.4721764,587.5034764,587.5034764
TG(17:2_18:1_18:3)+NH4,882.7546504,599.5034764,583.4721764,587.5034764
TG(16:1_17:2_20:3)+NH4,882.7546504,611.5034764,599.5034764,559.4721764
TG(16:1_17:0_20:5)+NH4,882.7546504,611.5034764,595.4721764,563.5034764
TG(15:0_16:1_22:5)+NH4,882.7546504,623.5034764,611.5034764,535.4721764
TG(15:0_18:3_20:3)+NH4,882.7546504,623.5034764,587.5034764,559.4721764
TG(15:0_18:1_20:5)+NH4,882.7546504,623.5034764,583.4721764,563.5034764
TG(14:1_17:2_22:3)+NH4,882.7546504,639.5347764,599.5034764,531.4408764
TG(14:1_17:0_22:5)+NH4,882.7546504,639.5347764,595.4721764,535.4721764
TG(14:1_19:0_20:5)+NH4,882.7546504,639.5347764,567.4408764,563.5034764
TG(13:0_18:3_22:3)+NH4,882.7546504,651.5347764,587.5034764,531.4408764
TG(13:0_18:1_22:5)+NH4,882.7546504,651.5347764,583.4721764,535.4721764
TG(13:0_20:1_20:5)+NH4,882.7546504,651.5347764,555.4408764,563.5034764
TG(13:0_20:3_20:3)+NH4,882.7546504,651.5347764,559.4721764,559.4721764
TG(18:4_18:4_18:4)+NH4,884.6762504,591.4407764,591.4407764,591.4407764
TG(10:0_22:6_22:6)+NH4,884.6762504,695.5033764,539.4094764,539.4094764
TG(17:1_18:0_18:4)+NH4,884.7701504,599.5033764,583.4720764,591.5346764
TG(17:1_18:2_18:2)+NH4,884.7701504,599.5033764,587.5033764,587.5033764
TG(16:0_17:1_20:4)+NH4,884.7701504,611.5033764,599.5033764,563.5033764
TG(15:1_16:0_22:4)+NH4,884.7701504,627.5346764,611.5033764,535.4720764
TG(15:1_18:4_20:0)+NH4,884.7701504,627.5346764,591.5346764,555.4407764
TG(15:1_18:2_20:2)+NH4,884.7701504,627.5346764,587.5033764,559.4720764
TG(15:1_18:0_20:4)+NH4,884.7701504,627.5346764,583.4720764,563.5033764
TG(14:0_17:1_22:4)+NH4,884.7701504,639.5346764,599.5033764,535.4720764
TG(17:0_18:1_18:4)+NH4,884.7702504,597.4877764,585.4877764,591.5347764
TG(17:0_18:2_18:3)+NH4,884.7702504,597.4877764,587.5034764,589.5190764
TG(17:1_18:1_18:3)+NH4,884.7702504,599.5034764,585.4877764,589.5190764
TG(17:2_18:0_18:3)+NH4,884.7702504,601.5190764,583.4721764,589.5190764
TG(17:2_18:1_18:2)+NH4,884.7702504,601.5190764,585.4877764,587.5034764
TG(16:0_17:2_20:3)+NH4,884.7702504,611.5034764,601.5190764,561.4877764
TG(16:0_17:0_20:5)+NH4,884.7702504,611.5034764,597.4877764,565.5190764
TG(16:1_17:2_20:2)+NH4,884.7702504,613.5190764,601.5190764,559.4721764
TG(16:1_17:1_20:3)+NH4,884.7702504,613.5190764,599.5034764,561.4877764
TG(16:1_17:0_20:4)+NH4,884.7702504,613.5190764,597.4877764,563.5034764
TG(16:1_18:4_19:0)+NH4,884.7702504,613.5190764,591.5347764,569.4564764
TG(15:0_16:1_22:4)+NH4,884.7702504,625.5190764,613.5190764,535.4721764
TG(15:0_16:0_22:5)+NH4,884.7702504,625.5190764,611.5034764,537.4877764
TG(15:1_16:1_22:3)+NH4,884.7702504,627.5347764,613.5190764,533.4564764
TG(15:0_18:4_20:1)+NH4,884.7702504,625.5190764,591.5347764,557.4564764
TG(15:0_18:3_20:2)+NH4,884.7702504,625.5190764,589.5190764,559.4721764
TG(15:0_18:2_20:3)+NH4,884.7702504,625.5190764,587.5034764,561.4877764
TG(15:0_18:1_20:4)+NH4,884.7702504,625.5190764,585.4877764,563.5034764
TG(15:0_18:0_20:5)+NH4,884.7702504,625.5190764,583.4721764,565.5190764
TG(15:1_18:3_20:1)+NH4,884.7702504,627.5347764,589.5190764,557.4564764
TG(15:1_18:1_20:3)+NH4,884.7702504,627.5347764,585.4877764,561.4877764
TG(14:0_17:2_22:3)+NH4,884.7702504,639.5347764,601.5190764,533.4564764
TG(14:0_17:0_22:5)+NH4,884.7702504,639.5347764,597.4877764,537.4877764
TG(14:0_19:0_20:5)+NH4,884.7702504,639.5347764,569.4564764,565.5190764
TG(14:1_17:2_22:2)+NH4,884.7702504,641.5503764,601.5190764,531.4408764
TG(14:1_17:1_22:3)+NH4,884.7702504,641.5503764,599.5034764,533.4564764
TG(14:1_17:0_22:4)+NH4,884.7702504,641.5503764,597.4877764,535.4721764
TG(14:1_18:4_21:0)+NH4,884.7702504,641.5503764,591.5347764,541.4251764
TG(14:1_19:0_20:4)+NH4,884.7702504,641.5503764,569.4564764,563.5034764
TG(13:0_18:4_22:1)+NH4,884.7702504,653.5503764,591.5347764,529.4251764
TG(13:0_18:3_22:2)+NH4,884.7702504,653.5503764,589.5190764,531.4408764
TG(13:0_18:2_22:3)+NH4,884.7702504,653.5503764,587.5034764,533.4564764
TG(13:0_18:1_22:4)+NH4,884.7702504,653.5503764,585.4877764,535.4721764
TG(13:0_18:0_22:5)+NH4,884.7702504,653.5503764,583.4721764,537.4877764
TG(13:0_20:0_20:5)+NH4,884.7702504,653.5503764,555.4408764,565.5190764
TG(13:0_20:1_20:4)+NH4,884.7702504,653.5503764,557.4564764,563.5034764
TG(13:0_20:2_20:3)+NH4,884.7702504,653.5503764,559.4721764,561.4877764
TG(12:0_19:0_22:5)+NH4,884.7702504,667.5660764,569.4564764,537.4877764
TG(12:0_20:5_21:0)+NH4,884.7702504,667.5660764,565.5190764,541.4251764
TG(10:0_20:5_23:0)+NH4,884.7702504,695.5973764,565.5190764,513.3938764
TG(10:0_21:0_22:5)+NH4,884.7702504,695.5973764,541.4251764,537.4877764
TG(20:5_25:0_8:0)+NH4,884.7702504,565.5190764,485.3625764,723.6286764
TG(22:5_23:0_8:0)+NH4,884.7702504,537.4877764,513.3938764,723.6286764
TG(18:3_18:4_18:4)+NH4,886.6919504,591.4407764,593.4564764,593.4564764
TG(14:1_18:4_22:6)+NH4,886.6919504,643.4720764,593.4564764,541.4251764
TG(12:0_20:5_22:6)+NH4,886.6919504,669.4877764,567.4407764,541.4251764
TG(10:0_22:5_22:6)+NH4,886.6919504,697.5190764,539.4094764,541.4251764
TG(14:1_20:5_20:5)+NH4,886.6920504,643.4721764,567.4408764,567.4408764
TG(17:0_18:0_18:4)+NH4,886.7858504,599.5033764,585.4877764,593.5503764
TG(17:0_18:2_18:2)+NH4,886.7858504,599.5033764,589.5190764,589.5190764
TG(17:1_18:0_18:3)+NH4,886.7858504,601.5190764,585.4877764,591.5346764
TG(17:1_18:1_18:2)+NH4,886.7858504,601.5190764,587.5033764,589.5190764
TG(17:2_18:0_18:2)+NH4,886.7858504,603.5346764,585.4877764,589.5190764
TG(16:0_17:2_20:2)+NH4,886.7858504,613.5190764,603.5346764,561.4877764
TG(16:0_17:1_20:3)+NH4,886.7858504,613.5190764,601.5190764,563.5033764
TG(16:0_17:0_20:4)+NH4,886.7858504,613.5190764,599.5033764,565.5190764
TG(16:0_18:4_19:0)+NH4,886.7858504,613.5190764,593.5503764,571.4720764
TG(16:1_17:1_20:2)+NH4,886.7858504,615.5346764,601.5190764,561.4877764
TG(15:0_16:0_22:4)+NH4,886.7858504,627.5346764,613.5190764,537.4877764
TG(15:1_16:1_22:2)+NH4,886.7858504,629.5503764,615.5346764,533.4564764
TG(15:0_18:4_20:0)+NH4,886.7858504,627.5346764,593.5503764,557.4564764
TG(15:1_16:0_22:3)+NH4,886.7858504,629.5503764,613.5190764,535.4720764
TG(15:0_18:2_20:2)+NH4,886.7858504,627.5346764,589.5190764,561.4877764
TG(15:0_18:0_20:4)+NH4,886.7858504,627.5346764,585.4877764,565.5190764
TG(15:1_18:3_20:0)+NH4,886.7858504,629.5503764,591.5346764,557.4564764
TG(15:1_18:2_20:1)+NH4,886.7858504,629.5503764,589.5190764,559.4720764
TG(15:1_18:1_20:2)+NH4,886.7858504,629.5503764,587.5033764,561.4877764
TG(15:1_18:0_20:3)+NH4,886.7858504,629.5503764,585.4877764,563.5033764
TG(14:0_17:2_22:2)+NH4,886.7858504,641.5503764,603.5346764,533.4564764
TG(14:0_17:1_22:3)+NH4,886.7858504,641.5503764,601.5190764,535.4720764
TG(14:0_17:0_22:4)+NH4,886.7858504,641.5503764,599.5033764,537.4877764
TG(14:0_18:4_21:0)+NH4,886.7858504,641.5503764,593.5503764,543.4407764
TG(14:0_19:0_20:4)+NH4,886.7858504,641.5503764,571.4720764,565.5190764
TG(14:1_17:1_22:2)+NH4,886.7858504,643.5659764,601.5190764,533.4564764
TG(13:0_18:4_22:0)+NH4,886.7858504,655.5659764,593.5503764,529.4251764
TG(13:0_18:2_22:2)+NH4,886.7858504,655.5659764,589.5190764,533.4564764
TG(13:0_18:0_22:4)+NH4,886.7858504,655.5659764,585.4877764,537.4877764
TG(13:0_20:0_20:4)+NH4,886.7858504,655.5659764,557.4564764,565.5190764
TG(13:0_20:2_20:2)+NH4,886.7858504,655.5659764,561.4877764,561.4877764
TG(12:0_18:4_23:0)+NH4,886.7858504,669.5816764,593.5503764,515.4094764
TG(12:0_19:0_22:4)+NH4,886.7858504,669.5816764,571.4720764,537.4877764
TG(12:0_20:4_21:0)+NH4,886.7858504,669.5816764,565.5190764,543.4407764
TG(10:0_18:4_25:0)+NH4,886.7858504,697.6129764,593.5503764,487.3781764
TG(10:0_20:4_23:0)+NH4,886.7858504,697.6129764,565.5190764,515.4094764
TG(10:0_21:0_22:4)+NH4,886.7858504,697.6129764,543.4407764,537.4877764
TG(20:4_25:0_8:0)+NH4,886.7858504,565.5190764,487.3781764,725.6442764
TG(22:4_23:0_8:0)+NH4,886.7858504,537.4877764,515.4094764,725.6442764
TG(17:0_18:1_18:3)+NH4,886.7859504,599.5034764,587.5034764,591.5347764
TG(17:2_17:2_19:0)+NH4,886.7859504,603.5347764,603.5347764,571.4721764
TG(17:2_18:1_18:1)+NH4,886.7859504,603.5347764,587.5034764,587.5034764
TG(16:1_17:2_20:1)+NH4,886.7859504,615.5347764,603.5347764,559.4721764
TG(16:1_17:0_20:3)+NH4,886.7859504,615.5347764,599.5034764,563.5034764
TG(16:1_18:3_19:0)+NH4,886.7859504,615.5347764,591.5347764,571.4721764
TG(15:0_16:1_22:3)+NH4,886.7859504,627.5347764,615.5347764,535.4721764
TG(15:0_18:3_20:1)+NH4,886.7859504,627.5347764,591.5347764,559.4721764
TG(15:0_18:1_20:3)+NH4,886.7859504,627.5347764,587.5034764,563.5034764
TG(14:1_17:2_22:1)+NH4,886.7859504,643.5660764,603.5347764,531.4408764
TG(14:1_17:0_22:3)+NH4,886.7859504,643.5660764,599.5034764,535.4721764
TG(14:1_18:3_21:0)+NH4,886.7859504,643.5660764,591.5347764,543.4408764
TG(14:1_19:0_20:3)+NH4,886.7859504,643.5660764,571.4721764,563.5034764
TG(13:0_18:3_22:1)+NH4,886.7859504,655.5660764,591.5347764,531.4408764
TG(13:0_18:1_22:3)+NH4,886.7859504,655.5660764,587.5034764,535.4721764
TG(13:0_20:1_20:3)+NH4,886.7859504,655.5660764,559.4721764,563.5034764
TG(18:2_18:4_18:4)+NH4,888.7075504,591.4407764,595.4720764,595.4720764
TG(14:0_18:4_22:6)+NH4,888.7075504,643.4720764,595.4720764,543.4407764
TG(12:0_20:4_22:6)+NH4,888.7075504,671.5033764,567.4407764,543.4407764
TG(10:0_22:4_22:6)+NH4,888.7075504,699.5346764,539.4094764,543.4407764
TG(18:3_18:3_18:4)+NH4,888.7076504,593.4564764,593.4564764,595.4721764
TG(16:1_18:4_20:5)+NH4,888.7076504,617.4564764,595.4721764,569.4564764
TG(14:0_20:5_20:5)+NH4,888.7076504,643.4721764,569.4564764,569.4564764
TG(14:1_18:4_22:5)+NH4,888.7076504,645.4877764,595.4721764,541.4251764
TG(14:1_18:3_22:6)+NH4,888.7076504,645.4877764,593.4564764,543.4408764
TG(14:1_20:4_20:5)+NH4,888.7076504,645.4877764,567.4408764,569.4564764
TG(12:0_20:5_22:5)+NH4,888.7076504,671.5034764,569.4564764,541.4251764
TG(10:0_22:5_22:5)+NH4,888.7076504,699.5347764,541.4251764,541.4251764
TG(17:1_18:0_18:2)+NH4,888.8014504,603.5346764,587.5033764,591.5346764
TG(16:0_17:1_20:2)+NH4,888.8014504,615.5346764,603.5346764,563.5033764
TG(15:1_16:0_22:2)+NH4,888.8014504,631.5659764,615.5346764,535.4720764
TG(15:1_18:2_20:0)+NH4,888.8014504,631.5659764,591.5346764,559.4720764
TG(15:1_18:0_20:2)+NH4,888.8014504,631.5659764,587.5033764,563.5033764
TG(14:0_17:1_22:2)+NH4,888.8014504,643.5659764,603.5346764,535.4720764
TG(17:0_18:0_18:3)+NH4,888.8015504,601.5190764,587.5034764,593.5503764
TG(17:0_18:1_18:2)+NH4,888.8015504,601.5190764,589.5190764,591.5347764
TG(17:1_18:1_18:1)+NH4,888.8015504,603.5347764,589.5190764,589.5190764
TG(17:1_17:2_19:0)+NH4,888.8015504,603.5347764,605.5503764,573.4877764
TG(17:2_18:0_18:1)+NH4,888.8015504,605.5503764,587.5034764,589.5190764
TG(16:0_17:2_20:1)+NH4,888.8015504,615.5347764,605.5503764,561.4877764
TG(16:0_17:0_20:3)+NH4,888.8015504,615.5347764,601.5190764,565.5190764
TG(16:0_18:3_19:0)+NH4,888.8015504,615.5347764,593.5503764,573.4877764
TG(16:1_17:2_20:0)+NH4,888.8015504,617.5503764,605.5503764,559.4721764
TG(16:1_17:1_20:1)+NH4,888.8015504,617.5503764,603.5347764,561.4877764
TG(16:1_17:0_20:2)+NH4,888.8015504,617.5503764,601.5190764,563.5034764
TG(16:1_18:2_19:0)+NH4,888.8015504,617.5503764,591.5347764,573.4877764
TG(15:0_16:1_22:2)+NH4,888.8015504,629.5503764,617.5503764,535.4721764
TG(15:0_16:0_22:3)+NH4,888.8015504,629.5503764,615.5347764,537.4877764
TG(15:1_16:1_22:1)+NH4,888.8015504,631.5660764,617.5503764,533.4564764
TG(15:0_18:3_20:0)+NH4,888.8015504,629.5503764,593.5503764,559.4721764
TG(15:0_18:2_20:1)+NH4,888.8015504,629.5503764,591.5347764,561.4877764
TG(15:0_18:1_20:2)+NH4,888.8015504,629.5503764,589.5190764,563.5034764
TG(15:0_18:0_20:3)+NH4,888.8015504,629.5503764,587.5034764,565.5190764
TG(15:1_17:2_21:0)+NH4,888.8015504,631.5660764,605.5503764,545.4564764
TG(15:1_18:1_20:1)+NH4,888.8015504,631.5660764,589.5190764,561.4877764
TG(14:1_15:1_24:1)+NH4,888.8015504,645.5816764,631.5660764,505.4251764
TG(14:0_17:2_22:1)+NH4,888.8015504,643.5660764,605.5503764,533.4564764
TG(14:0_17:0_22:3)+NH4,888.8015504,643.5660764,601.5190764,537.4877764
TG(14:0_18:3_21:0)+NH4,888.8015504,643.5660764,593.5503764,545.4564764
TG(14:0_19:0_20:3)+NH4,888.8015504,643.5660764,573.4877764,565.5190764
TG(14:1_17:2_22:0)+NH4,888.8015504,645.5816764,605.5503764,531.4408764
TG(14:1_17:1_22:1)+NH4,888.8015504,645.5816764,603.5347764,533.4564764
TG(14:1_17:0_22:2)+NH4,888.8015504,645.5816764,601.5190764,535.4721764
TG(14:1_18:2_21:0)+NH4,888.8015504,645.5816764,591.5347764,545.4564764
TG(14:1_19:0_20:2)+NH4,888.8015504,645.5816764,573.4877764,563.5034764
TG(13:0_18:3_22:0)+NH4,888.8015504,657.5816764,593.5503764,531.4408764
TG(13:0_18:2_22:1)+NH4,888.8015504,657.5816764,591.5347764,533.4564764
TG(13:0_18:1_22:2)+NH4,888.8015504,657.5816764,589.5190764,535.4721764
TG(13:0_18:0_22:3)+NH4,888.8015504,657.5816764,587.5034764,537.4877764
TG(13:0_20:0_20:3)+NH4,888.8015504,657.5816764,559.4721764,565.5190764
TG(13:0_20:1_20:2)+NH4,888.8015504,657.5816764,561.4877764,563.5034764
TG(12:0_17:2_24:1)+NH4,888.8015504,671.5973764,605.5503764,505.4251764
TG(12:0_18:3_23:0)+NH4,888.8015504,671.5973764,593.5503764,517.4251764
TG(12:0_19:0_22:3)+NH4,888.8015504,671.5973764,573.4877764,537.4877764
TG(12:0_20:3_21:0)+NH4,888.8015504,671.5973764,565.5190764,545.4564764
TG(10:0_18:3_25:0)+NH4,888.8015504,699.6286764,593.5503764,489.3938764
TG(10:0_20:3_23:0)+NH4,888.8015504,699.6286764,565.5190764,517.4251764
TG(10:0_21:0_22:3)+NH4,888.8015504,699.6286764,545.4564764,537.4877764
TG(20:3_25:0_8:0)+NH4,888.8015504,565.5190764,489.3938764,727.6599764
TG(22:3_23:0_8:0)+NH4,888.8015504,537.4877764,517.4251764,727.6599764
TG(18:1_18:4_18:4)+NH4,890.7232504,591.4407764,597.4877764,597.4877764
TG(18:2_18:3_18:4)+NH4,890.7232504,593.4564764,595.4720764,597.4877764
TG(16:0_18:4_20:5)+NH4,890.7232504,617.4564764,597.4877764,571.4720764
TG(16:1_18:4_20:4)+NH4,890.7232504,619.4720764,597.4877764,569.4564764
TG(15:1_17:2_22:6)+NH4,890.7232504,633.4877764,607.4720764,545.4564764
TG(14:0_18:4_22:5)+NH4,890.7232504,645.4877764,597.4877764,543.4407764
TG(14:0_18:3_22:6)+NH4,890.7232504,645.4877764,595.4720764,545.4564764
TG(14:0_20:4_20:5)+NH4,890.7232504,645.4877764,569.4564764,571.4720764
TG(14:1_18:4_22:4)+NH4,890.7232504,647.5033764,597.4877764,541.4251764
TG(14:1_18:2_22:6)+NH4,890.7232504,647.5033764,593.4564764,545.4564764
TG(14:1_20:4_20:4)+NH4,890.7232504,647.5033764,569.4564764,569.4564764
TG(12:0_20:5_22:4)+NH4,890.7232504,673.5190764,571.4720764,541.4251764
TG(12:0_20:4_22:5)+NH4,890.7232504,673.5190764,569.4564764,543.4407764
TG(12:0_20:3_22:6)+NH4,890.7232504,673.5190764,567.4407764,545.4564764
TG(10:0_22:3_22:6)+NH4,890.7232504,701.5503764,539.4094764,545.4564764
TG(10:0_22:4_22:5)+NH4,890.7232504,701.5503764,541.4251764,543.4407764
TG(18:3_18:3_18:3)+NH4,890.7233504,595.4721764,595.4721764,595.4721764
TG(17:2_17:2_20:5)+NH4,890.7233504,607.4721764,607.4721764,571.4721764
TG(16:1_18:3_20:5)+NH4,890.7233504,619.4721764,595.4721764,571.4721764
TG(14:1_18:3_22:5)+NH4,890.7233504,647.5034764,595.4721764,543.4408764
TG(14:1_20:3_20:5)+NH4,890.7233504,647.5034764,567.4408764,571.4721764
TG(17:0_18:0_18:2)+NH4,890.8171504,603.5346764,589.5190764,593.5503764
TG(17:1_17:1_19:0)+NH4,890.8171504,605.5503764,605.5503764,575.5033764
TG(17:1_18:0_18:1)+NH4,890.8171504,605.5503764,589.5190764,591.5346764
TG(17:2_18:0_18:0)+NH4,890.8171504,607.5659764,589.5190764,589.5190764
TG(16:0_17:2_20:0)+NH4,890.8171504,617.5503764,607.5659764,561.4877764
TG(16:0_17:1_20:1)+NH4,890.8171504,617.5503764,605.5503764,563.5033764
TG(16:0_17:0_20:2)+NH4,890.8171504,617.5503764,603.5346764,565.5190764
TG(16:0_18:2_19:0)+NH4,890.8171504,617.5503764,593.5503764,575.5033764
TG(16:1_17:1_20:0)+NH4,890.8171504,619.5659764,605.5503764,561.4877764
TG(15:1_15:1_23:0)+NH4,890.8171504,633.5816764,633.5816764,519.4407764
TG(15:0_16:0_22:2)+NH4,890.8171504,631.5659764,617.5503764,537.4877764
TG(15:1_16:1_22:0)+NH4,890.8171504,633.5816764,619.5659764,533.4564764
TG(15:1_16:0_22:1)+NH4,890.8171504,633.5816764,617.5503764,535.4720764
TG(15:0_18:2_20:0)+NH4,890.8171504,631.5659764,593.5503764,561.4877764
TG(15:0_18:0_20:2)+NH4,890.8171504,631.5659764,589.5190764,565.5190764
TG(15:1_17:1_21:0)+NH4,890.8171504,633.5816764,605.5503764,547.4720764
TG(15:1_18:1_20:0)+NH4,890.8171504,633.5816764,591.5346764,561.4877764
TG(15:1_18:0_20:1)+NH4,890.8171504,633.5816764,589.5190764,563.5033764
TG(14:0_15:1_24:1)+NH4,890.8171504,645.5816764,633.5816764,507.4407764
TG(14:1_15:1_24:0)+NH4,890.8171504,647.5972764,633.5816764,505.4251764
TG(14:0_17:2_22:0)+NH4,890.8171504,645.5816764,607.5659764,533.4564764
TG(14:0_17:1_22:1)+NH4,890.8171504,645.5816764,605.5503764,535.4720764
TG(14:0_17:0_22:2)+NH4,890.8171504,645.5816764,603.5346764,537.4877764
TG(14:0_18:2_21:0)+NH4,890.8171504,645.5816764,593.5503764,547.4720764
TG(14:0_19:0_20:2)+NH4,890.8171504,645.5816764,575.5033764,565.5190764
TG(14:1_17:1_22:0)+NH4,890.8171504,647.5972764,605.5503764,533.4564764
TG(13:0_18:2_22:0)+NH4,890.8171504,659.5972764,593.5503764,533.4564764
TG(13:0_18:0_22:2)+NH4,890.8171504,659.5972764,589.5190764,537.4877764
TG(13:0_20:0_20:2)+NH4,890.8171504,659.5972764,561.4877764,565.5190764
TG(12:0_17:2_24:0)+NH4,890.8171504,673.6129764,607.5659764,505.4251764
TG(12:0_17:1_24:1)+NH4,890.8171504,673.6129764,605.5503764,507.4407764
TG(12:0_18:2_23:0)+NH4,890.8171504,673.6129764,593.5503764,519.4407764
TG(12:0_19:0_22:2)+NH4,890.8171504,673.6129764,575.5033764,537.4877764
TG(12:0_20:2_21:0)+NH4,890.8171504,673.6129764,565.5190764,547.4720764
TG(10:0_17:2_26:0)+NH4,890.8171504,701.6442764,607.5659764,477.3938764
TG(10:0_18:2_25:0)+NH4,890.8171504,701.6442764,593.5503764,491.4094764
TG(10:0_20:2_23:0)+NH4,890.8171504,701.6442764,565.5190764,519.4407764
TG(10:0_21:0_22:2)+NH4,890.8171504,701.6442764,547.4720764,537.4877764
TG(20:2_25:0_8:0)+NH4,890.8171504,565.5190764,491.4094764,729.6755764
TG(22:2_23:0_8:0)+NH4,890.8171504,537.4877764,519.4407764,729.6755764
TG(17:0_18:1_18:1)+NH4,890.8172504,603.5347764,591.5347764,591.5347764
TG(17:0_17:2_19:0)+NH4,890.8172504,603.5347764,607.5660764,575.5034764
TG(16:1_16:1_21:0)+NH4,890.8172504,619.5660764,619.5660764,547.4721764
TG(16:1_17:0_20:1)+NH4,890.8172504,619.5660764,603.5347764,563.5034764
TG(16:1_18:1_19:0)+NH4,890.8172504,619.5660764,591.5347764,575.5034764
TG(15:0_16:1_22:1)+NH4,890.8172504,631.5660764,619.5660764,535.4721764
TG(15:0_17:2_21:0)+NH4,890.8172504,631.5660764,607.5660764,547.4721764
TG(15:0_18:1_20:1)+NH4,890.8172504,631.5660764,591.5347764,563.5034764
