TG,[M+NH4]+,NL R1COOH,NL R2COOH,NL R3COOH
TG(8:0_8:0_8:0)+NH4,488.3945504,327.2529764,327.2529764,327.2529764
TG(10:0_8:0_8:0)+NH4,516.4258504,327.2529764,355.2842764,355.2842764
TG(12:0_8:0_8:0)+NH4,544.4571504,327.2529764,383.3155764,383.3155764
TG(10:0_10:0_8:0)+NH4,544.4571504,355.2842764,355.2842764,383.3155764
TG(13:0_8:0_8:0)+NH4,558.4728504,327.2529764,397.3312764,397.3312764
TG(14:1_8:0_8:0)+NH4,570.4728504,327.2529764,409.3312764,409.3312764
TG(10:0_10:0_10:0)+NH4,572.4884504,383.3155764,383.3155764,383.3155764
TG(14:0_8:0_8:0)+NH4,572.4884504,327.2529764,411.3468764,411.3468764
TG(10:0_12:0_8:0)+NH4,572.4884504,383.3155764,355.2842764,411.3468764
TG(15:1_8:0_8:0)+NH4,584.4884504,327.2529764,423.3468764,423.3468764
TG(15:0_8:0_8:0)+NH4,586.5041504,327.2529764,425.3625764,425.3625764
TG(10:0_13:0_8:0)+NH4,586.5041504,397.3312764,355.2842764,425.3625764
TG(16:1_8:0_8:0)+NH4,598.5041504,327.2529764,437.3625764,437.3625764
TG(10:0_14:1_8:0)+NH4,598.5041504,409.3312764,355.2842764,437.3625764
TG(10:0_10:0_12:0)+NH4,600.5197504,411.3468764,411.3468764,383.3155764
TG(16:0_8:0_8:0)+NH4,600.5197504,327.2529764,439.3781764,439.3781764
TG(10:0_14:0_8:0)+NH4,600.5197504,411.3468764,355.2842764,439.3781764
TG(12:0_12:0_8:0)+NH4,600.5197504,383.3155764,383.3155764,439.3781764
TG(17:2_8:0_8:0)+NH4,610.5041504,327.2529764,449.3625764,449.3625764
TG(17:1_8:0_8:0)+NH4,612.5197504,327.2529764,451.3781764,451.3781764
TG(10:0_15:1_8:0)+NH4,612.5197504,423.3468764,355.2842764,451.3781764
TG(10:0_10:0_13:0)+NH4,614.5354504,425.3625764,425.3625764,383.3155764
TG(17:0_8:0_8:0)+NH4,614.5354504,327.2529764,453.3938764,453.3938764
TG(10:0_15:0_8:0)+NH4,614.5354504,425.3625764,355.2842764,453.3938764
TG(12:0_13:0_8:0)+NH4,614.5354504,397.3312764,383.3155764,453.3938764
TG(18:4_8:0_8:0)+NH4,620.4884504,327.2529764,459.3468764,459.3468764
TG(18:3_8:0_8:0)+NH4,622.5041504,327.2529764,461.3625764,461.3625764
TG(18:2_8:0_8:0)+NH4,624.5197504,327.2529764,463.3781764,463.3781764
TG(10:0_10:0_14:1)+NH4,626.5354504,437.3625764,437.3625764,383.3155764
TG(18:1_8:0_8:0)+NH4,626.5354504,327.2529764,465.3938764,465.3938764
TG(10:0_16:1_8:0)+NH4,626.5354504,437.3625764,355.2842764,465.3938764
TG(12:0_14:1_8:0)+NH4,626.5354504,409.3312764,383.3155764,465.3938764
TG(10:0_10:0_14:0)+NH4,628.5510504,439.3781764,439.3781764,383.3155764
TG(10:0_12:0_12:0)+NH4,628.5510504,439.3781764,411.3468764,411.3468764
TG(18:0_8:0_8:0)+NH4,628.5510504,327.2529764,467.4094764,467.4094764
TG(10:0_16:0_8:0)+NH4,628.5510504,439.3781764,355.2842764,467.4094764
TG(12:0_14:0_8:0)+NH4,628.5510504,411.3468764,383.3155764,467.4094764
TG(13:0_13:0_8:0)+NH4,628.5511504,397.3312764,397.3312764,467.4095764
TG(10:0_17:2_8:0)+NH4,638.5354504,449.3625764,355.2842764,477.3938764
TG(10:0_10:0_15:1)+NH4,640.5510504,451.3781764,451.3781764,383.3155764
TG(10:0_17:1_8:0)+NH4,640.5510504,451.3781764,355.2842764,479.4094764
TG(12:0_15:1_8:0)+NH4,640.5510504,423.3468764,383.3155764,479.4094764
TG(13:0_14:1_8:0)+NH4,640.5511504,409.3312764,397.3312764,479.4095764
TG(10:0_10:0_15:0)+NH4,642.5667504,453.3938764,453.3938764,383.3155764
TG(10:0_12:0_13:0)+NH4,642.5667504,453.3938764,425.3625764,411.3468764
TG(19:0_8:0_8:0)+NH4,642.5667504,327.2529764,481.4251764,481.4251764
TG(10:0_17:0_8:0)+NH4,642.5667504,453.3938764,355.2842764,481.4251764
TG(12:0_15:0_8:0)+NH4,642.5667504,425.3625764,383.3155764,481.4251764
TG(13:0_14:0_8:0)+NH4,642.5667504,411.3468764,397.3312764,481.4251764
TG(20:5_8:0_8:0)+NH4,646.5041504,327.2529764,485.3625764,485.3625764
TG(20:4_8:0_8:0)+NH4,648.5197504,327.2529764,487.3781764,487.3781764
TG(10:0_18:4_8:0)+NH4,648.5197504,459.3468764,355.2842764,487.3781764
TG(20:3_8:0_8:0)+NH4,650.5354504,327.2529764,489.3938764,489.3938764
TG(10:0_18:3_8:0)+NH4,650.5354504,461.3625764,355.2842764,489.3938764
TG(20:2_8:0_8:0)+NH4,652.5510504,327.2529764,491.4094764,491.4094764
TG(10:0_18:2_8:0)+NH4,652.5510504,463.3781764,355.2842764,491.4094764
TG(14:1_14:1_8:0)+NH4,652.5511504,409.3312764,409.3312764,491.4095764
TG(10:0_10:0_16:1)+NH4,654.5667504,465.3938764,465.3938764,383.3155764
TG(10:0_12:0_14:1)+NH4,654.5667504,465.3938764,437.3625764,411.3468764
TG(20:1_8:0_8:0)+NH4,654.5667504,327.2529764,493.4251764,493.4251764
TG(10:0_18:1_8:0)+NH4,654.5667504,465.3938764,355.2842764,493.4251764
TG(12:0_16:1_8:0)+NH4,654.5667504,437.3625764,383.3155764,493.4251764
TG(13:0_15:1_8:0)+NH4,654.5667504,423.3468764,397.3312764,493.4251764
TG(14:0_14:1_8:0)+NH4,654.5667504,409.3312764,411.3468764,493.4251764
TG(12:0_12:0_12:0)+NH4,656.5823504,439.3781764,439.3781764,439.3781764
TG(10:0_10:0_16:0)+NH4,656.5823504,467.4094764,467.4094764,383.3155764
TG(10:0_12:0_14:0)+NH4,656.5823504,467.4094764,439.3781764,411.3468764
TG(20:0_8:0_8:0)+NH4,656.5823504,327.2529764,495.4407764,495.4407764
TG(10:0_18:0_8:0)+NH4,656.5823504,467.4094764,355.2842764,495.4407764
TG(12:0_16:0_8:0)+NH4,656.5823504,439.3781764,383.3155764,495.4407764
TG(14:0_14:0_8:0)+NH4,656.5823504,411.3468764,411.3468764,495.4407764
TG(10:0_13:0_13:0)+NH4,656.5824504,467.4095764,425.3625764,425.3625764
TG(13:0_15:0_8:0)+NH4,656.5824504,425.3625764,397.3312764,495.4408764
TG(10:0_10:0_17:2)+NH4,666.5667504,477.3938764,477.3938764,383.3155764
TG(12:0_17:2_8:0)+NH4,666.5667504,449.3625764,383.3155764,505.4251764
TG(14:1_15:1_8:0)+NH4,666.5667504,423.3468764,409.3312764,505.4251764
TG(10:0_10:0_17:1)+NH4,668.5823504,479.4094764,479.4094764,383.3155764
TG(10:0_12:0_15:1)+NH4,668.5823504,479.4094764,451.3781764,411.3468764
TG(12:0_17:1_8:0)+NH4,668.5823504,451.3781764,383.3155764,507.4407764
TG(14:0_15:1_8:0)+NH4,668.5823504,423.3468764,411.3468764,507.4407764
TG(10:0_13:0_14:1)+NH4,668.5824504,479.4095764,437.3625764,425.3625764
TG(13:0_16:1_8:0)+NH4,668.5824504,437.3625764,397.3312764,507.4408764
TG(14:1_15:0_8:0)+NH4,668.5824504,425.3625764,409.3312764,507.4408764
TG(12:0_12:0_13:0)+NH4,670.5980504,453.3938764,453.3938764,439.3781764
TG(10:0_10:0_17:0)+NH4,670.5980504,481.4251764,481.4251764,383.3155764
TG(10:0_12:0_15:0)+NH4,670.5980504,481.4251764,453.3938764,411.3468764
TG(10:0_13:0_14:0)+NH4,670.5980504,481.4251764,439.3781764,425.3625764
TG(21:0_8:0_8:0)+NH4,670.5980504,327.2529764,509.4564764,509.4564764
TG(10:0_19:0_8:0)+NH4,670.5980504,481.4251764,355.2842764,509.4564764
TG(12:0_17:0_8:0)+NH4,670.5980504,453.3938764,383.3155764,509.4564764
TG(13:0_16:0_8:0)+NH4,670.5980504,439.3781764,397.3312764,509.4564764
TG(14:0_15:0_8:0)+NH4,670.5980504,425.3625764,411.3468764,509.4564764
TG(22:6_8:0_8:0)+NH4,672.5197504,327.2529764,511.3781764,511.3781764
TG(22:5_8:0_8:0)+NH4,674.5354504,327.2529764,513.3938764,513.3938764
TG(10:0_20:5_8:0)+NH4,674.5354504,485.3625764,355.2842764,513.3938764
TG(10:0_10:0_18:4)+NH4,676.5510504,487.3781764,487.3781764,383.3155764
TG(22:4_8:0_8:0)+NH4,676.5510504,327.2529764,515.4094764,515.4094764
TG(10:0_20:4_8:0)+NH4,676.5510504,487.3781764,355.2842764,515.4094764
TG(12:0_18:4_8:0)+NH4,676.5510504,459.3468764,383.3155764,515.4094764
TG(10:0_10:0_18:3)+NH4,678.5667504,489.3938764,489.3938764,383.3155764
TG(22:3_8:0_8:0)+NH4,678.5667504,327.2529764,517.4251764,517.4251764
TG(10:0_20:3_8:0)+NH4,678.5667504,489.3938764,355.2842764,517.4251764
TG(12:0_18:3_8:0)+NH4,678.5667504,461.3625764,383.3155764,517.4251764
TG(10:0_10:0_18:2)+NH4,680.5823504,491.4094764,491.4094764,383.3155764
TG(22:2_8:0_8:0)+NH4,680.5823504,327.2529764,519.4407764,519.4407764
TG(10:0_20:2_8:0)+NH4,680.5823504,491.4094764,355.2842764,519.4407764
TG(12:0_18:2_8:0)+NH4,680.5823504,463.3781764,383.3155764,519.4407764
TG(15:1_15:1_8:0)+NH4,680.5823504,423.3468764,423.3468764,519.4407764
TG(10:0_14:1_14:1)+NH4,680.5824504,491.4095764,437.3625764,437.3625764
TG(13:0_17:2_8:0)+NH4,680.5824504,449.3625764,397.3312764,519.4408764
TG(14:1_16:1_8:0)+NH4,680.5824504,437.3625764,409.3312764,519.4408764
TG(12:0_12:0_14:1)+NH4,682.5980504,465.3938764,465.3938764,439.3781764
TG(10:0_10:0_18:1)+NH4,682.5980504,493.4251764,493.4251764,383.3155764
TG(10:0_12:0_16:1)+NH4,682.5980504,493.4251764,465.3938764,411.3468764
TG(10:0_13:0_15:1)+NH4,682.5980504,493.4251764,451.3781764,425.3625764
TG(10:0_14:0_14:1)+NH4,682.5980504,493.4251764,437.3625764,439.3781764
TG(22:1_8:0_8:0)+NH4,682.5980504,327.2529764,521.4564764,521.4564764
TG(10:0_20:1_8:0)+NH4,682.5980504,493.4251764,355.2842764,521.4564764
TG(12:0_18:1_8:0)+NH4,682.5980504,465.3938764,383.3155764,521.4564764
TG(13:0_17:1_8:0)+NH4,682.5980504,451.3781764,397.3312764,521.4564764
TG(14:1_16:0_8:0)+NH4,682.5980504,439.3781764,409.3312764,521.4564764
TG(14:0_16:1_8:0)+NH4,682.5980504,437.3625764,411.3468764,521.4564764
TG(15:0_15:1_8:0)+NH4,682.5980504,423.3468764,425.3625764,521.4564764
TG(12:0_12:0_14:0)+NH4,684.6136504,467.4094764,467.4094764,439.3781764
TG(10:0_10:0_18:0)+NH4,684.6136504,495.4407764,495.4407764,383.3155764
TG(10:0_12:0_16:0)+NH4,684.6136504,495.4407764,467.4094764,411.3468764
TG(10:0_14:0_14:0)+NH4,684.6136504,495.4407764,439.3781764,439.3781764
TG(22:0_8:0_8:0)+NH4,684.6136504,327.2529764,523.4720764,523.4720764
TG(10:0_20:0_8:0)+NH4,684.6136504,495.4407764,355.2842764,523.4720764
TG(12:0_18:0_8:0)+NH4,684.6136504,467.4094764,383.3155764,523.4720764
TG(14:0_16:0_8:0)+NH4,684.6136504,439.3781764,411.3468764,523.4720764
TG(12:0_13:0_13:0)+NH4,684.6137504,467.4095764,453.3938764,453.3938764
TG(10:0_13:0_15:0)+NH4,684.6137504,495.4408764,453.3938764,425.3625764
TG(13:0_17:0_8:0)+NH4,684.6137504,453.3938764,397.3312764,523.4721764
TG(15:0_15:0_8:0)+NH4,684.6137504,425.3625764,425.3625764,523.4721764
TG(13:0_18:4_8:0)+NH4,690.5667504,459.3468764,397.3312764,529.4251764
TG(13:0_18:3_8:0)+NH4,692.5824504,461.3625764,397.3312764,531.4408764
TG(14:1_17:2_8:0)+NH4,692.5824504,449.3625764,409.3312764,531.4408764
TG(10:0_12:0_17:2)+NH4,694.5980504,505.4251764,477.3938764,411.3468764
TG(10:0_14:1_15:1)+NH4,694.5980504,505.4251764,451.3781764,437.3625764
TG(13:0_18:2_8:0)+NH4,694.5980504,463.3781764,397.3312764,533.4564764
TG(14:1_17:1_8:0)+NH4,694.5980504,451.3781764,409.3312764,533.4564764
TG(14:0_17:2_8:0)+NH4,694.5980504,449.3625764,411.3468764,533.4564764
TG(15:1_16:1_8:0)+NH4,694.5980504,437.3625764,423.3468764,533.4564764
TG(12:0_12:0_15:1)+NH4,696.6136504,479.4094764,479.4094764,439.3781764
TG(10:0_12:0_17:1)+NH4,696.6136504,507.4407764,479.4094764,411.3468764
TG(10:0_14:0_15:1)+NH4,696.6136504,507.4407764,451.3781764,439.3781764
TG(14:0_17:1_8:0)+NH4,696.6136504,451.3781764,411.3468764,535.4720764
TG(15:1_16:0_8:0)+NH4,696.6136504,439.3781764,423.3468764,535.4720764
TG(12:0_13:0_14:1)+NH4,696.6137504,479.4095764,465.3938764,453.3938764
TG(10:0_13:0_16:1)+NH4,696.6137504,507.4408764,465.3938764,425.3625764
TG(10:0_14:1_15:0)+NH4,696.6137504,507.4408764,453.3938764,437.3625764
TG(13:0_18:1_8:0)+NH4,696.6137504,465.3938764,397.3312764,535.4721764
TG(14:1_17:0_8:0)+NH4,696.6137504,453.3938764,409.3312764,535.4721764
TG(15:0_16:1_8:0)+NH4,696.6137504,437.3625764,425.3625764,535.4721764
TG(12:0_12:0_15:0)+NH4,698.6293504,481.4251764,481.4251764,439.3781764
TG(12:0_13:0_14:0)+NH4,698.6293504,481.4251764,467.4094764,453.3938764
TG(10:0_10:0_19:0)+NH4,698.6293504,509.4564764,509.4564764,383.3155764
TG(10:0_12:0_17:0)+NH4,698.6293504,509.4564764,481.4251764,411.3468764
TG(10:0_13:0_16:0)+NH4,698.6293504,509.4564764,467.4094764,425.3625764
TG(10:0_14:0_15:0)+NH4,698.6293504,509.4564764,453.3938764,439.3781764
TG(23:0_8:0_8:0)+NH4,698.6293504,327.2529764,537.4877764,537.4877764
TG(10:0_21:0_8:0)+NH4,698.6293504,509.4564764,355.2842764,537.4877764
TG(12:0_19:0_8:0)+NH4,698.6293504,481.4251764,383.3155764,537.4877764
TG(13:0_18:0_8:0)+NH4,698.6293504,467.4094764,397.3312764,537.4877764
TG(14:0_17:0_8:0)+NH4,698.6293504,453.3938764,411.3468764,537.4877764
TG(15:0_16:0_8:0)+NH4,698.6293504,439.3781764,425.3625764,537.4877764
TG(13:0_13:0_13:0)+NH4,698.6294504,467.4095764,467.4095764,467.4095764
TG(10:0_22:6_8:0)+NH4,700.5510504,511.3781764,355.2842764,539.4094764
TG(10:0_10:0_20:5)+NH4,702.5667504,513.3938764,513.3938764,383.3155764
TG(10:0_22:5_8:0)+NH4,702.5667504,513.3938764,355.2842764,541.4251764
TG(12:0_20:5_8:0)+NH4,702.5667504,485.3625764,383.3155764,541.4251764
TG(14:1_18:4_8:0)+NH4,702.5667504,459.3468764,409.3312764,541.4251764
TG(10:0_10:0_20:4)+NH4,704.5823504,515.4094764,515.4094764,383.3155764
TG(10:0_12:0_18:4)+NH4,704.5823504,515.4094764,487.3781764,411.3468764
TG(10:0_22:4_8:0)+NH4,704.5823504,515.4094764,355.2842764,543.4407764
TG(12:0_20:4_8:0)+NH4,704.5823504,487.3781764,383.3155764,543.4407764
TG(14:0_18:4_8:0)+NH4,704.5823504,459.3468764,411.3468764,543.4407764
TG(14:1_18:3_8:0)+NH4,704.5824504,461.3625764,409.3312764,543.4408764
TG(10:0_10:0_20:3)+NH4,706.5980504,517.4251764,517.4251764,383.3155764
TG(10:0_12:0_18:3)+NH4,706.5980504,517.4251764,489.3938764,411.3468764
TG(10:0_22:3_8:0)+NH4,706.5980504,517.4251764,355.2842764,545.4564764
TG(12:0_20:3_8:0)+NH4,706.5980504,489.3938764,383.3155764,545.4564764
TG(14:1_18:2_8:0)+NH4,706.5980504,463.3781764,409.3312764,545.4564764
TG(14:0_18:3_8:0)+NH4,706.5980504,461.3625764,411.3468764,545.4564764
TG(15:1_17:2_8:0)+NH4,706.5980504,449.3625764,423.3468764,545.4564764
TG(10:0_10:0_20:2)+NH4,708.6136504,519.4407764,519.4407764,383.3155764
TG(10:0_12:0_18:2)+NH4,708.6136504,519.4407764,491.4094764,411.3468764
TG(10:0_15:1_15:1)+NH4,708.6136504,519.4407764,451.3781764,451.3781764
TG(10:0_22:2_8:0)+NH4,708.6136504,519.4407764,355.2842764,547.4720764
TG(12:0_20:2_8:0)+NH4,708.6136504,491.4094764,383.3155764,547.4720764
TG(14:0_18:2_8:0)+NH4,708.6136504,463.3781764,411.3468764,547.4720764
TG(15:1_17:1_8:0)+NH4,708.6136504,451.3781764,423.3468764,547.4720764
TG(12:0_14:1_14:1)+NH4,708.6137504,491.4095764,465.3938764,465.3938764
TG(10:0_13:0_17:2)+NH4,708.6137504,519.4408764,477.3938764,425.3625764
TG(10:0_14:1_16:1)+NH4,708.6137504,519.4408764,465.3938764,437.3625764
TG(14:1_18:1_8:0)+NH4,708.6137504,465.3938764,409.3312764,547.4721764
TG(15:0_17:2_8:0)+NH4,708.6137504,449.3625764,425.3625764,547.4721764
TG(16:1_16:1_8:0)+NH4,708.6137504,437.3625764,437.3625764,547.4721764
TG(12:0_12:0_16:1)+NH4,710.6293504,493.4251764,493.4251764,439.3781764
TG(12:0_13:0_15:1)+NH4,710.6293504,493.4251764,479.4094764,453.3938764
TG(12:0_14:0_14:1)+NH4,710.6293504,493.4251764,465.3938764,467.4094764
TG(10:0_10:0_20:1)+NH4,710.6293504,521.4564764,521.4564764,383.3155764
TG(10:0_12:0_18:1)+NH4,710.6293504,521.4564764,493.4251764,411.3468764
TG(10:0_13:0_17:1)+NH4,710.6293504,521.4564764,479.4094764,425.3625764
TG(10:0_14:1_16:0)+NH4,710.6293504,521.4564764,467.4094764,437.3625764
TG(10:0_14:0_16:1)+NH4,710.6293504,521.4564764,465.3938764,439.3781764
TG(10:0_15:0_15:1)+NH4,710.6293504,521.4564764,451.3781764,453.3938764
TG(24:1_8:0_8:0)+NH4,710.6293504,327.2529764,549.4877764,549.4877764
TG(10:0_22:1_8:0)+NH4,710.6293504,521.4564764,355.2842764,549.4877764
TG(12:0_20:1_8:0)+NH4,710.6293504,493.4251764,383.3155764,549.4877764
TG(14:1_18:0_8:0)+NH4,710.6293504,467.4094764,409.3312764,549.4877764
TG(14:0_18:1_8:0)+NH4,710.6293504,465.3938764,411.3468764,549.4877764
TG(15:1_17:0_8:0)+NH4,710.6293504,453.3938764,423.3468764,549.4877764
TG(15:0_17:1_8:0)+NH4,710.6293504,451.3781764,425.3625764,549.4877764
TG(16:0_16:1_8:0)+NH4,710.6293504,437.3625764,439.3781764,549.4877764
TG(13:0_13:0_14:1)+NH4,710.6294504,479.4095764,479.4095764,467.4095764
TG(12:0_12:0_16:0)+NH4,712.6449504,495.4407764,495.4407764,439.3781764
TG(12:0_14:0_14:0)+NH4,712.6449504,495.4407764,467.4094764,467.4094764
TG(10:0_10:0_20:0)+NH4,712.6449504,523.4720764,523.4720764,383.3155764
TG(10:0_12:0_18:0)+NH4,712.6449504,523.4720764,495.4407764,411.3468764
TG(10:0_14:0_16:0)+NH4,712.6449504,523.4720764,467.4094764,439.3781764
TG(24:0_8:0_8:0)+NH4,712.6449504,327.2529764,551.5033764,551.5033764
TG(10:0_22:0_8:0)+NH4,712.6449504,523.4720764,355.2842764,551.5033764
TG(12:0_20:0_8:0)+NH4,712.6449504,495.4407764,383.3155764,551.5033764
TG(14:0_18:0_8:0)+NH4,712.6449504,467.4094764,411.3468764,551.5033764
TG(16:0_16:0_8:0)+NH4,712.6449504,439.3781764,439.3781764,551.5033764
TG(13:0_13:0_14:0)+NH4,712.6450504,481.4251764,481.4251764,467.4095764
TG(12:0_13:0_15:0)+NH4,712.6450504,495.4408764,481.4251764,453.3938764
TG(10:0_13:0_17:0)+NH4,712.6450504,523.4721764,481.4251764,425.3625764
TG(10:0_15:0_15:0)+NH4,712.6450504,523.4721764,453.3938764,453.3938764
TG(13:0_19:0_8:0)+NH4,712.6450504,481.4251764,397.3312764,551.5034764
TG(15:0_17:0_8:0)+NH4,712.6450504,453.3938764,425.3625764,551.5034764
TG(15:1_18:4_8:0)+NH4,716.5823504,459.3468764,423.3468764,555.4407764
TG(13:0_20:5_8:0)+NH4,716.5824504,485.3625764,397.3312764,555.4408764
TG(10:0_13:0_18:4)+NH4,718.5980504,529.4251764,487.3781764,425.3625764
TG(13:0_20:4_8:0)+NH4,718.5980504,487.3781764,397.3312764,557.4564764
TG(15:1_18:3_8:0)+NH4,718.5980504,461.3625764,423.3468764,557.4564764
TG(15:0_18:4_8:0)+NH4,718.5980504,459.3468764,425.3625764,557.4564764
TG(15:1_18:2_8:0)+NH4,720.6136504,463.3781764,423.3468764,559.4720764
TG(10:0_13:0_18:3)+NH4,720.6137504,531.4408764,489.3938764,425.3625764
TG(10:0_14:1_17:2)+NH4,720.6137504,531.4408764,477.3938764,437.3625764
TG(13:0_20:3_8:0)+NH4,720.6137504,489.3938764,397.3312764,559.4721764
TG(15:0_18:3_8:0)+NH4,720.6137504,461.3625764,425.3625764,559.4721764
TG(16:1_17:2_8:0)+NH4,720.6137504,449.3625764,437.3625764,559.4721764
TG(12:0_12:0_17:2)+NH4,722.6293504,505.4251764,505.4251764,439.3781764
TG(12:0_14:1_15:1)+NH4,722.6293504,505.4251764,479.4094764,465.3938764
TG(10:0_13:0_18:2)+NH4,722.6293504,533.4564764,491.4094764,425.3625764
TG(10:0_14:1_17:1)+NH4,722.6293504,533.4564764,479.4094764,437.3625764
TG(10:0_14:0_17:2)+NH4,722.6293504,533.4564764,477.3938764,439.3781764
TG(10:0_15:1_16:1)+NH4,722.6293504,533.4564764,465.3938764,451.3781764
TG(13:0_20:2_8:0)+NH4,722.6293504,491.4094764,397.3312764,561.4877764
TG(15:1_18:1_8:0)+NH4,722.6293504,465.3938764,423.3468764,561.4877764
TG(15:0_18:2_8:0)+NH4,722.6293504,463.3781764,425.3625764,561.4877764
TG(16:1_17:1_8:0)+NH4,722.6293504,451.3781764,437.3625764,561.4877764
TG(16:0_17:2_8:0)+NH4,722.6293504,449.3625764,439.3781764,561.4877764
TG(13:0_14:1_14:1)+NH4,722.6294504,491.4095764,479.4095764,479.4095764
TG(12:0_12:0_17:1)+NH4,724.6449504,507.4407764,507.4407764,439.3781764
TG(12:0_14:0_15:1)+NH4,724.6449504,507.4407764,479.4094764,467.4094764
TG(10:0_14:0_17:1)+NH4,724.6449504,535.4720764,479.4094764,439.3781764
TG(10:0_15:1_16:0)+NH4,724.6449504,535.4720764,467.4094764,451.3781764
TG(15:1_18:0_8:0)+NH4,724.6449504,467.4094764,423.3468764,563.5033764
TG(16:0_17:1_8:0)+NH4,724.6449504,451.3781764,439.3781764,563.5033764
TG(13:0_13:0_15:1)+NH4,724.6450504,493.4251764,493.4251764,467.4095764
TG(13:0_14:0_14:1)+NH4,724.6450504,493.4251764,479.4095764,481.4251764
TG(12:0_13:0_16:1)+NH4,724.6450504,507.4408764,493.4251764,453.3938764
TG(12:0_14:1_15:0)+NH4,724.6450504,507.4408764,481.4251764,465.3938764
TG(10:0_13:0_18:1)+NH4,724.6450504,535.4721764,493.4251764,425.3625764
TG(10:0_14:1_17:0)+NH4,724.6450504,535.4721764,481.4251764,437.3625764
TG(10:0_15:0_16:1)+NH4,724.6450504,535.4721764,465.3938764,453.3938764
TG(13:0_20:1_8:0)+NH4,724.6450504,493.4251764,397.3312764,563.5034764
TG(14:1_19:0_8:0)+NH4,724.6450504,481.4251764,409.3312764,563.5034764
TG(15:0_18:1_8:0)+NH4,724.6450504,465.3938764,425.3625764,563.5034764
TG(16:1_17:0_8:0)+NH4,724.6450504,453.3938764,437.3625764,563.5034764
TG(13:0_14:0_14:0)+NH4,726.6606504,495.4407764,481.4251764,481.4251764
TG(12:0_12:0_17:0)+NH4,726.6606504,509.4564764,509.4564764,439.3781764
TG(12:0_13:0_16:0)+NH4,726.6606504,509.4564764,495.4407764,453.3938764
TG(12:0_14:0_15:0)+NH4,726.6606504,509.4564764,481.4251764,467.4094764
TG(10:0_10:0_21:0)+NH4,726.6606504,537.4877764,537.4877764,383.3155764
TG(10:0_12:0_19:0)+NH4,726.6606504,537.4877764,509.4564764,411.3468764
TG(10:0_13:0_18:0)+NH4,726.6606504,537.4877764,495.4407764,425.3625764
TG(10:0_14:0_17:0)+NH4,726.6606504,537.4877764,481.4251764,439.3781764
TG(10:0_15:0_16:0)+NH4,726.6606504,537.4877764,467.4094764,453.3938764
TG(25:0_8:0_8:0)+NH4,726.6606504,327.2529764,565.5190764,565.5190764
TG(10:0_23:0_8:0)+NH4,726.6606504,537.4877764,355.2842764,565.5190764
TG(12:0_21:0_8:0)+NH4,726.6606504,509.4564764,383.3155764,565.5190764
TG(13:0_20:0_8:0)+NH4,726.6606504,495.4407764,397.3312764,565.5190764
TG(14:0_19:0_8:0)+NH4,726.6606504,481.4251764,411.3468764,565.5190764
TG(15:0_18:0_8:0)+NH4,726.6606504,467.4094764,425.3625764,565.5190764
TG(16:0_17:0_8:0)+NH4,726.6606504,453.3938764,439.3781764,565.5190764
TG(13:0_13:0_15:0)+NH4,726.6607504,495.4408764,495.4408764,467.4095764
TG(10:0_10:0_22:6)+NH4,728.5823504,539.4094764,539.4094764,383.3155764
TG(12:0_22:6_8:0)+NH4,728.5823504,511.3781764,383.3155764,567.4407764
TG(14:1_20:5_8:0)+NH4,728.5824504,485.3625764,409.3312764,567.4408764
TG(10:0_10:0_22:5)+NH4,730.5980504,541.4251764,541.4251764,383.3155764
TG(10:0_12:0_20:5)+NH4,730.5980504,541.4251764,513.3938764,411.3468764
TG(10:0_14:1_18:4)+NH4,730.5980504,541.4251764,487.3781764,437.3625764
TG(12:0_22:5_8:0)+NH4,730.5980504,513.3938764,383.3155764,569.4564764
TG(14:1_20:4_8:0)+NH4,730.5980504,487.3781764,409.3312764,569.4564764
TG(14:0_20:5_8:0)+NH4,730.5980504,485.3625764,411.3468764,569.4564764
TG(16:1_18:4_8:0)+NH4,730.5980504,459.3468764,437.3625764,569.4564764
TG(12:0_12:0_18:4)+NH4,732.6136504,515.4094764,515.4094764,439.3781764
TG(10:0_10:0_22:4)+NH4,732.6136504,543.4407764,543.4407764,383.3155764
TG(10:0_12:0_20:4)+NH4,732.6136504,543.4407764,515.4094764,411.3468764
TG(10:0_14:0_18:4)+NH4,732.6136504,543.4407764,487.3781764,439.3781764
TG(12:0_22:4_8:0)+NH4,732.6136504,515.4094764,383.3155764,571.4720764
TG(14:0_20:4_8:0)+NH4,732.6136504,487.3781764,411.3468764,571.4720764
TG(16:0_18:4_8:0)+NH4,732.6136504,459.3468764,439.3781764,571.4720764
TG(10:0_14:1_18:3)+NH4,732.6137504,543.4408764,489.3938764,437.3625764
TG(14:1_20:3_8:0)+NH4,732.6137504,489.3938764,409.3312764,571.4721764
TG(16:1_18:3_8:0)+NH4,732.6137504,461.3625764,437.3625764,571.4721764
TG(17:2_17:2_8:0)+NH4,732.6137504,449.3625764,449.3625764,571.4721764
TG(12:0_12:0_18:3)+NH4,734.6293504,517.4251764,517.4251764,439.3781764
TG(10:0_10:0_22:3)+NH4,734.6293504,545.4564764,545.4564764,383.3155764
TG(10:0_12:0_20:3)+NH4,734.6293504,545.4564764,517.4251764,411.3468764
TG(10:0_14:1_18:2)+NH4,734.6293504,545.4564764,491.4094764,437.3625764
TG(10:0_14:0_18:3)+NH4,734.6293504,545.4564764,489.3938764,439.3781764
