MGDG,[M+H]+,SN1_acyl_loss,SN1-H2O,SN2_acyl_loss,SN2-H2O
MGDG(22:5_20:1)+H,859.62937,546.37639,528.36583,566.34511,548.33455
MGDG(22:5_20:2)+H,857.61372,544.36074,526.35018,566.3451,548.33454
MGDG(22:5_20:3)+H,855.59807,542.34509,524.33453,566.34509,548.33453
MGDG(22:5_20:4)+H,853.5824,540.32942,522.31886,566.34506,548.3345
MGDG(22:5_20:5)+H,851.56677,538.31379,520.30323,566.34507,548.33451
MGDG(22:5_21:0)+H,875.66067,562.40769,544.39713,566.34513,548.33457
MGDG(22:5_22:0)+H,889.67634,576.42336,558.4128,566.34516,548.3346
MGDG(22:5_22:1)+H,887.66067,574.40769,556.39713,566.34513,548.33457
MGDG(22:5_22:2)+H,885.64503,572.39205,554.38149,566.34513,548.33457
MGDG(22:5_22:4)+H,881.61372,568.36074,550.35018,566.3451,548.33454
MGDG(22:5_22:5)+H,879.59807,566.34509,548.33453,566.34509,548.33453
MGDG(22:5_22:6)+H,877.5824,564.32942,546.31886,566.34506,548.3345
MGDG(22:5_23:0)+H,903.69197,590.43899,572.42843,566.34515,548.33459
MGDG(22:5_24:0)+H,917.70767,604.45469,586.44413,566.34521,548.33465
MGDG(22:5_24:1)+H,915.69197,602.43899,584.42843,566.34515,548.33459
MGDG(22:5_24:4)+H,909.64503,596.39205,578.38149,566.34513,548.33457
MGDG(22:5_25:0)+H,931.72327,618.47029,600.45973,566.34517,548.33461
MGDG(22:5_26:0)+H,945.73887,632.48589,614.47533,566.34513,548.33457
MGDG(22:5_26:1)+H,943.72327,630.47029,612.45973,566.34517,548.33461
MGDG(22:5_26:2)+H,941.70767,628.45469,610.44413,566.34521,548.33465
MGDG(22:6_2:0)+H,607.34767,296.11033,278.09977,564.32929,546.31873
MGDG(22:6_3:0)+H,621.36327,310.12593,292.11537,564.32925,546.31869
MGDG(22:6_4:0)+H,635.37897,324.14163,306.13107,564.32931,546.31875
MGDG(22:6_5:0)+H,649.39457,338.15723,320.14667,564.32927,546.31871
MGDG(22:6_6:0)+H,663.41027,352.17293,334.16237,564.32933,546.31877
MGDG(22:6_7:0)+H,677.42591,366.18857,348.17801,564.32933,546.31877
MGDG(22:6_8:0)+H,691.44157,380.20423,362.19367,564.32935,546.31879
MGDG(22:6_9:0)+H,705.45722,394.21988,376.20932,564.32936,546.3188
MGDG(22:6_10:0)+H,719.47287,408.23553,390.22497,564.32937,546.31881
MGDG(22:6_11:0)+H,733.48853,422.25119,404.24063,564.32939,546.31883
MGDG(22:6_12:0)+H,747.50417,436.26683,418.25627,564.32939,546.31883
MGDG(22:6_13:0)+H,761.51987,450.28253,432.27197,564.32945,546.31889
MGDG(22:6_14:0)+H,775.53547,464.29813,446.28757,564.32941,546.31885
MGDG(22:6_14:1)+H,773.51987,462.28253,444.27197,564.32945,546.31889
MGDG(22:6_15:0)+H,789.55107,478.31373,460.30317,564.32937,546.31881
MGDG(22:6_15:1)+H,787.53547,476.29813,458.28757,564.32941,546.31885
MGDG(22:6_16:0)+H,803.56677,492.32943,474.31887,564.32943,546.31887
MGDG(22:6_16:1)+H,801.55107,490.31373,472.30317,564.32937,546.31881
MGDG(22:6_17:0)+H,817.5824,506.34506,488.3345,564.32942,546.31886
MGDG(22:6_17:1)+H,815.56677,504.32943,486.31887,564.32943,546.31887
MGDG(22:6_17:2)+H,813.55107,502.31373,484.30317,564.32937,546.31881
MGDG(22:6_18:0)+H,831.59807,520.36073,502.35017,564.32945,546.31889
MGDG(22:6_18:1)+H,829.5824,518.34506,500.3345,564.32942,546.31886
MGDG(22:6_18:2)+H,827.56677,516.32943,498.31887,564.32943,546.31887
MGDG(22:6_18:3)+H,825.55107,514.31373,496.30317,564.32937,546.31881
MGDG(22:6_18:4)+H,823.53547,512.29813,494.28757,564.32941,546.31885
MGDG(22:6_19:0)+H,845.61372,534.37638,516.36582,564.32946,546.3189
MGDG(22:6_20:0)+H,859.62937,548.39203,530.38147,564.32947,546.31891
MGDG(22:6_20:1)+H,857.61372,546.37638,528.36582,564.32946,546.3189
MGDG(22:6_20:2)+H,855.59807,544.36073,526.35017,564.32945,546.31889
MGDG(22:6_20:3)+H,853.5824,542.34506,524.3345,564.32942,546.31886
MGDG(22:6_20:4)+H,851.56677,540.32943,522.31887,564.32943,546.31887
MGDG(22:6_20:5)+H,849.55107,538.31373,520.30317,564.32937,546.31881
MGDG(22:6_21:0)+H,873.64503,562.40769,544.39713,564.32949,546.31893
MGDG(22:6_22:0)+H,887.66067,576.42333,558.41277,564.32949,546.31893
MGDG(22:6_22:1)+H,885.64503,574.40769,556.39713,564.32949,546.31893
MGDG(22:6_22:2)+H,883.62937,572.39203,554.38147,564.32947,546.31891
MGDG(22:6_22:4)+H,879.59807,568.36073,550.35017,564.32945,546.31889
MGDG(22:6_22:5)+H,877.5824,566.34506,548.3345,564.32942,546.31886
MGDG(22:6_22:6)+H,875.56677,564.32943,546.31887,564.32943,546.31887
MGDG(22:6_23:0)+H,901.67634,590.439,572.42844,564.32952,546.31896
MGDG(22:6_24:0)+H,915.69197,604.45463,586.44407,564.32951,546.31895
MGDG(22:6_24:1)+H,913.67634,602.439,584.42844,564.32952,546.31896
MGDG(22:6_24:4)+H,907.62937,596.39203,578.38147,564.32947,546.31891
MGDG(22:6_25:0)+H,929.70767,618.47033,600.45977,564.32957,546.31901
MGDG(22:6_26:0)+H,943.72327,632.48593,614.47537,564.32953,546.31897
MGDG(22:6_26:1)+H,941.70767,630.47033,612.45977,564.32957,546.31901
MGDG(22:6_26:2)+H,939.69197,628.45463,610.44407,564.32951,546.31895
MGDG(23:0_2:0)+H,633.45722,296.1104,278.09984,590.43884,572.42828
MGDG(23:0_3:0)+H,647.47287,310.12605,292.11549,590.43885,572.42829
MGDG(23:0_4:0)+H,661.48853,324.14171,306.13115,590.43887,572.42831
MGDG(23:0_5:0)+H,675.50417,338.15735,320.14679,590.43887,572.42831
MGDG(23:0_6:0)+H,689.51987,352.17305,334.16249,590.43893,572.42837
MGDG(23:0_7:0)+H,703.53547,366.18865,348.17809,590.43889,572.42833
MGDG(23:0_8:0)+H,717.55107,380.20425,362.19369,590.43885,572.42829
MGDG(23:0_9:0)+H,731.56677,394.21995,376.20939,590.43891,572.42835
MGDG(23:0_10:0)+H,745.5824,408.23558,390.22502,590.4389,572.42834
MGDG(23:0_11:0)+H,759.59807,422.25125,404.24069,590.43893,572.42837
MGDG(23:0_12:0)+H,773.61372,436.2669,418.25634,590.43894,572.42838
MGDG(23:0_13:0)+H,787.62937,450.28255,432.27199,590.43895,572.42839
MGDG(23:0_14:0)+H,801.64503,464.29821,446.28765,590.43897,572.42841
MGDG(23:0_14:1)+H,799.62937,462.28255,444.27199,590.43895,572.42839
MGDG(23:0_15:0)+H,815.66067,478.31385,460.30329,590.43897,572.42841
MGDG(23:0_15:1)+H,813.64503,476.29821,458.28765,590.43897,572.42841
MGDG(23:0_16:0)+H,829.67634,492.32952,474.31896,590.439,572.42844
MGDG(23:0_16:1)+H,827.66067,490.31385,472.30329,590.43897,572.42841
MGDG(23:0_17:0)+H,843.69197,506.34515,488.33459,590.43899,572.42843
MGDG(23:0_17:1)+H,841.67634,504.32952,486.31896,590.439,572.42844
MGDG(23:0_17:2)+H,839.66067,502.31385,484.30329,590.43897,572.42841
MGDG(23:0_18:0)+H,857.70767,520.36085,502.35029,590.43905,572.42849
MGDG(23:0_18:1)+H,855.69197,518.34515,500.33459,590.43899,572.42843
MGDG(23:0_18:2)+H,853.67634,516.32952,498.31896,590.439,572.42844
MGDG(23:0_18:3)+H,851.66067,514.31385,496.30329,590.43897,572.42841
MGDG(23:0_18:4)+H,849.64503,512.29821,494.28765,590.43897,572.42841
MGDG(23:0_19:0)+H,871.72327,534.37645,516.36589,590.43901,572.42845
MGDG(23:0_20:0)+H,885.73887,548.39205,530.38149,590.43897,572.42841
MGDG(23:0_20:1)+H,883.72327,546.37645,528.36589,590.43901,572.42845
MGDG(23:0_20:2)+H,881.70767,544.36085,526.35029,590.43905,572.42849
MGDG(23:0_20:3)+H,879.69197,542.34515,524.33459,590.43899,572.42843
MGDG(23:0_20:4)+H,877.67634,540.32952,522.31896,590.439,572.42844
MGDG(23:0_20:5)+H,875.66067,538.31385,520.30329,590.43897,572.42841
MGDG(23:0_21:0)+H,899.75457,562.40775,544.39719,590.43903,572.42847
MGDG(23:0_22:0)+H,913.77021,576.42339,558.41283,590.43903,572.42847
MGDG(23:0_22:1)+H,911.75457,574.40775,556.39719,590.43903,572.42847
MGDG(23:0_22:2)+H,909.73887,572.39205,554.38149,590.43897,572.42841
MGDG(23:0_22:4)+H,905.70767,568.36085,550.35029,590.43905,572.42849
MGDG(23:0_22:5)+H,903.69197,566.34515,548.33459,590.43899,572.42843
MGDG(23:0_22:6)+H,901.67634,564.32952,546.31896,590.439,572.42844
MGDG(23:0_23:0)+H,927.78587,590.43905,572.42849,590.43905,572.42849
MGDG(23:0_24:0)+H,941.80152,604.4547,586.44414,590.43906,572.4285
MGDG(23:0_24:1)+H,939.78587,602.43905,584.42849,590.43905,572.42849
MGDG(23:0_24:4)+H,933.73887,596.39205,578.38149,590.43897,572.42841
MGDG(23:0_25:0)+H,955.81717,618.47035,600.45979,590.43907,572.42851
MGDG(23:0_26:0)+H,969.83283,632.48601,614.47545,590.43909,572.42853
MGDG(23:0_26:1)+H,967.81717,630.47035,612.45979,590.43907,572.42851
MGDG(23:0_26:2)+H,965.80152,628.4547,610.44414,590.43906,572.4285
MGDG(24:0_2:0)+H,647.47287,296.11041,278.09985,604.45449,586.44393
MGDG(24:0_3:0)+H,661.48853,310.12607,292.11551,604.45451,586.44395
MGDG(24:0_4:0)+H,675.50417,324.14171,306.13115,604.45451,586.44395
MGDG(24:0_5:0)+H,689.51987,338.15741,320.14685,604.45457,586.44401
MGDG(24:0_6:0)+H,703.53547,352.17301,334.16245,604.45453,586.44397
MGDG(24:0_7:0)+H,717.55107,366.18861,348.17805,604.45449,586.44393
MGDG(24:0_8:0)+H,731.56677,380.20431,362.19375,604.45455,586.44399
MGDG(24:0_9:0)+H,745.5824,394.21994,376.20938,604.45454,586.44398
MGDG(24:0_10:0)+H,759.59807,408.23561,390.22505,604.45457,586.44401
MGDG(24:0_11:0)+H,773.61372,422.25126,404.2407,604.45458,586.44402
MGDG(24:0_12:0)+H,787.62937,436.26691,418.25635,604.45459,586.44403
MGDG(24:0_13:0)+H,801.64503,450.28257,432.27201,604.45461,586.44405
MGDG(24:0_14:0)+H,815.66067,464.29821,446.28765,604.45461,586.44405
MGDG(24:0_14:1)+H,813.64503,462.28257,444.27201,604.45461,586.44405
MGDG(24:0_15:0)+H,829.67634,478.31388,460.30332,604.45464,586.44408
MGDG(24:0_15:1)+H,827.66067,476.29821,458.28765,604.45461,586.44405
MGDG(24:0_16:0)+H,843.69197,492.32951,474.31895,604.45463,586.44407
MGDG(24:0_16:1)+H,841.67634,490.31388,472.30332,604.45464,586.44408
MGDG(24:0_17:0)+H,857.70767,506.34521,488.33465,604.45469,586.44413
MGDG(24:0_17:1)+H,855.69197,504.32951,486.31895,604.45463,586.44407
MGDG(24:0_17:2)+H,853.67634,502.31388,484.30332,604.45464,586.44408
MGDG(24:0_18:0)+H,871.72327,520.36081,502.35025,604.45465,586.44409
MGDG(24:0_18:1)+H,869.70767,518.34521,500.33465,604.45469,586.44413
MGDG(24:0_18:2)+H,867.69197,516.32951,498.31895,604.45463,586.44407
MGDG(24:0_18:3)+H,865.67634,514.31388,496.30332,604.45464,586.44408
MGDG(24:0_18:4)+H,863.66067,512.29821,494.28765,604.45461,586.44405
MGDG(24:0_19:0)+H,885.73887,534.37641,516.36585,604.45461,586.44405
MGDG(24:0_20:0)+H,899.75457,548.39211,530.38155,604.45467,586.44411
MGDG(24:0_20:1)+H,897.73887,546.37641,528.36585,604.45461,586.44405
MGDG(24:0_20:2)+H,895.72327,544.36081,526.35025,604.45465,586.44409
MGDG(24:0_20:3)+H,893.70767,542.34521,524.33465,604.45469,586.44413
MGDG(24:0_20:4)+H,891.69197,540.32951,522.31895,604.45463,586.44407
MGDG(24:0_20:5)+H,889.67634,538.31388,520.30332,604.45464,586.44408
MGDG(24:0_21:0)+H,913.77021,562.40775,544.39719,604.45467,586.44411
MGDG(24:0_22:0)+H,927.78587,576.42341,558.41285,604.45469,586.44413
MGDG(24:0_22:1)+H,925.77021,574.40775,556.39719,604.45467,586.44411
MGDG(24:0_22:2)+H,923.75457,572.39211,554.38155,604.45467,586.44411
MGDG(24:0_22:4)+H,919.72327,568.36081,550.35025,604.45465,586.44409
MGDG(24:0_22:5)+H,917.70767,566.34521,548.33465,604.45469,586.44413
MGDG(24:0_22:6)+H,915.69197,564.32951,546.31895,604.45463,586.44407
MGDG(24:0_23:0)+H,941.80152,590.43906,572.4285,604.4547,586.44414
MGDG(24:0_24:0)+H,955.81717,604.45471,586.44415,604.45471,586.44415
MGDG(24:0_24:1)+H,953.80152,602.43906,584.4285,604.4547,586.44414
MGDG(24:0_24:4)+H,947.75457,596.39211,578.38155,604.45467,586.44411
MGDG(24:0_25:0)+H,969.83283,618.47037,600.45981,604.45473,586.44417
MGDG(24:0_26:0)+H,983.84847,632.48601,614.47545,604.45473,586.44417
MGDG(24:0_26:1)+H,981.83283,630.47037,612.45981,604.45473,586.44417
MGDG(24:0_26:2)+H,979.81717,628.45471,610.44415,604.45471,586.44415
MGDG(24:1_2:0)+H,645.45722,296.1104,278.09984,602.43884,584.42828
MGDG(24:1_3:0)+H,659.47287,310.12605,292.11549,602.43885,584.42829
MGDG(24:1_4:0)+H,673.48853,324.14171,306.13115,602.43887,584.42831
MGDG(24:1_5:0)+H,687.50417,338.15735,320.14679,602.43887,584.42831
MGDG(24:1_6:0)+H,701.51987,352.17305,334.16249,602.43893,584.42837
MGDG(24:1_7:0)+H,715.53547,366.18865,348.17809,602.43889,584.42833
MGDG(24:1_8:0)+H,729.55107,380.20425,362.19369,602.43885,584.42829
MGDG(24:1_9:0)+H,743.56677,394.21995,376.20939,602.43891,584.42835
MGDG(24:1_10:0)+H,757.5824,408.23558,390.22502,602.4389,584.42834
MGDG(24:1_11:0)+H,771.59807,422.25125,404.24069,602.43893,584.42837
MGDG(24:1_12:0)+H,785.61372,436.2669,418.25634,602.43894,584.42838
MGDG(24:1_13:0)+H,799.62937,450.28255,432.27199,602.43895,584.42839
MGDG(24:1_14:0)+H,813.64503,464.29821,446.28765,602.43897,584.42841
MGDG(24:1_14:1)+H,811.62937,462.28255,444.27199,602.43895,584.42839
MGDG(24:1_15:0)+H,827.66067,478.31385,460.30329,602.43897,584.42841
MGDG(24:1_15:1)+H,825.64503,476.29821,458.28765,602.43897,584.42841
MGDG(24:1_16:0)+H,841.67634,492.32952,474.31896,602.439,584.42844
MGDG(24:1_16:1)+H,839.66067,490.31385,472.30329,602.43897,584.42841
MGDG(24:1_17:0)+H,855.69197,506.34515,488.33459,602.43899,584.42843
MGDG(24:1_17:1)+H,853.67634,504.32952,486.31896,602.439,584.42844
MGDG(24:1_17:2)+H,851.66067,502.31385,484.30329,602.43897,584.42841
MGDG(24:1_18:0)+H,869.70767,520.36085,502.35029,602.43905,584.42849
MGDG(24:1_18:1)+H,867.69197,518.34515,500.33459,602.43899,584.42843
MGDG(24:1_18:2)+H,865.67634,516.32952,498.31896,602.439,584.42844
MGDG(24:1_18:3)+H,863.66067,514.31385,496.30329,602.43897,584.42841
MGDG(24:1_18:4)+H,861.64503,512.29821,494.28765,602.43897,584.42841
MGDG(24:1_19:0)+H,883.72327,534.37645,516.36589,602.43901,584.42845
MGDG(24:1_20:0)+H,897.73887,548.39205,530.38149,602.43897,584.42841
MGDG(24:1_20:1)+H,895.72327,546.37645,528.36589,602.43901,584.42845
MGDG(24:1_20:2)+H,893.70767,544.36085,526.35029,602.43905,584.42849
MGDG(24:1_20:3)+H,891.69197,542.34515,524.33459,602.43899,584.42843
MGDG(24:1_20:4)+H,889.67634,540.32952,522.31896,602.439,584.42844
MGDG(24:1_20:5)+H,887.66067,538.31385,520.30329,602.43897,584.42841
MGDG(24:1_21:0)+H,911.75457,562.40775,544.39719,602.43903,584.42847
MGDG(24:1_22:0)+H,925.77021,576.42339,558.41283,602.43903,584.42847
MGDG(24:1_22:1)+H,923.75457,574.40775,556.39719,602.43903,584.42847
MGDG(24:1_22:2)+H,921.73887,572.39205,554.38149,602.43897,584.42841
MGDG(24:1_22:4)+H,917.70767,568.36085,550.35029,602.43905,584.42849
MGDG(24:1_22:5)+H,915.69197,566.34515,548.33459,602.43899,584.42843
MGDG(24:1_22:6)+H,913.67634,564.32952,546.31896,602.439,584.42844
MGDG(24:1_23:0)+H,939.78587,590.43905,572.42849,602.43905,584.42849
MGDG(24:1_24:0)+H,953.80152,604.4547,586.44414,602.43906,584.4285
MGDG(24:1_24:1)+H,951.78587,602.43905,584.42849,602.43905,584.42849
MGDG(24:1_24:4)+H,945.73887,596.39205,578.38149,602.43897,584.42841
MGDG(24:1_25:0)+H,967.81717,618.47035,600.45979,602.43907,584.42851
MGDG(24:1_26:0)+H,981.83283,632.48601,614.47545,602.43909,584.42853
MGDG(24:1_26:1)+H,979.81717,630.47035,612.45979,602.43907,584.42851
MGDG(24:1_26:2)+H,977.80152,628.4547,610.44414,602.43906,584.4285
MGDG(24:4_2:0)+H,639.41027,296.11037,278.09981,596.39189,578.38133
MGDG(24:4_3:0)+H,653.42591,310.12601,292.11545,596.39189,578.38133
MGDG(24:4_4:0)+H,667.44157,324.14167,306.13111,596.39191,578.38135
MGDG(24:4_5:0)+H,681.45722,338.15732,320.14676,596.39192,578.38136
MGDG(24:4_6:0)+H,695.47287,352.17297,334.16241,596.39193,578.38137
MGDG(24:4_7:0)+H,709.48853,366.18863,348.17807,596.39195,578.38139
MGDG(24:4_8:0)+H,723.50417,380.20427,362.19371,596.39195,578.38139
MGDG(24:4_9:0)+H,737.51987,394.21997,376.20941,596.39201,578.38145
MGDG(24:4_10:0)+H,751.53547,408.23557,390.22501,596.39197,578.38141
MGDG(24:4_11:0)+H,765.55107,422.25117,404.24061,596.39193,578.38137
MGDG(24:4_12:0)+H,779.56677,436.26687,418.25631,596.39199,578.38143
MGDG(24:4_13:0)+H,793.5824,450.2825,432.27194,596.39198,578.38142
MGDG(24:4_14:0)+H,807.59807,464.29817,446.28761,596.39201,578.38145
MGDG(24:4_14:1)+H,805.5824,462.2825,444.27194,596.39198,578.38142
MGDG(24:4_15:0)+H,821.61372,478.31382,460.30326,596.39202,578.38146
MGDG(24:4_15:1)+H,819.59807,476.29817,458.28761,596.39201,578.38145
MGDG(24:4_16:0)+H,835.62937,492.32947,474.31891,596.39203,578.38147
MGDG(24:4_16:1)+H,833.61372,490.31382,472.30326,596.39202,578.38146
MGDG(24:4_17:0)+H,849.64503,506.34513,488.33457,596.39205,578.38149
MGDG(24:4_17:1)+H,847.62937,504.32947,486.31891,596.39203,578.38147
MGDG(24:4_17:2)+H,845.61372,502.31382,484.30326,596.39202,578.38146
MGDG(24:4_18:0)+H,863.66067,520.36077,502.35021,596.39205,578.38149
MGDG(24:4_18:1)+H,861.64503,518.34513,500.33457,596.39205,578.38149
MGDG(24:4_18:2)+H,859.62937,516.32947,498.31891,596.39203,578.38147
MGDG(24:4_18:3)+H,857.61372,514.31382,496.30326,596.39202,578.38146
MGDG(24:4_18:4)+H,855.59807,512.29817,494.28761,596.39201,578.38145
MGDG(24:4_19:0)+H,877.67634,534.37644,516.36588,596.39208,578.38152
MGDG(24:4_20:0)+H,891.69197,548.39207,530.38151,596.39207,578.38151
MGDG(24:4_20:1)+H,889.67634,546.37644,528.36588,596.39208,578.38152
MGDG(24:4_20:2)+H,887.66067,544.36077,526.35021,596.39205,578.38149
MGDG(24:4_20:3)+H,885.64503,542.34513,524.33457,596.39205,578.38149
MGDG(24:4_20:4)+H,883.62937,540.32947,522.31891,596.39203,578.38147
MGDG(24:4_20:5)+H,881.61372,538.31382,520.30326,596.39202,578.38146
MGDG(24:4_21:0)+H,905.70767,562.40777,544.39721,596.39213,578.38157
MGDG(24:4_22:0)+H,919.72327,576.42337,558.41281,596.39209,578.38153
MGDG(24:4_22:1)+H,917.70767,574.40777,556.39721,596.39213,578.38157
MGDG(24:4_22:2)+H,915.69197,572.39207,554.38151,596.39207,578.38151
MGDG(24:4_22:4)+H,911.66067,568.36077,550.35021,596.39205,578.38149
MGDG(24:4_22:5)+H,909.64503,566.34513,548.33457,596.39205,578.38149
MGDG(24:4_22:6)+H,907.62937,564.32947,546.31891,596.39203,578.38147
MGDG(24:4_23:0)+H,933.73887,590.43897,572.42841,596.39205,578.38149
MGDG(24:4_24:0)+H,947.75457,604.45467,586.44411,596.39211,578.38155
MGDG(24:4_24:1)+H,945.73887,602.43897,584.42841,596.39205,578.38149
MGDG(24:4_24:4)+H,939.69197,596.39207,578.38151,596.39207,578.38151
MGDG(24:4_25:0)+H,961.77021,618.47031,600.45975,596.39211,578.38155
MGDG(24:4_26:0)+H,975.78587,632.48597,614.47541,596.39213,578.38157
MGDG(24:4_26:1)+H,973.77021,630.47031,612.45975,596.39211,578.38155
MGDG(24:4_26:2)+H,971.75457,628.45467,610.44411,596.39211,578.38155
MGDG(25:0_2:0)+H,661.48853,296.11043,278.09987,618.47015,600.45959
MGDG(25:0_3:0)+H,675.50417,310.12607,292.11551,618.47015,600.45959
MGDG(25:0_4:0)+H,689.51987,324.14177,306.13121,618.47021,600.45965
MGDG(25:0_5:0)+H,703.53547,338.15737,320.14681,618.47017,600.45961
MGDG(25:0_6:0)+H,717.55107,352.17297,334.16241,618.47013,600.45957
MGDG(25:0_7:0)+H,731.56677,366.18867,348.17811,618.47019,600.45963
MGDG(25:0_8:0)+H,745.5824,380.2043,362.19374,618.47018,600.45962
MGDG(25:0_9:0)+H,759.59807,394.21997,376.20941,618.47021,600.45965
MGDG(25:0_10:0)+H,773.61372,408.23562,390.22506,618.47022,600.45966
MGDG(25:0_11:0)+H,787.62937,422.25127,404.24071,618.47023,600.45967
MGDG(25:0_12:0)+H,801.64503,436.26693,418.25637,618.47025,600.45969
MGDG(25:0_13:0)+H,815.66067,450.28257,432.27201,618.47025,600.45969
MGDG(25:0_14:0)+H,829.67634,464.29824,446.28768,618.47028,600.45972
MGDG(25:0_14:1)+H,827.66067,462.28257,444.27201,618.47025,600.45969
MGDG(25:0_15:0)+H,843.69197,478.31387,460.30331,618.47027,600.45971
MGDG(25:0_15:1)+H,841.67634,476.29824,458.28768,618.47028,600.45972
MGDG(25:0_16:0)+H,857.70767,492.32957,474.31901,618.47033,600.45977
MGDG(25:0_16:1)+H,855.69197,490.31387,472.30331,618.47027,600.45971
MGDG(25:0_17:0)+H,871.72327,506.34517,488.33461,618.47029,600.45973
MGDG(25:0_17:1)+H,869.70767,504.32957,486.31901,618.47033,600.45977
MGDG(25:0_17:2)+H,867.69197,502.31387,484.30331,618.47027,600.45971
MGDG(25:0_18:0)+H,885.73887,520.36077,502.35021,618.47025,600.45969
MGDG(25:0_18:1)+H,883.72327,518.34517,500.33461,618.47029,600.45973
MGDG(25:0_18:2)+H,881.70767,516.32957,498.31901,618.47033,600.45977
MGDG(25:0_18:3)+H,879.69197,514.31387,496.30331,618.47027,600.45971
MGDG(25:0_18:4)+H,877.67634,512.29824,494.28768,618.47028,600.45972
MGDG(25:0_19:0)+H,899.75457,534.37647,516.36591,618.47031,600.45975
MGDG(25:0_20:0)+H,913.77021,548.39211,530.38155,618.47031,600.45975
MGDG(25:0_20:1)+H,911.75457,546.37647,528.36591,618.47031,600.45975
MGDG(25:0_20:2)+H,909.73887,544.36077,526.35021,618.47025,600.45969
MGDG(25:0_20:3)+H,907.72327,542.34517,524.33461,618.47029,600.45973
MGDG(25:0_20:4)+H,905.70767,540.32957,522.31901,618.47033,600.45977
MGDG(25:0_20:5)+H,903.69197,538.31387,520.30331,618.47027,600.45971
MGDG(25:0_21:0)+H,927.78587,562.40777,544.39721,618.47033,600.45977
MGDG(25:0_22:0)+H,941.80152,576.42342,558.41286,618.47034,600.45978
MGDG(25:0_22:1)+H,939.78587,574.40777,556.39721,618.47033,600.45977
MGDG(25:0_22:2)+H,937.77021,572.39211,554.38155,618.47031,600.45975
MGDG(25:0_22:4)+H,933.73887,568.36077,550.35021,618.47025,600.45969
MGDG(25:0_22:5)+H,931.72327,566.34517,548.33461,618.47029,600.45973
MGDG(25:0_22:6)+H,929.70767,564.32957,546.31901,618.47033,600.45977
MGDG(25:0_23:0)+H,955.81717,590.43907,572.42851,618.47035,600.45979
MGDG(25:0_24:0)+H,969.83283,604.45473,586.44417,618.47037,600.45981
MGDG(25:0_24:1)+H,967.81717,602.43907,584.42851,618.47035,600.45979
MGDG(25:0_24:4)+H,961.77021,596.39211,578.38155,618.47031,600.45975
MGDG(25:0_25:0)+H,983.84847,618.47037,600.45981,618.47037,600.45981
MGDG(25:0_26:0)+H,997.86417,632.48607,614.47551,618.47043,600.45987
MGDG(25:0_26:1)+H,995.84847,630.47037,612.45981,618.47037,600.45981
MGDG(25:0_26:2)+H,993.83283,628.45473,610.44417,618.47037,600.45981
MGDG(26:0_2:0)+H,675.50417,296.11043,278.09987,632.48579,614.47523
MGDG(26:0_3:0)+H,689.51987,310.12613,292.11557,632.48585,614.47529
MGDG(26:0_4:0)+H,703.53547,324.14173,306.13117,632.48581,614.47525
MGDG(26:0_5:0)+H,717.55107,338.15733,320.14677,632.48577,614.47521
MGDG(26:0_6:0)+H,731.56677,352.17303,334.16247,632.48583,614.47527
MGDG(26:0_7:0)+H,745.5824,366.18866,348.1781,632.48582,614.47526
MGDG(26:0_8:0)+H,759.59807,380.20433,362.19377,632.48585,614.47529
MGDG(26:0_9:0)+H,773.61372,394.21998,376.20942,632.48586,614.4753
MGDG(26:0_10:0)+H,787.62937,408.23563,390.22507,632.48587,614.47531
MGDG(26:0_11:0)+H,801.64503,422.25129,404.24073,632.48589,614.47533
MGDG(26:0_12:0)+H,815.66067,436.26693,418.25637,632.48589,614.47533
MGDG(26:0_13:0)+H,829.67634,450.2826,432.27204,632.48592,614.47536
MGDG(26:0_14:0)+H,843.69197,464.29823,446.28767,632.48591,614.47535
MGDG(26:0_14:1)+H,841.67634,462.2826,444.27204,632.48592,614.47536
MGDG(26:0_15:0)+H,857.70767,478.31393,460.30337,632.48597,614.47541
MGDG(26:0_15:1)+H,855.69197,476.29823,458.28767,632.48591,614.47535
MGDG(26:0_16:0)+H,871.72327,492.32953,474.31897,632.48593,614.47537
MGDG(26:0_16:1)+H,869.70767,490.31393,472.30337,632.48597,614.47541
MGDG(26:0_17:0)+H,885.73887,506.34513,488.33457,632.48589,614.47533
MGDG(26:0_17:1)+H,883.72327,504.32953,486.31897,632.48593,614.47537
MGDG(26:0_17:2)+H,881.70767,502.31393,484.30337,632.48597,614.47541
MGDG(26:0_18:0)+H,899.75457,520.36083,502.35027,632.48595,614.47539
MGDG(26:0_18:1)+H,897.73887,518.34513,500.33457,632.48589,614.47533
MGDG(26:0_18:2)+H,895.72327,516.32953,498.31897,632.48593,614.47537
MGDG(26:0_18:3)+H,893.70767,514.31393,496.30337,632.48597,614.47541
MGDG(26:0_18:4)+H,891.69197,512.29823,494.28767,632.48591,614.47535
MGDG(26:0_19:0)+H,913.77021,534.37647,516.36591,632.48595,614.47539
MGDG(26:0_20:0)+H,927.78587,548.39213,530.38157,632.48597,614.47541
MGDG(26:0_20:1)+H,925.77021,546.37647,528.36591,632.48595,614.47539
MGDG(26:0_20:2)+H,923.75457,544.36083,526.35027,632.48595,614.47539
MGDG(26:0_20:3)+H,921.73887,542.34513,524.33457,632.48589,614.47533
MGDG(26:0_20:4)+H,919.72327,540.32953,522.31897,632.48593,614.47537
