Cer-BS,[M-H]-,[M-H2O-H]-,[Sph+C2H2O-H]-,[Sph+C-H]-,[Sph-H5NO-H]-,[Sph-C2H7NO-H]-
Cer-BS(d18:3/22:0)-H,632.5618,614.5512,336.2544,306.2439,259.2067,233.1911
Cer-BS(d18:3/22:1)-H,630.5461,612.5356,336.2544,306.2439,259.2067,233.1911
Cer-BS(d18:3/22:2)-H,628.5305,610.5199,336.2544,306.2439,259.2067,233.1911
Cer-BS(d18:3/23:0)-H,646.5775,628.5669,336.2544,306.2439,259.2067,233.1911
Cer-BS(d18:3/23:1)-H,644.5618,626.5512,336.2544,306.2439,259.2067,233.1911
Cer-BS(d18:3/24:0)-H,660.5931,642.5825,336.2544,306.2439,259.2067,233.1911
Cer-BS(d18:3/24:1)-H,658.5775,640.5669,336.2544,306.2439,259.2067,233.1911
Cer-BS(d18:3/24:2)-H,656.5618,638.5512,336.2544,306.2439,259.2067,233.1911
Cer-BS(d18:3/25:0)-H,674.6088,656.5981,336.2544,306.2439,259.2067,233.1911
Cer-BS(d18:3/25:1)-H,672.5931,654.5825,336.2544,306.2439,259.2067,233.1911
Cer-BS(d18:3/26:0)-H,688.6244,670.6138,336.2544,306.2439,259.2067,233.1911
Cer-BS(d18:3/26:1)-H,686.6088,668.5981,336.2544,306.2439,259.2067,233.1911
Cer-BS(d18:3/26:2)-H,684.5931,666.5825,336.2544,306.2439,259.2067,233.1911
Cer-BS(d18:3/27:0)-H,702.64,684.6295,336.2544,306.2439,259.2067,233.1911
Cer-BS(d18:3/27:1)-H,700.6244,682.6138,336.2544,306.2439,259.2067,233.1911
Cer-BS(d18:3/28:0)-H,716.6557,698.6451,336.2544,306.2439,259.2067,233.1911
Cer-BS(d18:3/28:1)-H,714.64,696.6295,336.2544,306.2439,259.2067,233.1911
Cer-BS(d18:3/28:2)-H,712.6244,694.6138,336.2544,306.2439,259.2067,233.1911
Cer-BS(d18:3/29:0)-H,730.6713,712.6608,336.2544,306.2439,259.2067,233.1911
Cer-BS(d18:3/29:1)-H,728.6557,710.6451,336.2544,306.2439,259.2067,233.1911
Cer-BS(d18:3/30:0)-H,744.687,726.6764,336.2544,306.2439,259.2067,233.1911
Cer-BS(d18:3/30:1)-H,742.6713,724.6608,336.2544,306.2439,259.2067,233.1911
Cer-BS(d18:3/30:2)-H,740.6557,722.6451,336.2544,306.2439,259.2067,233.1911
Cer-BS(d18:3/31:0)-H,758.7026,740.6921,336.2544,306.2439,259.2067,233.1911
Cer-BS(d18:3/31:1)-H,756.687,738.6764,336.2544,306.2439,259.2067,233.1911
Cer-BS(d18:3/32:0)-H,772.7183,754.7077,336.2544,306.2439,259.2067,233.1911
Cer-BS(d18:3/32:1)-H,770.7026,752.6921,336.2544,306.2439,259.2067,233.1911
Cer-BS(d18:3/32:2)-H,768.687,750.6764,336.2544,306.2439,259.2067,233.1911
Cer-BS(d18:3/33:0)-H,786.7339,768.7234,336.2544,306.2439,259.2067,233.1911
Cer-BS(d18:3/33:1)-H,784.7183,766.7077,336.2544,306.2439,259.2067,233.1911
Cer-BS(d18:3/34:0)-H,800.7496,782.739,336.2544,306.2439,259.2067,233.1911
Cer-BS(d18:3/34:1)-H,798.7339,780.7234,336.2544,306.2439,259.2067,233.1911
Cer-BS(d18:3/34:2)-H,796.7183,778.7077,336.2544,306.2439,259.2067,233.1911
Cer-BS(d18:3/35:0)-H,814.7653,796.7547,336.2544,306.2439,259.2067,233.1911
Cer-BS(d18:3/35:1)-H,812.7496,794.739,336.2544,306.2439,259.2067,233.1911
Cer-BS(d18:3/36:0)-H,828.7809,810.7703,336.2544,306.2439,259.2067,233.1911
Cer-BS(d18:3/36:1)-H,826.7653,808.7547,336.2544,306.2439,259.2067,233.1911
Cer-BS(d18:3/36:2)-H,824.7496,806.739,336.2544,306.2439,259.2067,233.1911
Cer-BS(d18:3/38:0)-H,856.8122,838.8016,336.2544,306.2439,259.2067,233.1911
Cer-BS(d18:3/38:1)-H,854.7966,836.7859,336.2544,306.2439,259.2067,233.1911
Cer-BS(d18:3/38:2)-H,852.7809,834.7703,336.2544,306.2439,259.2067,233.1911
Cer-BS(d18:3/40:0)-H,884.8435,866.8329,336.2544,306.2439,259.2067,233.1911
Cer-BS(d18:3/40:1)-H,882.8278,864.8173,336.2544,306.2439,259.2067,233.1911
Cer-BS(d18:3/40:2)-H,880.8122,862.8016,336.2544,306.2439,259.2067,233.1911
Cer-BS(d18:3/42:0)-H,912.8748,894.8642,336.2544,306.2439,259.2067,233.1911
Cer-BS(d18:3/42:1)-H,910.8591,892.8486,336.2544,306.2439,259.2067,233.1911
Cer-BS(d18:3/42:2)-H,908.8435,890.8329,336.2544,306.2439,259.2067,233.1911
Cer-BS(d19:1/12:0)-H,510.4522,492.4417,354.3014,324.2908,277.2537,251.238
Cer-BS(d19:1/12:1)-H,508.4366,490.426,354.3014,324.2908,277.2537,251.238
Cer-BS(d19:1/13:0)-H,524.4679,506.4573,354.3014,324.2908,277.2537,251.238
Cer-BS(d19:1/13:1)-H,522.4523,504.4417,354.3014,324.2908,277.2537,251.238
Cer-BS(d19:1/14:0)-H,538.4835,520.473,354.3014,324.2908,277.2537,251.238
Cer-BS(d19:1/14:1)-H,536.4679,518.4573,354.3014,324.2908,277.2537,251.238
Cer-BS(d19:1/15:0)-H,552.4992,534.4886,354.3014,324.2908,277.2537,251.238
Cer-BS(d19:1/15:1)-H,550.4835,532.473,354.3014,324.2908,277.2537,251.238
Cer-BS(d19:1/16:0)-H,566.5148,548.5043,354.3014,324.2908,277.2537,251.238
Cer-BS(d19:1/16:1)-H,564.4992,546.4886,354.3014,324.2908,277.2537,251.238
Cer-BS(d19:1/16:2)-H,562.4835,544.473,354.3014,324.2908,277.2537,251.238
Cer-BS(d19:1/17:0)-H,580.5305,562.5199,354.3014,324.2908,277.2537,251.238
Cer-BS(d19:1/18:0)-H,594.5461,576.5356,354.3014,324.2908,277.2537,251.238
Cer-BS(d19:1/18:1)-H,592.5305,574.5199,354.3014,324.2908,277.2537,251.238
Cer-BS(d19:1/18:2)-H,590.5148,572.5043,354.3014,324.2908,277.2537,251.238
Cer-BS(d19:1/19:0)-H,608.5618,590.5512,354.3014,324.2908,277.2537,251.238
Cer-BS(d19:1/19:1)-H,606.5461,588.5356,354.3014,324.2908,277.2537,251.238
Cer-BS(d19:1/20:0)-H,622.5775,604.5669,354.3014,324.2908,277.2537,251.238
Cer-BS(d19:1/20:1)-H,620.5618,602.5512,354.3014,324.2908,277.2537,251.238
Cer-BS(d19:1/20:2)-H,618.5461,600.5356,354.3014,324.2908,277.2537,251.238
Cer-BS(d19:1/21:0)-H,636.5931,618.5825,354.3014,324.2908,277.2537,251.238
Cer-BS(d19:1/21:1)-H,634.5775,616.5669,354.3014,324.2908,277.2537,251.238
Cer-BS(d19:1/22:0)-H,650.6088,632.5981,354.3014,324.2908,277.2537,251.238
Cer-BS(d19:1/22:1)-H,648.5931,630.5825,354.3014,324.2908,277.2537,251.238
Cer-BS(d19:1/22:2)-H,646.5775,628.5669,354.3014,324.2908,277.2537,251.238
Cer-BS(d19:1/23:0)-H,664.6244,646.6138,354.3014,324.2908,277.2537,251.238
Cer-BS(d19:1/23:1)-H,662.6088,644.5981,354.3014,324.2908,277.2537,251.238
Cer-BS(d19:1/24:0)-H,678.64,660.6295,354.3014,324.2908,277.2537,251.238
Cer-BS(d19:1/24:1)-H,676.6244,658.6138,354.3014,324.2908,277.2537,251.238
Cer-BS(d19:1/24:2)-H,674.6088,656.5981,354.3014,324.2908,277.2537,251.238
Cer-BS(d19:1/25:0)-H,692.6557,674.6451,354.3014,324.2908,277.2537,251.238
Cer-BS(d19:1/25:1)-H,690.64,672.6295,354.3014,324.2908,277.2537,251.238
Cer-BS(d19:1/26:0)-H,706.6713,688.6608,354.3014,324.2908,277.2537,251.238
Cer-BS(d19:1/26:1)-H,704.6557,686.6451,354.3014,324.2908,277.2537,251.238
Cer-BS(d19:1/26:2)-H,702.64,684.6295,354.3014,324.2908,277.2537,251.238
Cer-BS(d19:1/27:0)-H,720.687,702.6764,354.3014,324.2908,277.2537,251.238
Cer-BS(d19:1/27:1)-H,718.6713,700.6608,354.3014,324.2908,277.2537,251.238
Cer-BS(d19:1/28:0)-H,734.7026,716.6921,354.3014,324.2908,277.2537,251.238
Cer-BS(d19:1/28:1)-H,732.687,714.6764,354.3014,324.2908,277.2537,251.238
Cer-BS(d19:1/28:2)-H,730.6713,712.6608,354.3014,324.2908,277.2537,251.238
Cer-BS(d19:1/29:0)-H,748.7183,730.7077,354.3014,324.2908,277.2537,251.238
Cer-BS(d19:1/29:1)-H,746.7026,728.6921,354.3014,324.2908,277.2537,251.238
Cer-BS(d19:1/30:0)-H,762.7339,744.7234,354.3014,324.2908,277.2537,251.238
Cer-BS(d19:1/30:1)-H,760.7183,742.7077,354.3014,324.2908,277.2537,251.238
Cer-BS(d19:1/30:2)-H,758.7026,740.6921,354.3014,324.2908,277.2537,251.238
Cer-BS(d19:1/31:0)-H,776.7496,758.739,354.3014,324.2908,277.2537,251.238
Cer-BS(d19:1/31:1)-H,774.7339,756.7234,354.3014,324.2908,277.2537,251.238
Cer-BS(d19:1/32:0)-H,790.7653,772.7547,354.3014,324.2908,277.2537,251.238
Cer-BS(d19:1/32:1)-H,788.7496,770.739,354.3014,324.2908,277.2537,251.238
Cer-BS(d19:1/32:2)-H,786.7339,768.7234,354.3014,324.2908,277.2537,251.238
Cer-BS(d19:1/33:0)-H,804.7809,786.7703,354.3014,324.2908,277.2537,251.238
Cer-BS(d19:1/33:1)-H,802.7653,784.7547,354.3014,324.2908,277.2537,251.238
Cer-BS(d19:1/34:0)-H,818.7966,800.7859,354.3014,324.2908,277.2537,251.238
Cer-BS(d19:1/34:1)-H,816.7809,798.7703,354.3014,324.2908,277.2537,251.238
Cer-BS(d19:1/34:2)-H,814.7653,796.7547,354.3014,324.2908,277.2537,251.238
Cer-BS(d19:1/35:0)-H,832.8122,814.8016,354.3014,324.2908,277.2537,251.238
Cer-BS(d19:1/35:1)-H,830.7966,812.7859,354.3014,324.2908,277.2537,251.238
Cer-BS(d19:1/36:0)-H,846.8278,828.8173,354.3014,324.2908,277.2537,251.238
Cer-BS(d19:1/36:1)-H,844.8122,826.8016,354.3014,324.2908,277.2537,251.238
Cer-BS(d19:1/36:2)-H,842.7966,824.7859,354.3014,324.2908,277.2537,251.238
Cer-BS(d19:1/38:0)-H,874.8591,856.8486,354.3014,324.2908,277.2537,251.238
Cer-BS(d19:1/38:1)-H,872.8435,854.8329,354.3014,324.2908,277.2537,251.238
Cer-BS(d19:1/38:2)-H,870.8278,852.8173,354.3014,324.2908,277.2537,251.238
Cer-BS(d19:1/40:0)-H,902.8904,884.8799,354.3014,324.2908,277.2537,251.238
Cer-BS(d19:1/40:1)-H,900.8748,882.8642,354.3014,324.2908,277.2537,251.238
Cer-BS(d19:1/40:2)-H,898.8591,880.8486,354.3014,324.2908,277.2537,251.238
Cer-BS(d19:1/42:0)-H,930.9218,912.9112,354.3014,324.2908,277.2537,251.238
Cer-BS(d19:1/42:1)-H,928.9061,910.8955,354.3014,324.2908,277.2537,251.238
Cer-BS(d19:1/42:2)-H,926.8904,908.8799,354.3014,324.2908,277.2537,251.238
Cer-BS(d19:2/12:0)-H,508.4366,490.426,352.2857,322.2751,275.238,249.2224
Cer-BS(d19:2/12:1)-H,506.4209,488.4104,352.2857,322.2751,275.238,249.2224
Cer-BS(d19:2/13:0)-H,522.4523,504.4417,352.2857,322.2751,275.238,249.2224
Cer-BS(d19:2/13:1)-H,520.4366,502.426,352.2857,322.2751,275.238,249.2224
Cer-BS(d19:2/14:0)-H,536.4679,518.4573,352.2857,322.2751,275.238,249.2224
Cer-BS(d19:2/14:1)-H,534.4523,516.4417,352.2857,322.2751,275.238,249.2224
Cer-BS(d19:2/15:0)-H,550.4835,532.473,352.2857,322.2751,275.238,249.2224
Cer-BS(d19:2/15:1)-H,548.4679,530.4573,352.2857,322.2751,275.238,249.2224
Cer-BS(d19:2/16:0)-H,564.4992,546.4886,352.2857,322.2751,275.238,249.2224
Cer-BS(d19:2/16:1)-H,562.4835,544.473,352.2857,322.2751,275.238,249.2224
Cer-BS(d19:2/16:2)-H,560.4679,542.4573,352.2857,322.2751,275.238,249.2224
Cer-BS(d19:2/17:0)-H,578.5148,560.5043,352.2857,322.2751,275.238,249.2224
Cer-BS(d19:2/18:0)-H,592.5305,574.5199,352.2857,322.2751,275.238,249.2224
Cer-BS(d19:2/18:1)-H,590.5148,572.5043,352.2857,322.2751,275.238,249.2224
Cer-BS(d19:2/18:2)-H,588.4992,570.4886,352.2857,322.2751,275.238,249.2224
Cer-BS(d19:2/19:0)-H,606.5461,588.5356,352.2857,322.2751,275.238,249.2224
Cer-BS(d19:2/19:1)-H,604.5305,586.5199,352.2857,322.2751,275.238,249.2224
Cer-BS(d19:2/20:0)-H,620.5618,602.5512,352.2857,322.2751,275.238,249.2224
Cer-BS(d19:2/20:1)-H,618.5461,600.5356,352.2857,322.2751,275.238,249.2224
Cer-BS(d19:2/20:2)-H,616.5305,598.5199,352.2857,322.2751,275.238,249.2224
Cer-BS(d19:2/21:0)-H,634.5775,616.5669,352.2857,322.2751,275.238,249.2224
Cer-BS(d19:2/21:1)-H,632.5618,614.5512,352.2857,322.2751,275.238,249.2224
Cer-BS(d19:2/22:0)-H,648.5931,630.5825,352.2857,322.2751,275.238,249.2224
Cer-BS(d19:2/22:1)-H,646.5775,628.5669,352.2857,322.2751,275.238,249.2224
Cer-BS(d19:2/22:2)-H,644.5618,626.5512,352.2857,322.2751,275.238,249.2224
Cer-BS(d19:2/23:0)-H,662.6088,644.5981,352.2857,322.2751,275.238,249.2224
Cer-BS(d19:2/23:1)-H,660.5931,642.5825,352.2857,322.2751,275.238,249.2224
Cer-BS(d19:2/24:0)-H,676.6244,658.6138,352.2857,322.2751,275.238,249.2224
Cer-BS(d19:2/24:1)-H,674.6088,656.5981,352.2857,322.2751,275.238,249.2224
Cer-BS(d19:2/24:2)-H,672.5931,654.5825,352.2857,322.2751,275.238,249.2224
Cer-BS(d19:2/25:0)-H,690.64,672.6295,352.2857,322.2751,275.238,249.2224
Cer-BS(d19:2/25:1)-H,688.6244,670.6138,352.2857,322.2751,275.238,249.2224
Cer-BS(d19:2/26:0)-H,704.6557,686.6451,352.2857,322.2751,275.238,249.2224
Cer-BS(d19:2/26:1)-H,702.64,684.6295,352.2857,322.2751,275.238,249.2224
Cer-BS(d19:2/26:2)-H,700.6244,682.6138,352.2857,322.2751,275.238,249.2224
Cer-BS(d19:2/27:0)-H,718.6713,700.6608,352.2857,322.2751,275.238,249.2224
Cer-BS(d19:2/27:1)-H,716.6557,698.6451,352.2857,322.2751,275.238,249.2224
Cer-BS(d19:2/28:0)-H,732.687,714.6764,352.2857,322.2751,275.238,249.2224
Cer-BS(d19:2/28:1)-H,730.6713,712.6608,352.2857,322.2751,275.238,249.2224
Cer-BS(d19:2/28:2)-H,728.6557,710.6451,352.2857,322.2751,275.238,249.2224
Cer-BS(d19:2/29:0)-H,746.7026,728.6921,352.2857,322.2751,275.238,249.2224
Cer-BS(d19:2/29:1)-H,744.687,726.6764,352.2857,322.2751,275.238,249.2224
Cer-BS(d19:2/30:0)-H,760.7183,742.7077,352.2857,322.2751,275.238,249.2224
Cer-BS(d19:2/30:1)-H,758.7026,740.6921,352.2857,322.2751,275.238,249.2224
Cer-BS(d19:2/30:2)-H,756.687,738.6764,352.2857,322.2751,275.238,249.2224
Cer-BS(d19:2/31:0)-H,774.7339,756.7234,352.2857,322.2751,275.238,249.2224
Cer-BS(d19:2/31:1)-H,772.7183,754.7077,352.2857,322.2751,275.238,249.2224
Cer-BS(d19:2/32:0)-H,788.7496,770.739,352.2857,322.2751,275.238,249.2224
Cer-BS(d19:2/32:1)-H,786.7339,768.7234,352.2857,322.2751,275.238,249.2224
Cer-BS(d19:2/32:2)-H,784.7183,766.7077,352.2857,322.2751,275.238,249.2224
Cer-BS(d19:2/33:0)-H,802.7653,784.7547,352.2857,322.2751,275.238,249.2224
Cer-BS(d19:2/33:1)-H,800.7496,782.739,352.2857,322.2751,275.238,249.2224
Cer-BS(d19:2/34:0)-H,816.7809,798.7703,352.2857,322.2751,275.238,249.2224
Cer-BS(d19:2/34:1)-H,814.7653,796.7547,352.2857,322.2751,275.238,249.2224
Cer-BS(d19:2/34:2)-H,812.7496,794.739,352.2857,322.2751,275.238,249.2224
Cer-BS(d19:2/35:0)-H,830.7966,812.7859,352.2857,322.2751,275.238,249.2224
Cer-BS(d19:2/35:1)-H,828.7809,810.7703,352.2857,322.2751,275.238,249.2224
Cer-BS(d19:2/36:0)-H,844.8122,826.8016,352.2857,322.2751,275.238,249.2224
Cer-BS(d19:2/36:1)-H,842.7966,824.7859,352.2857,322.2751,275.238,249.2224
Cer-BS(d19:2/36:2)-H,840.7809,822.7703,352.2857,322.2751,275.238,249.2224
Cer-BS(d19:2/38:0)-H,872.8435,854.8329,352.2857,322.2751,275.238,249.2224
Cer-BS(d19:2/38:1)-H,870.8278,852.8173,352.2857,322.2751,275.238,249.2224
Cer-BS(d19:2/38:2)-H,868.8122,850.8016,352.2857,322.2751,275.238,249.2224
Cer-BS(d19:2/40:0)-H,900.8748,882.8642,352.2857,322.2751,275.238,249.2224
Cer-BS(d19:2/40:1)-H,898.8591,880.8486,352.2857,322.2751,275.238,249.2224
Cer-BS(d19:2/40:2)-H,896.8435,878.8329,352.2857,322.2751,275.238,249.2224
Cer-BS(d19:2/42:0)-H,928.9061,910.8955,352.2857,322.2751,275.238,249.2224
Cer-BS(d19:2/42:1)-H,926.8904,908.8799,352.2857,322.2751,275.238,249.2224
Cer-BS(d19:2/42:2)-H,924.8748,906.8642,352.2857,322.2751,275.238,249.2224
Cer-BS(d19:3/12:0)-H,506.4209,488.4104,350.2701,320.2595,273.2224,247.2067
Cer-BS(d19:3/12:1)-H,504.4053,486.3947,350.2701,320.2595,273.2224,247.2067
Cer-BS(d19:3/13:0)-H,520.4366,502.426,350.2701,320.2595,273.2224,247.2067
Cer-BS(d19:3/13:1)-H,518.421,500.4104,350.2701,320.2595,273.2224,247.2067
Cer-BS(d19:3/14:0)-H,534.4523,516.4417,350.2701,320.2595,273.2224,247.2067
Cer-BS(d19:3/14:1)-H,532.4366,514.426,350.2701,320.2595,273.2224,247.2067
Cer-BS(d19:3/15:0)-H,548.4679,530.4573,350.2701,320.2595,273.2224,247.2067
Cer-BS(d19:3/15:1)-H,546.4523,528.4417,350.2701,320.2595,273.2224,247.2067
Cer-BS(d19:3/16:0)-H,562.4835,544.473,350.2701,320.2595,273.2224,247.2067
Cer-BS(d19:3/16:1)-H,560.4679,542.4573,350.2701,320.2595,273.2224,247.2067
Cer-BS(d19:3/16:2)-H,558.4523,540.4417,350.2701,320.2595,273.2224,247.2067
Cer-BS(d19:3/17:0)-H,576.4992,558.4886,350.2701,320.2595,273.2224,247.2067
Cer-BS(d19:3/18:0)-H,590.5148,572.5043,350.2701,320.2595,273.2224,247.2067
Cer-BS(d19:3/18:1)-H,588.4992,570.4886,350.2701,320.2595,273.2224,247.2067
Cer-BS(d19:3/18:2)-H,586.4835,568.473,350.2701,320.2595,273.2224,247.2067
Cer-BS(d19:3/19:0)-H,604.5305,586.5199,350.2701,320.2595,273.2224,247.2067
Cer-BS(d19:3/19:1)-H,602.5148,584.5043,350.2701,320.2595,273.2224,247.2067
Cer-BS(d19:3/20:0)-H,618.5461,600.5356,350.2701,320.2595,273.2224,247.2067
Cer-BS(d19:3/20:1)-H,616.5305,598.5199,350.2701,320.2595,273.2224,247.2067
Cer-BS(d19:3/20:2)-H,614.5148,596.5043,350.2701,320.2595,273.2224,247.2067
Cer-BS(d19:3/21:0)-H,632.5618,614.5512,350.2701,320.2595,273.2224,247.2067
Cer-BS(d19:3/21:1)-H,630.5461,612.5356,350.2701,320.2595,273.2224,247.2067
Cer-BS(d19:3/22:0)-H,646.5775,628.5669,350.2701,320.2595,273.2224,247.2067
Cer-BS(d19:3/22:1)-H,644.5618,626.5512,350.2701,320.2595,273.2224,247.2067
Cer-BS(d19:3/22:2)-H,642.5461,624.5356,350.2701,320.2595,273.2224,247.2067
Cer-BS(d19:3/23:0)-H,660.5931,642.5825,350.2701,320.2595,273.2224,247.2067
Cer-BS(d19:3/23:1)-H,658.5775,640.5669,350.2701,320.2595,273.2224,247.2067
Cer-BS(d19:3/24:0)-H,674.6088,656.5981,350.2701,320.2595,273.2224,247.2067
Cer-BS(d19:3/24:1)-H,672.5931,654.5825,350.2701,320.2595,273.2224,247.2067
Cer-BS(d19:3/24:2)-H,670.5775,652.5669,350.2701,320.2595,273.2224,247.2067
Cer-BS(d19:3/25:0)-H,688.6244,670.6138,350.2701,320.2595,273.2224,247.2067
Cer-BS(d19:3/25:1)-H,686.6088,668.5981,350.2701,320.2595,273.2224,247.2067
Cer-BS(d19:3/26:0)-H,702.64,684.6295,350.2701,320.2595,273.2224,247.2067
Cer-BS(d19:3/26:1)-H,700.6244,682.6138,350.2701,320.2595,273.2224,247.2067
Cer-BS(d19:3/26:2)-H,698.6088,680.5981,350.2701,320.2595,273.2224,247.2067
Cer-BS(d19:3/27:0)-H,716.6557,698.6451,350.2701,320.2595,273.2224,247.2067
Cer-BS(d19:3/27:1)-H,714.64,696.6295,350.2701,320.2595,273.2224,247.2067
Cer-BS(d19:3/28:0)-H,730.6713,712.6608,350.2701,320.2595,273.2224,247.2067
Cer-BS(d19:3/28:1)-H,728.6557,710.6451,350.2701,320.2595,273.2224,247.2067
Cer-BS(d19:3/28:2)-H,726.64,708.6295,350.2701,320.2595,273.2224,247.2067
Cer-BS(d19:3/29:0)-H,744.687,726.6764,350.2701,320.2595,273.2224,247.2067
Cer-BS(d19:3/29:1)-H,742.6713,724.6608,350.2701,320.2595,273.2224,247.2067
Cer-BS(d19:3/30:0)-H,758.7026,740.6921,350.2701,320.2595,273.2224,247.2067
Cer-BS(d19:3/30:1)-H,756.687,738.6764,350.2701,320.2595,273.2224,247.2067
Cer-BS(d19:3/30:2)-H,754.6713,736.6608,350.2701,320.2595,273.2224,247.2067
Cer-BS(d19:3/31:0)-H,772.7183,754.7077,350.2701,320.2595,273.2224,247.2067
Cer-BS(d19:3/31:1)-H,770.7026,752.6921,350.2701,320.2595,273.2224,247.2067
Cer-BS(d19:3/32:0)-H,786.7339,768.7234,350.2701,320.2595,273.2224,247.2067
Cer-BS(d19:3/32:1)-H,784.7183,766.7077,350.2701,320.2595,273.2224,247.2067
Cer-BS(d19:3/32:2)-H,782.7026,764.6921,350.2701,320.2595,273.2224,247.2067
Cer-BS(d19:3/33:0)-H,800.7496,782.739,350.2701,320.2595,273.2224,247.2067
Cer-BS(d19:3/33:1)-H,798.7339,780.7234,350.2701,320.2595,273.2224,247.2067
Cer-BS(d19:3/34:0)-H,814.7653,796.7547,350.2701,320.2595,273.2224,247.2067
Cer-BS(d19:3/34:1)-H,812.7496,794.739,350.2701,320.2595,273.2224,247.2067
Cer-BS(d19:3/34:2)-H,810.7339,792.7234,350.2701,320.2595,273.2224,247.2067
Cer-BS(d19:3/35:0)-H,828.7809,810.7703,350.2701,320.2595,273.2224,247.2067
Cer-BS(d19:3/35:1)-H,826.7653,808.7547,350.2701,320.2595,273.2224,247.2067
Cer-BS(d19:3/36:0)-H,842.7966,824.7859,350.2701,320.2595,273.2224,247.2067
Cer-BS(d19:3/36:1)-H,840.7809,822.7703,350.2701,320.2595,273.2224,247.2067
Cer-BS(d19:3/36:2)-H,838.7653,820.7547,350.2701,320.2595,273.2224,247.2067
Cer-BS(d19:3/38:0)-H,870.8278,852.8173,350.2701,320.2595,273.2224,247.2067
Cer-BS(d19:3/38:1)-H,868.8122,850.8016,350.2701,320.2595,273.2224,247.2067
Cer-BS(d19:3/38:2)-H,866.7966,848.7859,350.2701,320.2595,273.2224,247.2067
Cer-BS(d19:3/40:0)-H,898.8591,880.8486,350.2701,320.2595,273.2224,247.2067
Cer-BS(d19:3/40:1)-H,896.8435,878.8329,350.2701,320.2595,273.2224,247.2067
Cer-BS(d19:3/40:2)-H,894.8278,876.8173,350.2701,320.2595,273.2224,247.2067
Cer-BS(d19:3/42:0)-H,926.8904,908.8799,350.2701,320.2595,273.2224,247.2067
Cer-BS(d19:3/42:1)-H,924.8748,906.8642,350.2701,320.2595,273.2224,247.2067
Cer-BS(d19:3/42:2)-H,922.8591,904.8486,350.2701,320.2595,273.2224,247.2067
Cer-BS(d20:1/12:0)-H,524.4679,506.4573,368.317,338.3065,291.2693,265.2537
Cer-BS(d20:1/12:1)-H,522.4523,504.4417,368.317,338.3065,291.2693,265.2537
Cer-BS(d20:1/13:0)-H,538.4835,520.473,368.317,338.3065,291.2693,265.2537
Cer-BS(d20:1/13:1)-H,536.4679,518.4573,368.317,338.3065,291.2693,265.2537
Cer-BS(d20:1/14:0)-H,552.4992,534.4886,368.317,338.3065,291.2693,265.2537
Cer-BS(d20:1/14:1)-H,550.4835,532.473,368.317,338.3065,291.2693,265.2537
Cer-BS(d20:1/15:0)-H,566.5148,548.5043,368.317,338.3065,291.2693,265.2537
Cer-BS(d20:1/15:1)-H,564.4992,546.4886,368.317,338.3065,291.2693,265.2537
Cer-BS(d20:1/16:0)-H,580.5305,562.5199,368.317,338.3065,291.2693,265.2537
Cer-BS(d20:1/16:1)-H,578.5148,560.5043,368.317,338.3065,291.2693,265.2537
Cer-BS(d20:1/16:2)-H,576.4992,558.4886,368.317,338.3065,291.2693,265.2537
Cer-BS(d20:1/17:0)-H,594.5461,576.5356,368.317,338.3065,291.2693,265.2537
Cer-BS(d20:1/18:0)-H,608.5618,590.5512,368.317,338.3065,291.2693,265.2537
Cer-BS(d20:1/18:1)-H,606.5461,588.5356,368.317,338.3065,291.2693,265.2537
Cer-BS(d20:1/18:2)-H,604.5305,586.5199,368.317,338.3065,291.2693,265.2537
Cer-BS(d20:1/19:0)-H,622.5775,604.5669,368.317,338.3065,291.2693,265.2537
Cer-BS(d20:1/19:1)-H,620.5618,602.5512,368.317,338.3065,291.2693,265.2537
Cer-BS(d20:1/20:0)-H,636.5931,618.5825,368.317,338.3065,291.2693,265.2537
Cer-BS(d20:1/20:1)-H,634.5775,616.5669,368.317,338.3065,291.2693,265.2537
Cer-BS(d20:1/20:2)-H,632.5618,614.5512,368.317,338.3065,291.2693,265.2537
Cer-BS(d20:1/21:0)-H,650.6088,632.5981,368.317,338.3065,291.2693,265.2537
Cer-BS(d20:1/21:1)-H,648.5931,630.5825,368.317,338.3065,291.2693,265.2537
Cer-BS(d20:1/22:0)-H,664.6244,646.6138,368.317,338.3065,291.2693,265.2537
Cer-BS(d20:1/22:1)-H,662.6088,644.5981,368.317,338.3065,291.2693,265.2537
Cer-BS(d20:1/22:2)-H,660.5931,642.5825,368.317,338.3065,291.2693,265.2537
Cer-BS(d20:1/23:0)-H,678.64,660.6295,368.317,338.3065,291.2693,265.2537
Cer-BS(d20:1/23:1)-H,676.6244,658.6138,368.317,338.3065,291.2693,265.2537
Cer-BS(d20:1/24:0)-H,692.6557,674.6451,368.317,338.3065,291.2693,265.2537
Cer-BS(d20:1/24:1)-H,690.64,672.6295,368.317,338.3065,291.2693,265.2537
Cer-BS(d20:1/24:2)-H,688.6244,670.6138,368.317,338.3065,291.2693,265.2537
Cer-BS(d20:1/25:0)-H,706.6713,688.6608,368.317,338.3065,291.2693,265.2537
Cer-BS(d20:1/25:1)-H,704.6557,686.6451,368.317,338.3065,291.2693,265.2537
Cer-BS(d20:1/26:0)-H,720.687,702.6764,368.317,338.3065,291.2693,265.2537
Cer-BS(d20:1/26:1)-H,718.6713,700.6608,368.317,338.3065,291.2693,265.2537
