GlcADG,[M-H]-,M-sn1,M-sn2,[M-H-sn1+H20]-,[M-H-sn2+H20]-,[M-H-sn1-H20]-,[M-H-sn2-H20]-,SN1,SN2
GlcADG(16:1_18:1)-H,767.5309433,513.3065033,485.2752233,531.3170675,503.2857875,495.2959391,467.2646591,253.21662,281.2479
GlcADG(16:1_18:2)-H,765.5152932,511.2908532,485.2752132,529.3014174,503.2857774,493.280289,467.264649,253.21662,279.23226
GlcADG(16:1_18:3)-H,763.4996431,509.2752031,485.2752031,527.2857673,503.2857673,491.2646389,467.2646389,253.21662,277.21662
GlcADG(16:1_18:4)-H,761.4839931,507.2595531,485.2751931,525.2701173,503.2857573,489.2489889,467.2646289,253.21662,275.20098
GlcADG(16:1_19:0)-H,783.5622434,529.3378034,485.2752434,547.3483676,503.2858076,511.3272392,467.2646792,253.21662,297.27918
GlcADG(16:1_2:0)-H,545.2961923,291.0717523,485.2750723,309.0823165,503.2856365,273.0611881,467.2645081,253.21662,59.0133
GlcADG(16:1_20:0)-H,797.5778935,543.3534535,485.2752535,561.3640177,503.2858177,525.3428893,467.2646893,253.21662,311.29482
GlcADG(16:1_20:1)-H,795.5622434,541.3378034,485.2752434,559.3483676,503.2858076,523.3272392,467.2646792,253.21662,309.27918
GlcADG(16:1_20:2)-H,793.5465933,539.3221533,485.2752333,557.3327175,503.2857975,521.3115891,467.2646691,253.21662,307.26354
GlcADG(16:1_20:3)-H,791.5309433,537.3065033,485.2752233,555.3170675,503.2857875,519.2959391,467.2646591,253.21662,305.2479
GlcADG(16:1_20:4)-H,789.5152932,535.2908532,485.2752132,553.3014174,503.2857774,517.280289,467.264649,253.21662,303.23226
GlcADG(16:1_20:5)-H,787.4996431,533.2752031,485.2752031,551.2857673,503.2857673,515.2646389,467.2646389,253.21662,301.21662
GlcADG(16:1_21:0)-H,811.5935435,557.3691035,485.2752635,575.3796677,503.2858277,539.3585393,467.2646993,253.21662,325.31046
GlcADG(16:1_22:0)-H,825.6091936,571.3847536,485.2752736,589.3953178,503.2858378,553.3741894,467.2647094,253.21662,339.3261
GlcADG(16:1_22:1)-H,823.5935435,569.3691035,485.2752635,587.3796677,503.2858277,551.3585393,467.2646993,253.21662,337.31046
GlcADG(16:1_22:2)-H,821.5778935,567.3534535,485.2752535,585.3640177,503.2858177,549.3428893,467.2646893,253.21662,335.29482
GlcADG(16:1_22:4)-H,817.5465933,563.3221533,485.2752333,581.3327175,503.2857975,545.3115891,467.2646691,253.21662,331.26354
GlcADG(16:1_22:5)-H,815.5309433,561.3065033,485.2752233,579.3170675,503.2857875,543.2959391,467.2646591,253.21662,329.2479
GlcADG(16:1_22:6)-H,813.5152932,559.2908532,485.2752132,577.3014174,503.2857774,541.280289,467.264649,253.21662,327.23226
GlcADG(16:1_23:0)-H,839.6248437,585.4004037,485.2752837,603.4109679,503.2858479,567.3898395,467.2647195,253.21662,353.34174
GlcADG(16:1_24:0)-H,853.6404937,599.4160537,485.2752937,617.4266179,503.2858579,581.4054895,467.2647295,253.21662,367.35738
GlcADG(16:1_24:1)-H,851.6248437,597.4004037,485.2752837,615.4109679,503.2858479,579.3898395,467.2647195,253.21662,365.34174
GlcADG(16:1_24:4)-H,845.5778935,591.3534535,485.2752535,609.3640177,503.2858177,573.3428893,467.2646893,253.21662,359.29482
GlcADG(16:1_25:0)-H,867.6561438,613.4317038,485.2753038,631.442268,503.285868,595.4211396,467.2647396,253.21662,381.37302
GlcADG(16:1_26:0)-H,881.6717939,627.4473539,485.2753139,645.4579181,503.2858781,609.4367897,467.2647497,253.21662,395.38866
GlcADG(16:1_26:1)-H,879.6561438,625.4317038,485.2753038,643.442268,503.285868,607.4211396,467.2647396,253.21662,393.37302
GlcADG(16:1_26:2)-H,877.6404937,623.4160537,485.2752937,641.4266179,503.2858579,605.4054895,467.2647295,253.21662,391.35738
GlcADG(16:1_3:0)-H,559.3118424,305.0874024,485.2750824,323.0979666,503.2856466,287.0768382,467.2645182,253.21662,73.02894
GlcADG(16:1_4:0)-H,573.3274924,319.1030524,485.2750924,337.1136166,503.2856566,301.0924882,467.2645282,253.21662,87.04458
GlcADG(16:1_5:0)-H,587.3431425,333.1187025,485.2751025,351.1292667,503.2856667,315.1081383,467.2645383,253.21662,101.06022
GlcADG(16:1_6:0)-H,601.3587926,347.1343526,485.2751126,365.1449168,503.2856768,329.1237884,467.2645484,253.21662,115.07586
GlcADG(16:1_7:0)-H,615.3744426,361.1500026,485.2751226,379.1605668,503.2856868,343.1394384,467.2645584,253.21662,129.0915
GlcADG(16:1_8:0)-H,629.3900927,375.1656527,485.2751327,393.1762169,503.2856969,357.1550885,467.2645685,253.21662,143.10714
GlcADG(16:1_9:0)-H,643.4057428,389.1813028,485.2751428,407.191867,503.285707,371.1707386,467.2645786,253.21662,157.12278
GlcADG(17:0_17:0)-H,771.5622434,501.3065234,501.3065234,519.3170876,519.3170876,483.2959592,483.2959592,269.2479,269.2479
GlcADG(17:0_17:1)-H,769.5465933,499.2908733,501.3065133,517.3014375,519.3170775,481.2803091,483.2959491,269.2479,267.23226
GlcADG(17:0_17:2)-H,767.5309433,497.2752233,501.3065033,515.2857875,519.3170675,479.2646591,483.2959391,269.2479,265.21662
GlcADG(17:0_18:0)-H,785.5778935,515.3221735,501.3065335,533.3327377,519.3170977,497.3116093,483.2959693,269.2479,283.26354
GlcADG(17:0_18:1)-H,783.5622434,513.3065234,501.3065234,531.3170876,519.3170876,495.2959592,483.2959592,269.2479,281.2479
GlcADG(17:0_18:2)-H,781.5465933,511.2908733,501.3065133,529.3014375,519.3170775,493.2803091,483.2959491,269.2479,279.23226
GlcADG(17:0_18:3)-H,779.5309433,509.2752233,501.3065033,527.2857875,519.3170675,491.2646591,483.2959391,269.2479,277.21662
GlcADG(17:0_18:4)-H,777.5152932,507.2595732,501.3064932,525.2701374,519.3170574,489.249009,483.295929,269.2479,275.20098
GlcADG(17:0_19:0)-H,799.5935435,529.3378235,501.3065435,547.3483877,519.3171077,511.3272593,483.2959793,269.2479,297.27918
GlcADG(17:0_2:0)-H,561.3274924,291.0717724,501.3063724,309.0823366,519.3169366,273.0612082,483.2958082,269.2479,59.0133
GlcADG(17:0_20:0)-H,813.6091936,543.3534736,501.3065536,561.3640378,519.3171178,525.3429094,483.2959894,269.2479,311.29482
GlcADG(17:0_20:1)-H,811.5935435,541.3378235,501.3065435,559.3483877,519.3171077,523.3272593,483.2959793,269.2479,309.27918
GlcADG(17:0_20:2)-H,809.5778935,539.3221735,501.3065335,557.3327377,519.3170977,521.3116093,483.2959693,269.2479,307.26354
GlcADG(17:0_20:3)-H,807.5622434,537.3065234,501.3065234,555.3170876,519.3170876,519.2959592,483.2959592,269.2479,305.2479
GlcADG(17:0_20:4)-H,805.5465933,535.2908733,501.3065133,553.3014375,519.3170775,517.2803091,483.2959491,269.2479,303.23226
GlcADG(17:0_20:5)-H,803.5309433,533.2752233,501.3065033,551.2857875,519.3170675,515.2646591,483.2959391,269.2479,301.21662
GlcADG(17:0_21:0)-H,827.6248437,557.3691237,501.3065637,575.3796879,519.3171279,539.3585595,483.2959995,269.2479,325.31046
GlcADG(17:0_22:0)-H,841.6404937,571.3847737,501.3065737,589.3953379,519.3171379,553.3742095,483.2960095,269.2479,339.3261
GlcADG(17:0_22:1)-H,839.6248437,569.3691237,501.3065637,587.3796879,519.3171279,551.3585595,483.2959995,269.2479,337.31046
GlcADG(17:0_22:2)-H,837.6091936,567.3534736,501.3065536,585.3640378,519.3171178,549.3429094,483.2959894,269.2479,335.29482
GlcADG(17:0_22:4)-H,833.5778935,563.3221735,501.3065335,581.3327377,519.3170977,545.3116093,483.2959693,269.2479,331.26354
GlcADG(17:0_22:5)-H,831.5622434,561.3065234,501.3065234,579.3170876,519.3170876,543.2959592,483.2959592,269.2479,329.2479
GlcADG(17:0_22:6)-H,829.5465933,559.2908733,501.3065133,577.3014375,519.3170775,541.2803091,483.2959491,269.2479,327.23226
GlcADG(17:0_23:0)-H,855.6561438,585.4004238,501.3065838,603.410988,519.317148,567.3898596,483.2960196,269.2479,353.34174
GlcADG(17:0_24:0)-H,869.6717939,599.4160739,501.3065939,617.4266381,519.3171581,581.4055097,483.2960297,269.2479,367.35738
GlcADG(17:0_24:1)-H,867.6561438,597.4004238,501.3065838,615.410988,519.317148,579.3898596,483.2960196,269.2479,365.34174
GlcADG(17:0_24:4)-H,861.6091936,591.3534736,501.3065536,609.3640378,519.3171178,573.3429094,483.2959894,269.2479,359.29482
GlcADG(17:0_25:0)-H,883.6874439,613.4317239,501.3066039,631.4422881,519.3171681,595.4211597,483.2960397,269.2479,381.37302
GlcADG(17:0_26:0)-H,897.703094,627.447374,501.306614,645.4579382,519.3171782,609.4368098,483.2960498,269.2479,395.38866
GlcADG(17:0_26:1)-H,895.6874439,625.4317239,501.3066039,643.4422881,519.3171681,607.4211597,483.2960397,269.2479,393.37302
GlcADG(17:0_26:2)-H,893.6717939,623.4160739,501.3065939,641.4266381,519.3171581,605.4055097,483.2960297,269.2479,391.35738
GlcADG(17:0_3:0)-H,575.3431425,305.0874225,501.3063825,323.0979867,519.3169467,287.0768583,483.2958183,269.2479,73.02894
GlcADG(17:0_4:0)-H,589.3587926,319.1030726,501.3063926,337.1136368,519.3169568,301.0925084,483.2958284,269.2479,87.04458
GlcADG(17:0_5:0)-H,603.3744426,333.1187226,501.3064026,351.1292868,519.3169668,315.1081584,483.2958384,269.2479,101.06022
GlcADG(17:0_6:0)-H,617.3900927,347.1343727,501.3064127,365.1449369,519.3169769,329.1238085,483.2958485,269.2479,115.07586
GlcADG(17:0_7:0)-H,631.4057428,361.1500228,501.3064228,379.160587,519.316987,343.1394586,483.2958586,269.2479,129.0915
GlcADG(17:0_8:0)-H,645.4213928,375.1656728,501.3064328,393.176237,519.316997,357.1551086,483.2958686,269.2479,143.10714
GlcADG(17:0_9:0)-H,659.4370429,389.1813229,501.3064429,407.1918871,519.3170071,371.1707587,483.2958787,269.2479,157.12278
GlcADG(17:1_17:1)-H,767.5309433,499.2908633,499.2908633,517.3014275,517.3014275,481.2802991,481.2802991,267.23226,267.23226
GlcADG(17:1_17:2)-H,765.5152932,497.2752132,499.2908532,515.2857774,517.3014174,479.264649,481.280289,267.23226,265.21662
GlcADG(17:1_18:0)-H,783.5622434,515.3221634,499.2908834,533.3327276,517.3014476,497.3115992,481.2803192,267.23226,283.26354
GlcADG(17:1_18:1)-H,781.5465933,513.3065133,499.2908733,531.3170775,517.3014375,495.2959491,481.2803091,267.23226,281.2479
GlcADG(17:1_18:2)-H,779.5309433,511.2908633,499.2908633,529.3014275,517.3014275,493.2802991,481.2802991,267.23226,279.23226
GlcADG(17:1_18:3)-H,777.5152932,509.2752132,499.2908532,527.2857774,517.3014174,491.264649,481.280289,267.23226,277.21662
GlcADG(17:1_18:4)-H,775.4996431,507.2595631,499.2908431,525.2701273,517.3014073,489.2489989,481.2802789,267.23226,275.20098
GlcADG(17:1_19:0)-H,797.5778935,529.3378135,499.2908935,547.3483777,517.3014577,511.3272493,481.2803293,267.23226,297.27918
GlcADG(17:1_2:0)-H,559.3118424,291.0717624,499.2907224,309.0823266,517.3012866,273.0611982,481.2801582,267.23226,59.0133
GlcADG(17:1_20:0)-H,811.5935435,543.3534635,499.2909035,561.3640277,517.3014677,525.3428993,481.2803393,267.23226,311.29482
GlcADG(17:1_20:1)-H,809.5778935,541.3378135,499.2908935,559.3483777,517.3014577,523.3272493,481.2803293,267.23226,309.27918
GlcADG(17:1_20:2)-H,807.5622434,539.3221634,499.2908834,557.3327276,517.3014476,521.3115992,481.2803192,267.23226,307.26354
GlcADG(17:1_20:3)-H,805.5465933,537.3065133,499.2908733,555.3170775,517.3014375,519.2959491,481.2803091,267.23226,305.2479
GlcADG(17:1_20:4)-H,803.5309433,535.2908633,499.2908633,553.3014275,517.3014275,517.2802991,481.2802991,267.23226,303.23226
GlcADG(17:1_20:5)-H,801.5152932,533.2752132,499.2908532,551.2857774,517.3014174,515.264649,481.280289,267.23226,301.21662
GlcADG(17:1_21:0)-H,825.6091936,557.3691136,499.2909136,575.3796778,517.3014778,539.3585494,481.2803494,267.23226,325.31046
GlcADG(17:1_22:0)-H,839.6248437,571.3847637,499.2909237,589.3953279,517.3014879,553.3741995,481.2803595,267.23226,339.3261
GlcADG(17:1_22:1)-H,837.6091936,569.3691136,499.2909136,587.3796778,517.3014778,551.3585494,481.2803494,267.23226,337.31046
GlcADG(17:1_22:2)-H,835.5935435,567.3534635,499.2909035,585.3640277,517.3014677,549.3428993,481.2803393,267.23226,335.29482
GlcADG(17:1_22:4)-H,831.5622434,563.3221634,499.2908834,581.3327276,517.3014476,545.3115992,481.2803192,267.23226,331.26354
GlcADG(17:1_22:5)-H,829.5465933,561.3065133,499.2908733,579.3170775,517.3014375,543.2959491,481.2803091,267.23226,329.2479
GlcADG(17:1_22:6)-H,827.5309433,559.2908633,499.2908633,577.3014275,517.3014275,541.2802991,481.2802991,267.23226,327.23226
GlcADG(17:1_23:0)-H,853.6404937,585.4004137,499.2909337,603.4109779,517.3014979,567.3898495,481.2803695,267.23226,353.34174
GlcADG(17:1_24:0)-H,867.6561438,599.4160638,499.2909438,617.426628,517.301508,581.4054996,481.2803796,267.23226,367.35738
GlcADG(17:1_24:1)-H,865.6404937,597.4004137,499.2909337,615.4109779,517.3014979,579.3898495,481.2803695,267.23226,365.34174
GlcADG(17:1_24:4)-H,859.5935435,591.3534635,499.2909035,609.3640277,517.3014677,573.3428993,481.2803393,267.23226,359.29482
GlcADG(17:1_25:0)-H,881.6717939,613.4317139,499.2909539,631.4422781,517.3015181,595.4211497,481.2803897,267.23226,381.37302
GlcADG(17:1_26:0)-H,895.6874439,627.4473639,499.2909639,645.4579281,517.3015281,609.4367997,481.2803997,267.23226,395.38866
GlcADG(17:1_26:1)-H,893.6717939,625.4317139,499.2909539,643.4422781,517.3015181,607.4211497,481.2803897,267.23226,393.37302
GlcADG(17:1_26:2)-H,891.6561438,623.4160638,499.2909438,641.426628,517.301508,605.4054996,481.2803796,267.23226,391.35738
GlcADG(17:1_3:0)-H,573.3274924,305.0874124,499.2907324,323.0979766,517.3012966,287.0768482,481.2801682,267.23226,73.02894
GlcADG(17:1_4:0)-H,587.3431425,319.1030625,499.2907425,337.1136267,517.3013067,301.0924983,481.2801783,267.23226,87.04458
GlcADG(17:1_5:0)-H,601.3587926,333.1187126,499.2907526,351.1292768,517.3013168,315.1081484,481.2801884,267.23226,101.06022
GlcADG(17:1_6:0)-H,615.3744426,347.1343626,499.2907626,365.1449268,517.3013268,329.1237984,481.2801984,267.23226,115.07586
GlcADG(17:1_7:0)-H,629.3900927,361.1500127,499.2907727,379.1605769,517.3013369,343.1394485,481.2802085,267.23226,129.0915
GlcADG(17:1_8:0)-H,643.4057428,375.1656628,499.2907828,393.176227,517.301347,357.1550986,481.2802186,267.23226,143.10714
GlcADG(17:1_9:0)-H,657.4213928,389.1813128,499.2907928,407.191877,517.301357,371.1707486,481.2802286,267.23226,157.12278
GlcADG(17:2_17:2)-H,763.4996431,497.2752031,497.2752031,515.2857673,515.2857673,479.2646389,479.2646389,265.21662,265.21662
GlcADG(17:2_18:0)-H,781.5465933,515.3221533,497.2752333,533.3327175,515.2857975,497.3115891,479.2646691,265.21662,283.26354
GlcADG(17:2_18:1)-H,779.5309433,513.3065033,497.2752233,531.3170675,515.2857875,495.2959391,479.2646591,265.21662,281.2479
GlcADG(17:2_18:2)-H,777.5152932,511.2908532,497.2752132,529.3014174,515.2857774,493.280289,479.264649,265.21662,279.23226
GlcADG(17:2_18:3)-H,775.4996431,509.2752031,497.2752031,527.2857673,515.2857673,491.2646389,479.2646389,265.21662,277.21662
GlcADG(17:2_18:4)-H,773.4839931,507.2595531,497.2751931,525.2701173,515.2857573,489.2489889,479.2646289,265.21662,275.20098
GlcADG(17:2_19:0)-H,795.5622434,529.3378034,497.2752434,547.3483676,515.2858076,511.3272392,479.2646792,265.21662,297.27918
GlcADG(17:2_2:0)-H,557.2961923,291.0717523,497.2750723,309.0823165,515.2856365,273.0611881,479.2645081,265.21662,59.0133
GlcADG(17:2_20:0)-H,809.5778935,543.3534535,497.2752535,561.3640177,515.2858177,525.3428893,479.2646893,265.21662,311.29482
GlcADG(17:2_20:1)-H,807.5622434,541.3378034,497.2752434,559.3483676,515.2858076,523.3272392,479.2646792,265.21662,309.27918
GlcADG(17:2_20:2)-H,805.5465933,539.3221533,497.2752333,557.3327175,515.2857975,521.3115891,479.2646691,265.21662,307.26354
GlcADG(17:2_20:3)-H,803.5309433,537.3065033,497.2752233,555.3170675,515.2857875,519.2959391,479.2646591,265.21662,305.2479
GlcADG(17:2_20:4)-H,801.5152932,535.2908532,497.2752132,553.3014174,515.2857774,517.280289,479.264649,265.21662,303.23226
GlcADG(17:2_20:5)-H,799.4996431,533.2752031,497.2752031,551.2857673,515.2857673,515.2646389,479.2646389,265.21662,301.21662
GlcADG(17:2_21:0)-H,823.5935435,557.3691035,497.2752635,575.3796677,515.2858277,539.3585393,479.2646993,265.21662,325.31046
GlcADG(17:2_22:0)-H,837.6091936,571.3847536,497.2752736,589.3953178,515.2858378,553.3741894,479.2647094,265.21662,339.3261
GlcADG(17:2_22:1)-H,835.5935435,569.3691035,497.2752635,587.3796677,515.2858277,551.3585393,479.2646993,265.21662,337.31046
GlcADG(17:2_22:2)-H,833.5778935,567.3534535,497.2752535,585.3640177,515.2858177,549.3428893,479.2646893,265.21662,335.29482
GlcADG(17:2_22:4)-H,829.5465933,563.3221533,497.2752333,581.3327175,515.2857975,545.3115891,479.2646691,265.21662,331.26354
GlcADG(17:2_22:5)-H,827.5309433,561.3065033,497.2752233,579.3170675,515.2857875,543.2959391,479.2646591,265.21662,329.2479
GlcADG(17:2_22:6)-H,825.5152932,559.2908532,497.2752132,577.3014174,515.2857774,541.280289,479.264649,265.21662,327.23226
GlcADG(17:2_23:0)-H,851.6248437,585.4004037,497.2752837,603.4109679,515.2858479,567.3898395,479.2647195,265.21662,353.34174
GlcADG(17:2_24:0)-H,865.6404937,599.4160537,497.2752937,617.4266179,515.2858579,581.4054895,479.2647295,265.21662,367.35738
GlcADG(17:2_24:1)-H,863.6248437,597.4004037,497.2752837,615.4109679,515.2858479,579.3898395,479.2647195,265.21662,365.34174
GlcADG(17:2_24:4)-H,857.5778935,591.3534535,497.2752535,609.3640177,515.2858177,573.3428893,479.2646893,265.21662,359.29482
GlcADG(17:2_25:0)-H,879.6561438,613.4317038,497.2753038,631.442268,515.285868,595.4211396,479.2647396,265.21662,381.37302
GlcADG(17:2_26:0)-H,893.6717939,627.4473539,497.2753139,645.4579181,515.2858781,609.4367897,479.2647497,265.21662,395.38866
GlcADG(17:2_26:1)-H,891.6561438,625.4317038,497.2753038,643.442268,515.285868,607.4211396,479.2647396,265.21662,393.37302
GlcADG(17:2_26:2)-H,889.6404937,623.4160537,497.2752937,641.4266179,515.2858579,605.4054895,479.2647295,265.21662,391.35738
GlcADG(17:2_3:0)-H,571.3118424,305.0874024,497.2750824,323.0979666,515.2856466,287.0768382,479.2645182,265.21662,73.02894
GlcADG(17:2_4:0)-H,585.3274924,319.1030524,497.2750924,337.1136166,515.2856566,301.0924882,479.2645282,265.21662,87.04458
GlcADG(17:2_5:0)-H,599.3431425,333.1187025,497.2751025,351.1292667,515.2856667,315.1081383,479.2645383,265.21662,101.06022
GlcADG(17:2_6:0)-H,613.3587926,347.1343526,497.2751126,365.1449168,515.2856768,329.1237884,479.2645484,265.21662,115.07586
GlcADG(17:2_7:0)-H,627.3744426,361.1500026,497.2751226,379.1605668,515.2856868,343.1394384,479.2645584,265.21662,129.0915
GlcADG(17:2_8:0)-H,641.3900927,375.1656527,497.2751327,393.1762169,515.2856969,357.1550885,479.2645685,265.21662,143.10714
GlcADG(17:2_9:0)-H,655.4057428,389.1813028,497.2751428,407.191867,515.285707,371.1707386,479.2645786,265.21662,157.12278
GlcADG(18:0_18:0)-H,799.5935435,515.3221835,515.3221835,533.3327477,533.3327477,497.3116193,497.3116193,283.26354,283.26354
GlcADG(18:0_18:1)-H,797.5778935,513.3065335,515.3221735,531.3170977,533.3327377,495.2959693,497.3116093,283.26354,281.2479
GlcADG(18:0_18:2)-H,795.5622434,511.2908834,515.3221634,529.3014476,533.3327276,493.2803192,497.3115992,283.26354,279.23226
GlcADG(18:0_18:3)-H,793.5465933,509.2752333,515.3221533,527.2857975,533.3327175,491.2646691,497.3115891,283.26354,277.21662
GlcADG(18:0_18:4)-H,791.5309433,507.2595833,515.3221433,525.2701475,533.3327075,489.2490191,497.3115791,283.26354,275.20098
GlcADG(18:0_19:0)-H,813.6091936,529.3378336,515.3221936,547.3483978,533.3327578,511.3272694,497.3116294,283.26354,297.27918
GlcADG(18:0_2:0)-H,575.3431425,291.0717825,515.3220225,309.0823467,533.3325867,273.0612183,497.3114583,283.26354,59.0133
GlcADG(18:0_20:0)-H,827.6248437,543.3534837,515.3222037,561.3640479,533.3327679,525.3429195,497.3116395,283.26354,311.29482
GlcADG(18:0_20:1)-H,825.6091936,541.3378336,515.3221936,559.3483978,533.3327578,523.3272694,497.3116294,283.26354,309.27918
GlcADG(18:0_20:2)-H,823.5935435,539.3221835,515.3221835,557.3327477,533.3327477,521.3116193,497.3116193,283.26354,307.26354
GlcADG(18:0_20:3)-H,821.5778935,537.3065335,515.3221735,555.3170977,533.3327377,519.2959693,497.3116093,283.26354,305.2479
GlcADG(18:0_20:4)-H,819.5622434,535.2908834,515.3221634,553.3014476,533.3327276,517.2803192,497.3115992,283.26354,303.23226
GlcADG(18:0_20:5)-H,817.5465933,533.2752333,515.3221533,551.2857975,533.3327175,515.2646691,497.3115891,283.26354,301.21662
GlcADG(18:0_21:0)-H,841.6404937,557.3691337,515.3222137,575.3796979,533.3327779,539.3585695,497.3116495,283.26354,325.31046
GlcADG(18:0_22:0)-H,855.6561438,571.3847838,515.3222238,589.395348,533.332788,553.3742196,497.3116596,283.26354,339.3261
GlcADG(18:0_22:1)-H,853.6404937,569.3691337,515.3222137,587.3796979,533.3327779,551.3585695,497.3116495,283.26354,337.31046
GlcADG(18:0_22:2)-H,851.6248437,567.3534837,515.3222037,585.3640479,533.3327679,549.3429195,497.3116395,283.26354,335.29482
GlcADG(18:0_22:4)-H,847.5935435,563.3221835,515.3221835,581.3327477,533.3327477,545.3116193,497.3116193,283.26354,331.26354
GlcADG(18:0_22:5)-H,845.5778935,561.3065335,515.3221735,579.3170977,533.3327377,543.2959693,497.3116093,283.26354,329.2479
GlcADG(18:0_22:6)-H,843.5622434,559.2908834,515.3221634,577.3014476,533.3327276,541.2803192,497.3115992,283.26354,327.23226
GlcADG(18:0_23:0)-H,869.6717939,585.4004339,515.3222339,603.4109981,533.3327981,567.3898697,497.3116697,283.26354,353.34174
GlcADG(18:0_24:0)-H,883.6874439,599.4160839,515.3222439,617.4266481,533.3328081,581.4055197,497.3116797,283.26354,367.35738
GlcADG(18:0_24:1)-H,881.6717939,597.4004339,515.3222339,615.4109981,533.3327981,579.3898697,497.3116697,283.26354,365.34174
GlcADG(18:0_24:4)-H,875.6248437,591.3534837,515.3222037,609.3640479,533.3327679,573.3429195,497.3116395,283.26354,359.29482
GlcADG(18:0_25:0)-H,897.703094,613.431734,515.322254,631.4422982,533.3328182,595.4211698,497.3116898,283.26354,381.37302
GlcADG(18:0_26:0)-H,911.718744,627.447384,515.322264,645.4579482,533.3328282,609.4368198,497.3116998,283.26354,395.38866
GlcADG(18:0_26:1)-H,909.703094,625.431734,515.322254,643.4422982,533.3328182,607.4211698,497.3116898,283.26354,393.37302
GlcADG(18:0_26:2)-H,907.6874439,623.4160839,515.3222439,641.4266481,533.3328081,605.4055197,497.3116797,283.26354,391.35738
GlcADG(18:0_3:0)-H,589.3587926,305.0874326,515.3220326,323.0979968,533.3325968,287.0768684,497.3114684,283.26354,73.02894
GlcADG(18:0_4:0)-H,603.3744426,319.1030826,515.3220426,337.1136468,533.3326068,301.0925184,497.3114784,283.26354,87.04458
GlcADG(18:0_5:0)-H,617.3900927,333.1187327,515.3220527,351.1292969,533.3326169,315.1081685,497.3114885,283.26354,101.06022
GlcADG(18:0_6:0)-H,631.4057428,347.1343828,515.3220628,365.144947,533.332627,329.1238186,497.3114986,283.26354,115.07586
GlcADG(18:0_7:0)-H,645.4213928,361.1500328,515.3220728,379.160597,533.332637,343.1394686,497.3115086,283.26354,129.0915
GlcADG(18:0_8:0)-H,659.4370429,375.1656829,515.3220829,393.1762471,533.3326471,357.1551187,497.3115187,283.26354,143.10714
GlcADG(18:0_9:0)-H,673.452693,389.181333,515.322093,407.1918972,533.3326572,371.1707688,497.3115288,283.26354,157.12278
GlcADG(18:1_18:1)-H,795.5622434,513.3065234,513.3065234,531.3170876,531.3170876,495.2959592,495.2959592,281.2479,281.2479
GlcADG(18:1_18:2)-H,793.5465933,511.2908733,513.3065133,529.3014375,531.3170775,493.2803091,495.2959491,281.2479,279.23226
GlcADG(18:1_18:3)-H,791.5309433,509.2752233,513.3065033,527.2857875,531.3170675,491.2646591,495.2959391,281.2479,277.21662
GlcADG(18:1_18:4)-H,789.5152932,507.2595732,513.3064932,525.2701374,531.3170574,489.249009,495.295929,281.2479,275.20098
GlcADG(18:1_19:0)-H,811.5935435,529.3378235,513.3065435,547.3483877,531.3171077,511.3272593,495.2959793,281.2479,297.27918
GlcADG(18:1_2:0)-H,573.3274924,291.0717724,513.3063724,309.0823366,531.3169366,273.0612082,495.2958082,281.2479,59.0133
GlcADG(18:1_20:0)-H,825.6091936,543.3534736,513.3065536,561.3640378,531.3171178,525.3429094,495.2959894,281.2479,311.29482
GlcADG(18:1_20:1)-H,823.5935435,541.3378235,513.3065435,559.3483877,531.3171077,523.3272593,495.2959793,281.2479,309.27918
GlcADG(18:1_20:2)-H,821.5778935,539.3221735,513.3065335,557.3327377,531.3170977,521.3116093,495.2959693,281.2479,307.26354
GlcADG(18:1_20:3)-H,819.5622434,537.3065234,513.3065234,555.3170876,531.3170876,519.2959592,495.2959592,281.2479,305.2479
GlcADG(18:1_20:4)-H,817.5465933,535.2908733,513.3065133,553.3014375,531.3170775,517.2803091,495.2959491,281.2479,303.23226
GlcADG(18:1_20:5)-H,815.5309433,533.2752233,513.3065033,551.2857875,531.3170675,515.2646591,495.2959391,281.2479,301.21662
GlcADG(18:1_21:0)-H,839.6248437,557.3691237,513.3065637,575.3796879,531.3171279,539.3585595,495.2959995,281.2479,325.31046
GlcADG(18:1_22:0)-H,853.6404937,571.3847737,513.3065737,589.3953379,531.3171379,553.3742095,495.2960095,281.2479,339.3261
GlcADG(18:1_22:1)-H,851.6248437,569.3691237,513.3065637,587.3796879,531.3171279,551.3585595,495.2959995,281.2479,337.31046
GlcADG(18:1_22:2)-H,849.6091936,567.3534736,513.3065536,585.3640378,531.3171178,549.3429094,495.2959894,281.2479,335.29482
GlcADG(18:1_22:4)-H,845.5778935,563.3221735,513.3065335,581.3327377,531.3170977,545.3116093,495.2959693,281.2479,331.26354
GlcADG(18:1_22:5)-H,843.5622434,561.3065234,513.3065234,579.3170876,531.3170876,543.2959592,495.2959592,281.2479,329.2479
GlcADG(18:1_22:6)-H,841.5465933,559.2908733,513.3065133,577.3014375,531.3170775,541.2803091,495.2959491,281.2479,327.23226
GlcADG(18:1_23:0)-H,867.6561438,585.4004238,513.3065838,603.410988,531.317148,567.3898596,495.2960196,281.2479,353.34174
GlcADG(18:1_24:0)-H,881.6717939,599.4160739,513.3065939,617.4266381,531.3171581,581.4055097,495.2960297,281.2479,367.35738
GlcADG(18:1_24:1)-H,879.6561438,597.4004238,513.3065838,615.410988,531.317148,579.3898596,495.2960196,281.2479,365.34174
