GlcADG,[M-H]-,M-sn1,M-sn2,[M-H-sn1+H20]-,[M-H-sn2+H20]-,[M-H-sn1-H20]-,[M-H-sn2-H20]-,SN1,SN2
GlcADG(14:0_18:4)-H,735.468343,507.259543,459.259543,525.2701072,477.2701072,489.2489788,441.2489788,227.20098,275.20098
GlcADG(14:0_19:0)-H,757.5465933,529.3377933,459.2595933,547.3483575,477.2701575,511.3272291,441.2490291,227.20098,297.27918
GlcADG(14:0_2:0)-H,519.2805423,291.0717423,459.2594223,309.0823065,477.2699865,273.0611781,441.2488581,227.20098,59.0133
GlcADG(14:0_20:0)-H,771.5622434,543.3534434,459.2596034,561.3640076,477.2701676,525.3428792,441.2490392,227.20098,311.29482
GlcADG(14:0_20:1)-H,769.5465933,541.3377933,459.2595933,559.3483575,477.2701575,523.3272291,441.2490291,227.20098,309.27918
GlcADG(14:0_20:2)-H,767.5309433,539.3221433,459.2595833,557.3327075,477.2701475,521.3115791,441.2490191,227.20098,307.26354
GlcADG(14:0_20:3)-H,765.5152932,537.3064932,459.2595732,555.3170574,477.2701374,519.295929,441.249009,227.20098,305.2479
GlcADG(14:0_20:4)-H,763.4996431,535.2908431,459.2595631,553.3014073,477.2701273,517.2802789,441.2489989,227.20098,303.23226
GlcADG(14:0_20:5)-H,761.4839931,533.2751931,459.2595531,551.2857573,477.2701173,515.2646289,441.2489889,227.20098,301.21662
GlcADG(14:0_21:0)-H,785.5778935,557.3690935,459.2596135,575.3796577,477.2701777,539.3585293,441.2490493,227.20098,325.31046
GlcADG(14:0_22:0)-H,799.5935435,571.3847435,459.2596235,589.3953077,477.2701877,553.3741793,441.2490593,227.20098,339.3261
GlcADG(14:0_22:1)-H,797.5778935,569.3690935,459.2596135,587.3796577,477.2701777,551.3585293,441.2490493,227.20098,337.31046
GlcADG(14:0_22:2)-H,795.5622434,567.3534434,459.2596034,585.3640076,477.2701676,549.3428792,441.2490392,227.20098,335.29482
GlcADG(14:0_22:4)-H,791.5309433,563.3221433,459.2595833,581.3327075,477.2701475,545.3115791,441.2490191,227.20098,331.26354
GlcADG(14:0_22:5)-H,789.5152932,561.3064932,459.2595732,579.3170574,477.2701374,543.295929,441.249009,227.20098,329.2479
GlcADG(14:0_22:6)-H,787.4996431,559.2908431,459.2595631,577.3014073,477.2701273,541.2802789,441.2489989,227.20098,327.23226
GlcADG(14:0_23:0)-H,813.6091936,585.4003936,459.2596336,603.4109578,477.2701978,567.3898294,441.2490694,227.20098,353.34174
GlcADG(14:0_24:0)-H,827.6248437,599.4160437,459.2596437,617.4266079,477.2702079,581.4054795,441.2490795,227.20098,367.35738
GlcADG(14:0_24:1)-H,825.6091936,597.4003936,459.2596336,615.4109578,477.2701978,579.3898294,441.2490694,227.20098,365.34174
GlcADG(14:0_24:4)-H,819.5622434,591.3534434,459.2596034,609.3640076,477.2701676,573.3428792,441.2490392,227.20098,359.29482
GlcADG(14:0_25:0)-H,841.6404937,613.4316937,459.2596537,631.4422579,477.2702179,595.4211295,441.2490895,227.20098,381.37302
GlcADG(14:0_26:0)-H,855.6561438,627.4473438,459.2596638,645.457908,477.270228,609.4367796,441.2490996,227.20098,395.38866
GlcADG(14:0_26:1)-H,853.6404937,625.4316937,459.2596537,643.4422579,477.2702179,607.4211295,441.2490895,227.20098,393.37302
GlcADG(14:0_26:2)-H,851.6248437,623.4160437,459.2596437,641.4266079,477.2702079,605.4054795,441.2490795,227.20098,391.35738
GlcADG(14:0_3:0)-H,533.2961923,305.0873923,459.2594323,323.0979565,477.2699965,287.0768281,441.2488681,227.20098,73.02894
GlcADG(14:0_4:0)-H,547.3118424,319.1030424,459.2594424,337.1136066,477.2700066,301.0924782,441.2488782,227.20098,87.04458
GlcADG(14:0_5:0)-H,561.3274924,333.1186924,459.2594524,351.1292566,477.2700166,315.1081282,441.2488882,227.20098,101.06022
GlcADG(14:0_6:0)-H,575.3431425,347.1343425,459.2594625,365.1449067,477.2700267,329.1237783,441.2488983,227.20098,115.07586
GlcADG(14:0_7:0)-H,589.3587926,361.1499926,459.2594726,379.1605568,477.2700368,343.1394284,441.2489084,227.20098,129.0915
GlcADG(14:0_8:0)-H,603.3744426,375.1656426,459.2594826,393.1762068,477.2700468,357.1550784,441.2489184,227.20098,143.10714
GlcADG(14:0_9:0)-H,617.3900927,389.1812927,459.2594927,407.1918569,477.2700569,371.1707285,441.2489285,227.20098,157.12278
GlcADG(14:1_14:1)-H,683.4370429,457.2438829,457.2438829,475.2544471,475.2544471,439.2333187,439.2333187,225.18534,225.18534
GlcADG(14:1_15:0)-H,699.468343,473.275183,457.243903,491.2857472,475.2544672,455.2646188,439.2333388,225.18534,241.21662
GlcADG(14:1_15:1)-H,697.452693,471.259533,457.243893,489.2700972,475.2544572,453.2489688,439.2333288,225.18534,239.20098
GlcADG(14:1_16:0)-H,713.4839931,487.2908331,457.2439131,505.3013973,475.2544773,469.2802689,439.2333489,225.18534,255.23226
GlcADG(14:1_16:1)-H,711.468343,485.275183,457.243903,503.2857472,475.2544672,467.2646188,439.2333388,225.18534,253.21662
GlcADG(14:1_17:0)-H,727.4996431,501.3064831,457.2439231,519.3170473,475.2544873,483.2959189,439.2333589,225.18534,269.2479
GlcADG(14:1_17:1)-H,725.4839931,499.2908331,457.2439131,517.3013973,475.2544773,481.2802689,439.2333489,225.18534,267.23226
GlcADG(14:1_17:2)-H,723.468343,497.275183,457.243903,515.2857472,475.2544672,479.2646188,439.2333388,225.18534,265.21662
GlcADG(14:1_18:0)-H,741.5152932,515.3221332,457.2439332,533.3326974,475.2544974,497.311569,439.233369,225.18534,283.26354
GlcADG(14:1_18:1)-H,739.4996431,513.3064831,457.2439231,531.3170473,475.2544873,495.2959189,439.2333589,225.18534,281.2479
GlcADG(14:1_18:2)-H,737.4839931,511.2908331,457.2439131,529.3013973,475.2544773,493.2802689,439.2333489,225.18534,279.23226
GlcADG(14:1_18:3)-H,735.468343,509.275183,457.243903,527.2857472,475.2544672,491.2646188,439.2333388,225.18534,277.21662
GlcADG(14:1_18:4)-H,733.452693,507.259533,457.243893,525.2700972,475.2544572,489.2489688,439.2333288,225.18534,275.20098
GlcADG(14:1_19:0)-H,755.5309433,529.3377833,457.2439433,547.3483475,475.2545075,511.3272191,439.2333791,225.18534,297.27918
GlcADG(14:1_2:0)-H,517.2648922,291.0717322,457.2437722,309.0822964,475.2543364,273.061168,439.233208,225.18534,59.0133
GlcADG(14:1_20:0)-H,769.5465933,543.3534333,457.2439533,561.3639975,475.2545175,525.3428691,439.2333891,225.18534,311.29482
GlcADG(14:1_20:1)-H,767.5309433,541.3377833,457.2439433,559.3483475,475.2545075,523.3272191,439.2333791,225.18534,309.27918
GlcADG(14:1_20:2)-H,765.5152932,539.3221332,457.2439332,557.3326974,475.2544974,521.311569,439.233369,225.18534,307.26354
GlcADG(14:1_20:3)-H,763.4996431,537.3064831,457.2439231,555.3170473,475.2544873,519.2959189,439.2333589,225.18534,305.2479
GlcADG(14:1_20:4)-H,761.4839931,535.2908331,457.2439131,553.3013973,475.2544773,517.2802689,439.2333489,225.18534,303.23226
GlcADG(14:1_20:5)-H,759.468343,533.275183,457.243903,551.2857472,475.2544672,515.2646188,439.2333388,225.18534,301.21662
GlcADG(14:1_21:0)-H,783.5622434,557.3690834,457.2439634,575.3796476,475.2545276,539.3585192,439.2333992,225.18534,325.31046
GlcADG(14:1_22:0)-H,797.5778935,571.3847335,457.2439735,589.3952977,475.2545377,553.3741693,439.2334093,225.18534,339.3261
GlcADG(14:1_22:1)-H,795.5622434,569.3690834,457.2439634,587.3796476,475.2545276,551.3585192,439.2333992,225.18534,337.31046
GlcADG(14:1_22:2)-H,793.5465933,567.3534333,457.2439533,585.3639975,475.2545175,549.3428691,439.2333891,225.18534,335.29482
GlcADG(14:1_22:4)-H,789.5152932,563.3221332,457.2439332,581.3326974,475.2544974,545.311569,439.233369,225.18534,331.26354
GlcADG(14:1_22:5)-H,787.4996431,561.3064831,457.2439231,579.3170473,475.2544873,543.2959189,439.2333589,225.18534,329.2479
GlcADG(14:1_22:6)-H,785.4839931,559.2908331,457.2439131,577.3013973,475.2544773,541.2802689,439.2333489,225.18534,327.23226
GlcADG(14:1_23:0)-H,811.5935435,585.4003835,457.2439835,603.4109477,475.2545477,567.3898193,439.2334193,225.18534,353.34174
GlcADG(14:1_24:0)-H,825.6091936,599.4160336,457.2439936,617.4265978,475.2545578,581.4054694,439.2334294,225.18534,367.35738
GlcADG(14:1_24:1)-H,823.5935435,597.4003835,457.2439835,615.4109477,475.2545477,579.3898193,439.2334193,225.18534,365.34174
GlcADG(14:1_24:4)-H,817.5465933,591.3534333,457.2439533,609.3639975,475.2545175,573.3428691,439.2333891,225.18534,359.29482
GlcADG(14:1_25:0)-H,839.6248437,613.4316837,457.2440037,631.4422479,475.2545679,595.4211195,439.2334395,225.18534,381.37302
GlcADG(14:1_26:0)-H,853.6404937,627.4473337,457.2440137,645.4578979,475.2545779,609.4367695,439.2334495,225.18534,395.38866
GlcADG(14:1_26:1)-H,851.6248437,625.4316837,457.2440037,643.4422479,475.2545679,607.4211195,439.2334395,225.18534,393.37302
GlcADG(14:1_26:2)-H,849.6091936,623.4160336,457.2439936,641.4265978,475.2545578,605.4054694,439.2334294,225.18534,391.35738
GlcADG(14:1_3:0)-H,531.2805423,305.0873823,457.2437823,323.0979465,475.2543465,287.0768181,439.2332181,225.18534,73.02894
GlcADG(14:1_4:0)-H,545.2961923,319.1030323,457.2437923,337.1135965,475.2543565,301.0924681,439.2332281,225.18534,87.04458
GlcADG(14:1_5:0)-H,559.3118424,333.1186824,457.2438024,351.1292466,475.2543666,315.1081182,439.2332382,225.18534,101.06022
GlcADG(14:1_6:0)-H,573.3274924,347.1343324,457.2438124,365.1448966,475.2543766,329.1237682,439.2332482,225.18534,115.07586
GlcADG(14:1_7:0)-H,587.3431425,361.1499825,457.2438225,379.1605467,475.2543867,343.1394183,439.2332583,225.18534,129.0915
GlcADG(14:1_8:0)-H,601.3587926,375.1656326,457.2438326,393.1761968,475.2543968,357.1550684,439.2332684,225.18534,143.10714
GlcADG(14:1_9:0)-H,615.3744426,389.1812826,457.2438426,407.1918468,475.2544068,371.1707184,439.2332784,225.18534,157.12278
GlcADG(15:0_15:0)-H,715.4996431,473.2752031,473.2752031,491.2857673,491.2857673,455.2646389,455.2646389,241.21662,241.21662
GlcADG(15:0_15:1)-H,713.4839931,471.2595531,473.2751931,489.2701173,491.2857573,453.2489889,455.2646289,241.21662,239.20098
GlcADG(15:0_16:0)-H,729.5152932,487.2908532,473.2752132,505.3014174,491.2857774,469.280289,455.264649,241.21662,255.23226
GlcADG(15:0_16:1)-H,727.4996431,485.2752031,473.2752031,503.2857673,491.2857673,467.2646389,455.2646389,241.21662,253.21662
GlcADG(15:0_17:0)-H,743.5309433,501.3065033,473.2752233,519.3170675,491.2857875,483.2959391,455.2646591,241.21662,269.2479
GlcADG(15:0_17:1)-H,741.5152932,499.2908532,473.2752132,517.3014174,491.2857774,481.280289,455.264649,241.21662,267.23226
GlcADG(15:0_17:2)-H,739.4996431,497.2752031,473.2752031,515.2857673,491.2857673,479.2646389,455.2646389,241.21662,265.21662
GlcADG(15:0_18:0)-H,757.5465933,515.3221533,473.2752333,533.3327175,491.2857975,497.3115891,455.2646691,241.21662,283.26354
GlcADG(15:0_18:1)-H,755.5309433,513.3065033,473.2752233,531.3170675,491.2857875,495.2959391,455.2646591,241.21662,281.2479
GlcADG(15:0_18:2)-H,753.5152932,511.2908532,473.2752132,529.3014174,491.2857774,493.280289,455.264649,241.21662,279.23226
GlcADG(15:0_18:3)-H,751.4996431,509.2752031,473.2752031,527.2857673,491.2857673,491.2646389,455.2646389,241.21662,277.21662
GlcADG(15:0_18:4)-H,749.4839931,507.2595531,473.2751931,525.2701173,491.2857573,489.2489889,455.2646289,241.21662,275.20098
GlcADG(15:0_19:0)-H,771.5622434,529.3378034,473.2752434,547.3483676,491.2858076,511.3272392,455.2646792,241.21662,297.27918
GlcADG(15:0_2:0)-H,533.2961923,291.0717523,473.2750723,309.0823165,491.2856365,273.0611881,455.2645081,241.21662,59.0133
GlcADG(15:0_20:0)-H,785.5778935,543.3534535,473.2752535,561.3640177,491.2858177,525.3428893,455.2646893,241.21662,311.29482
GlcADG(15:0_20:1)-H,783.5622434,541.3378034,473.2752434,559.3483676,491.2858076,523.3272392,455.2646792,241.21662,309.27918
GlcADG(15:0_20:2)-H,781.5465933,539.3221533,473.2752333,557.3327175,491.2857975,521.3115891,455.2646691,241.21662,307.26354
GlcADG(15:0_20:3)-H,779.5309433,537.3065033,473.2752233,555.3170675,491.2857875,519.2959391,455.2646591,241.21662,305.2479
GlcADG(15:0_20:4)-H,777.5152932,535.2908532,473.2752132,553.3014174,491.2857774,517.280289,455.264649,241.21662,303.23226
GlcADG(15:0_20:5)-H,775.4996431,533.2752031,473.2752031,551.2857673,491.2857673,515.2646389,455.2646389,241.21662,301.21662
GlcADG(15:0_21:0)-H,799.5935435,557.3691035,473.2752635,575.3796677,491.2858277,539.3585393,455.2646993,241.21662,325.31046
GlcADG(15:0_22:0)-H,813.6091936,571.3847536,473.2752736,589.3953178,491.2858378,553.3741894,455.2647094,241.21662,339.3261
GlcADG(15:0_22:1)-H,811.5935435,569.3691035,473.2752635,587.3796677,491.2858277,551.3585393,455.2646993,241.21662,337.31046
GlcADG(15:0_22:2)-H,809.5778935,567.3534535,473.2752535,585.3640177,491.2858177,549.3428893,455.2646893,241.21662,335.29482
GlcADG(15:0_22:4)-H,805.5465933,563.3221533,473.2752333,581.3327175,491.2857975,545.3115891,455.2646691,241.21662,331.26354
GlcADG(15:0_22:5)-H,803.5309433,561.3065033,473.2752233,579.3170675,491.2857875,543.2959391,455.2646591,241.21662,329.2479
GlcADG(15:0_22:6)-H,801.5152932,559.2908532,473.2752132,577.3014174,491.2857774,541.280289,455.264649,241.21662,327.23226
GlcADG(15:0_23:0)-H,827.6248437,585.4004037,473.2752837,603.4109679,491.2858479,567.3898395,455.2647195,241.21662,353.34174
GlcADG(15:0_24:0)-H,841.6404937,599.4160537,473.2752937,617.4266179,491.2858579,581.4054895,455.2647295,241.21662,367.35738
GlcADG(15:0_24:1)-H,839.6248437,597.4004037,473.2752837,615.4109679,491.2858479,579.3898395,455.2647195,241.21662,365.34174
GlcADG(15:0_24:4)-H,833.5778935,591.3534535,473.2752535,609.3640177,491.2858177,573.3428893,455.2646893,241.21662,359.29482
GlcADG(15:0_25:0)-H,855.6561438,613.4317038,473.2753038,631.442268,491.285868,595.4211396,455.2647396,241.21662,381.37302
GlcADG(15:0_26:0)-H,869.6717939,627.4473539,473.2753139,645.4579181,491.2858781,609.4367897,455.2647497,241.21662,395.38866
GlcADG(15:0_26:1)-H,867.6561438,625.4317038,473.2753038,643.442268,491.285868,607.4211396,455.2647396,241.21662,393.37302
GlcADG(15:0_26:2)-H,865.6404937,623.4160537,473.2752937,641.4266179,491.2858579,605.4054895,455.2647295,241.21662,391.35738
GlcADG(15:0_3:0)-H,547.3118424,305.0874024,473.2750824,323.0979666,491.2856466,287.0768382,455.2645182,241.21662,73.02894
GlcADG(15:0_4:0)-H,561.3274924,319.1030524,473.2750924,337.1136166,491.2856566,301.0924882,455.2645282,241.21662,87.04458
GlcADG(15:0_5:0)-H,575.3431425,333.1187025,473.2751025,351.1292667,491.2856667,315.1081383,455.2645383,241.21662,101.06022
GlcADG(15:0_6:0)-H,589.3587926,347.1343526,473.2751126,365.1449168,491.2856768,329.1237884,455.2645484,241.21662,115.07586
GlcADG(15:0_7:0)-H,603.3744426,361.1500026,473.2751226,379.1605668,491.2856868,343.1394384,455.2645584,241.21662,129.0915
GlcADG(15:0_8:0)-H,617.3900927,375.1656527,473.2751327,393.1762169,491.2856969,357.1550885,455.2645685,241.21662,143.10714
GlcADG(15:0_9:0)-H,631.4057428,389.1813028,473.2751428,407.191867,491.285707,371.1707386,455.2645786,241.21662,157.12278
GlcADG(15:1_15:1)-H,711.468343,471.259543,471.259543,489.2701072,489.2701072,453.2489788,453.2489788,239.20098,239.20098
GlcADG(15:1_16:0)-H,727.4996431,487.2908431,471.2595631,505.3014073,489.2701273,469.2802789,453.2489989,239.20098,255.23226
GlcADG(15:1_16:1)-H,725.4839931,485.2751931,471.2595531,503.2857573,489.2701173,467.2646289,453.2489889,239.20098,253.21662
GlcADG(15:1_17:0)-H,741.5152932,501.3064932,471.2595732,519.3170574,489.2701374,483.295929,453.249009,239.20098,269.2479
GlcADG(15:1_17:1)-H,739.4996431,499.2908431,471.2595631,517.3014073,489.2701273,481.2802789,453.2489989,239.20098,267.23226
GlcADG(15:1_17:2)-H,737.4839931,497.2751931,471.2595531,515.2857573,489.2701173,479.2646289,453.2489889,239.20098,265.21662
GlcADG(15:1_18:0)-H,755.5309433,515.3221433,471.2595833,533.3327075,489.2701475,497.3115791,453.2490191,239.20098,283.26354
GlcADG(15:1_18:1)-H,753.5152932,513.3064932,471.2595732,531.3170574,489.2701374,495.295929,453.249009,239.20098,281.2479
GlcADG(15:1_18:2)-H,751.4996431,511.2908431,471.2595631,529.3014073,489.2701273,493.2802789,453.2489989,239.20098,279.23226
GlcADG(15:1_18:3)-H,749.4839931,509.2751931,471.2595531,527.2857573,489.2701173,491.2646289,453.2489889,239.20098,277.21662
GlcADG(15:1_18:4)-H,747.468343,507.259543,471.259543,525.2701072,489.2701072,489.2489788,453.2489788,239.20098,275.20098
GlcADG(15:1_19:0)-H,769.5465933,529.3377933,471.2595933,547.3483575,489.2701575,511.3272291,453.2490291,239.20098,297.27918
GlcADG(15:1_2:0)-H,531.2805423,291.0717423,471.2594223,309.0823065,489.2699865,273.0611781,453.2488581,239.20098,59.0133
GlcADG(15:1_20:0)-H,783.5622434,543.3534434,471.2596034,561.3640076,489.2701676,525.3428792,453.2490392,239.20098,311.29482
GlcADG(15:1_20:1)-H,781.5465933,541.3377933,471.2595933,559.3483575,489.2701575,523.3272291,453.2490291,239.20098,309.27918
GlcADG(15:1_20:2)-H,779.5309433,539.3221433,471.2595833,557.3327075,489.2701475,521.3115791,453.2490191,239.20098,307.26354
GlcADG(15:1_20:3)-H,777.5152932,537.3064932,471.2595732,555.3170574,489.2701374,519.295929,453.249009,239.20098,305.2479
GlcADG(15:1_20:4)-H,775.4996431,535.2908431,471.2595631,553.3014073,489.2701273,517.2802789,453.2489989,239.20098,303.23226
GlcADG(15:1_20:5)-H,773.4839931,533.2751931,471.2595531,551.2857573,489.2701173,515.2646289,453.2489889,239.20098,301.21662
GlcADG(15:1_21:0)-H,797.5778935,557.3690935,471.2596135,575.3796577,489.2701777,539.3585293,453.2490493,239.20098,325.31046
GlcADG(15:1_22:0)-H,811.5935435,571.3847435,471.2596235,589.3953077,489.2701877,553.3741793,453.2490593,239.20098,339.3261
GlcADG(15:1_22:1)-H,809.5778935,569.3690935,471.2596135,587.3796577,489.2701777,551.3585293,453.2490493,239.20098,337.31046
GlcADG(15:1_22:2)-H,807.5622434,567.3534434,471.2596034,585.3640076,489.2701676,549.3428792,453.2490392,239.20098,335.29482
GlcADG(15:1_22:4)-H,803.5309433,563.3221433,471.2595833,581.3327075,489.2701475,545.3115791,453.2490191,239.20098,331.26354
GlcADG(15:1_22:5)-H,801.5152932,561.3064932,471.2595732,579.3170574,489.2701374,543.295929,453.249009,239.20098,329.2479
GlcADG(15:1_22:6)-H,799.4996431,559.2908431,471.2595631,577.3014073,489.2701273,541.2802789,453.2489989,239.20098,327.23226
GlcADG(15:1_23:0)-H,825.6091936,585.4003936,471.2596336,603.4109578,489.2701978,567.3898294,453.2490694,239.20098,353.34174
GlcADG(15:1_24:0)-H,839.6248437,599.4160437,471.2596437,617.4266079,489.2702079,581.4054795,453.2490795,239.20098,367.35738
GlcADG(15:1_24:1)-H,837.6091936,597.4003936,471.2596336,615.4109578,489.2701978,579.3898294,453.2490694,239.20098,365.34174
GlcADG(15:1_24:4)-H,831.5622434,591.3534434,471.2596034,609.3640076,489.2701676,573.3428792,453.2490392,239.20098,359.29482
GlcADG(15:1_25:0)-H,853.6404937,613.4316937,471.2596537,631.4422579,489.2702179,595.4211295,453.2490895,239.20098,381.37302
GlcADG(15:1_26:0)-H,867.6561438,627.4473438,471.2596638,645.457908,489.270228,609.4367796,453.2490996,239.20098,395.38866
GlcADG(15:1_26:1)-H,865.6404937,625.4316937,471.2596537,643.4422579,489.2702179,607.4211295,453.2490895,239.20098,393.37302
GlcADG(15:1_26:2)-H,863.6248437,623.4160437,471.2596437,641.4266079,489.2702079,605.4054795,453.2490795,239.20098,391.35738
GlcADG(15:1_3:0)-H,545.2961923,305.0873923,471.2594323,323.0979565,489.2699965,287.0768281,453.2488681,239.20098,73.02894
GlcADG(15:1_4:0)-H,559.3118424,319.1030424,471.2594424,337.1136066,489.2700066,301.0924782,453.2488782,239.20098,87.04458
GlcADG(15:1_5:0)-H,573.3274924,333.1186924,471.2594524,351.1292566,489.2700166,315.1081282,453.2488882,239.20098,101.06022
GlcADG(15:1_6:0)-H,587.3431425,347.1343425,471.2594625,365.1449067,489.2700267,329.1237783,453.2488983,239.20098,115.07586
GlcADG(15:1_7:0)-H,601.3587926,361.1499926,471.2594726,379.1605568,489.2700368,343.1394284,453.2489084,239.20098,129.0915
GlcADG(15:1_8:0)-H,615.3744426,375.1656426,471.2594826,393.1762068,489.2700468,357.1550784,453.2489184,239.20098,143.10714
GlcADG(15:1_9:0)-H,629.3900927,389.1812927,471.2594927,407.1918569,489.2700569,371.1707285,453.2489285,239.20098,157.12278
GlcADG(16:0_16:0)-H,743.5309433,487.2908633,487.2908633,505.3014275,505.3014275,469.2802991,469.2802991,255.23226,255.23226
GlcADG(16:0_16:1)-H,741.5152932,485.2752132,487.2908532,503.2857774,505.3014174,467.264649,469.280289,255.23226,253.21662
GlcADG(16:0_17:0)-H,757.5465933,501.3065133,487.2908733,519.3170775,505.3014375,483.2959491,469.2803091,255.23226,269.2479
GlcADG(16:0_17:1)-H,755.5309433,499.2908633,487.2908633,517.3014275,505.3014275,481.2802991,469.2802991,255.23226,267.23226
GlcADG(16:0_17:2)-H,753.5152932,497.2752132,487.2908532,515.2857774,505.3014174,479.264649,469.280289,255.23226,265.21662
GlcADG(16:0_18:0)-H,771.5622434,515.3221634,487.2908834,533.3327276,505.3014476,497.3115992,469.2803192,255.23226,283.26354
GlcADG(16:0_18:1)-H,769.5465933,513.3065133,487.2908733,531.3170775,505.3014375,495.2959491,469.2803091,255.23226,281.2479
GlcADG(16:0_18:2)-H,767.5309433,511.2908633,487.2908633,529.3014275,505.3014275,493.2802991,469.2802991,255.23226,279.23226
GlcADG(16:0_18:3)-H,765.5152932,509.2752132,487.2908532,527.2857774,505.3014174,491.264649,469.280289,255.23226,277.21662
GlcADG(16:0_18:4)-H,763.4996431,507.2595631,487.2908431,525.2701273,505.3014073,489.2489989,469.2802789,255.23226,275.20098
GlcADG(16:0_19:0)-H,785.5778935,529.3378135,487.2908935,547.3483777,505.3014577,511.3272493,469.2803293,255.23226,297.27918
GlcADG(16:0_2:0)-H,547.3118424,291.0717624,487.2907224,309.0823266,505.3012866,273.0611982,469.2801582,255.23226,59.0133
GlcADG(16:0_20:0)-H,799.5935435,543.3534635,487.2909035,561.3640277,505.3014677,525.3428993,469.2803393,255.23226,311.29482
GlcADG(16:0_20:1)-H,797.5778935,541.3378135,487.2908935,559.3483777,505.3014577,523.3272493,469.2803293,255.23226,309.27918
GlcADG(16:0_20:2)-H,795.5622434,539.3221634,487.2908834,557.3327276,505.3014476,521.3115992,469.2803192,255.23226,307.26354
GlcADG(16:0_20:3)-H,793.5465933,537.3065133,487.2908733,555.3170775,505.3014375,519.2959491,469.2803091,255.23226,305.2479
GlcADG(16:0_20:4)-H,791.5309433,535.2908633,487.2908633,553.3014275,505.3014275,517.2802991,469.2802991,255.23226,303.23226
GlcADG(16:0_20:5)-H,789.5152932,533.2752132,487.2908532,551.2857774,505.3014174,515.264649,469.280289,255.23226,301.21662
GlcADG(16:0_21:0)-H,813.6091936,557.3691136,487.2909136,575.3796778,505.3014778,539.3585494,469.2803494,255.23226,325.31046
GlcADG(16:0_22:0)-H,827.6248437,571.3847637,487.2909237,589.3953279,505.3014879,553.3741995,469.2803595,255.23226,339.3261
GlcADG(16:0_22:1)-H,825.6091936,569.3691136,487.2909136,587.3796778,505.3014778,551.3585494,469.2803494,255.23226,337.31046
GlcADG(16:0_22:2)-H,823.5935435,567.3534635,487.2909035,585.3640277,505.3014677,549.3428993,469.2803393,255.23226,335.29482
GlcADG(16:0_22:4)-H,819.5622434,563.3221634,487.2908834,581.3327276,505.3014476,545.3115992,469.2803192,255.23226,331.26354
GlcADG(16:0_22:5)-H,817.5465933,561.3065133,487.2908733,579.3170775,505.3014375,543.2959491,469.2803091,255.23226,329.2479
GlcADG(16:0_22:6)-H,815.5309433,559.2908633,487.2908633,577.3014275,505.3014275,541.2802991,469.2802991,255.23226,327.23226
GlcADG(16:0_23:0)-H,841.6404937,585.4004137,487.2909337,603.4109779,505.3014979,567.3898495,469.2803695,255.23226,353.34174
GlcADG(16:0_24:0)-H,855.6561438,599.4160638,487.2909438,617.426628,505.301508,581.4054996,469.2803796,255.23226,367.35738
GlcADG(16:0_24:1)-H,853.6404937,597.4004137,487.2909337,615.4109779,505.3014979,579.3898495,469.2803695,255.23226,365.34174
GlcADG(16:0_24:4)-H,847.5935435,591.3534635,487.2909035,609.3640277,505.3014677,573.3428993,469.2803393,255.23226,359.29482
GlcADG(16:0_25:0)-H,869.6717939,613.4317139,487.2909539,631.4422781,505.3015181,595.4211497,469.2803897,255.23226,381.37302
GlcADG(16:0_26:0)-H,883.6874439,627.4473639,487.2909639,645.4579281,505.3015281,609.4367997,469.2803997,255.23226,395.38866
GlcADG(16:0_26:1)-H,881.6717939,625.4317139,487.2909539,643.4422781,505.3015181,607.4211497,469.2803897,255.23226,393.37302
GlcADG(16:0_26:2)-H,879.6561438,623.4160638,487.2909438,641.426628,505.301508,605.4054996,469.2803796,255.23226,391.35738
GlcADG(16:0_3:0)-H,561.3274924,305.0874124,487.2907324,323.0979766,505.3012966,287.0768482,469.2801682,255.23226,73.02894
GlcADG(16:0_4:0)-H,575.3431425,319.1030625,487.2907425,337.1136267,505.3013067,301.0924983,469.2801783,255.23226,87.04458
GlcADG(16:0_5:0)-H,589.3587926,333.1187126,487.2907526,351.1292768,505.3013168,315.1081484,469.2801884,255.23226,101.06022
GlcADG(16:0_6:0)-H,603.3744426,347.1343626,487.2907626,365.1449268,505.3013268,329.1237984,469.2801984,255.23226,115.07586
GlcADG(16:0_7:0)-H,617.3900927,361.1500127,487.2907727,379.1605769,505.3013369,343.1394485,469.2802085,255.23226,129.0915
GlcADG(16:0_8:0)-H,631.4057428,375.1656628,487.2907828,393.176227,505.301347,357.1550986,469.2802186,255.23226,143.10714
GlcADG(16:0_9:0)-H,645.4213928,389.1813128,487.2907928,407.191877,505.301357,371.1707486,469.2802286,255.23226,157.12278
GlcADG(16:1_16:1)-H,739.4996431,485.2752031,485.2752031,503.2857673,503.2857673,467.2646389,467.2646389,253.21662,253.21662
GlcADG(16:1_17:0)-H,755.5309433,501.3065033,485.2752233,519.3170675,503.2857875,483.2959391,467.2646591,253.21662,269.2479
GlcADG(16:1_17:1)-H,753.5152932,499.2908532,485.2752132,517.3014174,503.2857774,481.280289,467.264649,253.21662,267.23226
GlcADG(16:1_17:2)-H,751.4996431,497.2752031,485.2752031,515.2857673,503.2857673,479.2646389,467.2646389,253.21662,265.21662
GlcADG(16:1_18:0)-H,769.5465933,515.3221533,485.2752333,533.3327175,503.2857975,497.3115891,467.2646691,253.21662,283.26354
