PEtOH,[M+NH4]+,[M-C2H7O4P+H]+,NL of SN1+H2O,NL of SN2+H2O,[M-SN1-126+H]+,[M-SN2-126+H]+,SN2-H2O,SN1-H2O,[C5H11O5P+H]+
PEtOH(20:5_22:6)+NH4,812.52247,669.4877,493.2714,467.2558,385.2738,359.2581,311.2368,285.2212,183.0417
PEtOH(23:0_20:5)+NH4,838.63207,695.5973,467.2559,519.381,359.2583,411.3834,285.2212,337.3463,183.0417
PEtOH(24:0_20:5)+NH4,852.64767,709.6129,467.2559,533.3966,359.2582,425.399,285.2212,351.3619,183.0417
PEtOH(24:1_20:5)+NH4,850.63207,707.5973,467.2559,531.381,359.2583,423.3834,285.2212,349.3463,183.0417
PEtOH(24:2_20:5)+NH4,848.61647,705.5817,467.256,529.3654,359.2583,421.3678,285.2212,347.3306,183.0417
PEtOH(24:4_20:5)+NH4,844.58517,701.5504,467.2559,525.3341,359.2583,417.3365,285.2212,343.2993,183.0417
PEtOH(25:0_20:5)+NH4,866.66337,723.6286,467.2559,547.4124,359.2583,439.4147,285.2212,365.3776,183.0417
PEtOH(26:0_20:5)+NH4,880.67897,737.6442,467.2559,561.4279,359.2583,453.4303,285.2212,379.3932,183.0417
PEtOH(26:1_20:5)+NH4,878.66337,735.6286,467.2559,559.4124,359.2583,451.4147,285.2212,377.3776,183.0417
PEtOH(26:2_20:5)+NH4,876.64767,733.6129,467.2559,557.3966,359.2582,449.399,285.2212,375.3619,183.0417
PEtOH(26:4_20:5)+NH4,872.61647,729.5817,467.256,553.3654,359.2583,445.3678,285.2212,371.3306,183.0417
PEtOH(27:0_20:5)+NH4,894.69467,751.6599,467.256,575.4436,359.2583,467.446,285.2212,393.4088,183.0417
PEtOH(21:0_21:0)+NH4,834.69467,691.6599,491.3498,491.3498,383.3522,383.3522,309.315,309.315,183.0417
PEtOH(21:0_21:1)+NH4,832.67897,689.6442,489.3341,491.3497,381.3365,383.3521,307.2993,309.315,183.0417
PEtOH(21:0_21:2)+NH4,830.66337,687.6286,487.3185,491.3498,379.3209,383.3521,305.2837,309.315,183.0417
PEtOH(21:0_22:0)+NH4,848.71037,705.6756,505.3655,491.3499,397.3679,383.3522,323.3306,309.315,183.0417
PEtOH(21:0_22:1)+NH4,846.69467,703.6599,503.3498,491.3498,395.3522,383.3522,321.315,309.315,183.0417
PEtOH(21:0_22:2)+NH4,844.67897,701.6442,501.3341,491.3497,393.3365,383.3521,319.2993,309.315,183.0417
PEtOH(21:0_22:3)+NH4,842.66337,699.6286,499.3185,491.3498,391.3209,383.3521,317.2837,309.315,183.0417
PEtOH(21:0_22:4)+NH4,840.64767,697.6129,497.3028,491.3497,389.3051,383.3521,315.2681,309.315,183.0417
PEtOH(21:0_22:5)+NH4,838.63207,695.5973,495.2872,491.3498,387.2896,383.3521,313.2524,309.315,183.0417
PEtOH(21:0_22:6)+NH4,836.61647,693.5817,493.2716,491.3498,385.274,383.3522,311.2368,309.315,183.0417
PEtOH(21:0_23:0)+NH4,862.72597,719.6912,519.3811,491.3498,411.3835,383.3522,337.3463,309.315,183.0417
PEtOH(21:0_24:0)+NH4,876.74167,733.7069,533.3968,491.3499,425.3992,383.3522,351.3619,309.315,183.0417
PEtOH(21:0_24:1)+NH4,874.72597,731.6912,531.3811,491.3498,423.3835,383.3522,349.3463,309.315,183.0417
PEtOH(21:0_24:2)+NH4,872.71037,729.6756,529.3655,491.3499,421.3679,383.3522,347.3306,309.315,183.0417
PEtOH(21:0_24:4)+NH4,868.67897,725.6442,525.3341,491.3497,417.3365,383.3521,343.2993,309.315,183.0417
PEtOH(21:0_25:0)+NH4,890.75727,747.7225,547.4124,491.3498,439.4148,383.3522,365.3776,309.315,183.0417
PEtOH(21:0_26:0)+NH4,904.77297,761.7382,561.4281,491.3499,453.4305,383.3523,379.3932,309.315,183.0417
PEtOH(21:0_26:1)+NH4,902.75727,759.7225,559.4124,491.3498,451.4148,383.3522,377.3776,309.315,183.0417
PEtOH(21:0_26:2)+NH4,900.74167,757.7069,557.3968,491.3499,449.3992,383.3522,375.3619,309.315,183.0417
PEtOH(21:0_26:4)+NH4,896.71037,753.6756,553.3655,491.3499,445.3679,383.3522,371.3306,309.315,183.0417
PEtOH(21:0_27:0)+NH4,918.78857,775.7538,575.4437,491.3499,467.446,383.3522,393.4088,309.315,183.0417
PEtOH(21:1_21:1)+NH4,830.66337,687.6286,489.3341,489.3341,381.3365,381.3365,307.2993,307.2993,183.0417
PEtOH(21:1_21:2)+NH4,828.64767,685.6129,487.3184,489.3341,379.3208,381.3364,305.2837,307.2993,183.0417
PEtOH(22:0_21:1)+NH4,846.69467,703.6599,489.3341,505.3654,381.3365,397.3678,307.2993,323.3306,183.0417
PEtOH(21:1_22:1)+NH4,844.67897,701.6442,503.3497,489.3341,395.3521,381.3365,321.315,307.2993,183.0417
PEtOH(21:1_22:2)+NH4,842.66337,699.6286,501.3341,489.3341,393.3365,381.3365,319.2993,307.2993,183.0417
PEtOH(21:1_22:3)+NH4,840.64767,697.6129,499.3184,489.3341,391.3208,381.3364,317.2837,307.2993,183.0417
PEtOH(21:1_22:4)+NH4,838.63207,695.5973,497.3028,489.3341,389.3052,381.3365,315.2681,307.2993,183.0417
PEtOH(21:1_22:5)+NH4,836.61647,693.5817,495.2872,489.3341,387.2896,381.3365,313.2524,307.2993,183.0417
PEtOH(21:1_22:6)+NH4,834.60077,691.566,493.2715,489.3341,385.2739,381.3365,311.2368,307.2993,183.0417
PEtOH(23:0_21:1)+NH4,860.71037,717.6756,489.3342,519.3811,381.3366,411.3835,307.2993,337.3463,183.0417
PEtOH(24:0_21:1)+NH4,874.72597,731.6912,489.3342,533.3967,381.3365,425.3991,307.2993,351.3619,183.0417
PEtOH(21:1_24:1)+NH4,872.71037,729.6756,531.3811,489.3342,423.3835,381.3366,349.3463,307.2993,183.0417
PEtOH(21:1_24:2)+NH4,870.69467,727.6599,529.3654,489.3341,421.3678,381.3365,347.3306,307.2993,183.0417
PEtOH(21:1_24:4)+NH4,866.66337,723.6286,525.3341,489.3341,417.3365,381.3365,343.2993,307.2993,183.0417
PEtOH(25:0_21:1)+NH4,888.74167,745.7069,489.3342,547.4124,381.3366,439.4148,307.2993,365.3776,183.0417
PEtOH(26:0_21:1)+NH4,902.75727,759.7225,489.3342,561.428,381.3365,453.4304,307.2993,379.3932,183.0417
PEtOH(21:1_26:1)+NH4,900.74167,757.7069,559.4124,489.3342,451.4148,381.3366,377.3776,307.2993,183.0417
PEtOH(21:1_26:2)+NH4,898.72597,755.6912,557.3967,489.3342,449.3991,381.3365,375.3619,307.2993,183.0417
PEtOH(21:1_26:4)+NH4,894.69467,751.6599,553.3654,489.3341,445.3678,381.3365,371.3306,307.2993,183.0417
PEtOH(27:0_21:1)+NH4,916.77297,773.7382,489.3343,575.4437,381.3366,467.4461,307.2993,393.4088,183.0417
PEtOH(21:2_21:2)+NH4,826.63207,683.5973,487.3185,487.3185,379.3208,379.3208,305.2837,305.2837,183.0417
PEtOH(22:0_21:2)+NH4,844.67897,701.6442,487.3185,505.3654,379.3208,397.3677,305.2837,323.3306,183.0417
PEtOH(22:1_21:2)+NH4,842.66337,699.6286,487.3185,503.3498,379.3209,395.3521,305.2837,321.315,183.0417
PEtOH(21:2_22:2)+NH4,840.64767,697.6129,501.3341,487.3184,393.3364,379.3208,319.2993,305.2837,183.0417
PEtOH(21:2_22:3)+NH4,838.63207,695.5973,499.3185,487.3185,391.3208,379.3208,317.2837,305.2837,183.0417
PEtOH(21:2_22:4)+NH4,836.61647,693.5817,497.3029,487.3185,389.3052,379.3209,315.2681,305.2837,183.0417
PEtOH(21:2_22:5)+NH4,834.60077,691.566,495.2872,487.3185,387.2896,379.3208,313.2524,305.2837,183.0417
PEtOH(21:2_22:6)+NH4,832.58517,689.5504,493.2716,487.3185,385.2739,379.3209,311.2368,305.2837,183.0417
PEtOH(23:0_21:2)+NH4,858.69467,715.6599,487.3185,519.381,379.3209,411.3835,305.2837,337.3463,183.0417
PEtOH(24:0_21:2)+NH4,872.71037,729.6756,487.3186,533.3968,379.321,425.3991,305.2837,351.3619,183.0417
PEtOH(24:1_21:2)+NH4,870.69467,727.6599,487.3185,531.381,379.3209,423.3835,305.2837,349.3463,183.0417
PEtOH(21:2_24:2)+NH4,868.67897,725.6442,529.3654,487.3185,421.3677,379.3208,347.3306,305.2837,183.0417
PEtOH(21:2_24:4)+NH4,864.64767,721.6129,525.334,487.3184,417.3364,379.3208,343.2993,305.2837,183.0417
PEtOH(25:0_21:2)+NH4,886.72597,743.6912,487.3185,547.4124,379.3209,439.4147,305.2837,365.3776,183.0417
PEtOH(26:0_21:2)+NH4,900.74167,757.7069,487.3186,561.428,379.321,453.4305,305.2837,379.3932,183.0417
PEtOH(26:1_21:2)+NH4,898.72597,755.6912,487.3185,559.4124,379.3209,451.4147,305.2837,377.3776,183.0417
PEtOH(21:2_26:2)+NH4,896.71037,753.6756,557.3968,487.3186,449.3991,379.321,375.3619,305.2837,183.0417
PEtOH(21:2_26:4)+NH4,892.67897,749.6442,553.3654,487.3185,445.3677,379.3208,371.3306,305.2837,183.0417
PEtOH(27:0_21:2)+NH4,914.75727,771.7225,487.3185,575.4437,379.3209,467.446,305.2837,393.4088,183.0417
PEtOH(22:0_22:0)+NH4,862.72597,719.6912,505.3654,505.3654,397.3678,397.3678,323.3306,323.3306,183.0417
PEtOH(22:0_22:1)+NH4,860.71037,717.6756,503.3499,505.3655,395.3522,397.3679,321.315,323.3306,183.0417
PEtOH(22:0_22:2)+NH4,858.69467,715.6599,501.3341,505.3654,393.3365,397.3678,319.2993,323.3306,183.0417
PEtOH(22:0_22:3)+NH4,856.67897,713.6442,499.3185,505.3654,391.3208,397.3677,317.2837,323.3306,183.0417
PEtOH(22:0_22:4)+NH4,854.66337,711.6286,497.3029,505.3654,389.3052,397.3678,315.2681,323.3306,183.0417
PEtOH(22:0_22:5)+NH4,852.64767,709.6129,495.2871,505.3654,387.2895,397.3677,313.2524,323.3306,183.0417
PEtOH(22:0_22:6)+NH4,850.63207,707.5973,493.2715,505.3654,385.2739,397.3678,311.2368,323.3306,183.0417
PEtOH(22:0_23:0)+NH4,876.74167,733.7069,519.3812,505.3655,411.3835,397.3679,337.3463,323.3306,183.0417
PEtOH(22:0_24:0)+NH4,890.75727,747.7225,533.3967,505.3655,425.3991,397.3678,351.3619,323.3306,183.0417
PEtOH(22:0_24:1)+NH4,888.74167,745.7069,531.3812,505.3655,423.3835,397.3679,349.3463,323.3306,183.0417
PEtOH(22:0_24:2)+NH4,886.72597,743.6912,529.3655,505.3654,421.3678,397.3678,347.3306,323.3306,183.0417
PEtOH(22:0_24:4)+NH4,882.69467,739.6599,525.3342,505.3654,417.3365,397.3678,343.2993,323.3306,183.0417
PEtOH(22:0_25:0)+NH4,904.77297,761.7382,547.4125,505.3655,439.4148,397.3679,365.3776,323.3306,183.0417
PEtOH(22:0_26:0)+NH4,918.78857,775.7538,561.428,505.3655,453.4304,397.3679,379.3932,323.3306,183.0417
PEtOH(22:0_26:1)+NH4,916.77297,773.7382,559.4125,505.3655,451.4148,397.3679,377.3776,323.3306,183.0417
PEtOH(22:0_26:2)+NH4,914.75727,771.7225,557.3967,505.3655,449.3991,397.3678,375.3619,323.3306,183.0417
PEtOH(22:0_26:4)+NH4,910.72597,767.6912,553.3655,505.3654,445.3678,397.3678,371.3306,323.3306,183.0417
PEtOH(22:0_27:0)+NH4,932.80427,789.7695,575.4437,505.3655,467.4461,397.3679,393.4088,323.3306,183.0417
PEtOH(22:1_22:1)+NH4,858.69467,715.6599,503.3498,503.3498,395.3522,395.3522,321.315,321.315,183.0417
PEtOH(22:1_22:2)+NH4,856.67897,713.6442,501.3341,503.3497,393.3365,395.3521,319.2993,321.315,183.0417
PEtOH(22:1_22:3)+NH4,854.66337,711.6286,499.3185,503.3498,391.3209,395.3521,317.2837,321.315,183.0417
PEtOH(22:1_22:4)+NH4,852.64767,709.6129,497.3028,503.3497,389.3051,395.3521,315.2681,321.315,183.0417
PEtOH(22:1_22:5)+NH4,850.63207,707.5973,495.2872,503.3498,387.2896,395.3521,313.2524,321.315,183.0417
PEtOH(22:1_22:6)+NH4,848.61647,705.5817,493.2716,503.3498,385.274,395.3522,311.2368,321.315,183.0417
PEtOH(23:0_22:1)+NH4,874.72597,731.6912,503.3498,519.3811,395.3522,411.3835,321.315,337.3463,183.0417
PEtOH(24:0_22:1)+NH4,888.74167,745.7069,503.3499,533.3968,395.3522,425.3992,321.315,351.3619,183.0417
PEtOH(22:1_24:1)+NH4,886.72597,743.6912,531.3811,503.3498,423.3835,395.3522,349.3463,321.315,183.0417
PEtOH(22:1_24:2)+NH4,884.71037,741.6756,529.3655,503.3499,421.3679,395.3522,347.3306,321.315,183.0417
PEtOH(22:1_24:4)+NH4,880.67897,737.6442,525.3341,503.3497,417.3365,395.3521,343.2993,321.315,183.0417
PEtOH(25:0_22:1)+NH4,902.75727,759.7225,503.3498,547.4124,395.3522,439.4148,321.315,365.3776,183.0417
PEtOH(26:0_22:1)+NH4,916.77297,773.7382,503.3499,561.4281,395.3523,453.4305,321.315,379.3932,183.0417
PEtOH(22:1_26:1)+NH4,914.75727,771.7225,559.4124,503.3498,451.4148,395.3522,377.3776,321.315,183.0417
PEtOH(22:1_26:2)+NH4,912.74167,769.7069,557.3968,503.3499,449.3992,395.3522,375.3619,321.315,183.0417
PEtOH(22:1_26:4)+NH4,908.71037,765.6756,553.3655,503.3499,445.3679,395.3522,371.3306,321.315,183.0417
PEtOH(27:0_22:1)+NH4,930.78857,787.7538,503.3499,575.4437,395.3522,467.446,321.315,393.4088,183.0417
PEtOH(22:2_22:2)+NH4,854.66337,711.6286,501.3341,501.3341,393.3365,393.3365,319.2993,319.2993,183.0417
PEtOH(22:2_22:3)+NH4,852.64767,709.6129,499.3184,501.3341,391.3208,393.3364,317.2837,319.2993,183.0417
PEtOH(22:2_22:4)+NH4,850.63207,707.5973,497.3028,501.3341,389.3052,393.3365,315.2681,319.2993,183.0417
PEtOH(22:2_22:5)+NH4,848.61647,705.5817,495.2872,501.3341,387.2896,393.3365,313.2524,319.2993,183.0417
PEtOH(22:2_22:6)+NH4,846.60077,703.566,493.2715,501.3341,385.2739,393.3365,311.2368,319.2993,183.0417
PEtOH(23:0_22:2)+NH4,872.71037,729.6756,501.3342,519.3811,393.3366,411.3835,319.2993,337.3463,183.0417
PEtOH(24:0_22:2)+NH4,886.72597,743.6912,501.3342,533.3967,393.3365,425.3991,319.2993,351.3619,183.0417
PEtOH(24:1_22:2)+NH4,884.71037,741.6756,501.3342,531.3811,393.3366,423.3835,319.2993,349.3463,183.0417
PEtOH(22:2_24:2)+NH4,882.69467,739.6599,529.3654,501.3341,421.3678,393.3365,347.3306,319.2993,183.0417
PEtOH(22:2_24:4)+NH4,878.66337,735.6286,525.3341,501.3341,417.3365,393.3365,343.2993,319.2993,183.0417
PEtOH(25:0_22:2)+NH4,900.74167,757.7069,501.3342,547.4124,393.3366,439.4148,319.2993,365.3776,183.0417
PEtOH(26:0_22:2)+NH4,914.75727,771.7225,501.3342,561.428,393.3365,453.4304,319.2993,379.3932,183.0417
PEtOH(26:1_22:2)+NH4,912.74167,769.7069,501.3342,559.4124,393.3366,451.4148,319.2993,377.3776,183.0417
PEtOH(22:2_26:2)+NH4,910.72597,767.6912,557.3967,501.3342,449.3991,393.3365,375.3619,319.2993,183.0417
PEtOH(22:2_26:4)+NH4,906.69467,763.6599,553.3654,501.3341,445.3678,393.3365,371.3306,319.2993,183.0417
PEtOH(27:0_22:2)+NH4,928.77297,785.7382,501.3343,575.4437,393.3366,467.4461,319.2993,393.4088,183.0417
PEtOH(22:3_22:3)+NH4,850.63207,707.5973,499.3185,499.3185,391.3208,391.3208,317.2837,317.2837,183.0417
PEtOH(22:3_22:4)+NH4,848.61647,705.5817,497.3029,499.3185,389.3052,391.3209,315.2681,317.2837,183.0417
PEtOH(22:3_22:5)+NH4,846.60077,703.566,495.2872,499.3185,387.2896,391.3208,313.2524,317.2837,183.0417
PEtOH(22:3_22:6)+NH4,844.58517,701.5504,493.2716,499.3185,385.2739,391.3209,311.2368,317.2837,183.0417
PEtOH(23:0_22:3)+NH4,870.69467,727.6599,499.3185,519.381,391.3209,411.3835,317.2837,337.3463,183.0417
PEtOH(24:0_22:3)+NH4,884.71037,741.6756,499.3186,533.3968,391.321,425.3991,317.2837,351.3619,183.0417
PEtOH(24:1_22:3)+NH4,882.69467,739.6599,499.3185,531.381,391.3209,423.3835,317.2837,349.3463,183.0417
PEtOH(24:2_22:3)+NH4,880.67897,737.6442,499.3185,529.3654,391.3208,421.3677,317.2837,347.3306,183.0417
PEtOH(22:3_24:4)+NH4,876.64767,733.6129,525.334,499.3184,417.3364,391.3208,343.2993,317.2837,183.0417
PEtOH(25:0_22:3)+NH4,898.72597,755.6912,499.3185,547.4124,391.3209,439.4147,317.2837,365.3776,183.0417
PEtOH(26:0_22:3)+NH4,912.74167,769.7069,499.3186,561.428,391.321,453.4305,317.2837,379.3932,183.0417
PEtOH(26:1_22:3)+NH4,910.72597,767.6912,499.3185,559.4124,391.3209,451.4147,317.2837,377.3776,183.0417
PEtOH(26:2_22:3)+NH4,908.71037,765.6756,499.3186,557.3968,391.321,449.3991,317.2837,375.3619,183.0417
PEtOH(22:3_26:4)+NH4,904.67897,761.6442,553.3654,499.3185,445.3677,391.3208,371.3306,317.2837,183.0417
PEtOH(27:0_22:3)+NH4,926.75727,783.7225,499.3185,575.4437,391.3209,467.446,317.2837,393.4088,183.0417
PEtOH(22:4_22:4)+NH4,846.60077,703.566,497.3028,497.3028,389.3052,389.3052,315.2681,315.2681,183.0417
PEtOH(22:4_22:5)+NH4,844.58517,701.5504,495.2872,497.3029,387.2896,389.3052,313.2524,315.2681,183.0417
PEtOH(22:4_22:6)+NH4,842.56947,699.5347,493.2715,497.3028,385.2739,389.3051,311.2368,315.2681,183.0417
PEtOH(23:0_22:4)+NH4,868.67897,725.6442,497.3028,519.381,389.3052,411.3834,315.2681,337.3463,183.0417
PEtOH(24:0_22:4)+NH4,882.69467,739.6599,497.3029,533.3967,389.3052,425.3991,315.2681,351.3619,183.0417
PEtOH(24:1_22:4)+NH4,880.67897,737.6442,497.3028,531.381,389.3052,423.3834,315.2681,349.3463,183.0417
PEtOH(24:2_22:4)+NH4,878.66337,735.6286,497.3029,529.3654,389.3052,421.3678,315.2681,347.3306,183.0417
PEtOH(22:4_24:4)+NH4,874.63207,731.5973,525.3341,497.3028,417.3365,389.3052,343.2993,315.2681,183.0417
PEtOH(25:0_22:4)+NH4,896.71037,753.6756,497.3029,547.4124,389.3053,439.4148,315.2681,365.3776,183.0417
PEtOH(26:0_22:4)+NH4,910.72597,767.6912,497.3029,561.428,389.3053,453.4304,315.2681,379.3932,183.0417
PEtOH(26:1_22:4)+NH4,908.71037,765.6756,497.3029,559.4124,389.3053,451.4148,315.2681,377.3776,183.0417
PEtOH(26:2_22:4)+NH4,906.69467,763.6599,497.3029,557.3967,389.3052,449.3991,315.2681,375.3619,183.0417
PEtOH(22:4_26:4)+NH4,902.66337,759.6286,553.3654,497.3029,445.3678,389.3052,371.3306,315.2681,183.0417
PEtOH(27:0_22:4)+NH4,924.74167,781.7069,497.3029,575.4437,389.3053,467.4461,315.2681,393.4088,183.0417
PEtOH(22:5_22:5)+NH4,842.56947,699.5347,495.2871,495.2871,387.2895,387.2895,313.2524,313.2524,183.0417
PEtOH(22:5_22:6)+NH4,840.55387,697.5191,493.2715,495.2872,385.2739,387.2896,311.2368,313.2524,183.0417
PEtOH(23:0_22:5)+NH4,866.66337,723.6286,495.2872,519.381,387.2896,411.3834,313.2524,337.3463,183.0417
PEtOH(24:0_22:5)+NH4,880.67897,737.6442,495.2872,533.3967,387.2896,425.399,313.2524,351.3619,183.0417
PEtOH(24:1_22:5)+NH4,878.66337,735.6286,495.2872,531.381,387.2896,423.3834,313.2524,349.3463,183.0417
PEtOH(24:2_22:5)+NH4,876.64767,733.6129,495.2871,529.3654,387.2895,421.3677,313.2524,347.3306,183.0417
PEtOH(24:4_22:5)+NH4,872.61647,729.5817,495.2872,525.3342,387.2896,417.3365,313.2524,343.2993,183.0417
PEtOH(25:0_22:5)+NH4,894.69467,751.6599,495.2872,547.4124,387.2896,439.4147,313.2524,365.3776,183.0417
PEtOH(26:0_22:5)+NH4,908.71037,765.6756,495.2873,561.428,387.2897,453.4304,313.2524,379.3932,183.0417
PEtOH(26:1_22:5)+NH4,906.69467,763.6599,495.2872,559.4124,387.2896,451.4147,313.2524,377.3776,183.0417
PEtOH(26:2_22:5)+NH4,904.67897,761.6442,495.2872,557.3967,387.2896,449.399,313.2524,375.3619,183.0417
PEtOH(26:4_22:5)+NH4,900.64767,757.6129,495.2871,553.3654,387.2895,445.3677,313.2524,371.3306,183.0417
PEtOH(27:0_22:5)+NH4,922.72597,779.6912,495.2873,575.4437,387.2896,467.446,313.2524,393.4088,183.0417
PEtOH(22:6_22:6)+NH4,838.53817,695.5034,493.2715,493.2715,385.2739,385.2739,311.2368,311.2368,183.0417
PEtOH(23:0_22:6)+NH4,864.64767,721.6129,493.2715,519.381,385.2739,411.3834,311.2368,337.3463,183.0417
PEtOH(24:0_22:6)+NH4,878.66337,735.6286,493.2716,533.3967,385.2739,425.399,311.2368,351.3619,183.0417
PEtOH(24:1_22:6)+NH4,876.64767,733.6129,493.2715,531.381,385.2739,423.3834,311.2368,349.3463,183.0417
PEtOH(24:2_22:6)+NH4,874.63207,731.5973,493.2715,529.3654,385.2739,421.3678,311.2368,347.3306,183.0417
PEtOH(24:4_22:6)+NH4,870.60077,727.566,493.2715,525.3341,385.2739,417.3365,311.2368,343.2993,183.0417
PEtOH(25:0_22:6)+NH4,892.67897,749.6442,493.2715,547.4123,385.2739,439.4147,311.2368,365.3776,183.0417
PEtOH(26:0_22:6)+NH4,906.69467,763.6599,493.2716,561.428,385.274,453.4304,311.2368,379.3932,183.0417
PEtOH(26:1_22:6)+NH4,904.67897,761.6442,493.2715,559.4123,385.2739,451.4147,311.2368,377.3776,183.0417
PEtOH(26:2_22:6)+NH4,902.66337,759.6286,493.2716,557.3967,385.2739,449.399,311.2368,375.3619,183.0417
PEtOH(26:4_22:6)+NH4,898.63207,755.5973,493.2715,553.3654,385.2739,445.3678,311.2368,371.3306,183.0417
PEtOH(27:0_22:6)+NH4,920.71037,777.6756,493.2716,575.4437,385.274,467.446,311.2368,393.4088,183.0417
PEtOH(23:0_23:0)+NH4,890.75727,747.7225,519.3811,519.3811,411.3835,411.3835,337.3463,337.3463,183.0417
PEtOH(23:0_24:0)+NH4,904.77297,761.7382,533.3968,519.3812,425.3992,411.3835,351.3619,337.3463,183.0417
PEtOH(23:0_24:1)+NH4,902.75727,759.7225,531.3811,519.3811,423.3835,411.3835,349.3463,337.3463,183.0417
PEtOH(23:0_24:2)+NH4,900.74167,757.7069,529.3655,519.3812,421.3679,411.3835,347.3306,337.3463,183.0417
PEtOH(23:0_24:4)+NH4,896.71037,753.6756,525.3342,519.3811,417.3366,411.3835,343.2993,337.3463,183.0417
PEtOH(23:0_25:0)+NH4,918.78857,775.7538,547.4124,519.3811,439.4148,411.3835,365.3776,337.3463,183.0417
PEtOH(23:0_26:0)+NH4,932.80427,789.7695,561.4281,519.3812,453.4305,411.3835,379.3932,337.3463,183.0417
PEtOH(23:0_26:1)+NH4,930.78857,787.7538,559.4124,519.3811,451.4148,411.3835,377.3776,337.3463,183.0417
PEtOH(23:0_26:2)+NH4,928.77297,785.7382,557.3968,519.3812,449.3992,411.3835,375.3619,337.3463,183.0417
PEtOH(23:0_26:4)+NH4,924.74167,781.7069,553.3655,519.3812,445.3679,411.3835,371.3306,337.3463,183.0417
PEtOH(23:0_27:0)+NH4,946.81987,803.7851,575.4437,519.3812,467.4461,411.3835,393.4088,337.3463,183.0417
PEtOH(24:0_24:0)+NH4,918.78857,775.7538,533.3968,533.3968,425.3991,425.3991,351.3619,351.3619,183.0417
PEtOH(24:0_24:1)+NH4,916.77297,773.7382,531.3812,533.3968,423.3835,425.3992,349.3463,351.3619,183.0417
PEtOH(24:0_24:2)+NH4,914.75727,771.7225,529.3655,533.3967,421.3678,425.3991,347.3306,351.3619,183.0417
PEtOH(24:0_24:4)+NH4,910.72597,767.6912,525.3342,533.3967,417.3365,425.3991,343.2993,351.3619,183.0417
PEtOH(24:0_25:0)+NH4,932.80427,789.7695,547.4125,533.3969,439.4148,425.3992,365.3776,351.3619,183.0417
PEtOH(24:0_26:0)+NH4,946.81987,803.7851,561.428,533.3968,453.4305,425.3992,379.3932,351.3619,183.0417
PEtOH(24:0_26:1)+NH4,944.80427,801.7695,559.4125,533.3969,451.4148,425.3992,377.3776,351.3619,183.0417
PEtOH(24:0_26:2)+NH4,942.78857,799.7538,557.3968,533.3968,449.3991,425.3991,375.3619,351.3619,183.0417
PEtOH(24:0_26:4)+NH4,938.75727,795.7225,553.3655,533.3967,445.3678,425.3991,371.3306,351.3619,183.0417
PEtOH(24:0_27:0)+NH4,960.83547,817.8007,575.4437,533.3967,467.446,425.3991,393.4088,351.3619,183.0417
PEtOH(24:1_24:1)+NH4,914.75727,771.7225,531.3811,531.3811,423.3835,423.3835,349.3463,349.3463,183.0417
PEtOH(24:1_24:2)+NH4,912.74167,769.7069,529.3655,531.3812,421.3679,423.3835,347.3306,349.3463,183.0417
PEtOH(24:1_24:4)+NH4,908.71037,765.6756,525.3342,531.3811,417.3366,423.3835,343.2993,349.3463,183.0417
PEtOH(25:0_24:1)+NH4,930.78857,787.7538,531.3811,547.4124,423.3835,439.4148,349.3463,365.3776,183.0417
PEtOH(26:0_24:1)+NH4,944.80427,801.7695,531.3812,561.4281,423.3835,453.4305,349.3463,379.3932,183.0417
PEtOH(24:1_26:1)+NH4,942.78857,799.7538,559.4124,531.3811,451.4148,423.3835,377.3776,349.3463,183.0417
PEtOH(24:1_26:2)+NH4,940.77297,797.7382,557.3968,531.3812,449.3992,423.3835,375.3619,349.3463,183.0417
PEtOH(24:1_26:4)+NH4,936.74167,793.7069,553.3655,531.3812,445.3679,423.3835,371.3306,349.3463,183.0417
PEtOH(27:0_24:1)+NH4,958.81987,815.7851,531.3812,575.4437,423.3835,467.4461,349.3463,393.4088,183.0417
PEtOH(24:2_24:2)+NH4,910.72597,767.6912,529.3655,529.3655,421.3678,421.3678,347.3306,347.3306,183.0417
PEtOH(24:2_24:4)+NH4,906.69467,763.6599,525.3342,529.3654,417.3365,421.3678,343.2993,347.3306,183.0417
PEtOH(25:0_24:2)+NH4,928.77297,785.7382,529.3655,547.4125,421.3679,439.4148,347.3306,365.3776,183.0417
PEtOH(26:0_24:2)+NH4,942.78857,799.7538,529.3655,561.428,421.3679,453.4304,347.3306,379.3932,183.0417
PEtOH(26:1_24:2)+NH4,940.77297,797.7382,529.3655,559.4125,421.3679,451.4148,347.3306,377.3776,183.0417
PEtOH(24:2_26:2)+NH4,938.75727,795.7225,557.3967,529.3655,449.3991,421.3678,375.3619,347.3306,183.0417
PEtOH(24:2_26:4)+NH4,934.72597,791.6912,553.3655,529.3655,445.3678,421.3678,371.3306,347.3306,183.0417
PEtOH(27:0_24:2)+NH4,956.80427,813.7695,529.3655,575.4437,421.3679,467.4461,347.3306,393.4088,183.0417
PEtOH(24:4_24:4)+NH4,902.66337,759.6286,525.3341,525.3341,417.3365,417.3365,343.2993,343.2993,183.0417
PEtOH(25:0_24:4)+NH4,924.74167,781.7069,525.3342,547.4124,417.3366,439.4148,343.2993,365.3776,183.0417
PEtOH(26:0_24:4)+NH4,938.75727,795.7225,525.3342,561.428,417.3365,453.4304,343.2993,379.3932,183.0417
