Cer-AP,[M+HCO2]-,[M-H]-,[FA+NC(C)CO-H]-,[FA+O-H]-,[FA-CO-3H]-,[Sph-NC(CO)CO-H]-
Cer-AP(t15:0/36:1)+HCO2,852.7656,806.7601,604.5663,549.5252,503.5197,183.1743
Cer-AP(t15:0/36:2)+HCO2,850.75,804.7445,602.5507,547.5096,501.5041,183.1743
Cer-AP(t15:0/38:0)+HCO2,882.8126,836.8071,634.6133,579.5722,533.5667,183.1743
Cer-AP(t15:0/38:1)+HCO2,880.7969,834.7914,632.5977,577.5565,531.551,183.1743
Cer-AP(t15:0/38:2)+HCO2,878.7813,832.7758,630.582,575.5409,529.5354,183.1743
Cer-AP(t15:0/40:0)+HCO2,910.8439,864.8384,662.6446,607.6035,561.598,183.1743
Cer-AP(t15:0/40:1)+HCO2,908.8282,862.8228,660.629,605.5878,559.5823,183.1743
Cer-AP(t15:0/40:2)+HCO2,906.8126,860.8071,658.6133,603.5722,557.5667,183.1743
Cer-AP(t15:0/42:0)+HCO2,938.8752,892.8697,690.6759,635.6348,589.6293,183.1743
Cer-AP(t15:0/42:1)+HCO2,936.8596,890.8541,688.6602,633.6191,587.6136,183.1743
Cer-AP(t15:0/42:2)+HCO2,934.8439,888.8384,686.6446,631.6035,585.598,183.1743
Cer-AP(t15:1/12:0)+HCO2,516.39,470.3846,270.2064,215.1653,169.1598,181.1587
Cer-AP(t15:1/12:1)+HCO2,514.3744,468.3689,268.1907,213.1496,167.1441,181.1587
Cer-AP(t15:1/13:0)+HCO2,530.4057,484.4002,284.222,229.1809,183.1754,181.1587
Cer-AP(t15:1/13:1)+HCO2,528.39,482.3846,282.2064,227.1653,181.1598,181.1587
Cer-AP(t15:1/14:0)+HCO2,544.4213,498.4159,298.2377,243.1966,197.1911,181.1587
Cer-AP(t15:1/14:1)+HCO2,542.4057,496.4002,296.222,241.1809,195.1754,181.1587
Cer-AP(t15:1/15:0)+HCO2,558.437,512.4315,312.2533,257.2122,211.2067,181.1587
Cer-AP(t15:1/15:1)+HCO2,556.4213,510.4159,310.2377,255.1966,209.1911,181.1587
Cer-AP(t15:1/16:0)+HCO2,572.4526,526.4471,326.269,271.2279,225.2224,181.1587
Cer-AP(t15:1/16:1)+HCO2,570.437,524.4315,324.2533,269.2122,223.2067,181.1587
Cer-AP(t15:1/16:2)+HCO2,568.4213,522.4158,322.2377,267.1966,221.1911,181.1587
Cer-AP(t15:1/17:0)+HCO2,586.4683,540.4628,340.2846,285.2435,239.238,181.1587
Cer-AP(t15:1/18:0)+HCO2,600.4839,554.4785,354.3003,299.2592,253.2537,181.1587
Cer-AP(t15:1/18:1)+HCO2,598.4683,552.4628,352.2846,297.2435,251.238,181.1587
Cer-AP(t15:1/18:2)+HCO2,596.4526,550.4471,350.269,295.2279,249.2224,181.1587
Cer-AP(t15:1/19:0)+HCO2,614.4996,568.4941,368.3159,313.2748,267.2693,181.1587
Cer-AP(t15:1/19:1)+HCO2,612.4839,566.4785,366.3003,311.2592,265.2537,181.1587
Cer-AP(t15:1/20:0)+HCO2,628.5153,582.5098,382.3316,327.2905,281.285,181.1587
Cer-AP(t15:1/20:1)+HCO2,626.4996,580.4941,380.3159,325.2748,279.2693,181.1587
Cer-AP(t15:1/20:2)+HCO2,624.4839,578.4785,378.3003,323.2592,277.2537,181.1587
Cer-AP(t15:1/21:0)+HCO2,642.5309,596.5254,396.3472,341.3061,295.3006,181.1587
Cer-AP(t15:1/21:1)+HCO2,640.5153,594.5098,394.3316,339.2905,293.285,181.1587
Cer-AP(t15:1/22:0)+HCO2,656.5465,610.5411,410.3629,355.3218,309.3163,181.1587
Cer-AP(t15:1/22:1)+HCO2,654.5309,608.5254,408.3472,353.3061,307.3006,181.1587
Cer-AP(t15:1/22:2)+HCO2,652.5153,606.5098,406.3316,351.2905,305.285,181.1587
Cer-AP(t15:1/23:0)+HCO2,670.5622,624.5567,424.3785,369.3374,323.3319,181.1587
Cer-AP(t15:1/23:1)+HCO2,668.5465,622.5411,422.3629,367.3218,321.3163,181.1587
Cer-AP(t15:1/24:0)+HCO2,684.5778,638.5723,438.3942,383.3531,337.3476,181.1587
Cer-AP(t15:1/24:1)+HCO2,682.5622,636.5567,436.3785,381.3374,335.3319,181.1587
Cer-AP(t15:1/24:2)+HCO2,680.5465,634.5411,434.3629,379.3218,333.3163,181.1587
Cer-AP(t15:1/25:0)+HCO2,698.5935,652.588,452.4099,397.3687,351.3633,181.1587
Cer-AP(t15:1/25:1)+HCO2,696.5778,650.5723,450.3942,395.3531,349.3476,181.1587
Cer-AP(t15:1/26:0)+HCO2,712.6091,666.6036,466.4255,411.3844,365.3789,181.1587
Cer-AP(t15:1/26:1)+HCO2,710.5935,664.588,464.4099,409.3687,363.3633,181.1587
Cer-AP(t15:1/26:2)+HCO2,708.5778,662.5723,462.3942,407.3531,361.3476,181.1587
Cer-AP(t15:1/27:0)+HCO2,726.6248,680.6193,480.4411,425.4,379.3945,181.1587
Cer-AP(t15:1/27:1)+HCO2,724.6091,678.6036,478.4255,423.3844,377.3789,181.1587
Cer-AP(t15:1/28:0)+HCO2,740.6404,694.6349,494.4568,439.4157,393.4102,181.1587
Cer-AP(t15:1/28:1)+HCO2,738.6248,692.6193,492.4411,437.4,391.3945,181.1587
Cer-AP(t15:1/28:2)+HCO2,736.6091,690.6036,490.4255,435.3844,389.3789,181.1587
Cer-AP(t15:1/29:0)+HCO2,754.6561,708.6506,508.4724,453.4313,407.4258,181.1587
Cer-AP(t15:1/29:1)+HCO2,752.6404,706.6349,506.4568,451.4157,405.4102,181.1587
Cer-AP(t15:1/30:0)+HCO2,768.6718,722.6663,522.4881,467.447,421.4415,181.1587
Cer-AP(t15:1/30:1)+HCO2,766.6561,720.6506,520.4724,465.4313,419.4258,181.1587
Cer-AP(t15:1/30:2)+HCO2,764.6404,718.6349,518.4568,463.4157,417.4102,181.1587
Cer-AP(t15:1/31:0)+HCO2,782.6874,736.6819,536.5037,481.4626,435.4572,181.1587
Cer-AP(t15:1/31:1)+HCO2,780.6718,734.6663,534.4881,479.447,433.4415,181.1587
Cer-AP(t15:1/32:0)+HCO2,796.703,750.6976,550.5194,495.4783,449.4728,181.1587
Cer-AP(t15:1/32:1)+HCO2,794.6874,748.6819,548.5037,493.4626,447.4572,181.1587
Cer-AP(t15:1/32:2)+HCO2,792.6718,746.6663,546.4881,491.447,445.4415,181.1587
Cer-AP(t15:1/33:0)+HCO2,810.7187,764.7132,564.535,509.4939,463.4884,181.1587
Cer-AP(t15:1/33:1)+HCO2,808.703,762.6976,562.5194,507.4783,461.4728,181.1587
Cer-AP(t15:1/34:0)+HCO2,824.7343,778.7289,578.5507,523.5096,477.5041,181.1587
Cer-AP(t15:1/34:1)+HCO2,822.7187,776.7132,576.535,521.494,475.4884,181.1587
Cer-AP(t15:1/34:2)+HCO2,820.703,774.6976,574.5194,519.4783,473.4728,181.1587
Cer-AP(t15:1/35:0)+HCO2,838.75,792.7445,592.5663,537.5252,491.5197,181.1587
Cer-AP(t15:1/35:1)+HCO2,836.7343,790.7289,590.5507,535.5096,489.5041,181.1587
Cer-AP(t15:1/36:0)+HCO2,852.7656,806.7601,606.582,551.5409,505.5354,181.1587
Cer-AP(t15:1/36:1)+HCO2,850.75,804.7445,604.5663,549.5252,503.5197,181.1587
Cer-AP(t15:1/36:2)+HCO2,848.7343,802.7289,602.5507,547.5096,501.5041,181.1587
Cer-AP(t15:1/38:0)+HCO2,880.7969,834.7914,634.6133,579.5722,533.5667,181.1587
Cer-AP(t15:1/38:1)+HCO2,878.7813,832.7758,632.5977,577.5565,531.551,181.1587
Cer-AP(t15:1/38:2)+HCO2,876.7656,830.7601,630.582,575.5409,529.5354,181.1587
Cer-AP(t15:1/40:0)+HCO2,908.8282,862.8228,662.6446,607.6035,561.598,181.1587
Cer-AP(t15:1/40:1)+HCO2,906.8126,860.8071,660.629,605.5878,559.5823,181.1587
Cer-AP(t15:1/40:2)+HCO2,904.7969,858.7914,658.6133,603.5722,557.5667,181.1587
Cer-AP(t15:1/42:0)+HCO2,936.8596,890.8541,690.6759,635.6348,589.6293,181.1587
Cer-AP(t15:1/42:1)+HCO2,934.8439,888.8384,688.6602,633.6191,587.6136,181.1587
Cer-AP(t15:1/42:2)+HCO2,932.8282,886.8228,686.6446,631.6035,585.598,181.1587
Cer-AP(t15:2/12:0)+HCO2,514.3744,468.3689,270.2064,215.1653,169.1598,179.1431
Cer-AP(t15:2/12:1)+HCO2,512.3587,466.3532,268.1907,213.1496,167.1441,179.1431
Cer-AP(t15:2/13:0)+HCO2,528.39,482.3846,284.222,229.1809,183.1754,179.1431
Cer-AP(t15:2/13:1)+HCO2,526.3744,480.3689,282.2064,227.1653,181.1598,179.1431
Cer-AP(t15:2/14:0)+HCO2,542.4057,496.4002,298.2377,243.1966,197.1911,179.1431
Cer-AP(t15:2/14:1)+HCO2,540.39,494.3846,296.222,241.1809,195.1754,179.1431
Cer-AP(t15:2/15:0)+HCO2,556.4213,510.4159,312.2533,257.2122,211.2067,179.1431
Cer-AP(t15:2/15:1)+HCO2,554.4057,508.4002,310.2377,255.1966,209.1911,179.1431
Cer-AP(t15:2/16:0)+HCO2,570.437,524.4315,326.269,271.2279,225.2224,179.1431
Cer-AP(t15:2/16:1)+HCO2,568.4213,522.4158,324.2533,269.2122,223.2067,179.1431
Cer-AP(t15:2/16:2)+HCO2,566.4057,520.4002,322.2377,267.1966,221.1911,179.1431
Cer-AP(t15:2/17:0)+HCO2,584.4526,538.4471,340.2846,285.2435,239.238,179.1431
Cer-AP(t15:2/18:0)+HCO2,598.4683,552.4628,354.3003,299.2592,253.2537,179.1431
Cer-AP(t15:2/18:1)+HCO2,596.4526,550.4471,352.2846,297.2435,251.238,179.1431
Cer-AP(t15:2/18:2)+HCO2,594.437,548.4315,350.269,295.2279,249.2224,179.1431
Cer-AP(t15:2/19:0)+HCO2,612.4839,566.4785,368.3159,313.2748,267.2693,179.1431
Cer-AP(t15:2/19:1)+HCO2,610.4683,564.4628,366.3003,311.2592,265.2537,179.1431
Cer-AP(t15:2/20:0)+HCO2,626.4996,580.4941,382.3316,327.2905,281.285,179.1431
Cer-AP(t15:2/20:1)+HCO2,624.4839,578.4785,380.3159,325.2748,279.2693,179.1431
Cer-AP(t15:2/20:2)+HCO2,622.4683,576.4628,378.3003,323.2592,277.2537,179.1431
Cer-AP(t15:2/21:0)+HCO2,640.5153,594.5098,396.3472,341.3061,295.3006,179.1431
Cer-AP(t15:2/21:1)+HCO2,638.4996,592.4941,394.3316,339.2905,293.285,179.1431
Cer-AP(t15:2/22:0)+HCO2,654.5309,608.5254,410.3629,355.3218,309.3163,179.1431
Cer-AP(t15:2/22:1)+HCO2,652.5153,606.5098,408.3472,353.3061,307.3006,179.1431
Cer-AP(t15:2/22:2)+HCO2,650.4996,604.4941,406.3316,351.2905,305.285,179.1431
Cer-AP(t15:2/23:0)+HCO2,668.5465,622.5411,424.3785,369.3374,323.3319,179.1431
Cer-AP(t15:2/23:1)+HCO2,666.5309,620.5254,422.3629,367.3218,321.3163,179.1431
Cer-AP(t15:2/24:0)+HCO2,682.5622,636.5567,438.3942,383.3531,337.3476,179.1431
Cer-AP(t15:2/24:1)+HCO2,680.5465,634.5411,436.3785,381.3374,335.3319,179.1431
Cer-AP(t15:2/24:2)+HCO2,678.5309,632.5254,434.3629,379.3218,333.3163,179.1431
Cer-AP(t15:2/25:0)+HCO2,696.5778,650.5723,452.4099,397.3687,351.3633,179.1431
Cer-AP(t15:2/25:1)+HCO2,694.5622,648.5567,450.3942,395.3531,349.3476,179.1431
Cer-AP(t15:2/26:0)+HCO2,710.5935,664.588,466.4255,411.3844,365.3789,179.1431
Cer-AP(t15:2/26:1)+HCO2,708.5778,662.5723,464.4099,409.3687,363.3633,179.1431
Cer-AP(t15:2/26:2)+HCO2,706.5622,660.5567,462.3942,407.3531,361.3476,179.1431
Cer-AP(t15:2/27:0)+HCO2,724.6091,678.6036,480.4411,425.4,379.3945,179.1431
Cer-AP(t15:2/27:1)+HCO2,722.5935,676.588,478.4255,423.3844,377.3789,179.1431
Cer-AP(t15:2/28:0)+HCO2,738.6248,692.6193,494.4568,439.4157,393.4102,179.1431
Cer-AP(t15:2/28:1)+HCO2,736.6091,690.6036,492.4411,437.4,391.3945,179.1431
Cer-AP(t15:2/28:2)+HCO2,734.5935,688.588,490.4255,435.3844,389.3789,179.1431
Cer-AP(t15:2/29:0)+HCO2,752.6404,706.6349,508.4724,453.4313,407.4258,179.1431
Cer-AP(t15:2/29:1)+HCO2,750.6248,704.6193,506.4568,451.4157,405.4102,179.1431
Cer-AP(t15:2/30:0)+HCO2,766.6561,720.6506,522.4881,467.447,421.4415,179.1431
Cer-AP(t15:2/30:1)+HCO2,764.6404,718.6349,520.4724,465.4313,419.4258,179.1431
Cer-AP(t15:2/30:2)+HCO2,762.6248,716.6193,518.4568,463.4157,417.4102,179.1431
Cer-AP(t15:2/31:0)+HCO2,780.6718,734.6663,536.5037,481.4626,435.4572,179.1431
Cer-AP(t15:2/31:1)+HCO2,778.6561,732.6506,534.4881,479.447,433.4415,179.1431
Cer-AP(t15:2/32:0)+HCO2,794.6874,748.6819,550.5194,495.4783,449.4728,179.1431
Cer-AP(t15:2/32:1)+HCO2,792.6718,746.6663,548.5037,493.4626,447.4572,179.1431
Cer-AP(t15:2/32:2)+HCO2,790.6561,744.6506,546.4881,491.447,445.4415,179.1431
Cer-AP(t15:2/33:0)+HCO2,808.703,762.6976,564.535,509.4939,463.4884,179.1431
Cer-AP(t15:2/33:1)+HCO2,806.6874,760.6819,562.5194,507.4783,461.4728,179.1431
Cer-AP(t15:2/34:0)+HCO2,822.7187,776.7132,578.5507,523.5096,477.5041,179.1431
Cer-AP(t15:2/34:1)+HCO2,820.703,774.6976,576.535,521.494,475.4884,179.1431
Cer-AP(t15:2/34:2)+HCO2,818.6874,772.6819,574.5194,519.4783,473.4728,179.1431
Cer-AP(t15:2/35:0)+HCO2,836.7343,790.7289,592.5663,537.5252,491.5197,179.1431
Cer-AP(t15:2/35:1)+HCO2,834.7187,788.7132,590.5507,535.5096,489.5041,179.1431
Cer-AP(t15:2/36:0)+HCO2,850.75,804.7445,606.582,551.5409,505.5354,179.1431
Cer-AP(t15:2/36:1)+HCO2,848.7343,802.7289,604.5663,549.5252,503.5197,179.1431
Cer-AP(t15:2/36:2)+HCO2,846.7187,800.7132,602.5507,547.5096,501.5041,179.1431
Cer-AP(t15:2/38:0)+HCO2,878.7813,832.7758,634.6133,579.5722,533.5667,179.1431
Cer-AP(t15:2/38:1)+HCO2,876.7656,830.7601,632.5977,577.5565,531.551,179.1431
Cer-AP(t15:2/38:2)+HCO2,874.75,828.7445,630.582,575.5409,529.5354,179.1431
Cer-AP(t15:2/40:0)+HCO2,906.8126,860.8071,662.6446,607.6035,561.598,179.1431
Cer-AP(t15:2/40:1)+HCO2,904.7969,858.7914,660.629,605.5878,559.5823,179.1431
Cer-AP(t15:2/40:2)+HCO2,902.7813,856.7758,658.6133,603.5722,557.5667,179.1431
Cer-AP(t15:2/42:0)+HCO2,934.8439,888.8384,690.6759,635.6348,589.6293,179.1431
Cer-AP(t15:2/42:1)+HCO2,932.8282,886.8228,688.6602,633.6191,587.6136,179.1431
Cer-AP(t15:2/42:2)+HCO2,930.8126,884.8071,686.6446,631.6035,585.598,179.1431
Cer-AP(t16:0/12:0)+HCO2,532.4213,486.4159,270.2064,215.1653,169.1598,197.19
Cer-AP(t16:0/12:1)+HCO2,530.4057,484.4002,268.1907,213.1496,167.1441,197.19
Cer-AP(t16:0/13:0)+HCO2,546.437,500.4315,284.222,229.1809,183.1754,197.19
Cer-AP(t16:0/13:1)+HCO2,544.4213,498.4159,282.2064,227.1653,181.1598,197.19
Cer-AP(t16:0/14:0)+HCO2,560.4526,514.4471,298.2377,243.1966,197.1911,197.19
Cer-AP(t16:0/14:1)+HCO2,558.437,512.4315,296.222,241.1809,195.1754,197.19
Cer-AP(t16:0/15:0)+HCO2,574.4683,528.4628,312.2533,257.2122,211.2067,197.19
Cer-AP(t16:0/15:1)+HCO2,572.4526,526.4471,310.2377,255.1966,209.1911,197.19
Cer-AP(t16:0/16:0)+HCO2,588.4839,542.4785,326.269,271.2279,225.2224,197.19
Cer-AP(t16:0/16:1)+HCO2,586.4683,540.4628,324.2533,269.2122,223.2067,197.19
Cer-AP(t16:0/16:2)+HCO2,584.4526,538.4471,322.2377,267.1966,221.1911,197.19
Cer-AP(t16:0/17:0)+HCO2,602.4996,556.4941,340.2846,285.2435,239.238,197.19
Cer-AP(t16:0/18:0)+HCO2,616.5153,570.5098,354.3003,299.2592,253.2537,197.19
Cer-AP(t16:0/18:1)+HCO2,614.4996,568.4941,352.2846,297.2435,251.238,197.19
Cer-AP(t16:0/18:2)+HCO2,612.4839,566.4785,350.269,295.2279,249.2224,197.19
Cer-AP(t16:0/19:0)+HCO2,630.5309,584.5254,368.3159,313.2748,267.2693,197.19
Cer-AP(t16:0/19:1)+HCO2,628.5153,582.5098,366.3003,311.2592,265.2537,197.19
Cer-AP(t16:0/20:0)+HCO2,644.5465,598.5411,382.3316,327.2905,281.285,197.19
Cer-AP(t16:0/20:1)+HCO2,642.5309,596.5254,380.3159,325.2748,279.2693,197.19
Cer-AP(t16:0/20:2)+HCO2,640.5153,594.5098,378.3003,323.2592,277.2537,197.19
Cer-AP(t16:0/21:0)+HCO2,658.5622,612.5567,396.3472,341.3061,295.3006,197.19
Cer-AP(t16:0/21:1)+HCO2,656.5465,610.5411,394.3316,339.2905,293.285,197.19
Cer-AP(t16:0/22:0)+HCO2,672.5778,626.5723,410.3629,355.3218,309.3163,197.19
Cer-AP(t16:0/22:1)+HCO2,670.5622,624.5567,408.3472,353.3061,307.3006,197.19
Cer-AP(t16:0/22:2)+HCO2,668.5465,622.5411,406.3316,351.2905,305.285,197.19
Cer-AP(t16:0/23:0)+HCO2,686.5935,640.588,424.3785,369.3374,323.3319,197.19
Cer-AP(t16:0/23:1)+HCO2,684.5778,638.5723,422.3629,367.3218,321.3163,197.19
Cer-AP(t16:0/24:0)+HCO2,700.6091,654.6036,438.3942,383.3531,337.3476,197.19
Cer-AP(t16:0/24:1)+HCO2,698.5935,652.588,436.3785,381.3374,335.3319,197.19
Cer-AP(t16:0/24:2)+HCO2,696.5778,650.5723,434.3629,379.3218,333.3163,197.19
Cer-AP(t16:0/25:0)+HCO2,714.6248,668.6193,452.4099,397.3687,351.3633,197.19
Cer-AP(t16:0/25:1)+HCO2,712.6091,666.6036,450.3942,395.3531,349.3476,197.19
Cer-AP(t16:0/26:0)+HCO2,728.6404,682.6349,466.4255,411.3844,365.3789,197.19
Cer-AP(t16:0/26:1)+HCO2,726.6248,680.6193,464.4099,409.3687,363.3633,197.19
Cer-AP(t16:0/26:2)+HCO2,724.6091,678.6036,462.3942,407.3531,361.3476,197.19
Cer-AP(t16:0/27:0)+HCO2,742.6561,696.6506,480.4411,425.4,379.3945,197.19
Cer-AP(t16:0/27:1)+HCO2,740.6404,694.6349,478.4255,423.3844,377.3789,197.19
Cer-AP(t16:0/28:0)+HCO2,756.6718,710.6663,494.4568,439.4157,393.4102,197.19
Cer-AP(t16:0/28:1)+HCO2,754.6561,708.6506,492.4411,437.4,391.3945,197.19
Cer-AP(t16:0/28:2)+HCO2,752.6404,706.6349,490.4255,435.3844,389.3789,197.19
Cer-AP(t16:0/29:0)+HCO2,770.6874,724.6819,508.4724,453.4313,407.4258,197.19
Cer-AP(t16:0/29:1)+HCO2,768.6718,722.6663,506.4568,451.4157,405.4102,197.19
Cer-AP(t16:0/30:0)+HCO2,784.703,738.6976,522.4881,467.447,421.4415,197.19
Cer-AP(t16:0/30:1)+HCO2,782.6874,736.6819,520.4724,465.4313,419.4258,197.19
Cer-AP(t16:0/30:2)+HCO2,780.6718,734.6663,518.4568,463.4157,417.4102,197.19
Cer-AP(t16:0/31:0)+HCO2,798.7187,752.7132,536.5037,481.4626,435.4572,197.19
Cer-AP(t16:0/31:1)+HCO2,796.703,750.6976,534.4881,479.447,433.4415,197.19
Cer-AP(t16:0/32:0)+HCO2,812.7343,766.7289,550.5194,495.4783,449.4728,197.19
Cer-AP(t16:0/32:1)+HCO2,810.7187,764.7132,548.5037,493.4626,447.4572,197.19
Cer-AP(t16:0/32:2)+HCO2,808.703,762.6976,546.4881,491.447,445.4415,197.19
Cer-AP(t16:0/33:0)+HCO2,826.75,780.7445,564.535,509.4939,463.4884,197.19
Cer-AP(t16:0/33:1)+HCO2,824.7343,778.7289,562.5194,507.4783,461.4728,197.19
Cer-AP(t16:0/34:0)+HCO2,840.7656,794.7601,578.5507,523.5096,477.5041,197.19
Cer-AP(t16:0/34:1)+HCO2,838.75,792.7445,576.535,521.494,475.4884,197.19
Cer-AP(t16:0/34:2)+HCO2,836.7343,790.7289,574.5194,519.4783,473.4728,197.19
Cer-AP(t16:0/35:0)+HCO2,854.7813,808.7758,592.5663,537.5252,491.5197,197.19
Cer-AP(t16:0/35:1)+HCO2,852.7656,806.7601,590.5507,535.5096,489.5041,197.19
Cer-AP(t16:0/36:0)+HCO2,868.7969,822.7914,606.582,551.5409,505.5354,197.19
Cer-AP(t16:0/36:1)+HCO2,866.7813,820.7758,604.5663,549.5252,503.5197,197.19
Cer-AP(t16:0/36:2)+HCO2,864.7656,818.7601,602.5507,547.5096,501.5041,197.19
Cer-AP(t16:0/38:0)+HCO2,896.8282,850.8228,634.6133,579.5722,533.5667,197.19
Cer-AP(t16:0/38:1)+HCO2,894.8126,848.8071,632.5977,577.5565,531.551,197.19
Cer-AP(t16:0/38:2)+HCO2,892.7969,846.7914,630.582,575.5409,529.5354,197.19
Cer-AP(t16:0/40:0)+HCO2,924.8596,878.8541,662.6446,607.6035,561.598,197.19
Cer-AP(t16:0/40:1)+HCO2,922.8439,876.8384,660.629,605.5878,559.5823,197.19
Cer-AP(t16:0/40:2)+HCO2,920.8282,874.8228,658.6133,603.5722,557.5667,197.19
Cer-AP(t16:0/42:0)+HCO2,952.8908,906.8854,690.6759,635.6348,589.6293,197.19
Cer-AP(t16:0/42:1)+HCO2,950.8752,904.8697,688.6602,633.6191,587.6136,197.19
Cer-AP(t16:0/42:2)+HCO2,948.8596,902.8541,686.6446,631.6035,585.598,197.19
Cer-AP(t16:1/12:0)+HCO2,530.4057,484.4002,270.2064,215.1653,169.1598,195.1743
Cer-AP(t16:1/12:1)+HCO2,528.39,482.3846,268.1907,213.1496,167.1441,195.1743
Cer-AP(t16:1/13:0)+HCO2,544.4213,498.4159,284.222,229.1809,183.1754,195.1743
Cer-AP(t16:1/13:1)+HCO2,542.4057,496.4002,282.2064,227.1653,181.1598,195.1743
Cer-AP(t16:1/14:0)+HCO2,558.437,512.4315,298.2377,243.1966,197.1911,195.1743
Cer-AP(t16:1/14:1)+HCO2,556.4213,510.4159,296.222,241.1809,195.1754,195.1743
Cer-AP(t16:1/15:0)+HCO2,572.4526,526.4471,312.2533,257.2122,211.2067,195.1743
Cer-AP(t16:1/15:1)+HCO2,570.437,524.4315,310.2377,255.1966,209.1911,195.1743
Cer-AP(t16:1/16:0)+HCO2,586.4683,540.4628,326.269,271.2279,225.2224,195.1743
Cer-AP(t16:1/16:1)+HCO2,584.4526,538.4471,324.2533,269.2122,223.2067,195.1743
Cer-AP(t16:1/16:2)+HCO2,582.437,536.4315,322.2377,267.1966,221.1911,195.1743
Cer-AP(t16:1/17:0)+HCO2,600.4839,554.4785,340.2846,285.2435,239.238,195.1743
Cer-AP(t16:1/18:0)+HCO2,614.4996,568.4941,354.3003,299.2592,253.2537,195.1743
Cer-AP(t16:1/18:1)+HCO2,612.4839,566.4785,352.2846,297.2435,251.238,195.1743
Cer-AP(t16:1/18:2)+HCO2,610.4683,564.4628,350.269,295.2279,249.2224,195.1743
Cer-AP(t16:1/19:0)+HCO2,628.5153,582.5098,368.3159,313.2748,267.2693,195.1743
Cer-AP(t16:1/19:1)+HCO2,626.4996,580.4941,366.3003,311.2592,265.2537,195.1743
Cer-AP(t16:1/20:0)+HCO2,642.5309,596.5254,382.3316,327.2905,281.285,195.1743
Cer-AP(t16:1/20:1)+HCO2,640.5153,594.5098,380.3159,325.2748,279.2693,195.1743
Cer-AP(t16:1/20:2)+HCO2,638.4996,592.4941,378.3003,323.2592,277.2537,195.1743
Cer-AP(t16:1/21:0)+HCO2,656.5465,610.5411,396.3472,341.3061,295.3006,195.1743
Cer-AP(t16:1/21:1)+HCO2,654.5309,608.5254,394.3316,339.2905,293.285,195.1743
Cer-AP(t16:1/22:0)+HCO2,670.5622,624.5567,410.3629,355.3218,309.3163,195.1743
Cer-AP(t16:1/22:1)+HCO2,668.5465,622.5411,408.3472,353.3061,307.3006,195.1743
Cer-AP(t16:1/22:2)+HCO2,666.5309,620.5254,406.3316,351.2905,305.285,195.1743
Cer-AP(t16:1/23:0)+HCO2,684.5778,638.5723,424.3785,369.3374,323.3319,195.1743
Cer-AP(t16:1/23:1)+HCO2,682.5622,636.5567,422.3629,367.3218,321.3163,195.1743
Cer-AP(t16:1/24:0)+HCO2,698.5935,652.588,438.3942,383.3531,337.3476,195.1743
Cer-AP(t16:1/24:1)+HCO2,696.5778,650.5723,436.3785,381.3374,335.3319,195.1743
Cer-AP(t16:1/24:2)+HCO2,694.5622,648.5567,434.3629,379.3218,333.3163,195.1743
Cer-AP(t16:1/25:0)+HCO2,712.6091,666.6036,452.4099,397.3687,351.3633,195.1743
Cer-AP(t16:1/25:1)+HCO2,710.5935,664.588,450.3942,395.3531,349.3476,195.1743
Cer-AP(t16:1/26:0)+HCO2,726.6248,680.6193,466.4255,411.3844,365.3789,195.1743
Cer-AP(t16:1/26:1)+HCO2,724.6091,678.6036,464.4099,409.3687,363.3633,195.1743
Cer-AP(t16:1/26:2)+HCO2,722.5935,676.588,462.3942,407.3531,361.3476,195.1743
Cer-AP(t16:1/27:0)+HCO2,740.6404,694.6349,480.4411,425.4,379.3945,195.1743
Cer-AP(t16:1/27:1)+HCO2,738.6248,692.6193,478.4255,423.3844,377.3789,195.1743
Cer-AP(t16:1/28:0)+HCO2,754.6561,708.6506,494.4568,439.4157,393.4102,195.1743
Cer-AP(t16:1/28:1)+HCO2,752.6404,706.6349,492.4411,437.4,391.3945,195.1743
Cer-AP(t16:1/28:2)+HCO2,750.6248,704.6193,490.4255,435.3844,389.3789,195.1743
Cer-AP(t16:1/29:0)+HCO2,768.6718,722.6663,508.4724,453.4313,407.4258,195.1743
Cer-AP(t16:1/29:1)+HCO2,766.6561,720.6506,506.4568,451.4157,405.4102,195.1743
Cer-AP(t16:1/30:0)+HCO2,782.6874,736.6819,522.4881,467.447,421.4415,195.1743
Cer-AP(t16:1/30:1)+HCO2,780.6718,734.6663,520.4724,465.4313,419.4258,195.1743
Cer-AP(t16:1/30:2)+HCO2,778.6561,732.6506,518.4568,463.4157,417.4102,195.1743
Cer-AP(t16:1/31:0)+HCO2,796.703,750.6976,536.5037,481.4626,435.4572,195.1743
Cer-AP(t16:1/31:1)+HCO2,794.6874,748.6819,534.4881,479.447,433.4415,195.1743
Cer-AP(t16:1/32:0)+HCO2,810.7187,764.7132,550.5194,495.4783,449.4728,195.1743
Cer-AP(t16:1/32:1)+HCO2,808.703,762.6976,548.5037,493.4626,447.4572,195.1743
Cer-AP(t16:1/32:2)+HCO2,806.6874,760.6819,546.4881,491.447,445.4415,195.1743
Cer-AP(t16:1/33:0)+HCO2,824.7343,778.7289,564.535,509.4939,463.4884,195.1743
Cer-AP(t16:1/33:1)+HCO2,822.7187,776.7132,562.5194,507.4783,461.4728,195.1743
Cer-AP(t16:1/34:0)+HCO2,838.75,792.7445,578.5507,523.5096,477.5041,195.1743
