DGTS,[M+H]+,[M-H20]+,[M-(C3H9N-CHCOOH-CH2)]+,[M-(C3H9N-CHCOOH)]+,SN1 acyl loss,SN2 acyl loss,M-H2O SN1 loss ,M-H2O SN2 loss ,C10H21NO5H (236.14),C3H9N-CHCOOH-CH2-CH (144.1),C3H9N+ (59)
DGTS(20:0_20:1)+H,822.71817,804.70761,691.62355,705.6392,528.42597,530.44157,510.41541,512.43101,236.1492402,144.1018984,59.0729454
DGTS(20:0_20:2)+H,820.70247,802.69191,689.60785,703.6235,526.41027,530.44157,508.39971,512.43101,236.1492402,144.1018984,59.0729454
DGTS(20:0_20:3)+H,818.68687,800.67631,687.59225,701.6079,524.39467,530.44157,506.38411,512.43101,236.1492402,144.1018984,59.0729454
DGTS(20:0_20:4)+H,816.67117,798.66061,685.57655,699.5922,522.37897,530.44157,504.36841,512.43101,236.1492402,144.1018984,59.0729454
DGTS(20:0_20:5)+H,814.65557,796.64501,683.56095,697.5766,520.36337,530.44157,502.35281,512.43101,236.1492402,144.1018984,59.0729454
DGTS(20:0_21:0)+H,838.74947,820.73891,707.65485,721.6705,544.45727,530.44157,526.44671,512.43101,236.1492402,144.1018984,59.0729454
DGTS(20:0_22:0)+H,852.76507,834.75451,721.67045,735.6861,558.47287,530.44157,540.46231,512.43101,236.1492402,144.1018984,59.0729454
DGTS(20:0_22:1)+H,850.74947,832.73891,719.65485,733.6705,556.45727,530.44157,538.44671,512.43101,236.1492402,144.1018984,59.0729454
DGTS(20:0_22:2)+H,848.73377,830.72321,717.63915,731.6548,554.44157,530.44157,536.43101,512.43101,236.1492402,144.1018984,59.0729454
DGTS(20:0_22:3)+H,846.71817,828.70761,715.62355,729.6392,552.42597,530.44157,534.41541,512.43101,236.1492402,144.1018984,59.0729454
DGTS(20:0_22:4)+H,844.70247,826.69191,713.60785,727.6235,550.41027,530.44157,532.39971,512.43101,236.1492402,144.1018984,59.0729454
DGTS(20:0_22:5)+H,842.68687,824.67631,711.59225,725.6079,548.39467,530.44157,530.38411,512.43101,236.1492402,144.1018984,59.0729454
DGTS(20:0_22:6)+H,840.67117,822.66061,709.57655,723.5922,546.37897,530.44157,528.36841,512.43101,236.1492402,144.1018984,59.0729454
DGTS(20:0_23:0)+H,866.78077,848.77021,735.68615,749.7018,572.48857,530.44157,554.47801,512.43101,236.1492402,144.1018984,59.0729454
DGTS(20:0_24:0)+H,880.79637,862.78581,749.70175,763.7174,586.50417,530.44157,568.49361,512.43101,236.1492402,144.1018984,59.0729454
DGTS(20:0_24:1)+H,878.78077,860.77021,747.68615,761.7018,584.48857,530.44157,566.47801,512.43101,236.1492402,144.1018984,59.0729454
DGTS(20:0_25:0)+H,894.81207,876.80151,763.71745,777.7331,600.51987,530.44157,582.50931,512.43101,236.1492402,144.1018984,59.0729454
DGTS(20:0_26:0)+H,908.82767,890.81711,777.73305,791.7487,614.53547,530.44157,596.52491,512.43101,236.1492402,144.1018984,59.0729454
DGTS(20:1_20:1)+H,820.70257,802.69201,689.60795,703.6236,528.42597,528.42597,510.41541,510.41541,236.1492402,144.1018984,59.0729454
DGTS(20:1_20:2)+H,818.68687,800.67631,687.59225,701.6079,526.41027,528.42597,508.39971,510.41541,236.1492402,144.1018984,59.0729454
DGTS(20:1_20:3)+H,816.67127,798.66071,685.57665,699.5923,524.39467,528.42597,506.38411,510.41541,236.1492402,144.1018984,59.0729454
DGTS(20:1_20:4)+H,814.65557,796.64501,683.56095,697.5766,522.37897,528.42597,504.36841,510.41541,236.1492402,144.1018984,59.0729454
DGTS(20:1_20:5)+H,812.63997,794.62941,681.54535,695.561,520.36337,528.42597,502.35281,510.41541,236.1492402,144.1018984,59.0729454
DGTS(20:1_21:0)+H,836.73387,818.72331,705.63925,719.6549,544.45727,528.42597,526.44671,510.41541,236.1492402,144.1018984,59.0729454
DGTS(20:1_22:0)+H,850.74947,832.73891,719.65485,733.6705,558.47287,528.42597,540.46231,510.41541,236.1492402,144.1018984,59.0729454
DGTS(20:1_22:1)+H,848.73387,830.72331,717.63925,731.6549,556.45727,528.42597,538.44671,510.41541,236.1492402,144.1018984,59.0729454
DGTS(20:1_22:2)+H,846.71817,828.70761,715.62355,729.6392,554.44157,528.42597,536.43101,510.41541,236.1492402,144.1018984,59.0729454
DGTS(20:1_22:3)+H,844.70257,826.69201,713.60795,727.6236,552.42597,528.42597,534.41541,510.41541,236.1492402,144.1018984,59.0729454
DGTS(20:1_22:4)+H,842.68687,824.67631,711.59225,725.6079,550.41027,528.42597,532.39971,510.41541,236.1492402,144.1018984,59.0729454
DGTS(20:1_22:5)+H,840.67127,822.66071,709.57665,723.5923,548.39467,528.42597,530.38411,510.41541,236.1492402,144.1018984,59.0729454
DGTS(20:1_22:6)+H,838.65557,820.64501,707.56095,721.5766,546.37897,528.42597,528.36841,510.41541,236.1492402,144.1018984,59.0729454
DGTS(20:1_23:0)+H,864.76517,846.75461,733.67055,747.6862,572.48857,528.42597,554.47801,510.41541,236.1492402,144.1018984,59.0729454
DGTS(20:1_24:0)+H,878.78077,860.77021,747.68615,761.7018,586.50417,528.42597,568.49361,510.41541,236.1492402,144.1018984,59.0729454
DGTS(20:1_24:1)+H,876.76517,858.75461,745.67055,759.6862,584.48857,528.42597,566.47801,510.41541,236.1492402,144.1018984,59.0729454
DGTS(20:1_25:0)+H,892.79647,874.78591,761.70185,775.7175,600.51987,528.42597,582.50931,510.41541,236.1492402,144.1018984,59.0729454
DGTS(20:1_26:0)+H,906.81207,888.80151,775.71745,789.7331,614.53547,528.42597,596.52491,510.41541,236.1492402,144.1018984,59.0729454
DGTS(20:2_20:2)+H,816.67117,798.66061,685.57655,699.5922,526.41027,526.41027,508.39971,508.39971,236.1492402,144.1018984,59.0729454
DGTS(20:2_20:3)+H,814.65557,796.64501,683.56095,697.5766,524.39467,526.41027,506.38411,508.39971,236.1492402,144.1018984,59.0729454
DGTS(20:2_20:4)+H,812.63987,794.62931,681.54525,695.5609,522.37897,526.41027,504.36841,508.39971,236.1492402,144.1018984,59.0729454
DGTS(20:2_20:5)+H,810.62427,792.61371,679.52965,693.5453,520.36337,526.41027,502.35281,508.39971,236.1492402,144.1018984,59.0729454
DGTS(20:2_21:0)+H,834.71817,816.70761,703.62355,717.6392,544.45727,526.41027,526.44671,508.39971,236.1492402,144.1018984,59.0729454
DGTS(20:2_22:0)+H,848.73377,830.72321,717.63915,731.6548,558.47287,526.41027,540.46231,508.39971,236.1492402,144.1018984,59.0729454
DGTS(20:2_22:1)+H,846.71817,828.70761,715.62355,729.6392,556.45727,526.41027,538.44671,508.39971,236.1492402,144.1018984,59.0729454
DGTS(20:2_22:2)+H,844.70247,826.69191,713.60785,727.6235,554.44157,526.41027,536.43101,508.39971,236.1492402,144.1018984,59.0729454
DGTS(20:2_22:3)+H,842.68687,824.67631,711.59225,725.6079,552.42597,526.41027,534.41541,508.39971,236.1492402,144.1018984,59.0729454
DGTS(20:2_22:4)+H,840.67117,822.66061,709.57655,723.5922,550.41027,526.41027,532.39971,508.39971,236.1492402,144.1018984,59.0729454
DGTS(20:2_22:5)+H,838.65557,820.64501,707.56095,721.5766,548.39467,526.41027,530.38411,508.39971,236.1492402,144.1018984,59.0729454
DGTS(20:2_22:6)+H,836.63987,818.62931,705.54525,719.5609,546.37897,526.41027,528.36841,508.39971,236.1492402,144.1018984,59.0729454
DGTS(20:2_23:0)+H,862.74947,844.73891,731.65485,745.6705,572.48857,526.41027,554.47801,508.39971,236.1492402,144.1018984,59.0729454
DGTS(20:2_24:0)+H,876.76507,858.75451,745.67045,759.6861,586.50417,526.41027,568.49361,508.39971,236.1492402,144.1018984,59.0729454
DGTS(20:2_24:1)+H,874.74947,856.73891,743.65485,757.6705,584.48857,526.41027,566.47801,508.39971,236.1492402,144.1018984,59.0729454
DGTS(20:2_25:0)+H,890.78077,872.77021,759.68615,773.7018,600.51987,526.41027,582.50931,508.39971,236.1492402,144.1018984,59.0729454
DGTS(20:2_26:0)+H,904.79637,886.78581,773.70175,787.7174,614.53547,526.41027,596.52491,508.39971,236.1492402,144.1018984,59.0729454
DGTS(20:3_20:3)+H,812.63997,794.62941,681.54535,695.561,524.39467,524.39467,506.38411,506.38411,236.1492402,144.1018984,59.0729454
DGTS(20:3_20:4)+H,810.62427,792.61371,679.52965,693.5453,522.37897,524.39467,504.36841,506.38411,236.1492402,144.1018984,59.0729454
DGTS(20:3_20:5)+H,808.60867,790.59811,677.51405,691.5297,520.36337,524.39467,502.35281,506.38411,236.1492402,144.1018984,59.0729454
DGTS(20:3_21:0)+H,832.70257,814.69201,701.60795,715.6236,544.45727,524.39467,526.44671,506.38411,236.1492402,144.1018984,59.0729454
DGTS(20:3_22:0)+H,846.71817,828.70761,715.62355,729.6392,558.47287,524.39467,540.46231,506.38411,236.1492402,144.1018984,59.0729454
DGTS(20:3_22:1)+H,844.70257,826.69201,713.60795,727.6236,556.45727,524.39467,538.44671,506.38411,236.1492402,144.1018984,59.0729454
DGTS(20:3_22:2)+H,842.68687,824.67631,711.59225,725.6079,554.44157,524.39467,536.43101,506.38411,236.1492402,144.1018984,59.0729454
DGTS(20:3_22:3)+H,840.67127,822.66071,709.57665,723.5923,552.42597,524.39467,534.41541,506.38411,236.1492402,144.1018984,59.0729454
DGTS(20:3_22:4)+H,838.65557,820.64501,707.56095,721.5766,550.41027,524.39467,532.39971,506.38411,236.1492402,144.1018984,59.0729454
DGTS(20:3_22:5)+H,836.63997,818.62941,705.54535,719.561,548.39467,524.39467,530.38411,506.38411,236.1492402,144.1018984,59.0729454
DGTS(20:3_22:6)+H,834.62427,816.61371,703.52965,717.5453,546.37897,524.39467,528.36841,506.38411,236.1492402,144.1018984,59.0729454
DGTS(20:3_23:0)+H,860.73387,842.72331,729.63925,743.6549,572.48857,524.39467,554.47801,506.38411,236.1492402,144.1018984,59.0729454
DGTS(20:3_24:0)+H,874.74947,856.73891,743.65485,757.6705,586.50417,524.39467,568.49361,506.38411,236.1492402,144.1018984,59.0729454
DGTS(20:3_24:1)+H,872.73387,854.72331,741.63925,755.6549,584.48857,524.39467,566.47801,506.38411,236.1492402,144.1018984,59.0729454
DGTS(20:3_25:0)+H,888.76517,870.75461,757.67055,771.6862,600.51987,524.39467,582.50931,506.38411,236.1492402,144.1018984,59.0729454
DGTS(20:3_26:0)+H,902.78077,884.77021,771.68615,785.7018,614.53547,524.39467,596.52491,506.38411,236.1492402,144.1018984,59.0729454
DGTS(20:4_20:4)+H,808.60857,790.59801,677.51395,691.5296,522.37897,522.37897,504.36841,504.36841,236.1492402,144.1018984,59.0729454
DGTS(20:4_20:5)+H,806.59297,788.58241,675.49835,689.514,520.36337,522.37897,502.35281,504.36841,236.1492402,144.1018984,59.0729454
DGTS(20:4_21:0)+H,830.68687,812.67631,699.59225,713.6079,544.45727,522.37897,526.44671,504.36841,236.1492402,144.1018984,59.0729454
DGTS(20:4_22:0)+H,844.70247,826.69191,713.60785,727.6235,558.47287,522.37897,540.46231,504.36841,236.1492402,144.1018984,59.0729454
DGTS(20:4_22:1)+H,842.68687,824.67631,711.59225,725.6079,556.45727,522.37897,538.44671,504.36841,236.1492402,144.1018984,59.0729454
DGTS(20:4_22:2)+H,840.67117,822.66061,709.57655,723.5922,554.44157,522.37897,536.43101,504.36841,236.1492402,144.1018984,59.0729454
DGTS(20:4_22:3)+H,838.65557,820.64501,707.56095,721.5766,552.42597,522.37897,534.41541,504.36841,236.1492402,144.1018984,59.0729454
DGTS(20:4_22:4)+H,836.63987,818.62931,705.54525,719.5609,550.41027,522.37897,532.39971,504.36841,236.1492402,144.1018984,59.0729454
DGTS(20:4_22:5)+H,834.62427,816.61371,703.52965,717.5453,548.39467,522.37897,530.38411,504.36841,236.1492402,144.1018984,59.0729454
DGTS(20:4_22:6)+H,832.60857,814.59801,701.51395,715.5296,546.37897,522.37897,528.36841,504.36841,236.1492402,144.1018984,59.0729454
DGTS(20:4_23:0)+H,858.71817,840.70761,727.62355,741.6392,572.48857,522.37897,554.47801,504.36841,236.1492402,144.1018984,59.0729454
DGTS(20:4_24:0)+H,872.73377,854.72321,741.63915,755.6548,586.50417,522.37897,568.49361,504.36841,236.1492402,144.1018984,59.0729454
DGTS(20:4_24:1)+H,870.71817,852.70761,739.62355,753.6392,584.48857,522.37897,566.47801,504.36841,236.1492402,144.1018984,59.0729454
DGTS(20:4_25:0)+H,886.74947,868.73891,755.65485,769.6705,600.51987,522.37897,582.50931,504.36841,236.1492402,144.1018984,59.0729454
DGTS(20:4_26:0)+H,900.76507,882.75451,769.67045,783.6861,614.53547,522.37897,596.52491,504.36841,236.1492402,144.1018984,59.0729454
DGTS(20:5_20:5)+H,804.57737,786.56681,673.48275,687.4984,520.36337,520.36337,502.35281,502.35281,236.1492402,144.1018984,59.0729454
DGTS(20:5_21:0)+H,828.67127,810.66071,697.57665,711.5923,544.45727,520.36337,526.44671,502.35281,236.1492402,144.1018984,59.0729454
DGTS(20:5_22:0)+H,842.68687,824.67631,711.59225,725.6079,558.47287,520.36337,540.46231,502.35281,236.1492402,144.1018984,59.0729454
DGTS(20:5_22:1)+H,840.67127,822.66071,709.57665,723.5923,556.45727,520.36337,538.44671,502.35281,236.1492402,144.1018984,59.0729454
DGTS(20:5_22:2)+H,838.65557,820.64501,707.56095,721.5766,554.44157,520.36337,536.43101,502.35281,236.1492402,144.1018984,59.0729454
DGTS(20:5_22:3)+H,836.63997,818.62941,705.54535,719.561,552.42597,520.36337,534.41541,502.35281,236.1492402,144.1018984,59.0729454
DGTS(20:5_22:4)+H,834.62427,816.61371,703.52965,717.5453,550.41027,520.36337,532.39971,502.35281,236.1492402,144.1018984,59.0729454
DGTS(20:5_22:5)+H,832.60867,814.59811,701.51405,715.5297,548.39467,520.36337,530.38411,502.35281,236.1492402,144.1018984,59.0729454
DGTS(20:5_22:6)+H,830.59297,812.58241,699.49835,713.514,546.37897,520.36337,528.36841,502.35281,236.1492402,144.1018984,59.0729454
DGTS(20:5_23:0)+H,856.70257,838.69201,725.60795,739.6236,572.48857,520.36337,554.47801,502.35281,236.1492402,144.1018984,59.0729454
DGTS(20:5_24:0)+H,870.71817,852.70761,739.62355,753.6392,586.50417,520.36337,568.49361,502.35281,236.1492402,144.1018984,59.0729454
DGTS(20:5_24:1)+H,868.70257,850.69201,737.60795,751.6236,584.48857,520.36337,566.47801,502.35281,236.1492402,144.1018984,59.0729454
DGTS(20:5_25:0)+H,884.73387,866.72331,753.63925,767.6549,600.51987,520.36337,582.50931,502.35281,236.1492402,144.1018984,59.0729454
DGTS(20:5_26:0)+H,898.74947,880.73891,767.65485,781.6705,614.53547,520.36337,596.52491,502.35281,236.1492402,144.1018984,59.0729454
DGTS(21:0_21:0)+H,852.76517,834.75461,721.67055,735.6862,544.45727,544.45727,526.44671,526.44671,236.1492402,144.1018984,59.0729454
DGTS(21:0_22:0)+H,866.78077,848.77021,735.68615,749.7018,558.47287,544.45727,540.46231,526.44671,236.1492402,144.1018984,59.0729454
DGTS(21:0_22:1)+H,864.76517,846.75461,733.67055,747.6862,556.45727,544.45727,538.44671,526.44671,236.1492402,144.1018984,59.0729454
DGTS(21:0_22:2)+H,862.74947,844.73891,731.65485,745.6705,554.44157,544.45727,536.43101,526.44671,236.1492402,144.1018984,59.0729454
DGTS(21:0_22:3)+H,860.73387,842.72331,729.63925,743.6549,552.42597,544.45727,534.41541,526.44671,236.1492402,144.1018984,59.0729454
DGTS(21:0_22:4)+H,858.71817,840.70761,727.62355,741.6392,550.41027,544.45727,532.39971,526.44671,236.1492402,144.1018984,59.0729454
DGTS(21:0_22:5)+H,856.70257,838.69201,725.60795,739.6236,548.39467,544.45727,530.38411,526.44671,236.1492402,144.1018984,59.0729454
DGTS(21:0_22:6)+H,854.68687,836.67631,723.59225,737.6079,546.37897,544.45727,528.36841,526.44671,236.1492402,144.1018984,59.0729454
DGTS(21:0_23:0)+H,880.79647,862.78591,749.70185,763.7175,572.48857,544.45727,554.47801,526.44671,236.1492402,144.1018984,59.0729454
DGTS(21:0_24:0)+H,894.81207,876.80151,763.71745,777.7331,586.50417,544.45727,568.49361,526.44671,236.1492402,144.1018984,59.0729454
DGTS(21:0_24:1)+H,892.79647,874.78591,761.70185,775.7175,584.48857,544.45727,566.47801,526.44671,236.1492402,144.1018984,59.0729454
DGTS(21:0_25:0)+H,908.82777,890.81721,777.73315,791.7488,600.51987,544.45727,582.50931,526.44671,236.1492402,144.1018984,59.0729454
DGTS(21:0_26:0)+H,922.84337,904.83281,791.74875,805.7644,614.53547,544.45727,596.52491,526.44671,236.1492402,144.1018984,59.0729454
DGTS(22:0_22:0)+H,880.79637,862.78581,749.70175,763.7174,558.47287,558.47287,540.46231,540.46231,236.1492402,144.1018984,59.0729454
DGTS(22:0_22:1)+H,878.78077,860.77021,747.68615,761.7018,556.45727,558.47287,538.44671,540.46231,236.1492402,144.1018984,59.0729454
DGTS(22:0_22:2)+H,876.76507,858.75451,745.67045,759.6861,554.44157,558.47287,536.43101,540.46231,236.1492402,144.1018984,59.0729454
DGTS(22:0_22:3)+H,874.74947,856.73891,743.65485,757.6705,552.42597,558.47287,534.41541,540.46231,236.1492402,144.1018984,59.0729454
DGTS(22:0_22:4)+H,872.73377,854.72321,741.63915,755.6548,550.41027,558.47287,532.39971,540.46231,236.1492402,144.1018984,59.0729454
DGTS(22:0_22:5)+H,870.71817,852.70761,739.62355,753.6392,548.39467,558.47287,530.38411,540.46231,236.1492402,144.1018984,59.0729454
DGTS(22:0_22:6)+H,868.70247,850.69191,737.60785,751.6235,546.37897,558.47287,528.36841,540.46231,236.1492402,144.1018984,59.0729454
DGTS(22:0_23:0)+H,894.81207,876.80151,763.71745,777.7331,572.48857,558.47287,554.47801,540.46231,236.1492402,144.1018984,59.0729454
DGTS(22:0_24:0)+H,908.82767,890.81711,777.73305,791.7487,586.50417,558.47287,568.49361,540.46231,236.1492402,144.1018984,59.0729454
DGTS(22:0_24:1)+H,906.81207,888.80151,775.71745,789.7331,584.48857,558.47287,566.47801,540.46231,236.1492402,144.1018984,59.0729454
DGTS(22:0_25:0)+H,922.84337,904.83281,791.74875,805.7644,600.51987,558.47287,582.50931,540.46231,236.1492402,144.1018984,59.0729454
DGTS(22:0_26:0)+H,936.85897,918.84841,805.76435,819.78,614.53547,558.47287,596.52491,540.46231,236.1492402,144.1018984,59.0729454
DGTS(22:1_22:1)+H,876.76517,858.75461,745.67055,759.6862,556.45727,556.45727,538.44671,538.44671,236.1492402,144.1018984,59.0729454
DGTS(22:1_22:2)+H,874.74947,856.73891,743.65485,757.6705,554.44157,556.45727,536.43101,538.44671,236.1492402,144.1018984,59.0729454
DGTS(22:1_22:3)+H,872.73387,854.72331,741.63925,755.6549,552.42597,556.45727,534.41541,538.44671,236.1492402,144.1018984,59.0729454
DGTS(22:1_22:4)+H,870.71817,852.70761,739.62355,753.6392,550.41027,556.45727,532.39971,538.44671,236.1492402,144.1018984,59.0729454
DGTS(22:1_22:5)+H,868.70257,850.69201,737.60795,751.6236,548.39467,556.45727,530.38411,538.44671,236.1492402,144.1018984,59.0729454
DGTS(22:1_22:6)+H,866.68687,848.67631,735.59225,749.6079,546.37897,556.45727,528.36841,538.44671,236.1492402,144.1018984,59.0729454
DGTS(22:1_23:0)+H,892.79647,874.78591,761.70185,775.7175,572.48857,556.45727,554.47801,538.44671,236.1492402,144.1018984,59.0729454
DGTS(22:1_24:0)+H,906.81207,888.80151,775.71745,789.7331,586.50417,556.45727,568.49361,538.44671,236.1492402,144.1018984,59.0729454
DGTS(22:1_24:1)+H,904.79647,886.78591,773.70185,787.7175,584.48857,556.45727,566.47801,538.44671,236.1492402,144.1018984,59.0729454
DGTS(22:1_25:0)+H,920.82777,902.81721,789.73315,803.7488,600.51987,556.45727,582.50931,538.44671,236.1492402,144.1018984,59.0729454
DGTS(22:1_26:0)+H,934.84337,916.83281,803.74875,817.7644,614.53547,556.45727,596.52491,538.44671,236.1492402,144.1018984,59.0729454
DGTS(22:2_22:2)+H,872.73377,854.72321,741.63915,755.6548,554.44157,554.44157,536.43101,536.43101,236.1492402,144.1018984,59.0729454
DGTS(22:2_22:3)+H,870.71817,852.70761,739.62355,753.6392,552.42597,554.44157,534.41541,536.43101,236.1492402,144.1018984,59.0729454
DGTS(22:2_22:4)+H,868.70247,850.69191,737.60785,751.6235,550.41027,554.44157,532.39971,536.43101,236.1492402,144.1018984,59.0729454
DGTS(22:2_22:5)+H,866.68687,848.67631,735.59225,749.6079,548.39467,554.44157,530.38411,536.43101,236.1492402,144.1018984,59.0729454
DGTS(22:2_22:6)+H,864.67117,846.66061,733.57655,747.5922,546.37897,554.44157,528.36841,536.43101,236.1492402,144.1018984,59.0729454
DGTS(22:2_23:0)+H,890.78077,872.77021,759.68615,773.7018,572.48857,554.44157,554.47801,536.43101,236.1492402,144.1018984,59.0729454
DGTS(22:2_24:0)+H,904.79637,886.78581,773.70175,787.7174,586.50417,554.44157,568.49361,536.43101,236.1492402,144.1018984,59.0729454
DGTS(22:2_24:1)+H,902.78077,884.77021,771.68615,785.7018,584.48857,554.44157,566.47801,536.43101,236.1492402,144.1018984,59.0729454
DGTS(22:2_25:0)+H,918.81207,900.80151,787.71745,801.7331,600.51987,554.44157,582.50931,536.43101,236.1492402,144.1018984,59.0729454
DGTS(22:2_26:0)+H,932.82767,914.81711,801.73305,815.7487,614.53547,554.44157,596.52491,536.43101,236.1492402,144.1018984,59.0729454
DGTS(22:3_22:3)+H,868.70257,850.69201,737.60795,751.6236,552.42597,552.42597,534.41541,534.41541,236.1492402,144.1018984,59.0729454
DGTS(22:3_22:4)+H,866.68687,848.67631,735.59225,749.6079,550.41027,552.42597,532.39971,534.41541,236.1492402,144.1018984,59.0729454
DGTS(22:3_22:5)+H,864.67127,846.66071,733.57665,747.5923,548.39467,552.42597,530.38411,534.41541,236.1492402,144.1018984,59.0729454
DGTS(22:3_22:6)+H,862.65557,844.64501,731.56095,745.5766,546.37897,552.42597,528.36841,534.41541,236.1492402,144.1018984,59.0729454
DGTS(22:3_23:0)+H,888.76517,870.75461,757.67055,771.6862,572.48857,552.42597,554.47801,534.41541,236.1492402,144.1018984,59.0729454
DGTS(22:3_24:0)+H,902.78077,884.77021,771.68615,785.7018,586.50417,552.42597,568.49361,534.41541,236.1492402,144.1018984,59.0729454
DGTS(22:3_24:1)+H,900.76517,882.75461,769.67055,783.6862,584.48857,552.42597,566.47801,534.41541,236.1492402,144.1018984,59.0729454
DGTS(22:3_25:0)+H,916.79647,898.78591,785.70185,799.7175,600.51987,552.42597,582.50931,534.41541,236.1492402,144.1018984,59.0729454
DGTS(22:3_26:0)+H,930.81207,912.80151,799.71745,813.7331,614.53547,552.42597,596.52491,534.41541,236.1492402,144.1018984,59.0729454
DGTS(22:4_22:4)+H,864.67117,846.66061,733.57655,747.5922,550.41027,550.41027,532.39971,532.39971,236.1492402,144.1018984,59.0729454
DGTS(22:4_22:5)+H,862.65557,844.64501,731.56095,745.5766,548.39467,550.41027,530.38411,532.39971,236.1492402,144.1018984,59.0729454
DGTS(22:4_22:6)+H,860.63987,842.62931,729.54525,743.5609,546.37897,550.41027,528.36841,532.39971,236.1492402,144.1018984,59.0729454
DGTS(22:4_23:0)+H,886.74947,868.73891,755.65485,769.6705,572.48857,550.41027,554.47801,532.39971,236.1492402,144.1018984,59.0729454
DGTS(22:4_24:0)+H,900.76507,882.75451,769.67045,783.6861,586.50417,550.41027,568.49361,532.39971,236.1492402,144.1018984,59.0729454
DGTS(22:4_24:1)+H,898.74947,880.73891,767.65485,781.6705,584.48857,550.41027,566.47801,532.39971,236.1492402,144.1018984,59.0729454
DGTS(22:4_25:0)+H,914.78077,896.77021,783.68615,797.7018,600.51987,550.41027,582.50931,532.39971,236.1492402,144.1018984,59.0729454
DGTS(22:4_26:0)+H,928.79637,910.78581,797.70175,811.7174,614.53547,550.41027,596.52491,532.39971,236.1492402,144.1018984,59.0729454
DGTS(22:5_22:5)+H,860.63997,842.62941,729.54535,743.561,548.39467,548.39467,530.38411,530.38411,236.1492402,144.1018984,59.0729454
DGTS(22:5_22:6)+H,858.62427,840.61371,727.52965,741.5453,546.37897,548.39467,528.36841,530.38411,236.1492402,144.1018984,59.0729454
DGTS(22:5_23:0)+H,884.73387,866.72331,753.63925,767.6549,572.48857,548.39467,554.47801,530.38411,236.1492402,144.1018984,59.0729454
DGTS(22:5_24:0)+H,898.74947,880.73891,767.65485,781.6705,586.50417,548.39467,568.49361,530.38411,236.1492402,144.1018984,59.0729454
DGTS(22:5_24:1)+H,896.73387,878.72331,765.63925,779.6549,584.48857,548.39467,566.47801,530.38411,236.1492402,144.1018984,59.0729454
DGTS(22:5_25:0)+H,912.76517,894.75461,781.67055,795.6862,600.51987,548.39467,582.50931,530.38411,236.1492402,144.1018984,59.0729454
DGTS(22:5_26:0)+H,926.78077,908.77021,795.68615,809.7018,614.53547,548.39467,596.52491,530.38411,236.1492402,144.1018984,59.0729454
DGTS(22:6_22:6)+H,856.60857,838.59801,725.51395,739.5296,546.37897,546.37897,528.36841,528.36841,236.1492402,144.1018984,59.0729454
DGTS(22:6_23:0)+H,882.71817,864.70761,751.62355,765.6392,572.48857,546.37897,554.47801,528.36841,236.1492402,144.1018984,59.0729454
DGTS(22:6_24:0)+H,896.73377,878.72321,765.63915,779.6548,586.50417,546.37897,568.49361,528.36841,236.1492402,144.1018984,59.0729454
DGTS(22:6_24:1)+H,894.71817,876.70761,763.62355,777.6392,584.48857,546.37897,566.47801,528.36841,236.1492402,144.1018984,59.0729454
DGTS(22:6_25:0)+H,910.74947,892.73891,779.65485,793.6705,600.51987,546.37897,582.50931,528.36841,236.1492402,144.1018984,59.0729454
DGTS(22:6_26:0)+H,924.76507,906.75451,793.67045,807.6861,614.53547,546.37897,596.52491,528.36841,236.1492402,144.1018984,59.0729454
DGTS(23:0_23:0)+H,908.82777,890.81721,777.73315,791.7488,572.48857,572.48857,554.47801,554.47801,236.1492402,144.1018984,59.0729454
DGTS(23:0_24:0)+H,922.84337,904.83281,791.74875,805.7644,586.50417,572.48857,568.49361,554.47801,236.1492402,144.1018984,59.0729454
DGTS(23:0_24:1)+H,920.82777,902.81721,789.73315,803.7488,584.48857,572.48857,566.47801,554.47801,236.1492402,144.1018984,59.0729454
DGTS(23:0_25:0)+H,936.85907,918.84851,805.76445,819.7801,600.51987,572.48857,582.50931,554.47801,236.1492402,144.1018984,59.0729454
DGTS(23:0_26:0)+H,950.87467,932.86411,819.78005,833.7957,614.53547,572.48857,596.52491,554.47801,236.1492402,144.1018984,59.0729454
DGTS(24:0_24:0)+H,936.85897,918.84841,805.76435,819.78,586.50417,586.50417,568.49361,568.49361,236.1492402,144.1018984,59.0729454
DGTS(24:0_24:1)+H,934.84337,916.83281,803.74875,817.7644,584.48857,586.50417,566.47801,568.49361,236.1492402,144.1018984,59.0729454
DGTS(24:0_25:0)+H,950.87467,932.86411,819.78005,833.7957,600.51987,586.50417,582.50931,568.49361,236.1492402,144.1018984,59.0729454
DGTS(24:0_26:0)+H,964.89027,946.87971,833.79565,847.8113,614.53547,586.50417,596.52491,568.49361,236.1492402,144.1018984,59.0729454
DGTS(24:1_24:1)+H,932.82777,914.81721,801.73315,815.7488,584.48857,584.48857,566.47801,566.47801,236.1492402,144.1018984,59.0729454
DGTS(24:1_25:0)+H,948.85907,930.84851,817.76445,831.7801,600.51987,584.48857,582.50931,566.47801,236.1492402,144.1018984,59.0729454
DGTS(24:1_26:0)+H,962.87467,944.86411,831.78005,845.7957,614.53547,584.48857,596.52491,566.47801,236.1492402,144.1018984,59.0729454
DGTS(25:0_25:0)+H,964.89037,946.87981,833.79575,847.8114,600.51987,600.51987,582.50931,582.50931,236.1492402,144.1018984,59.0729454
