DGTS,[M+H]+,[M-H20]+,[M-(C3H9N-CHCOOH-CH2)]+,[M-(C3H9N-CHCOOH)]+,SN1 acyl loss,SN2 acyl loss,M-H2O SN1 loss ,M-H2O SN2 loss ,C10H21NO5H (236.14),C3H9N-CHCOOH-CH2-CH (144.1),C3H9N+ (59)
DGTS(14:0_25:0)+H,810.71817,792.70761,679.62355,693.6392,600.51987,446.34767,582.50931,428.33711,236.1492402,144.1018984,59.0729454
DGTS(14:0_26:0)+H,824.73377,806.72321,693.63915,707.6548,614.53547,446.34767,596.52491,428.33711,236.1492402,144.1018984,59.0729454
DGTS(14:1_14:1)+H,652.51477,634.50421,521.42015,535.4358,444.33207,444.33207,426.32151,426.32151,236.1492402,144.1018984,59.0729454
DGTS(14:1_15:0)+H,668.54607,650.53551,537.45145,551.4671,460.36337,444.33207,442.35281,426.32151,236.1492402,144.1018984,59.0729454
DGTS(14:1_15:1)+H,666.53037,648.51981,535.43575,549.4514,458.34767,444.33207,440.33711,426.32151,236.1492402,144.1018984,59.0729454
DGTS(14:1_16:0)+H,682.56167,664.55111,551.46705,565.4827,474.37897,444.33207,456.36841,426.32151,236.1492402,144.1018984,59.0729454
DGTS(14:1_16:1)+H,680.54607,662.53551,549.45145,563.4671,472.36337,444.33207,454.35281,426.32151,236.1492402,144.1018984,59.0729454
DGTS(14:1_17:0)+H,696.57737,678.56681,565.48275,579.4984,488.39467,444.33207,470.38411,426.32151,236.1492402,144.1018984,59.0729454
DGTS(14:1_17:1)+H,694.56167,676.55111,563.46705,577.4827,486.37897,444.33207,468.36841,426.32151,236.1492402,144.1018984,59.0729454
DGTS(14:1_17:2)+H,692.54607,674.53551,561.45145,575.4671,484.36337,444.33207,466.35281,426.32151,236.1492402,144.1018984,59.0729454
DGTS(14:1_18:0)+H,710.59297,692.58241,579.49835,593.514,502.41027,444.33207,484.39971,426.32151,236.1492402,144.1018984,59.0729454
DGTS(14:1_18:1)+H,708.57737,690.56681,577.48275,591.4984,500.39467,444.33207,482.38411,426.32151,236.1492402,144.1018984,59.0729454
DGTS(14:1_18:2)+H,706.56167,688.55111,575.46705,589.4827,498.37897,444.33207,480.36841,426.32151,236.1492402,144.1018984,59.0729454
DGTS(14:1_18:3)+H,704.54607,686.53551,573.45145,587.4671,496.36337,444.33207,478.35281,426.32151,236.1492402,144.1018984,59.0729454
DGTS(14:1_18:4)+H,702.53037,684.51981,571.43575,585.4514,494.34767,444.33207,476.33711,426.32151,236.1492402,144.1018984,59.0729454
DGTS(14:1_19:0)+H,724.60867,706.59811,593.51405,607.5297,516.42597,444.33207,498.41541,426.32151,236.1492402,144.1018984,59.0729454
DGTS(14:1_20:0)+H,738.62427,720.61371,607.52965,621.5453,530.44157,444.33207,512.43101,426.32151,236.1492402,144.1018984,59.0729454
DGTS(14:1_20:1)+H,736.60867,718.59811,605.51405,619.5297,528.42597,444.33207,510.41541,426.32151,236.1492402,144.1018984,59.0729454
DGTS(14:1_20:2)+H,734.59297,716.58241,603.49835,617.514,526.41027,444.33207,508.39971,426.32151,236.1492402,144.1018984,59.0729454
DGTS(14:1_20:3)+H,732.57737,714.56681,601.48275,615.4984,524.39467,444.33207,506.38411,426.32151,236.1492402,144.1018984,59.0729454
DGTS(14:1_20:4)+H,730.56167,712.55111,599.46705,613.4827,522.37897,444.33207,504.36841,426.32151,236.1492402,144.1018984,59.0729454
DGTS(14:1_20:5)+H,728.54607,710.53551,597.45145,611.4671,520.36337,444.33207,502.35281,426.32151,236.1492402,144.1018984,59.0729454
DGTS(14:1_21:0)+H,752.63997,734.62941,621.54535,635.561,544.45727,444.33207,526.44671,426.32151,236.1492402,144.1018984,59.0729454
DGTS(14:1_22:0)+H,766.65557,748.64501,635.56095,649.5766,558.47287,444.33207,540.46231,426.32151,236.1492402,144.1018984,59.0729454
DGTS(14:1_22:1)+H,764.63997,746.62941,633.54535,647.561,556.45727,444.33207,538.44671,426.32151,236.1492402,144.1018984,59.0729454
DGTS(14:1_22:2)+H,762.62427,744.61371,631.52965,645.5453,554.44157,444.33207,536.43101,426.32151,236.1492402,144.1018984,59.0729454
DGTS(14:1_22:3)+H,760.60867,742.59811,629.51405,643.5297,552.42597,444.33207,534.41541,426.32151,236.1492402,144.1018984,59.0729454
DGTS(14:1_22:4)+H,758.59297,740.58241,627.49835,641.514,550.41027,444.33207,532.39971,426.32151,236.1492402,144.1018984,59.0729454
DGTS(14:1_22:5)+H,756.57737,738.56681,625.48275,639.4984,548.39467,444.33207,530.38411,426.32151,236.1492402,144.1018984,59.0729454
DGTS(14:1_22:6)+H,754.56167,736.55111,623.46705,637.4827,546.37897,444.33207,528.36841,426.32151,236.1492402,144.1018984,59.0729454
DGTS(14:1_23:0)+H,780.67127,762.66071,649.57665,663.5923,572.48857,444.33207,554.47801,426.32151,236.1492402,144.1018984,59.0729454
DGTS(14:1_24:0)+H,794.68687,776.67631,663.59225,677.6079,586.50417,444.33207,568.49361,426.32151,236.1492402,144.1018984,59.0729454
DGTS(14:1_24:1)+H,792.67127,774.66071,661.57665,675.5923,584.48857,444.33207,566.47801,426.32151,236.1492402,144.1018984,59.0729454
DGTS(14:1_25:0)+H,808.70257,790.69201,677.60795,691.6236,600.51987,444.33207,582.50931,426.32151,236.1492402,144.1018984,59.0729454
DGTS(14:1_26:0)+H,822.71817,804.70761,691.62355,705.6392,614.53547,444.33207,596.52491,426.32151,236.1492402,144.1018984,59.0729454
DGTS(15:0_15:0)+H,684.57737,666.56681,553.48275,567.4984,460.36337,460.36337,442.35281,442.35281,236.1492402,144.1018984,59.0729454
DGTS(15:0_15:1)+H,682.56167,664.55111,551.46705,565.4827,458.34767,460.36337,440.33711,442.35281,236.1492402,144.1018984,59.0729454
DGTS(15:0_16:0)+H,698.59297,680.58241,567.49835,581.514,474.37897,460.36337,456.36841,442.35281,236.1492402,144.1018984,59.0729454
DGTS(15:0_16:1)+H,696.57737,678.56681,565.48275,579.4984,472.36337,460.36337,454.35281,442.35281,236.1492402,144.1018984,59.0729454
DGTS(15:0_17:0)+H,712.60867,694.59811,581.51405,595.5297,488.39467,460.36337,470.38411,442.35281,236.1492402,144.1018984,59.0729454
DGTS(15:0_17:1)+H,710.59297,692.58241,579.49835,593.514,486.37897,460.36337,468.36841,442.35281,236.1492402,144.1018984,59.0729454
DGTS(15:0_17:2)+H,708.57737,690.56681,577.48275,591.4984,484.36337,460.36337,466.35281,442.35281,236.1492402,144.1018984,59.0729454
DGTS(15:0_18:0)+H,726.62427,708.61371,595.52965,609.5453,502.41027,460.36337,484.39971,442.35281,236.1492402,144.1018984,59.0729454
DGTS(15:0_18:1)+H,724.60867,706.59811,593.51405,607.5297,500.39467,460.36337,482.38411,442.35281,236.1492402,144.1018984,59.0729454
DGTS(15:0_18:2)+H,722.59297,704.58241,591.49835,605.514,498.37897,460.36337,480.36841,442.35281,236.1492402,144.1018984,59.0729454
DGTS(15:0_18:3)+H,720.57737,702.56681,589.48275,603.4984,496.36337,460.36337,478.35281,442.35281,236.1492402,144.1018984,59.0729454
DGTS(15:0_18:4)+H,718.56167,700.55111,587.46705,601.4827,494.34767,460.36337,476.33711,442.35281,236.1492402,144.1018984,59.0729454
DGTS(15:0_19:0)+H,740.63997,722.62941,609.54535,623.561,516.42597,460.36337,498.41541,442.35281,236.1492402,144.1018984,59.0729454
DGTS(15:0_20:0)+H,754.65557,736.64501,623.56095,637.5766,530.44157,460.36337,512.43101,442.35281,236.1492402,144.1018984,59.0729454
DGTS(15:0_20:1)+H,752.63997,734.62941,621.54535,635.561,528.42597,460.36337,510.41541,442.35281,236.1492402,144.1018984,59.0729454
DGTS(15:0_20:2)+H,750.62427,732.61371,619.52965,633.5453,526.41027,460.36337,508.39971,442.35281,236.1492402,144.1018984,59.0729454
DGTS(15:0_20:3)+H,748.60867,730.59811,617.51405,631.5297,524.39467,460.36337,506.38411,442.35281,236.1492402,144.1018984,59.0729454
DGTS(15:0_20:4)+H,746.59297,728.58241,615.49835,629.514,522.37897,460.36337,504.36841,442.35281,236.1492402,144.1018984,59.0729454
DGTS(15:0_20:5)+H,744.57737,726.56681,613.48275,627.4984,520.36337,460.36337,502.35281,442.35281,236.1492402,144.1018984,59.0729454
DGTS(15:0_21:0)+H,768.67127,750.66071,637.57665,651.5923,544.45727,460.36337,526.44671,442.35281,236.1492402,144.1018984,59.0729454
DGTS(15:0_22:0)+H,782.68687,764.67631,651.59225,665.6079,558.47287,460.36337,540.46231,442.35281,236.1492402,144.1018984,59.0729454
DGTS(15:0_22:1)+H,780.67127,762.66071,649.57665,663.5923,556.45727,460.36337,538.44671,442.35281,236.1492402,144.1018984,59.0729454
DGTS(15:0_22:2)+H,778.65557,760.64501,647.56095,661.5766,554.44157,460.36337,536.43101,442.35281,236.1492402,144.1018984,59.0729454
DGTS(15:0_22:3)+H,776.63997,758.62941,645.54535,659.561,552.42597,460.36337,534.41541,442.35281,236.1492402,144.1018984,59.0729454
DGTS(15:0_22:4)+H,774.62427,756.61371,643.52965,657.5453,550.41027,460.36337,532.39971,442.35281,236.1492402,144.1018984,59.0729454
DGTS(15:0_22:5)+H,772.60867,754.59811,641.51405,655.5297,548.39467,460.36337,530.38411,442.35281,236.1492402,144.1018984,59.0729454
DGTS(15:0_22:6)+H,770.59297,752.58241,639.49835,653.514,546.37897,460.36337,528.36841,442.35281,236.1492402,144.1018984,59.0729454
DGTS(15:0_23:0)+H,796.70257,778.69201,665.60795,679.6236,572.48857,460.36337,554.47801,442.35281,236.1492402,144.1018984,59.0729454
DGTS(15:0_24:0)+H,810.71817,792.70761,679.62355,693.6392,586.50417,460.36337,568.49361,442.35281,236.1492402,144.1018984,59.0729454
DGTS(15:0_24:1)+H,808.70257,790.69201,677.60795,691.6236,584.48857,460.36337,566.47801,442.35281,236.1492402,144.1018984,59.0729454
DGTS(15:0_25:0)+H,824.73387,806.72331,693.63925,707.6549,600.51987,460.36337,582.50931,442.35281,236.1492402,144.1018984,59.0729454
DGTS(15:0_26:0)+H,838.74947,820.73891,707.65485,721.6705,614.53547,460.36337,596.52491,442.35281,236.1492402,144.1018984,59.0729454
DGTS(15:1_15:1)+H,680.54597,662.53541,549.45135,563.467,458.34767,458.34767,440.33711,440.33711,236.1492402,144.1018984,59.0729454
DGTS(15:1_16:0)+H,696.57727,678.56671,565.48265,579.4983,474.37897,458.34767,456.36841,440.33711,236.1492402,144.1018984,59.0729454
DGTS(15:1_16:1)+H,694.56167,676.55111,563.46705,577.4827,472.36337,458.34767,454.35281,440.33711,236.1492402,144.1018984,59.0729454
DGTS(15:1_17:0)+H,710.59297,692.58241,579.49835,593.514,488.39467,458.34767,470.38411,440.33711,236.1492402,144.1018984,59.0729454
DGTS(15:1_17:1)+H,708.57727,690.56671,577.48265,591.4983,486.37897,458.34767,468.36841,440.33711,236.1492402,144.1018984,59.0729454
DGTS(15:1_17:2)+H,706.56167,688.55111,575.46705,589.4827,484.36337,458.34767,466.35281,440.33711,236.1492402,144.1018984,59.0729454
DGTS(15:1_18:0)+H,724.60857,706.59801,593.51395,607.5296,502.41027,458.34767,484.39971,440.33711,236.1492402,144.1018984,59.0729454
DGTS(15:1_18:1)+H,722.59297,704.58241,591.49835,605.514,500.39467,458.34767,482.38411,440.33711,236.1492402,144.1018984,59.0729454
DGTS(15:1_18:2)+H,720.57727,702.56671,589.48265,603.4983,498.37897,458.34767,480.36841,440.33711,236.1492402,144.1018984,59.0729454
DGTS(15:1_18:3)+H,718.56167,700.55111,587.46705,601.4827,496.36337,458.34767,478.35281,440.33711,236.1492402,144.1018984,59.0729454
DGTS(15:1_18:4)+H,716.54597,698.53541,585.45135,599.467,494.34767,458.34767,476.33711,440.33711,236.1492402,144.1018984,59.0729454
DGTS(15:1_19:0)+H,738.62427,720.61371,607.52965,621.5453,516.42597,458.34767,498.41541,440.33711,236.1492402,144.1018984,59.0729454
DGTS(15:1_20:0)+H,752.63987,734.62931,621.54525,635.5609,530.44157,458.34767,512.43101,440.33711,236.1492402,144.1018984,59.0729454
DGTS(15:1_20:1)+H,750.62427,732.61371,619.52965,633.5453,528.42597,458.34767,510.41541,440.33711,236.1492402,144.1018984,59.0729454
DGTS(15:1_20:2)+H,748.60857,730.59801,617.51395,631.5296,526.41027,458.34767,508.39971,440.33711,236.1492402,144.1018984,59.0729454
DGTS(15:1_20:3)+H,746.59297,728.58241,615.49835,629.514,524.39467,458.34767,506.38411,440.33711,236.1492402,144.1018984,59.0729454
DGTS(15:1_20:4)+H,744.57727,726.56671,613.48265,627.4983,522.37897,458.34767,504.36841,440.33711,236.1492402,144.1018984,59.0729454
DGTS(15:1_20:5)+H,742.56167,724.55111,611.46705,625.4827,520.36337,458.34767,502.35281,440.33711,236.1492402,144.1018984,59.0729454
DGTS(15:1_21:0)+H,766.65557,748.64501,635.56095,649.5766,544.45727,458.34767,526.44671,440.33711,236.1492402,144.1018984,59.0729454
DGTS(15:1_22:0)+H,780.67117,762.66061,649.57655,663.5922,558.47287,458.34767,540.46231,440.33711,236.1492402,144.1018984,59.0729454
DGTS(15:1_22:1)+H,778.65557,760.64501,647.56095,661.5766,556.45727,458.34767,538.44671,440.33711,236.1492402,144.1018984,59.0729454
DGTS(15:1_22:2)+H,776.63987,758.62931,645.54525,659.5609,554.44157,458.34767,536.43101,440.33711,236.1492402,144.1018984,59.0729454
DGTS(15:1_22:3)+H,774.62427,756.61371,643.52965,657.5453,552.42597,458.34767,534.41541,440.33711,236.1492402,144.1018984,59.0729454
DGTS(15:1_22:4)+H,772.60857,754.59801,641.51395,655.5296,550.41027,458.34767,532.39971,440.33711,236.1492402,144.1018984,59.0729454
DGTS(15:1_22:5)+H,770.59297,752.58241,639.49835,653.514,548.39467,458.34767,530.38411,440.33711,236.1492402,144.1018984,59.0729454
DGTS(15:1_22:6)+H,768.57727,750.56671,637.48265,651.4983,546.37897,458.34767,528.36841,440.33711,236.1492402,144.1018984,59.0729454
DGTS(15:1_23:0)+H,794.68687,776.67631,663.59225,677.6079,572.48857,458.34767,554.47801,440.33711,236.1492402,144.1018984,59.0729454
DGTS(15:1_24:0)+H,808.70247,790.69191,677.60785,691.6235,586.50417,458.34767,568.49361,440.33711,236.1492402,144.1018984,59.0729454
DGTS(15:1_24:1)+H,806.68687,788.67631,675.59225,689.6079,584.48857,458.34767,566.47801,440.33711,236.1492402,144.1018984,59.0729454
DGTS(15:1_25:0)+H,822.71817,804.70761,691.62355,705.6392,600.51987,458.34767,582.50931,440.33711,236.1492402,144.1018984,59.0729454
DGTS(15:1_26:0)+H,836.73377,818.72321,705.63915,719.6548,614.53547,458.34767,596.52491,440.33711,236.1492402,144.1018984,59.0729454
DGTS(16:0_16:0)+H,712.60857,694.59801,581.51395,595.5296,474.37897,474.37897,456.36841,456.36841,236.1492402,144.1018984,59.0729454
DGTS(16:0_16:1)+H,710.59297,692.58241,579.49835,593.514,472.36337,474.37897,454.35281,456.36841,236.1492402,144.1018984,59.0729454
DGTS(16:0_17:0)+H,726.62427,708.61371,595.52965,609.5453,488.39467,474.37897,470.38411,456.36841,236.1492402,144.1018984,59.0729454
DGTS(16:0_17:1)+H,724.60857,706.59801,593.51395,607.5296,486.37897,474.37897,468.36841,456.36841,236.1492402,144.1018984,59.0729454
DGTS(16:0_17:2)+H,722.59297,704.58241,591.49835,605.514,484.36337,474.37897,466.35281,456.36841,236.1492402,144.1018984,59.0729454
DGTS(16:0_18:0)+H,740.63987,722.62931,609.54525,623.5609,502.41027,474.37897,484.39971,456.36841,236.1492402,144.1018984,59.0729454
DGTS(16:0_18:1)+H,738.62427,720.61371,607.52965,621.5453,500.39467,474.37897,482.38411,456.36841,236.1492402,144.1018984,59.0729454
DGTS(16:0_18:2)+H,736.60857,718.59801,605.51395,619.5296,498.37897,474.37897,480.36841,456.36841,236.1492402,144.1018984,59.0729454
DGTS(16:0_18:3)+H,734.59297,716.58241,603.49835,617.514,496.36337,474.37897,478.35281,456.36841,236.1492402,144.1018984,59.0729454
DGTS(16:0_18:4)+H,732.57727,714.56671,601.48265,615.4983,494.34767,474.37897,476.33711,456.36841,236.1492402,144.1018984,59.0729454
DGTS(16:0_19:0)+H,754.65557,736.64501,623.56095,637.5766,516.42597,474.37897,498.41541,456.36841,236.1492402,144.1018984,59.0729454
DGTS(16:0_20:0)+H,768.67117,750.66061,637.57655,651.5922,530.44157,474.37897,512.43101,456.36841,236.1492402,144.1018984,59.0729454
DGTS(16:0_20:1)+H,766.65557,748.64501,635.56095,649.5766,528.42597,474.37897,510.41541,456.36841,236.1492402,144.1018984,59.0729454
DGTS(16:0_20:2)+H,764.63987,746.62931,633.54525,647.5609,526.41027,474.37897,508.39971,456.36841,236.1492402,144.1018984,59.0729454
DGTS(16:0_20:3)+H,762.62427,744.61371,631.52965,645.5453,524.39467,474.37897,506.38411,456.36841,236.1492402,144.1018984,59.0729454
DGTS(16:0_20:4)+H,760.60857,742.59801,629.51395,643.5296,522.37897,474.37897,504.36841,456.36841,236.1492402,144.1018984,59.0729454
DGTS(16:0_20:5)+H,758.59297,740.58241,627.49835,641.514,520.36337,474.37897,502.35281,456.36841,236.1492402,144.1018984,59.0729454
DGTS(16:0_21:0)+H,782.68687,764.67631,651.59225,665.6079,544.45727,474.37897,526.44671,456.36841,236.1492402,144.1018984,59.0729454
DGTS(16:0_22:0)+H,796.70247,778.69191,665.60785,679.6235,558.47287,474.37897,540.46231,456.36841,236.1492402,144.1018984,59.0729454
DGTS(16:0_22:1)+H,794.68687,776.67631,663.59225,677.6079,556.45727,474.37897,538.44671,456.36841,236.1492402,144.1018984,59.0729454
DGTS(16:0_22:2)+H,792.67117,774.66061,661.57655,675.5922,554.44157,474.37897,536.43101,456.36841,236.1492402,144.1018984,59.0729454
DGTS(16:0_22:3)+H,790.65557,772.64501,659.56095,673.5766,552.42597,474.37897,534.41541,456.36841,236.1492402,144.1018984,59.0729454
DGTS(16:0_22:4)+H,788.63987,770.62931,657.54525,671.5609,550.41027,474.37897,532.39971,456.36841,236.1492402,144.1018984,59.0729454
DGTS(16:0_22:5)+H,786.62427,768.61371,655.52965,669.5453,548.39467,474.37897,530.38411,456.36841,236.1492402,144.1018984,59.0729454
DGTS(16:0_22:6)+H,784.60857,766.59801,653.51395,667.5296,546.37897,474.37897,528.36841,456.36841,236.1492402,144.1018984,59.0729454
DGTS(16:0_23:0)+H,810.71817,792.70761,679.62355,693.6392,572.48857,474.37897,554.47801,456.36841,236.1492402,144.1018984,59.0729454
DGTS(16:0_24:0)+H,824.73377,806.72321,693.63915,707.6548,586.50417,474.37897,568.49361,456.36841,236.1492402,144.1018984,59.0729454
DGTS(16:0_24:1)+H,822.71817,804.70761,691.62355,705.6392,584.48857,474.37897,566.47801,456.36841,236.1492402,144.1018984,59.0729454
DGTS(16:0_25:0)+H,838.74947,820.73891,707.65485,721.6705,600.51987,474.37897,582.50931,456.36841,236.1492402,144.1018984,59.0729454
DGTS(16:0_26:0)+H,852.76507,834.75451,721.67045,735.6861,614.53547,474.37897,596.52491,456.36841,236.1492402,144.1018984,59.0729454
DGTS(16:1_16:1)+H,708.57737,690.56681,577.48275,591.4984,472.36337,472.36337,454.35281,454.35281,236.1492402,144.1018984,59.0729454
DGTS(16:1_17:0)+H,724.60867,706.59811,593.51405,607.5297,488.39467,472.36337,470.38411,454.35281,236.1492402,144.1018984,59.0729454
DGTS(16:1_17:1)+H,722.59297,704.58241,591.49835,605.514,486.37897,472.36337,468.36841,454.35281,236.1492402,144.1018984,59.0729454
DGTS(16:1_17:2)+H,720.57737,702.56681,589.48275,603.4984,484.36337,472.36337,466.35281,454.35281,236.1492402,144.1018984,59.0729454
DGTS(16:1_18:0)+H,738.62427,720.61371,607.52965,621.5453,502.41027,472.36337,484.39971,454.35281,236.1492402,144.1018984,59.0729454
DGTS(16:1_18:1)+H,736.60867,718.59811,605.51405,619.5297,500.39467,472.36337,482.38411,454.35281,236.1492402,144.1018984,59.0729454
DGTS(16:1_18:2)+H,734.59297,716.58241,603.49835,617.514,498.37897,472.36337,480.36841,454.35281,236.1492402,144.1018984,59.0729454
DGTS(16:1_18:3)+H,732.57737,714.56681,601.48275,615.4984,496.36337,472.36337,478.35281,454.35281,236.1492402,144.1018984,59.0729454
DGTS(16:1_18:4)+H,730.56167,712.55111,599.46705,613.4827,494.34767,472.36337,476.33711,454.35281,236.1492402,144.1018984,59.0729454
DGTS(16:1_19:0)+H,752.63997,734.62941,621.54535,635.561,516.42597,472.36337,498.41541,454.35281,236.1492402,144.1018984,59.0729454
DGTS(16:1_20:0)+H,766.65557,748.64501,635.56095,649.5766,530.44157,472.36337,512.43101,454.35281,236.1492402,144.1018984,59.0729454
DGTS(16:1_20:1)+H,764.63997,746.62941,633.54535,647.561,528.42597,472.36337,510.41541,454.35281,236.1492402,144.1018984,59.0729454
DGTS(16:1_20:2)+H,762.62427,744.61371,631.52965,645.5453,526.41027,472.36337,508.39971,454.35281,236.1492402,144.1018984,59.0729454
DGTS(16:1_20:3)+H,760.60867,742.59811,629.51405,643.5297,524.39467,472.36337,506.38411,454.35281,236.1492402,144.1018984,59.0729454
DGTS(16:1_20:4)+H,758.59297,740.58241,627.49835,641.514,522.37897,472.36337,504.36841,454.35281,236.1492402,144.1018984,59.0729454
DGTS(16:1_20:5)+H,756.57737,738.56681,625.48275,639.4984,520.36337,472.36337,502.35281,454.35281,236.1492402,144.1018984,59.0729454
DGTS(16:1_21:0)+H,780.67127,762.66071,649.57665,663.5923,544.45727,472.36337,526.44671,454.35281,236.1492402,144.1018984,59.0729454
DGTS(16:1_22:0)+H,794.68687,776.67631,663.59225,677.6079,558.47287,472.36337,540.46231,454.35281,236.1492402,144.1018984,59.0729454
DGTS(16:1_22:1)+H,792.67127,774.66071,661.57665,675.5923,556.45727,472.36337,538.44671,454.35281,236.1492402,144.1018984,59.0729454
DGTS(16:1_22:2)+H,790.65557,772.64501,659.56095,673.5766,554.44157,472.36337,536.43101,454.35281,236.1492402,144.1018984,59.0729454
DGTS(16:1_22:3)+H,788.63997,770.62941,657.54535,671.561,552.42597,472.36337,534.41541,454.35281,236.1492402,144.1018984,59.0729454
DGTS(16:1_22:4)+H,786.62427,768.61371,655.52965,669.5453,550.41027,472.36337,532.39971,454.35281,236.1492402,144.1018984,59.0729454
DGTS(16:1_22:5)+H,784.60867,766.59811,653.51405,667.5297,548.39467,472.36337,530.38411,454.35281,236.1492402,144.1018984,59.0729454
DGTS(16:1_22:6)+H,782.59297,764.58241,651.49835,665.514,546.37897,472.36337,528.36841,454.35281,236.1492402,144.1018984,59.0729454
DGTS(16:1_23:0)+H,808.70257,790.69201,677.60795,691.6236,572.48857,472.36337,554.47801,454.35281,236.1492402,144.1018984,59.0729454
DGTS(16:1_24:0)+H,822.71817,804.70761,691.62355,705.6392,586.50417,472.36337,568.49361,454.35281,236.1492402,144.1018984,59.0729454
DGTS(16:1_24:1)+H,820.70257,802.69201,689.60795,703.6236,584.48857,472.36337,566.47801,454.35281,236.1492402,144.1018984,59.0729454
DGTS(16:1_25:0)+H,836.73387,818.72331,705.63925,719.6549,600.51987,472.36337,582.50931,454.35281,236.1492402,144.1018984,59.0729454
DGTS(16:1_26:0)+H,850.74947,832.73891,719.65485,733.6705,614.53547,472.36337,596.52491,454.35281,236.1492402,144.1018984,59.0729454
DGTS(17:0_17:0)+H,740.63997,722.62941,609.54535,623.561,488.39467,488.39467,470.38411,470.38411,236.1492402,144.1018984,59.0729454
DGTS(17:0_17:1)+H,738.62427,720.61371,607.52965,621.5453,486.37897,488.39467,468.36841,470.38411,236.1492402,144.1018984,59.0729454
DGTS(17:0_17:2)+H,736.60867,718.59811,605.51405,619.5297,484.36337,488.39467,466.35281,470.38411,236.1492402,144.1018984,59.0729454
DGTS(17:0_18:0)+H,754.65557,736.64501,623.56095,637.5766,502.41027,488.39467,484.39971,470.38411,236.1492402,144.1018984,59.0729454
DGTS(17:0_18:1)+H,752.63997,734.62941,621.54535,635.561,500.39467,488.39467,482.38411,470.38411,236.1492402,144.1018984,59.0729454
DGTS(17:0_18:2)+H,750.62427,732.61371,619.52965,633.5453,498.37897,488.39467,480.36841,470.38411,236.1492402,144.1018984,59.0729454
DGTS(17:0_18:3)+H,748.60867,730.59811,617.51405,631.5297,496.36337,488.39467,478.35281,470.38411,236.1492402,144.1018984,59.0729454
DGTS(17:0_18:4)+H,746.59297,728.58241,615.49835,629.514,494.34767,488.39467,476.33711,470.38411,236.1492402,144.1018984,59.0729454
DGTS(17:0_19:0)+H,768.67127,750.66071,637.57665,651.5923,516.42597,488.39467,498.41541,470.38411,236.1492402,144.1018984,59.0729454
DGTS(17:0_20:0)+H,782.68687,764.67631,651.59225,665.6079,530.44157,488.39467,512.43101,470.38411,236.1492402,144.1018984,59.0729454
DGTS(17:0_20:1)+H,780.67127,762.66071,649.57665,663.5923,528.42597,488.39467,510.41541,470.38411,236.1492402,144.1018984,59.0729454
DGTS(17:0_20:2)+H,778.65557,760.64501,647.56095,661.5766,526.41027,488.39467,508.39971,470.38411,236.1492402,144.1018984,59.0729454
DGTS(17:0_20:3)+H,776.63997,758.62941,645.54535,659.561,524.39467,488.39467,506.38411,470.38411,236.1492402,144.1018984,59.0729454
DGTS(17:0_20:4)+H,774.62427,756.61371,643.52965,657.5453,522.37897,488.39467,504.36841,470.38411,236.1492402,144.1018984,59.0729454
DGTS(17:0_20:5)+H,772.60867,754.59811,641.51405,655.5297,520.36337,488.39467,502.35281,470.38411,236.1492402,144.1018984,59.0729454
DGTS(17:0_21:0)+H,796.70257,778.69201,665.60795,679.6236,544.45727,488.39467,526.44671,470.38411,236.1492402,144.1018984,59.0729454
DGTS(17:0_22:0)+H,810.71817,792.70761,679.62355,693.6392,558.47287,488.39467,540.46231,470.38411,236.1492402,144.1018984,59.0729454
DGTS(17:0_22:1)+H,808.70257,790.69201,677.60795,691.6236,556.45727,488.39467,538.44671,470.38411,236.1492402,144.1018984,59.0729454
DGTS(17:0_22:2)+H,806.68687,788.67631,675.59225,689.6079,554.44157,488.39467,536.43101,470.38411,236.1492402,144.1018984,59.0729454
DGTS(17:0_22:3)+H,804.67127,786.66071,673.57665,687.5923,552.42597,488.39467,534.41541,470.38411,236.1492402,144.1018984,59.0729454
DGTS(17:0_22:4)+H,802.65557,784.64501,671.56095,685.5766,550.41027,488.39467,532.39971,470.38411,236.1492402,144.1018984,59.0729454
DGTS(17:0_22:5)+H,800.63997,782.62941,669.54535,683.561,548.39467,488.39467,530.38411,470.38411,236.1492402,144.1018984,59.0729454
DGTS(17:0_22:6)+H,798.62427,780.61371,667.52965,681.5453,546.37897,488.39467,528.36841,470.38411,236.1492402,144.1018984,59.0729454
DGTS(17:0_23:0)+H,824.73387,806.72331,693.63925,707.6549,572.48857,488.39467,554.47801,470.38411,236.1492402,144.1018984,59.0729454
DGTS(17:0_24:0)+H,838.74947,820.73891,707.65485,721.6705,586.50417,488.39467,568.49361,470.38411,236.1492402,144.1018984,59.0729454
DGTS(17:0_24:1)+H,836.73387,818.72331,705.63925,719.6549,584.48857,488.39467,566.47801,470.38411,236.1492402,144.1018984,59.0729454
DGTS(17:0_25:0)+H,852.76517,834.75461,721.67055,735.6862,600.51987,488.39467,582.50931,470.38411,236.1492402,144.1018984,59.0729454
DGTS(17:0_26:0)+H,866.78077,848.77021,735.68615,749.7018,614.53547,488.39467,596.52491,470.38411,236.1492402,144.1018984,59.0729454
DGTS(17:1_17:1)+H,736.60857,718.59801,605.51395,619.5296,486.37897,486.37897,468.36841,468.36841,236.1492402,144.1018984,59.0729454
DGTS(17:1_17:2)+H,734.59297,716.58241,603.49835,617.514,484.36337,486.37897,466.35281,468.36841,236.1492402,144.1018984,59.0729454
