HexHexCer-NS,[M+C2H3O2]-,[M-H]-,[M-C6H10O5-H]-,[FAA+C2H3-H]-,[FAA-OH-H]-,[Sph-C2H7NO-H]-,[C6H11O6]-
HexCer-NS(d29:1/13:0)+C2H3O2,870.7034,810.6823,648.6295,238.2171,195.1992,391.3945,179.0556
HexCer-NS(d29:1/13:1)+C2H3O2,868.6878,808.6666,646.6138,236.2014,193.1836,391.3945,179.0556
HexCer-NS(d29:1/14:0)+C2H3O2,884.7191,824.6979,662.6451,252.2328,209.2149,391.3945,179.0556
HexCer-NS(d29:1/14:1)+C2H3O2,882.7034,822.6823,660.6295,250.2171,207.1992,391.3945,179.0556
HexCer-NS(d29:1/15:0)+C2H3O2,898.7347,838.7136,676.6608,266.2484,223.2305,391.3945,179.0556
HexCer-NS(d29:1/15:1)+C2H3O2,896.7191,836.6979,674.6451,264.2328,221.2149,391.3945,179.0556
HexCer-NS(d29:1/16:0)+C2H3O2,912.7504,852.7292,690.6764,280.264,237.2462,391.3945,179.0556
HexCer-NS(d29:1/16:1)+C2H3O2,910.7347,850.7136,688.6608,278.2484,235.2305,391.3945,179.0556
HexCer-NS(d29:1/16:2)+C2H3O2,908.7191,848.6979,686.6451,276.2328,233.2149,391.3945,179.0556
HexCer-NS(d29:1/17:0)+C2H3O2,926.7661,866.7449,704.6921,294.2797,251.2619,391.3945,179.0556
HexCer-NS(d29:1/18:0)+C2H3O2,940.7817,880.7606,718.7077,308.2953,265.2775,391.3945,179.0556
HexCer-NS(d29:1/18:1)+C2H3O2,938.7661,878.7449,716.6921,306.2797,263.2618,391.3945,179.0556
HexCer-NS(d29:1/18:2)+C2H3O2,936.7504,876.7292,714.6764,304.264,261.2462,391.3945,179.0556
HexCer-NS(d29:1/19:0)+C2H3O2,954.7973,894.7762,732.7234,322.311,279.2932,391.3945,179.0556
HexCer-NS(d29:1/19:1)+C2H3O2,952.7817,892.7606,730.7077,320.2953,277.2775,391.3945,179.0556
HexCer-NS(d29:1/20:0)+C2H3O2,968.813,908.7919,746.739,336.3267,293.3088,391.3945,179.0556
HexCer-NS(d29:1/20:1)+C2H3O2,966.7973,906.7762,744.7234,334.311,291.2932,391.3945,179.0556
HexCer-NS(d29:1/20:2)+C2H3O2,964.7817,904.7606,742.7077,332.2953,289.2775,391.3945,179.0556
HexCer-NS(d29:1/21:0)+C2H3O2,982.8286,922.8075,760.7547,350.3423,307.3245,391.3945,179.0556
HexCer-NS(d29:1/21:1)+C2H3O2,980.813,920.7919,758.739,348.3267,305.3088,391.3945,179.0556
HexCer-NS(d29:1/22:0)+C2H3O2,996.8443,936.8231,774.7703,364.3579,321.3401,391.3945,179.0556
HexCer-NS(d29:1/22:1)+C2H3O2,994.8286,934.8075,772.7547,362.3423,319.3245,391.3945,179.0556
HexCer-NS(d29:1/22:2)+C2H3O2,992.813,932.7919,770.739,360.3267,317.3088,391.3945,179.0556
HexCer-NS(d29:1/23:0)+C2H3O2,1010.86,950.8388,788.7859,378.3736,335.3557,391.3945,179.0556
HexCer-NS(d29:1/23:1)+C2H3O2,1008.844,948.8231,786.7703,376.3579,333.3401,391.3945,179.0556
HexCer-NS(d29:1/24:0)+C2H3O2,1024.876,964.8544,802.8016,392.3893,349.3714,391.3945,179.0556
HexCer-NS(d29:1/24:1)+C2H3O2,1022.86,962.8388,800.7859,390.3736,347.3557,391.3945,179.0556
HexCer-NS(d29:1/24:2)+C2H3O2,1020.844,960.8231,798.7703,388.3579,345.3401,391.3945,179.0556
HexCer-NS(d29:1/25:0)+C2H3O2,1038.891,978.8701,816.8173,406.4049,363.3871,391.3945,179.0556
HexCer-NS(d29:1/25:1)+C2H3O2,1036.876,976.8544,814.8016,404.3893,361.3714,391.3945,179.0556
HexCer-NS(d29:1/26:0)+C2H3O2,1052.907,992.8857,830.8329,420.4206,377.4027,391.3945,179.0556
HexCer-NS(d29:1/26:1)+C2H3O2,1050.891,990.8701,828.8173,418.4049,375.3871,391.3945,179.0556
HexCer-NS(d29:1/26:2)+C2H3O2,1048.876,988.8544,826.8016,416.3893,373.3714,391.3945,179.0556
HexCer-NS(d29:1/27:0)+C2H3O2,1066.922,1006.901,844.8486,434.4362,391.4183,391.3945,179.0556
HexCer-NS(d29:1/27:1)+C2H3O2,1064.907,1004.886,842.8329,432.4206,389.4027,391.3945,179.0556
HexCer-NS(d29:1/28:0)+C2H3O2,1080.938,1020.917,858.8642,448.4518,405.434,391.3945,179.0556
HexCer-NS(d29:1/28:1)+C2H3O2,1078.922,1018.901,856.8486,446.4362,403.4183,391.3945,179.0556
HexCer-NS(d29:1/28:2)+C2H3O2,1076.907,1016.886,854.8329,444.4206,401.4027,391.3945,179.0556
HexCer-NS(d29:1/29:0)+C2H3O2,1094.954,1034.933,872.8799,462.4675,419.4496,391.3945,179.0556
HexCer-NS(d29:1/29:1)+C2H3O2,1092.938,1032.917,870.8642,460.4518,417.434,391.3945,179.0556
HexCer-NS(d29:1/30:0)+C2H3O2,1108.969,1048.948,886.8955,476.4832,433.4653,391.3945,179.0556
HexCer-NS(d29:1/30:1)+C2H3O2,1106.954,1046.933,884.8799,474.4675,431.4496,391.3945,179.0556
HexCer-NS(d29:1/30:2)+C2H3O2,1104.938,1044.917,882.8642,472.4518,429.434,391.3945,179.0556
HexCer-NS(d29:1/31:0)+C2H3O2,1122.985,1062.964,900.9112,490.4988,447.481,391.3945,179.0556
HexCer-NS(d29:1/31:1)+C2H3O2,1120.969,1060.948,898.8955,488.4832,445.4653,391.3945,179.0556
HexCer-NS(d29:1/32:0)+C2H3O2,1137.001,1076.98,914.9268,504.5144,461.4966,391.3945,179.0556
HexCer-NS(d29:1/32:1)+C2H3O2,1134.985,1074.964,912.9112,502.4988,459.481,391.3945,179.0556
HexCer-NS(d29:1/32:2)+C2H3O2,1132.969,1072.948,910.8955,500.4832,457.4653,391.3945,179.0556
HexCer-NS(d29:1/33:0)+C2H3O2,1151.016,1090.995,928.9424,518.5301,475.5122,391.3945,179.0556
HexCer-NS(d29:1/33:1)+C2H3O2,1149.001,1088.98,926.9268,516.5145,473.4966,391.3945,179.0556
HexCer-NS(d29:1/34:0)+C2H3O2,1165.032,1105.011,942.9581,532.5458,489.5279,391.3945,179.0556
HexCer-NS(d29:1/34:1)+C2H3O2,1163.016,1102.995,940.9424,530.5301,487.5122,391.3945,179.0556
HexCer-NS(d29:1/34:2)+C2H3O2,1161.001,1100.98,938.9268,528.5145,485.4966,391.3945,179.0556
HexCer-NS(d29:1/35:0)+C2H3O2,1179.048,1119.027,956.9738,546.5614,503.5435,391.3945,179.0556
HexCer-NS(d29:1/35:1)+C2H3O2,1177.032,1117.011,954.9581,544.5458,501.5279,391.3945,179.0556
HexCer-NS(d29:1/36:0)+C2H3O2,1193.063,1133.042,970.9894,560.577,517.5592,391.3945,179.0556
HexCer-NS(d29:1/36:1)+C2H3O2,1191.048,1131.027,968.9738,558.5614,515.5436,391.3945,179.0556
HexCer-NS(d29:1/36:2)+C2H3O2,1189.032,1129.011,966.9581,556.5458,513.5279,391.3945,179.0556
HexCer-NS(d29:1/38:0)+C2H3O2,1221.095,1161.074,999.0207,588.6083,545.5905,391.3945,179.0556
HexCer-NS(d29:1/38:1)+C2H3O2,1219.079,1159.058,997.0051,586.5927,543.5748,391.3945,179.0556
HexCer-NS(d29:1/38:2)+C2H3O2,1217.063,1157.042,994.9894,584.577,541.5592,391.3945,179.0556
HexCer-NS(d29:1/40:0)+C2H3O2,1249.126,1189.105,1027.052,616.6396,573.6218,391.3945,179.0556
HexCer-NS(d29:1/40:1)+C2H3O2,1247.11,1187.089,1025.036,614.624,571.6061,391.3945,179.0556
HexCer-NS(d29:1/40:2)+C2H3O2,1245.095,1185.074,1023.021,612.6083,569.5905,391.3945,179.0556
HexCer-NS(d29:1/42:0)+C2H3O2,1277.157,1217.136,1055.083,644.671,601.6531,391.3945,179.0556
HexCer-NS(d29:1/42:1)+C2H3O2,1275.142,1215.12,1053.068,642.6553,599.6375,391.3945,179.0556
HexCer-NS(d29:1/42:2)+C2H3O2,1273.126,1213.105,1051.052,640.6396,597.6218,391.3945,179.0556
HexCer-NS(d29:2/12:0)+C2H3O2,854.6721,794.651,632.5981,224.2014,181.1836,389.3789,179.0556
HexCer-NS(d29:2/12:1)+C2H3O2,852.6565,792.6354,630.5825,222.1858,179.168,389.3789,179.0556
HexCer-NS(d29:2/13:0)+C2H3O2,868.6878,808.6666,646.6138,238.2171,195.1992,389.3789,179.0556
HexCer-NS(d29:2/13:1)+C2H3O2,866.6721,806.651,644.5981,236.2014,193.1836,389.3789,179.0556
HexCer-NS(d29:2/14:0)+C2H3O2,882.7034,822.6823,660.6295,252.2328,209.2149,389.3789,179.0556
HexCer-NS(d29:2/14:1)+C2H3O2,880.6878,820.6666,658.6138,250.2171,207.1992,389.3789,179.0556
HexCer-NS(d29:2/15:0)+C2H3O2,896.7191,836.6979,674.6451,266.2484,223.2305,389.3789,179.0556
HexCer-NS(d29:2/15:1)+C2H3O2,894.7034,834.6823,672.6295,264.2328,221.2149,389.3789,179.0556
HexCer-NS(d29:2/16:0)+C2H3O2,910.7347,850.7136,688.6608,280.264,237.2462,389.3789,179.0556
HexCer-NS(d29:2/16:1)+C2H3O2,908.7191,848.6979,686.6451,278.2484,235.2305,389.3789,179.0556
HexCer-NS(d29:2/16:2)+C2H3O2,906.7034,846.6823,684.6295,276.2328,233.2149,389.3789,179.0556
HexCer-NS(d29:2/17:0)+C2H3O2,924.7504,864.7292,702.6764,294.2797,251.2619,389.3789,179.0556
HexCer-NS(d29:2/18:0)+C2H3O2,938.7661,878.7449,716.6921,308.2953,265.2775,389.3789,179.0556
HexCer-NS(d29:2/18:1)+C2H3O2,936.7504,876.7292,714.6764,306.2797,263.2618,389.3789,179.0556
HexCer-NS(d29:2/18:2)+C2H3O2,934.7347,874.7136,712.6608,304.264,261.2462,389.3789,179.0556
HexCer-NS(d29:2/19:0)+C2H3O2,952.7817,892.7606,730.7077,322.311,279.2932,389.3789,179.0556
HexCer-NS(d29:2/19:1)+C2H3O2,950.7661,890.7449,728.6921,320.2953,277.2775,389.3789,179.0556
HexCer-NS(d29:2/20:0)+C2H3O2,966.7973,906.7762,744.7234,336.3267,293.3088,389.3789,179.0556
HexCer-NS(d29:2/20:1)+C2H3O2,964.7817,904.7606,742.7077,334.311,291.2932,389.3789,179.0556
HexCer-NS(d29:2/20:2)+C2H3O2,962.7661,902.7449,740.6921,332.2953,289.2775,389.3789,179.0556
HexCer-NS(d29:2/21:0)+C2H3O2,980.813,920.7919,758.739,350.3423,307.3245,389.3789,179.0556
HexCer-NS(d29:2/21:1)+C2H3O2,978.7973,918.7762,756.7234,348.3267,305.3088,389.3789,179.0556
HexCer-NS(d29:2/22:0)+C2H3O2,994.8286,934.8075,772.7547,364.3579,321.3401,389.3789,179.0556
HexCer-NS(d29:2/22:1)+C2H3O2,992.813,932.7919,770.739,362.3423,319.3245,389.3789,179.0556
HexCer-NS(d29:2/22:2)+C2H3O2,990.7973,930.7762,768.7234,360.3267,317.3088,389.3789,179.0556
HexCer-NS(d29:2/23:0)+C2H3O2,1008.844,948.8231,786.7703,378.3736,335.3557,389.3789,179.0556
HexCer-NS(d29:2/23:1)+C2H3O2,1006.829,946.8075,784.7547,376.3579,333.3401,389.3789,179.0556
HexCer-NS(d29:2/24:0)+C2H3O2,1022.86,962.8388,800.7859,392.3893,349.3714,389.3789,179.0556
HexCer-NS(d29:2/24:1)+C2H3O2,1020.844,960.8231,798.7703,390.3736,347.3557,389.3789,179.0556
HexCer-NS(d29:2/24:2)+C2H3O2,1018.829,958.8075,796.7547,388.3579,345.3401,389.3789,179.0556
HexCer-NS(d29:2/25:0)+C2H3O2,1036.876,976.8544,814.8016,406.4049,363.3871,389.3789,179.0556
HexCer-NS(d29:2/25:1)+C2H3O2,1034.86,974.8388,812.7859,404.3893,361.3714,389.3789,179.0556
HexCer-NS(d29:2/26:0)+C2H3O2,1050.891,990.8701,828.8173,420.4206,377.4027,389.3789,179.0556
HexCer-NS(d29:2/26:1)+C2H3O2,1048.876,988.8544,826.8016,418.4049,375.3871,389.3789,179.0556
HexCer-NS(d29:2/26:2)+C2H3O2,1046.86,986.8388,824.7859,416.3893,373.3714,389.3789,179.0556
HexCer-NS(d29:2/27:0)+C2H3O2,1064.907,1004.886,842.8329,434.4362,391.4183,389.3789,179.0556
HexCer-NS(d29:2/27:1)+C2H3O2,1062.891,1002.87,840.8173,432.4206,389.4027,389.3789,179.0556
HexCer-NS(d29:2/28:0)+C2H3O2,1078.922,1018.901,856.8486,448.4518,405.434,389.3789,179.0556
HexCer-NS(d29:2/28:1)+C2H3O2,1076.907,1016.886,854.8329,446.4362,403.4183,389.3789,179.0556
HexCer-NS(d29:2/28:2)+C2H3O2,1074.891,1014.87,852.8173,444.4206,401.4027,389.3789,179.0556
HexCer-NS(d29:2/29:0)+C2H3O2,1092.938,1032.917,870.8642,462.4675,419.4496,389.3789,179.0556
HexCer-NS(d29:2/29:1)+C2H3O2,1090.922,1030.901,868.8486,460.4518,417.434,389.3789,179.0556
HexCer-NS(d29:2/30:0)+C2H3O2,1106.954,1046.933,884.8799,476.4832,433.4653,389.3789,179.0556
HexCer-NS(d29:2/30:1)+C2H3O2,1104.938,1044.917,882.8642,474.4675,431.4496,389.3789,179.0556
HexCer-NS(d29:2/30:2)+C2H3O2,1102.922,1042.901,880.8486,472.4518,429.434,389.3789,179.0556
HexCer-NS(d29:2/31:0)+C2H3O2,1120.969,1060.948,898.8955,490.4988,447.481,389.3789,179.0556
HexCer-NS(d29:2/31:1)+C2H3O2,1118.954,1058.933,896.8799,488.4832,445.4653,389.3789,179.0556
HexCer-NS(d29:2/32:0)+C2H3O2,1134.985,1074.964,912.9112,504.5144,461.4966,389.3789,179.0556
HexCer-NS(d29:2/32:1)+C2H3O2,1132.969,1072.948,910.8955,502.4988,459.481,389.3789,179.0556
HexCer-NS(d29:2/32:2)+C2H3O2,1130.954,1070.933,908.8799,500.4832,457.4653,389.3789,179.0556
HexCer-NS(d29:2/33:0)+C2H3O2,1149.001,1088.98,926.9268,518.5301,475.5122,389.3789,179.0556
HexCer-NS(d29:2/33:1)+C2H3O2,1146.985,1086.964,924.9112,516.5145,473.4966,389.3789,179.0556
HexCer-NS(d29:2/34:0)+C2H3O2,1163.016,1102.995,940.9424,532.5458,489.5279,389.3789,179.0556
HexCer-NS(d29:2/34:1)+C2H3O2,1161.001,1100.98,938.9268,530.5301,487.5122,389.3789,179.0556
HexCer-NS(d29:2/34:2)+C2H3O2,1158.985,1098.964,936.9112,528.5145,485.4966,389.3789,179.0556
HexCer-NS(d29:2/35:0)+C2H3O2,1177.032,1117.011,954.9581,546.5614,503.5435,389.3789,179.0556
HexCer-NS(d29:2/35:1)+C2H3O2,1175.016,1114.995,952.9424,544.5458,501.5279,389.3789,179.0556
HexCer-NS(d29:2/36:0)+C2H3O2,1191.048,1131.027,968.9738,560.577,517.5592,389.3789,179.0556
HexCer-NS(d29:2/36:1)+C2H3O2,1189.032,1129.011,966.9581,558.5614,515.5436,389.3789,179.0556
HexCer-NS(d29:2/36:2)+C2H3O2,1187.016,1126.995,964.9424,556.5458,513.5279,389.3789,179.0556
HexCer-NS(d29:2/38:0)+C2H3O2,1219.079,1159.058,997.0051,588.6083,545.5905,389.3789,179.0556
HexCer-NS(d29:2/38:1)+C2H3O2,1217.063,1157.042,994.9894,586.5927,543.5748,389.3789,179.0556
HexCer-NS(d29:2/38:2)+C2H3O2,1215.048,1155.027,992.9738,584.577,541.5592,389.3789,179.0556
HexCer-NS(d29:2/40:0)+C2H3O2,1247.11,1187.089,1025.036,616.6396,573.6218,389.3789,179.0556
HexCer-NS(d29:2/40:1)+C2H3O2,1245.095,1185.074,1023.021,614.624,571.6061,389.3789,179.0556
HexCer-NS(d29:2/40:2)+C2H3O2,1243.079,1183.058,1021.005,612.6083,569.5905,389.3789,179.0556
HexCer-NS(d29:2/42:0)+C2H3O2,1275.142,1215.12,1053.068,644.671,601.6531,389.3789,179.0556
HexCer-NS(d29:2/42:1)+C2H3O2,1273.126,1213.105,1051.052,642.6553,599.6375,389.3789,179.0556
HexCer-NS(d29:2/42:2)+C2H3O2,1271.11,1211.089,1049.036,640.6396,597.6218,389.3789,179.0556
HexCer-NS(d29:3/12:0)+C2H3O2,852.6565,792.6354,630.5825,224.2014,181.1836,387.3633,179.0556
HexCer-NS(d29:3/12:1)+C2H3O2,850.6408,790.6197,628.5669,222.1858,179.168,387.3633,179.0556
HexCer-NS(d29:3/13:0)+C2H3O2,866.6721,806.651,644.5981,238.2171,195.1992,387.3633,179.0556
HexCer-NS(d29:3/13:1)+C2H3O2,864.6565,804.6354,642.5825,236.2014,193.1836,387.3633,179.0556
HexCer-NS(d29:3/14:0)+C2H3O2,880.6878,820.6666,658.6138,252.2328,209.2149,387.3633,179.0556
HexCer-NS(d29:3/14:1)+C2H3O2,878.6721,818.651,656.5981,250.2171,207.1992,387.3633,179.0556
HexCer-NS(d29:3/15:0)+C2H3O2,894.7034,834.6823,672.6295,266.2484,223.2305,387.3633,179.0556
HexCer-NS(d29:3/15:1)+C2H3O2,892.6878,832.6666,670.6138,264.2328,221.2149,387.3633,179.0556
HexCer-NS(d29:3/16:0)+C2H3O2,908.7191,848.6979,686.6451,280.264,237.2462,387.3633,179.0556
HexCer-NS(d29:3/16:1)+C2H3O2,906.7034,846.6823,684.6295,278.2484,235.2305,387.3633,179.0556
HexCer-NS(d29:3/16:2)+C2H3O2,904.6878,844.6666,682.6138,276.2328,233.2149,387.3633,179.0556
HexCer-NS(d29:3/17:0)+C2H3O2,922.7347,862.7136,700.6608,294.2797,251.2619,387.3633,179.0556
HexCer-NS(d29:3/18:0)+C2H3O2,936.7504,876.7292,714.6764,308.2953,265.2775,387.3633,179.0556
HexCer-NS(d29:3/18:1)+C2H3O2,934.7347,874.7136,712.6608,306.2797,263.2618,387.3633,179.0556
HexCer-NS(d29:3/18:2)+C2H3O2,932.7191,872.6979,710.6451,304.264,261.2462,387.3633,179.0556
HexCer-NS(d29:3/19:0)+C2H3O2,950.7661,890.7449,728.6921,322.311,279.2932,387.3633,179.0556
HexCer-NS(d29:3/19:1)+C2H3O2,948.7504,888.7292,726.6764,320.2953,277.2775,387.3633,179.0556
HexCer-NS(d29:3/20:0)+C2H3O2,964.7817,904.7606,742.7077,336.3267,293.3088,387.3633,179.0556
HexCer-NS(d29:3/20:1)+C2H3O2,962.7661,902.7449,740.6921,334.311,291.2932,387.3633,179.0556
HexCer-NS(d29:3/20:2)+C2H3O2,960.7504,900.7292,738.6764,332.2953,289.2775,387.3633,179.0556
HexCer-NS(d29:3/21:0)+C2H3O2,978.7973,918.7762,756.7234,350.3423,307.3245,387.3633,179.0556
HexCer-NS(d29:3/21:1)+C2H3O2,976.7817,916.7606,754.7077,348.3267,305.3088,387.3633,179.0556
HexCer-NS(d29:3/22:0)+C2H3O2,992.813,932.7919,770.739,364.3579,321.3401,387.3633,179.0556
HexCer-NS(d29:3/22:1)+C2H3O2,990.7973,930.7762,768.7234,362.3423,319.3245,387.3633,179.0556
HexCer-NS(d29:3/22:2)+C2H3O2,988.7817,928.7606,766.7077,360.3267,317.3088,387.3633,179.0556
HexCer-NS(d29:3/23:0)+C2H3O2,1006.829,946.8075,784.7547,378.3736,335.3557,387.3633,179.0556
HexCer-NS(d29:3/23:1)+C2H3O2,1004.813,944.7919,782.739,376.3579,333.3401,387.3633,179.0556
HexCer-NS(d29:3/24:0)+C2H3O2,1020.844,960.8231,798.7703,392.3893,349.3714,387.3633,179.0556
HexCer-NS(d29:3/24:1)+C2H3O2,1018.829,958.8075,796.7547,390.3736,347.3557,387.3633,179.0556
HexCer-NS(d29:3/24:2)+C2H3O2,1016.813,956.7919,794.739,388.3579,345.3401,387.3633,179.0556
HexCer-NS(d29:3/25:0)+C2H3O2,1034.86,974.8388,812.7859,406.4049,363.3871,387.3633,179.0556
HexCer-NS(d29:3/25:1)+C2H3O2,1032.844,972.8231,810.7703,404.3893,361.3714,387.3633,179.0556
HexCer-NS(d29:3/26:0)+C2H3O2,1048.876,988.8544,826.8016,420.4206,377.4027,387.3633,179.0556
HexCer-NS(d29:3/26:1)+C2H3O2,1046.86,986.8388,824.7859,418.4049,375.3871,387.3633,179.0556
HexCer-NS(d29:3/26:2)+C2H3O2,1044.844,984.8231,822.7703,416.3893,373.3714,387.3633,179.0556
HexCer-NS(d29:3/27:0)+C2H3O2,1062.891,1002.87,840.8173,434.4362,391.4183,387.3633,179.0556
HexCer-NS(d29:3/27:1)+C2H3O2,1060.876,1000.854,838.8016,432.4206,389.4027,387.3633,179.0556
HexCer-NS(d29:3/28:0)+C2H3O2,1076.907,1016.886,854.8329,448.4518,405.434,387.3633,179.0556
HexCer-NS(d29:3/28:1)+C2H3O2,1074.891,1014.87,852.8173,446.4362,403.4183,387.3633,179.0556
HexCer-NS(d29:3/28:2)+C2H3O2,1072.876,1012.854,850.8016,444.4206,401.4027,387.3633,179.0556
HexCer-NS(d29:3/29:0)+C2H3O2,1090.922,1030.901,868.8486,462.4675,419.4496,387.3633,179.0556
HexCer-NS(d29:3/29:1)+C2H3O2,1088.907,1028.886,866.8329,460.4518,417.434,387.3633,179.0556
HexCer-NS(d29:3/30:0)+C2H3O2,1104.938,1044.917,882.8642,476.4832,433.4653,387.3633,179.0556
HexCer-NS(d29:3/30:1)+C2H3O2,1102.922,1042.901,880.8486,474.4675,431.4496,387.3633,179.0556
HexCer-NS(d29:3/30:2)+C2H3O2,1100.907,1040.886,878.8329,472.4518,429.434,387.3633,179.0556
HexCer-NS(d29:3/31:0)+C2H3O2,1118.954,1058.933,896.8799,490.4988,447.481,387.3633,179.0556
HexCer-NS(d29:3/31:1)+C2H3O2,1116.938,1056.917,894.8642,488.4832,445.4653,387.3633,179.0556
HexCer-NS(d29:3/32:0)+C2H3O2,1132.969,1072.948,910.8955,504.5144,461.4966,387.3633,179.0556
HexCer-NS(d29:3/32:1)+C2H3O2,1130.954,1070.933,908.8799,502.4988,459.481,387.3633,179.0556
HexCer-NS(d29:3/32:2)+C2H3O2,1128.938,1068.917,906.8642,500.4832,457.4653,387.3633,179.0556
HexCer-NS(d29:3/33:0)+C2H3O2,1146.985,1086.964,924.9112,518.5301,475.5122,387.3633,179.0556
HexCer-NS(d29:3/33:1)+C2H3O2,1144.969,1084.948,922.8955,516.5145,473.4966,387.3633,179.0556
HexCer-NS(d29:3/34:0)+C2H3O2,1161.001,1100.98,938.9268,532.5458,489.5279,387.3633,179.0556
HexCer-NS(d29:3/34:1)+C2H3O2,1158.985,1098.964,936.9112,530.5301,487.5122,387.3633,179.0556
HexCer-NS(d29:3/34:2)+C2H3O2,1156.969,1096.948,934.8955,528.5145,485.4966,387.3633,179.0556
HexCer-NS(d29:3/35:0)+C2H3O2,1175.016,1114.995,952.9424,546.5614,503.5435,387.3633,179.0556
HexCer-NS(d29:3/35:1)+C2H3O2,1173.001,1112.98,950.9268,544.5458,501.5279,387.3633,179.0556
HexCer-NS(d29:3/36:0)+C2H3O2,1189.032,1129.011,966.9581,560.577,517.5592,387.3633,179.0556
HexCer-NS(d29:3/36:1)+C2H3O2,1187.016,1126.995,964.9424,558.5614,515.5436,387.3633,179.0556
HexCer-NS(d29:3/36:2)+C2H3O2,1185.001,1124.98,962.9268,556.5458,513.5279,387.3633,179.0556
HexCer-NS(d29:3/38:0)+C2H3O2,1217.063,1157.042,994.9894,588.6083,545.5905,387.3633,179.0556
HexCer-NS(d29:3/38:1)+C2H3O2,1215.048,1155.027,992.9738,586.5927,543.5748,387.3633,179.0556
HexCer-NS(d29:3/38:2)+C2H3O2,1213.032,1153.011,990.9581,584.577,541.5592,387.3633,179.0556
HexCer-NS(d29:3/40:0)+C2H3O2,1245.095,1185.074,1023.021,616.6396,573.6218,387.3633,179.0556
HexCer-NS(d29:3/40:1)+C2H3O2,1243.079,1183.058,1021.005,614.624,571.6061,387.3633,179.0556
HexCer-NS(d29:3/40:2)+C2H3O2,1241.063,1181.042,1018.989,612.6083,569.5905,387.3633,179.0556
HexCer-NS(d29:3/42:0)+C2H3O2,1273.126,1213.105,1051.052,644.671,601.6531,387.3633,179.0556
HexCer-NS(d29:3/42:1)+C2H3O2,1271.11,1211.089,1049.036,642.6553,599.6375,387.3633,179.0556
HexCer-NS(d29:3/42:2)+C2H3O2,1269.095,1209.074,1047.021,640.6396,597.6218,387.3633,179.0556
HexCer-NS(d30:1/12:0)+C2H3O2,870.7034,810.6823,648.6295,224.2014,181.1836,405.4102,179.0556
HexCer-NS(d30:1/12:1)+C2H3O2,868.6878,808.6666,646.6138,222.1858,179.168,405.4102,179.0556
HexCer-NS(d30:1/13:0)+C2H3O2,884.7191,824.6979,662.6451,238.2171,195.1992,405.4102,179.0556
HexCer-NS(d30:1/13:1)+C2H3O2,882.7034,822.6823,660.6295,236.2014,193.1836,405.4102,179.0556
HexCer-NS(d30:1/14:0)+C2H3O2,898.7347,838.7136,676.6608,252.2328,209.2149,405.4102,179.0556
HexCer-NS(d30:1/14:1)+C2H3O2,896.7191,836.6979,674.6451,250.2171,207.1992,405.4102,179.0556
HexCer-NS(d30:1/15:0)+C2H3O2,912.7504,852.7292,690.6764,266.2484,223.2305,405.4102,179.0556
HexCer-NS(d30:1/15:1)+C2H3O2,910.7347,850.7136,688.6608,264.2328,221.2149,405.4102,179.0556
HexCer-NS(d30:1/16:0)+C2H3O2,926.7661,866.7449,704.6921,280.264,237.2462,405.4102,179.0556
HexCer-NS(d30:1/16:1)+C2H3O2,924.7504,864.7292,702.6764,278.2484,235.2305,405.4102,179.0556
HexCer-NS(d30:1/16:2)+C2H3O2,922.7347,862.7136,700.6608,276.2328,233.2149,405.4102,179.0556
HexCer-NS(d30:1/17:0)+C2H3O2,940.7817,880.7606,718.7077,294.2797,251.2619,405.4102,179.0556
HexCer-NS(d30:1/18:0)+C2H3O2,954.7973,894.7762,732.7234,308.2953,265.2775,405.4102,179.0556
HexCer-NS(d30:1/18:1)+C2H3O2,952.7817,892.7606,730.7077,306.2797,263.2618,405.4102,179.0556
HexCer-NS(d30:1/18:2)+C2H3O2,950.7661,890.7449,728.6921,304.264,261.2462,405.4102,179.0556
HexCer-NS(d30:1/19:0)+C2H3O2,968.813,908.7919,746.739,322.311,279.2932,405.4102,179.0556
HexCer-NS(d30:1/19:1)+C2H3O2,966.7973,906.7762,744.7234,320.2953,277.2775,405.4102,179.0556
HexCer-NS(d30:1/20:0)+C2H3O2,982.8286,922.8075,760.7547,336.3267,293.3088,405.4102,179.0556
HexCer-NS(d30:1/20:1)+C2H3O2,980.813,920.7919,758.739,334.311,291.2932,405.4102,179.0556
HexCer-NS(d30:1/20:2)+C2H3O2,978.7973,918.7762,756.7234,332.2953,289.2775,405.4102,179.0556
HexCer-NS(d30:1/21:0)+C2H3O2,996.8443,936.8231,774.7703,350.3423,307.3245,405.4102,179.0556
HexCer-NS(d30:1/21:1)+C2H3O2,994.8286,934.8075,772.7547,348.3267,305.3088,405.4102,179.0556
HexCer-NS(d30:1/22:0)+C2H3O2,1010.86,950.8388,788.7859,364.3579,321.3401,405.4102,179.0556
HexCer-NS(d30:1/22:1)+C2H3O2,1008.844,948.8231,786.7703,362.3423,319.3245,405.4102,179.0556
HexCer-NS(d30:1/22:2)+C2H3O2,1006.829,946.8075,784.7547,360.3267,317.3088,405.4102,179.0556
HexCer-NS(d30:1/23:0)+C2H3O2,1024.876,964.8544,802.8016,378.3736,335.3557,405.4102,179.0556
HexCer-NS(d30:1/23:1)+C2H3O2,1022.86,962.8388,800.7859,376.3579,333.3401,405.4102,179.0556
