PG,[M+H]+,NL Head,FA1_NL_OH,FA2_NL_OH,exp_1,exp_2,exp_3
PG(16:0_17:2)+H,733.50151,562.49561,313.2737,323.2581,71.0856,95.0855,123.1168
PG(16:0_18:0)+H,751.54841,580.54251,313.2737,341.305,71.0856,95.0855,123.1168
PG(16:0_18:1)+H,749.53281,578.52691,313.2737,339.2894,71.0856,95.0855,123.1168
PG(16:0_18:2)+H,747.51711,576.51121,313.2737,337.2737,71.0856,95.0855,123.1168
PG(16:0_18:3)+H,745.50151,574.49561,313.2737,335.2581,71.0856,95.0855,123.1168
PG(16:0_18:4)+H,743.48581,572.47991,313.2737,333.2424,71.0856,95.0855,123.1168
PG(16:0_19:0)+H,765.56411,594.55821,313.2737,355.3207,71.0856,95.0855,123.1168
PG(16:0_20:0)+H,779.57971,608.57381,313.2737,369.3363,71.0856,95.0855,123.1168
PG(16:0_20:1)+H,777.56411,606.55821,313.2737,367.3207,71.0856,95.0855,123.1168
PG(16:0_20:2)+H,775.54841,604.54251,313.2737,365.305,71.0856,95.0855,123.1168
PG(16:0_20:3)+H,773.53281,602.52691,313.2737,363.2894,71.0856,95.0855,123.1168
PG(16:0_20:4)+H,771.51711,600.51121,313.2737,361.2737,71.0856,95.0855,123.1168
PG(16:0_20:5)+H,769.50151,598.49561,313.2737,359.2581,71.0856,95.0855,123.1168
PG(16:0_21:0)+H,793.59541,622.58951,313.2737,383.352,71.0856,95.0855,123.1168
PG(16:0_22:0)+H,807.61101,636.60511,313.2737,397.3676,71.0856,95.0855,123.1168
PG(16:0_22:1)+H,805.59541,634.58951,313.2737,395.352,71.0856,95.0855,123.1168
PG(16:0_22:2)+H,803.57971,632.57381,313.2737,393.3363,71.0856,95.0855,123.1168
PG(16:0_22:3)+H,801.56411,630.55821,313.2737,391.3207,71.0856,95.0855,123.1168
PG(16:0_22:4)+H,799.54841,628.54251,313.2737,389.305,71.0856,95.0855,123.1168
PG(16:0_22:5)+H,797.53281,626.52691,313.2737,387.2894,71.0856,95.0855,123.1168
PG(16:0_22:6)+H,795.51711,624.51121,313.2737,385.2737,71.0856,95.0855,123.1168
PG(16:0_23:0)+H,821.62671,650.62081,313.2737,411.3833,71.0856,95.0855,123.1168
PG(16:0_24:0)+H,835.64231,664.63641,313.2737,425.3989,71.0856,95.0855,123.1168
PG(16:0_24:1)+H,833.62671,662.62081,313.2737,423.3833,71.0856,95.0855,123.1168
PG(16:0_25:0)+H,849.65801,678.65211,313.2737,439.4146,71.0856,95.0855,123.1168
PG(16:0_26:0)+H,863.67361,692.66771,313.2737,453.4302,71.0856,95.0855,123.1168
PG(16:1_16:1)+H,719.48591,548.48001,311.2581,311.2581,71.0856,95.0855,123.1168
PG(16:1_17:0)+H,735.51721,564.51131,311.2581,327.2894,71.0856,95.0855,123.1168
PG(16:1_17:1)+H,733.50151,562.49561,311.2581,325.2737,71.0856,95.0855,123.1168
PG(16:1_17:2)+H,731.48591,560.48001,311.2581,323.2581,71.0856,95.0855,123.1168
PG(16:1_18:0)+H,749.53281,578.52691,311.2581,341.305,71.0856,95.0855,123.1168
PG(16:1_18:1)+H,747.51721,576.51131,311.2581,339.2894,71.0856,95.0855,123.1168
PG(16:1_18:2)+H,745.50151,574.49561,311.2581,337.2737,71.0856,95.0855,123.1168
PG(16:1_18:3)+H,743.48591,572.48001,311.2581,335.2581,71.0856,95.0855,123.1168
PG(16:1_18:4)+H,741.47021,570.46431,311.2581,333.2424,71.0856,95.0855,123.1168
PG(16:1_19:0)+H,763.54851,592.54261,311.2581,355.3207,71.0856,95.0855,123.1168
PG(16:1_20:0)+H,777.56411,606.55821,311.2581,369.3363,71.0856,95.0855,123.1168
PG(16:1_20:1)+H,775.54851,604.54261,311.2581,367.3207,71.0856,95.0855,123.1168
PG(16:1_20:2)+H,773.53281,602.52691,311.2581,365.305,71.0856,95.0855,123.1168
PG(16:1_20:3)+H,771.51721,600.51131,311.2581,363.2894,71.0856,95.0855,123.1168
PG(16:1_20:4)+H,769.50151,598.49561,311.2581,361.2737,71.0856,95.0855,123.1168
PG(16:1_20:5)+H,767.48591,596.48001,311.2581,359.2581,71.0856,95.0855,123.1168
PG(16:1_21:0)+H,791.57981,620.57391,311.2581,383.352,71.0856,95.0855,123.1168
PG(16:1_22:0)+H,805.59541,634.58951,311.2581,397.3676,71.0856,95.0855,123.1168
PG(16:1_22:1)+H,803.57981,632.57391,311.2581,395.352,71.0856,95.0855,123.1168
PG(16:1_22:2)+H,801.56411,630.55821,311.2581,393.3363,71.0856,95.0855,123.1168
PG(16:1_22:3)+H,799.54851,628.54261,311.2581,391.3207,71.0856,95.0855,123.1168
PG(16:1_22:4)+H,797.53281,626.52691,311.2581,389.305,71.0856,95.0855,123.1168
PG(16:1_22:5)+H,795.51721,624.51131,311.2581,387.2894,71.0856,95.0855,123.1168
PG(16:1_22:6)+H,793.50151,622.49561,311.2581,385.2737,71.0856,95.0855,123.1168
PG(16:1_23:0)+H,819.61111,648.60521,311.2581,411.3833,71.0856,95.0855,123.1168
PG(16:1_24:0)+H,833.62671,662.62081,311.2581,425.3989,71.0856,95.0855,123.1168
PG(16:1_24:1)+H,831.61111,660.60521,311.2581,423.3833,71.0856,95.0855,123.1168
PG(16:1_25:0)+H,847.64241,676.63651,311.2581,439.4146,71.0856,95.0855,123.1168
PG(16:1_26:0)+H,861.65801,690.65211,311.2581,453.4302,71.0856,95.0855,123.1168
PG(17:0_17:0)+H,751.54851,580.54261,327.2894,327.2894,71.0856,95.0855,123.1168
PG(17:0_17:1)+H,749.53281,578.52691,327.2894,325.2737,71.0856,95.0855,123.1168
PG(17:0_17:2)+H,747.51721,576.51131,327.2894,323.2581,71.0856,95.0855,123.1168
PG(17:0_18:0)+H,765.56411,594.55821,327.2894,341.305,71.0856,95.0855,123.1168
PG(17:0_18:1)+H,763.54851,592.54261,327.2894,339.2894,71.0856,95.0855,123.1168
PG(17:0_18:2)+H,761.53281,590.52691,327.2894,337.2737,71.0856,95.0855,123.1168
PG(17:0_18:3)+H,759.51721,588.51131,327.2894,335.2581,71.0856,95.0855,123.1168
PG(17:0_18:4)+H,757.50151,586.49561,327.2894,333.2424,71.0856,95.0855,123.1168
PG(17:0_19:0)+H,779.57981,608.57391,327.2894,355.3207,71.0856,95.0855,123.1168
PG(17:0_20:0)+H,793.59541,622.58951,327.2894,369.3363,71.0856,95.0855,123.1168
PG(17:0_20:1)+H,791.57981,620.57391,327.2894,367.3207,71.0856,95.0855,123.1168
PG(17:0_20:2)+H,789.56411,618.55821,327.2894,365.305,71.0856,95.0855,123.1168
PG(17:0_20:3)+H,787.54851,616.54261,327.2894,363.2894,71.0856,95.0855,123.1168
PG(17:0_20:4)+H,785.53281,614.52691,327.2894,361.2737,71.0856,95.0855,123.1168
PG(17:0_20:5)+H,783.51721,612.51131,327.2894,359.2581,71.0856,95.0855,123.1168
PG(17:0_21:0)+H,807.61111,636.60521,327.2894,383.352,71.0856,95.0855,123.1168
PG(17:0_22:0)+H,821.62671,650.62081,327.2894,397.3676,71.0856,95.0855,123.1168
PG(17:0_22:1)+H,819.61111,648.60521,327.2894,395.352,71.0856,95.0855,123.1168
PG(17:0_22:2)+H,817.59541,646.58951,327.2894,393.3363,71.0856,95.0855,123.1168
PG(17:0_22:3)+H,815.57981,644.57391,327.2894,391.3207,71.0856,95.0855,123.1168
PG(17:0_22:4)+H,813.56411,642.55821,327.2894,389.305,71.0856,95.0855,123.1168
PG(17:0_22:5)+H,811.54851,640.54261,327.2894,387.2894,71.0856,95.0855,123.1168
PG(17:0_22:6)+H,809.53281,638.52691,327.2894,385.2737,71.0856,95.0855,123.1168
PG(17:0_23:0)+H,835.64241,664.63651,327.2894,411.3833,71.0856,95.0855,123.1168
PG(17:0_24:0)+H,849.65801,678.65211,327.2894,425.3989,71.0856,95.0855,123.1168
PG(17:0_24:1)+H,847.64241,676.63651,327.2894,423.3833,71.0856,95.0855,123.1168
PG(17:0_25:0)+H,863.67371,692.66781,327.2894,439.4146,71.0856,95.0855,123.1168
PG(17:0_26:0)+H,877.68931,706.68341,327.2894,453.4302,71.0856,95.0855,123.1168
PG(17:1_17:1)+H,747.51711,576.51121,325.2737,325.2737,71.0856,95.0855,123.1168
PG(17:1_17:2)+H,745.50151,574.49561,325.2737,323.2581,71.0856,95.0855,123.1168
PG(17:1_18:0)+H,763.54841,592.54251,325.2737,341.305,71.0856,95.0855,123.1168
PG(17:1_18:1)+H,761.53281,590.52691,325.2737,339.2894,71.0856,95.0855,123.1168
PG(17:1_18:2)+H,759.51711,588.51121,325.2737,337.2737,71.0856,95.0855,123.1168
PG(17:1_18:3)+H,757.50151,586.49561,325.2737,335.2581,71.0856,95.0855,123.1168
PG(17:1_18:4)+H,755.48581,584.47991,325.2737,333.2424,71.0856,95.0855,123.1168
PG(17:1_19:0)+H,777.56411,606.55821,325.2737,355.3207,71.0856,95.0855,123.1168
PG(17:1_20:0)+H,791.57971,620.57381,325.2737,369.3363,71.0856,95.0855,123.1168
PG(17:1_20:1)+H,789.56411,618.55821,325.2737,367.3207,71.0856,95.0855,123.1168
PG(17:1_20:2)+H,787.54841,616.54251,325.2737,365.305,71.0856,95.0855,123.1168
PG(17:1_20:3)+H,785.53281,614.52691,325.2737,363.2894,71.0856,95.0855,123.1168
PG(17:1_20:4)+H,783.51711,612.51121,325.2737,361.2737,71.0856,95.0855,123.1168
PG(17:1_20:5)+H,781.50151,610.49561,325.2737,359.2581,71.0856,95.0855,123.1168
PG(17:1_21:0)+H,805.59541,634.58951,325.2737,383.352,71.0856,95.0855,123.1168
PG(17:1_22:0)+H,819.61101,648.60511,325.2737,397.3676,71.0856,95.0855,123.1168
PG(17:1_22:1)+H,817.59541,646.58951,325.2737,395.352,71.0856,95.0855,123.1168
PG(17:1_22:2)+H,815.57971,644.57381,325.2737,393.3363,71.0856,95.0855,123.1168
PG(17:1_22:3)+H,813.56411,642.55821,325.2737,391.3207,71.0856,95.0855,123.1168
PG(17:1_22:4)+H,811.54841,640.54251,325.2737,389.305,71.0856,95.0855,123.1168
PG(17:1_22:5)+H,809.53281,638.52691,325.2737,387.2894,71.0856,95.0855,123.1168
PG(17:1_22:6)+H,807.51711,636.51121,325.2737,385.2737,71.0856,95.0855,123.1168
PG(17:1_23:0)+H,833.62671,662.62081,325.2737,411.3833,71.0856,95.0855,123.1168
PG(17:1_24:0)+H,847.64231,676.63641,325.2737,425.3989,71.0856,95.0855,123.1168
PG(17:1_24:1)+H,845.62671,674.62081,325.2737,423.3833,71.0856,95.0855,123.1168
PG(17:1_25:0)+H,861.65801,690.65211,325.2737,439.4146,71.0856,95.0855,123.1168
PG(17:1_26:0)+H,875.67361,704.66771,325.2737,453.4302,71.0856,95.0855,123.1168
PG(17:2_17:2)+H,743.48591,572.48001,323.2581,323.2581,71.0856,95.0855,123.1168
PG(17:2_18:0)+H,761.53281,590.52691,323.2581,341.305,71.0856,95.0855,123.1168
PG(17:2_18:1)+H,759.51721,588.51131,323.2581,339.2894,71.0856,95.0855,123.1168
PG(17:2_18:2)+H,757.50151,586.49561,323.2581,337.2737,71.0856,95.0855,123.1168
PG(17:2_18:3)+H,755.48591,584.48001,323.2581,335.2581,71.0856,95.0855,123.1168
PG(17:2_18:4)+H,753.47021,582.46431,323.2581,333.2424,71.0856,95.0855,123.1168
PG(17:2_19:0)+H,775.54851,604.54261,323.2581,355.3207,71.0856,95.0855,123.1168
PG(17:2_20:0)+H,789.56411,618.55821,323.2581,369.3363,71.0856,95.0855,123.1168
PG(17:2_20:1)+H,787.54851,616.54261,323.2581,367.3207,71.0856,95.0855,123.1168
PG(17:2_20:2)+H,785.53281,614.52691,323.2581,365.305,71.0856,95.0855,123.1168
PG(17:2_20:3)+H,783.51721,612.51131,323.2581,363.2894,71.0856,95.0855,123.1168
PG(17:2_20:4)+H,781.50151,610.49561,323.2581,361.2737,71.0856,95.0855,123.1168
PG(17:2_20:5)+H,779.48591,608.48001,323.2581,359.2581,71.0856,95.0855,123.1168
PG(17:2_21:0)+H,803.57981,632.57391,323.2581,383.352,71.0856,95.0855,123.1168
PG(17:2_22:0)+H,817.59541,646.58951,323.2581,397.3676,71.0856,95.0855,123.1168
PG(17:2_22:1)+H,815.57981,644.57391,323.2581,395.352,71.0856,95.0855,123.1168
PG(17:2_22:2)+H,813.56411,642.55821,323.2581,393.3363,71.0856,95.0855,123.1168
PG(17:2_22:3)+H,811.54851,640.54261,323.2581,391.3207,71.0856,95.0855,123.1168
PG(17:2_22:4)+H,809.53281,638.52691,323.2581,389.305,71.0856,95.0855,123.1168
PG(17:2_22:5)+H,807.51721,636.51131,323.2581,387.2894,71.0856,95.0855,123.1168
PG(17:2_22:6)+H,805.50151,634.49561,323.2581,385.2737,71.0856,95.0855,123.1168
PG(17:2_23:0)+H,831.61111,660.60521,323.2581,411.3833,71.0856,95.0855,123.1168
PG(17:2_24:0)+H,845.62671,674.62081,323.2581,425.3989,71.0856,95.0855,123.1168
PG(17:2_24:1)+H,843.61111,672.60521,323.2581,423.3833,71.0856,95.0855,123.1168
PG(17:2_25:0)+H,859.64241,688.63651,323.2581,439.4146,71.0856,95.0855,123.1168
PG(17:2_26:0)+H,873.65801,702.65211,323.2581,453.4302,71.0856,95.0855,123.1168
PG(18:0_18:0)+H,779.57971,608.57381,341.305,341.305,71.0856,95.0855,123.1168
PG(18:0_18:1)+H,777.56411,606.55821,341.305,339.2894,71.0856,95.0855,123.1168
PG(18:0_18:2)+H,775.54841,604.54251,341.305,337.2737,71.0856,95.0855,123.1168
PG(18:0_18:3)+H,773.53281,602.52691,341.305,335.2581,71.0856,95.0855,123.1168
PG(18:0_18:4)+H,771.51711,600.51121,341.305,333.2424,71.0856,95.0855,123.1168
PG(18:0_19:0)+H,793.59541,622.58951,341.305,355.3207,71.0856,95.0855,123.1168
PG(18:0_20:0)+H,807.61101,636.60511,341.305,369.3363,71.0856,95.0855,123.1168
PG(18:0_20:1)+H,805.59541,634.58951,341.305,367.3207,71.0856,95.0855,123.1168
PG(18:0_20:2)+H,803.57971,632.57381,341.305,365.305,71.0856,95.0855,123.1168
PG(18:0_20:3)+H,801.56411,630.55821,341.305,363.2894,71.0856,95.0855,123.1168
PG(18:0_20:4)+H,799.54841,628.54251,341.305,361.2737,71.0856,95.0855,123.1168
PG(18:0_20:5)+H,797.53281,626.52691,341.305,359.2581,71.0856,95.0855,123.1168
PG(18:0_21:0)+H,821.62671,650.62081,341.305,383.352,71.0856,95.0855,123.1168
PG(18:0_22:0)+H,835.64231,664.63641,341.305,397.3676,71.0856,95.0855,123.1168
PG(18:0_22:1)+H,833.62671,662.62081,341.305,395.352,71.0856,95.0855,123.1168
PG(18:0_22:2)+H,831.61101,660.60511,341.305,393.3363,71.0856,95.0855,123.1168
PG(18:0_22:3)+H,829.59541,658.58951,341.305,391.3207,71.0856,95.0855,123.1168
PG(18:0_22:4)+H,827.57971,656.57381,341.305,389.305,71.0856,95.0855,123.1168
PG(18:0_22:5)+H,825.56411,654.55821,341.305,387.2894,71.0856,95.0855,123.1168
PG(18:0_22:6)+H,823.54841,652.54251,341.305,385.2737,71.0856,95.0855,123.1168
PG(18:0_23:0)+H,849.65801,678.65211,341.305,411.3833,71.0856,95.0855,123.1168
PG(18:0_24:0)+H,863.67361,692.66771,341.305,425.3989,71.0856,95.0855,123.1168
PG(18:0_24:1)+H,861.65801,690.65211,341.305,423.3833,71.0856,95.0855,123.1168
PG(18:0_25:0)+H,877.68931,706.68341,341.305,439.4146,71.0856,95.0855,123.1168
PG(18:0_26:0)+H,891.70491,720.69901,341.305,453.4302,71.0856,95.0855,123.1168
PG(18:1_18:1)+H,775.54851,604.54261,339.2894,339.2894,71.0856,95.0855,123.1168
PG(18:1_18:2)+H,773.53281,602.52691,339.2894,337.2737,71.0856,95.0855,123.1168
PG(18:1_18:3)+H,771.51721,600.51131,339.2894,335.2581,71.0856,95.0855,123.1168
PG(18:1_18:4)+H,769.50151,598.49561,339.2894,333.2424,71.0856,95.0855,123.1168
PG(18:1_19:0)+H,791.57981,620.57391,339.2894,355.3207,71.0856,95.0855,123.1168
PG(18:1_20:0)+H,805.59541,634.58951,339.2894,369.3363,71.0856,95.0855,123.1168
PG(18:1_20:1)+H,803.57981,632.57391,339.2894,367.3207,71.0856,95.0855,123.1168
PG(18:1_20:2)+H,801.56411,630.55821,339.2894,365.305,71.0856,95.0855,123.1168
PG(18:1_20:3)+H,799.54851,628.54261,339.2894,363.2894,71.0856,95.0855,123.1168
PG(18:1_20:4)+H,797.53281,626.52691,339.2894,361.2737,71.0856,95.0855,123.1168
PG(18:1_20:5)+H,795.51721,624.51131,339.2894,359.2581,71.0856,95.0855,123.1168
PG(18:1_21:0)+H,819.61111,648.60521,339.2894,383.352,71.0856,95.0855,123.1168
PG(18:1_22:0)+H,833.62671,662.62081,339.2894,397.3676,71.0856,95.0855,123.1168
PG(18:1_22:1)+H,831.61111,660.60521,339.2894,395.352,71.0856,95.0855,123.1168
PG(18:1_22:2)+H,829.59541,658.58951,339.2894,393.3363,71.0856,95.0855,123.1168
PG(18:1_22:3)+H,827.57981,656.57391,339.2894,391.3207,71.0856,95.0855,123.1168
PG(18:1_22:4)+H,825.56411,654.55821,339.2894,389.305,71.0856,95.0855,123.1168
PG(18:1_22:5)+H,823.54851,652.54261,339.2894,387.2894,71.0856,95.0855,123.1168
PG(18:1_22:6)+H,821.53281,650.52691,339.2894,385.2737,71.0856,95.0855,123.1168
PG(18:1_23:0)+H,847.64241,676.63651,339.2894,411.3833,71.0856,95.0855,123.1168
PG(18:1_24:0)+H,861.65801,690.65211,339.2894,425.3989,71.0856,95.0855,123.1168
PG(18:1_24:1)+H,859.64241,688.63651,339.2894,423.3833,71.0856,95.0855,123.1168
PG(18:1_25:0)+H,875.67371,704.66781,339.2894,439.4146,71.0856,95.0855,123.1168
PG(18:1_26:0)+H,889.68931,718.68341,339.2894,453.4302,71.0856,95.0855,123.1168
PG(18:2_18:2)+H,771.51711,600.51121,337.2737,337.2737,71.0856,95.0855,123.1168
PG(18:2_18:3)+H,769.50151,598.49561,337.2737,335.2581,71.0856,95.0855,123.1168
PG(18:2_18:4)+H,767.48581,596.47991,337.2737,333.2424,71.0856,95.0855,123.1168
PG(18:2_19:0)+H,789.56411,618.55821,337.2737,355.3207,71.0856,95.0855,123.1168
PG(18:2_20:0)+H,803.57971,632.57381,337.2737,369.3363,71.0856,95.0855,123.1168
PG(18:2_20:1)+H,801.56411,630.55821,337.2737,367.3207,71.0856,95.0855,123.1168
PG(18:2_20:2)+H,799.54841,628.54251,337.2737,365.305,71.0856,95.0855,123.1168
PG(18:2_20:3)+H,797.53281,626.52691,337.2737,363.2894,71.0856,95.0855,123.1168
PG(18:2_20:4)+H,795.51711,624.51121,337.2737,361.2737,71.0856,95.0855,123.1168
PG(18:2_20:5)+H,793.50151,622.49561,337.2737,359.2581,71.0856,95.0855,123.1168
PG(18:2_21:0)+H,817.59541,646.58951,337.2737,383.352,71.0856,95.0855,123.1168
PG(18:2_22:0)+H,831.61101,660.60511,337.2737,397.3676,71.0856,95.0855,123.1168
PG(18:2_22:1)+H,829.59541,658.58951,337.2737,395.352,71.0856,95.0855,123.1168
PG(18:2_22:2)+H,827.57971,656.57381,337.2737,393.3363,71.0856,95.0855,123.1168
PG(18:2_22:3)+H,825.56411,654.55821,337.2737,391.3207,71.0856,95.0855,123.1168
PG(18:2_22:4)+H,823.54841,652.54251,337.2737,389.305,71.0856,95.0855,123.1168
PG(18:2_22:5)+H,821.53281,650.52691,337.2737,387.2894,71.0856,95.0855,123.1168
PG(18:2_22:6)+H,819.51711,648.51121,337.2737,385.2737,71.0856,95.0855,123.1168
PG(18:2_23:0)+H,845.62671,674.62081,337.2737,411.3833,71.0856,95.0855,123.1168
PG(18:2_24:0)+H,859.64231,688.63641,337.2737,425.3989,71.0856,95.0855,123.1168
PG(18:2_24:1)+H,857.62671,686.62081,337.2737,423.3833,71.0856,95.0855,123.1168
PG(18:2_25:0)+H,873.65801,702.65211,337.2737,439.4146,71.0856,95.0855,123.1168
PG(18:2_26:0)+H,887.67361,716.66771,337.2737,453.4302,71.0856,95.0855,123.1168
PG(18:3_18:3)+H,767.48591,596.48001,335.2581,335.2581,71.0856,95.0855,123.1168
PG(18:3_18:4)+H,765.47021,594.46431,335.2581,333.2424,71.0856,95.0855,123.1168
PG(18:3_19:0)+H,787.54851,616.54261,335.2581,355.3207,71.0856,95.0855,123.1168
PG(18:3_20:0)+H,801.56411,630.55821,335.2581,369.3363,71.0856,95.0855,123.1168
PG(18:3_20:1)+H,799.54851,628.54261,335.2581,367.3207,71.0856,95.0855,123.1168
PG(18:3_20:2)+H,797.53281,626.52691,335.2581,365.305,71.0856,95.0855,123.1168
PG(18:3_20:3)+H,795.51721,624.51131,335.2581,363.2894,71.0856,95.0855,123.1168
PG(18:3_20:4)+H,793.50151,622.49561,335.2581,361.2737,71.0856,95.0855,123.1168
PG(18:3_20:5)+H,791.48591,620.48001,335.2581,359.2581,71.0856,95.0855,123.1168
PG(18:3_21:0)+H,815.57981,644.57391,335.2581,383.352,71.0856,95.0855,123.1168
PG(18:3_22:0)+H,829.59541,658.58951,335.2581,397.3676,71.0856,95.0855,123.1168
PG(18:3_22:1)+H,827.57981,656.57391,335.2581,395.352,71.0856,95.0855,123.1168
PG(18:3_22:2)+H,825.56411,654.55821,335.2581,393.3363,71.0856,95.0855,123.1168
PG(18:3_22:3)+H,823.54851,652.54261,335.2581,391.3207,71.0856,95.0855,123.1168
PG(18:3_22:4)+H,821.53281,650.52691,335.2581,389.305,71.0856,95.0855,123.1168
PG(18:3_22:5)+H,819.51721,648.51131,335.2581,387.2894,71.0856,95.0855,123.1168
PG(18:3_22:6)+H,817.50151,646.49561,335.2581,385.2737,71.0856,95.0855,123.1168
PG(18:3_23:0)+H,843.61111,672.60521,335.2581,411.3833,71.0856,95.0855,123.1168
PG(18:3_24:0)+H,857.62671,686.62081,335.2581,425.3989,71.0856,95.0855,123.1168
PG(18:3_24:1)+H,855.61111,684.60521,335.2581,423.3833,71.0856,95.0855,123.1168
PG(18:3_25:0)+H,871.64241,700.63651,335.2581,439.4146,71.0856,95.0855,123.1168
PG(18:3_26:0)+H,885.65801,714.65211,335.2581,453.4302,71.0856,95.0855,123.1168
PG(18:4_18:4)+H,763.45451,592.44861,333.2424,333.2424,71.0856,95.0855,123.1168
PG(18:4_19:0)+H,785.53281,614.52691,333.2424,355.3207,71.0856,95.0855,123.1168
PG(18:4_20:0)+H,799.54841,628.54251,333.2424,369.3363,71.0856,95.0855,123.1168
PG(18:4_20:1)+H,797.53281,626.52691,333.2424,367.3207,71.0856,95.0855,123.1168
PG(18:4_20:2)+H,795.51711,624.51121,333.2424,365.305,71.0856,95.0855,123.1168
PG(18:4_20:3)+H,793.50151,622.49561,333.2424,363.2894,71.0856,95.0855,123.1168
PG(18:4_20:4)+H,791.48581,620.47991,333.2424,361.2737,71.0856,95.0855,123.1168
PG(18:4_20:5)+H,789.47021,618.46431,333.2424,359.2581,71.0856,95.0855,123.1168
PG(18:4_21:0)+H,813.56411,642.55821,333.2424,383.352,71.0856,95.0855,123.1168
PG(18:4_22:0)+H,827.57971,656.57381,333.2424,397.3676,71.0856,95.0855,123.1168
PG(18:4_22:1)+H,825.56411,654.55821,333.2424,395.352,71.0856,95.0855,123.1168
PG(18:4_22:2)+H,823.54841,652.54251,333.2424,393.3363,71.0856,95.0855,123.1168
PG(18:4_22:3)+H,821.53281,650.52691,333.2424,391.3207,71.0856,95.0855,123.1168
PG(18:4_22:4)+H,819.51711,648.51121,333.2424,389.305,71.0856,95.0855,123.1168
PG(18:4_22:5)+H,817.50151,646.49561,333.2424,387.2894,71.0856,95.0855,123.1168
PG(18:4_22:6)+H,815.48581,644.47991,333.2424,385.2737,71.0856,95.0855,123.1168
PG(18:4_23:0)+H,841.59541,670.58951,333.2424,411.3833,71.0856,95.0855,123.1168
PG(18:4_24:0)+H,855.61101,684.60511,333.2424,425.3989,71.0856,95.0855,123.1168
PG(18:4_24:1)+H,853.59541,682.58951,333.2424,423.3833,71.0856,95.0855,123.1168
PG(18:4_25:0)+H,869.62671,698.62081,333.2424,439.4146,71.0856,95.0855,123.1168
PG(18:4_26:0)+H,883.64231,712.63641,333.2424,453.4302,71.0856,95.0855,123.1168
PG(19:0_19:0)+H,807.61111,636.60521,355.3207,355.3207,71.0856,95.0855,123.1168
PG(19:0_20:0)+H,821.62671,650.62081,355.3207,369.3363,71.0856,95.0855,123.1168
PG(19:0_20:1)+H,819.61111,648.60521,355.3207,367.3207,71.0856,95.0855,123.1168
PG(19:0_20:2)+H,817.59541,646.58951,355.3207,365.305,71.0856,95.0855,123.1168
PG(19:0_20:3)+H,815.57981,644.57391,355.3207,363.2894,71.0856,95.0855,123.1168
PG(19:0_20:4)+H,813.56411,642.55821,355.3207,361.2737,71.0856,95.0855,123.1168
PG(19:0_20:5)+H,811.54851,640.54261,355.3207,359.2581,71.0856,95.0855,123.1168
PG(19:0_21:0)+H,835.64241,664.63651,355.3207,383.352,71.0856,95.0855,123.1168
PG(19:0_22:0)+H,849.65801,678.65211,355.3207,397.3676,71.0856,95.0855,123.1168
PG(19:0_22:1)+H,847.64241,676.63651,355.3207,395.352,71.0856,95.0855,123.1168
PG(19:0_22:2)+H,845.62671,674.62081,355.3207,393.3363,71.0856,95.0855,123.1168
PG(19:0_22:3)+H,843.61111,672.60521,355.3207,391.3207,71.0856,95.0855,123.1168
PG(19:0_22:4)+H,841.59541,670.58951,355.3207,389.305,71.0856,95.0855,123.1168
PG(19:0_22:5)+H,839.57981,668.57391,355.3207,387.2894,71.0856,95.0855,123.1168
PG(19:0_22:6)+H,837.56411,666.55821,355.3207,385.2737,71.0856,95.0855,123.1168
PG(19:0_23:0)+H,863.67371,692.66781,355.3207,411.3833,71.0856,95.0855,123.1168
PG(19:0_24:0)+H,877.68931,706.68341,355.3207,425.3989,71.0856,95.0855,123.1168
PG(19:0_24:1)+H,875.67371,704.66781,355.3207,423.3833,71.0856,95.0855,123.1168
PG(19:0_25:0)+H,891.70501,720.69911,355.3207,439.4146,71.0856,95.0855,123.1168
PG(19:0_26:0)+H,905.72061,734.71471,355.3207,453.4302,71.0856,95.0855,123.1168
PG(20:0_20:0)+H,835.64231,664.63641,369.3363,369.3363,71.0856,95.0855,123.1168
PG(20:0_20:1)+H,833.62671,662.62081,369.3363,367.3207,71.0856,95.0855,123.1168
PG(20:0_20:2)+H,831.61101,660.60511,369.3363,365.305,71.0856,95.0855,123.1168
PG(20:0_20:3)+H,829.59541,658.58951,369.3363,363.2894,71.0856,95.0855,123.1168
PG(20:0_20:4)+H,827.57971,656.57381,369.3363,361.2737,71.0856,95.0855,123.1168
PG(20:0_20:5)+H,825.56411,654.55821,369.3363,359.2581,71.0856,95.0855,123.1168
PG(20:0_21:0)+H,849.65801,678.65211,369.3363,383.352,71.0856,95.0855,123.1168
PG(20:0_22:0)+H,863.67361,692.66771,369.3363,397.3676,71.0856,95.0855,123.1168
PG(20:0_22:1)+H,861.65801,690.65211,369.3363,395.352,71.0856,95.0855,123.1168
PG(20:0_22:2)+H,859.64231,688.63641,369.3363,393.3363,71.0856,95.0855,123.1168
PG(20:0_22:3)+H,857.62671,686.62081,369.3363,391.3207,71.0856,95.0855,123.1168
PG(20:0_22:4)+H,855.61101,684.60511,369.3363,389.305,71.0856,95.0855,123.1168
PG(20:0_22:5)+H,853.59541,682.58951,369.3363,387.2894,71.0856,95.0855,123.1168
PG(20:0_22:6)+H,851.57971,680.57381,369.3363,385.2737,71.0856,95.0855,123.1168
PG(20:0_23:0)+H,877.68931,706.68341,369.3363,411.3833,71.0856,95.0855,123.1168
