CL,[M-H]-,SN1+SN2+C6H10O5P,SN3+SN4+C6H10O5P,SN1+SN2+C3H6PO4,SN3+SN4+C3H6PO4,SN1+SN2+C6H11P2O8,SN3+SN4+C6H11P2O8,SN1+C3H6PO4,SN2+C3H6PO4,SN3+C3H6PO4,SN4+C3H6PO4,SN1_FA,SN2_FA,SN3_FA,SN4_FA
CL(18:1_20:3_20:4_20:4)-H,1523.99615,779.52293,799.49165,723.49672,743.46544,859.48927,879.45799,417.241,441.241,439.22536,439.22536,281.24845,305.24845,303.23281,303.23281
CL(18:1_20:3_20:4_22:0)-H,1560.08999,779.52293,835.58549,723.49672,779.55928,859.48927,915.55183,417.241,441.241,439.22536,475.3192,281.24845,305.24845,303.23281,339.32665
CL(18:1_20:3_20:4_22:5)-H,1550.01179,779.52293,825.50729,723.49672,769.48108,859.48927,905.47363,417.241,441.241,439.22536,465.241,281.24845,305.24845,303.23281,329.24845
CL(18:1_20:3_20:4_22:6)-H,1547.99615,779.52293,823.49165,723.49672,767.46544,859.48927,903.45799,417.241,441.241,439.22536,463.22536,281.24845,305.24845,303.23281,327.23281
CL(18:1_20:3_22:5_22:0)-H,1586.10563,779.52293,861.60113,723.49672,805.57492,859.48927,941.56747,417.241,441.241,465.241,475.3192,281.24845,305.24845,329.24845,339.32665
CL(18:1_20:3_22:5_22:5)-H,1576.02743,779.52293,851.52293,723.49672,795.49672,859.48927,931.48927,417.241,441.241,465.241,465.241,281.24845,305.24845,329.24845,329.24845
CL(18:1_20:3_22:5_22:6)-H,1574.01179,779.52293,849.50729,723.49672,793.48108,859.48927,929.47363,417.241,441.241,465.241,463.22536,281.24845,305.24845,329.24845,327.23281
CL(18:1_20:3_22:6_22:0)-H,1584.08999,779.52293,859.58549,723.49672,803.55928,859.48927,939.55183,417.241,441.241,463.22536,475.3192,281.24845,305.24845,327.23281,339.32665
CL(18:1_20:3_22:6_22:6)-H,1571.99615,779.52293,847.49165,723.49672,791.46544,859.48927,927.45799,417.241,441.241,463.22536,463.22536,281.24845,305.24845,327.23281,327.23281
CL(18:1_20:4_20:4_20:4)-H,1521.98051,777.50729,799.49165,721.48108,743.46544,857.47363,879.45799,417.241,439.22536,439.22536,439.22536,281.24845,303.23281,303.23281,303.23281
CL(18:1_20:4_20:4_22:0)-H,1558.07435,777.50729,835.58549,721.48108,779.55928,857.47363,915.55183,417.241,439.22536,439.22536,475.3192,281.24845,303.23281,303.23281,339.32665
CL(18:1_20:4_20:4_22:5)-H,1547.99615,777.50729,825.50729,721.48108,769.48108,857.47363,905.47363,417.241,439.22536,439.22536,465.241,281.24845,303.23281,303.23281,329.24845
CL(18:1_20:4_20:4_22:6)-H,1545.98051,777.50729,823.49165,721.48108,767.46544,857.47363,903.45799,417.241,439.22536,439.22536,463.22536,281.24845,303.23281,303.23281,327.23281
CL(18:1_20:4_22:5_22:0)-H,1584.08999,777.50729,861.60113,721.48108,805.57492,857.47363,941.56747,417.241,439.22536,465.241,475.3192,281.24845,303.23281,329.24845,339.32665
CL(18:1_20:4_22:5_22:5)-H,1574.01179,777.50729,851.52293,721.48108,795.49672,857.47363,931.48927,417.241,439.22536,465.241,465.241,281.24845,303.23281,329.24845,329.24845
CL(18:1_20:4_22:5_22:6)-H,1571.99615,777.50729,849.50729,721.48108,793.48108,857.47363,929.47363,417.241,439.22536,465.241,463.22536,281.24845,303.23281,329.24845,327.23281
CL(18:1_20:4_22:6_22:0)-H,1582.07435,777.50729,859.58549,721.48108,803.55928,857.47363,939.55183,417.241,439.22536,463.22536,475.3192,281.24845,303.23281,327.23281,339.32665
CL(18:1_20:4_22:6_22:6)-H,1569.98051,777.50729,847.49165,721.48108,791.46544,857.47363,927.45799,417.241,439.22536,463.22536,463.22536,281.24845,303.23281,327.23281,327.23281
CL(18:1_22:0_18:1_18:1)-H,1514.10563,813.60113,755.52293,757.57492,699.49672,893.56747,835.48927,417.241,475.3192,417.241,417.241,281.24845,339.32665,281.24845,281.24845
CL(18:1_22:0_18:1_22:0)-H,1572.18383,813.60113,813.60113,757.57492,757.57492,893.56747,893.56747,417.241,475.3192,417.241,475.3192,281.24845,339.32665,281.24845,339.32665
CL(18:1_22:0_18:2_22:0)-H,1570.16819,813.60113,811.58549,757.57492,755.55928,893.56747,891.55183,417.241,475.3192,415.22536,475.3192,281.24845,339.32665,279.23281,339.32665
CL(18:1_22:0_18:3_22:0)-H,1568.15255,813.60113,809.56985,757.57492,753.54364,893.56747,889.53619,417.241,475.3192,413.20972,475.3192,281.24845,339.32665,277.21717,339.32665
CL(18:1_22:0_20:1_22:0)-H,1600.21511,813.60113,841.63241,757.57492,785.6062,893.56747,921.59875,417.241,475.3192,445.27228,475.3192,281.24845,339.32665,309.27973,339.32665
CL(18:1_22:0_20:2_22:0)-H,1598.19947,813.60113,839.61677,757.57492,783.59056,893.56747,919.58311,417.241,475.3192,443.25664,475.3192,281.24845,339.32665,307.26409,339.32665
CL(18:1_22:0_20:3_22:0)-H,1596.18383,813.60113,837.60113,757.57492,781.57492,893.56747,917.56747,417.241,475.3192,441.241,475.3192,281.24845,339.32665,305.24845,339.32665
CL(18:1_22:0_20:4_22:0)-H,1594.16819,813.60113,835.58549,757.57492,779.55928,893.56747,915.55183,417.241,475.3192,439.22536,475.3192,281.24845,339.32665,303.23281,339.32665
CL(18:1_22:0_22:5_22:0)-H,1620.18383,813.60113,861.60113,757.57492,805.57492,893.56747,941.56747,417.241,475.3192,465.241,475.3192,281.24845,339.32665,329.24845,339.32665
CL(18:1_22:0_22:5_22:5)-H,1610.10563,813.60113,851.52293,757.57492,795.49672,893.56747,931.48927,417.241,475.3192,465.241,465.241,281.24845,339.32665,329.24845,329.24845
CL(18:1_22:0_22:5_22:6)-H,1608.08999,813.60113,849.50729,757.57492,793.48108,893.56747,929.47363,417.241,475.3192,465.241,463.22536,281.24845,339.32665,329.24845,327.23281
CL(18:1_22:0_22:6_22:0)-H,1618.16819,813.60113,859.58549,757.57492,803.55928,893.56747,939.55183,417.241,475.3192,463.22536,475.3192,281.24845,339.32665,327.23281,339.32665
CL(18:1_22:0_22:6_22:6)-H,1606.07435,813.60113,847.49165,757.57492,791.46544,893.56747,927.45799,417.241,475.3192,463.22536,463.22536,281.24845,339.32665,327.23281,327.23281
CL(18:1_22:5_22:5_22:5)-H,1600.02743,803.52293,851.52293,747.49672,795.49672,883.48927,931.48927,417.241,465.241,465.241,465.241,281.24845,329.24845,329.24845,329.24845
CL(18:1_22:5_22:5_22:6)-H,1598.01179,803.52293,849.50729,747.49672,793.48108,883.48927,929.47363,417.241,465.241,465.241,463.22536,281.24845,329.24845,329.24845,327.23281
CL(18:1_22:5_22:6_22:6)-H,1595.99615,803.52293,847.49165,747.49672,791.46544,883.48927,927.45799,417.241,465.241,463.22536,463.22536,281.24845,329.24845,327.23281,327.23281
CL(18:1_22:6_22:6_22:6)-H,1593.98051,801.50729,847.49165,745.48108,791.46544,881.47363,927.45799,417.241,463.22536,463.22536,463.22536,281.24845,327.23281,327.23281,327.23281
CL(18:2_18:2_18:2_18:2)-H,1447.96487,751.49165,751.49165,695.46544,695.46544,831.45799,831.45799,415.22536,415.22536,415.22536,415.22536,279.23281,279.23281,279.23281,279.23281
CL(18:2_18:2_18:2_18:3)-H,1445.94923,751.49165,749.47601,695.46544,693.4498,831.45799,829.44235,415.22536,415.22536,415.22536,413.20972,279.23281,279.23281,279.23281,277.21717
CL(18:2_18:2_18:2_20:1)-H,1478.01179,751.49165,781.53857,695.46544,725.51236,831.45799,861.50491,415.22536,415.22536,415.22536,445.27228,279.23281,279.23281,279.23281,309.27973
CL(18:2_18:2_18:2_20:2)-H,1475.99615,751.49165,779.52293,695.46544,723.49672,831.45799,859.48927,415.22536,415.22536,415.22536,443.25664,279.23281,279.23281,279.23281,307.26409
CL(18:2_18:2_18:2_20:3)-H,1473.98051,751.49165,777.50729,695.46544,721.48108,831.45799,857.47363,415.22536,415.22536,415.22536,441.241,279.23281,279.23281,279.23281,305.24845
CL(18:2_18:2_18:2_20:4)-H,1471.96487,751.49165,775.49165,695.46544,719.46544,831.45799,855.45799,415.22536,415.22536,415.22536,439.22536,279.23281,279.23281,279.23281,303.23281
CL(18:2_18:2_18:2_22:5)-H,1497.98051,751.49165,801.50729,695.46544,745.48108,831.45799,881.47363,415.22536,415.22536,415.22536,465.241,279.23281,279.23281,279.23281,329.24845
CL(18:2_18:2_18:2_22:6)-H,1495.96487,751.49165,799.49165,695.46544,743.46544,831.45799,879.45799,415.22536,415.22536,415.22536,463.22536,279.23281,279.23281,279.23281,327.23281
CL(18:2_18:2_18:3_18:3)-H,1443.93359,751.49165,747.46037,695.46544,691.43416,831.45799,827.42671,415.22536,415.22536,413.20972,413.20972,279.23281,279.23281,277.21717,277.21717
CL(18:2_18:2_18:3_20:0)-H,1478.01179,751.49165,781.53857,695.46544,725.51236,831.45799,861.50491,415.22536,415.22536,413.20972,447.28792,279.23281,279.23281,277.21717,311.29537
CL(18:2_18:2_18:3_20:1)-H,1475.99615,751.49165,779.52293,695.46544,723.49672,831.45799,859.48927,415.22536,415.22536,413.20972,445.27228,279.23281,279.23281,277.21717,309.27973
CL(18:2_18:2_18:3_20:2)-H,1473.98051,751.49165,777.50729,695.46544,721.48108,831.45799,857.47363,415.22536,415.22536,413.20972,443.25664,279.23281,279.23281,277.21717,307.26409
CL(18:2_18:2_18:3_20:3)-H,1471.96487,751.49165,775.49165,695.46544,719.46544,831.45799,855.45799,415.22536,415.22536,413.20972,441.241,279.23281,279.23281,277.21717,305.24845
CL(18:2_18:2_18:3_20:4)-H,1469.94923,751.49165,773.47601,695.46544,717.4498,831.45799,853.44235,415.22536,415.22536,413.20972,439.22536,279.23281,279.23281,277.21717,303.23281
CL(18:2_18:2_18:3_22:0)-H,1506.04307,751.49165,809.56985,695.46544,753.54364,831.45799,889.53619,415.22536,415.22536,413.20972,475.3192,279.23281,279.23281,277.21717,339.32665
CL(18:2_18:2_18:3_22:5)-H,1495.96487,751.49165,799.49165,695.46544,743.46544,831.45799,879.45799,415.22536,415.22536,413.20972,465.241,279.23281,279.23281,277.21717,329.24845
CL(18:2_18:2_18:3_22:6)-H,1493.94923,751.49165,797.47601,695.46544,741.4498,831.45799,877.44235,415.22536,415.22536,413.20972,463.22536,279.23281,279.23281,277.21717,327.23281
CL(18:2_18:2_20:1_20:0)-H,1510.07435,751.49165,813.60113,695.46544,757.57492,831.45799,893.56747,415.22536,415.22536,445.27228,447.28792,279.23281,279.23281,309.27973,311.29537
CL(18:2_18:2_20:1_20:1)-H,1508.05871,751.49165,811.58549,695.46544,755.55928,831.45799,891.55183,415.22536,415.22536,445.27228,445.27228,279.23281,279.23281,309.27973,309.27973
CL(18:2_18:2_20:1_20:2)-H,1506.04307,751.49165,809.56985,695.46544,753.54364,831.45799,889.53619,415.22536,415.22536,445.27228,443.25664,279.23281,279.23281,309.27973,307.26409
CL(18:2_18:2_20:1_20:3)-H,1504.02743,751.49165,807.55421,695.46544,751.528,831.45799,887.52055,415.22536,415.22536,445.27228,441.241,279.23281,279.23281,309.27973,305.24845
CL(18:2_18:2_20:1_20:4)-H,1502.01179,751.49165,805.53857,695.46544,749.51236,831.45799,885.50491,415.22536,415.22536,445.27228,439.22536,279.23281,279.23281,309.27973,303.23281
CL(18:2_18:2_20:1_22:0)-H,1538.10563,751.49165,841.63241,695.46544,785.6062,831.45799,921.59875,415.22536,415.22536,445.27228,475.3192,279.23281,279.23281,309.27973,339.32665
CL(18:2_18:2_20:1_22:5)-H,1528.02743,751.49165,831.55421,695.46544,775.528,831.45799,911.52055,415.22536,415.22536,445.27228,465.241,279.23281,279.23281,309.27973,329.24845
CL(18:2_18:2_20:1_22:6)-H,1526.01179,751.49165,829.53857,695.46544,773.51236,831.45799,909.50491,415.22536,415.22536,445.27228,463.22536,279.23281,279.23281,309.27973,327.23281
CL(18:2_18:2_20:2_20:0)-H,1508.05871,751.49165,811.58549,695.46544,755.55928,831.45799,891.55183,415.22536,415.22536,443.25664,447.28792,279.23281,279.23281,307.26409,311.29537
CL(18:2_18:2_20:2_20:2)-H,1504.02743,751.49165,807.55421,695.46544,751.528,831.45799,887.52055,415.22536,415.22536,443.25664,443.25664,279.23281,279.23281,307.26409,307.26409
CL(18:2_18:2_20:2_20:3)-H,1502.01179,751.49165,805.53857,695.46544,749.51236,831.45799,885.50491,415.22536,415.22536,443.25664,441.241,279.23281,279.23281,307.26409,305.24845
CL(18:2_18:2_20:2_20:4)-H,1499.99615,751.49165,803.52293,695.46544,747.49672,831.45799,883.48927,415.22536,415.22536,443.25664,439.22536,279.23281,279.23281,307.26409,303.23281
CL(18:2_18:2_20:2_22:0)-H,1536.08999,751.49165,839.61677,695.46544,783.59056,831.45799,919.58311,415.22536,415.22536,443.25664,475.3192,279.23281,279.23281,307.26409,339.32665
CL(18:2_18:2_20:2_22:5)-H,1526.01179,751.49165,829.53857,695.46544,773.51236,831.45799,909.50491,415.22536,415.22536,443.25664,465.241,279.23281,279.23281,307.26409,329.24845
CL(18:2_18:2_20:2_22:6)-H,1523.99615,751.49165,827.52293,695.46544,771.49672,831.45799,907.48927,415.22536,415.22536,443.25664,463.22536,279.23281,279.23281,307.26409,327.23281
CL(18:2_18:2_20:3_20:0)-H,1506.04307,751.49165,809.56985,695.46544,753.54364,831.45799,889.53619,415.22536,415.22536,441.241,447.28792,279.23281,279.23281,305.24845,311.29537
CL(18:2_18:2_20:3_20:3)-H,1499.99615,751.49165,803.52293,695.46544,747.49672,831.45799,883.48927,415.22536,415.22536,441.241,441.241,279.23281,279.23281,305.24845,305.24845
CL(18:2_18:2_20:3_20:4)-H,1497.98051,751.49165,801.50729,695.46544,745.48108,831.45799,881.47363,415.22536,415.22536,441.241,439.22536,279.23281,279.23281,305.24845,303.23281
CL(18:2_18:2_20:3_22:0)-H,1534.07435,751.49165,837.60113,695.46544,781.57492,831.45799,917.56747,415.22536,415.22536,441.241,475.3192,279.23281,279.23281,305.24845,339.32665
CL(18:2_18:2_20:3_22:5)-H,1523.99615,751.49165,827.52293,695.46544,771.49672,831.45799,907.48927,415.22536,415.22536,441.241,465.241,279.23281,279.23281,305.24845,329.24845
CL(18:2_18:2_20:3_22:6)-H,1521.98051,751.49165,825.50729,695.46544,769.48108,831.45799,905.47363,415.22536,415.22536,441.241,463.22536,279.23281,279.23281,305.24845,327.23281
CL(18:2_18:2_20:4_20:0)-H,1504.02743,751.49165,807.55421,695.46544,751.528,831.45799,887.52055,415.22536,415.22536,439.22536,447.28792,279.23281,279.23281,303.23281,311.29537
CL(18:2_18:2_20:4_20:4)-H,1495.96487,751.49165,799.49165,695.46544,743.46544,831.45799,879.45799,415.22536,415.22536,439.22536,439.22536,279.23281,279.23281,303.23281,303.23281
CL(18:2_18:2_20:4_22:0)-H,1532.05871,751.49165,835.58549,695.46544,779.55928,831.45799,915.55183,415.22536,415.22536,439.22536,475.3192,279.23281,279.23281,303.23281,339.32665
CL(18:2_18:2_20:4_22:5)-H,1521.98051,751.49165,825.50729,695.46544,769.48108,831.45799,905.47363,415.22536,415.22536,439.22536,465.241,279.23281,279.23281,303.23281,329.24845
CL(18:2_18:2_20:4_22:6)-H,1519.96487,751.49165,823.49165,695.46544,767.46544,831.45799,903.45799,415.22536,415.22536,439.22536,463.22536,279.23281,279.23281,303.23281,327.23281
CL(18:2_18:2_22:5_20:0)-H,1530.04307,751.49165,833.56985,695.46544,777.54364,831.45799,913.53619,415.22536,415.22536,465.241,447.28792,279.23281,279.23281,329.24845,311.29537
CL(18:2_18:2_22:5_22:0)-H,1558.07435,751.49165,861.60113,695.46544,805.57492,831.45799,941.56747,415.22536,415.22536,465.241,475.3192,279.23281,279.23281,329.24845,339.32665
CL(18:2_18:2_22:5_22:5)-H,1547.99615,751.49165,851.52293,695.46544,795.49672,831.45799,931.48927,415.22536,415.22536,465.241,465.241,279.23281,279.23281,329.24845,329.24845
CL(18:2_18:2_22:5_22:6)-H,1545.98051,751.49165,849.50729,695.46544,793.48108,831.45799,929.47363,415.22536,415.22536,465.241,463.22536,279.23281,279.23281,329.24845,327.23281
CL(18:2_18:2_22:6_20:0)-H,1528.02743,751.49165,831.55421,695.46544,775.528,831.45799,911.52055,415.22536,415.22536,463.22536,447.28792,279.23281,279.23281,327.23281,311.29537
CL(18:2_18:2_22:6_22:0)-H,1556.05871,751.49165,859.58549,695.46544,803.55928,831.45799,939.55183,415.22536,415.22536,463.22536,475.3192,279.23281,279.23281,327.23281,339.32665
CL(18:2_18:2_22:6_22:6)-H,1543.96487,751.49165,847.49165,695.46544,791.46544,831.45799,927.45799,415.22536,415.22536,463.22536,463.22536,279.23281,279.23281,327.23281,327.23281
CL(18:2_18:3_18:3_18:3)-H,1441.91795,749.47601,747.46037,693.4498,691.43416,829.44235,827.42671,415.22536,413.20972,413.20972,413.20972,279.23281,277.21717,277.21717,277.21717
CL(18:2_18:3_18:3_20:0)-H,1475.99615,749.47601,781.53857,693.4498,725.51236,829.44235,861.50491,415.22536,413.20972,413.20972,447.28792,279.23281,277.21717,277.21717,311.29537
CL(18:2_18:3_18:3_20:1)-H,1473.98051,749.47601,779.52293,693.4498,723.49672,829.44235,859.48927,415.22536,413.20972,413.20972,445.27228,279.23281,277.21717,277.21717,309.27973
CL(18:2_18:3_18:3_20:2)-H,1471.96487,749.47601,777.50729,693.4498,721.48108,829.44235,857.47363,415.22536,413.20972,413.20972,443.25664,279.23281,277.21717,277.21717,307.26409
CL(18:2_18:3_18:3_20:3)-H,1469.94923,749.47601,775.49165,693.4498,719.46544,829.44235,855.45799,415.22536,413.20972,413.20972,441.241,279.23281,277.21717,277.21717,305.24845
CL(18:2_18:3_18:3_20:4)-H,1467.93359,749.47601,773.47601,693.4498,717.4498,829.44235,853.44235,415.22536,413.20972,413.20972,439.22536,279.23281,277.21717,277.21717,303.23281
CL(18:2_18:3_18:3_22:0)-H,1504.02743,749.47601,809.56985,693.4498,753.54364,829.44235,889.53619,415.22536,413.20972,413.20972,475.3192,279.23281,277.21717,277.21717,339.32665
CL(18:2_18:3_18:3_22:5)-H,1493.94923,749.47601,799.49165,693.4498,743.46544,829.44235,879.45799,415.22536,413.20972,413.20972,465.241,279.23281,277.21717,277.21717,329.24845
CL(18:2_18:3_18:3_22:6)-H,1491.93359,749.47601,797.47601,693.4498,741.4498,829.44235,877.44235,415.22536,413.20972,413.20972,463.22536,279.23281,277.21717,277.21717,327.23281
CL(18:2_18:3_20:1_20:0)-H,1508.05871,749.47601,813.60113,693.4498,757.57492,829.44235,893.56747,415.22536,413.20972,445.27228,447.28792,279.23281,277.21717,309.27973,311.29537
CL(18:2_18:3_20:1_20:1)-H,1506.04307,749.47601,811.58549,693.4498,755.55928,829.44235,891.55183,415.22536,413.20972,445.27228,445.27228,279.23281,277.21717,309.27973,309.27973
CL(18:2_18:3_20:1_20:2)-H,1504.02743,749.47601,809.56985,693.4498,753.54364,829.44235,889.53619,415.22536,413.20972,445.27228,443.25664,279.23281,277.21717,309.27973,307.26409
CL(18:2_18:3_20:1_20:3)-H,1502.01179,749.47601,807.55421,693.4498,751.528,829.44235,887.52055,415.22536,413.20972,445.27228,441.241,279.23281,277.21717,309.27973,305.24845
CL(18:2_18:3_20:1_20:4)-H,1499.99615,749.47601,805.53857,693.4498,749.51236,829.44235,885.50491,415.22536,413.20972,445.27228,439.22536,279.23281,277.21717,309.27973,303.23281
CL(18:2_18:3_20:1_22:0)-H,1536.08999,749.47601,841.63241,693.4498,785.6062,829.44235,921.59875,415.22536,413.20972,445.27228,475.3192,279.23281,277.21717,309.27973,339.32665
CL(18:2_18:3_20:1_22:5)-H,1526.01179,749.47601,831.55421,693.4498,775.528,829.44235,911.52055,415.22536,413.20972,445.27228,465.241,279.23281,277.21717,309.27973,329.24845
CL(18:2_18:3_20:1_22:6)-H,1523.99615,749.47601,829.53857,693.4498,773.51236,829.44235,909.50491,415.22536,413.20972,445.27228,463.22536,279.23281,277.21717,309.27973,327.23281
CL(18:2_18:3_20:2_20:0)-H,1506.04307,749.47601,811.58549,693.4498,755.55928,829.44235,891.55183,415.22536,413.20972,443.25664,447.28792,279.23281,277.21717,307.26409,311.29537
CL(18:2_18:3_20:2_20:2)-H,1502.01179,749.47601,807.55421,693.4498,751.528,829.44235,887.52055,415.22536,413.20972,443.25664,443.25664,279.23281,277.21717,307.26409,307.26409
CL(18:2_18:3_20:2_20:3)-H,1499.99615,749.47601,805.53857,693.4498,749.51236,829.44235,885.50491,415.22536,413.20972,443.25664,441.241,279.23281,277.21717,307.26409,305.24845
CL(18:2_18:3_20:2_20:4)-H,1497.98051,749.47601,803.52293,693.4498,747.49672,829.44235,883.48927,415.22536,413.20972,443.25664,439.22536,279.23281,277.21717,307.26409,303.23281
CL(18:2_18:3_20:2_22:0)-H,1534.07435,749.47601,839.61677,693.4498,783.59056,829.44235,919.58311,415.22536,413.20972,443.25664,475.3192,279.23281,277.21717,307.26409,339.32665
CL(18:2_18:3_20:2_22:5)-H,1523.99615,749.47601,829.53857,693.4498,773.51236,829.44235,909.50491,415.22536,413.20972,443.25664,465.241,279.23281,277.21717,307.26409,329.24845
CL(18:2_18:3_20:2_22:6)-H,1521.98051,749.47601,827.52293,693.4498,771.49672,829.44235,907.48927,415.22536,413.20972,443.25664,463.22536,279.23281,277.21717,307.26409,327.23281
CL(18:2_18:3_20:3_20:0)-H,1504.02743,749.47601,809.56985,693.4498,753.54364,829.44235,889.53619,415.22536,413.20972,441.241,447.28792,279.23281,277.21717,305.24845,311.29537
CL(18:2_18:3_20:3_20:3)-H,1497.98051,749.47601,803.52293,693.4498,747.49672,829.44235,883.48927,415.22536,413.20972,441.241,441.241,279.23281,277.21717,305.24845,305.24845
CL(18:2_18:3_20:3_20:4)-H,1495.96487,749.47601,801.50729,693.4498,745.48108,829.44235,881.47363,415.22536,413.20972,441.241,439.22536,279.23281,277.21717,305.24845,303.23281
CL(18:2_18:3_20:3_22:0)-H,1532.05871,749.47601,837.60113,693.4498,781.57492,829.44235,917.56747,415.22536,413.20972,441.241,475.3192,279.23281,277.21717,305.24845,339.32665
CL(18:2_18:3_20:3_22:5)-H,1521.98051,749.47601,827.52293,693.4498,771.49672,829.44235,907.48927,415.22536,413.20972,441.241,465.241,279.23281,277.21717,305.24845,329.24845
CL(18:2_18:3_20:3_22:6)-H,1519.96487,749.47601,825.50729,693.4498,769.48108,829.44235,905.47363,415.22536,413.20972,441.241,463.22536,279.23281,277.21717,305.24845,327.23281
CL(18:2_18:3_20:4_20:0)-H,1502.01179,749.47601,807.55421,693.4498,751.528,829.44235,887.52055,415.22536,413.20972,439.22536,447.28792,279.23281,277.21717,303.23281,311.29537
CL(18:2_18:3_20:4_20:4)-H,1493.94923,749.47601,799.49165,693.4498,743.46544,829.44235,879.45799,415.22536,413.20972,439.22536,439.22536,279.23281,277.21717,303.23281,303.23281
CL(18:2_18:3_20:4_22:0)-H,1530.04307,749.47601,835.58549,693.4498,779.55928,829.44235,915.55183,415.22536,413.20972,439.22536,475.3192,279.23281,277.21717,303.23281,339.32665
CL(18:2_18:3_20:4_22:5)-H,1519.96487,749.47601,825.50729,693.4498,769.48108,829.44235,905.47363,415.22536,413.20972,439.22536,465.241,279.23281,277.21717,303.23281,329.24845
CL(18:2_18:3_20:4_22:6)-H,1517.94923,749.47601,823.49165,693.4498,767.46544,829.44235,903.45799,415.22536,413.20972,439.22536,463.22536,279.23281,277.21717,303.23281,327.23281
CL(18:2_18:3_22:5_20:0)-H,1528.02743,749.47601,833.56985,693.4498,777.54364,829.44235,913.53619,415.22536,413.20972,465.241,447.28792,279.23281,277.21717,329.24845,311.29537
CL(18:2_18:3_22:5_22:0)-H,1556.05871,749.47601,861.60113,693.4498,805.57492,829.44235,941.56747,415.22536,413.20972,465.241,475.3192,279.23281,277.21717,329.24845,339.32665
CL(18:2_18:3_22:5_22:5)-H,1545.98051,749.47601,851.52293,693.4498,795.49672,829.44235,931.48927,415.22536,413.20972,465.241,465.241,279.23281,277.21717,329.24845,329.24845
CL(18:2_18:3_22:5_22:6)-H,1543.96487,749.47601,849.50729,693.4498,793.48108,829.44235,929.47363,415.22536,413.20972,465.241,463.22536,279.23281,277.21717,329.24845,327.23281
CL(18:2_18:3_22:6_20:0)-H,1526.01179,749.47601,831.55421,693.4498,775.528,829.44235,911.52055,415.22536,413.20972,463.22536,447.28792,279.23281,277.21717,327.23281,311.29537
CL(18:2_18:3_22:6_22:0)-H,1554.04307,749.47601,859.58549,693.4498,803.55928,829.44235,939.55183,415.22536,413.20972,463.22536,475.3192,279.23281,277.21717,327.23281,339.32665
CL(18:2_18:3_22:6_22:6)-H,1541.94923,749.47601,847.49165,693.4498,791.46544,829.44235,927.45799,415.22536,413.20972,463.22536,463.22536,279.23281,277.21717,327.23281,327.23281
CL(18:2_20:0_18:2_18:2)-H,1480.02743,783.55421,751.49165,727.528,695.46544,863.52055,831.45799,415.22536,447.28792,415.22536,415.22536,279.23281,311.29537,279.23281,279.23281
CL(18:2_20:0_18:2_20:0)-H,1512.08999,783.55421,783.55421,727.528,727.528,863.52055,863.52055,415.22536,447.28792,415.22536,447.28792,279.23281,311.29537,279.23281,311.29537
CL(18:2_20:0_18:2_22:0)-H,1540.12127,783.55421,811.58549,727.528,755.55928,863.52055,891.55183,415.22536,447.28792,415.22536,475.3192,279.23281,311.29537,279.23281,339.32665
CL(18:2_20:0_18:3_20:0)-H,1510.07435,783.55421,781.53857,727.528,725.51236,863.52055,861.50491,415.22536,447.28792,413.20972,447.28792,279.23281,311.29537,277.21717,311.29537
CL(18:2_20:0_18:3_22:0)-H,1538.10563,783.55421,809.56985,727.528,753.54364,863.52055,889.53619,415.22536,447.28792,413.20972,475.3192,279.23281,311.29537,277.21717,339.32665
CL(18:2_20:0_20:1_20:0)-H,1542.13691,783.55421,813.60113,727.528,757.57492,863.52055,893.56747,415.22536,447.28792,445.27228,447.28792,279.23281,311.29537,309.27973,311.29537
CL(18:2_20:0_20:1_20:1)-H,1540.12127,783.55421,811.58549,727.528,755.55928,863.52055,891.55183,415.22536,447.28792,445.27228,445.27228,279.23281,311.29537,309.27973,309.27973
CL(18:2_20:0_20:1_20:2)-H,1538.10563,783.55421,809.56985,727.528,753.54364,863.52055,889.53619,415.22536,447.28792,445.27228,443.25664,279.23281,311.29537,309.27973,307.26409
CL(18:2_20:0_20:1_20:3)-H,1536.08999,783.55421,807.55421,727.528,751.528,863.52055,887.52055,415.22536,447.28792,445.27228,441.241,279.23281,311.29537,309.27973,305.24845
CL(18:2_20:0_20:1_20:4)-H,1534.07435,783.55421,805.53857,727.528,749.51236,863.52055,885.50491,415.22536,447.28792,445.27228,439.22536,279.23281,311.29537,309.27973,303.23281
CL(18:2_20:0_20:1_22:0)-H,1570.16819,783.55421,841.63241,727.528,785.6062,863.52055,921.59875,415.22536,447.28792,445.27228,475.3192,279.23281,311.29537,309.27973,339.32665
CL(18:2_20:0_20:1_22:5)-H,1560.08999,783.55421,831.55421,727.528,775.528,863.52055,911.52055,415.22536,447.28792,445.27228,465.241,279.23281,311.29537,309.27973,329.24845
CL(18:2_20:0_20:1_22:6)-H,1558.07435,783.55421,829.53857,727.528,773.51236,863.52055,909.50491,415.22536,447.28792,445.27228,463.22536,279.23281,311.29537,309.27973,327.23281
CL(18:2_20:0_20:2_20:0)-H,1540.12127,783.55421,811.58549,727.528,755.55928,863.52055,891.55183,415.22536,447.28792,443.25664,447.28792,279.23281,311.29537,307.26409,311.29537
CL(18:2_20:0_20:2_20:2)-H,1536.08999,783.55421,807.55421,727.528,751.528,863.52055,887.52055,415.22536,447.28792,443.25664,443.25664,279.23281,311.29537,307.26409,307.26409
