CL,[M-H]-,SN1+SN2+C6H10O5P,SN3+SN4+C6H10O5P,SN1+SN2+C3H6PO4,SN3+SN4+C3H6PO4,SN1+SN2+C6H11P2O8,SN3+SN4+C6H11P2O8,SN1+C3H6PO4,SN2+C3H6PO4,SN3+C3H6PO4,SN4+C3H6PO4,SN1_FA,SN2_FA,SN3_FA,SN4_FA
CL(14:0_18:1_18:2_20:2)-H,1425.98051,701.47601,779.52293,645.4498,723.49672,781.44235,859.48927,363.19408,417.241,415.22536,443.25664,227.20153,281.24845,279.23281,307.26409
CL(14:0_18:1_18:2_20:3)-H,1423.96487,701.47601,777.50729,645.4498,721.48108,781.44235,857.47363,363.19408,417.241,415.22536,441.241,227.20153,281.24845,279.23281,305.24845
CL(14:0_18:1_18:2_20:4)-H,1421.94923,701.47601,775.49165,645.4498,719.46544,781.44235,855.45799,363.19408,417.241,415.22536,439.22536,227.20153,281.24845,279.23281,303.23281
CL(14:0_18:1_18:2_22:0)-H,1458.04307,701.47601,811.58549,645.4498,755.55928,781.44235,891.55183,363.19408,417.241,415.22536,475.3192,227.20153,281.24845,279.23281,339.32665
CL(14:0_18:1_18:2_22:5)-H,1447.96487,701.47601,801.50729,645.4498,745.48108,781.44235,881.47363,363.19408,417.241,415.22536,465.241,227.20153,281.24845,279.23281,329.24845
CL(14:0_18:1_18:2_22:6)-H,1445.94923,701.47601,799.49165,645.4498,743.46544,781.44235,879.45799,363.19408,417.241,415.22536,463.22536,227.20153,281.24845,279.23281,327.23281
CL(14:0_18:1_18:3_18:3)-H,1393.91795,701.47601,747.46037,645.4498,691.43416,781.44235,827.42671,363.19408,417.241,413.20972,413.20972,227.20153,281.24845,277.21717,277.21717
CL(14:0_18:1_18:3_20:0)-H,1427.99615,701.47601,781.53857,645.4498,725.51236,781.44235,861.50491,363.19408,417.241,413.20972,447.28792,227.20153,281.24845,277.21717,311.29537
CL(14:0_18:1_18:3_20:1)-H,1425.98051,701.47601,779.52293,645.4498,723.49672,781.44235,859.48927,363.19408,417.241,413.20972,445.27228,227.20153,281.24845,277.21717,309.27973
CL(14:0_18:1_18:3_20:2)-H,1423.96487,701.47601,777.50729,645.4498,721.48108,781.44235,857.47363,363.19408,417.241,413.20972,443.25664,227.20153,281.24845,277.21717,307.26409
CL(14:0_18:1_18:3_20:3)-H,1421.94923,701.47601,775.49165,645.4498,719.46544,781.44235,855.45799,363.19408,417.241,413.20972,441.241,227.20153,281.24845,277.21717,305.24845
CL(14:0_18:1_18:3_20:4)-H,1419.93359,701.47601,773.47601,645.4498,717.4498,781.44235,853.44235,363.19408,417.241,413.20972,439.22536,227.20153,281.24845,277.21717,303.23281
CL(14:0_18:1_18:3_22:0)-H,1456.02743,701.47601,809.56985,645.4498,753.54364,781.44235,889.53619,363.19408,417.241,413.20972,475.3192,227.20153,281.24845,277.21717,339.32665
CL(14:0_18:1_18:3_22:5)-H,1445.94923,701.47601,799.49165,645.4498,743.46544,781.44235,879.45799,363.19408,417.241,413.20972,465.241,227.20153,281.24845,277.21717,329.24845
CL(14:0_18:1_18:3_22:6)-H,1443.93359,701.47601,797.47601,645.4498,741.4498,781.44235,877.44235,363.19408,417.241,413.20972,463.22536,227.20153,281.24845,277.21717,327.23281
CL(14:0_18:1_20:0_20:0)-H,1462.07435,701.47601,815.61677,645.4498,759.59056,781.44235,895.58311,363.19408,417.241,447.28792,447.28792,227.20153,281.24845,311.29537,311.29537
CL(14:0_18:1_20:0_20:1)-H,1460.05871,701.47601,813.60113,645.4498,757.57492,781.44235,893.56747,363.19408,417.241,447.28792,445.27228,227.20153,281.24845,311.29537,309.27973
CL(14:0_18:1_20:0_20:2)-H,1458.04307,701.47601,811.58549,645.4498,755.55928,781.44235,891.55183,363.19408,417.241,447.28792,443.25664,227.20153,281.24845,311.29537,307.26409
CL(14:0_18:1_20:0_20:3)-H,1456.02743,701.47601,809.56985,645.4498,753.54364,781.44235,889.53619,363.19408,417.241,447.28792,441.241,227.20153,281.24845,311.29537,305.24845
CL(14:0_18:1_20:0_20:4)-H,1454.01179,701.47601,807.55421,645.4498,751.528,781.44235,887.52055,363.19408,417.241,447.28792,439.22536,227.20153,281.24845,311.29537,303.23281
CL(14:0_18:1_20:0_22:0)-H,1490.10563,701.47601,843.64805,645.4498,787.62184,781.44235,923.61439,363.19408,417.241,447.28792,475.3192,227.20153,281.24845,311.29537,339.32665
CL(14:0_18:1_20:0_22:5)-H,1480.02743,701.47601,833.56985,645.4498,777.54364,781.44235,913.53619,363.19408,417.241,447.28792,465.241,227.20153,281.24845,311.29537,329.24845
CL(14:0_18:1_20:0_22:6)-H,1478.01179,701.47601,831.55421,645.4498,775.528,781.44235,911.52055,363.19408,417.241,447.28792,463.22536,227.20153,281.24845,311.29537,327.23281
CL(14:0_18:1_20:1_20:1)-H,1458.04307,701.47601,811.58549,645.4498,755.55928,781.44235,891.55183,363.19408,417.241,445.27228,445.27228,227.20153,281.24845,309.27973,309.27973
CL(14:0_18:1_20:1_20:2)-H,1456.02743,701.47601,809.56985,645.4498,753.54364,781.44235,889.53619,363.19408,417.241,445.27228,443.25664,227.20153,281.24845,309.27973,307.26409
CL(14:0_18:1_20:1_20:3)-H,1454.01179,701.47601,807.55421,645.4498,751.528,781.44235,887.52055,363.19408,417.241,445.27228,441.241,227.20153,281.24845,309.27973,305.24845
CL(14:0_18:1_20:1_20:4)-H,1451.99615,701.47601,805.53857,645.4498,749.51236,781.44235,885.50491,363.19408,417.241,445.27228,439.22536,227.20153,281.24845,309.27973,303.23281
CL(14:0_18:1_20:1_22:0)-H,1488.08999,701.47601,841.63241,645.4498,785.6062,781.44235,921.59875,363.19408,417.241,445.27228,475.3192,227.20153,281.24845,309.27973,339.32665
CL(14:0_18:1_20:1_22:5)-H,1478.01179,701.47601,831.55421,645.4498,775.528,781.44235,911.52055,363.19408,417.241,445.27228,465.241,227.20153,281.24845,309.27973,329.24845
CL(14:0_18:1_20:1_22:6)-H,1475.99615,701.47601,829.53857,645.4498,773.51236,781.44235,909.50491,363.19408,417.241,445.27228,463.22536,227.20153,281.24845,309.27973,327.23281
CL(14:0_18:1_20:2_20:2)-H,1454.01179,701.47601,807.55421,645.4498,751.528,781.44235,887.52055,363.19408,417.241,443.25664,443.25664,227.20153,281.24845,307.26409,307.26409
CL(14:0_18:1_20:2_20:3)-H,1451.99615,701.47601,805.53857,645.4498,749.51236,781.44235,885.50491,363.19408,417.241,443.25664,441.241,227.20153,281.24845,307.26409,305.24845
CL(14:0_18:1_20:2_20:4)-H,1449.98051,701.47601,803.52293,645.4498,747.49672,781.44235,883.48927,363.19408,417.241,443.25664,439.22536,227.20153,281.24845,307.26409,303.23281
CL(14:0_18:1_20:2_22:0)-H,1486.07435,701.47601,839.61677,645.4498,783.59056,781.44235,919.58311,363.19408,417.241,443.25664,475.3192,227.20153,281.24845,307.26409,339.32665
CL(14:0_18:1_20:2_22:5)-H,1475.99615,701.47601,829.53857,645.4498,773.51236,781.44235,909.50491,363.19408,417.241,443.25664,465.241,227.20153,281.24845,307.26409,329.24845
CL(14:0_18:1_20:2_22:6)-H,1473.98051,701.47601,827.52293,645.4498,771.49672,781.44235,907.48927,363.19408,417.241,443.25664,463.22536,227.20153,281.24845,307.26409,327.23281
CL(14:0_18:1_20:3_20:3)-H,1449.98051,701.47601,803.52293,645.4498,747.49672,781.44235,883.48927,363.19408,417.241,441.241,441.241,227.20153,281.24845,305.24845,305.24845
CL(14:0_18:1_20:3_20:4)-H,1447.96487,701.47601,801.50729,645.4498,745.48108,781.44235,881.47363,363.19408,417.241,441.241,439.22536,227.20153,281.24845,305.24845,303.23281
CL(14:0_18:1_20:3_22:0)-H,1484.05871,701.47601,837.60113,645.4498,781.57492,781.44235,917.56747,363.19408,417.241,441.241,475.3192,227.20153,281.24845,305.24845,339.32665
CL(14:0_18:1_20:3_22:5)-H,1473.98051,701.47601,827.52293,645.4498,771.49672,781.44235,907.48927,363.19408,417.241,441.241,465.241,227.20153,281.24845,305.24845,329.24845
CL(14:0_18:1_20:3_22:6)-H,1471.96487,701.47601,825.50729,645.4498,769.48108,781.44235,905.47363,363.19408,417.241,441.241,463.22536,227.20153,281.24845,305.24845,327.23281
CL(14:0_18:1_20:4_20:4)-H,1445.94923,701.47601,799.49165,645.4498,743.46544,781.44235,879.45799,363.19408,417.241,439.22536,439.22536,227.20153,281.24845,303.23281,303.23281
CL(14:0_18:1_20:4_22:0)-H,1482.04307,701.47601,835.58549,645.4498,779.55928,781.44235,915.55183,363.19408,417.241,439.22536,475.3192,227.20153,281.24845,303.23281,339.32665
CL(14:0_18:1_20:4_22:5)-H,1471.96487,701.47601,825.50729,645.4498,769.48108,781.44235,905.47363,363.19408,417.241,439.22536,465.241,227.20153,281.24845,303.23281,329.24845
CL(14:0_18:1_20:4_22:6)-H,1469.94923,701.47601,823.49165,645.4498,767.46544,781.44235,903.45799,363.19408,417.241,439.22536,463.22536,227.20153,281.24845,303.23281,327.23281
CL(14:0_18:1_22:0_22:0)-H,1518.13691,701.47601,871.67933,645.4498,815.65312,781.44235,951.64567,363.19408,417.241,475.3192,475.3192,227.20153,281.24845,339.32665,339.32665
CL(14:0_18:1_22:0_22:5)-H,1508.05871,701.47601,861.60113,645.4498,805.57492,781.44235,941.56747,363.19408,417.241,475.3192,465.241,227.20153,281.24845,339.32665,329.24845
CL(14:0_18:1_22:0_22:6)-H,1506.04307,701.47601,859.58549,645.4498,803.55928,781.44235,939.55183,363.19408,417.241,475.3192,463.22536,227.20153,281.24845,339.32665,327.23281
CL(14:0_18:1_22:5_22:5)-H,1497.98051,701.47601,851.52293,645.4498,795.49672,781.44235,931.48927,363.19408,417.241,465.241,465.241,227.20153,281.24845,329.24845,329.24845
CL(14:0_18:1_22:5_22:6)-H,1495.96487,701.47601,849.50729,645.4498,793.48108,781.44235,929.47363,363.19408,417.241,465.241,463.22536,227.20153,281.24845,329.24845,327.23281
CL(14:0_18:1_22:6_22:6)-H,1493.94923,701.47601,847.49165,645.4498,791.46544,781.44235,927.45799,363.19408,417.241,463.22536,463.22536,227.20153,281.24845,327.23281,327.23281
CL(14:0_18:2_18:2_18:2)-H,1395.93359,699.46037,751.49165,643.43416,695.46544,779.42671,831.45799,363.19408,415.22536,415.22536,415.22536,227.20153,279.23281,279.23281,279.23281
CL(14:0_18:2_18:2_18:3)-H,1393.91795,699.46037,749.47601,643.43416,693.4498,779.42671,829.44235,363.19408,415.22536,415.22536,413.20972,227.20153,279.23281,279.23281,277.21717
CL(14:0_18:2_18:2_20:0)-H,1427.99615,699.46037,783.55421,643.43416,727.528,779.42671,863.52055,363.19408,415.22536,415.22536,447.28792,227.20153,279.23281,279.23281,311.29537
CL(14:0_18:2_18:2_20:1)-H,1425.98051,699.46037,781.53857,643.43416,725.51236,779.42671,861.50491,363.19408,415.22536,415.22536,445.27228,227.20153,279.23281,279.23281,309.27973
CL(14:0_18:2_18:2_20:2)-H,1423.96487,699.46037,779.52293,643.43416,723.49672,779.42671,859.48927,363.19408,415.22536,415.22536,443.25664,227.20153,279.23281,279.23281,307.26409
CL(14:0_18:2_18:2_20:3)-H,1421.94923,699.46037,777.50729,643.43416,721.48108,779.42671,857.47363,363.19408,415.22536,415.22536,441.241,227.20153,279.23281,279.23281,305.24845
CL(14:0_18:2_18:2_20:4)-H,1419.93359,699.46037,775.49165,643.43416,719.46544,779.42671,855.45799,363.19408,415.22536,415.22536,439.22536,227.20153,279.23281,279.23281,303.23281
CL(14:0_18:2_18:2_22:0)-H,1456.02743,699.46037,811.58549,643.43416,755.55928,779.42671,891.55183,363.19408,415.22536,415.22536,475.3192,227.20153,279.23281,279.23281,339.32665
CL(14:0_18:2_18:2_22:5)-H,1445.94923,699.46037,801.50729,643.43416,745.48108,779.42671,881.47363,363.19408,415.22536,415.22536,465.241,227.20153,279.23281,279.23281,329.24845
CL(14:0_18:2_18:2_22:6)-H,1443.93359,699.46037,799.49165,643.43416,743.46544,779.42671,879.45799,363.19408,415.22536,415.22536,463.22536,227.20153,279.23281,279.23281,327.23281
CL(14:0_18:2_18:3_18:3)-H,1391.90231,699.46037,747.46037,643.43416,691.43416,779.42671,827.42671,363.19408,415.22536,413.20972,413.20972,227.20153,279.23281,277.21717,277.21717
CL(14:0_18:2_18:3_20:0)-H,1425.98051,699.46037,781.53857,643.43416,725.51236,779.42671,861.50491,363.19408,415.22536,413.20972,447.28792,227.20153,279.23281,277.21717,311.29537
CL(14:0_18:2_18:3_20:1)-H,1423.96487,699.46037,779.52293,643.43416,723.49672,779.42671,859.48927,363.19408,415.22536,413.20972,445.27228,227.20153,279.23281,277.21717,309.27973
CL(14:0_18:2_18:3_20:2)-H,1421.94923,699.46037,777.50729,643.43416,721.48108,779.42671,857.47363,363.19408,415.22536,413.20972,443.25664,227.20153,279.23281,277.21717,307.26409
CL(14:0_18:2_18:3_20:3)-H,1419.93359,699.46037,775.49165,643.43416,719.46544,779.42671,855.45799,363.19408,415.22536,413.20972,441.241,227.20153,279.23281,277.21717,305.24845
CL(14:0_18:2_18:3_20:4)-H,1417.91795,699.46037,773.47601,643.43416,717.4498,779.42671,853.44235,363.19408,415.22536,413.20972,439.22536,227.20153,279.23281,277.21717,303.23281
CL(14:0_18:2_18:3_22:0)-H,1454.01179,699.46037,809.56985,643.43416,753.54364,779.42671,889.53619,363.19408,415.22536,413.20972,475.3192,227.20153,279.23281,277.21717,339.32665
CL(14:0_18:2_18:3_22:5)-H,1443.93359,699.46037,799.49165,643.43416,743.46544,779.42671,879.45799,363.19408,415.22536,413.20972,465.241,227.20153,279.23281,277.21717,329.24845
CL(14:0_18:2_18:3_22:6)-H,1441.91795,699.46037,797.47601,643.43416,741.4498,779.42671,877.44235,363.19408,415.22536,413.20972,463.22536,227.20153,279.23281,277.21717,327.23281
CL(14:0_18:2_20:0_20:0)-H,1460.05871,699.46037,815.61677,643.43416,759.59056,779.42671,895.58311,363.19408,415.22536,447.28792,447.28792,227.20153,279.23281,311.29537,311.29537
CL(14:0_18:2_20:0_20:1)-H,1458.04307,699.46037,813.60113,643.43416,757.57492,779.42671,893.56747,363.19408,415.22536,447.28792,445.27228,227.20153,279.23281,311.29537,309.27973
CL(14:0_18:2_20:0_20:2)-H,1456.02743,699.46037,811.58549,643.43416,755.55928,779.42671,891.55183,363.19408,415.22536,447.28792,443.25664,227.20153,279.23281,311.29537,307.26409
CL(14:0_18:2_20:0_20:3)-H,1454.01179,699.46037,809.56985,643.43416,753.54364,779.42671,889.53619,363.19408,415.22536,447.28792,441.241,227.20153,279.23281,311.29537,305.24845
CL(14:0_18:2_20:0_20:4)-H,1451.99615,699.46037,807.55421,643.43416,751.528,779.42671,887.52055,363.19408,415.22536,447.28792,439.22536,227.20153,279.23281,311.29537,303.23281
CL(14:0_18:2_20:0_22:0)-H,1488.08999,699.46037,843.64805,643.43416,787.62184,779.42671,923.61439,363.19408,415.22536,447.28792,475.3192,227.20153,279.23281,311.29537,339.32665
CL(14:0_18:2_20:0_22:5)-H,1478.01179,699.46037,833.56985,643.43416,777.54364,779.42671,913.53619,363.19408,415.22536,447.28792,465.241,227.20153,279.23281,311.29537,329.24845
CL(14:0_18:2_20:0_22:6)-H,1475.99615,699.46037,831.55421,643.43416,775.528,779.42671,911.52055,363.19408,415.22536,447.28792,463.22536,227.20153,279.23281,311.29537,327.23281
CL(14:0_18:2_20:1_20:1)-H,1456.02743,699.46037,811.58549,643.43416,755.55928,779.42671,891.55183,363.19408,415.22536,445.27228,445.27228,227.20153,279.23281,309.27973,309.27973
CL(14:0_18:2_20:1_20:2)-H,1454.01179,699.46037,809.56985,643.43416,753.54364,779.42671,889.53619,363.19408,415.22536,445.27228,443.25664,227.20153,279.23281,309.27973,307.26409
CL(14:0_18:2_20:1_20:3)-H,1451.99615,699.46037,807.55421,643.43416,751.528,779.42671,887.52055,363.19408,415.22536,445.27228,441.241,227.20153,279.23281,309.27973,305.24845
CL(14:0_18:2_20:1_20:4)-H,1449.98051,699.46037,805.53857,643.43416,749.51236,779.42671,885.50491,363.19408,415.22536,445.27228,439.22536,227.20153,279.23281,309.27973,303.23281
CL(14:0_18:2_20:1_22:0)-H,1486.07435,699.46037,841.63241,643.43416,785.6062,779.42671,921.59875,363.19408,415.22536,445.27228,475.3192,227.20153,279.23281,309.27973,339.32665
CL(14:0_18:2_20:1_22:5)-H,1475.99615,699.46037,831.55421,643.43416,775.528,779.42671,911.52055,363.19408,415.22536,445.27228,465.241,227.20153,279.23281,309.27973,329.24845
CL(14:0_18:2_20:1_22:6)-H,1473.98051,699.46037,829.53857,643.43416,773.51236,779.42671,909.50491,363.19408,415.22536,445.27228,463.22536,227.20153,279.23281,309.27973,327.23281
CL(14:0_18:2_20:2_20:2)-H,1451.99615,699.46037,807.55421,643.43416,751.528,779.42671,887.52055,363.19408,415.22536,443.25664,443.25664,227.20153,279.23281,307.26409,307.26409
CL(14:0_18:2_20:2_20:3)-H,1449.98051,699.46037,805.53857,643.43416,749.51236,779.42671,885.50491,363.19408,415.22536,443.25664,441.241,227.20153,279.23281,307.26409,305.24845
CL(14:0_18:2_20:2_20:4)-H,1447.96487,699.46037,803.52293,643.43416,747.49672,779.42671,883.48927,363.19408,415.22536,443.25664,439.22536,227.20153,279.23281,307.26409,303.23281
CL(14:0_18:2_20:2_22:0)-H,1484.05871,699.46037,839.61677,643.43416,783.59056,779.42671,919.58311,363.19408,415.22536,443.25664,475.3192,227.20153,279.23281,307.26409,339.32665
CL(14:0_18:2_20:2_22:5)-H,1473.98051,699.46037,829.53857,643.43416,773.51236,779.42671,909.50491,363.19408,415.22536,443.25664,465.241,227.20153,279.23281,307.26409,329.24845
CL(14:0_18:2_20:2_22:6)-H,1471.96487,699.46037,827.52293,643.43416,771.49672,779.42671,907.48927,363.19408,415.22536,443.25664,463.22536,227.20153,279.23281,307.26409,327.23281
CL(14:0_18:2_20:3_20:3)-H,1447.96487,699.46037,803.52293,643.43416,747.49672,779.42671,883.48927,363.19408,415.22536,441.241,441.241,227.20153,279.23281,305.24845,305.24845
CL(14:0_18:2_20:3_20:4)-H,1445.94923,699.46037,801.50729,643.43416,745.48108,779.42671,881.47363,363.19408,415.22536,441.241,439.22536,227.20153,279.23281,305.24845,303.23281
CL(14:0_18:2_20:3_22:0)-H,1482.04307,699.46037,837.60113,643.43416,781.57492,779.42671,917.56747,363.19408,415.22536,441.241,475.3192,227.20153,279.23281,305.24845,339.32665
CL(14:0_18:2_20:3_22:5)-H,1471.96487,699.46037,827.52293,643.43416,771.49672,779.42671,907.48927,363.19408,415.22536,441.241,465.241,227.20153,279.23281,305.24845,329.24845
CL(14:0_18:2_20:3_22:6)-H,1469.94923,699.46037,825.50729,643.43416,769.48108,779.42671,905.47363,363.19408,415.22536,441.241,463.22536,227.20153,279.23281,305.24845,327.23281
CL(14:0_18:2_20:4_20:4)-H,1443.93359,699.46037,799.49165,643.43416,743.46544,779.42671,879.45799,363.19408,415.22536,439.22536,439.22536,227.20153,279.23281,303.23281,303.23281
CL(14:0_18:2_20:4_22:0)-H,1480.02743,699.46037,835.58549,643.43416,779.55928,779.42671,915.55183,363.19408,415.22536,439.22536,475.3192,227.20153,279.23281,303.23281,339.32665
CL(14:0_18:2_20:4_22:5)-H,1469.94923,699.46037,825.50729,643.43416,769.48108,779.42671,905.47363,363.19408,415.22536,439.22536,465.241,227.20153,279.23281,303.23281,329.24845
CL(14:0_18:2_20:4_22:6)-H,1467.93359,699.46037,823.49165,643.43416,767.46544,779.42671,903.45799,363.19408,415.22536,439.22536,463.22536,227.20153,279.23281,303.23281,327.23281
CL(14:0_18:2_22:0_22:0)-H,1516.12127,699.46037,871.67933,643.43416,815.65312,779.42671,951.64567,363.19408,415.22536,475.3192,475.3192,227.20153,279.23281,339.32665,339.32665
CL(14:0_18:2_22:0_22:5)-H,1506.04307,699.46037,861.60113,643.43416,805.57492,779.42671,941.56747,363.19408,415.22536,475.3192,465.241,227.20153,279.23281,339.32665,329.24845
CL(14:0_18:2_22:0_22:6)-H,1504.02743,699.46037,859.58549,643.43416,803.55928,779.42671,939.55183,363.19408,415.22536,475.3192,463.22536,227.20153,279.23281,339.32665,327.23281
CL(14:0_18:2_22:5_22:5)-H,1495.96487,699.46037,851.52293,643.43416,795.49672,779.42671,931.48927,363.19408,415.22536,465.241,465.241,227.20153,279.23281,329.24845,329.24845
CL(14:0_18:2_22:5_22:6)-H,1493.94923,699.46037,849.50729,643.43416,793.48108,779.42671,929.47363,363.19408,415.22536,465.241,463.22536,227.20153,279.23281,329.24845,327.23281
CL(14:0_18:2_22:6_22:6)-H,1491.93359,699.46037,847.49165,643.43416,791.46544,779.42671,927.45799,363.19408,415.22536,463.22536,463.22536,227.20153,279.23281,327.23281,327.23281
CL(14:0_18:3_18:3_18:3)-H,1389.88667,697.44473,747.46037,641.41852,691.43416,777.41107,827.42671,363.19408,413.20972,413.20972,413.20972,227.20153,277.21717,277.21717,277.21717
CL(14:0_18:3_18:3_20:0)-H,1423.96487,697.44473,781.53857,641.41852,725.51236,777.41107,861.50491,363.19408,413.20972,413.20972,447.28792,227.20153,277.21717,277.21717,311.29537
CL(14:0_18:3_18:3_20:1)-H,1421.94923,697.44473,779.52293,641.41852,723.49672,777.41107,859.48927,363.19408,413.20972,413.20972,445.27228,227.20153,277.21717,277.21717,309.27973
CL(14:0_18:3_18:3_20:2)-H,1419.93359,697.44473,777.50729,641.41852,721.48108,777.41107,857.47363,363.19408,413.20972,413.20972,443.25664,227.20153,277.21717,277.21717,307.26409
CL(14:0_18:3_18:3_20:3)-H,1417.91795,697.44473,775.49165,641.41852,719.46544,777.41107,855.45799,363.19408,413.20972,413.20972,441.241,227.20153,277.21717,277.21717,305.24845
CL(14:0_18:3_18:3_20:4)-H,1415.90231,697.44473,773.47601,641.41852,717.4498,777.41107,853.44235,363.19408,413.20972,413.20972,439.22536,227.20153,277.21717,277.21717,303.23281
CL(14:0_18:3_18:3_22:0)-H,1451.99615,697.44473,809.56985,641.41852,753.54364,777.41107,889.53619,363.19408,413.20972,413.20972,475.3192,227.20153,277.21717,277.21717,339.32665
CL(14:0_18:3_18:3_22:5)-H,1441.91795,697.44473,799.49165,641.41852,743.46544,777.41107,879.45799,363.19408,413.20972,413.20972,465.241,227.20153,277.21717,277.21717,329.24845
CL(14:0_18:3_18:3_22:6)-H,1439.90231,697.44473,797.47601,641.41852,741.4498,777.41107,877.44235,363.19408,413.20972,413.20972,463.22536,227.20153,277.21717,277.21717,327.23281
CL(14:0_18:3_20:0_20:0)-H,1458.04307,697.44473,815.61677,641.41852,759.59056,777.41107,895.58311,363.19408,413.20972,447.28792,447.28792,227.20153,277.21717,311.29537,311.29537
CL(14:0_18:3_20:0_20:1)-H,1456.02743,697.44473,813.60113,641.41852,757.57492,777.41107,893.56747,363.19408,413.20972,447.28792,445.27228,227.20153,277.21717,311.29537,309.27973
CL(14:0_18:3_20:0_20:2)-H,1454.01179,697.44473,811.58549,641.41852,755.55928,777.41107,891.55183,363.19408,413.20972,447.28792,443.25664,227.20153,277.21717,311.29537,307.26409
CL(14:0_18:3_20:0_20:3)-H,1451.99615,697.44473,809.56985,641.41852,753.54364,777.41107,889.53619,363.19408,413.20972,447.28792,441.241,227.20153,277.21717,311.29537,305.24845
CL(14:0_18:3_20:0_20:4)-H,1449.98051,697.44473,807.55421,641.41852,751.528,777.41107,887.52055,363.19408,413.20972,447.28792,439.22536,227.20153,277.21717,311.29537,303.23281
CL(14:0_18:3_20:0_22:0)-H,1486.07435,697.44473,843.64805,641.41852,787.62184,777.41107,923.61439,363.19408,413.20972,447.28792,475.3192,227.20153,277.21717,311.29537,339.32665
CL(14:0_18:3_20:0_22:5)-H,1475.99615,697.44473,833.56985,641.41852,777.54364,777.41107,913.53619,363.19408,413.20972,447.28792,465.241,227.20153,277.21717,311.29537,329.24845
CL(14:0_18:3_20:0_22:6)-H,1473.98051,697.44473,831.55421,641.41852,775.528,777.41107,911.52055,363.19408,413.20972,447.28792,463.22536,227.20153,277.21717,311.29537,327.23281
CL(14:0_18:3_20:1_20:1)-H,1454.01179,697.44473,811.58549,641.41852,755.55928,777.41107,891.55183,363.19408,413.20972,445.27228,445.27228,227.20153,277.21717,309.27973,309.27973
CL(14:0_18:3_20:1_20:2)-H,1451.99615,697.44473,809.56985,641.41852,753.54364,777.41107,889.53619,363.19408,413.20972,445.27228,443.25664,227.20153,277.21717,309.27973,307.26409
CL(14:0_18:3_20:1_20:3)-H,1449.98051,697.44473,807.55421,641.41852,751.528,777.41107,887.52055,363.19408,413.20972,445.27228,441.241,227.20153,277.21717,309.27973,305.24845
CL(14:0_18:3_20:1_20:4)-H,1447.96487,697.44473,805.53857,641.41852,749.51236,777.41107,885.50491,363.19408,413.20972,445.27228,439.22536,227.20153,277.21717,309.27973,303.23281
CL(14:0_18:3_20:1_22:0)-H,1484.05871,697.44473,841.63241,641.41852,785.6062,777.41107,921.59875,363.19408,413.20972,445.27228,475.3192,227.20153,277.21717,309.27973,339.32665
CL(14:0_18:3_20:1_22:5)-H,1473.98051,697.44473,831.55421,641.41852,775.528,777.41107,911.52055,363.19408,413.20972,445.27228,465.241,227.20153,277.21717,309.27973,329.24845
CL(14:0_18:3_20:1_22:6)-H,1471.96487,697.44473,829.53857,641.41852,773.51236,777.41107,909.50491,363.19408,413.20972,445.27228,463.22536,227.20153,277.21717,309.27973,327.23281
CL(14:0_18:3_20:2_20:2)-H,1449.98051,697.44473,807.55421,641.41852,751.528,777.41107,887.52055,363.19408,413.20972,443.25664,443.25664,227.20153,277.21717,307.26409,307.26409
CL(14:0_18:3_20:2_20:3)-H,1447.96487,697.44473,805.53857,641.41852,749.51236,777.41107,885.50491,363.19408,413.20972,443.25664,441.241,227.20153,277.21717,307.26409,305.24845
CL(14:0_18:3_20:2_20:4)-H,1445.94923,697.44473,803.52293,641.41852,747.49672,777.41107,883.48927,363.19408,413.20972,443.25664,439.22536,227.20153,277.21717,307.26409,303.23281
CL(14:0_18:3_20:2_22:0)-H,1482.04307,697.44473,839.61677,641.41852,783.59056,777.41107,919.58311,363.19408,413.20972,443.25664,475.3192,227.20153,277.21717,307.26409,339.32665
CL(14:0_18:3_20:2_22:5)-H,1471.96487,697.44473,829.53857,641.41852,773.51236,777.41107,909.50491,363.19408,413.20972,443.25664,465.241,227.20153,277.21717,307.26409,329.24845
CL(14:0_18:3_20:2_22:6)-H,1469.94923,697.44473,827.52293,641.41852,771.49672,777.41107,907.48927,363.19408,413.20972,443.25664,463.22536,227.20153,277.21717,307.26409,327.23281
CL(14:0_18:3_20:3_20:3)-H,1445.94923,697.44473,803.52293,641.41852,747.49672,777.41107,883.48927,363.19408,413.20972,441.241,441.241,227.20153,277.21717,305.24845,305.24845
CL(14:0_18:3_20:3_20:4)-H,1443.93359,697.44473,801.50729,641.41852,745.48108,777.41107,881.47363,363.19408,413.20972,441.241,439.22536,227.20153,277.21717,305.24845,303.23281
CL(14:0_18:3_20:3_22:0)-H,1480.02743,697.44473,837.60113,641.41852,781.57492,777.41107,917.56747,363.19408,413.20972,441.241,475.3192,227.20153,277.21717,305.24845,339.32665
CL(14:0_18:3_20:3_22:5)-H,1469.94923,697.44473,827.52293,641.41852,771.49672,777.41107,907.48927,363.19408,413.20972,441.241,465.241,227.20153,277.21717,305.24845,329.24845
CL(14:0_18:3_20:3_22:6)-H,1467.93359,697.44473,825.50729,641.41852,769.48108,777.41107,905.47363,363.19408,413.20972,441.241,463.22536,227.20153,277.21717,305.24845,327.23281
CL(14:0_18:3_20:4_20:4)-H,1441.91795,697.44473,799.49165,641.41852,743.46544,777.41107,879.45799,363.19408,413.20972,439.22536,439.22536,227.20153,277.21717,303.23281,303.23281
