OxPE,[M+H]+,NL_head,NL_T1RCO,NL_T2RCO,T1_RCO+,T2_RCO+,T1RCOO+58,T2RCOO+58,head
OxPE(20:3_15:1(COOH))+H,756.48106,615.46195,327.21663,363.28939,289.25262,253.17986,363.2894,327.21664,142.02639
OxPE(20:3_15:2(COOH))+H,754.46541,613.4463,325.20098,363.28939,289.25262,251.16421,363.2894,325.20099,142.02639
OxPE(20:3_15:3(COOH))+H,752.44976,611.43065,323.18533,363.28939,289.25262,249.14856,363.2894,323.18534,142.02639
OxPE(20:3_15:4(COOH))+H,750.43411,609.415,321.16968,363.28939,289.25262,247.13291,363.2894,321.16969,142.02639
OxPE(20:3_16:1(COOH))+H,770.49671,629.4776,341.23228,363.28939,289.25262,267.19551,363.2894,341.23229,142.02639
OxPE(20:3_16:2(COOH))+H,768.48106,627.46195,339.21663,363.28939,289.25262,265.17986,363.2894,339.21664,142.02639
OxPE(20:3_16:3(COOH))+H,766.46541,625.4463,337.20098,363.28939,289.25262,263.16421,363.2894,337.20099,142.02639
OxPE(20:3_16:4(COOH))+H,764.44976,623.43065,335.18533,363.28939,289.25262,261.14856,363.2894,335.18534,142.02639
OxPE(20:3_17:4(COOH))+H,778.46541,637.4463,349.20098,363.28939,289.25262,275.16421,363.2894,349.20099,142.02639
OxPE(20:3_18:4(COOH))+H,792.48106,651.46195,363.21663,363.28939,289.25262,289.17986,363.2894,363.21664,142.02639
OxPE(20:3_18:5(COOH))+H,790.46541,649.4463,361.20098,363.28939,289.25262,287.16421,363.2894,361.20099,142.02639
OxPE(20:3_19:4(COOH))+H,806.49671,665.4776,377.23228,363.28939,289.25262,303.19551,363.2894,377.23229,142.02639
OxPE(20:3_19:5(COOH))+H,804.48106,663.46195,375.21663,363.28939,289.25262,301.17986,363.2894,375.21664,142.02639
OxPE(20:3_3:0(CHO))+H,574.31398,433.29487,145.04955,363.28939,289.25262,71.01278,363.2894,145.04956,142.02639
OxPE(20:3_4:0(CHO))+H,588.32963,447.31052,159.0652,363.28939,289.25262,85.02843,363.2894,159.06521,142.02639
OxPE(20:2_5:0(CHO))+H,604.36093,463.34182,173.08085,365.30504,291.26827,99.04408,365.30505,173.08086,142.02639
OxPE(20:2_6:0(CHO))+H,618.37658,477.35747,187.0965,365.30504,291.26827,113.05973,365.30505,187.09651,142.02639
OxPE(20:2_7:0(CHO))+H,632.39223,491.37312,201.11215,365.30504,291.26827,127.07538,365.30505,201.11216,142.02639
OxPE(20:2_8:0(CHO))+H,646.40788,505.38877,215.1278,365.30504,291.26827,141.09103,365.30505,215.12781,142.02639
OxPE(20:2_9:0(CHO))+H,660.42353,519.40442,229.14345,365.30504,291.26827,155.10668,365.30505,229.14346,142.02639
OxPE(20:2_10:0(CHO))+H,674.43918,533.42007,243.1591,365.30504,291.26827,169.12233,365.30505,243.15911,142.02639
OxPE(20:2_11:0(CHO))+H,688.45483,547.43572,257.17475,365.30504,291.26827,183.13798,365.30505,257.17476,142.02639
OxPE(20:2_12:0(CHO))+H,702.47048,561.45137,271.1904,365.30504,291.26827,197.15363,365.30505,271.19041,142.02639
OxPE(20:2_13:0(CHO))+H,716.48613,575.46702,285.20605,365.30504,291.26827,211.16928,365.30505,285.20606,142.02639
OxPE(20:2_14:0(CHO))+H,730.50178,589.48267,299.2217,365.30504,291.26827,225.18493,365.30505,299.22171,142.02639
OxPE(20:2_15:0(CHO))+H,744.51743,603.49832,313.23735,365.30504,291.26827,239.20058,365.30505,313.23736,142.02639
OxPE(20:2_6:1(CHO))+H,616.36094,475.34183,185.08086,365.30504,291.26827,111.04409,365.30505,185.08087,142.02639
OxPE(20:2_7:1(CHO))+H,630.37659,489.35748,199.09651,365.30504,291.26827,125.05974,365.30505,199.09652,142.02639
OxPE(20:2_8:1(CHO))+H,644.39224,503.37313,213.11216,365.30504,291.26827,139.07539,365.30505,213.11217,142.02639
OxPE(20:2_9:1(CHO))+H,658.40789,517.38878,227.12781,365.30504,291.26827,153.09104,365.30505,227.12782,142.02639
OxPE(20:2_9:2(CHO))+H,656.39224,515.37313,225.11216,365.30504,291.26827,151.07539,365.30505,225.11217,142.02639
OxPE(20:2_10:1(CHO))+H,672.42354,531.40443,241.14346,365.30504,291.26827,167.10669,365.30505,241.14347,142.02639
OxPE(20:2_10:2(CHO))+H,670.40789,529.38878,239.12781,365.30504,291.26827,165.09104,365.30505,239.12782,142.02639
OxPE(20:2_11:1(CHO))+H,686.43919,545.42008,255.15911,365.30504,291.26827,181.12234,365.30505,255.15912,142.02639
OxPE(20:2_11:2(CHO))+H,684.42354,543.40443,253.14346,365.30504,291.26827,179.10669,365.30505,253.14347,142.02639
OxPE(20:2_12:1(CHO))+H,700.45484,559.43573,269.17476,365.30504,291.26827,195.13799,365.30505,269.17477,142.02639
OxPE(20:2_12:2(CHO))+H,698.43919,557.42008,267.15911,365.30504,291.26827,193.12234,365.30505,267.15912,142.02639
OxPE(20:2_12:3(CHO))+H,696.42354,555.40443,265.14346,365.30504,291.26827,191.10669,365.30505,265.14347,142.02639
OxPE(20:2_13:1(CHO))+H,714.47049,573.45138,283.19041,365.30504,291.26827,209.15364,365.30505,283.19042,142.02639
OxPE(20:2_13:2(CHO))+H,712.45484,571.43573,281.17476,365.30504,291.26827,207.13799,365.30505,281.17477,142.02639
OxPE(20:2_13:3(CHO))+H,710.43919,569.42008,279.15911,365.30504,291.26827,205.12234,365.30505,279.15912,142.02639
OxPE(20:2_14:1(CHO))+H,728.48614,587.46703,297.20606,365.30504,291.26827,223.16929,365.30505,297.20607,142.02639
OxPE(20:2_14:2(CHO))+H,726.47049,585.45138,295.19041,365.30504,291.26827,221.15364,365.30505,295.19042,142.02639
OxPE(20:2_14:3(CHO))+H,724.45484,583.43573,293.17476,365.30504,291.26827,219.13799,365.30505,293.17477,142.02639
OxPE(20:2_15:1(CHO))+H,742.50179,601.48268,311.22171,365.30504,291.26827,237.18494,365.30505,311.22172,142.02639
OxPE(20:2_15:2(CHO))+H,740.48614,599.46703,309.20606,365.30504,291.26827,235.16929,365.30505,309.20607,142.02639
OxPE(20:2_15:3(CHO))+H,738.47049,597.45138,307.19041,365.30504,291.26827,233.15364,365.30505,307.19042,142.02639
OxPE(20:2_15:4(CHO))+H,736.45484,595.43573,305.17476,365.30504,291.26827,231.13799,365.30505,305.17477,142.02639
OxPE(20:2_16:1(CHO))+H,756.51744,615.49833,325.23736,365.30504,291.26827,251.20059,365.30505,325.23737,142.02639
OxPE(20:2_16:2(CHO))+H,754.50179,613.48268,323.22171,365.30504,291.26827,249.18494,365.30505,323.22172,142.02639
OxPE(20:2_16:3(CHO))+H,752.48614,611.46703,321.20606,365.30504,291.26827,247.16929,365.30505,321.20607,142.02639
OxPE(20:2_16:4(CHO))+H,750.47049,609.45138,319.19041,365.30504,291.26827,245.15364,365.30505,319.19042,142.02639
OxPE(20:2_17:4(CHO))+H,764.48614,623.46703,333.20606,365.30504,291.26827,259.16929,365.30505,333.20607,142.02639
OxPE(20:2_18:4(CHO))+H,778.50179,637.48268,347.22171,365.30504,291.26827,273.18494,365.30505,347.22172,142.02639
OxPE(20:2_18:5(CHO))+H,776.48614,635.46703,345.20606,365.30504,291.26827,271.16929,365.30505,345.20607,142.02639
OxPE(20:2_19:4(CHO))+H,792.51744,651.49833,361.23736,365.30504,291.26827,287.20059,365.30505,361.23737,142.02639
OxPE(20:2_19:5(CHO))+H,790.50179,649.48268,359.22171,365.30504,291.26827,285.18494,365.30505,359.22172,142.02639
OxPE(20:2_3:0(COOH))+H,592.32455,451.30544,161.04447,365.30504,291.26827,87.0077,365.30505,161.04448,142.02639
OxPE(20:2_4:0(COOH))+H,606.3402,465.32109,175.06012,365.30504,291.26827,101.02335,365.30505,175.06013,142.02639
OxPE(20:2_5:0(COOH))+H,620.35585,479.33674,189.07577,365.30504,291.26827,115.039,365.30505,189.07578,142.02639
OxPE(20:2_6:0(COOH))+H,634.3715,493.35239,203.09142,365.30504,291.26827,129.05465,365.30505,203.09143,142.02639
OxPE(20:2_7:0(COOH))+H,648.38715,507.36804,217.10707,365.30504,291.26827,143.0703,365.30505,217.10708,142.02639
OxPE(20:2_8:0(COOH))+H,662.4028,521.38369,231.12272,365.30504,291.26827,157.08595,365.30505,231.12273,142.02639
OxPE(20:2_9:0(COOH))+H,676.41845,535.39934,245.13837,365.30504,291.26827,171.1016,365.30505,245.13838,142.02639
OxPE(20:2_10:0(COOH))+H,690.4341,549.41499,259.15402,365.30504,291.26827,185.11725,365.30505,259.15403,142.02639
OxPE(20:2_11:0(COOH))+H,704.44975,563.43064,273.16967,365.30504,291.26827,199.1329,365.30505,273.16968,142.02639
OxPE(20:2_12:0(COOH))+H,718.4654,577.44629,287.18532,365.30504,291.26827,213.14855,365.30505,287.18533,142.02639
OxPE(20:2_13:0(COOH))+H,732.48105,591.46194,301.20097,365.30504,291.26827,227.1642,365.30505,301.20098,142.02639
OxPE(20:2_14:0(COOH))+H,746.4967,605.47759,315.21662,365.30504,291.26827,241.17985,365.30505,315.21663,142.02639
OxPE(20:2_15:0(COOH))+H,760.51235,619.49324,329.23227,365.30504,291.26827,255.1955,365.30505,329.23228,142.02639
OxPE(20:2_6:1(COOH))+H,632.35586,491.33675,201.07578,365.30504,291.26827,127.03901,365.30505,201.07579,142.02639
OxPE(20:2_7:1(COOH))+H,646.37151,505.3524,215.09143,365.30504,291.26827,141.05466,365.30505,215.09144,142.02639
OxPE(20:2_8:1(COOH))+H,660.38716,519.36805,229.10708,365.30504,291.26827,155.07031,365.30505,229.10709,142.02639
OxPE(20:2_9:1(COOH))+H,674.40281,533.3837,243.12273,365.30504,291.26827,169.08596,365.30505,243.12274,142.02639
OxPE(20:2_9:2(COOH))+H,672.38716,531.36805,241.10708,365.30504,291.26827,167.07031,365.30505,241.10709,142.02639
OxPE(20:2_10:1(COOH))+H,688.41846,547.39935,257.13838,365.30504,291.26827,183.10161,365.30505,257.13839,142.02639
OxPE(20:2_10:2(COOH))+H,686.40281,545.3837,255.12273,365.30504,291.26827,181.08596,365.30505,255.12274,142.02639
OxPE(20:2_11:1(COOH))+H,702.43411,561.415,271.15403,365.30504,291.26827,197.11726,365.30505,271.15404,142.02639
OxPE(20:2_11:2(COOH))+H,700.41846,559.39935,269.13838,365.30504,291.26827,195.10161,365.30505,269.13839,142.02639
OxPE(20:2_12:1(COOH))+H,716.44976,575.43065,285.16968,365.30504,291.26827,211.13291,365.30505,285.16969,142.02639
OxPE(20:2_12:2(COOH))+H,714.43411,573.415,283.15403,365.30504,291.26827,209.11726,365.30505,283.15404,142.02639
OxPE(20:2_12:3(COOH))+H,712.41846,571.39935,281.13838,365.30504,291.26827,207.10161,365.30505,281.13839,142.02639
OxPE(20:2_13:1(COOH))+H,730.46541,589.4463,299.18533,365.30504,291.26827,225.14856,365.30505,299.18534,142.02639
OxPE(20:2_13:2(COOH))+H,728.44976,587.43065,297.16968,365.30504,291.26827,223.13291,365.30505,297.16969,142.02639
OxPE(20:2_13:3(COOH))+H,726.43411,585.415,295.15403,365.30504,291.26827,221.11726,365.30505,295.15404,142.02639
OxPE(20:2_14:1(COOH))+H,744.48106,603.46195,313.20098,365.30504,291.26827,239.16421,365.30505,313.20099,142.02639
OxPE(20:2_14:2(COOH))+H,742.46541,601.4463,311.18533,365.30504,291.26827,237.14856,365.30505,311.18534,142.02639
OxPE(20:2_14:3(COOH))+H,740.44976,599.43065,309.16968,365.30504,291.26827,235.13291,365.30505,309.16969,142.02639
OxPE(20:2_15:1(COOH))+H,758.49671,617.4776,327.21663,365.30504,291.26827,253.17986,365.30505,327.21664,142.02639
OxPE(20:2_15:2(COOH))+H,756.48106,615.46195,325.20098,365.30504,291.26827,251.16421,365.30505,325.20099,142.02639
OxPE(20:2_15:3(COOH))+H,754.46541,613.4463,323.18533,365.30504,291.26827,249.14856,365.30505,323.18534,142.02639
OxPE(20:2_15:4(COOH))+H,752.44976,611.43065,321.16968,365.30504,291.26827,247.13291,365.30505,321.16969,142.02639
OxPE(20:2_16:1(COOH))+H,772.51236,631.49325,341.23228,365.30504,291.26827,267.19551,365.30505,341.23229,142.02639
OxPE(20:2_16:2(COOH))+H,770.49671,629.4776,339.21663,365.30504,291.26827,265.17986,365.30505,339.21664,142.02639
OxPE(20:2_16:3(COOH))+H,768.48106,627.46195,337.20098,365.30504,291.26827,263.16421,365.30505,337.20099,142.02639
OxPE(20:2_16:4(COOH))+H,766.46541,625.4463,335.18533,365.30504,291.26827,261.14856,365.30505,335.18534,142.02639
OxPE(20:2_17:4(COOH))+H,780.48106,639.46195,349.20098,365.30504,291.26827,275.16421,365.30505,349.20099,142.02639
OxPE(20:2_18:4(COOH))+H,794.49671,653.4776,363.21663,365.30504,291.26827,289.17986,365.30505,363.21664,142.02639
OxPE(20:2_18:5(COOH))+H,792.48106,651.46195,361.20098,365.30504,291.26827,287.16421,365.30505,361.20099,142.02639
OxPE(20:2_19:4(COOH))+H,808.51236,667.49325,377.23228,365.30504,291.26827,303.19551,365.30505,377.23229,142.02639
OxPE(20:2_19:5(COOH))+H,806.49671,665.4776,375.21663,365.30504,291.26827,301.17986,365.30505,375.21664,142.02639
OxPE(20:2_3:0(CHO))+H,576.32963,435.31052,145.04955,365.30504,291.26827,71.01278,365.30505,145.04956,142.02639
OxPE(20:2_4:0(CHO))+H,590.34528,449.32617,159.0652,365.30504,291.26827,85.02843,365.30505,159.06521,142.02639
OxPE(20:1_5:0(CHO))+H,606.37658,465.35747,173.08085,367.32069,293.28392,99.04408,367.3207,173.08086,142.02639
OxPE(20:1_6:0(CHO))+H,620.39223,479.37312,187.0965,367.32069,293.28392,113.05973,367.3207,187.09651,142.02639
OxPE(20:1_7:0(CHO))+H,634.40788,493.38877,201.11215,367.32069,293.28392,127.07538,367.3207,201.11216,142.02639
OxPE(20:1_8:0(CHO))+H,648.42353,507.40442,215.1278,367.32069,293.28392,141.09103,367.3207,215.12781,142.02639
OxPE(20:1_9:0(CHO))+H,662.43918,521.42007,229.14345,367.32069,293.28392,155.10668,367.3207,229.14346,142.02639
OxPE(20:1_10:0(CHO))+H,676.45483,535.43572,243.1591,367.32069,293.28392,169.12233,367.3207,243.15911,142.02639
OxPE(20:1_11:0(CHO))+H,690.47048,549.45137,257.17475,367.32069,293.28392,183.13798,367.3207,257.17476,142.02639
OxPE(20:1_12:0(CHO))+H,704.48613,563.46702,271.1904,367.32069,293.28392,197.15363,367.3207,271.19041,142.02639
OxPE(20:1_13:0(CHO))+H,718.50178,577.48267,285.20605,367.32069,293.28392,211.16928,367.3207,285.20606,142.02639
OxPE(20:1_14:0(CHO))+H,732.51743,591.49832,299.2217,367.32069,293.28392,225.18493,367.3207,299.22171,142.02639
OxPE(20:1_15:0(CHO))+H,746.53308,605.51397,313.23735,367.32069,293.28392,239.20058,367.3207,313.23736,142.02639
OxPE(20:1_6:1(CHO))+H,618.37659,477.35748,185.08086,367.32069,293.28392,111.04409,367.3207,185.08087,142.02639
OxPE(20:1_7:1(CHO))+H,632.39224,491.37313,199.09651,367.32069,293.28392,125.05974,367.3207,199.09652,142.02639
OxPE(20:1_8:1(CHO))+H,646.40789,505.38878,213.11216,367.32069,293.28392,139.07539,367.3207,213.11217,142.02639
OxPE(20:1_9:1(CHO))+H,660.42354,519.40443,227.12781,367.32069,293.28392,153.09104,367.3207,227.12782,142.02639
OxPE(20:1_9:2(CHO))+H,658.40789,517.38878,225.11216,367.32069,293.28392,151.07539,367.3207,225.11217,142.02639
OxPE(20:1_10:1(CHO))+H,674.43919,533.42008,241.14346,367.32069,293.28392,167.10669,367.3207,241.14347,142.02639
OxPE(20:1_10:2(CHO))+H,672.42354,531.40443,239.12781,367.32069,293.28392,165.09104,367.3207,239.12782,142.02639
OxPE(20:1_11:1(CHO))+H,688.45484,547.43573,255.15911,367.32069,293.28392,181.12234,367.3207,255.15912,142.02639
OxPE(20:1_11:2(CHO))+H,686.43919,545.42008,253.14346,367.32069,293.28392,179.10669,367.3207,253.14347,142.02639
OxPE(20:1_12:1(CHO))+H,702.47049,561.45138,269.17476,367.32069,293.28392,195.13799,367.3207,269.17477,142.02639
OxPE(20:1_12:2(CHO))+H,700.45484,559.43573,267.15911,367.32069,293.28392,193.12234,367.3207,267.15912,142.02639
OxPE(20:1_12:3(CHO))+H,698.43919,557.42008,265.14346,367.32069,293.28392,191.10669,367.3207,265.14347,142.02639
OxPE(20:1_13:1(CHO))+H,716.48614,575.46703,283.19041,367.32069,293.28392,209.15364,367.3207,283.19042,142.02639
OxPE(20:1_13:2(CHO))+H,714.47049,573.45138,281.17476,367.32069,293.28392,207.13799,367.3207,281.17477,142.02639
OxPE(20:1_13:3(CHO))+H,712.45484,571.43573,279.15911,367.32069,293.28392,205.12234,367.3207,279.15912,142.02639
OxPE(20:1_14:1(CHO))+H,730.50179,589.48268,297.20606,367.32069,293.28392,223.16929,367.3207,297.20607,142.02639
OxPE(20:1_14:2(CHO))+H,728.48614,587.46703,295.19041,367.32069,293.28392,221.15364,367.3207,295.19042,142.02639
OxPE(20:1_14:3(CHO))+H,726.47049,585.45138,293.17476,367.32069,293.28392,219.13799,367.3207,293.17477,142.02639
OxPE(20:1_15:1(CHO))+H,744.51744,603.49833,311.22171,367.32069,293.28392,237.18494,367.3207,311.22172,142.02639
OxPE(20:1_15:2(CHO))+H,742.50179,601.48268,309.20606,367.32069,293.28392,235.16929,367.3207,309.20607,142.02639
OxPE(20:1_15:3(CHO))+H,740.48614,599.46703,307.19041,367.32069,293.28392,233.15364,367.3207,307.19042,142.02639
OxPE(20:1_15:4(CHO))+H,738.47049,597.45138,305.17476,367.32069,293.28392,231.13799,367.3207,305.17477,142.02639
OxPE(20:1_16:1(CHO))+H,758.53309,617.51398,325.23736,367.32069,293.28392,251.20059,367.3207,325.23737,142.02639
OxPE(20:1_16:2(CHO))+H,756.51744,615.49833,323.22171,367.32069,293.28392,249.18494,367.3207,323.22172,142.02639
OxPE(20:1_16:3(CHO))+H,754.50179,613.48268,321.20606,367.32069,293.28392,247.16929,367.3207,321.20607,142.02639
OxPE(20:1_16:4(CHO))+H,752.48614,611.46703,319.19041,367.32069,293.28392,245.15364,367.3207,319.19042,142.02639
OxPE(20:1_17:4(CHO))+H,766.50179,625.48268,333.20606,367.32069,293.28392,259.16929,367.3207,333.20607,142.02639
OxPE(20:1_18:4(CHO))+H,780.51744,639.49833,347.22171,367.32069,293.28392,273.18494,367.3207,347.22172,142.02639
OxPE(20:1_18:5(CHO))+H,778.50179,637.48268,345.20606,367.32069,293.28392,271.16929,367.3207,345.20607,142.02639
OxPE(20:1_19:4(CHO))+H,794.53309,653.51398,361.23736,367.32069,293.28392,287.20059,367.3207,361.23737,142.02639
OxPE(20:1_19:5(CHO))+H,792.51744,651.49833,359.22171,367.32069,293.28392,285.18494,367.3207,359.22172,142.02639
OxPE(20:1_3:0(COOH))+H,594.3402,453.32109,161.04447,367.32069,293.28392,87.0077,367.3207,161.04448,142.02639
OxPE(20:1_4:0(COOH))+H,608.35585,467.33674,175.06012,367.32069,293.28392,101.02335,367.3207,175.06013,142.02639
OxPE(20:1_5:0(COOH))+H,622.3715,481.35239,189.07577,367.32069,293.28392,115.039,367.3207,189.07578,142.02639
OxPE(20:1_6:0(COOH))+H,636.38715,495.36804,203.09142,367.32069,293.28392,129.05465,367.3207,203.09143,142.02639
OxPE(20:1_7:0(COOH))+H,650.4028,509.38369,217.10707,367.32069,293.28392,143.0703,367.3207,217.10708,142.02639
OxPE(20:1_8:0(COOH))+H,664.41845,523.39934,231.12272,367.32069,293.28392,157.08595,367.3207,231.12273,142.02639
OxPE(20:1_9:0(COOH))+H,678.4341,537.41499,245.13837,367.32069,293.28392,171.1016,367.3207,245.13838,142.02639
OxPE(20:1_10:0(COOH))+H,692.44975,551.43064,259.15402,367.32069,293.28392,185.11725,367.3207,259.15403,142.02639
OxPE(20:1_11:0(COOH))+H,706.4654,565.44629,273.16967,367.32069,293.28392,199.1329,367.3207,273.16968,142.02639
OxPE(20:1_12:0(COOH))+H,720.48105,579.46194,287.18532,367.32069,293.28392,213.14855,367.3207,287.18533,142.02639
OxPE(20:1_13:0(COOH))+H,734.4967,593.47759,301.20097,367.32069,293.28392,227.1642,367.3207,301.20098,142.02639
OxPE(20:1_14:0(COOH))+H,748.51235,607.49324,315.21662,367.32069,293.28392,241.17985,367.3207,315.21663,142.02639
OxPE(20:1_15:0(COOH))+H,762.528,621.50889,329.23227,367.32069,293.28392,255.1955,367.3207,329.23228,142.02639
OxPE(20:1_6:1(COOH))+H,634.37151,493.3524,201.07578,367.32069,293.28392,127.03901,367.3207,201.07579,142.02639
OxPE(20:1_7:1(COOH))+H,648.38716,507.36805,215.09143,367.32069,293.28392,141.05466,367.3207,215.09144,142.02639
OxPE(20:1_8:1(COOH))+H,662.40281,521.3837,229.10708,367.32069,293.28392,155.07031,367.3207,229.10709,142.02639
OxPE(20:1_9:1(COOH))+H,676.41846,535.39935,243.12273,367.32069,293.28392,169.08596,367.3207,243.12274,142.02639
OxPE(20:1_9:2(COOH))+H,674.40281,533.3837,241.10708,367.32069,293.28392,167.07031,367.3207,241.10709,142.02639
OxPE(20:1_10:1(COOH))+H,690.43411,549.415,257.13838,367.32069,293.28392,183.10161,367.3207,257.13839,142.02639
OxPE(20:1_10:2(COOH))+H,688.41846,547.39935,255.12273,367.32069,293.28392,181.08596,367.3207,255.12274,142.02639
OxPE(20:1_11:1(COOH))+H,704.44976,563.43065,271.15403,367.32069,293.28392,197.11726,367.3207,271.15404,142.02639
OxPE(20:1_11:2(COOH))+H,702.43411,561.415,269.13838,367.32069,293.28392,195.10161,367.3207,269.13839,142.02639
OxPE(20:1_12:1(COOH))+H,718.46541,577.4463,285.16968,367.32069,293.28392,211.13291,367.3207,285.16969,142.02639
OxPE(20:1_12:2(COOH))+H,716.44976,575.43065,283.15403,367.32069,293.28392,209.11726,367.3207,283.15404,142.02639
OxPE(20:1_12:3(COOH))+H,714.43411,573.415,281.13838,367.32069,293.28392,207.10161,367.3207,281.13839,142.02639
OxPE(20:1_13:1(COOH))+H,732.48106,591.46195,299.18533,367.32069,293.28392,225.14856,367.3207,299.18534,142.02639
OxPE(20:1_13:2(COOH))+H,730.46541,589.4463,297.16968,367.32069,293.28392,223.13291,367.3207,297.16969,142.02639
OxPE(20:1_13:3(COOH))+H,728.44976,587.43065,295.15403,367.32069,293.28392,221.11726,367.3207,295.15404,142.02639
OxPE(20:1_14:1(COOH))+H,746.49671,605.4776,313.20098,367.32069,293.28392,239.16421,367.3207,313.20099,142.02639
OxPE(20:1_14:2(COOH))+H,744.48106,603.46195,311.18533,367.32069,293.28392,237.14856,367.3207,311.18534,142.02639
OxPE(20:1_14:3(COOH))+H,742.46541,601.4463,309.16968,367.32069,293.28392,235.13291,367.3207,309.16969,142.02639
OxPE(20:1_15:1(COOH))+H,760.51236,619.49325,327.21663,367.32069,293.28392,253.17986,367.3207,327.21664,142.02639
OxPE(20:1_15:2(COOH))+H,758.49671,617.4776,325.20098,367.32069,293.28392,251.16421,367.3207,325.20099,142.02639
OxPE(20:1_15:3(COOH))+H,756.48106,615.46195,323.18533,367.32069,293.28392,249.14856,367.3207,323.18534,142.02639
OxPE(20:1_15:4(COOH))+H,754.46541,613.4463,321.16968,367.32069,293.28392,247.13291,367.3207,321.16969,142.02639
OxPE(20:1_16:1(COOH))+H,774.52801,633.5089,341.23228,367.32069,293.28392,267.19551,367.3207,341.23229,142.02639
OxPE(20:1_16:2(COOH))+H,772.51236,631.49325,339.21663,367.32069,293.28392,265.17986,367.3207,339.21664,142.02639
OxPE(20:1_16:3(COOH))+H,770.49671,629.4776,337.20098,367.32069,293.28392,263.16421,367.3207,337.20099,142.02639
OxPE(20:1_16:4(COOH))+H,768.48106,627.46195,335.18533,367.32069,293.28392,261.14856,367.3207,335.18534,142.02639
OxPE(20:1_17:4(COOH))+H,782.49671,641.4776,349.20098,367.32069,293.28392,275.16421,367.3207,349.20099,142.02639
OxPE(20:1_18:4(COOH))+H,796.51236,655.49325,363.21663,367.32069,293.28392,289.17986,367.3207,363.21664,142.02639
OxPE(20:1_18:5(COOH))+H,794.49671,653.4776,361.20098,367.32069,293.28392,287.16421,367.3207,361.20099,142.02639
OxPE(20:1_19:4(COOH))+H,810.52801,669.5089,377.23228,367.32069,293.28392,303.19551,367.3207,377.23229,142.02639
OxPE(20:1_19:5(COOH))+H,808.51236,667.49325,375.21663,367.32069,293.28392,301.17986,367.3207,375.21664,142.02639
OxPE(20:1_3:0(CHO))+H,578.34528,437.32617,145.04955,367.32069,293.28392,71.01278,367.3207,145.04956,142.02639
OxPE(20:1_4:0(CHO))+H,592.36093,451.34182,159.0652,367.32069,293.28392,85.02843,367.3207,159.06521,142.02639
OxPE(20:0_3:0(CHO))+H,580.36093,439.34182,145.04955,369.33634,295.29957,71.01278,369.33635,145.04956,142.02639
OxPE(20:0_4:0(CHO))+H,594.37658,453.35747,159.0652,369.33634,295.29957,85.02843,369.33635,159.06521,142.02639
OxPE(20:0_5:0(CHO))+H,608.39223,467.37312,173.08085,369.33634,295.29957,99.04408,369.33635,173.08086,142.02639
OxPE(20:0_6:0(CHO))+H,622.40788,481.38877,187.0965,369.33634,295.29957,113.05973,369.33635,187.09651,142.02639
OxPE(20:0_7:0(CHO))+H,636.42353,495.40442,201.11215,369.33634,295.29957,127.07538,369.33635,201.11216,142.02639
OxPE(20:0_8:0(CHO))+H,650.43918,509.42007,215.1278,369.33634,295.29957,141.09103,369.33635,215.12781,142.02639
OxPE(20:0_9:0(CHO))+H,664.45483,523.43572,229.14345,369.33634,295.29957,155.10668,369.33635,229.14346,142.02639
OxPE(20:0_10:0(CHO))+H,678.47048,537.45137,243.1591,369.33634,295.29957,169.12233,369.33635,243.15911,142.02639
OxPE(20:0_11:0(CHO))+H,692.48613,551.46702,257.17475,369.33634,295.29957,183.13798,369.33635,257.17476,142.02639
OxPE(20:0_12:0(CHO))+H,706.50178,565.48267,271.1904,369.33634,295.29957,197.15363,369.33635,271.19041,142.02639
OxPE(20:0_13:0(CHO))+H,720.51743,579.49832,285.20605,369.33634,295.29957,211.16928,369.33635,285.20606,142.02639
OxPE(20:0_14:0(CHO))+H,734.53308,593.51397,299.2217,369.33634,295.29957,225.18493,369.33635,299.22171,142.02639
OxPE(20:0_15:0(CHO))+H,748.54873,607.52962,313.23735,369.33634,295.29957,239.20058,369.33635,313.23736,142.02639
OxPE(20:0_6:1(CHO))+H,620.39224,479.37313,185.08086,369.33634,295.29957,111.04409,369.33635,185.08087,142.02639
OxPE(20:0_7:1(CHO))+H,634.40789,493.38878,199.09651,369.33634,295.29957,125.05974,369.33635,199.09652,142.02639
OxPE(20:0_8:1(CHO))+H,648.42354,507.40443,213.11216,369.33634,295.29957,139.07539,369.33635,213.11217,142.02639
OxPE(20:0_9:1(CHO))+H,662.43919,521.42008,227.12781,369.33634,295.29957,153.09104,369.33635,227.12782,142.02639
OxPE(20:0_9:2(CHO))+H,660.42354,519.40443,225.11216,369.33634,295.29957,151.07539,369.33635,225.11217,142.02639
OxPE(20:0_10:1(CHO))+H,676.45484,535.43573,241.14346,369.33634,295.29957,167.10669,369.33635,241.14347,142.02639
OxPE(20:0_10:2(CHO))+H,674.43919,533.42008,239.12781,369.33634,295.29957,165.09104,369.33635,239.12782,142.02639
OxPE(20:0_11:1(CHO))+H,690.47049,549.45138,255.15911,369.33634,295.29957,181.12234,369.33635,255.15912,142.02639
OxPE(20:0_11:2(CHO))+H,688.45484,547.43573,253.14346,369.33634,295.29957,179.10669,369.33635,253.14347,142.02639
OxPE(20:0_12:1(CHO))+H,704.48614,563.46703,269.17476,369.33634,295.29957,195.13799,369.33635,269.17477,142.02639
