OxPE,[M+H]+,NL_head,NL_T1RCO,NL_T2RCO,T1_RCO+,T2_RCO+,T1RCOO+58,T2RCOO+58,head
"OxPE(22:2(OOOO)_22:2(Ke,OH))+H",946.60154,805.58243,423.3105,457.316,383.27923,349.27373,457.31601,423.31051,142.02639
"OxPE(22:2(OOOO)_22:3(Ke,OH))+H",944.58594,803.56683,421.2949,457.316,383.27923,347.25813,457.31601,421.29491,142.02639
"OxPE(22:2(OOOO)_22:4(Ke,OH))+H",942.57024,801.55113,419.2792,457.316,383.27923,345.24243,457.31601,419.27921,142.02639
"OxPE(22:2(OOOO)_22:5(Ke,OH))+H",940.55464,799.53553,417.2636,457.316,383.27923,343.22683,457.31601,417.26361,142.02639
"OxPE(22:2(OOOO)_22:6(Ke,OH))+H",938.53894,797.51983,415.2479,457.316,383.27923,341.21113,457.31601,415.24791,142.02639
"OxPE(22:2(OOOO)_24:1(Ke,OH))+H",976.64854,835.62943,453.3575,457.316,383.27923,379.32073,457.31601,453.35751,142.02639
OxPE(22:2(OOOO)_5:0(CHO))+H,696.37189,555.35278,173.08085,457.316,383.27923,99.04408,457.31601,173.08086,142.02639
OxPE(22:2(OOOO)_6:0(CHO))+H,710.38754,569.36843,187.0965,457.316,383.27923,113.05973,457.31601,187.09651,142.02639
OxPE(22:2(OOOO)_7:0(CHO))+H,724.40319,583.38408,201.11215,457.316,383.27923,127.07538,457.31601,201.11216,142.02639
OxPE(22:2(OOOO)_8:0(CHO))+H,738.41884,597.39973,215.1278,457.316,383.27923,141.09103,457.31601,215.12781,142.02639
OxPE(22:2(OOOO)_9:0(CHO))+H,752.43449,611.41538,229.14345,457.316,383.27923,155.10668,457.31601,229.14346,142.02639
OxPE(22:2(OOOO)_10:0(CHO))+H,766.45014,625.43103,243.1591,457.316,383.27923,169.12233,457.31601,243.15911,142.02639
OxPE(22:2(OOOO)_11:0(CHO))+H,780.46579,639.44668,257.17475,457.316,383.27923,183.13798,457.31601,257.17476,142.02639
OxPE(22:2(OOOO)_12:0(CHO))+H,794.48144,653.46233,271.1904,457.316,383.27923,197.15363,457.31601,271.19041,142.02639
OxPE(22:2(OOOO)_13:0(CHO))+H,808.49709,667.47798,285.20605,457.316,383.27923,211.16928,457.31601,285.20606,142.02639
OxPE(22:2(OOOO)_14:0(CHO))+H,822.51274,681.49363,299.2217,457.316,383.27923,225.18493,457.31601,299.22171,142.02639
OxPE(22:2(OOOO)_15:0(CHO))+H,836.52839,695.50928,313.23735,457.316,383.27923,239.20058,457.31601,313.23736,142.02639
OxPE(22:2(OOOO)_6:1(CHO))+H,708.3719,567.35279,185.08086,457.316,383.27923,111.04409,457.31601,185.08087,142.02639
OxPE(22:2(OOOO)_7:1(CHO))+H,722.38755,581.36844,199.09651,457.316,383.27923,125.05974,457.31601,199.09652,142.02639
OxPE(22:2(OOOO)_8:1(CHO))+H,736.4032,595.38409,213.11216,457.316,383.27923,139.07539,457.31601,213.11217,142.02639
OxPE(22:2(OOOO)_9:1(CHO))+H,750.41885,609.39974,227.12781,457.316,383.27923,153.09104,457.31601,227.12782,142.02639
OxPE(22:2(OOOO)_9:2(CHO))+H,748.4032,607.38409,225.11216,457.316,383.27923,151.07539,457.31601,225.11217,142.02639
OxPE(22:2(OOOO)_10:1(CHO))+H,764.4345,623.41539,241.14346,457.316,383.27923,167.10669,457.31601,241.14347,142.02639
OxPE(22:2(OOOO)_10:2(CHO))+H,762.41885,621.39974,239.12781,457.316,383.27923,165.09104,457.31601,239.12782,142.02639
OxPE(22:2(OOOO)_11:1(CHO))+H,778.45015,637.43104,255.15911,457.316,383.27923,181.12234,457.31601,255.15912,142.02639
OxPE(22:2(OOOO)_11:2(CHO))+H,776.4345,635.41539,253.14346,457.316,383.27923,179.10669,457.31601,253.14347,142.02639
OxPE(22:2(OOOO)_12:1(CHO))+H,792.4658,651.44669,269.17476,457.316,383.27923,195.13799,457.31601,269.17477,142.02639
OxPE(22:2(OOOO)_12:2(CHO))+H,790.45015,649.43104,267.15911,457.316,383.27923,193.12234,457.31601,267.15912,142.02639
OxPE(22:2(OOOO)_12:3(CHO))+H,788.4345,647.41539,265.14346,457.316,383.27923,191.10669,457.31601,265.14347,142.02639
OxPE(22:2(OOOO)_13:1(CHO))+H,806.48145,665.46234,283.19041,457.316,383.27923,209.15364,457.31601,283.19042,142.02639
OxPE(22:2(OOOO)_13:2(CHO))+H,804.4658,663.44669,281.17476,457.316,383.27923,207.13799,457.31601,281.17477,142.02639
OxPE(22:2(OOOO)_13:3(CHO))+H,802.45015,661.43104,279.15911,457.316,383.27923,205.12234,457.31601,279.15912,142.02639
OxPE(22:2(OOOO)_14:1(CHO))+H,820.4971,679.47799,297.20606,457.316,383.27923,223.16929,457.31601,297.20607,142.02639
OxPE(22:2(OOOO)_14:2(CHO))+H,818.48145,677.46234,295.19041,457.316,383.27923,221.15364,457.31601,295.19042,142.02639
OxPE(22:2(OOOO)_14:3(CHO))+H,816.4658,675.44669,293.17476,457.316,383.27923,219.13799,457.31601,293.17477,142.02639
OxPE(22:2(OOOO)_15:1(CHO))+H,834.51275,693.49364,311.22171,457.316,383.27923,237.18494,457.31601,311.22172,142.02639
OxPE(22:2(OOOO)_15:2(CHO))+H,832.4971,691.47799,309.20606,457.316,383.27923,235.16929,457.31601,309.20607,142.02639
OxPE(22:2(OOOO)_15:3(CHO))+H,830.48145,689.46234,307.19041,457.316,383.27923,233.15364,457.31601,307.19042,142.02639
OxPE(22:2(OOOO)_15:4(CHO))+H,828.4658,687.44669,305.17476,457.316,383.27923,231.13799,457.31601,305.17477,142.02639
OxPE(22:2(OOOO)_16:1(CHO))+H,848.5284,707.50929,325.23736,457.316,383.27923,251.20059,457.31601,325.23737,142.02639
OxPE(22:2(OOOO)_16:2(CHO))+H,846.51275,705.49364,323.22171,457.316,383.27923,249.18494,457.31601,323.22172,142.02639
OxPE(22:2(OOOO)_16:3(CHO))+H,844.4971,703.47799,321.20606,457.316,383.27923,247.16929,457.31601,321.20607,142.02639
OxPE(22:2(OOOO)_16:4(CHO))+H,842.48145,701.46234,319.19041,457.316,383.27923,245.15364,457.31601,319.19042,142.02639
OxPE(22:2(OOOO)_17:4(CHO))+H,856.4971,715.47799,333.20606,457.316,383.27923,259.16929,457.31601,333.20607,142.02639
OxPE(22:2(OOOO)_18:4(CHO))+H,870.51275,729.49364,347.22171,457.316,383.27923,273.18494,457.31601,347.22172,142.02639
OxPE(22:2(OOOO)_18:5(CHO))+H,868.4971,727.47799,345.20606,457.316,383.27923,271.16929,457.31601,345.20607,142.02639
OxPE(22:2(OOOO)_19:4(CHO))+H,884.5284,743.50929,361.23736,457.316,383.27923,287.20059,457.31601,361.23737,142.02639
OxPE(22:2(OOOO)_19:5(CHO))+H,882.51275,741.49364,359.22171,457.316,383.27923,285.18494,457.31601,359.22172,142.02639
OxPE(22:2(OOOO)_3:0(COOH))+H,684.33551,543.3164,161.04447,457.316,383.27923,87.0077,457.31601,161.04448,142.02639
OxPE(22:2(OOOO)_4:0(COOH))+H,698.35116,557.33205,175.06012,457.316,383.27923,101.02335,457.31601,175.06013,142.02639
OxPE(22:2(OOOO)_5:0(COOH))+H,712.36681,571.3477,189.07577,457.316,383.27923,115.039,457.31601,189.07578,142.02639
OxPE(22:2(OOOO)_6:0(COOH))+H,726.38246,585.36335,203.09142,457.316,383.27923,129.05465,457.31601,203.09143,142.02639
OxPE(22:2(OOOO)_7:0(COOH))+H,740.39811,599.379,217.10707,457.316,383.27923,143.0703,457.31601,217.10708,142.02639
OxPE(22:2(OOOO)_8:0(COOH))+H,754.41376,613.39465,231.12272,457.316,383.27923,157.08595,457.31601,231.12273,142.02639
OxPE(22:2(OOOO)_9:0(COOH))+H,768.42941,627.4103,245.13837,457.316,383.27923,171.1016,457.31601,245.13838,142.02639
OxPE(22:2(OOOO)_10:0(COOH))+H,782.44506,641.42595,259.15402,457.316,383.27923,185.11725,457.31601,259.15403,142.02639
OxPE(22:2(OOOO)_11:0(COOH))+H,796.46071,655.4416,273.16967,457.316,383.27923,199.1329,457.31601,273.16968,142.02639
OxPE(22:2(OOOO)_12:0(COOH))+H,810.47636,669.45725,287.18532,457.316,383.27923,213.14855,457.31601,287.18533,142.02639
OxPE(22:2(OOOO)_13:0(COOH))+H,824.49201,683.4729,301.20097,457.316,383.27923,227.1642,457.31601,301.20098,142.02639
OxPE(22:2(OOOO)_14:0(COOH))+H,838.50766,697.48855,315.21662,457.316,383.27923,241.17985,457.31601,315.21663,142.02639
OxPE(22:2(OOOO)_15:0(COOH))+H,852.52331,711.5042,329.23227,457.316,383.27923,255.1955,457.31601,329.23228,142.02639
OxPE(22:2(OOOO)_6:1(COOH))+H,724.36682,583.34771,201.07578,457.316,383.27923,127.03901,457.31601,201.07579,142.02639
OxPE(22:2(OOOO)_7:1(COOH))+H,738.38247,597.36336,215.09143,457.316,383.27923,141.05466,457.31601,215.09144,142.02639
OxPE(22:2(OOOO)_8:1(COOH))+H,752.39812,611.37901,229.10708,457.316,383.27923,155.07031,457.31601,229.10709,142.02639
OxPE(22:2(OOOO)_9:1(COOH))+H,766.41377,625.39466,243.12273,457.316,383.27923,169.08596,457.31601,243.12274,142.02639
OxPE(22:2(OOOO)_9:2(COOH))+H,764.39812,623.37901,241.10708,457.316,383.27923,167.07031,457.31601,241.10709,142.02639
OxPE(22:2(OOOO)_10:1(COOH))+H,780.42942,639.41031,257.13838,457.316,383.27923,183.10161,457.31601,257.13839,142.02639
OxPE(22:2(OOOO)_10:2(COOH))+H,778.41377,637.39466,255.12273,457.316,383.27923,181.08596,457.31601,255.12274,142.02639
OxPE(22:2(OOOO)_11:1(COOH))+H,794.44507,653.42596,271.15403,457.316,383.27923,197.11726,457.31601,271.15404,142.02639
OxPE(22:2(OOOO)_11:2(COOH))+H,792.42942,651.41031,269.13838,457.316,383.27923,195.10161,457.31601,269.13839,142.02639
OxPE(22:2(OOOO)_12:1(COOH))+H,808.46072,667.44161,285.16968,457.316,383.27923,211.13291,457.31601,285.16969,142.02639
OxPE(22:2(OOOO)_12:2(COOH))+H,806.44507,665.42596,283.15403,457.316,383.27923,209.11726,457.31601,283.15404,142.02639
OxPE(22:2(OOOO)_12:3(COOH))+H,804.42942,663.41031,281.13838,457.316,383.27923,207.10161,457.31601,281.13839,142.02639
OxPE(22:2(OOOO)_13:1(COOH))+H,822.47637,681.45726,299.18533,457.316,383.27923,225.14856,457.31601,299.18534,142.02639
OxPE(22:2(OOOO)_13:2(COOH))+H,820.46072,679.44161,297.16968,457.316,383.27923,223.13291,457.31601,297.16969,142.02639
OxPE(22:2(OOOO)_13:3(COOH))+H,818.44507,677.42596,295.15403,457.316,383.27923,221.11726,457.31601,295.15404,142.02639
OxPE(22:2(OOOO)_14:1(COOH))+H,836.49202,695.47291,313.20098,457.316,383.27923,239.16421,457.31601,313.20099,142.02639
OxPE(22:2(OOOO)_14:2(COOH))+H,834.47637,693.45726,311.18533,457.316,383.27923,237.14856,457.31601,311.18534,142.02639
OxPE(22:2(OOOO)_14:3(COOH))+H,832.46072,691.44161,309.16968,457.316,383.27923,235.13291,457.31601,309.16969,142.02639
OxPE(22:2(OOOO)_15:1(COOH))+H,850.50767,709.48856,327.21663,457.316,383.27923,253.17986,457.31601,327.21664,142.02639
OxPE(22:2(OOOO)_15:2(COOH))+H,848.49202,707.47291,325.20098,457.316,383.27923,251.16421,457.31601,325.20099,142.02639
OxPE(22:2(OOOO)_15:3(COOH))+H,846.47637,705.45726,323.18533,457.316,383.27923,249.14856,457.31601,323.18534,142.02639
OxPE(22:2(OOOO)_15:4(COOH))+H,844.46072,703.44161,321.16968,457.316,383.27923,247.13291,457.31601,321.16969,142.02639
OxPE(22:2(OOOO)_16:1(COOH))+H,864.52332,723.50421,341.23228,457.316,383.27923,267.19551,457.31601,341.23229,142.02639
OxPE(22:2(OOOO)_16:2(COOH))+H,862.50767,721.48856,339.21663,457.316,383.27923,265.17986,457.31601,339.21664,142.02639
OxPE(22:2(OOOO)_16:3(COOH))+H,860.49202,719.47291,337.20098,457.316,383.27923,263.16421,457.31601,337.20099,142.02639
OxPE(22:2(OOOO)_16:4(COOH))+H,858.47637,717.45726,335.18533,457.316,383.27923,261.14856,457.31601,335.18534,142.02639
OxPE(22:2(OOOO)_17:4(COOH))+H,872.49202,731.47291,349.20098,457.316,383.27923,275.16421,457.31601,349.20099,142.02639
OxPE(22:2(OOOO)_18:4(COOH))+H,886.50767,745.48856,363.21663,457.316,383.27923,289.17986,457.31601,363.21664,142.02639
OxPE(22:2(OOOO)_18:5(COOH))+H,884.49202,743.47291,361.20098,457.316,383.27923,287.16421,457.31601,361.20099,142.02639
OxPE(22:2(OOOO)_19:4(COOH))+H,900.52332,759.50421,377.23228,457.316,383.27923,303.19551,457.31601,377.23229,142.02639
OxPE(22:2(OOOO)_19:5(COOH))+H,898.50767,757.48856,375.21663,457.316,383.27923,301.17986,457.31601,375.21664,142.02639
OxPE(22:2(OOOO)_3:0(CHO))+H,668.34059,527.32148,145.04955,457.316,383.27923,71.01278,457.31601,145.04956,142.02639
OxPE(22:2(OOOO)_4:0(CHO))+H,682.35624,541.33713,159.0652,457.316,383.27923,85.02843,457.31601,159.06521,142.02639
OxPE(22:3(OOOO)_22:3(OOOO))+H,976.57584,835.55673,455.3004,455.3004,381.26363,381.26363,455.30041,455.30041,142.02639
OxPE(22:3(OOOO)_22:4(OOOO))+H,974.56014,833.54103,453.2847,455.3004,381.26363,379.24793,455.30041,453.28471,142.02639
OxPE(22:3(OOOO)_22:5(OOOO))+H,972.54454,831.52543,451.2691,455.3004,381.26363,377.23233,455.30041,451.26911,142.02639
OxPE(22:3(OOOO)_22:6(OOOO))+H,970.52884,829.50973,449.2534,455.3004,381.26363,375.21663,455.30041,449.25341,142.02639
OxPE(22:3(OOOO)_24:1(OOOO))+H,1008.63844,867.61933,487.363,455.3004,381.26363,413.32623,455.30041,487.36301,142.02639
OxPE(22:3(OOOO)_14:1(Ke))+H,818.48152,677.46241,297.20608,455.3004,381.26363,223.16931,455.30041,297.20609,142.02639
OxPE(22:3(OOOO)_15:1(Ke))+H,832.49712,691.47801,311.22168,455.3004,381.26363,237.18491,455.30041,311.22169,142.02639
OxPE(22:3(OOOO)_16:1(Ke))+H,846.51282,705.49371,325.23738,455.3004,381.26363,251.20061,455.30041,325.23739,142.02639
OxPE(22:3(OOOO)_17:1(Ke))+H,860.52842,719.50931,339.25298,455.3004,381.26363,265.21621,455.30041,339.25299,142.02639
OxPE(22:3(OOOO)_17:2(Ke))+H,858.51282,717.49371,337.23738,455.3004,381.26363,263.20061,455.30041,337.23739,142.02639
OxPE(22:3(OOOO)_18:1(Ke))+H,874.54412,733.52501,353.26868,455.3004,381.26363,279.23191,455.30041,353.26869,142.02639
OxPE(22:3(OOOO)_18:2(Ke))+H,872.52842,731.50931,351.25298,455.3004,381.26363,277.21621,455.30041,351.25299,142.02639
OxPE(22:3(OOOO)_18:3(Ke))+H,870.51282,729.49371,349.23738,455.3004,381.26363,275.20061,455.30041,349.23739,142.02639
OxPE(22:3(OOOO)_18:4(Ke))+H,868.49712,727.47801,347.22168,455.3004,381.26363,273.18491,455.30041,347.22169,142.02639
OxPE(22:3(OOOO)_20:1(Ke))+H,902.57542,761.55631,381.29998,455.3004,381.26363,307.26321,455.30041,381.29999,142.02639
OxPE(22:3(OOOO)_20:2(Ke))+H,900.55972,759.54061,379.28428,455.3004,381.26363,305.24751,455.30041,379.28429,142.02639
OxPE(22:3(OOOO)_20:3(Ke))+H,898.54412,757.52501,377.26868,455.3004,381.26363,303.23191,455.30041,377.26869,142.02639
OxPE(22:3(OOOO)_20:5(Ke))+H,894.51282,753.49371,373.23738,455.3004,381.26363,299.20061,455.30041,373.23739,142.02639
OxPE(22:3(OOOO)_22:1(Ke))+H,930.60672,789.58761,409.33128,455.3004,381.26363,335.29451,455.30041,409.33129,142.02639
OxPE(22:3(OOOO)_22:2(Ke))+H,928.59102,787.57191,407.31558,455.3004,381.26363,333.27881,455.30041,407.31559,142.02639
OxPE(22:3(OOOO)_22:3(Ke))+H,926.57542,785.55631,405.29998,455.3004,381.26363,331.26321,455.30041,405.29999,142.02639
OxPE(22:3(OOOO)_22:4(Ke))+H,924.55972,783.54061,403.28428,455.3004,381.26363,329.24751,455.30041,403.28429,142.02639
OxPE(22:3(OOOO)_22:5(Ke))+H,922.54412,781.52501,401.26868,455.3004,381.26363,327.23191,455.30041,401.26869,142.02639
OxPE(22:3(OOOO)_22:6(Ke))+H,920.52842,779.50931,399.25298,455.3004,381.26363,325.21621,455.30041,399.25299,142.02639
OxPE(22:3(OOOO)_24:1(Ke))+H,958.63802,817.61891,437.36258,455.3004,381.26363,363.32581,455.30041,437.36259,142.02639
"OxPE(22:3(OOOO)_14:1(Ke,OH))+H",834.47644,693.45733,313.201,455.3004,381.26363,239.16423,455.30041,313.20101,142.02639
"OxPE(22:3(OOOO)_15:1(Ke,OH))+H",848.49204,707.47293,327.2166,455.3004,381.26363,253.17983,455.30041,327.21661,142.02639
"OxPE(22:3(OOOO)_16:1(Ke,OH))+H",862.50774,721.48863,341.2323,455.3004,381.26363,267.19553,455.30041,341.23231,142.02639
"OxPE(22:3(OOOO)_17:1(Ke,OH))+H",876.52334,735.50423,355.2479,455.3004,381.26363,281.21113,455.30041,355.24791,142.02639
"OxPE(22:3(OOOO)_17:2(Ke,OH))+H",874.50774,733.48863,353.2323,455.3004,381.26363,279.19553,455.30041,353.23231,142.02639
"OxPE(22:3(OOOO)_18:1(Ke,OH))+H",890.53904,749.51993,369.2636,455.3004,381.26363,295.22683,455.30041,369.26361,142.02639
"OxPE(22:3(OOOO)_18:2(Ke,OH))+H",888.52334,747.50423,367.2479,455.3004,381.26363,293.21113,455.30041,367.24791,142.02639
"OxPE(22:3(OOOO)_18:3(Ke,OH))+H",886.50774,745.48863,365.2323,455.3004,381.26363,291.19553,455.30041,365.23231,142.02639
"OxPE(22:3(OOOO)_18:4(Ke,OH))+H",884.49204,743.47293,363.2166,455.3004,381.26363,289.17983,455.30041,363.21661,142.02639
"OxPE(22:3(OOOO)_20:1(Ke,OH))+H",918.57034,777.55123,397.2949,455.3004,381.26363,323.25813,455.30041,397.29491,142.02639
"OxPE(22:3(OOOO)_20:2(Ke,OH))+H",916.55464,775.53553,395.2792,455.3004,381.26363,321.24243,455.30041,395.27921,142.02639
"OxPE(22:3(OOOO)_20:3(Ke,OH))+H",914.53904,773.51993,393.2636,455.3004,381.26363,319.22683,455.30041,393.26361,142.02639
"OxPE(22:3(OOOO)_20:4(Ke,OH))+H",912.52334,771.50423,391.2479,455.3004,381.26363,317.21113,455.30041,391.24791,142.02639
"OxPE(22:3(OOOO)_20:5(Ke,OH))+H",910.50774,769.48863,389.2323,455.3004,381.26363,315.19553,455.30041,389.23231,142.02639
"OxPE(22:3(OOOO)_22:1(Ke,OH))+H",946.60164,805.58253,425.3262,455.3004,381.26363,351.28943,455.30041,425.32621,142.02639
"OxPE(22:3(OOOO)_22:2(Ke,OH))+H",944.58594,803.56683,423.3105,455.3004,381.26363,349.27373,455.30041,423.31051,142.02639
"OxPE(22:3(OOOO)_22:3(Ke,OH))+H",942.57034,801.55123,421.2949,455.3004,381.26363,347.25813,455.30041,421.29491,142.02639
"OxPE(22:3(OOOO)_22:4(Ke,OH))+H",940.55464,799.53553,419.2792,455.3004,381.26363,345.24243,455.30041,419.27921,142.02639
"OxPE(22:3(OOOO)_22:5(Ke,OH))+H",938.53904,797.51993,417.2636,455.3004,381.26363,343.22683,455.30041,417.26361,142.02639
"OxPE(22:3(OOOO)_22:6(Ke,OH))+H",936.52334,795.50423,415.2479,455.3004,381.26363,341.21113,455.30041,415.24791,142.02639
"OxPE(22:3(OOOO)_24:1(Ke,OH))+H",974.63294,833.61383,453.3575,455.3004,381.26363,379.32073,455.30041,453.35751,142.02639
OxPE(22:3(OOOO)_5:0(CHO))+H,694.35629,553.33718,173.08085,455.3004,381.26363,99.04408,455.30041,173.08086,142.02639
OxPE(22:3(OOOO)_6:0(CHO))+H,708.37194,567.35283,187.0965,455.3004,381.26363,113.05973,455.30041,187.09651,142.02639
OxPE(22:3(OOOO)_7:0(CHO))+H,722.38759,581.36848,201.11215,455.3004,381.26363,127.07538,455.30041,201.11216,142.02639
OxPE(22:3(OOOO)_8:0(CHO))+H,736.40324,595.38413,215.1278,455.3004,381.26363,141.09103,455.30041,215.12781,142.02639
OxPE(22:3(OOOO)_9:0(CHO))+H,750.41889,609.39978,229.14345,455.3004,381.26363,155.10668,455.30041,229.14346,142.02639
OxPE(22:3(OOOO)_10:0(CHO))+H,764.43454,623.41543,243.1591,455.3004,381.26363,169.12233,455.30041,243.15911,142.02639
OxPE(22:3(OOOO)_11:0(CHO))+H,778.45019,637.43108,257.17475,455.3004,381.26363,183.13798,455.30041,257.17476,142.02639
OxPE(22:3(OOOO)_12:0(CHO))+H,792.46584,651.44673,271.1904,455.3004,381.26363,197.15363,455.30041,271.19041,142.02639
OxPE(22:3(OOOO)_13:0(CHO))+H,806.48149,665.46238,285.20605,455.3004,381.26363,211.16928,455.30041,285.20606,142.02639
OxPE(22:3(OOOO)_14:0(CHO))+H,820.49714,679.47803,299.2217,455.3004,381.26363,225.18493,455.30041,299.22171,142.02639
OxPE(22:3(OOOO)_15:0(CHO))+H,834.51279,693.49368,313.23735,455.3004,381.26363,239.20058,455.30041,313.23736,142.02639
OxPE(22:3(OOOO)_6:1(CHO))+H,706.3563,565.33719,185.08086,455.3004,381.26363,111.04409,455.30041,185.08087,142.02639
OxPE(22:3(OOOO)_7:1(CHO))+H,720.37195,579.35284,199.09651,455.3004,381.26363,125.05974,455.30041,199.09652,142.02639
OxPE(22:3(OOOO)_8:1(CHO))+H,734.3876,593.36849,213.11216,455.3004,381.26363,139.07539,455.30041,213.11217,142.02639
OxPE(22:3(OOOO)_9:1(CHO))+H,748.40325,607.38414,227.12781,455.3004,381.26363,153.09104,455.30041,227.12782,142.02639
OxPE(22:3(OOOO)_9:2(CHO))+H,746.3876,605.36849,225.11216,455.3004,381.26363,151.07539,455.30041,225.11217,142.02639
OxPE(22:3(OOOO)_10:1(CHO))+H,762.4189,621.39979,241.14346,455.3004,381.26363,167.10669,455.30041,241.14347,142.02639
OxPE(22:3(OOOO)_10:2(CHO))+H,760.40325,619.38414,239.12781,455.3004,381.26363,165.09104,455.30041,239.12782,142.02639
OxPE(22:3(OOOO)_11:1(CHO))+H,776.43455,635.41544,255.15911,455.3004,381.26363,181.12234,455.30041,255.15912,142.02639
OxPE(22:3(OOOO)_11:2(CHO))+H,774.4189,633.39979,253.14346,455.3004,381.26363,179.10669,455.30041,253.14347,142.02639
OxPE(22:3(OOOO)_12:1(CHO))+H,790.4502,649.43109,269.17476,455.3004,381.26363,195.13799,455.30041,269.17477,142.02639
OxPE(22:3(OOOO)_12:2(CHO))+H,788.43455,647.41544,267.15911,455.3004,381.26363,193.12234,455.30041,267.15912,142.02639
OxPE(22:3(OOOO)_12:3(CHO))+H,786.4189,645.39979,265.14346,455.3004,381.26363,191.10669,455.30041,265.14347,142.02639
OxPE(22:3(OOOO)_13:1(CHO))+H,804.46585,663.44674,283.19041,455.3004,381.26363,209.15364,455.30041,283.19042,142.02639
OxPE(22:3(OOOO)_13:2(CHO))+H,802.4502,661.43109,281.17476,455.3004,381.26363,207.13799,455.30041,281.17477,142.02639
OxPE(22:3(OOOO)_13:3(CHO))+H,800.43455,659.41544,279.15911,455.3004,381.26363,205.12234,455.30041,279.15912,142.02639
OxPE(22:3(OOOO)_14:1(CHO))+H,818.4815,677.46239,297.20606,455.3004,381.26363,223.16929,455.30041,297.20607,142.02639
OxPE(22:3(OOOO)_14:2(CHO))+H,816.46585,675.44674,295.19041,455.3004,381.26363,221.15364,455.30041,295.19042,142.02639
OxPE(22:3(OOOO)_14:3(CHO))+H,814.4502,673.43109,293.17476,455.3004,381.26363,219.13799,455.30041,293.17477,142.02639
OxPE(22:3(OOOO)_15:1(CHO))+H,832.49715,691.47804,311.22171,455.3004,381.26363,237.18494,455.30041,311.22172,142.02639
OxPE(22:3(OOOO)_15:2(CHO))+H,830.4815,689.46239,309.20606,455.3004,381.26363,235.16929,455.30041,309.20607,142.02639
OxPE(22:3(OOOO)_15:3(CHO))+H,828.46585,687.44674,307.19041,455.3004,381.26363,233.15364,455.30041,307.19042,142.02639
OxPE(22:3(OOOO)_15:4(CHO))+H,826.4502,685.43109,305.17476,455.3004,381.26363,231.13799,455.30041,305.17477,142.02639
OxPE(22:3(OOOO)_16:1(CHO))+H,846.5128,705.49369,325.23736,455.3004,381.26363,251.20059,455.30041,325.23737,142.02639
OxPE(22:3(OOOO)_16:2(CHO))+H,844.49715,703.47804,323.22171,455.3004,381.26363,249.18494,455.30041,323.22172,142.02639
OxPE(22:3(OOOO)_16:3(CHO))+H,842.4815,701.46239,321.20606,455.3004,381.26363,247.16929,455.30041,321.20607,142.02639
OxPE(22:3(OOOO)_16:4(CHO))+H,840.46585,699.44674,319.19041,455.3004,381.26363,245.15364,455.30041,319.19042,142.02639
OxPE(22:3(OOOO)_17:4(CHO))+H,854.4815,713.46239,333.20606,455.3004,381.26363,259.16929,455.30041,333.20607,142.02639
OxPE(22:3(OOOO)_18:4(CHO))+H,868.49715,727.47804,347.22171,455.3004,381.26363,273.18494,455.30041,347.22172,142.02639
OxPE(22:3(OOOO)_18:5(CHO))+H,866.4815,725.46239,345.20606,455.3004,381.26363,271.16929,455.30041,345.20607,142.02639
OxPE(22:3(OOOO)_19:4(CHO))+H,882.5128,741.49369,361.23736,455.3004,381.26363,287.20059,455.30041,361.23737,142.02639
OxPE(22:3(OOOO)_19:5(CHO))+H,880.49715,739.47804,359.22171,455.3004,381.26363,285.18494,455.30041,359.22172,142.02639
OxPE(22:3(OOOO)_3:0(COOH))+H,682.31991,541.3008,161.04447,455.3004,381.26363,87.0077,455.30041,161.04448,142.02639
OxPE(22:3(OOOO)_4:0(COOH))+H,696.33556,555.31645,175.06012,455.3004,381.26363,101.02335,455.30041,175.06013,142.02639
OxPE(22:3(OOOO)_5:0(COOH))+H,710.35121,569.3321,189.07577,455.3004,381.26363,115.039,455.30041,189.07578,142.02639
OxPE(22:3(OOOO)_6:0(COOH))+H,724.36686,583.34775,203.09142,455.3004,381.26363,129.05465,455.30041,203.09143,142.02639
OxPE(22:3(OOOO)_7:0(COOH))+H,738.38251,597.3634,217.10707,455.3004,381.26363,143.0703,455.30041,217.10708,142.02639
OxPE(22:3(OOOO)_8:0(COOH))+H,752.39816,611.37905,231.12272,455.3004,381.26363,157.08595,455.30041,231.12273,142.02639
OxPE(22:3(OOOO)_9:0(COOH))+H,766.41381,625.3947,245.13837,455.3004,381.26363,171.1016,455.30041,245.13838,142.02639
OxPE(22:3(OOOO)_10:0(COOH))+H,780.42946,639.41035,259.15402,455.3004,381.26363,185.11725,455.30041,259.15403,142.02639
OxPE(22:3(OOOO)_11:0(COOH))+H,794.44511,653.426,273.16967,455.3004,381.26363,199.1329,455.30041,273.16968,142.02639
OxPE(22:3(OOOO)_12:0(COOH))+H,808.46076,667.44165,287.18532,455.3004,381.26363,213.14855,455.30041,287.18533,142.02639
OxPE(22:3(OOOO)_13:0(COOH))+H,822.47641,681.4573,301.20097,455.3004,381.26363,227.1642,455.30041,301.20098,142.02639
OxPE(22:3(OOOO)_14:0(COOH))+H,836.49206,695.47295,315.21662,455.3004,381.26363,241.17985,455.30041,315.21663,142.02639
OxPE(22:3(OOOO)_15:0(COOH))+H,850.50771,709.4886,329.23227,455.3004,381.26363,255.1955,455.30041,329.23228,142.02639
