OxPE,[M+H]+,NL_head,head
OxPE(34:6(KeKe))+H,736.41845,595.39934,142.02639
OxPE(34:6(KeO))+H,738.43411,597.415,142.02639
OxPE(34:6(OO))+H,740.44974,599.43063,142.02639
OxPE(34:6(KeOKe))+H,752.41335,611.39424,142.02639
OxPE(34:6(OKeO))+H,754.42903,613.40992,142.02639
OxPE(34:6(OOO))+H,756.44466,615.42555,142.02639
OxPE(34:6(KeOKeO))+H,768.40834,627.38923,142.02639
OxPE(34:6(OOKeO))+H,770.42395,629.40484,142.02639
OxPE(34:6(OOOO))+H,772.43958,631.42047,142.02639
OxPE(34:6(OOOKeO))+H,786.41892,645.39981,142.02639
OxPE(34:6(OOOOO))+H,788.43458,647.41547,142.02639
OxPE(34:6(OOOOKeO))+H,802.41384,661.39473,142.02639
OxPE(34:6(OOOOOO))+H,804.4295,663.41039,142.02639
OxPE(34:6(OOOOOOO))+H,820.42442,679.40531,142.02639
OxPE(34:6(OOOOOOOO))+H,836.41934,695.40023,142.02639
OxPE(34:7(Ke))+H,720.42354,579.40443,142.02639
OxPE(34:7(KeKe))+H,734.4028,593.38369,142.02639
OxPE(34:7(KeO))+H,736.41846,595.39935,142.02639
OxPE(34:7(KeKeO))+H,750.39772,609.37861,142.02639
OxPE(34:7(OKeO))+H,752.41338,611.39427,142.02639
OxPE(34:7(KeOKeO))+H,766.39267,625.37356,142.02639
OxPE(34:7(OOKeO))+H,768.4083,627.38919,142.02639
OxPE(34:7(OOOKeO))+H,784.40325,643.38414,142.02639
OxPE(34:7(OOOOKeO))+H,800.39817,659.37906,142.02639
OxPE(34:8(Ke))+H,718.40789,577.38878,142.02639
OxPE(34:8(KeKe))+H,732.38713,591.36802,142.02639
OxPE(34:8(OKe))+H,734.40279,593.38368,142.02639
OxPE(34:8(KeKeO))+H,748.38205,607.36294,142.02639
OxPE(34:8(OKeO))+H,750.39771,609.3786,142.02639
OxPE(34:8(KeOKeO))+H,764.37697,623.35786,142.02639
OxPE(34:8(OOKeO))+H,766.39263,625.37352,142.02639
OxPE(34:8(OOOKeO))+H,782.38755,641.36844,142.02639
OxPE(34:8(OOOOKeO))+H,798.38247,657.36336,142.02639
OxPE(34:9(Ke))+H,716.39224,575.37313,142.02639
OxPE(34:9(KeKe))+H,730.37148,589.35237,142.02639
OxPE(34:9(OKe))+H,732.38714,591.36803,142.02639
OxPE(34:9(KeKeO))+H,746.3664,605.34729,142.02639
OxPE(34:9(OKeO))+H,748.38206,607.36295,142.02639
OxPE(34:9(KeOKeO))+H,762.36132,621.34221,142.02639
OxPE(34:9(OOKeO))+H,764.37698,623.35787,142.02639
OxPE(34:9(OOOKeO))+H,780.3719,639.35279,142.02639
OxPE(34:9(OOOOKeO))+H,796.36682,655.34771,142.02639
OxPE(35:0(Ke))+H,748.54873,607.52962,142.02639
OxPE(35:0(KeO))+H,764.54365,623.52454,142.02639
OxPE(35:1(Ke))+H,746.53309,605.51398,142.02639
OxPE(35:1(O))+H,748.54877,607.52966,142.02639
OxPE(35:1(KeKe))+H,760.51237,619.49326,142.02639
OxPE(35:1(KeO))+H,762.52801,621.5089,142.02639
OxPE(35:1(OO))+H,764.54369,623.52458,142.02639
OxPE(35:1(KeKeO))+H,776.50729,635.48818,142.02639
OxPE(35:1(OKeO))+H,778.52295,637.50384,142.02639
OxPE(35:1(OOO))+H,780.53861,639.5195,142.02639
OxPE(35:1(KeOKeO))+H,792.50221,651.4831,142.02639
OxPE(35:1(OOKeO))+H,794.51787,653.49876,142.02639
OxPE(35:1(OOOO))+H,796.53353,655.51442,142.02639
OxPE(35:1(OOOKeO))+H,810.51279,669.49368,142.02639
OxPE(35:1(OOOOKeO))+H,826.50771,685.4886,142.02639
OxPE(35:2(Ke))+H,744.51744,603.49833,142.02639
OxPE(35:2(O))+H,746.53309,605.51398,142.02639
OxPE(35:2(KeKe))+H,758.4967,617.47759,142.02639
OxPE(35:2(KeO))+H,760.51236,619.49325,142.02639
OxPE(35:2(OO))+H,762.52801,621.5089,142.02639
OxPE(35:2(KeKeO))+H,774.49162,633.47251,142.02639
OxPE(35:2(OKeO))+H,776.50728,635.48817,142.02639
OxPE(35:2(OOO))+H,778.52291,637.5038,142.02639
OxPE(35:2(KeOKeO))+H,790.48654,649.46743,142.02639
OxPE(35:2(OOKeO))+H,792.5022,651.48309,142.02639
OxPE(35:2(OOOO))+H,794.51783,653.49872,142.02639
OxPE(35:2(OOOKeO))+H,808.49712,667.47801,142.02639
OxPE(35:2(OOOOO))+H,810.51278,669.49367,142.02639
OxPE(35:2(OOOOKeO))+H,824.49204,683.47293,142.02639
OxPE(35:2(OOOOOO))+H,826.5077,685.48859,142.02639
OxPE(35:2(OOOOOOO))+H,842.50262,701.48351,142.02639
OxPE(35:2(OOOOOOOO))+H,858.49754,717.47843,142.02639
OxPE(35:3(Ke))+H,742.50179,601.48268,142.02639
OxPE(35:3(O))+H,744.51744,603.49833,142.02639
OxPE(35:3(KeKe))+H,756.481,615.46189,142.02639
OxPE(35:3(OKe))+H,758.49668,617.47757,142.02639
OxPE(35:3(OO))+H,760.51236,619.49325,142.02639
OxPE(35:3(KeKeO))+H,772.47592,631.45681,142.02639
OxPE(35:3(OKeO))+H,774.4916,633.47249,142.02639
OxPE(35:3(OOO))+H,776.50731,635.4882,142.02639
OxPE(35:3(KeOKeO))+H,788.47084,647.45173,142.02639
OxPE(35:3(OOOKe))+H,790.4865,649.46739,142.02639
OxPE(35:3(OOOO))+H,792.50223,651.48312,142.02639
OxPE(35:3(OOOKeO))+H,806.48142,665.46231,142.02639
OxPE(35:3(OOOOO))+H,808.4971,667.47799,142.02639
OxPE(35:3(OOOOKeO))+H,822.47634,681.45723,142.02639
OxPE(35:3(OOOOOO))+H,824.49202,683.47291,142.02639
OxPE(35:3(OOOOOOO))+H,840.48692,699.46781,142.02639
OxPE(35:3(OOOOOOOO))+H,856.48184,715.46273,142.02639
OxPE(35:4(Ke))+H,740.48614,599.46703,142.02639
OxPE(35:4(O))+H,742.50179,601.48268,142.02639
OxPE(35:4(KeKe))+H,754.46539,613.44628,142.02639
OxPE(35:4(OKe))+H,756.48105,615.46194,142.02639
OxPE(35:4(OO))+H,758.49671,617.4776,142.02639
OxPE(35:4(KeKeO))+H,770.46031,629.4412,142.02639
OxPE(35:4(OKeO))+H,772.47597,631.45686,142.02639
OxPE(35:4(OOO))+H,774.49161,633.4725,142.02639
OxPE(35:4(KeOKeO))+H,786.45524,645.43613,142.02639
OxPE(35:4(OOKeO))+H,788.47089,647.45178,142.02639
OxPE(35:4(OOOO))+H,790.48653,649.46742,142.02639
OxPE(35:4(OOOKeO))+H,804.46582,663.44671,142.02639
OxPE(35:4(OOOOO))+H,806.4815,665.46239,142.02639
OxPE(35:4(OOOOKeO))+H,820.46074,679.44163,142.02639
OxPE(35:4(OOOOOO))+H,822.47642,681.45731,142.02639
OxPE(35:4(OOOOOOO))+H,838.47132,697.45221,142.02639
OxPE(35:4(OOOOOOOO))+H,854.46624,713.44713,142.02639
OxPE(35:5(Ke))+H,738.47049,597.45138,142.02639
OxPE(35:5(O))+H,740.48614,599.46703,142.02639
OxPE(35:5(KeKe))+H,752.44972,611.43061,142.02639
OxPE(35:5(OKe))+H,754.46538,613.44627,142.02639
OxPE(35:5(OO))+H,756.48106,615.46195,142.02639
OxPE(35:5(KeKeO))+H,768.44464,627.42553,142.02639
OxPE(35:5(KeOO))+H,770.4603,629.44119,142.02639
OxPE(35:5(OOO))+H,772.47601,631.4569,142.02639
OxPE(35:5(KeOKeO))+H,784.43954,643.42043,142.02639
OxPE(35:5(KeOOO))+H,786.45522,645.43611,142.02639
OxPE(35:5(OOOO))+H,788.47093,647.45182,142.02639
OxPE(35:5(OOOKeO))+H,802.45012,661.43101,142.02639
OxPE(35:5(OOOOO))+H,804.4658,663.44669,142.02639
OxPE(35:5(OOOOKeO))+H,818.44504,677.42593,142.02639
OxPE(35:5(OOOOOO))+H,820.46072,679.44161,142.02639
OxPE(35:5(OOOOOOO))+H,836.45562,695.43651,142.02639
OxPE(35:5(OOOOOOOO))+H,852.45054,711.43143,142.02639
OxPE(35:6(Ke))+H,736.45484,595.43573,142.02639
OxPE(35:6(O))+H,738.47047,597.45136,142.02639
OxPE(35:6(KeKe))+H,750.4341,609.41499,142.02639
OxPE(35:6(KeO))+H,752.44976,611.43065,142.02639
OxPE(35:6(OO))+H,754.46539,613.44628,142.02639
OxPE(35:6(KeKeO))+H,766.42902,625.40991,142.02639
OxPE(35:6(OKeO))+H,768.44468,627.42557,142.02639
OxPE(35:6(OOO))+H,770.46031,629.4412,142.02639
OxPE(35:6(KeOKeO))+H,782.42394,641.40483,142.02639
OxPE(35:6(OOKeO))+H,784.4396,643.42049,142.02639
OxPE(35:6(OOOO))+H,786.45523,645.43612,142.02639
OxPE(35:6(OOOKeO))+H,800.43452,659.41541,142.02639
OxPE(35:6(OOOOO))+H,802.45018,661.43107,142.02639
OxPE(35:6(OOOOKeO))+H,816.42944,675.41033,142.02639
OxPE(35:6(OOOOOO))+H,818.4451,677.42599,142.02639
OxPE(35:6(OOOOOOO))+H,834.44002,693.42091,142.02639
OxPE(35:6(OOOOOOOO))+H,850.43494,709.41583,142.02639
OxPE(35:7(Ke))+H,734.43919,593.42008,142.02639
OxPE(35:7(KeKe))+H,748.41845,607.39934,142.02639
OxPE(35:7(KeO))+H,750.43411,609.415,142.02639
OxPE(35:7(KeKeO))+H,764.41337,623.39426,142.02639
OxPE(35:7(OKeO))+H,766.42903,625.40992,142.02639
OxPE(35:7(KeOKeO))+H,780.40832,639.38921,142.02639
OxPE(35:7(OOKeO))+H,782.42395,641.40484,142.02639
OxPE(35:7(OOOKeO))+H,798.4189,657.39979,142.02639
OxPE(35:7(OOOOKeO))+H,814.41382,673.39471,142.02639
OxPE(35:8(Ke))+H,732.42354,591.40443,142.02639
OxPE(35:8(KeKe))+H,746.4028,605.38369,142.02639
OxPE(35:8(OKe))+H,748.41846,607.39935,142.02639
OxPE(35:8(KeOKe))+H,762.3977,621.37859,142.02639
OxPE(35:8(OKeO))+H,764.41338,623.39427,142.02639
OxPE(35:8(KeOKeO))+H,778.39262,637.37351,142.02639
OxPE(35:8(OOOKe))+H,780.40828,639.38917,142.02639
OxPE(35:8(OOOKeO))+H,796.4032,655.38409,142.02639
OxPE(35:8(OOOOKeO))+H,812.39812,671.37901,142.02639
OxPE(35:9(Ke))+H,730.40789,589.38878,142.02639
OxPE(35:9(KeKe))+H,744.38718,603.36807,142.02639
OxPE(35:9(KeO))+H,746.40281,605.3837,142.02639
OxPE(35:9(KeKeO))+H,760.3821,619.36299,142.02639
OxPE(35:9(OKeO))+H,762.39776,621.37865,142.02639
OxPE(35:9(KeOKeO))+H,776.37702,635.35791,142.02639
OxPE(35:9(OOKeO))+H,778.39268,637.37357,142.02639
OxPE(35:9(OOOKeO))+H,794.3876,653.36849,142.02639
OxPE(35:9(OOOOKeO))+H,810.38252,669.36341,142.02639
OxPE(36:0(Ke))+H,762.56438,621.54527,142.02639
OxPE(36:0(KeO))+H,778.5593,637.54019,142.02639
OxPE(36:1(Ke))+H,760.54874,619.52963,142.02639
OxPE(36:1(O))+H,762.56442,621.54531,142.02639
OxPE(36:1(KeKe))+H,774.52802,633.50891,142.02639
OxPE(36:1(KeO))+H,776.54366,635.52455,142.02639
OxPE(36:1(OO))+H,778.55934,637.54023,142.02639
OxPE(36:1(KeKeO))+H,790.52294,649.50383,142.02639
OxPE(36:1(OKeO))+H,792.5386,651.51949,142.02639
OxPE(36:1(OOO))+H,794.55426,653.53515,142.02639
OxPE(36:1(KeOKeO))+H,806.51786,665.49875,142.02639
OxPE(36:1(OOKeO))+H,808.53352,667.51441,142.02639
OxPE(36:1(OOOO))+H,810.54918,669.53007,142.02639
OxPE(36:1(OOOKeO))+H,824.52844,683.50933,142.02639
OxPE(36:1(OOOOKeO))+H,840.52336,699.50425,142.02639
OxPE(36:10(KeKe))+H,756.38716,615.36805,142.02639
OxPE(36:10(KeKeO))+H,772.38208,631.36297,142.02639
OxPE(36:10(KeOKeO))+H,788.377,647.35789,142.02639
OxPE(36:2(Ke))+H,758.53309,617.51398,142.02639
OxPE(36:2(O))+H,760.54874,619.52963,142.02639
OxPE(36:2(KeKe))+H,772.5124,631.49329,142.02639
OxPE(36:2(KeO))+H,774.52801,633.5089,142.02639
OxPE(36:2(OO))+H,776.54366,635.52455,142.02639
OxPE(36:2(KeOKe))+H,788.5073,647.48819,142.02639
OxPE(36:2(OKeO))+H,790.52298,649.50387,142.02639
OxPE(36:2(OOO))+H,792.53861,651.5195,142.02639
OxPE(36:2(KeOKeO))+H,804.50224,663.48313,142.02639
OxPE(36:2(OOKeO))+H,806.5179,665.49879,142.02639
OxPE(36:2(OOOO))+H,808.53353,667.51442,142.02639
OxPE(36:2(OOOKeO))+H,822.51282,681.49371,142.02639
OxPE(36:2(OOOOO))+H,824.52848,683.50937,142.02639
OxPE(36:2(OOOOKeO))+H,838.50774,697.48863,142.02639
OxPE(36:2(OOOOOO))+H,840.5234,699.50429,142.02639
OxPE(36:2(OOOOOOO))+H,856.51832,715.49921,142.02639
OxPE(36:2(OOOOOOOO))+H,872.51324,731.49413,142.02639
OxPE(36:3(Ke))+H,756.51744,615.49833,142.02639
OxPE(36:3(O))+H,758.53309,617.51398,142.02639
OxPE(36:3(KeKe))+H,770.4967,629.47759,142.02639
OxPE(36:3(KeO))+H,772.51236,631.49325,142.02639
OxPE(36:3(OO))+H,774.52801,633.5089,142.02639
OxPE(36:3(KeKeO))+H,786.49162,645.47251,142.02639
OxPE(36:3(OOKe))+H,788.5073,647.48819,142.02639
OxPE(36:3(OOO))+H,790.52291,649.5038,142.02639
OxPE(36:3(KeOKeO))+H,802.48654,661.46743,142.02639
OxPE(36:3(OOOKe))+H,804.5022,663.48309,142.02639
OxPE(36:3(OOOO))+H,806.51783,665.49872,142.02639
OxPE(36:3(OOOKeO))+H,820.49712,679.47801,142.02639
OxPE(36:3(OOOOO))+H,822.5128,681.49369,142.02639
OxPE(36:3(OOOOKeO))+H,836.49204,695.47293,142.02639
OxPE(36:3(OOOOOO))+H,838.50772,697.48861,142.02639
OxPE(36:3(OOOOOOO))+H,854.50262,713.48351,142.02639
OxPE(36:3(OOOOOOOO))+H,870.49754,729.47843,142.02639
OxPE(36:4(Ke))+H,754.50179,613.48268,142.02639
OxPE(36:4(O))+H,756.51744,615.49833,142.02639
OxPE(36:4(KeKe))+H,768.4811,627.46199,142.02639
OxPE(36:4(OKe))+H,770.49668,629.47757,142.02639
OxPE(36:4(OO))+H,772.51236,631.49325,142.02639
OxPE(36:4(KeOKe))+H,784.476,643.45689,142.02639
OxPE(36:4(OKeO))+H,786.4916,645.47249,142.02639
OxPE(36:4(OOO))+H,788.50731,647.4882,142.02639
OxPE(36:4(KeOKeO))+H,800.47094,659.45183,142.02639
OxPE(36:4(OOKeO))+H,802.48652,661.46741,142.02639
OxPE(36:4(OOOKe))+H,802.4866,661.46749,142.02639
OxPE(36:4(OOOO))+H,804.50223,663.48312,142.02639
OxPE(36:4(OOOKeO))+H,818.48152,677.46241,142.02639
OxPE(36:4(OOOOO))+H,820.4971,679.47799,142.02639
OxPE(36:4(OOOOKeO))+H,834.47644,693.45733,142.02639
OxPE(36:4(OOOOOO))+H,836.49202,695.47291,142.02639
OxPE(36:4(OOOOOOO))+H,852.48702,711.46791,142.02639
OxPE(36:4(OOOOOOOO))+H,868.48194,727.46283,142.02639
OxPE(36:5(Ke))+H,752.48614,611.46703,142.02639
OxPE(36:5(O))+H,754.50179,613.48268,142.02639
OxPE(36:5(KeKe))+H,766.46542,625.44631,142.02639
OxPE(36:5(KeO))+H,768.48106,627.46195,142.02639
OxPE(36:5(OO))+H,770.49671,629.4776,142.02639
OxPE(36:5(KeOKe))+H,782.4603,641.44119,142.02639
OxPE(36:5(KeOO))+H,784.476,643.45689,142.02639
OxPE(36:5(OOO))+H,786.49161,645.4725,142.02639
OxPE(36:5(KeOKeO))+H,798.45524,657.43613,142.02639
OxPE(36:5(OOOKe))+H,800.4709,659.45179,142.02639
OxPE(36:5(OOOO))+H,802.48653,661.46742,142.02639
OxPE(36:5(OOOKeO))+H,816.46582,675.44671,142.02639
OxPE(36:5(OOOOO))+H,818.4815,677.46239,142.02639
OxPE(36:5(OOOOKeO))+H,832.46074,691.44163,142.02639
OxPE(36:5(OOOOOO))+H,834.47642,693.45731,142.02639
OxPE(36:5(OOOOOOO))+H,850.47132,709.45221,142.02639
OxPE(36:5(OOOOOOOO))+H,866.46624,725.44713,142.02639
OxPE(36:6(Ke))+H,750.47049,609.45138,142.02639
OxPE(36:6(O))+H,752.48614,611.46703,142.02639
OxPE(36:6(KeKe))+H,764.44975,623.43064,142.02639
OxPE(36:6(OKe))+H,766.46541,625.4463,142.02639
OxPE(36:6(OO))+H,768.48106,627.46195,142.02639
OxPE(36:6(KeOKe))+H,780.44465,639.42554,142.02639
OxPE(36:6(OKeO))+H,782.46033,641.44122,142.02639
OxPE(36:6(OOO))+H,784.47601,643.4569,142.02639
OxPE(36:6(KeOKeO))+H,796.43964,655.42053,142.02639
OxPE(36:6(OOKeO))+H,798.45525,657.43614,142.02639
OxPE(36:6(OOOO))+H,800.47093,659.45182,142.02639
OxPE(36:6(OOOKeO))+H,814.45022,673.43111,142.02639
OxPE(36:6(OOOOO))+H,816.4658,675.44669,142.02639
OxPE(36:6(OOOOKeO))+H,830.44514,689.42603,142.02639
OxPE(36:6(OOOOOO))+H,832.46072,691.44161,142.02639
OxPE(36:6(OOOOOOO))+H,848.45572,707.43661,142.02639
OxPE(36:6(OOOOOOOO))+H,864.45064,723.43153,142.02639
OxPE(36:7(Ke))+H,748.45484,607.43573,142.02639
OxPE(36:7(O))+H,750.47047,609.45136,142.02639
OxPE(36:7(KeKe))+H,762.4341,621.41499,142.02639
OxPE(36:7(KeO))+H,764.44976,623.43065,142.02639
OxPE(36:7(OO))+H,766.46539,625.44628,142.02639
OxPE(36:7(KeKeO))+H,778.42902,637.40991,142.02639
OxPE(36:7(OKeO))+H,780.44468,639.42557,142.02639
OxPE(36:7(OOO))+H,782.46031,641.4412,142.02639
OxPE(36:7(KeOKeO))+H,794.42394,653.40483,142.02639
OxPE(36:7(OOKeO))+H,796.4396,655.42049,142.02639
OxPE(36:7(OOOO))+H,798.45523,657.43612,142.02639
OxPE(36:7(OOOKeO))+H,812.43452,671.41541,142.02639
OxPE(36:7(OOOOO))+H,814.45018,673.43107,142.02639
OxPE(36:7(OOOOKeO))+H,828.42944,687.41033,142.02639
OxPE(36:7(OOOOOO))+H,830.4451,689.42599,142.02639
OxPE(36:7(OOOOOOO))+H,846.44002,705.42091,142.02639
OxPE(36:7(OOOOOOOO))+H,862.43494,721.41583,142.02639
OxPE(36:8(Ke))+H,746.43919,605.42008,142.02639
OxPE(36:8(O))+H,748.45482,607.43571,142.02639
OxPE(36:8(KeKe))+H,760.41845,619.39934,142.02639
OxPE(36:8(KeO))+H,762.43411,621.415,142.02639
OxPE(36:8(OO))+H,764.44974,623.43063,142.02639
OxPE(36:8(KeKeO))+H,776.41337,635.39426,142.02639
OxPE(36:8(OKeO))+H,778.42903,637.40992,142.02639
OxPE(36:8(OOO))+H,780.44466,639.42555,142.02639
OxPE(36:8(KeOKeO))+H,792.40832,651.38921,142.02639
OxPE(36:8(OOKeO))+H,794.42395,653.40484,142.02639
OxPE(36:8(OOOO))+H,796.43958,655.42047,142.02639
OxPE(36:8(OOOKeO))+H,810.4189,669.39979,142.02639
OxPE(36:8(OOOOO))+H,812.43448,671.41537,142.02639
OxPE(36:8(OOOOKeO))+H,826.41382,685.39471,142.02639
OxPE(36:8(OOOOOO))+H,828.4294,687.41029,142.02639
OxPE(36:8(OOOOOOO))+H,844.42432,703.40521,142.02639
OxPE(36:8(OOOOOOOO))+H,860.41924,719.40013,142.02639
OxPE(36:9(Ke))+H,744.42354,603.40443,142.02639
OxPE(36:9(KeKe))+H,758.40278,617.38367,142.02639
OxPE(36:9(OKe))+H,760.41844,619.39933,142.02639
OxPE(36:9(KeKeO))+H,774.3977,633.37859,142.02639
OxPE(36:9(OKeO))+H,776.41336,635.39425,142.02639
OxPE(36:9(KeOKeO))+H,790.39262,649.37351,142.02639
OxPE(36:9(OOKeO))+H,792.40828,651.38917,142.02639
OxPE(36:9(OOOKeO))+H,808.4032,667.38409,142.02639
OxPE(36:9(OOOOKeO))+H,824.39812,683.37901,142.02639
OxPE(37:0(Ke))+H,776.58003,635.56092,142.02639
OxPE(37:0(KeO))+H,792.57495,651.55584,142.02639
OxPE(37:1(Ke))+H,774.56439,633.54528,142.02639
OxPE(37:1(O))+H,776.58007,635.56096,142.02639
OxPE(37:1(KeKe))+H,788.54367,647.52456,142.02639
OxPE(37:1(KeO))+H,790.55931,649.5402,142.02639
OxPE(37:1(OO))+H,792.57499,651.55588,142.02639
OxPE(37:1(KeKeO))+H,804.53859,663.51948,142.02639
OxPE(37:1(OKeO))+H,806.55425,665.53514,142.02639
OxPE(37:1(OOO))+H,808.56991,667.5508,142.02639
OxPE(37:1(KeOKeO))+H,820.53351,679.5144,142.02639
OxPE(37:1(OOKeO))+H,822.54917,681.53006,142.02639
OxPE(37:1(OOOO))+H,824.56483,683.54572,142.02639
OxPE(37:1(OOOKeO))+H,838.54409,697.52498,142.02639
OxPE(37:1(OOOOKeO))+H,854.53901,713.5199,142.02639
OxPE(37:10(Ke))+H,756.42354,615.40443,142.02639
OxPE(37:10(KeKe))+H,770.40278,629.38367,142.02639
OxPE(37:10(OKe))+H,772.41844,631.39933,142.02639
OxPE(37:10(KeKeO))+H,786.3977,645.37859,142.02639
OxPE(37:10(OKeO))+H,788.41336,647.39425,142.02639
OxPE(37:10(KeOKeO))+H,802.39262,661.37351,142.02639
OxPE(37:10(OOKeO))+H,804.40828,663.38917,142.02639
OxPE(37:10(OOOKeO))+H,820.4032,679.38409,142.02639
OxPE(37:10(OOOOKeO))+H,836.39812,695.37901,142.02639
OxPE(37:2(Ke))+H,772.54874,631.52963,142.02639
OxPE(37:2(O))+H,774.56439,633.54528,142.02639
OxPE(37:2(KeKe))+H,786.528,645.50889,142.02639
OxPE(37:2(KeO))+H,788.54366,647.52455,142.02639
OxPE(37:2(OO))+H,790.55931,649.5402,142.02639
OxPE(37:2(KeKeO))+H,802.52292,661.50381,142.02639
OxPE(37:2(OKeO))+H,804.53858,663.51947,142.02639
OxPE(37:2(OOO))+H,806.55426,665.53515,142.02639
OxPE(37:2(KeOKeO))+H,818.51784,677.49873,142.02639
OxPE(37:2(OOKeO))+H,820.5335,679.51439,142.02639
OxPE(37:2(OOOO))+H,822.54918,681.53007,142.02639
OxPE(37:2(OOOKeO))+H,836.52842,695.50931,142.02639
OxPE(37:2(OOOOO))+H,838.54408,697.52497,142.02639
OxPE(37:2(OOOOKeO))+H,852.52334,711.50423,142.02639
OxPE(37:2(OOOOOO))+H,854.539,713.51989,142.02639
OxPE(37:2(OOOOOOO))+H,870.53392,729.51481,142.02639
OxPE(37:2(OOOOOOOO))+H,886.52884,745.50973,142.02639
OxPE(37:3(Ke))+H,770.53309,629.51398,142.02639
OxPE(37:3(O))+H,772.54872,631.52961,142.02639
OxPE(37:3(KeKe))+H,784.5123,643.49319,142.02639
OxPE(37:3(OKe))+H,786.52796,645.50885,142.02639
OxPE(37:3(OO))+H,788.54364,647.52453,142.02639
OxPE(37:3(KeKeO))+H,800.50722,659.48811,142.02639
OxPE(37:3(OKeO))+H,802.52288,661.50377,142.02639
OxPE(37:3(OOO))+H,804.53856,663.51945,142.02639
OxPE(37:3(KeOKeO))+H,816.50214,675.48303,142.02639
OxPE(37:3(OOKeO))+H,818.5178,677.49869,142.02639
OxPE(37:3(OOOO))+H,820.53348,679.51437,142.02639
OxPE(37:3(OOOKeO))+H,834.51272,693.49361,142.02639
OxPE(37:3(OOOOO))+H,836.52838,695.50927,142.02639
OxPE(37:3(OOOOKeO))+H,850.50764,709.48853,142.02639
OxPE(37:3(OOOOOO))+H,852.5233,711.50419,142.02639
OxPE(37:3(OOOOOOO))+H,868.51822,727.49911,142.02639
OxPE(37:3(OOOOOOOO))+H,884.51314,743.49403,142.02639
OxPE(37:4(Ke))+H,768.51744,627.49833,142.02639
OxPE(37:4(O))+H,770.53309,629.51398,142.02639
OxPE(37:4(KeKe))+H,782.4967,641.47759,142.02639
OxPE(37:4(KeO))+H,784.51236,643.49325,142.02639
OxPE(37:4(OO))+H,786.52801,645.5089,142.02639
OxPE(37:4(KeKeO))+H,798.49162,657.47251,142.02639
OxPE(37:4(OKeO))+H,800.50728,659.48817,142.02639
OxPE(37:4(OOO))+H,802.52296,661.50385,142.02639
OxPE(37:4(KeOKeO))+H,814.48654,673.46743,142.02639
OxPE(37:4(OOKeO))+H,816.5022,675.48309,142.02639
OxPE(37:4(OOOO))+H,818.51788,677.49877,142.02639
OxPE(37:4(OOOKeO))+H,832.49712,691.47801,142.02639
OxPE(37:4(OOOOO))+H,834.51278,693.49367,142.02639
OxPE(37:4(OOOOKeO))+H,848.49204,707.47293,142.02639
OxPE(37:4(OOOOOO))+H,850.5077,709.48859,142.02639
OxPE(37:4(OOOOOOO))+H,866.50262,725.48351,142.02639
OxPE(37:4(OOOOOOOO))+H,882.49754,741.47843,142.02639
OxPE(37:5(Ke))+H,766.50179,625.48268,142.02639
OxPE(37:5(O))+H,768.51744,627.49833,142.02639
OxPE(37:5(KeKe))+H,780.48102,639.46191,142.02639
OxPE(37:5(OKe))+H,782.49668,641.47757,142.02639
OxPE(37:5(OO))+H,784.51236,643.49325,142.02639
OxPE(37:5(KeKeO))+H,796.47594,655.45683,142.02639
OxPE(37:5(KeOO))+H,798.4916,657.47249,142.02639
OxPE(37:5(OOO))+H,800.50726,659.48815,142.02639
OxPE(37:5(KeOKeO))+H,812.47084,671.45173,142.02639
OxPE(37:5(OOOKe))+H,814.4865,673.46739,142.02639
OxPE(37:5(OOOO))+H,816.50218,675.48307,142.02639
OxPE(37:5(OOOKeO))+H,830.48142,689.46231,142.02639
OxPE(37:5(OOOOO))+H,832.4971,691.47799,142.02639
OxPE(37:5(OOOOKeO))+H,846.47634,705.45723,142.02639
OxPE(37:5(OOOOOO))+H,848.49202,707.47291,142.02639
OxPE(37:5(OOOOOOO))+H,864.48692,723.46781,142.02639
OxPE(37:5(OOOOOOOO))+H,880.48184,739.46273,142.02639
OxPE(37:6(Ke))+H,764.48614,623.46703,142.02639
OxPE(37:6(O))+H,766.50179,625.48268,142.02639
OxPE(37:6(KeKe))+H,778.46542,637.44631,142.02639
OxPE(37:6(KeO))+H,780.48106,639.46195,142.02639
OxPE(37:6(OO))+H,782.49671,641.4776,142.02639
OxPE(37:6(KeKeO))+H,794.46034,653.44123,142.02639
OxPE(37:6(KeOO))+H,796.476,655.45689,142.02639
OxPE(37:6(OOO))+H,798.49166,657.47255,142.02639
OxPE(37:6(KeOKeO))+H,810.45524,669.43613,142.02639
OxPE(37:6(OOOKe))+H,812.4709,671.45179,142.02639
OxPE(37:6(OOOO))+H,814.48658,673.46747,142.02639
OxPE(37:6(OOOKeO))+H,828.46582,687.44671,142.02639
OxPE(37:6(OOOOO))+H,830.4815,689.46239,142.02639
OxPE(37:6(OOOOKeO))+H,844.46074,703.44163,142.02639
OxPE(37:6(OOOOOO))+H,846.47642,705.45731,142.02639
OxPE(37:6(OOOOOOO))+H,862.47132,721.45221,142.02639
OxPE(37:6(OOOOOOOO))+H,878.46624,737.44713,142.02639
OxPE(37:7(Ke))+H,762.47049,621.45138,142.02639
OxPE(37:7(O))+H,764.48612,623.46701,142.02639
OxPE(37:7(KeKe))+H,776.4497,635.43059,142.02639
OxPE(37:7(OKe))+H,778.46541,637.4463,142.02639
