OxPE,[M+H]+,NL_head,head
OxPE(25:3(OKeO))+H,634.33513,493.31602,142.02639
OxPE(25:3(KeOKeO))+H,648.31442,507.29531,142.02639
OxPE(25:3(OOKeO))+H,650.33005,509.31094,142.02639
OxPE(25:3(OOOKeO))+H,666.325,525.30589,142.02639
OxPE(25:3(OOOOKeO))+H,682.31992,541.30081,142.02639
OxPE(25:4(Ke))+H,600.32964,459.31053,142.02639
OxPE(25:4(KeKe))+H,614.30889,473.28978,142.02639
OxPE(25:4(OKe))+H,616.32455,475.30544,142.02639
OxPE(25:4(KeKeO))+H,630.30381,489.2847,142.02639
OxPE(25:4(OKeO))+H,632.31947,491.30036,142.02639
OxPE(25:4(KeOKeO))+H,646.29877,505.27966,142.02639
OxPE(25:4(OOKeO))+H,648.31439,507.29528,142.02639
OxPE(25:4(OOOKeO))+H,664.30935,523.29024,142.02639
OxPE(25:4(OOOOKeO))+H,680.30427,539.28516,142.02639
OxPE(25:5(Ke))+H,598.31399,457.29488,142.02639
OxPE(25:5(KeKe))+H,612.29323,471.27412,142.02639
OxPE(25:5(OKe))+H,614.30889,473.28978,142.02639
OxPE(25:5(KeKeO))+H,628.28815,487.26904,142.02639
OxPE(25:5(OKeO))+H,630.30381,489.2847,142.02639
OxPE(25:5(KeOKeO))+H,644.28307,503.26396,142.02639
OxPE(25:5(OOKeO))+H,646.29873,505.27962,142.02639
OxPE(25:5(OOOKeO))+H,662.29365,521.27454,142.02639
OxPE(25:5(OOOOKeO))+H,678.28857,537.26946,142.02639
OxPE(25:6(Ke))+H,596.29833,455.27922,142.02639
OxPE(25:6(KeKe))+H,610.27757,469.25846,142.02639
OxPE(25:6(OKe))+H,612.29323,471.27412,142.02639
OxPE(25:6(KeKeO))+H,626.27249,485.25338,142.02639
OxPE(25:6(OKeO))+H,628.28815,487.26904,142.02639
OxPE(25:6(KeOKeO))+H,642.26741,501.2483,142.02639
OxPE(25:6(OOOKe))+H,644.28307,503.26396,142.02639
OxPE(25:6(OOOKeO))+H,660.27799,519.25888,142.02639
OxPE(25:6(OOOOKeO))+H,676.27291,535.2538,142.02639
OxPE(26:0(Ke))+H,622.40788,481.38877,142.02639
OxPE(26:0(KeKe))+H,636.38714,495.36803,142.02639
OxPE(26:0(KeO))+H,638.4028,497.38369,142.02639
OxPE(26:0(KeKeO))+H,652.38206,511.36295,142.02639
OxPE(26:0(KeOKeO))+H,668.37698,527.35787,142.02639
OxPE(26:1(Ke))+H,620.39224,479.37313,142.02639
OxPE(26:1(O))+H,622.40792,481.38881,142.02639
OxPE(26:1(KeKe))+H,634.37152,493.35241,142.02639
OxPE(26:1(KeO))+H,636.38716,495.36805,142.02639
OxPE(26:1(OO))+H,638.40284,497.38373,142.02639
OxPE(26:1(KeKeO))+H,650.36644,509.34733,142.02639
OxPE(26:1(OKeO))+H,652.3821,511.36299,142.02639
OxPE(26:1(OOO))+H,654.39776,513.37865,142.02639
OxPE(26:1(KeOKeO))+H,666.36136,525.34225,142.02639
OxPE(26:1(OOKeO))+H,668.37702,527.35791,142.02639
OxPE(26:1(OOOO))+H,670.39268,529.37357,142.02639
OxPE(26:1(OOOKeO))+H,684.37194,543.35283,142.02639
OxPE(26:1(OOOOKeO))+H,700.36686,559.34775,142.02639
OxPE(26:2(Ke))+H,618.37659,477.35748,142.02639
OxPE(26:2(O))+H,620.39224,479.37313,142.02639
OxPE(26:2(KeKe))+H,632.35588,491.33677,142.02639
OxPE(26:2(OKe))+H,634.3715,493.35239,142.02639
OxPE(26:2(OO))+H,636.38716,495.36805,142.02639
OxPE(26:2(KeKeO))+H,648.3508,507.33169,142.02639
OxPE(26:2(OOKe))+H,650.36642,509.34731,142.02639
OxPE(26:2(OOO))+H,652.38206,511.36295,142.02639
OxPE(26:2(KeOKeO))+H,664.34572,523.32661,142.02639
OxPE(26:2(OOKeO))+H,666.36134,525.34223,142.02639
OxPE(26:2(OOOO))+H,668.37698,527.35787,142.02639
OxPE(26:2(OOOKeO))+H,682.3563,541.33719,142.02639
OxPE(26:2(OOOOKeO))+H,698.35122,557.33211,142.02639
OxPE(26:3(Ke))+H,616.36094,475.34183,142.02639
OxPE(26:3(O))+H,618.37662,477.35751,142.02639
OxPE(26:3(KeKe))+H,630.34023,489.32112,142.02639
OxPE(26:3(KeO))+H,632.35586,491.33675,142.02639
OxPE(26:3(OO))+H,634.37154,493.35243,142.02639
OxPE(26:3(KeKeO))+H,646.33515,505.31604,142.02639
OxPE(26:3(OOKe))+H,648.35078,507.33167,142.02639
OxPE(26:3(OOO))+H,650.36646,509.34735,142.02639
OxPE(26:3(KeOKeO))+H,662.33007,521.31096,142.02639
OxPE(26:3(OOKeO))+H,664.3457,523.32659,142.02639
OxPE(26:3(OOOO))+H,666.36138,525.34227,142.02639
OxPE(26:3(OOOKeO))+H,680.34065,539.32154,142.02639
OxPE(26:3(OOOOKeO))+H,696.33557,555.31646,142.02639
OxPE(26:4(Ke))+H,614.34529,473.32618,142.02639
OxPE(26:4(O))+H,616.36092,475.34181,142.02639
OxPE(26:4(KeKe))+H,628.32454,487.30543,142.02639
OxPE(26:4(OKe))+H,630.3402,489.32109,142.02639
OxPE(26:4(OO))+H,632.35584,491.33673,142.02639
OxPE(26:4(KeKeO))+H,644.31946,503.30035,142.02639
OxPE(26:4(OKeO))+H,646.33512,505.31601,142.02639
OxPE(26:4(OOO))+H,648.35076,507.33165,142.02639
OxPE(26:4(KeOKeO))+H,660.31442,519.29531,142.02639
OxPE(26:4(OOKeO))+H,662.33004,521.31093,142.02639
OxPE(26:4(OOOO))+H,664.34568,523.32657,142.02639
OxPE(26:4(OOOKeO))+H,678.325,537.30589,142.02639
OxPE(26:4(OOOOKeO))+H,694.31992,553.30081,142.02639
OxPE(26:5(Ke))+H,612.32964,471.31053,142.02639
OxPE(26:5(KeKe))+H,626.3089,485.28979,142.02639
OxPE(26:5(KeO))+H,628.32456,487.30545,142.02639
OxPE(26:5(KeOKe))+H,642.3038,501.28469,142.02639
OxPE(26:5(OKeO))+H,644.31948,503.30037,142.02639
OxPE(26:5(KeOKeO))+H,658.29872,517.27961,142.02639
OxPE(26:5(OOOKe))+H,660.31438,519.29527,142.02639
OxPE(26:5(OOOKeO))+H,676.3093,535.29019,142.02639
OxPE(26:5(OOOOKeO))+H,692.30422,551.28511,142.02639
OxPE(26:6(Ke))+H,610.31399,469.29488,142.02639
OxPE(26:6(KeKe))+H,624.29328,483.27417,142.02639
OxPE(26:6(KeO))+H,626.30891,485.2898,142.02639
OxPE(26:6(KeKeO))+H,640.2882,499.26909,142.02639
OxPE(26:6(OKeO))+H,642.30386,501.28475,142.02639
OxPE(26:6(KeOKeO))+H,656.28312,515.26401,142.02639
OxPE(26:6(OOKeO))+H,658.29878,517.27967,142.02639
OxPE(26:6(OOOKeO))+H,674.2937,533.27459,142.02639
OxPE(26:6(OOOOKeO))+H,690.28862,549.26951,142.02639
OxPE(27:0(Ke))+H,636.42353,495.40442,142.02639
OxPE(27:0(KeKe))+H,650.40279,509.38368,142.02639
OxPE(27:0(KeO))+H,652.41845,511.39934,142.02639
OxPE(27:0(KeKeO))+H,666.39771,525.3786,142.02639
OxPE(27:0(KeOKeO))+H,682.39263,541.37352,142.02639
OxPE(27:1(Ke))+H,634.40789,493.38878,142.02639
OxPE(27:1(O))+H,636.42352,495.40441,142.02639
OxPE(27:1(KeKe))+H,648.38717,507.36806,142.02639
OxPE(27:1(KeO))+H,650.40281,509.3837,142.02639
OxPE(27:1(OO))+H,652.41844,511.39933,142.02639
OxPE(27:1(KeKeO))+H,664.38209,523.36298,142.02639
OxPE(27:1(OKeO))+H,666.39775,525.37864,142.02639
OxPE(27:1(OOO))+H,668.41336,527.39425,142.02639
OxPE(27:1(KeOKeO))+H,680.37701,539.3579,142.02639
OxPE(27:1(OOOKe))+H,682.39267,541.37356,142.02639
OxPE(27:1(OOOO))+H,684.40828,543.38917,142.02639
OxPE(27:1(OOOKeO))+H,698.38759,557.36848,142.02639
OxPE(27:1(OOOOKeO))+H,714.38251,573.3634,142.02639
OxPE(27:2(Ke))+H,632.39224,491.37313,142.02639
OxPE(27:2(O))+H,634.40792,493.38881,142.02639
OxPE(27:2(KeKe))+H,646.37153,505.35242,142.02639
OxPE(27:2(OKe))+H,648.38715,507.36804,142.02639
OxPE(27:2(OO))+H,650.40284,509.38373,142.02639
OxPE(27:2(KeKeO))+H,662.36645,521.34734,142.02639
OxPE(27:2(OKeO))+H,664.38207,523.36296,142.02639
OxPE(27:2(OOO))+H,666.39776,525.37865,142.02639
OxPE(27:2(KeOKeO))+H,678.36137,537.34226,142.02639
OxPE(27:2(OOKeO))+H,680.37699,539.35788,142.02639
OxPE(27:2(OOOO))+H,682.39268,541.37357,142.02639
OxPE(27:2(OOOKeO))+H,696.37195,555.35284,142.02639
OxPE(27:2(OOOOKeO))+H,712.36687,571.34776,142.02639
OxPE(27:3(Ke))+H,630.37659,489.35748,142.02639
OxPE(27:3(KeKe))+H,644.35588,503.33677,142.02639
OxPE(27:3(KeO))+H,646.37151,505.3524,142.02639
OxPE(27:3(KeKeO))+H,660.3508,519.33169,142.02639
OxPE(27:3(OKeO))+H,662.36643,521.34732,142.02639
OxPE(27:3(KeOKeO))+H,676.34572,535.32661,142.02639
OxPE(27:3(OOKeO))+H,678.36135,537.34224,142.02639
OxPE(27:3(OOOKeO))+H,694.3563,553.33719,142.02639
OxPE(27:3(OOOOKeO))+H,710.35122,569.33211,142.02639
OxPE(27:4(Ke))+H,628.36094,487.34183,142.02639
OxPE(27:4(KeKe))+H,642.34019,501.32108,142.02639
OxPE(27:4(OKe))+H,644.35585,503.33674,142.02639
OxPE(27:4(KeKeO))+H,658.33511,517.316,142.02639
OxPE(27:4(OKeO))+H,660.35077,519.33166,142.02639
OxPE(27:4(KeOKeO))+H,674.33007,533.31096,142.02639
OxPE(27:4(OOKeO))+H,676.34569,535.32658,142.02639
OxPE(27:4(OOOKeO))+H,692.34065,551.32154,142.02639
OxPE(27:4(OOOOKeO))+H,708.33557,567.31646,142.02639
OxPE(27:5(Ke))+H,626.34529,485.32618,142.02639
OxPE(27:5(KeKe))+H,640.32455,499.30544,142.02639
OxPE(27:5(KeO))+H,642.34021,501.3211,142.02639
OxPE(27:5(KeKeO))+H,656.31947,515.30036,142.02639
OxPE(27:5(OKeO))+H,658.33513,517.31602,142.02639
OxPE(27:5(KeOKeO))+H,672.31442,531.29531,142.02639
OxPE(27:5(OOKeO))+H,674.33005,533.31094,142.02639
OxPE(27:5(OOOKeO))+H,690.325,549.30589,142.02639
OxPE(27:5(OOOOKeO))+H,706.31992,565.30081,142.02639
OxPE(27:6(Ke))+H,624.32964,483.31053,142.02639
OxPE(27:6(KeKe))+H,638.30888,497.28977,142.02639
OxPE(27:6(OKe))+H,640.32454,499.30543,142.02639
OxPE(27:6(KeKeO))+H,654.3038,513.28469,142.02639
OxPE(27:6(OKeO))+H,656.31946,515.30035,142.02639
OxPE(27:6(KeOKeO))+H,670.29872,529.27961,142.02639
OxPE(27:6(OOKeO))+H,672.31438,531.29527,142.02639
OxPE(27:6(OOOKeO))+H,688.3093,547.29019,142.02639
OxPE(27:6(OOOOKeO))+H,704.30422,563.28511,142.02639
OxPE(27:7(KeKe))+H,636.29326,495.27415,142.02639
OxPE(27:7(KeKeO))+H,652.28818,511.26907,142.02639
OxPE(27:7(KeOKeO))+H,668.2831,527.26399,142.02639
OxPE(28:0(Ke))+H,650.43918,509.42007,142.02639
OxPE(28:0(KeKe))+H,664.41844,523.39933,142.02639
OxPE(28:0(KeO))+H,666.4341,525.41499,142.02639
OxPE(28:0(KeKeO))+H,680.41336,539.39425,142.02639
OxPE(28:0(KeOKeO))+H,696.40828,555.38917,142.02639
OxPE(28:1(Ke))+H,648.42354,507.40443,142.02639
OxPE(28:1(O))+H,650.43922,509.42011,142.02639
OxPE(28:1(KeKe))+H,662.40282,521.38371,142.02639
OxPE(28:1(KeO))+H,664.41846,523.39935,142.02639
OxPE(28:1(OO))+H,666.43414,525.41503,142.02639
OxPE(28:1(KeKeO))+H,678.39774,537.37863,142.02639
OxPE(28:1(OKeO))+H,680.4134,539.39429,142.02639
OxPE(28:1(OOO))+H,682.42906,541.40995,142.02639
OxPE(28:1(KeOKeO))+H,694.39266,553.37355,142.02639
OxPE(28:1(OOKeO))+H,696.40832,555.38921,142.02639
OxPE(28:1(OOOO))+H,698.42398,557.40487,142.02639
OxPE(28:1(OOOKeO))+H,712.40324,571.38413,142.02639
OxPE(28:1(OOOOKeO))+H,728.39816,587.37905,142.02639
OxPE(28:2(Ke))+H,646.40789,505.38878,142.02639
OxPE(28:2(O))+H,648.42354,507.40443,142.02639
OxPE(28:2(KeKe))+H,660.3872,519.36809,142.02639
OxPE(28:2(OKe))+H,662.4028,521.38369,142.02639
OxPE(28:2(OO))+H,664.41846,523.39935,142.02639
OxPE(28:2(KeOKe))+H,676.3821,535.36299,142.02639
OxPE(28:2(OKeO))+H,678.39772,537.37861,142.02639
OxPE(28:2(OOO))+H,680.41336,539.39425,142.02639
OxPE(28:2(KeOKeO))+H,692.37704,551.35793,142.02639
OxPE(28:2(OOKeO))+H,694.39264,553.37353,142.02639
OxPE(28:2(OOOO))+H,696.40828,555.38917,142.02639
OxPE(28:2(OOOKeO))+H,710.38762,569.36851,142.02639
OxPE(28:2(OOOOO))+H,712.40328,571.38417,142.02639
OxPE(28:2(OOOOKeO))+H,726.38254,585.36343,142.02639
OxPE(28:2(OOOOOO))+H,728.3982,587.37909,142.02639
OxPE(28:2(OOOOOOO))+H,744.39312,603.37401,142.02639
OxPE(28:2(OOOOOOOO))+H,760.38804,619.36893,142.02639
OxPE(28:3(Ke))+H,644.39224,503.37313,142.02639
OxPE(28:3(O))+H,646.40792,505.38881,142.02639
OxPE(28:3(KeKe))+H,658.37153,517.35242,142.02639
OxPE(28:3(KeO))+H,660.38716,519.36805,142.02639
OxPE(28:3(OO))+H,662.40284,521.38373,142.02639
OxPE(28:3(KeKeO))+H,674.36645,533.34734,142.02639
OxPE(28:3(OKeO))+H,676.38208,535.36297,142.02639
OxPE(28:3(OOO))+H,678.39776,537.37865,142.02639
OxPE(28:3(KeOKeO))+H,690.36137,549.34226,142.02639
OxPE(28:3(OOKeO))+H,692.377,551.35789,142.02639
OxPE(28:3(OOOO))+H,694.39268,553.37357,142.02639
OxPE(28:3(OOOKeO))+H,708.37195,567.35284,142.02639
OxPE(28:3(OOOOKeO))+H,724.36687,583.34776,142.02639
OxPE(28:4(Ke))+H,642.37659,501.35748,142.02639
OxPE(28:4(O))+H,644.39224,503.37313,142.02639
OxPE(28:4(KeKe))+H,656.35584,515.33673,142.02639
OxPE(28:4(OKe))+H,658.3715,517.35239,142.02639
OxPE(28:4(OO))+H,660.38716,519.36805,142.02639
OxPE(28:4(KeKeO))+H,672.35076,531.33165,142.02639
OxPE(28:4(OOKe))+H,674.36642,533.34731,142.02639
OxPE(28:4(OOO))+H,676.38206,535.36295,142.02639
OxPE(28:4(KeOKeO))+H,688.34572,547.32661,142.02639
OxPE(28:4(OOKeO))+H,690.36134,549.34223,142.02639
OxPE(28:4(OOOO))+H,692.37698,551.35787,142.02639
OxPE(28:4(OOOKeO))+H,706.3563,565.33719,142.02639
OxPE(28:4(OOOOKeO))+H,722.35122,581.33211,142.02639
OxPE(28:5(Ke))+H,640.36094,499.34183,142.02639
OxPE(28:5(O))+H,642.37662,501.35751,142.02639
OxPE(28:5(KeKe))+H,654.3402,513.32109,142.02639
OxPE(28:5(KeO))+H,656.35586,515.33675,142.02639
OxPE(28:5(OO))+H,658.37154,517.35243,142.02639
OxPE(28:5(KeKeO))+H,670.33512,529.31601,142.02639
OxPE(28:5(OOKe))+H,672.35078,531.33167,142.02639
OxPE(28:5(OOO))+H,674.36646,533.34735,142.02639
OxPE(28:5(KeOKeO))+H,686.33007,545.31096,142.02639
OxPE(28:5(OOKeO))+H,688.3457,547.32659,142.02639
OxPE(28:5(OOOO))+H,690.36138,549.34227,142.02639
OxPE(28:5(OOOKeO))+H,704.34065,563.32154,142.02639
OxPE(28:5(OOOOKeO))+H,720.33557,579.31646,142.02639
OxPE(28:6(Ke))+H,638.34529,497.32618,142.02639
OxPE(28:6(KeKe))+H,652.32453,511.30542,142.02639
OxPE(28:6(OKe))+H,654.34019,513.32108,142.02639
OxPE(28:6(KeOKe))+H,668.31945,527.30034,142.02639
OxPE(28:6(OKeO))+H,670.33511,529.316,142.02639
OxPE(28:6(KeOKeO))+H,684.31437,543.29526,142.02639
OxPE(28:6(OOKeO))+H,686.33003,545.31092,142.02639
OxPE(28:6(OOOKeO))+H,702.32495,561.30584,142.02639
OxPE(28:6(OOOOKeO))+H,718.31987,577.30076,142.02639
OxPE(28:7(Ke))+H,636.32964,495.31053,142.02639
OxPE(28:7(KeKe))+H,650.30888,509.28977,142.02639
OxPE(28:7(OKe))+H,652.32454,511.30543,142.02639
OxPE(28:7(KeKeO))+H,666.3038,525.28469,142.02639
OxPE(28:7(OKeO))+H,668.31946,527.30035,142.02639
OxPE(28:7(KeOKeO))+H,682.29872,541.27961,142.02639
OxPE(28:7(OOOKe))+H,684.31438,543.29527,142.02639
OxPE(28:7(OOOKeO))+H,700.3093,559.29019,142.02639
OxPE(28:7(OOOOKeO))+H,716.30422,575.28511,142.02639
OxPE(29:0(Ke))+H,664.45483,523.43572,142.02639
OxPE(29:0(KeKe))+H,678.43409,537.41498,142.02639
OxPE(29:0(KeO))+H,680.44975,539.43064,142.02639
OxPE(29:0(KeKeO))+H,694.42901,553.4099,142.02639
OxPE(29:0(KeOKeO))+H,710.42393,569.40482,142.02639
OxPE(29:1(Ke))+H,662.43919,521.42008,142.02639
OxPE(29:1(O))+H,664.45482,523.43571,142.02639
OxPE(29:1(KeKe))+H,676.41847,535.39936,142.02639
OxPE(29:1(KeO))+H,678.43411,537.415,142.02639
OxPE(29:1(OO))+H,680.44974,539.43063,142.02639
OxPE(29:1(KeKeO))+H,692.41339,551.39428,142.02639
OxPE(29:1(OKeO))+H,694.42905,553.40994,142.02639
OxPE(29:1(OOO))+H,696.44466,555.42555,142.02639
OxPE(29:1(KeOKeO))+H,708.40831,567.3892,142.02639
OxPE(29:1(OOKeO))+H,710.42397,569.40486,142.02639
OxPE(29:1(OOOO))+H,712.43958,571.42047,142.02639
OxPE(29:1(OOOKeO))+H,726.41889,585.39978,142.02639
OxPE(29:1(OOOOKeO))+H,742.41381,601.3947,142.02639
OxPE(29:2(Ke))+H,660.42354,519.40443,142.02639
OxPE(29:2(O))+H,662.43922,521.42011,142.02639
OxPE(29:2(KeKe))+H,674.4028,533.38369,142.02639
OxPE(29:2(OKe))+H,676.41845,535.39934,142.02639
OxPE(29:2(OO))+H,678.43414,537.41503,142.02639
OxPE(29:2(KeKeO))+H,690.39772,549.37861,142.02639
OxPE(29:2(OOKe))+H,692.41337,551.39426,142.02639
OxPE(29:2(OOO))+H,694.42906,553.40995,142.02639
OxPE(29:2(KeOKeO))+H,706.39264,565.37353,142.02639
OxPE(29:2(OOKeO))+H,708.40829,567.38918,142.02639
OxPE(29:2(OOOO))+H,710.42398,569.40487,142.02639
OxPE(29:2(OOOKeO))+H,724.40322,583.38411,142.02639
OxPE(29:2(OOOOO))+H,726.41888,585.39977,142.02639
OxPE(29:2(OOOOKeO))+H,740.39814,599.37903,142.02639
OxPE(29:2(OOOOOO))+H,742.4138,601.39469,142.02639
OxPE(29:2(OOOOOOO))+H,758.40872,617.38961,142.02639
OxPE(29:2(OOOOOOOO))+H,774.40364,633.38453,142.02639
OxPE(29:3(Ke))+H,658.40789,517.38878,142.02639
OxPE(29:3(KeKe))+H,672.38718,531.36807,142.02639
OxPE(29:3(KeO))+H,674.40281,533.3837,142.02639
OxPE(29:3(KeKeO))+H,688.3821,547.36299,142.02639
OxPE(29:3(OKeO))+H,690.39773,549.37862,142.02639
OxPE(29:3(KeOKeO))+H,704.37702,563.35791,142.02639
OxPE(29:3(OOKeO))+H,706.39265,565.37354,142.02639
OxPE(29:3(OOOKeO))+H,722.3876,581.36849,142.02639
OxPE(29:3(OOOOKeO))+H,738.38252,597.36341,142.02639
OxPE(29:4(Ke))+H,656.39224,515.37313,142.02639
OxPE(29:4(KeKe))+H,670.37149,529.35238,142.02639
OxPE(29:4(OKe))+H,672.38715,531.36804,142.02639
OxPE(29:4(KeKeO))+H,686.36641,545.3473,142.02639
OxPE(29:4(OKeO))+H,688.38207,547.36296,142.02639
OxPE(29:4(KeOKeO))+H,702.36137,561.34226,142.02639
OxPE(29:4(OOKeO))+H,704.37699,563.35788,142.02639
OxPE(29:4(OOOKeO))+H,720.37195,579.35284,142.02639
OxPE(29:4(OOOOKeO))+H,736.36687,595.34776,142.02639
OxPE(29:5(Ke))+H,654.37659,513.35748,142.02639
OxPE(29:5(KeKe))+H,668.35585,527.33674,142.02639
OxPE(29:5(KeO))+H,670.37151,529.3524,142.02639
OxPE(29:5(KeKeO))+H,684.35077,543.33166,142.02639
OxPE(29:5(OKeO))+H,686.36643,545.34732,142.02639
OxPE(29:5(KeOKeO))+H,700.34572,559.32661,142.02639
OxPE(29:5(OOKeO))+H,702.36135,561.34224,142.02639
OxPE(29:5(OOOKeO))+H,718.3563,577.33719,142.02639
OxPE(29:5(OOOOKeO))+H,734.35122,593.33211,142.02639
OxPE(29:6(Ke))+H,652.36094,511.34183,142.02639
OxPE(29:6(KeKe))+H,666.3402,525.32109,142.02639
OxPE(29:6(KeO))+H,668.35586,527.33675,142.02639
OxPE(29:6(KeOKe))+H,682.3351,541.31599,142.02639
OxPE(29:6(OOKe))+H,684.35078,543.33167,142.02639
OxPE(29:6(KeOKeO))+H,698.33002,557.31091,142.02639
OxPE(29:6(OOOKe))+H,700.34568,559.32657,142.02639
OxPE(29:6(OOOKeO))+H,716.3406,575.32149,142.02639
OxPE(29:6(OOOOKeO))+H,732.33552,591.31641,142.02639
OxPE(29:7(Ke))+H,650.34529,509.32618,142.02639
OxPE(29:7(KeKe))+H,664.32458,523.30547,142.02639
OxPE(29:7(KeO))+H,666.34021,525.3211,142.02639
OxPE(29:7(KeKeO))+H,680.3195,539.30039,142.02639
OxPE(29:7(OKeO))+H,682.33516,541.31605,142.02639
OxPE(29:7(KeOKeO))+H,696.31442,555.29531,142.02639
OxPE(29:7(OOOKe))+H,698.33008,557.31097,142.02639
OxPE(29:7(OOOKeO))+H,714.325,573.30589,142.02639
OxPE(29:7(OOOOKeO))+H,730.31992,589.30081,142.02639
OxPE(30:0(Ke))+H,678.47048,537.45137,142.02639
OxPE(30:0(KeKe))+H,692.44974,551.43063,142.02639
OxPE(30:0(KeO))+H,694.4654,553.44629,142.02639
OxPE(30:0(KeKeO))+H,708.44466,567.42555,142.02639
OxPE(30:0(KeOKeO))+H,724.43958,583.42047,142.02639
OxPE(30:1(Ke))+H,676.45484,535.43573,142.02639
OxPE(30:1(O))+H,678.47052,537.45141,142.02639
OxPE(30:1(KeKe))+H,690.43407,549.41496,142.02639
OxPE(30:1(OKe))+H,692.44973,551.43062,142.02639
OxPE(30:1(OO))+H,694.46544,553.44633,142.02639
OxPE(30:1(KeKeO))+H,706.42899,565.40988,142.02639
OxPE(30:1(OKeO))+H,708.44465,567.42554,142.02639
OxPE(30:1(OOO))+H,710.46036,569.44125,142.02639
OxPE(30:1(KeOKeO))+H,722.42391,581.4048,142.02639
OxPE(30:1(OOKeO))+H,724.43957,583.42046,142.02639
OxPE(30:1(OOOO))+H,726.45528,585.43617,142.02639
OxPE(30:1(OOOKeO))+H,740.43449,599.41538,142.02639
OxPE(30:1(OOOOKeO))+H,756.42941,615.4103,142.02639
OxPE(30:2(Ke))+H,674.43919,533.42008,142.02639
OxPE(30:2(O))+H,676.45484,535.43573,142.02639
OxPE(30:2(KeKe))+H,688.4185,547.39939,142.02639
OxPE(30:2(OKe))+H,690.4341,549.41499,142.02639
OxPE(30:2(OO))+H,692.44976,551.43065,142.02639
OxPE(30:2(KeOKe))+H,704.4134,563.39429,142.02639
OxPE(30:2(OKeO))+H,706.42902,565.40991,142.02639
OxPE(30:2(OOO))+H,708.44466,567.42555,142.02639
OxPE(30:2(KeOKeO))+H,720.40834,579.38923,142.02639
OxPE(30:2(OOKeO))+H,722.42394,581.40483,142.02639
OxPE(30:2(OOOO))+H,724.43958,583.42047,142.02639
OxPE(30:2(OOOKeO))+H,738.41892,597.39981,142.02639
OxPE(30:2(OOOOO))+H,740.43458,599.41547,142.02639
OxPE(30:2(OOOOKeO))+H,754.41384,613.39473,142.02639
OxPE(30:2(OOOOOO))+H,756.4295,615.41039,142.02639
OxPE(30:2(OOOOOOO))+H,772.42442,631.40531,142.02639
OxPE(30:2(OOOOOOOO))+H,788.41934,647.40023,142.02639
OxPE(30:3(Ke))+H,672.42354,531.40443,142.02639
OxPE(30:3(O))+H,674.43922,533.42011,142.02639
OxPE(30:3(KeKe))+H,686.40283,545.38372,142.02639
OxPE(30:3(KeO))+H,688.41846,547.39935,142.02639
OxPE(30:3(OO))+H,690.43414,549.41503,142.02639
OxPE(30:3(KeKeO))+H,702.39775,561.37864,142.02639
OxPE(30:3(OKeO))+H,704.41338,563.39427,142.02639
OxPE(30:3(OOO))+H,706.42906,565.40995,142.02639
OxPE(30:3(KeOKeO))+H,718.39267,577.37356,142.02639
OxPE(30:3(OOKeO))+H,720.4083,579.38919,142.02639
OxPE(30:3(OOOO))+H,722.42398,581.40487,142.02639
OxPE(30:3(OOOKeO))+H,736.40325,595.38414,142.02639
OxPE(30:3(OOOOKeO))+H,752.39817,611.37906,142.02639
OxPE(30:4(Ke))+H,670.40789,529.38878,142.02639
OxPE(30:4(O))+H,672.42354,531.40443,142.02639
OxPE(30:4(KeKe))+H,684.38714,543.36803,142.02639
OxPE(30:4(OKe))+H,686.4028,545.38369,142.02639
OxPE(30:4(OO))+H,688.41846,547.39935,142.02639
OxPE(30:4(KeKeO))+H,700.38206,559.36295,142.02639
OxPE(30:4(OKeO))+H,702.39772,561.37861,142.02639
OxPE(30:4(OOO))+H,704.41336,563.39425,142.02639
OxPE(30:4(KeOKeO))+H,716.37702,575.35791,142.02639
OxPE(30:4(OOKeO))+H,718.39264,577.37353,142.02639
OxPE(30:4(OOOO))+H,720.40828,579.38917,142.02639
OxPE(30:4(OOOKeO))+H,734.3876,593.36849,142.02639
OxPE(30:4(OOOOKeO))+H,750.38252,609.36341,142.02639
OxPE(30:5(Ke))+H,668.39224,527.37313,142.02639
OxPE(30:5(O))+H,670.40792,529.38881,142.02639
OxPE(30:5(KeKe))+H,682.3715,541.35239,142.02639
OxPE(30:5(KeO))+H,684.38716,543.36805,142.02639
OxPE(30:5(OO))+H,686.40284,545.38373,142.02639
OxPE(30:5(KeKeO))+H,698.36642,557.34731,142.02639
OxPE(30:5(OKeO))+H,700.38208,559.36297,142.02639
OxPE(30:5(OOO))+H,702.39776,561.37865,142.02639
OxPE(30:5(KeOKeO))+H,714.36137,573.34226,142.02639
OxPE(30:5(OOKeO))+H,716.377,575.35789,142.02639
OxPE(30:5(OOOO))+H,718.39268,577.37357,142.02639
OxPE(30:5(OOOKeO))+H,732.37195,591.35284,142.02639
OxPE(30:5(OOOOKeO))+H,748.36687,607.34776,142.02639
OxPE(30:6(Ke))+H,666.37659,525.35748,142.02639
OxPE(30:6(O))+H,668.39222,527.37311,142.02639
OxPE(30:6(KeKe))+H,680.35585,539.33674,142.02639
OxPE(30:6(KeO))+H,682.37151,541.3524,142.02639
OxPE(30:6(OO))+H,684.38714,543.36803,142.02639
OxPE(30:6(KeKeO))+H,696.35077,555.33166,142.02639
OxPE(30:6(OKeO))+H,698.36643,557.34732,142.02639
OxPE(30:6(OOO))+H,700.38206,559.36295,142.02639
