PC,[M+HCO2]-,NL_CH3&HCO2,NL_Choline&HCO2,NL_T1Ketene&CH3&HCO2,NL_T2Ketene&CH3&HCO3,NL_T1RCOOH&CH3&HCO2,NL_T2RCOOH&CH3&HCO3,GlyceroPC_NLCH3&H2O,T1_RCOO-,T2_RCOO-,PC_NLCH3, Glycerol-3-phosphate_NLH2O,H2PO4-,PO3-
PC(20:3_22:2)+HCO2,908.63868,848.61754,777.54404,560.37217,530.32527,542.36161,512.31471,224.06881,305.24865,335.29555,168.04314,152.99586,96.96964,78.95852
PC(20:3_22:3)+HCO2,906.62308,846.60194,775.52844,558.35657,530.32527,540.34601,512.31471,224.06881,305.24865,333.27995,168.04314,152.99586,96.96964,78.95852
PC(20:3_22:4)+HCO2,904.60738,844.58624,773.51274,556.34087,530.32527,538.33031,512.31471,224.06881,305.24865,331.26425,168.04314,152.99586,96.96964,78.95852
PC(20:3_22:5)+HCO2,902.59178,842.57064,771.49714,554.32527,530.32527,536.31471,512.31471,224.06881,305.24865,329.24865,168.04314,152.99586,96.96964,78.95852
PC(20:3_22:6)+HCO2,900.57608,840.55494,769.48144,552.30957,530.32527,534.29901,512.31471,224.06881,305.24865,327.23295,168.04314,152.99586,96.96964,78.95852
PC(20:3_23:0)+HCO2,926.68568,866.66454,795.59104,578.41917,530.32527,560.40861,512.31471,224.06881,305.24865,353.34255,168.04314,152.99586,96.96964,78.95852
PC(20:3_24:0)+HCO2,940.70128,880.68014,809.60664,592.43477,530.32527,574.42421,512.31471,224.06881,305.24865,367.35815,168.04314,152.99586,96.96964,78.95852
PC(20:3_24:1)+HCO2,938.68568,878.66454,807.59104,590.41917,530.32527,572.40861,512.31471,224.06881,305.24865,365.34255,168.04314,152.99586,96.96964,78.95852
PC(20:3_25:0)+HCO2,954.71698,894.69584,823.62234,606.45047,530.32527,588.43991,512.31471,224.06881,305.24865,381.37385,168.04314,152.99586,96.96964,78.95852
PC(20:3_26:0)+HCO2,968.73258,908.71144,837.63794,620.46607,530.32527,602.45551,512.31471,224.06881,305.24865,395.38945,168.04314,152.99586,96.96964,78.95852
PC(20:4_20:4)+HCO2,874.56038,814.53924,743.46574,528.30957,528.30957,510.29901,510.29901,224.06881,303.23295,303.23295,168.04314,152.99586,96.96964,78.95852
PC(20:4_20:5)+HCO2,872.54478,812.52364,741.45014,526.29397,528.30957,508.28341,510.29901,224.06881,303.23295,301.21735,168.04314,152.99586,96.96964,78.95852
PC(20:4_21:0)+HCO2,896.63868,836.61754,765.54404,550.38787,528.30957,532.37731,510.29901,224.06881,303.23295,325.31125,168.04314,152.99586,96.96964,78.95852
PC(20:4_22:0)+HCO2,910.65428,850.63314,779.55964,564.40347,528.30957,546.39291,510.29901,224.06881,303.23295,339.32685,168.04314,152.99586,96.96964,78.95852
PC(20:4_22:1)+HCO2,908.63868,848.61754,777.54404,562.38787,528.30957,544.37731,510.29901,224.06881,303.23295,337.31125,168.04314,152.99586,96.96964,78.95852
PC(20:4_22:2)+HCO2,906.62298,846.60184,775.52834,560.37217,528.30957,542.36161,510.29901,224.06881,303.23295,335.29555,168.04314,152.99586,96.96964,78.95852
PC(20:4_22:3)+HCO2,904.60738,844.58624,773.51274,558.35657,528.30957,540.34601,510.29901,224.06881,303.23295,333.27995,168.04314,152.99586,96.96964,78.95852
PC(20:4_22:4)+HCO2,902.59168,842.57054,771.49704,556.34087,528.30957,538.33031,510.29901,224.06881,303.23295,331.26425,168.04314,152.99586,96.96964,78.95852
PC(20:4_22:5)+HCO2,900.57608,840.55494,769.48144,554.32527,528.30957,536.31471,510.29901,224.06881,303.23295,329.24865,168.04314,152.99586,96.96964,78.95852
PC(20:4_22:6)+HCO2,898.56038,838.53924,767.46574,552.30957,528.30957,534.29901,510.29901,224.06881,303.23295,327.23295,168.04314,152.99586,96.96964,78.95852
PC(20:4_23:0)+HCO2,924.66998,864.64884,793.57534,578.41917,528.30957,560.40861,510.29901,224.06881,303.23295,353.34255,168.04314,152.99586,96.96964,78.95852
PC(20:4_24:0)+HCO2,938.68558,878.66444,807.59094,592.43477,528.30957,574.42421,510.29901,224.06881,303.23295,367.35815,168.04314,152.99586,96.96964,78.95852
PC(20:4_24:1)+HCO2,936.66998,876.64884,805.57534,590.41917,528.30957,572.40861,510.29901,224.06881,303.23295,365.34255,168.04314,152.99586,96.96964,78.95852
PC(20:4_25:0)+HCO2,952.70128,892.68014,821.60664,606.45047,528.30957,588.43991,510.29901,224.06881,303.23295,381.37385,168.04314,152.99586,96.96964,78.95852
PC(20:4_26:0)+HCO2,966.71688,906.69574,835.62224,620.46607,528.30957,602.45551,510.29901,224.06881,303.23295,395.38945,168.04314,152.99586,96.96964,78.95852
PC(20:5_20:5)+HCO2,870.52918,810.50804,739.43454,526.29397,526.29397,508.28341,508.28341,224.06881,301.21735,301.21735,168.04314,152.99586,96.96964,78.95852
PC(20:5_21:0)+HCO2,894.62308,834.60194,763.52844,550.38787,526.29397,532.37731,508.28341,224.06881,301.21735,325.31125,168.04314,152.99586,96.96964,78.95852
PC(20:5_22:0)+HCO2,908.63868,848.61754,777.54404,564.40347,526.29397,546.39291,508.28341,224.06881,301.21735,339.32685,168.04314,152.99586,96.96964,78.95852
PC(20:5_22:1)+HCO2,906.62308,846.60194,775.52844,562.38787,526.29397,544.37731,508.28341,224.06881,301.21735,337.31125,168.04314,152.99586,96.96964,78.95852
PC(20:5_22:2)+HCO2,904.60738,844.58624,773.51274,560.37217,526.29397,542.36161,508.28341,224.06881,301.21735,335.29555,168.04314,152.99586,96.96964,78.95852
PC(20:5_22:3)+HCO2,902.59178,842.57064,771.49714,558.35657,526.29397,540.34601,508.28341,224.06881,301.21735,333.27995,168.04314,152.99586,96.96964,78.95852
PC(20:5_22:4)+HCO2,900.57608,840.55494,769.48144,556.34087,526.29397,538.33031,508.28341,224.06881,301.21735,331.26425,168.04314,152.99586,96.96964,78.95852
PC(20:5_22:5)+HCO2,898.56048,838.53934,767.46584,554.32527,526.29397,536.31471,508.28341,224.06881,301.21735,329.24865,168.04314,152.99586,96.96964,78.95852
PC(20:5_22:6)+HCO2,896.54478,836.52364,765.45014,552.30957,526.29397,534.29901,508.28341,224.06881,301.21735,327.23295,168.04314,152.99586,96.96964,78.95852
PC(20:5_23:0)+HCO2,922.65438,862.63324,791.55974,578.41917,526.29397,560.40861,508.28341,224.06881,301.21735,353.34255,168.04314,152.99586,96.96964,78.95852
PC(20:5_24:0)+HCO2,936.66998,876.64884,805.57534,592.43477,526.29397,574.42421,508.28341,224.06881,301.21735,367.35815,168.04314,152.99586,96.96964,78.95852
PC(20:5_24:1)+HCO2,934.65438,874.63324,803.55974,590.41917,526.29397,572.40861,508.28341,224.06881,301.21735,365.34255,168.04314,152.99586,96.96964,78.95852
PC(20:5_25:0)+HCO2,950.68568,890.66454,819.59104,606.45047,526.29397,588.43991,508.28341,224.06881,301.21735,381.37385,168.04314,152.99586,96.96964,78.95852
PC(20:5_26:0)+HCO2,964.70128,904.68014,833.60664,620.46607,526.29397,602.45551,508.28341,224.06881,301.21735,395.38945,168.04314,152.99586,96.96964,78.95852
PC(21:0_21:0)+HCO2,918.71698,858.69584,787.62234,550.38787,550.38787,532.37731,532.37731,224.06881,325.31125,325.31125,168.04314,152.99586,96.96964,78.95852
PC(21:0_22:0)+HCO2,932.73258,872.71144,801.63794,564.40347,550.38787,546.39291,532.37731,224.06881,325.31125,339.32685,168.04314,152.99586,96.96964,78.95852
PC(21:0_22:1)+HCO2,930.71698,870.69584,799.62234,562.38787,550.38787,544.37731,532.37731,224.06881,325.31125,337.31125,168.04314,152.99586,96.96964,78.95852
PC(21:0_22:2)+HCO2,928.70128,868.68014,797.60664,560.37217,550.38787,542.36161,532.37731,224.06881,325.31125,335.29555,168.04314,152.99586,96.96964,78.95852
PC(21:0_22:3)+HCO2,926.68568,866.66454,795.59104,558.35657,550.38787,540.34601,532.37731,224.06881,325.31125,333.27995,168.04314,152.99586,96.96964,78.95852
PC(21:0_22:4)+HCO2,924.66998,864.64884,793.57534,556.34087,550.38787,538.33031,532.37731,224.06881,325.31125,331.26425,168.04314,152.99586,96.96964,78.95852
PC(21:0_22:5)+HCO2,922.65438,862.63324,791.55974,554.32527,550.38787,536.31471,532.37731,224.06881,325.31125,329.24865,168.04314,152.99586,96.96964,78.95852
PC(21:0_22:6)+HCO2,920.63868,860.61754,789.54404,552.30957,550.38787,534.29901,532.37731,224.06881,325.31125,327.23295,168.04314,152.99586,96.96964,78.95852
PC(21:0_23:0)+HCO2,946.74828,886.72714,815.65364,578.41917,550.38787,560.40861,532.37731,224.06881,325.31125,353.34255,168.04314,152.99586,96.96964,78.95852
PC(21:0_24:0)+HCO2,960.76388,900.74274,829.66924,592.43477,550.38787,574.42421,532.37731,224.06881,325.31125,367.35815,168.04314,152.99586,96.96964,78.95852
PC(21:0_24:1)+HCO2,958.74828,898.72714,827.65364,590.41917,550.38787,572.40861,532.37731,224.06881,325.31125,365.34255,168.04314,152.99586,96.96964,78.95852
PC(21:0_25:0)+HCO2,974.77958,914.75844,843.68494,606.45047,550.38787,588.43991,532.37731,224.06881,325.31125,381.37385,168.04314,152.99586,96.96964,78.95852
PC(21:0_26:0)+HCO2,988.79518,928.77404,857.70054,620.46607,550.38787,602.45551,532.37731,224.06881,325.31125,395.38945,168.04314,152.99586,96.96964,78.95852
PC(22:0_22:0)+HCO2,946.74818,886.72704,815.65354,564.40347,564.40347,546.39291,546.39291,224.06881,339.32685,339.32685,168.04314,152.99586,96.96964,78.95852
PC(22:0_22:1)+HCO2,944.73258,884.71144,813.63794,562.38787,564.40347,544.37731,546.39291,224.06881,339.32685,337.31125,168.04314,152.99586,96.96964,78.95852
PC(22:0_22:2)+HCO2,942.71688,882.69574,811.62224,560.37217,564.40347,542.36161,546.39291,224.06881,339.32685,335.29555,168.04314,152.99586,96.96964,78.95852
PC(22:0_22:3)+HCO2,940.70128,880.68014,809.60664,558.35657,564.40347,540.34601,546.39291,224.06881,339.32685,333.27995,168.04314,152.99586,96.96964,78.95852
PC(22:0_22:4)+HCO2,938.68558,878.66444,807.59094,556.34087,564.40347,538.33031,546.39291,224.06881,339.32685,331.26425,168.04314,152.99586,96.96964,78.95852
PC(22:0_22:5)+HCO2,936.66998,876.64884,805.57534,554.32527,564.40347,536.31471,546.39291,224.06881,339.32685,329.24865,168.04314,152.99586,96.96964,78.95852
PC(22:0_22:6)+HCO2,934.65428,874.63314,803.55964,552.30957,564.40347,534.29901,546.39291,224.06881,339.32685,327.23295,168.04314,152.99586,96.96964,78.95852
PC(22:0_23:0)+HCO2,960.76388,900.74274,829.66924,578.41917,564.40347,560.40861,546.39291,224.06881,339.32685,353.34255,168.04314,152.99586,96.96964,78.95852
PC(22:0_24:0)+HCO2,974.77948,914.75834,843.68484,592.43477,564.40347,574.42421,546.39291,224.06881,339.32685,367.35815,168.04314,152.99586,96.96964,78.95852
PC(22:0_24:1)+HCO2,972.76388,912.74274,841.66924,590.41917,564.40347,572.40861,546.39291,224.06881,339.32685,365.34255,168.04314,152.99586,96.96964,78.95852
PC(22:0_25:0)+HCO2,988.79518,928.77404,857.70054,606.45047,564.40347,588.43991,546.39291,224.06881,339.32685,381.37385,168.04314,152.99586,96.96964,78.95852
PC(22:0_26:0)+HCO2,1002.81078,942.78964,871.71614,620.46607,564.40347,602.45551,546.39291,224.06881,339.32685,395.38945,168.04314,152.99586,96.96964,78.95852
PC(22:1_22:1)+HCO2,942.71698,882.69584,811.62234,562.38787,562.38787,544.37731,544.37731,224.06881,337.31125,337.31125,168.04314,152.99586,96.96964,78.95852
PC(22:1_22:2)+HCO2,940.70128,880.68014,809.60664,560.37217,562.38787,542.36161,544.37731,224.06881,337.31125,335.29555,168.04314,152.99586,96.96964,78.95852
PC(22:1_22:3)+HCO2,938.68568,878.66454,807.59104,558.35657,562.38787,540.34601,544.37731,224.06881,337.31125,333.27995,168.04314,152.99586,96.96964,78.95852
PC(22:1_22:4)+HCO2,936.66998,876.64884,805.57534,556.34087,562.38787,538.33031,544.37731,224.06881,337.31125,331.26425,168.04314,152.99586,96.96964,78.95852
PC(22:1_22:5)+HCO2,934.65438,874.63324,803.55974,554.32527,562.38787,536.31471,544.37731,224.06881,337.31125,329.24865,168.04314,152.99586,96.96964,78.95852
PC(22:1_22:6)+HCO2,932.63868,872.61754,801.54404,552.30957,562.38787,534.29901,544.37731,224.06881,337.31125,327.23295,168.04314,152.99586,96.96964,78.95852
PC(22:1_23:0)+HCO2,958.74828,898.72714,827.65364,578.41917,562.38787,560.40861,544.37731,224.06881,337.31125,353.34255,168.04314,152.99586,96.96964,78.95852
PC(22:1_24:0)+HCO2,972.76388,912.74274,841.66924,592.43477,562.38787,574.42421,544.37731,224.06881,337.31125,367.35815,168.04314,152.99586,96.96964,78.95852
PC(22:1_24:1)+HCO2,970.74828,910.72714,839.65364,590.41917,562.38787,572.40861,544.37731,224.06881,337.31125,365.34255,168.04314,152.99586,96.96964,78.95852
PC(22:1_25:0)+HCO2,986.77958,926.75844,855.68494,606.45047,562.38787,588.43991,544.37731,224.06881,337.31125,381.37385,168.04314,152.99586,96.96964,78.95852
PC(22:1_26:0)+HCO2,1000.79518,940.77404,869.70054,620.46607,562.38787,602.45551,544.37731,224.06881,337.31125,395.38945,168.04314,152.99586,96.96964,78.95852
PC(22:2_22:2)+HCO2,938.68558,878.66444,807.59094,560.37217,560.37217,542.36161,542.36161,224.06881,335.29555,335.29555,168.04314,152.99586,96.96964,78.95852
PC(22:2_22:3)+HCO2,936.66998,876.64884,805.57534,558.35657,560.37217,540.34601,542.36161,224.06881,335.29555,333.27995,168.04314,152.99586,96.96964,78.95852
PC(22:2_22:4)+HCO2,934.65428,874.63314,803.55964,556.34087,560.37217,538.33031,542.36161,224.06881,335.29555,331.26425,168.04314,152.99586,96.96964,78.95852
PC(22:2_22:5)+HCO2,932.63868,872.61754,801.54404,554.32527,560.37217,536.31471,542.36161,224.06881,335.29555,329.24865,168.04314,152.99586,96.96964,78.95852
PC(22:2_22:6)+HCO2,930.62298,870.60184,799.52834,552.30957,560.37217,534.29901,542.36161,224.06881,335.29555,327.23295,168.04314,152.99586,96.96964,78.95852
PC(22:2_23:0)+HCO2,956.73258,896.71144,825.63794,578.41917,560.37217,560.40861,542.36161,224.06881,335.29555,353.34255,168.04314,152.99586,96.96964,78.95852
PC(22:2_24:0)+HCO2,970.74818,910.72704,839.65354,592.43477,560.37217,574.42421,542.36161,224.06881,335.29555,367.35815,168.04314,152.99586,96.96964,78.95852
PC(22:2_24:1)+HCO2,968.73258,908.71144,837.63794,590.41917,560.37217,572.40861,542.36161,224.06881,335.29555,365.34255,168.04314,152.99586,96.96964,78.95852
PC(22:2_25:0)+HCO2,984.76388,924.74274,853.66924,606.45047,560.37217,588.43991,542.36161,224.06881,335.29555,381.37385,168.04314,152.99586,96.96964,78.95852
PC(22:2_26:0)+HCO2,998.77948,938.75834,867.68484,620.46607,560.37217,602.45551,542.36161,224.06881,335.29555,395.38945,168.04314,152.99586,96.96964,78.95852
PC(22:3_22:3)+HCO2,934.65438,874.63324,803.55974,558.35657,558.35657,540.34601,540.34601,224.06881,333.27995,333.27995,168.04314,152.99586,96.96964,78.95852
PC(22:3_22:4)+HCO2,932.63868,872.61754,801.54404,556.34087,558.35657,538.33031,540.34601,224.06881,333.27995,331.26425,168.04314,152.99586,96.96964,78.95852
PC(22:3_22:5)+HCO2,930.62308,870.60194,799.52844,554.32527,558.35657,536.31471,540.34601,224.06881,333.27995,329.24865,168.04314,152.99586,96.96964,78.95852
PC(22:3_22:6)+HCO2,928.60738,868.58624,797.51274,552.30957,558.35657,534.29901,540.34601,224.06881,333.27995,327.23295,168.04314,152.99586,96.96964,78.95852
PC(22:3_23:0)+HCO2,954.71698,894.69584,823.62234,578.41917,558.35657,560.40861,540.34601,224.06881,333.27995,353.34255,168.04314,152.99586,96.96964,78.95852
PC(22:3_24:0)+HCO2,968.73258,908.71144,837.63794,592.43477,558.35657,574.42421,540.34601,224.06881,333.27995,367.35815,168.04314,152.99586,96.96964,78.95852
PC(22:3_24:1)+HCO2,966.71698,906.69584,835.62234,590.41917,558.35657,572.40861,540.34601,224.06881,333.27995,365.34255,168.04314,152.99586,96.96964,78.95852
PC(22:3_25:0)+HCO2,982.74828,922.72714,851.65364,606.45047,558.35657,588.43991,540.34601,224.06881,333.27995,381.37385,168.04314,152.99586,96.96964,78.95852
PC(22:3_26:0)+HCO2,996.76388,936.74274,865.66924,620.46607,558.35657,602.45551,540.34601,224.06881,333.27995,395.38945,168.04314,152.99586,96.96964,78.95852
PC(22:4_22:4)+HCO2,930.62298,870.60184,799.52834,556.34087,556.34087,538.33031,538.33031,224.06881,331.26425,331.26425,168.04314,152.99586,96.96964,78.95852
PC(22:4_22:5)+HCO2,928.60738,868.58624,797.51274,554.32527,556.34087,536.31471,538.33031,224.06881,331.26425,329.24865,168.04314,152.99586,96.96964,78.95852
PC(22:4_22:6)+HCO2,926.59168,866.57054,795.49704,552.30957,556.34087,534.29901,538.33031,224.06881,331.26425,327.23295,168.04314,152.99586,96.96964,78.95852
PC(22:4_23:0)+HCO2,952.70128,892.68014,821.60664,578.41917,556.34087,560.40861,538.33031,224.06881,331.26425,353.34255,168.04314,152.99586,96.96964,78.95852
PC(22:4_24:0)+HCO2,966.71688,906.69574,835.62224,592.43477,556.34087,574.42421,538.33031,224.06881,331.26425,367.35815,168.04314,152.99586,96.96964,78.95852
PC(22:4_24:1)+HCO2,964.70128,904.68014,833.60664,590.41917,556.34087,572.40861,538.33031,224.06881,331.26425,365.34255,168.04314,152.99586,96.96964,78.95852
PC(22:4_25:0)+HCO2,980.73258,920.71144,849.63794,606.45047,556.34087,588.43991,538.33031,224.06881,331.26425,381.37385,168.04314,152.99586,96.96964,78.95852
PC(22:4_26:0)+HCO2,994.74818,934.72704,863.65354,620.46607,556.34087,602.45551,538.33031,224.06881,331.26425,395.38945,168.04314,152.99586,96.96964,78.95852
PC(22:5_22:5)+HCO2,926.59178,866.57064,795.49714,554.32527,554.32527,536.31471,536.31471,224.06881,329.24865,329.24865,168.04314,152.99586,96.96964,78.95852
PC(22:5_22:6)+HCO2,924.57608,864.55494,793.48144,552.30957,554.32527,534.29901,536.31471,224.06881,329.24865,327.23295,168.04314,152.99586,96.96964,78.95852
PC(22:5_23:0)+HCO2,950.68568,890.66454,819.59104,578.41917,554.32527,560.40861,536.31471,224.06881,329.24865,353.34255,168.04314,152.99586,96.96964,78.95852
PC(22:5_24:0)+HCO2,964.70128,904.68014,833.60664,592.43477,554.32527,574.42421,536.31471,224.06881,329.24865,367.35815,168.04314,152.99586,96.96964,78.95852
PC(22:5_24:1)+HCO2,962.68568,902.66454,831.59104,590.41917,554.32527,572.40861,536.31471,224.06881,329.24865,365.34255,168.04314,152.99586,96.96964,78.95852
PC(22:5_25:0)+HCO2,978.71698,918.69584,847.62234,606.45047,554.32527,588.43991,536.31471,224.06881,329.24865,381.37385,168.04314,152.99586,96.96964,78.95852
PC(22:5_26:0)+HCO2,992.73258,932.71144,861.63794,620.46607,554.32527,602.45551,536.31471,224.06881,329.24865,395.38945,168.04314,152.99586,96.96964,78.95852
PC(22:6_22:6)+HCO2,922.56038,862.53924,791.46574,552.30957,552.30957,534.29901,534.29901,224.06881,327.23295,327.23295,168.04314,152.99586,96.96964,78.95852
PC(22:6_23:0)+HCO2,948.66998,888.64884,817.57534,578.41917,552.30957,560.40861,534.29901,224.06881,327.23295,353.34255,168.04314,152.99586,96.96964,78.95852
PC(22:6_24:0)+HCO2,962.68558,902.66444,831.59094,592.43477,552.30957,574.42421,534.29901,224.06881,327.23295,367.35815,168.04314,152.99586,96.96964,78.95852
PC(22:6_24:1)+HCO2,960.66998,900.64884,829.57534,590.41917,552.30957,572.40861,534.29901,224.06881,327.23295,365.34255,168.04314,152.99586,96.96964,78.95852
PC(22:6_25:0)+HCO2,976.70128,916.68014,845.60664,606.45047,552.30957,588.43991,534.29901,224.06881,327.23295,381.37385,168.04314,152.99586,96.96964,78.95852
PC(22:6_26:0)+HCO2,990.71688,930.69574,859.62224,620.46607,552.30957,602.45551,534.29901,224.06881,327.23295,395.38945,168.04314,152.99586,96.96964,78.95852
PC(23:0_23:0)+HCO2,974.77958,914.75844,843.68494,578.41917,578.41917,560.40861,560.40861,224.06881,353.34255,353.34255,168.04314,152.99586,96.96964,78.95852
PC(23:0_24:0)+HCO2,988.79518,928.77404,857.70054,592.43477,578.41917,574.42421,560.40861,224.06881,353.34255,367.35815,168.04314,152.99586,96.96964,78.95852
PC(23:0_24:1)+HCO2,986.77958,926.75844,855.68494,590.41917,578.41917,572.40861,560.40861,224.06881,353.34255,365.34255,168.04314,152.99586,96.96964,78.95852
PC(23:0_25:0)+HCO2,1002.81088,942.78974,871.71624,606.45047,578.41917,588.43991,560.40861,224.06881,353.34255,381.37385,168.04314,152.99586,96.96964,78.95852
PC(23:0_26:0)+HCO2,1016.82648,956.80534,885.73184,620.46607,578.41917,602.45551,560.40861,224.06881,353.34255,395.38945,168.04314,152.99586,96.96964,78.95852
PC(24:0_24:0)+HCO2,1002.81078,942.78964,871.71614,592.43477,592.43477,574.42421,574.42421,224.06881,367.35815,367.35815,168.04314,152.99586,96.96964,78.95852
PC(24:0_24:1)+HCO2,1000.79518,940.77404,869.70054,590.41917,592.43477,572.40861,574.42421,224.06881,367.35815,365.34255,168.04314,152.99586,96.96964,78.95852
PC(24:0_25:0)+HCO2,1016.82648,956.80534,885.73184,606.45047,592.43477,588.43991,574.42421,224.06881,367.35815,381.37385,168.04314,152.99586,96.96964,78.95852
PC(24:0_26:0)+HCO2,1030.84208,970.82094,899.74744,620.46607,592.43477,602.45551,574.42421,224.06881,367.35815,395.38945,168.04314,152.99586,96.96964,78.95852
PC(24:1_24:1)+HCO2,998.77958,938.75844,867.68494,590.41917,590.41917,572.40861,572.40861,224.06881,365.34255,365.34255,168.04314,152.99586,96.96964,78.95852
PC(24:1_25:0)+HCO2,1014.81088,954.78974,883.71624,606.45047,590.41917,588.43991,572.40861,224.06881,365.34255,381.37385,168.04314,152.99586,96.96964,78.95852
PC(24:1_26:0)+HCO2,1028.82648,968.80534,897.73184,620.46607,590.41917,602.45551,572.40861,224.06881,365.34255,395.38945,168.04314,152.99586,96.96964,78.95852
PC(25:0_25:0)+HCO2,1030.84218,970.82104,899.74754,606.45047,606.45047,588.43991,588.43991,224.06881,381.37385,381.37385,168.04314,152.99586,96.96964,78.95852
PC(25:0_26:0)+HCO2,1044.85778,984.83664,913.76314,620.46607,606.45047,602.45551,588.43991,224.06881,381.37385,395.38945,168.04314,152.99586,96.96964,78.95852
PC(26:0_26:0)+HCO2,1058.87338,998.85224,927.77874,620.46607,620.46607,602.45551,602.45551,224.06881,395.38945,395.38945,168.04314,152.99586,96.96964,78.95852
SPLASH_PC(15:0_18:1(d7))+HCO2,797.60437,737.58323,666.50973,513.36916,466.29397,495.3586,448.28341,224.06881,241.21735,288.29254,168.04314,152.99586,96.96964,78.95852
