"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","PC","[M+H]+","MH-PC","MH-tail1&TrimethylAmine","MH-tail2&TrimethylAmine","MH-Tail1","MH-Tail2","LPC_T1_H","LPC_T2_H","RCOO+58_T1","RCOO+58_T2","PC Head","RT_min","RT_max","Comment","RT at Max Intensity","PC","[M+H]+","MH-PC","MH-tail1&TrimethylAmine","MH-tail2&TrimethylAmine","MH-Tail1","MH-Tail2","LPC_T1_H","LPC_T2_H","RCOO+58_T1","RCOO+58_T2","PC Head","RT_min","RT_max","Comment","Number of Scans","PC","[M+H]+","MH-PC","MH-tail1&TrimethylAmine","MH-tail2&TrimethylAmine","MH-Tail1","MH-Tail2","LPC_T1_H","LPC_T2_H","RCOO+58_T1","RCOO+58_T2","PC Head","RT_min","RT_max","Comment","Max Intensity","PC","[M+H]+","MH-PC","MH-tail1&TrimethylAmine","MH-tail2&TrimethylAmine","MH-Tail1","MH-Tail2","LPC_T1_H","LPC_T2_H","RCOO+58_T1","RCOO+58_T2","PC Head","RT_min","RT_max","Comment","Average m/z","PC","[M+H]+","MH-PC","MH-tail1&TrimethylAmine","MH-tail2&TrimethylAmine","MH-Tail1","MH-Tail2","LPC_T1_H","LPC_T2_H","RCOO+58_T1","RCOO+58_T2","PC Head","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","PC","[M+H]+","MH-PC","MH-tail1&TrimethylAmine","MH-tail2&TrimethylAmine","MH-Tail1","MH-Tail2","LPC_T1_H","LPC_T2_H","RCOO+58_T1","RCOO+58_T2","PC Head","RT_min","RT_max","Comment"
"","PC(14:1_22:3)+H",0,0,0,0,0,0,0,0,0,0,0,"15.5131666666667","15.8131666666667","14395","","PC(14:1_22:3)+H",0,0,0,0,0,0,0,0,0,0,0,"15.5131666666667","15.8131666666667","14395","","PC(14:1_22:3)+H",0,0,0,0,0,0,0,0,0,0,0,"15.5131666666667","15.8131666666667","14395","","PC(14:1_22:3)+H",0,0,0,0,0,0,0,0,0,0,0,"15.5131666666667","15.8131666666667","14395","","PC(14:1_22:3)+H",0,0,0,0,0,0,0,0,0,0,0,"15.5131666666667","15.8131666666667","14395","","PC(14:1_22:3)+H","782.56954","599.5035","497.302711","389.208811","556.37621","448.28231","466.29289","574.38679","283.22683","391.32073","184.07332","15.5131666666667","15.8131666666667","14395"
"","PC(14:1_22:3)+H",0,0,0,0,0,0,0,0,0,0,0,"15.7256883333333","16.0256883333333","14656","","PC(14:1_22:3)+H",0,0,0,0,0,0,0,0,0,0,0,"15.7256883333333","16.0256883333333","14656","","PC(14:1_22:3)+H",0,0,0,0,0,0,0,0,0,0,0,"15.7256883333333","16.0256883333333","14656","","PC(14:1_22:3)+H",0,0,0,0,0,0,0,0,0,0,0,"15.7256883333333","16.0256883333333","14656","","PC(14:1_22:3)+H",0,0,0,0,0,0,0,0,0,0,0,"15.7256883333333","16.0256883333333","14656","","PC(14:1_22:3)+H","782.56954","599.5035","497.302711","389.208811","556.37621","448.28231","466.29289","574.38679","283.22683","391.32073","184.07332","15.7256883333333","16.0256883333333","14656"
"","PC(14:1_22:3)+H",0,0,0,0,0,0,0,0,0,0,0,"12.1170097222222","12.4170097222222","14679","","PC(14:1_22:3)+H",0,0,0,0,0,0,0,0,0,0,0,"12.1170097222222","12.4170097222222","14679","","PC(14:1_22:3)+H",0,0,0,0,0,0,0,0,0,0,0,"12.1170097222222","12.4170097222222","14679","","PC(14:1_22:3)+H",0,0,0,0,0,0,0,0,0,0,0,"12.1170097222222","12.4170097222222","14679","","PC(14:1_22:3)+H",0,0,0,0,0,0,0,0,0,0,0,"12.1170097222222","12.4170097222222","14679","","PC(14:1_22:3)+H","782.56954","599.5035","497.302711","389.208811","556.37621","448.28231","466.29289","574.38679","283.22683","391.32073","184.07332","12.1170097222222","12.4170097222222","14679"
"","PC(14:1_22:3)+H",0,0,0,0,0,0,0,0,0,0,0,"12.4584611111111","12.7584611111111","14686","","PC(14:1_22:3)+H",0,0,0,0,0,0,0,0,0,0,0,"12.4584611111111","12.7584611111111","14686","","PC(14:1_22:3)+H",0,0,0,0,0,0,0,0,0,0,0,"12.4584611111111","12.7584611111111","14686","","PC(14:1_22:3)+H",0,0,0,0,0,0,0,0,0,0,0,"12.4584611111111","12.7584611111111","14686","","PC(14:1_22:3)+H",0,0,0,0,0,0,0,0,0,0,0,"12.4584611111111","12.7584611111111","14686","","PC(14:1_22:3)+H","782.56954","599.5035","497.302711","389.208811","556.37621","448.28231","466.29289","574.38679","283.22683","391.32073","184.07332","12.4584611111111","12.7584611111111","14686"
"","PC(14:1_22:3)+H",0,0,0,0,0,0,0,0,0,0,0,"15.9129181818182","16.2129181818182","15002","","PC(14:1_22:3)+H",0,0,0,0,0,0,0,0,0,0,0,"15.9129181818182","16.2129181818182","15002","","PC(14:1_22:3)+H",0,0,0,0,0,0,0,0,0,0,0,"15.9129181818182","16.2129181818182","15002","","PC(14:1_22:3)+H",0,0,0,0,0,0,0,0,0,0,0,"15.9129181818182","16.2129181818182","15002","","PC(14:1_22:3)+H",0,0,0,0,0,0,0,0,0,0,0,"15.9129181818182","16.2129181818182","15002","","PC(14:1_22:3)+H","782.56954","599.5035","497.302711","389.208811","556.37621","448.28231","466.29289","574.38679","283.22683","391.32073","184.07332","15.9129181818182","16.2129181818182","15002"
"","PC(14:1_22:3)+H",0,0,0,0,0,0,0,0,0,0,0,"15.3159638888889","15.6159638888889","15041","","PC(14:1_22:3)+H",0,0,0,0,0,0,0,0,0,0,0,"15.3159638888889","15.6159638888889","15041","","PC(14:1_22:3)+H",0,0,0,0,0,0,0,0,0,0,0,"15.3159638888889","15.6159638888889","15041","","PC(14:1_22:3)+H",0,0,0,0,0,0,0,0,0,0,0,"15.3159638888889","15.6159638888889","15041","","PC(14:1_22:3)+H",0,0,0,0,0,0,0,0,0,0,0,"15.3159638888889","15.6159638888889","15041","","PC(14:1_22:3)+H","782.56954","599.5035","497.302711","389.208811","556.37621","448.28231","466.29289","574.38679","283.22683","391.32073","184.07332","15.3159638888889","15.6159638888889","15041"
"","PC(14:1_22:3)+H",0,0,0,0,0,0,0,0,0,0,0,"12.8042757575758","13.1042757575758","16219","","PC(14:1_22:3)+H",0,0,0,0,0,0,0,0,0,0,0,"12.8042757575758","13.1042757575758","16219","","PC(14:1_22:3)+H",0,0,0,0,0,0,0,0,0,0,0,"12.8042757575758","13.1042757575758","16219","","PC(14:1_22:3)+H",0,0,0,0,0,0,0,0,0,0,0,"12.8042757575758","13.1042757575758","16219","","PC(14:1_22:3)+H",0,0,0,0,0,0,0,0,0,0,0,"12.8042757575758","13.1042757575758","16219","","PC(14:1_22:3)+H","782.56954","599.5035","497.302711","389.208811","556.37621","448.28231","466.29289","574.38679","283.22683","391.32073","184.07332","12.8042757575758","13.1042757575758","16219"
"","PC(14:1_22:3)+H",0,0,0,0,0,0,0,0,0,0,0,"11.3367458333333","11.6367458333333","16812","","PC(14:1_22:3)+H",0,0,0,0,0,0,0,0,0,0,0,"11.3367458333333","11.6367458333333","16812","","PC(14:1_22:3)+H",0,0,0,0,0,0,0,0,0,0,0,"11.3367458333333","11.6367458333333","16812","","PC(14:1_22:3)+H",0,0,0,0,0,0,0,0,0,0,0,"11.3367458333333","11.6367458333333","16812","","PC(14:1_22:3)+H",0,0,0,0,0,0,0,0,0,0,0,"11.3367458333333","11.6367458333333","16812","","PC(14:1_22:3)+H","782.56954","599.5035","497.302711","389.208811","556.37621","448.28231","466.29289","574.38679","283.22683","391.32073","184.07332","11.3367458333333","11.6367458333333","16812"
"","PC(14:1_22:3)+H",0,0,0,0,0,0,0,0,0,0,0,"12.1465472222222","12.4465472222222","16819","","PC(14:1_22:3)+H",0,0,0,0,0,0,0,0,0,0,0,"12.1465472222222","12.4465472222222","16819","","PC(14:1_22:3)+H",0,0,0,0,0,0,0,0,0,0,0,"12.1465472222222","12.4465472222222","16819","","PC(14:1_22:3)+H",0,0,0,0,0,0,0,0,0,0,0,"12.1465472222222","12.4465472222222","16819","","PC(14:1_22:3)+H",0,0,0,0,0,0,0,0,0,0,0,"12.1465472222222","12.4465472222222","16819","","PC(14:1_22:3)+H","782.56954","599.5035","497.302711","389.208811","556.37621","448.28231","466.29289","574.38679","283.22683","391.32073","184.07332","12.1465472222222","12.4465472222222","16819"
"","PC(14:1_22:3)+H",0,0,0,0,0,0,0,0,0,0,0,"12.4149430555556","12.7149430555556","18942","","PC(14:1_22:3)+H",0,0,0,0,0,0,0,0,0,0,0,"12.4149430555556","12.7149430555556","18942","","PC(14:1_22:3)+H",0,0,0,0,0,0,0,0,0,0,0,"12.4149430555556","12.7149430555556","18942","","PC(14:1_22:3)+H",0,0,0,0,0,0,0,0,0,0,0,"12.4149430555556","12.7149430555556","18942","","PC(14:1_22:3)+H",0,0,0,0,0,0,0,0,0,0,0,"12.4149430555556","12.7149430555556","18942","","PC(14:1_22:3)+H","782.56954","599.5035","497.302711","389.208811","556.37621","448.28231","466.29289","574.38679","283.22683","391.32073","184.07332","12.4149430555556","12.7149430555556","18942"
"","PC(14:1_22:4)+H",1,1,0,0,0,0,0,0,0,0,1,"5.37506805555555","5.67506805555555","64","","PC(14:1_22:4)+H",5.598378,5.461682,0,0,0,0,0,0,0,0,5.461682,"5.37506805555555","5.67506805555555","64","","PC(14:1_22:4)+H",2,2,0,0,0,0,0,0,0,0,2,"5.37506805555555","5.67506805555555","64","","PC(14:1_22:4)+H",2547703,8344.075,0,0,0,0,0,0,0,0,27338420,"5.37506805555555","5.67506805555555","64","","PC(14:1_22:4)+H",780.5538,597.4896,0,0,0,0,0,0,0,0,184.0733,"5.37506805555555","5.67506805555555","64","","PC(14:1_22:4)+H","780.55384","597.4878","495.287011","389.208811","554.36051","448.28231","466.29289","572.37109","283.22683","389.30503","184.07332","5.37506805555555","5.67506805555555","64"
"","PC(14:1_22:4)+H",1,1,0,0,0,0,0,0,0,0,1,"5.00485151515152","5.30485151515152","125","","PC(14:1_22:4)+H",5.199954,5.199954,0,0,0,0,0,0,0,0,5.199954,"5.00485151515152","5.30485151515152","125","","PC(14:1_22:4)+H",2,2,0,0,0,0,0,0,0,0,2,"5.00485151515152","5.30485151515152","125","","PC(14:1_22:4)+H",2002326,11692.02,0,0,0,0,0,0,0,0,22422200,"5.00485151515152","5.30485151515152","125","","PC(14:1_22:4)+H",780.5555,597.48975,0,0,0,0,0,0,0,0,184.0737,"5.00485151515152","5.30485151515152","125","","PC(14:1_22:4)+H","780.55384","597.4878","495.287011","389.208811","554.36051","448.28231","466.29289","572.37109","283.22683","389.30503","184.07332","5.00485151515152","5.30485151515152","125"
"","PC(14:1_22:4)+H",1,1,0,0,0,0,0,0,0,0,1,"4.58952361111111","4.88952361111111","545","","PC(14:1_22:4)+H",4.786699,4.786699,0,0,0,0,0,0,0,0,4.786699,"4.58952361111111","4.88952361111111","545","","PC(14:1_22:4)+H",1,1,0,0,0,0,0,0,0,0,1,"4.58952361111111","4.88952361111111","545","","PC(14:1_22:4)+H",263594.2,1474.047,0,0,0,0,0,0,0,0,2180410,"4.58952361111111","4.88952361111111","545","","PC(14:1_22:4)+H",780.5553,597.4891,0,0,0,0,0,0,0,0,184.0737,"4.58952361111111","4.88952361111111","545","","PC(14:1_22:4)+H","780.55384","597.4878","495.287011","389.208811","554.36051","448.28231","466.29289","572.37109","283.22683","389.30503","184.07332","4.58952361111111","4.88952361111111","545"
"","PC(14:1_22:4)+H",1,1,0,0,0,0,0,0,0,0,1,"6.47969027777778","6.77969027777778","601","","PC(14:1_22:4)+H",6.484857,6.484857,0,0,0,0,0,0,0,0,6.484857,"6.47969027777778","6.77969027777778","601","","PC(14:1_22:4)+H",2,2,0,0,0,0,0,0,0,0,2,"6.47969027777778","6.77969027777778","601","","PC(14:1_22:4)+H",754364.4,519956.8,0,0,0,0,0,0,0,0,438258.9,"6.47969027777778","6.77969027777778","601","","PC(14:1_22:4)+H",780.5527,597.4864,0,0,0,0,0,0,0,0,184.07365,"6.47969027777778","6.77969027777778","601","","PC(14:1_22:4)+H","780.55384","597.4878","495.287011","389.208811","554.36051","448.28231","466.29289","572.37109","283.22683","389.30503","184.07332","6.47969027777778","6.77969027777778","601"
"","PC(14:1_22:4)+H",1,1,0,0,0,0,0,0,0,0,1,"5.02155","5.32155","12641","","PC(14:1_22:4)+H",5.199954,5.199954,0,0,0,0,0,0,0,0,5.199954,"5.02155","5.32155","12641","","PC(14:1_22:4)+H",2,2,0,0,0,0,0,0,0,0,2,"5.02155","5.32155","12641","","PC(14:1_22:4)+H",2002326,11692.02,0,0,0,0,0,0,0,0,22422200,"5.02155","5.32155","12641","","PC(14:1_22:4)+H",780.5555,597.48975,0,0,0,0,0,0,0,0,184.0737,"5.02155","5.32155","12641","","PC(14:1_22:4)+H","780.55384","597.4878","495.287011","389.208811","554.36051","448.28231","466.29289","572.37109","283.22683","389.30503","184.07332","5.02155","5.32155","12641"
"","PC(14:1_22:4)+H",0,0,0,0,0,0,0,0,0,0,0,"8.28612361111111","8.58612361111111","13761","","PC(14:1_22:4)+H",0,0,0,0,0,0,0,0,0,0,0,"8.28612361111111","8.58612361111111","13761","","PC(14:1_22:4)+H",0,0,0,0,0,0,0,0,0,0,0,"8.28612361111111","8.58612361111111","13761","","PC(14:1_22:4)+H",0,0,0,0,0,0,0,0,0,0,0,"8.28612361111111","8.58612361111111","13761","","PC(14:1_22:4)+H",0,0,0,0,0,0,0,0,0,0,0,"8.28612361111111","8.58612361111111","13761","","PC(14:1_22:4)+H","780.55384","597.4878","495.287011","389.208811","554.36051","448.28231","466.29289","572.37109","283.22683","389.30503","184.07332","8.28612361111111","8.58612361111111","13761"
"","PC(14:1_22:5)+H",1,1,0,0,0,0,0,0,0,0,1,"5.54003333333333","5.84003333333333","1161","","PC(14:1_22:5)+H",5.613944,5.613944,0,0,0,0,0,0,0,0,5.613944,"5.54003333333333","5.84003333333333","1161","","PC(14:1_22:5)+H",1,1,0,0,0,0,0,0,0,0,1,"5.54003333333333","5.84003333333333","1161","","PC(14:1_22:5)+H",246907,160374,0,0,0,0,0,0,0,0,22387.16,"5.54003333333333","5.84003333333333","1161","","PC(14:1_22:5)+H",778.5369,595.4708,0,0,0,0,0,0,0,0,184.0737,"5.54003333333333","5.84003333333333","1161","","PC(14:1_22:5)+H","778.53824","595.4722","493.271411","389.208811","552.34491","448.28231","466.29289","570.35549","283.22683","387.28943","184.07332","5.54003333333333","5.84003333333333","1161"
"","PC(14:1_22:5)+H",1,0,0,0,0,0,0,0,0,0,1,"4.11489305555556","4.41489305555556","1706","","PC(14:1_22:5)+H",4.268749,0,0,0,0,0,0,0,0,0,4.268749,"4.11489305555556","4.41489305555556","1706","","PC(14:1_22:5)+H",1,0,0,0,0,0,0,0,0,0,1,"4.11489305555556","4.41489305555556","1706","","PC(14:1_22:5)+H",68975.3,0,0,0,0,0,0,0,0,0,635205.9,"4.11489305555556","4.41489305555556","1706","","PC(14:1_22:5)+H",778.5392,0,0,0,0,0,0,0,0,0,184.0736,"4.11489305555556","4.41489305555556","1706","","PC(14:1_22:5)+H","778.53824","595.4722","493.271411","389.208811","552.34491","448.28231","466.29289","570.35549","283.22683","387.28943","184.07332","4.11489305555556","4.41489305555556","1706"
"","PC(14:1_22:5)+H",1,1,0,0,0,0,0,0,0,0,1,"5.25342916666667","5.55342916666667","9112","","PC(14:1_22:5)+H",5.414547,5.414547,0,0,0,0,0,0,0,0,5.414547,"5.25342916666667","5.55342916666667","9112","","PC(14:1_22:5)+H",1,1,0,0,0,0,0,0,0,0,1,"5.25342916666667","5.55342916666667","9112","","PC(14:1_22:5)+H",421282,303083.3,0,0,0,0,0,0,0,0,23957.44,"5.25342916666667","5.55342916666667","9112","","PC(14:1_22:5)+H",778.5378,595.4715,0,0,0,0,0,0,0,0,184.0739,"5.25342916666667","5.55342916666667","9112","","PC(14:1_22:5)+H","778.53824","595.4722","493.271411","389.208811","552.34491","448.28231","466.29289","570.35549","283.22683","387.28943","184.07332","5.25342916666667","5.55342916666667","9112"
"","PC(14:1_22:5)+H",1,1,0,0,0,0,0,0,0,0,1,"5.25342916666667","5.55342916666667","12669","","PC(14:1_22:5)+H",5.414547,5.414547,0,0,0,0,0,0,0,0,5.414547,"5.25342916666667","5.55342916666667","12669","","PC(14:1_22:5)+H",1,1,0,0,0,0,0,0,0,0,1,"5.25342916666667","5.55342916666667","12669","","PC(14:1_22:5)+H",421282,303083.3,0,0,0,0,0,0,0,0,23957.44,"5.25342916666667","5.55342916666667","12669","","PC(14:1_22:5)+H",778.5378,595.4715,0,0,0,0,0,0,0,0,184.0739,"5.25342916666667","5.55342916666667","12669","","PC(14:1_22:5)+H","778.53824","595.4722","493.271411","389.208811","552.34491","448.28231","466.29289","570.35549","283.22683","387.28943","184.07332","5.25342916666667","5.55342916666667","12669"
"","PC(14:1_22:6)+H",1,1,0,0,0,0,0,0,0,0,1,"4.9153","5.2153","502","","PC(14:1_22:6)+H",5.073851,5.073851,0,0,0,0,0,0,0,0,5.073851,"4.9153","5.2153","502","","PC(14:1_22:6)+H",1,1,0,0,0,0,0,0,0,0,1,"4.9153","5.2153","502","","PC(14:1_22:6)+H",910724.3,951096.5,0,0,0,0,0,0,0,0,151437.6,"4.9153","5.2153","502","","PC(14:1_22:6)+H",776.522,593.4557,0,0,0,0,0,0,0,0,184.0739,"4.9153","5.2153","502","","PC(14:1_22:6)+H","776.52254","593.4565","491.255711","389.208811","550.32921","448.28231","466.29289","568.33979","283.22683","385.27373","184.07332","4.9153","5.2153","502"
"","PC(14:1_22:6)+H",0,0,0,0,0,0,0,0,0,0,0,"4.57123333333333","4.87123333333333","13772","","PC(14:1_22:6)+H",0,0,0,0,0,0,0,0,0,0,0,"4.57123333333333","4.87123333333333","13772","","PC(14:1_22:6)+H",0,0,0,0,0,0,0,0,0,0,0,"4.57123333333333","4.87123333333333","13772","","PC(14:1_22:6)+H",0,0,0,0,0,0,0,0,0,0,0,"4.57123333333333","4.87123333333333","13772","","PC(14:1_22:6)+H",0,0,0,0,0,0,0,0,0,0,0,"4.57123333333333","4.87123333333333","13772","","PC(14:1_22:6)+H","776.52254","593.4565","491.255711","389.208811","550.32921","448.28231","466.29289","568.33979","283.22683","385.27373","184.07332","4.57123333333333","4.87123333333333","13772"
"","PC(14:1_23:0)+H",1,0,0,0,0,0,0,0,0,0,1,"8.95680138888889","9.25680138888889","1197","","PC(14:1_23:0)+H",9.086959,0,0,0,0,0,0,0,0,0,9.086959,"8.95680138888889","9.25680138888889","1197","","PC(14:1_23:0)+H",1,0,0,0,0,0,0,0,0,0,1,"8.95680138888889","9.25680138888889","1197","","PC(14:1_23:0)+H",122088,0,0,0,0,0,0,0,0,0,934779.3,"8.95680138888889","9.25680138888889","1197","","PC(14:1_23:0)+H",802.632,0,0,0,0,0,0,0,0,0,184.0733,"8.95680138888889","9.25680138888889","1197","","PC(14:1_23:0)+H","802.63214","619.5661","517.365311","389.208811","576.43881","448.28231","466.29289","594.44939","283.22683","411.38333","184.07332","8.95680138888889","9.25680138888889","1197"
"","PC(14:1_24:0)+H",1,1,0,0,0,0,0,0,0,0,1,"9.42664444444445","9.72664444444445","541","","PC(14:1_24:0)+H",9.62942,9.62942,0,0,0,0,0,0,0,0,9.526123,"9.42664444444445","9.72664444444445","541","","PC(14:1_24:0)+H",3,3,0,0,0,0,0,0,0,0,3,"9.42664444444445","9.72664444444445","541","","PC(14:1_24:0)+H",315466.3,3744.092,0,0,0,0,0,0,0,0,6939885,"9.42664444444445","9.72664444444445","541","","PC(14:1_24:0)+H",816.6479,633.582,0,0,0,0,0,0,0,0,184.0735,"9.42664444444445","9.72664444444445","541","","PC(14:1_24:0)+H","816.64774","633.5817","531.380911","389.208811","590.45441","448.28231","466.29289","608.46499","283.22683","425.39893","184.07332","9.42664444444445","9.72664444444445","541"
"","PC(14:1_24:1)+H",1,1,0,0,0,0,0,0,0,0,1,"8.58068888888889","8.88068888888889","139","","PC(14:1_24:1)+H",8.717202,8.717202,0,0,0,0,0,0,0,0,8.717202,"8.58068888888889","8.88068888888889","139","","PC(14:1_24:1)+H",4,4,0,0,0,0,0,0,0,0,4,"8.58068888888889","8.88068888888889","139","","PC(14:1_24:1)+H",2320095,18317.33,0,0,0,0,0,0,0,0,23747360,"8.58068888888889","8.88068888888889","139","","PC(14:1_24:1)+H",814.632875,631.567025,0,0,0,0,0,0,0,0,184.073575,"8.58068888888889","8.88068888888889","139","","PC(14:1_24:1)+H","814.63214","631.5661","529.365311","389.208811","588.43881","448.28231","466.29289","606.44939","283.22683","423.38333","184.07332","8.58068888888889","8.88068888888889","139"
"","PC(14:1_25:0)+H",0,0,0,0,0,0,0,0,0,0,0,"9.53628194444445","9.83628194444445","7871","","PC(14:1_25:0)+H",0,0,0,0,0,0,0,0,0,0,0,"9.53628194444445","9.83628194444445","7871","","PC(14:1_25:0)+H",0,0,0,0,0,0,0,0,0,0,0,"9.53628194444445","9.83628194444445","7871","","PC(14:1_25:0)+H",0,0,0,0,0,0,0,0,0,0,0,"9.53628194444445","9.83628194444445","7871","","PC(14:1_25:0)+H",0,0,0,0,0,0,0,0,0,0,0,"9.53628194444445","9.83628194444445","7871","","PC(14:1_25:0)+H","830.66344","647.5974","545.396611","389.208811","604.47011","448.28231","466.29289","622.48069","283.22683","439.41463","184.07332","9.53628194444445","9.83628194444445","7871"
"","PC(14:1_25:0)+H",0,0,0,0,0,0,0,0,0,0,0,"9.9175333333333","10.2175333333333","13286","","PC(14:1_25:0)+H",0,0,0,0,0,0,0,0,0,0,0,"9.9175333333333","10.2175333333333","13286","","PC(14:1_25:0)+H",0,0,0,0,0,0,0,0,0,0,0,"9.9175333333333","10.2175333333333","13286","","PC(14:1_25:0)+H",0,0,0,0,0,0,0,0,0,0,0,"9.9175333333333","10.2175333333333","13286","","PC(14:1_25:0)+H",0,0,0,0,0,0,0,0,0,0,0,"9.9175333333333","10.2175333333333","13286","","PC(14:1_25:0)+H","830.66344","647.5974","545.396611","389.208811","604.47011","448.28231","466.29289","622.48069","283.22683","439.41463","184.07332","9.9175333333333","10.2175333333333","13286"
"","PC(14:1_26:0)+H",0,0,0,0,0,0,0,0,0,0,0,"10.3872708333333","10.6872708333333","2452","","PC(14:1_26:0)+H",0,0,0,0,0,0,0,0,0,0,0,"10.3872708333333","10.6872708333333","2452","","PC(14:1_26:0)+H",0,0,0,0,0,0,0,0,0,0,0,"10.3872708333333","10.6872708333333","2452","","PC(14:1_26:0)+H",0,0,0,0,0,0,0,0,0,0,0,"10.3872708333333","10.6872708333333","2452","","PC(14:1_26:0)+H",0,0,0,0,0,0,0,0,0,0,0,"10.3872708333333","10.6872708333333","2452","","PC(14:1_26:0)+H","844.67904","661.613","559.412211","389.208811","618.48571","448.28231","466.29289","636.49629","283.22683","453.43023","184.07332","10.3872708333333","10.6872708333333","2452"
"","PC(15:0_15:0)+H",1,1,0,0,0,0,0,0,0,0,1,"6.02765","6.32765","188","","PC(15:0_15:0)+H",6.168828,6.163639,0,0,0,0,0,0,0,0,6.168828,"6.02765","6.32765","188","","PC(15:0_15:0)+H",3,3,0,0,0,0,0,0,0,0,3,"6.02765","6.32765","188","","PC(15:0_15:0)+H",1563772,8754.005,0,0,0,0,0,0,0,0,18016530,"6.02765","6.32765","188","","PC(15:0_15:0)+H",706.538766666667,523.4733,0,0,0,0,0,0,0,0,184.073433333333,"6.02765","6.32765","188","","PC(15:0_15:0)+H","706.53824","523.4722","405.240111","405.240111","464.31361","464.31361","482.32419","482.32419","299.25813","299.25813","184.07332","6.02765","6.32765","188"
"","PC(15:0_15:1)+H",1,1,0,0,0,0,0,0,0,0,1,"4.889025","5.189025","340","","PC(15:0_15:1)+H",5.068664,5.068664,0,0,0,0,0,0,0,0,5.068664,"4.889025","5.189025","340","","PC(15:0_15:1)+H",2,2,0,0,0,0,0,0,0,0,2,"4.889025","5.189025","340","","PC(15:0_15:1)+H",570787,4017.501,0,0,0,0,0,0,0,0,5020189,"4.889025","5.189025","340","","PC(15:0_15:1)+H",704.5241,521.45725,0,0,0,0,0,0,0,0,184.07375,"4.889025","5.189025","340","","PC(15:0_15:1)+H","704.52254","521.4565","403.224411","405.240111","462.29791","464.31361","482.32419","480.30849","299.25813","297.24243","184.07332","4.889025","5.189025","340"
"","PC(15:0_15:1)+H",0,0,0,0,0,0,0,0,0,0,0,"5.52259444444444","5.82259444444444","9928","","PC(15:0_15:1)+H",0,0,0,0,0,0,0,0,0,0,0,"5.52259444444444","5.82259444444444","9928","","PC(15:0_15:1)+H",0,0,0,0,0,0,0,0,0,0,0,"5.52259444444444","5.82259444444444","9928","","PC(15:0_15:1)+H",0,0,0,0,0,0,0,0,0,0,0,"5.52259444444444","5.82259444444444","9928","","PC(15:0_15:1)+H",0,0,0,0,0,0,0,0,0,0,0,"5.52259444444444","5.82259444444444","9928","","PC(15:0_15:1)+H","704.52254","521.4565","403.224411","405.240111","462.29791","464.31361","482.32419","480.30849","299.25813","297.24243","184.07332","5.52259444444444","5.82259444444444","9928"
"","PC(15:0_15:1)+H",0,0,0,0,0,0,0,0,0,0,0,"7.02406805555556","7.32406805555556","16090","","PC(15:0_15:1)+H",0,0,0,0,0,0,0,0,0,0,0,"7.02406805555556","7.32406805555556","16090","","PC(15:0_15:1)+H",0,0,0,0,0,0,0,0,0,0,0,"7.02406805555556","7.32406805555556","16090","","PC(15:0_15:1)+H",0,0,0,0,0,0,0,0,0,0,0,"7.02406805555556","7.32406805555556","16090","","PC(15:0_15:1)+H",0,0,0,0,0,0,0,0,0,0,0,"7.02406805555556","7.32406805555556","16090","","PC(15:0_15:1)+H","704.52254","521.4565","403.224411","405.240111","462.29791","464.31361","482.32419","480.30849","299.25813","297.24243","184.07332","7.02406805555556","7.32406805555556","16090"
"","PC(15:0_15:1)+H",0,0,0,0,0,0,0,0,0,0,0,"6.90816111111111","7.20816111111111","18891","","PC(15:0_15:1)+H",0,0,0,0,0,0,0,0,0,0,0,"6.90816111111111","7.20816111111111","18891","","PC(15:0_15:1)+H",0,0,0,0,0,0,0,0,0,0,0,"6.90816111111111","7.20816111111111","18891","","PC(15:0_15:1)+H",0,0,0,0,0,0,0,0,0,0,0,"6.90816111111111","7.20816111111111","18891","","PC(15:0_15:1)+H",0,0,0,0,0,0,0,0,0,0,0,"6.90816111111111","7.20816111111111","18891","","PC(15:0_15:1)+H","704.52254","521.4565","403.224411","405.240111","462.29791","464.31361","482.32419","480.30849","299.25813","297.24243","184.07332","6.90816111111111","7.20816111111111","18891"
"","PC(15:0_16:0)+H",1,0,0,0,0,0,0,0,0,0,1,"8.64666527777777","8.94666527777777","95","","PC(15:0_16:0)+H",8.815608,0,0,0,0,0,0,0,0,0,8.815608,"8.64666527777777","8.94666527777777","95","","PC(15:0_16:0)+H",2,0,0,0,0,0,0,0,0,0,2,"8.64666527777777","8.94666527777777","95","","PC(15:0_16:0)+H",73318.2,0,0,0,0,0,0,0,0,0,24206.71,"8.64666527777777","8.94666527777777","95","","PC(15:0_16:0)+H",720.5545,0,0,0,0,0,0,0,0,0,184.07355,"8.64666527777777","8.94666527777777","95","","PC(15:0_16:0)+H","720.55384","537.4878","419.255711","405.240111","478.32921","464.31361","482.32419","496.33979","299.25813","313.27373","184.07332","8.64666527777777","8.94666527777777","95"
