"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","OxLPC","[M+Na]+","Mna-PC","Mna-TrimethylAmine","Mna-NaPC","Mna-tail1&TrimethylAmine","PC Head","RT_min","RT_max","Comment","RT at Max Intensity","OxLPC","[M+Na]+","Mna-PC","Mna-TrimethylAmine","Mna-NaPC","Mna-tail1&TrimethylAmine","PC Head","RT_min","RT_max","Comment","Number of Scans","OxLPC","[M+Na]+","Mna-PC","Mna-TrimethylAmine","Mna-NaPC","Mna-tail1&TrimethylAmine","PC Head","RT_min","RT_max","Comment","Max Intensity","OxLPC","[M+Na]+","Mna-PC","Mna-TrimethylAmine","Mna-NaPC","Mna-tail1&TrimethylAmine","PC Head","RT_min","RT_max","Comment","Average m/z","OxLPC","[M+Na]+","Mna-PC","Mna-TrimethylAmine","Mna-NaPC","Mna-tail1&TrimethylAmine","PC Head","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","OxLPC","[M+Na]+","Mna-PC","Mna-TrimethylAmine","Mna-NaPC","Mna-tail1&TrimethylAmine","PC Head","RT_min","RT_max","Comment"
"","OxLPC(16:1(OOO))+Na",1,0,0,0,0,0,"9.09676666666667","9.39676666666667","9238","","OxLPC(16:1(OOO))+Na",9.352756,0,0,0,0,0,"9.09676666666667","9.39676666666667","9238","","OxLPC(16:1(OOO))+Na",2,0,0,0,0,0,"9.09676666666667","9.39676666666667","9238","","OxLPC(16:1(OOO))+Na",34486.81,0,0,0,0,0,"9.09676666666667","9.39676666666667","9238","","OxLPC(16:1(OOO))+Na",564.2915,0,0,0,0,0,"9.09676666666667","9.39676666666667","9238","","OxLPC(16:1(OOO))+Na","564.29034","381.22434","505.21684","359.24234","76.866585","184.07332","9.09676666666667","9.39676666666667","9238"
"","OxLPC(18:1(OOO))+Na",0,0,0,0,0,0,"0.378029166666667","0.678029166666667","11650","","OxLPC(18:1(OOO))+Na",0,0,0,0,0,0,"0.378029166666667","0.678029166666667","11650","","OxLPC(18:1(OOO))+Na",0,0,0,0,0,0,"0.378029166666667","0.678029166666667","11650","","OxLPC(18:1(OOO))+Na",0,0,0,0,0,0,"0.378029166666667","0.678029166666667","11650","","OxLPC(18:1(OOO))+Na",0,0,0,0,0,0,"0.378029166666667","0.678029166666667","11650","","OxLPC(18:1(OOO))+Na","592.32164","409.25564","533.24814","387.27364","76.866585","184.07332","0.378029166666667","0.678029166666667","11650"
"","OxLPC(18:4(OOO))+Na",0,0,0,0,0,0,"1.3296625","1.6296625","5626","","OxLPC(18:4(OOO))+Na",0,0,0,0,0,0,"1.3296625","1.6296625","5626","","OxLPC(18:4(OOO))+Na",0,0,0,0,0,0,"1.3296625","1.6296625","5626","","OxLPC(18:4(OOO))+Na",0,0,0,0,0,0,"1.3296625","1.6296625","5626","","OxLPC(18:4(OOO))+Na",0,0,0,0,0,0,"1.3296625","1.6296625","5626","","OxLPC(18:4(OOO))+Na","586.27464","403.20864","527.20114","381.22664","76.866585","184.07332","1.3296625","1.6296625","5626"
"","OxLPC(24:1(OOO))+Na",0,0,0,0,0,0,"1.04389166666667","1.34389166666667","10733","","OxLPC(24:1(OOO))+Na",0,0,0,0,0,0,"1.04389166666667","1.34389166666667","10733","","OxLPC(24:1(OOO))+Na",0,0,0,0,0,0,"1.04389166666667","1.34389166666667","10733","","OxLPC(24:1(OOO))+Na",0,0,0,0,0,0,"1.04389166666667","1.34389166666667","10733","","OxLPC(24:1(OOO))+Na",0,0,0,0,0,0,"1.04389166666667","1.34389166666667","10733","","OxLPC(24:1(OOO))+Na","676.41554","493.34954","617.34204","471.36754","76.866585","184.07332","1.04389166666667","1.34389166666667","10733"
"","OxLPC(17:2(OOOO))+Na",0,0,0,0,0,0,"10.0146444444444","10.3146444444444","11311","","OxLPC(17:2(OOOO))+Na",0,0,0,0,0,0,"10.0146444444444","10.3146444444444","11311","","OxLPC(17:2(OOOO))+Na",0,0,0,0,0,0,"10.0146444444444","10.3146444444444","11311","","OxLPC(17:2(OOOO))+Na",0,0,0,0,0,0,"10.0146444444444","10.3146444444444","11311","","OxLPC(17:2(OOOO))+Na",0,0,0,0,0,0,"10.0146444444444","10.3146444444444","11311","","OxLPC(17:2(OOOO))+Na","592.28526","409.21926","533.21176","387.23726","76.866585","184.07332","10.0146444444444","10.3146444444444","11311"
"","OxLPC(22:6(OOOO))+Na",0,0,0,0,0,0,"1.811375","2.111375","7565","","OxLPC(22:6(OOOO))+Na",0,0,0,0,0,0,"1.811375","2.111375","7565","","OxLPC(22:6(OOOO))+Na",0,0,0,0,0,0,"1.811375","2.111375","7565","","OxLPC(22:6(OOOO))+Na",0,0,0,0,0,0,"1.811375","2.111375","7565","","OxLPC(22:6(OOOO))+Na",0,0,0,0,0,0,"1.811375","2.111375","7565","","OxLPC(22:6(OOOO))+Na","654.30086","471.23486","595.22736","449.25286","76.866585","184.07332","1.811375","2.111375","7565"
"","OxLPC(16:1(Ke))+Na",0,0,0,1,0,0,"0.5959875","0.8959875","2211","","OxLPC(16:1(Ke))+Na",0,0,0,0.8428669,0,0,"0.5959875","0.8959875","2211","","OxLPC(16:1(Ke))+Na",0,0,0,1,0,0,"0.5959875","0.8959875","2211","","OxLPC(16:1(Ke))+Na",0,0,0,10304.27,0,0,"0.5959875","0.8959875","2211","","OxLPC(16:1(Ke))+Na",0,0,0,325.2376,0,0,"0.5959875","0.8959875","2211","","OxLPC(16:1(Ke))+Na","530.28484","347.21884","471.21134","325.23684","76.866585","184.07332","0.5959875","0.8959875","2211"
"","OxLPC(17:1(Ke))+Na",0,0,0,0,0,0,"1.89569166666667","2.19569166666667","6040","","OxLPC(17:1(Ke))+Na",0,0,0,0,0,0,"1.89569166666667","2.19569166666667","6040","","OxLPC(17:1(Ke))+Na",0,0,0,0,0,0,"1.89569166666667","2.19569166666667","6040","","OxLPC(17:1(Ke))+Na",0,0,0,0,0,0,"1.89569166666667","2.19569166666667","6040","","OxLPC(17:1(Ke))+Na",0,0,0,0,0,0,"1.89569166666667","2.19569166666667","6040","","OxLPC(17:1(Ke))+Na","544.30044","361.23444","485.22694","339.25244","76.866585","184.07332","1.89569166666667","2.19569166666667","6040"
"","OxLPC(17:2(Ke))+Na",0,0,0,0,0,0,"6.43124861111111","6.73124861111111","4247","","OxLPC(17:2(Ke))+Na",0,0,0,0,0,0,"6.43124861111111","6.73124861111111","4247","","OxLPC(17:2(Ke))+Na",0,0,0,0,0,0,"6.43124861111111","6.73124861111111","4247","","OxLPC(17:2(Ke))+Na",0,0,0,0,0,0,"6.43124861111111","6.73124861111111","4247","","OxLPC(17:2(Ke))+Na",0,0,0,0,0,0,"6.43124861111111","6.73124861111111","4247","","OxLPC(17:2(Ke))+Na","542.28484","359.21884","483.21134","337.23684","76.866585","184.07332","6.43124861111111","6.73124861111111","4247"
"","OxLPC(17:2(Ke))+Na",0,0,0,0,0,0,"7.49432361111111","7.79432361111111","15166","","OxLPC(17:2(Ke))+Na",0,0,0,0,0,0,"7.49432361111111","7.79432361111111","15166","","OxLPC(17:2(Ke))+Na",0,0,0,0,0,0,"7.49432361111111","7.79432361111111","15166","","OxLPC(17:2(Ke))+Na",0,0,0,0,0,0,"7.49432361111111","7.79432361111111","15166","","OxLPC(17:2(Ke))+Na",0,0,0,0,0,0,"7.49432361111111","7.79432361111111","15166","","OxLPC(17:2(Ke))+Na","542.28484","359.21884","483.21134","337.23684","76.866585","184.07332","7.49432361111111","7.79432361111111","15166"
"","OxLPC(18:2(Ke))+Na",0,0,0,0,0,0,"0.674243939393939","0.974243939393939","11748","","OxLPC(18:2(Ke))+Na",0,0,0,0,0,0,"0.674243939393939","0.974243939393939","11748","","OxLPC(18:2(Ke))+Na",0,0,0,0,0,0,"0.674243939393939","0.974243939393939","11748","","OxLPC(18:2(Ke))+Na",0,0,0,0,0,0,"0.674243939393939","0.974243939393939","11748","","OxLPC(18:2(Ke))+Na",0,0,0,0,0,0,"0.674243939393939","0.974243939393939","11748","","OxLPC(18:2(Ke))+Na","556.30044","373.23444","497.22694","351.25244","76.866585","184.07332","0.674243939393939","0.974243939393939","11748"
"","OxLPC(18:3(Ke))+Na",0,0,0,0,0,0,"0.541672222222222","0.841672222222222","3617","","OxLPC(18:3(Ke))+Na",0,0,0,0,0,0,"0.541672222222222","0.841672222222222","3617","","OxLPC(18:3(Ke))+Na",0,0,0,0,0,0,"0.541672222222222","0.841672222222222","3617","","OxLPC(18:3(Ke))+Na",0,0,0,0,0,0,"0.541672222222222","0.841672222222222","3617","","OxLPC(18:3(Ke))+Na",0,0,0,0,0,0,"0.541672222222222","0.841672222222222","3617","","OxLPC(18:3(Ke))+Na","554.28484","371.21884","495.21134","349.23684","76.866585","184.07332","0.541672222222222","0.841672222222222","3617"
"","OxLPC(24:1(Ke))+Na",0,0,0,0,0,0,"8.54689027777778","8.84689027777778","6569","","OxLPC(24:1(Ke))+Na",0,0,0,0,0,0,"8.54689027777778","8.84689027777778","6569","","OxLPC(24:1(Ke))+Na",0,0,0,0,0,0,"8.54689027777778","8.84689027777778","6569","","OxLPC(24:1(Ke))+Na",0,0,0,0,0,0,"8.54689027777778","8.84689027777778","6569","","OxLPC(24:1(Ke))+Na",0,0,0,0,0,0,"8.54689027777778","8.84689027777778","6569","","OxLPC(24:1(Ke))+Na","642.41004","459.34404","583.33654","437.36204","76.866585","184.07332","8.54689027777778","8.84689027777778","6569"
"","OxLPC(24:1(Ke))+Na",0,0,0,0,0,0,"9.46787424242424","9.76787424242424","15431","","OxLPC(24:1(Ke))+Na",0,0,0,0,0,0,"9.46787424242424","9.76787424242424","15431","","OxLPC(24:1(Ke))+Na",0,0,0,0,0,0,"9.46787424242424","9.76787424242424","15431","","OxLPC(24:1(Ke))+Na",0,0,0,0,0,0,"9.46787424242424","9.76787424242424","15431","","OxLPC(24:1(Ke))+Na",0,0,0,0,0,0,"9.46787424242424","9.76787424242424","15431","","OxLPC(24:1(Ke))+Na","642.41004","459.34404","583.33654","437.36204","76.866585","184.07332","9.46787424242424","9.76787424242424","15431"
"","OxLPC(17:1(Ke,OH))+Na",0,0,0,0,0,0,"7.49951805555555","7.79951805555555","1330","","OxLPC(17:1(Ke,OH))+Na",0,0,0,0,0,0,"7.49951805555555","7.79951805555555","1330","","OxLPC(17:1(Ke,OH))+Na",0,0,0,0,0,0,"7.49951805555555","7.79951805555555","1330","","OxLPC(17:1(Ke,OH))+Na",0,0,0,0,0,0,"7.49951805555555","7.79951805555555","1330","","OxLPC(17:1(Ke,OH))+Na",0,0,0,0,0,0,"7.49951805555555","7.79951805555555","1330","","OxLPC(17:1(Ke,OH))+Na","560.29536","377.22936","501.22186","355.24736","76.866585","184.07332","7.49951805555555","7.79951805555555","1330"
"","OxLPC(17:1(Ke,OH))+Na",0,0,0,0,0,0,"6.41087777777778","6.71087777777778","2398","","OxLPC(17:1(Ke,OH))+Na",0,0,0,0,0,0,"6.41087777777778","6.71087777777778","2398","","OxLPC(17:1(Ke,OH))+Na",0,0,0,0,0,0,"6.41087777777778","6.71087777777778","2398","","OxLPC(17:1(Ke,OH))+Na",0,0,0,0,0,0,"6.41087777777778","6.71087777777778","2398","","OxLPC(17:1(Ke,OH))+Na",0,0,0,0,0,0,"6.41087777777778","6.71087777777778","2398","","OxLPC(17:1(Ke,OH))+Na","560.29536","377.22936","501.22186","355.24736","76.866585","184.07332","6.41087777777778","6.71087777777778","2398"
"","OxLPC(17:1(Ke,OH))+Na",0,0,0,0,0,0,"8.55429444444444","8.85429444444444","6910","","OxLPC(17:1(Ke,OH))+Na",0,0,0,0,0,0,"8.55429444444444","8.85429444444444","6910","","OxLPC(17:1(Ke,OH))+Na",0,0,0,0,0,0,"8.55429444444444","8.85429444444444","6910","","OxLPC(17:1(Ke,OH))+Na",0,0,0,0,0,0,"8.55429444444444","8.85429444444444","6910","","OxLPC(17:1(Ke,OH))+Na",0,0,0,0,0,0,"8.55429444444444","8.85429444444444","6910","","OxLPC(17:1(Ke,OH))+Na","560.29536","377.22936","501.22186","355.24736","76.866585","184.07332","8.55429444444444","8.85429444444444","6910"
"","OxLPC(17:1(Ke,OH))+Na",0,0,0,0,0,0,"7.66776944444444","7.96776944444444","14866","","OxLPC(17:1(Ke,OH))+Na",0,0,0,0,0,0,"7.66776944444444","7.96776944444444","14866","","OxLPC(17:1(Ke,OH))+Na",0,0,0,0,0,0,"7.66776944444444","7.96776944444444","14866","","OxLPC(17:1(Ke,OH))+Na",0,0,0,0,0,0,"7.66776944444444","7.96776944444444","14866","","OxLPC(17:1(Ke,OH))+Na",0,0,0,0,0,0,"7.66776944444444","7.96776944444444","14866","","OxLPC(17:1(Ke,OH))+Na","560.29536","377.22936","501.22186","355.24736","76.866585","184.07332","7.66776944444444","7.96776944444444","14866"
"","OxLPC(17:1(Ke,OH))+Na",0,0,0,0,0,0,"6.39903055555556","6.69903055555556","17177","","OxLPC(17:1(Ke,OH))+Na",0,0,0,0,0,0,"6.39903055555556","6.69903055555556","17177","","OxLPC(17:1(Ke,OH))+Na",0,0,0,0,0,0,"6.39903055555556","6.69903055555556","17177","","OxLPC(17:1(Ke,OH))+Na",0,0,0,0,0,0,"6.39903055555556","6.69903055555556","17177","","OxLPC(17:1(Ke,OH))+Na",0,0,0,0,0,0,"6.39903055555556","6.69903055555556","17177","","OxLPC(17:1(Ke,OH))+Na","560.29536","377.22936","501.22186","355.24736","76.866585","184.07332","6.39903055555556","6.69903055555556","17177"
"","OxLPC(17:2(Ke,OH))+Na",0,0,0,0,0,0,"5.61840833333333","5.91840833333333","8166","","OxLPC(17:2(Ke,OH))+Na",0,0,0,0,0,0,"5.61840833333333","5.91840833333333","8166","","OxLPC(17:2(Ke,OH))+Na",0,0,0,0,0,0,"5.61840833333333","5.91840833333333","8166","","OxLPC(17:2(Ke,OH))+Na",0,0,0,0,0,0,"5.61840833333333","5.91840833333333","8166","","OxLPC(17:2(Ke,OH))+Na",0,0,0,0,0,0,"5.61840833333333","5.91840833333333","8166","","OxLPC(17:2(Ke,OH))+Na","558.27976","375.21376","499.20626","353.23176","76.866585","184.07332","5.61840833333333","5.91840833333333","8166"
"","OxLPC(20:2(Ke,OH))+Na",0,0,0,0,0,0,"1.025275","1.325275","4678","","OxLPC(20:2(Ke,OH))+Na",0,0,0,0,0,0,"1.025275","1.325275","4678","","OxLPC(20:2(Ke,OH))+Na",0,0,0,0,0,0,"1.025275","1.325275","4678","","OxLPC(20:2(Ke,OH))+Na",0,0,0,0,0,0,"1.025275","1.325275","4678","","OxLPC(20:2(Ke,OH))+Na",0,0,0,0,0,0,"1.025275","1.325275","4678","","OxLPC(20:2(Ke,OH))+Na","600.32666","417.26066","541.25316","395.27866","76.866585","184.07332","1.025275","1.325275","4678"
"","OxLPC(22:2(Ke,OH))+Na",0,0,0,0,0,0,"1.55190416666667","1.85190416666667","3698","","OxLPC(22:2(Ke,OH))+Na",0,0,0,0,0,0,"1.55190416666667","1.85190416666667","3698","","OxLPC(22:2(Ke,OH))+Na",0,0,0,0,0,0,"1.55190416666667","1.85190416666667","3698","","OxLPC(22:2(Ke,OH))+Na",0,0,0,0,0,0,"1.55190416666667","1.85190416666667","3698","","OxLPC(22:2(Ke,OH))+Na",0,0,0,0,0,0,"1.55190416666667","1.85190416666667","3698","","OxLPC(22:2(Ke,OH))+Na","628.35796","445.29196","569.28446","423.30996","76.866585","184.07332","1.55190416666667","1.85190416666667","3698"
"","OxLPC(22:2(Ke,OH))+Na",0,0,0,0,0,0,"1.80304166666667","2.10304166666667","4860","","OxLPC(22:2(Ke,OH))+Na",0,0,0,0,0,0,"1.80304166666667","2.10304166666667","4860","","OxLPC(22:2(Ke,OH))+Na",0,0,0,0,0,0,"1.80304166666667","2.10304166666667","4860","","OxLPC(22:2(Ke,OH))+Na",0,0,0,0,0,0,"1.80304166666667","2.10304166666667","4860","","OxLPC(22:2(Ke,OH))+Na",0,0,0,0,0,0,"1.80304166666667","2.10304166666667","4860","","OxLPC(22:2(Ke,OH))+Na","628.35796","445.29196","569.28446","423.30996","76.866585","184.07332","1.80304166666667","2.10304166666667","4860"
"","OxLPC(22:6(Ke,OH))+Na",1,0,0,0,0,0,"10.9111680555556","11.2111680555556","4223","","OxLPC(22:6(Ke,OH))+Na",11.04439,0,0,0,0,0,"10.9111680555556","11.2111680555556","4223","","OxLPC(22:6(Ke,OH))+Na",1,0,0,0,0,0,"10.9111680555556","11.2111680555556","4223","","OxLPC(22:6(Ke,OH))+Na",49239.06,0,0,0,0,0,"10.9111680555556","11.2111680555556","4223","","OxLPC(22:6(Ke,OH))+Na",620.2974,0,0,0,0,0,"10.9111680555556","11.2111680555556","4223","","OxLPC(22:6(Ke,OH))+Na","620.29536","437.22936","561.22186","415.24736","76.866585","184.07332","10.9111680555556","11.2111680555556","4223"
"","OxLPC(22:6(Ke,OH))+Na",0,0,0,0,0,0,"1.39605555555556","1.69605555555556","17000","","OxLPC(22:6(Ke,OH))+Na",0,0,0,0,0,0,"1.39605555555556","1.69605555555556","17000","","OxLPC(22:6(Ke,OH))+Na",0,0,0,0,0,0,"1.39605555555556","1.69605555555556","17000","","OxLPC(22:6(Ke,OH))+Na",0,0,0,0,0,0,"1.39605555555556","1.69605555555556","17000","","OxLPC(22:6(Ke,OH))+Na",0,0,0,0,0,0,"1.39605555555556","1.69605555555556","17000","","OxLPC(22:6(Ke,OH))+Na","620.29536","437.22936","561.22186","415.24736","76.866585","184.07332","1.39605555555556","1.69605555555556","17000"
