"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","OxLPC","[M+H]+","MH-PC","MH-Tail1+H2O","PC Head","exp1","exp2","exp3","RT_min","RT_max","Comment","RT at Max Intensity","OxLPC","[M+H]+","MH-PC","MH-Tail1+H2O","PC Head","exp1","exp2","exp3","RT_min","RT_max","Comment","Number of Scans","OxLPC","[M+H]+","MH-PC","MH-Tail1+H2O","PC Head","exp1","exp2","exp3","RT_min","RT_max","Comment","Max Intensity","OxLPC","[M+H]+","MH-PC","MH-Tail1+H2O","PC Head","exp1","exp2","exp3","RT_min","RT_max","Comment","Average m/z","OxLPC","[M+H]+","MH-PC","MH-Tail1+H2O","PC Head","exp1","exp2","exp3","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","OxLPC","[M+H]+","MH-PC","MH-Tail1+H2O","PC Head","exp1","exp2","exp3","RT_min","RT_max","Comment"
"","OxLPC(17:2(OO))+H",0,0,0,0,0,0,0,"8.54689027777778","8.84689027777778","5114","","OxLPC(17:2(OO))+H",0,0,0,0,0,0,0,"8.54689027777778","8.84689027777778","5114","","OxLPC(17:2(OO))+H",0,0,0,0,0,0,0,"8.54689027777778","8.84689027777778","5114","","OxLPC(17:2(OO))+H",0,0,0,0,0,0,0,"8.54689027777778","8.84689027777778","5114","","OxLPC(17:2(OO))+H",0,0,0,0,0,0,0,"8.54689027777778","8.84689027777778","5114","","OxLPC(17:2(OO))+H","538.31404","355.24804","258.11015","184.07332","124.9994","104.1069","86.0963","8.54689027777778","8.84689027777778","5114"
"","OxLPC(17:2(OO))+H",0,0,0,0,0,0,0,"7.49432638888889","7.79432638888889","15255","","OxLPC(17:2(OO))+H",0,0,0,0,0,0,0,"7.49432638888889","7.79432638888889","15255","","OxLPC(17:2(OO))+H",0,0,0,0,0,0,0,"7.49432638888889","7.79432638888889","15255","","OxLPC(17:2(OO))+H",0,0,0,0,0,0,0,"7.49432638888889","7.79432638888889","15255","","OxLPC(17:2(OO))+H",0,0,0,0,0,0,0,"7.49432638888889","7.79432638888889","15255","","OxLPC(17:2(OO))+H","538.31404","355.24804","258.11015","184.07332","124.9994","104.1069","86.0963","7.49432638888889","7.79432638888889","15255"
"","OxLPC(20:2(OO))+H",0,0,0,0,0,0,0,"0.816355555555556","1.11635555555556","4143","","OxLPC(20:2(OO))+H",0,0,0,0,0,0,0,"0.816355555555556","1.11635555555556","4143","","OxLPC(20:2(OO))+H",0,0,0,0,0,0,0,"0.816355555555556","1.11635555555556","4143","","OxLPC(20:2(OO))+H",0,0,0,0,0,0,0,"0.816355555555556","1.11635555555556","4143","","OxLPC(20:2(OO))+H",0,0,0,0,0,0,0,"0.816355555555556","1.11635555555556","4143","","OxLPC(20:2(OO))+H","580.36094","397.29494","258.11015","184.07332","124.9994","104.1069","86.0963","0.816355555555556","1.11635555555556","4143"
"","OxLPC(22:2(OO))+H",0,0,0,0,0,0,0,"1.29779305555556","1.59779305555556","9894","","OxLPC(22:2(OO))+H",0,0,0,0,0,0,0,"1.29779305555556","1.59779305555556","9894","","OxLPC(22:2(OO))+H",0,0,0,0,0,0,0,"1.29779305555556","1.59779305555556","9894","","OxLPC(22:2(OO))+H",0,0,0,0,0,0,0,"1.29779305555556","1.59779305555556","9894","","OxLPC(22:2(OO))+H",0,0,0,0,0,0,0,"1.29779305555556","1.59779305555556","9894","","OxLPC(22:2(OO))+H","608.39224","425.32624","258.11015","184.07332","124.9994","104.1069","86.0963","1.29779305555556","1.59779305555556","9894"
"","OxLPC(22:2(OO))+H",0,0,0,0,0,0,0,"7.21992575757576","7.51992575757576","18886","","OxLPC(22:2(OO))+H",0,0,0,0,0,0,0,"7.21992575757576","7.51992575757576","18886","","OxLPC(22:2(OO))+H",0,0,0,0,0,0,0,"7.21992575757576","7.51992575757576","18886","","OxLPC(22:2(OO))+H",0,0,0,0,0,0,0,"7.21992575757576","7.51992575757576","18886","","OxLPC(22:2(OO))+H",0,0,0,0,0,0,0,"7.21992575757576","7.51992575757576","18886","","OxLPC(22:2(OO))+H","608.39224","425.32624","258.11015","184.07332","124.9994","104.1069","86.0963","7.21992575757576","7.51992575757576","18886"
"","OxLPC(22:6(OO))+H",0,0,0,0,0,0,0,"1.025275","1.325275","4678","","OxLPC(22:6(OO))+H",0,0,0,0,0,0,0,"1.025275","1.325275","4678","","OxLPC(22:6(OO))+H",0,0,0,0,0,0,0,"1.025275","1.325275","4678","","OxLPC(22:6(OO))+H",0,0,0,0,0,0,0,"1.025275","1.325275","4678","","OxLPC(22:6(OO))+H",0,0,0,0,0,0,0,"1.025275","1.325275","4678","","OxLPC(22:6(OO))+H","600.32964","417.26364","258.11015","184.07332","124.9994","104.1069","86.0963","1.025275","1.325275","4678"
"","OxLPC(18:2(OOO))+H",0,0,0,0,0,0,0,"0.335309090909091","0.635309090909091","9300","","OxLPC(18:2(OOO))+H",0,0,0,0,0,0,0,"0.335309090909091","0.635309090909091","9300","","OxLPC(18:2(OOO))+H",0,0,0,0,0,0,0,"0.335309090909091","0.635309090909091","9300","","OxLPC(18:2(OOO))+H",0,0,0,0,0,0,0,"0.335309090909091","0.635309090909091","9300","","OxLPC(18:2(OOO))+H",0,0,0,0,0,0,0,"0.335309090909091","0.635309090909091","9300","","OxLPC(18:2(OOO))+H","568.32456","385.25856","258.11015","184.07332","124.9994","104.1069","86.0963","0.335309090909091","0.635309090909091","9300"
"","OxLPC(18:4(OOO))+H",1,0,0,0,0,0,0,"9.09676666666667","9.39676666666667","9238","","OxLPC(18:4(OOO))+H",9.352756,0,0,0,0,0,0,"9.09676666666667","9.39676666666667","9238","","OxLPC(18:4(OOO))+H",2,0,0,0,0,0,0,"9.09676666666667","9.39676666666667","9238","","OxLPC(18:4(OOO))+H",34486.81,0,0,0,0,0,0,"9.09676666666667","9.39676666666667","9238","","OxLPC(18:4(OOO))+H",564.2915,0,0,0,0,0,0,"9.09676666666667","9.39676666666667","9238","","OxLPC(18:4(OOO))+H","564.29326","381.22726","258.11015","184.07332","124.9994","104.1069","86.0963","9.09676666666667","9.39676666666667","9238"
"","OxLPC(20:4(OOO))+H",0,0,0,0,0,0,0,"0.378029166666667","0.678029166666667","11650","","OxLPC(20:4(OOO))+H",0,0,0,0,0,0,0,"0.378029166666667","0.678029166666667","11650","","OxLPC(20:4(OOO))+H",0,0,0,0,0,0,0,"0.378029166666667","0.678029166666667","11650","","OxLPC(20:4(OOO))+H",0,0,0,0,0,0,0,"0.378029166666667","0.678029166666667","11650","","OxLPC(20:4(OOO))+H",0,0,0,0,0,0,0,"0.378029166666667","0.678029166666667","11650","","OxLPC(20:4(OOO))+H","592.32456","409.25856","258.11015","184.07332","124.9994","104.1069","86.0963","0.378029166666667","0.678029166666667","11650"
"","OxLPC(15:1(OOOO))+H",0,0,0,0,0,0,0,"1.41434583333333","1.71434583333333","17421","","OxLPC(15:1(OOOO))+H",0,0,0,0,0,0,0,"1.41434583333333","1.71434583333333","17421","","OxLPC(15:1(OOOO))+H",0,0,0,0,0,0,0,"1.41434583333333","1.71434583333333","17421","","OxLPC(15:1(OOOO))+H",0,0,0,0,0,0,0,"1.41434583333333","1.71434583333333","17421","","OxLPC(15:1(OOOO))+H",0,0,0,0,0,0,0,"1.41434583333333","1.71434583333333","17421","","OxLPC(15:1(OOOO))+H","544.28818","361.22218","258.11015","184.07332","124.9994","104.1069","86.0963","1.41434583333333","1.71434583333333","17421"
"","OxLPC(20:4(OOOO))+H",0,0,0,0,0,0,0,"1.27042083333333","1.57042083333333","3504","","OxLPC(20:4(OOOO))+H",0,0,0,0,0,0,0,"1.27042083333333","1.57042083333333","3504","","OxLPC(20:4(OOOO))+H",0,0,0,0,0,0,0,"1.27042083333333","1.57042083333333","3504","","OxLPC(20:4(OOOO))+H",0,0,0,0,0,0,0,"1.27042083333333","1.57042083333333","3504","","OxLPC(20:4(OOOO))+H",0,0,0,0,0,0,0,"1.27042083333333","1.57042083333333","3504","","OxLPC(20:4(OOOO))+H","608.31948","425.25348","258.11015","184.07332","124.9994","104.1069","86.0963","1.27042083333333","1.57042083333333","3504"
"","OxLPC(14:1(Ke))+H",0,0,0,0,0,0,0,"5.76906388888889","6.06906388888889","9759","","OxLPC(14:1(Ke))+H",0,0,0,0,0,0,0,"5.76906388888889","6.06906388888889","9759","","OxLPC(14:1(Ke))+H",0,0,0,0,0,0,0,"5.76906388888889","6.06906388888889","9759","","OxLPC(14:1(Ke))+H",0,0,0,0,0,0,0,"5.76906388888889","6.06906388888889","9759","","OxLPC(14:1(Ke))+H",0,0,0,0,0,0,0,"5.76906388888889","6.06906388888889","9759","","OxLPC(14:1(Ke))+H","480.27216","297.20616","258.11015","184.07332","124.9994","104.1069","86.0963","5.76906388888889","6.06906388888889","9759"
"","OxLPC(14:1(Ke))+H",0,0,0,0,0,0,0,"5.77136666666667","6.07136666666667","15358","","OxLPC(14:1(Ke))+H",0,0,0,0,0,0,0,"5.77136666666667","6.07136666666667","15358","","OxLPC(14:1(Ke))+H",0,0,0,0,0,0,0,"5.77136666666667","6.07136666666667","15358","","OxLPC(14:1(Ke))+H",0,0,0,0,0,0,0,"5.77136666666667","6.07136666666667","15358","","OxLPC(14:1(Ke))+H",0,0,0,0,0,0,0,"5.77136666666667","6.07136666666667","15358","","OxLPC(14:1(Ke))+H","480.27216","297.20616","258.11015","184.07332","124.9994","104.1069","86.0963","5.77136666666667","6.07136666666667","15358"
"","OxLPC(18:2(Ke))+H",0,0,0,0,0,0,0,"0.477716666666667","0.777716666666667","12320","","OxLPC(18:2(Ke))+H",0,0,0,0,0,0,0,"0.477716666666667","0.777716666666667","12320","","OxLPC(18:2(Ke))+H",0,0,0,0,0,0,0,"0.477716666666667","0.777716666666667","12320","","OxLPC(18:2(Ke))+H",0,0,0,0,0,0,0,"0.477716666666667","0.777716666666667","12320","","OxLPC(18:2(Ke))+H",0,0,0,0,0,0,0,"0.477716666666667","0.777716666666667","12320","","OxLPC(18:2(Ke))+H","534.31906","351.25306","258.11015","184.07332","124.9994","104.1069","86.0963","0.477716666666667","0.777716666666667","12320"
"","OxLPC(18:4(Ke))+H",0,0,0,0,0,1,1,"0.5959875","0.8959875","2211","","OxLPC(18:4(Ke))+H",0,0,0,0,0,0.8428669,0.8428669,"0.5959875","0.8959875","2211","","OxLPC(18:4(Ke))+H",0,0,0,0,0,1,1,"0.5959875","0.8959875","2211","","OxLPC(18:4(Ke))+H",0,0,0,0,0,36954.89,3931.051,"0.5959875","0.8959875","2211","","OxLPC(18:4(Ke))+H",0,0,0,0,0,104.1071,86.09652,"0.5959875","0.8959875","2211","","OxLPC(18:4(Ke))+H","530.28776","347.22176","258.11015","184.07332","124.9994","104.1069","86.0963","0.5959875","0.8959875","2211"
"","OxLPC(20:5(Ke))+H",0,0,0,0,0,0,0,"0.674243939393939","0.974243939393939","11748","","OxLPC(20:5(Ke))+H",0,0,0,0,0,0,0,"0.674243939393939","0.974243939393939","11748","","OxLPC(20:5(Ke))+H",0,0,0,0,0,0,0,"0.674243939393939","0.974243939393939","11748","","OxLPC(20:5(Ke))+H",0,0,0,0,0,0,0,"0.674243939393939","0.974243939393939","11748","","OxLPC(20:5(Ke))+H",0,0,0,0,0,0,0,"0.674243939393939","0.974243939393939","11748","","OxLPC(20:5(Ke))+H","556.30346","373.23746","258.11015","184.07332","124.9994","104.1069","86.0963","0.674243939393939","0.974243939393939","11748"
"","OxLPC(22:2(Ke))+H",0,0,0,0,0,0,0,"0.93341944444444","1.23341944444444","14595","","OxLPC(22:2(Ke))+H",0,0,0,0,0,0,0,"0.93341944444444","1.23341944444444","14595","","OxLPC(22:2(Ke))+H",0,0,0,0,0,0,0,"0.93341944444444","1.23341944444444","14595","","OxLPC(22:2(Ke))+H",0,0,0,0,0,0,0,"0.93341944444444","1.23341944444444","14595","","OxLPC(22:2(Ke))+H",0,0,0,0,0,0,0,"0.93341944444444","1.23341944444444","14595","","OxLPC(22:2(Ke))+H","590.38166","407.31566","258.11015","184.07332","124.9994","104.1069","86.0963","0.93341944444444","1.23341944444444","14595"
"","OxLPC(17:1(Ke,OH))+H",0,0,0,0,0,0,0,"0.824581944444444","1.12458194444444","3582","","OxLPC(17:1(Ke,OH))+H",0,0,0,0,0,0,0,"0.824581944444444","1.12458194444444","3582","","OxLPC(17:1(Ke,OH))+H",0,0,0,0,0,0,0,"0.824581944444444","1.12458194444444","3582","","OxLPC(17:1(Ke,OH))+H",0,0,0,0,0,0,0,"0.824581944444444","1.12458194444444","3582","","OxLPC(17:1(Ke,OH))+H",0,0,0,0,0,0,0,"0.824581944444444","1.12458194444444","3582","","OxLPC(17:1(Ke,OH))+H","538.31398","355.24798","258.11015","184.07332","124.9994","104.1069","86.0963","0.824581944444444","1.12458194444444","3582"
"","OxLPC(17:1(Ke,OH))+H",0,0,0,0,0,0,0,"8.54689027777778","8.84689027777778","5114","","OxLPC(17:1(Ke,OH))+H",0,0,0,0,0,0,0,"8.54689027777778","8.84689027777778","5114","","OxLPC(17:1(Ke,OH))+H",0,0,0,0,0,0,0,"8.54689027777778","8.84689027777778","5114","","OxLPC(17:1(Ke,OH))+H",0,0,0,0,0,0,0,"8.54689027777778","8.84689027777778","5114","","OxLPC(17:1(Ke,OH))+H",0,0,0,0,0,0,0,"8.54689027777778","8.84689027777778","5114","","OxLPC(17:1(Ke,OH))+H","538.31398","355.24798","258.11015","184.07332","124.9994","104.1069","86.0963","8.54689027777778","8.84689027777778","5114"
"","OxLPC(17:1(Ke,OH))+H",0,0,0,0,0,0,0,"7.49432638888889","7.79432638888889","15255","","OxLPC(17:1(Ke,OH))+H",0,0,0,0,0,0,0,"7.49432638888889","7.79432638888889","15255","","OxLPC(17:1(Ke,OH))+H",0,0,0,0,0,0,0,"7.49432638888889","7.79432638888889","15255","","OxLPC(17:1(Ke,OH))+H",0,0,0,0,0,0,0,"7.49432638888889","7.79432638888889","15255","","OxLPC(17:1(Ke,OH))+H",0,0,0,0,0,0,0,"7.49432638888889","7.79432638888889","15255","","OxLPC(17:1(Ke,OH))+H","538.31398","355.24798","258.11015","184.07332","124.9994","104.1069","86.0963","7.49432638888889","7.79432638888889","15255"
"","OxLPC(17:2(Ke,OH))+H",1,0,0,0,0,0,0,"7.71418472222222","8.01418472222222","2196","","OxLPC(17:2(Ke,OH))+H",7.986544,0,0,0,0,0,0,"7.71418472222222","8.01418472222222","2196","","OxLPC(17:2(Ke,OH))+H",1,0,0,0,0,0,0,"7.71418472222222","8.01418472222222","2196","","OxLPC(17:2(Ke,OH))+H",2397.907,0,0,0,0,0,0,"7.71418472222222","8.01418472222222","2196","","OxLPC(17:2(Ke,OH))+H",536.2967,0,0,0,0,0,0,"7.71418472222222","8.01418472222222","2196","","OxLPC(17:2(Ke,OH))+H","536.29838","353.23238","258.11015","184.07332","124.9994","104.1069","86.0963","7.71418472222222","8.01418472222222","2196"
"","OxLPC(17:2(Ke,OH))+H",0,0,0,0,0,0,0,"0.558641666666667","0.858641666666667","2728","","OxLPC(17:2(Ke,OH))+H",0,0,0,0,0,0,0,"0.558641666666667","0.858641666666667","2728","","OxLPC(17:2(Ke,OH))+H",0,0,0,0,0,0,0,"0.558641666666667","0.858641666666667","2728","","OxLPC(17:2(Ke,OH))+H",0,0,0,0,0,0,0,"0.558641666666667","0.858641666666667","2728","","OxLPC(17:2(Ke,OH))+H",0,0,0,0,0,0,0,"0.558641666666667","0.858641666666667","2728","","OxLPC(17:2(Ke,OH))+H","536.29838","353.23238","258.11015","184.07332","124.9994","104.1069","86.0963","0.558641666666667","0.858641666666667","2728"
"","OxLPC(17:2(Ke,OH))+H",0,0,0,0,0,0,0,"6.60281944444444","6.90281944444444","2804","","OxLPC(17:2(Ke,OH))+H",0,0,0,0,0,0,0,"6.60281944444444","6.90281944444444","2804","","OxLPC(17:2(Ke,OH))+H",0,0,0,0,0,0,0,"6.60281944444444","6.90281944444444","2804","","OxLPC(17:2(Ke,OH))+H",0,0,0,0,0,0,0,"6.60281944444444","6.90281944444444","2804","","OxLPC(17:2(Ke,OH))+H",0,0,0,0,0,0,0,"6.60281944444444","6.90281944444444","2804","","OxLPC(17:2(Ke,OH))+H","536.29838","353.23238","258.11015","184.07332","124.9994","104.1069","86.0963","6.60281944444444","6.90281944444444","2804"
"","OxLPC(17:2(Ke,OH))+H",0,0,0,0,0,0,0,"8.11355277777778","8.41355277777778","15946","","OxLPC(17:2(Ke,OH))+H",0,0,0,0,0,0,0,"8.11355277777778","8.41355277777778","15946","","OxLPC(17:2(Ke,OH))+H",0,0,0,0,0,0,0,"8.11355277777778","8.41355277777778","15946","","OxLPC(17:2(Ke,OH))+H",0,0,0,0,0,0,0,"8.11355277777778","8.41355277777778","15946","","OxLPC(17:2(Ke,OH))+H",0,0,0,0,0,0,0,"8.11355277777778","8.41355277777778","15946","","OxLPC(17:2(Ke,OH))+H","536.29838","353.23238","258.11015","184.07332","124.9994","104.1069","86.0963","8.11355277777778","8.41355277777778","15946"
"","OxLPC(20:1(Ke,OH))+H",0,0,0,0,0,0,0,"0.816355555555556","1.11635555555556","4143","","OxLPC(20:1(Ke,OH))+H",0,0,0,0,0,0,0,"0.816355555555556","1.11635555555556","4143","","OxLPC(20:1(Ke,OH))+H",0,0,0,0,0,0,0,"0.816355555555556","1.11635555555556","4143","","OxLPC(20:1(Ke,OH))+H",0,0,0,0,0,0,0,"0.816355555555556","1.11635555555556","4143","","OxLPC(20:1(Ke,OH))+H",0,0,0,0,0,0,0,"0.816355555555556","1.11635555555556","4143","","OxLPC(20:1(Ke,OH))+H","580.36098","397.29498","258.11015","184.07332","124.9994","104.1069","86.0963","0.816355555555556","1.11635555555556","4143"
"","OxLPC(22:1(Ke,OH))+H",0,0,0,0,0,0,0,"1.29779305555556","1.59779305555556","9894","","OxLPC(22:1(Ke,OH))+H",0,0,0,0,0,0,0,"1.29779305555556","1.59779305555556","9894","","OxLPC(22:1(Ke,OH))+H",0,0,0,0,0,0,0,"1.29779305555556","1.59779305555556","9894","","OxLPC(22:1(Ke,OH))+H",0,0,0,0,0,0,0,"1.29779305555556","1.59779305555556","9894","","OxLPC(22:1(Ke,OH))+H",0,0,0,0,0,0,0,"1.29779305555556","1.59779305555556","9894","","OxLPC(22:1(Ke,OH))+H","608.39228","425.32628","258.11015","184.07332","124.9994","104.1069","86.0963","1.29779305555556","1.59779305555556","9894"
"","OxLPC(22:1(Ke,OH))+H",0,0,0,0,0,0,0,"7.21992575757576","7.51992575757576","18886","","OxLPC(22:1(Ke,OH))+H",0,0,0,0,0,0,0,"7.21992575757576","7.51992575757576","18886","","OxLPC(22:1(Ke,OH))+H",0,0,0,0,0,0,0,"7.21992575757576","7.51992575757576","18886","","OxLPC(22:1(Ke,OH))+H",0,0,0,0,0,0,0,"7.21992575757576","7.51992575757576","18886","","OxLPC(22:1(Ke,OH))+H",0,0,0,0,0,0,0,"7.21992575757576","7.51992575757576","18886","","OxLPC(22:1(Ke,OH))+H","608.39228","425.32628","258.11015","184.07332","124.9994","104.1069","86.0963","7.21992575757576","7.51992575757576","18886"
"","OxLPC(22:5(Ke,OH))+H",0,0,0,0,0,0,0,"1.025275","1.325275","4678","","OxLPC(22:5(Ke,OH))+H",0,0,0,0,0,0,0,"1.025275","1.325275","4678","","OxLPC(22:5(Ke,OH))+H",0,0,0,0,0,0,0,"1.025275","1.325275","4678","","OxLPC(22:5(Ke,OH))+H",0,0,0,0,0,0,0,"1.025275","1.325275","4678","","OxLPC(22:5(Ke,OH))+H",0,0,0,0,0,0,0,"1.025275","1.325275","4678","","OxLPC(22:5(Ke,OH))+H","600.32968","417.26368","258.11015","184.07332","124.9994","104.1069","86.0963","1.025275","1.325275","4678"
"","OxLPC(24:1(Ke,OH))+H",0,0,0,0,0,0,0,"1.05930277777778","1.35930277777778","3506","","OxLPC(24:1(Ke,OH))+H",0,0,0,0,0,0,0,"1.05930277777778","1.35930277777778","3506","","OxLPC(24:1(Ke,OH))+H",0,0,0,0,0,0,0,"1.05930277777778","1.35930277777778","3506","","OxLPC(24:1(Ke,OH))+H",0,0,0,0,0,0,0,"1.05930277777778","1.35930277777778","3506","","OxLPC(24:1(Ke,OH))+H",0,0,0,0,0,0,0,"1.05930277777778","1.35930277777778","3506","","OxLPC(24:1(Ke,OH))+H","636.42358","453.35758","258.11015","184.07332","124.9994","104.1069","86.0963","1.05930277777778","1.35930277777778","3506"
