"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","GlcCer_NS","[M+H]+","[M-C6H10O5+H]+","[M-Hex-H2O+H]+","[M-Hex-2H2O+H]+","[Sph-H2O+H]+","[Sph-2H2O+H]+","[FAA+H]+","[Sph-CH4O2+H]+","RT_min","RT_max","Comment","RT at Max Intensity","GlcCer_NS","[M+H]+","[M-C6H10O5+H]+","[M-Hex-H2O+H]+","[M-Hex-2H2O+H]+","[Sph-H2O+H]+","[Sph-2H2O+H]+","[FAA+H]+","[Sph-CH4O2+H]+","RT_min","RT_max","Comment","Number of Scans","GlcCer_NS","[M+H]+","[M-C6H10O5+H]+","[M-Hex-H2O+H]+","[M-Hex-2H2O+H]+","[Sph-H2O+H]+","[Sph-2H2O+H]+","[FAA+H]+","[Sph-CH4O2+H]+","RT_min","RT_max","Comment","Max Intensity","GlcCer_NS","[M+H]+","[M-C6H10O5+H]+","[M-Hex-H2O+H]+","[M-Hex-2H2O+H]+","[Sph-H2O+H]+","[Sph-2H2O+H]+","[FAA+H]+","[Sph-CH4O2+H]+","RT_min","RT_max","Comment","Average m/z","GlcCer_NS","[M+H]+","[M-C6H10O5+H]+","[M-Hex-H2O+H]+","[M-Hex-2H2O+H]+","[Sph-H2O+H]+","[Sph-2H2O+H]+","[FAA+H]+","[Sph-CH4O2+H]+","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","GlcCer_NS","[M+H]+","[M-C6H10O5+H]+","[M-Hex-H2O+H]+","[M-Hex-2H2O+H]+","[Sph-H2O+H]+","[Sph-2H2O+H]+","[FAA+H]+","[Sph-CH4O2+H]+","RT_min","RT_max","Comment"
"","GlcCer_NS(d22:1/20:3)+H",1,0,0,0,0,0,0,0,"9.75620694444445","10.0562069444445","1035","","GlcCer_NS(d22:1/20:3)+H",9.912439,0,0,0,0,0,0,0,"9.75620694444445","10.0562069444445","1035","","GlcCer_NS(d22:1/20:3)+H",1,0,0,0,0,0,0,0,"9.75620694444445","10.0562069444445","1035","","GlcCer_NS(d22:1/20:3)+H",949616.6,0,0,0,0,0,0,0,"9.75620694444445","10.0562069444445","1035","","GlcCer_NS(d22:1/20:3)+H",806.6501,0,0,0,0,0,0,0,"9.75620694444445","10.0562069444445","1035","","GlcCer_NS(d22:1/20:3)+H","806.65102","644.59822","626.58762","608.57712","338.34176","320.33126","306.27918","308.33126","9.75620694444445","10.0562069444445","1035"
"","GlcCer_NS(d22:1/20:4)+H",0,0,0,0,0,0,0,0,"8.83414861111111","9.13414861111111","3000","","GlcCer_NS(d22:1/20:4)+H",0,0,0,0,0,0,0,0,"8.83414861111111","9.13414861111111","3000","","GlcCer_NS(d22:1/20:4)+H",0,0,0,0,0,0,0,0,"8.83414861111111","9.13414861111111","3000","","GlcCer_NS(d22:1/20:4)+H",0,0,0,0,0,0,0,0,"8.83414861111111","9.13414861111111","3000","","GlcCer_NS(d22:1/20:4)+H",0,0,0,0,0,0,0,0,"8.83414861111111","9.13414861111111","3000","","GlcCer_NS(d22:1/20:4)+H","804.63536","642.58256","624.57196","606.56146","338.34176","320.33126","304.26352","308.33126","8.83414861111111","9.13414861111111","3000"
"","GlcCer_NS(d22:1/21:0)+H",0,0,0,0,0,0,0,0,"11.1021833333333","11.4021833333333","4741","","GlcCer_NS(d22:1/21:0)+H",0,0,0,0,0,0,0,0,"11.1021833333333","11.4021833333333","4741","","GlcCer_NS(d22:1/21:0)+H",0,0,0,0,0,0,0,0,"11.1021833333333","11.4021833333333","4741","","GlcCer_NS(d22:1/21:0)+H",0,0,0,0,0,0,0,0,"11.1021833333333","11.4021833333333","4741","","GlcCer_NS(d22:1/21:0)+H",0,0,0,0,0,0,0,0,"11.1021833333333","11.4021833333333","4741","","GlcCer_NS(d22:1/21:0)+H","826.71366","664.66086","646.65026","628.63976","338.34176","320.33126","326.34182","308.33126","11.1021833333333","11.4021833333333","4741"
"","GlcCer_NS(d22:1/22:3)+H",1,0,0,0,0,0,0,0,"10.6725680555556","10.9725680555556","1332","","GlcCer_NS(d22:1/22:3)+H",10.84815,0,0,0,0,0,0,0,"10.6725680555556","10.9725680555556","1332","","GlcCer_NS(d22:1/22:3)+H",1,0,0,0,0,0,0,0,"10.6725680555556","10.9725680555556","1332","","GlcCer_NS(d22:1/22:3)+H",692174.5,0,0,0,0,0,0,0,"10.6725680555556","10.9725680555556","1332","","GlcCer_NS(d22:1/22:3)+H",834.681,0,0,0,0,0,0,0,"10.6725680555556","10.9725680555556","1332","","GlcCer_NS(d22:1/22:3)+H","834.68234","672.62954","654.61894","636.60844","338.34176","320.33126","334.3105","308.33126","10.6725680555556","10.9725680555556","1332"
"","GlcCer_NS(d22:1/22:4)+H",1,0,0,0,0,0,0,0,"9.67366805555556","9.97366805555556","1116","","GlcCer_NS(d22:1/22:4)+H",9.885846,0,0,0,0,0,0,0,"9.67366805555556","9.97366805555556","1116","","GlcCer_NS(d22:1/22:4)+H",1,0,0,0,0,0,0,0,"9.67366805555556","9.97366805555556","1116","","GlcCer_NS(d22:1/22:4)+H",363028.1,0,0,0,0,0,0,0,"9.67366805555556","9.97366805555556","1116","","GlcCer_NS(d22:1/22:4)+H",832.6651,0,0,0,0,0,0,0,"9.67366805555556","9.97366805555556","1116","","GlcCer_NS(d22:1/22:4)+H","832.66668","670.61388","652.60328","634.59278","338.34176","320.33126","332.29484","308.33126","9.67366805555556","9.97366805555556","1116"
"","GlcCer_NS(d22:1/23:4)+H",0,0,0,0,0,0,0,0,"6.39812777777778","6.69812777777778","11392","","GlcCer_NS(d22:1/23:4)+H",0,0,0,0,0,0,0,0,"6.39812777777778","6.69812777777778","11392","","GlcCer_NS(d22:1/23:4)+H",0,0,0,0,0,0,0,0,"6.39812777777778","6.69812777777778","11392","","GlcCer_NS(d22:1/23:4)+H",0,0,0,0,0,0,0,0,"6.39812777777778","6.69812777777778","11392","","GlcCer_NS(d22:1/23:4)+H",0,0,0,0,0,0,0,0,"6.39812777777778","6.69812777777778","11392","","GlcCer_NS(d22:1/23:4)+H","846.68234","684.62954","666.61894","648.60844","338.34176","320.33126","346.3105","308.33126","6.39812777777778","6.69812777777778","11392"
"","GlcCer_NS(d22:1/25:1)+H",0,0,0,0,0,0,0,0,"11.4894402777778","11.7894402777778","5453","","GlcCer_NS(d22:1/25:1)+H",0,0,0,0,0,0,0,0,"11.4894402777778","11.7894402777778","5453","","GlcCer_NS(d22:1/25:1)+H",0,0,0,0,0,0,0,0,"11.4894402777778","11.7894402777778","5453","","GlcCer_NS(d22:1/25:1)+H",0,0,0,0,0,0,0,0,"11.4894402777778","11.7894402777778","5453","","GlcCer_NS(d22:1/25:1)+H",0,0,0,0,0,0,0,0,"11.4894402777778","11.7894402777778","5453","","GlcCer_NS(d22:1/25:1)+H","880.76064","718.70784","700.69724","682.68674","338.34176","320.33126","380.3888","308.33126","11.4894402777778","11.7894402777778","5453"
"","GlcCer_NS(d22:1/25:2)+H",0,0,0,0,0,0,0,0,"10.8061847222222","11.1061847222222","5632","","GlcCer_NS(d22:1/25:2)+H",0,0,0,0,0,0,0,0,"10.8061847222222","11.1061847222222","5632","","GlcCer_NS(d22:1/25:2)+H",0,0,0,0,0,0,0,0,"10.8061847222222","11.1061847222222","5632","","GlcCer_NS(d22:1/25:2)+H",0,0,0,0,0,0,0,0,"10.8061847222222","11.1061847222222","5632","","GlcCer_NS(d22:1/25:2)+H",0,0,0,0,0,0,0,0,"10.8061847222222","11.1061847222222","5632","","GlcCer_NS(d22:1/25:2)+H","878.74498","716.69218","698.68158","680.67108","338.34176","320.33126","378.37314","308.33126","10.8061847222222","11.1061847222222","5632"
"","GlcCer_NS(d22:1/25:2)+H",0,0,0,0,0,0,0,0,"10.8201083333333","11.1201083333333","17983","","GlcCer_NS(d22:1/25:2)+H",0,0,0,0,0,0,0,0,"10.8201083333333","11.1201083333333","17983","","GlcCer_NS(d22:1/25:2)+H",0,0,0,0,0,0,0,0,"10.8201083333333","11.1201083333333","17983","","GlcCer_NS(d22:1/25:2)+H",0,0,0,0,0,0,0,0,"10.8201083333333","11.1201083333333","17983","","GlcCer_NS(d22:1/25:2)+H",0,0,0,0,0,0,0,0,"10.8201083333333","11.1201083333333","17983","","GlcCer_NS(d22:1/25:2)+H","878.74498","716.69218","698.68158","680.67108","338.34176","320.33126","378.37314","308.33126","10.8201083333333","11.1201083333333","17983"
"","GlcCer_NS(d22:1/25:3)+H",0,0,0,0,0,0,0,0,"10.141946969697","10.441946969697","13430","","GlcCer_NS(d22:1/25:3)+H",0,0,0,0,0,0,0,0,"10.141946969697","10.441946969697","13430","","GlcCer_NS(d22:1/25:3)+H",0,0,0,0,0,0,0,0,"10.141946969697","10.441946969697","13430","","GlcCer_NS(d22:1/25:3)+H",0,0,0,0,0,0,0,0,"10.141946969697","10.441946969697","13430","","GlcCer_NS(d22:1/25:3)+H",0,0,0,0,0,0,0,0,"10.141946969697","10.441946969697","13430","","GlcCer_NS(d22:1/25:3)+H","876.72932","714.67652","696.66592","678.65542","338.34176","320.33126","376.35748","308.33126","10.141946969697","10.441946969697","13430"
"","GlcCer_NS(d22:1/27:1)+H",0,0,0,0,0,0,0,0,"12.1439555555556","12.4439555555556","6370","","GlcCer_NS(d22:1/27:1)+H",0,0,0,0,0,0,0,0,"12.1439555555556","12.4439555555556","6370","","GlcCer_NS(d22:1/27:1)+H",0,0,0,0,0,0,0,0,"12.1439555555556","12.4439555555556","6370","","GlcCer_NS(d22:1/27:1)+H",0,0,0,0,0,0,0,0,"12.1439555555556","12.4439555555556","6370","","GlcCer_NS(d22:1/27:1)+H",0,0,0,0,0,0,0,0,"12.1439555555556","12.4439555555556","6370","","GlcCer_NS(d22:1/27:1)+H","908.79196","746.73916","728.72856","710.71806","338.34176","320.33126","408.42012","308.33126","12.1439555555556","12.4439555555556","6370"
"","GlcCer_NS(d22:1/27:2)+H",0,0,0,0,0,0,0,0,"11.4980319444444","11.7980319444444","1489","","GlcCer_NS(d22:1/27:2)+H",0,0,0,0,0,0,0,0,"11.4980319444444","11.7980319444444","1489","","GlcCer_NS(d22:1/27:2)+H",0,0,0,0,0,0,0,0,"11.4980319444444","11.7980319444444","1489","","GlcCer_NS(d22:1/27:2)+H",0,0,0,0,0,0,0,0,"11.4980319444444","11.7980319444444","1489","","GlcCer_NS(d22:1/27:2)+H",0,0,0,0,0,0,0,0,"11.4980319444444","11.7980319444444","1489","","GlcCer_NS(d22:1/27:2)+H","906.7763","744.7235","726.7129","708.7024","338.34176","320.33126","406.40446","308.33126","11.4980319444444","11.7980319444444","1489"
"","GlcCer_NS(d22:1/27:3)+H",0,0,0,0,0,0,0,0,"10.8874638888889","11.1874638888889","2101","","GlcCer_NS(d22:1/27:3)+H",0,0,0,0,0,0,0,0,"10.8874638888889","11.1874638888889","2101","","GlcCer_NS(d22:1/27:3)+H",0,0,0,0,0,0,0,0,"10.8874638888889","11.1874638888889","2101","","GlcCer_NS(d22:1/27:3)+H",0,0,0,0,0,0,0,0,"10.8874638888889","11.1874638888889","2101","","GlcCer_NS(d22:1/27:3)+H",0,0,0,0,0,0,0,0,"10.8874638888889","11.1874638888889","2101","","GlcCer_NS(d22:1/27:3)+H","904.76064","742.70784","724.69724","706.68674","338.34176","320.33126","404.3888","308.33126","10.8874638888889","11.1874638888889","2101"
"","GlcCer_NS(d22:1/27:3)+H",0,0,0,0,0,0,0,0,"11.7696416666667","12.0696416666667","7877","","GlcCer_NS(d22:1/27:3)+H",0,0,0,0,0,0,0,0,"11.7696416666667","12.0696416666667","7877","","GlcCer_NS(d22:1/27:3)+H",0,0,0,0,0,0,0,0,"11.7696416666667","12.0696416666667","7877","","GlcCer_NS(d22:1/27:3)+H",0,0,0,0,0,0,0,0,"11.7696416666667","12.0696416666667","7877","","GlcCer_NS(d22:1/27:3)+H",0,0,0,0,0,0,0,0,"11.7696416666667","12.0696416666667","7877","","GlcCer_NS(d22:1/27:3)+H","904.76064","742.70784","724.69724","706.68674","338.34176","320.33126","404.3888","308.33126","11.7696416666667","12.0696416666667","7877"
"","GlcCer_NS(d22:1/27:3)+H",0,0,0,0,0,0,0,0,"1.050925","1.350925","14177","","GlcCer_NS(d22:1/27:3)+H",0,0,0,0,0,0,0,0,"1.050925","1.350925","14177","","GlcCer_NS(d22:1/27:3)+H",0,0,0,0,0,0,0,0,"1.050925","1.350925","14177","","GlcCer_NS(d22:1/27:3)+H",0,0,0,0,0,0,0,0,"1.050925","1.350925","14177","","GlcCer_NS(d22:1/27:3)+H",0,0,0,0,0,0,0,0,"1.050925","1.350925","14177","","GlcCer_NS(d22:1/27:3)+H","904.76064","742.70784","724.69724","706.68674","338.34176","320.33126","404.3888","308.33126","1.050925","1.350925","14177"
"","GlcCer_NS(d22:1/27:4)+H",0,0,0,0,0,0,0,0,"10.4407611111111","10.7407611111111","4643","","GlcCer_NS(d22:1/27:4)+H",0,0,0,0,0,0,0,0,"10.4407611111111","10.7407611111111","4643","","GlcCer_NS(d22:1/27:4)+H",0,0,0,0,0,0,0,0,"10.4407611111111","10.7407611111111","4643","","GlcCer_NS(d22:1/27:4)+H",0,0,0,0,0,0,0,0,"10.4407611111111","10.7407611111111","4643","","GlcCer_NS(d22:1/27:4)+H",0,0,0,0,0,0,0,0,"10.4407611111111","10.7407611111111","4643","","GlcCer_NS(d22:1/27:4)+H","902.74498","740.69218","722.68158","704.67108","338.34176","320.33126","402.37314","308.33126","10.4407611111111","10.7407611111111","4643"
"","GlcCer_NS(d22:1/27:4)+H",0,0,0,0,0,0,0,0,"10.3771527777778","10.6771527777778","11562","","GlcCer_NS(d22:1/27:4)+H",0,0,0,0,0,0,0,0,"10.3771527777778","10.6771527777778","11562","","GlcCer_NS(d22:1/27:4)+H",0,0,0,0,0,0,0,0,"10.3771527777778","10.6771527777778","11562","","GlcCer_NS(d22:1/27:4)+H",0,0,0,0,0,0,0,0,"10.3771527777778","10.6771527777778","11562","","GlcCer_NS(d22:1/27:4)+H",0,0,0,0,0,0,0,0,"10.3771527777778","10.6771527777778","11562","","GlcCer_NS(d22:1/27:4)+H","902.74498","740.69218","722.68158","704.67108","338.34176","320.33126","402.37314","308.33126","10.3771527777778","10.6771527777778","11562"
"","GlcCer_NS(d22:1/27:4)+H",0,0,0,0,0,0,0,0,"10.4612712121212","10.7612712121212","17904","","GlcCer_NS(d22:1/27:4)+H",0,0,0,0,0,0,0,0,"10.4612712121212","10.7612712121212","17904","","GlcCer_NS(d22:1/27:4)+H",0,0,0,0,0,0,0,0,"10.4612712121212","10.7612712121212","17904","","GlcCer_NS(d22:1/27:4)+H",0,0,0,0,0,0,0,0,"10.4612712121212","10.7612712121212","17904","","GlcCer_NS(d22:1/27:4)+H",0,0,0,0,0,0,0,0,"10.4612712121212","10.7612712121212","17904","","GlcCer_NS(d22:1/27:4)+H","902.74498","740.69218","722.68158","704.67108","338.34176","320.33126","402.37314","308.33126","10.4612712121212","10.7612712121212","17904"
"","GlcCer_NS(d22:1/28:2)+H",0,0,0,0,0,0,0,0,"13.7198666666667","14.0198666666667","11544","","GlcCer_NS(d22:1/28:2)+H",0,0,0,0,0,0,0,0,"13.7198666666667","14.0198666666667","11544","","GlcCer_NS(d22:1/28:2)+H",0,0,0,0,0,0,0,0,"13.7198666666667","14.0198666666667","11544","","GlcCer_NS(d22:1/28:2)+H",0,0,0,0,0,0,0,0,"13.7198666666667","14.0198666666667","11544","","GlcCer_NS(d22:1/28:2)+H",0,0,0,0,0,0,0,0,"13.7198666666667","14.0198666666667","11544","","GlcCer_NS(d22:1/28:2)+H","920.79196","758.73916","740.72856","722.71806","338.34176","320.33126","420.42012","308.33126","13.7198666666667","14.0198666666667","11544"
"","GlcCer_NS(d22:1/28:3)+H",0,0,0,0,0,0,0,0,"1.26605972222222","1.56605972222222","13393","","GlcCer_NS(d22:1/28:3)+H",0,0,0,0,0,0,0,0,"1.26605972222222","1.56605972222222","13393","","GlcCer_NS(d22:1/28:3)+H",0,0,0,0,0,0,0,0,"1.26605972222222","1.56605972222222","13393","","GlcCer_NS(d22:1/28:3)+H",0,0,0,0,0,0,0,0,"1.26605972222222","1.56605972222222","13393","","GlcCer_NS(d22:1/28:3)+H",0,0,0,0,0,0,0,0,"1.26605972222222","1.56605972222222","13393","","GlcCer_NS(d22:1/28:3)+H","918.7763","756.7235","738.7129","720.7024","338.34176","320.33126","418.40446","308.33126","1.26605972222222","1.56605972222222","13393"
"","GlcCer_NS(d22:1/29:2)+H",0,0,0,0,0,0,0,0,"12.1892277777778","12.4892277777778","14370","","GlcCer_NS(d22:1/29:2)+H",0,0,0,0,0,0,0,0,"12.1892277777778","12.4892277777778","14370","","GlcCer_NS(d22:1/29:2)+H",0,0,0,0,0,0,0,0,"12.1892277777778","12.4892277777778","14370","","GlcCer_NS(d22:1/29:2)+H",0,0,0,0,0,0,0,0,"12.1892277777778","12.4892277777778","14370","","GlcCer_NS(d22:1/29:2)+H",0,0,0,0,0,0,0,0,"12.1892277777778","12.4892277777778","14370","","GlcCer_NS(d22:1/29:2)+H","934.80762","772.75482","754.74422","736.73372","338.34176","320.33126","434.43578","308.33126","12.1892277777778","12.4892277777778","14370"
"","GlcCer_NS(d22:1/29:3)+H",0,0,0,0,0,0,0,0,"11.53305","11.83305","2524","","GlcCer_NS(d22:1/29:3)+H",0,0,0,0,0,0,0,0,"11.53305","11.83305","2524","","GlcCer_NS(d22:1/29:3)+H",0,0,0,0,0,0,0,0,"11.53305","11.83305","2524","","GlcCer_NS(d22:1/29:3)+H",0,0,0,0,0,0,0,0,"11.53305","11.83305","2524","","GlcCer_NS(d22:1/29:3)+H",0,0,0,0,0,0,0,0,"11.53305","11.83305","2524","","GlcCer_NS(d22:1/29:3)+H","932.79196","770.73916","752.72856","734.71806","338.34176","320.33126","432.42012","308.33126","11.53305","11.83305","2524"
"","GlcCer_NS(d22:1/29:3)+H",0,0,0,0,0,0,0,0,"11.8132045454545","12.1132045454545","5443","","GlcCer_NS(d22:1/29:3)+H",0,0,0,0,0,0,0,0,"11.8132045454545","12.1132045454545","5443","","GlcCer_NS(d22:1/29:3)+H",0,0,0,0,0,0,0,0,"11.8132045454545","12.1132045454545","5443","","GlcCer_NS(d22:1/29:3)+H",0,0,0,0,0,0,0,0,"11.8132045454545","12.1132045454545","5443","","GlcCer_NS(d22:1/29:3)+H",0,0,0,0,0,0,0,0,"11.8132045454545","12.1132045454545","5443","","GlcCer_NS(d22:1/29:3)+H","932.79196","770.73916","752.72856","734.71806","338.34176","320.33126","432.42012","308.33126","11.8132045454545","12.1132045454545","5443"
"","GlcCer_NS(d22:1/29:4)+H",0,0,0,0,0,0,0,0,"10.9505527777778","11.2505527777778","2813","","GlcCer_NS(d22:1/29:4)+H",0,0,0,0,0,0,0,0,"10.9505527777778","11.2505527777778","2813","","GlcCer_NS(d22:1/29:4)+H",0,0,0,0,0,0,0,0,"10.9505527777778","11.2505527777778","2813","","GlcCer_NS(d22:1/29:4)+H",0,0,0,0,0,0,0,0,"10.9505527777778","11.2505527777778","2813","","GlcCer_NS(d22:1/29:4)+H",0,0,0,0,0,0,0,0,"10.9505527777778","11.2505527777778","2813","","GlcCer_NS(d22:1/29:4)+H","930.7763","768.7235","750.7129","732.7024","338.34176","320.33126","430.40446","308.33126","10.9505527777778","11.2505527777778","2813"
"","GlcCer_NS(d22:1/29:4)+H",0,0,0,0,0,0,0,0,"11.514395","11.814395","11651","","GlcCer_NS(d22:1/29:4)+H",0,0,0,0,0,0,0,0,"11.514395","11.814395","11651","","GlcCer_NS(d22:1/29:4)+H",0,0,0,0,0,0,0,0,"11.514395","11.814395","11651","","GlcCer_NS(d22:1/29:4)+H",0,0,0,0,0,0,0,0,"11.514395","11.814395","11651","","GlcCer_NS(d22:1/29:4)+H",0,0,0,0,0,0,0,0,"11.514395","11.814395","11651","","GlcCer_NS(d22:1/29:4)+H","930.7763","768.7235","750.7129","732.7024","338.34176","320.33126","430.40446","308.33126","11.514395","11.814395","11651"
"","GlcCer_NS(d22:1/30:1)+H",0,0,0,0,0,0,0,0,"14.7090625","15.0090625","1190","","GlcCer_NS(d22:1/30:1)+H",0,0,0,0,0,0,0,0,"14.7090625","15.0090625","1190","","GlcCer_NS(d22:1/30:1)+H",0,0,0,0,0,0,0,0,"14.7090625","15.0090625","1190","","GlcCer_NS(d22:1/30:1)+H",0,0,0,0,0,0,0,0,"14.7090625","15.0090625","1190","","GlcCer_NS(d22:1/30:1)+H",0,0,0,0,0,0,0,0,"14.7090625","15.0090625","1190","","GlcCer_NS(d22:1/30:1)+H","950.83894","788.78614","770.77554","752.76504","338.34176","320.33126","450.4671","308.33126","14.7090625","15.0090625","1190"
"","GlcCer_NS(d22:1/30:2)+H",0,0,0,0,0,0,0,0,"14.2717125","14.5717125","1561","","GlcCer_NS(d22:1/30:2)+H",0,0,0,0,0,0,0,0,"14.2717125","14.5717125","1561","","GlcCer_NS(d22:1/30:2)+H",0,0,0,0,0,0,0,0,"14.2717125","14.5717125","1561","","GlcCer_NS(d22:1/30:2)+H",0,0,0,0,0,0,0,0,"14.2717125","14.5717125","1561","","GlcCer_NS(d22:1/30:2)+H",0,0,0,0,0,0,0,0,"14.2717125","14.5717125","1561","","GlcCer_NS(d22:1/30:2)+H","948.82328","786.77048","768.75988","750.74938","338.34176","320.33126","448.45144","308.33126","14.2717125","14.5717125","1561"
"","GlcCer_NS(d22:1/32:1)+H",0,0,0,0,0,0,0,0,"15.0874712121212","15.3874712121212","2434","","GlcCer_NS(d22:1/32:1)+H",0,0,0,0,0,0,0,0,"15.0874712121212","15.3874712121212","2434","","GlcCer_NS(d22:1/32:1)+H",0,0,0,0,0,0,0,0,"15.0874712121212","15.3874712121212","2434","","GlcCer_NS(d22:1/32:1)+H",0,0,0,0,0,0,0,0,"15.0874712121212","15.3874712121212","2434","","GlcCer_NS(d22:1/32:1)+H",0,0,0,0,0,0,0,0,"15.0874712121212","15.3874712121212","2434","","GlcCer_NS(d22:1/32:1)+H","978.87026","816.81746","798.80686","780.79636","338.34176","320.33126","478.49842","308.33126","15.0874712121212","15.3874712121212","2434"
"","GlcCer_NS(d22:1/32:2)+H",0,0,0,0,0,0,0,0,"14.7330097222222","15.0330097222222","1450","","GlcCer_NS(d22:1/32:2)+H",0,0,0,0,0,0,0,0,"14.7330097222222","15.0330097222222","1450","","GlcCer_NS(d22:1/32:2)+H",0,0,0,0,0,0,0,0,"14.7330097222222","15.0330097222222","1450","","GlcCer_NS(d22:1/32:2)+H",0,0,0,0,0,0,0,0,"14.7330097222222","15.0330097222222","1450","","GlcCer_NS(d22:1/32:2)+H",0,0,0,0,0,0,0,0,"14.7330097222222","15.0330097222222","1450","","GlcCer_NS(d22:1/32:2)+H","976.8546","814.8018","796.7912","778.7807","338.34176","320.33126","476.48276","308.33126","14.7330097222222","15.0330097222222","1450"
"","GlcCer_NS(d22:1/32:2)+H",0,0,0,0,0,0,0,0,"11.4900888888889","11.7900888888889","4036","","GlcCer_NS(d22:1/32:2)+H",0,0,0,0,0,0,0,0,"11.4900888888889","11.7900888888889","4036","","GlcCer_NS(d22:1/32:2)+H",0,0,0,0,0,0,0,0,"11.4900888888889","11.7900888888889","4036","","GlcCer_NS(d22:1/32:2)+H",0,0,0,0,0,0,0,0,"11.4900888888889","11.7900888888889","4036","","GlcCer_NS(d22:1/32:2)+H",0,0,0,0,0,0,0,0,"11.4900888888889","11.7900888888889","4036","","GlcCer_NS(d22:1/32:2)+H","976.8546","814.8018","796.7912","778.7807","338.34176","320.33126","476.48276","308.33126","11.4900888888889","11.7900888888889","4036"
"","GlcCer_NS(d22:1/32:3)+H",0,0,0,0,0,0,0,0,"14.2824958333333","14.5824958333333","1691","","GlcCer_NS(d22:1/32:3)+H",0,0,0,0,0,0,0,0,"14.2824958333333","14.5824958333333","1691","","GlcCer_NS(d22:1/32:3)+H",0,0,0,0,0,0,0,0,"14.2824958333333","14.5824958333333","1691","","GlcCer_NS(d22:1/32:3)+H",0,0,0,0,0,0,0,0,"14.2824958333333","14.5824958333333","1691","","GlcCer_NS(d22:1/32:3)+H",0,0,0,0,0,0,0,0,"14.2824958333333","14.5824958333333","1691","","GlcCer_NS(d22:1/32:3)+H","974.83894","812.78614","794.77554","776.76504","338.34176","320.33126","474.4671","308.33126","14.2824958333333","14.5824958333333","1691"
"","GlcCer_NS(d22:1/32:3)+H",0,0,0,0,0,0,0,0,"10.8958263888889","11.1958263888889","6086","","GlcCer_NS(d22:1/32:3)+H",0,0,0,0,0,0,0,0,"10.8958263888889","11.1958263888889","6086","","GlcCer_NS(d22:1/32:3)+H",0,0,0,0,0,0,0,0,"10.8958263888889","11.1958263888889","6086","","GlcCer_NS(d22:1/32:3)+H",0,0,0,0,0,0,0,0,"10.8958263888889","11.1958263888889","6086","","GlcCer_NS(d22:1/32:3)+H",0,0,0,0,0,0,0,0,"10.8958263888889","11.1958263888889","6086","","GlcCer_NS(d22:1/32:3)+H","974.83894","812.78614","794.77554","776.76504","338.34176","320.33126","474.4671","308.33126","10.8958263888889","11.1958263888889","6086"
"","GlcCer_NS(d22:1/33:2)+H",0,0,0,0,0,0,0,0,"11.4867930555556","11.7867930555556","5875","","GlcCer_NS(d22:1/33:2)+H",0,0,0,0,0,0,0,0,"11.4867930555556","11.7867930555556","5875","","GlcCer_NS(d22:1/33:2)+H",0,0,0,0,0,0,0,0,"11.4867930555556","11.7867930555556","5875","","GlcCer_NS(d22:1/33:2)+H",0,0,0,0,0,0,0,0,"11.4867930555556","11.7867930555556","5875","","GlcCer_NS(d22:1/33:2)+H",0,0,0,0,0,0,0,0,"11.4867930555556","11.7867930555556","5875","","GlcCer_NS(d22:1/33:2)+H","990.87026","828.81746","810.80686","792.79636","338.34176","320.33126","490.49842","308.33126","11.4867930555556","11.7867930555556","5875"
"","GlcCer_NS(d22:1/33:3)+H",0,0,0,0,0,0,0,0,"10.9070916666667","11.2070916666667","8118","","GlcCer_NS(d22:1/33:3)+H",0,0,0,0,0,0,0,0,"10.9070916666667","11.2070916666667","8118","","GlcCer_NS(d22:1/33:3)+H",0,0,0,0,0,0,0,0,"10.9070916666667","11.2070916666667","8118","","GlcCer_NS(d22:1/33:3)+H",0,0,0,0,0,0,0,0,"10.9070916666667","11.2070916666667","8118","","GlcCer_NS(d22:1/33:3)+H",0,0,0,0,0,0,0,0,"10.9070916666667","11.2070916666667","8118","","GlcCer_NS(d22:1/33:3)+H","988.8546","826.8018","808.7912","790.7807","338.34176","320.33126","488.48276","308.33126","10.9070916666667","11.2070916666667","8118"
"","GlcCer_NS(d22:1/33:3)+H",0,0,0,0,0,0,0,0,"10.92895","11.22895","17747","","GlcCer_NS(d22:1/33:3)+H",0,0,0,0,0,0,0,0,"10.92895","11.22895","17747","","GlcCer_NS(d22:1/33:3)+H",0,0,0,0,0,0,0,0,"10.92895","11.22895","17747","","GlcCer_NS(d22:1/33:3)+H",0,0,0,0,0,0,0,0,"10.92895","11.22895","17747","","GlcCer_NS(d22:1/33:3)+H",0,0,0,0,0,0,0,0,"10.92895","11.22895","17747","","GlcCer_NS(d22:1/33:3)+H","988.8546","826.8018","808.7912","790.7807","338.34176","320.33126","488.48276","308.33126","10.92895","11.22895","17747"
