"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","Plasmenyl-PS","[M+H]+","NL_head","NL_T2_RCOOH","T2_RCO+","RT_min","RT_max","Comment","RT at Max Intensity","Plasmenyl-PS","[M+H]+","NL_head","NL_T2_RCOOH","T2_RCO+","RT_min","RT_max","Comment","Number of Scans","Plasmenyl-PS","[M+H]+","NL_head","NL_T2_RCOOH","T2_RCO+","RT_min","RT_max","Comment","Max Intensity","Plasmenyl-PS","[M+H]+","NL_head","NL_T2_RCOOH","T2_RCO+","RT_min","RT_max","Comment","Average m/z","Plasmenyl-PS","[M+H]+","NL_head","NL_T2_RCOOH","T2_RCO+","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","Plasmenyl-PS","[M+H]+","NL_head","NL_T2_RCOOH","T2_RCO+","RT_min","RT_max","Comment"
"","Plasmenyl-PS(P-16:1/22:0)+H",0,0,0,0,"4.40779305555556","4.70779305555556","4948","","Plasmenyl-PS(P-16:1/22:0)+H",0,0,0,0,"4.40779305555556","4.70779305555556","4948","","Plasmenyl-PS(P-16:1/22:0)+H",0,0,0,0,"4.40779305555556","4.70779305555556","4948","","Plasmenyl-PS(P-16:1/22:0)+H",0,0,0,0,"4.40779305555556","4.70779305555556","4948","","Plasmenyl-PS(P-16:1/22:0)+H",0,0,0,0,"4.40779305555556","4.70779305555556","4948","","Plasmenyl-PS(P-16:1/22:0)+H","802.59573","617.58678","295.26323","323.33085","4.40779305555556","4.70779305555556","4948"
"","Plasmenyl-PS(P-16:1/22:0)+H",0,0,0,0,"4.12585277777778","4.42585277777778","12860","","Plasmenyl-PS(P-16:1/22:0)+H",0,0,0,0,"4.12585277777778","4.42585277777778","12860","","Plasmenyl-PS(P-16:1/22:0)+H",0,0,0,0,"4.12585277777778","4.42585277777778","12860","","Plasmenyl-PS(P-16:1/22:0)+H",0,0,0,0,"4.12585277777778","4.42585277777778","12860","","Plasmenyl-PS(P-16:1/22:0)+H",0,0,0,0,"4.12585277777778","4.42585277777778","12860","","Plasmenyl-PS(P-16:1/22:0)+H","802.59573","617.58678","295.26323","323.33085","4.12585277777778","4.42585277777778","12860"
"","Plasmenyl-PS(P-16:1/22:1)+H",0,0,0,0,"5.43967777777778","5.73967777777778","3279","","Plasmenyl-PS(P-16:1/22:1)+H",0,0,0,0,"5.43967777777778","5.73967777777778","3279","","Plasmenyl-PS(P-16:1/22:1)+H",0,0,0,0,"5.43967777777778","5.73967777777778","3279","","Plasmenyl-PS(P-16:1/22:1)+H",0,0,0,0,"5.43967777777778","5.73967777777778","3279","","Plasmenyl-PS(P-16:1/22:1)+H",0,0,0,0,"5.43967777777778","5.73967777777778","3279","","Plasmenyl-PS(P-16:1/22:1)+H","800.58013","615.57118","295.26323","321.31525","5.43967777777778","5.73967777777778","3279"
"","Plasmenyl-PS(P-16:1/22:1)+H",0,0,0,0,"3.63204027777778","3.93204027777778","7037","","Plasmenyl-PS(P-16:1/22:1)+H",0,0,0,0,"3.63204027777778","3.93204027777778","7037","","Plasmenyl-PS(P-16:1/22:1)+H",0,0,0,0,"3.63204027777778","3.93204027777778","7037","","Plasmenyl-PS(P-16:1/22:1)+H",0,0,0,0,"3.63204027777778","3.93204027777778","7037","","Plasmenyl-PS(P-16:1/22:1)+H",0,0,0,0,"3.63204027777778","3.93204027777778","7037","","Plasmenyl-PS(P-16:1/22:1)+H","800.58013","615.57118","295.26323","321.31525","3.63204027777778","3.93204027777778","7037"
"","Plasmenyl-PS(P-16:1/22:1)+H",0,0,0,0,"4.10396527777778","4.40396527777778","7410","","Plasmenyl-PS(P-16:1/22:1)+H",0,0,0,0,"4.10396527777778","4.40396527777778","7410","","Plasmenyl-PS(P-16:1/22:1)+H",0,0,0,0,"4.10396527777778","4.40396527777778","7410","","Plasmenyl-PS(P-16:1/22:1)+H",0,0,0,0,"4.10396527777778","4.40396527777778","7410","","Plasmenyl-PS(P-16:1/22:1)+H",0,0,0,0,"4.10396527777778","4.40396527777778","7410","","Plasmenyl-PS(P-16:1/22:1)+H","800.58013","615.57118","295.26323","321.31525","4.10396527777778","4.40396527777778","7410"
"","Plasmenyl-PS(P-16:1/22:1)+H",0,0,0,0,"3.32310972222222","3.62310972222222","14702","","Plasmenyl-PS(P-16:1/22:1)+H",0,0,0,0,"3.32310972222222","3.62310972222222","14702","","Plasmenyl-PS(P-16:1/22:1)+H",0,0,0,0,"3.32310972222222","3.62310972222222","14702","","Plasmenyl-PS(P-16:1/22:1)+H",0,0,0,0,"3.32310972222222","3.62310972222222","14702","","Plasmenyl-PS(P-16:1/22:1)+H",0,0,0,0,"3.32310972222222","3.62310972222222","14702","","Plasmenyl-PS(P-16:1/22:1)+H","800.58013","615.57118","295.26323","321.31525","3.32310972222222","3.62310972222222","14702"
"","Plasmenyl-PS(P-16:1/22:1)+H",0,0,0,0,"5.83374444444444","6.13374444444444","18887","","Plasmenyl-PS(P-16:1/22:1)+H",0,0,0,0,"5.83374444444444","6.13374444444444","18887","","Plasmenyl-PS(P-16:1/22:1)+H",0,0,0,0,"5.83374444444444","6.13374444444444","18887","","Plasmenyl-PS(P-16:1/22:1)+H",0,0,0,0,"5.83374444444444","6.13374444444444","18887","","Plasmenyl-PS(P-16:1/22:1)+H",0,0,0,0,"5.83374444444444","6.13374444444444","18887","","Plasmenyl-PS(P-16:1/22:1)+H","800.58013","615.57118","295.26323","321.31525","5.83374444444444","6.13374444444444","18887"
"","Plasmenyl-PS(P-16:1/22:2)+H",1,0,0,0,"4.89671944444444","5.19671944444444","424","","Plasmenyl-PS(P-16:1/22:2)+H",5.006868,0,0,0,"4.89671944444444","5.19671944444444","424","","Plasmenyl-PS(P-16:1/22:2)+H",2,0,0,0,"4.89671944444444","5.19671944444444","424","","Plasmenyl-PS(P-16:1/22:2)+H",355770,0,0,0,"4.89671944444444","5.19671944444444","424","","Plasmenyl-PS(P-16:1/22:2)+H",798.566,0,0,0,"4.89671944444444","5.19671944444444","424","","Plasmenyl-PS(P-16:1/22:2)+H","798.56443","613.55548","295.26323","319.29955","4.89671944444444","5.19671944444444","424"
"","Plasmenyl-PS(P-16:1/22:2)+H",0,0,0,0,"3.84327222222222","4.14327222222222","3759","","Plasmenyl-PS(P-16:1/22:2)+H",0,0,0,0,"3.84327222222222","4.14327222222222","3759","","Plasmenyl-PS(P-16:1/22:2)+H",0,0,0,0,"3.84327222222222","4.14327222222222","3759","","Plasmenyl-PS(P-16:1/22:2)+H",0,0,0,0,"3.84327222222222","4.14327222222222","3759","","Plasmenyl-PS(P-16:1/22:2)+H",0,0,0,0,"3.84327222222222","4.14327222222222","3759","","Plasmenyl-PS(P-16:1/22:2)+H","798.56443","613.55548","295.26323","319.29955","3.84327222222222","4.14327222222222","3759"
"","Plasmenyl-PS(P-16:1/22:2)+H",0,0,0,0,"3.42625277777778","3.72625277777778","4937","","Plasmenyl-PS(P-16:1/22:2)+H",0,0,0,0,"3.42625277777778","3.72625277777778","4937","","Plasmenyl-PS(P-16:1/22:2)+H",0,0,0,0,"3.42625277777778","3.72625277777778","4937","","Plasmenyl-PS(P-16:1/22:2)+H",0,0,0,0,"3.42625277777778","3.72625277777778","4937","","Plasmenyl-PS(P-16:1/22:2)+H",0,0,0,0,"3.42625277777778","3.72625277777778","4937","","Plasmenyl-PS(P-16:1/22:2)+H","798.56443","613.55548","295.26323","319.29955","3.42625277777778","3.72625277777778","4937"
"","Plasmenyl-PS(P-16:1/22:2)+H",0,0,0,0,"3.09943333333333","3.39943333333333","5420","","Plasmenyl-PS(P-16:1/22:2)+H",0,0,0,0,"3.09943333333333","3.39943333333333","5420","","Plasmenyl-PS(P-16:1/22:2)+H",0,0,0,0,"3.09943333333333","3.39943333333333","5420","","Plasmenyl-PS(P-16:1/22:2)+H",0,0,0,0,"3.09943333333333","3.39943333333333","5420","","Plasmenyl-PS(P-16:1/22:2)+H",0,0,0,0,"3.09943333333333","3.39943333333333","5420","","Plasmenyl-PS(P-16:1/22:2)+H","798.56443","613.55548","295.26323","319.29955","3.09943333333333","3.39943333333333","5420"
"","Plasmenyl-PS(P-16:1/22:2)+H",0,0,0,0,"4.28418333333333","4.58418333333333","5760","","Plasmenyl-PS(P-16:1/22:2)+H",0,0,0,0,"4.28418333333333","4.58418333333333","5760","","Plasmenyl-PS(P-16:1/22:2)+H",0,0,0,0,"4.28418333333333","4.58418333333333","5760","","Plasmenyl-PS(P-16:1/22:2)+H",0,0,0,0,"4.28418333333333","4.58418333333333","5760","","Plasmenyl-PS(P-16:1/22:2)+H",0,0,0,0,"4.28418333333333","4.58418333333333","5760","","Plasmenyl-PS(P-16:1/22:2)+H","798.56443","613.55548","295.26323","319.29955","4.28418333333333","4.58418333333333","5760"
"","Plasmenyl-PS(P-16:1/22:3)+H",0,0,0,0,"2.63831944444444","2.93831944444444","6882","","Plasmenyl-PS(P-16:1/22:3)+H",0,0,0,0,"2.63831944444444","2.93831944444444","6882","","Plasmenyl-PS(P-16:1/22:3)+H",0,0,0,0,"2.63831944444444","2.93831944444444","6882","","Plasmenyl-PS(P-16:1/22:3)+H",0,0,0,0,"2.63831944444444","2.93831944444444","6882","","Plasmenyl-PS(P-16:1/22:3)+H",0,0,0,0,"2.63831944444444","2.93831944444444","6882","","Plasmenyl-PS(P-16:1/22:3)+H","796.54883","611.53988","295.26323","317.28395","2.63831944444444","2.93831944444444","6882"
"","Plasmenyl-PS(P-16:1/22:3)+H",0,0,0,0,"5.08153636363636","5.38153636363636","9347","","Plasmenyl-PS(P-16:1/22:3)+H",0,0,0,0,"5.08153636363636","5.38153636363636","9347","","Plasmenyl-PS(P-16:1/22:3)+H",0,0,0,0,"5.08153636363636","5.38153636363636","9347","","Plasmenyl-PS(P-16:1/22:3)+H",0,0,0,0,"5.08153636363636","5.38153636363636","9347","","Plasmenyl-PS(P-16:1/22:3)+H",0,0,0,0,"5.08153636363636","5.38153636363636","9347","","Plasmenyl-PS(P-16:1/22:3)+H","796.54883","611.53988","295.26323","317.28395","5.08153636363636","5.38153636363636","9347"
"","Plasmenyl-PS(P-16:1/24:1)+H",1,0,0,0,"7.28486944444444","7.58486944444444","996","","Plasmenyl-PS(P-16:1/24:1)+H",7.465267,0,0,0,"7.28486944444444","7.58486944444444","996","","Plasmenyl-PS(P-16:1/24:1)+H",1,0,0,0,"7.28486944444444","7.58486944444444","996","","Plasmenyl-PS(P-16:1/24:1)+H",170996.9,0,0,0,"7.28486944444444","7.58486944444444","996","","Plasmenyl-PS(P-16:1/24:1)+H",828.6122,0,0,0,"7.28486944444444","7.58486944444444","996","","Plasmenyl-PS(P-16:1/24:1)+H","828.61143","643.60248","295.26323","349.34655","7.28486944444444","7.58486944444444","996"
"","Plasmenyl-PS(P-16:1/24:1)+H",0,0,0,0,"4.95514305555556","5.25514305555556","2824","","Plasmenyl-PS(P-16:1/24:1)+H",0,0,0,0,"4.95514305555556","5.25514305555556","2824","","Plasmenyl-PS(P-16:1/24:1)+H",0,0,0,0,"4.95514305555556","5.25514305555556","2824","","Plasmenyl-PS(P-16:1/24:1)+H",0,0,0,0,"4.95514305555556","5.25514305555556","2824","","Plasmenyl-PS(P-16:1/24:1)+H",0,0,0,0,"4.95514305555556","5.25514305555556","2824","","Plasmenyl-PS(P-16:1/24:1)+H","828.61143","643.60248","295.26323","349.34655","4.95514305555556","5.25514305555556","2824"
"","Plasmenyl-PS(P-16:1/24:1)+H",0,0,0,0,"5.44522424242424","5.74522424242424","10621","","Plasmenyl-PS(P-16:1/24:1)+H",0,0,0,0,"5.44522424242424","5.74522424242424","10621","","Plasmenyl-PS(P-16:1/24:1)+H",0,0,0,0,"5.44522424242424","5.74522424242424","10621","","Plasmenyl-PS(P-16:1/24:1)+H",0,0,0,0,"5.44522424242424","5.74522424242424","10621","","Plasmenyl-PS(P-16:1/24:1)+H",0,0,0,0,"5.44522424242424","5.74522424242424","10621","","Plasmenyl-PS(P-16:1/24:1)+H","828.61143","643.60248","295.26323","349.34655","5.44522424242424","5.74522424242424","10621"
"","Plasmenyl-PS(P-16:1/24:1)+H",0,0,0,0,"5.47937222222222","5.77937222222222","17520","","Plasmenyl-PS(P-16:1/24:1)+H",0,0,0,0,"5.47937222222222","5.77937222222222","17520","","Plasmenyl-PS(P-16:1/24:1)+H",0,0,0,0,"5.47937222222222","5.77937222222222","17520","","Plasmenyl-PS(P-16:1/24:1)+H",0,0,0,0,"5.47937222222222","5.77937222222222","17520","","Plasmenyl-PS(P-16:1/24:1)+H",0,0,0,0,"5.47937222222222","5.77937222222222","17520","","Plasmenyl-PS(P-16:1/24:1)+H","828.61143","643.60248","295.26323","349.34655","5.47937222222222","5.77937222222222","17520"
"","Plasmenyl-PS(P-18:0/10:0)+H",0,0,0,0,"1.57770972222222","1.87770972222222","15224","","Plasmenyl-PS(P-18:0/10:0)+H",0,0,0,0,"1.57770972222222","1.87770972222222","15224","","Plasmenyl-PS(P-18:0/10:0)+H",0,0,0,0,"1.57770972222222","1.87770972222222","15224","","Plasmenyl-PS(P-18:0/10:0)+H",0,0,0,0,"1.57770972222222","1.87770972222222","15224","","Plasmenyl-PS(P-18:0/10:0)+H",0,0,0,0,"1.57770972222222","1.87770972222222","15224","","Plasmenyl-PS(P-18:0/10:0)+H","664.45483","479.44588","325.31013","155.14305","1.57770972222222","1.87770972222222","15224"
"","Plasmenyl-PS(P-18:0/10:0)+H",0,0,0,0,"1.23173472222222","1.53173472222222","15522","","Plasmenyl-PS(P-18:0/10:0)+H",0,0,0,0,"1.23173472222222","1.53173472222222","15522","","Plasmenyl-PS(P-18:0/10:0)+H",0,0,0,0,"1.23173472222222","1.53173472222222","15522","","Plasmenyl-PS(P-18:0/10:0)+H",0,0,0,0,"1.23173472222222","1.53173472222222","15522","","Plasmenyl-PS(P-18:0/10:0)+H",0,0,0,0,"1.23173472222222","1.53173472222222","15522","","Plasmenyl-PS(P-18:0/10:0)+H","664.45483","479.44588","325.31013","155.14305","1.23173472222222","1.53173472222222","15522"
"","Plasmenyl-PS(P-18:0/14:1)+H",0,0,0,0,"1.71265833333333","2.01265833333333","6946","","Plasmenyl-PS(P-18:0/14:1)+H",0,0,0,0,"1.71265833333333","2.01265833333333","6946","","Plasmenyl-PS(P-18:0/14:1)+H",0,0,0,0,"1.71265833333333","2.01265833333333","6946","","Plasmenyl-PS(P-18:0/14:1)+H",0,0,0,0,"1.71265833333333","2.01265833333333","6946","","Plasmenyl-PS(P-18:0/14:1)+H",0,0,0,0,"1.71265833333333","2.01265833333333","6946","","Plasmenyl-PS(P-18:0/14:1)+H","718.50183","533.49288","325.31013","209.19005","1.71265833333333","2.01265833333333","6946"
"","Plasmenyl-PS(P-18:0/14:1)+H",0,0,0,0,"2.10559305555556","2.40559305555556","14062","","Plasmenyl-PS(P-18:0/14:1)+H",0,0,0,0,"2.10559305555556","2.40559305555556","14062","","Plasmenyl-PS(P-18:0/14:1)+H",0,0,0,0,"2.10559305555556","2.40559305555556","14062","","Plasmenyl-PS(P-18:0/14:1)+H",0,0,0,0,"2.10559305555556","2.40559305555556","14062","","Plasmenyl-PS(P-18:0/14:1)+H",0,0,0,0,"2.10559305555556","2.40559305555556","14062","","Plasmenyl-PS(P-18:0/14:1)+H","718.50183","533.49288","325.31013","209.19005","2.10559305555556","2.40559305555556","14062"
"","Plasmenyl-PS(P-18:0/16:0)+H",0,0,0,0,"4.89981527777778","5.19981527777778","9166","","Plasmenyl-PS(P-18:0/16:0)+H",0,0,0,0,"4.89981527777778","5.19981527777778","9166","","Plasmenyl-PS(P-18:0/16:0)+H",0,0,0,0,"4.89981527777778","5.19981527777778","9166","","Plasmenyl-PS(P-18:0/16:0)+H",0,0,0,0,"4.89981527777778","5.19981527777778","9166","","Plasmenyl-PS(P-18:0/16:0)+H",0,0,0,0,"4.89981527777778","5.19981527777778","9166","","Plasmenyl-PS(P-18:0/16:0)+H","748.54873","563.53978","325.31013","239.23695","4.89981527777778","5.19981527777778","9166"
"","Plasmenyl-PS(P-18:0/16:0)+H",0,0,0,0,"5.33257777777778","5.63257777777778","12455","","Plasmenyl-PS(P-18:0/16:0)+H",0,0,0,0,"5.33257777777778","5.63257777777778","12455","","Plasmenyl-PS(P-18:0/16:0)+H",0,0,0,0,"5.33257777777778","5.63257777777778","12455","","Plasmenyl-PS(P-18:0/16:0)+H",0,0,0,0,"5.33257777777778","5.63257777777778","12455","","Plasmenyl-PS(P-18:0/16:0)+H",0,0,0,0,"5.33257777777778","5.63257777777778","12455","","Plasmenyl-PS(P-18:0/16:0)+H","748.54873","563.53978","325.31013","239.23695","5.33257777777778","5.63257777777778","12455"
"","Plasmenyl-PS(P-18:0/17:0)+H",0,0,0,0,"5.44271805555556","5.74271805555556","3919","","Plasmenyl-PS(P-18:0/17:0)+H",0,0,0,0,"5.44271805555556","5.74271805555556","3919","","Plasmenyl-PS(P-18:0/17:0)+H",0,0,0,0,"5.44271805555556","5.74271805555556","3919","","Plasmenyl-PS(P-18:0/17:0)+H",0,0,0,0,"5.44271805555556","5.74271805555556","3919","","Plasmenyl-PS(P-18:0/17:0)+H",0,0,0,0,"5.44271805555556","5.74271805555556","3919","","Plasmenyl-PS(P-18:0/17:0)+H","762.56443","577.55548","325.31013","253.25265","5.44271805555556","5.74271805555556","3919"
"","Plasmenyl-PS(P-18:0/18:0)+H",1,0,0,0,"6.06026805555555","6.36026805555555","551","","Plasmenyl-PS(P-18:0/18:0)+H",6.225476,0,0,0,"6.06026805555555","6.36026805555555","551","","Plasmenyl-PS(P-18:0/18:0)+H",1,0,0,0,"6.06026805555555","6.36026805555555","551","","Plasmenyl-PS(P-18:0/18:0)+H",463349.5,0,0,0,"6.06026805555555","6.36026805555555","551","","Plasmenyl-PS(P-18:0/18:0)+H",776.5809,0,0,0,"6.06026805555555","6.36026805555555","551","","Plasmenyl-PS(P-18:0/18:0)+H","776.58003","591.57108","325.31013","267.26825","6.06026805555555","6.36026805555555","551"
"","Plasmenyl-PS(P-18:0/18:0)+H",1,0,0,0,"3.8481","4.1481","7330","","Plasmenyl-PS(P-18:0/18:0)+H",4.055396,0,0,0,"3.8481","4.1481","7330","","Plasmenyl-PS(P-18:0/18:0)+H",1,0,0,0,"3.8481","4.1481","7330","","Plasmenyl-PS(P-18:0/18:0)+H",1151.403,0,0,0,"3.8481","4.1481","7330","","Plasmenyl-PS(P-18:0/18:0)+H",776.5801,0,0,0,"3.8481","4.1481","7330","","Plasmenyl-PS(P-18:0/18:0)+H","776.58003","591.57108","325.31013","267.26825","3.8481","4.1481","7330"
"","Plasmenyl-PS(P-18:0/18:0)+H",0,0,0,0,"4.86781666666667","5.16781666666667","13186","","Plasmenyl-PS(P-18:0/18:0)+H",0,0,0,0,"4.86781666666667","5.16781666666667","13186","","Plasmenyl-PS(P-18:0/18:0)+H",0,0,0,0,"4.86781666666667","5.16781666666667","13186","","Plasmenyl-PS(P-18:0/18:0)+H",0,0,0,0,"4.86781666666667","5.16781666666667","13186","","Plasmenyl-PS(P-18:0/18:0)+H",0,0,0,0,"4.86781666666667","5.16781666666667","13186","","Plasmenyl-PS(P-18:0/18:0)+H","776.58003","591.57108","325.31013","267.26825","4.86781666666667","5.16781666666667","13186"
"","Plasmenyl-PS(P-18:0/18:1)+H",1,0,0,0,"5.07425277777778","5.37425277777778","330","","Plasmenyl-PS(P-18:0/18:1)+H",5.172553,0,0,0,"5.07425277777778","5.37425277777778","330","","Plasmenyl-PS(P-18:0/18:1)+H",2,0,0,0,"5.07425277777778","5.37425277777778","330","","Plasmenyl-PS(P-18:0/18:1)+H",494380.4,0,0,0,"5.07425277777778","5.37425277777778","330","","Plasmenyl-PS(P-18:0/18:1)+H",774.5666,0,0,0,"5.07425277777778","5.37425277777778","330","","Plasmenyl-PS(P-18:0/18:1)+H","774.56443","589.55548","325.31013","265.25265","5.07425277777778","5.37425277777778","330"
"","Plasmenyl-PS(P-18:0/18:1)+H",0,0,0,0,"3.15768333333333","3.45768333333333","3664","","Plasmenyl-PS(P-18:0/18:1)+H",0,0,0,0,"3.15768333333333","3.45768333333333","3664","","Plasmenyl-PS(P-18:0/18:1)+H",0,0,0,0,"3.15768333333333","3.45768333333333","3664","","Plasmenyl-PS(P-18:0/18:1)+H",0,0,0,0,"3.15768333333333","3.45768333333333","3664","","Plasmenyl-PS(P-18:0/18:1)+H",0,0,0,0,"3.15768333333333","3.45768333333333","3664","","Plasmenyl-PS(P-18:0/18:1)+H","774.56443","589.55548","325.31013","265.25265","3.15768333333333","3.45768333333333","3664"
"","Plasmenyl-PS(P-18:0/18:1)+H",0,0,0,0,"2.97523055555556","3.27523055555556","11461","","Plasmenyl-PS(P-18:0/18:1)+H",0,0,0,0,"2.97523055555556","3.27523055555556","11461","","Plasmenyl-PS(P-18:0/18:1)+H",0,0,0,0,"2.97523055555556","3.27523055555556","11461","","Plasmenyl-PS(P-18:0/18:1)+H",0,0,0,0,"2.97523055555556","3.27523055555556","11461","","Plasmenyl-PS(P-18:0/18:1)+H",0,0,0,0,"2.97523055555556","3.27523055555556","11461","","Plasmenyl-PS(P-18:0/18:1)+H","774.56443","589.55548","325.31013","265.25265","2.97523055555556","3.27523055555556","11461"
"","Plasmenyl-PS(P-18:0/18:1)+H",0,0,0,0,"5.33678333333333","5.63678333333333","17206","","Plasmenyl-PS(P-18:0/18:1)+H",0,0,0,0,"5.33678333333333","5.63678333333333","17206","","Plasmenyl-PS(P-18:0/18:1)+H",0,0,0,0,"5.33678333333333","5.63678333333333","17206","","Plasmenyl-PS(P-18:0/18:1)+H",0,0,0,0,"5.33678333333333","5.63678333333333","17206","","Plasmenyl-PS(P-18:0/18:1)+H",0,0,0,0,"5.33678333333333","5.63678333333333","17206","","Plasmenyl-PS(P-18:0/18:1)+H","774.56443","589.55548","325.31013","265.25265","5.33678333333333","5.63678333333333","17206"
"","Plasmenyl-PS(P-18:0/18:2)+H",0,0,0,0,"4.90192222222222","5.20192222222222","778","","Plasmenyl-PS(P-18:0/18:2)+H",0,0,0,0,"4.90192222222222","5.20192222222222","778","","Plasmenyl-PS(P-18:0/18:2)+H",0,0,0,0,"4.90192222222222","5.20192222222222","778","","Plasmenyl-PS(P-18:0/18:2)+H",0,0,0,0,"4.90192222222222","5.20192222222222","778","","Plasmenyl-PS(P-18:0/18:2)+H",0,0,0,0,"4.90192222222222","5.20192222222222","778","","Plasmenyl-PS(P-18:0/18:2)+H","772.54873","587.53978","325.31013","263.23695","4.90192222222222","5.20192222222222","778"
"","Plasmenyl-PS(P-18:0/18:2)+H",0,0,0,0,"4.55881212121212","4.85881212121212","5700","","Plasmenyl-PS(P-18:0/18:2)+H",0,0,0,0,"4.55881212121212","4.85881212121212","5700","","Plasmenyl-PS(P-18:0/18:2)+H",0,0,0,0,"4.55881212121212","4.85881212121212","5700","","Plasmenyl-PS(P-18:0/18:2)+H",0,0,0,0,"4.55881212121212","4.85881212121212","5700","","Plasmenyl-PS(P-18:0/18:2)+H",0,0,0,0,"4.55881212121212","4.85881212121212","5700","","Plasmenyl-PS(P-18:0/18:2)+H","772.54873","587.53978","325.31013","263.23695","4.55881212121212","4.85881212121212","5700"
"","Plasmenyl-PS(P-18:0/18:2)+H",0,0,0,0,"4.11522916666667","4.41522916666667","8914","","Plasmenyl-PS(P-18:0/18:2)+H",0,0,0,0,"4.11522916666667","4.41522916666667","8914","","Plasmenyl-PS(P-18:0/18:2)+H",0,0,0,0,"4.11522916666667","4.41522916666667","8914","","Plasmenyl-PS(P-18:0/18:2)+H",0,0,0,0,"4.11522916666667","4.41522916666667","8914","","Plasmenyl-PS(P-18:0/18:2)+H",0,0,0,0,"4.11522916666667","4.41522916666667","8914","","Plasmenyl-PS(P-18:0/18:2)+H","772.54873","587.53978","325.31013","263.23695","4.11522916666667","4.41522916666667","8914"
"","Plasmenyl-PS(P-18:0/18:2)+H",0,0,0,0,"2.99686363636364","3.29686363636364","11064","","Plasmenyl-PS(P-18:0/18:2)+H",0,0,0,0,"2.99686363636364","3.29686363636364","11064","","Plasmenyl-PS(P-18:0/18:2)+H",0,0,0,0,"2.99686363636364","3.29686363636364","11064","","Plasmenyl-PS(P-18:0/18:2)+H",0,0,0,0,"2.99686363636364","3.29686363636364","11064","","Plasmenyl-PS(P-18:0/18:2)+H",0,0,0,0,"2.99686363636364","3.29686363636364","11064","","Plasmenyl-PS(P-18:0/18:2)+H","772.54873","587.53978","325.31013","263.23695","2.99686363636364","3.29686363636364","11064"
"","Plasmenyl-PS(P-18:0/18:2)+H",0,0,0,0,"4.55763333333333","4.85763333333333","13213","","Plasmenyl-PS(P-18:0/18:2)+H",0,0,0,0,"4.55763333333333","4.85763333333333","13213","","Plasmenyl-PS(P-18:0/18:2)+H",0,0,0,0,"4.55763333333333","4.85763333333333","13213","","Plasmenyl-PS(P-18:0/18:2)+H",0,0,0,0,"4.55763333333333","4.85763333333333","13213","","Plasmenyl-PS(P-18:0/18:2)+H",0,0,0,0,"4.55763333333333","4.85763333333333","13213","","Plasmenyl-PS(P-18:0/18:2)+H","772.54873","587.53978","325.31013","263.23695","4.55763333333333","4.85763333333333","13213"
"","Plasmenyl-PS(P-18:0/18:3)+H",0,0,0,0,"4.99114722222222","5.29114722222222","13206","","Plasmenyl-PS(P-18:0/18:3)+H",0,0,0,0,"4.99114722222222","5.29114722222222","13206","","Plasmenyl-PS(P-18:0/18:3)+H",0,0,0,0,"4.99114722222222","5.29114722222222","13206","","Plasmenyl-PS(P-18:0/18:3)+H",0,0,0,0,"4.99114722222222","5.29114722222222","13206","","Plasmenyl-PS(P-18:0/18:3)+H",0,0,0,0,"4.99114722222222","5.29114722222222","13206","","Plasmenyl-PS(P-18:0/18:3)+H","770.53313","585.52418","325.31013","261.22135","4.99114722222222","5.29114722222222","13206"
"","Plasmenyl-PS(P-18:0/20:0)+H",0,0,0,0,"7.25400972222222","7.55400972222222","2607","","Plasmenyl-PS(P-18:0/20:0)+H",0,0,0,0,"7.25400972222222","7.55400972222222","2607","","Plasmenyl-PS(P-18:0/20:0)+H",0,0,0,0,"7.25400972222222","7.55400972222222","2607","","Plasmenyl-PS(P-18:0/20:0)+H",0,0,0,0,"7.25400972222222","7.55400972222222","2607","","Plasmenyl-PS(P-18:0/20:0)+H",0,0,0,0,"7.25400972222222","7.55400972222222","2607","","Plasmenyl-PS(P-18:0/20:0)+H","804.61133","619.60238","325.31013","295.29955","7.25400972222222","7.55400972222222","2607"
"","Plasmenyl-PS(P-18:0/20:0)+H",0,0,0,0,"7.95514305555555","8.25514305555555","18411","","Plasmenyl-PS(P-18:0/20:0)+H",0,0,0,0,"7.95514305555555","8.25514305555555","18411","","Plasmenyl-PS(P-18:0/20:0)+H",0,0,0,0,"7.95514305555555","8.25514305555555","18411","","Plasmenyl-PS(P-18:0/20:0)+H",0,0,0,0,"7.95514305555555","8.25514305555555","18411","","Plasmenyl-PS(P-18:0/20:0)+H",0,0,0,0,"7.95514305555555","8.25514305555555","18411","","Plasmenyl-PS(P-18:0/20:0)+H","804.61133","619.60238","325.31013","295.29955","7.95514305555555","8.25514305555555","18411"
"","Plasmenyl-PS(P-18:0/20:1)+H",0,0,0,0,"6.33237361111111","6.63237361111111","1954","","Plasmenyl-PS(P-18:0/20:1)+H",0,0,0,0,"6.33237361111111","6.63237361111111","1954","","Plasmenyl-PS(P-18:0/20:1)+H",0,0,0,0,"6.33237361111111","6.63237361111111","1954","","Plasmenyl-PS(P-18:0/20:1)+H",0,0,0,0,"6.33237361111111","6.63237361111111","1954","","Plasmenyl-PS(P-18:0/20:1)+H",0,0,0,0,"6.33237361111111","6.63237361111111","1954","","Plasmenyl-PS(P-18:0/20:1)+H","802.59573","617.58678","325.31013","293.28395","6.33237361111111","6.63237361111111","1954"
