"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","Plasmenyl-PS","[M+H]+","NL_head","NL_T2_RCOOH","T2_RCO+","RT_min","RT_max","Comment","RT at Max Intensity","Plasmenyl-PS","[M+H]+","NL_head","NL_T2_RCOOH","T2_RCO+","RT_min","RT_max","Comment","Number of Scans","Plasmenyl-PS","[M+H]+","NL_head","NL_T2_RCOOH","T2_RCO+","RT_min","RT_max","Comment","Max Intensity","Plasmenyl-PS","[M+H]+","NL_head","NL_T2_RCOOH","T2_RCO+","RT_min","RT_max","Comment","Average m/z","Plasmenyl-PS","[M+H]+","NL_head","NL_T2_RCOOH","T2_RCO+","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","Plasmenyl-PS","[M+H]+","NL_head","NL_T2_RCOOH","T2_RCO+","RT_min","RT_max","Comment"
"","Plasmenyl-PS(P-18:1/14:1)+H",0,0,0,0,"1.34834166666667","1.64834166666667","16130","","Plasmenyl-PS(P-18:1/14:1)+H",0,0,0,0,"1.34834166666667","1.64834166666667","16130","","Plasmenyl-PS(P-18:1/14:1)+H",0,0,0,0,"1.34834166666667","1.64834166666667","16130","","Plasmenyl-PS(P-18:1/14:1)+H",0,0,0,0,"1.34834166666667","1.64834166666667","16130","","Plasmenyl-PS(P-18:1/14:1)+H",0,0,0,0,"1.34834166666667","1.64834166666667","16130","","Plasmenyl-PS(P-18:1/14:1)+H","716.48623","531.47728","323.29453","209.19005","1.34834166666667","1.64834166666667","16130"
"","Plasmenyl-PS(P-18:1/18:0)+H",1,0,0,0,"5.07425277777778","5.37425277777778","330","","Plasmenyl-PS(P-18:1/18:0)+H",5.172553,0,0,0,"5.07425277777778","5.37425277777778","330","","Plasmenyl-PS(P-18:1/18:0)+H",2,0,0,0,"5.07425277777778","5.37425277777778","330","","Plasmenyl-PS(P-18:1/18:0)+H",494380.4,0,0,0,"5.07425277777778","5.37425277777778","330","","Plasmenyl-PS(P-18:1/18:0)+H",774.5666,0,0,0,"5.07425277777778","5.37425277777778","330","","Plasmenyl-PS(P-18:1/18:0)+H","774.56443","589.55548","323.29453","267.26825","5.07425277777778","5.37425277777778","330"
"","Plasmenyl-PS(P-18:1/18:0)+H",0,0,0,0,"3.15768333333333","3.45768333333333","3664","","Plasmenyl-PS(P-18:1/18:0)+H",0,0,0,0,"3.15768333333333","3.45768333333333","3664","","Plasmenyl-PS(P-18:1/18:0)+H",0,0,0,0,"3.15768333333333","3.45768333333333","3664","","Plasmenyl-PS(P-18:1/18:0)+H",0,0,0,0,"3.15768333333333","3.45768333333333","3664","","Plasmenyl-PS(P-18:1/18:0)+H",0,0,0,0,"3.15768333333333","3.45768333333333","3664","","Plasmenyl-PS(P-18:1/18:0)+H","774.56443","589.55548","323.29453","267.26825","3.15768333333333","3.45768333333333","3664"
"","Plasmenyl-PS(P-18:1/18:0)+H",0,0,0,0,"2.97523055555556","3.27523055555556","11461","","Plasmenyl-PS(P-18:1/18:0)+H",0,0,0,0,"2.97523055555556","3.27523055555556","11461","","Plasmenyl-PS(P-18:1/18:0)+H",0,0,0,0,"2.97523055555556","3.27523055555556","11461","","Plasmenyl-PS(P-18:1/18:0)+H",0,0,0,0,"2.97523055555556","3.27523055555556","11461","","Plasmenyl-PS(P-18:1/18:0)+H",0,0,0,0,"2.97523055555556","3.27523055555556","11461","","Plasmenyl-PS(P-18:1/18:0)+H","774.56443","589.55548","323.29453","267.26825","2.97523055555556","3.27523055555556","11461"
"","Plasmenyl-PS(P-18:1/18:0)+H",0,0,0,0,"5.33678333333333","5.63678333333333","17206","","Plasmenyl-PS(P-18:1/18:0)+H",0,0,0,0,"5.33678333333333","5.63678333333333","17206","","Plasmenyl-PS(P-18:1/18:0)+H",0,0,0,0,"5.33678333333333","5.63678333333333","17206","","Plasmenyl-PS(P-18:1/18:0)+H",0,0,0,0,"5.33678333333333","5.63678333333333","17206","","Plasmenyl-PS(P-18:1/18:0)+H",0,0,0,0,"5.33678333333333","5.63678333333333","17206","","Plasmenyl-PS(P-18:1/18:0)+H","774.56443","589.55548","323.29453","267.26825","5.33678333333333","5.63678333333333","17206"
"","Plasmenyl-PS(P-18:1/18:1)+H",0,0,0,0,"4.90192222222222","5.20192222222222","778","","Plasmenyl-PS(P-18:1/18:1)+H",0,0,0,0,"4.90192222222222","5.20192222222222","778","","Plasmenyl-PS(P-18:1/18:1)+H",0,0,0,0,"4.90192222222222","5.20192222222222","778","","Plasmenyl-PS(P-18:1/18:1)+H",0,0,0,0,"4.90192222222222","5.20192222222222","778","","Plasmenyl-PS(P-18:1/18:1)+H",0,0,0,0,"4.90192222222222","5.20192222222222","778","","Plasmenyl-PS(P-18:1/18:1)+H","772.54883","587.53988","323.29453","265.25265","4.90192222222222","5.20192222222222","778"
"","Plasmenyl-PS(P-18:1/18:1)+H",0,0,0,0,"4.55881212121212","4.85881212121212","5700","","Plasmenyl-PS(P-18:1/18:1)+H",0,0,0,0,"4.55881212121212","4.85881212121212","5700","","Plasmenyl-PS(P-18:1/18:1)+H",0,0,0,0,"4.55881212121212","4.85881212121212","5700","","Plasmenyl-PS(P-18:1/18:1)+H",0,0,0,0,"4.55881212121212","4.85881212121212","5700","","Plasmenyl-PS(P-18:1/18:1)+H",0,0,0,0,"4.55881212121212","4.85881212121212","5700","","Plasmenyl-PS(P-18:1/18:1)+H","772.54883","587.53988","323.29453","265.25265","4.55881212121212","4.85881212121212","5700"
"","Plasmenyl-PS(P-18:1/18:1)+H",0,0,0,0,"4.11522916666667","4.41522916666667","8914","","Plasmenyl-PS(P-18:1/18:1)+H",0,0,0,0,"4.11522916666667","4.41522916666667","8914","","Plasmenyl-PS(P-18:1/18:1)+H",0,0,0,0,"4.11522916666667","4.41522916666667","8914","","Plasmenyl-PS(P-18:1/18:1)+H",0,0,0,0,"4.11522916666667","4.41522916666667","8914","","Plasmenyl-PS(P-18:1/18:1)+H",0,0,0,0,"4.11522916666667","4.41522916666667","8914","","Plasmenyl-PS(P-18:1/18:1)+H","772.54883","587.53988","323.29453","265.25265","4.11522916666667","4.41522916666667","8914"
"","Plasmenyl-PS(P-18:1/18:1)+H",0,0,0,0,"2.99686363636364","3.29686363636364","11064","","Plasmenyl-PS(P-18:1/18:1)+H",0,0,0,0,"2.99686363636364","3.29686363636364","11064","","Plasmenyl-PS(P-18:1/18:1)+H",0,0,0,0,"2.99686363636364","3.29686363636364","11064","","Plasmenyl-PS(P-18:1/18:1)+H",0,0,0,0,"2.99686363636364","3.29686363636364","11064","","Plasmenyl-PS(P-18:1/18:1)+H",0,0,0,0,"2.99686363636364","3.29686363636364","11064","","Plasmenyl-PS(P-18:1/18:1)+H","772.54883","587.53988","323.29453","265.25265","2.99686363636364","3.29686363636364","11064"
"","Plasmenyl-PS(P-18:1/18:1)+H",0,0,0,0,"4.55763333333333","4.85763333333333","13213","","Plasmenyl-PS(P-18:1/18:1)+H",0,0,0,0,"4.55763333333333","4.85763333333333","13213","","Plasmenyl-PS(P-18:1/18:1)+H",0,0,0,0,"4.55763333333333","4.85763333333333","13213","","Plasmenyl-PS(P-18:1/18:1)+H",0,0,0,0,"4.55763333333333","4.85763333333333","13213","","Plasmenyl-PS(P-18:1/18:1)+H",0,0,0,0,"4.55763333333333","4.85763333333333","13213","","Plasmenyl-PS(P-18:1/18:1)+H","772.54883","587.53988","323.29453","265.25265","4.55763333333333","4.85763333333333","13213"
"","Plasmenyl-PS(P-18:1/18:2)+H",0,0,0,0,"4.99114722222222","5.29114722222222","13206","","Plasmenyl-PS(P-18:1/18:2)+H",0,0,0,0,"4.99114722222222","5.29114722222222","13206","","Plasmenyl-PS(P-18:1/18:2)+H",0,0,0,0,"4.99114722222222","5.29114722222222","13206","","Plasmenyl-PS(P-18:1/18:2)+H",0,0,0,0,"4.99114722222222","5.29114722222222","13206","","Plasmenyl-PS(P-18:1/18:2)+H",0,0,0,0,"4.99114722222222","5.29114722222222","13206","","Plasmenyl-PS(P-18:1/18:2)+H","770.53313","585.52418","323.29453","263.23695","4.99114722222222","5.29114722222222","13206"
"","Plasmenyl-PS(P-18:1/19:0)+H",0,0,0,0,"5.73617916666667","6.03617916666667","9611","","Plasmenyl-PS(P-18:1/19:0)+H",0,0,0,0,"5.73617916666667","6.03617916666667","9611","","Plasmenyl-PS(P-18:1/19:0)+H",0,0,0,0,"5.73617916666667","6.03617916666667","9611","","Plasmenyl-PS(P-18:1/19:0)+H",0,0,0,0,"5.73617916666667","6.03617916666667","9611","","Plasmenyl-PS(P-18:1/19:0)+H",0,0,0,0,"5.73617916666667","6.03617916666667","9611","","Plasmenyl-PS(P-18:1/19:0)+H","788.58013","603.57118","323.29453","281.28395","5.73617916666667","6.03617916666667","9611"
"","Plasmenyl-PS(P-18:1/20:0)+H",0,0,0,0,"6.33237361111111","6.63237361111111","1954","","Plasmenyl-PS(P-18:1/20:0)+H",0,0,0,0,"6.33237361111111","6.63237361111111","1954","","Plasmenyl-PS(P-18:1/20:0)+H",0,0,0,0,"6.33237361111111","6.63237361111111","1954","","Plasmenyl-PS(P-18:1/20:0)+H",0,0,0,0,"6.33237361111111","6.63237361111111","1954","","Plasmenyl-PS(P-18:1/20:0)+H",0,0,0,0,"6.33237361111111","6.63237361111111","1954","","Plasmenyl-PS(P-18:1/20:0)+H","802.59573","617.58678","323.29453","295.29955","6.33237361111111","6.63237361111111","1954"
"","Plasmenyl-PS(P-18:1/20:0)+H",0,0,0,0,"4.12052916666667","4.42052916666667","3104","","Plasmenyl-PS(P-18:1/20:0)+H",0,0,0,0,"4.12052916666667","4.42052916666667","3104","","Plasmenyl-PS(P-18:1/20:0)+H",0,0,0,0,"4.12052916666667","4.42052916666667","3104","","Plasmenyl-PS(P-18:1/20:0)+H",0,0,0,0,"4.12052916666667","4.42052916666667","3104","","Plasmenyl-PS(P-18:1/20:0)+H",0,0,0,0,"4.12052916666667","4.42052916666667","3104","","Plasmenyl-PS(P-18:1/20:0)+H","802.59573","617.58678","323.29453","295.29955","4.12052916666667","4.42052916666667","3104"
"","Plasmenyl-PS(P-18:1/20:0)+H",0,0,0,0,"4.40779305555556","4.70779305555556","4948","","Plasmenyl-PS(P-18:1/20:0)+H",0,0,0,0,"4.40779305555556","4.70779305555556","4948","","Plasmenyl-PS(P-18:1/20:0)+H",0,0,0,0,"4.40779305555556","4.70779305555556","4948","","Plasmenyl-PS(P-18:1/20:0)+H",0,0,0,0,"4.40779305555556","4.70779305555556","4948","","Plasmenyl-PS(P-18:1/20:0)+H",0,0,0,0,"4.40779305555556","4.70779305555556","4948","","Plasmenyl-PS(P-18:1/20:0)+H","802.59573","617.58678","323.29453","295.29955","4.40779305555556","4.70779305555556","4948"
"","Plasmenyl-PS(P-18:1/20:0)+H",0,0,0,0,"4.12585277777778","4.42585277777778","12860","","Plasmenyl-PS(P-18:1/20:0)+H",0,0,0,0,"4.12585277777778","4.42585277777778","12860","","Plasmenyl-PS(P-18:1/20:0)+H",0,0,0,0,"4.12585277777778","4.42585277777778","12860","","Plasmenyl-PS(P-18:1/20:0)+H",0,0,0,0,"4.12585277777778","4.42585277777778","12860","","Plasmenyl-PS(P-18:1/20:0)+H",0,0,0,0,"4.12585277777778","4.42585277777778","12860","","Plasmenyl-PS(P-18:1/20:0)+H","802.59573","617.58678","323.29453","295.29955","4.12585277777778","4.42585277777778","12860"
"","Plasmenyl-PS(P-18:1/20:1)+H",0,0,0,0,"5.43967777777778","5.73967777777778","3279","","Plasmenyl-PS(P-18:1/20:1)+H",0,0,0,0,"5.43967777777778","5.73967777777778","3279","","Plasmenyl-PS(P-18:1/20:1)+H",0,0,0,0,"5.43967777777778","5.73967777777778","3279","","Plasmenyl-PS(P-18:1/20:1)+H",0,0,0,0,"5.43967777777778","5.73967777777778","3279","","Plasmenyl-PS(P-18:1/20:1)+H",0,0,0,0,"5.43967777777778","5.73967777777778","3279","","Plasmenyl-PS(P-18:1/20:1)+H","800.58013","615.57118","323.29453","293.28395","5.43967777777778","5.73967777777778","3279"
"","Plasmenyl-PS(P-18:1/20:1)+H",0,0,0,0,"3.63204027777778","3.93204027777778","7037","","Plasmenyl-PS(P-18:1/20:1)+H",0,0,0,0,"3.63204027777778","3.93204027777778","7037","","Plasmenyl-PS(P-18:1/20:1)+H",0,0,0,0,"3.63204027777778","3.93204027777778","7037","","Plasmenyl-PS(P-18:1/20:1)+H",0,0,0,0,"3.63204027777778","3.93204027777778","7037","","Plasmenyl-PS(P-18:1/20:1)+H",0,0,0,0,"3.63204027777778","3.93204027777778","7037","","Plasmenyl-PS(P-18:1/20:1)+H","800.58013","615.57118","323.29453","293.28395","3.63204027777778","3.93204027777778","7037"
"","Plasmenyl-PS(P-18:1/20:1)+H",0,0,0,0,"4.10396527777778","4.40396527777778","7410","","Plasmenyl-PS(P-18:1/20:1)+H",0,0,0,0,"4.10396527777778","4.40396527777778","7410","","Plasmenyl-PS(P-18:1/20:1)+H",0,0,0,0,"4.10396527777778","4.40396527777778","7410","","Plasmenyl-PS(P-18:1/20:1)+H",0,0,0,0,"4.10396527777778","4.40396527777778","7410","","Plasmenyl-PS(P-18:1/20:1)+H",0,0,0,0,"4.10396527777778","4.40396527777778","7410","","Plasmenyl-PS(P-18:1/20:1)+H","800.58013","615.57118","323.29453","293.28395","4.10396527777778","4.40396527777778","7410"
"","Plasmenyl-PS(P-18:1/20:1)+H",0,0,0,0,"3.32310972222222","3.62310972222222","14702","","Plasmenyl-PS(P-18:1/20:1)+H",0,0,0,0,"3.32310972222222","3.62310972222222","14702","","Plasmenyl-PS(P-18:1/20:1)+H",0,0,0,0,"3.32310972222222","3.62310972222222","14702","","Plasmenyl-PS(P-18:1/20:1)+H",0,0,0,0,"3.32310972222222","3.62310972222222","14702","","Plasmenyl-PS(P-18:1/20:1)+H",0,0,0,0,"3.32310972222222","3.62310972222222","14702","","Plasmenyl-PS(P-18:1/20:1)+H","800.58013","615.57118","323.29453","293.28395","3.32310972222222","3.62310972222222","14702"
"","Plasmenyl-PS(P-18:1/20:1)+H",0,0,0,0,"5.83374444444444","6.13374444444444","18887","","Plasmenyl-PS(P-18:1/20:1)+H",0,0,0,0,"5.83374444444444","6.13374444444444","18887","","Plasmenyl-PS(P-18:1/20:1)+H",0,0,0,0,"5.83374444444444","6.13374444444444","18887","","Plasmenyl-PS(P-18:1/20:1)+H",0,0,0,0,"5.83374444444444","6.13374444444444","18887","","Plasmenyl-PS(P-18:1/20:1)+H",0,0,0,0,"5.83374444444444","6.13374444444444","18887","","Plasmenyl-PS(P-18:1/20:1)+H","800.58013","615.57118","323.29453","293.28395","5.83374444444444","6.13374444444444","18887"
"","Plasmenyl-PS(P-18:1/20:2)+H",1,0,0,0,"4.89671944444444","5.19671944444444","424","","Plasmenyl-PS(P-18:1/20:2)+H",5.006868,0,0,0,"4.89671944444444","5.19671944444444","424","","Plasmenyl-PS(P-18:1/20:2)+H",2,0,0,0,"4.89671944444444","5.19671944444444","424","","Plasmenyl-PS(P-18:1/20:2)+H",355770,0,0,0,"4.89671944444444","5.19671944444444","424","","Plasmenyl-PS(P-18:1/20:2)+H",798.566,0,0,0,"4.89671944444444","5.19671944444444","424","","Plasmenyl-PS(P-18:1/20:2)+H","798.56443","613.55548","323.29453","291.26825","4.89671944444444","5.19671944444444","424"
"","Plasmenyl-PS(P-18:1/20:2)+H",0,0,0,0,"3.84327222222222","4.14327222222222","3759","","Plasmenyl-PS(P-18:1/20:2)+H",0,0,0,0,"3.84327222222222","4.14327222222222","3759","","Plasmenyl-PS(P-18:1/20:2)+H",0,0,0,0,"3.84327222222222","4.14327222222222","3759","","Plasmenyl-PS(P-18:1/20:2)+H",0,0,0,0,"3.84327222222222","4.14327222222222","3759","","Plasmenyl-PS(P-18:1/20:2)+H",0,0,0,0,"3.84327222222222","4.14327222222222","3759","","Plasmenyl-PS(P-18:1/20:2)+H","798.56443","613.55548","323.29453","291.26825","3.84327222222222","4.14327222222222","3759"
"","Plasmenyl-PS(P-18:1/20:2)+H",0,0,0,0,"3.42625277777778","3.72625277777778","4937","","Plasmenyl-PS(P-18:1/20:2)+H",0,0,0,0,"3.42625277777778","3.72625277777778","4937","","Plasmenyl-PS(P-18:1/20:2)+H",0,0,0,0,"3.42625277777778","3.72625277777778","4937","","Plasmenyl-PS(P-18:1/20:2)+H",0,0,0,0,"3.42625277777778","3.72625277777778","4937","","Plasmenyl-PS(P-18:1/20:2)+H",0,0,0,0,"3.42625277777778","3.72625277777778","4937","","Plasmenyl-PS(P-18:1/20:2)+H","798.56443","613.55548","323.29453","291.26825","3.42625277777778","3.72625277777778","4937"
"","Plasmenyl-PS(P-18:1/20:2)+H",0,0,0,0,"3.09943333333333","3.39943333333333","5420","","Plasmenyl-PS(P-18:1/20:2)+H",0,0,0,0,"3.09943333333333","3.39943333333333","5420","","Plasmenyl-PS(P-18:1/20:2)+H",0,0,0,0,"3.09943333333333","3.39943333333333","5420","","Plasmenyl-PS(P-18:1/20:2)+H",0,0,0,0,"3.09943333333333","3.39943333333333","5420","","Plasmenyl-PS(P-18:1/20:2)+H",0,0,0,0,"3.09943333333333","3.39943333333333","5420","","Plasmenyl-PS(P-18:1/20:2)+H","798.56443","613.55548","323.29453","291.26825","3.09943333333333","3.39943333333333","5420"
"","Plasmenyl-PS(P-18:1/20:2)+H",0,0,0,0,"4.28418333333333","4.58418333333333","5760","","Plasmenyl-PS(P-18:1/20:2)+H",0,0,0,0,"4.28418333333333","4.58418333333333","5760","","Plasmenyl-PS(P-18:1/20:2)+H",0,0,0,0,"4.28418333333333","4.58418333333333","5760","","Plasmenyl-PS(P-18:1/20:2)+H",0,0,0,0,"4.28418333333333","4.58418333333333","5760","","Plasmenyl-PS(P-18:1/20:2)+H",0,0,0,0,"4.28418333333333","4.58418333333333","5760","","Plasmenyl-PS(P-18:1/20:2)+H","798.56443","613.55548","323.29453","291.26825","4.28418333333333","4.58418333333333","5760"
"","Plasmenyl-PS(P-18:1/20:3)+H",0,0,0,0,"2.63831944444444","2.93831944444444","6882","","Plasmenyl-PS(P-18:1/20:3)+H",0,0,0,0,"2.63831944444444","2.93831944444444","6882","","Plasmenyl-PS(P-18:1/20:3)+H",0,0,0,0,"2.63831944444444","2.93831944444444","6882","","Plasmenyl-PS(P-18:1/20:3)+H",0,0,0,0,"2.63831944444444","2.93831944444444","6882","","Plasmenyl-PS(P-18:1/20:3)+H",0,0,0,0,"2.63831944444444","2.93831944444444","6882","","Plasmenyl-PS(P-18:1/20:3)+H","796.54883","611.53988","323.29453","289.25265","2.63831944444444","2.93831944444444","6882"
"","Plasmenyl-PS(P-18:1/20:3)+H",0,0,0,0,"5.08153636363636","5.38153636363636","9347","","Plasmenyl-PS(P-18:1/20:3)+H",0,0,0,0,"5.08153636363636","5.38153636363636","9347","","Plasmenyl-PS(P-18:1/20:3)+H",0,0,0,0,"5.08153636363636","5.38153636363636","9347","","Plasmenyl-PS(P-18:1/20:3)+H",0,0,0,0,"5.08153636363636","5.38153636363636","9347","","Plasmenyl-PS(P-18:1/20:3)+H",0,0,0,0,"5.08153636363636","5.38153636363636","9347","","Plasmenyl-PS(P-18:1/20:3)+H","796.54883","611.53988","323.29453","289.25265","5.08153636363636","5.38153636363636","9347"
"","Plasmenyl-PS(P-18:1/22:1)+H",1,0,0,0,"7.28486944444444","7.58486944444444","996","","Plasmenyl-PS(P-18:1/22:1)+H",7.465267,0,0,0,"7.28486944444444","7.58486944444444","996","","Plasmenyl-PS(P-18:1/22:1)+H",1,0,0,0,"7.28486944444444","7.58486944444444","996","","Plasmenyl-PS(P-18:1/22:1)+H",170996.9,0,0,0,"7.28486944444444","7.58486944444444","996","","Plasmenyl-PS(P-18:1/22:1)+H",828.6122,0,0,0,"7.28486944444444","7.58486944444444","996","","Plasmenyl-PS(P-18:1/22:1)+H","828.61143","643.60248","323.29453","321.31525","7.28486944444444","7.58486944444444","996"
"","Plasmenyl-PS(P-18:1/22:1)+H",0,0,0,0,"4.95514305555556","5.25514305555556","2824","","Plasmenyl-PS(P-18:1/22:1)+H",0,0,0,0,"4.95514305555556","5.25514305555556","2824","","Plasmenyl-PS(P-18:1/22:1)+H",0,0,0,0,"4.95514305555556","5.25514305555556","2824","","Plasmenyl-PS(P-18:1/22:1)+H",0,0,0,0,"4.95514305555556","5.25514305555556","2824","","Plasmenyl-PS(P-18:1/22:1)+H",0,0,0,0,"4.95514305555556","5.25514305555556","2824","","Plasmenyl-PS(P-18:1/22:1)+H","828.61143","643.60248","323.29453","321.31525","4.95514305555556","5.25514305555556","2824"
"","Plasmenyl-PS(P-18:1/22:1)+H",0,0,0,0,"5.44522424242424","5.74522424242424","10621","","Plasmenyl-PS(P-18:1/22:1)+H",0,0,0,0,"5.44522424242424","5.74522424242424","10621","","Plasmenyl-PS(P-18:1/22:1)+H",0,0,0,0,"5.44522424242424","5.74522424242424","10621","","Plasmenyl-PS(P-18:1/22:1)+H",0,0,0,0,"5.44522424242424","5.74522424242424","10621","","Plasmenyl-PS(P-18:1/22:1)+H",0,0,0,0,"5.44522424242424","5.74522424242424","10621","","Plasmenyl-PS(P-18:1/22:1)+H","828.61143","643.60248","323.29453","321.31525","5.44522424242424","5.74522424242424","10621"
"","Plasmenyl-PS(P-18:1/22:1)+H",0,0,0,0,"5.47937222222222","5.77937222222222","17520","","Plasmenyl-PS(P-18:1/22:1)+H",0,0,0,0,"5.47937222222222","5.77937222222222","17520","","Plasmenyl-PS(P-18:1/22:1)+H",0,0,0,0,"5.47937222222222","5.77937222222222","17520","","Plasmenyl-PS(P-18:1/22:1)+H",0,0,0,0,"5.47937222222222","5.77937222222222","17520","","Plasmenyl-PS(P-18:1/22:1)+H",0,0,0,0,"5.47937222222222","5.77937222222222","17520","","Plasmenyl-PS(P-18:1/22:1)+H","828.61143","643.60248","323.29453","321.31525","5.47937222222222","5.77937222222222","17520"
"","Plasmenyl-PS(P-18:1/22:2)+H",0,0,0,0,"4.8403375","5.1403375","2200","","Plasmenyl-PS(P-18:1/22:2)+H",0,0,0,0,"4.8403375","5.1403375","2200","","Plasmenyl-PS(P-18:1/22:2)+H",0,0,0,0,"4.8403375","5.1403375","2200","","Plasmenyl-PS(P-18:1/22:2)+H",0,0,0,0,"4.8403375","5.1403375","2200","","Plasmenyl-PS(P-18:1/22:2)+H",0,0,0,0,"4.8403375","5.1403375","2200","","Plasmenyl-PS(P-18:1/22:2)+H","826.59573","641.58678","323.29453","319.29955","4.8403375","5.1403375","2200"
"","Plasmenyl-PS(P-18:1/22:2)+H",0,0,0,0,"6.15288888888889","6.45288888888889","2392","","Plasmenyl-PS(P-18:1/22:2)+H",0,0,0,0,"6.15288888888889","6.45288888888889","2392","","Plasmenyl-PS(P-18:1/22:2)+H",0,0,0,0,"6.15288888888889","6.45288888888889","2392","","Plasmenyl-PS(P-18:1/22:2)+H",0,0,0,0,"6.15288888888889","6.45288888888889","2392","","Plasmenyl-PS(P-18:1/22:2)+H",0,0,0,0,"6.15288888888889","6.45288888888889","2392","","Plasmenyl-PS(P-18:1/22:2)+H","826.59573","641.58678","323.29453","319.29955","6.15288888888889","6.45288888888889","2392"
"","Plasmenyl-PS(P-18:1/22:2)+H",0,0,0,0,"5.60048055555555","5.90048055555555","2976","","Plasmenyl-PS(P-18:1/22:2)+H",0,0,0,0,"5.60048055555555","5.90048055555555","2976","","Plasmenyl-PS(P-18:1/22:2)+H",0,0,0,0,"5.60048055555555","5.90048055555555","2976","","Plasmenyl-PS(P-18:1/22:2)+H",0,0,0,0,"5.60048055555555","5.90048055555555","2976","","Plasmenyl-PS(P-18:1/22:2)+H",0,0,0,0,"5.60048055555555","5.90048055555555","2976","","Plasmenyl-PS(P-18:1/22:2)+H","826.59573","641.58678","323.29453","319.29955","5.60048055555555","5.90048055555555","2976"
"","Plasmenyl-PS(P-18:1/22:2)+H",0,0,0,0,"4.33299444444444","4.63299444444444","6897","","Plasmenyl-PS(P-18:1/22:2)+H",0,0,0,0,"4.33299444444444","4.63299444444444","6897","","Plasmenyl-PS(P-18:1/22:2)+H",0,0,0,0,"4.33299444444444","4.63299444444444","6897","","Plasmenyl-PS(P-18:1/22:2)+H",0,0,0,0,"4.33299444444444","4.63299444444444","6897","","Plasmenyl-PS(P-18:1/22:2)+H",0,0,0,0,"4.33299444444444","4.63299444444444","6897","","Plasmenyl-PS(P-18:1/22:2)+H","826.59573","641.58678","323.29453","319.29955","4.33299444444444","4.63299444444444","6897"
"","Plasmenyl-PS(P-18:1/22:2)+H",0,0,0,0,"5.07220555555556","5.37220555555556","14305","","Plasmenyl-PS(P-18:1/22:2)+H",0,0,0,0,"5.07220555555556","5.37220555555556","14305","","Plasmenyl-PS(P-18:1/22:2)+H",0,0,0,0,"5.07220555555556","5.37220555555556","14305","","Plasmenyl-PS(P-18:1/22:2)+H",0,0,0,0,"5.07220555555556","5.37220555555556","14305","","Plasmenyl-PS(P-18:1/22:2)+H",0,0,0,0,"5.07220555555556","5.37220555555556","14305","","Plasmenyl-PS(P-18:1/22:2)+H","826.59573","641.58678","323.29453","319.29955","5.07220555555556","5.37220555555556","14305"
"","Plasmenyl-PS(P-18:1/22:3)+H",0,0,0,0,"4.9516","5.2516","2033","","Plasmenyl-PS(P-18:1/22:3)+H",0,0,0,0,"4.9516","5.2516","2033","","Plasmenyl-PS(P-18:1/22:3)+H",0,0,0,0,"4.9516","5.2516","2033","","Plasmenyl-PS(P-18:1/22:3)+H",0,0,0,0,"4.9516","5.2516","2033","","Plasmenyl-PS(P-18:1/22:3)+H",0,0,0,0,"4.9516","5.2516","2033","","Plasmenyl-PS(P-18:1/22:3)+H","824.58013","639.57118","323.29453","317.28395","4.9516","5.2516","2033"
"","Plasmenyl-PS(P-18:1/22:3)+H",0,0,0,0,"5.38813472222222","5.68813472222222","3456","","Plasmenyl-PS(P-18:1/22:3)+H",0,0,0,0,"5.38813472222222","5.68813472222222","3456","","Plasmenyl-PS(P-18:1/22:3)+H",0,0,0,0,"5.38813472222222","5.68813472222222","3456","","Plasmenyl-PS(P-18:1/22:3)+H",0,0,0,0,"5.38813472222222","5.68813472222222","3456","","Plasmenyl-PS(P-18:1/22:3)+H",0,0,0,0,"5.38813472222222","5.68813472222222","3456","","Plasmenyl-PS(P-18:1/22:3)+H","824.58013","639.57118","323.29453","317.28395","5.38813472222222","5.68813472222222","3456"
"","Plasmenyl-PS(P-18:1/22:3)+H",0,0,0,0,"4.10132083333333","4.40132083333333","6007","","Plasmenyl-PS(P-18:1/22:3)+H",0,0,0,0,"4.10132083333333","4.40132083333333","6007","","Plasmenyl-PS(P-18:1/22:3)+H",0,0,0,0,"4.10132083333333","4.40132083333333","6007","","Plasmenyl-PS(P-18:1/22:3)+H",0,0,0,0,"4.10132083333333","4.40132083333333","6007","","Plasmenyl-PS(P-18:1/22:3)+H",0,0,0,0,"4.10132083333333","4.40132083333333","6007","","Plasmenyl-PS(P-18:1/22:3)+H","824.58013","639.57118","323.29453","317.28395","4.10132083333333","4.40132083333333","6007"
"","Plasmenyl-PS(P-18:1/22:3)+H",0,0,0,0,"3.35120555555556","3.65120555555556","14000","","Plasmenyl-PS(P-18:1/22:3)+H",0,0,0,0,"3.35120555555556","3.65120555555556","14000","","Plasmenyl-PS(P-18:1/22:3)+H",0,0,0,0,"3.35120555555556","3.65120555555556","14000","","Plasmenyl-PS(P-18:1/22:3)+H",0,0,0,0,"3.35120555555556","3.65120555555556","14000","","Plasmenyl-PS(P-18:1/22:3)+H",0,0,0,0,"3.35120555555556","3.65120555555556","14000","","Plasmenyl-PS(P-18:1/22:3)+H","824.58013","639.57118","323.29453","317.28395","3.35120555555556","3.65120555555556","14000"
