"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","PC","M+Na","Mna-PC","Mna-TrimethylAmine","Mna-NaPC","Mna-tail1&TrimethylAmine","Mna-tail2&TrimethylAmine","Mna-Tail1","Mna-Tail2","C2H5O4NaP","RT_min","RT_max","Comment","RT at Max Intensity","PC","M+Na","Mna-PC","Mna-TrimethylAmine","Mna-NaPC","Mna-tail1&TrimethylAmine","Mna-tail2&TrimethylAmine","Mna-Tail1","Mna-Tail2","C2H5O4NaP","RT_min","RT_max","Comment","Number of Scans","PC","M+Na","Mna-PC","Mna-TrimethylAmine","Mna-NaPC","Mna-tail1&TrimethylAmine","Mna-tail2&TrimethylAmine","Mna-Tail1","Mna-Tail2","C2H5O4NaP","RT_min","RT_max","Comment","Max Intensity","PC","M+Na","Mna-PC","Mna-TrimethylAmine","Mna-NaPC","Mna-tail1&TrimethylAmine","Mna-tail2&TrimethylAmine","Mna-Tail1","Mna-Tail2","C2H5O4NaP","RT_min","RT_max","Comment","Average m/z","PC","M+Na","Mna-PC","Mna-TrimethylAmine","Mna-NaPC","Mna-tail1&TrimethylAmine","Mna-tail2&TrimethylAmine","Mna-Tail1","Mna-Tail2","C2H5O4NaP","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","PC","M+Na","Mna-PC","Mna-TrimethylAmine","Mna-NaPC","Mna-tail1&TrimethylAmine","Mna-tail2&TrimethylAmine","Mna-Tail1","Mna-Tail2","C2H5O4NaP","RT_min","RT_max","Comment"
"","PC(13:0_24:1)+Na",0,0,0,0,0,0,0,0,0,"5.72048611111111","6.02048611111111","11625","","PC(13:0_24:1)+Na",0,0,0,0,0,0,0,0,0,"5.72048611111111","6.02048611111111","11625","","PC(13:0_24:1)+Na",0,0,0,0,0,0,0,0,0,"5.72048611111111","6.02048611111111","11625","","PC(13:0_24:1)+Na",0,0,0,0,0,0,0,0,0,"5.72048611111111","6.02048611111111","11625","","PC(13:0_24:1)+Na",0,0,0,0,0,0,0,0,0,"5.72048611111111","6.02048611111111","11625","","PC(13:0_24:1)+Na","824.61408","641.54804","765.540581","619.5661","551.347251","399.190751","610.42075","458.26425","146.98179","5.72048611111111","6.02048611111111","11625"
"","PC(13:0_24:1)+Na",0,0,0,0,0,0,0,0,0,"7.71670694444445","8.01670694444445","17147","","PC(13:0_24:1)+Na",0,0,0,0,0,0,0,0,0,"7.71670694444445","8.01670694444445","17147","","PC(13:0_24:1)+Na",0,0,0,0,0,0,0,0,0,"7.71670694444445","8.01670694444445","17147","","PC(13:0_24:1)+Na",0,0,0,0,0,0,0,0,0,"7.71670694444445","8.01670694444445","17147","","PC(13:0_24:1)+Na",0,0,0,0,0,0,0,0,0,"7.71670694444445","8.01670694444445","17147","","PC(13:0_24:1)+Na","824.61408","641.54804","765.540581","619.5661","551.347251","399.190751","610.42075","458.26425","146.98179","7.71670694444445","8.01670694444445","17147"
"","PC(13:0_24:1)+Na",0,0,0,0,0,0,0,0,0,"8.129565","8.429565","17233","","PC(13:0_24:1)+Na",0,0,0,0,0,0,0,0,0,"8.129565","8.429565","17233","","PC(13:0_24:1)+Na",0,0,0,0,0,0,0,0,0,"8.129565","8.429565","17233","","PC(13:0_24:1)+Na",0,0,0,0,0,0,0,0,0,"8.129565","8.429565","17233","","PC(13:0_24:1)+Na",0,0,0,0,0,0,0,0,0,"8.129565","8.429565","17233","","PC(13:0_24:1)+Na","824.61408","641.54804","765.540581","619.5661","551.347251","399.190751","610.42075","458.26425","146.98179","8.129565","8.429565","17233"
"","PC(13:0_25:0)+Na",1,1,1,1,0,0,0,0,1,"10.3373555555556","10.6373555555556","320","","PC(13:0_25:0)+Na",10.49142,10.49142,10.49142,10.49142,0,0,0,0,10.49142,"10.3373555555556","10.6373555555556","320","","PC(13:0_25:0)+Na",2,2,2,2,0,0,0,0,2,"10.3373555555556","10.6373555555556","320","","PC(13:0_25:0)+Na",1581338,710181.1,823987.6,268648.5,0,0,0,0,1125473,"10.3373555555556","10.6373555555556","320","","PC(13:0_25:0)+Na",840.64615,657.5801,781.5726,635.59835,0,0,0,0,146.98195,"10.3373555555556","10.6373555555556","320","","PC(13:0_25:0)+Na","840.64538","657.57934","781.571881","635.5974","567.378551","399.190751","626.45205","458.26425","146.98179","10.3373555555556","10.6373555555556","320"
"","PC(13:0_25:0)+Na",0,0,0,0,0,0,0,0,0,"8.94489722222222","9.24489722222222","1438","","PC(13:0_25:0)+Na",0,0,0,0,0,0,0,0,0,"8.94489722222222","9.24489722222222","1438","","PC(13:0_25:0)+Na",0,0,0,0,0,0,0,0,0,"8.94489722222222","9.24489722222222","1438","","PC(13:0_25:0)+Na",0,0,0,0,0,0,0,0,0,"8.94489722222222","9.24489722222222","1438","","PC(13:0_25:0)+Na",0,0,0,0,0,0,0,0,0,"8.94489722222222","9.24489722222222","1438","","PC(13:0_25:0)+Na","840.64538","657.57934","781.571881","635.5974","567.378551","399.190751","626.45205","458.26425","146.98179","8.94489722222222","9.24489722222222","1438"
"","PC(13:0_25:0)+Na",0,0,0,0,0,0,0,0,0,"8.61771805555556","8.91771805555556","14257","","PC(13:0_25:0)+Na",0,0,0,0,0,0,0,0,0,"8.61771805555556","8.91771805555556","14257","","PC(13:0_25:0)+Na",0,0,0,0,0,0,0,0,0,"8.61771805555556","8.91771805555556","14257","","PC(13:0_25:0)+Na",0,0,0,0,0,0,0,0,0,"8.61771805555556","8.91771805555556","14257","","PC(13:0_25:0)+Na",0,0,0,0,0,0,0,0,0,"8.61771805555556","8.91771805555556","14257","","PC(13:0_25:0)+Na","840.64538","657.57934","781.571881","635.5974","567.378551","399.190751","626.45205","458.26425","146.98179","8.61771805555556","8.91771805555556","14257"
"","PC(13:0_26:0)+Na",0,0,0,0,0,0,0,0,0,"8.77219166666667","9.07219166666667","16402","","PC(13:0_26:0)+Na",0,0,0,0,0,0,0,0,0,"8.77219166666667","9.07219166666667","16402","","PC(13:0_26:0)+Na",0,0,0,0,0,0,0,0,0,"8.77219166666667","9.07219166666667","16402","","PC(13:0_26:0)+Na",0,0,0,0,0,0,0,0,0,"8.77219166666667","9.07219166666667","16402","","PC(13:0_26:0)+Na",0,0,0,0,0,0,0,0,0,"8.77219166666667","9.07219166666667","16402","","PC(13:0_26:0)+Na","854.66098","671.59494","795.587481","649.613","581.394151","399.190751","640.46765","458.26425","146.98179","8.77219166666667","9.07219166666667","16402"
"","PC(13:0_26:0)+Na",0,0,0,0,0,0,0,0,0,"10.4774833333333","10.7774833333333","17442","","PC(13:0_26:0)+Na",0,0,0,0,0,0,0,0,0,"10.4774833333333","10.7774833333333","17442","","PC(13:0_26:0)+Na",0,0,0,0,0,0,0,0,0,"10.4774833333333","10.7774833333333","17442","","PC(13:0_26:0)+Na",0,0,0,0,0,0,0,0,0,"10.4774833333333","10.7774833333333","17442","","PC(13:0_26:0)+Na",0,0,0,0,0,0,0,0,0,"10.4774833333333","10.7774833333333","17442","","PC(13:0_26:0)+Na","854.66098","671.59494","795.587481","649.613","581.394151","399.190751","640.46765","458.26425","146.98179","10.4774833333333","10.7774833333333","17442"
"","PC(14:0_14:0)+Na",0,0,0,0,0,0,0,0,0,"4.70208611111111","5.00208611111111","6138","","PC(14:0_14:0)+Na",0,0,0,0,0,0,0,0,0,"4.70208611111111","5.00208611111111","6138","","PC(14:0_14:0)+Na",0,0,0,0,0,0,0,0,0,"4.70208611111111","5.00208611111111","6138","","PC(14:0_14:0)+Na",0,0,0,0,0,0,0,0,0,"4.70208611111111","5.00208611111111","6138","","PC(14:0_14:0)+Na",0,0,0,0,0,0,0,0,0,"4.70208611111111","5.00208611111111","6138","","PC(14:0_14:0)+Na","700.48878","517.42274","641.415281","495.4408","413.206351","413.206351","472.27985","472.27985","146.98179","4.70208611111111","5.00208611111111","6138"
"","PC(14:0_15:0)+Na",0,0,0,0,0,0,0,0,0,"5.54374861111111","5.84374861111111","6823","","PC(14:0_15:0)+Na",0,0,0,0,0,0,0,0,0,"5.54374861111111","5.84374861111111","6823","","PC(14:0_15:0)+Na",0,0,0,0,0,0,0,0,0,"5.54374861111111","5.84374861111111","6823","","PC(14:0_15:0)+Na",0,0,0,0,0,0,0,0,0,"5.54374861111111","5.84374861111111","6823","","PC(14:0_15:0)+Na",0,0,0,0,0,0,0,0,0,"5.54374861111111","5.84374861111111","6823","","PC(14:0_15:0)+Na","714.50448","531.43844","655.430981","509.4565","427.222051","413.206351","486.29555","472.27985","146.98179","5.54374861111111","5.84374861111111","6823"
"","PC(14:0_15:0)+Na",0,0,0,0,0,0,0,0,0,"11.6431458333333","11.9431458333333","8174","","PC(14:0_15:0)+Na",0,0,0,0,0,0,0,0,0,"11.6431458333333","11.9431458333333","8174","","PC(14:0_15:0)+Na",0,0,0,0,0,0,0,0,0,"11.6431458333333","11.9431458333333","8174","","PC(14:0_15:0)+Na",0,0,0,0,0,0,0,0,0,"11.6431458333333","11.9431458333333","8174","","PC(14:0_15:0)+Na",0,0,0,0,0,0,0,0,0,"11.6431458333333","11.9431458333333","8174","","PC(14:0_15:0)+Na","714.50448","531.43844","655.430981","509.4565","427.222051","413.206351","486.29555","472.27985","146.98179","11.6431458333333","11.9431458333333","8174"
"","PC(14:0_15:0)+Na",0,0,0,0,0,0,0,0,0,"5.81705138888889","6.11705138888889","9458","","PC(14:0_15:0)+Na",0,0,0,0,0,0,0,0,0,"5.81705138888889","6.11705138888889","9458","","PC(14:0_15:0)+Na",0,0,0,0,0,0,0,0,0,"5.81705138888889","6.11705138888889","9458","","PC(14:0_15:0)+Na",0,0,0,0,0,0,0,0,0,"5.81705138888889","6.11705138888889","9458","","PC(14:0_15:0)+Na",0,0,0,0,0,0,0,0,0,"5.81705138888889","6.11705138888889","9458","","PC(14:0_15:0)+Na","714.50448","531.43844","655.430981","509.4565","427.222051","413.206351","486.29555","472.27985","146.98179","5.81705138888889","6.11705138888889","9458"
"","PC(14:0_15:0)+Na",0,0,0,0,0,0,0,0,0,"6.02467083333333","6.32467083333333","19066","","PC(14:0_15:0)+Na",0,0,0,0,0,0,0,0,0,"6.02467083333333","6.32467083333333","19066","","PC(14:0_15:0)+Na",0,0,0,0,0,0,0,0,0,"6.02467083333333","6.32467083333333","19066","","PC(14:0_15:0)+Na",0,0,0,0,0,0,0,0,0,"6.02467083333333","6.32467083333333","19066","","PC(14:0_15:0)+Na",0,0,0,0,0,0,0,0,0,"6.02467083333333","6.32467083333333","19066","","PC(14:0_15:0)+Na","714.50448","531.43844","655.430981","509.4565","427.222051","413.206351","486.29555","472.27985","146.98179","6.02467083333333","6.32467083333333","19066"
"","PC(14:0_15:1)+Na",0,0,0,0,0,0,0,0,0,"11.34785","11.64785","4546","","PC(14:0_15:1)+Na",0,0,0,0,0,0,0,0,0,"11.34785","11.64785","4546","","PC(14:0_15:1)+Na",0,0,0,0,0,0,0,0,0,"11.34785","11.64785","4546","","PC(14:0_15:1)+Na",0,0,0,0,0,0,0,0,0,"11.34785","11.64785","4546","","PC(14:0_15:1)+Na",0,0,0,0,0,0,0,0,0,"11.34785","11.64785","4546","","PC(14:0_15:1)+Na","712.48878","529.42274","653.415281","507.4408","425.206351","413.206351","484.27985","472.27985","146.98179","11.34785","11.64785","4546"
"","PC(14:0_15:1)+Na",0,0,0,0,0,0,0,0,0,"10.6121015151515","10.9121015151515","7992","","PC(14:0_15:1)+Na",0,0,0,0,0,0,0,0,0,"10.6121015151515","10.9121015151515","7992","","PC(14:0_15:1)+Na",0,0,0,0,0,0,0,0,0,"10.6121015151515","10.9121015151515","7992","","PC(14:0_15:1)+Na",0,0,0,0,0,0,0,0,0,"10.6121015151515","10.9121015151515","7992","","PC(14:0_15:1)+Na",0,0,0,0,0,0,0,0,0,"10.6121015151515","10.9121015151515","7992","","PC(14:0_15:1)+Na","712.48878","529.42274","653.415281","507.4408","425.206351","413.206351","484.27985","472.27985","146.98179","10.6121015151515","10.9121015151515","7992"
"","PC(14:0_16:0)+Na",0,0,0,0,0,0,0,0,0,"6.03330138888889","6.33330138888889","1803","","PC(14:0_16:0)+Na",0,0,0,0,0,0,0,0,0,"6.03330138888889","6.33330138888889","1803","","PC(14:0_16:0)+Na",0,0,0,0,0,0,0,0,0,"6.03330138888889","6.33330138888889","1803","","PC(14:0_16:0)+Na",0,0,0,0,0,0,0,0,0,"6.03330138888889","6.33330138888889","1803","","PC(14:0_16:0)+Na",0,0,0,0,0,0,0,0,0,"6.03330138888889","6.33330138888889","1803","","PC(14:0_16:0)+Na","728.52008","545.45404","669.446581","523.4721","441.237651","413.206351","500.31115","472.27985","146.98179","6.03330138888889","6.33330138888889","1803"
"","PC(14:0_16:0)+Na",0,0,0,0,0,0,0,0,0,"4.89671944444444","5.19671944444444","2343","","PC(14:0_16:0)+Na",0,0,0,0,0,0,0,0,0,"4.89671944444444","5.19671944444444","2343","","PC(14:0_16:0)+Na",0,0,0,0,0,0,0,0,0,"4.89671944444444","5.19671944444444","2343","","PC(14:0_16:0)+Na",0,0,0,0,0,0,0,0,0,"4.89671944444444","5.19671944444444","2343","","PC(14:0_16:0)+Na",0,0,0,0,0,0,0,0,0,"4.89671944444444","5.19671944444444","2343","","PC(14:0_16:0)+Na","728.52008","545.45404","669.446581","523.4721","441.237651","413.206351","500.31115","472.27985","146.98179","4.89671944444444","5.19671944444444","2343"
"","PC(14:0_16:0)+Na",0,0,0,0,0,0,0,0,0,"4.13304027777778","4.43304027777778","2406","","PC(14:0_16:0)+Na",0,0,0,0,0,0,0,0,0,"4.13304027777778","4.43304027777778","2406","","PC(14:0_16:0)+Na",0,0,0,0,0,0,0,0,0,"4.13304027777778","4.43304027777778","2406","","PC(14:0_16:0)+Na",0,0,0,0,0,0,0,0,0,"4.13304027777778","4.43304027777778","2406","","PC(14:0_16:0)+Na",0,0,0,0,0,0,0,0,0,"4.13304027777778","4.43304027777778","2406","","PC(14:0_16:0)+Na","728.52008","545.45404","669.446581","523.4721","441.237651","413.206351","500.31115","472.27985","146.98179","4.13304027777778","4.43304027777778","2406"
"","PC(14:0_16:0)+Na",0,0,0,0,0,0,0,0,0,"5.25916060606061","5.55916060606061","10785","","PC(14:0_16:0)+Na",0,0,0,0,0,0,0,0,0,"5.25916060606061","5.55916060606061","10785","","PC(14:0_16:0)+Na",0,0,0,0,0,0,0,0,0,"5.25916060606061","5.55916060606061","10785","","PC(14:0_16:0)+Na",0,0,0,0,0,0,0,0,0,"5.25916060606061","5.55916060606061","10785","","PC(14:0_16:0)+Na",0,0,0,0,0,0,0,0,0,"5.25916060606061","5.55916060606061","10785","","PC(14:0_16:0)+Na","728.52008","545.45404","669.446581","523.4721","441.237651","413.206351","500.31115","472.27985","146.98179","5.25916060606061","5.55916060606061","10785"
"","PC(14:0_16:0)+Na",0,0,0,0,0,0,0,0,0,"4.37494090909091","4.67494090909091","13143","","PC(14:0_16:0)+Na",0,0,0,0,0,0,0,0,0,"4.37494090909091","4.67494090909091","13143","","PC(14:0_16:0)+Na",0,0,0,0,0,0,0,0,0,"4.37494090909091","4.67494090909091","13143","","PC(14:0_16:0)+Na",0,0,0,0,0,0,0,0,0,"4.37494090909091","4.67494090909091","13143","","PC(14:0_16:0)+Na",0,0,0,0,0,0,0,0,0,"4.37494090909091","4.67494090909091","13143","","PC(14:0_16:0)+Na","728.52008","545.45404","669.446581","523.4721","441.237651","413.206351","500.31115","472.27985","146.98179","4.37494090909091","4.67494090909091","13143"
"","PC(14:0_16:0)+Na",0,0,0,0,0,0,0,0,0,"4.71662407407407","5.01662407407407","13552","","PC(14:0_16:0)+Na",0,0,0,0,0,0,0,0,0,"4.71662407407407","5.01662407407407","13552","","PC(14:0_16:0)+Na",0,0,0,0,0,0,0,0,0,"4.71662407407407","5.01662407407407","13552","","PC(14:0_16:0)+Na",0,0,0,0,0,0,0,0,0,"4.71662407407407","5.01662407407407","13552","","PC(14:0_16:0)+Na",0,0,0,0,0,0,0,0,0,"4.71662407407407","5.01662407407407","13552","","PC(14:0_16:0)+Na","728.52008","545.45404","669.446581","523.4721","441.237651","413.206351","500.31115","472.27985","146.98179","4.71662407407407","5.01662407407407","13552"
"","PC(14:0_16:0)+Na",0,0,0,0,0,0,0,0,0,"5.27255757575758","5.57255757575758","14056","","PC(14:0_16:0)+Na",0,0,0,0,0,0,0,0,0,"5.27255757575758","5.57255757575758","14056","","PC(14:0_16:0)+Na",0,0,0,0,0,0,0,0,0,"5.27255757575758","5.57255757575758","14056","","PC(14:0_16:0)+Na",0,0,0,0,0,0,0,0,0,"5.27255757575758","5.57255757575758","14056","","PC(14:0_16:0)+Na",0,0,0,0,0,0,0,0,0,"5.27255757575758","5.57255757575758","14056","","PC(14:0_16:0)+Na","728.52008","545.45404","669.446581","523.4721","441.237651","413.206351","500.31115","472.27985","146.98179","5.27255757575758","5.57255757575758","14056"
"","PC(14:0_16:1)+Na",0,0,0,0,0,0,0,0,0,"4.90713472222222","5.20713472222222","2088","","PC(14:0_16:1)+Na",0,0,0,0,0,0,0,0,0,"4.90713472222222","5.20713472222222","2088","","PC(14:0_16:1)+Na",0,0,0,0,0,0,0,0,0,"4.90713472222222","5.20713472222222","2088","","PC(14:0_16:1)+Na",0,0,0,0,0,0,0,0,0,"4.90713472222222","5.20713472222222","2088","","PC(14:0_16:1)+Na",0,0,0,0,0,0,0,0,0,"4.90713472222222","5.20713472222222","2088","","PC(14:0_16:1)+Na","726.50448","543.43844","667.430981","521.4565","439.222051","413.206351","498.29555","472.27985","146.98179","4.90713472222222","5.20713472222222","2088"
"","PC(14:0_17:0)+Na",1,0,0,0,0,0,0,0,0,"6.76129722222222","7.06129722222222","513","","PC(14:0_17:0)+Na",6.923258,0,0,0,0,0,0,0,0,"6.76129722222222","7.06129722222222","513","","PC(14:0_17:0)+Na",1,0,0,0,0,0,0,0,0,"6.76129722222222","7.06129722222222","513","","PC(14:0_17:0)+Na",17079.83,0,0,0,0,0,0,0,0,"6.76129722222222","7.06129722222222","513","","PC(14:0_17:0)+Na",742.5391,0,0,0,0,0,0,0,0,"6.76129722222222","7.06129722222222","513","","PC(14:0_17:0)+Na","742.53578","559.46974","683.462281","537.4878","455.253351","413.206351","514.32685","472.27985","146.98179","6.76129722222222","7.06129722222222","513"
"","PC(14:0_17:0)+Na",0,0,0,0,0,0,0,0,0,"4.94340138888889","5.24340138888889","567","","PC(14:0_17:0)+Na",0,0,0,0,0,0,0,0,0,"4.94340138888889","5.24340138888889","567","","PC(14:0_17:0)+Na",0,0,0,0,0,0,0,0,0,"4.94340138888889","5.24340138888889","567","","PC(14:0_17:0)+Na",0,0,0,0,0,0,0,0,0,"4.94340138888889","5.24340138888889","567","","PC(14:0_17:0)+Na",0,0,0,0,0,0,0,0,0,"4.94340138888889","5.24340138888889","567","","PC(14:0_17:0)+Na","742.53578","559.46974","683.462281","537.4878","455.253351","413.206351","514.32685","472.27985","146.98179","4.94340138888889","5.24340138888889","567"
"","PC(14:0_17:0)+Na",1,0,0,0,0,0,0,1,0,"8.64927361111111","8.94927361111111","1069","","PC(14:0_17:0)+Na",8.820799,0,0,0,0,0,0,8.820799,0,"8.64927361111111","8.94927361111111","1069","","PC(14:0_17:0)+Na",1,0,0,0,0,0,0,1,0,"8.64927361111111","8.94927361111111","1069","","PC(14:0_17:0)+Na",232992.8,0,0,0,0,0,0,1224.239,0,"8.64927361111111","8.94927361111111","1069","","PC(14:0_17:0)+Na",742.5367,0,0,0,0,0,0,472.2805,0,"8.64927361111111","8.94927361111111","1069","","PC(14:0_17:0)+Na","742.53578","559.46974","683.462281","537.4878","455.253351","413.206351","514.32685","472.27985","146.98179","8.64927361111111","8.94927361111111","1069"
"","PC(14:0_17:0)+Na",0,0,0,0,0,0,0,0,0,"12.2701305555556","12.5701305555556","1469","","PC(14:0_17:0)+Na",0,0,0,0,0,0,0,0,0,"12.2701305555556","12.5701305555556","1469","","PC(14:0_17:0)+Na",0,0,0,0,0,0,0,0,0,"12.2701305555556","12.5701305555556","1469","","PC(14:0_17:0)+Na",0,0,0,0,0,0,0,0,0,"12.2701305555556","12.5701305555556","1469","","PC(14:0_17:0)+Na",0,0,0,0,0,0,0,0,0,"12.2701305555556","12.5701305555556","1469","","PC(14:0_17:0)+Na","742.53578","559.46974","683.462281","537.4878","455.253351","413.206351","514.32685","472.27985","146.98179","12.2701305555556","12.5701305555556","1469"
"","PC(14:0_17:0)+Na",0,0,0,0,0,0,0,0,0,"11.6326597222222","11.9326597222222","2244","","PC(14:0_17:0)+Na",0,0,0,0,0,0,0,0,0,"11.6326597222222","11.9326597222222","2244","","PC(14:0_17:0)+Na",0,0,0,0,0,0,0,0,0,"11.6326597222222","11.9326597222222","2244","","PC(14:0_17:0)+Na",0,0,0,0,0,0,0,0,0,"11.6326597222222","11.9326597222222","2244","","PC(14:0_17:0)+Na",0,0,0,0,0,0,0,0,0,"11.6326597222222","11.9326597222222","2244","","PC(14:0_17:0)+Na","742.53578","559.46974","683.462281","537.4878","455.253351","413.206351","514.32685","472.27985","146.98179","11.6326597222222","11.9326597222222","2244"
"","PC(14:0_17:0)+Na",0,0,0,0,0,0,0,0,0,"6.94883888888889","7.24883888888889","9128","","PC(14:0_17:0)+Na",0,0,0,0,0,0,0,0,0,"6.94883888888889","7.24883888888889","9128","","PC(14:0_17:0)+Na",0,0,0,0,0,0,0,0,0,"6.94883888888889","7.24883888888889","9128","","PC(14:0_17:0)+Na",0,0,0,0,0,0,0,0,0,"6.94883888888889","7.24883888888889","9128","","PC(14:0_17:0)+Na",0,0,0,0,0,0,0,0,0,"6.94883888888889","7.24883888888889","9128","","PC(14:0_17:0)+Na","742.53578","559.46974","683.462281","537.4878","455.253351","413.206351","514.32685","472.27985","146.98179","6.94883888888889","7.24883888888889","9128"
"","PC(14:0_17:0)+Na",0,0,0,0,0,0,0,0,0,"4.72582222222222","5.02582222222222","10292","","PC(14:0_17:0)+Na",0,0,0,0,0,0,0,0,0,"4.72582222222222","5.02582222222222","10292","","PC(14:0_17:0)+Na",0,0,0,0,0,0,0,0,0,"4.72582222222222","5.02582222222222","10292","","PC(14:0_17:0)+Na",0,0,0,0,0,0,0,0,0,"4.72582222222222","5.02582222222222","10292","","PC(14:0_17:0)+Na",0,0,0,0,0,0,0,0,0,"4.72582222222222","5.02582222222222","10292","","PC(14:0_17:0)+Na","742.53578","559.46974","683.462281","537.4878","455.253351","413.206351","514.32685","472.27985","146.98179","4.72582222222222","5.02582222222222","10292"
"","PC(14:0_17:0)+Na",0,0,0,0,0,0,0,0,0,"5.97769583333333","6.27769583333333","11722","","PC(14:0_17:0)+Na",0,0,0,0,0,0,0,0,0,"5.97769583333333","6.27769583333333","11722","","PC(14:0_17:0)+Na",0,0,0,0,0,0,0,0,0,"5.97769583333333","6.27769583333333","11722","","PC(14:0_17:0)+Na",0,0,0,0,0,0,0,0,0,"5.97769583333333","6.27769583333333","11722","","PC(14:0_17:0)+Na",0,0,0,0,0,0,0,0,0,"5.97769583333333","6.27769583333333","11722","","PC(14:0_17:0)+Na","742.53578","559.46974","683.462281","537.4878","455.253351","413.206351","514.32685","472.27985","146.98179","5.97769583333333","6.27769583333333","11722"
"","PC(14:0_17:1)+Na",0,0,0,0,0,0,0,0,0,"6.49417777777778","6.79417777777778","510","","PC(14:0_17:1)+Na",0,0,0,0,0,0,0,0,0,"6.49417777777778","6.79417777777778","510","","PC(14:0_17:1)+Na",0,0,0,0,0,0,0,0,0,"6.49417777777778","6.79417777777778","510","","PC(14:0_17:1)+Na",0,0,0,0,0,0,0,0,0,"6.49417777777778","6.79417777777778","510","","PC(14:0_17:1)+Na",0,0,0,0,0,0,0,0,0,"6.49417777777778","6.79417777777778","510","","PC(14:0_17:1)+Na","740.52008","557.45404","681.446581","535.4721","453.237651","413.206351","512.31115","472.27985","146.98179","6.49417777777778","6.79417777777778","510"
"","PC(14:0_17:1)+Na",0,0,0,0,0,0,0,0,0,"12.0553930555556","12.3553930555556","751","","PC(14:0_17:1)+Na",0,0,0,0,0,0,0,0,0,"12.0553930555556","12.3553930555556","751","","PC(14:0_17:1)+Na",0,0,0,0,0,0,0,0,0,"12.0553930555556","12.3553930555556","751","","PC(14:0_17:1)+Na",0,0,0,0,0,0,0,0,0,"12.0553930555556","12.3553930555556","751","","PC(14:0_17:1)+Na",0,0,0,0,0,0,0,0,0,"12.0553930555556","12.3553930555556","751","","PC(14:0_17:1)+Na","740.52008","557.45404","681.446581","535.4721","453.237651","413.206351","512.31115","472.27985","146.98179","12.0553930555556","12.3553930555556","751"
"","PC(14:0_17:1)+Na",0,0,0,0,0,0,0,0,0,"11.3749777777778","11.6749777777778","956","","PC(14:0_17:1)+Na",0,0,0,0,0,0,0,0,0,"11.3749777777778","11.6749777777778","956","","PC(14:0_17:1)+Na",0,0,0,0,0,0,0,0,0,"11.3749777777778","11.6749777777778","956","","PC(14:0_17:1)+Na",0,0,0,0,0,0,0,0,0,"11.3749777777778","11.6749777777778","956","","PC(14:0_17:1)+Na",0,0,0,0,0,0,0,0,0,"11.3749777777778","11.6749777777778","956","","PC(14:0_17:1)+Na","740.52008","557.45404","681.446581","535.4721","453.237651","413.206351","512.31115","472.27985","146.98179","11.3749777777778","11.6749777777778","956"
"","PC(14:0_17:1)+Na",0,0,0,0,0,0,0,0,0,"11.7085983333333","12.0085983333333","2502","","PC(14:0_17:1)+Na",0,0,0,0,0,0,0,0,0,"11.7085983333333","12.0085983333333","2502","","PC(14:0_17:1)+Na",0,0,0,0,0,0,0,0,0,"11.7085983333333","12.0085983333333","2502","","PC(14:0_17:1)+Na",0,0,0,0,0,0,0,0,0,"11.7085983333333","12.0085983333333","2502","","PC(14:0_17:1)+Na",0,0,0,0,0,0,0,0,0,"11.7085983333333","12.0085983333333","2502","","PC(14:0_17:1)+Na","740.52008","557.45404","681.446581","535.4721","453.237651","413.206351","512.31115","472.27985","146.98179","11.7085983333333","12.0085983333333","2502"
"","PC(14:0_17:1)+Na",0,0,0,0,0,0,0,0,0,"11.0355611111111","11.3355611111111","4469","","PC(14:0_17:1)+Na",0,0,0,0,0,0,0,0,0,"11.0355611111111","11.3355611111111","4469","","PC(14:0_17:1)+Na",0,0,0,0,0,0,0,0,0,"11.0355611111111","11.3355611111111","4469","","PC(14:0_17:1)+Na",0,0,0,0,0,0,0,0,0,"11.0355611111111","11.3355611111111","4469","","PC(14:0_17:1)+Na",0,0,0,0,0,0,0,0,0,"11.0355611111111","11.3355611111111","4469","","PC(14:0_17:1)+Na","740.52008","557.45404","681.446581","535.4721","453.237651","413.206351","512.31115","472.27985","146.98179","11.0355611111111","11.3355611111111","4469"
"","PC(14:0_17:1)+Na",0,0,0,0,0,0,0,0,0,"12.3847166666667","12.6847166666667","4897","","PC(14:0_17:1)+Na",0,0,0,0,0,0,0,0,0,"12.3847166666667","12.6847166666667","4897","","PC(14:0_17:1)+Na",0,0,0,0,0,0,0,0,0,"12.3847166666667","12.6847166666667","4897","","PC(14:0_17:1)+Na",0,0,0,0,0,0,0,0,0,"12.3847166666667","12.6847166666667","4897","","PC(14:0_17:1)+Na",0,0,0,0,0,0,0,0,0,"12.3847166666667","12.6847166666667","4897","","PC(14:0_17:1)+Na","740.52008","557.45404","681.446581","535.4721","453.237651","413.206351","512.31115","472.27985","146.98179","12.3847166666667","12.6847166666667","4897"
