"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","DGTS","[M+H]+","[M-H20]+","[M-(C3H9N-CHCOOH-CH2)]+","[M-(C3H9N-CHCOOH)]+","SN1 acyl loss","SN2 acyl loss","M-H2O SN1 loss","M-H2O SN2 loss","C10H21NO5H (236.14)","C3H9N-CHCOOH-CH2-CH (144.1)","C3H9N+ (59)","RT_min","RT_max","Comment","RT at Max Intensity","DGTS","[M+H]+","[M-H20]+","[M-(C3H9N-CHCOOH-CH2)]+","[M-(C3H9N-CHCOOH)]+","SN1 acyl loss","SN2 acyl loss","M-H2O SN1 loss","M-H2O SN2 loss","C10H21NO5H (236.14)","C3H9N-CHCOOH-CH2-CH (144.1)","C3H9N+ (59)","RT_min","RT_max","Comment","Number of Scans","DGTS","[M+H]+","[M-H20]+","[M-(C3H9N-CHCOOH-CH2)]+","[M-(C3H9N-CHCOOH)]+","SN1 acyl loss","SN2 acyl loss","M-H2O SN1 loss","M-H2O SN2 loss","C10H21NO5H (236.14)","C3H9N-CHCOOH-CH2-CH (144.1)","C3H9N+ (59)","RT_min","RT_max","Comment","Max Intensity","DGTS","[M+H]+","[M-H20]+","[M-(C3H9N-CHCOOH-CH2)]+","[M-(C3H9N-CHCOOH)]+","SN1 acyl loss","SN2 acyl loss","M-H2O SN1 loss","M-H2O SN2 loss","C10H21NO5H (236.14)","C3H9N-CHCOOH-CH2-CH (144.1)","C3H9N+ (59)","RT_min","RT_max","Comment","Average m/z","DGTS","[M+H]+","[M-H20]+","[M-(C3H9N-CHCOOH-CH2)]+","[M-(C3H9N-CHCOOH)]+","SN1 acyl loss","SN2 acyl loss","M-H2O SN1 loss","M-H2O SN2 loss","C10H21NO5H (236.14)","C3H9N-CHCOOH-CH2-CH (144.1)","C3H9N+ (59)","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","DGTS","[M+H]+","[M-H20]+","[M-(C3H9N-CHCOOH-CH2)]+","[M-(C3H9N-CHCOOH)]+","SN1 acyl loss","SN2 acyl loss","M-H2O SN1 loss","M-H2O SN2 loss","C10H21NO5H (236.14)","C3H9N-CHCOOH-CH2-CH (144.1)","C3H9N+ (59)","RT_min","RT_max","Comment"
"","DGTS(17:0_21:0)+H",0,0,0,0,0,0,0,0,0,0,0,"11.4310680555556","11.7310680555556","7853","","DGTS(17:0_21:0)+H",0,0,0,0,0,0,0,0,0,0,0,"11.4310680555556","11.7310680555556","7853","","DGTS(17:0_21:0)+H",0,0,0,0,0,0,0,0,0,0,0,"11.4310680555556","11.7310680555556","7853","","DGTS(17:0_21:0)+H",0,0,0,0,0,0,0,0,0,0,0,"11.4310680555556","11.7310680555556","7853","","DGTS(17:0_21:0)+H",0,0,0,0,0,0,0,0,0,0,0,"11.4310680555556","11.7310680555556","7853","","DGTS(17:0_21:0)+H","796.70257","778.69201","665.60795","679.6236","544.45727","488.39467","526.44671","470.38411","236.1492402","144.1018984","59.0729454","11.4310680555556","11.7310680555556","7853"
"","DGTS(17:0_22:0)+H",0,0,0,0,0,0,0,0,0,0,0,"11.2966305555556","11.5966305555556","8053","","DGTS(17:0_22:0)+H",0,0,0,0,0,0,0,0,0,0,0,"11.2966305555556","11.5966305555556","8053","","DGTS(17:0_22:0)+H",0,0,0,0,0,0,0,0,0,0,0,"11.2966305555556","11.5966305555556","8053","","DGTS(17:0_22:0)+H",0,0,0,0,0,0,0,0,0,0,0,"11.2966305555556","11.5966305555556","8053","","DGTS(17:0_22:0)+H",0,0,0,0,0,0,0,0,0,0,0,"11.2966305555556","11.5966305555556","8053","","DGTS(17:0_22:0)+H","810.71817","792.70761","679.62355","693.6392","558.47287","488.39467","540.46231","470.38411","236.1492402","144.1018984","59.0729454","11.2966305555556","11.5966305555556","8053"
"","DGTS(17:0_22:0)+H",0,0,0,0,0,0,0,0,0,0,0,"11.3206388888889","11.6206388888889","13771","","DGTS(17:0_22:0)+H",0,0,0,0,0,0,0,0,0,0,0,"11.3206388888889","11.6206388888889","13771","","DGTS(17:0_22:0)+H",0,0,0,0,0,0,0,0,0,0,0,"11.3206388888889","11.6206388888889","13771","","DGTS(17:0_22:0)+H",0,0,0,0,0,0,0,0,0,0,0,"11.3206388888889","11.6206388888889","13771","","DGTS(17:0_22:0)+H",0,0,0,0,0,0,0,0,0,0,0,"11.3206388888889","11.6206388888889","13771","","DGTS(17:0_22:0)+H","810.71817","792.70761","679.62355","693.6392","558.47287","488.39467","540.46231","470.38411","236.1492402","144.1018984","59.0729454","11.3206388888889","11.6206388888889","13771"
"","DGTS(17:0_22:1)+H",0,0,0,0,0,0,0,0,0,0,0,"11.9638944444444","12.2638944444444","3262","","DGTS(17:0_22:1)+H",0,0,0,0,0,0,0,0,0,0,0,"11.9638944444444","12.2638944444444","3262","","DGTS(17:0_22:1)+H",0,0,0,0,0,0,0,0,0,0,0,"11.9638944444444","12.2638944444444","3262","","DGTS(17:0_22:1)+H",0,0,0,0,0,0,0,0,0,0,0,"11.9638944444444","12.2638944444444","3262","","DGTS(17:0_22:1)+H",0,0,0,0,0,0,0,0,0,0,0,"11.9638944444444","12.2638944444444","3262","","DGTS(17:0_22:1)+H","808.70257","790.69201","677.60795","691.6236","556.45727","488.39467","538.44671","470.38411","236.1492402","144.1018984","59.0729454","11.9638944444444","12.2638944444444","3262"
"","DGTS(17:0_22:1)+H",0,0,0,0,0,0,0,0,0,0,0,"10.5318652777778","10.8318652777778","7588","","DGTS(17:0_22:1)+H",0,0,0,0,0,0,0,0,0,0,0,"10.5318652777778","10.8318652777778","7588","","DGTS(17:0_22:1)+H",0,0,0,0,0,0,0,0,0,0,0,"10.5318652777778","10.8318652777778","7588","","DGTS(17:0_22:1)+H",0,0,0,0,0,0,0,0,0,0,0,"10.5318652777778","10.8318652777778","7588","","DGTS(17:0_22:1)+H",0,0,0,0,0,0,0,0,0,0,0,"10.5318652777778","10.8318652777778","7588","","DGTS(17:0_22:1)+H","808.70257","790.69201","677.60795","691.6236","556.45727","488.39467","538.44671","470.38411","236.1492402","144.1018984","59.0729454","10.5318652777778","10.8318652777778","7588"
"","DGTS(17:0_22:1)+H",0,0,0,0,0,0,0,0,0,0,0,"10.8224305555556","11.1224305555556","17116","","DGTS(17:0_22:1)+H",0,0,0,0,0,0,0,0,0,0,0,"10.8224305555556","11.1224305555556","17116","","DGTS(17:0_22:1)+H",0,0,0,0,0,0,0,0,0,0,0,"10.8224305555556","11.1224305555556","17116","","DGTS(17:0_22:1)+H",0,0,0,0,0,0,0,0,0,0,0,"10.8224305555556","11.1224305555556","17116","","DGTS(17:0_22:1)+H",0,0,0,0,0,0,0,0,0,0,0,"10.8224305555556","11.1224305555556","17116","","DGTS(17:0_22:1)+H","808.70257","790.69201","677.60795","691.6236","556.45727","488.39467","538.44671","470.38411","236.1492402","144.1018984","59.0729454","10.8224305555556","11.1224305555556","17116"
"","DGTS(17:0_22:2)+H",0,0,0,0,0,0,0,0,0,0,0,"11.3155944444444","11.6155944444444","4763","","DGTS(17:0_22:2)+H",0,0,0,0,0,0,0,0,0,0,0,"11.3155944444444","11.6155944444444","4763","","DGTS(17:0_22:2)+H",0,0,0,0,0,0,0,0,0,0,0,"11.3155944444444","11.6155944444444","4763","","DGTS(17:0_22:2)+H",0,0,0,0,0,0,0,0,0,0,0,"11.3155944444444","11.6155944444444","4763","","DGTS(17:0_22:2)+H",0,0,0,0,0,0,0,0,0,0,0,"11.3155944444444","11.6155944444444","4763","","DGTS(17:0_22:2)+H","806.68687","788.67631","675.59225","689.6079","554.44157","488.39467","536.43101","470.38411","236.1492402","144.1018984","59.0729454","11.3155944444444","11.6155944444444","4763"
"","DGTS(17:0_22:2)+H",0,0,0,0,0,0,0,0,0,0,0,"11.5297125","11.8297125","16698","","DGTS(17:0_22:2)+H",0,0,0,0,0,0,0,0,0,0,0,"11.5297125","11.8297125","16698","","DGTS(17:0_22:2)+H",0,0,0,0,0,0,0,0,0,0,0,"11.5297125","11.8297125","16698","","DGTS(17:0_22:2)+H",0,0,0,0,0,0,0,0,0,0,0,"11.5297125","11.8297125","16698","","DGTS(17:0_22:2)+H",0,0,0,0,0,0,0,0,0,0,0,"11.5297125","11.8297125","16698","","DGTS(17:0_22:2)+H","806.68687","788.67631","675.59225","689.6079","554.44157","488.39467","536.43101","470.38411","236.1492402","144.1018984","59.0729454","11.5297125","11.8297125","16698"
"","DGTS(17:0_22:3)+H",0,0,0,0,0,0,0,0,0,0,0,"10.8987375","11.1987375","3535","","DGTS(17:0_22:3)+H",0,0,0,0,0,0,0,0,0,0,0,"10.8987375","11.1987375","3535","","DGTS(17:0_22:3)+H",0,0,0,0,0,0,0,0,0,0,0,"10.8987375","11.1987375","3535","","DGTS(17:0_22:3)+H",0,0,0,0,0,0,0,0,0,0,0,"10.8987375","11.1987375","3535","","DGTS(17:0_22:3)+H",0,0,0,0,0,0,0,0,0,0,0,"10.8987375","11.1987375","3535","","DGTS(17:0_22:3)+H","804.67127","786.66071","673.57665","687.5923","552.42597","488.39467","534.41541","470.38411","236.1492402","144.1018984","59.0729454","10.8987375","11.1987375","3535"
"","DGTS(17:0_22:3)+H",0,0,0,0,0,0,0,0,0,0,0,"9.10679696969697","9.40679696969697","14357","","DGTS(17:0_22:3)+H",0,0,0,0,0,0,0,0,0,0,0,"9.10679696969697","9.40679696969697","14357","","DGTS(17:0_22:3)+H",0,0,0,0,0,0,0,0,0,0,0,"9.10679696969697","9.40679696969697","14357","","DGTS(17:0_22:3)+H",0,0,0,0,0,0,0,0,0,0,0,"9.10679696969697","9.40679696969697","14357","","DGTS(17:0_22:3)+H",0,0,0,0,0,0,0,0,0,0,0,"9.10679696969697","9.40679696969697","14357","","DGTS(17:0_22:3)+H","804.67127","786.66071","673.57665","687.5923","552.42597","488.39467","534.41541","470.38411","236.1492402","144.1018984","59.0729454","9.10679696969697","9.40679696969697","14357"
"","DGTS(17:0_24:0)+H",0,0,0,0,0,0,0,0,0,0,0,"11.9822805555556","12.2822805555556","4983","","DGTS(17:0_24:0)+H",0,0,0,0,0,0,0,0,0,0,0,"11.9822805555556","12.2822805555556","4983","","DGTS(17:0_24:0)+H",0,0,0,0,0,0,0,0,0,0,0,"11.9822805555556","12.2822805555556","4983","","DGTS(17:0_24:0)+H",0,0,0,0,0,0,0,0,0,0,0,"11.9822805555556","12.2822805555556","4983","","DGTS(17:0_24:0)+H",0,0,0,0,0,0,0,0,0,0,0,"11.9822805555556","12.2822805555556","4983","","DGTS(17:0_24:0)+H","838.74947","820.73891","707.65485","721.6705","586.50417","488.39467","568.49361","470.38411","236.1492402","144.1018984","59.0729454","11.9822805555556","12.2822805555556","4983"
"","DGTS(17:0_24:0)+H",0,0,0,0,0,0,0,0,0,0,0,"11.5730194444444","11.8730194444444","6223","","DGTS(17:0_24:0)+H",0,0,0,0,0,0,0,0,0,0,0,"11.5730194444444","11.8730194444444","6223","","DGTS(17:0_24:0)+H",0,0,0,0,0,0,0,0,0,0,0,"11.5730194444444","11.8730194444444","6223","","DGTS(17:0_24:0)+H",0,0,0,0,0,0,0,0,0,0,0,"11.5730194444444","11.8730194444444","6223","","DGTS(17:0_24:0)+H",0,0,0,0,0,0,0,0,0,0,0,"11.5730194444444","11.8730194444444","6223","","DGTS(17:0_24:0)+H","838.74947","820.73891","707.65485","721.6705","586.50417","488.39467","568.49361","470.38411","236.1492402","144.1018984","59.0729454","11.5730194444444","11.8730194444444","6223"
"","DGTS(17:0_24:0)+H",0,0,0,0,0,0,0,0,0,0,0,"13.2944041666667","13.5944041666667","11528","","DGTS(17:0_24:0)+H",0,0,0,0,0,0,0,0,0,0,0,"13.2944041666667","13.5944041666667","11528","","DGTS(17:0_24:0)+H",0,0,0,0,0,0,0,0,0,0,0,"13.2944041666667","13.5944041666667","11528","","DGTS(17:0_24:0)+H",0,0,0,0,0,0,0,0,0,0,0,"13.2944041666667","13.5944041666667","11528","","DGTS(17:0_24:0)+H",0,0,0,0,0,0,0,0,0,0,0,"13.2944041666667","13.5944041666667","11528","","DGTS(17:0_24:0)+H","838.74947","820.73891","707.65485","721.6705","586.50417","488.39467","568.49361","470.38411","236.1492402","144.1018984","59.0729454","13.2944041666667","13.5944041666667","11528"
"","DGTS(17:0_24:0)+H",0,0,0,0,0,0,0,0,0,0,0,"13.3001236111111","13.6001236111111","12945","","DGTS(17:0_24:0)+H",0,0,0,0,0,0,0,0,0,0,0,"13.3001236111111","13.6001236111111","12945","","DGTS(17:0_24:0)+H",0,0,0,0,0,0,0,0,0,0,0,"13.3001236111111","13.6001236111111","12945","","DGTS(17:0_24:0)+H",0,0,0,0,0,0,0,0,0,0,0,"13.3001236111111","13.6001236111111","12945","","DGTS(17:0_24:0)+H",0,0,0,0,0,0,0,0,0,0,0,"13.3001236111111","13.6001236111111","12945","","DGTS(17:0_24:0)+H","838.74947","820.73891","707.65485","721.6705","586.50417","488.39467","568.49361","470.38411","236.1492402","144.1018984","59.0729454","13.3001236111111","13.6001236111111","12945"
"","DGTS(17:0_24:0)+H",0,0,0,0,0,0,0,0,0,0,0,"12.4883944444444","12.7883944444444","18653","","DGTS(17:0_24:0)+H",0,0,0,0,0,0,0,0,0,0,0,"12.4883944444444","12.7883944444444","18653","","DGTS(17:0_24:0)+H",0,0,0,0,0,0,0,0,0,0,0,"12.4883944444444","12.7883944444444","18653","","DGTS(17:0_24:0)+H",0,0,0,0,0,0,0,0,0,0,0,"12.4883944444444","12.7883944444444","18653","","DGTS(17:0_24:0)+H",0,0,0,0,0,0,0,0,0,0,0,"12.4883944444444","12.7883944444444","18653","","DGTS(17:0_24:0)+H","838.74947","820.73891","707.65485","721.6705","586.50417","488.39467","568.49361","470.38411","236.1492402","144.1018984","59.0729454","12.4883944444444","12.7883944444444","18653"
"","DGTS(17:0_24:1)+H",0,0,0,0,0,0,0,0,0,0,0,"12.647975","12.947975","2259","","DGTS(17:0_24:1)+H",0,0,0,0,0,0,0,0,0,0,0,"12.647975","12.947975","2259","","DGTS(17:0_24:1)+H",0,0,0,0,0,0,0,0,0,0,0,"12.647975","12.947975","2259","","DGTS(17:0_24:1)+H",0,0,0,0,0,0,0,0,0,0,0,"12.647975","12.947975","2259","","DGTS(17:0_24:1)+H",0,0,0,0,0,0,0,0,0,0,0,"12.647975","12.947975","2259","","DGTS(17:0_24:1)+H","836.73387","818.72331","705.63925","719.6549","584.48857","488.39467","566.47801","470.38411","236.1492402","144.1018984","59.0729454","12.647975","12.947975","2259"
"","DGTS(17:0_24:1)+H",0,0,0,0,0,0,0,0,0,0,0,"11.3214930555556","11.6214930555556","3420","","DGTS(17:0_24:1)+H",0,0,0,0,0,0,0,0,0,0,0,"11.3214930555556","11.6214930555556","3420","","DGTS(17:0_24:1)+H",0,0,0,0,0,0,0,0,0,0,0,"11.3214930555556","11.6214930555556","3420","","DGTS(17:0_24:1)+H",0,0,0,0,0,0,0,0,0,0,0,"11.3214930555556","11.6214930555556","3420","","DGTS(17:0_24:1)+H",0,0,0,0,0,0,0,0,0,0,0,"11.3214930555556","11.6214930555556","3420","","DGTS(17:0_24:1)+H","836.73387","818.72331","705.63925","719.6549","584.48857","488.39467","566.47801","470.38411","236.1492402","144.1018984","59.0729454","11.3214930555556","11.6214930555556","3420"
"","DGTS(17:0_24:1)+H",0,0,0,0,0,0,0,0,0,0,0,"11.5753291666667","11.8753291666667","4506","","DGTS(17:0_24:1)+H",0,0,0,0,0,0,0,0,0,0,0,"11.5753291666667","11.8753291666667","4506","","DGTS(17:0_24:1)+H",0,0,0,0,0,0,0,0,0,0,0,"11.5753291666667","11.8753291666667","4506","","DGTS(17:0_24:1)+H",0,0,0,0,0,0,0,0,0,0,0,"11.5753291666667","11.8753291666667","4506","","DGTS(17:0_24:1)+H",0,0,0,0,0,0,0,0,0,0,0,"11.5753291666667","11.8753291666667","4506","","DGTS(17:0_24:1)+H","836.73387","818.72331","705.63925","719.6549","584.48857","488.39467","566.47801","470.38411","236.1492402","144.1018984","59.0729454","11.5753291666667","11.8753291666667","4506"
"","DGTS(17:0_24:1)+H",0,0,0,0,0,0,0,0,0,0,0,"9.8351375","10.1351375","6248","","DGTS(17:0_24:1)+H",0,0,0,0,0,0,0,0,0,0,0,"9.8351375","10.1351375","6248","","DGTS(17:0_24:1)+H",0,0,0,0,0,0,0,0,0,0,0,"9.8351375","10.1351375","6248","","DGTS(17:0_24:1)+H",0,0,0,0,0,0,0,0,0,0,0,"9.8351375","10.1351375","6248","","DGTS(17:0_24:1)+H",0,0,0,0,0,0,0,0,0,0,0,"9.8351375","10.1351375","6248","","DGTS(17:0_24:1)+H","836.73387","818.72331","705.63925","719.6549","584.48857","488.39467","566.47801","470.38411","236.1492402","144.1018984","59.0729454","9.8351375","10.1351375","6248"
"","DGTS(17:0_24:1)+H",0,0,0,0,0,0,0,0,0,0,0,"10.5242458333333","10.8242458333333","16468","","DGTS(17:0_24:1)+H",0,0,0,0,0,0,0,0,0,0,0,"10.5242458333333","10.8242458333333","16468","","DGTS(17:0_24:1)+H",0,0,0,0,0,0,0,0,0,0,0,"10.5242458333333","10.8242458333333","16468","","DGTS(17:0_24:1)+H",0,0,0,0,0,0,0,0,0,0,0,"10.5242458333333","10.8242458333333","16468","","DGTS(17:0_24:1)+H",0,0,0,0,0,0,0,0,0,0,0,"10.5242458333333","10.8242458333333","16468","","DGTS(17:0_24:1)+H","836.73387","818.72331","705.63925","719.6549","584.48857","488.39467","566.47801","470.38411","236.1492402","144.1018984","59.0729454","10.5242458333333","10.8242458333333","16468"
"","DGTS(17:0_24:1)+H",0,0,0,0,0,0,0,0,0,0,0,"12.2350347222222","12.5350347222222","17412","","DGTS(17:0_24:1)+H",0,0,0,0,0,0,0,0,0,0,0,"12.2350347222222","12.5350347222222","17412","","DGTS(17:0_24:1)+H",0,0,0,0,0,0,0,0,0,0,0,"12.2350347222222","12.5350347222222","17412","","DGTS(17:0_24:1)+H",0,0,0,0,0,0,0,0,0,0,0,"12.2350347222222","12.5350347222222","17412","","DGTS(17:0_24:1)+H",0,0,0,0,0,0,0,0,0,0,0,"12.2350347222222","12.5350347222222","17412","","DGTS(17:0_24:1)+H","836.73387","818.72331","705.63925","719.6549","584.48857","488.39467","566.47801","470.38411","236.1492402","144.1018984","59.0729454","12.2350347222222","12.5350347222222","17412"
"","DGTS(17:0_25:0)+H",0,0,0,0,0,0,0,0,0,0,0,"11.9556611111111","12.2556611111111","8879","","DGTS(17:0_25:0)+H",0,0,0,0,0,0,0,0,0,0,0,"11.9556611111111","12.2556611111111","8879","","DGTS(17:0_25:0)+H",0,0,0,0,0,0,0,0,0,0,0,"11.9556611111111","12.2556611111111","8879","","DGTS(17:0_25:0)+H",0,0,0,0,0,0,0,0,0,0,0,"11.9556611111111","12.2556611111111","8879","","DGTS(17:0_25:0)+H",0,0,0,0,0,0,0,0,0,0,0,"11.9556611111111","12.2556611111111","8879","","DGTS(17:0_25:0)+H","852.76517","834.75461","721.67055","735.6862","600.51987","488.39467","582.50931","470.38411","236.1492402","144.1018984","59.0729454","11.9556611111111","12.2556611111111","8879"
"","DGTS(17:0_26:0)+H",0,0,0,0,0,0,0,0,0,0,0,"12.6098888888889","12.9098888888889","3276","","DGTS(17:0_26:0)+H",0,0,0,0,0,0,0,0,0,0,0,"12.6098888888889","12.9098888888889","3276","","DGTS(17:0_26:0)+H",0,0,0,0,0,0,0,0,0,0,0,"12.6098888888889","12.9098888888889","3276","","DGTS(17:0_26:0)+H",0,0,0,0,0,0,0,0,0,0,0,"12.6098888888889","12.9098888888889","3276","","DGTS(17:0_26:0)+H",0,0,0,0,0,0,0,0,0,0,0,"12.6098888888889","12.9098888888889","3276","","DGTS(17:0_26:0)+H","866.78077","848.77021","735.68615","749.7018","614.53547","488.39467","596.52491","470.38411","236.1492402","144.1018984","59.0729454","12.6098888888889","12.9098888888889","3276"
"","DGTS(17:0_26:0)+H",0,0,0,0,0,0,0,0,0,0,0,"12.2454363636364","12.5454363636364","11387","","DGTS(17:0_26:0)+H",0,0,0,0,0,0,0,0,0,0,0,"12.2454363636364","12.5454363636364","11387","","DGTS(17:0_26:0)+H",0,0,0,0,0,0,0,0,0,0,0,"12.2454363636364","12.5454363636364","11387","","DGTS(17:0_26:0)+H",0,0,0,0,0,0,0,0,0,0,0,"12.2454363636364","12.5454363636364","11387","","DGTS(17:0_26:0)+H",0,0,0,0,0,0,0,0,0,0,0,"12.2454363636364","12.5454363636364","11387","","DGTS(17:0_26:0)+H","866.78077","848.77021","735.68615","749.7018","614.53547","488.39467","596.52491","470.38411","236.1492402","144.1018984","59.0729454","12.2454363636364","12.5454363636364","11387"
"","DGTS(17:0_26:0)+H",0,0,0,0,0,0,0,0,0,0,0,"13.1653916666667","13.4653916666667","13497","","DGTS(17:0_26:0)+H",0,0,0,0,0,0,0,0,0,0,0,"13.1653916666667","13.4653916666667","13497","","DGTS(17:0_26:0)+H",0,0,0,0,0,0,0,0,0,0,0,"13.1653916666667","13.4653916666667","13497","","DGTS(17:0_26:0)+H",0,0,0,0,0,0,0,0,0,0,0,"13.1653916666667","13.4653916666667","13497","","DGTS(17:0_26:0)+H",0,0,0,0,0,0,0,0,0,0,0,"13.1653916666667","13.4653916666667","13497","","DGTS(17:0_26:0)+H","866.78077","848.77021","735.68615","749.7018","614.53547","488.39467","596.52491","470.38411","236.1492402","144.1018984","59.0729454","13.1653916666667","13.4653916666667","13497"
"","DGTS(17:0_26:0)+H",0,0,0,0,0,0,0,0,0,0,0,"12.7924625","13.0924625","18370","","DGTS(17:0_26:0)+H",0,0,0,0,0,0,0,0,0,0,0,"12.7924625","13.0924625","18370","","DGTS(17:0_26:0)+H",0,0,0,0,0,0,0,0,0,0,0,"12.7924625","13.0924625","18370","","DGTS(17:0_26:0)+H",0,0,0,0,0,0,0,0,0,0,0,"12.7924625","13.0924625","18370","","DGTS(17:0_26:0)+H",0,0,0,0,0,0,0,0,0,0,0,"12.7924625","13.0924625","18370","","DGTS(17:0_26:0)+H","866.78077","848.77021","735.68615","749.7018","614.53547","488.39467","596.52491","470.38411","236.1492402","144.1018984","59.0729454","12.7924625","13.0924625","18370"
"","DGTS(17:1_18:2)+H",0,0,0,0,0,0,0,0,0,0,0,"5.42438055555555","5.72438055555555","13339","","DGTS(17:1_18:2)+H",0,0,0,0,0,0,0,0,0,0,0,"5.42438055555555","5.72438055555555","13339","","DGTS(17:1_18:2)+H",0,0,0,0,0,0,0,0,0,0,0,"5.42438055555555","5.72438055555555","13339","","DGTS(17:1_18:2)+H",0,0,0,0,0,0,0,0,0,0,0,"5.42438055555555","5.72438055555555","13339","","DGTS(17:1_18:2)+H",0,0,0,0,0,0,0,0,0,0,0,"5.42438055555555","5.72438055555555","13339","","DGTS(17:1_18:2)+H","748.60857","730.59801","617.51395","631.5296","498.37897","486.37897","480.36841","468.36841","236.1492402","144.1018984","59.0729454","5.42438055555555","5.72438055555555","13339"
"","DGTS(17:1_18:2)+H",0,0,0,0,0,0,0,0,0,0,0,"6.83736944444445","7.13736944444445","17284","","DGTS(17:1_18:2)+H",0,0,0,0,0,0,0,0,0,0,0,"6.83736944444445","7.13736944444445","17284","","DGTS(17:1_18:2)+H",0,0,0,0,0,0,0,0,0,0,0,"6.83736944444445","7.13736944444445","17284","","DGTS(17:1_18:2)+H",0,0,0,0,0,0,0,0,0,0,0,"6.83736944444445","7.13736944444445","17284","","DGTS(17:1_18:2)+H",0,0,0,0,0,0,0,0,0,0,0,"6.83736944444445","7.13736944444445","17284","","DGTS(17:1_18:2)+H","748.60857","730.59801","617.51395","631.5296","498.37897","486.37897","480.36841","468.36841","236.1492402","144.1018984","59.0729454","6.83736944444445","7.13736944444445","17284"
"","DGTS(17:1_19:0)+H",0,0,0,0,0,0,0,0,0,0,0,"9.78145","10.08145","2719","","DGTS(17:1_19:0)+H",0,0,0,0,0,0,0,0,0,0,0,"9.78145","10.08145","2719","","DGTS(17:1_19:0)+H",0,0,0,0,0,0,0,0,0,0,0,"9.78145","10.08145","2719","","DGTS(17:1_19:0)+H",0,0,0,0,0,0,0,0,0,0,0,"9.78145","10.08145","2719","","DGTS(17:1_19:0)+H",0,0,0,0,0,0,0,0,0,0,0,"9.78145","10.08145","2719","","DGTS(17:1_19:0)+H","766.65557","748.64501","635.56095","649.5766","516.42597","486.37897","498.41541","468.36841","236.1492402","144.1018984","59.0729454","9.78145","10.08145","2719"
"","DGTS(17:1_20:0)+H",0,0,0,0,0,0,0,0,0,0,0,"10.2225347222222","10.5225347222222","5345","","DGTS(17:1_20:0)+H",0,0,0,0,0,0,0,0,0,0,0,"10.2225347222222","10.5225347222222","5345","","DGTS(17:1_20:0)+H",0,0,0,0,0,0,0,0,0,0,0,"10.2225347222222","10.5225347222222","5345","","DGTS(17:1_20:0)+H",0,0,0,0,0,0,0,0,0,0,0,"10.2225347222222","10.5225347222222","5345","","DGTS(17:1_20:0)+H",0,0,0,0,0,0,0,0,0,0,0,"10.2225347222222","10.5225347222222","5345","","DGTS(17:1_20:0)+H","780.67117","762.66061","649.57655","663.5922","530.44157","486.37897","512.43101","468.36841","236.1492402","144.1018984","59.0729454","10.2225347222222","10.5225347222222","5345"
"","DGTS(17:1_20:0)+H",0,0,0,0,0,0,0,0,0,0,0,"11.2433611111111","11.5433611111111","6209","","DGTS(17:1_20:0)+H",0,0,0,0,0,0,0,0,0,0,0,"11.2433611111111","11.5433611111111","6209","","DGTS(17:1_20:0)+H",0,0,0,0,0,0,0,0,0,0,0,"11.2433611111111","11.5433611111111","6209","","DGTS(17:1_20:0)+H",0,0,0,0,0,0,0,0,0,0,0,"11.2433611111111","11.5433611111111","6209","","DGTS(17:1_20:0)+H",0,0,0,0,0,0,0,0,0,0,0,"11.2433611111111","11.5433611111111","6209","","DGTS(17:1_20:0)+H","780.67117","762.66061","649.57655","663.5922","530.44157","486.37897","512.43101","468.36841","236.1492402","144.1018984","59.0729454","11.2433611111111","11.5433611111111","6209"
"","DGTS(17:1_21:0)+H",0,0,0,0,0,0,0,0,0,0,0,"10.6725680555556","10.9725680555556","2909","","DGTS(17:1_21:0)+H",0,0,0,0,0,0,0,0,0,0,0,"10.6725680555556","10.9725680555556","2909","","DGTS(17:1_21:0)+H",0,0,0,0,0,0,0,0,0,0,0,"10.6725680555556","10.9725680555556","2909","","DGTS(17:1_21:0)+H",0,0,0,0,0,0,0,0,0,0,0,"10.6725680555556","10.9725680555556","2909","","DGTS(17:1_21:0)+H",0,0,0,0,0,0,0,0,0,0,0,"10.6725680555556","10.9725680555556","2909","","DGTS(17:1_21:0)+H","794.68687","776.67631","663.59225","677.6079","544.45727","486.37897","526.44671","468.36841","236.1492402","144.1018984","59.0729454","10.6725680555556","10.9725680555556","2909"
"","DGTS(17:1_21:0)+H",0,0,0,0,0,0,0,0,0,0,0,"9.8586583333333","10.1586583333333","5184","","DGTS(17:1_21:0)+H",0,0,0,0,0,0,0,0,0,0,0,"9.8586583333333","10.1586583333333","5184","","DGTS(17:1_21:0)+H",0,0,0,0,0,0,0,0,0,0,0,"9.8586583333333","10.1586583333333","5184","","DGTS(17:1_21:0)+H",0,0,0,0,0,0,0,0,0,0,0,"9.8586583333333","10.1586583333333","5184","","DGTS(17:1_21:0)+H",0,0,0,0,0,0,0,0,0,0,0,"9.8586583333333","10.1586583333333","5184","","DGTS(17:1_21:0)+H","794.68687","776.67631","663.59225","677.6079","544.45727","486.37897","526.44671","468.36841","236.1492402","144.1018984","59.0729454","9.8586583333333","10.1586583333333","5184"
