"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","PG","[M+NH4]+","NL_head&H2O","NL_T1_RCOOH","NL_T2_RCOOH","T1_RCO+","T2_RCO+","T1RCOO+58","T2RCOO+58","RT_min","RT_max","Comment","RT at Max Intensity","PG","[M+NH4]+","NL_head&H2O","NL_T1_RCOOH","NL_T2_RCOOH","T1_RCO+","T2_RCO+","T1RCOO+58","T2RCOO+58","RT_min","RT_max","Comment","Number of Scans","PG","[M+NH4]+","NL_head&H2O","NL_T1_RCOOH","NL_T2_RCOOH","T1_RCO+","T2_RCO+","T1RCOO+58","T2RCOO+58","RT_min","RT_max","Comment","Max Intensity","PG","[M+NH4]+","NL_head&H2O","NL_T1_RCOOH","NL_T2_RCOOH","T1_RCO+","T2_RCO+","T1RCOO+58","T2RCOO+58","RT_min","RT_max","Comment","Average m/z","PG","[M+NH4]+","NL_head&H2O","NL_T1_RCOOH","NL_T2_RCOOH","T1_RCO+","T2_RCO+","T1RCOO+58","T2RCOO+58","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","PG","[M+NH4]+","NL_head&H2O","NL_T1_RCOOH","NL_T2_RCOOH","T1_RCO+","T2_RCO+","T1RCOO+58","T2RCOO+58","RT_min","RT_max","Comment"
"","PG(13:0_17:0)+NH4",0,0,0,0,0,0,0,0,"4.09877222222222","4.39877222222222","2115","","PG(13:0_17:0)+NH4",0,0,0,0,0,0,0,0,"4.09877222222222","4.39877222222222","2115","","PG(13:0_17:0)+NH4",0,0,0,0,0,0,0,0,"4.09877222222222","4.39877222222222","2115","","PG(13:0_17:0)+NH4",0,0,0,0,0,0,0,0,"4.09877222222222","4.39877222222222","2115","","PG(13:0_17:0)+NH4",0,0,0,0,0,0,0,0,"4.09877222222222","4.39877222222222","2115","","PG(13:0_17:0)+NH4","712.51246","523.472227","481.292586","425.229986","197.19005","253.25265","271.22683","327.28943","4.09877222222222","4.39877222222222","2115"
"","PG(13:0_17:0)+NH4",0,0,0,0,0,0,0,0,"3.20013888888889","3.50013888888889","4290","","PG(13:0_17:0)+NH4",0,0,0,0,0,0,0,0,"3.20013888888889","3.50013888888889","4290","","PG(13:0_17:0)+NH4",0,0,0,0,0,0,0,0,"3.20013888888889","3.50013888888889","4290","","PG(13:0_17:0)+NH4",0,0,0,0,0,0,0,0,"3.20013888888889","3.50013888888889","4290","","PG(13:0_17:0)+NH4",0,0,0,0,0,0,0,0,"3.20013888888889","3.50013888888889","4290","","PG(13:0_17:0)+NH4","712.51246","523.472227","481.292586","425.229986","197.19005","253.25265","271.22683","327.28943","3.20013888888889","3.50013888888889","4290"
"","PG(13:0_17:0)+NH4",0,0,0,0,0,0,0,0,"4.9523","5.2523","5349","","PG(13:0_17:0)+NH4",0,0,0,0,0,0,0,0,"4.9523","5.2523","5349","","PG(13:0_17:0)+NH4",0,0,0,0,0,0,0,0,"4.9523","5.2523","5349","","PG(13:0_17:0)+NH4",0,0,0,0,0,0,0,0,"4.9523","5.2523","5349","","PG(13:0_17:0)+NH4",0,0,0,0,0,0,0,0,"4.9523","5.2523","5349","","PG(13:0_17:0)+NH4","712.51246","523.472227","481.292586","425.229986","197.19005","253.25265","271.22683","327.28943","4.9523","5.2523","5349"
"","PG(13:0_18:0)+NH4",0,0,0,0,0,0,0,0,"3.20013888888889","3.50013888888889","7940","","PG(13:0_18:0)+NH4",0,0,0,0,0,0,0,0,"3.20013888888889","3.50013888888889","7940","","PG(13:0_18:0)+NH4",0,0,0,0,0,0,0,0,"3.20013888888889","3.50013888888889","7940","","PG(13:0_18:0)+NH4",0,0,0,0,0,0,0,0,"3.20013888888889","3.50013888888889","7940","","PG(13:0_18:0)+NH4",0,0,0,0,0,0,0,0,"3.20013888888889","3.50013888888889","7940","","PG(13:0_18:0)+NH4","726.52806","537.487827","495.308186","425.229986","197.19005","267.26825","271.22683","341.30503","3.20013888888889","3.50013888888889","7940"
"","PG(13:0_18:2)+NH4",0,0,0,0,0,0,0,0,"5.71002361111111","6.01002361111111","952","","PG(13:0_18:2)+NH4",0,0,0,0,0,0,0,0,"5.71002361111111","6.01002361111111","952","","PG(13:0_18:2)+NH4",0,0,0,0,0,0,0,0,"5.71002361111111","6.01002361111111","952","","PG(13:0_18:2)+NH4",0,0,0,0,0,0,0,0,"5.71002361111111","6.01002361111111","952","","PG(13:0_18:2)+NH4",0,0,0,0,0,0,0,0,"5.71002361111111","6.01002361111111","952","","PG(13:0_18:2)+NH4","722.49676","533.456527","491.276886","425.229986","197.19005","263.23695","271.22683","337.27373","5.71002361111111","6.01002361111111","952"
"","PG(13:0_18:4)+NH4",0,0,0,0,0,0,0,0,"1.74011944444444","2.04011944444444","8846","","PG(13:0_18:4)+NH4",0,0,0,0,0,0,0,0,"1.74011944444444","2.04011944444444","8846","","PG(13:0_18:4)+NH4",0,0,0,0,0,0,0,0,"1.74011944444444","2.04011944444444","8846","","PG(13:0_18:4)+NH4",0,0,0,0,0,0,0,0,"1.74011944444444","2.04011944444444","8846","","PG(13:0_18:4)+NH4",0,0,0,0,0,0,0,0,"1.74011944444444","2.04011944444444","8846","","PG(13:0_18:4)+NH4","718.46546","529.425227","487.245586","425.229986","197.19005","259.20565","271.22683","333.24243","1.74011944444444","2.04011944444444","8846"
"","PG(13:0_19:0)+NH4",0,0,0,0,0,0,0,0,"4.47600555555556","4.77600555555556","5796","","PG(13:0_19:0)+NH4",0,0,0,0,0,0,0,0,"4.47600555555556","4.77600555555556","5796","","PG(13:0_19:0)+NH4",0,0,0,0,0,0,0,0,"4.47600555555556","4.77600555555556","5796","","PG(13:0_19:0)+NH4",0,0,0,0,0,0,0,0,"4.47600555555556","4.77600555555556","5796","","PG(13:0_19:0)+NH4",0,0,0,0,0,0,0,0,"4.47600555555556","4.77600555555556","5796","","PG(13:0_19:0)+NH4","740.54376","551.503527","509.323886","425.229986","197.19005","281.28395","271.22683","355.32073","4.47600555555556","4.77600555555556","5796"
"","PG(13:0_20:0)+NH4",0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","3023","","PG(13:0_20:0)+NH4",0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","3023","","PG(13:0_20:0)+NH4",0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","3023","","PG(13:0_20:0)+NH4",0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","3023","","PG(13:0_20:0)+NH4",0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","3023","","PG(13:0_20:0)+NH4","754.55936","565.519127","523.339486","425.229986","197.19005","295.29955","271.22683","369.33633","4.10132083333333","4.40132083333333","3023"
"","PG(13:0_21:0)+NH4",0,1,0,0,0,0,0,0,"7.82195138888889","8.12195138888889","117","","PG(13:0_21:0)+NH4",0,8.022025,0,0,0,0,0,0,"7.82195138888889","8.12195138888889","117","","PG(13:0_21:0)+NH4",0,1,0,0,0,0,0,0,"7.82195138888889","8.12195138888889","117","","PG(13:0_21:0)+NH4",0,11731470,0,0,0,0,0,0,"7.82195138888889","8.12195138888889","117","","PG(13:0_21:0)+NH4",0,579.535,0,0,0,0,0,0,"7.82195138888889","8.12195138888889","117","","PG(13:0_21:0)+NH4","768.57506","579.534827","537.355186","425.229986","197.19005","309.31525","271.22683","383.35203","7.82195138888889","8.12195138888889","117"
"","PG(13:0_22:2)+NH4",0,0,0,0,0,0,0,0,"8.01333333333333","8.31333333333333","14247","","PG(13:0_22:2)+NH4",0,0,0,0,0,0,0,0,"8.01333333333333","8.31333333333333","14247","","PG(13:0_22:2)+NH4",0,0,0,0,0,0,0,0,"8.01333333333333","8.31333333333333","14247","","PG(13:0_22:2)+NH4",0,0,0,0,0,0,0,0,"8.01333333333333","8.31333333333333","14247","","PG(13:0_22:2)+NH4",0,0,0,0,0,0,0,0,"8.01333333333333","8.31333333333333","14247","","PG(13:0_22:2)+NH4","778.55936","589.519127","547.339486","425.229986","197.19005","319.29955","271.22683","393.33633","8.01333333333333","8.31333333333333","14247"
"","PG(14:0_14:0)+NH4",0,1,1,1,1,1,1,1,"4.09877222222222","4.39877222222222","171","","PG(14:0_14:0)+NH4",0,4.258391,4.258391,4.258391,4.258391,4.258391,4.258391,4.258391,"4.09877222222222","4.39877222222222","171","","PG(14:0_14:0)+NH4",0,2,1,1,2,2,2,2,"4.09877222222222","4.39877222222222","171","","PG(14:0_14:0)+NH4",0,8996515,5320.057,5320.057,439827.8,439827.8,362251.9,362251.9,"4.09877222222222","4.39877222222222","171","","PG(14:0_14:0)+NH4",0,495.4412,439.245,439.245,211.2058,211.2058,285.2426,285.2426,"4.09877222222222","4.39877222222222","171","","PG(14:0_14:0)+NH4","684.48106","495.440827","439.245586","439.245586","211.20565","211.20565","285.24243","285.24243","4.09877222222222","4.39877222222222","171"
"","PG(14:0_14:0)+NH4",0,0,0,0,0,0,0,0,"4.91529722222222","5.21529722222222","2547","","PG(14:0_14:0)+NH4",0,0,0,0,0,0,0,0,"4.91529722222222","5.21529722222222","2547","","PG(14:0_14:0)+NH4",0,0,0,0,0,0,0,0,"4.91529722222222","5.21529722222222","2547","","PG(14:0_14:0)+NH4",0,0,0,0,0,0,0,0,"4.91529722222222","5.21529722222222","2547","","PG(14:0_14:0)+NH4",0,0,0,0,0,0,0,0,"4.91529722222222","5.21529722222222","2547","","PG(14:0_14:0)+NH4","684.48106","495.440827","439.245586","439.245586","211.20565","211.20565","285.24243","285.24243","4.91529722222222","5.21529722222222","2547"
"","PG(14:0_15:0)+NH4",0,0,0,0,0,0,0,0,"4.48690972222222","4.78690972222222","4828","","PG(14:0_15:0)+NH4",0,0,0,0,0,0,0,0,"4.48690972222222","4.78690972222222","4828","","PG(14:0_15:0)+NH4",0,0,0,0,0,0,0,0,"4.48690972222222","4.78690972222222","4828","","PG(14:0_15:0)+NH4",0,0,0,0,0,0,0,0,"4.48690972222222","4.78690972222222","4828","","PG(14:0_15:0)+NH4",0,0,0,0,0,0,0,0,"4.48690972222222","4.78690972222222","4828","","PG(14:0_15:0)+NH4","698.49676","509.456527","453.261286","439.245586","211.20565","225.22135","285.24243","299.25813","4.48690972222222","4.78690972222222","4828"
"","PG(14:0_16:0)+NH4",0,0,0,0,0,0,0,0,"4.09877222222222","4.39877222222222","2115","","PG(14:0_16:0)+NH4",0,0,0,0,0,0,0,0,"4.09877222222222","4.39877222222222","2115","","PG(14:0_16:0)+NH4",0,0,0,0,0,0,0,0,"4.09877222222222","4.39877222222222","2115","","PG(14:0_16:0)+NH4",0,0,0,0,0,0,0,0,"4.09877222222222","4.39877222222222","2115","","PG(14:0_16:0)+NH4",0,0,0,0,0,0,0,0,"4.09877222222222","4.39877222222222","2115","","PG(14:0_16:0)+NH4","712.51236","523.472127","467.276886","439.245586","211.20565","239.23695","285.24243","313.27373","4.09877222222222","4.39877222222222","2115"
"","PG(14:0_16:0)+NH4",0,0,0,0,0,0,0,0,"3.20013888888889","3.50013888888889","4290","","PG(14:0_16:0)+NH4",0,0,0,0,0,0,0,0,"3.20013888888889","3.50013888888889","4290","","PG(14:0_16:0)+NH4",0,0,0,0,0,0,0,0,"3.20013888888889","3.50013888888889","4290","","PG(14:0_16:0)+NH4",0,0,0,0,0,0,0,0,"3.20013888888889","3.50013888888889","4290","","PG(14:0_16:0)+NH4",0,0,0,0,0,0,0,0,"3.20013888888889","3.50013888888889","4290","","PG(14:0_16:0)+NH4","712.51236","523.472127","467.276886","439.245586","211.20565","239.23695","285.24243","313.27373","3.20013888888889","3.50013888888889","4290"
"","PG(14:0_16:0)+NH4",0,0,0,0,0,0,0,0,"4.9523","5.2523","5349","","PG(14:0_16:0)+NH4",0,0,0,0,0,0,0,0,"4.9523","5.2523","5349","","PG(14:0_16:0)+NH4",0,0,0,0,0,0,0,0,"4.9523","5.2523","5349","","PG(14:0_16:0)+NH4",0,0,0,0,0,0,0,0,"4.9523","5.2523","5349","","PG(14:0_16:0)+NH4",0,0,0,0,0,0,0,0,"4.9523","5.2523","5349","","PG(14:0_16:0)+NH4","712.51236","523.472127","467.276886","439.245586","211.20565","239.23695","285.24243","313.27373","4.9523","5.2523","5349"
"","PG(14:0_17:0)+NH4",0,0,0,0,0,0,0,0,"3.20013888888889","3.50013888888889","7940","","PG(14:0_17:0)+NH4",0,0,0,0,0,0,0,0,"3.20013888888889","3.50013888888889","7940","","PG(14:0_17:0)+NH4",0,0,0,0,0,0,0,0,"3.20013888888889","3.50013888888889","7940","","PG(14:0_17:0)+NH4",0,0,0,0,0,0,0,0,"3.20013888888889","3.50013888888889","7940","","PG(14:0_17:0)+NH4",0,0,0,0,0,0,0,0,"3.20013888888889","3.50013888888889","7940","","PG(14:0_17:0)+NH4","726.52806","537.487827","481.292586","439.245586","211.20565","253.25265","285.24243","327.28943","3.20013888888889","3.50013888888889","7940"
"","PG(14:0_17:2)+NH4",0,0,0,0,0,0,0,0,"5.71002361111111","6.01002361111111","952","","PG(14:0_17:2)+NH4",0,0,0,0,0,0,0,0,"5.71002361111111","6.01002361111111","952","","PG(14:0_17:2)+NH4",0,0,0,0,0,0,0,0,"5.71002361111111","6.01002361111111","952","","PG(14:0_17:2)+NH4",0,0,0,0,0,0,0,0,"5.71002361111111","6.01002361111111","952","","PG(14:0_17:2)+NH4",0,0,0,0,0,0,0,0,"5.71002361111111","6.01002361111111","952","","PG(14:0_17:2)+NH4","722.49676","533.456527","477.261286","439.245586","211.20565","249.22135","285.24243","323.25813","5.71002361111111","6.01002361111111","952"
"","PG(14:0_18:0)+NH4",0,0,0,0,0,0,0,0,"4.47600555555556","4.77600555555556","5796","","PG(14:0_18:0)+NH4",0,0,0,0,0,0,0,0,"4.47600555555556","4.77600555555556","5796","","PG(14:0_18:0)+NH4",0,0,0,0,0,0,0,0,"4.47600555555556","4.77600555555556","5796","","PG(14:0_18:0)+NH4",0,0,0,0,0,0,0,0,"4.47600555555556","4.77600555555556","5796","","PG(14:0_18:0)+NH4",0,0,0,0,0,0,0,0,"4.47600555555556","4.77600555555556","5796","","PG(14:0_18:0)+NH4","740.54366","551.503427","495.308186","439.245586","211.20565","267.26825","285.24243","341.30503","4.47600555555556","4.77600555555556","5796"
"","PG(14:0_18:3)+NH4",0,0,0,0,0,0,0,0,"1.86179583333333","2.16179583333333","9016","","PG(14:0_18:3)+NH4",0,0,0,0,0,0,0,0,"1.86179583333333","2.16179583333333","9016","","PG(14:0_18:3)+NH4",0,0,0,0,0,0,0,0,"1.86179583333333","2.16179583333333","9016","","PG(14:0_18:3)+NH4",0,0,0,0,0,0,0,0,"1.86179583333333","2.16179583333333","9016","","PG(14:0_18:3)+NH4",0,0,0,0,0,0,0,0,"1.86179583333333","2.16179583333333","9016","","PG(14:0_18:3)+NH4","734.49676","545.456527","489.261286","439.245586","211.20565","261.22135","285.24243","335.25813","1.86179583333333","2.16179583333333","9016"
"","PG(14:0_18:4)+NH4",0,0,0,0,0,0,0,0,"1.54857083333333","1.84857083333333","12234","","PG(14:0_18:4)+NH4",0,0,0,0,0,0,0,0,"1.54857083333333","1.84857083333333","12234","","PG(14:0_18:4)+NH4",0,0,0,0,0,0,0,0,"1.54857083333333","1.84857083333333","12234","","PG(14:0_18:4)+NH4",0,0,0,0,0,0,0,0,"1.54857083333333","1.84857083333333","12234","","PG(14:0_18:4)+NH4",0,0,0,0,0,0,0,0,"1.54857083333333","1.84857083333333","12234","","PG(14:0_18:4)+NH4","732.48106","543.440827","487.245586","439.245586","211.20565","259.20565","285.24243","333.24243","1.54857083333333","1.84857083333333","12234"
"","PG(14:0_19:0)+NH4",0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","3023","","PG(14:0_19:0)+NH4",0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","3023","","PG(14:0_19:0)+NH4",0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","3023","","PG(14:0_19:0)+NH4",0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","3023","","PG(14:0_19:0)+NH4",0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","3023","","PG(14:0_19:0)+NH4","754.55936","565.519127","509.323886","439.245586","211.20565","281.28395","285.24243","355.32073","4.10132083333333","4.40132083333333","3023"
"","PG(14:0_20:0)+NH4",0,1,0,0,0,0,0,0,"7.82195138888889","8.12195138888889","117","","PG(14:0_20:0)+NH4",0,8.022025,0,0,0,0,0,0,"7.82195138888889","8.12195138888889","117","","PG(14:0_20:0)+NH4",0,1,0,0,0,0,0,0,"7.82195138888889","8.12195138888889","117","","PG(14:0_20:0)+NH4",0,11731470,0,0,0,0,0,0,"7.82195138888889","8.12195138888889","117","","PG(14:0_20:0)+NH4",0,579.535,0,0,0,0,0,0,"7.82195138888889","8.12195138888889","117","","PG(14:0_20:0)+NH4","768.57496","579.534727","523.339486","439.245586","211.20565","295.29955","285.24243","369.33633","7.82195138888889","8.12195138888889","117"
"","PG(14:0_20:1)+NH4",0,0,0,0,0,0,0,0,"4.15497083333333","4.45497083333333","7409","","PG(14:0_20:1)+NH4",0,0,0,0,0,0,0,0,"4.15497083333333","4.45497083333333","7409","","PG(14:0_20:1)+NH4",0,0,0,0,0,0,0,0,"4.15497083333333","4.45497083333333","7409","","PG(14:0_20:1)+NH4",0,0,0,0,0,0,0,0,"4.15497083333333","4.45497083333333","7409","","PG(14:0_20:1)+NH4",0,0,0,0,0,0,0,0,"4.15497083333333","4.45497083333333","7409","","PG(14:0_20:1)+NH4","766.55936","577.519127","521.323886","439.245586","211.20565","293.28395","285.24243","367.32073","4.15497083333333","4.45497083333333","7409"
"","PG(14:0_20:1)+NH4",0,0,0,0,0,0,0,0,"3.94154848484848","4.24154848484848","17087","","PG(14:0_20:1)+NH4",0,0,0,0,0,0,0,0,"3.94154848484848","4.24154848484848","17087","","PG(14:0_20:1)+NH4",0,0,0,0,0,0,0,0,"3.94154848484848","4.24154848484848","17087","","PG(14:0_20:1)+NH4",0,0,0,0,0,0,0,0,"3.94154848484848","4.24154848484848","17087","","PG(14:0_20:1)+NH4",0,0,0,0,0,0,0,0,"3.94154848484848","4.24154848484848","17087","","PG(14:0_20:1)+NH4","766.55936","577.519127","521.323886","439.245586","211.20565","293.28395","285.24243","367.32073","3.94154848484848","4.24154848484848","17087"
"","PG(14:0_20:2)+NH4",1,0,0,0,0,0,0,0,"7.68959027777778","7.98959027777778","200","","PG(14:0_20:2)+NH4",7.867475,0,0,0,0,0,0,0,"7.68959027777778","7.98959027777778","200","","PG(14:0_20:2)+NH4",1,0,0,0,0,0,0,0,"7.68959027777778","7.98959027777778","200","","PG(14:0_20:2)+NH4",4952.251,0,0,0,0,0,0,0,"7.68959027777778","7.98959027777778","200","","PG(14:0_20:2)+NH4",764.5439,0,0,0,0,0,0,0,"7.68959027777778","7.98959027777778","200","","PG(14:0_20:2)+NH4","764.54366","575.503427","519.308186","439.245586","211.20565","291.26825","285.24243","365.30503","7.68959027777778","7.98959027777778","200"
"","PG(14:0_20:4)+NH4",0,0,0,0,0,0,0,0,"1.78840833333333","2.08840833333333","8216","","PG(14:0_20:4)+NH4",0,0,0,0,0,0,0,0,"1.78840833333333","2.08840833333333","8216","","PG(14:0_20:4)+NH4",0,0,0,0,0,0,0,0,"1.78840833333333","2.08840833333333","8216","","PG(14:0_20:4)+NH4",0,0,0,0,0,0,0,0,"1.78840833333333","2.08840833333333","8216","","PG(14:0_20:4)+NH4",0,0,0,0,0,0,0,0,"1.78840833333333","2.08840833333333","8216","","PG(14:0_20:4)+NH4","760.51236","571.472127","515.276886","439.245586","211.20565","287.23695","285.24243","361.27373","1.78840833333333","2.08840833333333","8216"
"","PG(14:0_22:3)+NH4",0,0,0,0,0,0,0,0,"3.00620416666667","3.30620416666667","4995","","PG(14:0_22:3)+NH4",0,0,0,0,0,0,0,0,"3.00620416666667","3.30620416666667","4995","","PG(14:0_22:3)+NH4",0,0,0,0,0,0,0,0,"3.00620416666667","3.30620416666667","4995","","PG(14:0_22:3)+NH4",0,0,0,0,0,0,0,0,"3.00620416666667","3.30620416666667","4995","","PG(14:0_22:3)+NH4",0,0,0,0,0,0,0,0,"3.00620416666667","3.30620416666667","4995","","PG(14:0_22:3)+NH4","790.55936","601.519127","545.323886","439.245586","211.20565","317.28395","285.24243","391.32073","3.00620416666667","3.30620416666667","4995"
"","PG(14:0_22:5)+NH4",0,0,0,0,0,0,0,0,"7.05227361111111","7.35227361111111","15981","","PG(14:0_22:5)+NH4",0,0,0,0,0,0,0,0,"7.05227361111111","7.35227361111111","15981","","PG(14:0_22:5)+NH4",0,0,0,0,0,0,0,0,"7.05227361111111","7.35227361111111","15981","","PG(14:0_22:5)+NH4",0,0,0,0,0,0,0,0,"7.05227361111111","7.35227361111111","15981","","PG(14:0_22:5)+NH4",0,0,0,0,0,0,0,0,"7.05227361111111","7.35227361111111","15981","","PG(14:0_22:5)+NH4","786.52806","597.487827","541.292586","439.245586","211.20565","313.25265","285.24243","387.28943","7.05227361111111","7.35227361111111","15981"
"","PG(14:0_24:1)+NH4",0,0,0,0,0,0,0,0,"9.82033333333333","10.1203333333333","7206","","PG(14:0_24:1)+NH4",0,0,0,0,0,0,0,0,"9.82033333333333","10.1203333333333","7206","","PG(14:0_24:1)+NH4",0,0,0,0,0,0,0,0,"9.82033333333333","10.1203333333333","7206","","PG(14:0_24:1)+NH4",0,0,0,0,0,0,0,0,"9.82033333333333","10.1203333333333","7206","","PG(14:0_24:1)+NH4",0,0,0,0,0,0,0,0,"9.82033333333333","10.1203333333333","7206","","PG(14:0_24:1)+NH4","822.62196","633.581727","577.386486","439.245586","211.20565","349.34655","285.24243","423.38333","9.82033333333333","10.1203333333333","7206"
"","PG(14:0_26:0)+NH4",0,0,0,0,0,0,0,0,"7.81433472222222","8.11433472222222","5309","","PG(14:0_26:0)+NH4",0,0,0,0,0,0,0,0,"7.81433472222222","8.11433472222222","5309","","PG(14:0_26:0)+NH4",0,0,0,0,0,0,0,0,"7.81433472222222","8.11433472222222","5309","","PG(14:0_26:0)+NH4",0,0,0,0,0,0,0,0,"7.81433472222222","8.11433472222222","5309","","PG(14:0_26:0)+NH4",0,0,0,0,0,0,0,0,"7.81433472222222","8.11433472222222","5309","","PG(14:0_26:0)+NH4","852.66886","663.628627","607.433386","439.245586","211.20565","379.39345","285.24243","453.43023","7.81433472222222","8.11433472222222","5309"
"","PG(14:1_14:1)+NH4",1,0,0,0,0,0,0,0,"3.85204848484848","4.15204848484848","264","","PG(14:1_14:1)+NH4",4.028213,0,0,0,0,0,0,0,"3.85204848484848","4.15204848484848","264","","PG(14:1_14:1)+NH4",1,0,0,0,0,0,0,0,"3.85204848484848","4.15204848484848","264","","PG(14:1_14:1)+NH4",3461.459,0,0,0,0,0,0,0,"3.85204848484848","4.15204848484848","264","","PG(14:1_14:1)+NH4",680.4498,0,0,0,0,0,0,0,"3.85204848484848","4.15204848484848","264","","PG(14:1_14:1)+NH4","680.44986","491.409627","437.229986","437.229986","209.19005","209.19005","283.22683","283.22683","3.85204848484848","4.15204848484848","264"
"","PG(14:1_14:1)+NH4",0,0,0,0,0,0,0,0,"4.899375","5.199375","2098","","PG(14:1_14:1)+NH4",0,0,0,0,0,0,0,0,"4.899375","5.199375","2098","","PG(14:1_14:1)+NH4",0,0,0,0,0,0,0,0,"4.899375","5.199375","2098","","PG(14:1_14:1)+NH4",0,0,0,0,0,0,0,0,"4.899375","5.199375","2098","","PG(14:1_14:1)+NH4",0,0,0,0,0,0,0,0,"4.899375","5.199375","2098","","PG(14:1_14:1)+NH4","680.44986","491.409627","437.229986","437.229986","209.19005","209.19005","283.22683","283.22683","4.899375","5.199375","2098"
"","PG(14:1_14:1)+NH4",1,0,0,0,0,0,0,0,"3.85645138888889","4.15645138888889","12646","","PG(14:1_14:1)+NH4",4.028213,0,0,0,0,0,0,0,"3.85645138888889","4.15645138888889","12646","","PG(14:1_14:1)+NH4",1,0,0,0,0,0,0,0,"3.85645138888889","4.15645138888889","12646","","PG(14:1_14:1)+NH4",3461.459,0,0,0,0,0,0,0,"3.85645138888889","4.15645138888889","12646","","PG(14:1_14:1)+NH4",680.4498,0,0,0,0,0,0,0,"3.85645138888889","4.15645138888889","12646","","PG(14:1_14:1)+NH4","680.44986","491.409627","437.229986","437.229986","209.19005","209.19005","283.22683","283.22683","3.85645138888889","4.15645138888889","12646"
"","PG(14:1_14:1)+NH4",0,0,0,0,0,0,0,0,"4.91009027777778","5.21009027777778","12764","","PG(14:1_14:1)+NH4",0,0,0,0,0,0,0,0,"4.91009027777778","5.21009027777778","12764","","PG(14:1_14:1)+NH4",0,0,0,0,0,0,0,0,"4.91009027777778","5.21009027777778","12764","","PG(14:1_14:1)+NH4",0,0,0,0,0,0,0,0,"4.91009027777778","5.21009027777778","12764","","PG(14:1_14:1)+NH4",0,0,0,0,0,0,0,0,"4.91009027777778","5.21009027777778","12764","","PG(14:1_14:1)+NH4","680.44986","491.409627","437.229986","437.229986","209.19005","209.19005","283.22683","283.22683","4.91009027777778","5.21009027777778","12764"
"","PG(14:1_15:1)+NH4",0,0,0,0,0,0,0,0,"5.00976527777778","5.30976527777778","981","","PG(14:1_15:1)+NH4",0,0,0,0,0,0,0,0,"5.00976527777778","5.30976527777778","981","","PG(14:1_15:1)+NH4",0,0,0,0,0,0,0,0,"5.00976527777778","5.30976527777778","981","","PG(14:1_15:1)+NH4",0,0,0,0,0,0,0,0,"5.00976527777778","5.30976527777778","981","","PG(14:1_15:1)+NH4",0,0,0,0,0,0,0,0,"5.00976527777778","5.30976527777778","981","","PG(14:1_15:1)+NH4","694.46546","505.425227","451.245586","437.229986","209.19005","223.20565","283.22683","297.24243","5.00976527777778","5.30976527777778","981"
"","PG(14:1_15:1)+NH4",0,0,0,0,0,0,0,0,"1.50699722222222","1.80699722222222","14667","","PG(14:1_15:1)+NH4",0,0,0,0,0,0,0,0,"1.50699722222222","1.80699722222222","14667","","PG(14:1_15:1)+NH4",0,0,0,0,0,0,0,0,"1.50699722222222","1.80699722222222","14667","","PG(14:1_15:1)+NH4",0,0,0,0,0,0,0,0,"1.50699722222222","1.80699722222222","14667","","PG(14:1_15:1)+NH4",0,0,0,0,0,0,0,0,"1.50699722222222","1.80699722222222","14667","","PG(14:1_15:1)+NH4","694.46546","505.425227","451.245586","437.229986","209.19005","223.20565","283.22683","297.24243","1.50699722222222","1.80699722222222","14667"
"","PG(14:1_17:1)+NH4",0,0,0,0,0,0,0,0,"5.71002361111111","6.01002361111111","952","","PG(14:1_17:1)+NH4",0,0,0,0,0,0,0,0,"5.71002361111111","6.01002361111111","952","","PG(14:1_17:1)+NH4",0,0,0,0,0,0,0,0,"5.71002361111111","6.01002361111111","952","","PG(14:1_17:1)+NH4",0,0,0,0,0,0,0,0,"5.71002361111111","6.01002361111111","952","","PG(14:1_17:1)+NH4",0,0,0,0,0,0,0,0,"5.71002361111111","6.01002361111111","952","","PG(14:1_17:1)+NH4","722.49676","533.456527","479.276886","437.229986","209.19005","251.23695","283.22683","325.27373","5.71002361111111","6.01002361111111","952"
"","PG(14:1_18:2)+NH4",0,0,0,0,0,0,0,0,"1.86179583333333","2.16179583333333","9016","","PG(14:1_18:2)+NH4",0,0,0,0,0,0,0,0,"1.86179583333333","2.16179583333333","9016","","PG(14:1_18:2)+NH4",0,0,0,0,0,0,0,0,"1.86179583333333","2.16179583333333","9016","","PG(14:1_18:2)+NH4",0,0,0,0,0,0,0,0,"1.86179583333333","2.16179583333333","9016","","PG(14:1_18:2)+NH4",0,0,0,0,0,0,0,0,"1.86179583333333","2.16179583333333","9016","","PG(14:1_18:2)+NH4","734.49676","545.456527","491.276886","437.229986","209.19005","263.23695","283.22683","337.27373","1.86179583333333","2.16179583333333","9016"
