"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","MG","[M+NH4]+","M-18+H","M-18","M-18+H-sn1","M-18-sn1","RT_min","RT_max","Comment","RT at Max Intensity","MG","[M+NH4]+","M-18+H","M-18","M-18+H-sn1","M-18-sn1","RT_min","RT_max","Comment","Number of Scans","MG","[M+NH4]+","M-18+H","M-18","M-18+H-sn1","M-18-sn1","RT_min","RT_max","Comment","Max Intensity","MG","[M+NH4]+","M-18+H","M-18","M-18+H-sn1","M-18-sn1","RT_min","RT_max","Comment","Average m/z","MG","[M+NH4]+","M-18+H","M-18","M-18+H-sn1","M-18-sn1","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","MG","[M+NH4]+","M-18+H","M-18","M-18+H-sn1","M-18-sn1","RT_min","RT_max","Comment"
"","MG(20:5)+NH4",0,0,0,0,0,"13.7016763888889","14.0016763888889","15256","","MG(20:5)+NH4",0,0,0,0,0,"13.7016763888889","14.0016763888889","15256","","MG(20:5)+NH4",0,0,0,0,0,"13.7016763888889","14.0016763888889","15256","","MG(20:5)+NH4",0,0,0,0,0,"13.7016763888889","14.0016763888889","15256","","MG(20:5)+NH4",0,0,0,0,0,"13.7016763888889","14.0016763888889","15256","","MG(20:5)+NH4","394.2951796","377.2924396","359.2818796","303.25552","285.24496","13.7016763888889","14.0016763888889","15256"
"","MG(20:5)+NH4",0,0,0,0,0,"15.1001305555556","15.4001305555556","15419","","MG(20:5)+NH4",0,0,0,0,0,"15.1001305555556","15.4001305555556","15419","","MG(20:5)+NH4",0,0,0,0,0,"15.1001305555556","15.4001305555556","15419","","MG(20:5)+NH4",0,0,0,0,0,"15.1001305555556","15.4001305555556","15419","","MG(20:5)+NH4",0,0,0,0,0,"15.1001305555556","15.4001305555556","15419","","MG(20:5)+NH4","394.2951796","377.2924396","359.2818796","303.25552","285.24496","15.1001305555556","15.4001305555556","15419"
"","MG(20:5)+NH4",0,0,0,0,0,"5.42774583333333","5.72774583333333","15890","","MG(20:5)+NH4",0,0,0,0,0,"5.42774583333333","5.72774583333333","15890","","MG(20:5)+NH4",0,0,0,0,0,"5.42774583333333","5.72774583333333","15890","","MG(20:5)+NH4",0,0,0,0,0,"5.42774583333333","5.72774583333333","15890","","MG(20:5)+NH4",0,0,0,0,0,"5.42774583333333","5.72774583333333","15890","","MG(20:5)+NH4","394.2951796","377.2924396","359.2818796","303.25552","285.24496","5.42774583333333","5.72774583333333","15890"
"","MG(20:5)+NH4",0,0,0,0,0,"12.8586","13.1586","16788","","MG(20:5)+NH4",0,0,0,0,0,"12.8586","13.1586","16788","","MG(20:5)+NH4",0,0,0,0,0,"12.8586","13.1586","16788","","MG(20:5)+NH4",0,0,0,0,0,"12.8586","13.1586","16788","","MG(20:5)+NH4",0,0,0,0,0,"12.8586","13.1586","16788","","MG(20:5)+NH4","394.2951796","377.2924396","359.2818796","303.25552","285.24496","12.8586","13.1586","16788"
"","MG(20:5)+NH4",0,0,0,0,0,"14.8977939393939","15.1977939393939","16808","","MG(20:5)+NH4",0,0,0,0,0,"14.8977939393939","15.1977939393939","16808","","MG(20:5)+NH4",0,0,0,0,0,"14.8977939393939","15.1977939393939","16808","","MG(20:5)+NH4",0,0,0,0,0,"14.8977939393939","15.1977939393939","16808","","MG(20:5)+NH4",0,0,0,0,0,"14.8977939393939","15.1977939393939","16808","","MG(20:5)+NH4","394.2951796","377.2924396","359.2818796","303.25552","285.24496","14.8977939393939","15.1977939393939","16808"
"","MG(20:5)+NH4",0,0,0,0,0,"5.64368333333333","5.94368333333333","16985","","MG(20:5)+NH4",0,0,0,0,0,"5.64368333333333","5.94368333333333","16985","","MG(20:5)+NH4",0,0,0,0,0,"5.64368333333333","5.94368333333333","16985","","MG(20:5)+NH4",0,0,0,0,0,"5.64368333333333","5.94368333333333","16985","","MG(20:5)+NH4",0,0,0,0,0,"5.64368333333333","5.94368333333333","16985","","MG(20:5)+NH4","394.2951796","377.2924396","359.2818796","303.25552","285.24496","5.64368333333333","5.94368333333333","16985"
"","MG(20:5)+NH4",0,0,0,0,0,"10.4676638888889","10.7676638888889","16991","","MG(20:5)+NH4",0,0,0,0,0,"10.4676638888889","10.7676638888889","16991","","MG(20:5)+NH4",0,0,0,0,0,"10.4676638888889","10.7676638888889","16991","","MG(20:5)+NH4",0,0,0,0,0,"10.4676638888889","10.7676638888889","16991","","MG(20:5)+NH4",0,0,0,0,0,"10.4676638888889","10.7676638888889","16991","","MG(20:5)+NH4","394.2951796","377.2924396","359.2818796","303.25552","285.24496","10.4676638888889","10.7676638888889","16991"
"","MG(20:5)+NH4",0,0,0,0,0,"11.9092916666667","12.2092916666667","18179","","MG(20:5)+NH4",0,0,0,0,0,"11.9092916666667","12.2092916666667","18179","","MG(20:5)+NH4",0,0,0,0,0,"11.9092916666667","12.2092916666667","18179","","MG(20:5)+NH4",0,0,0,0,0,"11.9092916666667","12.2092916666667","18179","","MG(20:5)+NH4",0,0,0,0,0,"11.9092916666667","12.2092916666667","18179","","MG(20:5)+NH4","394.2951796","377.2924396","359.2818796","303.25552","285.24496","11.9092916666667","12.2092916666667","18179"
"","MG(20:5)+NH4",0,0,0,0,0,"9.41200277777778","9.71200277777778","18195","","MG(20:5)+NH4",0,0,0,0,0,"9.41200277777778","9.71200277777778","18195","","MG(20:5)+NH4",0,0,0,0,0,"9.41200277777778","9.71200277777778","18195","","MG(20:5)+NH4",0,0,0,0,0,"9.41200277777778","9.71200277777778","18195","","MG(20:5)+NH4",0,0,0,0,0,"9.41200277777778","9.71200277777778","18195","","MG(20:5)+NH4","394.2951796","377.2924396","359.2818796","303.25552","285.24496","9.41200277777778","9.71200277777778","18195"
"","MG(20:5)+NH4",0,0,0,0,0,"9.9463242424242","10.2463242424242","18315","","MG(20:5)+NH4",0,0,0,0,0,"9.9463242424242","10.2463242424242","18315","","MG(20:5)+NH4",0,0,0,0,0,"9.9463242424242","10.2463242424242","18315","","MG(20:5)+NH4",0,0,0,0,0,"9.9463242424242","10.2463242424242","18315","","MG(20:5)+NH4",0,0,0,0,0,"9.9463242424242","10.2463242424242","18315","","MG(20:5)+NH4","394.2951796","377.2924396","359.2818796","303.25552","285.24496","9.9463242424242","10.2463242424242","18315"
"","MG(22:1)+NH4",0,0,0,0,0,"15.0550805555556","15.3550805555556","7981","","MG(22:1)+NH4",0,0,0,0,0,"15.0550805555556","15.3550805555556","7981","","MG(22:1)+NH4",0,0,0,0,0,"15.0550805555556","15.3550805555556","7981","","MG(22:1)+NH4",0,0,0,0,0,"15.0550805555556","15.3550805555556","7981","","MG(22:1)+NH4",0,0,0,0,0,"15.0550805555556","15.3550805555556","7981","","MG(22:1)+NH4","430.38908","413.38634","395.37578","339.34936","321.3388","15.0550805555556","15.3550805555556","7981"
"","MG(22:1)+NH4",0,0,0,0,0,"14.7810208333333","15.0810208333333","8505","","MG(22:1)+NH4",0,0,0,0,0,"14.7810208333333","15.0810208333333","8505","","MG(22:1)+NH4",0,0,0,0,0,"14.7810208333333","15.0810208333333","8505","","MG(22:1)+NH4",0,0,0,0,0,"14.7810208333333","15.0810208333333","8505","","MG(22:1)+NH4",0,0,0,0,0,"14.7810208333333","15.0810208333333","8505","","MG(22:1)+NH4","430.38908","413.38634","395.37578","339.34936","321.3388","14.7810208333333","15.0810208333333","8505"
"","MG(22:2)+NH4",1,0,0,0,0,"1.15152083333333","1.45152083333333","877","","MG(22:2)+NH4",1.297415,0,0,0,0,"1.15152083333333","1.45152083333333","877","","MG(22:2)+NH4",1,0,0,0,0,"1.15152083333333","1.45152083333333","877","","MG(22:2)+NH4",718438.9,0,0,0,0,"1.15152083333333","1.45152083333333","877","","MG(22:2)+NH4",428.3746,0,0,0,0,"1.15152083333333","1.45152083333333","877","","MG(22:2)+NH4","428.37343","411.37069","393.36013","337.33372","319.32316","1.15152083333333","1.45152083333333","877"
"","MG(22:2)+NH4",0,0,0,0,0,"4.09392361111111","4.39392361111111","3867","","MG(22:2)+NH4",0,0,0,0,0,"4.09392361111111","4.39392361111111","3867","","MG(22:2)+NH4",0,0,0,0,0,"4.09392361111111","4.39392361111111","3867","","MG(22:2)+NH4",0,0,0,0,0,"4.09392361111111","4.39392361111111","3867","","MG(22:2)+NH4",0,0,0,0,0,"4.09392361111111","4.39392361111111","3867","","MG(22:2)+NH4","428.37343","411.37069","393.36013","337.33372","319.32316","4.09392361111111","4.39392361111111","3867"
"","MG(22:2)+NH4",0,0,0,0,0,"1.33884242424242","1.63884242424242","6619","","MG(22:2)+NH4",0,0,0,0,0,"1.33884242424242","1.63884242424242","6619","","MG(22:2)+NH4",0,0,0,0,0,"1.33884242424242","1.63884242424242","6619","","MG(22:2)+NH4",0,0,0,0,0,"1.33884242424242","1.63884242424242","6619","","MG(22:2)+NH4",0,0,0,0,0,"1.33884242424242","1.63884242424242","6619","","MG(22:2)+NH4","428.37343","411.37069","393.36013","337.33372","319.32316","1.33884242424242","1.63884242424242","6619"
"","MG(22:2)+NH4",0,0,0,0,0,"0.415883333333333","0.715883333333333","13911","","MG(22:2)+NH4",0,0,0,0,0,"0.415883333333333","0.715883333333333","13911","","MG(22:2)+NH4",0,0,0,0,0,"0.415883333333333","0.715883333333333","13911","","MG(22:2)+NH4",0,0,0,0,0,"0.415883333333333","0.715883333333333","13911","","MG(22:2)+NH4",0,0,0,0,0,"0.415883333333333","0.715883333333333","13911","","MG(22:2)+NH4","428.37343","411.37069","393.36013","337.33372","319.32316","0.415883333333333","0.715883333333333","13911"
"","MG(22:4)+NH4",1,1,0,0,0,"0.531104166666667","0.831104166666667","433","","MG(22:4)+NH4",0.7041369,0.7041369,0,0,0,"0.531104166666667","0.831104166666667","433","","MG(22:4)+NH4",1,1,0,0,0,"0.531104166666667","0.831104166666667","433","","MG(22:4)+NH4",1949175,2442.986,0,0,0,"0.531104166666667","0.831104166666667","433","","MG(22:4)+NH4",424.3427,407.3374,0,0,0,"0.531104166666667","0.831104166666667","433","","MG(22:4)+NH4","424.3421298","407.3393898","389.3288298","333.30244","315.29188","0.531104166666667","0.831104166666667","433"
"","MG(22:5)+NH4",0,0,0,0,0,"2.03234305555556","2.33234305555556","13072","","MG(22:5)+NH4",0,0,0,0,0,"2.03234305555556","2.33234305555556","13072","","MG(22:5)+NH4",0,0,0,0,0,"2.03234305555556","2.33234305555556","13072","","MG(22:5)+NH4",0,0,0,0,0,"2.03234305555556","2.33234305555556","13072","","MG(22:5)+NH4",0,0,0,0,0,"2.03234305555556","2.33234305555556","13072","","MG(22:5)+NH4","422.3264798","405.3237398","387.3131798","331.2868","313.27624","2.03234305555556","2.33234305555556","13072"
"","MG(22:5)+NH4",0,0,0,0,0,"8.87876527777778","9.17876527777778","13452","","MG(22:5)+NH4",0,0,0,0,0,"8.87876527777778","9.17876527777778","13452","","MG(22:5)+NH4",0,0,0,0,0,"8.87876527777778","9.17876527777778","13452","","MG(22:5)+NH4",0,0,0,0,0,"8.87876527777778","9.17876527777778","13452","","MG(22:5)+NH4",0,0,0,0,0,"8.87876527777778","9.17876527777778","13452","","MG(22:5)+NH4","422.3264798","405.3237398","387.3131798","331.2868","313.27624","8.87876527777778","9.17876527777778","13452"
"","MG(22:5)+NH4",0,0,0,0,0,"4.59809166666667","4.89809166666667","13565","","MG(22:5)+NH4",0,0,0,0,0,"4.59809166666667","4.89809166666667","13565","","MG(22:5)+NH4",0,0,0,0,0,"4.59809166666667","4.89809166666667","13565","","MG(22:5)+NH4",0,0,0,0,0,"4.59809166666667","4.89809166666667","13565","","MG(22:5)+NH4",0,0,0,0,0,"4.59809166666667","4.89809166666667","13565","","MG(22:5)+NH4","422.3264798","405.3237398","387.3131798","331.2868","313.27624","4.59809166666667","4.89809166666667","13565"
"","MG(22:5)+NH4",0,0,0,0,0,"4.00293194444444","4.30293194444444","13582","","MG(22:5)+NH4",0,0,0,0,0,"4.00293194444444","4.30293194444444","13582","","MG(22:5)+NH4",0,0,0,0,0,"4.00293194444444","4.30293194444444","13582","","MG(22:5)+NH4",0,0,0,0,0,"4.00293194444444","4.30293194444444","13582","","MG(22:5)+NH4",0,0,0,0,0,"4.00293194444444","4.30293194444444","13582","","MG(22:5)+NH4","422.3264798","405.3237398","387.3131798","331.2868","313.27624","4.00293194444444","4.30293194444444","13582"
"","MG(22:5)+NH4",0,0,0,0,0,"9.8333125","10.1333125","13583","","MG(22:5)+NH4",0,0,0,0,0,"9.8333125","10.1333125","13583","","MG(22:5)+NH4",0,0,0,0,0,"9.8333125","10.1333125","13583","","MG(22:5)+NH4",0,0,0,0,0,"9.8333125","10.1333125","13583","","MG(22:5)+NH4",0,0,0,0,0,"9.8333125","10.1333125","13583","","MG(22:5)+NH4","422.3264798","405.3237398","387.3131798","331.2868","313.27624","9.8333125","10.1333125","13583"
"","MG(22:5)+NH4",0,0,0,0,0,"5.15611363636364","5.45611363636364","13598","","MG(22:5)+NH4",0,0,0,0,0,"5.15611363636364","5.45611363636364","13598","","MG(22:5)+NH4",0,0,0,0,0,"5.15611363636364","5.45611363636364","13598","","MG(22:5)+NH4",0,0,0,0,0,"5.15611363636364","5.45611363636364","13598","","MG(22:5)+NH4",0,0,0,0,0,"5.15611363636364","5.45611363636364","13598","","MG(22:5)+NH4","422.3264798","405.3237398","387.3131798","331.2868","313.27624","5.15611363636364","5.45611363636364","13598"
"","MG(22:5)+NH4",0,0,0,0,0,"15.0143939393939","15.3143939393939","13624","","MG(22:5)+NH4",0,0,0,0,0,"15.0143939393939","15.3143939393939","13624","","MG(22:5)+NH4",0,0,0,0,0,"15.0143939393939","15.3143939393939","13624","","MG(22:5)+NH4",0,0,0,0,0,"15.0143939393939","15.3143939393939","13624","","MG(22:5)+NH4",0,0,0,0,0,"15.0143939393939","15.3143939393939","13624","","MG(22:5)+NH4","422.3264798","405.3237398","387.3131798","331.2868","313.27624","15.0143939393939","15.3143939393939","13624"
"","MG(22:5)+NH4",0,0,0,0,0,"9.25928888888889","9.55928888888889","13638","","MG(22:5)+NH4",0,0,0,0,0,"9.25928888888889","9.55928888888889","13638","","MG(22:5)+NH4",0,0,0,0,0,"9.25928888888889","9.55928888888889","13638","","MG(22:5)+NH4",0,0,0,0,0,"9.25928888888889","9.55928888888889","13638","","MG(22:5)+NH4",0,0,0,0,0,"9.25928888888889","9.55928888888889","13638","","MG(22:5)+NH4","422.3264798","405.3237398","387.3131798","331.2868","313.27624","9.25928888888889","9.55928888888889","13638"
"","MG(22:5)+NH4",0,0,0,0,0,"10.6365541666667","10.9365541666667","13694","","MG(22:5)+NH4",0,0,0,0,0,"10.6365541666667","10.9365541666667","13694","","MG(22:5)+NH4",0,0,0,0,0,"10.6365541666667","10.9365541666667","13694","","MG(22:5)+NH4",0,0,0,0,0,"10.6365541666667","10.9365541666667","13694","","MG(22:5)+NH4",0,0,0,0,0,"10.6365541666667","10.9365541666667","13694","","MG(22:5)+NH4","422.3264798","405.3237398","387.3131798","331.2868","313.27624","10.6365541666667","10.9365541666667","13694"
"","MG(22:5)+NH4",0,0,0,0,0,"10.2192424242424","10.5192424242424","13717","","MG(22:5)+NH4",0,0,0,0,0,"10.2192424242424","10.5192424242424","13717","","MG(22:5)+NH4",0,0,0,0,0,"10.2192424242424","10.5192424242424","13717","","MG(22:5)+NH4",0,0,0,0,0,"10.2192424242424","10.5192424242424","13717","","MG(22:5)+NH4",0,0,0,0,0,"10.2192424242424","10.5192424242424","13717","","MG(22:5)+NH4","422.3264798","405.3237398","387.3131798","331.2868","313.27624","10.2192424242424","10.5192424242424","13717"
"","MG(22:5)+NH4",0,0,0,0,0,"14.635345","14.935345","13758","","MG(22:5)+NH4",0,0,0,0,0,"14.635345","14.935345","13758","","MG(22:5)+NH4",0,0,0,0,0,"14.635345","14.935345","13758","","MG(22:5)+NH4",0,0,0,0,0,"14.635345","14.935345","13758","","MG(22:5)+NH4",0,0,0,0,0,"14.635345","14.935345","13758","","MG(22:5)+NH4","422.3264798","405.3237398","387.3131798","331.2868","313.27624","14.635345","14.935345","13758"
"","MG(22:5)+NH4",0,0,0,0,0,"-0.00386666666666699","0.296133333333333","13936","","MG(22:5)+NH4",0,0,0,0,0,"-0.00386666666666699","0.296133333333333","13936","","MG(22:5)+NH4",0,0,0,0,0,"-0.00386666666666699","0.296133333333333","13936","","MG(22:5)+NH4",0,0,0,0,0,"-0.00386666666666699","0.296133333333333","13936","","MG(22:5)+NH4",0,0,0,0,0,"-0.00386666666666699","0.296133333333333","13936","","MG(22:5)+NH4","422.3264798","405.3237398","387.3131798","331.2868","313.27624","-0.00386666666666699","0.296133333333333","13936"
"","MG(24:1)+NH4",0,0,0,0,0,"2.11289583333333","2.41289583333333","3688","","MG(24:1)+NH4",0,0,0,0,0,"2.11289583333333","2.41289583333333","3688","","MG(24:1)+NH4",0,0,0,0,0,"2.11289583333333","2.41289583333333","3688","","MG(24:1)+NH4",0,0,0,0,0,"2.11289583333333","2.41289583333333","3688","","MG(24:1)+NH4",0,0,0,0,0,"2.11289583333333","2.41289583333333","3688","","MG(24:1)+NH4","458.4203802","441.4176402","423.4070802","367.38064","349.37008","2.11289583333333","2.41289583333333","3688"
"","MG(24:1)+NH4",0,0,0,0,0,"15.1217430555556","15.4217430555556","4490","","MG(24:1)+NH4",0,0,0,0,0,"15.1217430555556","15.4217430555556","4490","","MG(24:1)+NH4",0,0,0,0,0,"15.1217430555556","15.4217430555556","4490","","MG(24:1)+NH4",0,0,0,0,0,"15.1217430555556","15.4217430555556","4490","","MG(24:1)+NH4",0,0,0,0,0,"15.1217430555556","15.4217430555556","4490","","MG(24:1)+NH4","458.4203802","441.4176402","423.4070802","367.38064","349.37008","15.1217430555556","15.4217430555556","4490"
"","MG(24:1)+NH4",0,0,0,0,0,"14.7199777777778","15.0199777777778","4861","","MG(24:1)+NH4",0,0,0,0,0,"14.7199777777778","15.0199777777778","4861","","MG(24:1)+NH4",0,0,0,0,0,"14.7199777777778","15.0199777777778","4861","","MG(24:1)+NH4",0,0,0,0,0,"14.7199777777778","15.0199777777778","4861","","MG(24:1)+NH4",0,0,0,0,0,"14.7199777777778","15.0199777777778","4861","","MG(24:1)+NH4","458.4203802","441.4176402","423.4070802","367.38064","349.37008","14.7199777777778","15.0199777777778","4861"
"","MG(24:1)+NH4",0,0,0,0,0,"12.4208722222222","12.7208722222222","5153","","MG(24:1)+NH4",0,0,0,0,0,"12.4208722222222","12.7208722222222","5153","","MG(24:1)+NH4",0,0,0,0,0,"12.4208722222222","12.7208722222222","5153","","MG(24:1)+NH4",0,0,0,0,0,"12.4208722222222","12.7208722222222","5153","","MG(24:1)+NH4",0,0,0,0,0,"12.4208722222222","12.7208722222222","5153","","MG(24:1)+NH4","458.4203802","441.4176402","423.4070802","367.38064","349.37008","12.4208722222222","12.7208722222222","5153"
"","MG(24:1)+NH4",0,0,0,0,0,"4.90464722222222","5.20464722222222","5691","","MG(24:1)+NH4",0,0,0,0,0,"4.90464722222222","5.20464722222222","5691","","MG(24:1)+NH4",0,0,0,0,0,"4.90464722222222","5.20464722222222","5691","","MG(24:1)+NH4",0,0,0,0,0,"4.90464722222222","5.20464722222222","5691","","MG(24:1)+NH4",0,0,0,0,0,"4.90464722222222","5.20464722222222","5691","","MG(24:1)+NH4","458.4203802","441.4176402","423.4070802","367.38064","349.37008","4.90464722222222","5.20464722222222","5691"
"","MG(24:1)+NH4",0,0,0,0,0,"11.4363208333333","11.7363208333333","6199","","MG(24:1)+NH4",0,0,0,0,0,"11.4363208333333","11.7363208333333","6199","","MG(24:1)+NH4",0,0,0,0,0,"11.4363208333333","11.7363208333333","6199","","MG(24:1)+NH4",0,0,0,0,0,"11.4363208333333","11.7363208333333","6199","","MG(24:1)+NH4",0,0,0,0,0,"11.4363208333333","11.7363208333333","6199","","MG(24:1)+NH4","458.4203802","441.4176402","423.4070802","367.38064","349.37008","11.4363208333333","11.7363208333333","6199"
"","MG(24:1)+NH4",0,0,0,0,0,"13.0925402777778","13.3925402777778","6476","","MG(24:1)+NH4",0,0,0,0,0,"13.0925402777778","13.3925402777778","6476","","MG(24:1)+NH4",0,0,0,0,0,"13.0925402777778","13.3925402777778","6476","","MG(24:1)+NH4",0,0,0,0,0,"13.0925402777778","13.3925402777778","6476","","MG(24:1)+NH4",0,0,0,0,0,"13.0925402777778","13.3925402777778","6476","","MG(24:1)+NH4","458.4203802","441.4176402","423.4070802","367.38064","349.37008","13.0925402777778","13.3925402777778","6476"
"","MG(24:1)+NH4",0,0,0,0,0,"9.62313888888889","9.92313888888889","6813","","MG(24:1)+NH4",0,0,0,0,0,"9.62313888888889","9.92313888888889","6813","","MG(24:1)+NH4",0,0,0,0,0,"9.62313888888889","9.92313888888889","6813","","MG(24:1)+NH4",0,0,0,0,0,"9.62313888888889","9.92313888888889","6813","","MG(24:1)+NH4",0,0,0,0,0,"9.62313888888889","9.92313888888889","6813","","MG(24:1)+NH4","458.4203802","441.4176402","423.4070802","367.38064","349.37008","9.62313888888889","9.92313888888889","6813"
"","MG(24:1)+NH4",0,0,0,0,0,"5.66776944444444","5.96776944444444","7174","","MG(24:1)+NH4",0,0,0,0,0,"5.66776944444444","5.96776944444444","7174","","MG(24:1)+NH4",0,0,0,0,0,"5.66776944444444","5.96776944444444","7174","","MG(24:1)+NH4",0,0,0,0,0,"5.66776944444444","5.96776944444444","7174","","MG(24:1)+NH4",0,0,0,0,0,"5.66776944444444","5.96776944444444","7174","","MG(24:1)+NH4","458.4203802","441.4176402","423.4070802","367.38064","349.37008","5.66776944444444","5.96776944444444","7174"
"","MG(24:1)+NH4",0,0,0,0,0,"8.91348055555556","9.21348055555556","7232","","MG(24:1)+NH4",0,0,0,0,0,"8.91348055555556","9.21348055555556","7232","","MG(24:1)+NH4",0,0,0,0,0,"8.91348055555556","9.21348055555556","7232","","MG(24:1)+NH4",0,0,0,0,0,"8.91348055555556","9.21348055555556","7232","","MG(24:1)+NH4",0,0,0,0,0,"8.91348055555556","9.21348055555556","7232","","MG(24:1)+NH4","458.4203802","441.4176402","423.4070802","367.38064","349.37008","8.91348055555556","9.21348055555556","7232"
"","MG(24:1)+NH4",0,0,0,0,0,"1.42490972222222","1.72490972222222","7248","","MG(24:1)+NH4",0,0,0,0,0,"1.42490972222222","1.72490972222222","7248","","MG(24:1)+NH4",0,0,0,0,0,"1.42490972222222","1.72490972222222","7248","","MG(24:1)+NH4",0,0,0,0,0,"1.42490972222222","1.72490972222222","7248","","MG(24:1)+NH4",0,0,0,0,0,"1.42490972222222","1.72490972222222","7248","","MG(24:1)+NH4","458.4203802","441.4176402","423.4070802","367.38064","349.37008","1.42490972222222","1.72490972222222","7248"
"","MG(24:1)+NH4",0,0,0,0,0,"9.22984861111111","9.52984861111111","7315","","MG(24:1)+NH4",0,0,0,0,0,"9.22984861111111","9.52984861111111","7315","","MG(24:1)+NH4",0,0,0,0,0,"9.22984861111111","9.52984861111111","7315","","MG(24:1)+NH4",0,0,0,0,0,"9.22984861111111","9.52984861111111","7315","","MG(24:1)+NH4",0,0,0,0,0,"9.22984861111111","9.52984861111111","7315","","MG(24:1)+NH4","458.4203802","441.4176402","423.4070802","367.38064","349.37008","9.22984861111111","9.52984861111111","7315"
"","MG(24:1)+NH4",0,0,0,0,0,"8.25201388888889","8.55201388888889","7612","","MG(24:1)+NH4",0,0,0,0,0,"8.25201388888889","8.55201388888889","7612","","MG(24:1)+NH4",0,0,0,0,0,"8.25201388888889","8.55201388888889","7612","","MG(24:1)+NH4",0,0,0,0,0,"8.25201388888889","8.55201388888889","7612","","MG(24:1)+NH4",0,0,0,0,0,"8.25201388888889","8.55201388888889","7612","","MG(24:1)+NH4","458.4203802","441.4176402","423.4070802","367.38064","349.37008","8.25201388888889","8.55201388888889","7612"
"","MG(24:1)+NH4",0,0,0,0,0,"10.2069847222222","10.5069847222222","7694","","MG(24:1)+NH4",0,0,0,0,0,"10.2069847222222","10.5069847222222","7694","","MG(24:1)+NH4",0,0,0,0,0,"10.2069847222222","10.5069847222222","7694","","MG(24:1)+NH4",0,0,0,0,0,"10.2069847222222","10.5069847222222","7694","","MG(24:1)+NH4",0,0,0,0,0,"10.2069847222222","10.5069847222222","7694","","MG(24:1)+NH4","458.4203802","441.4176402","423.4070802","367.38064","349.37008","10.2069847222222","10.5069847222222","7694"
"","MG(24:1)+NH4",0,0,0,0,0,"3.952325","4.252325","7867","","MG(24:1)+NH4",0,0,0,0,0,"3.952325","4.252325","7867","","MG(24:1)+NH4",0,0,0,0,0,"3.952325","4.252325","7867","","MG(24:1)+NH4",0,0,0,0,0,"3.952325","4.252325","7867","","MG(24:1)+NH4",0,0,0,0,0,"3.952325","4.252325","7867","","MG(24:1)+NH4","458.4203802","441.4176402","423.4070802","367.38064","349.37008","3.952325","4.252325","7867"
"","MG(24:1)+NH4",0,0,0,0,0,"12.4781763888889","12.7781763888889","9775","","MG(24:1)+NH4",0,0,0,0,0,"12.4781763888889","12.7781763888889","9775","","MG(24:1)+NH4",0,0,0,0,0,"12.4781763888889","12.7781763888889","9775","","MG(24:1)+NH4",0,0,0,0,0,"12.4781763888889","12.7781763888889","9775","","MG(24:1)+NH4",0,0,0,0,0,"12.4781763888889","12.7781763888889","9775","","MG(24:1)+NH4","458.4203802","441.4176402","423.4070802","367.38064","349.37008","12.4781763888889","12.7781763888889","9775"
"","MG(24:1)+NH4",0,0,0,0,0,"15.2043236111111","15.5043236111111","9788","","MG(24:1)+NH4",0,0,0,0,0,"15.2043236111111","15.5043236111111","9788","","MG(24:1)+NH4",0,0,0,0,0,"15.2043236111111","15.5043236111111","9788","","MG(24:1)+NH4",0,0,0,0,0,"15.2043236111111","15.5043236111111","9788","","MG(24:1)+NH4",0,0,0,0,0,"15.2043236111111","15.5043236111111","9788","","MG(24:1)+NH4","458.4203802","441.4176402","423.4070802","367.38064","349.37008","15.2043236111111","15.5043236111111","9788"
"","MG(24:1)+NH4",0,0,0,0,0,"5.2839","5.5839","12304","","MG(24:1)+NH4",0,0,0,0,0,"5.2839","5.5839","12304","","MG(24:1)+NH4",0,0,0,0,0,"5.2839","5.5839","12304","","MG(24:1)+NH4",0,0,0,0,0,"5.2839","5.5839","12304","","MG(24:1)+NH4",0,0,0,0,0,"5.2839","5.5839","12304","","MG(24:1)+NH4","458.4203802","441.4176402","423.4070802","367.38064","349.37008","5.2839","5.5839","12304"
"","MG(24:1)+NH4",0,0,0,0,0,"5.13232916666667","5.43232916666667","13538","","MG(24:1)+NH4",0,0,0,0,0,"5.13232916666667","5.43232916666667","13538","","MG(24:1)+NH4",0,0,0,0,0,"5.13232916666667","5.43232916666667","13538","","MG(24:1)+NH4",0,0,0,0,0,"5.13232916666667","5.43232916666667","13538","","MG(24:1)+NH4",0,0,0,0,0,"5.13232916666667","5.43232916666667","13538","","MG(24:1)+NH4","458.4203802","441.4176402","423.4070802","367.38064","349.37008","5.13232916666667","5.43232916666667","13538"
"","MG(24:1)+NH4",0,0,0,0,0,"4.06927222222222","4.36927222222222","13838","","MG(24:1)+NH4",0,0,0,0,0,"4.06927222222222","4.36927222222222","13838","","MG(24:1)+NH4",0,0,0,0,0,"4.06927222222222","4.36927222222222","13838","","MG(24:1)+NH4",0,0,0,0,0,"4.06927222222222","4.36927222222222","13838","","MG(24:1)+NH4",0,0,0,0,0,"4.06927222222222","4.36927222222222","13838","","MG(24:1)+NH4","458.4203802","441.4176402","423.4070802","367.38064","349.37008","4.06927222222222","4.36927222222222","13838"
