"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","MG","[M+NH4]+","M-18+H","M-18","M-18+H-sn1","M-18-sn1","RT_min","RT_max","Comment","RT at Max Intensity","MG","[M+NH4]+","M-18+H","M-18","M-18+H-sn1","M-18-sn1","RT_min","RT_max","Comment","Number of Scans","MG","[M+NH4]+","M-18+H","M-18","M-18+H-sn1","M-18-sn1","RT_min","RT_max","Comment","Max Intensity","MG","[M+NH4]+","M-18+H","M-18","M-18+H-sn1","M-18-sn1","RT_min","RT_max","Comment","Average m/z","MG","[M+NH4]+","M-18+H","M-18","M-18+H-sn1","M-18-sn1","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","MG","[M+NH4]+","M-18+H","M-18","M-18+H-sn1","M-18-sn1","RT_min","RT_max","Comment"
"","MG(18:3)+NH4",0,0,0,0,0,"0.343763888888889","0.643763888888889","1281","","MG(18:3)+NH4",0,0,0,0,0,"0.343763888888889","0.643763888888889","1281","","MG(18:3)+NH4",0,0,0,0,0,"0.343763888888889","0.643763888888889","1281","","MG(18:3)+NH4",0,0,0,0,0,"0.343763888888889","0.643763888888889","1281","","MG(18:3)+NH4",0,0,0,0,0,"0.343763888888889","0.643763888888889","1281","","MG(18:3)+NH4","370.2951796","353.2924396","335.2818796","279.25552","261.24496","0.343763888888889","0.643763888888889","1281"
"","MG(18:3)+NH4",0,0,0,0,0,"0.91814444444444","1.21814444444444","8791","","MG(18:3)+NH4",0,0,0,0,0,"0.91814444444444","1.21814444444444","8791","","MG(18:3)+NH4",0,0,0,0,0,"0.91814444444444","1.21814444444444","8791","","MG(18:3)+NH4",0,0,0,0,0,"0.91814444444444","1.21814444444444","8791","","MG(18:3)+NH4",0,0,0,0,0,"0.91814444444444","1.21814444444444","8791","","MG(18:3)+NH4","370.2951796","353.2924396","335.2818796","279.25552","261.24496","0.91814444444444","1.21814444444444","8791"
"","MG(18:3)+NH4",0,0,0,0,0,"1.12593888888889","1.42593888888889","8880","","MG(18:3)+NH4",0,0,0,0,0,"1.12593888888889","1.42593888888889","8880","","MG(18:3)+NH4",0,0,0,0,0,"1.12593888888889","1.42593888888889","8880","","MG(18:3)+NH4",0,0,0,0,0,"1.12593888888889","1.42593888888889","8880","","MG(18:3)+NH4",0,0,0,0,0,"1.12593888888889","1.42593888888889","8880","","MG(18:3)+NH4","370.2951796","353.2924396","335.2818796","279.25552","261.24496","1.12593888888889","1.42593888888889","8880"
"","MG(18:3)+NH4",0,0,0,0,0,"14.7390444444444","15.0390444444444","16339","","MG(18:3)+NH4",0,0,0,0,0,"14.7390444444444","15.0390444444444","16339","","MG(18:3)+NH4",0,0,0,0,0,"14.7390444444444","15.0390444444444","16339","","MG(18:3)+NH4",0,0,0,0,0,"14.7390444444444","15.0390444444444","16339","","MG(18:3)+NH4",0,0,0,0,0,"14.7390444444444","15.0390444444444","16339","","MG(18:3)+NH4","370.2951796","353.2924396","335.2818796","279.25552","261.24496","14.7390444444444","15.0390444444444","16339"
"","MG(18:4)+NH4",0,0,0,0,0,"0.283904166666667","0.583904166666667","2023","","MG(18:4)+NH4",0,0,0,0,0,"0.283904166666667","0.583904166666667","2023","","MG(18:4)+NH4",0,0,0,0,0,"0.283904166666667","0.583904166666667","2023","","MG(18:4)+NH4",0,0,0,0,0,"0.283904166666667","0.583904166666667","2023","","MG(18:4)+NH4",0,0,0,0,0,"0.283904166666667","0.583904166666667","2023","","MG(18:4)+NH4","368.2795296","351.2767896","333.2662296","277.23988","259.22932","0.283904166666667","0.583904166666667","2023"
"","MG(20:0)+NH4",0,0,0,0,0,"1.40125694444444","1.70125694444444","6771","","MG(20:0)+NH4",0,0,0,0,0,"1.40125694444444","1.70125694444444","6771","","MG(20:0)+NH4",0,0,0,0,0,"1.40125694444444","1.70125694444444","6771","","MG(20:0)+NH4",0,0,0,0,0,"1.40125694444444","1.70125694444444","6771","","MG(20:0)+NH4",0,0,0,0,0,"1.40125694444444","1.70125694444444","6771","","MG(20:0)+NH4","404.37343","387.37069","369.36013","313.33372","295.32316","1.40125694444444","1.70125694444444","6771"
"","MG(20:1)+NH4",0,0,0,0,0,"0.710386111111111","1.01038611111111","3933","","MG(20:1)+NH4",0,0,0,0,0,"0.710386111111111","1.01038611111111","3933","","MG(20:1)+NH4",0,0,0,0,0,"0.710386111111111","1.01038611111111","3933","","MG(20:1)+NH4",0,0,0,0,0,"0.710386111111111","1.01038611111111","3933","","MG(20:1)+NH4",0,0,0,0,0,"0.710386111111111","1.01038611111111","3933","","MG(20:1)+NH4","402.3577799","385.3550399","367.3444799","311.31808","293.30752","0.710386111111111","1.01038611111111","3933"
"","MG(20:1)+NH4",0,0,0,0,0,"1.42792777777778","1.72792777777778","6060","","MG(20:1)+NH4",0,0,0,0,0,"1.42792777777778","1.72792777777778","6060","","MG(20:1)+NH4",0,0,0,0,0,"1.42792777777778","1.72792777777778","6060","","MG(20:1)+NH4",0,0,0,0,0,"1.42792777777778","1.72792777777778","6060","","MG(20:1)+NH4",0,0,0,0,0,"1.42792777777778","1.72792777777778","6060","","MG(20:1)+NH4","402.3577799","385.3550399","367.3444799","311.31808","293.30752","1.42792777777778","1.72792777777778","6060"
"","MG(20:1)+NH4",0,0,0,0,0,"15.0485819444444","15.3485819444444","6935","","MG(20:1)+NH4",0,0,0,0,0,"15.0485819444444","15.3485819444444","6935","","MG(20:1)+NH4",0,0,0,0,0,"15.0485819444444","15.3485819444444","6935","","MG(20:1)+NH4",0,0,0,0,0,"15.0485819444444","15.3485819444444","6935","","MG(20:1)+NH4",0,0,0,0,0,"15.0485819444444","15.3485819444444","6935","","MG(20:1)+NH4","402.3577799","385.3550399","367.3444799","311.31808","293.30752","15.0485819444444","15.3485819444444","6935"
"","MG(20:1)+NH4",0,0,0,0,0,"12.9181875","13.2181875","7557","","MG(20:1)+NH4",0,0,0,0,0,"12.9181875","13.2181875","7557","","MG(20:1)+NH4",0,0,0,0,0,"12.9181875","13.2181875","7557","","MG(20:1)+NH4",0,0,0,0,0,"12.9181875","13.2181875","7557","","MG(20:1)+NH4",0,0,0,0,0,"12.9181875","13.2181875","7557","","MG(20:1)+NH4","402.3577799","385.3550399","367.3444799","311.31808","293.30752","12.9181875","13.2181875","7557"
"","MG(20:1)+NH4",0,0,0,0,0,"1.12902361111111","1.42902361111111","7773","","MG(20:1)+NH4",0,0,0,0,0,"1.12902361111111","1.42902361111111","7773","","MG(20:1)+NH4",0,0,0,0,0,"1.12902361111111","1.42902361111111","7773","","MG(20:1)+NH4",0,0,0,0,0,"1.12902361111111","1.42902361111111","7773","","MG(20:1)+NH4",0,0,0,0,0,"1.12902361111111","1.42902361111111","7773","","MG(20:1)+NH4","402.3577799","385.3550399","367.3444799","311.31808","293.30752","1.12902361111111","1.42902361111111","7773"
"","MG(20:1)+NH4",0,0,0,0,0,"1.6693125","1.9693125","11931","","MG(20:1)+NH4",0,0,0,0,0,"1.6693125","1.9693125","11931","","MG(20:1)+NH4",0,0,0,0,0,"1.6693125","1.9693125","11931","","MG(20:1)+NH4",0,0,0,0,0,"1.6693125","1.9693125","11931","","MG(20:1)+NH4",0,0,0,0,0,"1.6693125","1.9693125","11931","","MG(20:1)+NH4","402.3577799","385.3550399","367.3444799","311.31808","293.30752","1.6693125","1.9693125","11931"
"","MG(20:1)+NH4",0,0,0,0,0,"12.4232416666667","12.7232416666667","12164","","MG(20:1)+NH4",0,0,0,0,0,"12.4232416666667","12.7232416666667","12164","","MG(20:1)+NH4",0,0,0,0,0,"12.4232416666667","12.7232416666667","12164","","MG(20:1)+NH4",0,0,0,0,0,"12.4232416666667","12.7232416666667","12164","","MG(20:1)+NH4",0,0,0,0,0,"12.4232416666667","12.7232416666667","12164","","MG(20:1)+NH4","402.3577799","385.3550399","367.3444799","311.31808","293.30752","12.4232416666667","12.7232416666667","12164"
"","MG(20:1)+NH4",0,0,0,0,0,"0.392066666666667","0.692066666666667","12403","","MG(20:1)+NH4",0,0,0,0,0,"0.392066666666667","0.692066666666667","12403","","MG(20:1)+NH4",0,0,0,0,0,"0.392066666666667","0.692066666666667","12403","","MG(20:1)+NH4",0,0,0,0,0,"0.392066666666667","0.692066666666667","12403","","MG(20:1)+NH4",0,0,0,0,0,"0.392066666666667","0.692066666666667","12403","","MG(20:1)+NH4","402.3577799","385.3550399","367.3444799","311.31808","293.30752","0.392066666666667","0.692066666666667","12403"
"","MG(20:1)+NH4",0,0,0,0,0,"2.09212361111111","2.39212361111111","12485","","MG(20:1)+NH4",0,0,0,0,0,"2.09212361111111","2.39212361111111","12485","","MG(20:1)+NH4",0,0,0,0,0,"2.09212361111111","2.39212361111111","12485","","MG(20:1)+NH4",0,0,0,0,0,"2.09212361111111","2.39212361111111","12485","","MG(20:1)+NH4",0,0,0,0,0,"2.09212361111111","2.39212361111111","12485","","MG(20:1)+NH4","402.3577799","385.3550399","367.3444799","311.31808","293.30752","2.09212361111111","2.39212361111111","12485"
"","MG(20:1)+NH4",0,0,0,0,0,"2.64689583333333","2.94689583333333","12539","","MG(20:1)+NH4",0,0,0,0,0,"2.64689583333333","2.94689583333333","12539","","MG(20:1)+NH4",0,0,0,0,0,"2.64689583333333","2.94689583333333","12539","","MG(20:1)+NH4",0,0,0,0,0,"2.64689583333333","2.94689583333333","12539","","MG(20:1)+NH4",0,0,0,0,0,"2.64689583333333","2.94689583333333","12539","","MG(20:1)+NH4","402.3577799","385.3550399","367.3444799","311.31808","293.30752","2.64689583333333","2.94689583333333","12539"
"","MG(20:1)+NH4",0,0,0,0,0,"15.4480069444444","15.7480069444444","13635","","MG(20:1)+NH4",0,0,0,0,0,"15.4480069444444","15.7480069444444","13635","","MG(20:1)+NH4",0,0,0,0,0,"15.4480069444444","15.7480069444444","13635","","MG(20:1)+NH4",0,0,0,0,0,"15.4480069444444","15.7480069444444","13635","","MG(20:1)+NH4",0,0,0,0,0,"15.4480069444444","15.7480069444444","13635","","MG(20:1)+NH4","402.3577799","385.3550399","367.3444799","311.31808","293.30752","15.4480069444444","15.7480069444444","13635"
"","MG(20:1)+NH4",0,0,0,0,0,"4.95440555555556","5.25440555555556","14027","","MG(20:1)+NH4",0,0,0,0,0,"4.95440555555556","5.25440555555556","14027","","MG(20:1)+NH4",0,0,0,0,0,"4.95440555555556","5.25440555555556","14027","","MG(20:1)+NH4",0,0,0,0,0,"4.95440555555556","5.25440555555556","14027","","MG(20:1)+NH4",0,0,0,0,0,"4.95440555555556","5.25440555555556","14027","","MG(20:1)+NH4","402.3577799","385.3550399","367.3444799","311.31808","293.30752","4.95440555555556","5.25440555555556","14027"
"","MG(20:1)+NH4",0,0,0,0,0,"17.6593888888889","17.9593888888889","15680","","MG(20:1)+NH4",0,0,0,0,0,"17.6593888888889","17.9593888888889","15680","","MG(20:1)+NH4",0,0,0,0,0,"17.6593888888889","17.9593888888889","15680","","MG(20:1)+NH4",0,0,0,0,0,"17.6593888888889","17.9593888888889","15680","","MG(20:1)+NH4",0,0,0,0,0,"17.6593888888889","17.9593888888889","15680","","MG(20:1)+NH4","402.3577799","385.3550399","367.3444799","311.31808","293.30752","17.6593888888889","17.9593888888889","15680"
"","MG(20:1)+NH4",0,0,0,0,0,"15.0004712121212","15.3004712121212","16208","","MG(20:1)+NH4",0,0,0,0,0,"15.0004712121212","15.3004712121212","16208","","MG(20:1)+NH4",0,0,0,0,0,"15.0004712121212","15.3004712121212","16208","","MG(20:1)+NH4",0,0,0,0,0,"15.0004712121212","15.3004712121212","16208","","MG(20:1)+NH4",0,0,0,0,0,"15.0004712121212","15.3004712121212","16208","","MG(20:1)+NH4","402.3577799","385.3550399","367.3444799","311.31808","293.30752","15.0004712121212","15.3004712121212","16208"
"","MG(20:1)+NH4",0,0,0,0,0,"10.5528930555556","10.8528930555556","16444","","MG(20:1)+NH4",0,0,0,0,0,"10.5528930555556","10.8528930555556","16444","","MG(20:1)+NH4",0,0,0,0,0,"10.5528930555556","10.8528930555556","16444","","MG(20:1)+NH4",0,0,0,0,0,"10.5528930555556","10.8528930555556","16444","","MG(20:1)+NH4",0,0,0,0,0,"10.5528930555556","10.8528930555556","16444","","MG(20:1)+NH4","402.3577799","385.3550399","367.3444799","311.31808","293.30752","10.5528930555556","10.8528930555556","16444"
"","MG(20:1)+NH4",0,0,0,0,0,"9.65100694444444","9.95100694444444","16523","","MG(20:1)+NH4",0,0,0,0,0,"9.65100694444444","9.95100694444444","16523","","MG(20:1)+NH4",0,0,0,0,0,"9.65100694444444","9.95100694444444","16523","","MG(20:1)+NH4",0,0,0,0,0,"9.65100694444444","9.95100694444444","16523","","MG(20:1)+NH4",0,0,0,0,0,"9.65100694444444","9.95100694444444","16523","","MG(20:1)+NH4","402.3577799","385.3550399","367.3444799","311.31808","293.30752","9.65100694444444","9.95100694444444","16523"
"","MG(20:1)+NH4",0,0,0,0,0,"13.10435","13.40435","16933","","MG(20:1)+NH4",0,0,0,0,0,"13.10435","13.40435","16933","","MG(20:1)+NH4",0,0,0,0,0,"13.10435","13.40435","16933","","MG(20:1)+NH4",0,0,0,0,0,"13.10435","13.40435","16933","","MG(20:1)+NH4",0,0,0,0,0,"13.10435","13.40435","16933","","MG(20:1)+NH4","402.3577799","385.3550399","367.3444799","311.31808","293.30752","13.10435","13.40435","16933"
"","MG(20:1)+NH4",0,0,0,0,0,"12.6516680555556","12.9516680555556","16984","","MG(20:1)+NH4",0,0,0,0,0,"12.6516680555556","12.9516680555556","16984","","MG(20:1)+NH4",0,0,0,0,0,"12.6516680555556","12.9516680555556","16984","","MG(20:1)+NH4",0,0,0,0,0,"12.6516680555556","12.9516680555556","16984","","MG(20:1)+NH4",0,0,0,0,0,"12.6516680555556","12.9516680555556","16984","","MG(20:1)+NH4","402.3577799","385.3550399","367.3444799","311.31808","293.30752","12.6516680555556","12.9516680555556","16984"
"","MG(20:1)+NH4",0,0,0,0,0,"15.0328151515152","15.3328151515152","17522","","MG(20:1)+NH4",0,0,0,0,0,"15.0328151515152","15.3328151515152","17522","","MG(20:1)+NH4",0,0,0,0,0,"15.0328151515152","15.3328151515152","17522","","MG(20:1)+NH4",0,0,0,0,0,"15.0328151515152","15.3328151515152","17522","","MG(20:1)+NH4",0,0,0,0,0,"15.0328151515152","15.3328151515152","17522","","MG(20:1)+NH4","402.3577799","385.3550399","367.3444799","311.31808","293.30752","15.0328151515152","15.3328151515152","17522"
"","MG(20:1)+NH4",0,0,0,0,0,"17.061875","17.361875","18148","","MG(20:1)+NH4",0,0,0,0,0,"17.061875","17.361875","18148","","MG(20:1)+NH4",0,0,0,0,0,"17.061875","17.361875","18148","","MG(20:1)+NH4",0,0,0,0,0,"17.061875","17.361875","18148","","MG(20:1)+NH4",0,0,0,0,0,"17.061875","17.361875","18148","","MG(20:1)+NH4","402.3577799","385.3550399","367.3444799","311.31808","293.30752","17.061875","17.361875","18148"
"","MG(20:1)+NH4",0,0,0,0,0,"12.4369986111111","12.7369986111111","18693","","MG(20:1)+NH4",0,0,0,0,0,"12.4369986111111","12.7369986111111","18693","","MG(20:1)+NH4",0,0,0,0,0,"12.4369986111111","12.7369986111111","18693","","MG(20:1)+NH4",0,0,0,0,0,"12.4369986111111","12.7369986111111","18693","","MG(20:1)+NH4",0,0,0,0,0,"12.4369986111111","12.7369986111111","18693","","MG(20:1)+NH4","402.3577799","385.3550399","367.3444799","311.31808","293.30752","12.4369986111111","12.7369986111111","18693"
"","MG(20:2)+NH4",1,0,0,0,0,"0.694738888888889","0.994738888888889","702","","MG(20:2)+NH4",0.8168742,0,0,0,0,"0.694738888888889","0.994738888888889","702","","MG(20:2)+NH4",1,0,0,0,0,"0.694738888888889","0.994738888888889","702","","MG(20:2)+NH4",1235414,0,0,0,0,"0.694738888888889","0.994738888888889","702","","MG(20:2)+NH4",400.3427,0,0,0,0,"0.694738888888889","0.994738888888889","702","","MG(20:2)+NH4","400.3421298","383.3393898","365.3288298","309.30244","291.29188","0.694738888888889","0.994738888888889","702"
"","MG(20:2)+NH4",0,0,0,0,0,"0.90144545454545","1.20144545454545","5308","","MG(20:2)+NH4",0,0,0,0,0,"0.90144545454545","1.20144545454545","5308","","MG(20:2)+NH4",0,0,0,0,0,"0.90144545454545","1.20144545454545","5308","","MG(20:2)+NH4",0,0,0,0,0,"0.90144545454545","1.20144545454545","5308","","MG(20:2)+NH4",0,0,0,0,0,"0.90144545454545","1.20144545454545","5308","","MG(20:2)+NH4","400.3421298","383.3393898","365.3288298","309.30244","291.29188","0.90144545454545","1.20144545454545","5308"
"","MG(20:2)+NH4",0,0,0,0,0,"0.446275757575758","0.746275757575758","14627","","MG(20:2)+NH4",0,0,0,0,0,"0.446275757575758","0.746275757575758","14627","","MG(20:2)+NH4",0,0,0,0,0,"0.446275757575758","0.746275757575758","14627","","MG(20:2)+NH4",0,0,0,0,0,"0.446275757575758","0.746275757575758","14627","","MG(20:2)+NH4",0,0,0,0,0,"0.446275757575758","0.746275757575758","14627","","MG(20:2)+NH4","400.3421298","383.3393898","365.3288298","309.30244","291.29188","0.446275757575758","0.746275757575758","14627"
"","MG(20:2)+NH4",0,0,0,0,0,"1.10978333333333","1.40978333333333","18572","","MG(20:2)+NH4",0,0,0,0,0,"1.10978333333333","1.40978333333333","18572","","MG(20:2)+NH4",0,0,0,0,0,"1.10978333333333","1.40978333333333","18572","","MG(20:2)+NH4",0,0,0,0,0,"1.10978333333333","1.40978333333333","18572","","MG(20:2)+NH4",0,0,0,0,0,"1.10978333333333","1.40978333333333","18572","","MG(20:2)+NH4","400.3421298","383.3393898","365.3288298","309.30244","291.29188","1.10978333333333","1.40978333333333","18572"
"","MG(20:3)+NH4",0,0,0,0,0,"0.484563888888889","0.784563888888889","1475","","MG(20:3)+NH4",0,0,0,0,0,"0.484563888888889","0.784563888888889","1475","","MG(20:3)+NH4",0,0,0,0,0,"0.484563888888889","0.784563888888889","1475","","MG(20:3)+NH4",0,0,0,0,0,"0.484563888888889","0.784563888888889","1475","","MG(20:3)+NH4",0,0,0,0,0,"0.484563888888889","0.784563888888889","1475","","MG(20:3)+NH4","398.3264798","381.3237398","363.3131798","307.2868","289.27624","0.484563888888889","0.784563888888889","1475"
"","MG(20:3)+NH4",0,0,0,0,0,"1.75343888888889","2.05343888888889","15863","","MG(20:3)+NH4",0,0,0,0,0,"1.75343888888889","2.05343888888889","15863","","MG(20:3)+NH4",0,0,0,0,0,"1.75343888888889","2.05343888888889","15863","","MG(20:3)+NH4",0,0,0,0,0,"1.75343888888889","2.05343888888889","15863","","MG(20:3)+NH4",0,0,0,0,0,"1.75343888888889","2.05343888888889","15863","","MG(20:3)+NH4","398.3264798","381.3237398","363.3131798","307.2868","289.27624","1.75343888888889","2.05343888888889","15863"
"","MG(20:3)+NH4",0,0,0,0,0,"16.3127138888889","16.6127138888889","18680","","MG(20:3)+NH4",0,0,0,0,0,"16.3127138888889","16.6127138888889","18680","","MG(20:3)+NH4",0,0,0,0,0,"16.3127138888889","16.6127138888889","18680","","MG(20:3)+NH4",0,0,0,0,0,"16.3127138888889","16.6127138888889","18680","","MG(20:3)+NH4",0,0,0,0,0,"16.3127138888889","16.6127138888889","18680","","MG(20:3)+NH4","398.3264798","381.3237398","363.3131798","307.2868","289.27624","16.3127138888889","16.6127138888889","18680"
"","MG(20:4)+NH4",0,0,0,0,0,"0.372379166666667","0.672379166666667","3805","","MG(20:4)+NH4",0,0,0,0,0,"0.372379166666667","0.672379166666667","3805","","MG(20:4)+NH4",0,0,0,0,0,"0.372379166666667","0.672379166666667","3805","","MG(20:4)+NH4",0,0,0,0,0,"0.372379166666667","0.672379166666667","3805","","MG(20:4)+NH4",0,0,0,0,0,"0.372379166666667","0.672379166666667","3805","","MG(20:4)+NH4","396.3108297","379.3080897","361.2975297","305.27116","287.2606","0.372379166666667","0.672379166666667","3805"
"","MG(20:4)+NH4",0,0,0,0,0,"4.94341944444444","5.24341944444444","12427","","MG(20:4)+NH4",0,0,0,0,0,"4.94341944444444","5.24341944444444","12427","","MG(20:4)+NH4",0,0,0,0,0,"4.94341944444444","5.24341944444444","12427","","MG(20:4)+NH4",0,0,0,0,0,"4.94341944444444","5.24341944444444","12427","","MG(20:4)+NH4",0,0,0,0,0,"4.94341944444444","5.24341944444444","12427","","MG(20:4)+NH4","396.3108297","379.3080897","361.2975297","305.27116","287.2606","4.94341944444444","5.24341944444444","12427"
"","MG(20:5)+NH4",0,0,0,0,0,"14.2554055555556","14.5554055555556","4132","","MG(20:5)+NH4",0,0,0,0,0,"14.2554055555556","14.5554055555556","4132","","MG(20:5)+NH4",0,0,0,0,0,"14.2554055555556","14.5554055555556","4132","","MG(20:5)+NH4",0,0,0,0,0,"14.2554055555556","14.5554055555556","4132","","MG(20:5)+NH4",0,0,0,0,0,"14.2554055555556","14.5554055555556","4132","","MG(20:5)+NH4","394.2951796","377.2924396","359.2818796","303.25552","285.24496","14.2554055555556","14.5554055555556","4132"
"","MG(20:5)+NH4",0,0,0,0,0,"13.6955444444444","13.9955444444444","4444","","MG(20:5)+NH4",0,0,0,0,0,"13.6955444444444","13.9955444444444","4444","","MG(20:5)+NH4",0,0,0,0,0,"13.6955444444444","13.9955444444444","4444","","MG(20:5)+NH4",0,0,0,0,0,"13.6955444444444","13.9955444444444","4444","","MG(20:5)+NH4",0,0,0,0,0,"13.6955444444444","13.9955444444444","4444","","MG(20:5)+NH4","394.2951796","377.2924396","359.2818796","303.25552","285.24496","13.6955444444444","13.9955444444444","4444"
"","MG(20:5)+NH4",0,0,0,0,0,"13.1917444444444","13.4917444444444","4534","","MG(20:5)+NH4",0,0,0,0,0,"13.1917444444444","13.4917444444444","4534","","MG(20:5)+NH4",0,0,0,0,0,"13.1917444444444","13.4917444444444","4534","","MG(20:5)+NH4",0,0,0,0,0,"13.1917444444444","13.4917444444444","4534","","MG(20:5)+NH4",0,0,0,0,0,"13.1917444444444","13.4917444444444","4534","","MG(20:5)+NH4","394.2951796","377.2924396","359.2818796","303.25552","285.24496","13.1917444444444","13.4917444444444","4534"
"","MG(20:5)+NH4",0,0,0,0,0,"14.7951277777778","15.0951277777778","6033","","MG(20:5)+NH4",0,0,0,0,0,"14.7951277777778","15.0951277777778","6033","","MG(20:5)+NH4",0,0,0,0,0,"14.7951277777778","15.0951277777778","6033","","MG(20:5)+NH4",0,0,0,0,0,"14.7951277777778","15.0951277777778","6033","","MG(20:5)+NH4",0,0,0,0,0,"14.7951277777778","15.0951277777778","6033","","MG(20:5)+NH4","394.2951796","377.2924396","359.2818796","303.25552","285.24496","14.7951277777778","15.0951277777778","6033"
"","MG(20:5)+NH4",0,0,0,0,0,"9.18820972222222","9.48820972222222","8522","","MG(20:5)+NH4",0,0,0,0,0,"9.18820972222222","9.48820972222222","8522","","MG(20:5)+NH4",0,0,0,0,0,"9.18820972222222","9.48820972222222","8522","","MG(20:5)+NH4",0,0,0,0,0,"9.18820972222222","9.48820972222222","8522","","MG(20:5)+NH4",0,0,0,0,0,"9.18820972222222","9.48820972222222","8522","","MG(20:5)+NH4","394.2951796","377.2924396","359.2818796","303.25552","285.24496","9.18820972222222","9.48820972222222","8522"
"","MG(20:5)+NH4",0,0,0,0,0,"8.66255694444445","8.96255694444445","8736","","MG(20:5)+NH4",0,0,0,0,0,"8.66255694444445","8.96255694444445","8736","","MG(20:5)+NH4",0,0,0,0,0,"8.66255694444445","8.96255694444445","8736","","MG(20:5)+NH4",0,0,0,0,0,"8.66255694444445","8.96255694444445","8736","","MG(20:5)+NH4",0,0,0,0,0,"8.66255694444445","8.96255694444445","8736","","MG(20:5)+NH4","394.2951796","377.2924396","359.2818796","303.25552","285.24496","8.66255694444445","8.96255694444445","8736"
"","MG(20:5)+NH4",0,0,0,0,0,"13.1674722222222","13.4674722222222","9908","","MG(20:5)+NH4",0,0,0,0,0,"13.1674722222222","13.4674722222222","9908","","MG(20:5)+NH4",0,0,0,0,0,"13.1674722222222","13.4674722222222","9908","","MG(20:5)+NH4",0,0,0,0,0,"13.1674722222222","13.4674722222222","9908","","MG(20:5)+NH4",0,0,0,0,0,"13.1674722222222","13.4674722222222","9908","","MG(20:5)+NH4","394.2951796","377.2924396","359.2818796","303.25552","285.24496","13.1674722222222","13.4674722222222","9908"
"","MG(20:5)+NH4",0,0,0,0,0,"8.93877777777778","9.23877777777778","11211","","MG(20:5)+NH4",0,0,0,0,0,"8.93877777777778","9.23877777777778","11211","","MG(20:5)+NH4",0,0,0,0,0,"8.93877777777778","9.23877777777778","11211","","MG(20:5)+NH4",0,0,0,0,0,"8.93877777777778","9.23877777777778","11211","","MG(20:5)+NH4",0,0,0,0,0,"8.93877777777778","9.23877777777778","11211","","MG(20:5)+NH4","394.2951796","377.2924396","359.2818796","303.25552","285.24496","8.93877777777778","9.23877777777778","11211"
"","MG(20:5)+NH4",0,0,0,0,0,"12.6376194444444","12.9376194444444","11962","","MG(20:5)+NH4",0,0,0,0,0,"12.6376194444444","12.9376194444444","11962","","MG(20:5)+NH4",0,0,0,0,0,"12.6376194444444","12.9376194444444","11962","","MG(20:5)+NH4",0,0,0,0,0,"12.6376194444444","12.9376194444444","11962","","MG(20:5)+NH4",0,0,0,0,0,"12.6376194444444","12.9376194444444","11962","","MG(20:5)+NH4","394.2951796","377.2924396","359.2818796","303.25552","285.24496","12.6376194444444","12.9376194444444","11962"
"","MG(20:5)+NH4",0,0,0,0,0,"11.5233111111111","11.8233111111111","12326","","MG(20:5)+NH4",0,0,0,0,0,"11.5233111111111","11.8233111111111","12326","","MG(20:5)+NH4",0,0,0,0,0,"11.5233111111111","11.8233111111111","12326","","MG(20:5)+NH4",0,0,0,0,0,"11.5233111111111","11.8233111111111","12326","","MG(20:5)+NH4",0,0,0,0,0,"11.5233111111111","11.8233111111111","12326","","MG(20:5)+NH4","394.2951796","377.2924396","359.2818796","303.25552","285.24496","11.5233111111111","11.8233111111111","12326"
"","MG(20:5)+NH4",0,0,0,0,0,"8.3042303030303","8.6042303030303","14063","","MG(20:5)+NH4",0,0,0,0,0,"8.3042303030303","8.6042303030303","14063","","MG(20:5)+NH4",0,0,0,0,0,"8.3042303030303","8.6042303030303","14063","","MG(20:5)+NH4",0,0,0,0,0,"8.3042303030303","8.6042303030303","14063","","MG(20:5)+NH4",0,0,0,0,0,"8.3042303030303","8.6042303030303","14063","","MG(20:5)+NH4","394.2951796","377.2924396","359.2818796","303.25552","285.24496","8.3042303030303","8.6042303030303","14063"
"","MG(20:5)+NH4",0,0,0,0,0,"8.67844166666667","8.97844166666667","14972","","MG(20:5)+NH4",0,0,0,0,0,"8.67844166666667","8.97844166666667","14972","","MG(20:5)+NH4",0,0,0,0,0,"8.67844166666667","8.97844166666667","14972","","MG(20:5)+NH4",0,0,0,0,0,"8.67844166666667","8.97844166666667","14972","","MG(20:5)+NH4",0,0,0,0,0,"8.67844166666667","8.97844166666667","14972","","MG(20:5)+NH4","394.2951796","377.2924396","359.2818796","303.25552","285.24496","8.67844166666667","8.97844166666667","14972"
"","MG(20:5)+NH4",0,0,0,0,0,"9.60932083333333","9.90932083333333","15047","","MG(20:5)+NH4",0,0,0,0,0,"9.60932083333333","9.90932083333333","15047","","MG(20:5)+NH4",0,0,0,0,0,"9.60932083333333","9.90932083333333","15047","","MG(20:5)+NH4",0,0,0,0,0,"9.60932083333333","9.90932083333333","15047","","MG(20:5)+NH4",0,0,0,0,0,"9.60932083333333","9.90932083333333","15047","","MG(20:5)+NH4","394.2951796","377.2924396","359.2818796","303.25552","285.24496","9.60932083333333","9.90932083333333","15047"
