"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","PG","[M+H]+","FA1_NL_OH","FA2_NL_OH","exp_1","exp_2","exp_3","RT_min","RT_max","Comment","RT at Max Intensity","PG","[M+H]+","FA1_NL_OH","FA2_NL_OH","exp_1","exp_2","exp_3","RT_min","RT_max","Comment","Number of Scans","PG","[M+H]+","FA1_NL_OH","FA2_NL_OH","exp_1","exp_2","exp_3","RT_min","RT_max","Comment","Max Intensity","PG","[M+H]+","FA1_NL_OH","FA2_NL_OH","exp_1","exp_2","exp_3","RT_min","RT_max","Comment","Average m/z","PG","[M+H]+","FA1_NL_OH","FA2_NL_OH","exp_1","exp_2","exp_3","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","PG","[M+H]+","FA1_NL_OH","FA2_NL_OH","exp_1","exp_2","exp_3","RT_min","RT_max","Comment"
"","PG(16:1_18:0)+H",0,0,0,0,0,0,"6.12882638888889","6.42882638888889","17858","","PG(16:1_18:0)+H",0,0,0,0,0,0,"6.12882638888889","6.42882638888889","17858","","PG(16:1_18:0)+H",0,0,0,0,0,0,"6.12882638888889","6.42882638888889","17858","","PG(16:1_18:0)+H",0,0,0,0,0,0,"6.12882638888889","6.42882638888889","17858","","PG(16:1_18:0)+H",0,0,0,0,0,0,"6.12882638888889","6.42882638888889","17858","","PG(16:1_18:0)+H","749.53281","311.2581","341.305","71.0856","95.0855","123.1168","6.12882638888889","6.42882638888889","17858"
"","PG(16:1_20:0)+H",0,0,0,0,0,0,"5.70189027777778","6.00189027777778","11085","","PG(16:1_20:0)+H",0,0,0,0,0,0,"5.70189027777778","6.00189027777778","11085","","PG(16:1_20:0)+H",0,0,0,0,0,0,"5.70189027777778","6.00189027777778","11085","","PG(16:1_20:0)+H",0,0,0,0,0,0,"5.70189027777778","6.00189027777778","11085","","PG(16:1_20:0)+H",0,0,0,0,0,0,"5.70189027777778","6.00189027777778","11085","","PG(16:1_20:0)+H","777.56411","311.2581","369.3363","71.0856","95.0855","123.1168","5.70189027777778","6.00189027777778","11085"
"","PG(16:1_20:0)+H",0,0,0,0,0,0,"5.3728196969697","5.6728196969697","18005","","PG(16:1_20:0)+H",0,0,0,0,0,0,"5.3728196969697","5.6728196969697","18005","","PG(16:1_20:0)+H",0,0,0,0,0,0,"5.3728196969697","5.6728196969697","18005","","PG(16:1_20:0)+H",0,0,0,0,0,0,"5.3728196969697","5.6728196969697","18005","","PG(16:1_20:0)+H",0,0,0,0,0,0,"5.3728196969697","5.6728196969697","18005","","PG(16:1_20:0)+H","777.56411","311.2581","369.3363","71.0856","95.0855","123.1168","5.3728196969697","5.6728196969697","18005"
"","PG(16:1_20:1)+H",0,0,0,0,0,0,"8.15289166666667","8.45289166666667","18362","","PG(16:1_20:1)+H",0,0,0,0,0,0,"8.15289166666667","8.45289166666667","18362","","PG(16:1_20:1)+H",0,0,0,0,0,0,"8.15289166666667","8.45289166666667","18362","","PG(16:1_20:1)+H",0,0,0,0,0,0,"8.15289166666667","8.45289166666667","18362","","PG(16:1_20:1)+H",0,0,0,0,0,0,"8.15289166666667","8.45289166666667","18362","","PG(16:1_20:1)+H","775.54851","311.2581","367.3207","71.0856","95.0855","123.1168","8.15289166666667","8.45289166666667","18362"
"","PG(16:1_20:2)+H",0,0,0,0,0,0,"7.81658194444445","8.11658194444445","1422","","PG(16:1_20:2)+H",0,0,0,0,0,0,"7.81658194444445","8.11658194444445","1422","","PG(16:1_20:2)+H",0,0,0,0,0,0,"7.81658194444445","8.11658194444445","1422","","PG(16:1_20:2)+H",0,0,0,0,0,0,"7.81658194444445","8.11658194444445","1422","","PG(16:1_20:2)+H",0,0,0,0,0,0,"7.81658194444445","8.11658194444445","1422","","PG(16:1_20:2)+H","773.53281","311.2581","365.305","71.0856","95.0855","123.1168","7.81658194444445","8.11658194444445","1422"
"","PG(16:1_20:4)+H",0,0,0,0,0,0,"4.39189444444444","4.69189444444444","3722","","PG(16:1_20:4)+H",0,0,0,0,0,0,"4.39189444444444","4.69189444444444","3722","","PG(16:1_20:4)+H",0,0,0,0,0,0,"4.39189444444444","4.69189444444444","3722","","PG(16:1_20:4)+H",0,0,0,0,0,0,"4.39189444444444","4.69189444444444","3722","","PG(16:1_20:4)+H",0,0,0,0,0,0,"4.39189444444444","4.69189444444444","3722","","PG(16:1_20:4)+H","769.50151","311.2581","361.2737","71.0856","95.0855","123.1168","4.39189444444444","4.69189444444444","3722"
"","PG(16:1_20:4)+H",0,0,0,0,0,0,"5.08792083333333","5.38792083333333","11087","","PG(16:1_20:4)+H",0,0,0,0,0,0,"5.08792083333333","5.38792083333333","11087","","PG(16:1_20:4)+H",0,0,0,0,0,0,"5.08792083333333","5.38792083333333","11087","","PG(16:1_20:4)+H",0,0,0,0,0,0,"5.08792083333333","5.38792083333333","11087","","PG(16:1_20:4)+H",0,0,0,0,0,0,"5.08792083333333","5.38792083333333","11087","","PG(16:1_20:4)+H","769.50151","311.2581","361.2737","71.0856","95.0855","123.1168","5.08792083333333","5.38792083333333","11087"
"","PG(16:1_22:0)+H",0,0,0,0,0,0,"8.92285","9.22285","17290","","PG(16:1_22:0)+H",0,0,0,0,0,0,"8.92285","9.22285","17290","","PG(16:1_22:0)+H",0,0,0,0,0,0,"8.92285","9.22285","17290","","PG(16:1_22:0)+H",0,0,0,0,0,0,"8.92285","9.22285","17290","","PG(16:1_22:0)+H",0,0,0,0,0,0,"8.92285","9.22285","17290","","PG(16:1_22:0)+H","805.59541","311.2581","397.3676","71.0856","95.0855","123.1168","8.92285","9.22285","17290"
"","PG(16:1_23:0)+H",0,0,0,0,0,0,"6.77162083333333","7.07162083333333","1104","","PG(16:1_23:0)+H",0,0,0,0,0,0,"6.77162083333333","7.07162083333333","1104","","PG(16:1_23:0)+H",0,0,0,0,0,0,"6.77162083333333","7.07162083333333","1104","","PG(16:1_23:0)+H",0,0,0,0,0,0,"6.77162083333333","7.07162083333333","1104","","PG(16:1_23:0)+H",0,0,0,0,0,0,"6.77162083333333","7.07162083333333","1104","","PG(16:1_23:0)+H","819.61111","311.2581","411.3833","71.0856","95.0855","123.1168","6.77162083333333","7.07162083333333","1104"
"","PG(17:0_17:0)+H",0,0,0,0,0,0,"7.82195138888889","8.12195138888889","9101","","PG(17:0_17:0)+H",0,0,0,0,0,0,"7.82195138888889","8.12195138888889","9101","","PG(17:0_17:0)+H",0,0,0,0,0,0,"7.82195138888889","8.12195138888889","9101","","PG(17:0_17:0)+H",0,0,0,0,0,0,"7.82195138888889","8.12195138888889","9101","","PG(17:0_17:0)+H",0,0,0,0,0,0,"7.82195138888889","8.12195138888889","9101","","PG(17:0_17:0)+H","751.54851","327.2894","327.2894","71.0856","95.0855","123.1168","7.82195138888889","8.12195138888889","9101"
"","PG(17:0_17:0)+H",0,0,0,0,0,0,"7.39776388888889","7.69776388888889","17810","","PG(17:0_17:0)+H",0,0,0,0,0,0,"7.39776388888889","7.69776388888889","17810","","PG(17:0_17:0)+H",0,0,0,0,0,0,"7.39776388888889","7.69776388888889","17810","","PG(17:0_17:0)+H",0,0,0,0,0,0,"7.39776388888889","7.69776388888889","17810","","PG(17:0_17:0)+H",0,0,0,0,0,0,"7.39776388888889","7.69776388888889","17810","","PG(17:0_17:0)+H","751.54851","327.2894","327.2894","71.0856","95.0855","123.1168","7.39776388888889","7.69776388888889","17810"
"","PG(17:0_17:1)+H",0,0,0,0,0,0,"6.12882638888889","6.42882638888889","17858","","PG(17:0_17:1)+H",0,0,0,0,0,0,"6.12882638888889","6.42882638888889","17858","","PG(17:0_17:1)+H",0,0,0,0,0,0,"6.12882638888889","6.42882638888889","17858","","PG(17:0_17:1)+H",0,0,0,0,0,0,"6.12882638888889","6.42882638888889","17858","","PG(17:0_17:1)+H",0,0,0,0,0,0,"6.12882638888889","6.42882638888889","17858","","PG(17:0_17:1)+H","749.53281","327.2894","325.2737","71.0856","95.0855","123.1168","6.12882638888889","6.42882638888889","17858"
"","PG(17:0_18:0)+H",0,0,0,0,0,0,"5.769355","6.069355","15222","","PG(17:0_18:0)+H",0,0,0,0,0,0,"5.769355","6.069355","15222","","PG(17:0_18:0)+H",0,0,0,0,0,0,"5.769355","6.069355","15222","","PG(17:0_18:0)+H",0,0,0,0,0,0,"5.769355","6.069355","15222","","PG(17:0_18:0)+H",0,0,0,0,0,0,"5.769355","6.069355","15222","","PG(17:0_18:0)+H","765.56411","327.2894","341.305","71.0856","95.0855","123.1168","5.769355","6.069355","15222"
"","PG(17:0_18:0)+H",0,0,0,0,0,0,"5.30083181818182","5.60083181818182","18052","","PG(17:0_18:0)+H",0,0,0,0,0,0,"5.30083181818182","5.60083181818182","18052","","PG(17:0_18:0)+H",0,0,0,0,0,0,"5.30083181818182","5.60083181818182","18052","","PG(17:0_18:0)+H",0,0,0,0,0,0,"5.30083181818182","5.60083181818182","18052","","PG(17:0_18:0)+H",0,0,0,0,0,0,"5.30083181818182","5.60083181818182","18052","","PG(17:0_18:0)+H","765.56411","327.2894","341.305","71.0856","95.0855","123.1168","5.30083181818182","5.60083181818182","18052"
"","PG(17:0_18:0)+H",0,0,0,0,0,0,"5.0812375","5.3812375","18081","","PG(17:0_18:0)+H",0,0,0,0,0,0,"5.0812375","5.3812375","18081","","PG(17:0_18:0)+H",0,0,0,0,0,0,"5.0812375","5.3812375","18081","","PG(17:0_18:0)+H",0,0,0,0,0,0,"5.0812375","5.3812375","18081","","PG(17:0_18:0)+H",0,0,0,0,0,0,"5.0812375","5.3812375","18081","","PG(17:0_18:0)+H","765.56411","327.2894","341.305","71.0856","95.0855","123.1168","5.0812375","5.3812375","18081"
"","PG(17:0_19:0)+H",0,0,0,0,0,0,"8.55994305555556","8.85994305555556","17853","","PG(17:0_19:0)+H",0,0,0,0,0,0,"8.55994305555556","8.85994305555556","17853","","PG(17:0_19:0)+H",0,0,0,0,0,0,"8.55994305555556","8.85994305555556","17853","","PG(17:0_19:0)+H",0,0,0,0,0,0,"8.55994305555556","8.85994305555556","17853","","PG(17:0_19:0)+H",0,0,0,0,0,0,"8.55994305555556","8.85994305555556","17853","","PG(17:0_19:0)+H","779.57981","327.2894","355.3207","71.0856","95.0855","123.1168","8.55994305555556","8.85994305555556","17853"
"","PG(17:0_19:0)+H",0,0,0,0,0,0,"5.92046388888889","6.22046388888889","17956","","PG(17:0_19:0)+H",0,0,0,0,0,0,"5.92046388888889","6.22046388888889","17956","","PG(17:0_19:0)+H",0,0,0,0,0,0,"5.92046388888889","6.22046388888889","17956","","PG(17:0_19:0)+H",0,0,0,0,0,0,"5.92046388888889","6.22046388888889","17956","","PG(17:0_19:0)+H",0,0,0,0,0,0,"5.92046388888889","6.22046388888889","17956","","PG(17:0_19:0)+H","779.57981","327.2894","355.3207","71.0856","95.0855","123.1168","5.92046388888889","6.22046388888889","17956"
"","PG(17:0_20:0)+H",0,0,0,0,0,0,"7.11634583333333","7.41634583333333","14246","","PG(17:0_20:0)+H",0,0,0,0,0,0,"7.11634583333333","7.41634583333333","14246","","PG(17:0_20:0)+H",0,0,0,0,0,0,"7.11634583333333","7.41634583333333","14246","","PG(17:0_20:0)+H",0,0,0,0,0,0,"7.11634583333333","7.41634583333333","14246","","PG(17:0_20:0)+H",0,0,0,0,0,0,"7.11634583333333","7.41634583333333","14246","","PG(17:0_20:0)+H","793.59541","327.2894","369.3363","71.0856","95.0855","123.1168","7.11634583333333","7.41634583333333","14246"
"","PG(17:0_22:0)+H",0,0,0,0,0,0,"7.31404259259259","7.61404259259259","14274","","PG(17:0_22:0)+H",0,0,0,0,0,0,"7.31404259259259","7.61404259259259","14274","","PG(17:0_22:0)+H",0,0,0,0,0,0,"7.31404259259259","7.61404259259259","14274","","PG(17:0_22:0)+H",0,0,0,0,0,0,"7.31404259259259","7.61404259259259","14274","","PG(17:0_22:0)+H",0,0,0,0,0,0,"7.31404259259259","7.61404259259259","14274","","PG(17:0_22:0)+H","821.62671","327.2894","397.3676","71.0856","95.0855","123.1168","7.31404259259259","7.61404259259259","14274"
"","PG(17:0_22:1)+H",0,0,0,0,0,0,"6.77162083333333","7.07162083333333","1104","","PG(17:0_22:1)+H",0,0,0,0,0,0,"6.77162083333333","7.07162083333333","1104","","PG(17:0_22:1)+H",0,0,0,0,0,0,"6.77162083333333","7.07162083333333","1104","","PG(17:0_22:1)+H",0,0,0,0,0,0,"6.77162083333333","7.07162083333333","1104","","PG(17:0_22:1)+H",0,0,0,0,0,0,"6.77162083333333","7.07162083333333","1104","","PG(17:0_22:1)+H","819.61111","327.2894","395.352","71.0856","95.0855","123.1168","6.77162083333333","7.07162083333333","1104"
"","PG(17:0_22:3)+H",0,0,0,0,0,0,"6.78260151515152","7.08260151515152","18808","","PG(17:0_22:3)+H",0,0,0,0,0,0,"6.78260151515152","7.08260151515152","18808","","PG(17:0_22:3)+H",0,0,0,0,0,0,"6.78260151515152","7.08260151515152","18808","","PG(17:0_22:3)+H",0,0,0,0,0,0,"6.78260151515152","7.08260151515152","18808","","PG(17:0_22:3)+H",0,0,0,0,0,0,"6.78260151515152","7.08260151515152","18808","","PG(17:0_22:3)+H","815.57981","327.2894","391.3207","71.0856","95.0855","123.1168","6.78260151515152","7.08260151515152","18808"
"","PG(17:0_23:0)+H",0,0,0,0,0,0,"8.26530416666667","8.56530416666667","12556","","PG(17:0_23:0)+H",0,0,0,0,0,0,"8.26530416666667","8.56530416666667","12556","","PG(17:0_23:0)+H",0,0,0,0,0,0,"8.26530416666667","8.56530416666667","12556","","PG(17:0_23:0)+H",0,0,0,0,0,0,"8.26530416666667","8.56530416666667","12556","","PG(17:0_23:0)+H",0,0,0,0,0,0,"8.26530416666667","8.56530416666667","12556","","PG(17:0_23:0)+H","835.64241","327.2894","411.3833","71.0856","95.0855","123.1168","8.26530416666667","8.56530416666667","12556"
"","PG(17:0_24:0)+H",0,0,0,0,0,0,"7.873475","8.173475","18751","","PG(17:0_24:0)+H",0,0,0,0,0,0,"7.873475","8.173475","18751","","PG(17:0_24:0)+H",0,0,0,0,0,0,"7.873475","8.173475","18751","","PG(17:0_24:0)+H",0,0,0,0,0,0,"7.873475","8.173475","18751","","PG(17:0_24:0)+H",0,0,0,0,0,0,"7.873475","8.173475","18751","","PG(17:0_24:0)+H","849.65801","327.2894","425.3989","71.0856","95.0855","123.1168","7.873475","8.173475","18751"
"","PG(17:0_25:0)+H",0,0,0,0,0,0,"11.7076621212121","12.0076621212121","8052","","PG(17:0_25:0)+H",0,0,0,0,0,0,"11.7076621212121","12.0076621212121","8052","","PG(17:0_25:0)+H",0,0,0,0,0,0,"11.7076621212121","12.0076621212121","8052","","PG(17:0_25:0)+H",0,0,0,0,0,0,"11.7076621212121","12.0076621212121","8052","","PG(17:0_25:0)+H",0,0,0,0,0,0,"11.7076621212121","12.0076621212121","8052","","PG(17:0_25:0)+H","863.67371","327.2894","439.4146","71.0856","95.0855","123.1168","11.7076621212121","12.0076621212121","8052"
"","PG(17:0_25:0)+H",0,0,0,0,0,0,"11.7227763888889","12.0227763888889","10574","","PG(17:0_25:0)+H",0,0,0,0,0,0,"11.7227763888889","12.0227763888889","10574","","PG(17:0_25:0)+H",0,0,0,0,0,0,"11.7227763888889","12.0227763888889","10574","","PG(17:0_25:0)+H",0,0,0,0,0,0,"11.7227763888889","12.0227763888889","10574","","PG(17:0_25:0)+H",0,0,0,0,0,0,"11.7227763888889","12.0227763888889","10574","","PG(17:0_25:0)+H","863.67371","327.2894","439.4146","71.0856","95.0855","123.1168","11.7227763888889","12.0227763888889","10574"
"","PG(17:0_25:0)+H",0,0,0,0,0,0,"10.6739233333333","10.9739233333333","14210","","PG(17:0_25:0)+H",0,0,0,0,0,0,"10.6739233333333","10.9739233333333","14210","","PG(17:0_25:0)+H",0,0,0,0,0,0,"10.6739233333333","10.9739233333333","14210","","PG(17:0_25:0)+H",0,0,0,0,0,0,"10.6739233333333","10.9739233333333","14210","","PG(17:0_25:0)+H",0,0,0,0,0,0,"10.6739233333333","10.9739233333333","14210","","PG(17:0_25:0)+H","863.67371","327.2894","439.4146","71.0856","95.0855","123.1168","10.6739233333333","10.9739233333333","14210"
"","PG(17:0_25:0)+H",0,0,0,0,0,0,"11.78905","12.08905","18971","","PG(17:0_25:0)+H",0,0,0,0,0,0,"11.78905","12.08905","18971","","PG(17:0_25:0)+H",0,0,0,0,0,0,"11.78905","12.08905","18971","","PG(17:0_25:0)+H",0,0,0,0,0,0,"11.78905","12.08905","18971","","PG(17:0_25:0)+H",0,0,0,0,0,0,"11.78905","12.08905","18971","","PG(17:0_25:0)+H","863.67371","327.2894","439.4146","71.0856","95.0855","123.1168","11.78905","12.08905","18971"
"","PG(17:0_26:0)+H",0,0,0,0,0,0,"8.8801375","9.1801375","3684","","PG(17:0_26:0)+H",0,0,0,0,0,0,"8.8801375","9.1801375","3684","","PG(17:0_26:0)+H",0,0,0,0,0,0,"8.8801375","9.1801375","3684","","PG(17:0_26:0)+H",0,0,0,0,0,0,"8.8801375","9.1801375","3684","","PG(17:0_26:0)+H",0,0,0,0,0,0,"8.8801375","9.1801375","3684","","PG(17:0_26:0)+H","877.68931","327.2894","453.4302","71.0856","95.0855","123.1168","8.8801375","9.1801375","3684"
"","PG(17:0_26:0)+H",0,0,0,0,0,0,"9.39805","9.69805","17807","","PG(17:0_26:0)+H",0,0,0,0,0,0,"9.39805","9.69805","17807","","PG(17:0_26:0)+H",0,0,0,0,0,0,"9.39805","9.69805","17807","","PG(17:0_26:0)+H",0,0,0,0,0,0,"9.39805","9.69805","17807","","PG(17:0_26:0)+H",0,0,0,0,0,0,"9.39805","9.69805","17807","","PG(17:0_26:0)+H","877.68931","327.2894","453.4302","71.0856","95.0855","123.1168","9.39805","9.69805","17807"
"","PG(17:0_26:0)+H",0,0,0,0,0,0,"8.8801375","9.1801375","18775","","PG(17:0_26:0)+H",0,0,0,0,0,0,"8.8801375","9.1801375","18775","","PG(17:0_26:0)+H",0,0,0,0,0,0,"8.8801375","9.1801375","18775","","PG(17:0_26:0)+H",0,0,0,0,0,0,"8.8801375","9.1801375","18775","","PG(17:0_26:0)+H",0,0,0,0,0,0,"8.8801375","9.1801375","18775","","PG(17:0_26:0)+H","877.68931","327.2894","453.4302","71.0856","95.0855","123.1168","8.8801375","9.1801375","18775"
"","PG(17:1_18:4)+H",0,0,0,1,1,1,"3.91648472222222","4.21648472222222","1193","","PG(17:1_18:4)+H",0,0,0,4.06574,4.06574,4.06574,"3.91648472222222","4.21648472222222","1193","","PG(17:1_18:4)+H",0,0,0,1,1,1,"3.91648472222222","4.21648472222222","1193","","PG(17:1_18:4)+H",0,0,0,9595.207,10475,5904.778,"3.91648472222222","4.21648472222222","1193","","PG(17:1_18:4)+H",0,0,0,71.0857,95.08569,123.117,"3.91648472222222","4.21648472222222","1193","","PG(17:1_18:4)+H","755.48581","325.2737","333.2424","71.0856","95.0855","123.1168","3.91648472222222","4.21648472222222","1193"
"","PG(17:1_19:0)+H",0,0,0,0,0,0,"5.70189027777778","6.00189027777778","11085","","PG(17:1_19:0)+H",0,0,0,0,0,0,"5.70189027777778","6.00189027777778","11085","","PG(17:1_19:0)+H",0,0,0,0,0,0,"5.70189027777778","6.00189027777778","11085","","PG(17:1_19:0)+H",0,0,0,0,0,0,"5.70189027777778","6.00189027777778","11085","","PG(17:1_19:0)+H",0,0,0,0,0,0,"5.70189027777778","6.00189027777778","11085","","PG(17:1_19:0)+H","777.56411","325.2737","355.3207","71.0856","95.0855","123.1168","5.70189027777778","6.00189027777778","11085"
"","PG(17:1_19:0)+H",0,0,0,0,0,0,"5.3728196969697","5.6728196969697","18005","","PG(17:1_19:0)+H",0,0,0,0,0,0,"5.3728196969697","5.6728196969697","18005","","PG(17:1_19:0)+H",0,0,0,0,0,0,"5.3728196969697","5.6728196969697","18005","","PG(17:1_19:0)+H",0,0,0,0,0,0,"5.3728196969697","5.6728196969697","18005","","PG(17:1_19:0)+H",0,0,0,0,0,0,"5.3728196969697","5.6728196969697","18005","","PG(17:1_19:0)+H","777.56411","325.2737","355.3207","71.0856","95.0855","123.1168","5.3728196969697","5.6728196969697","18005"
"","PG(17:1_21:0)+H",0,0,0,0,0,0,"8.92285","9.22285","17290","","PG(17:1_21:0)+H",0,0,0,0,0,0,"8.92285","9.22285","17290","","PG(17:1_21:0)+H",0,0,0,0,0,0,"8.92285","9.22285","17290","","PG(17:1_21:0)+H",0,0,0,0,0,0,"8.92285","9.22285","17290","","PG(17:1_21:0)+H",0,0,0,0,0,0,"8.92285","9.22285","17290","","PG(17:1_21:0)+H","805.59541","325.2737","383.352","71.0856","95.0855","123.1168","8.92285","9.22285","17290"
"","PG(17:1_22:0)+H",0,0,0,0,0,0,"6.77162083333333","7.07162083333333","1104","","PG(17:1_22:0)+H",0,0,0,0,0,0,"6.77162083333333","7.07162083333333","1104","","PG(17:1_22:0)+H",0,0,0,0,0,0,"6.77162083333333","7.07162083333333","1104","","PG(17:1_22:0)+H",0,0,0,0,0,0,"6.77162083333333","7.07162083333333","1104","","PG(17:1_22:0)+H",0,0,0,0,0,0,"6.77162083333333","7.07162083333333","1104","","PG(17:1_22:0)+H","819.61101","325.2737","397.3676","71.0856","95.0855","123.1168","6.77162083333333","7.07162083333333","1104"
"","PG(17:1_22:2)+H",0,0,0,0,0,0,"6.78260151515152","7.08260151515152","18808","","PG(17:1_22:2)+H",0,0,0,0,0,0,"6.78260151515152","7.08260151515152","18808","","PG(17:1_22:2)+H",0,0,0,0,0,0,"6.78260151515152","7.08260151515152","18808","","PG(17:1_22:2)+H",0,0,0,0,0,0,"6.78260151515152","7.08260151515152","18808","","PG(17:1_22:2)+H",0,0,0,0,0,0,"6.78260151515152","7.08260151515152","18808","","PG(17:1_22:2)+H","815.57971","325.2737","393.3363","71.0856","95.0855","123.1168","6.78260151515152","7.08260151515152","18808"
"","PG(17:1_26:0)+H",0,0,0,0,0,0,"9.58695138888889","9.88695138888889","18474","","PG(17:1_26:0)+H",0,0,0,0,0,0,"9.58695138888889","9.88695138888889","18474","","PG(17:1_26:0)+H",0,0,0,0,0,0,"9.58695138888889","9.88695138888889","18474","","PG(17:1_26:0)+H",0,0,0,0,0,0,"9.58695138888889","9.88695138888889","18474","","PG(17:1_26:0)+H",0,0,0,0,0,0,"9.58695138888889","9.88695138888889","18474","","PG(17:1_26:0)+H","875.67361","325.2737","453.4302","71.0856","95.0855","123.1168","9.58695138888889","9.88695138888889","18474"
"","PG(17:2_18:3)+H",0,0,0,1,1,1,"3.91648472222222","4.21648472222222","1193","","PG(17:2_18:3)+H",0,0,0,4.06574,4.06574,4.06574,"3.91648472222222","4.21648472222222","1193","","PG(17:2_18:3)+H",0,0,0,1,1,1,"3.91648472222222","4.21648472222222","1193","","PG(17:2_18:3)+H",0,0,0,9595.207,10475,5904.778,"3.91648472222222","4.21648472222222","1193","","PG(17:2_18:3)+H",0,0,0,71.0857,95.08569,123.117,"3.91648472222222","4.21648472222222","1193","","PG(17:2_18:3)+H","755.48591","323.2581","335.2581","71.0856","95.0855","123.1168","3.91648472222222","4.21648472222222","1193"
"","PG(17:2_19:0)+H",0,0,0,0,0,0,"8.15289166666667","8.45289166666667","18362","","PG(17:2_19:0)+H",0,0,0,0,0,0,"8.15289166666667","8.45289166666667","18362","","PG(17:2_19:0)+H",0,0,0,0,0,0,"8.15289166666667","8.45289166666667","18362","","PG(17:2_19:0)+H",0,0,0,0,0,0,"8.15289166666667","8.45289166666667","18362","","PG(17:2_19:0)+H",0,0,0,0,0,0,"8.15289166666667","8.45289166666667","18362","","PG(17:2_19:0)+H","775.54851","323.2581","355.3207","71.0856","95.0855","123.1168","8.15289166666667","8.45289166666667","18362"
"","PG(17:2_22:1)+H",0,0,0,0,0,0,"6.78260151515152","7.08260151515152","18808","","PG(17:2_22:1)+H",0,0,0,0,0,0,"6.78260151515152","7.08260151515152","18808","","PG(17:2_22:1)+H",0,0,0,0,0,0,"6.78260151515152","7.08260151515152","18808","","PG(17:2_22:1)+H",0,0,0,0,0,0,"6.78260151515152","7.08260151515152","18808","","PG(17:2_22:1)+H",0,0,0,0,0,0,"6.78260151515152","7.08260151515152","18808","","PG(17:2_22:1)+H","815.57981","323.2581","395.352","71.0856","95.0855","123.1168","6.78260151515152","7.08260151515152","18808"
"","PG(17:2_25:0)+H",0,0,0,0,0,0,"3.7889","4.0889","13894","","PG(17:2_25:0)+H",0,0,0,0,0,0,"3.7889","4.0889","13894","","PG(17:2_25:0)+H",0,0,0,0,0,0,"3.7889","4.0889","13894","","PG(17:2_25:0)+H",0,0,0,0,0,0,"3.7889","4.0889","13894","","PG(17:2_25:0)+H",0,0,0,0,0,0,"3.7889","4.0889","13894","","PG(17:2_25:0)+H","859.64241","323.2581","439.4146","71.0856","95.0855","123.1168","3.7889","4.0889","13894"
"","PG(17:2_26:0)+H",0,0,0,0,0,0,"8.14518333333333","8.44518333333333","14415","","PG(17:2_26:0)+H",0,0,0,0,0,0,"8.14518333333333","8.44518333333333","14415","","PG(17:2_26:0)+H",0,0,0,0,0,0,"8.14518333333333","8.44518333333333","14415","","PG(17:2_26:0)+H",0,0,0,0,0,0,"8.14518333333333","8.44518333333333","14415","","PG(17:2_26:0)+H",0,0,0,0,0,0,"8.14518333333333","8.44518333333333","14415","","PG(17:2_26:0)+H","873.65801","323.2581","453.4302","71.0856","95.0855","123.1168","8.14518333333333","8.44518333333333","14415"
"","PG(18:0_18:0)+H",0,0,0,0,0,0,"8.55994305555556","8.85994305555556","17853","","PG(18:0_18:0)+H",0,0,0,0,0,0,"8.55994305555556","8.85994305555556","17853","","PG(18:0_18:0)+H",0,0,0,0,0,0,"8.55994305555556","8.85994305555556","17853","","PG(18:0_18:0)+H",0,0,0,0,0,0,"8.55994305555556","8.85994305555556","17853","","PG(18:0_18:0)+H",0,0,0,0,0,0,"8.55994305555556","8.85994305555556","17853","","PG(18:0_18:0)+H","779.57971","341.305","341.305","71.0856","95.0855","123.1168","8.55994305555556","8.85994305555556","17853"
"","PG(18:0_18:0)+H",0,0,0,0,0,0,"5.92046388888889","6.22046388888889","17956","","PG(18:0_18:0)+H",0,0,0,0,0,0,"5.92046388888889","6.22046388888889","17956","","PG(18:0_18:0)+H",0,0,0,0,0,0,"5.92046388888889","6.22046388888889","17956","","PG(18:0_18:0)+H",0,0,0,0,0,0,"5.92046388888889","6.22046388888889","17956","","PG(18:0_18:0)+H",0,0,0,0,0,0,"5.92046388888889","6.22046388888889","17956","","PG(18:0_18:0)+H","779.57971","341.305","341.305","71.0856","95.0855","123.1168","5.92046388888889","6.22046388888889","17956"
"","PG(18:0_18:1)+H",0,0,0,0,0,0,"5.70189027777778","6.00189027777778","11085","","PG(18:0_18:1)+H",0,0,0,0,0,0,"5.70189027777778","6.00189027777778","11085","","PG(18:0_18:1)+H",0,0,0,0,0,0,"5.70189027777778","6.00189027777778","11085","","PG(18:0_18:1)+H",0,0,0,0,0,0,"5.70189027777778","6.00189027777778","11085","","PG(18:0_18:1)+H",0,0,0,0,0,0,"5.70189027777778","6.00189027777778","11085","","PG(18:0_18:1)+H","777.56411","341.305","339.2894","71.0856","95.0855","123.1168","5.70189027777778","6.00189027777778","11085"
"","PG(18:0_18:1)+H",0,0,0,0,0,0,"5.3728196969697","5.6728196969697","18005","","PG(18:0_18:1)+H",0,0,0,0,0,0,"5.3728196969697","5.6728196969697","18005","","PG(18:0_18:1)+H",0,0,0,0,0,0,"5.3728196969697","5.6728196969697","18005","","PG(18:0_18:1)+H",0,0,0,0,0,0,"5.3728196969697","5.6728196969697","18005","","PG(18:0_18:1)+H",0,0,0,0,0,0,"5.3728196969697","5.6728196969697","18005","","PG(18:0_18:1)+H","777.56411","341.305","339.2894","71.0856","95.0855","123.1168","5.3728196969697","5.6728196969697","18005"
