"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","PG","[M+H]+","FA1_NL_OH","FA2_NL_OH","exp_1","exp_2","exp_3","RT_min","RT_max","Comment","RT at Max Intensity","PG","[M+H]+","FA1_NL_OH","FA2_NL_OH","exp_1","exp_2","exp_3","RT_min","RT_max","Comment","Number of Scans","PG","[M+H]+","FA1_NL_OH","FA2_NL_OH","exp_1","exp_2","exp_3","RT_min","RT_max","Comment","Max Intensity","PG","[M+H]+","FA1_NL_OH","FA2_NL_OH","exp_1","exp_2","exp_3","RT_min","RT_max","Comment","Average m/z","PG","[M+H]+","FA1_NL_OH","FA2_NL_OH","exp_1","exp_2","exp_3","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","PG","[M+H]+","FA1_NL_OH","FA2_NL_OH","exp_1","exp_2","exp_3","RT_min","RT_max","Comment"
"","PG(13:0_15:0)+H",0,0,0,0,0,0,"4.89391212121212","5.19391212121212","7999","","PG(13:0_15:0)+H",0,0,0,0,0,0,"4.89391212121212","5.19391212121212","7999","","PG(13:0_15:0)+H",0,0,0,0,0,0,"4.89391212121212","5.19391212121212","7999","","PG(13:0_15:0)+H",0,0,0,0,0,0,"4.89391212121212","5.19391212121212","7999","","PG(13:0_15:0)+H",0,0,0,0,0,0,"4.89391212121212","5.19391212121212","7999","","PG(13:0_15:0)+H","667.45461","271.2268","299.2581","71.0856","95.0855","123.1168","4.89391212121212","5.19391212121212","7999"
"","PG(13:0_15:0)+H",0,0,0,0,0,0,"0.212874242424242","0.512874242424242","9146","","PG(13:0_15:0)+H",0,0,0,0,0,0,"0.212874242424242","0.512874242424242","9146","","PG(13:0_15:0)+H",0,0,0,0,0,0,"0.212874242424242","0.512874242424242","9146","","PG(13:0_15:0)+H",0,0,0,0,0,0,"0.212874242424242","0.512874242424242","9146","","PG(13:0_15:0)+H",0,0,0,0,0,0,"0.212874242424242","0.512874242424242","9146","","PG(13:0_15:0)+H","667.45461","271.2268","299.2581","71.0856","95.0855","123.1168","0.212874242424242","0.512874242424242","9146"
"","PG(13:0_15:0)+H",0,0,0,0,0,0,"4.91876833333333","5.21876833333333","17671","","PG(13:0_15:0)+H",0,0,0,0,0,0,"4.91876833333333","5.21876833333333","17671","","PG(13:0_15:0)+H",0,0,0,0,0,0,"4.91876833333333","5.21876833333333","17671","","PG(13:0_15:0)+H",0,0,0,0,0,0,"4.91876833333333","5.21876833333333","17671","","PG(13:0_15:0)+H",0,0,0,0,0,0,"4.91876833333333","5.21876833333333","17671","","PG(13:0_15:0)+H","667.45461","271.2268","299.2581","71.0856","95.0855","123.1168","4.91876833333333","5.21876833333333","17671"
"","PG(13:0_18:1)+H",0,0,0,0,0,0,"8.81582083333333","9.11582083333333","8562","","PG(13:0_18:1)+H",0,0,0,0,0,0,"8.81582083333333","9.11582083333333","8562","","PG(13:0_18:1)+H",0,0,0,0,0,0,"8.81582083333333","9.11582083333333","8562","","PG(13:0_18:1)+H",0,0,0,0,0,0,"8.81582083333333","9.11582083333333","8562","","PG(13:0_18:1)+H",0,0,0,0,0,0,"8.81582083333333","9.11582083333333","8562","","PG(13:0_18:1)+H","707.48591","271.2268","339.2894","71.0856","95.0855","123.1168","8.81582083333333","9.11582083333333","8562"
"","PG(13:0_21:0)+H",0,0,0,0,0,0,"7.82195138888889","8.12195138888889","9101","","PG(13:0_21:0)+H",0,0,0,0,0,0,"7.82195138888889","8.12195138888889","9101","","PG(13:0_21:0)+H",0,0,0,0,0,0,"7.82195138888889","8.12195138888889","9101","","PG(13:0_21:0)+H",0,0,0,0,0,0,"7.82195138888889","8.12195138888889","9101","","PG(13:0_21:0)+H",0,0,0,0,0,0,"7.82195138888889","8.12195138888889","9101","","PG(13:0_21:0)+H","751.54851","271.2268","383.352","71.0856","95.0855","123.1168","7.82195138888889","8.12195138888889","9101"
"","PG(13:0_21:0)+H",0,0,0,0,0,0,"7.39776388888889","7.69776388888889","17810","","PG(13:0_21:0)+H",0,0,0,0,0,0,"7.39776388888889","7.69776388888889","17810","","PG(13:0_21:0)+H",0,0,0,0,0,0,"7.39776388888889","7.69776388888889","17810","","PG(13:0_21:0)+H",0,0,0,0,0,0,"7.39776388888889","7.69776388888889","17810","","PG(13:0_21:0)+H",0,0,0,0,0,0,"7.39776388888889","7.69776388888889","17810","","PG(13:0_21:0)+H","751.54851","271.2268","383.352","71.0856","95.0855","123.1168","7.39776388888889","7.69776388888889","17810"
"","PG(13:0_22:0)+H",0,0,0,0,0,0,"5.769355","6.069355","15222","","PG(13:0_22:0)+H",0,0,0,0,0,0,"5.769355","6.069355","15222","","PG(13:0_22:0)+H",0,0,0,0,0,0,"5.769355","6.069355","15222","","PG(13:0_22:0)+H",0,0,0,0,0,0,"5.769355","6.069355","15222","","PG(13:0_22:0)+H",0,0,0,0,0,0,"5.769355","6.069355","15222","","PG(13:0_22:0)+H","765.56411","271.2268","397.3676","71.0856","95.0855","123.1168","5.769355","6.069355","15222"
"","PG(13:0_22:0)+H",0,0,0,0,0,0,"5.30083181818182","5.60083181818182","18052","","PG(13:0_22:0)+H",0,0,0,0,0,0,"5.30083181818182","5.60083181818182","18052","","PG(13:0_22:0)+H",0,0,0,0,0,0,"5.30083181818182","5.60083181818182","18052","","PG(13:0_22:0)+H",0,0,0,0,0,0,"5.30083181818182","5.60083181818182","18052","","PG(13:0_22:0)+H",0,0,0,0,0,0,"5.30083181818182","5.60083181818182","18052","","PG(13:0_22:0)+H","765.56411","271.2268","397.3676","71.0856","95.0855","123.1168","5.30083181818182","5.60083181818182","18052"
"","PG(13:0_22:0)+H",0,0,0,0,0,0,"5.0812375","5.3812375","18081","","PG(13:0_22:0)+H",0,0,0,0,0,0,"5.0812375","5.3812375","18081","","PG(13:0_22:0)+H",0,0,0,0,0,0,"5.0812375","5.3812375","18081","","PG(13:0_22:0)+H",0,0,0,0,0,0,"5.0812375","5.3812375","18081","","PG(13:0_22:0)+H",0,0,0,0,0,0,"5.0812375","5.3812375","18081","","PG(13:0_22:0)+H","765.56411","271.2268","397.3676","71.0856","95.0855","123.1168","5.0812375","5.3812375","18081"
"","PG(13:0_22:5)+H",0,0,0,1,1,1,"3.91648472222222","4.21648472222222","1193","","PG(13:0_22:5)+H",0,0,0,4.06574,4.06574,4.06574,"3.91648472222222","4.21648472222222","1193","","PG(13:0_22:5)+H",0,0,0,1,1,1,"3.91648472222222","4.21648472222222","1193","","PG(13:0_22:5)+H",0,0,0,9595.207,10475,5904.778,"3.91648472222222","4.21648472222222","1193","","PG(13:0_22:5)+H",0,0,0,71.0857,95.08569,123.117,"3.91648472222222","4.21648472222222","1193","","PG(13:0_22:5)+H","755.48591","271.2268","387.2894","71.0856","95.0855","123.1168","3.91648472222222","4.21648472222222","1193"
"","PG(13:0_23:0)+H",0,0,0,0,0,0,"8.55994305555556","8.85994305555556","17853","","PG(13:0_23:0)+H",0,0,0,0,0,0,"8.55994305555556","8.85994305555556","17853","","PG(13:0_23:0)+H",0,0,0,0,0,0,"8.55994305555556","8.85994305555556","17853","","PG(13:0_23:0)+H",0,0,0,0,0,0,"8.55994305555556","8.85994305555556","17853","","PG(13:0_23:0)+H",0,0,0,0,0,0,"8.55994305555556","8.85994305555556","17853","","PG(13:0_23:0)+H","779.57981","271.2268","411.3833","71.0856","95.0855","123.1168","8.55994305555556","8.85994305555556","17853"
"","PG(13:0_23:0)+H",0,0,0,0,0,0,"5.92046388888889","6.22046388888889","17956","","PG(13:0_23:0)+H",0,0,0,0,0,0,"5.92046388888889","6.22046388888889","17956","","PG(13:0_23:0)+H",0,0,0,0,0,0,"5.92046388888889","6.22046388888889","17956","","PG(13:0_23:0)+H",0,0,0,0,0,0,"5.92046388888889","6.22046388888889","17956","","PG(13:0_23:0)+H",0,0,0,0,0,0,"5.92046388888889","6.22046388888889","17956","","PG(13:0_23:0)+H","779.57981","271.2268","411.3833","71.0856","95.0855","123.1168","5.92046388888889","6.22046388888889","17956"
"","PG(13:0_24:0)+H",0,0,0,0,0,0,"7.11634583333333","7.41634583333333","14246","","PG(13:0_24:0)+H",0,0,0,0,0,0,"7.11634583333333","7.41634583333333","14246","","PG(13:0_24:0)+H",0,0,0,0,0,0,"7.11634583333333","7.41634583333333","14246","","PG(13:0_24:0)+H",0,0,0,0,0,0,"7.11634583333333","7.41634583333333","14246","","PG(13:0_24:0)+H",0,0,0,0,0,0,"7.11634583333333","7.41634583333333","14246","","PG(13:0_24:0)+H","793.59541","271.2268","425.3989","71.0856","95.0855","123.1168","7.11634583333333","7.41634583333333","14246"
"","PG(13:0_26:0)+H",0,0,0,0,0,0,"7.31404259259259","7.61404259259259","14274","","PG(13:0_26:0)+H",0,0,0,0,0,0,"7.31404259259259","7.61404259259259","14274","","PG(13:0_26:0)+H",0,0,0,0,0,0,"7.31404259259259","7.61404259259259","14274","","PG(13:0_26:0)+H",0,0,0,0,0,0,"7.31404259259259","7.61404259259259","14274","","PG(13:0_26:0)+H",0,0,0,0,0,0,"7.31404259259259","7.61404259259259","14274","","PG(13:0_26:0)+H","821.62671","271.2268","453.4302","71.0856","95.0855","123.1168","7.31404259259259","7.61404259259259","14274"
"","PG(14:0_14:0)+H",0,1,1,1,1,1,"4.09877222222222","4.39877222222222","816","","PG(14:0_14:0)+H",0,4.263561,4.263561,4.263561,4.263561,4.263561,"4.09877222222222","4.39877222222222","816","","PG(14:0_14:0)+H",0,1,1,1,1,1,"4.09877222222222","4.39877222222222","816","","PG(14:0_14:0)+H",0,81898.52,81898.52,46431.48,57082.63,25302.74,"4.09877222222222","4.39877222222222","816","","PG(14:0_14:0)+H",0,285.2427,285.2427,71.08571,95.08569,123.117,"4.09877222222222","4.39877222222222","816","","PG(14:0_14:0)+H","667.45451","285.2424","285.2424","71.0856","95.0855","123.1168","4.09877222222222","4.39877222222222","816"
"","PG(14:0_14:0)+H",0,0,0,0,0,0,"4.89391212121212","5.19391212121212","7999","","PG(14:0_14:0)+H",0,0,0,0,0,0,"4.89391212121212","5.19391212121212","7999","","PG(14:0_14:0)+H",0,0,0,0,0,0,"4.89391212121212","5.19391212121212","7999","","PG(14:0_14:0)+H",0,0,0,0,0,0,"4.89391212121212","5.19391212121212","7999","","PG(14:0_14:0)+H",0,0,0,0,0,0,"4.89391212121212","5.19391212121212","7999","","PG(14:0_14:0)+H","667.45451","285.2424","285.2424","71.0856","95.0855","123.1168","4.89391212121212","5.19391212121212","7999"
"","PG(14:0_14:0)+H",0,0,0,0,0,0,"0.212874242424242","0.512874242424242","9146","","PG(14:0_14:0)+H",0,0,0,0,0,0,"0.212874242424242","0.512874242424242","9146","","PG(14:0_14:0)+H",0,0,0,0,0,0,"0.212874242424242","0.512874242424242","9146","","PG(14:0_14:0)+H",0,0,0,0,0,0,"0.212874242424242","0.512874242424242","9146","","PG(14:0_14:0)+H",0,0,0,0,0,0,"0.212874242424242","0.512874242424242","9146","","PG(14:0_14:0)+H","667.45451","285.2424","285.2424","71.0856","95.0855","123.1168","0.212874242424242","0.512874242424242","9146"
"","PG(14:0_14:0)+H",0,0,0,0,0,0,"4.91876833333333","5.21876833333333","17671","","PG(14:0_14:0)+H",0,0,0,0,0,0,"4.91876833333333","5.21876833333333","17671","","PG(14:0_14:0)+H",0,0,0,0,0,0,"4.91876833333333","5.21876833333333","17671","","PG(14:0_14:0)+H",0,0,0,0,0,0,"4.91876833333333","5.21876833333333","17671","","PG(14:0_14:0)+H",0,0,0,0,0,0,"4.91876833333333","5.21876833333333","17671","","PG(14:0_14:0)+H","667.45451","285.2424","285.2424","71.0856","95.0855","123.1168","4.91876833333333","5.21876833333333","17671"
"","PG(14:0_17:1)+H",0,0,0,0,0,0,"8.81582083333333","9.11582083333333","8562","","PG(14:0_17:1)+H",0,0,0,0,0,0,"8.81582083333333","9.11582083333333","8562","","PG(14:0_17:1)+H",0,0,0,0,0,0,"8.81582083333333","9.11582083333333","8562","","PG(14:0_17:1)+H",0,0,0,0,0,0,"8.81582083333333","9.11582083333333","8562","","PG(14:0_17:1)+H",0,0,0,0,0,0,"8.81582083333333","9.11582083333333","8562","","PG(14:0_17:1)+H","707.48581","285.2424","325.2737","71.0856","95.0855","123.1168","8.81582083333333","9.11582083333333","8562"
"","PG(14:0_20:0)+H",0,0,0,0,0,0,"7.82195138888889","8.12195138888889","9101","","PG(14:0_20:0)+H",0,0,0,0,0,0,"7.82195138888889","8.12195138888889","9101","","PG(14:0_20:0)+H",0,0,0,0,0,0,"7.82195138888889","8.12195138888889","9101","","PG(14:0_20:0)+H",0,0,0,0,0,0,"7.82195138888889","8.12195138888889","9101","","PG(14:0_20:0)+H",0,0,0,0,0,0,"7.82195138888889","8.12195138888889","9101","","PG(14:0_20:0)+H","751.54841","285.2424","369.3363","71.0856","95.0855","123.1168","7.82195138888889","8.12195138888889","9101"
"","PG(14:0_20:0)+H",0,0,0,0,0,0,"7.39776388888889","7.69776388888889","17810","","PG(14:0_20:0)+H",0,0,0,0,0,0,"7.39776388888889","7.69776388888889","17810","","PG(14:0_20:0)+H",0,0,0,0,0,0,"7.39776388888889","7.69776388888889","17810","","PG(14:0_20:0)+H",0,0,0,0,0,0,"7.39776388888889","7.69776388888889","17810","","PG(14:0_20:0)+H",0,0,0,0,0,0,"7.39776388888889","7.69776388888889","17810","","PG(14:0_20:0)+H","751.54841","285.2424","369.3363","71.0856","95.0855","123.1168","7.39776388888889","7.69776388888889","17810"
"","PG(14:0_20:1)+H",0,0,0,0,0,0,"6.12882638888889","6.42882638888889","17858","","PG(14:0_20:1)+H",0,0,0,0,0,0,"6.12882638888889","6.42882638888889","17858","","PG(14:0_20:1)+H",0,0,0,0,0,0,"6.12882638888889","6.42882638888889","17858","","PG(14:0_20:1)+H",0,0,0,0,0,0,"6.12882638888889","6.42882638888889","17858","","PG(14:0_20:1)+H",0,0,0,0,0,0,"6.12882638888889","6.42882638888889","17858","","PG(14:0_20:1)+H","749.53281","285.2424","367.3207","71.0856","95.0855","123.1168","6.12882638888889","6.42882638888889","17858"
"","PG(14:0_21:0)+H",0,0,0,0,0,0,"5.769355","6.069355","15222","","PG(14:0_21:0)+H",0,0,0,0,0,0,"5.769355","6.069355","15222","","PG(14:0_21:0)+H",0,0,0,0,0,0,"5.769355","6.069355","15222","","PG(14:0_21:0)+H",0,0,0,0,0,0,"5.769355","6.069355","15222","","PG(14:0_21:0)+H",0,0,0,0,0,0,"5.769355","6.069355","15222","","PG(14:0_21:0)+H","765.56411","285.2424","383.352","71.0856","95.0855","123.1168","5.769355","6.069355","15222"
"","PG(14:0_21:0)+H",0,0,0,0,0,0,"5.30083181818182","5.60083181818182","18052","","PG(14:0_21:0)+H",0,0,0,0,0,0,"5.30083181818182","5.60083181818182","18052","","PG(14:0_21:0)+H",0,0,0,0,0,0,"5.30083181818182","5.60083181818182","18052","","PG(14:0_21:0)+H",0,0,0,0,0,0,"5.30083181818182","5.60083181818182","18052","","PG(14:0_21:0)+H",0,0,0,0,0,0,"5.30083181818182","5.60083181818182","18052","","PG(14:0_21:0)+H","765.56411","285.2424","383.352","71.0856","95.0855","123.1168","5.30083181818182","5.60083181818182","18052"
"","PG(14:0_21:0)+H",0,0,0,0,0,0,"5.0812375","5.3812375","18081","","PG(14:0_21:0)+H",0,0,0,0,0,0,"5.0812375","5.3812375","18081","","PG(14:0_21:0)+H",0,0,0,0,0,0,"5.0812375","5.3812375","18081","","PG(14:0_21:0)+H",0,0,0,0,0,0,"5.0812375","5.3812375","18081","","PG(14:0_21:0)+H",0,0,0,0,0,0,"5.0812375","5.3812375","18081","","PG(14:0_21:0)+H","765.56411","285.2424","383.352","71.0856","95.0855","123.1168","5.0812375","5.3812375","18081"
"","PG(14:0_22:0)+H",0,0,0,0,0,0,"8.55994305555556","8.85994305555556","17853","","PG(14:0_22:0)+H",0,0,0,0,0,0,"8.55994305555556","8.85994305555556","17853","","PG(14:0_22:0)+H",0,0,0,0,0,0,"8.55994305555556","8.85994305555556","17853","","PG(14:0_22:0)+H",0,0,0,0,0,0,"8.55994305555556","8.85994305555556","17853","","PG(14:0_22:0)+H",0,0,0,0,0,0,"8.55994305555556","8.85994305555556","17853","","PG(14:0_22:0)+H","779.57971","285.2424","397.3676","71.0856","95.0855","123.1168","8.55994305555556","8.85994305555556","17853"
"","PG(14:0_22:0)+H",0,0,0,0,0,0,"5.92046388888889","6.22046388888889","17956","","PG(14:0_22:0)+H",0,0,0,0,0,0,"5.92046388888889","6.22046388888889","17956","","PG(14:0_22:0)+H",0,0,0,0,0,0,"5.92046388888889","6.22046388888889","17956","","PG(14:0_22:0)+H",0,0,0,0,0,0,"5.92046388888889","6.22046388888889","17956","","PG(14:0_22:0)+H",0,0,0,0,0,0,"5.92046388888889","6.22046388888889","17956","","PG(14:0_22:0)+H","779.57971","285.2424","397.3676","71.0856","95.0855","123.1168","5.92046388888889","6.22046388888889","17956"
"","PG(14:0_22:1)+H",0,0,0,0,0,0,"5.70189027777778","6.00189027777778","11085","","PG(14:0_22:1)+H",0,0,0,0,0,0,"5.70189027777778","6.00189027777778","11085","","PG(14:0_22:1)+H",0,0,0,0,0,0,"5.70189027777778","6.00189027777778","11085","","PG(14:0_22:1)+H",0,0,0,0,0,0,"5.70189027777778","6.00189027777778","11085","","PG(14:0_22:1)+H",0,0,0,0,0,0,"5.70189027777778","6.00189027777778","11085","","PG(14:0_22:1)+H","777.56411","285.2424","395.352","71.0856","95.0855","123.1168","5.70189027777778","6.00189027777778","11085"
"","PG(14:0_22:1)+H",0,0,0,0,0,0,"5.3728196969697","5.6728196969697","18005","","PG(14:0_22:1)+H",0,0,0,0,0,0,"5.3728196969697","5.6728196969697","18005","","PG(14:0_22:1)+H",0,0,0,0,0,0,"5.3728196969697","5.6728196969697","18005","","PG(14:0_22:1)+H",0,0,0,0,0,0,"5.3728196969697","5.6728196969697","18005","","PG(14:0_22:1)+H",0,0,0,0,0,0,"5.3728196969697","5.6728196969697","18005","","PG(14:0_22:1)+H","777.56411","285.2424","395.352","71.0856","95.0855","123.1168","5.3728196969697","5.6728196969697","18005"
"","PG(14:0_22:2)+H",0,0,0,0,0,0,"8.15289166666667","8.45289166666667","18362","","PG(14:0_22:2)+H",0,0,0,0,0,0,"8.15289166666667","8.45289166666667","18362","","PG(14:0_22:2)+H",0,0,0,0,0,0,"8.15289166666667","8.45289166666667","18362","","PG(14:0_22:2)+H",0,0,0,0,0,0,"8.15289166666667","8.45289166666667","18362","","PG(14:0_22:2)+H",0,0,0,0,0,0,"8.15289166666667","8.45289166666667","18362","","PG(14:0_22:2)+H","775.54841","285.2424","393.3363","71.0856","95.0855","123.1168","8.15289166666667","8.45289166666667","18362"
"","PG(14:0_22:3)+H",0,0,0,0,0,0,"7.81658194444445","8.11658194444445","1422","","PG(14:0_22:3)+H",0,0,0,0,0,0,"7.81658194444445","8.11658194444445","1422","","PG(14:0_22:3)+H",0,0,0,0,0,0,"7.81658194444445","8.11658194444445","1422","","PG(14:0_22:3)+H",0,0,0,0,0,0,"7.81658194444445","8.11658194444445","1422","","PG(14:0_22:3)+H",0,0,0,0,0,0,"7.81658194444445","8.11658194444445","1422","","PG(14:0_22:3)+H","773.53281","285.2424","391.3207","71.0856","95.0855","123.1168","7.81658194444445","8.11658194444445","1422"
"","PG(14:0_22:5)+H",0,0,0,0,0,0,"4.39189444444444","4.69189444444444","3722","","PG(14:0_22:5)+H",0,0,0,0,0,0,"4.39189444444444","4.69189444444444","3722","","PG(14:0_22:5)+H",0,0,0,0,0,0,"4.39189444444444","4.69189444444444","3722","","PG(14:0_22:5)+H",0,0,0,0,0,0,"4.39189444444444","4.69189444444444","3722","","PG(14:0_22:5)+H",0,0,0,0,0,0,"4.39189444444444","4.69189444444444","3722","","PG(14:0_22:5)+H","769.50151","285.2424","387.2894","71.0856","95.0855","123.1168","4.39189444444444","4.69189444444444","3722"
"","PG(14:0_22:5)+H",0,0,0,0,0,0,"5.08792083333333","5.38792083333333","11087","","PG(14:0_22:5)+H",0,0,0,0,0,0,"5.08792083333333","5.38792083333333","11087","","PG(14:0_22:5)+H",0,0,0,0,0,0,"5.08792083333333","5.38792083333333","11087","","PG(14:0_22:5)+H",0,0,0,0,0,0,"5.08792083333333","5.38792083333333","11087","","PG(14:0_22:5)+H",0,0,0,0,0,0,"5.08792083333333","5.38792083333333","11087","","PG(14:0_22:5)+H","769.50151","285.2424","387.2894","71.0856","95.0855","123.1168","5.08792083333333","5.38792083333333","11087"
"","PG(14:0_23:0)+H",0,0,0,0,0,0,"7.11634583333333","7.41634583333333","14246","","PG(14:0_23:0)+H",0,0,0,0,0,0,"7.11634583333333","7.41634583333333","14246","","PG(14:0_23:0)+H",0,0,0,0,0,0,"7.11634583333333","7.41634583333333","14246","","PG(14:0_23:0)+H",0,0,0,0,0,0,"7.11634583333333","7.41634583333333","14246","","PG(14:0_23:0)+H",0,0,0,0,0,0,"7.11634583333333","7.41634583333333","14246","","PG(14:0_23:0)+H","793.59541","285.2424","411.3833","71.0856","95.0855","123.1168","7.11634583333333","7.41634583333333","14246"
"","PG(14:0_24:1)+H",0,0,0,0,0,0,"8.92285","9.22285","17290","","PG(14:0_24:1)+H",0,0,0,0,0,0,"8.92285","9.22285","17290","","PG(14:0_24:1)+H",0,0,0,0,0,0,"8.92285","9.22285","17290","","PG(14:0_24:1)+H",0,0,0,0,0,0,"8.92285","9.22285","17290","","PG(14:0_24:1)+H",0,0,0,0,0,0,"8.92285","9.22285","17290","","PG(14:0_24:1)+H","805.59541","285.2424","423.3833","71.0856","95.0855","123.1168","8.92285","9.22285","17290"
"","PG(14:0_25:0)+H",0,0,0,0,0,0,"7.31404259259259","7.61404259259259","14274","","PG(14:0_25:0)+H",0,0,0,0,0,0,"7.31404259259259","7.61404259259259","14274","","PG(14:0_25:0)+H",0,0,0,0,0,0,"7.31404259259259","7.61404259259259","14274","","PG(14:0_25:0)+H",0,0,0,0,0,0,"7.31404259259259","7.61404259259259","14274","","PG(14:0_25:0)+H",0,0,0,0,0,0,"7.31404259259259","7.61404259259259","14274","","PG(14:0_25:0)+H","821.62671","285.2424","439.4146","71.0856","95.0855","123.1168","7.31404259259259","7.61404259259259","14274"
"","PG(14:0_26:0)+H",0,0,0,0,0,0,"8.26530416666667","8.56530416666667","12556","","PG(14:0_26:0)+H",0,0,0,0,0,0,"8.26530416666667","8.56530416666667","12556","","PG(14:0_26:0)+H",0,0,0,0,0,0,"8.26530416666667","8.56530416666667","12556","","PG(14:0_26:0)+H",0,0,0,0,0,0,"8.26530416666667","8.56530416666667","12556","","PG(14:0_26:0)+H",0,0,0,0,0,0,"8.26530416666667","8.56530416666667","12556","","PG(14:0_26:0)+H","835.64231","285.2424","453.4302","71.0856","95.0855","123.1168","8.26530416666667","8.56530416666667","12556"
"","PG(14:1_17:0)+H",0,0,0,0,0,0,"8.81582083333333","9.11582083333333","8562","","PG(14:1_17:0)+H",0,0,0,0,0,0,"8.81582083333333","9.11582083333333","8562","","PG(14:1_17:0)+H",0,0,0,0,0,0,"8.81582083333333","9.11582083333333","8562","","PG(14:1_17:0)+H",0,0,0,0,0,0,"8.81582083333333","9.11582083333333","8562","","PG(14:1_17:0)+H",0,0,0,0,0,0,"8.81582083333333","9.11582083333333","8562","","PG(14:1_17:0)+H","707.48591","283.2268","327.2894","71.0856","95.0855","123.1168","8.81582083333333","9.11582083333333","8562"
"","PG(14:1_20:0)+H",0,0,0,0,0,0,"6.12882638888889","6.42882638888889","17858","","PG(14:1_20:0)+H",0,0,0,0,0,0,"6.12882638888889","6.42882638888889","17858","","PG(14:1_20:0)+H",0,0,0,0,0,0,"6.12882638888889","6.42882638888889","17858","","PG(14:1_20:0)+H",0,0,0,0,0,0,"6.12882638888889","6.42882638888889","17858","","PG(14:1_20:0)+H",0,0,0,0,0,0,"6.12882638888889","6.42882638888889","17858","","PG(14:1_20:0)+H","749.53281","283.2268","369.3363","71.0856","95.0855","123.1168","6.12882638888889","6.42882638888889","17858"
"","PG(14:1_22:0)+H",0,0,0,0,0,0,"5.70189027777778","6.00189027777778","11085","","PG(14:1_22:0)+H",0,0,0,0,0,0,"5.70189027777778","6.00189027777778","11085","","PG(14:1_22:0)+H",0,0,0,0,0,0,"5.70189027777778","6.00189027777778","11085","","PG(14:1_22:0)+H",0,0,0,0,0,0,"5.70189027777778","6.00189027777778","11085","","PG(14:1_22:0)+H",0,0,0,0,0,0,"5.70189027777778","6.00189027777778","11085","","PG(14:1_22:0)+H","777.56411","283.2268","397.3676","71.0856","95.0855","123.1168","5.70189027777778","6.00189027777778","11085"
"","PG(14:1_22:0)+H",0,0,0,0,0,0,"5.3728196969697","5.6728196969697","18005","","PG(14:1_22:0)+H",0,0,0,0,0,0,"5.3728196969697","5.6728196969697","18005","","PG(14:1_22:0)+H",0,0,0,0,0,0,"5.3728196969697","5.6728196969697","18005","","PG(14:1_22:0)+H",0,0,0,0,0,0,"5.3728196969697","5.6728196969697","18005","","PG(14:1_22:0)+H",0,0,0,0,0,0,"5.3728196969697","5.6728196969697","18005","","PG(14:1_22:0)+H","777.56411","283.2268","397.3676","71.0856","95.0855","123.1168","5.3728196969697","5.6728196969697","18005"
"","PG(14:1_22:1)+H",0,0,0,0,0,0,"8.15289166666667","8.45289166666667","18362","","PG(14:1_22:1)+H",0,0,0,0,0,0,"8.15289166666667","8.45289166666667","18362","","PG(14:1_22:1)+H",0,0,0,0,0,0,"8.15289166666667","8.45289166666667","18362","","PG(14:1_22:1)+H",0,0,0,0,0,0,"8.15289166666667","8.45289166666667","18362","","PG(14:1_22:1)+H",0,0,0,0,0,0,"8.15289166666667","8.45289166666667","18362","","PG(14:1_22:1)+H","775.54851","283.2268","395.352","71.0856","95.0855","123.1168","8.15289166666667","8.45289166666667","18362"
"","PG(14:1_22:2)+H",0,0,0,0,0,0,"7.81658194444445","8.11658194444445","1422","","PG(14:1_22:2)+H",0,0,0,0,0,0,"7.81658194444445","8.11658194444445","1422","","PG(14:1_22:2)+H",0,0,0,0,0,0,"7.81658194444445","8.11658194444445","1422","","PG(14:1_22:2)+H",0,0,0,0,0,0,"7.81658194444445","8.11658194444445","1422","","PG(14:1_22:2)+H",0,0,0,0,0,0,"7.81658194444445","8.11658194444445","1422","","PG(14:1_22:2)+H","773.53281","283.2268","393.3363","71.0856","95.0855","123.1168","7.81658194444445","8.11658194444445","1422"
"","PG(14:1_22:4)+H",0,0,0,0,0,0,"4.39189444444444","4.69189444444444","3722","","PG(14:1_22:4)+H",0,0,0,0,0,0,"4.39189444444444","4.69189444444444","3722","","PG(14:1_22:4)+H",0,0,0,0,0,0,"4.39189444444444","4.69189444444444","3722","","PG(14:1_22:4)+H",0,0,0,0,0,0,"4.39189444444444","4.69189444444444","3722","","PG(14:1_22:4)+H",0,0,0,0,0,0,"4.39189444444444","4.69189444444444","3722","","PG(14:1_22:4)+H","769.50151","283.2268","389.305","71.0856","95.0855","123.1168","4.39189444444444","4.69189444444444","3722"
"","PG(14:1_22:4)+H",0,0,0,0,0,0,"5.08792083333333","5.38792083333333","11087","","PG(14:1_22:4)+H",0,0,0,0,0,0,"5.08792083333333","5.38792083333333","11087","","PG(14:1_22:4)+H",0,0,0,0,0,0,"5.08792083333333","5.38792083333333","11087","","PG(14:1_22:4)+H",0,0,0,0,0,0,"5.08792083333333","5.38792083333333","11087","","PG(14:1_22:4)+H",0,0,0,0,0,0,"5.08792083333333","5.38792083333333","11087","","PG(14:1_22:4)+H","769.50151","283.2268","389.305","71.0856","95.0855","123.1168","5.08792083333333","5.38792083333333","11087"
