"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","Plasmanyl-PC","[M+H]+","MH-PC","NL_sn1_ether","NL_sn1_59","NL_sn2_acyl","sn2_NL_H2O","LPC_T2_H","RCOO+58_T2","RCO_T2","PC_Head","RT_min","RT_max","Comment","RT at Max Intensity","Plasmanyl-PC","[M+H]+","MH-PC","NL_sn1_ether","NL_sn1_59","NL_sn2_acyl","sn2_NL_H2O","LPC_T2_H","RCOO+58_T2","RCO_T2","PC_Head","RT_min","RT_max","Comment","Number of Scans","Plasmanyl-PC","[M+H]+","MH-PC","NL_sn1_ether","NL_sn1_59","NL_sn2_acyl","sn2_NL_H2O","LPC_T2_H","RCOO+58_T2","RCO_T2","PC_Head","RT_min","RT_max","Comment","Max Intensity","Plasmanyl-PC","[M+H]+","MH-PC","NL_sn1_ether","NL_sn1_59","NL_sn2_acyl","sn2_NL_H2O","LPC_T2_H","RCOO+58_T2","RCO_T2","PC_Head","RT_min","RT_max","Comment","Average m/z","Plasmanyl-PC","[M+H]+","MH-PC","NL_sn1_ether","NL_sn1_59","NL_sn2_acyl","sn2_NL_H2O","LPC_T2_H","RCOO+58_T2","RCO_T2","PC_Head","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","Plasmanyl-PC","[M+H]+","MH-PC","NL_sn1_ether","NL_sn1_59","NL_sn2_acyl","sn2_NL_H2O","LPC_T2_H","RCOO+58_T2","RCO_T2","PC_Head","RT_min","RT_max","Comment"
"","Plasmanyl-PC(O-18:0/16:1)+H",1,0,0,0,0,0,0,0,0,1,"8.86561944444444","9.16561944444444","2012","","Plasmanyl-PC(O-18:0/16:1)+H",8.923824,0,0,0,0,0,0,0,0,8.923824,"8.86561944444444","9.16561944444444","2012","","Plasmanyl-PC(O-18:0/16:1)+H",1,0,0,0,0,0,0,0,0,1,"8.86561944444444","9.16561944444444","2012","","Plasmanyl-PC(O-18:0/16:1)+H",5078.562,0,0,0,0,0,0,0,0,33444.68,"8.86561944444444","9.16561944444444","2012","","Plasmanyl-PC(O-18:0/16:1)+H",746.6073,0,0,0,0,0,0,0,0,184.0739,"8.86561944444444","9.16561944444444","2012","","Plasmanyl-PC(O-18:0/16:1)+H","746.6058576","563.5398176","478.3293926","419.2558926","510.3918776","492.3813176","494.32419","311.25813","237.2219","184.07332","8.86561944444444","9.16561944444444","2012"
"","Plasmanyl-PC(O-18:0/17:0)+H",0,0,0,0,0,0,0,0,0,0,"9.5857","9.8857","18129","","Plasmanyl-PC(O-18:0/17:0)+H",0,0,0,0,0,0,0,0,0,0,"9.5857","9.8857","18129","","Plasmanyl-PC(O-18:0/17:0)+H",0,0,0,0,0,0,0,0,0,0,"9.5857","9.8857","18129","","Plasmanyl-PC(O-18:0/17:0)+H",0,0,0,0,0,0,0,0,0,0,"9.5857","9.8857","18129","","Plasmanyl-PC(O-18:0/17:0)+H",0,0,0,0,0,0,0,0,0,0,"9.5857","9.8857","18129","","Plasmanyl-PC(O-18:0/17:0)+H","762.6371576","579.5711176","494.3606926","435.2871926","510.3918776","492.3813176","510.35549","327.28943","253.2532","184.07332","9.5857","9.8857","18129"
"","Plasmanyl-PC(O-18:0/17:2)+H",0,0,0,0,0,0,0,0,0,0,"7.68438194444444","7.98438194444444","1523","","Plasmanyl-PC(O-18:0/17:2)+H",0,0,0,0,0,0,0,0,0,0,"7.68438194444444","7.98438194444444","1523","","Plasmanyl-PC(O-18:0/17:2)+H",0,0,0,0,0,0,0,0,0,0,"7.68438194444444","7.98438194444444","1523","","Plasmanyl-PC(O-18:0/17:2)+H",0,0,0,0,0,0,0,0,0,0,"7.68438194444444","7.98438194444444","1523","","Plasmanyl-PC(O-18:0/17:2)+H",0,0,0,0,0,0,0,0,0,0,"7.68438194444444","7.98438194444444","1523","","Plasmanyl-PC(O-18:0/17:2)+H","758.6058576","575.5398176","490.3293926","431.2558926","510.3918776","492.3813176","506.32419","323.25813","249.2219","184.07332","7.68438194444444","7.98438194444444","1523"
"","Plasmanyl-PC(O-18:0/17:2)+H",0,0,0,0,0,0,0,0,0,0,"8.17757222222222","8.47757222222222","1725","","Plasmanyl-PC(O-18:0/17:2)+H",0,0,0,0,0,0,0,0,0,0,"8.17757222222222","8.47757222222222","1725","","Plasmanyl-PC(O-18:0/17:2)+H",0,0,0,0,0,0,0,0,0,0,"8.17757222222222","8.47757222222222","1725","","Plasmanyl-PC(O-18:0/17:2)+H",0,0,0,0,0,0,0,0,0,0,"8.17757222222222","8.47757222222222","1725","","Plasmanyl-PC(O-18:0/17:2)+H",0,0,0,0,0,0,0,0,0,0,"8.17757222222222","8.47757222222222","1725","","Plasmanyl-PC(O-18:0/17:2)+H","758.6058576","575.5398176","490.3293926","431.2558926","510.3918776","492.3813176","506.32419","323.25813","249.2219","184.07332","8.17757222222222","8.47757222222222","1725"
"","Plasmanyl-PC(O-18:0/17:2)+H",0,0,0,0,0,0,0,0,0,0,"10.1578666666667","10.4578666666667","4902","","Plasmanyl-PC(O-18:0/17:2)+H",0,0,0,0,0,0,0,0,0,0,"10.1578666666667","10.4578666666667","4902","","Plasmanyl-PC(O-18:0/17:2)+H",0,0,0,0,0,0,0,0,0,0,"10.1578666666667","10.4578666666667","4902","","Plasmanyl-PC(O-18:0/17:2)+H",0,0,0,0,0,0,0,0,0,0,"10.1578666666667","10.4578666666667","4902","","Plasmanyl-PC(O-18:0/17:2)+H",0,0,0,0,0,0,0,0,0,0,"10.1578666666667","10.4578666666667","4902","","Plasmanyl-PC(O-18:0/17:2)+H","758.6058576","575.5398176","490.3293926","431.2558926","510.3918776","492.3813176","506.32419","323.25813","249.2219","184.07332","10.1578666666667","10.4578666666667","4902"
"","Plasmanyl-PC(O-18:0/17:2)+H",0,0,0,0,0,0,0,0,0,0,"8.19072638888889","8.49072638888889","12721","","Plasmanyl-PC(O-18:0/17:2)+H",0,0,0,0,0,0,0,0,0,0,"8.19072638888889","8.49072638888889","12721","","Plasmanyl-PC(O-18:0/17:2)+H",0,0,0,0,0,0,0,0,0,0,"8.19072638888889","8.49072638888889","12721","","Plasmanyl-PC(O-18:0/17:2)+H",0,0,0,0,0,0,0,0,0,0,"8.19072638888889","8.49072638888889","12721","","Plasmanyl-PC(O-18:0/17:2)+H",0,0,0,0,0,0,0,0,0,0,"8.19072638888889","8.49072638888889","12721","","Plasmanyl-PC(O-18:0/17:2)+H","758.6058576","575.5398176","490.3293926","431.2558926","510.3918776","492.3813176","506.32419","323.25813","249.2219","184.07332","8.19072638888889","8.49072638888889","12721"
"","Plasmanyl-PC(O-18:0/17:2)+H",0,0,0,0,0,0,0,0,0,0,"9.53611515151515","9.83611515151515","19054","","Plasmanyl-PC(O-18:0/17:2)+H",0,0,0,0,0,0,0,0,0,0,"9.53611515151515","9.83611515151515","19054","","Plasmanyl-PC(O-18:0/17:2)+H",0,0,0,0,0,0,0,0,0,0,"9.53611515151515","9.83611515151515","19054","","Plasmanyl-PC(O-18:0/17:2)+H",0,0,0,0,0,0,0,0,0,0,"9.53611515151515","9.83611515151515","19054","","Plasmanyl-PC(O-18:0/17:2)+H",0,0,0,0,0,0,0,0,0,0,"9.53611515151515","9.83611515151515","19054","","Plasmanyl-PC(O-18:0/17:2)+H","758.6058576","575.5398176","490.3293926","431.2558926","510.3918776","492.3813176","506.32419","323.25813","249.2219","184.07332","9.53611515151515","9.83611515151515","19054"
"","Plasmanyl-PC(O-18:0/18:0)+H",0,0,0,0,0,0,0,0,0,0,"9.9983611111111","10.2983611111111","2333","","Plasmanyl-PC(O-18:0/18:0)+H",0,0,0,0,0,0,0,0,0,0,"9.9983611111111","10.2983611111111","2333","","Plasmanyl-PC(O-18:0/18:0)+H",0,0,0,0,0,0,0,0,0,0,"9.9983611111111","10.2983611111111","2333","","Plasmanyl-PC(O-18:0/18:0)+H",0,0,0,0,0,0,0,0,0,0,"9.9983611111111","10.2983611111111","2333","","Plasmanyl-PC(O-18:0/18:0)+H",0,0,0,0,0,0,0,0,0,0,"9.9983611111111","10.2983611111111","2333","","Plasmanyl-PC(O-18:0/18:0)+H","776.6527576","593.5867176","508.3762926","449.3027926","510.3918776","492.3813176","524.37109","341.30503","267.2688","184.07332","9.9983611111111","10.2983611111111","2333"
"","Plasmanyl-PC(O-18:0/18:1)+H",0,0,0,0,0,0,0,0,0,0,"9.8780430555556","10.1780430555556","8416","","Plasmanyl-PC(O-18:0/18:1)+H",0,0,0,0,0,0,0,0,0,0,"9.8780430555556","10.1780430555556","8416","","Plasmanyl-PC(O-18:0/18:1)+H",0,0,0,0,0,0,0,0,0,0,"9.8780430555556","10.1780430555556","8416","","Plasmanyl-PC(O-18:0/18:1)+H",0,0,0,0,0,0,0,0,0,0,"9.8780430555556","10.1780430555556","8416","","Plasmanyl-PC(O-18:0/18:1)+H",0,0,0,0,0,0,0,0,0,0,"9.8780430555556","10.1780430555556","8416","","Plasmanyl-PC(O-18:0/18:1)+H","774.6371576","591.5711176","506.3606926","447.2871926","510.3918776","492.3813176","522.35549","339.28943","265.2532","184.07332","9.8780430555556","10.1780430555556","8416"
"","Plasmanyl-PC(O-18:0/18:1)+H",0,0,0,0,0,0,0,0,0,0,"9.08602222222222","9.38602222222222","9105","","Plasmanyl-PC(O-18:0/18:1)+H",0,0,0,0,0,0,0,0,0,0,"9.08602222222222","9.38602222222222","9105","","Plasmanyl-PC(O-18:0/18:1)+H",0,0,0,0,0,0,0,0,0,0,"9.08602222222222","9.38602222222222","9105","","Plasmanyl-PC(O-18:0/18:1)+H",0,0,0,0,0,0,0,0,0,0,"9.08602222222222","9.38602222222222","9105","","Plasmanyl-PC(O-18:0/18:1)+H",0,0,0,0,0,0,0,0,0,0,"9.08602222222222","9.38602222222222","9105","","Plasmanyl-PC(O-18:0/18:1)+H","774.6371576","591.5711176","506.3606926","447.2871926","510.3918776","492.3813176","522.35549","339.28943","265.2532","184.07332","9.08602222222222","9.38602222222222","9105"
"","Plasmanyl-PC(O-18:0/18:1)+H",0,0,0,0,0,0,0,0,0,0,"8.60703888888889","8.90703888888889","16335","","Plasmanyl-PC(O-18:0/18:1)+H",0,0,0,0,0,0,0,0,0,0,"8.60703888888889","8.90703888888889","16335","","Plasmanyl-PC(O-18:0/18:1)+H",0,0,0,0,0,0,0,0,0,0,"8.60703888888889","8.90703888888889","16335","","Plasmanyl-PC(O-18:0/18:1)+H",0,0,0,0,0,0,0,0,0,0,"8.60703888888889","8.90703888888889","16335","","Plasmanyl-PC(O-18:0/18:1)+H",0,0,0,0,0,0,0,0,0,0,"8.60703888888889","8.90703888888889","16335","","Plasmanyl-PC(O-18:0/18:1)+H","774.6371576","591.5711176","506.3606926","447.2871926","510.3918776","492.3813176","522.35549","339.28943","265.2532","184.07332","8.60703888888889","8.90703888888889","16335"
"","Plasmanyl-PC(O-18:0/18:2)+H",1,1,0,0,1,1,0,0,0,1,"8.2390125","8.5390125","203","","Plasmanyl-PC(O-18:0/18:2)+H",8.402451,8.402451,0,0,8.402451,8.402451,0,0,0,8.402451,"8.2390125","8.5390125","203","","Plasmanyl-PC(O-18:0/18:2)+H",1,1,0,0,1,1,0,0,0,1,"8.2390125","8.5390125","203","","Plasmanyl-PC(O-18:0/18:2)+H",1431221,11450.56,0,0,25819.19,1499.046,0,0,0,12032410,"8.2390125","8.5390125","203","","Plasmanyl-PC(O-18:0/18:2)+H",772.6232,589.557,0,0,510.3934,492.3823,0,0,0,184.0737,"8.2390125","8.5390125","203","","Plasmanyl-PC(O-18:0/18:2)+H","772.6214576","589.5554176","504.3449926","445.2714926","510.3918776","492.3813176","520.33979","337.27373","263.2375","184.07332","8.2390125","8.5390125","203"
"","Plasmanyl-PC(O-18:0/18:2)+H",1,0,1,0,0,0,0,0,0,1,"8.91349027777778","9.21349027777778","837","","Plasmanyl-PC(O-18:0/18:2)+H",9.050057,0,9.050057,9.050057,0,0,0,0,0,9.050057,"8.91349027777778","9.21349027777778","837","","Plasmanyl-PC(O-18:0/18:2)+H",1,0,1,1,0,0,0,0,0,1,"8.91349027777778","9.21349027777778","837","","Plasmanyl-PC(O-18:0/18:2)+H",228254.6,0,14346.01,983.6043,0,0,0,0,0,1662145,"8.91349027777778","9.21349027777778","837","","Plasmanyl-PC(O-18:0/18:2)+H",772.6237,0,504.3465,445.2722,0,0,0,0,0,184.0739,"8.91349027777778","9.21349027777778","837","","Plasmanyl-PC(O-18:0/18:2)+H","772.6214576","589.5554176","504.3449926","445.2714926","510.3918776","492.3813176","520.33979","337.27373","263.2375","184.07332","8.91349027777778","9.21349027777778","837"
"","Plasmanyl-PC(O-18:0/18:3)+H",1,1,1,0,0,0,0,0,0,1,"7.12425","7.42425","174","","Plasmanyl-PC(O-18:0/18:3)+H",7.265408,7.265408,7.265408,0,0,0,0,0,0,7.265408,"7.12425","7.42425","174","","Plasmanyl-PC(O-18:0/18:3)+H",1,1,1,0,0,0,0,0,0,1,"7.12425","7.42425","174","","Plasmanyl-PC(O-18:0/18:3)+H",1512065,9411.657,4989.824,0,0,0,0,0,0,14802940,"7.12425","7.42425","174","","Plasmanyl-PC(O-18:0/18:3)+H",770.6057,587.5403,502.3297,0,0,0,0,0,0,184.0733,"7.12425","7.42425","174","","Plasmanyl-PC(O-18:0/18:3)+H","770.6058576","587.5398176","502.3293926","443.2558926","510.3918776","492.3813176","518.32419","335.25813","261.2219","184.07332","7.12425","7.42425","174"
"","Plasmanyl-PC(O-18:0/18:3)+H",1,0,1,1,0,0,0,0,0,1,"8.04894027777778","8.34894027777778","213","","Plasmanyl-PC(O-18:0/18:3)+H",8.274826,0,8.274826,8.274826,0,0,0,0,0,8.274826,"8.04894027777778","8.34894027777778","213","","Plasmanyl-PC(O-18:0/18:3)+H",1,0,1,1,0,0,0,0,0,1,"8.04894027777778","8.34894027777778","213","","Plasmanyl-PC(O-18:0/18:3)+H",503513.8,0,32072.68,3592.646,0,0,0,0,0,3977707,"8.04894027777778","8.34894027777778","213","","Plasmanyl-PC(O-18:0/18:3)+H",770.6063,0,502.3296,443.2558,0,0,0,0,0,184.0735,"8.04894027777778","8.34894027777778","213","","Plasmanyl-PC(O-18:0/18:3)+H","770.6058576","587.5398176","502.3293926","443.2558926","510.3918776","492.3813176","518.32419","335.25813","261.2219","184.07332","8.04894027777778","8.34894027777778","213"
"","Plasmanyl-PC(O-18:0/18:3)+H",1,1,0,0,0,0,0,0,0,1,"7.39550694444444","7.69550694444444","356","","Plasmanyl-PC(O-18:0/18:3)+H",7.546336,7.546336,0,0,0,0,0,0,0,7.546336,"7.39550694444444","7.69550694444444","356","","Plasmanyl-PC(O-18:0/18:3)+H",1,1,0,0,0,0,0,0,0,1,"7.39550694444444","7.69550694444444","356","","Plasmanyl-PC(O-18:0/18:3)+H",802398.3,5609.828,0,0,0,0,0,0,0,6390902,"7.39550694444444","7.69550694444444","356","","Plasmanyl-PC(O-18:0/18:3)+H",770.6066,587.5394,0,0,0,0,0,0,0,184.0735,"7.39550694444444","7.69550694444444","356","","Plasmanyl-PC(O-18:0/18:3)+H","770.6058576","587.5398176","502.3293926","443.2558926","510.3918776","492.3813176","518.32419","335.25813","261.2219","184.07332","7.39550694444444","7.69550694444444","356"
"","Plasmanyl-PC(O-18:0/18:3)+H",0,0,0,0,0,0,0,0,0,0,"9.02175277777778","9.32175277777778","2983","","Plasmanyl-PC(O-18:0/18:3)+H",0,0,0,0,0,0,0,0,0,0,"9.02175277777778","9.32175277777778","2983","","Plasmanyl-PC(O-18:0/18:3)+H",0,0,0,0,0,0,0,0,0,0,"9.02175277777778","9.32175277777778","2983","","Plasmanyl-PC(O-18:0/18:3)+H",0,0,0,0,0,0,0,0,0,0,"9.02175277777778","9.32175277777778","2983","","Plasmanyl-PC(O-18:0/18:3)+H",0,0,0,0,0,0,0,0,0,0,"9.02175277777778","9.32175277777778","2983","","Plasmanyl-PC(O-18:0/18:3)+H","770.6058576","587.5398176","502.3293926","443.2558926","510.3918776","492.3813176","518.32419","335.25813","261.2219","184.07332","9.02175277777778","9.32175277777778","2983"
"","Plasmanyl-PC(O-18:0/18:4)+H",1,1,0,0,0,0,0,0,0,1,"6.89165555555555","7.19165555555555","61","","Plasmanyl-PC(O-18:0/18:4)+H",7.004563,7.004563,0,0,0,0,0,0,0,7.004563,"6.89165555555555","7.19165555555555","61","","Plasmanyl-PC(O-18:0/18:4)+H",2,2,0,0,0,0,0,0,0,2,"6.89165555555555","7.19165555555555","61","","Plasmanyl-PC(O-18:0/18:4)+H",4144052,25381.86,0,0,0,0,0,0,0,53689460,"6.89165555555555","7.19165555555555","61","","Plasmanyl-PC(O-18:0/18:4)+H",768.58975,585.524,0,0,0,0,0,0,0,184.07315,"6.89165555555555","7.19165555555555","61","","Plasmanyl-PC(O-18:0/18:4)+H","768.5901576","585.5241176","500.3136926","441.2401926","510.3918776","492.3813176","516.30849","333.24243","259.2062","184.07332","6.89165555555555","7.19165555555555","61"
"","Plasmanyl-PC(O-18:0/18:4)+H",0,0,0,0,0,0,0,0,0,0,"8.87606333333333","9.17606333333333","13488","","Plasmanyl-PC(O-18:0/18:4)+H",0,0,0,0,0,0,0,0,0,0,"8.87606333333333","9.17606333333333","13488","","Plasmanyl-PC(O-18:0/18:4)+H",0,0,0,0,0,0,0,0,0,0,"8.87606333333333","9.17606333333333","13488","","Plasmanyl-PC(O-18:0/18:4)+H",0,0,0,0,0,0,0,0,0,0,"8.87606333333333","9.17606333333333","13488","","Plasmanyl-PC(O-18:0/18:4)+H",0,0,0,0,0,0,0,0,0,0,"8.87606333333333","9.17606333333333","13488","","Plasmanyl-PC(O-18:0/18:4)+H","768.5901576","585.5241176","500.3136926","441.2401926","510.3918776","492.3813176","516.30849","333.24243","259.2062","184.07332","8.87606333333333","9.17606333333333","13488"
"","Plasmanyl-PC(O-18:0/20:2)+H",0,0,0,0,0,0,0,0,0,0,"9.30004444444444","9.60004444444444","9144","","Plasmanyl-PC(O-18:0/20:2)+H",0,0,0,0,0,0,0,0,0,0,"9.30004444444444","9.60004444444444","9144","","Plasmanyl-PC(O-18:0/20:2)+H",0,0,0,0,0,0,0,0,0,0,"9.30004444444444","9.60004444444444","9144","","Plasmanyl-PC(O-18:0/20:2)+H",0,0,0,0,0,0,0,0,0,0,"9.30004444444444","9.60004444444444","9144","","Plasmanyl-PC(O-18:0/20:2)+H",0,0,0,0,0,0,0,0,0,0,"9.30004444444444","9.60004444444444","9144","","Plasmanyl-PC(O-18:0/20:2)+H","800.6527576","617.5867176","532.3762926","473.3027926","510.3918776","492.3813176","548.37109","365.30503","291.2688","184.07332","9.30004444444444","9.60004444444444","9144"
"","Plasmanyl-PC(O-18:0/20:2)+H",0,0,0,0,0,0,0,0,0,0,"9.8981277777778","10.1981277777778","14517","","Plasmanyl-PC(O-18:0/20:2)+H",0,0,0,0,0,0,0,0,0,0,"9.8981277777778","10.1981277777778","14517","","Plasmanyl-PC(O-18:0/20:2)+H",0,0,0,0,0,0,0,0,0,0,"9.8981277777778","10.1981277777778","14517","","Plasmanyl-PC(O-18:0/20:2)+H",0,0,0,0,0,0,0,0,0,0,"9.8981277777778","10.1981277777778","14517","","Plasmanyl-PC(O-18:0/20:2)+H",0,0,0,0,0,0,0,0,0,0,"9.8981277777778","10.1981277777778","14517","","Plasmanyl-PC(O-18:0/20:2)+H","800.6527576","617.5867176","532.3762926","473.3027926","510.3918776","492.3813176","548.37109","365.30503","291.2688","184.07332","9.8981277777778","10.1981277777778","14517"
"","Plasmanyl-PC(O-18:0/20:3)+H",1,1,0,0,1,0,0,0,0,1,"8.51124583333333","8.81124583333333","490","","Plasmanyl-PC(O-18:0/20:3)+H",8.681438,8.681438,0,0,8.681438,0,0,0,0,8.681438,"8.51124583333333","8.81124583333333","490","","Plasmanyl-PC(O-18:0/20:3)+H",2,1,0,0,2,0,0,0,0,2,"8.51124583333333","8.81124583333333","490","","Plasmanyl-PC(O-18:0/20:3)+H",592113.3,4127.36,0,0,14044.7,0,0,0,0,4559305,"8.51124583333333","8.81124583333333","490","","Plasmanyl-PC(O-18:0/20:3)+H",798.63795,615.5729,0,0,510.39245,0,0,0,0,184.07355,"8.51124583333333","8.81124583333333","490","","Plasmanyl-PC(O-18:0/20:3)+H","798.6371576","615.5711176","530.3606926","471.2871926","510.3918776","492.3813176","546.35549","363.28943","289.2532","184.07332","8.51124583333333","8.81124583333333","490"
"","Plasmanyl-PC(O-18:0/20:3)+H",0,0,0,0,0,0,0,0,0,0,"9.08602222222222","9.38602222222222","2295","","Plasmanyl-PC(O-18:0/20:3)+H",0,0,0,0,0,0,0,0,0,0,"9.08602222222222","9.38602222222222","2295","","Plasmanyl-PC(O-18:0/20:3)+H",0,0,0,0,0,0,0,0,0,0,"9.08602222222222","9.38602222222222","2295","","Plasmanyl-PC(O-18:0/20:3)+H",0,0,0,0,0,0,0,0,0,0,"9.08602222222222","9.38602222222222","2295","","Plasmanyl-PC(O-18:0/20:3)+H",0,0,0,0,0,0,0,0,0,0,"9.08602222222222","9.38602222222222","2295","","Plasmanyl-PC(O-18:0/20:3)+H","798.6371576","615.5711176","530.3606926","471.2871926","510.3918776","492.3813176","546.35549","363.28943","289.2532","184.07332","9.08602222222222","9.38602222222222","2295"
"","Plasmanyl-PC(O-18:0/20:4)+H",1,1,0,0,1,1,0,0,0,1,"8.0459625","8.3459625","96","","Plasmanyl-PC(O-18:0/20:4)+H",8.172438,8.172438,0,0,8.172438,8.172438,0,0,0,8.172438,"8.0459625","8.3459625","96","","Plasmanyl-PC(O-18:0/20:4)+H",2,2,0,0,2,1,0,0,0,2,"8.0459625","8.3459625","96","","Plasmanyl-PC(O-18:0/20:4)+H",2817405,15273.69,0,0,68056.73,9962.598,0,0,0,33681310,"8.0459625","8.3459625","96","","Plasmanyl-PC(O-18:0/20:4)+H",796.6213,613.55605,0,0,510.39215,492.3803,0,0,0,184.0733,"8.0459625","8.3459625","96","","Plasmanyl-PC(O-18:0/20:4)+H","796.6214576","613.5554176","528.3449926","469.2714926","510.3918776","492.3813176","544.33979","361.27373","287.2375","184.07332","8.0459625","8.3459625","96"
"","Plasmanyl-PC(O-18:0/20:4)+H",1,1,0,0,0,0,0,0,0,1,"7.71667083333333","8.01667083333333","250","","Plasmanyl-PC(O-18:0/20:4)+H",7.836845,7.836845,0,0,0,0,0,0,0,7.836845,"7.71667083333333","8.01667083333333","250","","Plasmanyl-PC(O-18:0/20:4)+H",2,2,0,0,0,0,0,0,0,2,"7.71667083333333","8.01667083333333","250","","Plasmanyl-PC(O-18:0/20:4)+H",875588.2,5177.882,0,0,0,0,0,0,0,7936750,"7.71667083333333","8.01667083333333","250","","Plasmanyl-PC(O-18:0/20:4)+H",796.62095,613.556,0,0,0,0,0,0,0,184.0735,"7.71667083333333","8.01667083333333","250","","Plasmanyl-PC(O-18:0/20:4)+H","796.6214576","613.5554176","528.3449926","469.2714926","510.3918776","492.3813176","544.33979","361.27373","287.2375","184.07332","7.71667083333333","8.01667083333333","250"
"","Plasmanyl-PC(O-18:0/20:4)+H",1,1,1,0,0,0,0,0,0,1,"7.43683472222222","7.73683472222222","9096","","Plasmanyl-PC(O-18:0/20:4)+H",7.58709,7.58709,7.58709,0,0,0,0,0,0,7.58709,"7.43683472222222","7.73683472222222","9096","","Plasmanyl-PC(O-18:0/20:4)+H",1,1,1,0,0,0,0,0,0,1,"7.43683472222222","7.73683472222222","9096","","Plasmanyl-PC(O-18:0/20:4)+H",578576.3,4079.293,1066.776,0,0,0,0,0,0,5304493,"7.43683472222222","7.73683472222222","9096","","Plasmanyl-PC(O-18:0/20:4)+H",796.6222,613.5563,528.3454,0,0,0,0,0,0,184.0735,"7.43683472222222","7.73683472222222","9096","","Plasmanyl-PC(O-18:0/20:4)+H","796.6214576","613.5554176","528.3449926","469.2714926","510.3918776","492.3813176","544.33979","361.27373","287.2375","184.07332","7.43683472222222","7.73683472222222","9096"
"","Plasmanyl-PC(O-18:0/20:4)+H",0,0,0,0,0,0,0,0,0,0,"9.16933055555555","9.46933055555555","12837","","Plasmanyl-PC(O-18:0/20:4)+H",0,0,0,0,0,0,0,0,0,0,"9.16933055555555","9.46933055555555","12837","","Plasmanyl-PC(O-18:0/20:4)+H",0,0,0,0,0,0,0,0,0,0,"9.16933055555555","9.46933055555555","12837","","Plasmanyl-PC(O-18:0/20:4)+H",0,0,0,0,0,0,0,0,0,0,"9.16933055555555","9.46933055555555","12837","","Plasmanyl-PC(O-18:0/20:4)+H",0,0,0,0,0,0,0,0,0,0,"9.16933055555555","9.46933055555555","12837","","Plasmanyl-PC(O-18:0/20:4)+H","796.6214576","613.5554176","528.3449926","469.2714926","510.3918776","492.3813176","544.33979","361.27373","287.2375","184.07332","9.16933055555555","9.46933055555555","12837"
"","Plasmanyl-PC(O-18:0/20:5)+H",1,1,1,0,0,0,0,0,0,1,"6.92280138888889","7.22280138888889","66","","Plasmanyl-PC(O-18:0/20:5)+H",7.040406,7.040406,7.040406,0,0,0,0,0,0,7.040406,"6.92280138888889","7.22280138888889","66","","Plasmanyl-PC(O-18:0/20:5)+H",2,2,2,0,0,0,0,0,0,2,"6.92280138888889","7.22280138888889","66","","Plasmanyl-PC(O-18:0/20:5)+H",3015261,14806.57,6173.603,0,0,0,0,0,0,40413590,"6.92280138888889","7.22280138888889","66","","Plasmanyl-PC(O-18:0/20:5)+H",794.60575,611.53845,526.3292,0,0,0,0,0,0,184.07325,"6.92280138888889","7.22280138888889","66","","Plasmanyl-PC(O-18:0/20:5)+H","794.6058576","611.5398176","526.3293926","467.2558926","510.3918776","492.3813176","542.32419","359.25813","285.2219","184.07332","6.92280138888889","7.22280138888889","66"
"","Plasmanyl-PC(O-18:0/20:5)+H",1,0,1,1,0,0,0,0,0,1,"7.84343888888889","8.14343888888889","163","","Plasmanyl-PC(O-18:0/20:5)+H",8.053236,0,8.053236,8.053236,0,0,0,0,0,8.053236,"7.84343888888889","8.14343888888889","163","","Plasmanyl-PC(O-18:0/20:5)+H",2,0,2,2,0,0,0,0,0,2,"7.84343888888889","8.14343888888889","163","","Plasmanyl-PC(O-18:0/20:5)+H",1154727,0,84661.57,3545.06,0,0,0,0,0,10001080,"7.84343888888889","8.14343888888889","163","","Plasmanyl-PC(O-18:0/20:5)+H",794.60645,0,526.32985,467.25635,0,0,0,0,0,184.0735,"7.84343888888889","8.14343888888889","163","","Plasmanyl-PC(O-18:0/20:5)+H","794.6058576","611.5398176","526.3293926","467.2558926","510.3918776","492.3813176","542.32419","359.25813","285.2219","184.07332","7.84343888888889","8.14343888888889","163"
"","Plasmanyl-PC(O-18:0/20:5)+H",1,1,0,0,0,0,0,0,0,1,"7.49951805555555","7.79951805555555","430","","Plasmanyl-PC(O-18:0/20:5)+H",7.642763,7.642763,0,0,0,0,0,0,0,7.642763,"7.49951805555555","7.79951805555555","430","","Plasmanyl-PC(O-18:0/20:5)+H",1,1,0,0,0,0,0,0,0,1,"7.49951805555555","7.79951805555555","430","","Plasmanyl-PC(O-18:0/20:5)+H",654394.4,1200.61,0,0,0,0,0,0,0,5823134,"7.49951805555555","7.79951805555555","430","","Plasmanyl-PC(O-18:0/20:5)+H",794.6068,611.5414,0,0,0,0,0,0,0,184.0736,"7.49951805555555","7.79951805555555","430","","Plasmanyl-PC(O-18:0/20:5)+H","794.6058576","611.5398176","526.3293926","467.2558926","510.3918776","492.3813176","542.32419","359.25813","285.2219","184.07332","7.49951805555555","7.79951805555555","430"
