"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","DGDG","[M+NH4]+","DG [M+H]+","DG [M+H-H2O]+","sn1_NL","sn2_NL","sn1_acylChain([RC=O]+)","sn2_acylChain([RC=O]+)","RT_min","RT_max","Comment","RT at Max Intensity","DGDG","[M+NH4]+","DG [M+H]+","DG [M+H-H2O]+","sn1_NL","sn2_NL","sn1_acylChain([RC=O]+)","sn2_acylChain([RC=O]+)","RT_min","RT_max","Comment","Number of Scans","DGDG","[M+NH4]+","DG [M+H]+","DG [M+H-H2O]+","sn1_NL","sn2_NL","sn1_acylChain([RC=O]+)","sn2_acylChain([RC=O]+)","RT_min","RT_max","Comment","Max Intensity","DGDG","[M+NH4]+","DG [M+H]+","DG [M+H-H2O]+","sn1_NL","sn2_NL","sn1_acylChain([RC=O]+)","sn2_acylChain([RC=O]+)","RT_min","RT_max","Comment","Average m/z","DGDG","[M+NH4]+","DG [M+H]+","DG [M+H-H2O]+","sn1_NL","sn2_NL","sn1_acylChain([RC=O]+)","sn2_acylChain([RC=O]+)","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","DGDG","[M+NH4]+","DG [M+H]+","DG [M+H-H2O]+","sn1_NL","sn2_NL","sn1_acylChain([RC=O]+)","sn2_acylChain([RC=O]+)","RT_min","RT_max","Comment"
"","DGDG(12:0_20:1)+NH4",0,0,0,0,0,0,0,"10.3205424242424","10.6205424242424","3690","","DGDG(12:0_20:1)+NH4",0,0,0,0,0,0,0,"10.3205424242424","10.6205424242424","3690","","DGDG(12:0_20:1)+NH4",0,0,0,0,0,0,0,"10.3205424242424","10.6205424242424","3690","","DGDG(12:0_20:1)+NH4",0,0,0,0,0,0,0,"10.3205424242424","10.6205424242424","3690","","DGDG(12:0_20:1)+NH4",0,0,0,0,0,0,0,"10.3205424242424","10.6205424242424","3690","","DGDG(12:0_20:1)+NH4","908.63082","567.49832","549.48775","367.3208","257.21132","183.17438","293.28386","10.3205424242424","10.6205424242424","3690"
"","DGDG(12:0_20:4)+NH4",0,0,0,0,0,0,0,"7.91595694444445","8.21595694444445","14544","","DGDG(12:0_20:4)+NH4",0,0,0,0,0,0,0,"7.91595694444445","8.21595694444445","14544","","DGDG(12:0_20:4)+NH4",0,0,0,0,0,0,0,"7.91595694444445","8.21595694444445","14544","","DGDG(12:0_20:4)+NH4",0,0,0,0,0,0,0,"7.91595694444445","8.21595694444445","14544","","DGDG(12:0_20:4)+NH4",0,0,0,0,0,0,0,"7.91595694444445","8.21595694444445","14544","","DGDG(12:0_20:4)+NH4","902.58392","561.45142","543.44085","361.2739","257.21134","183.17438","287.23694","7.91595694444445","8.21595694444445","14544"
"","DGDG(12:0_22:2)+NH4",0,0,0,0,0,0,0,"1.121775","1.421775","2851","","DGDG(12:0_22:2)+NH4",0,0,0,0,0,0,0,"1.121775","1.421775","2851","","DGDG(12:0_22:2)+NH4",0,0,0,0,0,0,0,"1.121775","1.421775","2851","","DGDG(12:0_22:2)+NH4",0,0,0,0,0,0,0,"1.121775","1.421775","2851","","DGDG(12:0_22:2)+NH4",0,0,0,0,0,0,0,"1.121775","1.421775","2851","","DGDG(12:0_22:2)+NH4","934.64652","593.51402","575.50345","393.3365","257.21138","183.17438","319.2995","1.121775","1.421775","2851"
"","DGDG(12:0_24:0)+NH4",0,0,0,0,0,0,0,"12.4749909090909","12.7749909090909","11579","","DGDG(12:0_24:0)+NH4",0,0,0,0,0,0,0,"12.4749909090909","12.7749909090909","11579","","DGDG(12:0_24:0)+NH4",0,0,0,0,0,0,0,"12.4749909090909","12.7749909090909","11579","","DGDG(12:0_24:0)+NH4",0,0,0,0,0,0,0,"12.4749909090909","12.7749909090909","11579","","DGDG(12:0_24:0)+NH4",0,0,0,0,0,0,0,"12.4749909090909","12.7749909090909","11579","","DGDG(12:0_24:0)+NH4","966.70912","625.57662","607.56605","425.3991","257.21142","183.17438","351.36206","12.4749909090909","12.7749909090909","11579"
"","DGDG(13:0_13:0)+NH4",0,0,0,0,0,0,0,"1.55908055555556","1.85908055555556","18812","","DGDG(13:0_13:0)+NH4",0,0,0,0,0,0,0,"1.55908055555556","1.85908055555556","18812","","DGDG(13:0_13:0)+NH4",0,0,0,0,0,0,0,"1.55908055555556","1.85908055555556","18812","","DGDG(13:0_13:0)+NH4",0,0,0,0,0,0,0,"1.55908055555556","1.85908055555556","18812","","DGDG(13:0_13:0)+NH4",0,0,0,0,0,0,0,"1.55908055555556","1.85908055555556","18812","","DGDG(13:0_13:0)+NH4","826.55262","485.42012","467.40955","271.22696","271.22696","197.19002","197.19002","1.55908055555556","1.85908055555556","18812"
"","DGDG(13:0_14:0)+NH4",0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","8692","","DGDG(13:0_14:0)+NH4",0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","8692","","DGDG(13:0_14:0)+NH4",0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","8692","","DGDG(13:0_14:0)+NH4",0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","8692","","DGDG(13:0_14:0)+NH4",0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","8692","","DGDG(13:0_14:0)+NH4","840.56828","499.43578","481.42521","285.24262","271.22698","197.19002","211.20566","4.10132083333333","4.40132083333333","8692"
"","DGDG(13:0_15:0)+NH4",0,0,0,0,0,0,0,"0.539469444444444","0.839469444444444","4759","","DGDG(13:0_15:0)+NH4",0,0,0,0,0,0,0,"0.539469444444444","0.839469444444444","4759","","DGDG(13:0_15:0)+NH4",0,0,0,0,0,0,0,"0.539469444444444","0.839469444444444","4759","","DGDG(13:0_15:0)+NH4",0,0,0,0,0,0,0,"0.539469444444444","0.839469444444444","4759","","DGDG(13:0_15:0)+NH4",0,0,0,0,0,0,0,"0.539469444444444","0.839469444444444","4759","","DGDG(13:0_15:0)+NH4","854.58392","513.45142","495.44085","299.25826","271.22698","197.19002","225.2213","0.539469444444444","0.839469444444444","4759"
"","DGDG(13:0_16:1)+NH4",0,0,0,0,0,0,0,"4.93215277777778","5.23215277777778","5542","","DGDG(13:0_16:1)+NH4",0,0,0,0,0,0,0,"4.93215277777778","5.23215277777778","5542","","DGDG(13:0_16:1)+NH4",0,0,0,0,0,0,0,"4.93215277777778","5.23215277777778","5542","","DGDG(13:0_16:1)+NH4",0,0,0,0,0,0,0,"4.93215277777778","5.23215277777778","5542","","DGDG(13:0_16:1)+NH4",0,0,0,0,0,0,0,"4.93215277777778","5.23215277777778","5542","","DGDG(13:0_16:1)+NH4","866.58392","525.45142","507.44085","311.25826","271.22698","197.19002","237.2213","4.93215277777778","5.23215277777778","5542"
"","DGDG(13:0_16:1)+NH4",0,0,0,0,0,0,0,"7.67033888888889","7.97033888888889","15208","","DGDG(13:0_16:1)+NH4",0,0,0,0,0,0,0,"7.67033888888889","7.97033888888889","15208","","DGDG(13:0_16:1)+NH4",0,0,0,0,0,0,0,"7.67033888888889","7.97033888888889","15208","","DGDG(13:0_16:1)+NH4",0,0,0,0,0,0,0,"7.67033888888889","7.97033888888889","15208","","DGDG(13:0_16:1)+NH4",0,0,0,0,0,0,0,"7.67033888888889","7.97033888888889","15208","","DGDG(13:0_16:1)+NH4","866.58392","525.45142","507.44085","311.25826","271.22698","197.19002","237.2213","7.67033888888889","7.97033888888889","15208"
"","DGDG(13:0_17:0)+NH4",0,0,0,0,0,0,0,"1.17231944444444","1.47231944444444","16662","","DGDG(13:0_17:0)+NH4",0,0,0,0,0,0,0,"1.17231944444444","1.47231944444444","16662","","DGDG(13:0_17:0)+NH4",0,0,0,0,0,0,0,"1.17231944444444","1.47231944444444","16662","","DGDG(13:0_17:0)+NH4",0,0,0,0,0,0,0,"1.17231944444444","1.47231944444444","16662","","DGDG(13:0_17:0)+NH4",0,0,0,0,0,0,0,"1.17231944444444","1.47231944444444","16662","","DGDG(13:0_17:0)+NH4","882.61522","541.48272","523.47215","327.28956","271.227","197.19002","253.25258","1.17231944444444","1.47231944444444","16662"
"","DGDG(13:0_17:2)+NH4",0,0,0,0,0,0,0,"8.52266666666667","8.82266666666667","16911","","DGDG(13:0_17:2)+NH4",0,0,0,0,0,0,0,"8.52266666666667","8.82266666666667","16911","","DGDG(13:0_17:2)+NH4",0,0,0,0,0,0,0,"8.52266666666667","8.82266666666667","16911","","DGDG(13:0_17:2)+NH4",0,0,0,0,0,0,0,"8.52266666666667","8.82266666666667","16911","","DGDG(13:0_17:2)+NH4",0,0,0,0,0,0,0,"8.52266666666667","8.82266666666667","16911","","DGDG(13:0_17:2)+NH4","878.58392","537.45142","519.44085","323.25826","271.22698","197.19002","249.2213","8.52266666666667","8.82266666666667","16911"
"","DGDG(13:0_18:0)+NH4",0,0,0,0,0,0,0,"5.16965","5.46965","15016","","DGDG(13:0_18:0)+NH4",0,0,0,0,0,0,0,"5.16965","5.46965","15016","","DGDG(13:0_18:0)+NH4",0,0,0,0,0,0,0,"5.16965","5.46965","15016","","DGDG(13:0_18:0)+NH4",0,0,0,0,0,0,0,"5.16965","5.46965","15016","","DGDG(13:0_18:0)+NH4",0,0,0,0,0,0,0,"5.16965","5.46965","15016","","DGDG(13:0_18:0)+NH4","896.63082","555.49832","537.48775","341.30516","271.22696","197.19002","267.26822","5.16965","5.46965","15016"
"","DGDG(13:0_23:0)+NH4",0,0,0,0,0,0,0,"12.4749909090909","12.7749909090909","11579","","DGDG(13:0_23:0)+NH4",0,0,0,0,0,0,0,"12.4749909090909","12.7749909090909","11579","","DGDG(13:0_23:0)+NH4",0,0,0,0,0,0,0,"12.4749909090909","12.7749909090909","11579","","DGDG(13:0_23:0)+NH4",0,0,0,0,0,0,0,"12.4749909090909","12.7749909090909","11579","","DGDG(13:0_23:0)+NH4",0,0,0,0,0,0,0,"12.4749909090909","12.7749909090909","11579","","DGDG(13:0_23:0)+NH4","966.70912","625.57662","607.56605","411.38346","271.22706","197.19002","337.34642","12.4749909090909","12.7749909090909","11579"
"","DGDG(14:0_14:0)+NH4",0,0,0,0,0,0,0,"0.539469444444444","0.839469444444444","4759","","DGDG(14:0_14:0)+NH4",0,0,0,0,0,0,0,"0.539469444444444","0.839469444444444","4759","","DGDG(14:0_14:0)+NH4",0,0,0,0,0,0,0,"0.539469444444444","0.839469444444444","4759","","DGDG(14:0_14:0)+NH4",0,0,0,0,0,0,0,"0.539469444444444","0.839469444444444","4759","","DGDG(14:0_14:0)+NH4",0,0,0,0,0,0,0,"0.539469444444444","0.839469444444444","4759","","DGDG(14:0_14:0)+NH4","854.58392","513.45142","495.44085","285.24262","285.24262","211.20566","211.20566","0.539469444444444","0.839469444444444","4759"
"","DGDG(14:0_15:1)+NH4",0,0,0,0,0,0,0,"4.93215277777778","5.23215277777778","5542","","DGDG(14:0_15:1)+NH4",0,0,0,0,0,0,0,"4.93215277777778","5.23215277777778","5542","","DGDG(14:0_15:1)+NH4",0,0,0,0,0,0,0,"4.93215277777778","5.23215277777778","5542","","DGDG(14:0_15:1)+NH4",0,0,0,0,0,0,0,"4.93215277777778","5.23215277777778","5542","","DGDG(14:0_15:1)+NH4",0,0,0,0,0,0,0,"4.93215277777778","5.23215277777778","5542","","DGDG(14:0_15:1)+NH4","866.58392","525.45142","507.44085","297.24262","285.24262","211.20566","223.20566","4.93215277777778","5.23215277777778","5542"
"","DGDG(14:0_15:1)+NH4",0,0,0,0,0,0,0,"7.67033888888889","7.97033888888889","15208","","DGDG(14:0_15:1)+NH4",0,0,0,0,0,0,0,"7.67033888888889","7.97033888888889","15208","","DGDG(14:0_15:1)+NH4",0,0,0,0,0,0,0,"7.67033888888889","7.97033888888889","15208","","DGDG(14:0_15:1)+NH4",0,0,0,0,0,0,0,"7.67033888888889","7.97033888888889","15208","","DGDG(14:0_15:1)+NH4",0,0,0,0,0,0,0,"7.67033888888889","7.97033888888889","15208","","DGDG(14:0_15:1)+NH4","866.58392","525.45142","507.44085","297.24262","285.24262","211.20566","223.20566","7.67033888888889","7.97033888888889","15208"
"","DGDG(14:0_16:0)+NH4",0,0,0,0,0,0,0,"1.17231944444444","1.47231944444444","16662","","DGDG(14:0_16:0)+NH4",0,0,0,0,0,0,0,"1.17231944444444","1.47231944444444","16662","","DGDG(14:0_16:0)+NH4",0,0,0,0,0,0,0,"1.17231944444444","1.47231944444444","16662","","DGDG(14:0_16:0)+NH4",0,0,0,0,0,0,0,"1.17231944444444","1.47231944444444","16662","","DGDG(14:0_16:0)+NH4",0,0,0,0,0,0,0,"1.17231944444444","1.47231944444444","16662","","DGDG(14:0_16:0)+NH4","882.61522","541.48272","523.47215","313.27392","285.24264","211.20566","239.23694","1.17231944444444","1.47231944444444","16662"
"","DGDG(14:0_17:0)+NH4",0,0,0,0,0,0,0,"5.16965","5.46965","15016","","DGDG(14:0_17:0)+NH4",0,0,0,0,0,0,0,"5.16965","5.46965","15016","","DGDG(14:0_17:0)+NH4",0,0,0,0,0,0,0,"5.16965","5.46965","15016","","DGDG(14:0_17:0)+NH4",0,0,0,0,0,0,0,"5.16965","5.46965","15016","","DGDG(14:0_17:0)+NH4",0,0,0,0,0,0,0,"5.16965","5.46965","15016","","DGDG(14:0_17:0)+NH4","896.63082","555.49832","537.48775","327.28952","285.2426","211.20566","253.25258","5.16965","5.46965","15016"
"","DGDG(14:0_18:1)+NH4",0,0,0,0,0,0,0,"10.3205424242424","10.6205424242424","3690","","DGDG(14:0_18:1)+NH4",0,0,0,0,0,0,0,"10.3205424242424","10.6205424242424","3690","","DGDG(14:0_18:1)+NH4",0,0,0,0,0,0,0,"10.3205424242424","10.6205424242424","3690","","DGDG(14:0_18:1)+NH4",0,0,0,0,0,0,0,"10.3205424242424","10.6205424242424","3690","","DGDG(14:0_18:1)+NH4",0,0,0,0,0,0,0,"10.3205424242424","10.6205424242424","3690","","DGDG(14:0_18:1)+NH4","908.63082","567.49832","549.48775","339.28952","285.2426","211.20566","265.25258","10.3205424242424","10.6205424242424","3690"
"","DGDG(14:0_18:4)+NH4",0,0,0,0,0,0,0,"7.91595694444445","8.21595694444445","14544","","DGDG(14:0_18:4)+NH4",0,0,0,0,0,0,0,"7.91595694444445","8.21595694444445","14544","","DGDG(14:0_18:4)+NH4",0,0,0,0,0,0,0,"7.91595694444445","8.21595694444445","14544","","DGDG(14:0_18:4)+NH4",0,0,0,0,0,0,0,"7.91595694444445","8.21595694444445","14544","","DGDG(14:0_18:4)+NH4",0,0,0,0,0,0,0,"7.91595694444445","8.21595694444445","14544","","DGDG(14:0_18:4)+NH4","902.58392","561.45142","543.44085","333.24262","285.24262","211.20566","259.20566","7.91595694444445","8.21595694444445","14544"
"","DGDG(14:0_20:2)+NH4",0,0,0,0,0,0,0,"1.121775","1.421775","2851","","DGDG(14:0_20:2)+NH4",0,0,0,0,0,0,0,"1.121775","1.421775","2851","","DGDG(14:0_20:2)+NH4",0,0,0,0,0,0,0,"1.121775","1.421775","2851","","DGDG(14:0_20:2)+NH4",0,0,0,0,0,0,0,"1.121775","1.421775","2851","","DGDG(14:0_20:2)+NH4",0,0,0,0,0,0,0,"1.121775","1.421775","2851","","DGDG(14:0_20:2)+NH4","934.64652","593.51402","575.50345","365.30522","285.24266","211.20566","291.26822","1.121775","1.421775","2851"
"","DGDG(14:0_22:0)+NH4",0,0,0,0,0,0,0,"12.4749909090909","12.7749909090909","11579","","DGDG(14:0_22:0)+NH4",0,0,0,0,0,0,0,"12.4749909090909","12.7749909090909","11579","","DGDG(14:0_22:0)+NH4",0,0,0,0,0,0,0,"12.4749909090909","12.7749909090909","11579","","DGDG(14:0_22:0)+NH4",0,0,0,0,0,0,0,"12.4749909090909","12.7749909090909","11579","","DGDG(14:0_22:0)+NH4",0,0,0,0,0,0,0,"12.4749909090909","12.7749909090909","11579","","DGDG(14:0_22:0)+NH4","966.70912","625.57662","607.56605","397.36782","285.2427","211.20566","323.33078","12.4749909090909","12.7749909090909","11579"
"","DGDG(14:1_15:0)+NH4",0,0,0,0,0,0,0,"4.93215277777778","5.23215277777778","5542","","DGDG(14:1_15:0)+NH4",0,0,0,0,0,0,0,"4.93215277777778","5.23215277777778","5542","","DGDG(14:1_15:0)+NH4",0,0,0,0,0,0,0,"4.93215277777778","5.23215277777778","5542","","DGDG(14:1_15:0)+NH4",0,0,0,0,0,0,0,"4.93215277777778","5.23215277777778","5542","","DGDG(14:1_15:0)+NH4",0,0,0,0,0,0,0,"4.93215277777778","5.23215277777778","5542","","DGDG(14:1_15:0)+NH4","866.58392","525.45142","507.44085","299.25826","283.22698","209.19002","225.2213","4.93215277777778","5.23215277777778","5542"
"","DGDG(14:1_15:0)+NH4",0,0,0,0,0,0,0,"7.67033888888889","7.97033888888889","15208","","DGDG(14:1_15:0)+NH4",0,0,0,0,0,0,0,"7.67033888888889","7.97033888888889","15208","","DGDG(14:1_15:0)+NH4",0,0,0,0,0,0,0,"7.67033888888889","7.97033888888889","15208","","DGDG(14:1_15:0)+NH4",0,0,0,0,0,0,0,"7.67033888888889","7.97033888888889","15208","","DGDG(14:1_15:0)+NH4",0,0,0,0,0,0,0,"7.67033888888889","7.97033888888889","15208","","DGDG(14:1_15:0)+NH4","866.58392","525.45142","507.44085","299.25826","283.22698","209.19002","225.2213","7.67033888888889","7.97033888888889","15208"
"","DGDG(14:1_16:1)+NH4",0,0,0,0,0,0,0,"8.52266666666667","8.82266666666667","16911","","DGDG(14:1_16:1)+NH4",0,0,0,0,0,0,0,"8.52266666666667","8.82266666666667","16911","","DGDG(14:1_16:1)+NH4",0,0,0,0,0,0,0,"8.52266666666667","8.82266666666667","16911","","DGDG(14:1_16:1)+NH4",0,0,0,0,0,0,0,"8.52266666666667","8.82266666666667","16911","","DGDG(14:1_16:1)+NH4",0,0,0,0,0,0,0,"8.52266666666667","8.82266666666667","16911","","DGDG(14:1_16:1)+NH4","878.58392","537.45142","519.44085","311.25826","283.22698","209.19002","237.2213","8.52266666666667","8.82266666666667","16911"
"","DGDG(14:1_18:0)+NH4",0,0,0,0,0,0,0,"10.3205424242424","10.6205424242424","3690","","DGDG(14:1_18:0)+NH4",0,0,0,0,0,0,0,"10.3205424242424","10.6205424242424","3690","","DGDG(14:1_18:0)+NH4",0,0,0,0,0,0,0,"10.3205424242424","10.6205424242424","3690","","DGDG(14:1_18:0)+NH4",0,0,0,0,0,0,0,"10.3205424242424","10.6205424242424","3690","","DGDG(14:1_18:0)+NH4",0,0,0,0,0,0,0,"10.3205424242424","10.6205424242424","3690","","DGDG(14:1_18:0)+NH4","908.63082","567.49832","549.48775","341.30516","283.22696","209.19002","267.26822","10.3205424242424","10.6205424242424","3690"
"","DGDG(14:1_18:3)+NH4",0,0,0,0,0,0,0,"7.91595694444445","8.21595694444445","14544","","DGDG(14:1_18:3)+NH4",0,0,0,0,0,0,0,"7.91595694444445","8.21595694444445","14544","","DGDG(14:1_18:3)+NH4",0,0,0,0,0,0,0,"7.91595694444445","8.21595694444445","14544","","DGDG(14:1_18:3)+NH4",0,0,0,0,0,0,0,"7.91595694444445","8.21595694444445","14544","","DGDG(14:1_18:3)+NH4",0,0,0,0,0,0,0,"7.91595694444445","8.21595694444445","14544","","DGDG(14:1_18:3)+NH4","902.58392","561.45142","543.44085","335.25826","283.22698","209.19002","261.2213","7.91595694444445","8.21595694444445","14544"
"","DGDG(14:1_20:1)+NH4",0,0,0,0,0,0,0,"1.121775","1.421775","2851","","DGDG(14:1_20:1)+NH4",0,0,0,0,0,0,0,"1.121775","1.421775","2851","","DGDG(14:1_20:1)+NH4",0,0,0,0,0,0,0,"1.121775","1.421775","2851","","DGDG(14:1_20:1)+NH4",0,0,0,0,0,0,0,"1.121775","1.421775","2851","","DGDG(14:1_20:1)+NH4",0,0,0,0,0,0,0,"1.121775","1.421775","2851","","DGDG(14:1_20:1)+NH4","934.64652","593.51402","575.50345","367.32086","283.22702","209.19002","293.28386","1.121775","1.421775","2851"
"","DGDG(15:0_15:0)+NH4",0,0,0,0,0,0,0,"1.17231944444444","1.47231944444444","16662","","DGDG(15:0_15:0)+NH4",0,0,0,0,0,0,0,"1.17231944444444","1.47231944444444","16662","","DGDG(15:0_15:0)+NH4",0,0,0,0,0,0,0,"1.17231944444444","1.47231944444444","16662","","DGDG(15:0_15:0)+NH4",0,0,0,0,0,0,0,"1.17231944444444","1.47231944444444","16662","","DGDG(15:0_15:0)+NH4",0,0,0,0,0,0,0,"1.17231944444444","1.47231944444444","16662","","DGDG(15:0_15:0)+NH4","882.61522","541.48272","523.47215","299.25828","299.25828","225.2213","225.2213","1.17231944444444","1.47231944444444","16662"
"","DGDG(15:0_16:0)+NH4",0,0,0,0,0,0,0,"5.16965","5.46965","15016","","DGDG(15:0_16:0)+NH4",0,0,0,0,0,0,0,"5.16965","5.46965","15016","","DGDG(15:0_16:0)+NH4",0,0,0,0,0,0,0,"5.16965","5.46965","15016","","DGDG(15:0_16:0)+NH4",0,0,0,0,0,0,0,"5.16965","5.46965","15016","","DGDG(15:0_16:0)+NH4",0,0,0,0,0,0,0,"5.16965","5.46965","15016","","DGDG(15:0_16:0)+NH4","896.63082","555.49832","537.48775","313.27388","299.25824","225.2213","239.23694","5.16965","5.46965","15016"
"","DGDG(15:0_17:1)+NH4",0,0,0,0,0,0,0,"10.3205424242424","10.6205424242424","3690","","DGDG(15:0_17:1)+NH4",0,0,0,0,0,0,0,"10.3205424242424","10.6205424242424","3690","","DGDG(15:0_17:1)+NH4",0,0,0,0,0,0,0,"10.3205424242424","10.6205424242424","3690","","DGDG(15:0_17:1)+NH4",0,0,0,0,0,0,0,"10.3205424242424","10.6205424242424","3690","","DGDG(15:0_17:1)+NH4",0,0,0,0,0,0,0,"10.3205424242424","10.6205424242424","3690","","DGDG(15:0_17:1)+NH4","908.63082","567.49832","549.48775","325.27388","299.25824","225.2213","251.23694","10.3205424242424","10.6205424242424","3690"
"","DGDG(15:0_21:0)+NH4",0,0,0,0,0,0,0,"12.4749909090909","12.7749909090909","11579","","DGDG(15:0_21:0)+NH4",0,0,0,0,0,0,0,"12.4749909090909","12.7749909090909","11579","","DGDG(15:0_21:0)+NH4",0,0,0,0,0,0,0,"12.4749909090909","12.7749909090909","11579","","DGDG(15:0_21:0)+NH4",0,0,0,0,0,0,0,"12.4749909090909","12.7749909090909","11579","","DGDG(15:0_21:0)+NH4",0,0,0,0,0,0,0,"12.4749909090909","12.7749909090909","11579","","DGDG(15:0_21:0)+NH4","966.70912","625.57662","607.56605","383.35218","299.25834","225.2213","309.31514","12.4749909090909","12.7749909090909","11579"
"","DGDG(15:1_15:1)+NH4",0,0,0,0,0,0,0,"8.52266666666667","8.82266666666667","16911","","DGDG(15:1_15:1)+NH4",0,0,0,0,0,0,0,"8.52266666666667","8.82266666666667","16911","","DGDG(15:1_15:1)+NH4",0,0,0,0,0,0,0,"8.52266666666667","8.82266666666667","16911","","DGDG(15:1_15:1)+NH4",0,0,0,0,0,0,0,"8.52266666666667","8.82266666666667","16911","","DGDG(15:1_15:1)+NH4",0,0,0,0,0,0,0,"8.52266666666667","8.82266666666667","16911","","DGDG(15:1_15:1)+NH4","878.58392","537.45142","519.44085","297.24262","297.24262","223.20566","223.20566","8.52266666666667","8.82266666666667","16911"
"","DGDG(15:1_17:0)+NH4",0,0,0,0,0,0,0,"10.3205424242424","10.6205424242424","3690","","DGDG(15:1_17:0)+NH4",0,0,0,0,0,0,0,"10.3205424242424","10.6205424242424","3690","","DGDG(15:1_17:0)+NH4",0,0,0,0,0,0,0,"10.3205424242424","10.6205424242424","3690","","DGDG(15:1_17:0)+NH4",0,0,0,0,0,0,0,"10.3205424242424","10.6205424242424","3690","","DGDG(15:1_17:0)+NH4",0,0,0,0,0,0,0,"10.3205424242424","10.6205424242424","3690","","DGDG(15:1_17:0)+NH4","908.63082","567.49832","549.48775","327.28952","297.2426","223.20566","253.25258","10.3205424242424","10.6205424242424","3690"
"","DGDG(16:0_16:1)+NH4",0,0,0,0,0,0,0,"10.3205424242424","10.6205424242424","3690","","DGDG(16:0_16:1)+NH4",0,0,0,0,0,0,0,"10.3205424242424","10.6205424242424","3690","","DGDG(16:0_16:1)+NH4",0,0,0,0,0,0,0,"10.3205424242424","10.6205424242424","3690","","DGDG(16:0_16:1)+NH4",0,0,0,0,0,0,0,"10.3205424242424","10.6205424242424","3690","","DGDG(16:0_16:1)+NH4",0,0,0,0,0,0,0,"10.3205424242424","10.6205424242424","3690","","DGDG(16:0_16:1)+NH4","908.63082","567.49832","549.48775","311.25824","313.27388","239.23694","237.2213","10.3205424242424","10.6205424242424","3690"
"","DGDG(16:0_18:2)+NH4",0,0,0,0,0,0,0,"1.121775","1.421775","2851","","DGDG(16:0_18:2)+NH4",0,0,0,0,0,0,0,"1.121775","1.421775","2851","","DGDG(16:0_18:2)+NH4",0,0,0,0,0,0,0,"1.121775","1.421775","2851","","DGDG(16:0_18:2)+NH4",0,0,0,0,0,0,0,"1.121775","1.421775","2851","","DGDG(16:0_18:2)+NH4",0,0,0,0,0,0,0,"1.121775","1.421775","2851","","DGDG(16:0_18:2)+NH4","934.64652","593.51402","575.50345","337.27394","313.27394","239.23694","263.23694","1.121775","1.421775","2851"
"","DGDG(16:0_20:0)+NH4",0,0,0,0,0,0,0,"12.4749909090909","12.7749909090909","11579","","DGDG(16:0_20:0)+NH4",0,0,0,0,0,0,0,"12.4749909090909","12.7749909090909","11579","","DGDG(16:0_20:0)+NH4",0,0,0,0,0,0,0,"12.4749909090909","12.7749909090909","11579","","DGDG(16:0_20:0)+NH4",0,0,0,0,0,0,0,"12.4749909090909","12.7749909090909","11579","","DGDG(16:0_20:0)+NH4",0,0,0,0,0,0,0,"12.4749909090909","12.7749909090909","11579","","DGDG(16:0_20:0)+NH4","966.70912","625.57662","607.56605","369.33654","313.27398","239.23694","295.2995","12.4749909090909","12.7749909090909","11579"
"","DGDG(16:1_18:1)+NH4",0,0,0,0,0,0,0,"1.121775","1.421775","2851","","DGDG(16:1_18:1)+NH4",0,0,0,0,0,0,0,"1.121775","1.421775","2851","","DGDG(16:1_18:1)+NH4",0,0,0,0,0,0,0,"1.121775","1.421775","2851","","DGDG(16:1_18:1)+NH4",0,0,0,0,0,0,0,"1.121775","1.421775","2851","","DGDG(16:1_18:1)+NH4",0,0,0,0,0,0,0,"1.121775","1.421775","2851","","DGDG(16:1_18:1)+NH4","934.64652","593.51402","575.50345","339.28958","311.2583","237.2213","265.25258","1.121775","1.421775","2851"
"","DGDG(17:0_17:2)+NH4",0,0,0,0,0,0,0,"1.121775","1.421775","2851","","DGDG(17:0_17:2)+NH4",0,0,0,0,0,0,0,"1.121775","1.421775","2851","","DGDG(17:0_17:2)+NH4",0,0,0,0,0,0,0,"1.121775","1.421775","2851","","DGDG(17:0_17:2)+NH4",0,0,0,0,0,0,0,"1.121775","1.421775","2851","","DGDG(17:0_17:2)+NH4",0,0,0,0,0,0,0,"1.121775","1.421775","2851","","DGDG(17:0_17:2)+NH4","934.64652","593.51402","575.50345","323.2583","327.28958","253.25258","249.2213","1.121775","1.421775","2851"
"","DGDG(17:0_19:0)+NH4",0,0,0,0,0,0,0,"12.4749909090909","12.7749909090909","11579","","DGDG(17:0_19:0)+NH4",0,0,0,0,0,0,0,"12.4749909090909","12.7749909090909","11579","","DGDG(17:0_19:0)+NH4",0,0,0,0,0,0,0,"12.4749909090909","12.7749909090909","11579","","DGDG(17:0_19:0)+NH4",0,0,0,0,0,0,0,"12.4749909090909","12.7749909090909","11579","","DGDG(17:0_19:0)+NH4",0,0,0,0,0,0,0,"12.4749909090909","12.7749909090909","11579","","DGDG(17:0_19:0)+NH4","966.70912","625.57662","607.56605","355.3209","327.28962","253.25258","281.28386","12.4749909090909","12.7749909090909","11579"
