"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","GlcADG","[M+NH4]+","[M-C6H9O6-NH4+H+H]+","[DAG-H20]","sn1 loss","sn2 loss","RT_min","RT_max","Comment","RT at Max Intensity","GlcADG","[M+NH4]+","[M-C6H9O6-NH4+H+H]+","[DAG-H20]","sn1 loss","sn2 loss","RT_min","RT_max","Comment","Number of Scans","GlcADG","[M+NH4]+","[M-C6H9O6-NH4+H+H]+","[DAG-H20]","sn1 loss","sn2 loss","RT_min","RT_max","Comment","Max Intensity","GlcADG","[M+NH4]+","[M-C6H9O6-NH4+H+H]+","[DAG-H20]","sn1 loss","sn2 loss","RT_min","RT_max","Comment","Average m/z","GlcADG","[M+NH4]+","[M-C6H9O6-NH4+H+H]+","[DAG-H20]","sn1 loss","sn2 loss","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","GlcADG","[M+NH4]+","[M-C6H9O6-NH4+H+H]+","[DAG-H20]","sn1 loss","sn2 loss","RT_min","RT_max","Comment"
"","GlcADG(15:0_22:2)+NH4",0,0,0,0,0,"6.75024444444444","7.05024444444444","17245","","GlcADG(15:0_22:2)+NH4",0,0,0,0,0,"6.75024444444444","7.05024444444444","17245","","GlcADG(15:0_22:2)+NH4",0,0,0,0,0,"6.75024444444444","7.05024444444444","17245","","GlcADG(15:0_22:2)+NH4",0,0,0,0,0,"6.75024444444444","7.05024444444444","17245","","GlcADG(15:0_22:2)+NH4",0,0,0,0,0,"6.75024444444444","7.05024444444444","17245","","GlcADG(15:0_22:2)+NH4","828.62009","635.56145","617.55089","393.337","299.2588","6.75024444444444","7.05024444444444","17245"
"","GlcADG(15:0_22:4)+NH4",0,0,0,0,0,"5.38813472222222","5.68813472222222","3456","","GlcADG(15:0_22:4)+NH4",0,0,0,0,0,"5.38813472222222","5.68813472222222","3456","","GlcADG(15:0_22:4)+NH4",0,0,0,0,0,"5.38813472222222","5.68813472222222","3456","","GlcADG(15:0_22:4)+NH4",0,0,0,0,0,"5.38813472222222","5.68813472222222","3456","","GlcADG(15:0_22:4)+NH4",0,0,0,0,0,"5.38813472222222","5.68813472222222","3456","","GlcADG(15:0_22:4)+NH4","824.58879","631.53015","613.51959","389.3057","299.25878","5.38813472222222","5.68813472222222","3456"
"","GlcADG(15:0_23:0)+NH4",0,0,0,0,0,"8.47665555555556","8.77665555555556","2661","","GlcADG(15:0_23:0)+NH4",0,0,0,0,0,"8.47665555555556","8.77665555555556","2661","","GlcADG(15:0_23:0)+NH4",0,0,0,0,0,"8.47665555555556","8.77665555555556","2661","","GlcADG(15:0_23:0)+NH4",0,0,0,0,0,"8.47665555555556","8.77665555555556","2661","","GlcADG(15:0_23:0)+NH4",0,0,0,0,0,"8.47665555555556","8.77665555555556","2661","","GlcADG(15:0_23:0)+NH4","846.66704","653.6084","635.59784","411.38395","299.25883","8.47665555555556","8.77665555555556","2661"
"","GlcADG(15:0_24:1)+NH4",0,0,0,0,0,"8.60968333333333","8.90968333333333","7384","","GlcADG(15:0_24:1)+NH4",0,0,0,0,0,"8.60968333333333","8.90968333333333","7384","","GlcADG(15:0_24:1)+NH4",0,0,0,0,0,"8.60968333333333","8.90968333333333","7384","","GlcADG(15:0_24:1)+NH4",0,0,0,0,0,"8.60968333333333","8.90968333333333","7384","","GlcADG(15:0_24:1)+NH4",0,0,0,0,0,"8.60968333333333","8.90968333333333","7384","","GlcADG(15:0_24:1)+NH4","858.66704","665.6084","647.59784","423.38395","299.25883","8.60968333333333","8.90968333333333","7384"
"","GlcADG(15:1_17:0)+NH4",0,0,0,0,0,"5.70677916666667","6.00677916666667","5601","","GlcADG(15:1_17:0)+NH4",0,0,0,0,0,"5.70677916666667","6.00677916666667","5601","","GlcADG(15:1_17:0)+NH4",0,0,0,0,0,"5.70677916666667","6.00677916666667","5601","","GlcADG(15:1_17:0)+NH4",0,0,0,0,0,"5.70677916666667","6.00677916666667","5601","","GlcADG(15:1_17:0)+NH4",0,0,0,0,0,"5.70677916666667","6.00677916666667","5601","","GlcADG(15:1_17:0)+NH4","760.55749","567.49885","549.48829","327.29004","297.24312","5.70677916666667","6.00677916666667","5601"
"","GlcADG(15:1_20:0)+NH4",0,0,0,0,0,"5.75924583333333","6.05924583333333","6338","","GlcADG(15:1_20:0)+NH4",0,0,0,0,0,"5.75924583333333","6.05924583333333","6338","","GlcADG(15:1_20:0)+NH4",0,0,0,0,0,"5.75924583333333","6.05924583333333","6338","","GlcADG(15:1_20:0)+NH4",0,0,0,0,0,"5.75924583333333","6.05924583333333","6338","","GlcADG(15:1_20:0)+NH4",0,0,0,0,0,"5.75924583333333","6.05924583333333","6338","","GlcADG(15:1_20:0)+NH4","802.60444","609.5458","591.53524","369.33699","297.24315","5.75924583333333","6.05924583333333","6338"
"","GlcADG(15:1_20:1)+NH4",0,0,0,0,0,"5.83374444444444","6.13374444444444","18887","","GlcADG(15:1_20:1)+NH4",0,0,0,0,0,"5.83374444444444","6.13374444444444","18887","","GlcADG(15:1_20:1)+NH4",0,0,0,0,0,"5.83374444444444","6.13374444444444","18887","","GlcADG(15:1_20:1)+NH4",0,0,0,0,0,"5.83374444444444","6.13374444444444","18887","","GlcADG(15:1_20:1)+NH4",0,0,0,0,0,"5.83374444444444","6.13374444444444","18887","","GlcADG(15:1_20:1)+NH4","800.58879","607.53015","589.51959","367.32134","297.24314","5.83374444444444","6.13374444444444","18887"
"","GlcADG(15:1_21:0)+NH4",0,0,0,0,0,"6.54292777777778","6.84292777777778","3955","","GlcADG(15:1_21:0)+NH4",0,0,0,0,0,"6.54292777777778","6.84292777777778","3955","","GlcADG(15:1_21:0)+NH4",0,0,0,0,0,"6.54292777777778","6.84292777777778","3955","","GlcADG(15:1_21:0)+NH4",0,0,0,0,0,"6.54292777777778","6.84292777777778","3955","","GlcADG(15:1_21:0)+NH4",0,0,0,0,0,"6.54292777777778","6.84292777777778","3955","","GlcADG(15:1_21:0)+NH4","816.62009","623.56145","605.55089","383.35264","297.24316","6.54292777777778","6.84292777777778","3955"
"","GlcADG(15:1_22:0)+NH4",0,0,0,0,0,"7.71712916666667","8.01712916666667","4031","","GlcADG(15:1_22:0)+NH4",0,0,0,0,0,"7.71712916666667","8.01712916666667","4031","","GlcADG(15:1_22:0)+NH4",0,0,0,0,0,"7.71712916666667","8.01712916666667","4031","","GlcADG(15:1_22:0)+NH4",0,0,0,0,0,"7.71712916666667","8.01712916666667","4031","","GlcADG(15:1_22:0)+NH4",0,0,0,0,0,"7.71712916666667","8.01712916666667","4031","","GlcADG(15:1_22:0)+NH4","830.63574","637.5771","619.56654","397.36829","297.24317","7.71712916666667","8.01712916666667","4031"
"","GlcADG(15:1_22:1)+NH4",0,0,0,0,0,"6.69359305555556","6.99359305555556","3729","","GlcADG(15:1_22:1)+NH4",0,0,0,0,0,"6.69359305555556","6.99359305555556","3729","","GlcADG(15:1_22:1)+NH4",0,0,0,0,0,"6.69359305555556","6.99359305555556","3729","","GlcADG(15:1_22:1)+NH4",0,0,0,0,0,"6.69359305555556","6.99359305555556","3729","","GlcADG(15:1_22:1)+NH4",0,0,0,0,0,"6.69359305555556","6.99359305555556","3729","","GlcADG(15:1_22:1)+NH4","828.62009","635.56145","617.55089","395.35264","297.24316","6.69359305555556","6.99359305555556","3729"
"","GlcADG(15:1_22:1)+NH4",0,0,0,0,0,"6.75024444444444","7.05024444444444","17245","","GlcADG(15:1_22:1)+NH4",0,0,0,0,0,"6.75024444444444","7.05024444444444","17245","","GlcADG(15:1_22:1)+NH4",0,0,0,0,0,"6.75024444444444","7.05024444444444","17245","","GlcADG(15:1_22:1)+NH4",0,0,0,0,0,"6.75024444444444","7.05024444444444","17245","","GlcADG(15:1_22:1)+NH4",0,0,0,0,0,"6.75024444444444","7.05024444444444","17245","","GlcADG(15:1_22:1)+NH4","828.62009","635.56145","617.55089","395.35264","297.24316","6.75024444444444","7.05024444444444","17245"
"","GlcADG(15:1_23:0)+NH4",0,0,0,0,0,"7.68953472222222","7.98953472222222","2487","","GlcADG(15:1_23:0)+NH4",0,0,0,0,0,"7.68953472222222","7.98953472222222","2487","","GlcADG(15:1_23:0)+NH4",0,0,0,0,0,"7.68953472222222","7.98953472222222","2487","","GlcADG(15:1_23:0)+NH4",0,0,0,0,0,"7.68953472222222","7.98953472222222","2487","","GlcADG(15:1_23:0)+NH4",0,0,0,0,0,"7.68953472222222","7.98953472222222","2487","","GlcADG(15:1_23:0)+NH4","844.65139","651.59275","633.58219","411.38394","297.24318","7.68953472222222","7.98953472222222","2487"
"","GlcADG(15:1_24:0)+NH4",0,0,0,0,0,"8.60968333333333","8.90968333333333","7384","","GlcADG(15:1_24:0)+NH4",0,0,0,0,0,"8.60968333333333","8.90968333333333","7384","","GlcADG(15:1_24:0)+NH4",0,0,0,0,0,"8.60968333333333","8.90968333333333","7384","","GlcADG(15:1_24:0)+NH4",0,0,0,0,0,"8.60968333333333","8.90968333333333","7384","","GlcADG(15:1_24:0)+NH4",0,0,0,0,0,"8.60968333333333","8.90968333333333","7384","","GlcADG(15:1_24:0)+NH4","858.66704","665.6084","647.59784","425.39959","297.24319","8.60968333333333","8.90968333333333","7384"
"","GlcADG(15:1_24:4)+NH4",0,0,0,0,0,"5.84678611111111","6.14678611111111","3421","","GlcADG(15:1_24:4)+NH4",0,0,0,0,0,"5.84678611111111","6.14678611111111","3421","","GlcADG(15:1_24:4)+NH4",0,0,0,0,0,"5.84678611111111","6.14678611111111","3421","","GlcADG(15:1_24:4)+NH4",0,0,0,0,0,"5.84678611111111","6.14678611111111","3421","","GlcADG(15:1_24:4)+NH4",0,0,0,0,0,"5.84678611111111","6.14678611111111","3421","","GlcADG(15:1_24:4)+NH4","850.60444","657.5458","639.53524","417.33699","297.24315","5.84678611111111","6.14678611111111","3421"
"","GlcADG(15:1_24:4)+NH4",0,0,0,0,0,"5.30077083333333","5.60077083333333","9636","","GlcADG(15:1_24:4)+NH4",0,0,0,0,0,"5.30077083333333","5.60077083333333","9636","","GlcADG(15:1_24:4)+NH4",0,0,0,0,0,"5.30077083333333","5.60077083333333","9636","","GlcADG(15:1_24:4)+NH4",0,0,0,0,0,"5.30077083333333","5.60077083333333","9636","","GlcADG(15:1_24:4)+NH4",0,0,0,0,0,"5.30077083333333","5.60077083333333","9636","","GlcADG(15:1_24:4)+NH4","850.60444","657.5458","639.53524","417.33699","297.24315","5.30077083333333","5.60077083333333","9636"
"","GlcADG(15:1_25:0)+NH4",0,0,0,0,0,"8.57026805555556","8.87026805555556","14681","","GlcADG(15:1_25:0)+NH4",0,0,0,0,0,"8.57026805555556","8.87026805555556","14681","","GlcADG(15:1_25:0)+NH4",0,0,0,0,0,"8.57026805555556","8.87026805555556","14681","","GlcADG(15:1_25:0)+NH4",0,0,0,0,0,"8.57026805555556","8.87026805555556","14681","","GlcADG(15:1_25:0)+NH4",0,0,0,0,0,"8.57026805555556","8.87026805555556","14681","","GlcADG(15:1_25:0)+NH4","872.68269","679.62405","661.61349","439.41524","297.2432","8.57026805555556","8.87026805555556","14681"
"","GlcADG(15:1_5:0)+NH4",0,0,0,0,0,"0.481425","0.781425","13640","","GlcADG(15:1_5:0)+NH4",0,0,0,0,0,"0.481425","0.781425","13640","","GlcADG(15:1_5:0)+NH4",0,0,0,0,0,"0.481425","0.781425","13640","","GlcADG(15:1_5:0)+NH4",0,0,0,0,0,"0.481425","0.781425","13640","","GlcADG(15:1_5:0)+NH4",0,0,0,0,0,"0.481425","0.781425","13640","","GlcADG(15:1_5:0)+NH4","592.36968","399.31104","381.30048","159.10224","297.243","0.481425","0.781425","13640"
"","GlcADG(15:1_9:0)+NH4",0,0,0,0,0,"7.05265277777778","7.35265277777778","3126","","GlcADG(15:1_9:0)+NH4",0,0,0,0,0,"7.05265277777778","7.35265277777778","3126","","GlcADG(15:1_9:0)+NH4",0,0,0,0,0,"7.05265277777778","7.35265277777778","3126","","GlcADG(15:1_9:0)+NH4",0,0,0,0,0,"7.05265277777778","7.35265277777778","3126","","GlcADG(15:1_9:0)+NH4",0,0,0,0,0,"7.05265277777778","7.35265277777778","3126","","GlcADG(15:1_9:0)+NH4","648.43229","455.37365","437.36309","215.16484","297.24304","7.05265277777778","7.35265277777778","3126"
"","GlcADG(16:0_16:1)+NH4",0,0,0,0,0,"5.70677916666667","6.00677916666667","5601","","GlcADG(16:0_16:1)+NH4",0,0,0,0,0,"5.70677916666667","6.00677916666667","5601","","GlcADG(16:0_16:1)+NH4",0,0,0,0,0,"5.70677916666667","6.00677916666667","5601","","GlcADG(16:0_16:1)+NH4",0,0,0,0,0,"5.70677916666667","6.00677916666667","5601","","GlcADG(16:0_16:1)+NH4",0,0,0,0,0,"5.70677916666667","6.00677916666667","5601","","GlcADG(16:0_16:1)+NH4","760.55749","567.49885","549.48829","311.25876","313.2744","5.70677916666667","6.00677916666667","5601"
"","GlcADG(16:0_20:0)+NH4",0,0,0,0,0,"7.26433611111111","7.56433611111111","15984","","GlcADG(16:0_20:0)+NH4",0,0,0,0,0,"7.26433611111111","7.56433611111111","15984","","GlcADG(16:0_20:0)+NH4",0,0,0,0,0,"7.26433611111111","7.56433611111111","15984","","GlcADG(16:0_20:0)+NH4",0,0,0,0,0,"7.26433611111111","7.56433611111111","15984","","GlcADG(16:0_20:0)+NH4",0,0,0,0,0,"7.26433611111111","7.56433611111111","15984","","GlcADG(16:0_20:0)+NH4","818.63574","625.5771","607.56654","369.33701","313.27445","7.26433611111111","7.56433611111111","15984"
"","GlcADG(16:0_20:1)+NH4",0,0,0,0,0,"6.54292777777778","6.84292777777778","3955","","GlcADG(16:0_20:1)+NH4",0,0,0,0,0,"6.54292777777778","6.84292777777778","3955","","GlcADG(16:0_20:1)+NH4",0,0,0,0,0,"6.54292777777778","6.84292777777778","3955","","GlcADG(16:0_20:1)+NH4",0,0,0,0,0,"6.54292777777778","6.84292777777778","3955","","GlcADG(16:0_20:1)+NH4",0,0,0,0,0,"6.54292777777778","6.84292777777778","3955","","GlcADG(16:0_20:1)+NH4","816.62009","623.56145","605.55089","367.32136","313.27444","6.54292777777778","6.84292777777778","3955"
"","GlcADG(16:0_20:4)+NH4",0,0,0,0,0,"5.5424375","5.8424375","4960","","GlcADG(16:0_20:4)+NH4",0,0,0,0,0,"5.5424375","5.8424375","4960","","GlcADG(16:0_20:4)+NH4",0,0,0,0,0,"5.5424375","5.8424375","4960","","GlcADG(16:0_20:4)+NH4",0,0,0,0,0,"5.5424375","5.8424375","4960","","GlcADG(16:0_20:4)+NH4",0,0,0,0,0,"5.5424375","5.8424375","4960","","GlcADG(16:0_20:4)+NH4","810.57314","617.5145","599.50394","361.27441","313.27441","5.5424375","5.8424375","4960"
"","GlcADG(16:0_20:5)+NH4",0,0,0,0,0,"4.71455138888889","5.01455138888889","18767","","GlcADG(16:0_20:5)+NH4",0,0,0,0,0,"4.71455138888889","5.01455138888889","18767","","GlcADG(16:0_20:5)+NH4",0,0,0,0,0,"4.71455138888889","5.01455138888889","18767","","GlcADG(16:0_20:5)+NH4",0,0,0,0,0,"4.71455138888889","5.01455138888889","18767","","GlcADG(16:0_20:5)+NH4",0,0,0,0,0,"4.71455138888889","5.01455138888889","18767","","GlcADG(16:0_20:5)+NH4","808.55749","615.49885","597.48829","359.25876","313.2744","4.71455138888889","5.01455138888889","18767"
"","GlcADG(16:0_20:5)+NH4",0,0,0,0,0,"4.43436212121212","4.73436212121212","18804","","GlcADG(16:0_20:5)+NH4",0,0,0,0,0,"4.43436212121212","4.73436212121212","18804","","GlcADG(16:0_20:5)+NH4",0,0,0,0,0,"4.43436212121212","4.73436212121212","18804","","GlcADG(16:0_20:5)+NH4",0,0,0,0,0,"4.43436212121212","4.73436212121212","18804","","GlcADG(16:0_20:5)+NH4",0,0,0,0,0,"4.43436212121212","4.73436212121212","18804","","GlcADG(16:0_20:5)+NH4","808.55749","615.49885","597.48829","359.25876","313.2744","4.43436212121212","4.73436212121212","18804"
"","GlcADG(16:0_20:5)+NH4",0,0,0,0,0,"4.13444696969697","4.43444696969697","18885","","GlcADG(16:0_20:5)+NH4",0,0,0,0,0,"4.13444696969697","4.43444696969697","18885","","GlcADG(16:0_20:5)+NH4",0,0,0,0,0,"4.13444696969697","4.43444696969697","18885","","GlcADG(16:0_20:5)+NH4",0,0,0,0,0,"4.13444696969697","4.43444696969697","18885","","GlcADG(16:0_20:5)+NH4",0,0,0,0,0,"4.13444696969697","4.43444696969697","18885","","GlcADG(16:0_20:5)+NH4","808.55749","615.49885","597.48829","359.25876","313.2744","4.13444696969697","4.43444696969697","18885"
"","GlcADG(16:0_22:0)+NH4",0,0,0,0,0,"8.47665555555556","8.77665555555556","2661","","GlcADG(16:0_22:0)+NH4",0,0,0,0,0,"8.47665555555556","8.77665555555556","2661","","GlcADG(16:0_22:0)+NH4",0,0,0,0,0,"8.47665555555556","8.77665555555556","2661","","GlcADG(16:0_22:0)+NH4",0,0,0,0,0,"8.47665555555556","8.77665555555556","2661","","GlcADG(16:0_22:0)+NH4",0,0,0,0,0,"8.47665555555556","8.77665555555556","2661","","GlcADG(16:0_22:0)+NH4","846.66704","653.6084","635.59784","397.36831","313.27447","8.47665555555556","8.77665555555556","2661"
"","GlcADG(16:0_22:1)+NH4",0,0,0,0,0,"7.68953472222222","7.98953472222222","2487","","GlcADG(16:0_22:1)+NH4",0,0,0,0,0,"7.68953472222222","7.98953472222222","2487","","GlcADG(16:0_22:1)+NH4",0,0,0,0,0,"7.68953472222222","7.98953472222222","2487","","GlcADG(16:0_22:1)+NH4",0,0,0,0,0,"7.68953472222222","7.98953472222222","2487","","GlcADG(16:0_22:1)+NH4",0,0,0,0,0,"7.68953472222222","7.98953472222222","2487","","GlcADG(16:0_22:1)+NH4","844.65139","651.59275","633.58219","395.35266","313.27446","7.68953472222222","7.98953472222222","2487"
"","GlcADG(16:0_22:2)+NH4",0,0,0,0,0,"6.74795","7.04795","3141","","GlcADG(16:0_22:2)+NH4",0,0,0,0,0,"6.74795","7.04795","3141","","GlcADG(16:0_22:2)+NH4",0,0,0,0,0,"6.74795","7.04795","3141","","GlcADG(16:0_22:2)+NH4",0,0,0,0,0,"6.74795","7.04795","3141","","GlcADG(16:0_22:2)+NH4",0,0,0,0,0,"6.74795","7.04795","3141","","GlcADG(16:0_22:2)+NH4","842.63574","649.5771","631.56654","393.33701","313.27445","6.74795","7.04795","3141"
"","GlcADG(16:0_22:2)+NH4",0,0,0,0,0,"6.71874696969697","7.01874696969697","11444","","GlcADG(16:0_22:2)+NH4",0,0,0,0,0,"6.71874696969697","7.01874696969697","11444","","GlcADG(16:0_22:2)+NH4",0,0,0,0,0,"6.71874696969697","7.01874696969697","11444","","GlcADG(16:0_22:2)+NH4",0,0,0,0,0,"6.71874696969697","7.01874696969697","11444","","GlcADG(16:0_22:2)+NH4",0,0,0,0,0,"6.71874696969697","7.01874696969697","11444","","GlcADG(16:0_22:2)+NH4","842.63574","649.5771","631.56654","393.33701","313.27445","6.71874696969697","7.01874696969697","11444"
"","GlcADG(16:0_22:4)+NH4",0,0,0,0,0,"5.38028055555556","5.68028055555556","2872","","GlcADG(16:0_22:4)+NH4",0,0,0,0,0,"5.38028055555556","5.68028055555556","2872","","GlcADG(16:0_22:4)+NH4",0,0,0,0,0,"5.38028055555556","5.68028055555556","2872","","GlcADG(16:0_22:4)+NH4",0,0,0,0,0,"5.38028055555556","5.68028055555556","2872","","GlcADG(16:0_22:4)+NH4",0,0,0,0,0,"5.38028055555556","5.68028055555556","2872","","GlcADG(16:0_22:4)+NH4","838.60444","645.5458","627.53524","389.30571","313.27443","5.38028055555556","5.68028055555556","2872"
"","GlcADG(16:0_22:5)+NH4",0,0,0,0,0,"5.5220625","5.8220625","5412","","GlcADG(16:0_22:5)+NH4",0,0,0,0,0,"5.5220625","5.8220625","5412","","GlcADG(16:0_22:5)+NH4",0,0,0,0,0,"5.5220625","5.8220625","5412","","GlcADG(16:0_22:5)+NH4",0,0,0,0,0,"5.5220625","5.8220625","5412","","GlcADG(16:0_22:5)+NH4",0,0,0,0,0,"5.5220625","5.8220625","5412","","GlcADG(16:0_22:5)+NH4","836.58879","643.53015","625.51959","387.29006","313.27442","5.5220625","5.8220625","5412"
"","GlcADG(16:0_22:5)+NH4",0,0,0,0,0,"5.71263611111111","6.01263611111111","15223","","GlcADG(16:0_22:5)+NH4",0,0,0,0,0,"5.71263611111111","6.01263611111111","15223","","GlcADG(16:0_22:5)+NH4",0,0,0,0,0,"5.71263611111111","6.01263611111111","15223","","GlcADG(16:0_22:5)+NH4",0,0,0,0,0,"5.71263611111111","6.01263611111111","15223","","GlcADG(16:0_22:5)+NH4",0,0,0,0,0,"5.71263611111111","6.01263611111111","15223","","GlcADG(16:0_22:5)+NH4","836.58879","643.53015","625.51959","387.29006","313.27442","5.71263611111111","6.01263611111111","15223"
"","GlcADG(16:0_24:1)+NH4",0,0,0,0,0,"8.57026805555556","8.87026805555556","14681","","GlcADG(16:0_24:1)+NH4",0,0,0,0,0,"8.57026805555556","8.87026805555556","14681","","GlcADG(16:0_24:1)+NH4",0,0,0,0,0,"8.57026805555556","8.87026805555556","14681","","GlcADG(16:0_24:1)+NH4",0,0,0,0,0,"8.57026805555556","8.87026805555556","14681","","GlcADG(16:0_24:1)+NH4",0,0,0,0,0,"8.57026805555556","8.87026805555556","14681","","GlcADG(16:0_24:1)+NH4","872.68269","679.62405","661.61349","423.38396","313.27448","8.57026805555556","8.87026805555556","14681"
"","GlcADG(16:0_9:0)+NH4",0,0,0,0,0,"0.46787","0.76787","15579","","GlcADG(16:0_9:0)+NH4",0,0,0,0,0,"0.46787","0.76787","15579","","GlcADG(16:0_9:0)+NH4",0,0,0,0,0,"0.46787","0.76787","15579","","GlcADG(16:0_9:0)+NH4",0,0,0,0,0,"0.46787","0.76787","15579","","GlcADG(16:0_9:0)+NH4",0,0,0,0,0,"0.46787","0.76787","15579","","GlcADG(16:0_9:0)+NH4","664.46359","471.40495","453.39439","215.16486","313.27434","0.46787","0.76787","15579"
"","GlcADG(16:1_19:0)+NH4",0,0,0,0,0,"5.75924583333333","6.05924583333333","6338","","GlcADG(16:1_19:0)+NH4",0,0,0,0,0,"5.75924583333333","6.05924583333333","6338","","GlcADG(16:1_19:0)+NH4",0,0,0,0,0,"5.75924583333333","6.05924583333333","6338","","GlcADG(16:1_19:0)+NH4",0,0,0,0,0,"5.75924583333333","6.05924583333333","6338","","GlcADG(16:1_19:0)+NH4",0,0,0,0,0,"5.75924583333333","6.05924583333333","6338","","GlcADG(16:1_19:0)+NH4","802.60444","609.5458","591.53524","355.32135","311.25879","5.75924583333333","6.05924583333333","6338"
"","GlcADG(16:1_20:0)+NH4",0,0,0,0,0,"6.54292777777778","6.84292777777778","3955","","GlcADG(16:1_20:0)+NH4",0,0,0,0,0,"6.54292777777778","6.84292777777778","3955","","GlcADG(16:1_20:0)+NH4",0,0,0,0,0,"6.54292777777778","6.84292777777778","3955","","GlcADG(16:1_20:0)+NH4",0,0,0,0,0,"6.54292777777778","6.84292777777778","3955","","GlcADG(16:1_20:0)+NH4",0,0,0,0,0,"6.54292777777778","6.84292777777778","3955","","GlcADG(16:1_20:0)+NH4","816.62009","623.56145","605.55089","369.337","311.2588","6.54292777777778","6.84292777777778","3955"
"","GlcADG(16:1_20:3)+NH4",0,0,0,0,0,"5.5424375","5.8424375","4960","","GlcADG(16:1_20:3)+NH4",0,0,0,0,0,"5.5424375","5.8424375","4960","","GlcADG(16:1_20:3)+NH4",0,0,0,0,0,"5.5424375","5.8424375","4960","","GlcADG(16:1_20:3)+NH4",0,0,0,0,0,"5.5424375","5.8424375","4960","","GlcADG(16:1_20:3)+NH4",0,0,0,0,0,"5.5424375","5.8424375","4960","","GlcADG(16:1_20:3)+NH4","810.57314","617.5145","599.50394","363.29005","311.25877","5.5424375","5.8424375","4960"
"","GlcADG(16:1_20:4)+NH4",0,0,0,0,0,"4.71455138888889","5.01455138888889","18767","","GlcADG(16:1_20:4)+NH4",0,0,0,0,0,"4.71455138888889","5.01455138888889","18767","","GlcADG(16:1_20:4)+NH4",0,0,0,0,0,"4.71455138888889","5.01455138888889","18767","","GlcADG(16:1_20:4)+NH4",0,0,0,0,0,"4.71455138888889","5.01455138888889","18767","","GlcADG(16:1_20:4)+NH4",0,0,0,0,0,"4.71455138888889","5.01455138888889","18767","","GlcADG(16:1_20:4)+NH4","808.55749","615.49885","597.48829","361.2744","311.25876","4.71455138888889","5.01455138888889","18767"
"","GlcADG(16:1_20:4)+NH4",0,0,0,0,0,"4.43436212121212","4.73436212121212","18804","","GlcADG(16:1_20:4)+NH4",0,0,0,0,0,"4.43436212121212","4.73436212121212","18804","","GlcADG(16:1_20:4)+NH4",0,0,0,0,0,"4.43436212121212","4.73436212121212","18804","","GlcADG(16:1_20:4)+NH4",0,0,0,0,0,"4.43436212121212","4.73436212121212","18804","","GlcADG(16:1_20:4)+NH4",0,0,0,0,0,"4.43436212121212","4.73436212121212","18804","","GlcADG(16:1_20:4)+NH4","808.55749","615.49885","597.48829","361.2744","311.25876","4.43436212121212","4.73436212121212","18804"
"","GlcADG(16:1_20:4)+NH4",0,0,0,0,0,"4.13444696969697","4.43444696969697","18885","","GlcADG(16:1_20:4)+NH4",0,0,0,0,0,"4.13444696969697","4.43444696969697","18885","","GlcADG(16:1_20:4)+NH4",0,0,0,0,0,"4.13444696969697","4.43444696969697","18885","","GlcADG(16:1_20:4)+NH4",0,0,0,0,0,"4.13444696969697","4.43444696969697","18885","","GlcADG(16:1_20:4)+NH4",0,0,0,0,0,"4.13444696969697","4.43444696969697","18885","","GlcADG(16:1_20:4)+NH4","808.55749","615.49885","597.48829","361.2744","311.25876","4.13444696969697","4.43444696969697","18885"
"","GlcADG(16:1_21:0)+NH4",0,0,0,0,0,"7.71712916666667","8.01712916666667","4031","","GlcADG(16:1_21:0)+NH4",0,0,0,0,0,"7.71712916666667","8.01712916666667","4031","","GlcADG(16:1_21:0)+NH4",0,0,0,0,0,"7.71712916666667","8.01712916666667","4031","","GlcADG(16:1_21:0)+NH4",0,0,0,0,0,"7.71712916666667","8.01712916666667","4031","","GlcADG(16:1_21:0)+NH4",0,0,0,0,0,"7.71712916666667","8.01712916666667","4031","","GlcADG(16:1_21:0)+NH4","830.63574","637.5771","619.56654","383.35265","311.25881","7.71712916666667","8.01712916666667","4031"
"","GlcADG(16:1_22:0)+NH4",0,0,0,0,0,"7.68953472222222","7.98953472222222","2487","","GlcADG(16:1_22:0)+NH4",0,0,0,0,0,"7.68953472222222","7.98953472222222","2487","","GlcADG(16:1_22:0)+NH4",0,0,0,0,0,"7.68953472222222","7.98953472222222","2487","","GlcADG(16:1_22:0)+NH4",0,0,0,0,0,"7.68953472222222","7.98953472222222","2487","","GlcADG(16:1_22:0)+NH4",0,0,0,0,0,"7.68953472222222","7.98953472222222","2487","","GlcADG(16:1_22:0)+NH4","844.65139","651.59275","633.58219","397.3683","311.25882","7.68953472222222","7.98953472222222","2487"
"","GlcADG(16:1_22:1)+NH4",0,0,0,0,0,"6.74795","7.04795","3141","","GlcADG(16:1_22:1)+NH4",0,0,0,0,0,"6.74795","7.04795","3141","","GlcADG(16:1_22:1)+NH4",0,0,0,0,0,"6.74795","7.04795","3141","","GlcADG(16:1_22:1)+NH4",0,0,0,0,0,"6.74795","7.04795","3141","","GlcADG(16:1_22:1)+NH4",0,0,0,0,0,"6.74795","7.04795","3141","","GlcADG(16:1_22:1)+NH4","842.63574","649.5771","631.56654","395.35265","311.25881","6.74795","7.04795","3141"
