"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","Plasmanyl-PE","[M+H]+","NL_head","NL_T2RCO","T2_RCO+","T2RCOO+58","head","RT_min","RT_max","Comment","RT at Max Intensity","Plasmanyl-PE","[M+H]+","NL_head","NL_T2RCO","T2_RCO+","T2RCOO+58","head","RT_min","RT_max","Comment","Number of Scans","Plasmanyl-PE","[M+H]+","NL_head","NL_T2RCO","T2_RCO+","T2RCOO+58","head","RT_min","RT_max","Comment","Max Intensity","Plasmanyl-PE","[M+H]+","NL_head","NL_T2RCO","T2_RCO+","T2RCOO+58","head","RT_min","RT_max","Comment","Average m/z","Plasmanyl-PE","[M+H]+","NL_head","NL_T2RCO","T2_RCO+","T2RCOO+58","head","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","Plasmanyl-PE","[M+H]+","NL_head","NL_T2RCO","T2_RCO+","T2RCOO+58","head","RT_min","RT_max","Comment"
"","Plasmanyl-PE(O-16:0/20:2)+H",0,0,0,0,0,0,"7.05109166666667","7.35109166666667","17349","","Plasmanyl-PE(O-16:0/20:2)+H",0,0,0,0,0,0,"7.05109166666667","7.35109166666667","17349","","Plasmanyl-PE(O-16:0/20:2)+H",0,0,0,0,0,0,"7.05109166666667","7.35109166666667","17349","","Plasmanyl-PE(O-16:0/20:2)+H",0,0,0,0,0,0,"7.05109166666667","7.35109166666667","17349","","Plasmanyl-PE(O-16:0/20:2)+H",0,0,0,0,0,0,"7.05109166666667","7.35109166666667","17349","","Plasmanyl-PE(O-16:0/20:2)+H","730.57455","589.55544","299.29449","291.26825","365.30503","142.02639","7.05109166666667","7.35109166666667","17349"
"","Plasmanyl-PE(O-16:0/20:3)+H",1,1,0,0,0,0,"8.35855694444444","8.65855694444444","381","","Plasmanyl-PE(O-16:0/20:3)+H",8.539091,8.539091,0,0,0,0,"8.35855694444444","8.65855694444444","381","","Plasmanyl-PE(O-16:0/20:3)+H",1,1,0,0,0,0,"8.35855694444444","8.65855694444444","381","","Plasmanyl-PE(O-16:0/20:3)+H",33965.3,156014,0,0,0,0,"8.35855694444444","8.65855694444444","381","","Plasmanyl-PE(O-16:0/20:3)+H",728.5604,587.541,0,0,0,0,"8.35855694444444","8.65855694444444","381","","Plasmanyl-PE(O-16:0/20:3)+H","728.55895","587.53984","299.29449","289.25265","363.28943","142.02639","8.35855694444444","8.65855694444444","381"
"","Plasmanyl-PE(O-16:0/20:4)+H",0,0,0,0,0,0,"7.24894027777778","7.54894027777778","813","","Plasmanyl-PE(O-16:0/20:4)+H",0,0,0,0,0,0,"7.24894027777778","7.54894027777778","813","","Plasmanyl-PE(O-16:0/20:4)+H",0,0,0,0,0,0,"7.24894027777778","7.54894027777778","813","","Plasmanyl-PE(O-16:0/20:4)+H",0,0,0,0,0,0,"7.24894027777778","7.54894027777778","813","","Plasmanyl-PE(O-16:0/20:4)+H",0,0,0,0,0,0,"7.24894027777778","7.54894027777778","813","","Plasmanyl-PE(O-16:0/20:4)+H","726.54325","585.52414","299.29449","287.23695","361.27373","142.02639","7.24894027777778","7.54894027777778","813"
"","Plasmanyl-PE(O-16:0/20:4)+H",0,0,0,0,0,0,"7.47321388888889","7.77321388888889","1207","","Plasmanyl-PE(O-16:0/20:4)+H",0,0,0,0,0,0,"7.47321388888889","7.77321388888889","1207","","Plasmanyl-PE(O-16:0/20:4)+H",0,0,0,0,0,0,"7.47321388888889","7.77321388888889","1207","","Plasmanyl-PE(O-16:0/20:4)+H",0,0,0,0,0,0,"7.47321388888889","7.77321388888889","1207","","Plasmanyl-PE(O-16:0/20:4)+H",0,0,0,0,0,0,"7.47321388888889","7.77321388888889","1207","","Plasmanyl-PE(O-16:0/20:4)+H","726.54325","585.52414","299.29449","287.23695","361.27373","142.02639","7.47321388888889","7.77321388888889","1207"
"","Plasmanyl-PE(O-16:0/20:4)+H",0,0,0,0,0,0,"12.2246125","12.5246125","7327","","Plasmanyl-PE(O-16:0/20:4)+H",0,0,0,0,0,0,"12.2246125","12.5246125","7327","","Plasmanyl-PE(O-16:0/20:4)+H",0,0,0,0,0,0,"12.2246125","12.5246125","7327","","Plasmanyl-PE(O-16:0/20:4)+H",0,0,0,0,0,0,"12.2246125","12.5246125","7327","","Plasmanyl-PE(O-16:0/20:4)+H",0,0,0,0,0,0,"12.2246125","12.5246125","7327","","Plasmanyl-PE(O-16:0/20:4)+H","726.54325","585.52414","299.29449","287.23695","361.27373","142.02639","12.2246125","12.5246125","7327"
"","Plasmanyl-PE(O-16:0/20:4)+H",0,0,0,0,0,0,"12.8074090909091","13.1074090909091","10619","","Plasmanyl-PE(O-16:0/20:4)+H",0,0,0,0,0,0,"12.8074090909091","13.1074090909091","10619","","Plasmanyl-PE(O-16:0/20:4)+H",0,0,0,0,0,0,"12.8074090909091","13.1074090909091","10619","","Plasmanyl-PE(O-16:0/20:4)+H",0,0,0,0,0,0,"12.8074090909091","13.1074090909091","10619","","Plasmanyl-PE(O-16:0/20:4)+H",0,0,0,0,0,0,"12.8074090909091","13.1074090909091","10619","","Plasmanyl-PE(O-16:0/20:4)+H","726.54325","585.52414","299.29449","287.23695","361.27373","142.02639","12.8074090909091","13.1074090909091","10619"
"","Plasmanyl-PE(O-16:0/20:5)+H",1,1,0,1,0,1,"6.99227361111111","7.29227361111111","226","","Plasmanyl-PE(O-16:0/20:5)+H",7.174496,7.174496,0,7.174496,0,7.174496,"6.99227361111111","7.29227361111111","226","","Plasmanyl-PE(O-16:0/20:5)+H",1,1,0,1,0,1,"6.99227361111111","7.29227361111111","226","","Plasmanyl-PE(O-16:0/20:5)+H",51251.31,207775.8,0,18470.44,0,1644.985,"6.99227361111111","7.29227361111111","226","","Plasmanyl-PE(O-16:0/20:5)+H",724.5291,583.5094,0,285.2214,0,142.0267,"6.99227361111111","7.29227361111111","226","","Plasmanyl-PE(O-16:0/20:5)+H","724.52765","583.50854","299.29449","285.22135","359.25813","142.02639","6.99227361111111","7.29227361111111","226"
"","Plasmanyl-PE(O-16:0/20:5)+H",0,0,0,0,0,0,"12.2653696969697","12.5653696969697","6254","","Plasmanyl-PE(O-16:0/20:5)+H",0,0,0,0,0,0,"12.2653696969697","12.5653696969697","6254","","Plasmanyl-PE(O-16:0/20:5)+H",0,0,0,0,0,0,"12.2653696969697","12.5653696969697","6254","","Plasmanyl-PE(O-16:0/20:5)+H",0,0,0,0,0,0,"12.2653696969697","12.5653696969697","6254","","Plasmanyl-PE(O-16:0/20:5)+H",0,0,0,0,0,0,"12.2653696969697","12.5653696969697","6254","","Plasmanyl-PE(O-16:0/20:5)+H","724.52765","583.50854","299.29449","285.22135","359.25813","142.02639","12.2653696969697","12.5653696969697","6254"
"","Plasmanyl-PE(O-16:0/20:5)+H",0,0,0,0,0,0,"11.657762962963","11.957762962963","8537","","Plasmanyl-PE(O-16:0/20:5)+H",0,0,0,0,0,0,"11.657762962963","11.957762962963","8537","","Plasmanyl-PE(O-16:0/20:5)+H",0,0,0,0,0,0,"11.657762962963","11.957762962963","8537","","Plasmanyl-PE(O-16:0/20:5)+H",0,0,0,0,0,0,"11.657762962963","11.957762962963","8537","","Plasmanyl-PE(O-16:0/20:5)+H",0,0,0,0,0,0,"11.657762962963","11.957762962963","8537","","Plasmanyl-PE(O-16:0/20:5)+H","724.52765","583.50854","299.29449","285.22135","359.25813","142.02639","11.657762962963","11.957762962963","8537"
"","Plasmanyl-PE(O-16:0/20:5)+H",0,0,0,0,0,0,"11.6612866666667","11.9612866666667","18139","","Plasmanyl-PE(O-16:0/20:5)+H",0,0,0,0,0,0,"11.6612866666667","11.9612866666667","18139","","Plasmanyl-PE(O-16:0/20:5)+H",0,0,0,0,0,0,"11.6612866666667","11.9612866666667","18139","","Plasmanyl-PE(O-16:0/20:5)+H",0,0,0,0,0,0,"11.6612866666667","11.9612866666667","18139","","Plasmanyl-PE(O-16:0/20:5)+H",0,0,0,0,0,0,"11.6612866666667","11.9612866666667","18139","","Plasmanyl-PE(O-16:0/20:5)+H","724.52765","583.50854","299.29449","285.22135","359.25813","142.02639","11.6612866666667","11.9612866666667","18139"
"","Plasmanyl-PE(O-16:0/21:0)+H",1,0,0,0,0,0,"9.018525","9.318525","632","","Plasmanyl-PE(O-16:0/21:0)+H",9.181929,0,0,0,0,0,"9.018525","9.318525","632","","Plasmanyl-PE(O-16:0/21:0)+H",1,0,0,0,0,0,"9.018525","9.318525","632","","Plasmanyl-PE(O-16:0/21:0)+H",356934.3,0,0,0,0,0,"9.018525","9.318525","632","","Plasmanyl-PE(O-16:0/21:0)+H",748.6232,0,0,0,0,0,"9.018525","9.318525","632","","Plasmanyl-PE(O-16:0/21:0)+H","748.62155","607.60244","299.29449","309.31525","383.35203","142.02639","9.018525","9.318525","632"
"","Plasmanyl-PE(O-16:0/22:0)+H",0,0,0,0,0,0,"9.5857","9.8857","18129","","Plasmanyl-PE(O-16:0/22:0)+H",0,0,0,0,0,0,"9.5857","9.8857","18129","","Plasmanyl-PE(O-16:0/22:0)+H",0,0,0,0,0,0,"9.5857","9.8857","18129","","Plasmanyl-PE(O-16:0/22:0)+H",0,0,0,0,0,0,"9.5857","9.8857","18129","","Plasmanyl-PE(O-16:0/22:0)+H",0,0,0,0,0,0,"9.5857","9.8857","18129","","Plasmanyl-PE(O-16:0/22:0)+H","762.63715","621.61804","299.29449","323.33085","397.36763","142.02639","9.5857","9.8857","18129"
"","Plasmanyl-PE(O-16:0/22:2)+H",0,0,0,0,0,0,"7.68438194444444","7.98438194444444","1523","","Plasmanyl-PE(O-16:0/22:2)+H",0,0,0,0,0,0,"7.68438194444444","7.98438194444444","1523","","Plasmanyl-PE(O-16:0/22:2)+H",0,0,0,0,0,0,"7.68438194444444","7.98438194444444","1523","","Plasmanyl-PE(O-16:0/22:2)+H",0,0,0,0,0,0,"7.68438194444444","7.98438194444444","1523","","Plasmanyl-PE(O-16:0/22:2)+H",0,0,0,0,0,0,"7.68438194444444","7.98438194444444","1523","","Plasmanyl-PE(O-16:0/22:2)+H","758.60585","617.58674","299.29449","319.29955","393.33633","142.02639","7.68438194444444","7.98438194444444","1523"
"","Plasmanyl-PE(O-16:0/22:2)+H",0,0,0,0,0,0,"8.17757222222222","8.47757222222222","1725","","Plasmanyl-PE(O-16:0/22:2)+H",0,0,0,0,0,0,"8.17757222222222","8.47757222222222","1725","","Plasmanyl-PE(O-16:0/22:2)+H",0,0,0,0,0,0,"8.17757222222222","8.47757222222222","1725","","Plasmanyl-PE(O-16:0/22:2)+H",0,0,0,0,0,0,"8.17757222222222","8.47757222222222","1725","","Plasmanyl-PE(O-16:0/22:2)+H",0,0,0,0,0,0,"8.17757222222222","8.47757222222222","1725","","Plasmanyl-PE(O-16:0/22:2)+H","758.60585","617.58674","299.29449","319.29955","393.33633","142.02639","8.17757222222222","8.47757222222222","1725"
"","Plasmanyl-PE(O-16:0/22:2)+H",0,0,0,0,0,0,"10.1578666666667","10.4578666666667","4902","","Plasmanyl-PE(O-16:0/22:2)+H",0,0,0,0,0,0,"10.1578666666667","10.4578666666667","4902","","Plasmanyl-PE(O-16:0/22:2)+H",0,0,0,0,0,0,"10.1578666666667","10.4578666666667","4902","","Plasmanyl-PE(O-16:0/22:2)+H",0,0,0,0,0,0,"10.1578666666667","10.4578666666667","4902","","Plasmanyl-PE(O-16:0/22:2)+H",0,0,0,0,0,0,"10.1578666666667","10.4578666666667","4902","","Plasmanyl-PE(O-16:0/22:2)+H","758.60585","617.58674","299.29449","319.29955","393.33633","142.02639","10.1578666666667","10.4578666666667","4902"
"","Plasmanyl-PE(O-16:0/22:2)+H",0,0,0,0,0,0,"8.19072638888889","8.49072638888889","12721","","Plasmanyl-PE(O-16:0/22:2)+H",0,0,0,0,0,0,"8.19072638888889","8.49072638888889","12721","","Plasmanyl-PE(O-16:0/22:2)+H",0,0,0,0,0,0,"8.19072638888889","8.49072638888889","12721","","Plasmanyl-PE(O-16:0/22:2)+H",0,0,0,0,0,0,"8.19072638888889","8.49072638888889","12721","","Plasmanyl-PE(O-16:0/22:2)+H",0,0,0,0,0,0,"8.19072638888889","8.49072638888889","12721","","Plasmanyl-PE(O-16:0/22:2)+H","758.60585","617.58674","299.29449","319.29955","393.33633","142.02639","8.19072638888889","8.49072638888889","12721"
"","Plasmanyl-PE(O-16:0/22:2)+H",0,0,0,0,0,0,"9.53611515151515","9.83611515151515","19054","","Plasmanyl-PE(O-16:0/22:2)+H",0,0,0,0,0,0,"9.53611515151515","9.83611515151515","19054","","Plasmanyl-PE(O-16:0/22:2)+H",0,0,0,0,0,0,"9.53611515151515","9.83611515151515","19054","","Plasmanyl-PE(O-16:0/22:2)+H",0,0,0,0,0,0,"9.53611515151515","9.83611515151515","19054","","Plasmanyl-PE(O-16:0/22:2)+H",0,0,0,0,0,0,"9.53611515151515","9.83611515151515","19054","","Plasmanyl-PE(O-16:0/22:2)+H","758.60585","617.58674","299.29449","319.29955","393.33633","142.02639","9.53611515151515","9.83611515151515","19054"
"","Plasmanyl-PE(O-16:0/22:3)+H",0,0,0,0,0,0,"7.25920555555556","7.55920555555556","867","","Plasmanyl-PE(O-16:0/22:3)+H",0,0,0,0,0,0,"7.25920555555556","7.55920555555556","867","","Plasmanyl-PE(O-16:0/22:3)+H",0,0,0,0,0,0,"7.25920555555556","7.55920555555556","867","","Plasmanyl-PE(O-16:0/22:3)+H",0,0,0,0,0,0,"7.25920555555556","7.55920555555556","867","","Plasmanyl-PE(O-16:0/22:3)+H",0,0,0,0,0,0,"7.25920555555556","7.55920555555556","867","","Plasmanyl-PE(O-16:0/22:3)+H","756.59025","615.57114","299.29449","317.28395","391.32073","142.02639","7.25920555555556","7.55920555555556","867"
"","Plasmanyl-PE(O-16:0/22:3)+H",0,0,0,0,0,0,"7.47061527777778","7.77061527777778","995","","Plasmanyl-PE(O-16:0/22:3)+H",0,0,0,0,0,0,"7.47061527777778","7.77061527777778","995","","Plasmanyl-PE(O-16:0/22:3)+H",0,0,0,0,0,0,"7.47061527777778","7.77061527777778","995","","Plasmanyl-PE(O-16:0/22:3)+H",0,0,0,0,0,0,"7.47061527777778","7.77061527777778","995","","Plasmanyl-PE(O-16:0/22:3)+H",0,0,0,0,0,0,"7.47061527777778","7.77061527777778","995","","Plasmanyl-PE(O-16:0/22:3)+H","756.59025","615.57114","299.29449","317.28395","391.32073","142.02639","7.47061527777778","7.77061527777778","995"
"","Plasmanyl-PE(O-16:0/22:3)+H",0,0,0,0,0,0,"9.40040694444444","9.70040694444444","2016","","Plasmanyl-PE(O-16:0/22:3)+H",0,0,0,0,0,0,"9.40040694444444","9.70040694444444","2016","","Plasmanyl-PE(O-16:0/22:3)+H",0,0,0,0,0,0,"9.40040694444444","9.70040694444444","2016","","Plasmanyl-PE(O-16:0/22:3)+H",0,0,0,0,0,0,"9.40040694444444","9.70040694444444","2016","","Plasmanyl-PE(O-16:0/22:3)+H",0,0,0,0,0,0,"9.40040694444444","9.70040694444444","2016","","Plasmanyl-PE(O-16:0/22:3)+H","756.59025","615.57114","299.29449","317.28395","391.32073","142.02639","9.40040694444444","9.70040694444444","2016"
"","Plasmanyl-PE(O-16:0/22:3)+H",0,0,0,0,0,0,"6.79742638888889","7.09742638888889","3696","","Plasmanyl-PE(O-16:0/22:3)+H",0,0,0,0,0,0,"6.79742638888889","7.09742638888889","3696","","Plasmanyl-PE(O-16:0/22:3)+H",0,0,0,0,0,0,"6.79742638888889","7.09742638888889","3696","","Plasmanyl-PE(O-16:0/22:3)+H",0,0,0,0,0,0,"6.79742638888889","7.09742638888889","3696","","Plasmanyl-PE(O-16:0/22:3)+H",0,0,0,0,0,0,"6.79742638888889","7.09742638888889","3696","","Plasmanyl-PE(O-16:0/22:3)+H","756.59025","615.57114","299.29449","317.28395","391.32073","142.02639","6.79742638888889","7.09742638888889","3696"
"","Plasmanyl-PE(O-16:0/22:3)+H",0,0,0,0,0,0,"7.67833166666667","7.97833166666667","4652","","Plasmanyl-PE(O-16:0/22:3)+H",0,0,0,0,0,0,"7.67833166666667","7.97833166666667","4652","","Plasmanyl-PE(O-16:0/22:3)+H",0,0,0,0,0,0,"7.67833166666667","7.97833166666667","4652","","Plasmanyl-PE(O-16:0/22:3)+H",0,0,0,0,0,0,"7.67833166666667","7.97833166666667","4652","","Plasmanyl-PE(O-16:0/22:3)+H",0,0,0,0,0,0,"7.67833166666667","7.97833166666667","4652","","Plasmanyl-PE(O-16:0/22:3)+H","756.59025","615.57114","299.29449","317.28395","391.32073","142.02639","7.67833166666667","7.97833166666667","4652"
"","Plasmanyl-PE(O-16:0/22:3)+H",0,0,0,0,0,0,"9.17981527777778","9.47981527777778","14648","","Plasmanyl-PE(O-16:0/22:3)+H",0,0,0,0,0,0,"9.17981527777778","9.47981527777778","14648","","Plasmanyl-PE(O-16:0/22:3)+H",0,0,0,0,0,0,"9.17981527777778","9.47981527777778","14648","","Plasmanyl-PE(O-16:0/22:3)+H",0,0,0,0,0,0,"9.17981527777778","9.47981527777778","14648","","Plasmanyl-PE(O-16:0/22:3)+H",0,0,0,0,0,0,"9.17981527777778","9.47981527777778","14648","","Plasmanyl-PE(O-16:0/22:3)+H","756.59025","615.57114","299.29449","317.28395","391.32073","142.02639","9.17981527777778","9.47981527777778","14648"
"","Plasmanyl-PE(O-16:0/22:4)+H",0,0,0,0,0,0,"8.33139583333333","8.63139583333333","1154","","Plasmanyl-PE(O-16:0/22:4)+H",0,0,0,0,0,0,"8.33139583333333","8.63139583333333","1154","","Plasmanyl-PE(O-16:0/22:4)+H",0,0,0,0,0,0,"8.33139583333333","8.63139583333333","1154","","Plasmanyl-PE(O-16:0/22:4)+H",0,0,0,0,0,0,"8.33139583333333","8.63139583333333","1154","","Plasmanyl-PE(O-16:0/22:4)+H",0,0,0,0,0,0,"8.33139583333333","8.63139583333333","1154","","Plasmanyl-PE(O-16:0/22:4)+H","754.57455","613.55544","299.29449","315.26825","389.30503","142.02639","8.33139583333333","8.63139583333333","1154"
"","Plasmanyl-PE(O-16:0/22:4)+H",0,0,0,0,0,0,"8.61771805555556","8.91771805555556","1393","","Plasmanyl-PE(O-16:0/22:4)+H",0,0,0,0,0,0,"8.61771805555556","8.91771805555556","1393","","Plasmanyl-PE(O-16:0/22:4)+H",0,0,0,0,0,0,"8.61771805555556","8.91771805555556","1393","","Plasmanyl-PE(O-16:0/22:4)+H",0,0,0,0,0,0,"8.61771805555556","8.91771805555556","1393","","Plasmanyl-PE(O-16:0/22:4)+H",0,0,0,0,0,0,"8.61771805555556","8.91771805555556","1393","","Plasmanyl-PE(O-16:0/22:4)+H","754.57455","613.55544","299.29449","315.26825","389.30503","142.02639","8.61771805555556","8.91771805555556","1393"
"","Plasmanyl-PE(O-16:0/22:4)+H",1,0,0,0,0,0,"6.26818194444444","6.56818194444444","1497","","Plasmanyl-PE(O-16:0/22:4)+H",6.429213,0,0,0,0,0,"6.26818194444444","6.56818194444444","1497","","Plasmanyl-PE(O-16:0/22:4)+H",2,0,0,0,0,0,"6.26818194444444","6.56818194444444","1497","","Plasmanyl-PE(O-16:0/22:4)+H",112130.4,0,0,0,0,0,"6.26818194444444","6.56818194444444","1497","","Plasmanyl-PE(O-16:0/22:4)+H",754.57455,0,0,0,0,0,"6.26818194444444","6.56818194444444","1497","","Plasmanyl-PE(O-16:0/22:4)+H","754.57455","613.55544","299.29449","315.26825","389.30503","142.02639","6.26818194444444","6.56818194444444","1497"
"","Plasmanyl-PE(O-16:0/22:4)+H",1,0,0,0,0,0,"6.05889861111111","6.35889861111111","3467","","Plasmanyl-PE(O-16:0/22:4)+H",6.297675,0,0,0,0,0,"6.05889861111111","6.35889861111111","3467","","Plasmanyl-PE(O-16:0/22:4)+H",1,0,0,0,0,0,"6.05889861111111","6.35889861111111","3467","","Plasmanyl-PE(O-16:0/22:4)+H",5796.112,0,0,0,0,0,"6.05889861111111","6.35889861111111","3467","","Plasmanyl-PE(O-16:0/22:4)+H",754.574,0,0,0,0,0,"6.05889861111111","6.35889861111111","3467","","Plasmanyl-PE(O-16:0/22:4)+H","754.57455","613.55544","299.29449","315.26825","389.30503","142.02639","6.05889861111111","6.35889861111111","3467"
"","Plasmanyl-PE(O-16:0/22:4)+H",0,0,0,0,0,0,"6.57930416666667","6.87930416666667","11614","","Plasmanyl-PE(O-16:0/22:4)+H",0,0,0,0,0,0,"6.57930416666667","6.87930416666667","11614","","Plasmanyl-PE(O-16:0/22:4)+H",0,0,0,0,0,0,"6.57930416666667","6.87930416666667","11614","","Plasmanyl-PE(O-16:0/22:4)+H",0,0,0,0,0,0,"6.57930416666667","6.87930416666667","11614","","Plasmanyl-PE(O-16:0/22:4)+H",0,0,0,0,0,0,"6.57930416666667","6.87930416666667","11614","","Plasmanyl-PE(O-16:0/22:4)+H","754.57455","613.55544","299.29449","315.26825","389.30503","142.02639","6.57930416666667","6.87930416666667","11614"
"","Plasmanyl-PE(O-16:0/22:4)+H",0,0,0,0,0,0,"8.95635454545455","9.25635454545455","12277","","Plasmanyl-PE(O-16:0/22:4)+H",0,0,0,0,0,0,"8.95635454545455","9.25635454545455","12277","","Plasmanyl-PE(O-16:0/22:4)+H",0,0,0,0,0,0,"8.95635454545455","9.25635454545455","12277","","Plasmanyl-PE(O-16:0/22:4)+H",0,0,0,0,0,0,"8.95635454545455","9.25635454545455","12277","","Plasmanyl-PE(O-16:0/22:4)+H",0,0,0,0,0,0,"8.95635454545455","9.25635454545455","12277","","Plasmanyl-PE(O-16:0/22:4)+H","754.57455","613.55544","299.29449","315.26825","389.30503","142.02639","8.95635454545455","9.25635454545455","12277"
"","Plasmanyl-PE(O-16:0/22:5)+H",1,1,0,0,0,0,"8.14505972222222","8.44505972222222","180","","Plasmanyl-PE(O-16:0/22:5)+H",8.366587,8.366587,0,0,0,8.366587,"8.14505972222222","8.44505972222222","180","","Plasmanyl-PE(O-16:0/22:5)+H",2,2,0,0,0,2,"8.14505972222222","8.44505972222222","180","","Plasmanyl-PE(O-16:0/22:5)+H",37478.58,150119.7,0,0,0,978.3755,"8.14505972222222","8.44505972222222","180","","Plasmanyl-PE(O-16:0/22:5)+H",752.55995,611.54055,0,0,0,142.02655,"8.14505972222222","8.44505972222222","180","","Plasmanyl-PE(O-16:0/22:5)+H","752.55895","611.53984","299.29449","313.25265","387.28943","142.02639","8.14505972222222","8.44505972222222","180"
"","Plasmanyl-PE(O-16:0/22:5)+H",0,0,0,0,0,0,"7.48613888888889","7.78613888888889","2237","","Plasmanyl-PE(O-16:0/22:5)+H",0,0,0,0,0,0,"7.48613888888889","7.78613888888889","2237","","Plasmanyl-PE(O-16:0/22:5)+H",0,0,0,0,0,0,"7.48613888888889","7.78613888888889","2237","","Plasmanyl-PE(O-16:0/22:5)+H",0,0,0,0,0,0,"7.48613888888889","7.78613888888889","2237","","Plasmanyl-PE(O-16:0/22:5)+H",0,0,0,0,0,0,"7.48613888888889","7.78613888888889","2237","","Plasmanyl-PE(O-16:0/22:5)+H","752.55895","611.53984","299.29449","313.25265","387.28943","142.02639","7.48613888888889","7.78613888888889","2237"
"","Plasmanyl-PE(O-16:0/22:5)+H",0,0,0,0,0,0,"5.83084027777778","6.13084027777778","2778","","Plasmanyl-PE(O-16:0/22:5)+H",0,0,0,0,0,0,"5.83084027777778","6.13084027777778","2778","","Plasmanyl-PE(O-16:0/22:5)+H",0,0,0,0,0,0,"5.83084027777778","6.13084027777778","2778","","Plasmanyl-PE(O-16:0/22:5)+H",0,0,0,0,0,0,"5.83084027777778","6.13084027777778","2778","","Plasmanyl-PE(O-16:0/22:5)+H",0,0,0,0,0,0,"5.83084027777778","6.13084027777778","2778","","Plasmanyl-PE(O-16:0/22:5)+H","752.55895","611.53984","299.29449","313.25265","387.28943","142.02639","5.83084027777778","6.13084027777778","2778"
"","Plasmanyl-PE(O-16:0/22:5)+H",0,0,0,0,0,0,"5.39954305555556","5.69954305555556","5763","","Plasmanyl-PE(O-16:0/22:5)+H",0,0,0,0,0,0,"5.39954305555556","5.69954305555556","5763","","Plasmanyl-PE(O-16:0/22:5)+H",0,0,0,0,0,0,"5.39954305555556","5.69954305555556","5763","","Plasmanyl-PE(O-16:0/22:5)+H",0,0,0,0,0,0,"5.39954305555556","5.69954305555556","5763","","Plasmanyl-PE(O-16:0/22:5)+H",0,0,0,0,0,0,"5.39954305555556","5.69954305555556","5763","","Plasmanyl-PE(O-16:0/22:5)+H","752.55895","611.53984","299.29449","313.25265","387.28943","142.02639","5.39954305555556","5.69954305555556","5763"
"","Plasmanyl-PE(O-16:0/22:5)+H",0,0,0,0,0,0,"7.82195138888889","8.12195138888889","15123","","Plasmanyl-PE(O-16:0/22:5)+H",0,0,0,0,0,0,"7.82195138888889","8.12195138888889","15123","","Plasmanyl-PE(O-16:0/22:5)+H",0,0,0,0,0,0,"7.82195138888889","8.12195138888889","15123","","Plasmanyl-PE(O-16:0/22:5)+H",0,0,0,0,0,0,"7.82195138888889","8.12195138888889","15123","","Plasmanyl-PE(O-16:0/22:5)+H",0,0,0,0,0,0,"7.82195138888889","8.12195138888889","15123","","Plasmanyl-PE(O-16:0/22:5)+H","752.55895","611.53984","299.29449","313.25265","387.28943","142.02639","7.82195138888889","8.12195138888889","15123"
"","Plasmanyl-PE(O-16:0/22:6)+H",1,1,0,1,0,0,"7.4216375","7.7216375","992","","Plasmanyl-PE(O-16:0/22:6)+H",7.561864,7.561864,0,7.561864,0,0,"7.4216375","7.7216375","992","","Plasmanyl-PE(O-16:0/22:6)+H",1,1,0,1,0,0,"7.4216375","7.7216375","992","","Plasmanyl-PE(O-16:0/22:6)+H",8105.505,35072.83,0,1005.161,0,0,"7.4216375","7.7216375","992","","Plasmanyl-PE(O-16:0/22:6)+H",750.5433,609.5252,0,311.2373,0,0,"7.4216375","7.7216375","992","","Plasmanyl-PE(O-16:0/22:6)+H","750.54325","609.52414","299.29449","311.23695","385.27373","142.02639","7.4216375","7.7216375","992"
"","Plasmanyl-PE(O-16:0/23:0)+H",0,0,0,0,0,0,"9.9983611111111","10.2983611111111","2333","","Plasmanyl-PE(O-16:0/23:0)+H",0,0,0,0,0,0,"9.9983611111111","10.2983611111111","2333","","Plasmanyl-PE(O-16:0/23:0)+H",0,0,0,0,0,0,"9.9983611111111","10.2983611111111","2333","","Plasmanyl-PE(O-16:0/23:0)+H",0,0,0,0,0,0,"9.9983611111111","10.2983611111111","2333","","Plasmanyl-PE(O-16:0/23:0)+H",0,0,0,0,0,0,"9.9983611111111","10.2983611111111","2333","","Plasmanyl-PE(O-16:0/23:0)+H","776.65285","635.63374","299.29449","337.34655","411.38333","142.02639","9.9983611111111","10.2983611111111","2333"
"","Plasmanyl-PE(O-16:0/8:0)+H",0,0,0,0,0,0,"2.3027375","2.6027375","3372","","Plasmanyl-PE(O-16:0/8:0)+H",0,0,0,0,0,0,"2.3027375","2.6027375","3372","","Plasmanyl-PE(O-16:0/8:0)+H",0,0,0,0,0,0,"2.3027375","2.6027375","3372","","Plasmanyl-PE(O-16:0/8:0)+H",0,0,0,0,0,0,"2.3027375","2.6027375","3372","","Plasmanyl-PE(O-16:0/8:0)+H",0,0,0,0,0,0,"2.3027375","2.6027375","3372","","Plasmanyl-PE(O-16:0/8:0)+H","566.41805","425.39894","299.29449","127.11175","201.14853","142.02639","2.3027375","2.6027375","3372"
