"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","Plasmanyl-PE","[M+H]+","NL_head","NL_T2RCO","T2_RCO+","T2RCOO+58","head","RT_min","RT_max","Comment","RT at Max Intensity","Plasmanyl-PE","[M+H]+","NL_head","NL_T2RCO","T2_RCO+","T2RCOO+58","head","RT_min","RT_max","Comment","Number of Scans","Plasmanyl-PE","[M+H]+","NL_head","NL_T2RCO","T2_RCO+","T2RCOO+58","head","RT_min","RT_max","Comment","Max Intensity","Plasmanyl-PE","[M+H]+","NL_head","NL_T2RCO","T2_RCO+","T2RCOO+58","head","RT_min","RT_max","Comment","Average m/z","Plasmanyl-PE","[M+H]+","NL_head","NL_T2RCO","T2_RCO+","T2RCOO+58","head","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","Plasmanyl-PE","[M+H]+","NL_head","NL_T2RCO","T2_RCO+","T2RCOO+58","head","RT_min","RT_max","Comment"
"","Plasmanyl-PE(O-18:0/10:0)+H",0,0,0,0,0,0,"4.83300138888889","5.13300138888889","5816","","Plasmanyl-PE(O-18:0/10:0)+H",0,0,0,0,0,0,"4.83300138888889","5.13300138888889","5816","","Plasmanyl-PE(O-18:0/10:0)+H",0,0,0,0,0,0,"4.83300138888889","5.13300138888889","5816","","Plasmanyl-PE(O-18:0/10:0)+H",0,0,0,0,0,0,"4.83300138888889","5.13300138888889","5816","","Plasmanyl-PE(O-18:0/10:0)+H",0,0,0,0,0,0,"4.83300138888889","5.13300138888889","5816","","Plasmanyl-PE(O-18:0/10:0)+H","622.48065","481.46154","327.32579","155.14305","229.17983","142.02639","4.83300138888889","5.13300138888889","5816"
"","Plasmanyl-PE(O-18:0/10:0)+H",0,0,0,0,0,0,"4.84424027777778","5.14424027777778","13177","","Plasmanyl-PE(O-18:0/10:0)+H",0,0,0,0,0,0,"4.84424027777778","5.14424027777778","13177","","Plasmanyl-PE(O-18:0/10:0)+H",0,0,0,0,0,0,"4.84424027777778","5.14424027777778","13177","","Plasmanyl-PE(O-18:0/10:0)+H",0,0,0,0,0,0,"4.84424027777778","5.14424027777778","13177","","Plasmanyl-PE(O-18:0/10:0)+H",0,0,0,0,0,0,"4.84424027777778","5.14424027777778","13177","","Plasmanyl-PE(O-18:0/10:0)+H","622.48065","481.46154","327.32579","155.14305","229.17983","142.02639","4.84424027777778","5.14424027777778","13177"
"","Plasmanyl-PE(O-18:0/13:0)+H",0,0,0,0,0,0,"5.43967777777778","5.73967777777778","4536","","Plasmanyl-PE(O-18:0/13:0)+H",0,0,0,0,0,0,"5.43967777777778","5.73967777777778","4536","","Plasmanyl-PE(O-18:0/13:0)+H",0,0,0,0,0,0,"5.43967777777778","5.73967777777778","4536","","Plasmanyl-PE(O-18:0/13:0)+H",0,0,0,0,0,0,"5.43967777777778","5.73967777777778","4536","","Plasmanyl-PE(O-18:0/13:0)+H",0,0,0,0,0,0,"5.43967777777778","5.73967777777778","4536","","Plasmanyl-PE(O-18:0/13:0)+H","664.52765","523.50854","327.32579","197.19005","271.22683","142.02639","5.43967777777778","5.73967777777778","4536"
"","Plasmanyl-PE(O-18:0/14:1)+H",0,0,0,0,0,0,"8.11464074074074","8.41464074074074","16679","","Plasmanyl-PE(O-18:0/14:1)+H",0,0,0,0,0,0,"8.11464074074074","8.41464074074074","16679","","Plasmanyl-PE(O-18:0/14:1)+H",0,0,0,0,0,0,"8.11464074074074","8.41464074074074","16679","","Plasmanyl-PE(O-18:0/14:1)+H",0,0,0,0,0,0,"8.11464074074074","8.41464074074074","16679","","Plasmanyl-PE(O-18:0/14:1)+H",0,0,0,0,0,0,"8.11464074074074","8.41464074074074","16679","","Plasmanyl-PE(O-18:0/14:1)+H","676.52765","535.50854","327.32579","209.19005","283.22683","142.02639","8.11464074074074","8.41464074074074","16679"
"","Plasmanyl-PE(O-18:0/15:0)+H",0,0,0,0,0,0,"6.71965138888889","7.01965138888889","1066","","Plasmanyl-PE(O-18:0/15:0)+H",0,0,0,0,0,0,"6.71965138888889","7.01965138888889","1066","","Plasmanyl-PE(O-18:0/15:0)+H",0,0,0,0,0,0,"6.71965138888889","7.01965138888889","1066","","Plasmanyl-PE(O-18:0/15:0)+H",0,0,0,0,0,0,"6.71965138888889","7.01965138888889","1066","","Plasmanyl-PE(O-18:0/15:0)+H",0,0,0,0,0,0,"6.71965138888889","7.01965138888889","1066","","Plasmanyl-PE(O-18:0/15:0)+H","692.55895","551.53984","327.32579","225.22135","299.25813","142.02639","6.71965138888889","7.01965138888889","1066"
"","Plasmanyl-PE(O-18:0/15:1)+H",0,0,0,0,0,0,"6.54070833333333","6.84070833333333","1283","","Plasmanyl-PE(O-18:0/15:1)+H",0,0,0,0,0,0,"6.54070833333333","6.84070833333333","1283","","Plasmanyl-PE(O-18:0/15:1)+H",0,0,0,0,0,0,"6.54070833333333","6.84070833333333","1283","","Plasmanyl-PE(O-18:0/15:1)+H",0,0,0,0,0,0,"6.54070833333333","6.84070833333333","1283","","Plasmanyl-PE(O-18:0/15:1)+H",0,0,0,0,0,0,"6.54070833333333","6.84070833333333","1283","","Plasmanyl-PE(O-18:0/15:1)+H","690.54325","549.52414","327.32579","223.20565","297.24243","142.02639","6.54070833333333","6.84070833333333","1283"
"","Plasmanyl-PE(O-18:0/16:0)+H",0,0,0,0,0,0,"7.33104861111111","7.63104861111111","2469","","Plasmanyl-PE(O-18:0/16:0)+H",0,0,0,0,0,0,"7.33104861111111","7.63104861111111","2469","","Plasmanyl-PE(O-18:0/16:0)+H",0,0,0,0,0,0,"7.33104861111111","7.63104861111111","2469","","Plasmanyl-PE(O-18:0/16:0)+H",0,0,0,0,0,0,"7.33104861111111","7.63104861111111","2469","","Plasmanyl-PE(O-18:0/16:0)+H",0,0,0,0,0,0,"7.33104861111111","7.63104861111111","2469","","Plasmanyl-PE(O-18:0/16:0)+H","706.57455","565.55544","327.32579","239.23695","313.27373","142.02639","7.33104861111111","7.63104861111111","2469"
"","Plasmanyl-PE(O-18:0/16:0)+H",0,0,0,0,0,0,"9.31048194444444","9.61048194444444","13574","","Plasmanyl-PE(O-18:0/16:0)+H",0,0,0,0,0,0,"9.31048194444444","9.61048194444444","13574","","Plasmanyl-PE(O-18:0/16:0)+H",0,0,0,0,0,0,"9.31048194444444","9.61048194444444","13574","","Plasmanyl-PE(O-18:0/16:0)+H",0,0,0,0,0,0,"9.31048194444444","9.61048194444444","13574","","Plasmanyl-PE(O-18:0/16:0)+H",0,0,0,0,0,0,"9.31048194444444","9.61048194444444","13574","","Plasmanyl-PE(O-18:0/16:0)+H","706.57455","565.55544","327.32579","239.23695","313.27373","142.02639","9.31048194444444","9.61048194444444","13574"
"","Plasmanyl-PE(O-18:0/16:0)+H",0,0,0,0,0,0,"7.13543472222222","7.43543472222222","15338","","Plasmanyl-PE(O-18:0/16:0)+H",0,0,0,0,0,0,"7.13543472222222","7.43543472222222","15338","","Plasmanyl-PE(O-18:0/16:0)+H",0,0,0,0,0,0,"7.13543472222222","7.43543472222222","15338","","Plasmanyl-PE(O-18:0/16:0)+H",0,0,0,0,0,0,"7.13543472222222","7.43543472222222","15338","","Plasmanyl-PE(O-18:0/16:0)+H",0,0,0,0,0,0,"7.13543472222222","7.43543472222222","15338","","Plasmanyl-PE(O-18:0/16:0)+H","706.57455","565.55544","327.32579","239.23695","313.27373","142.02639","7.13543472222222","7.43543472222222","15338"
"","Plasmanyl-PE(O-18:0/16:1)+H",0,0,0,0,0,0,"8.29211805555556","8.59211805555556","2770","","Plasmanyl-PE(O-18:0/16:1)+H",0,0,0,0,0,0,"8.29211805555556","8.59211805555556","2770","","Plasmanyl-PE(O-18:0/16:1)+H",0,0,0,0,0,0,"8.29211805555556","8.59211805555556","2770","","Plasmanyl-PE(O-18:0/16:1)+H",0,0,0,0,0,0,"8.29211805555556","8.59211805555556","2770","","Plasmanyl-PE(O-18:0/16:1)+H",0,0,0,0,0,0,"8.29211805555556","8.59211805555556","2770","","Plasmanyl-PE(O-18:0/16:1)+H","704.55895","563.53984","327.32579","237.22135","311.25813","142.02639","8.29211805555556","8.59211805555556","2770"
"","Plasmanyl-PE(O-18:0/16:1)+H",0,0,0,0,0,0,"7.151225","7.451225","11381","","Plasmanyl-PE(O-18:0/16:1)+H",0,0,0,0,0,0,"7.151225","7.451225","11381","","Plasmanyl-PE(O-18:0/16:1)+H",0,0,0,0,0,0,"7.151225","7.451225","11381","","Plasmanyl-PE(O-18:0/16:1)+H",0,0,0,0,0,0,"7.151225","7.451225","11381","","Plasmanyl-PE(O-18:0/16:1)+H",0,0,0,0,0,0,"7.151225","7.451225","11381","","Plasmanyl-PE(O-18:0/16:1)+H","704.55895","563.53984","327.32579","237.22135","311.25813","142.02639","7.151225","7.451225","11381"
"","Plasmanyl-PE(O-18:0/16:1)+H",0,0,0,0,0,0,"9.22618571428571","9.52618571428571","14373","","Plasmanyl-PE(O-18:0/16:1)+H",0,0,0,0,0,0,"9.22618571428571","9.52618571428571","14373","","Plasmanyl-PE(O-18:0/16:1)+H",0,0,0,0,0,0,"9.22618571428571","9.52618571428571","14373","","Plasmanyl-PE(O-18:0/16:1)+H",0,0,0,0,0,0,"9.22618571428571","9.52618571428571","14373","","Plasmanyl-PE(O-18:0/16:1)+H",0,0,0,0,0,0,"9.22618571428571","9.52618571428571","14373","","Plasmanyl-PE(O-18:0/16:1)+H","704.55895","563.53984","327.32579","237.22135","311.25813","142.02639","9.22618571428571","9.52618571428571","14373"
"","Plasmanyl-PE(O-18:0/17:0)+H",1,0,0,0,0,0,"7.93372916666667","8.23372916666667","168","","Plasmanyl-PE(O-18:0/17:0)+H",8.125407,0,0,0,0,0,"7.93372916666667","8.23372916666667","168","","Plasmanyl-PE(O-18:0/17:0)+H",1,0,0,0,0,0,"7.93372916666667","8.23372916666667","168","","Plasmanyl-PE(O-18:0/17:0)+H",1267757,0,0,0,0,0,"7.93372916666667","8.23372916666667","168","","Plasmanyl-PE(O-18:0/17:0)+H",720.5903,0,0,0,0,0,"7.93372916666667","8.23372916666667","168","","Plasmanyl-PE(O-18:0/17:0)+H","720.59025","579.57114","327.32579","253.25265","327.28943","142.02639","7.93372916666667","8.23372916666667","168"
"","Plasmanyl-PE(O-18:0/17:1)+H",1,0,0,0,0,0,"7.75862638888889","8.05862638888889","197","","Plasmanyl-PE(O-18:0/17:1)+H",7.872663,0,0,0,0,0,"7.75862638888889","8.05862638888889","197","","Plasmanyl-PE(O-18:0/17:1)+H",2,0,0,0,0,0,"7.75862638888889","8.05862638888889","197","","Plasmanyl-PE(O-18:0/17:1)+H",740660.8,0,0,0,0,0,"7.75862638888889","8.05862638888889","197","","Plasmanyl-PE(O-18:0/17:1)+H",718.57525,0,0,0,0,0,"7.75862638888889","8.05862638888889","197","","Plasmanyl-PE(O-18:0/17:1)+H","718.57455","577.55544","327.32579","251.23695","325.27373","142.02639","7.75862638888889","8.05862638888889","197"
"","Plasmanyl-PE(O-18:0/17:1)+H",1,0,0,0,0,0,"6.86943888888889","7.16943888888889","699","","Plasmanyl-PE(O-18:0/17:1)+H",7.144014,0,0,0,0,0,"6.86943888888889","7.16943888888889","699","","Plasmanyl-PE(O-18:0/17:1)+H",1,0,0,0,0,0,"6.86943888888889","7.16943888888889","699","","Plasmanyl-PE(O-18:0/17:1)+H",178567.1,0,0,0,0,0,"6.86943888888889","7.16943888888889","699","","Plasmanyl-PE(O-18:0/17:1)+H",718.576,0,0,0,0,0,"6.86943888888889","7.16943888888889","699","","Plasmanyl-PE(O-18:0/17:1)+H","718.57455","577.55544","327.32579","251.23695","325.27373","142.02639","6.86943888888889","7.16943888888889","699"
"","Plasmanyl-PE(O-18:0/17:2)+H",1,0,0,0,0,0,"6.66181805555556","6.96181805555556","1083","","Plasmanyl-PE(O-18:0/17:2)+H",6.856732,0,0,0,0,0,"6.66181805555556","6.96181805555556","1083","","Plasmanyl-PE(O-18:0/17:2)+H",1,0,0,0,0,0,"6.66181805555556","6.96181805555556","1083","","Plasmanyl-PE(O-18:0/17:2)+H",73595.97,0,0,0,0,0,"6.66181805555556","6.96181805555556","1083","","Plasmanyl-PE(O-18:0/17:2)+H",716.5604,0,0,0,0,0,"6.66181805555556","6.96181805555556","1083","","Plasmanyl-PE(O-18:0/17:2)+H","716.55895","575.53984","327.32579","249.22135","323.25813","142.02639","6.66181805555556","6.96181805555556","1083"
"","Plasmanyl-PE(O-18:0/17:2)+H",0,0,0,0,0,0,"5.83862777777778","6.13862777777778","2703","","Plasmanyl-PE(O-18:0/17:2)+H",0,0,0,0,0,0,"5.83862777777778","6.13862777777778","2703","","Plasmanyl-PE(O-18:0/17:2)+H",0,0,0,0,0,0,"5.83862777777778","6.13862777777778","2703","","Plasmanyl-PE(O-18:0/17:2)+H",0,0,0,0,0,0,"5.83862777777778","6.13862777777778","2703","","Plasmanyl-PE(O-18:0/17:2)+H",0,0,0,0,0,0,"5.83862777777778","6.13862777777778","2703","","Plasmanyl-PE(O-18:0/17:2)+H","716.55895","575.53984","327.32579","249.22135","323.25813","142.02639","5.83862777777778","6.13862777777778","2703"
"","Plasmanyl-PE(O-18:0/17:2)+H",1,0,0,0,0,0,"6.64093611111111","6.94093611111111","9134","","Plasmanyl-PE(O-18:0/17:2)+H",6.856732,0,0,0,0,0,"6.64093611111111","6.94093611111111","9134","","Plasmanyl-PE(O-18:0/17:2)+H",1,0,0,0,0,0,"6.64093611111111","6.94093611111111","9134","","Plasmanyl-PE(O-18:0/17:2)+H",73595.97,0,0,0,0,0,"6.64093611111111","6.94093611111111","9134","","Plasmanyl-PE(O-18:0/17:2)+H",716.5604,0,0,0,0,0,"6.64093611111111","6.94093611111111","9134","","Plasmanyl-PE(O-18:0/17:2)+H","716.55895","575.53984","327.32579","249.22135","323.25813","142.02639","6.64093611111111","6.94093611111111","9134"
"","Plasmanyl-PE(O-18:0/17:2)+H",0,0,0,0,0,0,"8.7356962962963","9.0356962962963","10132","","Plasmanyl-PE(O-18:0/17:2)+H",0,0,0,0,0,0,"8.7356962962963","9.0356962962963","10132","","Plasmanyl-PE(O-18:0/17:2)+H",0,0,0,0,0,0,"8.7356962962963","9.0356962962963","10132","","Plasmanyl-PE(O-18:0/17:2)+H",0,0,0,0,0,0,"8.7356962962963","9.0356962962963","10132","","Plasmanyl-PE(O-18:0/17:2)+H",0,0,0,0,0,0,"8.7356962962963","9.0356962962963","10132","","Plasmanyl-PE(O-18:0/17:2)+H","716.55895","575.53984","327.32579","249.22135","323.25813","142.02639","8.7356962962963","9.0356962962963","10132"
"","Plasmanyl-PE(O-18:0/17:2)+H",1,0,0,0,0,0,"6.77170138888889","7.07170138888889","18325","","Plasmanyl-PE(O-18:0/17:2)+H",6.856732,0,0,0,0,0,"6.77170138888889","7.07170138888889","18325","","Plasmanyl-PE(O-18:0/17:2)+H",1,0,0,0,0,0,"6.77170138888889","7.07170138888889","18325","","Plasmanyl-PE(O-18:0/17:2)+H",73595.97,0,0,0,0,0,"6.77170138888889","7.07170138888889","18325","","Plasmanyl-PE(O-18:0/17:2)+H",716.5604,0,0,0,0,0,"6.77170138888889","7.07170138888889","18325","","Plasmanyl-PE(O-18:0/17:2)+H","716.55895","575.53984","327.32579","249.22135","323.25813","142.02639","6.77170138888889","7.07170138888889","18325"
"","Plasmanyl-PE(O-18:0/18:0)+H",0,0,0,0,0,0,"8.28353333333333","8.58353333333333","2123","","Plasmanyl-PE(O-18:0/18:0)+H",0,0,0,0,0,0,"8.28353333333333","8.58353333333333","2123","","Plasmanyl-PE(O-18:0/18:0)+H",0,0,0,0,0,0,"8.28353333333333","8.58353333333333","2123","","Plasmanyl-PE(O-18:0/18:0)+H",0,0,0,0,0,0,"8.28353333333333","8.58353333333333","2123","","Plasmanyl-PE(O-18:0/18:0)+H",0,0,0,0,0,0,"8.28353333333333","8.58353333333333","2123","","Plasmanyl-PE(O-18:0/18:0)+H","734.60585","593.58674","327.32579","267.26825","341.30503","142.02639","8.28353333333333","8.58353333333333","2123"
"","Plasmanyl-PE(O-18:0/18:0)+H",0,0,0,0,0,0,"8.48503888888889","8.78503888888889","2416","","Plasmanyl-PE(O-18:0/18:0)+H",0,0,0,0,0,0,"8.48503888888889","8.78503888888889","2416","","Plasmanyl-PE(O-18:0/18:0)+H",0,0,0,0,0,0,"8.48503888888889","8.78503888888889","2416","","Plasmanyl-PE(O-18:0/18:0)+H",0,0,0,0,0,0,"8.48503888888889","8.78503888888889","2416","","Plasmanyl-PE(O-18:0/18:0)+H",0,0,0,0,0,0,"8.48503888888889","8.78503888888889","2416","","Plasmanyl-PE(O-18:0/18:0)+H","734.60585","593.58674","327.32579","267.26825","341.30503","142.02639","8.48503888888889","8.78503888888889","2416"
"","Plasmanyl-PE(O-18:0/18:1)+H",0,0,0,0,0,0,"8.12406805555556","8.42406805555556","1753","","Plasmanyl-PE(O-18:0/18:1)+H",0,0,0,0,0,0,"8.12406805555556","8.42406805555556","1753","","Plasmanyl-PE(O-18:0/18:1)+H",0,0,0,0,0,0,"8.12406805555556","8.42406805555556","1753","","Plasmanyl-PE(O-18:0/18:1)+H",0,0,0,0,0,0,"8.12406805555556","8.42406805555556","1753","","Plasmanyl-PE(O-18:0/18:1)+H",0,0,0,0,0,0,"8.12406805555556","8.42406805555556","1753","","Plasmanyl-PE(O-18:0/18:1)+H","732.59025","591.57114","327.32579","265.25265","339.28943","142.02639","8.12406805555556","8.42406805555556","1753"
"","Plasmanyl-PE(O-18:0/18:1)+H",0,0,0,0,0,0,"9.3638375","9.6638375","11656","","Plasmanyl-PE(O-18:0/18:1)+H",0,0,0,0,0,0,"9.3638375","9.6638375","11656","","Plasmanyl-PE(O-18:0/18:1)+H",0,0,0,0,0,0,"9.3638375","9.6638375","11656","","Plasmanyl-PE(O-18:0/18:1)+H",0,0,0,0,0,0,"9.3638375","9.6638375","11656","","Plasmanyl-PE(O-18:0/18:1)+H",0,0,0,0,0,0,"9.3638375","9.6638375","11656","","Plasmanyl-PE(O-18:0/18:1)+H","732.59025","591.57114","327.32579","265.25265","339.28943","142.02639","9.3638375","9.6638375","11656"
"","Plasmanyl-PE(O-18:0/18:1)+H",0,0,0,0,0,0,"8.31044848484848","8.61044848484848","12846","","Plasmanyl-PE(O-18:0/18:1)+H",0,0,0,0,0,0,"8.31044848484848","8.61044848484848","12846","","Plasmanyl-PE(O-18:0/18:1)+H",0,0,0,0,0,0,"8.31044848484848","8.61044848484848","12846","","Plasmanyl-PE(O-18:0/18:1)+H",0,0,0,0,0,0,"8.31044848484848","8.61044848484848","12846","","Plasmanyl-PE(O-18:0/18:1)+H",0,0,0,0,0,0,"8.31044848484848","8.61044848484848","12846","","Plasmanyl-PE(O-18:0/18:1)+H","732.59025","591.57114","327.32579","265.25265","339.28943","142.02639","8.31044848484848","8.61044848484848","12846"
"","Plasmanyl-PE(O-18:0/18:2)+H",1,1,0,0,0,0,"9.20176666666667","9.50176666666667","1235","","Plasmanyl-PE(O-18:0/18:2)+H",9.37348,9.37348,0,9.37348,0,0,"9.20176666666667","9.50176666666667","1235","","Plasmanyl-PE(O-18:0/18:2)+H",1,1,0,1,0,0,"9.20176666666667","9.50176666666667","1235","","Plasmanyl-PE(O-18:0/18:2)+H",7793.215,32615.5,0,537.5887,0,0,"9.20176666666667","9.50176666666667","1235","","Plasmanyl-PE(O-18:0/18:2)+H",730.5742,589.5562,0,263.2366,0,0,"9.20176666666667","9.50176666666667","1235","","Plasmanyl-PE(O-18:0/18:2)+H","730.57455","589.55544","327.32579","263.23695","337.27373","142.02639","9.20176666666667","9.50176666666667","1235"
"","Plasmanyl-PE(O-18:0/18:2)+H",0,0,0,0,0,0,"7.04608055555555","7.34608055555555","5546","","Plasmanyl-PE(O-18:0/18:2)+H",0,0,0,0,0,0,"7.04608055555555","7.34608055555555","5546","","Plasmanyl-PE(O-18:0/18:2)+H",0,0,0,0,0,0,"7.04608055555555","7.34608055555555","5546","","Plasmanyl-PE(O-18:0/18:2)+H",0,0,0,0,0,0,"7.04608055555555","7.34608055555555","5546","","Plasmanyl-PE(O-18:0/18:2)+H",0,0,0,0,0,0,"7.04608055555555","7.34608055555555","5546","","Plasmanyl-PE(O-18:0/18:2)+H","730.57455","589.55544","327.32579","263.23695","337.27373","142.02639","7.04608055555555","7.34608055555555","5546"
"","Plasmanyl-PE(O-18:0/18:2)+H",0,0,0,0,0,0,"7.23081805555556","7.53081805555556","9368","","Plasmanyl-PE(O-18:0/18:2)+H",0,0,0,0,0,0,"7.23081805555556","7.53081805555556","9368","","Plasmanyl-PE(O-18:0/18:2)+H",0,0,0,0,0,0,"7.23081805555556","7.53081805555556","9368","","Plasmanyl-PE(O-18:0/18:2)+H",0,0,0,0,0,0,"7.23081805555556","7.53081805555556","9368","","Plasmanyl-PE(O-18:0/18:2)+H",0,0,0,0,0,0,"7.23081805555556","7.53081805555556","9368","","Plasmanyl-PE(O-18:0/18:2)+H","730.57455","589.55544","327.32579","263.23695","337.27373","142.02639","7.23081805555556","7.53081805555556","9368"
"","Plasmanyl-PE(O-18:0/18:2)+H",0,0,0,0,0,0,"7.05109166666667","7.35109166666667","17349","","Plasmanyl-PE(O-18:0/18:2)+H",0,0,0,0,0,0,"7.05109166666667","7.35109166666667","17349","","Plasmanyl-PE(O-18:0/18:2)+H",0,0,0,0,0,0,"7.05109166666667","7.35109166666667","17349","","Plasmanyl-PE(O-18:0/18:2)+H",0,0,0,0,0,0,"7.05109166666667","7.35109166666667","17349","","Plasmanyl-PE(O-18:0/18:2)+H",0,0,0,0,0,0,"7.05109166666667","7.35109166666667","17349","","Plasmanyl-PE(O-18:0/18:2)+H","730.57455","589.55544","327.32579","263.23695","337.27373","142.02639","7.05109166666667","7.35109166666667","17349"
"","Plasmanyl-PE(O-18:0/18:3)+H",1,1,0,1,0,0,"8.35855694444444","8.65855694444444","381","","Plasmanyl-PE(O-18:0/18:3)+H",8.539091,8.539091,0,8.539091,0,0,"8.35855694444444","8.65855694444444","381","","Plasmanyl-PE(O-18:0/18:3)+H",1,1,0,1,0,0,"8.35855694444444","8.65855694444444","381","","Plasmanyl-PE(O-18:0/18:3)+H",33965.3,156014,0,10279.4,0,0,"8.35855694444444","8.65855694444444","381","","Plasmanyl-PE(O-18:0/18:3)+H",728.5604,587.541,0,261.2217,0,0,"8.35855694444444","8.65855694444444","381","","Plasmanyl-PE(O-18:0/18:3)+H","728.55895","587.53984","327.32579","261.22135","335.25813","142.02639","8.35855694444444","8.65855694444444","381"
"","Plasmanyl-PE(O-18:0/18:4)+H",0,0,0,0,0,0,"7.24894027777778","7.54894027777778","813","","Plasmanyl-PE(O-18:0/18:4)+H",0,0,0,0,0,0,"7.24894027777778","7.54894027777778","813","","Plasmanyl-PE(O-18:0/18:4)+H",0,0,0,0,0,0,"7.24894027777778","7.54894027777778","813","","Plasmanyl-PE(O-18:0/18:4)+H",0,0,0,0,0,0,"7.24894027777778","7.54894027777778","813","","Plasmanyl-PE(O-18:0/18:4)+H",0,0,0,0,0,0,"7.24894027777778","7.54894027777778","813","","Plasmanyl-PE(O-18:0/18:4)+H","726.54325","585.52414","327.32579","259.20565","333.24243","142.02639","7.24894027777778","7.54894027777778","813"
"","Plasmanyl-PE(O-18:0/18:4)+H",0,0,0,0,0,0,"7.47321388888889","7.77321388888889","1207","","Plasmanyl-PE(O-18:0/18:4)+H",0,0,0,0,0,0,"7.47321388888889","7.77321388888889","1207","","Plasmanyl-PE(O-18:0/18:4)+H",0,0,0,0,0,0,"7.47321388888889","7.77321388888889","1207","","Plasmanyl-PE(O-18:0/18:4)+H",0,0,0,0,0,0,"7.47321388888889","7.77321388888889","1207","","Plasmanyl-PE(O-18:0/18:4)+H",0,0,0,0,0,0,"7.47321388888889","7.77321388888889","1207","","Plasmanyl-PE(O-18:0/18:4)+H","726.54325","585.52414","327.32579","259.20565","333.24243","142.02639","7.47321388888889","7.77321388888889","1207"
"","Plasmanyl-PE(O-18:0/18:4)+H",0,0,0,0,0,0,"12.2246125","12.5246125","7327","","Plasmanyl-PE(O-18:0/18:4)+H",0,0,0,0,0,0,"12.2246125","12.5246125","7327","","Plasmanyl-PE(O-18:0/18:4)+H",0,0,0,0,0,0,"12.2246125","12.5246125","7327","","Plasmanyl-PE(O-18:0/18:4)+H",0,0,0,0,0,0,"12.2246125","12.5246125","7327","","Plasmanyl-PE(O-18:0/18:4)+H",0,0,0,0,0,0,"12.2246125","12.5246125","7327","","Plasmanyl-PE(O-18:0/18:4)+H","726.54325","585.52414","327.32579","259.20565","333.24243","142.02639","12.2246125","12.5246125","7327"
"","Plasmanyl-PE(O-18:0/18:4)+H",0,0,0,0,0,0,"12.8074090909091","13.1074090909091","10619","","Plasmanyl-PE(O-18:0/18:4)+H",0,0,0,0,0,0,"12.8074090909091","13.1074090909091","10619","","Plasmanyl-PE(O-18:0/18:4)+H",0,0,0,0,0,0,"12.8074090909091","13.1074090909091","10619","","Plasmanyl-PE(O-18:0/18:4)+H",0,0,0,0,0,0,"12.8074090909091","13.1074090909091","10619","","Plasmanyl-PE(O-18:0/18:4)+H",0,0,0,0,0,0,"12.8074090909091","13.1074090909091","10619","","Plasmanyl-PE(O-18:0/18:4)+H","726.54325","585.52414","327.32579","259.20565","333.24243","142.02639","12.8074090909091","13.1074090909091","10619"
"","Plasmanyl-PE(O-18:0/19:0)+H",1,0,0,0,0,0,"9.018525","9.318525","632","","Plasmanyl-PE(O-18:0/19:0)+H",9.181929,0,0,0,0,0,"9.018525","9.318525","632","","Plasmanyl-PE(O-18:0/19:0)+H",1,0,0,0,0,0,"9.018525","9.318525","632","","Plasmanyl-PE(O-18:0/19:0)+H",356934.3,0,0,0,0,0,"9.018525","9.318525","632","","Plasmanyl-PE(O-18:0/19:0)+H",748.6232,0,0,0,0,0,"9.018525","9.318525","632","","Plasmanyl-PE(O-18:0/19:0)+H","748.62155","607.60244","327.32579","281.28395","355.32073","142.02639","9.018525","9.318525","632"
"","Plasmanyl-PE(O-18:0/20:0)+H",0,0,0,0,0,0,"9.5857","9.8857","18129","","Plasmanyl-PE(O-18:0/20:0)+H",0,0,0,0,0,0,"9.5857","9.8857","18129","","Plasmanyl-PE(O-18:0/20:0)+H",0,0,0,0,0,0,"9.5857","9.8857","18129","","Plasmanyl-PE(O-18:0/20:0)+H",0,0,0,0,0,0,"9.5857","9.8857","18129","","Plasmanyl-PE(O-18:0/20:0)+H",0,0,0,0,0,0,"9.5857","9.8857","18129","","Plasmanyl-PE(O-18:0/20:0)+H","762.63715","621.61804","327.32579","295.29955","369.33633","142.02639","9.5857","9.8857","18129"
"","Plasmanyl-PE(O-18:0/20:2)+H",0,0,0,0,0,0,"7.68438194444444","7.98438194444444","1523","","Plasmanyl-PE(O-18:0/20:2)+H",0,0,0,0,0,0,"7.68438194444444","7.98438194444444","1523","","Plasmanyl-PE(O-18:0/20:2)+H",0,0,0,0,0,0,"7.68438194444444","7.98438194444444","1523","","Plasmanyl-PE(O-18:0/20:2)+H",0,0,0,0,0,0,"7.68438194444444","7.98438194444444","1523","","Plasmanyl-PE(O-18:0/20:2)+H",0,0,0,0,0,0,"7.68438194444444","7.98438194444444","1523","","Plasmanyl-PE(O-18:0/20:2)+H","758.60585","617.58674","327.32579","291.26825","365.30503","142.02639","7.68438194444444","7.98438194444444","1523"
