"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","Sulfatide","[M+H]+","So(dFA)+H-2H2O","So(dFA)+H-H2O","So(dFA)+H-H2O-CH2O","NL[H2SO4,C6H10O5,H2O]","NL[H2SO4,C6H10O5]","NL[H2SO4,C6H10O6]","NL[H2SO4,C7H10O5,H2O]","NL[H2SO4]","Amide(FA)+H","RT_min","RT_max","Comment","RT at Max Intensity","Sulfatide","[M+H]+","So(dFA)+H-2H2O","So(dFA)+H-H2O","So(dFA)+H-H2O-CH2O","NL[H2SO4,C6H10O5,H2O]","NL[H2SO4,C6H10O5]","NL[H2SO4,C6H10O6]","NL[H2SO4,C7H10O5,H2O]","NL[H2SO4]","Amide(FA)+H","RT_min","RT_max","Comment","Number of Scans","Sulfatide","[M+H]+","So(dFA)+H-2H2O","So(dFA)+H-H2O","So(dFA)+H-H2O-CH2O","NL[H2SO4,C6H10O5,H2O]","NL[H2SO4,C6H10O5]","NL[H2SO4,C6H10O6]","NL[H2SO4,C7H10O5,H2O]","NL[H2SO4]","Amide(FA)+H","RT_min","RT_max","Comment","Max Intensity","Sulfatide","[M+H]+","So(dFA)+H-2H2O","So(dFA)+H-H2O","So(dFA)+H-H2O-CH2O","NL[H2SO4,C6H10O5,H2O]","NL[H2SO4,C6H10O5]","NL[H2SO4,C6H10O6]","NL[H2SO4,C7H10O5,H2O]","NL[H2SO4]","Amide(FA)+H","RT_min","RT_max","Comment","Average m/z","Sulfatide","[M+H]+","So(dFA)+H-2H2O","So(dFA)+H-H2O","So(dFA)+H-H2O-CH2O","NL[H2SO4,C6H10O5,H2O]","NL[H2SO4,C6H10O5]","NL[H2SO4,C6H10O6]","NL[H2SO4,C7H10O5,H2O]","NL[H2SO4]","Amide(FA)+H","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","Sulfatide","[M+H]+","So(dFA)+H-2H2O","So(dFA)+H-H2O","So(dFA)+H-H2O-CH2O","NL[H2SO4,C6H10O5,H2O]","NL[H2SO4,C6H10O5]","NL[H2SO4,C6H10O6]","NL[H2SO4,C7H10O5,H2O]","NL[H2SO4]","Amide(FA)+H","RT_min","RT_max","Comment"
"","Sulfatide(d16:0_2:0)+H",0,0,0,0,0,0,0,0,0,0,"0.580583333333333","0.880583333333333","1987","","Sulfatide(d16:0_2:0)+H",0,0,0,0,0,0,0,0,0,0,"0.580583333333333","0.880583333333333","1987","","Sulfatide(d16:0_2:0)+H",0,0,0,0,0,0,0,0,0,0,"0.580583333333333","0.880583333333333","1987","","Sulfatide(d16:0_2:0)+H",0,0,0,0,0,0,0,0,0,0,"0.580583333333333","0.880583333333333","1987","","Sulfatide(d16:0_2:0)+H",0,0,0,0,0,0,0,0,0,0,"0.580583333333333","0.880583333333333","1987","","Sulfatide(d16:0_2:0)+H","558.294252","238.25277","256.26334","226.25277","280.263432","298.274002","282.279082","268.263432","460.326852","60.04439204","0.580583333333333","0.880583333333333","1987"
"","Sulfatide(d16:0_20:0)+H",0,0,0,0,0,0,0,0,0,0,"5.5424375","5.8424375","4960","","Sulfatide(d16:0_20:0)+H",0,0,0,0,0,0,0,0,0,0,"5.5424375","5.8424375","4960","","Sulfatide(d16:0_20:0)+H",0,0,0,0,0,0,0,0,0,0,"5.5424375","5.8424375","4960","","Sulfatide(d16:0_20:0)+H",0,0,0,0,0,0,0,0,0,0,"5.5424375","5.8424375","4960","","Sulfatide(d16:0_20:0)+H",0,0,0,0,0,0,0,0,0,0,"5.5424375","5.8424375","4960","","Sulfatide(d16:0_20:0)+H","810.5759532","238.25277","256.26334","226.25277","532.5451332","550.5557032","534.5607832","520.5451332","712.6085532","312.3260932","5.5424375","5.8424375","4960"
"","Sulfatide(d16:0_22:0)+H",0,0,0,0,0,0,0,0,0,0,"5.38028055555556","5.68028055555556","2872","","Sulfatide(d16:0_22:0)+H",0,0,0,0,0,0,0,0,0,0,"5.38028055555556","5.68028055555556","2872","","Sulfatide(d16:0_22:0)+H",0,0,0,0,0,0,0,0,0,0,"5.38028055555556","5.68028055555556","2872","","Sulfatide(d16:0_22:0)+H",0,0,0,0,0,0,0,0,0,0,"5.38028055555556","5.68028055555556","2872","","Sulfatide(d16:0_22:0)+H",0,0,0,0,0,0,0,0,0,0,"5.38028055555556","5.68028055555556","2872","","Sulfatide(d16:0_22:0)+H","838.6072533","238.25277","256.26334","226.25277","560.5764333","578.5870033","562.5920833","548.5764333","740.6398533","340.3573933","5.38028055555556","5.68028055555556","2872"
"","Sulfatide(d16:0_24:1)+H",0,0,0,0,0,0,0,0,0,0,"5.8500625","6.1500625","2591","","Sulfatide(d16:0_24:1)+H",0,0,0,0,0,0,0,0,0,0,"5.8500625","6.1500625","2591","","Sulfatide(d16:0_24:1)+H",0,0,0,0,0,0,0,0,0,0,"5.8500625","6.1500625","2591","","Sulfatide(d16:0_24:1)+H",0,0,0,0,0,0,0,0,0,0,"5.8500625","6.1500625","2591","","Sulfatide(d16:0_24:1)+H",0,0,0,0,0,0,0,0,0,0,"5.8500625","6.1500625","2591","","Sulfatide(d16:0_24:1)+H","864.6229034","238.25277","256.26334","226.25277","586.5920834","604.6026534","588.6077334","574.5920834","766.6555034","366.3730434","5.8500625","6.1500625","2591"
"","Sulfatide(d16:0_24:1)+H",0,0,0,0,0,0,0,0,0,0,"5.29032916666667","5.59032916666667","3468","","Sulfatide(d16:0_24:1)+H",0,0,0,0,0,0,0,0,0,0,"5.29032916666667","5.59032916666667","3468","","Sulfatide(d16:0_24:1)+H",0,0,0,0,0,0,0,0,0,0,"5.29032916666667","5.59032916666667","3468","","Sulfatide(d16:0_24:1)+H",0,0,0,0,0,0,0,0,0,0,"5.29032916666667","5.59032916666667","3468","","Sulfatide(d16:0_24:1)+H",0,0,0,0,0,0,0,0,0,0,"5.29032916666667","5.59032916666667","3468","","Sulfatide(d16:0_24:1)+H","864.6229034","238.25277","256.26334","226.25277","586.5920834","604.6026534","588.6077334","574.5920834","766.6555034","366.3730434","5.29032916666667","5.59032916666667","3468"
"","Sulfatide(d16:0_24:1)+H",0,0,0,0,0,0,0,0,0,0,"5.63189545454546","5.93189545454546","10743","","Sulfatide(d16:0_24:1)+H",0,0,0,0,0,0,0,0,0,0,"5.63189545454546","5.93189545454546","10743","","Sulfatide(d16:0_24:1)+H",0,0,0,0,0,0,0,0,0,0,"5.63189545454546","5.93189545454546","10743","","Sulfatide(d16:0_24:1)+H",0,0,0,0,0,0,0,0,0,0,"5.63189545454546","5.93189545454546","10743","","Sulfatide(d16:0_24:1)+H",0,0,0,0,0,0,0,0,0,0,"5.63189545454546","5.93189545454546","10743","","Sulfatide(d16:0_24:1)+H","864.6229034","238.25277","256.26334","226.25277","586.5920834","604.6026534","588.6077334","574.5920834","766.6555034","366.3730434","5.63189545454546","5.93189545454546","10743"
"","Sulfatide(d16:1_2:0)+H",0,0,0,0,0,0,0,0,0,0,"1.13906527777778","1.43906527777778","18073","","Sulfatide(d16:1_2:0)+H",0,0,0,0,0,0,0,0,0,0,"1.13906527777778","1.43906527777778","18073","","Sulfatide(d16:1_2:0)+H",0,0,0,0,0,0,0,0,0,0,"1.13906527777778","1.43906527777778","18073","","Sulfatide(d16:1_2:0)+H",0,0,0,0,0,0,0,0,0,0,"1.13906527777778","1.43906527777778","18073","","Sulfatide(d16:1_2:0)+H",0,0,0,0,0,0,0,0,0,0,"1.13906527777778","1.43906527777778","18073","","Sulfatide(d16:1_2:0)+H","556.278602","236.23713","254.2477","224.23713","278.247782","296.258352","280.263432","266.247782","458.311202","60.04438198","1.13906527777778","1.43906527777778","18073"
"","Sulfatide(d16:1_20:0)+H",0,0,0,0,0,0,0,0,0,0,"4.71455138888889","5.01455138888889","18767","","Sulfatide(d16:1_20:0)+H",0,0,0,0,0,0,0,0,0,0,"4.71455138888889","5.01455138888889","18767","","Sulfatide(d16:1_20:0)+H",0,0,0,0,0,0,0,0,0,0,"4.71455138888889","5.01455138888889","18767","","Sulfatide(d16:1_20:0)+H",0,0,0,0,0,0,0,0,0,0,"4.71455138888889","5.01455138888889","18767","","Sulfatide(d16:1_20:0)+H",0,0,0,0,0,0,0,0,0,0,"4.71455138888889","5.01455138888889","18767","","Sulfatide(d16:1_20:0)+H","808.5603031","236.23713","254.2477","224.23713","530.5294831","548.5400531","532.5451331","518.5294831","710.5929031","312.3260831","4.71455138888889","5.01455138888889","18767"
"","Sulfatide(d16:1_20:0)+H",0,0,0,0,0,0,0,0,0,0,"4.43436212121212","4.73436212121212","18804","","Sulfatide(d16:1_20:0)+H",0,0,0,0,0,0,0,0,0,0,"4.43436212121212","4.73436212121212","18804","","Sulfatide(d16:1_20:0)+H",0,0,0,0,0,0,0,0,0,0,"4.43436212121212","4.73436212121212","18804","","Sulfatide(d16:1_20:0)+H",0,0,0,0,0,0,0,0,0,0,"4.43436212121212","4.73436212121212","18804","","Sulfatide(d16:1_20:0)+H",0,0,0,0,0,0,0,0,0,0,"4.43436212121212","4.73436212121212","18804","","Sulfatide(d16:1_20:0)+H","808.5603031","236.23713","254.2477","224.23713","530.5294831","548.5400531","532.5451331","518.5294831","710.5929031","312.3260831","4.43436212121212","4.73436212121212","18804"
"","Sulfatide(d16:1_20:0)+H",0,0,0,0,0,0,0,0,0,0,"4.13444696969697","4.43444696969697","18885","","Sulfatide(d16:1_20:0)+H",0,0,0,0,0,0,0,0,0,0,"4.13444696969697","4.43444696969697","18885","","Sulfatide(d16:1_20:0)+H",0,0,0,0,0,0,0,0,0,0,"4.13444696969697","4.43444696969697","18885","","Sulfatide(d16:1_20:0)+H",0,0,0,0,0,0,0,0,0,0,"4.13444696969697","4.43444696969697","18885","","Sulfatide(d16:1_20:0)+H",0,0,0,0,0,0,0,0,0,0,"4.13444696969697","4.43444696969697","18885","","Sulfatide(d16:1_20:0)+H","808.5603031","236.23713","254.2477","224.23713","530.5294831","548.5400531","532.5451331","518.5294831","710.5929031","312.3260831","4.13444696969697","4.43444696969697","18885"
"","Sulfatide(d16:1_22:0)+H",0,0,0,0,0,0,0,0,0,0,"5.5220625","5.8220625","5412","","Sulfatide(d16:1_22:0)+H",0,0,0,0,0,0,0,0,0,0,"5.5220625","5.8220625","5412","","Sulfatide(d16:1_22:0)+H",0,0,0,0,0,0,0,0,0,0,"5.5220625","5.8220625","5412","","Sulfatide(d16:1_22:0)+H",0,0,0,0,0,0,0,0,0,0,"5.5220625","5.8220625","5412","","Sulfatide(d16:1_22:0)+H",0,0,0,0,0,0,0,0,0,0,"5.5220625","5.8220625","5412","","Sulfatide(d16:1_22:0)+H","836.5916033","236.23713","254.2477","224.23713","558.5607833","576.5713533","560.5764333","546.5607833","738.6242033","340.3573833","5.5220625","5.8220625","5412"
"","Sulfatide(d16:1_22:0)+H",0,0,0,0,0,0,0,0,0,0,"5.71263611111111","6.01263611111111","15223","","Sulfatide(d16:1_22:0)+H",0,0,0,0,0,0,0,0,0,0,"5.71263611111111","6.01263611111111","15223","","Sulfatide(d16:1_22:0)+H",0,0,0,0,0,0,0,0,0,0,"5.71263611111111","6.01263611111111","15223","","Sulfatide(d16:1_22:0)+H",0,0,0,0,0,0,0,0,0,0,"5.71263611111111","6.01263611111111","15223","","Sulfatide(d16:1_22:0)+H",0,0,0,0,0,0,0,0,0,0,"5.71263611111111","6.01263611111111","15223","","Sulfatide(d16:1_22:0)+H","836.5916033","236.23713","254.2477","224.23713","558.5607833","576.5713533","560.5764333","546.5607833","738.6242033","340.3573833","5.71263611111111","6.01263611111111","15223"
"","Sulfatide(d16:1_24:0)+H",0,0,0,0,0,0,0,0,0,0,"5.8500625","6.1500625","2591","","Sulfatide(d16:1_24:0)+H",0,0,0,0,0,0,0,0,0,0,"5.8500625","6.1500625","2591","","Sulfatide(d16:1_24:0)+H",0,0,0,0,0,0,0,0,0,0,"5.8500625","6.1500625","2591","","Sulfatide(d16:1_24:0)+H",0,0,0,0,0,0,0,0,0,0,"5.8500625","6.1500625","2591","","Sulfatide(d16:1_24:0)+H",0,0,0,0,0,0,0,0,0,0,"5.8500625","6.1500625","2591","","Sulfatide(d16:1_24:0)+H","864.6229034","236.23713","254.2477","224.23713","586.5920834","604.6026534","588.6077334","574.5920834","766.6555034","368.3886834","5.8500625","6.1500625","2591"
"","Sulfatide(d16:1_24:0)+H",0,0,0,0,0,0,0,0,0,0,"5.29032916666667","5.59032916666667","3468","","Sulfatide(d16:1_24:0)+H",0,0,0,0,0,0,0,0,0,0,"5.29032916666667","5.59032916666667","3468","","Sulfatide(d16:1_24:0)+H",0,0,0,0,0,0,0,0,0,0,"5.29032916666667","5.59032916666667","3468","","Sulfatide(d16:1_24:0)+H",0,0,0,0,0,0,0,0,0,0,"5.29032916666667","5.59032916666667","3468","","Sulfatide(d16:1_24:0)+H",0,0,0,0,0,0,0,0,0,0,"5.29032916666667","5.59032916666667","3468","","Sulfatide(d16:1_24:0)+H","864.6229034","236.23713","254.2477","224.23713","586.5920834","604.6026534","588.6077334","574.5920834","766.6555034","368.3886834","5.29032916666667","5.59032916666667","3468"
"","Sulfatide(d16:1_24:0)+H",0,0,0,0,0,0,0,0,0,0,"5.63189545454546","5.93189545454546","10743","","Sulfatide(d16:1_24:0)+H",0,0,0,0,0,0,0,0,0,0,"5.63189545454546","5.93189545454546","10743","","Sulfatide(d16:1_24:0)+H",0,0,0,0,0,0,0,0,0,0,"5.63189545454546","5.93189545454546","10743","","Sulfatide(d16:1_24:0)+H",0,0,0,0,0,0,0,0,0,0,"5.63189545454546","5.93189545454546","10743","","Sulfatide(d16:1_24:0)+H",0,0,0,0,0,0,0,0,0,0,"5.63189545454546","5.93189545454546","10743","","Sulfatide(d16:1_24:0)+H","864.6229034","236.23713","254.2477","224.23713","586.5920834","604.6026534","588.6077334","574.5920834","766.6555034","368.3886834","5.63189545454546","5.93189545454546","10743"
"","Sulfatide(d17:1_22:0)+H",0,0,0,0,0,0,0,0,0,0,"5.84678611111111","6.14678611111111","3421","","Sulfatide(d17:1_22:0)+H",0,0,0,0,0,0,0,0,0,0,"5.84678611111111","6.14678611111111","3421","","Sulfatide(d17:1_22:0)+H",0,0,0,0,0,0,0,0,0,0,"5.84678611111111","6.14678611111111","3421","","Sulfatide(d17:1_22:0)+H",0,0,0,0,0,0,0,0,0,0,"5.84678611111111","6.14678611111111","3421","","Sulfatide(d17:1_22:0)+H",0,0,0,0,0,0,0,0,0,0,"5.84678611111111","6.14678611111111","3421","","Sulfatide(d17:1_22:0)+H","850.6072533","250.25277","268.26334","238.25277","572.5764333","590.5870033","574.5920833","560.5764333","752.6398533","340.3573933","5.84678611111111","6.14678611111111","3421"
"","Sulfatide(d17:1_22:0)+H",0,0,0,0,0,0,0,0,0,0,"5.30077083333333","5.60077083333333","9636","","Sulfatide(d17:1_22:0)+H",0,0,0,0,0,0,0,0,0,0,"5.30077083333333","5.60077083333333","9636","","Sulfatide(d17:1_22:0)+H",0,0,0,0,0,0,0,0,0,0,"5.30077083333333","5.60077083333333","9636","","Sulfatide(d17:1_22:0)+H",0,0,0,0,0,0,0,0,0,0,"5.30077083333333","5.60077083333333","9636","","Sulfatide(d17:1_22:0)+H",0,0,0,0,0,0,0,0,0,0,"5.30077083333333","5.60077083333333","9636","","Sulfatide(d17:1_22:0)+H","850.6072533","250.25277","268.26334","238.25277","572.5764333","590.5870033","574.5920833","560.5764333","752.6398533","340.3573933","5.30077083333333","5.60077083333333","9636"
"","Sulfatide(d18:0_18:0)+H",0,0,0,0,0,0,0,0,0,0,"5.5424375","5.8424375","4960","","Sulfatide(d18:0_18:0)+H",0,0,0,0,0,0,0,0,0,0,"5.5424375","5.8424375","4960","","Sulfatide(d18:0_18:0)+H",0,0,0,0,0,0,0,0,0,0,"5.5424375","5.8424375","4960","","Sulfatide(d18:0_18:0)+H",0,0,0,0,0,0,0,0,0,0,"5.5424375","5.8424375","4960","","Sulfatide(d18:0_18:0)+H",0,0,0,0,0,0,0,0,0,0,"5.5424375","5.8424375","4960","","Sulfatide(d18:0_18:0)+H","810.5759532","266.28405","284.29462","254.28405","532.5451332","550.5557032","534.5607832","520.5451332","712.6085532","284.2948132","5.5424375","5.8424375","4960"
"","Sulfatide(d18:0_18:1)+H",0,0,0,0,0,0,0,0,0,0,"4.71455138888889","5.01455138888889","18767","","Sulfatide(d18:0_18:1)+H",0,0,0,0,0,0,0,0,0,0,"4.71455138888889","5.01455138888889","18767","","Sulfatide(d18:0_18:1)+H",0,0,0,0,0,0,0,0,0,0,"4.71455138888889","5.01455138888889","18767","","Sulfatide(d18:0_18:1)+H",0,0,0,0,0,0,0,0,0,0,"4.71455138888889","5.01455138888889","18767","","Sulfatide(d18:0_18:1)+H",0,0,0,0,0,0,0,0,0,0,"4.71455138888889","5.01455138888889","18767","","Sulfatide(d18:0_18:1)+H","808.5603031","266.28405","284.29462","254.28405","530.5294831","548.5400531","532.5451331","518.5294831","710.5929031","282.2791631","4.71455138888889","5.01455138888889","18767"
"","Sulfatide(d18:0_18:1)+H",0,0,0,0,0,0,0,0,0,0,"4.43436212121212","4.73436212121212","18804","","Sulfatide(d18:0_18:1)+H",0,0,0,0,0,0,0,0,0,0,"4.43436212121212","4.73436212121212","18804","","Sulfatide(d18:0_18:1)+H",0,0,0,0,0,0,0,0,0,0,"4.43436212121212","4.73436212121212","18804","","Sulfatide(d18:0_18:1)+H",0,0,0,0,0,0,0,0,0,0,"4.43436212121212","4.73436212121212","18804","","Sulfatide(d18:0_18:1)+H",0,0,0,0,0,0,0,0,0,0,"4.43436212121212","4.73436212121212","18804","","Sulfatide(d18:0_18:1)+H","808.5603031","266.28405","284.29462","254.28405","530.5294831","548.5400531","532.5451331","518.5294831","710.5929031","282.2791631","4.43436212121212","4.73436212121212","18804"
"","Sulfatide(d18:0_18:1)+H",0,0,0,0,0,0,0,0,0,0,"4.13444696969697","4.43444696969697","18885","","Sulfatide(d18:0_18:1)+H",0,0,0,0,0,0,0,0,0,0,"4.13444696969697","4.43444696969697","18885","","Sulfatide(d18:0_18:1)+H",0,0,0,0,0,0,0,0,0,0,"4.13444696969697","4.43444696969697","18885","","Sulfatide(d18:0_18:1)+H",0,0,0,0,0,0,0,0,0,0,"4.13444696969697","4.43444696969697","18885","","Sulfatide(d18:0_18:1)+H",0,0,0,0,0,0,0,0,0,0,"4.13444696969697","4.43444696969697","18885","","Sulfatide(d18:0_18:1)+H","808.5603031","266.28405","284.29462","254.28405","530.5294831","548.5400531","532.5451331","518.5294831","710.5929031","282.2791631","4.13444696969697","4.43444696969697","18885"
"","Sulfatide(d18:0_20:0)+H",0,0,0,0,0,0,0,0,0,0,"5.38028055555556","5.68028055555556","2872","","Sulfatide(d18:0_20:0)+H",0,0,0,0,0,0,0,0,0,0,"5.38028055555556","5.68028055555556","2872","","Sulfatide(d18:0_20:0)+H",0,0,0,0,0,0,0,0,0,0,"5.38028055555556","5.68028055555556","2872","","Sulfatide(d18:0_20:0)+H",0,0,0,0,0,0,0,0,0,0,"5.38028055555556","5.68028055555556","2872","","Sulfatide(d18:0_20:0)+H",0,0,0,0,0,0,0,0,0,0,"5.38028055555556","5.68028055555556","2872","","Sulfatide(d18:0_20:0)+H","838.6072533","266.28405","284.29462","254.28405","560.5764333","578.5870033","562.5920833","548.5764333","740.6398533","312.3261133","5.38028055555556","5.68028055555556","2872"
"","Sulfatide(d18:1_18:0)+H",0,0,0,0,0,0,0,0,0,0,"4.71455138888889","5.01455138888889","18767","","Sulfatide(d18:1_18:0)+H",0,0,0,0,0,0,0,0,0,0,"4.71455138888889","5.01455138888889","18767","","Sulfatide(d18:1_18:0)+H",0,0,0,0,0,0,0,0,0,0,"4.71455138888889","5.01455138888889","18767","","Sulfatide(d18:1_18:0)+H",0,0,0,0,0,0,0,0,0,0,"4.71455138888889","5.01455138888889","18767","","Sulfatide(d18:1_18:0)+H",0,0,0,0,0,0,0,0,0,0,"4.71455138888889","5.01455138888889","18767","","Sulfatide(d18:1_18:0)+H","808.5603031","264.26841","282.27898","252.26841","530.5294831","548.5400531","532.5451331","518.5294831","710.5929031","284.2948031","4.71455138888889","5.01455138888889","18767"
"","Sulfatide(d18:1_18:0)+H",0,0,0,0,0,0,0,0,0,0,"4.43436212121212","4.73436212121212","18804","","Sulfatide(d18:1_18:0)+H",0,0,0,0,0,0,0,0,0,0,"4.43436212121212","4.73436212121212","18804","","Sulfatide(d18:1_18:0)+H",0,0,0,0,0,0,0,0,0,0,"4.43436212121212","4.73436212121212","18804","","Sulfatide(d18:1_18:0)+H",0,0,0,0,0,0,0,0,0,0,"4.43436212121212","4.73436212121212","18804","","Sulfatide(d18:1_18:0)+H",0,0,0,0,0,0,0,0,0,0,"4.43436212121212","4.73436212121212","18804","","Sulfatide(d18:1_18:0)+H","808.5603031","264.26841","282.27898","252.26841","530.5294831","548.5400531","532.5451331","518.5294831","710.5929031","284.2948031","4.43436212121212","4.73436212121212","18804"
"","Sulfatide(d18:1_18:0)+H",0,0,0,0,0,0,0,0,0,0,"4.13444696969697","4.43444696969697","18885","","Sulfatide(d18:1_18:0)+H",0,0,0,0,0,0,0,0,0,0,"4.13444696969697","4.43444696969697","18885","","Sulfatide(d18:1_18:0)+H",0,0,0,0,0,0,0,0,0,0,"4.13444696969697","4.43444696969697","18885","","Sulfatide(d18:1_18:0)+H",0,0,0,0,0,0,0,0,0,0,"4.13444696969697","4.43444696969697","18885","","Sulfatide(d18:1_18:0)+H",0,0,0,0,0,0,0,0,0,0,"4.13444696969697","4.43444696969697","18885","","Sulfatide(d18:1_18:0)+H","808.5603031","264.26841","282.27898","252.26841","530.5294831","548.5400531","532.5451331","518.5294831","710.5929031","284.2948031","4.13444696969697","4.43444696969697","18885"
"","Sulfatide(d18:1_20:0)+H",0,0,0,0,0,0,0,0,0,0,"5.5220625","5.8220625","5412","","Sulfatide(d18:1_20:0)+H",0,0,0,0,0,0,0,0,0,0,"5.5220625","5.8220625","5412","","Sulfatide(d18:1_20:0)+H",0,0,0,0,0,0,0,0,0,0,"5.5220625","5.8220625","5412","","Sulfatide(d18:1_20:0)+H",0,0,0,0,0,0,0,0,0,0,"5.5220625","5.8220625","5412","","Sulfatide(d18:1_20:0)+H",0,0,0,0,0,0,0,0,0,0,"5.5220625","5.8220625","5412","","Sulfatide(d18:1_20:0)+H","836.5916033","264.26841","282.27898","252.26841","558.5607833","576.5713533","560.5764333","546.5607833","738.6242033","312.3261033","5.5220625","5.8220625","5412"
"","Sulfatide(d18:1_20:0)+H",0,0,0,0,0,0,0,0,0,0,"5.71263611111111","6.01263611111111","15223","","Sulfatide(d18:1_20:0)+H",0,0,0,0,0,0,0,0,0,0,"5.71263611111111","6.01263611111111","15223","","Sulfatide(d18:1_20:0)+H",0,0,0,0,0,0,0,0,0,0,"5.71263611111111","6.01263611111111","15223","","Sulfatide(d18:1_20:0)+H",0,0,0,0,0,0,0,0,0,0,"5.71263611111111","6.01263611111111","15223","","Sulfatide(d18:1_20:0)+H",0,0,0,0,0,0,0,0,0,0,"5.71263611111111","6.01263611111111","15223","","Sulfatide(d18:1_20:0)+H","836.5916033","264.26841","282.27898","252.26841","558.5607833","576.5713533","560.5764333","546.5607833","738.6242033","312.3261033","5.71263611111111","6.01263611111111","15223"
"","Sulfatide(d18:1_22:0)+H",0,0,0,0,0,0,0,0,0,0,"5.8500625","6.1500625","2591","","Sulfatide(d18:1_22:0)+H",0,0,0,0,0,0,0,0,0,0,"5.8500625","6.1500625","2591","","Sulfatide(d18:1_22:0)+H",0,0,0,0,0,0,0,0,0,0,"5.8500625","6.1500625","2591","","Sulfatide(d18:1_22:0)+H",0,0,0,0,0,0,0,0,0,0,"5.8500625","6.1500625","2591","","Sulfatide(d18:1_22:0)+H",0,0,0,0,0,0,0,0,0,0,"5.8500625","6.1500625","2591","","Sulfatide(d18:1_22:0)+H","864.6229034","264.26841","282.27898","252.26841","586.5920834","604.6026534","588.6077334","574.5920834","766.6555034","340.3574034","5.8500625","6.1500625","2591"
"","Sulfatide(d18:1_22:0)+H",0,0,0,0,0,0,0,0,0,0,"5.29032916666667","5.59032916666667","3468","","Sulfatide(d18:1_22:0)+H",0,0,0,0,0,0,0,0,0,0,"5.29032916666667","5.59032916666667","3468","","Sulfatide(d18:1_22:0)+H",0,0,0,0,0,0,0,0,0,0,"5.29032916666667","5.59032916666667","3468","","Sulfatide(d18:1_22:0)+H",0,0,0,0,0,0,0,0,0,0,"5.29032916666667","5.59032916666667","3468","","Sulfatide(d18:1_22:0)+H",0,0,0,0,0,0,0,0,0,0,"5.29032916666667","5.59032916666667","3468","","Sulfatide(d18:1_22:0)+H","864.6229034","264.26841","282.27898","252.26841","586.5920834","604.6026534","588.6077334","574.5920834","766.6555034","340.3574034","5.29032916666667","5.59032916666667","3468"
"","Sulfatide(d18:1_22:0)+H",0,0,0,0,0,0,0,0,0,0,"5.63189545454546","5.93189545454546","10743","","Sulfatide(d18:1_22:0)+H",0,0,0,0,0,0,0,0,0,0,"5.63189545454546","5.93189545454546","10743","","Sulfatide(d18:1_22:0)+H",0,0,0,0,0,0,0,0,0,0,"5.63189545454546","5.93189545454546","10743","","Sulfatide(d18:1_22:0)+H",0,0,0,0,0,0,0,0,0,0,"5.63189545454546","5.93189545454546","10743","","Sulfatide(d18:1_22:0)+H",0,0,0,0,0,0,0,0,0,0,"5.63189545454546","5.93189545454546","10743","","Sulfatide(d18:1_22:0)+H","864.6229034","264.26841","282.27898","252.26841","586.5920834","604.6026534","588.6077334","574.5920834","766.6555034","340.3574034","5.63189545454546","5.93189545454546","10743"
"","Sulfatide(d19:1_20:0)+H",0,0,0,0,0,0,0,0,0,0,"5.84678611111111","6.14678611111111","3421","","Sulfatide(d19:1_20:0)+H",0,0,0,0,0,0,0,0,0,0,"5.84678611111111","6.14678611111111","3421","","Sulfatide(d19:1_20:0)+H",0,0,0,0,0,0,0,0,0,0,"5.84678611111111","6.14678611111111","3421","","Sulfatide(d19:1_20:0)+H",0,0,0,0,0,0,0,0,0,0,"5.84678611111111","6.14678611111111","3421","","Sulfatide(d19:1_20:0)+H",0,0,0,0,0,0,0,0,0,0,"5.84678611111111","6.14678611111111","3421","","Sulfatide(d19:1_20:0)+H","850.6072533","278.28405","296.29462","266.28405","572.5764333","590.5870033","574.5920833","560.5764333","752.6398533","312.3261133","5.84678611111111","6.14678611111111","3421"
"","Sulfatide(d19:1_20:0)+H",0,0,0,0,0,0,0,0,0,0,"5.30077083333333","5.60077083333333","9636","","Sulfatide(d19:1_20:0)+H",0,0,0,0,0,0,0,0,0,0,"5.30077083333333","5.60077083333333","9636","","Sulfatide(d19:1_20:0)+H",0,0,0,0,0,0,0,0,0,0,"5.30077083333333","5.60077083333333","9636","","Sulfatide(d19:1_20:0)+H",0,0,0,0,0,0,0,0,0,0,"5.30077083333333","5.60077083333333","9636","","Sulfatide(d19:1_20:0)+H",0,0,0,0,0,0,0,0,0,0,"5.30077083333333","5.60077083333333","9636","","Sulfatide(d19:1_20:0)+H","850.6072533","278.28405","296.29462","266.28405","572.5764333","590.5870033","574.5920833","560.5764333","752.6398533","312.3261133","5.30077083333333","5.60077083333333","9636"
