"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","LPC","[M+H]+","MH-PC","MH-Tail1+H2O","PC Head","exp1","exp2","exp3","RT_min","RT_max","Comment","RT at Max Intensity","LPC","[M+H]+","MH-PC","MH-Tail1+H2O","PC Head","exp1","exp2","exp3","RT_min","RT_max","Comment","Number of Scans","LPC","[M+H]+","MH-PC","MH-Tail1+H2O","PC Head","exp1","exp2","exp3","RT_min","RT_max","Comment","Max Intensity","LPC","[M+H]+","MH-PC","MH-Tail1+H2O","PC Head","exp1","exp2","exp3","RT_min","RT_max","Comment","Average m/z","LPC","[M+H]+","MH-PC","MH-Tail1+H2O","PC Head","exp1","exp2","exp3","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","LPC","[M+H]+","MH-PC","MH-Tail1+H2O","PC Head","exp1","exp2","exp3","RT_min","RT_max","Comment"
"","LPC(15:1)+H",0,0,0,0,0,0,0,"0.4731125","0.7731125","4739","","LPC(15:1)+H",0,0,0,0,0,0,0,"0.4731125","0.7731125","4739","","LPC(15:1)+H",0,0,0,0,0,0,0,"0.4731125","0.7731125","4739","","LPC(15:1)+H",0,0,0,0,0,0,0,"0.4731125","0.7731125","4739","","LPC(15:1)+H",0,0,0,0,0,0,0,"0.4731125","0.7731125","4739","","LPC(15:1)+H","480.308505","297.242505","258.11015","184.07332","124.9994","104.1069","86.0963","0.4731125","0.7731125","4739"
"","LPC(15:1)+H",0,0,0,0,0,0,0,"15.0183266666667","15.3183266666667","15631","","LPC(15:1)+H",0,0,0,0,0,0,0,"15.0183266666667","15.3183266666667","15631","","LPC(15:1)+H",0,0,0,0,0,0,0,"15.0183266666667","15.3183266666667","15631","","LPC(15:1)+H",0,0,0,0,0,0,0,"15.0183266666667","15.3183266666667","15631","","LPC(15:1)+H",0,0,0,0,0,0,0,"15.0183266666667","15.3183266666667","15631","","LPC(15:1)+H","480.308505","297.242505","258.11015","184.07332","124.9994","104.1069","86.0963","15.0183266666667","15.3183266666667","15631"
"","LPC(16:0)+H",1,1,1,1,1,1,1,"0.790172222222222","1.09017222222222","6","","LPC(16:0)+H",0.9400288,0.9400288,0.9400288,0.9400288,0.9400288,0.9400288,0.9400288,"0.790172222222222","1.09017222222222","6","","LPC(16:0)+H",3,3,3,3,3,3,3,"0.790172222222222","1.09017222222222","6","","LPC(16:0)+H",116717200,2587741,3092265,158716700,1017735,164884000,6274874,"0.790172222222222","1.09017222222222","6","","LPC(16:0)+H",496.339533333333,313.2734,258.109966666667,184.073233333333,124.999766666667,104.1069,86.0963933333333,"0.790172222222222","1.09017222222222","6","","LPC(16:0)+H","496.339805","313.273805","258.11015","184.07332","124.9994","104.1069","86.0963","0.790172222222222","1.09017222222222","6"
"","LPC(16:0)+H",0,0,0,0,0,0,0,"2.6449875","2.9449875","3596","","LPC(16:0)+H",0,0,0,0,0,0,0,"2.6449875","2.9449875","3596","","LPC(16:0)+H",0,0,0,0,0,0,0,"2.6449875","2.9449875","3596","","LPC(16:0)+H",0,0,0,0,0,0,0,"2.6449875","2.9449875","3596","","LPC(16:0)+H",0,0,0,0,0,0,0,"2.6449875","2.9449875","3596","","LPC(16:0)+H","496.339805","313.273805","258.11015","184.07332","124.9994","104.1069","86.0963","2.6449875","2.9449875","3596"
"","LPC(16:0)+H",1,0,0,1,0,1,0,"2.97452575757576","3.27452575757576","5408","","LPC(16:0)+H",3.006997,0,3.006997,3.006997,0,3.006997,3.006997,"2.97452575757576","3.27452575757576","5408","","LPC(16:0)+H",1,0,1,1,0,1,1,"2.97452575757576","3.27452575757576","5408","","LPC(16:0)+H",33024.91,0,775.0062,49751.25,0,27324.1,797.687,"2.97452575757576","3.27452575757576","5408","","LPC(16:0)+H",496.3403,0,258.1104,184.0735,0,104.1071,86.09652,"2.97452575757576","3.27452575757576","5408","","LPC(16:0)+H","496.339805","313.273805","258.11015","184.07332","124.9994","104.1069","86.0963","2.97452575757576","3.27452575757576","5408"
"","LPC(16:0)+H",0,0,0,0,0,0,0,"3.86995833333333","4.16995833333333","6835","","LPC(16:0)+H",0,0,0,0,0,0,0,"3.86995833333333","4.16995833333333","6835","","LPC(16:0)+H",0,0,0,0,0,0,0,"3.86995833333333","4.16995833333333","6835","","LPC(16:0)+H",0,0,0,0,0,0,0,"3.86995833333333","4.16995833333333","6835","","LPC(16:0)+H",0,0,0,0,0,0,0,"3.86995833333333","4.16995833333333","6835","","LPC(16:0)+H","496.339805","313.273805","258.11015","184.07332","124.9994","104.1069","86.0963","3.86995833333333","4.16995833333333","6835"
"","LPC(16:0)+H",0,0,0,0,0,0,0,"4.8966196969697","5.1966196969697","9176","","LPC(16:0)+H",0,0,0,0,0,0,0,"4.8966196969697","5.1966196969697","9176","","LPC(16:0)+H",0,0,0,0,0,0,0,"4.8966196969697","5.1966196969697","9176","","LPC(16:0)+H",0,0,0,0,0,0,0,"4.8966196969697","5.1966196969697","9176","","LPC(16:0)+H",0,0,0,0,0,0,0,"4.8966196969697","5.1966196969697","9176","","LPC(16:0)+H","496.339805","313.273805","258.11015","184.07332","124.9994","104.1069","86.0963","4.8966196969697","5.1966196969697","9176"
"","LPC(16:0)+H",0,0,0,0,0,0,0,"10.4219069444444","10.7219069444444","10140","","LPC(16:0)+H",0,0,0,0,0,0,0,"10.4219069444444","10.7219069444444","10140","","LPC(16:0)+H",0,0,0,0,0,0,0,"10.4219069444444","10.7219069444444","10140","","LPC(16:0)+H",0,0,0,0,0,0,0,"10.4219069444444","10.7219069444444","10140","","LPC(16:0)+H",0,0,0,0,0,0,0,"10.4219069444444","10.7219069444444","10140","","LPC(16:0)+H","496.339805","313.273805","258.11015","184.07332","124.9994","104.1069","86.0963","10.4219069444444","10.7219069444444","10140"
"","LPC(16:0)+H",0,0,0,0,0,0,0,"5.35553611111111","5.65553611111111","10148","","LPC(16:0)+H",0,0,0,0,0,0,0,"5.35553611111111","5.65553611111111","10148","","LPC(16:0)+H",0,0,0,0,0,0,0,"5.35553611111111","5.65553611111111","10148","","LPC(16:0)+H",0,0,0,0,0,0,0,"5.35553611111111","5.65553611111111","10148","","LPC(16:0)+H",0,0,0,0,0,0,0,"5.35553611111111","5.65553611111111","10148","","LPC(16:0)+H","496.339805","313.273805","258.11015","184.07332","124.9994","104.1069","86.0963","5.35553611111111","5.65553611111111","10148"
"","LPC(16:0)+H",0,0,0,0,0,0,0,"3.622225","3.922225","10255","","LPC(16:0)+H",0,0,0,0,0,0,0,"3.622225","3.922225","10255","","LPC(16:0)+H",0,0,0,0,0,0,0,"3.622225","3.922225","10255","","LPC(16:0)+H",0,0,0,0,0,0,0,"3.622225","3.922225","10255","","LPC(16:0)+H",0,0,0,0,0,0,0,"3.622225","3.922225","10255","","LPC(16:0)+H","496.339805","313.273805","258.11015","184.07332","124.9994","104.1069","86.0963","3.622225","3.922225","10255"
